index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,9,0,0,0,10.000000000000002,20,10.0,3.3240183585610157,37,3.324324324324324,31.89614771736922,0,,35.99999999999999,20,36.0,0,0.5150000000000001,26853,351,0,0.0,3510.0000000000005,False,-0.07089734013185671,37,2.577000000000001,21880,329,0,0.0,3290.0000000000005,False,-0.23597804553278556,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,50560,54,102,1.0,3432.9040585339553,False,0.10809190981340434,13,2.886000000000001,65760,0,0,0.0,0.0,False,-0.0626870777388181,7,2.871000000000001,61683,117,0,0.0,3731.849282932199,False,-0.09420273323831775,0.16666666666666666,274759,0.0,0.0,10,0,0,2,14,14.0,25,27,12,81.0,29.0,6,3,12,200,2.1298159459838644,103.06445898808306
34,12,0,0,0,10.000000000000002,20,10.0,3.947841662106502,23,7.086956521739131,33.057538210357606,4,51.0,35.99999999999999,20,36.0,20,0.7150000000000001,26483,362,0,0.0,3620.0000000000005,False,-0.08112760222142834,3,2.5700000000000007,21730,338,0,0.0,3380.0000000000005,False,-0.2393881328959761,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,50601,67,108,1.0,3834.719518079757,False,0.11321957222883774,10,2.9730000000000008,65622,0,0,0.0,0.0,False,-0.06465406653553409,10,2.9640000000000004,61342,121,0,0.0,3999.96212345327,False,-0.09715241224483831,0.16666666666666666,273801,0.0,0.0,12,0,0,9,11,11.0,30,39,8,195.0,0.0,12,0,8,404,2.4887849140213802,105.55324390210444
35,8,0,0,0,10.0,20,10.0,3.9359291942593737,8,3.75,31.079775355575237,14,22.714285714285715,35.99999999999999,20,36.0,2,0.7150000000000001,26369,371,0,0.0,3710.0,False,-0.08336851677438213,6,2.627000000000001,21500,349,0,0.0,3490.0,False,-0.245071611834627,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,50889,65,104,1.0,3488.132034606684,False,0.11565097435833858,11,3.073000000000001,65468,0,0,0.0,0.0,False,-0.06684911200433308,9,3.044000000000001,60904,135,0,0.0,4195.769673002657,False,-0.10199998807689321,0.16666666666666666,273153,0.0,0.0,15,0,0,3,14,14.0,25,28,11,73.0,18.0,5,3,11,518,1.5780664029880427,107.13131030509248
36,11,0,0,0,10.0,20,10.0,3.882310682246463,5,2.6,29.012334162302448,19,21.842105263157894,35.99999999999999,20,36.0,1,0.7230000000000001,26257,381,0,0.0,3810.0,False,-0.08538209216978987,4,2.661000000000001,21320,359,0,0.0,3590.0,False,-0.24929362476048195,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51291,60,95,1.0,2989.11038635352,False,0.11888325228769872,13,3.1920000000000006,65250,0,0,0.0,0.0,False,-0.06995638416146413,7,3.105,60410,154,0,0.0,4467.899460994577,False,-0.10710183114545326,0.16666666666666666,272551,0.0,0.0,13,0,0,2,14,14.0,27,29,9,92.0,18.0,7,4,9,615,2.1663225700031035,109.29763287509559
37,9,0,0,0,10.0,20,10.0,3.91441142859918,7,4.428571428571429,29.012334162302448,0,,35.99999999999999,20,36.0,2,0.7420000000000002,26143,390,0,0.0,3900.0,False,-0.08762300672274366,5,2.707000000000001,21115,370,0,0.0,3700.0,False,-0.25416517813646844,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51260,57,105,1.0,3269.4165384719104,False,0.12119694489340048,10,3.2790000000000012,65107,0,0,0.0,0.0,False,-0.07199464066820604,10,3.1980000000000004,60267,154,0,0.0,4467.899460994577,False,-0.10914008765219518,0.16666666666666666,271915,0.0,0.0,12,0,0,2,17,17.0,28,30,10,77.0,12.0,5,4,10,200,1.8131519840098917,111.11078485910548
38,10,0,0,0,10.0,20,10.0,3.7575395107765273,9,1.8888888888888888,29.012334162302448,0,,35.99999999999999,15,36.0,0,0.74,26043,400,0,0.0,4000.0,False,-0.08924685784807249,9,2.7920000000000007,20827,380,0,0.0,3800.0,False,-0.2618947094930337,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51243,56,115,1.0,3546.840641268267,False,0.12377684720592945,3,3.2990000000000013,65082,0,0,0.0,0.0,False,-0.07235097921833576,12,3.3080000000000003,60073,154,0,0.0,4467.899460994577,False,-0.11190527480120172,0.16666666666666666,271291,0.0,0.0,11,0,0,2,11,11.0,27,29,11,78.0,12.0,6,4,11,200,1.974312408012338,113.08509726711782
39,11,0,0,0,10.0,20,10.0,3.8479537723554427,3,7.0,29.012334162302448,0,,35.99999999999999,20,36.0,2,0.76,25909,411,0,0.0,4110.0,False,-0.09181254262609204,1,2.7930000000000006,20719,389,0,0.0,3890.0,False,-0.263940761910948,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51222,49,125,1.0,3815.0915051332227,False,0.1261747409238954,11,3.406000000000001,64917,0,0,0.0,0.0,False,-0.07470281364919182,9,3.386000000000001,59949,154,0,0.0,4467.899460994577,False,-0.11367271400984506,0.16666666666666666,270739,0.0,0.0,12,0,0,2,15,15.0,29,31,11,87.0,17.0,7,4,11,200,1.9839751710533164,115.06907243817113
40,11,0,0,0,9.999999999999998,20,10.0,3.9006180372230306,1,9.0,28.9734179498553,1,26.0,35.99999999999999,9,36.0,1,0.768,25777,423,0,0.0,4229.999999999999,False,-0.09415088824656556,0,2.792000000000001,20639,397,0,0.0,3969.999999999999,False,-0.26523984281121105,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51239,40,134,1.0,4038.4627267695314,False,0.1289024601688273,0,3.395000000000001,64917,0,0,0.0,0.0,False,-0.07470281364919182,9,3.4670000000000005,59800,155,0,0.0,4490.879782227571,False,-0.11563271628162457,0.16666666666666666,270395,0.0,0.0,12,0,0,3,7,7.0,28,31,8,80.0,39.0,6,5,8,226,1.826472582994029,116.89554502116516
41,8,0,0,0,9.999999999999998,20,10.0,3.6264040823727983,13,1.7692307692307692,28.707335172594963,5,25.0,35.99999999999999,11,36.0,0,0.7670000000000001,25687,432,0,0.0,4319.999999999999,False,-0.0956123542593615,13,2.922000000000001,20239,408,0,0.0,4079.999999999999,False,-0.27644441557598,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51341,43,139,1.0,4146.25496453273,False,0.13220695428421395,0,3.395000000000001,64917,0,0,0.0,0.0,False,-0.07470281364919182,11,3.568000000000001,59513,160,0,0.0,4593.173627615194,False,-0.11899445802606122,0.16666666666666666,269720,0.0,0.0,13,0,0,3,9,9.0,27,30,13,64.0,14.0,5,3,13,325,1.8937742779962718,118.78931929916143
42,13,0,0,0,9.999999999999998,20,10.0,3.6774816805771997,2,6.0,30.251179213039503,5,51.0,35.99999999999999,9,36.0,1,0.7770000000000001,25565,443,0,0.0,4429.999999999999,False,-0.09778831476730214,1,2.919000000000001,20131,417,0,0.0,4169.999999999999,False,-0.2784904679938943,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51584,35,144,1.0,4484.88166549789,False,0.14094666538247333,0,3.395000000000001,64917,0,0,0.0,0.0,False,-0.07470281364919182,9,3.647000000000001,59137,165,0,0.0,4991.444570151518,False,-0.12151540401556828,0.16666666666666666,269357,0.0,0.0,12,0,0,13,7,7.0,20,33,14,92.0,36.0,7,6,14,455,2.263079654017929,121.05239895317936
43,14,0,0,0,9.999999999999998,20,10.0,3.638309555198699,2,2.0,30.947735423455462,5,40.0,35.99999999999999,10,36.0,0,0.776,25475,452,0,0.0,4519.999999999999,False,-0.09924978078009808,2,2.9380000000000006,19983,428,0,0.0,4279.999999999999,False,-0.2815108310870059,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,51780,27,149,1.0,4709.446936085228,False,0.14748126137826933,0,3.395000000000001,64717,0,5,0.5,179.99999999999997,False,-0.07627070326976254,10,3.738000000000001,58994,165,0,0.0,5106.376344870151,False,-0.1227345680829688,0.25,268972,0.0,0.0,13,0,0,10,7,7.0,17,27,15,111.0,52.0,8,6,15,400,2.1700224750093184,123.22242142818868
44,15,0,0,0,9.999999999999998,20,10.0,3.6885026302167576,6,4.333333333333333,32.081843770829686,7,42.285714285714285,36.0,11,36.0,2,0.796,25331,464,0,0.0,4639.999999999999,False,-0.10197785067065052,4,2.976000000000001,19827,436,0,0.0,4359.999999999999,False,-0.2852781656977688,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52050,23,152,1.0,4961.275813661098,False,0.15587336852344463,0,3.395000000000001,64517,0,10,0.5,360.0,False,-0.07783859289033325,11,3.838000000000001,58734,167,0,0.0,5357.667909728558,False,-0.12464959156668838,0.25,268482,0.0,0.0,12,0,0,11,9,9.0,20,31,18,127.0,60.0,9,6,18,496,2.195020109997131,125.41744153818581
45,18,0,0,0,10.0,20,10.0,3.5135571561844725,6,1.3333333333333333,32.73384182159715,4,43.0,36.0,13,36.0,0,0.794,25231,474,0,0.0,4740.0,False,-0.10360170179597934,6,3.0320000000000014,19605,446,0,0.0,4460.0,False,-0.2908642135689,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52214,19,158,1.0,5238.704593779856,False,0.16228993570786457,0,3.395000000000001,64517,0,10,0.0,360.0,False,-0.07783859289033325,13,3.9570000000000007,58342,171,0,0.0,5597.486951493113,False,-0.12852784464000455,0.16666666666666666,267932,0.0,0.0,12,0,0,10,10,10.0,22,32,17,162.0,75.0,11,7,17,372,2.5680364969884977,127.98547803517431
46,17,0,0,0,10.0,20,10.0,3.351802192727379,5,1.0,33.9658826508891,8,43.25,36.0,9,36.0,0,0.794,25151,482,0,0.0,4820.0,False,-0.10490078269624241,5,3.076000000000001,19385,458,0,0.0,4580.0,False,-0.29606053716995223,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52555,14,160,1.0,5481.46645484044,False,0.17209091776544122,0,3.395000000000001,64327,0,15,0.5,540.0,False,-0.07926394709085208,9,4.034000000000001,58069,174,0,0.0,5910.063581254703,False,-0.13019139954634756,0.25,267510,0.0,0.0,14,0,0,12,6,6.0,21,33,18,112.0,80.0,8,9,18,546,2.2696710099698976,130.2551490451442
47,18,0,0,0,10.0,20,10.0,3.4881662349292273,3,6.666666666666667,33.9658826508891,0,,36.0,7,36.0,2,0.8140000000000001,25007,494,0,0.0,4940.0,False,-0.10762885258679485,1,3.081000000000001,19286,466,0,0.0,4660.0,False,-0.2979766814978403,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52535,7,170,1.0,5798.617214295651,False,0.17502826816346578,0,3.395000000000001,64327,0,15,0.0,540.0,False,-0.07926394709085208,7,4.095000000000001,57990,174,0,0.0,5910.063581254703,False,-0.13131742936475743,0.16666666666666666,267168,0.0,0.0,10,0,0,6,6,6.0,28,34,16,182.0,38.0,12,6,16,200,1.9385543490061536,132.19370339415036
48,16,0,0,0,10.0,20,10.0,3.439452792843588,5,2.8,34.25463166648876,1,52.0,36.0,11,36.0,1,0.8220000000000001,24895,504,0,0.0,5040.0,False,-0.1096424279822026,4,3.1200000000000006,19105,476,0,0.0,4760.0,False,-0.3022311714462018,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52573,2,179,1.0,6138.457973887175,False,0.1794355085517007,0,3.395000000000001,64327,0,15,0.0,540.0,False,-0.07926394709085208,11,4.198,57773,175,0,0.0,5994.560541635534,False,-0.13380825749283376,0.16666666666666666,266696,0.0,0.0,12,0,0,12,9,9.0,19,31,19,128.0,49.0,9,7,19,252,2.2768748669768684,134.47057826112723
49,19,0,0,0,10.0,20,10.0,3.4612749567280097,10,3.6,35.03491965422568,4,46.0,36.0,9,36.0,2,0.841,24771,514,0,0.0,5140.0,False,-0.11204572764768926,8,3.196000000000001,18843,486,0,0.0,4860.0,False,-0.30911630021759606,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52721,2,185,1.0,6488.382685945207,False,0.18628126720589705,0,3.395000000000001,64327,0,15,0.0,540.0,False,-0.07926394709085208,9,4.277000000000001,57468,179,0,0.0,6271.250618106397,False,-0.13618368099071812,0.16666666666666666,266153,0.0,0.0,11,0,0,10,10,10.0,24,34,13,144.0,39.0,10,9,13,384,2.313715049996972,136.7842933111242
50,13,0,0,0,10.0,20,10.0,3.4612749567280097,0,,36.029264612667156,4,49.5,35.99999999999999,9,36.0,0,0.839,24671,524,0,0.0,5240.0,False,-0.11366957877301809,0,3.188000000000001,18743,496,0,0.0,4960.0,False,-0.3107401513429249,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,52919,0,183,0.2,6593.355424118089,False,0.19159076906244657,0,3.395000000000001,64327,0,15,0.0,539.9999999999999,False,-0.07926394709085208,9,4.3580000000000005,57150,183,0,0.0,6593.355424118089,False,-0.1384207401570877,0.03333333333333333,265833,0.0,0.0,13,0,0,5,5,5.0,25,30,16,81.0,44.0,6,7,16,398,1.9092467380105518,138.69354004913475
51,16,0,0,0,10.000000000000002,20,10.0,3.7452400176190728,11,5.454545454545454,37.946856583628005,8,50.5,36.0,10,36.0,3,0.869,24514,536,0,0.0,5360.000000000001,False,-0.11681984995615602,8,3.2680000000000007,18518,504,0,0.0,5040.000000000001,False,-0.31674840050664155,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53263,1,185,1.0,7023.9137079888,False,0.20344568018302142,0,3.395000000000001,64327,0,15,0.0,540.0,False,-0.07926394709085208,10,4.449000000000001,56603,191,0,0.0,7247.849607472949,False,-0.1415529974666257,0.16666666666666666,265248,0.0,0.0,15,0,0,8,10,10.0,20,28,15,112.0,31.0,8,8,15,604,1.6139195400173776,140.30745958915213
52,15,0,0,0,10.000000000000002,20,10.0,3.850891687238262,9,4.666666666666667,38.46478581118657,4,45.5,36.0,14,36.0,1,0.8760000000000003,24422,544,0,0.0,5440.000000000001,False,-0.118508655126498,8,3.340000000000001,18253,516,0,0.0,5160.000000000001,False,-0.32340619012048977,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53403,0,191,1.0,7346.774089936635,False,0.20983502649529043,0,3.395000000000001,64288,0,16,0.1,576.0,False,-0.07956327147296104,14,4.579000000000001,56210,194,0,0.0,7462.168447370195,False,-0.14562723818117543,0.18333333333333335,264599,0.0,0.0,16,0,0,7,11,11.0,24,31,17,126.0,48.0,8,7,17,382,2.0508921800064854,142.35835176915862
53,17,0,0,0,10.000000000000002,20,10.0,3.6229995595707396,13,2.3846153846153846,38.890112232975824,3,46.333333333333336,35.99999999999999,10,36.0,2,0.8950000000000002,24338,550,0,0.0,5500.000000000001,False,-0.12026241434185314,11,3.4420000000000006,17863,530,0,0.0,5300.000000000001,False,-0.33379883732259424,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53511,3,198,1.0,7711.111220807925,False,0.21598566272556466,0,3.395000000000001,64249,0,17,0.1,611.9999999999999,False,-0.07986259585506998,10,4.665000000000001,55971,196,0,0.0,7622.461997663261,False,-0.14789145929428385,0.18333333333333335,263955,0.0,0.0,14,0,0,8,10,10.0,19,27,12,111.0,40.0,8,9,12,339,1.9210259150131606,144.27937768417178
54,12,0,0,0,10.000000000000002,20,10.0,3.7621581504978026,2,9.0,38.890112232975824,0,,36.0,12,36.0,2,0.9130000000000003,24224,559,0,0.0,5590.000000000001,False,-0.12250332889480692,0,3.431000000000001,17753,541,0,0.0,5410.000000000001,False,-0.33558507356045597,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53493,0,203,0.5,7894.692783294092,False,0.21754978891508664,0,3.395000000000001,64249,0,17,0.0,612.0,False,-0.07986259585506998,12,4.775,55775,196,0,0.0,7622.461997663261,False,-0.15068515352730075,0.08333333333333333,263517,0.0,0.0,11,0,0,7,9,9.0,19,26,13,101.0,29.0,7,5,13,200,2.0894698100164533,146.36884749418823
55,13,0,0,0,10.000000000000002,20,10.0,3.7621581504978026,0,,39.12323368554694,11,40.18181818181818,36.0,11,36.0,0,0.911,24144,567,0,0.0,5670.000000000001,False,-0.12380240979506998,0,3.431000000000001,17633,553,0,0.0,5530.000000000001,False,-0.33753369491085056,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53935,0,192,0.0,7511.6608676250125,False,0.22285924144842845,0,3.395000000000001,64059,0,22,0.5,792.0,False,-0.08128795005558881,11,4.873000000000002,55360,202,0,0.0,7902.893204480482,False,-0.1546018044664865,0.08333333333333333,263154,0.0,0.0,15,0,0,8,6,6.0,23,31,13,92.0,42.0,7,6,13,642,2.0650015749852173,148.43384906917345
56,13,0,0,0,10.000000000000002,20,10.0,3.723006851192265,1,1.0,39.12323368554694,0,,36.00000000000001,10,36.0,0,0.911,24024,579,0,0.0,5790.000000000001,False,-0.12575103114546457,1,3.441000000000001,17533,561,0,0.0,5610.000000000001,False,-0.33948231626124514,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,53934,0,193,0.1,7550.78410131056,False,0.2232526877642767,0,3.395000000000001,64059,0,22,0.0,792.0000000000001,False,-0.08128795005558881,10,4.9620000000000015,55229,202,0,0.0,7902.893204480482,False,-0.15646901846916614,0.016666666666666666,262802,0.0,0.0,11,0,0,7,5,5.0,19,26,10,90.0,33.0,6,7,10,200,1.7576171059627086,150.19146617513616
57,10,0,0,0,10.000000000000002,20,10.0,3.6703925661522345,2,2.0,39.53963066992115,4,45.25,36.00000000000001,10,36.0,0,0.911,23934,588,0,0.0,5880.000000000001,False,-0.12721249715826052,2,3.460000000000001,17385,572,0,0.0,5720.000000000001,False,-0.3425026793543568,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54111,0,191,0.2,7552.06945795494,False,0.22701813868998608,0,3.395000000000001,64020,0,23,0.1,828.0000000000001,False,-0.08158727443769777,10,5.052000000000001,54954,205,0,0.0,8105.624287333836,False,-0.15894392451798914,0.05000000000000001,262427,0.0,0.0,15,0,0,8,6,6.0,19,27,11,62.0,43.0,4,6,11,381,1.8833698750240728,152.07483605016023
58,11,0,0,0,10.000000000000002,20,10.0,3.845288036662363,2,9.0,40.0985517112213,4,47.5,36.00000000000001,18,36.0,2,0.931,23840,595,0,0.0,5950.000000000001,False,-0.12912864148614855,0,3.458000000000001,17255,585,0,0.0,5850.000000000001,False,-0.3446136858172843,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54283,0,189,0.2,7578.626273420825,False,0.23094544241283707,0,3.395000000000001,64161,0,19,0.1,684.0000000000001,False,-0.08060378003933978,13,5.172000000000001,54585,208,0,0.0,8340.49875593403,False,-0.162529584965834,0.05000000000000001,262147,0.0,0.0,17,0,0,7,9,9.0,23,30,12,73.0,29.0,5,6,12,570,1.8520672679878771,153.9269033181481
59,12,0,0,0,10.000000000000002,20,10.0,3.827675869964778,6,3.6666666666666665,40.18967753881202,7,40.857142857142854,36.000000000000014,8,36.0,2,0.9490000000000003,23726,604,0,0.0,6040.000000000001,False,-0.13136955603910233,4,3.498000000000001,17065,596,0,0.0,5960.000000000001,False,-0.3489980838556721,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54547,0,188,0.6,7555.65937729666,False,0.23629797758756024,0,3.395000000000001,63971,0,24,0.5,864.0000000000003,False,-0.08202913423985861,8,5.239000000000002,54390,210,0,0.0,8439.832283150525,False,-0.16460109835549389,0.18333333333333335,261722,0.0,0.0,15,0,0,9,7,7.0,18,27,13,106.0,35.0,7,5,13,486,2.2687549850088544,156.19565830315696
60,13,0,0,0,10.000000000000002,20,10.0,3.877603849181274,6,4.333333333333333,40.18967753881202,0,,36.00000000000001,20,36.0,2,0.9670000000000003,23592,615,0,0.0,6150.000000000001,False,-0.13393524081712188,4,3.534000000000001,16899,605,0,0.0,6050.000000000001,False,-0.35292780357896786,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54521,0,194,0.6,7796.797442529532,False,0.2383025355843899,0,3.395000000000001,64331,0,14,0.0,504.0000000000001,False,-0.07946349667892472,10,5.331000000000001,54245,210,0,0.0,8439.832283150525,False,-0.1666678619462462,0.09999999999999999,261611,0.0,0.0,18,0,0,7,8,8.0,20,27,14,99.0,37.0,7,6,14,560,2.147932753956411,158.34359105711337
61,14,0,0,0,10.000000000000002,20,10.0,3.9401226801247815,7,4.428571428571429,40.18731524177705,6,40.166666666666664,36.00000000000001,20,36.0,2,0.9850000000000001,23498,622,0,0.0,6220.000000000001,False,-0.1358513851450099,5,3.5800000000000014,16677,618,0,0.0,6180.000000000001,False,-0.35802669611250043,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54731,0,195,0.7,7836.526472146525,False,0.2431749207468313,0,3.395000000000001,64609,0,6,0.5,216.00000000000006,False,-0.07755352205022949,7,5.391000000000002,54124,211,0,0.0,8479.523516014957,False,-0.16810967020143847,0.19999999999999998,261662,0.0,0.0,20,0,0,4,5,5.0,27,31,17,106.0,46.0,7,7,17,909,1.5515261469990946,159.89511720411247
62,17,0,0,0,10.000000000000002,20,10.0,4.0259693458171055,9,4.555555555555555,40.91897948319897,6,47.333333333333336,36.000000000000014,13,36.0,4,1.0230000000000004,23317,635,0,0.0,6350.000000000001,False,-0.13961871975577278,5,3.625000000000001,16502,625,0,0.0,6250.000000000001,False,-0.36257347926342115,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,54974,0,198,0.9,8101.9579376733955,False,0.25113888057393846,0,3.395000000000001,64642,0,5,0.1,180.00000000000006,False,-0.07733971892015165,11,5.494000000000001,53719,216,0,0.0,8838.499568370977,False,-0.1713240145929832,0.16666666666666666,261177,0.0,0.0,15,0,0,4,11,11.0,26,30,20,139.0,56.0,9,8,20,556,2.425361568981316,162.32047877309378
63,20,0,0,0,10.0,20,10.0,3.9264436362229933,3,2.0,40.883271373192436,1,39.0,36.000000000000014,20,36.0,0,1.0190000000000001,23207,646,0,0.0,6460.0,False,-0.1414049559936345,3,3.650000000000001,16355,634,0,0.0,6340.0,False,-0.36588613555909194,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,55007,0,200,0.3,8176.654274638488,False,0.252630034493911,3,3.4250000000000007,64758,0,1,0.1,36.000000000000014,False,-0.07671256307192337,12,5.603000000000001,53527,216,0,0.0,8830.786616609566,False,-0.17411566309893695,0.06666666666666667,260877,0.0,0.0,15,0,0,11,10,10.0,26,37,12,190.0,39.0,13,7,12,419,2.1394402980222367,164.45991907111602
64,12,0,0,0,10.0,20,10.0,3.639741603623879,9,1.8888888888888888,41.16586825495268,2,48.0,36.000000000000014,20,36.0,0,1.0190000000000001,23097,657,0,0.0,6570.0,False,-0.1431911922314962,9,3.7370000000000014,16074,643,0,0.0,6430.0,False,-0.373550712870644,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,55086,0,207,0.9,8521.334728775204,False,0.25795763538138494,7,3.4920000000000013,64714,0,0,0.0,0.0,False,-0.07759628267624505,12,5.711000000000001,53248,218,0,0.0,8974.159279579684,False,-0.17707061718136427,0.15,260242,0.0,0.0,12,0,0,3,13,12.5,25,28,11,81.0,32.0,6,6,11,296,2.0430231349891983,166.50294220610522
65,11,0,0,0,10.0,20,10.0,3.905251359367119,3,9.0,41.64611199485797,5,46.0,36.000000000000014,20,36.0,2,1.0390000000000001,22973,667,0,0.0,6670.0,False,-0.1455944918969829,1,3.738000000000001,15962,653,0,0.0,6530.0,False,-0.37556428826605176,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,55289,0,205,0.3,8537.452958945883,False,0.26243140681842725,11,3.5950000000000006,64548,0,0,0.0,0.0,False,-0.0799623706491063,9,5.789000000000002,52899,223,0,0.0,9287.082974853327,False,-0.1798149678236742,0.049999999999999996,259694,0.0,0.0,10,0,0,3,15,15.0,28,31,13,72.0,27.0,5,6,13,430,1.8995836199610494,168.40252582606627
66,13,0,0,0,10.0,20,10.0,3.905251359367119,0,,42.595859604418656,5,51.2,36.000000000000014,20,36.0,0,1.0370000000000004,22833,681,0,0.0,6810.0,False,-0.14786788347244326,0,3.7370000000000014,15902,659,0,0.0,6590.0,False,-0.3765385989412491,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,55545,0,200,0.0,8519.171920883731,False,0.2676640303631402,9,3.6740000000000013,64429,0,0,0.0,0.0,False,-0.08165854214772371,11,5.8900000000000015,52486,228,0,0.0,9711.855989807455,False,-0.18267442066615738,0.0,259218,0.0,0.0,14,0,0,5,9,9.0,27,32,13,92.0,37.0,7,6,13,456,1.8710489560035057,170.27357478206977
67,13,0,0,0,10.000000000000002,20,10.0,4.081253740632357,5,6.0,42.595859604418656,0,,36.00000000000001,20,36.0,0,1.0370000000000004,22733,691,0,0.0,6910.000000000001,False,-0.14949173459777207,5,3.787000000000001,15727,669,0,0.0,6690.000000000001,False,-0.38059822675457117,0,0.2,48023,0,0,0.0,0.0,False,0.017932467092015177,0,0.24500000000000002,55515,0,205,0.5,8732.151218905825,False,0.2692853638309539,12,3.7850000000000015,64249,0,0,0.0,0.0,False,-0.0842241797086576,8,5.959000000000002,52387,228,0,0.0,9711.855989807455,False,-0.18408552132467104,0.08333333333333333,258634,0.0,0.0,10,0,0,3,12,12.0,29,32,14,150.0,24.0,10,3,14,200,2.263946293038316,172.5375210751081
