index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,27,0,0,0,10.000000000000002,20,10.0,15.885948870670237,5,8.0,18.11910200109825,12,13.0,34.777846409905514,8,49.0,38.0,12,38.0,0,0.8750000000000002,14386,6,15,1.0,298.28923306005356,False,0.2405175912375205,0,3.5390000000000006,4134.0,270,0,0.0,2700.0000000000005,False,-0.5319621063412137,12,3.0920000000000005,7853.0,152,0,0.0,2414.664228341876,False,-0.5024529316764998,0,0.2,13911,283,158,1.0,7358.5416465732,False,-0.034032354569654095,0,0.2,26598,0,2,0.0,69.55569281981103,False,0.019670655324089993,0,0.2,25164,177,51,1.0,4980.751221099572,False,0.05878385889772905,0,1.1540000000000001,29677,0,46,1.0,1748.0,False,-0.07429627609611247,0,1.0100000000000002,30742,0,28,0.6,1064.0,False,-0.05238917674150835,0.575,152465,0.0,0.0,21,0,0,13,3,3.0,25,38,34,191.0,51.0,15,12,34,1088,1.273027163988445,42.18089883500943
26,34,0,0,0,10.000000000000002,20,10.0,15.923264568348912,18,16.38888888888889,17.929369214740465,8,14.25,37.30444509971324,22,48.0,38.0,20,38.0,0,0.8750000000000002,14506,10,12,1.0,291.07917482018695,False,0.25045144554152887,5,3.5890000000000004,4024.0,276,0,0.0,2760.0000000000005,False,-0.5387897926090296,8,3.1600000000000006,7745.0,152,0,0.0,2420.3362143890345,False,-0.5082280007032116,0,0.2,13616,291,168,1.0,7645.804017465932,False,-0.04234475514920558,0,0.2,26598,0,2,0.0,74.60889019942648,False,0.019767389452112063,0,0.2,26106,175,39,1.0,4592.512971468398,False,0.08741745418025959,0,1.1540000000000004,29567,1,45,1.0,1747.3044450997133,False,-0.0776398441793214,0,1.0100000000000002,30556,1,29,1.0,1139.3044450997133,False,-0.05688415530255263,0.625,152718,0.0,0.0,28,0,0,17,3,3.0,18,35,36,182.0,93.0,13,21,36,2276,1.2576607019873336,43.43855953699676
27,36,0,0,0,10.000000000000002,20,10.0,15.371078018200826,15,7.333333333333333,19.717235182447034,23,31.130434782608695,37.30444509971324,0,,38.0,20,38.0,0,0.8750000000000002,14436,7,22,1.0,408.1637164004182,False,0.24947357328669525,15,3.7340000000000004,3694.0,289,0,0.0,2890.0000000000005,False,-0.56140650337117,2,3.172000000000001,7695.0,152,0,0.0,2336.4038587665254,False,-0.5132783124995463,0,0.2,14220,296,157,1.0,7645.445017031629,False,-0.009186023694903164,0,0.2,26598,0,2,0.0,74.60889019942648,False,0.019767389452112063,0,0.2,25390,188,49,1.0,5534.758024185991,False,0.07804200053956871,0,1.1540000000000004,29947,0,36,0.1,1368.0,False,-0.07187225403751174,0,1.0100000000000002,30936,0,20,0.1,760.0,False,-0.05111656516074296,0.4,152916,0.0,0.0,24,0,0,11,4,4.0,21,32,33,127.0,96.0,9,27,33,1674,1.3426928970147856,44.78125243401155
28,33,0,0,0,10.000000000000002,20,10.0,15.726969281409312,43,17.46511627906976,19.59557033193487,1,1.0,37.30444509971324,0,,38.0,20,38.0,0,0.8750000000000002,14754,6,16,1.0,311.631508502549,False,0.2724943035120999,27,3.9890000000000008,3393.0,300,0,0.0,3000.0000000000005,False,-0.5824016386447043,1,3.1800000000000006,7262.0,168,0,0.0,2642.1308392767646,False,-0.5286619758573101,0,0.2,13877,313,167,1.0,8195.001630514238,False,-0.012932409925474068,0,0.2,26598,0,2,0.0,74.60889019942648,False,0.019767389452112063,0,0.2,25389,179,59,1.0,5708.569350299424,False,0.08133101095561518,0,1.1540000000000004,30327,0,26,0.0,988.0,False,-0.066115201648335,0,1.0100000000000002,31316,0,10,0.0,380.0,False,-0.04535951277156622,0.375,152916,0.0,0.0,25,0,0,15,3,3.0,25,40,38,164.0,66.0,16,17,38,1368,1.3018540630000643,46.08310649701161
29,38,0,0,0,10.000000000000002,20,10.0,15.224826132812817,46,12.73913043478261,18.600287633348977,18,10.944444444444445,37.77632414789616,4,50.0,38.0,20,38.0,20,1.0750000000000002,14850,4,10,1.0,192.24826132812817,False,0.2755930810501036,10,4.062,3153.0,312,0,0.0,3120.0000000000005,False,-0.5977639327472902,18,3.3590000000000013,6890.0,169,0,0.0,2572.995616445366,False,-0.5509885882359867,0,0.2,13317,348,177,1.0,8590.490405321629,False,-0.03282563412076797,0,0.2,26598,0,2,0.0,75.55264829579232,False,0.01978545595726854,0,0.2,25392,187,65,1.0,5933.714857049509,False,0.08575586463971653,0,1.1540000000000004,30569,0,19,0.2,722.0,False,-0.0628124715934915,1,1.0200000000000002,31589,0,2,0.2,76.0,False,-0.041693179407932615,0.425,152358,0.0,0.0,25,0,0,8,7,6.071428571428571,33,41,38,219.0,111.0,16,22,38,1110,1.4148749620071612,47.497981459018774
30,38,0,0,0,10.000000000000002,20,10.0,14.717005184413459,35,11.142857142857142,18.444075103808455,9,16.0,37.31745093656157,14,34.142857142857146,38.0,20,38.0,0,1.0550000000000002,14740,5,20,1.0,344.3401036882692,False,0.2726952335789139,35,4.402000000000001,2593.0,321,0,0.0,3210.0000000000005,False,-0.6417171630963557,9,3.4310000000000005,6800.0,169,0,0.0,2487.1738761658744,False,-0.5582873729773236,0,0.2,12927,373,187,1.0,8938.484978198401,False,-0.044687397633212486,0,0.2,26598,0,2,0.0,74.63490187312314,False,0.01976788739754814,0,0.2,25726,186,61,1.0,5706.962476438628,False,0.09420273510545243,0,1.1540000000000001,30547,4,17,1.0,795.2698037462462,False,-0.062369030031417645,6,1.0790000000000002,31605,0,0,0.0,0.0,False,-0.04235978547404781,0.5,151536,0.0,0.0,23,0,0,17,8,8.0,28,45,33,222.0,84.0,20,18,33,1210,1.664301742974203,49.16228320199298
31,33,0,0,0,10.000000000000002,20,10.0,14.563206170024163,7,9.0,16.247435639919196,29,6.0344827586206895,37.31745093656157,0,,38.0,20,38.0,0,1.0550000000000002,14693,6,23,1.0,394.9537419105557,False,0.2708438056631627,0,4.367000000000001,2503.0,330,0,0.0,3300.0000000000005,False,-0.6455577366220022,28,3.702000000000001,5957.0,171,0,0.0,2490.308255074132,False,-0.6044945564230058,0,0.2,12925,368,196,1.0,8543.757255993054,False,-0.055635440527373535,0,0.2,26598,0,2,0.0,74.63490187312314,False,0.01976788739754814,0,0.2,25551,205,71,1.0,5980.263322679307,False,0.09273447150884996,0,1.1540000000000004,30889,0,12,0.4,456.0,False,-0.057146320031512286,11,1.1830000000000003,31425,0,0,0.0,0.0,False,-0.04781383510589946,0.425,150541,0.0,0.0,19,0,0,11,11,11.0,24,35,35,185.0,111.0,16,17,35,638,2.694611140002962,51.85689434199594
32,35,0,0,0,10.000000000000002,20,10.0,14.003500924017555,21,7.761904761904762,16.247435639919196,0,,38.25890578978459,8,50.0,38.0,20,38.0,0,1.0550000000000002,14653,8,23,1.0,402.08052125240374,False,0.2677340838632928,11,4.477000000000001,2292.0,338,0,0.0,3380.0000000000005,False,-0.6601519160194589,0,3.674000000000001,5944.0,172,0,0.0,2408.6021589310194,False,-0.6074518901995877,0,0.2,12775,378,206,1.0,8640.29509110199,False,-0.06122199090878674,0,0.2,26598,0,2,0.0,76.51781157956918,False,0.019803932225191844,0,0.2,25951,195,73,1.0,5961.150072438519,False,0.1076831056403101,0,1.1540000000000004,31069,0,6,0.4,228.0,False,-0.05514650183316668,10,1.272,31080,0,4,0.4,152.0,False,-0.05596460927794443,0.475,150362,0.0,0.0,23,0,0,15,9,9.0,23,38,38,200.0,105.0,15,20,38,1060,1.4831820499966852,53.340076391992625
33,38,0,0,0,10.000000000000002,20,10.0,14.461101836563952,41,17.024390243902438,16.068322244702777,6,11.666666666666666,40.78621511396766,24,51.0,38.0,17,38.0,0,1.0550000000000002,14931,10,17,1.0,345.8387312215872,False,0.2890602855347608,25,4.716000000000001,2087.0,346,0,0.0,3460.0000000000005,False,-0.6742340189468294,4,3.7140000000000004,5146.0,213,0,0.0,3080.214691188122,False,-0.6328332045253124,0,0.2,12841,368,214,1.0,8760.306436221928,False,-0.05430240427726715,0,0.2,26598,0,2,0.0,81.57243022793531,False,0.019900693560778247,0,0.2,27105,191,59,1.0,5475.4362404623225,False,0.14256740764313955,2,1.1740000000000002,30059,14,10,1.0,951.0070115955472,False,-0.0747961244190597,5,1.312,31179,0,0,0.0,0.0,False,-0.055267702936096716,0.5,149946,0.0,0.0,23,0,0,10,7,6.2,25,35,36,211.0,137.0,14,24,36,2116,1.6276240409933962,54.96770043298602
34,36,0,0,0,10.000000000000002,20,10.0,14.587679434043572,19,16.210526315789473,15.715513136358828,8,9.625,40.78621511396766,0,,38.0,7,38.0,1,1.0650000000000004,15099,11,10,1.0,255.8767943404357,False,0.29955947744048966,1,4.701000000000001,1993.0,355,0,0.0,3550.0000000000005,False,-0.6784159767858667,7,3.7800000000000007,4975.0,214,0,0.0,3121.7633988853245,False,-0.6410828281470257,0,0.2,12579,376,223,1.0,8989.526896608402,False,-0.062396296084338165,0,0.2,26598,0,2,0.0,81.57243022793531,False,0.019900693560778247,0,0.2,27028,189,69,1.0,5784.480825635586,False,0.14553544978053506,0,1.1720000000000002,30135,4,18,1.0,847.1448604558707,False,-0.07406682937224088,5,1.357,31126,0,0,0.0,0.0,False,-0.0568736175499197,0.5,149533,0.0,0.0,16,0,0,12,9,8.2,32,44,39,226.0,68.0,21,15,39,569,1.506149955035653,56.473850388021674
35,39,0,0,0,10.0,20,10.0,15.194726367445561,13,26.23076923076923,17.04953728166974,32,22.53125,40.78621511396766,0,,38.0,16,38.0,3,1.0940000000000003,15269,13,10,1.0,281.9472636744556,False,0.3151808169187699,0,4.700000000000001,1913.0,363,0,0.0,3630.0,False,-0.6818298199197746,14,3.913000000000001,4348.0,227,0,0.0,3449.2028854101422,False,-0.6665238087476621,0,0.2,13156,366,215,1.0,9226.920366044069,False,-0.0241921920361321,0,0.2,26598,0,2,0.0,81.57243022793531,False,0.019900693560778247,0,0.2,26307,211,79,1.0,6819.56336043576,False,0.13774576669159916,0,1.1720000000000002,30591,0,10,0.4,380.0,False,-0.06732721267763536,4,1.3920000000000001,31088,0,0,0.0,0.0,False,-0.058025028027755055,0.425,149270,0.0,0.0,22,0,0,14,7,6.3,28,42,30,236.0,69.0,20,19,30,1314,1.6341903259744868,58.10804071399616
36,30,0,0,0,10.0,20,10.0,15.668423982266747,19,21.263157894736842,15.87471383020339,25,8.959999999999999,38.51949294138525,17,24.0,38.0,0,,9,1.1810000000000003,15378,16,10,1.0,316.68423982266745,False,0.3259658718026231,0,4.700000000000001,1843.0,370,0,0.0,3700.0,False,-0.6848169326619442,25,4.149000000000001,3682.0,230,0,0.0,3603.7375159213516,False,-0.698853994620501,0,0.2,12836,372,225,1.0,9400.464333198992,False,-0.036999881021444435,0,0.2,26598,0,2,0.0,77.0389858827705,False,0.019813909144354096,0,0.2,26491,226,72,1.0,6361.088817405704,False,0.13601379871751798,0,1.1720000000000002,30479,0,17,0.7,646.0,False,-0.06669090688725267,0,1.3880000000000001,30792,0,10,1.0,380.0,False,-0.061236857255401025,0.5875,148099,0.0,0.0,18,0,0,4,5,4.375,29,33,33,131.0,116.0,11,19,33,608,1.3995662110392004,59.50760692503536
37,33,0,0,0,10.0,20,10.0,15.798242823503486,22,17.09090909090909,14.966966727015874,11,2.1818181818181817,39.2106814745431,8,49.0,38.0,3,38.0,7,1.2420000000000004,15496,16,10,1.0,317.98242823503483,False,0.33609210669262757,5,4.750000000000001,1693.0,380,0,0.0,3800.0,False,-0.6933515404967142,11,4.234000000000001,3400.0,230,0,0.0,3633.595849405802,False,-0.7135201578966007,0,0.2,12460,384,235,1.0,9583.76242507407,False,-0.052614980091321525,0,0.2,26598,0,2,0.0,78.4213629490862,False,0.01984037219933926,0,0.2,26859,227,74,1.0,6299.091876148794,False,0.1489163420526971,0,1.1720000000000002,30283,0,21,0.4,798.0,False,-0.07032693997515377,0,1.3880000000000001,30710,0,11,0.4,418.0,False,-0.0631457746265491,0.475,147499,0.0,0.0,16,0,0,16,5,4.375,27,43,27,193.0,57.0,19,14,27,706,1.4226775979623199,60.93028452299768
38,27,0,0,0,10.0,20,10.0,15.600046491518542,5,7.0,14.744705042819486,11,11.727272727272727,39.2106814745431,0,,38.0,18,38.0,0,1.235,15441,15,15,1.0,384.0006973727781,False,0.33421527256860883,0,4.745000000000001,1583.0,391,0,0.0,3910.0,False,-0.6980455748058376,11,4.333,3191.0,230,0,0.0,3588.010693049265,False,-0.7262490199602069,0,0.2,12425,379,245,1.0,9524.870355776302,False,-0.05615402647511532,0,0.2,26598,0,2,0.0,78.4213629490862,False,0.01984037219933926,0,0.2,26730,228,84,1.0,6655.489993624464,False,0.1507999922206911,0,1.1720000000000002,30549,0,14,0.0,532.0,False,-0.06629700330273006,0,1.3880000000000001,31128,0,0,0.0,0.0,False,-0.05681301699845469,0.375,147645,0.0,0.0,25,0,0,14,4,4.0,21,35,27,143.0,54.0,14,13,27,919,1.1769026200054213,62.1071871430031
39,27,0,0,0,10.0,20,10.0,15.66525145899619,18,16.38888888888889,15.075253075712698,4,27.0,38.194218430109395,5,16.0,38.0,5,38.0,0,1.235,15601,15,12,1.0,337.9830175079543,False,0.34590693084867946,5,4.795000000000001,1433.0,401,0,0.0,4010.0,False,-0.7065801826406076,2,4.3420000000000005,3181.0,230,0,0.0,3603.0078355691235,False,-0.7263863856241317,0,0.2,12196,387,253,1.0,9876.491342786838,False,-0.05907492194434822,0,0.2,26598,0,2,0.0,76.38843686021879,False,0.019801455585210303,0,0.2,26702,222,89,1.0,6745.991623087955,False,0.15146046217481438,0,1.1720000000000002,30587,0,13,0.0,494.0,False,-0.06572129806381238,4,1.428,31010,0,5,0.5,190.0,False,-0.057509923340302395,0.4375,147308,0.0,0.0,16,0,0,9,5,5.0,16,25,25,156.0,54.0,14,13,25,644,1.3493877109722234,63.456574853975326
40,25,0,0,0,9.999999999999998,20,10.0,15.749497630242509,22,16.5,16.987368301448114,17,32.0,37.16438531660749,5,16.0,38.0,2,38.0,0,1.235,15824,12,10,1.0,277.494976302425,False,0.36235789776830346,10,4.8900000000000015,1183.0,414,0,0.0,4139.999999999999,False,-0.7223692071349321,0,4.340000000000001,2888.0,242,0,0.0,3811.3784265186873,False,-0.736755122830349,0,0.2,12670,387,246,1.0,10273.948185060088,False,-0.02213212012465442,0,0.2,26598,0,2,0.0,74.32877063321499,False,0.019762027080539302,0,0.2,26238,229,94,1.0,7383.559560792723,False,0.14590067691704744,0,1.1720000000000002,30663,0,11,0.0,418.0,False,-0.06456988758597704,0,1.4240000000000002,30930,0,10,0.5,380.0,False,-0.05705541920431476,0.4375,146994,0.0,0.0,17,0,0,13,2,2.0,8,21,25,102.0,48.0,9,16,25,1193,1.0629583249683492,64.51953317894368
41,25,0,0,0,9.999999999999998,20,10.0,16.220482397723476,39,18.58974358974359,16.816908598733296,5,12.2,36.96589541056838,22,36.09090909090909,38.00000000000001,16,38.0,14,1.3750000000000002,16021,17,10,1.0,332.2048239772347,False,0.3815057106758229,15,5.030000000000001,963.0,419,0,0.0,4189.999999999999,False,-0.7390116924127337,4,4.380000000000001,2465.0,257,0,0.0,4168.663976214933,False,-0.7501739709990408,0,0.2,12325,401,255,1.0,10792.725134164106,False,-0.02683346693673505,0,0.2,26598,0,2,0.0,73.93179082113676,False,0.019754427635459586,0,0.2,26971,224,82,1.0,6798.190949782866,False,0.16275873788779943,2,1.1920000000000002,30373,10,10,1.0,749.6589541056838,False,-0.0683322886691258,0,1.4240000000000002,30944,0,9,0.2,342.00000000000006,False,-0.05720692058297731,0.525,146660,0.0,0.0,24,0,0,13,6,5.666666666666667,10,23,27,154.0,84.0,12,13,27,1798,1.212462292984128,65.7319954719278
42,27,0,0,0,9.999999999999998,20,10.0,16.32170830004592,8,19.0,19.209559577755275,22,32.95454545454545,37.399234094305555,4,49.0,38.00000000000001,12,38.0,0,1.3610000000000002,16033,14,17,1.0,417.4690411007806,False,0.386168346893436,5,5.065000000000001,818.0,432,0,0.0,4319.999999999999,False,-0.7458393786805496,1,4.386000000000001,2368.0,260,0,0.0,4243.644158011939,False,-0.7534419506311933,0,0.2,12969,396,244,1.0,11150.52902379047,False,0.018356096205119993,0,0.2,26598,0,2,0.0,74.79846818861111,False,0.019771018572468477,0,0.2,26442,236,88,1.0,7824.588660649134,False,0.16215377044774174,0,1.1900000000000002,30519,4,11,1.0,567.5969363772223,False,-0.06666671308097409,0,1.4240000000000002,31058,0,6,0.0,228.00000000000006,False,-0.05547980486622428,0.5,146805,0.0,0.0,24,0,0,9,2,2.0,16,25,27,144.0,83.0,13,14,27,1648,1.144209650985431,66.87620512291323
43,27,0,0,0,9.999999999999998,20,10.0,16.79344113604517,40,19.125,21.106573630508322,25,31.24,38.83159724854925,19,46.36842105263158,38.00000000000001,0,,13,1.491,16412,13,10,1.0,297.9344113604517,False,0.4134136046496737,10,5.160000000000001,593.0,443,0,0.0,4429.999999999999,False,-0.7603482119996586,3,4.415000000000001,1933.0,275,0,0.0,4618.196312412422,False,-0.7670456806037226,0,0.2,13342,411,232,1.0,11798.829389192495,False,0.05664001617771825,0,0.2,26598,0,2,0.0,77.6631944970985,False,0.019825858465046545,0,0.2,26542,251,79,1.0,8365.446163892979,False,0.17633611860892412,0,1.1900000000000002,29655,12,21,1.0,1263.979166982591,False,-0.08229586451258077,0,1.4240000000000002,31041,0,7,0.1,266.00000000000006,False,-0.05541920431475927,0.5125,146116,0.0,0.0,15,0,0,10,4,3.8666666666666667,7,17,32,184.0,45.0,17,10,32,2219,1.1899895049864426,68.06619462789968
44,32,0,0,0,9.999999999999998,20,10.0,17.148510110295838,7,28.0,20.764418624850887,5,11.0,39.23378335135434,4,50.0,38.00000000000001,8,38.0,0,1.4780000000000002,16478,16,13,1.0,382.93063143384586,False,0.42267349284944294,0,5.150000000000001,523.0,450,0,0.0,4499.999999999999,False,-0.7633353247418281,5,4.462000000000001,1662.0,282,0,0.0,4835.8798511034265,False,-0.7759505806945792,0,0.2,13342,401,242,1.0,11901.541861442547,False,0.05946023782104732,0,0.2,26598,0,2,0.0,78.46756670270868,False,0.019841256684840755,0,0.2,26687,246,85,1.0,8442.918566578437,False,0.1833706988509981,0,1.1900000000000004,29655,2,31,1.0,1256.4675667027088,False,-0.08240966629241718,1,1.4340000000000002,31100,0,4,0.4,152.00000000000003,False,-0.05535860376329425,0.55,146045,0.0,0.0,17,0,0,8,2,1.5,10,18,43,199.0,99.0,18,14,43,824,1.3236275329836644,69.38982216088334
45,43,0,0,0,10.0,20,10.0,16.4088048556304,32,11.8125,20.728842284632357,1,16.0,40.03150788503032,8,50.0,38.00000000000001,8,38.0,0,1.4780000000000004,16398,14,23,1.0,517.4025116794992,False,0.4215841303951311,32,5.4700000000000015,67.0,462,0,0.0,4620.0,False,-0.7971323717675173,1,4.4670000000000005,1652.0,282,0,0.0,4627.282969287773,False,-0.782227266082159,0,0.2,12964,423,252,1.0,12164.592709659013,False,0.04592511558646394,0,0.2,26598,0,2,0.0,80.06301577006064,False,0.019871798609633944,0,0.2,27071,237,87,1.0,8395.476807455507,False,0.19716445513717032,0,1.1900000000000004,29759,0,29,0.6,1102.0000000000002,False,-0.08159864254764719,0,1.4330000000000003,30900,0,8,0.4,304.00000000000006,False,-0.05911583795412538,0.5,145409,0.0,0.0,19,0,0,14,4,4.0,10,24,40,271.0,128.0,24,19,40,904,1.6406510759843513,71.03047323686769
46,40,0,0,0,10.0,20,10.0,16.63127050015505,25,18.48,20.31338949308775,13,16.46153846153846,39.16550465567343,13,32.69230769230769,38.000000000000014,20,38.0,0,1.4780000000000002,16735,13,13,1.0,346.2065165020157,False,0.44304030538969097,5,5.488,-253.0,473,0,0.0,4730.0,False,-0.8197490825296577,8,4.546,1233.0,294,0,0.0,4889.593527045585,False,-0.7980342249575622,0,0.2,12927,426,257,1.0,12305.462332789604,False,0.04776118431602428,0,0.2,26598,0,2,0.0,78.33100931134686,False,0.019838642545873635,0,0.2,27282,240,84,1.0,8165.115869417628,False,0.20083303092418597,0,1.1900000000000004,30012,0,23,0.5,874.0000000000003,False,-0.0773869042208284,1,1.443,30937,0,8,0.8,304.0000000000001,False,-0.057994727752022544,0.5375,145471,0.0,0.0,28,0,0,10,6,13.233333333333333,8,18,40,240.0,170.0,18,22,40,1796,1.3567060410277918,72.38717927789548
47,40,0,0,1,10.0,13,10.0,16.63127050015505,0,,17.49409825520844,32,6.90625,39.58562909677704,4,50.0,38.000000000000014,11,38.0,0,1.478,16695,7,23,1.0,452.51922150356614,False,0.4441631484809919,0,5.4830000000000005,-19317.222222222223,482,0,0.0,4820.0,True,-2.442965112419751,32,4.858000000000001,472.0,294,0,0.0,4889.593527045585,False,-0.8398244501085781,0,0.2,12927,416,267,1.0,11589.532762205155,False,0.028103590395528705,0,0.2,26598,0,2,0.0,79.17125819355408,False,0.019854727558358994,0,0.2,27261,262,90,1.0,8146.160361574544,False,0.19966615034217505,0,1.1900000000000002,30012,0,23,0.0,874.0000000000003,False,-0.0773869042208284,3,1.4720000000000002,31016,0,4,0.4,152.00000000000006,False,-0.057903826924825014,0.425,144981,0.0,0.1,9,0,0,16,14,6467.918518518518,8,24,30,333.0,78.0,24,16,30,544,1.6628097670036368,74.04998904489912
48,30,0,0,0,10.0,13,10.0,16.241905422005324,23,12.695652173913043,17.39628544900117,1,4.0,40.67922041145843,11,49.90909090909091,38.00000000000001,15,38.0,0,1.4780000000000002,16857,10,10,1.0,262.4190542200532,False,0.4498770612878745,0,5.4830000000000005,-19317.222222222223,482,0,0.0,4820.0,True,-2.442965112419751,1,4.836000000000001,450.0,294,0,0.0,4775.1201940695655,False,-0.844175722293532,0,0.2,12635,429,277,1.0,11786.548495413608,False,0.017477992735134666,0,0.2,26598,0,2,0.0,81.35844082291686,False,0.01989659712896578,0,0.2,27806,253,89,1.0,8021.710835217096,False,0.21814983030010907,0,1.1900000000000002,30066,0,20,0.5,760.0000000000001,False,-0.07747780504802594,3,1.4990000000000003,30848,0,6,0.6,228.00000000000006,False,-0.06184286277005121,0.5125,145260,0.0,0.1,18,0,0,8,10,3229.537037037037,3,11,28,102.0,71.0,11,19,28,1427,1.0508798309601843,75.1008688758593
49,28,0,0,0,10.0,8,10.0,16.33116245206055,4,21.0,14.64339692870395,37,5.405405405405405,39.00780718036954,26,33.0,38.000000000000014,7,38.0,0,1.4780000000000002,16861,8,16,1.0,341.2985992329688,False,0.4535844755156171,0,5.4830000000000005,-19317.222222222223,482,0,0.0,4820.0,True,-2.442965112419751,37,5.205000000000001,-795.0,294,0,0.0,4801.361760905802,False,-0.9118242240278474,0,0.2,12551,423,287,1.0,11110.736635759647,False,-0.005690921588148065,0,0.2,26598,0,2,0.0,78.01561436073908,False,0.019832604892238183,0,0.2,28464,280,73,1.0,6947.721064204083,False,0.22278266901880012,0,1.1900000000000002,29474,16,23,1.0,1498.1249148859129,False,-0.08423287405863235,0,1.4960000000000002,30848,0,6,0.0,228.00000000000009,False,-0.06184286277005121,0.5,144001,0.0,0.1,12,0,0,6,11,6128.12037037037,4,10,26,103.0,63.0,10,18,26,1288,0.8874719730229117,75.98834084888222
50,26,0,0,0,9.999999999999998,6,10.0,16.282791408999802,1,7.0,13.827937508204396,10,2.0,39.00780718036954,0,,38.000000000000014,20,38.0,0,1.4780000000000002,16808,4,25,1.0,447.0697852249951,False,0.4535747113264912,0,5.4830000000000005,-19317.222222222223,482,0,0.0,4819.999999999999,True,-2.442965112419751,10,5.268000000000002,-1128.0,294,0,0.0,4787.140674245942,False,-0.9305013543589801,0,0.2,12544,414,297,1.0,10847.973083262623,False,-0.013290140492514474,0,0.2,26598,0,2,0.0,78.01561436073908,False,0.019832604892238183,0,0.2,28444,280,83,1.0,7109.470498267903,False,0.22511333700118502,0,1.1900000000000002,29892,6,22,1.0,1070.0468430822175,False,-0.07805280060778998,3,1.5260000000000002,31051,0,0,0.0,0.0,False,-0.05914613822985789,0.5,144209,0.0,0.1,14,0,0,8,15,6615.050925925925,6,14,28,151.0,36.0,14,12,28,713,0.9169057770050131,76.90524662588723
51,28,0,0,0,9.999999999999998,11,10.0,16.803009115127235,27,20.14814814814815,13.556372692839332,7,8.142857142857142,39.40211031638546,4,50.0,38.00000000000002,20,38.0,2,1.498,17208,5,10,1.0,218.03009115127236,False,0.4779393228279967,0,5.4830000000000005,-19317.222222222223,482,0,0.0,4819.999999999999,True,-2.442965112419751,6,5.318000000000002,-6635.0,299,0,0.0,5024.099725423043,False,-1.2264113200048588,0,0.2,12172,426,306,1.0,11306.331927053037,False,-0.02113311567674262,0,0.2,26598,0,2,0.0,78.80422063277092,False,0.01984770130236176,0,0.2,28587,277,89,1.0,7261.903054074801,False,0.23350631827548526,0,1.1900000000000002,30110,0,21,1.0,798.0000000000005,False,-0.07556888767687786,9,1.6130000000000004,30930,0,0,0.0,0.0,False,-0.0628124715934915,0.5,138970,0.0,0.1,17,0,0,9,15,8826.39537037037,2,11,24,127.0,53.0,11,17,24,1131,0.8103198820026591,77.71556650788989
