index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,18,0,0,0,10.000000000000002,20,10.0,31.82832316755072,11,35.45454545454545,8.45193111638344,10,4.5,25.480985199816686,4,44.0,39.999999999999986,5,40.0,0,0.5870000000000002,17800,11,25,1.0,905.708079188768,False,0.46609269394332414,0,0.23600000000000002,9920,249,0,0.0,2490.0000000000005,False,-0.10321285140562249,10,1.362,7779.0,147,0,0.0,4678.763505629956,False,-0.3913389224726313,0,1.3070000000000002,10414,135,0,0.0,4296.8236276193475,False,-0.2443207522973006,0,1.9460000000000002,12798,111,0,0.0,938.1643539185618,False,-0.2937406347107117,0,0.2,21117,0,58,1.0,1477.8971415893677,False,0.16347876341733747,0,0.2,25754,13,62,1.0,2811.252807597616,False,0.12383110869362385,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.375,129246,0.0,0.0,14,0,0,17,2,2.0,6,23,15,199.0,50.0,15,3,15,966,0.9075028607621789,31.434468230232596
26,15,0,0,0,10.000000000000002,20,10.0,31.82832316755072,0,,8.45193111638344,0,,25.608685213043103,9,26.88888888888889,39.999999999999986,0,,0,0.5870000000000002,17730,8,35,1.0,1193.9913108642752,False,0.47204784380981013,0,0.23600000000000002,9790,262,0,0.0,2620.0000000000005,False,-0.10843373493975904,0,1.352,7779.0,147,0,0.0,4678.763505629956,False,-0.3913389224726313,0,1.3070000000000004,10414,135,0,0.0,4296.8236276193475,False,-0.2443207522973006,5,1.9960000000000004,12693,111,0,0.0,938.1643539185618,False,-0.2993302008539111,0,0.2,21289,0,54,0.0,1382.8690015043276,False,0.17010564284014706,0,0.2,25512,12,72,1.0,3187.3042225565164,False,0.12159772049812792,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.25,128871,0.0,0.0,9,0,0,17,1,1.0,4,21,15,137.0,27.0,12,3,15,372,1.3503216616809368,32.78478989191353
27,15,0,0,0,10.000000000000002,20,10.0,32.14475420118009,7,38.0,8.586959044147292,5,10.6,24.80840853841877,8,15.875,39.999999999999986,0,,0,0.5870000000000002,17866,11,38,1.0,1331.5006596448434,False,0.48849400239537527,0,0.23600000000000002,9720,269,0,0.0,2690.0000000000005,False,-0.11124497991967872,1,1.362,7485.0,154,0,0.0,4950.292146981734,False,-0.40085743061291707,4,1.3470000000000004,10350,135,0,0.0,4339.541817159313,False,-0.24688577306426515,8,2.071,12533,111,0,0.0,953.1524539003494,False,-0.30744869699493343,0,0.2,21236,0,59,0.5,1463.6961037667074,False,0.1694356162833832,0,0.2,25385,10,82,1.0,3528.0840853841864,False,0.12339314117151876,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.3125,128239,0.0,0.0,9,0,0,16,4,4.0,3,19,16,133.0,66.0,10,5,16,466,0.9509067852050066,33.73569667711854
28,16,0,0,0,10.000000000000002,20,10.0,32.183948819261595,1,37.0,8.07658881832149,7,2.857142857142857,25.0220912818155,13,26.46153846153846,39.999999999999986,0,,0,0.5870000000000002,17783,13,47,1.0,1642.6455945052949,False,0.49432311624519254,0,0.23600000000000002,9640,277,0,0.0,2770.0000000000005,False,-0.1144578313253012,7,1.431,7253.0,155,0,0.0,4988.512066985547,False,-0.41366361684956854,0,1.3430000000000002,10350,135,0,0.0,4344.833090600316,False,-0.24672662744825802,8,2.1430000000000007,12381,111,0,0.0,896.5013588336853,False,-0.31704814056870684,0,0.2,21432,0,61,0.7,1526.3475681907455,False,0.1815370659619575,0,0.2,25041,13,92,1.0,4005.2871866636,False,0.11903188618081677,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.3375,127544,0.0,0.0,12,0,0,7,3,3.0,6,13,17,195.0,53.0,13,3,17,453,0.7542942333966494,34.48999091051519
29,17,0,0,0,10.000000000000002,20,10.0,31.660091718174314,40,30.2,7.791472866311603,4,2.75,24.445112643727725,5,14.0,39.999999999999986,0,,0,0.5870000000000002,18911,11,17,1.0,648.2215592089633,False,0.5449888176389142,0,0.23600000000000002,9520,289,0,0.0,2890.0000000000005,False,-0.11927710843373494,4,1.4640000000000002,6765.0,165,0,0.0,5223.915133498762,False,-0.4359385486796571,0,1.343,9522,165,0,0.0,5223.915133498762,False,-0.270093986600735,5,2.1850000000000005,12276,111,0,0.0,864.8534881605879,False,-0.32348007750437613,0,0.2,21421,0,65,0.4,1588.9323218423021,False,0.1826173096045329,0,0.2,24971,8,102,1.0,4275.56090114982,False,0.12172716723527571,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.3,127050,0.0,0.0,10,0,0,8,3,3.0,4,12,17,171.0,69.0,12,5,17,1408,0.815552064217627,35.305542974732816
30,17,0,0,0,10.000000000000002,20,10.0,31.980024036275367,31,33.38709677419355,7.313648573598917,10,4.1,23.809213075834723,7,16.0,39.999999999999986,0,,14,0.7270000000000001,19514,12,10,1.0,439.8002403627537,False,0.585052218488464,0,0.23600000000000002,9430,298,0,0.0,2980.0000000000005,False,-0.12289156626506025,10,1.5600000000000003,5854.0,182,0,0.0,5820.364374602117,False,-0.4727994353163463,0,1.3430000000000002,9116,179,0,0.0,5724.42430249329,False,-0.2794626954254905,7,2.250000000000001,12143,111,0,0.0,811.8149916694798,False,-0.3319719193061092,0,0.2,21380,0,75,1.0,1785.6909806876042,False,0.1856718387193933,0,0.2,24859,5,112,1.0,4599.0460653791715,False,0.12378545258780929,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.375,125960,0.0,0.0,10,0,0,7,5,4.823529411764706,3,10,17,145.0,64.0,10,7,17,606,0.8158363830298185,36.121379357762635
31,17,0,0,0,10.000000000000002,20,10.0,32.65441141294132,19,38.0,7.313648573598917,0,,24.68482871464663,4,43.0,39.999999999999986,0,,9,0.8030000000000002,19929,12,10,1.0,446.5441141294133,False,0.6186563901256793,0,0.23600000000000002,9330,308,0,0.0,3080.0000000000005,False,-0.12690763052208837,0,1.5500000000000003,5132.0,201,0,0.0,6563.536694001205,False,-0.4938782274422159,0,1.3430000000000002,9116,179,0,0.0,5845.139642916497,False,-0.27583194048013426,0,2.2430000000000008,12143,111,0,0.0,811.8149916694798,False,-0.3319719193061092,0,0.2,21552,0,71,0.0,1752.6228387399108,False,0.19394790627468483,0,0.2,24687,0,121,0.9,4839.999999999998,False,0.12165349443455953,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.2375,125553,0.0,0.0,9,0,0,6,1,0.47368421052631576,5,11,19,139.0,58.0,11,6,19,372,1.2345296880230308,37.355909045785666
32,19,0,0,0,10.000000000000002,20,10.0,32.65441141294132,0,,7.158433227374906,5,5.0,24.147876196430616,16,21.5,39.999999999999986,3,40.0,0,0.7940000000000003,19889,6,20,1.0,713.0882282588265,False,0.6261481216168204,0,0.23600000000000002,9170,324,0,0.0,3240.0000000000005,False,-0.13333333333333333,5,1.6000000000000003,5012.0,201,0,0.0,6563.536694001205,False,-0.5010967067492419,0,1.3430000000000002,9116,179,0,0.0,5845.139642916497,False,-0.27583194048013426,6,2.303000000000001,12017,111,0,0.0,794.5860882386146,False,-0.33913798008414653,0,0.2,21787,0,66,0.5,1593.7598289644206,False,0.2022294338292367,0,0.2,24463,6,128,1.0,5264.887257178581,False,0.12117530635119343,0,0.2,23664,0,18,0.0,719.9999999999998,False,-0.005917159763313609,0.3125,125118,0.0,0.0,14,0,0,5,2,2.0,8,13,21,199.0,84.0,13,6,21,580,1.0928290700539947,38.44873811583966
33,21,0,0,0,10.000000000000002,20,10.0,32.46226443732481,31,31.516129032258064,6.99566976407309,19,6.421052631578948,24.293912247257218,12,25.333333333333332,39.99999999999999,14,40.0,11,0.9040000000000001,20563,1,10,1.0,334.62264437324814,False,0.6650852467619777,0,0.23600000000000002,9020,339,0,0.0,3390.0000000000005,False,-0.1393574297188755,14,1.7350000000000003,4066.0,215,0,0.0,6979.386854024835,False,-0.5454948612239883,5,1.3930000000000002,8577,196,0,0.0,6362.603829715663,False,-0.29269117451528925,8,2.3770000000000007,11865,111,0,0.0,776.519343812113,False,-0.34771042470555996,0,0.2,21841,9,72,1.0,1812.1227096791777,False,0.2109162286313329,0,0.2,24895,4,124,1.0,5057.175648989028,False,0.13475349958598554,0,0.2,23488,0,22,0.4,879.9999999999999,False,-0.00988951876525841,0.425,124315,0.0,0.0,15,0,0,7,6,5.647058823529411,8,15,20,225.0,59.0,15,6,20,1454,1.2617249507457018,39.71046306658536
34,20,0,0,0,10.000000000000002,20,10.0,32.46226443732481,0,,6.99566976407309,0,,23.238881110254066,23,19.217391304347824,39.99999999999999,1,40.0,0,0.8930000000000002,20453,2,20,1.0,669.2452887464963,False,0.6696885658131123,0,0.23600000000000002,8930,348,0,0.0,3480.0000000000005,False,-0.1429718875502008,0,1.721,4066.0,215,0,0.0,6979.386854024835,False,-0.5454948612239883,0,1.3880000000000003,8577,196,0,0.0,6362.603829715663,False,-0.29269117451528925,19,2.559000000000001,11345,111,0,0.0,776.519343812113,False,-0.3753920856052139,0,0.2,22017,0,77,0.9,1789.393845489563,False,0.2196804324058973,0,0.2,24493,17,133,1.0,5715.060978874319,False,0.13173047914251493,0,0.2,23488,0,22,0.0,879.9999999999999,False,-0.00988951876525841,0.3625,123369,0.0,0.0,11,0,0,7,2,2.0,6,13,22,189.0,70.0,13,7,22,416,1.2744823452085257,40.98494541179389
35,22,0,0,0,10.0,20,10.0,32.46226443732481,0,,7.100203380097184,9,8.0,24.23126049205443,5,44.0,39.99999999999999,11,40.0,0,0.8930000000000002,20353,2,30,1.0,993.8679331197444,False,0.6746934912899495,0,0.23600000000000002,8830,358,0,0.0,3580.0,False,-0.14698795180722893,4,1.7610000000000001,3954.0,215,0,0.0,6979.386854024835,False,-0.5522321085772126,5,1.4380000000000004,8497,196,0,0.0,6362.603829715663,False,-0.29750349405330656,0,2.5400000000000005,11345,111,0,0.0,788.1225751907875,False,-0.3750832426087094,0,0.2,22165,0,81,0.9,1962.732099856409,False,0.232172800102646,0,0.2,24673,12,133,1.0,5610.775125904653,False,0.13702104369397627,0,0.2,23528,0,21,0.0,839.9999999999999,False,-0.009061943973186578,0.3625,123345,0.0,0.0,16,0,0,4,3,3.0,9,13,20,198.0,51.0,13,9,20,860,1.1089523835107684,42.093897795304656
36,20,0,0,0,10.0,20,10.0,32.46226443732481,0,,6.765216441922408,21,5.523809523809524,23.86069878437692,8,19.5,39.99999999999999,5,40.0,0,0.8930000000000002,20243,3,40,1.0,1328.4905774929925,False,0.6792968103410841,0,0.23600000000000002,8740,367,0,0.0,3670.0,False,-0.15060240963855423,16,1.9170000000000003,3435.0,215,0,0.0,6979.386854024835,False,-0.5834520315801,5,1.483,8417,196,0,0.0,6362.603829715663,False,-0.3023158135913239,7,2.6100000000000008,11212,111,0,0.0,750.9390250533872,False,-0.3831530735945332,0,0.2,22093,11,90,1.0,2221.880271455069,False,0.23523769687130874,0,0.2,24717,10,138,1.0,5758.606987843768,False,0.14190025629668082,0,0.2,23528,0,21,0.0,839.9999999999999,False,-0.009061943973186578,0.375,122385,0.0,0.0,12,0,0,9,6,6.0,4,13,21,171.0,51.0,13,7,21,444,1.0445843022316694,43.138482097536325
37,21,0,0,0,10.0,20,10.0,32.24621679012084,11,29.0,6.765216441922408,0,,24.28952204421445,2,44.0,39.99999999999999,9,40.0,0,0.893,20452,4,39,1.0,1297.6024548147127,False,0.6948434720809121,0,0.23600000000000002,8650,376,0,0.0,3760.0,False,-0.15421686746987953,0,1.9010000000000002,3435.0,215,0,0.0,6932.936609875981,False,-0.584849115439245,0,1.4780000000000002,8098,207,0,0.0,6674.966875555014,False,-0.31210999532137224,0,2.6030000000000006,11212,111,0,0.0,750.9390250533872,False,-0.3831530735945332,0,0.2,22181,1,98,1.0,2387.1383767749385,False,0.24432095759315772,0,0.2,24989,2,139,1.0,5608.579044088428,False,0.1500512898599005,0,0.2,23528,0,21,0.0,839.9999999999999,False,-0.009061943973186578,0.375,122545,0.0,0.0,14,0,0,5,0,0.0,6,11,21,127.0,67.0,11,10,21,967,1.2522486690431833,44.39073076657951
38,21,0,0,0,10.0,20,10.0,32.71034244687282,16,37.3125,6.9705767368389715,9,9.0,24.28952204421445,0,,39.99999999999999,9,40.0,0,0.8930000000000002,20929,6,33,1.0,1139.441300746803,False,0.7268048715159359,0,0.23600000000000002,8570,384,0,0.0,3840.0,False,-0.157429718875502,4,1.9410000000000003,2735.0,231,0,0.0,7556.089105227622,False,-0.6082143555934907,5,1.528,8018,207,0,0.0,6771.040886502674,False,-0.3140326971095202,0,2.603000000000001,11212,111,0,0.0,773.7340177891258,False,-0.3825463396915324,0,0.2,22100,0,108,1.0,2623.2683807751605,False,0.246294074548181,0,0.2,25349,0,132,0.2,5279.999999999999,False,0.15814954276492738,0,0.2,23528,0,21,0.0,839.9999999999999,False,-0.009061943973186578,0.275,122441,0.0,0.0,15,0,0,4,3,3.0,6,10,21,144.0,105.0,10,11,21,1157,0.9953385349363089,45.38606930151582
39,21,0,0,0,10.0,20,10.0,32.95750038228211,20,34.9,7.294230189365336,5,13.0,25.907106636376753,8,43.0,39.99999999999999,10,40.0,0,0.8930000000000002,21517,7,23,1.0,828.0225087924886,False,0.7615270083852407,0,0.23600000000000002,8480,393,0,0.0,3930.0,False,-0.1610441767068273,0,1.9370000000000003,2177.0,246,0,0.0,8107.5450940414,False,-0.6251941441878789,5,1.5730000000000004,7798,212,0,0.0,6986.990081043808,False,-0.320771472538384,0,2.6030000000000006,11212,111,0,0.0,809.6595510195523,False,-0.3815901104333364,0,0.2,22379,0,105,0.5,2720.246196819559,False,0.2637276070486973,0,0.2,25577,0,126,0.4,5039.999999999999,False,0.16261844664211528,0,0.2,23356,0,25,0.4,999.9999999999998,False,-0.01286878801671701,0.2875,122496,0.0,0.0,19,0,0,8,1,1.0,5,13,21,162.0,59.0,13,8,21,1642,1.7639219146221876,47.149991216138005
40,21,0,0,0,9.999999999999998,20,10.0,33.12903714811078,36,33.888888888888886,6.913437328378129,24,5.583333333333333,24.98388957535879,7,14.0,40.0,14,40.0,13,1.0230000000000004,22336,5,10,1.0,381.29037148110785,False,0.809369091224141,0,0.23600000000000002,8360,405,0,0.0,4049.999999999999,False,-0.16586345381526105,19,2.1270000000000002,595.0,272,0,0.0,9011.098104286133,False,-0.6931816017719522,5,1.6180000000000003,7438,222,0,0.0,7354.646246880594,False,-0.33136891702115634,7,2.673000000000001,11065,111,0,0.0,767.3915434499723,False,-0.39054054981501274,0,0.2,22245,14,115,1.0,2969.935423763555,False,0.2632402295385562,0,0.2,26039,0,119,0.7,4760.0,False,0.1759424007944718,0,0.2,23356,0,25,0.0,1000.0,False,-0.01286878801671701,0.3375,121434,0.0,0.0,18,0,0,6,9,8.181818181818182,5,11,23,165.0,97.0,11,10,23,1188,0.9879767503589392,48.137967966496944
41,23,0,0,0,9.999999999999998,20,10.0,32.81886484385275,30,31.0,6.333030729827336,19,3.3684210526315788,25.876102710772518,4,44.0,40.0,2,40.0,20,1.2100000000000002,22611,3,10,1.0,358.1886484385275,False,0.8305296645959247,0,0.23600000000000002,8240,417,0,0.0,4169.999999999999,False,-0.1706827309236948,19,2.2980000000000005,-550.0,287,0,0.0,9419.01421018574,False,-0.7497890336204962,0,1.6130000000000004,7003,237,0,0.0,7778.070967993102,False,-0.34480056039481766,0,2.666000000000001,11065,111,0,0.0,702.9664110108343,False,-0.39225535238193143,0,0.2,22357,23,121,1.0,3276.6681347895037,False,0.27736673236064696,0,0.2,25943,0,121,0.4,4840.0,False,0.17362519137667068,0,0.2,23356,0,25,0.0,1000.0,False,-0.01286878801671701,0.3,120025,0.0,0.0,13,0,0,9,7,6.333333333333333,6,15,20,207.0,74.0,15,8,20,456,1.082519513554871,49.220487480051816
42,20,0,0,0,9.999999999999998,20,10.0,32.81886484385275,0,,6.180759172315868,5,3.0,24.674143335706713,30,21.6,40.0,10,40.0,0,1.1900000000000002,22521,2,20,1.0,676.377296877055,False,0.8360794095131349,0,0.23600000000000002,8130,428,0,0.0,4279.999999999999,False,-0.1751004016064257,5,2.3290000000000006,-724.0,287,0,0.0,9419.01421018574,False,-0.7602558286156839,0,1.6130000000000004,7003,237,0,0.0,7778.070967993102,False,-0.34480056039481766,23,2.896000000000001,10356,111,0,0.0,686.0642681270614,False,-0.4304481163660617,0,0.2,22650,18,124,1.0,3170.847438729318,False,0.29014765607477555,0,0.2,25695,20,121,1.0,5333.482866714135,False,0.17357311347527896,0,0.2,23356,0,25,0.0,1000.0,False,-0.01286878801671701,0.375,118987,0.0,0.0,14,0,0,9,4,4.0,5,14,17,215.0,32.0,14,6,17,908,0.6485806573182344,49.86906813737005
43,17,0,0,0,9.999999999999998,20,10.0,32.81886484385275,0,,6.510193398424768,5,13.0,24.502085361054927,13,23.23076923076923,40.00000000000001,9,40.0,0,1.1900000000000002,22441,0,30,1.0,984.5659453155826,False,0.8420307608560474,0,0.23600000000000002,8010,440,0,0.0,4399.999999999999,False,-0.17991967871485945,0,2.3240000000000003,-781.0,287,0,0.0,9419.01421018574,False,-0.7636846062865212,5,1.6630000000000003,6923,237,0,0.0,7778.070967993102,False,-0.34961287993283496,9,2.963,10167,111,0,0.0,722.6314672251492,False,-0.43953602695700955,0,0.2,22761,13,130,1.0,3269.9036111166624,False,0.29869320231878266,0,0.2,25753,23,122,1.0,5443.547963304264,False,0.17825025785791085,0,0.2,23356,0,25,0.0,1000.0000000000002,False,-0.01286878801671701,0.375,118630,0.0,0.0,14,0,0,7,2,2.0,4,11,17,172.0,18.0,11,6,17,736,0.574947620742023,50.44401575811207
44,17,0,0,0,9.999999999999998,20,10.0,32.623355738712206,10,29.0,6.310610752583314,18,5.277777777777778,24.881474860300152,2,43.5,40.000000000000014,7,40.0,0,1.1900000000000002,22641,0,29,0.9,946.077316422654,False,0.856549289816171,0,0.23600000000000002,7900,451,0,0.0,4509.999999999999,False,-0.18433734939759036,14,2.464000000000001,-1284.0,287,0,0.0,9362.903097010403,False,-0.7956297191707651,4,1.6980000000000004,6569,247,0,0.0,8057.968867461915,False,-0.3624889055744131,0,2.954000000000001,10167,111,0,0.0,700.4777935367479,False,-0.44012569088270564,0,0.2,22753,21,138,1.0,3566.166356525671,False,0.30615295066610776,0,0.2,25946,15,125,1.0,5373.222122904504,False,0.18478135728275133,0,0.2,23356,0,25,0.0,1000.0000000000003,False,-0.01286878801671701,0.3625,118048,0.0,0.0,15,0,0,7,4,4.0,3,10,14,142.0,44.0,10,7,14,857,0.6090384535491467,51.05305421166122
45,14,0,0,0,10.0,20,10.0,32.58851757300325,24,32.333333333333336,5.87996461712062,16,3.1875,25.693862989950702,4,44.0,40.000000000000014,9,40.0,0,1.1900000000000002,23317,0,15,1.0,488.8277635950488,False,0.8924830427146607,0,0.23600000000000002,7800,461,0,0.0,4610.0,False,-0.18835341365461847,16,2.6100000000000008,-4599.0,300,0,0.0,9776.555271900976,False,-0.9825987947575501,0,1.6940000000000004,6261,258,0,0.0,8407.83753383484,False,-0.37049333692748915,0,2.954000000000001,10167,111,0,0.0,652.6760725003888,False,-0.4413980284136176,0,0.2,22878,27,144,1.0,3858.6753152151578,False,0.3205929016559797,0,0.2,26130,9,126,1.0,5271.244766909558,False,0.19028519814022338,0,0.2,23356,0,25,0.0,1000.0000000000003,False,-0.01286878801671701,0.375,115310,0.0,0.0,13,0,0,7,5,7.961538461538462,2,9,5,133.0,15.0,9,5,5,1044,0.33673308324068785,51.38978729490191
46,5,0,0,1,10.0,20,10.0,32.73382871713838,8,36.0,5.87996461712062,0,,25.90741676893142,1,44.0,40.000000000000014,12,40.0,4,1.2300000000000002,23433,0,19,0.8,621.9427456256292,False,0.9071462950050454,0,0.23600000000000002,7680,473,0,0.0,4730.0,False,-0.1931726907630522,0,2.5940000000000007,-15622.888888888889,308,0,0.0,10082.01924487862,True,-1.6365423042859466,0,1.6940000000000004,6261,258,0,0.0,8445.327809021703,False,-0.369365742028943,0,2.9540000000000006,10167,111,0,0.0,652.6760725003888,False,-0.4413980284136176,0,0.2,22922,17,153,1.0,4063.794164137558,False,0.3283948406744093,0,0.2,26566,0,124,1.0,4960.000000000002,False,0.20188687052592377,0,0.2,23356,0,25,0.0,1000.0000000000003,False,-0.01286878801671701,0.35,120385,0.0,0.1,16,0,0,1,4,52.51310903149139,0,1,5,3.0,12.0,1,4,5,724,0.15583323501050472,51.54562052991241
47,5,0,0,0,10.0,0,,32.52527574645173,10,29.0,6.205285465687657,5,13.0,26.33932417674949,2,43.0,40.000000000000014,10,40.0,0,1.2260000000000002,23723,0,9,0.0,292.7274817180656,False,0.917217971153336,0,0.23600000000000002,7680,473,0,0.0,4730.0,False,-0.1931726907630522,0,2.5940000000000007,-15622.888888888889,308,0,0.0,10017.784929907133,True,-1.6384742795918745,5,1.7440000000000002,5891,268,0,0.0,8716.773900049064,False,-0.3834584365962144,0,2.954000000000001,10167,111,0,0.0,688.7866866913299,False,-0.44043687285889466,0,0.2,22943,12,161,1.0,4315.09461804492,False,0.33620161346938826,0,0.2,26880,0,116,0.2,4640.000000000002,False,0.2082591964248769,0,0.2,23356,0,25,0.0,1000.0000000000003,False,-0.01286878801671701,0.15,120640,0.0,0.1,8,0,0,1,1,1.0,0,1,4,3.0,12.0,1,4,4,776,0.13601254113018513,51.6816330710426
48,4,0,0,0,10.0,0,,32.46084067120401,3,29.0,6.205285465687657,0,,26.583815505641162,1,44.0,40.000000000000014,0,,0,1.2260000000000002,23810,0,6,0.0,194.76504402722406,False,0.9202716885151496,0,0.23600000000000002,7680,473,0,0.0,4730.0,False,-0.1931726907630522,0,2.5940000000000003,-15622.888888888889,308,0,0.0,9997.938926730836,True,-1.6390711877721047,0,1.7390000000000005,5804,271,0,0.0,8796.887821896287,False,-0.38628224789772964,0,2.9540000000000006,10167,111,0,0.0,688.7866866913299,False,-0.44043687285889466,0,0.2,22987,2,170,1.0,4531.659206890373,False,0.34430820353714053,0,0.2,26836,0,117,0.1,4680.000000000002,False,0.2072661066743907,0,0.2,23356,0,25,0.0,1000.0000000000003,False,-0.01286878801671701,0.1375,120640,0.0,0.1,2,0,0,0,2,629.8045677256204,0,0,2,0.0,12.0,0,4,2,131,0.10435496550053358,51.78598803654313
49,2,0,0,0,10.0,0,,32.46084067120401,0,,6.205285465687657,0,,27.30794256504936,3,43.0,40.000000000000014,0,,0,1.2260000000000002,23810,0,6,0.0,194.76504402722406,False,0.9202716885151496,0,0.23600000000000002,7680,473,0,0.0,4730.0,False,-0.1931726907630522,0,2.5940000000000003,-15622.888888888889,308,0,0.0,9997.938926730836,True,-1.6390711877721047,0,1.7390000000000003,5804,271,0,0.0,8796.887821896287,False,-0.38628224789772964,0,2.954000000000001,10167,111,0,0.0,688.7866866913299,False,-0.44043687285889466,0,0.2,23116,0,169,0.2,4615.042293493341,False,0.35339479088350667,0,0.2,26836,0,117,0.0,4680.000000000002,False,0.2072661066743907,0,0.2,23227,0,28,0.3,1120.0000000000005,False,-0.015723921049364837,0.0625,120640,0.0,0.1,1,0,0,0,0,0.0,0,0,1,0.0,6.0,0,2,1,129,0.09173459559679031,51.87772263213992
50,1,0,0,0,10.0,0,,32.46084067120401,0,,6.205285465687657,0,,27.30794256504936,0,,40.000000000000014,0,,0,1.2260000000000002,23810,0,6,0.0,194.76504402722406,False,0.9202716885151496,0,0.23600000000000002,7680,473,0,0.0,4730.0,False,-0.1931726907630522,0,2.5940000000000003,-15622.888888888889,308,0,0.0,9997.938926730836,True,-1.6390711877721047,0,1.7390000000000003,5804,271,0,0.0,8796.887821896287,False,-0.38628224789772964,0,2.954000000000001,10167,111,0,0.0,688.7866866913299,False,-0.44043687285889466,0,0.2,23116,0,169,0.0,4615.042293493341,False,0.35339479088350667,0,0.2,26836,0,117,0.0,4680.000000000002,False,0.2072661066743907,0,0.2,23227,0,28,0.0,1120.0000000000005,False,-0.015723921049364837,0.0,120640,0.0,0.1,0,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,0,0.08736044261604548,51.96508307475597
