index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,10,0,0,0,10.000000000000002,20,10.0,22.13388805127021,6,7.0,19.218629027138693,4,18.0,8.604376000117796,4,5.0,46.99999999999999,20,47.0,6,1.214,29344,256,0,0.0,2560.0000000000005,False,-0.07878350329392654,0,0.9560000000000002,36774,14,20,1.0,582.6777610254042,False,0.11498176700396183,4,1.3470000000000002,48205,206,0,0.0,4559.580938561663,False,-0.11594595192657813,0,1.6040000000000003,51775,220,0,0.0,4869.455371279446,False,-0.0507174782747921,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,4,3.723000000000001,44919,259,0,0.0,4977.6249180289215,False,-0.29822345887712853,0,0.29900000000000004,101321,0,2,0.0,93.99999999999999,False,0.06860636727809404,5,0.4750000000000001,102615,4,10,1.0,504.4175040004711,False,0.08441080278305121,0.25,483532,0.0,0.0,11,0,0,9,6,5.5,17,26,6,118.0,27.0,8,2,6,811,0.9013982973992825,35.43245383258909
26,6,0,0,0,10.000000000000002,20,10.0,22.697903041662713,10,32.0,19.63152651789722,5,26.0,7.8409955708695644,17,2.0588235294117645,46.99999999999999,20,47.0,0,1.2080000000000002,29244,266,0,0.0,2660.0000000000005,False,-0.08028757934001143,0,0.9560000000000002,36994,14,20,1.0,593.9580608332543,False,0.12176936589407164,0,1.3430000000000002,47885,216,0,0.0,4902.747056999146,False,-0.11854492472770688,5,1.6540000000000004,51750,220,0,0.0,4993.538669165797,False,-0.050068831040820654,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,17,3.8890000000000007,43965,264,0,0.0,5182.723000724866,False,-0.310827463949397,7,0.369,101306,0,6,0.6,281.99999999999994,False,0.06943917351886991,1,0.48000000000000004,103059,5,10,1.0,509.20497785434776,False,0.08911661911160847,0.325,482782,0.0,0.0,14,0,0,5,8,7.333333333333333,15,20,4,48.0,22.0,4,2,4,990,0.7601785380393267,36.19263237062842
27,4,0,0,0,10.000000000000002,20,10.0,22.871845787538593,3,32.0,19.5696964702678,1,15.0,7.7327675512329845,3,3.0,46.99999999999999,20,47.0,0,1.2080000000000002,29154,275,0,0.0,2750.0000000000005,False,-0.08164124778148783,0,0.9560000000000002,36980,15,27,1.0,767.539836263542,False,0.12395902650578386,1,1.3530000000000002,47773,219,0,0.0,5008.934227470952,False,-0.11957645232137648,0,1.6490000000000002,51750,220,0,0.0,5031.806073258491,False,-0.049733775143956105,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,3,3.9020000000000006,43836,265,0,0.0,5185.9695646209675,False,-0.31271301799581835,3,0.39200000000000007,101556,0,0,0.0,0.0,False,0.07058823529411765,1,0.48900000000000005,103511,0,8,0.8,375.99999999999994,False,0.09317942230655703,0.225,483139,0.0,0.0,14,0,0,4,5,3.7333333333333334,14,18,8,44.0,17.0,3,1,8,813,0.7927234182134271,36.985355788841844
28,8,0,0,0,10.000000000000002,20,10.0,22.982893431224092,2,31.0,20.25180628583804,8,26.0,7.138269289344312,13,1.6153846153846154,47.0,20,47.0,0,1.2080000000000002,29044,286,0,0.0,2860.0000000000005,False,-0.0832957314321812,0,0.9560000000000002,36952,14,35,1.0,944.4012700928432,False,0.12577687438096508,0,1.3520000000000003,47711,221,0,0.0,5079.219448300524,False,-0.12004675998756234,8,1.7290000000000003,51710,220,0,0.0,5056.236554869301,False,-0.0502203222527466,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,13,4.029000000000001,43029,273,0,0.0,5528.743116033785,False,-0.3221219830355435,10,0.4890000000000001,101378,0,6,0.6,282.0,False,0.07019818680160236,2,0.508,103852,0,7,0.7,329.0,False,0.09652646004638414,0.2875,482255,0.0,0.0,11,0,0,2,10,9.2,22,24,7,126.0,0.0,8,0,7,450,0.9058014489710331,37.89115723781288
29,7,0,0,0,10.000000000000002,20,10.0,23.224671573445036,14,25.5,20.291707480548617,1,23.0,6.973257207186323,5,3.0,46.99999999999999,20,47.0,0,1.2080000000000002,28934,297,0,0.0,2970.0000000000005,False,-0.08495021508287459,0,0.9560000000000002,37219,13,31,1.0,849.9648187767962,False,0.13238824442404099,1,1.362,47671,222,0,0.0,5155.877089304798,False,-0.12007602450438841,0,1.721,51385,233,0,0.0,5411.348476612693,False,-0.052802258286233555,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,5,4.066000000000001,42816,274,0,0.0,5559.927849670321,False,-0.32504420278835955,3,0.5090000000000001,101613,0,5,0.5,234.99999999999997,False,0.07242778831962893,4,0.546,104139,0,0,0.0,0.0,False,0.09781783681214422,0.1875,482356,0.0,0.0,15,0,0,0,6,5.666666666666666,22,22,9,79.0,28.0,5,2,9,1121,1.8115086983889341,39.70266593620181
30,9,0,0,0,10.000000000000002,20,10.0,22.665686909201238,8,13.5,20.029751185844024,8,18.0,6.484139926890284,19,3.5789473684210527,46.999999999999986,20,47.0,6,1.2680000000000002,28758,308,0,0.0,3080.0000000000005,False,-0.08859007911440002,0,0.9560000000000002,37189,12,39,1.0,1003.9617894588483,False,0.13380203034411522,0,1.3610000000000002,47611,224,0,0.0,5077.113867661077,False,-0.1218163251877117,8,1.8010000000000002,51233,239,0,0.0,5417.099171299096,False,-0.055413624038637845,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,19,4.251000000000001,41808,282,0,0.0,5648.389834408014,False,-0.33931084884382856,6,0.5660000000000001,101748,0,9,0.9,422.9999999999999,False,0.07484187223276408,9,0.6320000000000001,103944,0,10,1.0,469.9999999999999,False,0.09823951085810669,0.3625,480870,0.0,0.0,13,0,0,6,11,10.666666666666668,17,23,11,119.0,15.0,8,1,11,448,0.9731878833845258,40.67585381958634
31,11,0,0,0,10.000000000000002,20,10.0,23.084446546460295,42,24.333333333333332,20.123052755942982,1,26.0,5.944009609773172,34,4.0588235294117645,46.99999999999999,20,47.0,0,1.2620000000000002,28628,321,0,0.0,3210.0000000000005,False,-0.09054537797431038,3,0.9860000000000002,38084,9,10,1.0,320.844465464603,False,0.15045038753218123,0,1.3610000000000002,46911,252,0,0.0,5817.280529707995,False,-0.12759359323269018,1,1.8030000000000004,50906,253,0,0.0,5840.364976254455,False,-0.0574338512918568,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,34,4.572000000000001,39804,283,0,0.0,5694.823929931864,False,-0.36863232428922144,3,0.5900000000000001,102062,8,10,1.0,517.5520768781853,False,0.07865039045371164,0,0.623,104264,6,12,1.0,599.664057658639,False,0.1022963528234168,0.375,479238,0.0,0.0,16,0,0,3,7,6.214285714285714,23,26,9,114.0,28.0,9,2,9,1671,0.9477273635566235,41.62358118314296
32,9,0,0,0,10.000000000000002,20,10.0,23.742693264298584,12,32.0,20.309898282648437,4,23.0,6.0019872866992845,17,6.470588235294118,46.99999999999999,20,47.0,0,1.2620000000000002,28528,331,0,0.0,3310.0000000000005,False,-0.09204945402039527,2,1.0030000000000001,38329,9,10,1.0,327.42693264298583,False,0.1579193654700688,4,1.401,46495,264,0,0.0,6268.0710217748265,False,-0.1309313292668474,0,1.8020000000000005,50906,253,0,0.0,6006.901395867541,False,-0.05597571712370386,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,17,4.708,39015,287,0,0.0,5828.940807120101,False,-0.37931920532374025,0,0.5870000000000002,102441,9,11,1.0,571.0178855802934,False,0.08292756633765697,0,0.623,104715,2,11,1.0,529.0039745733984,False,0.1066782836526112,0.375,479008,0.0,0.0,16,0,0,1,5,4.090909090909091,22,23,12,119.0,16.0,8,1,12,1140,0.9573115315288305,42.58089271467179
33,12,0,0,0,10.000000000000002,20,10.0,23.682076458013896,13,23.0,20.309898282648437,0,,6.359536903330034,12,10.5,46.999999999999986,20,47.0,0,1.2620000000000002,28448,339,0,0.0,3390.0000000000005,False,-0.09325271485726318,3,1.0310000000000001,38451,11,10,1.0,346.820764580139,False,0.16188100900310057,0,1.3970000000000002,46495,264,0,0.0,6252.068184915668,False,-0.13107144446366698,0,1.8020000000000005,50607,266,0,0.0,6299.432337831696,False,-0.05865029648520566,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,12,4.811000000000002,38572,287,0,0.0,5828.940807120101,False,-0.38587692211327157,0,0.5870000000000002,102856,8,10,1.0,520.8762952266402,False,0.08703814197357487,0,0.623,105114,0,7,0.5,328.9999999999999,False,0.10983027619650011,0.3125,479122,0.0,0.0,16,0,0,3,5,4.230769230769231,23,26,6,127.0,37.0,9,3,6,1140,0.9912653537467122,43.5721580684185
34,6,0,0,0,10.000000000000002,20,10.0,24.068880562399162,8,31.0,21.01091702476271,13,24.0,6.061505788410544,8,1.0,46.999999999999986,20,47.0,0,1.2620000000000002,28358,348,0,0.0,3480.0000000000005,False,-0.09460638329873959,0,1.0280000000000002,38589,12,12,1.0,408.82656674879,False,0.1669648733078962,0,1.3970000000000002,46247,272,0,0.0,6546.735512972572,False,-0.13283424234780428,13,1.9320000000000002,50460,266,0,0.0,6402.322229598177,False,-0.0603235892060538,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,8,4.8790000000000004,37916,300,0,0.0,6303.275107428813,False,-0.39207689324519046,0,0.5870000000000002,103326,0,8,0.8,375.9999999999999,False,0.0912291798439806,3,0.653,105408,0,8,0.8,375.9999999999999,False,0.11317731393632723,0.325,478883,0.0,0.0,17,0,0,0,5,4.75,20,20,6,54.0,18.0,4,2,6,1200,0.8354852674528956,44.4076433358714
35,6,0,0,0,10.0,20,10.0,24.068880562399162,0,,21.01091702476271,0,,5.599685183320504,13,1.0,46.999999999999986,20,47.0,0,1.2620000000000002,28248,359,0,0.0,3590.0,False,-0.09626086694943296,0,1.0280000000000002,38499,11,22,1.0,639.5153723727816,False,0.1677272714913333,0,1.397,46247,272,0,0.0,6546.735512972572,False,-0.13283424234780428,0,1.9190000000000003,50460,266,0,0.0,6402.322229598177,False,-0.0603235892060538,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,13,5.001,37332,300,0,0.0,6303.275107428813,False,-0.4007218291483198,3,0.6170000000000001,103667,0,8,0.8,375.9999999999999,False,0.09482395108581067,1,0.6600000000000001,105770,0,5,0.5,234.99999999999994,False,0.11625026354627872,0.2875,478802,0.0,0.0,16,0,0,1,4,3.5,19,20,6,62.0,3.0,5,1,6,905,0.8334314981475472,45.241074834018946
36,6,0,0,0,10.0,20,10.0,24.643536624188805,12,31.166666666666668,21.01091702476271,0,,5.344254797177228,8,1.25,46.99999999999999,20,47.0,0,1.2620000000000002,28128,371,0,0.0,3710.0,False,-0.09806575820473483,0,1.0280000000000002,38793,9,20,1.0,582.8707324837761,False,0.1757192601823508,0,1.3970000000000002,45873,284,0,0.0,6998.764401269621,False,-0.13542566104026174,0,1.9190000000000003,50460,266,0,0.0,6555.180742034222,False,-0.058985213970211336,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,8,5.068000000000001,36994,300,0,0.0,6303.275107428813,False,-0.4057252338319803,0,0.6140000000000001,103996,0,1,0.0,46.99999999999999,False,0.09655808559983133,8,0.7390000000000001,105873,0,8,0.8,375.99999999999994,False,0.11807927472064095,0.225,478696,0.0,0.0,16,0,0,0,5,4.75,20,20,10,62.0,19.0,4,2,10,1091,0.8792386651039124,46.12031349912286
37,10,0,0,0,10.0,20,10.0,24.983898860739533,25,26.8,20.287020464637372,9,15.333333333333334,5.118999817596397,22,3.8636363636363638,46.99999999999999,20,47.0,0,1.2620000000000002,28028,381,0,0.0,3810.0,False,-0.09956983425081972,5,1.078,39268,9,10,1.0,339.8389886073953,False,0.18635260037613033,6,1.4570000000000003,45477,293,0,0.0,7320.282366196683,False,-0.13954503584389832,3,1.9490000000000003,50045,282,0,0.0,7045.459478728549,False,-0.06195969356347367,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,22,5.280000000000001,35756,309,0,0.0,6268.689323572948,False,-0.4243072999113824,10,0.7140000000000002,103834,0,5,0.5,234.99999999999997,False,0.09584123972169513,1,0.7410000000000001,106190,7,10,1.0,505.83299872317474,False,0.12210538160828152,0.3125,477177,0.0,0.0,12,0,0,1,12,11.055555555555555,23,24,10,77.0,28.0,7,3,10,976,0.945695667527616,47.066009166650474
38,10,0,0,0,10.0,20,10.0,24.970286088929843,2,24.0,20.25157872059229,1,18.0,4.676899572606114,20,1.8,46.999999999999986,20,47.0,0,1.2620000000000002,27928,391,0,0.0,3910.0,False,-0.10107391029690461,0,1.0730000000000002,39216,9,18,1.0,539.4651496007372,False,0.18779089055742176,1,1.461,45464,293,0,0.0,7316.293824056444,False,-0.1398076049446955,0,1.9460000000000002,49997,284,0,0.0,7091.561249256075,False,-0.062396584866248064,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,20,5.458000000000001,34716,310,0,0.0,6277.989403383609,False,-0.43963355683317346,5,0.754,104000,0,9,0.9,422.9999999999999,False,0.09858212102045119,0,0.7400000000000002,106633,8,10,1.0,507.41519658084883,False,0.12678376131446786,0.3625,476533,0.0,0.0,13,0,0,3,7,6.5,23,26,5,129.0,3.0,9,1,5,859,0.9315152848139405,47.997524451464415
39,5,0,0,0,10.0,20,10.0,25.490631106494106,21,28.714285714285715,19.04259641835594,5,5.0,4.790810119820841,21,5.523809523809524,46.999999999999986,20,47.0,0,1.2620000000000002,27808,403,0,0.0,4030.0,False,-0.10287880155220648,3,1.1030000000000002,39682,7,10,1.0,324.90631106494106,False,0.19858175121175803,5,1.5100000000000002,44731,314,0,0.0,8004.05816743915,False,-0.1466215619423603,0,1.9460000000000006,49997,284,0,0.0,7239.339234244326,False,-0.06110269293730671,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,21,5.648000000000001,33680,315,0,0.0,5998.417871782121,False,-0.4570386811159804,1,0.7590000000000001,104382,0,8,0.8,375.9999999999999,False,0.10236137465738984,0,0.7400000000000002,107019,11,10,1.0,522.6989113180291,False,0.1309334751808878,0.35,475878,0.0,0.0,16,0,0,0,7,6.333333333333333,21,21,7,73.0,0.0,5,0,7,1435,0.8393517211079597,48.836876172572374
40,7,0,0,0,9.999999999999998,20,10.0,25.478171352454016,14,25.357142857142858,17.58209484796067,5,1.0,4.691275014049088,13,3.6153846153846154,46.999999999999986,20,47.0,0,1.2620000000000002,27678,416,0,0.0,4159.999999999999,False,-0.10483410041211684,4,1.1400000000000001,39891,4,10,1.0,294.7817135245401,False,0.2044156922288082,5,1.5550000000000002,44551,315,0,0.0,8025.623976023015,False,-0.14958477238798892,0,1.9460000000000006,49672,297,0,0.0,7567.0168916788425,False,-0.0639248337155567,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,13,5.757000000000001,33135,320,0,0.0,5626.270351347413,False,-0.46786074583779336,2,0.778,104740,0,0,0.0,0.0,False,0.10415348935273033,0,0.7400000000000002,107442,14,10,1.0,535.6778501966871,False,0.13546108923780673,0.25,475688,0.0,0.0,14,0,0,1,5,3.8076923076923075,21,22,5,104.0,0.0,7,0,5,982,0.8857317008078098,49.722607873380184
41,5,0,0,0,9.999999999999998,20,10.0,25.467301708715354,1,24.0,18.19421762750369,5,25.0,4.576101327899593,12,3.25,46.999999999999986,20,47.0,0,1.2620000000000002,27578,426,0,0.0,4259.999999999999,False,-0.10633817645820173,0,1.1360000000000003,39815,4,19,1.0,523.8787324655917,False,0.20557529002294597,0,1.5500000000000003,44551,315,0,0.0,8022.200038245336,False,-0.14961475117986428,5,1.9960000000000004,49618,298,0,0.0,7589.255909197175,False,-0.06467572663820634,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,12,5.864000000000001,32512,325,0,0.0,5913.120728938699,False,-0.4749598785494664,10,0.8760000000000003,104538,0,9,0.9,422.9999999999999,False,0.10425363693864642,0,0.7400000000000002,107909,7,10,1.0,502.032709295297,False,0.1402067926907828,0.3625,475100,0.0,0.0,12,0,0,2,7,7.0,19,21,5,67.0,0.0,5,0,5,694,0.7913361815735698,50.513944054953754
42,5,0,0,0,9.999999999999998,20,10.0,25.743988858487757,19,27.526315789473685,18.786208807811686,6,24.166666666666668,4.58869295445953,9,4.777777777777778,46.99999999999999,20,47.0,0,1.2620000000000002,27498,434,0,0.0,4339.999999999999,False,-0.10754143729506964,0,1.1360000000000003,40218,6,10,1.0,317.43988858487756,False,0.2145931457537659,0,1.5500000000000003,44303,323,0,0.0,8315.308401291546,False,-0.15139119881193264,6,2.0510000000000006,49297,309,0,0.0,7954.892557272717,False,-0.06709546669988516,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,9,5.942000000000002,32010,331,0,0.0,6218.235115385668,False,-0.48013267078643995,3,0.8960000000000001,104934,0,0,0.0,0.0,False,0.10619860847564833,0,0.7400000000000002,108242,6,12,1.0,591.5321577267571,False,0.1441889740550641,0.25,475081,0.0,0.0,16,0,0,1,7,6.6,17,18,7,45.0,13.0,4,1,7,1428,0.8251532791182399,51.339097334071994
43,7,0,0,0,9.999999999999998,20,10.0,25.743988858487757,0,,18.797367161099455,3,19.0,4.734529630090077,11,6.454545454545454,47.0,20,47.0,0,1.2620000000000002,27368,447,0,0.0,4469.999999999999,False,-0.10949673615498,0,1.1360000000000003,40148,3,20,1.0,544.8797771697551,False,0.21590830817269435,2,1.5700000000000003,44273,323,0,0.0,8315.308401291546,False,-0.15191653765548674,1,2.0550000000000006,49291,309,0,0.0,7954.892557272717,False,-0.06720053446859597,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,11,6.043000000000002,31525,334,0,0.0,6278.320631807218,False,-0.48686739029659815,11,1.0030000000000001,104670,0,6,0.6,282.0,False,0.10490196078431373,0,0.7400000000000002,108660,1,13,1.0,615.73452963009,False,0.14872303673640141,0.325,474514,0.0,0.0,10,0,0,2,9,9.0,18,20,5,79.0,13.0,6,1,5,623,0.8571451045572758,52.19624243862927
44,5,0,0,0,9.999999999999998,20,10.0,25.822366400497014,28,26.178571428571427,18.797367161099455,0,,4.606056235708408,12,3.25,46.99999999999999,20,47.0,0,1.2620000000000002,27298,454,0,0.0,4539.999999999999,False,-0.11054958938723942,8,1.2160000000000002,40599,6,10,1.0,318.22366400497015,False,0.2260659938032814,0,1.5680000000000003,43965,334,0,0.0,8624.670377766002,False,-0.15460135206663048,0,2.0540000000000007,48866,326,0,0.0,8418.091446562026,False,-0.07058722860503248,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,12,6.152000000000002,30994,334,0,0.0,6278.320631807218,False,-0.4947277686605736,2,1.012,104934,0,0,0.0,0.0,False,0.10619860847564833,0,0.7400000000000002,109185,3,11,1.0,530.8181687071251,False,0.153809920771174,0.25,474420,0.0,0.0,16,0,0,3,5,4.137254901960785,16,19,5,57.0,13.0,4,1,5,1307,0.7816131487488747,52.977855587378144
45,5,0,0,0,10.0,20,10.0,25.822366400497014,0,,19.07963042192394,5,22.0,4.197824032099831,25,2.16,46.99999999999999,20,47.0,0,1.2620000000000002,27168,467,0,0.0,4670.0,False,-0.11250488824714977,0,1.2080000000000002,40529,3,20,1.0,546.4473280099403,False,0.22739294480055852,5,1.6180000000000003,43920,334,0,0.0,8624.670377766002,False,-0.1553893603319616,0,2.0540000000000003,48866,326,0,0.0,8418.091446562026,False,-0.07058722860503248,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,25,6.390000000000002,29532,339,0,0.0,6467.994713032216,False,-0.5149658442650901,11,1.12,104718,0,6,0.6,281.99999999999994,False,0.10540796963946869,0,0.7400000000000002,109560,12,12,1.0,614.3738883851979,False,0.15820353093182157,0.325,472872,0.0,0.0,12,0,0,1,10,10.0,19,20,7,57.0,15.0,4,1,7,623,0.8034668182954192,53.78132240567356
46,7,0,0,0,10.0,20,10.0,26.164867339152362,13,29.846153846153847,19.07963042192394,0,,4.23200376368434,6,5.0,46.99999999999999,20,47.0,0,1.2620000000000002,27038,480,0,0.0,4800.0,False,-0.11446018710706013,0,1.2080000000000002,40847,0,17,1.0,444.80274476559015,False,0.23543005662493746,0,1.6130000000000004,43532,347,0,0.0,9079.20896668587,False,-0.1582039630976967,0,2.0540000000000003,48866,326,0,0.0,8529.74675256367,False,-0.06960961411617278,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,6,6.425000000000002,29301,339,0,0.0,6467.994713032216,False,-0.518385330898006,4,1.1490000000000002,104964,0,0,0.0,0.0,False,0.10651486401012018,0,0.7400000000000002,110000,8,12,1.0,597.8560301094747,False,0.16275488103578686,0.25,473127,0.0,0.0,17,0,0,1,3,3.0,19,20,9,70.0,35.0,5,2,9,1340,0.8176294611766934,54.59895186685026
47,9,0,0,0,10.0,20,10.0,26.118627456423802,3,24.0,19.07963042192394,0,,4.28502634801734,8,5.125,47.0,20,47.0,0,1.2620000000000002,26928,491,0,0.0,4910.0,False,-0.11611467075775352,0,1.2080000000000002,40829,0,23,0.9,600.7284314977475,False,0.23723383015217855,0,1.613,43532,347,0,0.0,9063.163727379058,False,-0.1583444495553965,0,2.0540000000000007,48794,329,0,0.0,8593.02843316343,False,-0.070316355258962,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,8,6.499000000000002,28990,339,0,0.0,6467.994713032216,False,-0.522989055325871,12,1.2650000000000001,104711,0,3,0.3,141.0,False,0.1045909761754164,0,0.7400000000000002,110356,3,14,1.0,670.855079044052,False,0.16689255259879857,0.275,472719,0.0,0.0,12,0,0,6,7,7.0,18,24,7,120.0,12.0,8,1,7,648,0.8448323281481862,55.44378419499844
48,7,0,0,0,10.0,20,10.0,26.17720810628233,9,27.0,19.07963042192394,0,,4.776349931269629,16,8.5,46.99999999999999,20,47.0,0,1.2620000000000002,26848,499,0,0.0,4990.0,False,-0.11731793159462142,0,1.2080000000000002,40952,2,24,1.0,648.2529945507758,False,0.24164866279443448,0,1.6130000000000004,43289,356,0,0.0,9319.086085836509,False,-0.16035892825765677,0,2.0540000000000007,48794,329,0,0.0,8612.301466966886,False,-0.07014760737079385,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,16,6.651000000000002,28330,339,0,0.0,6467.994713032216,False,-0.5327590171342022,5,1.3030000000000004,104753,0,5,0.5,234.99999999999997,False,0.1055292009276829,0,0.7400000000000002,110829,4,12,1.0,583.1053997250784,False,0.1714163261634255,0.3125,472374,0.0,0.0,13,0,0,1,5,5.0,20,21,8,74.0,18.0,5,2,8,1148,0.8150633024051785,56.25884749740362
49,8,0,0,0,10.0,20,10.0,25.768324949504663,18,23.0,19.07963042192394,0,,4.81276003797717,8,5.375,47.0,20,47.0,0,1.2620000000000002,26728,511,0,0.0,5110.0,False,-0.11912282284992329,0,1.2080000000000002,41286,0,16,1.0,412.2931991920746,False,0.24814687602190053,0,1.613,43289,356,0,0.0,9173.52368202366,False,-0.16163342133905667,0,2.0540000000000003,48380,347,0,0.0,8941.608757478118,False,-0.07451398489232207,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,8,6.715000000000002,28020,339,0,0.0,6467.994713032216,False,-0.5373479385896305,1,1.3080000000000003,104936,0,8,0.8,376.0,False,0.10820156019397006,2,0.76,111375,0,4,0.4,188.0,False,0.17508960573476703,0.275,472593,0.0,0.0,14,0,0,1,4,3.4,19,20,10,55.0,33.0,4,4,10,1272,0.8560216389596462,57.11486913636327
50,10,0,0,0,10.0,20,10.0,26.07844857003616,25,27.64,19.07963042192394,0,,4.917607257048748,5,7.4,47.0,20,47.0,0,1.2620000000000002,26628,521,0,0.0,5210.0,False,-0.12062689889600818,9,1.2980000000000003,41706,0,10,1.0,260.7844857003616,False,0.25850230854165335,0,1.6130000000000004,42948,367,0,0.0,9570.79062520327,False,-0.1641264435855841,0,2.0540000000000003,48030,361,0,0.0,9414.319933783054,False,-0.07650404568886755,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,5,6.757000000000002,27842,339,0,0.0,6467.994713032216,False,-0.5399828676833924,0,1.3070000000000002,105308,0,2,0.2,94.0,False,0.11063672780940333,8,0.8380000000000001,111412,0,3,0.3,141.0,False,0.17523192072527935,0.1875,472453,0.0,0.0,14,0,0,5,6,5.309523809523809,16,21,6,105.0,21.0,7,3,6,1058,0.8880509929731488,58.00292012933642
51,6,0,0,0,10.000000000000002,20,10.0,26.47805155935452,12,31.0,19.07963042192394,0,,4.947462505905423,6,5.5,47.0,0,,0,1.2620000000000002,26518,532,0,0.0,5320.000000000001,False,-0.12228138254670157,2,1.3090000000000002,41950,0,9,0.9,238.30246403419068,False,0.26550405294399104,0,1.613,42576,379,0,0.0,10035.181540995363,False,-0.16657460213466738,0,2.0540000000000003,48030,361,0,0.0,9558.576612926981,False,-0.07524098507226057,0,0.2,68579,0,0,0.0,0.0,False,0.015173046747786956,6,6.812000000000001,27624,339,0,0.0,6467.994713032216,False,-0.5432099156746291,0,1.3070000000000002,105308,0,2,0.0,94.0,False,0.11063672780940333,0,0.8300000000000001,111379,0,9,0.6,423.0,False,0.17637044064937804,0.1875,471964,0.0,0.0,8,0,0,0,3,2.166666666666667,18,18,6,46.0,22.0,3,3,6,200,0.7728037480264902,58.77572387736291
