index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,34,0,0,0,10.000000000000002,20,10.0,5.275953401803791,17,6.705882352941177,18.53240204187907,5,11.0,47.00565809451771,0,,41.0,8,41.0,2,2.119,9124,268,0,0.0,2680.0000000000005,False,-0.33380021646399693,15,2.4650000000000007,9947,272,0,0.0,2720.0000000000005,False,-0.28012987839816644,0,0.2,22677,0,120,0.5,2223.8882450254882,False,0.07866800229041193,0,0.254,21266,4,219,1.0,4079.699860778732,False,0.05676294234104316,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35523,0,67,0.5,3149.379092332687,False,0.06755941140047034,0,1.2080000000000002,46202,0,3,0.0,123.0,False,-0.0394988165926172,8,2.1160000000000005,43270,30,0,0.0,1410.1697428355315,False,-0.08700982287468831,0.25,222759,0.0,0.0,13,0,0,17,9,9.0,26,43,33,274.0,71.0,20,14,33,255,1.286199158988893,43.640646658837795
27,33,0,0,0,10.000000000000002,20,10.0,4.879025849104561,41,3.341463414634146,18.02708611306347,6,14.166666666666666,44.51066068965251,14,37.5,40.99999999999999,20,41.0,31,2.427,8548,277,0,0.0,2770.0000000000005,False,-0.3676067995161393,10,2.5500000000000007,9722,283,0,0.0,2830.0000000000005,False,-0.2909530782453683,0,0.2,22660,26,124,1.0,2362.213350096589,False,0.08103322186670414,0,0.254,21231,0,228,0.9,4110.175633778471,False,0.05586686391988909,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35963,0,59,0.6,2626.1289806894983,False,0.07269250331927328,2,1.2280000000000002,46307,0,0,0.0,0.0,False,-0.03859568990574264,15,2.258000000000001,42429,44,0,0.0,1958.4690703447104,False,-0.09877850485462035,0.3125,221610,0.0,0.0,15,0,0,13,14,14.0,29,42,39,222.0,82.0,17,16,39,933,1.2548598789726384,44.895506537810434
28,39,0,0,0,10.000000000000002,20,10.0,4.809633566330817,29,4.379310344827586,17.587185060247844,6,14.166666666666666,45.759730723741484,4,60.75,41.0,12,41.0,19,2.5860000000000007,8056,290,0,0.0,2900.0000000000005,False,-0.3947921308970523,10,2.6400000000000006,9532,290,0,0.0,2900.0000000000005,False,-0.30082128987075824,0,0.2,22700,26,128,1.0,2376.210160436325,False,0.08316428222627022,0,0.254,21149,9,238,1.0,4229.036746435964,False,0.05484349202947234,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36121,0,61,0.6,2791.3435741482303,False,0.079616454304291,4,1.266,46269,0,0,0.0,0.0,False,-0.0393846281609434,8,2.323000000000001,42072,48,0,0.0,2196.467074739591,False,-0.1037197704320518,0.325,220649,0.0,0.0,14,0,0,15,13,13.0,27,42,37,316.0,66.0,20,19,37,528,1.2748484420008026,46.170354979811236
29,37,0,0,0,10.000000000000002,20,10.0,4.713920054856058,28,4.071428571428571,18.651741349454397,30,20.333333333333332,45.759730723741484,0,,41.0,20,41.0,17,2.7370000000000005,7621,300,0,0.0,3000.0000000000005,False,-0.4193034952568918,11,2.7400000000000007,9300,300,0,0.0,3000.0000000000005,False,-0.3124084802954097,0,0.2,23221,30,109,1.0,2174.457408736211,False,0.10221405207074029,0,0.254,21124,13,247,1.0,4668.261074028364,False,0.06366783971225999,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,35511,20,71,1.0,3621.975708374733,False,0.0740140389694207,7,1.332,46183,0,0,0.0,0.0,False,-0.041170120001660926,13,2.4450000000000007,41824,48,0,0.0,2196.467074739591,False,-0.10886863062388835,0.375,219534,0.0,0.0,15,0,0,20,18,18.0,24,44,40,331.0,37.0,24,13,40,810,1.3880379410111345,47.55839292082237
30,40,0,0,0,10.000000000000002,20,10.0,4.709765762520208,11,4.636363636363637,18.8123685296295,1,30.0,48.878066177354455,16,58.0,41.0,20,41.0,6,2.7800000000000007,7435,309,0,0.0,3090.0000000000005,False,-0.42828038454192396,5,2.7790000000000004,9145,311,0,0.0,3110.0000000000005,False,-0.31877506844082254,0,0.2,23181,25,119,1.0,2356.415999088915,False,0.10452561891468479,0,0.254,21143,9,256,1.0,4858.354235447833,False,0.06883908214944759,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36409,11,65,1.0,3384.010355353964,False,0.0964318036741578,5,1.3750000000000002,46129,0,0,0.0,0.0,False,-0.04229124278536727,15,2.5820000000000007,40587,64,0,0.0,3128.196235350685,False,-0.12487858411171072,0.375,218779,0.0,0.0,13,0,0,9,14,14.0,30,39,41,260.0,89.0,17,23,41,1158,1.2625610940158367,48.82095401483821
31,41,0,0,0,10.000000000000002,20,10.0,4.912151739082829,16,7.25,18.9855926773471,1,30.0,49.29232339283862,2,61.0,41.0,20,41.0,1,2.784000000000001,7329,318,0,0.0,3180.0000000000005,False,-0.4321640033106258,15,2.9240000000000004,8840,322,0,0.0,3220.0000000000005,False,-0.33469153880435476,0,0.2,23141,20,129,1.0,2547.3844901594325,False,0.10704145484173924,0,0.254,21097,10,265,1.0,5080.30357688781,False,0.07178524478298293,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36501,2,73,1.0,3636.3107930319134,False,0.10270950781340876,8,1.4500000000000002,46017,0,0,0.0,0.0,False,-0.044616534484906364,12,2.6870000000000007,40247,66,0,0.0,3253.293343927349,False,-0.1306389014665184,0.375,217922,0.0,0.0,13,0,0,12,17,17.0,31,43,39,327.0,67.0,22,19,39,352,1.3062598329852335,50.12721384782344
32,39,0,0,0,10.000000000000002,20,10.0,4.842251715435066,15,4.0,18.544590937561328,3,10.0,49.29232339283862,0,,41.0,20,41.0,10,2.883000000000001,7049,329,0,0.0,3290.0000000000005,False,-0.4464888266378048,5,2.9590000000000005,8705,331,0,0.0,3310.0000000000005,False,-0.34042146813522633,0,0.2,23111,25,136,1.0,2643.1206603942173,False,0.10785165186347645,0,0.254,21097,0,275,1.0,5099.762507829365,False,0.07222641035252934,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36471,0,78,0.5,3844.8012246414123,False,0.10484606078620741,6,1.502,45951,0,0,0.0,0.0,False,-0.045986795664991906,14,2.815000000000001,39968,66,0,0.0,3253.293343927349,False,-0.13643136918233456,0.3125,217102,0.0,0.0,11,0,0,11,14,14.0,30,41,33,262.0,75.0,18,21,33,230,1.4511317199794576,51.5783455678029
33,33,0,0,0,10.000000000000002,20,10.0,4.965562234508455,21,6.0,18.16596094787354,5,14.0,49.29232339283862,0,,40.99999999999999,20,41.0,6,2.9330000000000007,6813,344,0,0.0,3440.0000000000005,False,-0.4567390335519195,15,3.1040000000000005,8450,336,0,0.0,3360.0000000000005,False,-0.35506462086967594,0,0.2,23096,25,142,1.0,2703.705510460754,False,0.10854506009025022,0,0.254,21056,1,284,1.0,5164.098471430593,False,0.07182593795752688,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36401,0,83,0.5,4091.2628416056054,False,0.10637788261303037,8,1.576,45845,0,0,0.0,0.0,False,-0.048187518166341405,12,2.921000000000001,39770,66,0,0.0,3253.293343927349,False,-0.14054215272259116,0.3125,216181,0.0,0.0,9,0,0,15,12,12.0,25,40,40,217.0,61.0,17,16,40,270,1.337717158952728,52.91606272675563
34,40,0,0,0,10.000000000000002,20,10.0,4.923469310866691,20,4.55,18.202736280270766,5,18.6,49.29232339283862,0,,40.99999999999999,12,41.0,10,3.0270000000000006,6574,350,0,0.0,3500.0000000000005,False,-0.47004520277583245,10,3.1890000000000005,8200,350,0,0.0,3500.0000000000005,False,-0.3665244795314191,0,0.2,23089,20,149,1.0,2810.677091977678,False,0.11065287684723124,0,0.254,21065,6,292,1.0,5344.739809704263,False,0.07632945972849053,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36308,0,88,0.5,4337.724458569798,False,0.10724783393625599,3,1.5980000000000003,45817,0,0,0.0,0.0,False,-0.04876884109122617,9,2.9990000000000006,39636,66,0,0.0,3253.293343927349,False,-0.14332419814882544,0.3125,215439,0.0,0.0,14,0,0,15,12,12.0,26,41,43,259.0,82.0,21,19,43,293,1.542641152977012,54.45870387973264
35,43,0,0,0,10.0,20,10.0,4.986578137102615,16,5.6875,17.2632707889194,11,12.727272727272727,49.29232339283862,0,,40.999999999999986,8,41.0,6,3.0770000000000004,6377,361,0,0.0,3610.0,False,-0.4790857579423187,10,3.2790000000000004,7990,359,0,0.0,3590.0,False,-0.37702934997135035,0,0.2,23164,15,149,1.0,2647.0260196055297,False,0.1103433848645491,0,0.254,21039,7,301,1.0,5231.150554424457,False,0.07257528236203087,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36168,1,98,1.0,4847.910963287104,False,0.11055986997535412,0,1.5950000000000002,45817,0,0,0.0,0.0,False,-0.04876884109122617,8,3.0700000000000007,39524,66,0,0.0,3253.293343927349,False,-0.14564948984836454,0.375,214829,0.0,0.0,13,0,0,24,9,9.0,21,45,36,311.0,87.0,23,20,36,340,1.384807706985157,55.843511586717796
36,36,0,0,0,10.0,20,10.0,4.920033583633628,30,4.533333333333333,17.172963181188642,7,16.428571428571427,49.13052566121424,4,47.0,40.999999999999986,20,41.0,20,3.271000000000001,5840,375,0,0.0,3750.0,False,-0.5088177245813968,10,3.3690000000000007,7820,365,0,0.0,3650.0,False,-0.3859425733749284,0,0.2,23157,26,153,1.0,2755.3842398963366,False,0.11248263897470615,0,0.254,21025,6,310,1.0,5353.138787670281,False,0.07470614826494693,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36241,0,102,0.8,5011.313617443853,False,0.11501170672581086,9,1.6850000000000003,45493,0,4,0.4,163.99999999999994,False,-0.053793132084873144,11,3.172,39342,66,0,0.0,3242.61469364014,False,-0.149538941435451,0.4,213668,0.0,0.0,14,0,0,12,19,19.0,24,36,42,227.0,70.0,17,19,42,503,1.2310194380115718,57.07453102472937
37,42,0,0,0,10.0,20,10.0,4.816274639688732,5,1.0,17.38952659962977,1,30.0,49.5189373205013,10,51.5,40.999999999999986,20,41.0,5,3.3010000000000015,5640,387,0,0.0,3870.0,False,-0.5177309479849749,0,3.3590000000000004,7740,373,0,0.0,3730.0,False,-0.38848920863309355,0,0.2,23157,16,163,1.0,2911.553229974673,False,0.11602324362869933,0,0.254,21050,1,319,1.0,5552.075259921586,False,0.08034994241229675,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,36726,0,93,0.1,4605.261170806621,False,0.12312606001160611,7,1.7460000000000002,45333,0,5,0.5,204.99999999999994,False,-0.05668936594278121,9,3.251000000000001,38925,71,0,0.0,3515.844549755592,False,-0.1553601653681477,0.325,213321,0.0,0.0,15,0,0,12,10,10.0,32,44,39,293.0,85.0,22,20,39,909,1.3734099250286818,58.44794094975805
38,39,0,0,0,10.0,20,10.0,4.677727360470796,20,3.5,17.653624535248472,6,20.0,49.77088562860317,8,51.5,40.999999999999986,17,41.0,15,3.446000000000001,5245,399,0,0.0,3990.0,False,-0.539059018272108,5,3.4090000000000007,7610,381,0,0.0,3810.0,False,-0.3942191379639651,0,0.2,23177,16,169,1.0,3058.3061842245243,False,0.12025723642478739,0,0.254,21080,1,327,1.0,5777.412950386722,False,0.08681901129923647,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37018,0,91,0.6,4529.150592202888,False,0.13043382147054516,1,1.749,45342,0,4,0.4,163.99999999999994,False,-0.0569281235726446,11,3.3520000000000008,38511,75,0,0.0,3732.8164221452375,False,-0.16170310569545704,0.375,212733,0.0,0.0,18,0,0,17,12,12.0,23,40,44,240.0,77.0,19,20,44,937,1.4071760150254704,59.85511696478352
39,44,0,0,0,10.0,20,10.0,4.818542701652865,28,5.678571428571429,17.08373309833787,5,11.0,49.58802933234731,4,47.0,40.99999999999999,11,41.0,8,3.511000000000001,5013,409,0,0.0,4090.0,False,-0.5506462086967594,20,3.6040000000000005,7205,391,0,0.0,3910.0,False,-0.4168205258801808,0,0.2,23192,11,174,1.0,3025.5735288289707,False,0.12019528268860462,0,0.254,20961,14,337,1.0,5824.677651963002,False,0.08249473229262266,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37151,0,92,0.5,4562.098698575953,False,0.13473523307303528,0,1.7480000000000004,45154,0,8,0.4,327.99999999999994,False,-0.0591288460739941,11,3.451000000000001,38325,75,0,0.0,3719.1021999260483,False,-0.16570711497813767,0.3625,211751,0.0,0.0,12,0,0,20,12,12.0,23,43,45,321.0,90.0,23,21,45,443,1.5345674940035678,61.38968445878709
40,45,0,0,0,9.999999999999998,20,10.0,4.986846461485154,11,7.7272727272727275,17.109316232612258,6,17.333333333333332,49.370738008973,5,47.0,40.99999999999999,13,41.0,1,3.5130000000000003,4911,418,0,0.0,4179.999999999999,False,-0.5542751639396447,10,3.6840000000000006,6985,402,0,0.0,4019.999999999999,False,-0.42732539632011207,0,0.2,23256,6,178,1.0,3075.3793681738925,False,0.12422642985793711,0,0.254,20916,10,347,1.0,5986.801197331305,False,0.08412989020883523,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37282,0,93,0.6,4591.478634834489,False,0.1389277501415035,0,1.7480000000000004,44919,0,13,0.5,532.9999999999999,False,-0.06187974920068098,13,3.5700000000000007,38077,75,0,0.0,3702.805350672975,False,-0.17102514895701348,0.3875,211096,0.0,0.0,15,0,0,20,11,11.0,26,46,43,337.0,90.0,24,21,43,539,2.4413730379892513,63.83105749677634
41,43,0,0,0,9.999999999999998,20,10.0,4.998695751815403,21,5.095238095238095,17.57526519405285,6,21.666666666666668,49.370738008973,0,,40.99999999999999,14,41.0,11,3.6220000000000008,4656,425,0,0.0,4249.999999999999,False,-0.5682816578595531,10,3.7740000000000005,6745,415,0,0.0,4149.999999999999,False,-0.43846692557458455,0,0.2,23291,10,183,1.0,3266.260488029826,False,0.13014102856692264,0,0.254,20904,7,356,1.0,6291.785279345523,False,0.09050025572108289,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37152,0,99,0.6,4887.703062888327,False,0.13944896493364492,0,1.7480000000000004,45206,0,6,0.0,245.99999999999994,False,-0.05890046921064651,7,3.627000000000001,37987,75,0,0.0,3702.805350672975,False,-0.1728936869298574,0.325,210691,0.0,0.0,21,0,0,14,9,9.0,28,42,46,263.0,106.0,19,24,46,617,1.3744581280043349,65.20551562478067
42,46,0,0,0,9.999999999999998,20,10.0,5.135462636668315,10,7.5,17.80613834335788,1,30.0,49.370738008973,0,,40.99999999999999,14,41.0,0,3.6110000000000007,4576,433,0,0.0,4329.999999999999,False,-0.5708282931177182,10,3.8640000000000008,6510,427,0,0.0,4269.999999999999,False,-0.4496084548290571,0,0.2,23251,5,193,1.0,3462.2620134514123,False,0.13277097155734593,0,0.254,20899,2,365,1.0,6509.511420598963,False,0.0952097447310911,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37122,0,100,0.1,4937.0738008973,False,0.13929602591219134,0,1.7480000000000004,45411,0,1,0.0,40.99999999999999,False,-0.05677241207490761,9,3.710000000000001,37857,75,0,0.0,3702.805350672975,False,-0.17559268622396526,0.2625,210376,0.0,0.0,15,0,0,14,7,7.0,16,30,45,293.0,110.0,20,26,45,435,1.6468175490153953,66.85233317379607
43,45,0,0,0,9.999999999999998,20,10.0,5.063253650298362,14,4.214285714285714,18.05280460748628,1,30.0,49.370738008973,0,,40.99999999999999,14,41.0,9,3.701000000000001,4344,441,0,0.0,4409.999999999999,False,-0.5830521423569109,5,3.904000000000001,6345,439,0,0.0,4389.999999999999,False,-0.4562933723817406,0,0.2,23208,3,203,1.0,3679.90909627061,False,0.1357556247454115,0,0.254,20913,0,372,0.8,6715.643313984896,False,0.10051789503003754,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37092,0,101,0.1,4986.444538906273,False,0.13914308689073776,7,1.8180000000000003,45366,0,0,0.0,0.0,False,-0.05813229248847735,6,3.761000000000001,37783,75,0,0.0,3702.805350672975,False,-0.1771290396683036,0.23750000000000002,209801,0.0,0.0,12,0,0,17,11,11.0,10,27,36,321.0,104.0,20,25,36,271,1.653074141999241,68.50540731579531
44,36,0,0,0,9.999999999999998,20,10.0,5.249903195398225,20,6.75,17.59100467974007,6,14.166666666666666,47.52123732180704,6,31.0,41.0,15,41.0,5,3.742000000000001,4189,450,0,0.0,4499.999999999999,False,-0.5900553893168651,15,4.049,6040,450,0,0.0,4499.999999999999,False,-0.47220984274527283,0,0.2,23223,0,206,0.8,3623.7469640264544,False,0.13516248671502795,0,0.254,20848,5,381,1.0,6728.422298957958,False,0.0978603042295719,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37193,0,101,0.6,4799.644969502511,False,0.13936179812233823,7,1.8810000000000002,45088,0,6,0.6,246.0,False,-0.0613503301083752,8,3.835000000000001,37671,75,0,0.0,3564.0927991355284,False,-0.18089427397816377,0.375,209002,0.0,0.0,14,0,0,14,14,14.0,15,29,36,257.0,62.0,20,16,36,471,1.4204589470173232,69.92586626281263
45,36,0,0,0,10.0,20,10.0,5.158583817427248,18,4.333333333333333,17.19160341395153,6,14.166666666666666,47.86197221001692,2,57.0,41.0,15,41.0,8,3.8170000000000015,3959,459,0,0.0,4590.0,False,-0.601833577385879,10,4.134,5810,461,0,0.0,4610.0,False,-0.4833513719997453,0,0.2,23235,3,211,1.0,3642.9040717960543,False,0.1361409284437302,0,0.254,20843,0,390,1.0,6704.725331441096,False,0.09709633924551327,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37222,0,105,0.6,5025.507082051777,False,0.14344614506549314,0,1.8740000000000003,45334,0,0,0.0,0.0,False,-0.058796661545488516,9,3.9170000000000007,37421,77,0,0.0,3685.371860171303,False,-0.18482568762019574,0.325,208574,0.0,0.0,17,0,0,12,10,10.0,15,27,40,234.0,83.0,18,18,40,645,1.290612754994072,71.2164790178067
46,40,0,0,0,10.0,20,10.0,5.254824799274721,21,6.0,17.091388817144544,7,16.428571428571427,47.91240903043412,6,48.333333333333336,41.0,20,41.0,11,3.9190000000000005,3717,467,0,0.0,4670.0,False,-0.6146940854396129,10,4.224000000000001,5575,473,0,0.0,4730.0,False,-0.49449290125421785,0,0.2,23237,1,216,1.0,3696.994809302496,False,0.1374579398136958,0,0.254,20830,3,398,1.0,6818.137223621353,False,0.09907810881521154,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37397,0,106,0.7,5078.715357226017,False,0.14924770298166926,7,1.9440000000000002,45013,0,5,0.5,205.0,False,-0.06333305651289291,13,4.038,37120,78,0,0.0,3737.1679043738613,False,-0.19053722642139834,0.4,207639,0.0,0.0,16,0,0,12,17,17.0,6,18,43,230.0,94.0,18,22,43,605,1.3734410249744542,72.58992004278116
47,43,0,0,0,10.0,20,10.0,5.271424430396701,12,5.5,17.006981248909455,7,16.428571428571427,48.74538267566508,8,54.0,41.00000000000001,16,41.0,7,3.9780000000000015,3489,480,0,0.0,4800.0,False,-0.6250716241166359,5,4.264000000000001,5460,480,0,0.0,4800.0,False,-0.49958617177054815,0,0.2,23262,1,220,1.0,3746.8072991904764,False,0.1397208510744191,0,0.254,20854,0,402,0.5,6836.8064620616005,False,0.10058960873450619,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37714,0,105,0.7,5118.265180944833,False,0.15893906735172417,4,1.977,44988,0,4,0.4,164.00000000000003,False,-0.06427770626583067,7,4.095000000000001,36782,82,0,0.0,3997.121379404536,False,-0.19485610825681463,0.325,207299,0.0,0.0,17,0,0,15,11,11.0,7,22,43,306.0,100.0,22,21,43,952,1.3932909840368666,73.98321102681803
48,43,0,0,0,10.0,20,10.0,5.382935545354613,11,7.0,17.006981248909455,0,,49.54048808921331,4,60.0,41.00000000000001,20,41.0,1,3.9810000000000008,3374,490,0,0.0,4900.0,False,-0.6292099064111543,10,4.359000000000001,5245,490,0,0.0,4900.0,False,-0.5100910422104794,0,0.2,23222,0,226,0.6,3843.5777622535365,False,0.14010106471056358,0,0.254,20817,0,408,0.6,6938.848349555057,False,0.10122536386948083,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,37954,0,101,0.0,5003.589297010544,False,0.1641955294533892,10,2.0730000000000004,44996,0,0,0.0,0.0,False,-0.065814059710169,6,4.148000000000001,36472,86,0,0.0,4260.481975672345,False,-0.19855829863729244,0.15,206830,0.0,0.0,12,0,0,11,12,11.333333333333334,8,19,40,244.0,92.0,19,24,40,522,1.3411552149918862,75.32436624180991
49,40,0,0,0,10.0,20,10.0,5.093426577579695,26,3.3846153846153846,16.85684595036666,4,15.0,49.19576709311683,8,47.0,41.000000000000014,9,41.0,21,4.19,2865,498,0,0.0,4980.0,False,-0.6590692048131407,5,4.399000000000001,5080,502,0,0.0,5020.0,False,-0.5167759597631629,0,0.2,23204,1,233,1.0,3932.738533013012,False,0.14130630572714728,0,0.254,20807,5,417,1.0,7054.771894190796,False,0.10340010642492961,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,38270,0,97,0.4,4771.989408032332,False,0.16995668212996157,0,2.063,44620,0,8,0.8,328.0000000000001,False,-0.070215504712868,9,4.232000000000001,36338,86,0,0.0,4230.835970008047,False,-0.20164809232645386,0.4,205934,0.0,0.0,15,0,0,12,11,11.0,5,17,36,237.0,87.0,17,23,36,636,1.052389206015505,76.37675544782542
50,36,0,0,0,10.0,20,10.0,5.124438633135677,16,5.4375,17.381270046354093,2,30.0,49.19576709311683,0,,41.00000000000002,16,41.0,6,4.229000000000001,2671,508,0,0.0,5080.0,False,-0.6682370917425352,10,4.494000000000001,4865,512,0,0.0,5120.0,False,-0.5272808302030941,0,0.2,23192,0,239,0.7,4154.1235410786285,False,0.1457813444517691,0,0.254,20792,5,426,1.0,7430.0432329125215,False,0.11122796846178738,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,38210,0,99,0.2,4870.380942218566,False,0.16964576895278502,0,2.0630000000000006,44948,0,0,0.0,0.0,False,-0.06681061329568576,8,4.303000000000001,36230,86,0,0.0,4230.835970008047,False,-0.20389033789386654,0.2375,205658,0.0,0.0,16,0,0,7,8,8.0,7,14,35,193.0,86.0,14,22,35,588,1.1976051459787413,77.57436059380416
51,35,0,0,0,10.000000000000002,20,10.0,5.042424467130786,26,4.538461538461538,17.157349429567308,7,15.714285714285714,49.19576709311683,0,,41.000000000000014,20,41.0,16,4.383000000000001,2241,521,0,0.0,5210.000000000001,False,-0.6914751384732921,10,4.5840000000000005,4685,519,0,0.0,5190.000000000001,False,-0.5365123830139428,0,0.2,23217,0,243,1.0,4169.235911384856,False,0.1472575476418078,0,0.254,20759,11,435,1.0,7518.913671000217,False,0.11174647843929039,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,38100,0,106,0.7,5214.751311870384,False,0.17143527067439396,12,2.1830000000000007,44730,0,0,0.0,0.0,False,-0.07133662749657435,8,4.375000000000001,36124,86,0,0.0,4230.835970008047,False,-0.20609106039521605,0.3375,204606,0.0,0.0,14,0,0,8,17,17.0,5,13,34,176.0,87.0,13,22,34,310,0.916968512989115,78.49132910679327
52,34,0,0,0,10.000000000000002,20,10.0,5.049636738258564,16,5.125,16.81814511606051,6,14.166666666666666,49.19576709311683,0,,41.000000000000014,16,41.0,6,4.4270000000000005,2057,529,0,0.0,5290.000000000001,False,-0.7006430254026867,10,4.674,4450,531,0,0.0,5310.000000000001,False,-0.5476539122684153,0,0.2,23234,0,245,0.7,4120.445553434825,False,0.14692222620465276,0,0.254,20745,10,444,1.0,7517.752798913452,False,0.11108535410613617,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,38015,0,112,0.6,5509.9259144290845,False,0.17323634409250482,9,2.2610000000000006,44598,0,0,0.0,0.0,False,-0.07407714985674542,7,4.437000000000001,36038,86,0,0.0,4230.835970008047,False,-0.20787655223593357,0.2875,203887,0.0,0.0,13,0,0,6,14,14.0,4,10,37,159.0,77.0,10,24,37,285,0.7976922949892469,79.28902140178252
53,37,0,0,0,10.000000000000002,20,10.0,5.152828478203599,13,6.461538461538462,17.12054244098578,5,20.0,49.399394641250126,8,50.75,41.00000000000002,8,41.0,3,4.451000000000001,1893,541,0,0.0,5410.000000000001,False,-0.707264277073916,10,4.764000000000001,4255,539,0,0.0,5390.000000000001,False,-0.5575221238938053,0,0.2,23294,0,245,0.5,4194.532898041516,False,0.15132250154261165,0,0.254,20701,8,454,1.0,7813.948896033173,False,0.11580549777893291,0,0.2,34750,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,38321,0,109,0.5,5384.534015896264,False,0.18023789950929878,1,2.262000000000001,44308,0,6,0.6,246.0000000000001,False,-0.07754432587302246,7,4.500000000000001,35822,88,0,0.0,4347.146728430011,False,-0.21115364854430493,0.325,203344,0.0,0.0,14,0,0,8,9,9.0,4,12,23,177.0,90.0,12,25,23,706,0.6932263249764219,79.98224772675894
