index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,20.943840073444242,12,23.0,34.075456560801555,0,,34.32644431935759,8,66.5,43.000000000000014,20,43.0,0,0.29000000000000004,29957,1,105,1.0,2209.1032077116456,False,0.05755853065458525,0,0.2,30076,9,93,1.0,2037.7771268303145,False,0.05869356043087248,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,43495,106,38,1.0,3514.9143970955483,False,0.0345074000079504,5,1.33,54278,0,0,0.0,0.0,False,-0.0676766635748394,0,1.1,57664,0,27,0.9,926.8139966226549,False,-0.0015560995171368045,9,2.342000000000001,76096,298,0,0.0,10229.280407168562,False,-0.07391050262755694,11,2.218000000000001,74736,224,0,0.0,7689.1235275361005,False,-0.10390273042275174,0.4875,410644,0.0,0.0,11,0,0,4,12,12.0,26,30,26,157.0,101.0,10,25,26,668,4.682205523015,182.01611259073252
27,26,0,0,0,10.000000000000002,20,10.0,21.10464960439357,11,23.0,33.74174006727275,21,31.285714285714285,36.46597808059773,30,51.7,43.000000000000014,20,43.0,0,0.29000000000000004,30110,1,104,1.0,2204.883558856931,False,0.06269591704158753,0,0.2,29976,9,103,1.0,2263.7789092525377,False,0.05913620423636469,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,43899,107,27,1.0,3169.224489486476,False,0.03979178942329596,6,1.3850000000000002,53810,6,10,1.0,567.1102212096138,False,-0.07084483990166601,0,1.1000000000000003,58775,0,8,0.5,291.72782464478183,False,0.012072965617547685,5,2.383000000000001,74811,323,0,0.0,11778.510920033066,False,-0.07973069994963587,15,2.3570000000000007,74085,229,0,0.0,8350.70898045688,False,-0.10755422968767465,0.5625,409808,0.0,0.0,13,0,0,7,12,12.0,23,30,29,124.0,59.0,9,17,29,2286,4.371356672956608,186.38746926368913
28,29,0,0,0,10.000000000000002,20,10.0,21.10464960439357,0,,33.85744427604986,16,35.0,36.87331484225575,34,39.5,43.000000000000014,20,43.0,0,0.29000000000000004,29980,4,114,1.0,2445.9300549008667,False,0.062373260272051846,0,0.2,29906,6,113,1.0,2444.825405296473,False,0.05983496314896457,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44459,97,21,1.0,2758.1573414232234,False,0.04789517570152054,3,1.4090000000000003,53441,12,10,1.0,775.0224797351559,False,-0.07539745027538601,13,1.2300000000000002,59271,0,0,0.0,0.0,False,0.018087189529011647,7,2.448000000000001,73608,349,0,0.0,12868.786879947258,False,-0.08723266158858696,13,2.4720000000000004,73610,237,0,0.0,8738.975617614613,False,-0.11075710659116793,0.5,408617,0.0,0.0,12,0,0,8,11,10.219047619047618,25,33,35,218.0,75.0,14,15,35,984,5.08428663801169,191.47175590170082
29,35,0,0,0,10.000000000000002,20,10.0,20.519788641281366,27,17.77777777777778,33.246173583079695,7,19.571428571428573,36.926115266594636,14,37.785714285714285,43.000000000000014,20,43.0,0,0.29000000000000004,30326,5,100,1.0,2101.9788641281366,False,0.06829830213694008,0,0.2,29840,5,120,1.0,2512.374636953764,False,0.05873777939044912,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44116,114,24,1.0,3137.164071099988,False,0.04438611973458602,4,1.4460000000000002,53705,8,10,1.0,635.230541330584,False,-0.07206336063304658,0,1.2170000000000003,59235,0,1,0.1,36.926115266594636,False,0.017785960658787663,10,2.5410000000000004,73194,354,0,0.0,13071.844804374501,False,-0.09079594031169035,10,2.5590000000000006,73162,246,0,0.0,9083.824355582281,False,-0.11389964674324755,0.5125,407920,0.0,0.0,19,0,0,6,12,11.444444444444445,30,36,31,225.0,94.0,15,20,31,1067,5.08134280401282,196.55309870571364
30,31,0,0,0,10.000000000000002,20,10.0,20.519788641281366,0,,33.246173583079695,0,,36.66888533689834,3,18.0,43.000000000000014,20,43.0,0,0.29000000000000004,30226,5,110,1.0,2307.1767505409503,False,0.06838678884854026,0,0.2,29740,5,130,1.0,2717.5725233665776,False,0.058826266102049295,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44116,104,34,1.0,3264.427920517972,False,0.04584079647621308,0,1.4420000000000002,53759,0,15,0.8,550.0332800534751,False,-0.07186752138467929,0,1.217,59235,0,1,0.0,36.66888533689834,False,0.01778375146292296,10,2.6310000000000007,72984,357,0,0.0,13090.792065272708,False,-0.09308265254941889,10,2.6490000000000005,72992,246,0,0.0,9020.545792876992,False,-0.11619905012499997,0.475,407394,0.0,0.0,10,0,0,10,10,10.0,27,37,35,205.0,59.0,15,16,35,254,5.185058851027861,201.7381575567415
31,35,0,0,0,10.000000000000002,20,10.0,20.63802741178655,12,22.0,32.625550933819596,7,19.571428571428573,36.8228894923223,9,40.22222222222222,43.000000000000014,20,43.0,0,0.29000000000000004,30156,2,120,1.0,2496.563289414386,False,0.06922752527006887,0,0.2,29874,8,128,1.0,2721.6675087086783,False,0.06345830085302981,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,43989,106,37,1.0,3394.7762902006993,False,0.04442740884485168,0,1.4420000000000002,54085,0,7,0.1,257.76022644625607,False,-0.06877803921084319,0,1.2170000000000003,59134,0,7,0.6,257.76022644625607,False,0.017947715710315212,8,2.701000000000001,72790,362,0,0.0,13329.885996220672,False,-0.0939316813607817,12,2.7590000000000003,72496,250,0,0.0,9205.722373080574,False,-0.12079937523901504,0.4625,406866,0.0,0.0,16,0,0,12,9,9.0,23,35,23,220.0,73.0,15,20,23,963,5.622448616020847,207.36060617276235
32,23,0,0,0,10.000000000000002,20,10.0,20.915537631487624,18,23.0,31.63545906726357,18,24.0,36.17956278956007,18,29.5,43.00000000000001,20,43.0,0,0.29000000000000004,30106,0,127,0.7,2656.2732791989283,False,0.07024400393583681,0,0.2,30138,13,120,1.0,2639.864515778515,False,0.07105417785874696,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44007,114,29,1.0,3301.7996029402325,False,0.04377614250211723,2,1.4620000000000002,54255,0,0,0.0,0.0,False,-0.06807173039266207,2,1.2370000000000003,58899,8,10,1.0,614.8793004337093,False,0.01697824814004007,7,2.763000000000001,72697,362,0,0.0,13097.001729820746,False,-0.09632006494423244,13,2.8770000000000007,71704,268,0,0.0,9696.1228276021,False,-0.12703483312273592,0.4625,406148,0.0,0.0,11,0,0,8,14,12.444444444444445,24,32,32,122.0,36.0,11,12,32,1046,4.721093580010347,212.0816997527727
33,32,0,0,0,10.000000000000002,20,10.0,20.915537631487624,0,,32.1817036294509,16,37.0,37.83511342039651,26,49.57692307692308,43.00000000000001,20,43.0,0,0.29000000000000004,30016,0,136,0.9,2844.5131178823167,False,0.07038427560999479,0,0.2,30028,14,130,1.0,2859.0198920933913,False,0.0710397993274555,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44599,104,23,1.0,2915.3950971520835,False,0.05289297827254741,26,1.7200000000000002,54303,0,0,0.0,0.0,False,-0.06724724312068432,0,1.235,58307,14,20,1.0,1207.2461192202427,False,0.011897060352642192,12,2.876000000000001,71188,388,0,0.0,14680.024007113847,False,-0.1045019841769269,8,2.944000000000001,71588,268,0,0.0,10139.810396666264,False,-0.12582783836230066,0.4875,404371,0.0,0.0,12,0,0,13,12,12.0,24,37,25,245.0,52.0,18,14,25,792,5.568258474988397,217.6499582277611
34,25,0,0,0,10.000000000000002,20,10.0,20.915537631487624,0,,32.408952581684765,7,37.0,38.063138177496576,13,41.38461538461539,43.00000000000001,20,43.0,0,0.29000000000000004,29906,1,146,1.0,3063.668494197193,False,0.07036989707870332,0,0.2,29938,13,140,1.0,3058.175268408267,False,0.07136589269020918,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44858,94,26,1.0,2808.6933044836405,False,0.05759428142198333,0,1.6940000000000004,54044,0,7,0.7,266.44196724247604,False,-0.06940772641414622,0,1.235,58845,4,17,1.0,776.7091593441809,False,0.01744056098924892,11,2.9740000000000006,70595,399,0,0.0,15187.192132821134,False,-0.10837253037437206,9,3.026000000000001,71317,270,0,0.0,10277.047307924075,False,-0.12813570617659492,0.5875,403845,0.0,0.0,13,0,0,5,10,10.0,27,32,28,177.0,57.0,11,14,28,997,4.698070815997198,222.3480290437583
35,28,0,0,0,10.0,20,10.0,21.224569962944763,24,23.0,32.43563651314812,1,36.0,38.99199198592589,21,47.04761904761905,43.0,20,43.0,0,0.29000000000000004,30042,5,144,1.0,3106.338074664046,False,0.07572670448170044,0,0.2,30154,9,138,1.0,3018.9906548863773,False,0.07805302262242314,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44342,108,35,1.0,3427.500833958218,False,0.052871326085981905,0,1.694,54344,0,1,0.0,38.99199198592589,False,-0.06620811439772988,0,1.235,59497,0,7,0.5,272.94394390148125,False,0.024313304681554522,10,3.063000000000001,69783,415,0,0.0,16181.676674159246,False,-0.11196188549605869,10,3.1170000000000004,70815,275,0,0.0,10722.79779612962,False,-0.13131871894739755,0.4375,403319,0.0,0.0,19,0,0,6,10,10.0,26,32,26,206.0,63.0,12,16,26,1776,4.004852262034547,226.35288130579283
36,26,0,0,0,10.0,20,10.0,21.224569962944763,0,,32.43563651314812,0,,38.88510460571403,4,34.0,43.0,20,43.0,0,0.29000000000000004,29962,3,154,1.0,3298.5837742934937,False,0.07627564220308292,0,0.2,30034,11,148,1.0,3251.236354515825,False,0.0779210165557152,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44342,98,45,1.0,3539.611499460252,False,0.05415279586974206,0,1.6940000000000004,54344,0,1,0.0,38.88510460571403,False,-0.06620903239027698,0,1.235,59633,0,3,0.0,116.65531381714209,False,0.025307081261956303,12,3.173000000000001,69560,415,0,0.0,16137.318411371321,False,-0.11475779768182205,8,3.1870000000000007,70587,279,0,0.0,10848.944184994214,False,-0.13319946982054115,0.375,402804,0.0,0.0,13,0,0,5,9,9.0,28,33,27,216.0,48.0,13,13,27,336,4.524980481015518,230.87786178680835
37,27,0,0,0,10.0,20,10.0,21.60701051584385,40,23.0,32.141137355860714,26,30.76923076923077,40.898084358298846,24,55.0,43.0,20,43.0,0,0.29000000000000004,29862,3,164,1.0,3573.5497245983915,False,0.07755183215754304,0,0.2,30854,11,118,1.0,2659.6272408695745,False,0.09576839809454178,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44222,128,29,1.0,3697.7903293479735,False,0.05321754714294831,6,1.7540000000000002,53774,9,10,1.0,698.2510797857349,False,-0.07033691401468842,14,1.3750000000000002,59890,0,7,0.7,286.28659050809193,False,0.03117838632818113,11,3.2710000000000004,69369,415,0,0.0,16972.70500869402,False,-0.1121726895914449,9,3.269000000000001,69138,303,0,0.0,12392.11956056455,False,-0.1409243741700238,0.5875,401451,0.0,0.0,17,0,0,7,12,11.107142857142858,28,35,29,192.0,51.0,12,15,29,1920,4.7708381010452285,235.64869988785358
38,29,0,0,0,10.0,20,10.0,21.68565482618657,10,23.0,32.141137355860714,0,,40.3803755829198,4,18.0,42.99999999999999,20,43.0,0,0.29000000000000004,30012,1,164,1.0,3566.4473914945975,False,0.08253800332802083,0,0.2,30734,13,128,1.0,2905.763817751881,False,0.09587286469224544,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,43992,128,39,1.0,4029.268174630449,False,0.05174848746805711,0,1.748,53846,0,15,0.9,605.705633743797,False,-0.0698950012561081,0,1.3610000000000002,59890,0,7,0.0,282.6626290804386,False,0.031147262264939034,7,3.330000000000001,69204,419,0,0.0,16919.377369243393,False,-0.11435833730988351,13,3.390000000000001,68884,303,0,0.0,12235.253801624698,False,-0.14471528872859155,0.4875,400904,0.0,0.0,12,0,0,6,10,10.0,30,36,25,211.0,54.0,15,14,25,502,5.010128520021681,240.65882840787526
39,25,0,0,0,10.0,20,10.0,21.68565482618657,0,,31.586864809729562,16,27.0,41.65508450413401,26,49.46153846153846,42.99999999999999,20,43.0,0,0.29000000000000004,29882,4,174,1.0,3813.3039397564635,False,0.08231425453264214,0,0.2,30664,10,138,1.0,3092.6203660137467,False,0.0966705315790022,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,44424,118,33,1.0,3601.273808211091,False,0.056732206389720506,0,1.7480000000000004,54400,0,4,0.3,166.62033801653604,False,-0.06415008813411197,5,1.4110000000000005,59985,3,10,1.0,511.3114394705288,False,0.03474278951072292,12,3.443000000000001,68034,440,0,0.0,18328.237181818964,False,-0.11966748858607994,8,3.4570000000000007,68439,308,0,0.0,12829.766027273276,False,-0.14640009335359405,0.5375,400170,0.0,0.0,18,0,0,12,11,10.416666666666668,22,34,25,169.0,30.0,15,10,25,1294,4.878846966021229,245.5376753738965
40,25,0,0,0,9.999999999999998,20,10.0,21.798692308938044,15,23.0,32.57358163349324,30,36.96666666666667,41.65508450413401,0,,43.0,20,43.0,0,0.29000000000000004,30012,4,174,1.0,3832.9724617552197,False,0.08707521810212829,0,0.2,30679,10,143,1.0,3217.21300017814,False,0.09930225392697117,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3340000000000003,45188,123,13,1.0,3104.695715234792,False,0.0685217716575771,0,1.7480000000000004,53291,20,14,1.0,1234.642815727741,False,-0.07402656553189958,0,1.4060000000000001,59985,0,13,0.3,541.5160985537422,False,0.03500219947914508,10,3.531000000000001,67871,440,0,0.0,18328.237181818964,False,-0.12152626703793415,10,3.549000000000001,68271,308,0,0.0,12829.766027273276,False,-0.14831588954937017,0.5375,399639,0.0,0.0,17,0,0,14,10,10.0,23,37,31,212.0,27.0,16,9,31,1654,5.234669361030683,250.77234473492717
41,31,0,0,0,9.999999999999998,20,10.0,21.81625112473332,15,22.0,31.780759544466065,15,24.0,41.92200045713291,32,43.3125,42.99999999999999,20,43.0,0,0.29000000000000004,30232,5,169,1.0,3736.946440079931,False,0.09293089169725126,0,0.2,30589,9,153,1.0,3427.886422084198,False,0.09982442582963127,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,2,1.3540000000000003,45160,128,10,1.0,3110.287739410526,False,0.06794558831596519,12,1.8680000000000003,53941,10,10,1.0,737.0276000159897,False,-0.06713535676237595,0,1.4060000000000004,59817,5,17,1.0,871.5778054935897,False,0.03495119898908924,10,3.621000000000001,67630,444,0,0.0,18613.368202967013,False,-0.12264876954016891,10,3.6390000000000007,66797,336,0,0.0,14085.792153596658,False,-0.15796314285455546,0.625,398508,0.0,0.0,15,0,0,11,14,12.496969696969696,24,35,27,199.0,57.0,14,17,27,722,5.026492221979424,255.7988369569066
42,27,0,0,0,9.999999999999998,20,10.0,21.639994568804934,2,8.0,31.158835033456686,5,13.0,41.19345367994428,17,33.529411764705884,42.99999999999999,20,43.0,0,0.29000000000000004,30122,6,179,1.0,3933.559027816083,False,0.09253275386973685,0,0.2,30515,8,161,1.0,3564.0391255775944,False,0.0996227422555854,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,45209,120,15,1.0,3064.1818737584426,False,0.0685387590444007,7,1.9260000000000002,54209,0,10,1.0,411.93453679944275,False,-0.0653240017108159,0,1.4060000000000001,59752,0,27,1.0,1112.2232493584954,False,0.035901467324182285,8,3.691000000000001,67112,455,0,0.0,18743.021424374645,False,-0.12781655439279146,12,3.7490000000000006,66410,342,0,0.0,14088.161158540943,False,-0.16236280870238473,0.625,397671,0.0,0.0,13,0,0,7,13,12.333333333333332,26,33,28,183.0,47.0,13,14,28,593,5.217957985994872,261.01679494290147
43,28,0,0,0,9.999999999999998,20,10.0,21.639994568804934,0,,31.229052736535124,2,36.0,42.29475593402785,20,52.0,42.99999999999999,20,43.0,0,0.29000000000000004,30022,6,189,1.0,4149.958973504132,False,0.0928119398982692,0,0.2,30415,8,171,1.0,3780.4390712656436,False,0.09990192828411777,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,45281,110,23,1.0,3098.6676155088508,False,0.07057892251913278,5,1.9690000000000007,54748,0,1,0.1,42.29475593402785,False,-0.0592403143706927,0,1.4060000000000004,59976,0,23,0.1,972.7793864826405,False,0.03855147365490603,10,3.783000000000001,65908,475,0,0.0,20090.00906866323,False,-0.13386620747238498,10,3.8370000000000006,66244,342,0,0.0,14464.806529437525,False,-0.16210825086987687,0.4,396936,0.0,0.0,12,0,0,8,11,10.333333333333332,24,32,28,176.0,60.0,13,15,28,532,4.696307785983663,265.71310272888513
44,28,0,0,0,9.999999999999998,20,10.0,21.86519180273054,28,23.0,31.449079123468934,6,36.0,42.29475593402785,0,,42.99999999999999,20,43.0,0,0.29000000000000004,30175,6,188,1.0,4170.656058913341,False,0.09837349867068441,0,0.2,30706,8,164,1.0,3665.8914556478085,False,0.10785964821844357,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,44853,128,27,1.0,3647.86968708317,False,0.06707209938828129,0,1.9640000000000004,54640,0,4,0.3,169.1790237361114,False,-0.060005676734548485,0,1.4060000000000001,59868,0,26,0.3,1099.663654284724,False,0.037786111291050244,13,3.903000000000002,65652,475,0,0.0,20090.00906866323,False,-0.1367855159611867,7,3.8970000000000007,66147,342,0,0.0,14464.806529437525,False,-0.16321439510196192,0.45,396383,0.0,0.0,19,0,0,2,11,11.0,27,29,30,113.0,110.0,8,20,30,1060,4.831673485983629,270.54477621486876
45,30,0,0,0,10.0,20,10.0,21.985215795983056,18,23.0,31.449079123468934,0,,43.4643007070272,16,56.375,43.0,20,43.0,0,0.29000000000000004,30489,6,180,1.0,4017.3388432769502,False,0.10645430600382945,0,0.2,30606,8,174,1.0,3905.4275485010517,False,0.10853269463928793,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,44439,136,37,1.0,4153.605275822046,False,0.06338848816750162,2,1.9840000000000004,54900,0,0,0.0,0.0,False,-0.0569926826754612,0,1.4060000000000004,60428,0,16,0.0,695.4288113124352,False,0.04393339526703455,14,4.030000000000001,65115,480,0,0.0,20862.864339373056,False,-0.13850257526699672,6,3.950000000000001,65423,353,0,0.0,15342.898149580602,False,-0.166463884108125,0.375,395742,0.0,0.0,13,0,0,9,10,9.333333333333332,32,41,26,285.0,36.0,18,12,26,1174,5.456173691956792,276.00094990682555
46,26,0,0,0,10.0,20,10.0,21.986289914038398,12,22.0,31.944831848840575,19,35.0,41.93518038623403,14,23.0,43.0,20,43.0,0,0.29000000000000004,30389,6,190,1.0,4237.395083667296,False,0.10679573531148574,0,0.2,30770,8,172,1.0,3861.6418652146044,False,0.11337104397559841,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,44840,138,28,1.0,3928.563299904835,False,0.06998334933480602,0,1.9820000000000002,54235,9,10,1.0,706.8552905019055,False,-0.06234450435860127,0,1.4060000000000004,60750,0,2,0.0,83.87036077246806,False,0.04421201656508704,8,4.096,64807,492,0,0.0,20632.108750027142,False,-0.1433305846027737,12,4.064000000000001,65077,355,0,0.0,14886.98903711308,False,-0.1730090028901548,0.5,395210,0.0,0.0,15,0,0,7,9,9.0,25,32,23,135.0,45.0,11,15,23,1451,4.545592310023494,280.54654221684905
47,23,0,0,0,10.0,20,10.0,21.987313999682996,12,22.0,32.59255238804021,18,37.0,42.212279916381746,6,50.0,42.99999999999999,20,43.0,0,0.29000000000000004,30563,5,188,1.0,4183.615031940403,False,0.11180441646420626,0,0.2,30660,9,182,1.0,4091.691147942305,False,0.11354211889180325,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.3520000000000003,45242,140,20,1.0,3730.075007716424,False,0.07690459053695936,0,1.9820000000000004,53569,17,20,1.0,1398.3189889243185,False,-0.06784569214912636,4,1.4460000000000004,60886,0,0,0.0,0.0,False,0.045827750867429316,7,4.158000000000001,64411,498,0,0.0,21021.71539835811,False,-0.14562494071090792,13,4.182000000000001,64838,355,0,0.0,14985.35937031552,False,-0.17517356560281722,0.5,394511,0.0,0.0,10,0,0,10,10,9.666666666666666,25,35,27,152.0,24.0,15,8,27,1130,7.894052085001022,288.44059430185007
48,27,0,0,0,10.0,20,10.0,21.98828619098249,12,22.0,33.09085203253287,33,35.0,42.31947285000009,13,43.61538461538461,42.99999999999999,20,43.0,0,0.29000000000000004,30707,7,186,1.0,4159.821231522743,False,0.1163021557237197,0,0.2,30580,7,192,1.0,4291.750948668638,False,0.11422408070322154,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,13,1.482,45756,142,10,1.0,3453.245159444842,False,0.08549076605908186,0,1.9820000000000002,52981,40,17,1.0,2043.0651197513164,False,-0.07240831770456456,0,1.4420000000000002,60886,0,0,0.0,0.0,False,0.045827750867429316,12,4.271000000000001,64121,502,0,0.0,21244.375370700043,False,-0.14766241292991364,8,4.2490000000000006,64227,364,0,0.0,15404.288117400032,False,-0.17975249670779533,0.5,393600,0.0,0.0,16,0,0,8,11,10.393939393939394,21,29,28,126.0,51.0,10,17,28,1031,4.816527299000882,293.25712160085095
49,28,0,0,0,10.0,20,10.0,21.98828619098249,0,,33.28237688694721,16,35.0,45.69519612618987,59,54.45762711864407,42.99999999999999,20,43.0,0,0.29000000000000004,30617,6,196,1.0,4369.704093432568,False,0.11681086945341601,0,0.2,30470,8,202,1.0,4521.6338105784625,False,0.1143923225388727,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,6,1.5290000000000004,46142,132,10,1.0,3235.277546079161,False,0.09182357801338682,40,2.3820000000000006,53696,30,10,1.0,1455.4232678703152,False,-0.0651738013340349,2,1.4620000000000002,60346,6,10,1.0,656.6462225835819,False,0.04219181544010088,9,4.349000000000001,62707,526,0,0.0,24035.67316237587,False,-0.14787168064147319,11,4.351000000000001,62098,399,0,0.0,18232.38325434976,False,-0.1879054916392045,0.625,390418,0.0,0.0,10,0,0,12,15,13.666666666666668,21,33,31,147.0,47.0,14,14,31,200,5.138435481989291,298.39555708284024
50,31,0,0,0,10.0,20,10.0,22.067673744314657,12,23.0,33.28237688694721,0,,44.46267714493306,18,31.38888888888889,43.0,20,43.0,0,0.29000000000000004,30517,6,206,1.0,4605.94079132882,False,0.11742774831174996,0,0.2,30646,8,200,1.0,4493.534748862931,False,0.11990628083590844,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,45866,134,20,1.0,3622.715819477108,False,0.08994257160548091,1,2.3520000000000003,53944,20,10,1.0,1110.2743091882749,False,-0.06387823088058442,0,1.4600000000000002,60622,0,9,0.6,400.16409430439757,False,0.04472984381380676,8,4.420000000000001,62453,534,0,0.0,23743.069595394256,False,-0.15243654155798564,12,4.460000000000001,61452,409,0,0.0,18185.23495227762,False,-0.19554101313530528,0.575,389842,0.0,0.0,14,0,0,11,12,11.142857142857142,22,33,28,178.0,69.0,13,18,28,824,5.191103128017858,303.5866602108581
51,28,0,0,0,10.000000000000002,20,10.0,22.067673744314657,0,,33.71694231579212,19,37.0,43.70394770116766,18,35.77777777777778,42.99999999999999,20,43.0,0,0.29000000000000004,30397,8,216,1.0,4846.617528771966,False,0.117439268815702,0,0.2,30566,6,210,1.0,4694.211486306078,False,0.12059874512795055,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46569,124,11,1.0,3107.2779097687308,False,0.10012205278294505,0,2.3510000000000004,54016,10,16,1.0,1036.4325863766037,False,-0.06327568289552545,5,1.5100000000000002,60286,9,10,1.0,740.4919578538056,False,0.04188130782450282,6,4.472000000000001,62058,543,0,0.0,23731.243601734037,False,-0.15700837247563032,14,4.588000000000001,60846,418,0,0.0,18268.25013908808,False,-0.20197822983232178,0.625,389080,0.0,0.0,15,0,0,6,9,8.625,24,30,29,168.0,62.0,11,17,29,1291,4.329779878957197,307.9164400898153
52,29,0,0,0,10.000000000000002,20,10.0,22.142441759965564,12,23.0,33.032253070580026,5,13.0,47.3259953805648,44,62.59090909090909,43.0,20,43.0,0,0.29000000000000004,30277,10,226,1.0,5104.191837752218,False,0.11773844672895413,0,0.2,30762,4,208,1.0,4645.627886072837,False,0.1264449267316883,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46358,126,16,1.0,3318.4637108849415,False,0.0977123621023357,6,2.4110000000000005,55181,0,10,1.0,473.25995380564797,False,-0.04810144668482554,12,1.6250000000000002,61067,4,10,1.0,605.3889660879681,False,0.054136083050671316,7,4.536000000000001,61452,553,0,0.0,26171.275445452335,False,-0.15000641195632247,13,4.704000000000001,58342,452,0,0.0,21391.34991201529,False,-0.21272550567888016,0.625,387781,0.0,0.0,12,0,0,6,15,13.764705882352942,22,28,28,149.0,89.0,9,20,28,791,4.824643993983045,312.74108408379834
