index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,36,0,0,0,10.000000000000002,20,10.0,24.934547927813554,12,25.0,12.776505760674432,3,12.0,33.89448620460482,8,33.0,42.99999999999999,8,43.0,0,0.9560000000000002,45056,15,14,1.0,499.0836709893898,False,0.08826455851396066,0,0.2,39041,259,0,0.0,2590.0000000000005,False,-0.031106627272945643,2,0.7510000000000001,47257,148,0,0.0,3690.313093316406,False,-0.05643543214400347,1,0.8670000000000002,46485,168,0,0.0,4189.004051872677,False,-0.06647894798254507,0,0.8390000000000002,73734,0,2,0.2,67.78897240920963,False,0.0053546096927373716,0,0.623,73981,0,36,0.1,1220.2015033657735,False,0.016573775150703688,0,0.45200000000000007,96037,0,18,0.9,773.9999999999999,False,0.012527433293780386,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,516822,0.0,0.0,12,0,0,20,3,3.0,11,31,32,282.0,80.0,19,17,32,1108,2.0888230884447694,57.16255553532392
26,32,0,0,0,10.000000000000002,20,10.0,24.934547927813554,0,,12.750462940461071,2,12.0,33.37827089649209,10,29.2,43.0,9,43.0,0,0.9560000000000002,44956,15,24,1.0,748.4291502675253,False,0.08885721157631955,0,0.2,38941,269,0,0.0,2690.0000000000005,False,-0.032307655352982155,1,0.7590000000000001,47241,148,0,0.0,3690.313093316406,False,-0.05674289385541222,1,0.8760000000000001,46469,168,0,0.0,4189.004051872677,False,-0.06678640969395382,2,0.859,73828,0,2,0.2,66.75654179298418,False,0.006628664680020257,0,0.623,74077,0,30,0.0,1001.3481268947627,False,0.01639078791751118,0,0.45200000000000007,96132,0,19,1.0,817.0,False,0.013750774432695236,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,516875,0.0,0.0,10,0,0,17,3,2.5,13,30,29,261.0,77.0,17,15,29,683,1.819856925867498,58.982412461191416
27,29,0,0,0,10.000000000000002,20,10.0,24.934547927813554,0,,12.750462940461071,0,,33.677752159469954,14,35.42857142857143,43.0,10,43.0,0,0.9560000000000002,44876,13,34,1.0,977.7746295456609,False,0.08969007025468594,0,0.2,38821,281,0,0.0,2810.0000000000005,False,-0.03374888904902597,0,0.7580000000000002,47241,148,0,0.0,3690.313093316406,False,-0.05674289385541222,0,0.8750000000000002,46469,168,0,0.0,4189.004051872677,False,-0.06678640969395382,8,0.937,73788,0,0,0.0,0.0,False,0.005628620102214651,0,0.623,74277,0,26,0.0,875.6215561462188,False,0.01825977210321101,0,0.45200000000000007,96066,4,19,1.0,951.7110086378798,False,0.01376500828846637,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,516769,0.0,0.0,10,0,0,16,2,1.5,15,31,32,264.0,63.0,18,11,32,830,1.7693340545520186,60.751746515743434
28,32,0,0,0,10.000000000000002,20,10.0,25.073961154615322,22,26.0,12.723501669626755,2,12.0,32.52695771079079,10,22.6,43.0,10,43.0,0,0.9560000000000002,45338,14,22,1.0,691.6271454015371,False,0.09735085807933436,0,0.2,38731,290,0,0.0,2900.0000000000005,False,-0.034829814321058826,1,0.768,46939,159,0,0.0,3986.7598235838364,False,-0.05969792056357888,1,0.8850000000000002,46167,179,0,0.0,4488.239046676143,False,-0.06971464625880452,8,1.0090000000000001,73592,0,1,0.1,32.52695771079079,False,0.003179059337041209,0,0.623,74363,0,25,0.1,813.1739427697697,False,0.01900629603250263,0,0.45200000000000007,96270,4,19,1.0,947.1078308431631,False,0.01588299939538155,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,516631,0.0,0.0,14,0,0,13,3,3.0,13,26,36,222.0,81.0,14,18,36,1300,1.89042860083282,62.642175116576254
29,36,0,0,0,10.000000000000002,20,10.0,25.068526816299237,12,25.0,12.723501669626755,0,,31.642382186038446,15,26.533333333333335,42.99999999999999,9,43.0,0,0.9560000000000002,45548,13,20,1.0,631.3705363259847,False,0.10167147722041243,0,0.2,38621,301,0,0.0,3010.0000000000005,False,-0.03615094520909899,0,0.7670000000000001,46639,171,0,0.0,4286.718085587169,False,-0.06258077513415736,0,0.8840000000000001,46167,179,0,0.0,4487.266300117563,False,-0.0697239925813566,10,1.1010000000000002,73400,0,0,0.0,0.0,False,0.00034071550255536625,0,0.623,74563,0,21,0.0,664.4900259068074,False,0.02071884174382824,0,0.45200000000000007,96259,9,20,1.0,1144.7814396743458,False,0.016805354557204843,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,516428,0.0,0.0,12,0,0,16,1,0.9090909090909091,16,32,39,282.0,96.0,19,17,39,1087,2.0444290544837713,64.68660417106003
30,39,0,0,0,10.000000000000002,20,10.0,25.059605512272366,22,25.0,12.670010715671179,4,12.0,31.830088843482663,1,49.0,43.0,10,43.0,2,0.9760000000000002,45956,13,10,1.0,380.59605512272367,False,0.10845999441669331,0,0.2,38521,311,0,0.0,3110.0000000000005,False,-0.0373519732891355,2,0.7870000000000001,46331,182,0,0.0,4560.8482032335705,False,-0.06586552198126815,2,0.9040000000000004,45859,190,0,0.0,4761.325047331749,False,-0.07300942516831851,0,1.091,73376,0,2,0.2,63.660177686965326,False,0.0004474288087698759,0,0.623,74588,0,22,0.2,700.2619545566185,False,0.021303318259329653,0,0.452,96640,0,20,1.0,860.0,False,0.019310938664930537,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3,516502,0.0,0.0,11,0,0,16,5,4.181818181818182,14,30,41,279.0,149.0,18,21,41,954,2.226435055024922,66.91303922608495
31,41,0,0,0,10.000000000000002,20,10.0,24.77074500538505,57,24.0,12.732024954249294,15,12.933333333333334,32.81450047183648,5,49.2,43.0,11,43.0,47,1.4440000000000002,45657,14,10,1.0,387.7074500538505,False,0.10136325634808008,0,0.2,38431,320,0,0.0,3200.0000000000005,False,-0.03843289856116836,15,0.935,45179,220,0,0.0,5449.563901184711,False,-0.07946382615745202,0,0.9020000000000001,45403,209,0,0.0,5177.085706125476,False,-0.07777738132818195,0,1.0910000000000002,73426,0,1,0.0,32.81450047183648,False,0.0009186678056002656,0,0.623,74590,5,28,1.0,982.466137982668,False,0.02325360230311872,0,0.45200000000000007,96867,0,14,0.5,602.0,False,0.02034001533114217,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3125,514784,0.0,0.0,13,0,0,18,5,4.473684210526316,16,34,37,348.0,135.0,21,20,37,919,2.4700364703312516,69.3830756964162
32,37,0,0,0,10.000000000000002,20,10.0,24.909787909692085,24,26.0,12.773776773716317,15,12.933333333333334,32.81450047183648,0,,43.0,9,43.0,14,1.5370000000000001,45845,17,10,1.0,419.0978790969209,False,0.1062561297962687,0,0.2,38361,327,0,0.0,3270.0000000000005,False,-0.03927361821719392,15,1.0700000000000003,44627,232,0,0.0,5779.070795048564,False,-0.08690529415391758,0,0.9020000000000001,45091,221,0,0.0,5505.063128041951,False,-0.08062161909296924,0,1.0910000000000002,73414,0,2,0.1,65.62900094367296,False,0.0009787325447610084,0,0.623,74408,9,38,1.0,1361.915008893233,False,0.023358875699442838,0,0.45200000000000007,97254,0,5,0.0,215.0,False,0.02237191670779473,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,514231,0.0,0.0,8,0,0,19,4,3.166666666666667,15,34,37,351.0,120.0,22,15,37,587,2.5000145379453897,71.88309023436159
33,37,0,0,0,10.000000000000002,20,10.0,24.909787909692085,0,,12.750710251105179,2,12.0,33.02307770890289,19,33.89473684210526,43.00000000000001,11,43.0,0,1.5230000000000004,45725,19,20,1.0,688.1957581938417,False,0.10660560349491782,0,0.2,38281,335,0,0.0,3350.0000000000005,False,-0.04023444068122313,0,1.0550000000000002,44627,232,0,0.0,5779.070795048564,False,-0.08690529415391758,2,0.9220000000000002,45058,221,0,0.0,5505.063128041951,False,-0.08125575887274979,11,1.201,73281,0,1,0.1,33.02307770890289,False,-0.0010560607992579091,0,0.623,74696,0,42,1.0,1386.9692637739213,False,0.02745464574973721,6,0.5120000000000001,96756,9,10,1.0,727.2076993801261,False,0.01983181789217858,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,513655,0.0,0.0,12,0,0,20,6,5.1,17,37,37,384.0,118.0,23,14,37,629,2.158470107242465,74.04156034160405
34,37,0,0,0,10.000000000000002,20,10.0,24.974246017964322,12,26.0,12.738480074878309,1,12.0,33.643939613542145,14,37.57142857142857,43.00000000000001,10,43.0,0,1.5230000000000004,45897,23,18,1.0,679.5364283233579,False,0.11063313910695594,0,0.2,38221,341,0,0.0,3410.0000000000005,False,-0.04095505752924503,0,1.0550000000000002,44627,232,0,0.0,5794.025076167723,False,-0.08676161075186191,1,0.9300000000000002,44730,233,0,0.0,5818.999322185688,False,-0.08454236897148594,3,1.2200000000000002,73360,0,0,0.0,0.0,False,-0.00020442930153321976,0,0.623,75014,0,33,0.1,1110.2500072468908,False,0.029902896131154228,0,0.506,96660,13,10,1.0,867.3712149760479,False,0.019559656073001645,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,513740,0.0,0.0,11,0,0,14,2,1.75,20,34,33,345.0,95.0,20,17,33,1272,2.9771457500755787,77.01870609167963
35,33,0,0,0,10.0,20,10.0,24.974246017964322,0,,12.7126787696531,2,12.0,34.64221495522878,6,50.0,43.000000000000014,9,43.0,0,1.5230000000000004,45837,19,28,1.0,889.278888503001,False,0.11171097125342896,0,0.2,38081,355,0,0.0,3550.0,False,-0.04263649684129615,2,1.0750000000000002,44594,232,0,0.0,5794.025076167723,False,-0.08739575053164246,0,0.9290000000000003,44730,233,0,0.0,5818.999322185688,False,-0.08454236897148594,3,1.247,73381,0,1,0.1,34.64221495522878,False,0.0003178345141753878,0,0.623,75152,0,31,0.1,1073.9086636120921,False,0.03153600452205855,0,0.506,96747,9,11,1.0,784.7799345970592,False,0.020039587605911183,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,513753,0.0,0.0,11,0,0,16,3,3.0,15,31,35,279.0,61.0,18,15,35,737,1.868808425962925,78.88751451764256
36,35,0,0,0,10.0,20,10.0,24.974932184140734,5,25.0,12.699108913969038,1,12.0,35.057179322045265,5,42.4,43.00000000000001,8,43.0,0,1.5230000000000004,45842,21,33,1.0,1034.1727620766442,False,0.11357129016930469,0,0.2,38001,363,0,0.0,3630.0,False,-0.04359731930532536,1,1.0830000000000004,44453,237,0,0.0,5919.058927641354,False,-0.08890390930224108,0,0.9290000000000003,44730,233,0,0.0,5819.159198904791,False,-0.08454083284743377,0,1.244,73385,0,1,0.1,35.057179322045265,False,0.00037517669043992367,0,0.623,75348,0,27,0.0,946.5438416952221,False,0.033339310675946913,0,0.506,96879,4,13,1.0,699.2287172881812,False,0.02097651351601987,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,513869,0.0,0.0,12,0,0,16,1,1.0,15,31,38,284.0,67.0,18,17,38,881,1.784083466976881,80.67159798461944
37,38,0,0,0,10.0,20,10.0,25.028140987793094,36,25.27777777777778,12.684624813339232,1,12.0,36.50127452155528,9,50.0,43.00000000000001,13,43.0,3,1.5530000000000004,46559,24,10,1.0,490.28140987793097,False,0.12426174497223144,0,0.2,37931,370,0,0.0,3700.0,False,-0.044438038961350915,0,1.0820000000000003,43868,260,0,0.0,6507.316656826204,False,-0.09449339287047974,1,0.9390000000000003,44389,246,0,0.0,6156.922682997101,False,-0.08784831873213261,4,1.284,73462,0,1,0.1,36.50127452155528,False,0.0014344209507431,0,0.623,75548,0,23,0.0,839.5293139957714,False,0.03533580452467301,0,0.506,96988,3,10,1.0,539.5038235646659,False,0.021282480618520644,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,513976,0.0,0.0,14,0,0,19,4,3.35,15,34,35,333.0,141.0,21,17,35,1739,1.8098985804244876,82.48149656504393
38,35,0,0,0,10.0,20,10.0,24.904927383244832,45,24.4,12.669219422490812,1,12.0,36.64863907531251,1,49.0,43.0,12,43.0,35,1.9000000000000004,46536,22,10,1.0,469.0492738324483,False,0.12345426813951688,0,0.2,37811,382,0,0.0,3820.0,False,-0.04587927265739473,0,1.0820000000000003,43202,287,0,0.0,7147.714158991267,False,-0.10113843310794535,1,0.9480000000000004,43941,264,0,0.0,6574.900829176636,False,-0.09244123802170837,0,1.28,73450,0,2,0.1,73.29727815062502,False,0.0015216168868867124,0,0.623,75597,0,22,0.0,806.2700596568752,False,0.035776968038547706,2,0.526,97351,0,4,0.4,172.0,False,0.02316472577207002,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.1875,513119,0.0,0.0,10,0,0,13,6,4.777777777777779,17,30,40,258.0,94.0,16,19,40,593,1.6793964728713036,84.16089303791523
39,40,0,0,0,10.0,20,10.0,24.904927383244832,0,,12.637349205480307,2,12.0,34.022866091256084,19,23.473684210526315,43.00000000000001,6,43.0,0,1.8650000000000002,46466,19,20,1.0,688.0985476648966,False,0.12440367211530942,0,0.2,37681,395,0,0.0,3950.0,False,-0.047440609161442195,0,1.0820000000000003,43202,287,0,0.0,7147.714158991267,False,-0.10113843310794535,2,0.9670000000000001,43908,264,0,0.0,6574.900829176636,False,-0.09307537780148892,12,1.4000000000000004,73246,0,1,0.1,34.022866091256084,False,-0.0015262496348125766,0,0.623,75675,0,18,0.1,612.4115896426096,False,0.03551898868580994,2,0.544,97061,9,10,1.0,736.2057948213048,False,0.023081800016913182,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,512470,0.0,0.0,7,0,0,16,6,4.833333333333333,15,31,43,302.0,141.0,18,22,43,290,1.6799386944621801,85.84083173237741
40,43,0,0,0,9.999999999999998,20,10.0,24.82867002806247,19,24.0,12.590481716268826,3,12.0,34.4742810211466,9,38.77777777777778,43.00000000000001,13,43.0,0,1.8650000000000002,46792,22,11,1.0,493.11537030868715,False,0.1298925724857521,0,0.2,37611,402,0,0.0,4019.999999999999,False,-0.04828132881746775,1,1.092,43186,287,0,0.0,7125.828298053929,False,-0.10165617807746188,2,0.9850000000000001,43419,283,0,0.0,7026.513617941679,False,-0.09813300007742584,4,1.4280000000000004,73218,0,1,0.1,34.4742810211466,False,-0.0019047749163805042,0,0.623,75851,0,16,0.2,551.5884963383456,False,0.037503158407757024,3,0.5720000000000001,97114,8,10,1.0,705.7942481691729,False,0.023478668963725947,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,512422,0.0,0.0,11,0,0,13,8,6.75,21,34,42,341.0,83.0,22,21,42,1157,2.0718225678429008,87.91265430022031
41,42,0,0,0,9.999999999999998,20,10.0,24.883682315420508,10,26.0,12.55997941985567,2,12.0,35.61899368897317,7,49.57142857142857,43.00000000000001,11,43.0,0,1.8650000000000002,46932,24,11,1.0,513.7205054696256,False,0.13350292456906662,0,0.2,37531,410,0,0.0,4099.999999999999,False,-0.04924215128149696,2,1.1110000000000002,43153,287,0,0.0,7141.616824525686,False,-0.10213861887694148,0,0.9830000000000001,43159,293,0,0.0,7290.918918418209,False,-0.1005887995693787,3,1.4540000000000002,73284,0,1,0.1,35.61899368897317,False,-0.000997485562596348,0,0.623,75987,0,14,0.1,498.66591164562436,False,0.03899601984085607,1,0.5790000000000002,97189,5,10,1.0,608.0949684448659,False,0.023753268202816685,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,512466,0.0,0.0,14,0,0,20,5,4.166666666666666,16,36,33,362.0,76.0,24,18,33,995,2.24392747040838,90.15658177062869
42,33,0,0,0,9.999999999999998,20,10.0,24.883682315420508,0,,12.502317168999577,4,12.0,36.233589824383685,4,49.0,43.00000000000001,0,,0,1.8650000000000002,46862,21,21,1.0,732.5573286238307,False,0.13444977695255741,0,0.2,37401,423,0,0.0,4229.999999999999,False,-0.05080348778554443,2,1.1290000000000002,43120,287,0,0.0,7141.616824525686,False,-0.10277275865672203,2,1.0030000000000001,43126,293,0,0.0,7290.918918418209,False,-0.10122293934915925,0,1.4510000000000003,73260,0,3,0.2,108.70076947315106,False,-0.000826570565770642,0,0.623,76159,0,12,0.2,434.8030778926042,False,0.04090496134850156,0,0.5780000000000001,96993,0,19,0.9,817.0000000000001,False,0.02279194800012601,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,512152,0.0,0.0,7,0,0,13,4,4.0,20,33,35,301.0,57.0,19,14,35,396,1.7653493350371718,91.92193110566586
43,35,0,0,0,9.999999999999998,20,10.0,24.8894512015158,10,25.0,12.47513618789207,2,12.0,36.809008345095435,11,40.90909090909091,43.00000000000001,0,,0,1.8650000000000002,47012,21,21,1.0,732.6784752318318,False,0.13805431619744704,0,0.2,37301,433,0,0.0,4329.999999999999,False,-0.052004515865580934,2,1.1470000000000002,42837,297,0,0.0,7392.167006850193,False,-0.10580365680691213,0,1.0010000000000003,43126,293,0,0.0,7292.609202044129,False,-0.10120669880239697,4,1.4910000000000003,73331,0,1,0.1,36.809008345095435,False,-0.00034883128896016897,0,0.623,76347,0,9,0.1,331.2810751058589,False,0.042761710903617425,0,0.5780000000000001,96543,1,29,1.0,1283.8090083450957,False,0.020517525849487538,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,511728,0.0,0.0,8,0,0,16,6,5.25,14,30,38,276.0,84.0,17,18,38,650,1.8689725222066045,93.79090362787247
44,38,0,0,0,9.999999999999998,20,10.0,25.009530340079564,22,26.0,12.43583065988598,3,12.0,37.194710889944595,5,43.4,43.00000000000001,0,,1,1.8750000000000002,47463,21,10,1.0,460.0953034007956,False,0.14561378904423145,0,0.2,37201,443,0,0.0,4429.999999999999,False,-0.053205543945617446,2,1.1650000000000003,42518,308,0,0.0,7702.9353447445055,False,-0.10894775702122925,1,1.0110000000000003,42824,304,0,0.0,7602.897223384188,False,-0.10402873591552304,0,1.487,73324,0,2,0.2,74.38942177988919,False,-0.00018814704068214513,0,0.623,76535,0,6,0.1,223.16826533966758,False,0.044587177276590506,0,0.5780000000000001,96326,0,35,0.6,1505.0000000000002,False,0.019400195314550932,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2375,511422,0.0,0.0,9,0,0,17,4,3.090909090909091,15,32,36,327.0,87.0,19,19,36,703,2.0088982712477446,95.79980189912021
45,36,0,0,0,10.0,20,10.0,25.009530340079564,0,,12.43583065988598,0,,36.58348236766989,12,32.666666666666664,43.00000000000001,0,,0,1.874,47353,22,20,1.0,720.1906068015912,False,0.14609534489685086,0,0.2,37111,452,0,0.0,4520.0,False,-0.05428646921765031,0,1.1630000000000003,42518,308,0,0.0,7702.9353447445055,False,-0.10894775702122925,0,1.0100000000000002,42824,304,0,0.0,7602.897223384188,False,-0.10402873591552304,4,1.5270000000000001,73257,0,0,0.0,0.0,False,-0.0016081771720613289,0,0.623,76829,0,0,0.0,0.0,False,0.0470732538330494,0,0.5780000000000001,95934,2,45,1.0,2008.1669647353401,False,0.017925712030406805,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,511057,0.0,0.0,12,0,0,13,3,3.0,15,28,38,270.0,93.0,15,21,38,526,1.722694544121623,97.52249644324183
46,38,0,0,0,10.0,20,10.0,25.08567599525324,24,25.666666666666668,12.39914288223,3,12.0,35.00750477385549,12,24.5,43.00000000000001,0,,4,1.9140000000000004,47775,23,10,1.0,480.8567599525324,False,0.1533575551866701,0,0.2,37021,461,0,0.0,4610.0,False,-0.05536739448968317,1,1.1730000000000003,42294,316,0,0.0,7927.073614500024,False,-0.11109866048060084,2,1.0300000000000005,42383,320,0,0.0,8027.416318481037,False,-0.10842429410172148,9,1.613,72990,0,2,0.2,70.01500954771097,False,-0.004769914756063372,3,0.653,76850,0,1,0.1,35.00750477385549,False,0.04759800684684055,0,0.5780000000000001,95640,4,55,1.0,2505.030019095422,False,0.017447207417203587,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,510184,0.0,0.0,9,0,0,27,7,6.5,9,36,41,291.0,93.0,22,16,41,616,2.314730023033917,99.83722646627575
47,41,0,0,0,10.0,20,10.0,25.080494183335414,12,25.0,12.375715235610059,2,12.0,35.19675681857938,22,35.90909090909091,43.00000000000001,0,,2,1.9300000000000004,47933,23,10,1.0,480.8049418333542,False,0.15715218156942368,0,0.2,36921,471,0,0.0,4710.0,False,-0.05656842256971968,1,1.1820000000000002,42278,316,0,0.0,7925.436161933991,False,-0.11142185512851908,1,1.0380000000000003,42067,332,0,0.0,8326.724068867357,False,-0.11162086061542917,16,1.7640000000000002,72882,0,1,0.1,35.19675681857938,False,-0.006479068096636499,3,0.6800000000000002,76917,0,1,0.1,35.19675681857938,False,0.048512414015799615,0,0.5780000000000001,94850,16,65,1.0,3358.1481090972707,False,0.01363079306684413,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,509079,0.0,0.0,6,0,0,18,6,4.783333333333333,13,31,44,312.0,111.0,19,22,44,200,2.54578966088593,102.38301612716168
48,44,0,0,0,10.0,20,10.0,25.129256993631778,10,26.0,12.363850693623641,1,12.0,35.3520473913954,1,50.0,43.00000000000001,0,,0,1.9280000000000004,48083,24,10,1.0,491.29256993631776,False,0.16088122516797954,0,0.2,36831,480,0,0.0,4800.0,False,-0.05764934784175254,0,1.1810000000000003,42278,316,0,0.0,7940.845209987641,False,-0.1112738022445892,1,1.0470000000000002,41791,342,0,0.0,8594.205891822068,False,-0.11435456204171802,0,1.7480000000000004,72932,0,0,0.0,0.0,False,-0.00603747870528109,0,0.677,76905,0,2,0.1,70.7040947827908,False,0.04859082858455054,0,0.5780000000000001,94800,7,75,1.0,3472.464331739768,False,0.013705958835566972,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,508851,0.0,0.0,9,0,0,23,1,1.0,19,42,39,444.0,108.0,28,16,39,510,2.074464372359216,104.4574804995209
49,39,0,0,0,10.0,20,10.0,25.129256993631778,0,,12.339991912976181,2,12.0,35.01269466309366,9,31.77777777777778,43.00000000000001,0,,0,1.9280000000000004,47983,24,20,1.0,742.5851398726355,False,0.16149726333588715,0,0.2,36731,490,0,0.0,4900.0,False,-0.05885037592178905,2,1.201,42245,316,0,0.0,7940.845209987641,False,-0.11190794202436975,0,1.046,41791,342,0,0.0,8594.205891822068,False,-0.11435456204171802,5,1.7980000000000005,72815,0,1,0.1,35.01269466309366,False,-0.007393439900081048,2,0.6970000000000001,77011,0,1,0.1,35.01269466309366,False,0.049792250048811625,0,0.5780000000000001,94514,6,85,1.0,3865.0761679785624,False,0.012764100807397538,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,508321,0.0,0.0,6,0,0,23,4,3.5,9,32,31,326.0,144.0,21,18,31,200,1.924920154735446,106.38240065425634
50,31,0,0,0,10.0,20,10.0,25.231171915538,29,25.82758620689655,12.339991912976181,0,,35.639126553900034,4,49.0,43.00000000000001,0,,9,2.0180000000000007,48418,25,10,1.0,502.31171915538,False,0.16906045638052625,0,0.2,36641,499,0,0.0,4990.0,False,-0.05993130119382191,0,1.1990000000000003,41933,328,0,0.0,8275.824388296463,False,-0.11468490566405523,0,1.046,41354,359,0,0.0,9057.990717678142,False,-0.11829598265072214,0,1.7930000000000001,72815,0,1,0.0,35.639126553900034,False,-0.007389171198951287,3,0.7250000000000001,77090,0,0,0.0,0.0,False,0.050630323679727425,0,0.5780000000000001,94318,0,95,1.0,4085.0000000000005,False,0.011860633617204483,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,507800,0.0,0.0,8,0,0,18,3,2.083333333333333,16,34,31,315.0,78.0,20,11,31,512,1.569039206020534,107.95143986027688
51,31,0,0,0,10.000000000000002,20,10.0,25.283271592302878,13,26.0,12.316902732833071,2,12.0,34.60618179790596,5,18.0,43.00000000000001,0,,3,2.0390000000000006,48593,25,10,1.0,502.83271592302884,False,0.1732703119781296,0,0.2,36541,509,0,0.0,5090.000000000001,False,-0.06113232927385842,1,1.2090000000000003,41709,336,0,0.0,8495.179255013767,False,-0.11688176891356712,1,1.0560000000000003,41208,364,0,0.0,9203.110859598248,False,-0.11970723054249456,4,1.8330000000000002,72737,0,1,0.1,34.60618179790596,False,-0.008459242372757128,0,0.7220000000000002,77078,0,1,0.1,34.60618179790596,False,0.05070259749095667,0,0.5780000000000001,94228,0,100,0.5,4300.000000000001,False,0.012044397307599417,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2125,507325,0.0,0.0,7,0,0,20,4,3.4000000000000004,9,29,24,225.0,108.0,15,16,24,408,1.8145656045526266,109.7660054648295
52,24,0,0,0,10.000000000000002,20,10.0,25.329848852593486,12,26.0,12.305381213919436,1,12.0,33.026415897240064,15,24.933333333333334,43.00000000000001,0,,2,2.0560000000000005,48783,23,10,1.0,483.2984885259349,False,0.17759960712601108,0,0.2,36421,521,0,0.0,5210.000000000001,False,-0.06257356296990224,1,1.2180000000000002,41381,348,0,0.0,8814.787400702533,False,-0.12011388188951999,0,1.0550000000000004,41208,364,0,0.0,9220.064982344029,False,-0.11954433230515543,10,1.929,72467,0,0,0.0,0.0,False,-0.012374787052810903,3,0.7520000000000002,77145,0,1,0.1,33.026415897240064,False,0.05160495002314986,0,0.5780000000000001,93854,5,110,1.0,4895.132079486201,False,0.011241780929981893,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,506490,0.0,0.0,7,0,0,15,8,6.416666666666667,9,24,27,216.0,66.0,12,12,27,200,1.3577327663078904,111.1237382311374
