index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
50,18,0,0,0,10.000000000000002,11,10.0,19.345859388504948,0,,17.231162800366334,15,10.666666666666666,37.58686108333341,3,55.0,42.0,9,42.0,0,3.062000000000001,21483,9,20,1.0,476.91718777009896,False,0.18237758390316533,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,21189,17,237,1.0,4412.665193291406,False,0.0033594629088519712,15,8.963000000000001,-26198.0,341,0,0.0,6596.938051480187,False,-1.9820959374816618,0,0.2,31591,520,149,1.0,14560.646957607172,False,0.09589296528907765,0,7.481000000000002,-21448.0,216,0,0.0,3721.931164879128,True,-1.5522141081917238,0,0.2,45105,216,201,1.0,16560.761994000015,False,0.04940597965482009,9,4.5470000000000015,28362,419,0,0.0,15748.8947939167,False,-0.2876936743796519,0.5,140198,0.0,0.1,7,0,0,13,8,8.0,15,28,22,141.0,63.0,9,9,22,275,0.9896865142509341,83.18618604633957
51,22,0,0,1,10.000000000000002,10,10.0,19.395104231881383,16,20.0,17.3089199269709,5,20.0,37.77963098368179,4,44.0,42.0,13,42.0,0,3.062000000000001,21703,9,14,1.0,361.53145924633935,False,0.19121254856149203,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20969,23,242,1.0,4634.84601966023,False,-0.0013113603881238617,0,8.948,-31608.277777777777,341,0,0.0,6613.730543071551,True,-2.2137673159601152,0,0.2,31667,515,155,1.0,14769.93656486069,False,0.10098585515732578,0,7.481000000000002,-21448.0,216,0,0.0,3738.7267042257145,True,-1.5519773512232067,0,0.2,44929,210,211,1.0,16795.722506573176,False,0.04825564658921584,13,4.668,28110,419,0,0.0,15829.66538216267,False,-0.2918534224901452,0.5,166044,0.0,0.2,8,0,0,22,10,98.415625,15,37,21,226.0,40.0,17,5,21,696,1.3353802217170596,84.52156626805663
52,21,0,0,0,10.000000000000002,8,10.0,19.079355990253383,5,7.0,17.3089199269709,0,,37.77963098368179,0,,42.0,10,42.0,0,3.0620000000000007,21658,7,19,1.0,432.50776381481427,False,0.1906947842745309,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20934,18,252,1.0,4705.276229421228,False,-0.0013021351498642665,0,8.948000000000002,-31608.277777777777,341,0,0.0,6506.060392676403,True,-2.216076149652167,0,0.2,31667,505,165,1.0,14974.6436754278,False,0.10387149246444596,0,7.4810000000000025,-21448.0,216,0,0.0,3738.7267042257145,True,-1.5519773512232067,0,0.2,44929,200,221,1.0,16837.926196736356,False,0.048670449331030395,10,4.755000000000001,27951,419,0,0.0,15829.66538216267,False,-0.2949789139196152,0.5,165805,0.0,0.2,4,0,0,16,7,7.0,12,28,10,166.0,69.0,13,8,10,115,1.1088959900662303,85.63046225812286
53,10,0,0,0,10.0,10,10.0,18.746872188690308,5,7.0,17.3089199269709,0,,37.77963098368179,0,,42.0,12,42.0,0,3.062000000000001,21593,7,24,1.0,519.9249325285674,False,0.1895358154844203,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20899,13,262,1.0,4778.64635931935,False,-0.0012298674932592628,0,8.948,-31608.277777777777,341,0,0.0,6392.683416343395,True,-2.2185073581338113,0,0.2,31667,495,175,1.0,15179.35078599491,False,0.10675712977156615,0,7.481000000000002,-21448.0,216,0,0.0,3738.7267042257145,True,-1.5519773512232067,0,0.2,44929,190,231,1.0,16880.12988689954,False,0.04908525207284495,12,4.865000000000001,27740,419,0,0.0,15829.66538216267,False,-0.2991265786467736,0.5,165494,0.0,0.2,5,0,0,10,8,8.0,7,17,7,114.0,6.0,8,2,7,135,0.8100617118179798,86.44052396994084
54,7,0,0,0,10.0,14,10.0,18.42795113592842,5,8.0,17.3876293977299,1,30.0,38.47810304928882,7,50.42857142857143,42.0,10,42.0,0,3.062000000000001,21493,11,29,1.0,644.4105829419242,False,0.18748055584731174,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20889,8,271,1.0,4859.47117587223,False,7.443444423008991e-05,0,8.948,-31608.277777777777,341,0,0.0,6283.9313373515915,True,-2.2208393922503746,0,0.2,31990,486,178,1.0,15299.49023007014,False,0.11755695277798331,0,7.481000000000002,-21448.0,216,0,0.0,3755.727949909658,True,-1.5517376945318626,0,0.2,44841,182,241,1.0,17125.014754970565,False,0.04976229315704669,10,4.953000000000001,27318,424,0,0.0,16314.715692898459,False,-0.30265454775811385,0.5,165197,0.0,0.2,11,0,0,8,7,7.0,5,13,6,87.0,3.0,6,1,6,563,0.7761278320103884,87.21665180195123
55,6,0,0,0,10.0,9,10.0,18.095085770782397,5,8.0,17.174872382380542,5,11.0,38.00455106549611,6,29.0,42.00000000000001,20,42.0,0,3.062000000000001,21443,10,34,1.0,715.2329162066015,False,0.186686432861755,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20904,3,276,1.0,4794.550034849377,False,-0.0006743999045893423,0,8.948000000000002,-31608.277777777777,341,0,0.0,6170.424247836798,True,-2.2232733908246933,0,0.2,32109,481,182,1.0,15177.941909845333,False,0.11919850450867404,0,7.481000000000002,-21448.0,216,0,0.0,3709.772434594197,True,-1.5523855027545221,0,0.2,45003,178,243,1.0,16970.81008965831,False,0.05143114178387232,12,5.0630000000000015,27099,424,0,0.0,16113.92965177035,False,-0.3089329134713561,0.5,165224,0.0,0.2,11,0,0,7,8,1606.1216075319016,5,12,5,36.0,21.0,3,3,5,695,0.9212557226419449,88.13790752459317
56,5,0,0,0,10.0,5,10.0,18.095085770782397,0,,17.174872382380542,0,,38.12368733256871,1,51.0,42.00000000000001,20,42.0,0,3.0620000000000007,21393,5,44,1.0,846.1837739144255,False,0.18752881644751035,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20904,0,279,0.3,4791.789394684171,False,-0.0007335979181675968,0,8.948000000000002,-31608.277777777777,341,0,0.0,6170.424247836798,True,-2.2232733908246933,0,0.2,32160,471,191,1.0,15370.98917262186,False,0.12335761449988529,0,7.481000000000002,-21448.0,216,0,0.0,3709.772434594197,True,-1.5523855027545221,0,0.2,45339,168,245,1.0,16694.779471871545,False,0.05532296225695417,12,5.171000000000001,26835,425,0,0.0,16202.567116341701,False,-0.31325122743020034,0.4125,165297,0.0,0.2,7,0,0,8,6,6.0,7,15,6,74.0,0.0,5,0,6,437,0.6340531790629029,88.77196070365608
57,6,0,0,0,10.0,13,10.0,17.71505267256599,5,7.0,16.95450499015578,5,11.0,36.456687736762674,8,16.0,42.00000000000001,20,42.0,0,3.062000000000001,21298,8,49,1.0,948.0375809557335,False,0.1851297583407471,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20924,0,279,0.5,4730.306892253462,False,-0.00119425971922935,0,8.948,-31608.277777777777,341,0,0.0,6040.832961345002,True,-2.2260522921947627,0,0.2,32233,466,193,1.0,14936.94005860779,False,0.11929715334941898,0,7.481000000000002,-21448.0,216,0,0.0,3662.1730778736483,True,-1.5530564832552347,0,0.2,45547,166,247,1.0,16425.810164302606,False,0.05676806656218157,12,5.279000000000001,26616,425,0,0.0,15494.092288124137,False,-0.3245194577751598,0.4375,165284,0.0,0.2,12,0,0,2,8,113.36092592592593,2,4,9,49.0,13.0,4,2,9,684,0.6278177825734019,89.39977848622948
58,9,0,0,0,10.0,8,10.0,17.873281909106947,22,18.818181818181817,16.51697497998875,10,11.0,38.023953563024506,10,53.0,42.000000000000014,20,42.0,0,3.062000000000001,21632,6,37,1.0,721.311430636957,False,0.19713982446891715,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20620,12,279,1.0,4822.715402326145,False,-0.012250388078952129,0,8.948000000000002,-31608.277777777777,341,0,0.0,6094.789131005468,True,-2.2248952786497,0,0.2,32653,466,193,1.0,15035.533378338487,False,0.13252795853310523,0,7.481000000000002,-21448.0,216,0,0.0,3567.6665956775696,True,-1.5543886862746326,0,0.2,45925,156,248,1.0,16347.736755831826,False,0.06343112867423949,11,5.377000000000002,25898,435,0,0.0,16540.41979991566,False,-0.3283493886625682,0.5,165394,0.0,0.2,15,0,0,3,6,6.0,2,5,12,72.0,25.0,5,4,12,1512,0.7625341666862369,90.16231265291572
59,12,0,0,0,10.0,11,10.0,17.34083861590994,22,14.0,16.51697497998875,0,,38.023953563024506,0,,42.000000000000014,20,42.0,0,3.062000000000001,21830,7,25,1.0,503.5209653977485,False,0.2019901193565334,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20312,24,289,1.0,5189.585895998587,False,-0.017592617060544123,0,8.948,-31608.277777777777,341,0,0.0,5913.22596802529,True,-2.228788643211611,0,0.2,32653,456,203,1.0,15250.603164168844,False,0.1355596724579764,0,7.481000000000002,-21448.0,216,0,0.0,3567.6665956775696,True,-1.5543886862746326,0,0.2,46345,146,248,1.0,15967.497220201582,False,0.06794992550127357,10,5.466000000000001,25751,435,0,0.0,16540.41979991566,False,-0.33123899394641787,0.5,165557,0.0,0.2,11,0,0,2,4,4.0,4,6,15,68.0,27.0,6,6,15,838,0.8667982360348105,91.02911088895053
60,15,0,0,0,10.0,9,10.0,17.800401462610925,16,21.9375,16.62616317673001,1,30.0,38.22500651851167,4,43.0,42.00000000000002,20,42.0,0,3.0620000000000007,22091,6,19,1.0,398.20762778960756,False,0.21333100070191074,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,19991,30,298,1.0,5488.608670543871,False,-0.024947277296739033,0,8.948000000000002,-31608.277777777777,341,0,0.0,6069.936898750325,True,-2.2254281995283534,0,0.2,32795,447,209,1.0,15420.921302367253,False,0.1419639315247709,0,7.4810000000000025,-21448.0,216,0,0.0,3591.2512461736824,True,-1.5540562271472556,0,0.2,46593,140,248,1.0,15767.50091259164,False,0.07085922425491076,10,5.556000000000002,25588,435,0,0.0,16627.877835552576,False,-0.33358352496901467,0.5,165724,0.0,0.2,13,0,0,6,7,119.88670634920635,5,11,15,139.0,25.0,11,4,15,1063,0.9815278397873044,92.01063872873783
61,15,0,0,0,10.0,10,10.0,17.508123527904747,12,14.0,17.416529277709348,34,20.0,38.22500651851167,0,,42.000000000000014,20,42.0,0,3.062000000000001,22159,6,17,1.0,357.6380999743807,False,0.21592831364581072,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20503,32,274,1.0,5332.388974985313,False,-0.006338959236065714,0,8.948,-31608.277777777777,341,0,0.0,5970.270123015519,True,-2.227565412200112,0,0.2,32115,471,219,1.0,16574.46171735516,False,0.13905359060269457,0,7.481000000000002,-21448.0,216,0,0.0,3761.9703239852192,True,-1.5516496994081588,0,0.2,47139,130,245,1.0,15259.250847406522,False,0.07659666267697875,7,5.6160000000000005,25498,435,0,0.0,16627.877835552576,False,-0.3353526710611675,0.5,166080,0.0,0.2,13,0,0,4,3,3.0,5,9,15,126.0,32.0,9,6,15,1494,1.021590081974864,93.0322288107127
62,15,0,0,0,10.0,8,10.0,17.673774721173583,10,20.0,17.512132184598226,1,30.0,38.22500651851167,0,,42.000000000000014,20,42.0,0,3.062000000000001,22279,4,17,1.0,340.4541702599509,False,0.22199265609547528,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20333,32,283,1.0,5521.494199318852,False,-0.009574683721772635,0,8.948,-31608.277777777777,341,0,0.0,6026.757179920191,True,-2.2263541273670575,0,0.2,32085,462,229,1.0,16844.131562023555,False,0.14200918469162044,0,7.481000000000002,-21448.0,216,0,0.0,3782.6205518732168,True,-1.5513586051328838,0,0.2,47391,120,249,1.0,15045.000782221403,False,0.07944449581519707,14,5.749000000000001,25212,435,0,0.0,16627.877835552576,False,-0.34097462419845326,0.5,165966,0.0,0.2,9,0,0,7,7,7.0,2,9,11,101.0,37.0,9,6,11,562,0.8399893585592508,93.87221816927195
63,11,0,0,0,10.0,12,10.0,17.140288786169734,23,14.0,17.20789882625127,5,10.0,38.22500651851167,0,,42.00000000000001,20,42.0,6,3.122000000000001,22379,6,10,1.0,231.40288786169734,False,0.22446798998045003,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20061,45,288,1.0,5727.187857338004,False,-0.01682918348548266,0,8.948000000000002,-31608.277777777777,341,0,0.0,5844.838476083879,True,-2.230255115998449,0,0.2,32035,457,239,1.0,16999.78632152112,False,0.14279371752919545,0,7.481000000000002,-21448.0,216,0,0.0,3716.9061464702745,True,-1.5522849429592573,0,0.2,47769,110,250,1.0,14704.750717036284,False,0.08353073121792225,11,5.8450000000000015,25032,435,0,0.0,16627.877835552576,False,-0.34451291638275894,0.5,165942,0.0,0.2,11,0,0,5,6,5.260869565217392,3,8,8,87.0,9.0,8,3,8,548,0.7735934983938932,94.64581166766584
64,8,0,0,0,10.0,11,10.0,17.140288786169734,0,,18.610451072904887,15,29.0,38.4301625456957,4,43.0,42.00000000000001,20,42.0,0,3.116000000000001,22269,7,20,1.0,412.8057757233947,False,0.2234174997475205,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20496,35,283,1.0,5866.667761148024,False,0.004817681544538884,0,8.948000000000002,-31608.277777777777,341,0,0.0,5844.838476083879,True,-2.230255115998449,0,0.2,31772,462,245,1.0,18013.418219377505,False,0.1496675813275656,0,7.481000000000002,-21448.0,216,0,0.0,4019.8574317474554,True,-1.5480144145510648,0,0.2,48143,104,247,1.0,14370.736904752355,False,0.0875996314746064,7,5.904000000000003,24940,435,0,0.0,16717.12070737763,False,-0.34544424528839407,0.5,166286,0.0,0.2,15,0,0,3,4,4.0,1,4,6,48.0,24.0,4,4,6,1263,0.742405098862946,95.38821676652879
65,6,0,0,0,10.0,11,10.0,16.796661063152055,5,7.0,18.28934211507192,5,11.0,40.957499739750176,18,52.72222222222222,42.0,20,42.0,0,3.116000000000001,22194,8,25,1.0,499.9165265788014,False,0.2217058550590279,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20516,30,288,1.0,5771.230361035275,False,0.003628905112906368,0,8.948,-31608.277777777777,341,0,0.0,5727.66142253485,True,-2.2327678117472383,0,0.2,32666,457,237,1.0,18065.15678490866,False,0.17560130793499656,0,7.481000000000002,-21448.0,216,0,0.0,3950.497896855535,True,-1.5489921356518814,0,0.2,48263,100,248,1.0,14511.749973975016,False,0.09134445248835332,11,6.0070000000000014,24057,447,0,0.0,18308.00238366833,False,-0.3471654113886979,0.5,166362,0.0,0.2,14,0,0,2,6,6.0,2,4,9,55.0,5.0,4,2,9,1527,0.6873738849535584,96.07559065148234
66,9,0,0,0,10.0,7,10.0,17.05200532326445,21,18.666666666666668,18.28934211507192,0,,40.957499739750176,0,,42.00000000000001,20,42.0,0,3.116000000000001,22516,5,14,1.0,288.72807452570225,False,0.2334856043363372,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20124,41,298,1.0,6149.356168545275,False,-0.005074491389431032,0,8.948000000000002,-31608.277777777777,341,0,0.0,5814.733815233177,True,-2.230900667760054,0,0.2,32666,447,247,1.0,18291.83836115544,False,0.17879670652883345,0,7.481000000000002,-21448.0,216,0,0.0,3950.497896855535,True,-1.5489921356518814,0,0.2,48557,90,251,1.0,14228.174976577517,False,0.0943365208422857,13,6.126000000000001,23810,447,0,0.0,18308.00238366833,False,-0.3520207345527174,0.5,166339,0.0,0.2,8,0,0,1,6,6.0,3,4,8,49.0,23.0,4,5,8,756,0.8517442597076297,96.92733491118997
67,8,0,0,0,10.0,7,10.0,17.05200532326445,0,,18.28934211507192,0,,40.07881067476401,19,35.8421052631579,42.00000000000001,20,42.0,0,3.116000000000001,22446,2,24,1.0,429.24812775834675,False,0.23349975852589272,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20124,31,308,1.0,6161.72953646335,False,-0.004809162060656464,0,8.948,-31608.277777777777,341,0,0.0,5814.733815233177,True,-2.230900667760054,0,0.2,33347,437,238,1.0,17531.199444880265,False,0.18727374464167285,0,7.481000000000002,-21448.0,216,0,0.0,3950.497896855535,True,-1.5489921356518814,0,0.2,48969,84,247,1.0,13740.620096680179,False,0.09764330178369422,6,6.173000000000001,23234,462,0,0.0,18516.41053174097,False,-0.3612949114272982,0.5,166786,0.0,0.2,13,0,0,1,3,3.0,4,5,13,68.0,33.0,5,3,13,1339,0.8045931998640299,97.731928111054
68,13,0,0,0,10.0,12,10.0,17.05200532326445,0,,18.559476491594577,20,20.0,40.60110714290508,5,51.0,42.00000000000001,20,42.0,0,3.116000000000001,22326,4,34,1.0,619.7681809909913,False,0.23215307226038298,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20524,21,298,1.0,5888.816106283737,False,0.006493461986613607,0,8.948000000000002,-31608.277777777777,341,0,0.0,5814.733815233177,True,-2.230900667760054,0,0.2,33202,447,243,1.0,18162.15502746871,False,0.19207999756792668,0,7.4810000000000025,-21448.0,216,0,0.0,4008.8469221844284,True,-1.548169623312878,0,0.2,49347,74,248,1.0,13420.481928574978,False,0.10192720876489016,11,6.277000000000001,22806,467,0,0.0,18960.71703573667,False,-0.36534127775852465,0.5,166871,0.0,0.2,12,0,0,0,4,4.0,8,8,13,121.0,22.0,8,5,13,1153,0.8978933729231358,98.62982148397714
69,13,0,0,0,10.0,12,10.0,17.374473402844846,17,20.0,18.620009236807604,5,20.0,40.78407091461096,1,58.0,42.0,20,42.0,0,3.116000000000001,22546,6,27,1.0,529.1107818768108,False,0.2416610631396444,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20284,28,303,1.0,6128.34805403236,False,0.0013369656051884472,0,8.948,-31608.277777777777,341,0,0.0,5924.695430370092,True,-2.228542696856059,0,0.2,33160,442,252,1.0,18507.62995315092,False,0.19576585781154396,0,7.481000000000002,-21448.0,216,0,0.0,4021.9219951504424,True,-1.5479853115992324,0,0.2,49683,64,250,1.0,13110.180538535102,False,0.10548219588904607,12,6.386000000000002,22531,468,0,0.0,19086.945188037927,False,-0.3695063572491948,0.5,166870,0.0,0.2,12,0,0,6,6,6.0,3,9,16,103.0,49.0,9,4,16,954,0.8540287893265486,99.48385027330369
70,16,0,0,0,10.0,9,10.0,17.211330090919724,37,16.594594594594593,18.72529332928703,1,30.0,41.34795559626678,5,51.0,41.99999999999999,20,42.0,10,3.216000000000001,22900,5,10,1.0,222.11330090919722,False,0.2525750721492895,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,19700,55,312,1.0,6788.914673738139,False,-0.009544223662174852,0,8.948,-31608.277777777777,341,0,0.0,5869.063561003626,True,-2.2297356434050677,0,0.2,33385,433,257,1.0,18734.476599821846,False,0.20530697208657808,0,7.481000000000002,-21448.0,216,0,0.0,4044.6633591259983,True,-1.5476647397924164,0,0.2,50103,54,250,1.0,12732.789602198405,False,0.11002899042890396,10,6.474000000000001,22124,473,0,0.0,19557.582997034187,False,-0.3728811232403465,0.5,166878,0.0,0.2,13,0,0,2,6,5.476190476190476,6,8,15,102.0,44.0,8,8,15,1115,0.8845315361395478,100.36838180944324
71,15,0,0,0,10.0,10,10.0,17.211330090919724,0,,18.72529332928703,0,,41.47198905508131,4,44.0,41.99999999999999,13,42.0,0,3.206000000000001,22800,5,20,1.0,394.22660181839444,False,0.25181608518366977,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,19700,45,322,1.0,6804.054306121811,False,-0.009219575714675724,0,8.948000000000002,-31608.277777777777,341,0,0.0,5869.063561003626,True,-2.2297356434050677,0,0.2,33561,423,263,1.0,18827.932199774797,False,0.21158630109634627,0,7.481000000000002,-21448.0,216,0,0.0,4044.6633591259983,True,-1.5476647397924164,0,0.2,49927,48,260,1.0,12910.655474643901,False,0.10831749758849571,13,6.594000000000002,21879,473,0,0.0,19616.25082305346,False,-0.3771205100737787,0.5,166533,0.0,0.2,5,0,0,4,6,6.0,6,10,6,146.0,15.0,10,5,6,276,0.8036907222121954,101.17207253165543
72,6,0,0,0,10.0,8,10.0,16.930813253338282,5,8.0,20.54952072896029,21,29.0,41.29921380484967,1,28.0,42.0,20,42.0,0,3.206000000000001,22760,3,25,1.0,453.2703313334571,False,0.251245722370406,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20269,40,311,1.0,7068.133476840181,False,0.020846023863279568,0,8.948000000000002,-31608.277777777777,341,0,0.0,5773.407319388354,True,-2.231786855859828,0,0.2,32980,434,272,1.0,20151.878151287878,False,0.21386915916673072,0,7.481000000000002,-21448.0,216,0,0.0,4438.696477455423,True,-1.54211028365583,0,0.2,50473,38,257,1.0,12363.370124584288,False,0.11367127422338695,7,6.651000000000002,21771,474,0,0.0,19575.827343498746,False,-0.379640791167059,0.5,166919,0.0,0.2,14,0,0,2,3,3.0,1,3,4,24.0,9.0,3,3,4,1303,0.5881563676521182,101.76022889930755
73,4,0,0,0,10.0,10,10.0,16.60578078175739,5,7.0,20.637471748720717,1,30.0,41.51980277311354,1,57.0,42.0,10,42.0,0,3.206000000000001,22695,3,30,1.0,528.1734234527216,False,0.24974616034654415,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20264,35,320,1.0,7185.193286952138,False,0.02314176967346015,0,8.948,-31608.277777777777,341,0,0.0,5662.571246579269,True,-2.2341635782685656,0,0.2,33007,425,281,1.0,20437.99007245121,False,0.21866351948761223,0,7.481000000000002,-21448.0,216,0,0.0,4457.693897723675,True,-1.5418424880501316,0,0.2,50473,28,267,1.0,12376.55447764718,False,0.11380085781615801,10,6.744000000000002,21555,475,0,0.0,19721.90631722893,False,-0.38245099153533446,0.5,166660,0.0,0.2,7,0,0,1,5,5.0,1,2,6,21.0,6.0,2,2,6,222,0.5851644575595856,102.34539335686713
74,6,0,0,0,10.000000000000002,8,10.0,16.60578078175739,0,,22.54954654976352,22,30.954545454545453,43.01660667325025,7,56.714285714285715,42.0,9,42.0,0,3.206000000000001,22615,1,40,1.0,674.2312312702956,False,0.24936669836346123,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20945,25,308,1.0,7360.404856871099,False,0.056105091925871695,0,8.948000000000002,-31608.277777777777,341,0,0.0,5662.571246579269,True,-2.2341635782685656,0,0.2,32723,437,284,1.0,22070.868137449732,False,0.23367448741823688,0,7.481000000000002,-21448.0,216,0,0.0,4870.70205474892,True,-1.5360205518078809,0,0.2,50473,18,277,1.0,12408.298920118505,False,0.11411286090696761,9,6.8240000000000025,21026,482,0,0.0,20734.00441650662,False,-0.38290214247025256,0.5,166448,0.0,0.2,10,0,0,3,4,4.0,0,3,10,32.0,18.0,3,3,10,1158,0.7632797108963132,103.10867306776345
75,10,0,0,0,10.000000000000002,10,10.0,16.91945905765691,14,20.0,22.54954654976352,0,,46.71827844997321,31,54.354838709677416,42.0,18,42.0,0,3.206000000000001,22795,1,36,1.0,619.1005260756488,False,0.2576642677610269,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20665,29,318,1.0,7661.42011549685,False,0.05055153140405813,0,8.948,-31608.277777777777,341,0,0.0,5769.535538661005,True,-2.2318698807070927,0,0.2,34408,427,263,1.0,21915.56360909198,False,0.2789901833816179,0,7.481000000000002,-21448.0,216,0,0.0,4870.70205474892,True,-1.5360205518078809,0,0.2,50719,12,277,1.0,12194.619341399679,False,0.11684835804961158,8,6.895000000000001,19406,509,0,0.0,23779.603731036364,False,-0.3848128269869834,0.5,166659,0.0,0.2,16,0,0,5,3,3.0,2,7,9,110.0,16.0,7,3,9,2485,0.8561439542099833,103.96481702197343
76,9,0,0,0,10.000000000000002,12,10.0,17.423011899595576,15,22.0,22.54954654976352,0,,47.150606030631565,7,52.42857142857143,42.0,15,42.0,0,3.206000000000001,23005,3,31,1.0,570.1133688874628,False,0.26776205347796694,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20335,34,328,1.0,7988.633672908683,False,0.043415398055253324,0,8.948000000000002,-31608.277777777777,341,0,0.0,5941.247057762092,True,-2.228187770677906,0,0.2,34775,417,266,1.0,21945.22211539938,False,0.28975503404848285,0,7.4810000000000025,-21448.0,216,0,0.0,4870.70205474892,True,-1.5360205518078809,0,0.2,50929,2,282,1.0,11938.301212061264,False,0.11845711994870724,10,6.987000000000001,18878,516,0,0.0,24329.71271180589,False,-0.38978502209657684,0.5,166588,0.0,0.2,11,0,0,6,5,5.0,1,7,9,101.0,16.0,7,2,9,1027,0.8667897591367364,104.83160678111017
77,9,0,0,0,10.000000000000002,10,10.0,17.230055317868292,36,16.5,22.54954654976352,0,,46.777977315312505,36,45.916666666666664,42.0,8,42.0,5,3.256000000000001,23414,3,10,1.0,202.30055317868292,False,0.2800147121326733,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,19741,60,338,1.0,8655.550052892168,False,0.03224149875395997,0,8.948,-31608.277777777777,341,0,0.0,5875.448863393088,True,-2.2295987196500935,0,0.2,36428,407,240,1.0,20404.380001428755,False,0.31463744011035744,0,7.481000000000002,-21448.0,216,0,0.0,4870.70205474892,True,-1.5360205518078809,0,0.2,49583,22,292,1.0,13293.115500936876,False,0.10531447064138309,8,7.057000000000002,18463,522,0,0.0,24418.104158593127,False,-0.3970739880622629,0.5,166295,0.0,0.2,10,0,0,5,4,3.238095238095238,2,7,9,115.0,16.0,7,2,9,2053,0.7810133248567581,105.61262010596693
