index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,42,0,0,0,10.0,10,10.0,22.650073095930914,0,,24.36358560871958,46,27.543478260869566,28.276674677018462,12,32.25,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,0.9920000000000002,25406,15,20,1.0,603.0014619186182,False,0.12915626700748054,20,1.7770000000000001,30862,16,10,1.0,606.0370256220904,False,-0.06588081069415082,1,0.6510000000000001,34513,0,0,0.0,0.0,False,0.034469322303150196,0,0.2,44345,53,88,1.0,3779.617408839762,False,-0.0019038338531640066,0,0.29000000000000004,44538,80,28,1.0,2740.8337396540833,False,-0.0089498333478608,4,2.0220000000000007,58319,138,0,0.0,3902.1811054285477,False,-0.062279797851130726,16,2.3580000000000005,53310,175,0,0.0,4948.418068478231,False,-0.13207398076580965,0.5,314433,0.0,0.0,7,0,0,20,11,10.033333333333333,21,41,49,311.0,174.0,22,20,49,1063,10.583513622987084,206.4728963819216
26,49,0,0,0,10.0,9,10.0,22.672163853390686,10,23.0,24.36358560871958,0,,31.39941140259703,28,46.82142857142857,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,0.992,25546,14,20,1.0,593.4432770678137,False,0.1350956049779903,0,1.7570000000000001,30632,16,20,1.0,850.0263338286425,False,-0.06911808989256593,0,0.6500000000000001,34513,0,0,0.0,0.0,False,0.034469322303150196,0,0.2,44345,43,98,1.0,4124.7764986294505,False,0.0018217354082145979,0,0.29000000000000004,45849,70,10,1.0,2019.4451066363408,False,0.011564936496301404,8,2.0980000000000008,56899,166,0,0.0,5212.302292831107,False,-0.07418120911711674,12,2.4620000000000006,53082,175,0,0.0,5494.89699545448,False,-0.13137011656952008,0.5,314006,0.0,0.0,7,0,0,19,10,10.0,18,37,50,308.0,125.0,21,28,50,1631,5.875427892955486,212.3483242748771
27,50,0,0,0,10.0,11,10.0,22.034770204723166,25,18.4,24.399811783289046,1,33.0,32.04053408810679,26,35.73076923076923,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,5,1.0420000000000003,25801,15,10,1.0,370.3477020472317,False,0.14139648838334506,0,1.7570000000000001,30245,26,29,1.0,1280.4985670381848,False,-0.07426642437673191,0,0.6500000000000001,34473,0,5,0.5,121.99905891644522,False,0.035098747998028534,0,0.2,45034,33,86,1.0,3560.6797204257223,False,0.01060682296511146,0,0.29000000000000004,46056,61,16,1.0,2001.0370641903405,False,0.01583486674211885,14,2.2300000000000004,56350,175,0,0.0,5607.093465418688,False,-0.07965169304825755,6,2.5100000000000007,52346,192,0,0.0,6151.782544916503,False,-0.1377111497447101,0.5625,313445,0.0,0.0,15,0,0,16,10,10.0,24,40,42,345.0,147.0,21,29,42,1487,5.231973432004452,217.58029770688154
28,42,0,0,0,10.0,11,10.0,21.73797158547852,20,19.5,25.893911314472216,62,31.06451612903226,35.44613912772642,35,50.82857142857143,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,10,1.137,25871,16,10,1.0,377.3797158547852,False,0.1446255482903936,23,1.987,31008,31,10,1.0,932.8162322945564,False,-0.056607375950985264,5,0.7000000000000002,34518,0,5,0.5,129.46955657236109,False,0.03655950538878948,0,0.2,45689,54,68,1.0,3808.608671666896,False,0.027422756208221554,0,0.29000000000000004,45254,82,19,1.0,2796.777371213524,False,0.00711069416071416,9,2.306000000000001,55957,184,0,0.0,6522.089599501661,False,-0.0786481913128245,11,2.6140000000000003,50634,218,0,0.0,7727.25832984436,False,-0.15209140440119207,0.5625,312071,0.0,0.0,12,0,0,22,13,12.0752688172043,18,40,41,284.0,88.0,21,21,41,2713,5.242621425015386,222.82291913189692
29,41,0,0,0,10.0,7,10.0,21.850167399625594,15,23.0,25.620307987125262,5,12.0,38.37452113875477,35,52.91428571428571,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,5,1.1770000000000003,26051,13,10,1.0,348.50167399625593,False,0.15189751996302234,0,1.9640000000000004,30723,36,15,1.0,1170.9106461934002,False,-0.06158153274295779,0,0.6950000000000001,34518,0,5,0.0,128.1015399356263,False,0.03653900338602083,0,0.2,45849,49,73,1.0,4056.735134498236,False,0.03355498493726908,11,0.4,46445,72,10,1.0,2228.4073864605666,False,0.02668660693889169,10,2.3970000000000007,55355,194,0,0.0,7444.657100918426,False,-0.08083754375150976,10,2.7030000000000003,49070,243,0,0.0,9325.00863671741,False,-0.16399570086414664,0.5,311151,0.0,0.0,6,0,0,12,11,9.594202898550725,24,36,46,231.0,100.0,18,23,46,464,5.3042087579960935,228.12712788989302
30,46,0,0,0,10.000000000000002,6,10.0,21.850167399625594,0,,25.028300002821407,10,11.5,40.69314063789579,25,58.12,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,25991,9,20,1.0,527.0033479925119,False,0.15318231097624876,0,1.964,30838,26,15,1.0,943.5288524325865,False,-0.061542294571342686,0,0.6950000000000001,34518,0,5,0.0,125.14150001410704,False,0.03649464226859265,0,0.2,45971,44,80,1.0,4356.696451155805,False,0.0394263805361894,12,0.5090000000000001,47229,67,10,1.0,2083.8275065679923,False,0.04205068223741977,10,2.487000000000001,55190,194,0,0.0,7894.469283751782,False,-0.0799054868782243,10,2.7930000000000006,47461,268,0,0.0,10905.761690956071,False,-0.1767323628043185,0.5,310338,0.0,0.0,6,0,0,20,10,9.545454545454545,16,36,31,276.0,149.0,19,27,31,352,5.639156944991555,233.76628483488457
31,31,0,0,0,10.0,12,10.0,21.878113797460607,2,24.0,24.746560279432384,6,14.666666666666666,44.17682393461437,48,58.083333333333336,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,25919,11,28,1.0,722.587186328897,False,0.15431517517303334,0,1.9640000000000004,30878,18,19,1.0,863.9906936635061,False,-0.06153537311297682,0,0.6950000000000001,34518,0,5,0.0,123.73280139716192,False,0.036473530578742266,0,0.2,48584,39,44,1.0,2908.896104020895,False,0.08020741428686501,0,0.4970000000000001,47316,58,18,1.0,2230.483327030137,False,0.04551176874371404,8,2.5570000000000004,55080,194,0,0.0,8570.303843315187,False,-0.07635940563444073,12,2.903000000000001,44442,316,0,0.0,13959.87636333814,False,-0.199944950730959,0.5,309877,0.0,0.0,10,0,0,22,9,9.0,15,37,37,294.0,54.0,18,13,37,3044,5.600281259045005,239.36656609392958
32,37,0,0,0,10.0,11,10.0,21.39445000411951,5,8.0,24.153938082639804,11,13.454545454545455,44.17682393461437,0,,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,25849,12,33,1.0,826.0168501359439,False,0.15351203167162877,0,1.9640000000000004,30986,13,18,1.0,712.8987355410701,False,-0.0605626182366533,0,0.6950000000000001,34518,0,5,0.0,120.76969041319902,False,0.036429123436339694,0,0.2,48436,40,54,1.0,3351.7060157747683,False,0.0817920473174747,0,0.4970000000000001,47316,48,28,1.0,2396.3400981359127,False,0.04730198927245553,8,2.629000000000001,54973,194,0,0.0,8570.303843315187,False,-0.078024179334128,12,3.011000000000001,44219,316,0,0.0,13959.87636333814,False,-0.20341452582469974,0.5,309437,0.0,0.0,9,0,0,19,9,9.0,17,36,45,310.0,112.0,18,19,45,298,6.454941584030166,245.82150767795974
33,45,0,0,0,10.0,12,10.0,21.43419245923854,2,24.0,23.69463969612907,11,15.818181818181818,44.17682393461437,0,,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,25777,14,41,1.0,1018.8018908287802,False,0.15458342976300737,0,1.9640000000000004,31046,5,19,1.0,557.3691165226451,False,-0.061095088623285554,0,0.6950000000000001,34584,0,3,0.0,71.0839190883872,False,0.03766273894866147,0,0.2,48343,36,64,1.0,3680.323760875966,False,0.08333143104803194,0,0.49700000000000005,47235,43,38,1.0,2697.588816448896,False,0.048805008488751814,10,2.721000000000001,54804,194,0,0.0,8570.303843315187,False,-0.08065358826167145,10,3.0990000000000006,44056,316,0,0.0,13959.87636333814,False,-0.20595058295599905,0.5,308985,0.0,0.0,10,0,0,20,9,9.0,23,43,46,364.0,123.0,24,21,46,342,6.159995491965674,251.98150316992542
34,46,0,0,0,10.0,12,10.0,21.82840344906896,38,23.05263157894737,24.716841818939084,20,33.9,44.17682393461437,0,,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,26533,16,13,1.0,443.7692448378965,False,0.17516074240870327,0,1.9640000000000004,31382,7,11,1.0,424.6840841518126,False,-0.05301255756149307,0,0.6950000000000001,34050,16,11,1.0,621.1397151934333,False,0.029900484296877323,0,0.2,47698,45,74,1.0,4381.342853013723,False,0.07697410414927484,0,0.4970000000000001,47202,34,48,1.0,2960.8601707054186,False,0.050934310933072324,12,2.831000000000001,54581,194,0,0.0,8570.303843315187,False,-0.08412316335541221,8,3.169000000000001,43939,316,0,0.0,13959.87636333814,False,-0.2077709429827599,0.625,308525,0.0,0.0,13,0,0,23,9,9.0,20,43,44,387.0,124.0,26,20,44,1674,6.473112728039268,258.4546158979647
35,44,0,0,0,10.0,10,10.0,21.82840344906896,0,,24.392130444301976,6,14.666666666666666,43.29095929471468,7,16.0,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.1720000000000002,26433,16,23,1.0,662.0532793285861,False,0.1755622892635962,0,1.9640000000000004,31437,0,13,0.7,317.0976957759257,False,-0.052976385580194726,0,0.6950000000000001,34083,6,20,1.0,618.8130295804533,False,0.03085473472979736,0,0.2,47643,40,84,1.0,4612.125798528113,False,0.07827780798445817,0,0.4970000000000001,47281,25,51,1.0,2817.6421851379982,False,0.05109386465835546,9,2.9090000000000007,54329,201,0,0.0,8701.482818237651,False,-0.08702345605279316,11,3.271000000000001,43767,316,0,0.0,13679.94313712984,False,-0.21262471693300575,0.5875,308113,0.0,0.0,8,0,0,25,8,8.0,23,48,36,434.0,73.0,28,16,36,300,5.647378313995432,264.1019942119601
36,36,0,0,0,10.0,13,10.0,21.361686541089682,54,20.14814814814815,25.475303927930025,42,29.785714285714285,42.96491957099549,19,39.526315789473685,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,31,1.482,26543,19,10,1.0,403.6168654108968,False,0.17471816368891155,0,1.9640000000000004,31106,13,12,1.0,583.4055721693262,False,-0.058906489641678966,11,0.8050000000000002,34291,27,10,1.0,831.5185758887217,False,0.040276932168700715,0,0.2,46765,61,87,1.0,5291.9415422803395,False,0.06666171817758287,0,0.4970000000000001,47659,26,49,1.0,2767.63896110496,False,0.05871423440952623,9,2.990000000000001,53807,210,0,0.0,9022.633109909053,False,-0.09264673261004586,11,3.370000000000001,43224,326,0,0.0,14006.56378014453,False,-0.21853216918344776,0.625,306535,0.0,0.0,15,0,0,26,11,10.255555555555556,17,43,37,350.0,78.0,24,12,37,1464,4.801793128019199,268.9037873399793
37,37,0,0,0,10.0,9,10.0,21.361686541089682,0,,25.0782306350001,35,22.942857142857143,42.04167347785888,7,16.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.4510000000000003,26453,18,20,1.0,607.2337308217936,False,0.1752368281025561,21,2.1740000000000004,31297,3,10,1.0,314.86736597327,False,-0.057206076102669624,0,0.794,34357,17,18,1.0,814.5568226285263,False,0.04200097147481529,0,0.2,46811,53,90,1.0,5112.896836662305,False,0.06572217728409539,0,0.49700000000000005,46922,49,59,1.0,3709.2920363086787,False,0.052968201933258574,11,3.091000000000001,53505,217,0,0.0,9123.043144695377,False,-0.09656431826198113,9,3.449000000000001,43084,326,0,0.0,13705.585553781995,False,-0.22305178260092104,0.625,305569,0.0,0.0,8,0,0,16,9,8.65625,20,36,32,297.0,194.0,21,16,32,301,5.8036920159938745,274.7074793559732
38,32,0,0,0,9.999999999999998,10,10.0,21.361686541089682,0,,24.888556943845206,17,22.647058823529413,41.09884255480523,15,29.533333333333335,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.451,26353,18,30,1.0,820.8505962326905,False,0.17553587640516294,6,2.2130000000000005,31493,0,3,0.3,74.66567083153562,False,-0.054931126235177666,0,0.794,34390,7,27,1.0,821.5228432714484,False,0.043094488554258466,0,0.2,46869,60,85,1.0,4986.715033789156,False,0.06561227720343189,0,0.4970000000000001,46922,39,69,1.0,3806.4738570915238,False,0.05401716055837836,11,3.190000000000001,52922,231,0,0.0,9493.832630160008,False,-0.10275051242232351,9,3.5300000000000016,42907,327,0,0.0,13439.32151542131,False,-0.22787701277813927,0.5375,304996,0.0,0.0,9,0,0,17,9,8.75,18,35,29,256.0,69.0,18,14,29,752,5.232338041998446,279.93981739797164
39,29,0,0,0,10.0,11,10.0,20.86276759865108,27,17.629629629629626,24.929708780225496,1,33.0,41.6034676354457,6,56.666666666666664,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.4510000000000003,26719,19,13,1.0,461.21597878246405,False,0.1837136201252353,0,2.2070000000000003,31453,0,8,0.5,199.43767024180397,False,-0.05426014341873031,0,0.794,33987,19,36,1.0,1293.8621004624883,False,0.03809402782217557,0,0.2,47209,50,89,1.0,4949.194058565942,False,0.07254705069367212,0,0.4970000000000001,46889,30,79,1.0,4034.565206606975,False,0.05576673797689025,11,3.2890000000000006,52690,232,0,0.0,9652.004491423404,False,-0.1051296462634123,9,3.611000000000001,42474,332,0,0.0,13812.351254967973,False,-0.23171198438716123,0.5625,304561,0.0,0.0,11,0,0,16,8,8.0,20,36,36,270.0,48.0,18,11,36,959,5.135911787976511,285.07572918594815
40,36,0,0,0,10.0,11,10.0,20.545192355604154,5,9.0,25.83422280297506,45,29.4,40.94638801980806,10,30.0,43.99999999999998,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.4510000000000003,26654,20,18,1.0,569.8134624008748,False,0.18324358638382032,1,2.2170000000000005,31526,0,0,0.0,0.0,False,-0.0550609957138147,0,0.7940000000000003,35166,14,10,1.0,545.9749210082088,False,0.062224244237751525,0,0.2,46613,64,94,1.0,5502.350733252361,False,0.06565152012231892,0,0.4970000000000001,46462,41,84,1.0,4498.699728585854,False,0.05155861805783145,13,3.408000000000001,52135,242,0,0.0,9909.025900793551,False,-0.11176523656283702,7,3.6720000000000015,42389,332,0,0.0,13594.200822576277,False,-0.23473152939355352,0.5,304085,0.0,0.0,11,0,0,20,9,8.25,16,36,38,266.0,108.0,18,18,38,1734,5.9025385190034285,290.9782677049516
41,38,0,0,0,10.000000000000002,10,10.0,20.782634543649525,18,23.0,25.472693232159898,5,11.0,43.233800164253566,49,50.6530612244898,43.99999999999998,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.4510000000000003,26968,20,10,1.0,407.8263454364953,False,0.19347798009040482,5,2.2660000000000005,31451,0,0,0.0,0.0,False,-0.05730899499445494,0,0.794,34752,22,20,1.0,966.6718246034875,False,0.05612013045294918,0,0.2,48665,54,68,1.0,4315.423845705877,False,0.09713774848030009,0,0.49700000000000005,46837,36,81,1.0,4418.954769662295,False,0.05879319959482644,9,3.4850000000000008,51889,249,0,0.0,10765.216240899137,False,-0.10893208469420175,11,3.775000000000001,39828,374,0,0.0,16169.441261430833,False,-0.25454357769646013,0.5,303530,0.0,0.0,9,0,0,20,9,9.0,19,39,37,345.0,158.0,23,15,37,2996,5.948410907993093,296.92667861294467
42,37,0,0,0,10.0,9,10.0,20.782634543649525,0,,24.523163434087238,14,12.0,43.44704468535123,36,44.55555555555556,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.451,26878,19,20,1.0,605.6526908729904,False,0.19386947535628307,4,2.3010000000000006,31395,0,0,0.0,0.0,False,-0.05898750112399964,0,0.794,34872,12,20,1.0,739.8548832055391,False,0.056317700494642846,0,0.2,49993,53,45,1.0,3254.844672847429,False,0.11435836056437863,0,0.4970000000000001,46945,31,88,1.0,4583.557998767613,False,0.06290134489095717,7,3.546000000000001,50435,281,0,0.0,12208.619556583695,False,-0.12032564563204069,13,3.8940000000000006,39347,378,0,0.0,16422.982891062766,False,-0.2600548994829651,0.5,303005,0.0,0.0,8,0,0,18,8,8.0,20,38,37,288.0,87.0,20,17,37,1814,5.326766234007664,302.25344484695233
43,37,0,0,0,9.999999999999998,12,10.0,20.65829897959324,21,19.666666666666668,23.60227018383919,16,13.3125,43.46047732870697,5,44.0,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,1,1.4610000000000003,27152,21,10,1.0,416.58298979593235,False,0.201752162994596,10,2.3970000000000007,30857,6,10,1.0,359.97249571595137,False,-0.06971836322099409,0,0.794,34920,7,24,1.0,711.0625772692932,False,0.05732491948070149,0,0.2,49873,53,55,1.0,3641.2465728223606,False,0.1159385896079956,0,0.4970000000000001,47072,27,93,1.0,4679.085686533406,False,0.06667406781224669,13,3.6690000000000014,49968,286,0,0.0,12429.696516010194,False,-0.12587169950048857,7,3.951000000000001,39277,378,0,0.0,16428.060430251237,False,-0.26110450398883484,0.625,302259,0.0,0.0,9,0,0,23,10,9.2,20,43,28,436.0,105.0,27,10,28,801,5.350622380967252,307.6040672279196
44,28,0,0,0,9.999999999999998,9,10.0,21.310741443322602,30,25.0,23.32189366202068,16,20.25,43.46874354692086,1,45.0,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,20,1.6600000000000001,27372,20,10,1.0,413.107414433226,False,0.21133894264578607,5,2.4370000000000007,30268,26,10,1.0,787.2982141465944,False,-0.080968464854081,0,0.7940000000000003,34953,0,30,0.7,699.6568098606205,False,0.05814310478465099,0,0.2,49627,58,64,1.0,4134.669419400135,False,0.11595394749260769,0,0.4970000000000001,47039,18,103,1.0,4897.074671249221,False,0.06831460258671962,11,3.7660000000000005,49727,287,0,0.0,12475.529397966287,False,-0.12926478149482457,9,4.034000000000001,39142,378,0,0.0,16431.185060736087,False,-0.2631806119152982,0.5875,301268,0.0,0.0,8,0,0,13,11,10.333333333333332,23,36,34,288.0,38.0,20,8,34,399,4.618005605007056,312.22207283292664
45,34,0,0,0,9.999999999999998,14,10.0,21.310741443322602,0,,22.11286193746883,28,14.678571428571429,43.46874354692086,0,,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.6400000000000003,27232,24,20,1.0,666.214828866452,False,0.21074833813999327,18,2.6120000000000005,30071,16,10,1.0,562.1004824678499,False,-0.0902481718900001,0,0.794,34953,0,30,0.0,663.3858581240648,False,0.057599524295238194,0,0.2,49374,62,74,1.0,4587.684462595211,False,0.11538203983545114,0,0.49700000000000005,46881,22,113,1.0,5398.450983426372,False,0.07031551263331794,6,3.8150000000000013,49656,287,0,0.0,12475.529397966287,False,-0.13036944441704695,14,4.165000000000001,38859,378,0,0.0,16431.185060736087,False,-0.2675837049714804,0.5,300166,0.0,0.0,6,0,0,17,12,11.75,19,36,38,306.0,57.0,20,14,38,338,8.540865810995456,320.7629386439221
46,38,0,0,0,9.999999999999998,13,10.0,20.9503535681864,5,8.0,22.52579201497002,43,24.25581395348837,42.85436845852272,7,28.142857142857142,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.6400000000000003,27142,27,25,1.0,793.75883920466,False,0.2095963200949765,9,2.6840000000000006,30000,11,10,1.0,455.71180939975056,False,-0.09397068894584197,0,0.794,35768,0,6,0.0,135.1547520898201,False,0.07411136216901683,0,0.2,48577,86,78,1.0,5279.858853052194,False,0.10564793788239314,0,0.4970000000000001,46832,21,122,1.0,5701.274584254143,False,0.07252633232146179,14,3.9490000000000007,49371,287,0,0.0,12299.20374759602,False,-0.1361753477541423,6,4.211000000000002,38589,385,0,0.0,16498.931856531246,False,-0.2712575120460283,0.5,299419,0.0,0.0,11,0,0,22,11,11.0,18,40,34,295.0,78.0,22,16,34,1302,5.688368876988534,326.45130752091063
47,34,0,0,0,9.999999999999998,13,10.0,20.452979269534982,39,18.333333333333332,22.239818967342945,31,20.387096774193548,42.92334280864236,24,43.375,43.999999999999986,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,14,1.7800000000000005,27421,30,10,1.0,504.5297926953498,False,0.215498963251534,16,2.835000000000001,29761,20,10,1.0,631.457775064129,False,-0.09850046795755589,0,0.794,35508,10,11,1.0,449.16780133612224,False,0.0710243053882463,0,0.2,49388,76,69,1.0,4651.936895314387,False,0.11637779175910871,0,0.4970000000000001,46430,42,127,1.0,6385.336933325983,False,0.07123175240513326,9,4.025,48495,306,0,0.0,13134.542899444563,False,-0.14330634248094404,11,4.315000000000001,38097,390,0,0.0,16740.10369537052,False,-0.2770362073081191,0.625,298240,0.0,0.0,13,0,0,18,11,10.258241758241759,19,37,37,300.0,121.0,21,13,37,1551,5.049793248006608,331.50110076891724
48,37,0,0,0,10.0,12,10.0,20.632451040023646,14,23.0,22.291142334785075,1,33.0,42.06788165146558,7,22.142857142857142,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,4,1.8060000000000005,27547,32,10,1.0,526.3245104002365,False,0.22151193636404082,0,2.8190000000000004,29472,24,19,1.0,918.7105293214839,False,-0.10285779861940646,0,0.7940000000000003,35508,0,21,1.0,468.11398903048655,False,0.07130824549696507,0,0.2,49543,66,72,1.0,4500.102873001337,False,0.11808499960064477,0,0.4970000000000001,46397,33,137,1.0,6498.907483298691,False,0.07174521817778097,10,4.1160000000000005,48242,312,0,0.0,13125.17907525726,False,-0.14731552070653886,10,4.404000000000002,37873,391,0,0.0,16448.54172572304,False,-0.28278949383315666,0.625,297722,0.0,0.0,9,0,0,17,9,8.285714285714285,19,36,43,232.0,161.0,19,18,43,308,5.722819085989613,337.22391985490685
49,43,0,0,0,9.999999999999998,11,10.0,20.632451040023646,0,,22.248926600917247,32,22.0,40.17245874099318,12,16.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.802,27437,33,20,1.0,742.649020800473,False,0.2214312166908349,13,2.9490000000000003,29838,14,10,1.0,511.3435805695035,False,-0.09799263284822252,0,0.794,35508,0,21,0.0,467.2274586192622,False,0.07129495936545373,0,0.2,49639,56,76,1.0,4299.046753966848,False,0.11798724989710128,0,0.49700000000000005,45789,55,141,1.0,6888.007645530487,False,0.06281984808335471,7,4.176000000000001,47960,324,0,0.0,13015.87663208179,False,-0.15255335341370563,13,4.524000000000001,37614,391,0,0.0,15707.431367728333,False,-0.2925845116321913,0.5,296925,0.0,0.0,6,0,0,22,10,9.40625,18,40,40,361.0,86.0,22,21,40,302,5.880498534999788,343.10441838990664
50,40,0,0,0,10.0,12,10.0,20.859851165604205,19,23.0,21.311325713984292,20,12.0,40.545199797713344,3,59.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.802,27754,35,11,1.0,579.4583628216462,False,0.23177094836433543,0,2.936000000000001,29898,4,15,1.0,403.10929037218125,False,-0.09781630413373828,0,0.794,35251,9,16,1.0,528.7198719141866,False,0.064513381169472,0,0.2,49579,51,86,1.0,4573.764794016546,False,0.11965724147849392,0,0.4970000000000001,45786,60,148,1.0,7279.369112900633,False,0.06697935272867293,10,4.269000000000001,47795,324,0,0.0,13136.644734459123,False,-0.1541810345365929,10,4.6110000000000015,37280,394,0,0.0,15974.808720299057,False,-0.295701081944992,0.625,296483,0.0,0.0,13,0,0,22,9,9.0,15,37,45,319.0,108.0,21,19,45,974,5.654973364027683,348.7593917539343
51,45,0,0,0,10.0,7,10.0,20.859851165604205,0,,21.10280555089147,10,17.0,40.738112756345345,5,46.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.8020000000000005,27684,32,21,1.0,758.0568744776883,False,0.23261863386651052,0,2.936000000000001,29958,0,14,0.4,295.4392777124806,False,-0.09763151878259627,0,0.794,35361,0,20,0.9,422.05611101782944,False,0.06621191306264161,0,0.2,49809,41,91,1.0,4572.3832884139765,False,0.1246074659285233,0,0.4970000000000001,45616,60,158,1.0,7702.790148556052,False,0.06787978054698593,10,4.359000000000002,47421,329,0,0.0,13402.839096837619,False,-0.15792915301263658,10,4.701000000000001,37114,394,0,0.0,16050.816426000067,False,-0.29769252698644794,0.5375,296103,0.0,0.0,6,0,0,19,8,8.0,25,44,41,379.0,122.0,26,19,41,470,5.078382463019807,353.83777421695413
