index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.000000000000002,20,10.0,8.57476269788699,6,9.666666666666666,42.531705854565985,4,46.0,45.39032402738211,1,71.0,55.00000000000001,20,55.0,5,1.4470000000000003,6612,261,0,0.0,2610.0000000000005,False,-0.2967667436489607,1,0.921,6897,259,0,0.0,2590.0000000000005,False,-0.27233966956830696,0,0.2,21300,0,114,0.6,4848.6144674205225,False,0.20857398032146002,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.1,25311,0,7,0.4,317.73226819167473,False,0.040223244194234786,0,4.619000000000001,-17294.25,63,0,0.0,2679.497468837657,True,-1.6516030739465457,8,2.0800000000000005,21463,324,0,0.0,14706.464984871802,False,-0.18168249865292493,12,2.3000000000000007,15026,301,0,0.0,13662.487532242014,False,-0.3793024431725732,0.125,117406,0.0,0.1,11,0,0,2,13,13.0,28,30,13,122.0,58.0,10,6,13,455,0.7362338380189613,31.0073861189303
26,13,0,0,0,10.000000000000002,20,10.0,8.336067348294577,10,6.7,42.531705854565985,0,,47.2370557311347,6,91.0,55.00000000000001,20,55.0,5,1.492,6442,271,0,0.0,2710.0000000000005,False,-0.30742583052051875,5,0.9700000000000002,6690,269,0,0.0,2690.0000000000005,False,-0.28628530822526205,0,0.2,21233,0,124,1.0,5273.931525966182,False,0.21599418048818597,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.1,25857,0,1,0.0,47.2370557311347,False,0.05699891884278409,0,4.619000000000001,-17294.25,63,0,0.0,2679.497468837657,True,-1.6516030739465457,14,2.2120000000000006,21103,324,0,0.0,15304.806056887644,False,-0.18340992138229617,6,2.3480000000000008,14383,307,0,0.0,14501.776109458353,False,-0.3856452531740451,0.125,116505,0.0,0.1,11,0,0,3,13,13.0,26,29,10,87.0,59.0,7,6,10,746,0.6439483489957638,31.651334467926063
27,10,0,0,0,10.000000000000002,20,10.0,8.235366867869647,9,7.444444444444445,41.904613230598095,1,16.0,46.12810647205017,7,25.0,55.0,20,55.0,5,1.5370000000000001,6287,280,0,0.0,2800.0000000000005,False,-0.31719666015278025,4,1.0050000000000001,6496,280,0,0.0,2800.0000000000005,False,-0.2986320838514834,0,0.2,21182,0,132,0.9,5531.408946438948,False,0.21995437968514894,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,6,1.1600000000000001,25680,0,1,0.1,46.12810647205017,False,0.049747357698020286,0,4.6190000000000015,-17294.25,63,0,0.0,2639.99063352768,True,-1.652409829823817,10,2.2980000000000005,20731,331,0,0.0,15268.403242248607,False,-0.1944907814754273,10,2.4420000000000006,14165,307,0,0.0,14161.328686919402,False,-0.3966699510575425,0.125,115338,0.0,0.1,12,0,0,4,16,107.84783434650457,26,30,13,106.0,18.0,8,2,13,216,0.6380688999779522,32.289403367904015
28,13,0,0,0,10.000000000000002,20,10.0,8.235366867869647,0,,42.388986728243445,4,47.0,47.16897697927163,3,91.0,55.0,20,55.0,0,1.532,6177,291,0,0.0,2910.0000000000005,False,-0.322082074968911,0,1.0010000000000001,6406,289,0,0.0,2890.0000000000005,False,-0.30262924142831765,0,0.2,21370,0,128,0.0,5425.790301215161,False,0.22684132198714108,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,2,1.1740000000000002,25653,0,4,0.4,188.67590791708653,False,0.05155556275101262,0,4.6190000000000015,-17294.25,63,0,0.0,2670.5061638793372,True,-1.6517866823794294,8,2.3680000000000008,20583,331,0,0.0,15612.93138013891,False,-0.19380173538736145,12,2.552000000000001,13622,310,0,0.0,14622.382863574207,False,-0.4055434931621768,0.05,114608,0.0,0.1,11,0,0,4,11,10.666666666666666,23,27,14,129.0,21.0,9,4,14,388,0.6183339459821582,32.90773731388617
29,14,0,0,0,10.000000000000002,20,10.0,8.268663696509659,6,8.666666666666666,42.733957672293954,4,46.0,47.31711855321225,15,48.46666666666667,55.0,20,55.0,5,1.582,5977,304,0,0.0,3040.0000000000005,False,-0.3340735476994138,1,1.0110000000000001,6314,296,0,0.0,2960.0000000000005,False,-0.3076923076923077,0,0.2,21502,0,130,0.6,5555.414497398214,False,0.23686740951090707,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,11,1.2820000000000003,25517,0,4,0.4,189.268474212849,False,0.046013242275124516,0,4.6190000000000015,-17294.25,63,0,0.0,2692.239333354519,True,-1.6513428765906777,11,2.470000000000001,19620,346,0,0.0,16371.723019411438,False,-0.21037480803925374,9,2.630000000000001,13443,310,0,0.0,14668.306751495797,False,-0.40997463009746415,0.125,113170,0.0,0.1,13,0,0,4,14,13.5,26,30,11,121.0,29.0,8,6,11,384,0.7159988980274647,33.62373621191364
30,11,0,0,0,10.000000000000002,20,10.0,7.347162867162986,33,5.393939393939394,39.48515196174677,5,15.0,49.27352227474176,6,87.83333333333333,55.0,20,55.0,13,1.7070000000000005,5653,315,0,0.0,3150.0000000000005,False,-0.3579676674364896,20,1.2100000000000002,5683,305,0,0.0,3050.0000000000005,False,-0.3597441819150826,0,0.2,21399,23,135,1.0,5499.480260780562,False,0.23019562559298423,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,2,1.2910000000000001,25857,0,5,0.5,246.3676113737088,False,0.06106529735294485,0,4.6190000000000015,-17294.25,63,0,0.0,2487.5645735900466,True,-1.6555224714398602,8,2.5390000000000006,19474,346,0,0.0,17048.638707060647,False,-0.20490942938801834,12,2.741000000000001,12627,316,0,0.0,15570.433038818395,False,-0.4203380326174477,0.1875,111490,0.0,0.1,14,0,0,6,17,16.666666666666668,14,20,13,90.0,12.0,7,4,13,538,0.7074200380011462,34.331156249914784
31,13,0,0,0,10.000000000000002,20,10.0,8.432769730943669,31,11.67741935483871,40.19384948960283,4,47.0,51.27476422566237,8,79.25,55.00000000000001,20,55.0,31,2.0040000000000004,5061,323,0,0.0,3230.0000000000005,False,-0.4069994670456564,0,1.1900000000000002,5563,317,0,0.0,3170.0000000000005,False,-0.36507372535086163,0,0.2,21225,44,141,1.0,6038.374646195521,False,0.23505793800803676,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,3,1.3190000000000002,26131,0,4,0.4,205.0990569026495,False,0.07141309080871241,0,4.6190000000000015,-17294.25,63,0,0.0,2532.2125178449783,True,-1.6546107306954263,9,2.621000000000001,19231,347,0,0.0,17792.343186304843,False,-0.2012503097304361,11,2.8390000000000004,11817,323,0,0.0,16561.748844888945,False,-0.42926465546531284,0.175,109825,0.0,0.1,12,0,0,4,15,15.0,12,16,13,97.0,18.0,7,6,13,783,0.7370816119946539,35.06823786190944
32,13,0,0,0,10.000000000000002,20,10.0,8.285170961780386,5,5.0,38.10062593678195,9,29.22222222222222,52.90195843006211,5,88.0,55.00000000000001,20,55.0,0,1.9730000000000003,4931,336,0,0.0,3360.0000000000005,False,-0.41277313910108365,5,1.2400000000000002,5398,324,0,0.0,3240.0000000000005,False,-0.37662106946171614,0,0.2,21463,39,142,1.0,5733.410550532472,False,0.23941443073185098,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,1,1.326,26252,0,9,0.9,476.117625870559,False,0.08188927151052808,0,4.6190000000000015,-17294.25,63,0,0.0,2400.339434017263,True,-1.657303666856907,13,2.7420000000000004,18898,347,0,0.0,18356.97957523155,False,-0.20268956132175336,7,2.898000000000001,11259,328,0,0.0,17351.842365060373,False,-0.4338921683838761,0.2375,108998,0.0,0.1,15,0,0,4,14,14.0,15,19,16,119.0,26.0,8,5,16,811,0.8055842720204964,35.873822133929934
33,16,0,0,0,10.000000000000002,20,10.0,8.08586857853573,10,6.0,35.60560545333192,23,31.0,55.42820392033829,8,87.5,55.00000000000001,20,55.0,5,2.023,4801,342,0,0.0,3420.0000000000005,False,-0.4216557114940487,5,1.2850000000000001,5148,338,0,0.0,3380.0000000000005,False,-0.39260969976905313,0,0.2,22116,39,129,1.0,4908.471978042711,False,0.25166765099446536,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000004,26239,13,11,1.0,1072.5831140170362,False,0.09353855654517121,0,4.619000000000001,-17294.25,63,0,0.0,2243.153143559911,True,-1.6605135155491137,8,2.8090000000000006,18610,349,0,0.0,19344.443168198064,False,-0.1968472316664102,12,3.011000000000001,10425,334,0,0.0,18513.02010939299,False,-0.4410884859801074,0.25,108136,0.0,0.1,18,0,0,7,12,12.0,13,20,11,138.0,29.0,10,6,11,1613,0.7653377329697832,36.63915986689972
34,11,0,0,0,10.000000000000002,20,10.0,8.034414068528198,9,7.444444444444445,35.60560545333192,0,,55.42820392033829,0,,55.0,20,55.0,5,2.0680000000000005,4626,353,0,0.0,3530.0000000000005,False,-0.43231479836560666,4,1.32,4974,347,0,0.0,3470.0000000000005,False,-0.404068218155978,0,0.2,22049,38,139,1.0,5254.4868926172085,False,0.2570679290019665,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,26239,3,21,1.0,1270.8090986870998,False,0.09758646311388816,0,4.619000000000001,-17294.25,63,0,0.0,2243.153143559911,True,-1.6605135155491137,9,2.891000000000001,18432,349,0,0.0,19344.443168198064,False,-0.20190203941332902,11,3.1090000000000004,10179,334,0,0.0,18513.02010939299,False,-0.4480743438775346,0.25,107296,0.0,0.1,13,0,0,1,13,13.0,5,6,11,86.0,15.0,6,5,11,200,0.5508552329847589,37.19001509988448
35,11,0,0,0,10.0,20,10.0,8.127153681137488,5,10.0,35.60560545333192,0,,58.09757774335558,8,91.0,55.0,20,55.0,5,2.1130000000000004,4436,365,0,0.0,3650.0,False,-0.44386214247646116,0,1.316,4894,355,0,0.0,3550.0,False,-0.407621247113164,0,0.2,21999,33,149,1.0,5573.431284023993,False,0.26264470922119193,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000004,26967,0,16,0.3,929.5612438936893,False,0.12035044402478431,0,4.6190000000000015,-17294.25,63,0,0.0,2243.153143559911,True,-1.6605135155491137,12,3.0020000000000007,18150,349,0,0.0,20276.054632431096,False,-0.19668236166821293,8,3.1780000000000013,9304,342,0,0.0,19869.37158822761,False,-0.4536637191425625,0.1625,106547,0.0,0.1,12,0,0,2,12,12.0,5,7,12,111.0,12.0,7,4,12,928,0.5929062850191258,37.7829213849036
36,12,0,0,0,10.0,20,10.0,7.8776409349257035,18,6.555555555555555,35.60560545333192,0,,58.09757774335558,0,,55.0,20,55.0,10,2.2080000000000006,4186,374,0,0.0,3740.0,False,-0.4620714158820394,8,1.3960000000000001,4590,366,0,0.0,3660.0,False,-0.42973885237164683,0,0.2,21881,41,159,1.0,5984.2745454117285,False,0.2670981799646389,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,26967,0,16,0.0,929.5612438936893,False,0.12035044402478431,0,4.6190000000000015,-17294.25,63,0,0.0,2243.153143559911,True,-1.6605135155491137,7,3.060000000000001,18030,349,0,0.0,20276.054632431096,False,-0.2000900972279335,13,3.300000000000001,8979,342,0,0.0,19869.37158822761,False,-0.462893002950139,0.125,105430,0.0,0.1,10,0,0,2,14,14.0,4,6,15,80.0,25.0,6,6,15,200,0.6681050889892504,38.45102647389285
37,15,0,0,0,10.0,20,10.0,7.97678098237375,5,10.0,34.150007444854886,5,17.0,59.331024942615535,5,83.0,55.0,20,55.0,5,2.2480000000000007,4036,382,0,0.0,3820.0,False,-0.47184224551430093,0,1.3880000000000003,4470,378,0,0.0,3780.0,False,-0.43506839580742585,0,0.2,21916,36,164,1.0,5887.765336321656,False,0.26642295813351125,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,27297,0,16,0.5,949.2963990818486,False,0.13423108840273323,0,4.6190000000000015,-17294.25,63,0,0.0,2151.4504690258577,True,-1.6623861452108257,7,3.1230000000000007,17841,350,0,0.0,20765.85872991544,False,-0.19850260223326746,13,3.417000000000001,8314,346,0,0.0,20528.534630144975,False,-0.4724181486036097,0.1875,104671,0.0,0.1,14,0,0,7,12,12.0,6,13,12,173.0,6.0,13,2,12,700,0.8294712189817801,39.28049769287463
38,12,0,0,0,10.0,20,10.0,7.9153764909040705,1,2.0,32.61848392522042,5,15.0,59.458066272910436,1,71.0,55.0,20,55.0,0,2.2430000000000008,3956,390,0,0.0,3900.0,False,-0.47539527447148694,1,1.3980000000000004,4328,390,0,0.0,3900.0,False,-0.4423521051696571,0,0.2,21989,27,169,1.0,5726.23894861666,False,0.26602748213491234,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,27293,0,20,0.5,1189.1613254582087,False,0.13896592455499718,0,4.6190000000000015,-17294.25,63,0,0.0,2054.964487288886,True,-1.6643564531899349,12,3.236,17483,351,0,0.0,20869.781261791562,False,-0.2071934278725569,8,3.4840000000000013,8181,346,0,0.0,20572.49093042701,False,-0.47557092448419647,0.1875,104027,0.0,0.1,10,0,0,2,11,11.0,3,5,10,82.0,32.0,5,7,10,346,0.6082720659906045,39.88876975886524
39,10,0,0,0,10.0,20,10.0,7.837325833597857,1,1.0,32.61848392522042,0,,60.329325391127156,6,72.33333333333333,54.99999999999999,20,55.0,0,2.2430000000000008,3846,401,0,0.0,4010.0,False,-0.4802806892876177,1,1.4070000000000003,4215,399,0,0.0,3990.0,False,-0.44839225439687336,0,0.2,21988,18,179,1.0,5979.780487619216,False,0.27243455139121797,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000004,27727,0,14,0.0,844.6105554757802,False,0.1496551062992808,0,4.6190000000000015,-17294.25,63,0,0.0,2054.964487288886,True,-1.6643564531899349,6,3.284000000000001,17046,356,0,0.0,21477.23983924127,False,-0.2109780223882366,14,3.616000000000001,7724,347,0,0.0,20934.275910721124,False,-0.4834117693144612,0.125,103343,0.0,0.1,12,0,0,3,11,11.0,2,5,10,62.0,15.0,5,5,10,634,0.48655150597915053,40.37532126484439
40,10,0,0,0,9.999999999999998,20,10.0,7.953676738589306,6,9.5,33.506625040464904,4,46.0,57.88473879937289,8,33.5,54.99999999999999,20,55.0,5,2.2930000000000006,3681,411,0,0.0,4109.999999999999,False,-0.49049564753952746,1,1.4160000000000004,4093,409,0,0.0,4089.999999999999,False,-0.45478770651980815,0,0.2,22115,14,185,1.0,6310.0771068262575,False,0.2873172976776937,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,27811,0,10,0.4,578.847387993729,False,0.14765871733701716,0,4.6190000000000015,-17294.25,63,0,0.0,2110.917377549289,True,-1.663213857922212,9,3.3680000000000017,16687,363,0,0.0,21012.16018417236,False,-0.22777644993223775,11,3.7120000000000015,7376,348,0,0.0,20143.889102181765,False,-0.5045168242434576,0.175,102560,0.0,0.1,11,0,0,2,15,15.0,2,4,8,54.0,24.0,4,6,8,652,0.4969390929909423,40.87226035783533
41,8,0,0,0,9.999999999999998,20,10.0,7.505643253077101,13,4.846153846153846,34.433355575318366,4,47.0,57.88473879937289,0,,54.99999999999999,20,55.0,5,2.3380000000000005,3526,420,0,0.0,4199.999999999999,False,-0.500266477171789,8,1.495,3784,420,0,0.0,4199.999999999999,False,-0.47734944039793925,0,0.2,22240,17,191,1.0,6704.366850188118,False,0.3037281418794732,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000004,27623,0,14,0.4,810.3863431912205,False,0.14470872663245288,0,4.619000000000001,-17294.25,63,0,0.0,2169.301401245057,True,-1.6620216172912996,11,3.4690000000000007,16446,363,0,0.0,21012.16018417236,False,-0.23462031884800988,9,3.7910000000000013,7195,348,0,0.0,20143.889102181765,False,-0.5096568253793694,0.175,101611,0.0,0.1,11,0,0,0,13,13.0,4,4,8,64.0,12.0,4,4,8,388,0.42457442596787587,41.296834783803206
42,8,0,0,0,9.999999999999998,20,10.0,7.583656001001108,8,8.375,35.324343244167885,4,47.0,54.861548483563496,8,25.0,55.0,20,55.0,5,2.383000000000001,3341,432,0,0.0,4319.999999999999,False,-0.5113696926629953,3,1.5170000000000001,3642,428,0,0.0,4279.999999999999,False,-0.48640966423876353,0,0.2,22361,15,197,1.0,7072.650459116089,False,0.31927280843393,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000002,27635,0,10,0.4,548.615484835635,False,0.13985328741751354,0,4.619000000000001,-17294.25,63,0,0.0,2225.433624382577,True,-1.6608753599268413,10,3.5580000000000016,16038,371,0,0.0,20353.634487402058,False,-0.2555569590588678,10,3.8820000000000006,6978,348,0,0.0,19091.818872280095,False,-0.530757385240528,0.175,100792,0.0,0.1,12,0,0,2,15,15.0,2,4,8,64.0,12.0,4,4,8,588,0.4165328069939278,41.713367590797134
43,8,0,0,0,9.999999999999998,20,10.0,7.784062870709053,5,11.0,36.17696956797095,4,47.0,54.861548483563496,0,,54.99999999999999,20,55.0,5,2.428000000000001,3176,442,0,0.0,4419.999999999999,False,-0.5215846509149049,0,1.5140000000000002,3542,438,0,0.0,4379.999999999999,False,-0.49085095043524607,0,0.2,22494,10,203,1.0,7421.765451005193,False,0.3349405361947324,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.3250000000000004,27447,0,14,0.4,768.0616787698889,False,0.1366563544776371,0,4.6190000000000015,-17294.25,63,0,0.0,2279.14908278217,True,-1.659778454507205,9,3.6380000000000017,15857,371,0,0.0,20353.634487402058,False,-0.26069696019477967,11,3.9820000000000007,6735,348,0,0.0,19091.818872280095,False,-0.537658049748962,0.175,100048,0.0,0.1,12,0,0,2,12,12.0,2,4,5,61.0,12.0,4,4,5,388,0.3545523209613748,42.06791991175851
44,5,0,0,0,9.999999999999998,20,10.0,7.980848511585368,5,11.0,36.9892422723671,4,47.0,60.79347262532112,27,78.0,54.99999999999999,20,55.0,5,2.4730000000000008,2991,454,0,0.0,4539.999999999999,False,-0.5326878664061112,0,1.514,3462,446,0,0.0,4459.999999999999,False,-0.494403979392432,0,0.2,22627,5,209,1.0,7770.655877482651,False,0.3506025440010863,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,13,1.4550000000000003,28556,0,4,0.4,243.1738905012845,False,0.17123083296919098,0,4.6190000000000015,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,12,3.7490000000000006,14316,389,0,0.0,23648.660851249915,False,-0.2576722205479367,8,4.051000000000001,5762,357,0,0.0,21703.26972723964,False,-0.528209380825245,0.175,98511,0.0,0.1,12,0,0,2,11,10.444444444444445,0,2,4,33.0,9.0,2,3,4,1225,0.18158938799751922,42.24950929975603
45,4,0,0,0,10.0,20,10.0,7.538403321257149,14,5.214285714285714,36.9892422723671,0,,61.51504109983319,7,71.28571428571429,55.0,20,55.0,5,2.5180000000000007,2856,461,0,0.0,4610.0,False,-0.5415704387990762,9,1.6040000000000003,3114,459,0,0.0,4590.0,False,-0.519541659264523,0,0.2,22554,9,219,1.0,8168.489687539709,False,0.3570170577569972,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,3,1.4720000000000002,28880,0,0,0.0,0.0,False,0.17949765162344292,0,4.6190000000000015,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,11,3.847000000000001,13651,395,0,0.0,24298.44123443411,False,-0.26733058961728134,9,4.133000000000001,5501,358,0,0.0,22022.38471374028,False,-0.531090124471229,0.125,97353,0.0,0.1,10,0,0,0,18,17.2,0,0,4,0.0,12.0,0,4,4,200,0.13552836200688034,42.38503766176291
46,4,0,0,0,10.0,0,,7.7449758742373565,5,11.0,36.9892422723671,0,,64.20816201655904,11,86.63636363636364,55.0,20,55.0,5,2.5630000000000006,2791,461,0,0.0,4610.0,False,-0.5473441108545035,0,1.5950000000000002,3114,459,0,0.0,4590.0,False,-0.519541659264523,0,0.2,22499,4,229,1.0,8501.516383869015,False,0.36269781925290406,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,11,1.5790000000000002,29145,0,0,0.0,0.0,False,0.19032060445170512,0,4.6190000000000015,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,13,3.9660000000000006,13314,395,0,0.0,25362.223996540823,False,-0.2617961038714599,7,4.194000000000001,4424,369,0,0.0,23692.811784110287,False,-0.5379563272546389,0.125,96084,0.0,0.1,0,0,0,0,16,16.0,0,0,4,0.0,12.0,0,4,4,0,0.12571204599225894,42.51074970775517
47,4,0,0,0,10.0,0,,7.7449758742373565,0,,36.9892422723671,0,,64.20816201655904,0,,55.0,20,55.0,0,2.5580000000000007,2791,461,0,0.0,4610.0,False,-0.5473441108545035,0,1.5950000000000002,3114,459,0,0.0,4590.0,False,-0.519541659264523,0,0.2,22499,0,233,0.4,8618.493449461534,False,0.36567736753595337,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.5680000000000003,29145,0,0,0.0,0.0,False,0.19032060445170512,0,4.6190000000000015,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,11,4.063000000000001,13078,395,0,0.0,25362.223996540823,False,-0.268497983805577,9,4.277000000000001,4250,369,0,0.0,23692.811784110287,False,-0.5428975438162338,0.05,95674,0.0,0.1,0,0,0,0,9,9.0,0,0,3,0.0,12.0,0,4,3,0,0.10836917301639915,42.619118880771566
48,3,0,0,0,10.0,0,,7.7449758742373565,0,,36.9892422723671,0,,64.20816201655904,0,,55.0,20,55.0,0,2.5580000000000007,2791,461,0,0.0,4610.0,False,-0.5473441108545035,0,1.5950000000000002,3114,459,0,0.0,4590.0,False,-0.519541659264523,0,0.2,22499,0,233,0.0,8618.493449461534,False,0.36567736753595337,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.5680000000000003,29145,0,0,0.0,0.0,False,0.19032060445170512,0,4.6190000000000015,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,11,4.162000000000001,12835,395,0,0.0,25362.223996540823,False,-0.2753986483140112,9,4.358000000000001,4079,369,0,0.0,23692.811784110287,False,-0.5477535669888356,0.0,95260,0.0,0.1,0,0,0,0,11,11.0,0,0,2,0.0,9.0,0,3,2,0,0.10392596002202481,42.72304484079359
49,2,0,0,0,10.0,0,,7.7449758742373565,0,,36.9892422723671,0,,64.20816201655904,0,,55.0,20,55.0,0,2.5580000000000003,2791,461,0,0.0,4610.0,False,-0.5473441108545035,0,1.5950000000000002,3114,459,0,0.0,4590.0,False,-0.519541659264523,0,0.2,22499,0,233,0.0,8618.493449461534,False,0.36567736753595337,0,0.2,20797,0,0,0.0,0.0,False,0.05944982170147733,0,1.5680000000000003,29145,0,0,0.0,0.0,False,0.19032060445170512,0,4.619000000000001,-17294.25,63,0,0.0,2330.3222631591275,True,-1.6587334640972204,9,4.2410000000000005,12656,395,0,0.0,25362.223996540823,False,-0.280481853857261,11,4.459000000000001,3839,369,0,0.0,23692.811784110287,False,-0.5545690381082767,0.0,94841,0.0,0.1,0,0,0,0,10,10.0,0,0,0,0.0,6.0,0,2,0,0,0.09290197095833719,42.81594681175193
