index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,30,0,0,0,10.000000000000002,20,10.0,16.587578202131546,32,22.03125,12.055595152456648,62,4.67741935483871,20.892165114812766,14,16.428571428571427,38.0,12,38.0,19,1.6680000000000004,18891,14,10,1.0,305.87578202131544,False,0.07995564766987961,0,2.576000000000001,13587.0,258,0,0.0,2580.0000000000005,False,-0.15634569581490304,0,0.2,20640,322,64,1.0,6112.758270843583,False,-0.028598051347799042,61,5.7780000000000005,4009.0,121,0,0.0,2007.096962457917,False,-0.7945171566274921,0,0.2,32015,52,109,1.0,2904.1369454423375,False,0.032870454685549354,13,3.606000000000001,16924.0,490,0,0.0,5907.241624703758,False,-0.3865310532574569,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,12,2.282000000000001,32886,490,0,0.0,10237.160906258256,False,-0.17241016390555444,0.375,184799,0.0,0.0,13,0,0,16,15,14.666666666666666,19,35,27,209.0,119.0,15,15,27,492,1.9772679461166263,86.82189378049225
26,27,0,0,0,10.000000000000002,20,10.0,16.787591600563402,10,22.0,13.366666086194824,88,17.386363636363637,23.06919633571819,38,32.63157894736842,38.0,9,38.0,0,1.6490000000000002,19011,14,10,1.0,307.87591600563405,False,0.08681739582640456,0,2.576000000000001,13487.0,268,0,0.0,2680.0000000000005,False,-0.15918112736758536,0,0.2,21780,322,30,1.0,5806.60447796726,False,0.011859565425253326,44,6.157000000000001,2504.0,121,0,0.0,2031.2985836681717,False,-0.855716598678606,0,0.2,31709,107,92,1.0,3552.5993341089197,False,0.033433111136795875,11,3.703000000000001,16526.0,513,0,0.0,6857.0997022179445,False,-0.3841568467653549,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,9,2.3600000000000008,31529,528,0,0.0,12180.535665259204,False,-0.18080075274096075,0.375,182393,0.0,0.0,14,0,0,13,10,10.0,22,35,27,222.0,95.0,15,12,27,2860,1.6299239099025726,88.45181769039482
27,27,0,0,0,10.000000000000002,20,10.0,16.333213966157583,53,14.245283018867925,13.317131352781475,3,8.0,22.856198786175085,5,15.0,38.0,8,38.0,6,1.7090000000000003,19141,15,10,1.0,313.33213966157587,False,0.09434422535050412,37,2.946000000000001,12896.0,277,0,0.0,2770.0000000000005,False,-0.19014403992287626,0,0.2,21025,365,40,1.0,6494.3083517587775,False,-0.004994909572870784,3,6.143000000000001,2456.0,121,0,0.0,1976.3188899050676,False,-0.8588112058312481,0,0.2,31685,100,102,1.0,3663.045411468006,False,0.03439672568773538,5,3.7420000000000013,16431.0,513,0,0.0,6831.688383976897,False,-0.3874808903157691,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,8,2.431000000000001,31350,533,0,0.0,12182.353953031321,False,-0.1846788690275758,0.375,180831,0.0,0.0,10,0,0,11,12,11.09090909090909,21,32,25,207.0,67.0,15,12,25,200,1.833992412313819,90.28581010270864
28,25,0,0,0,10.000000000000002,20,10.0,16.132019238688457,28,14.214285714285714,14.075523019163693,55,18.10909090909091,21.80027192339885,45,17.8,38.0,10,38.0,0,1.7030000000000003,19250,13,11,1.0,307.45221162557306,False,0.10035874480054371,19,3.0990000000000006,12662.0,289,0,0.0,2890.0000000000005,False,-0.20001134172621074,0,0.2,21736,364,19,1.0,6139.489940246708,False,0.016878944417617146,24,6.380000000000002,1767.0,140,0,0.0,2258.482693416384,False,-0.8812723888370831,0,0.2,31570,105,100,1.0,3657.9571093520726,False,0.03076904372187024,33,4.067000000000001,14672.0,553,0,0.0,7783.764229597522,False,-0.4270760411456465,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,10,2.5230000000000006,30401,578,0,0.0,12600.557171724535,False,-0.20079093711375232,0.375,177905,0.0,0.0,16,0,0,8,11,11.0,20,28,26,152.0,71.0,10,15,26,1609,1.5334122311323881,91.81922233384103
29,26,0,0,0,10.000000000000002,20,10.0,16.54602384775513,57,18.473684210526315,14.235669854208053,76,14.894736842105264,20.64088604850354,45,15.644444444444444,38.00000000000001,6,38.0,16,1.8630000000000004,19464,12,10,1.0,285.46023847755134,False,0.1118708245003275,30,3.380000000000001,12462.0,300,0,0.0,3000.0000000000005,False,-0.20823409322898945,19,0.39,21475,400,10,1.0,6760.766237644132,False,0.018913795147251975,38,6.736000000000001,385.0,151,0,0.0,2498.4496010110247,False,-0.9330071000858609,0,0.2,31248,139,107,1.0,4187.332916924798,False,0.02900026104754032,42,4.454000000000001,12130.0,585,0,0.0,8327.866864711712,False,-0.4971318612321506,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,6,2.5730000000000004,29631,623,0,0.0,12859.272008217706,False,-0.21474160524130362,0.375,172642,0.0,0.0,15,0,0,7,17,15.686363636363636,22,29,28,161.0,93.0,10,16,28,522,2.463502517901361,94.28272485174239
30,28,0,0,0,10.000000000000002,20,10.0,16.622085274548432,24,17.541666666666668,13.962583358411546,12,6.0,19.65121203169998,55,15.781818181818181,38.00000000000001,11,38.0,4,1.8870000000000002,19632,14,10,1.0,306.2208527454843,False,0.1219865275248238,10,3.4500000000000015,12257.0,308,0,0.0,3080.0000000000005,False,-0.21759101735284112,0,0.37100000000000005,21410,400,20,1.0,6928.085776987604,False,0.019678727904148603,12,6.818000000000001,-223.0,165,0,0.0,2742.6440703004914,False,-0.952926045947764,0,0.2,31457,141,104,1.0,4012.450304832826,False,0.032751841010320866,42,4.832000000000001,10321.0,585,0,0.0,8168.111264670754,False,-0.5554269603007413,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,11,2.6770000000000005,28592,678,0,0.0,13323.521757492586,False,-0.23231216238956717,0.375,169293,0.0,0.0,12,0,0,11,15,14.4,20,31,26,183.0,105.0,13,15,26,577,1.52912737429142,95.8118522260338
31,26,0,0,0,10.000000000000002,20,10.0,16.10374917284609,15,6.333333333333333,13.107281713274087,24,1.5,18.97959775079973,38,14.68421052631579,38.00000000000001,13,38.0,0,1.8830000000000005,19492,18,20,1.0,502.0749834569218,False,0.11960062899673703,15,3.5900000000000007,11982.0,314,0,0.0,3140.0000000000005,False,-0.23148463196098445,0,0.37100000000000005,21315,405,30,1.0,6915.236866400889,False,0.015520965532526236,24,7.046000000000002,-843.0,165,0,0.0,2657.118613519605,False,-0.9800951337722472,0,0.2,31577,134,105,1.0,3749.2335134126993,False,0.032393579307028984,29,5.080000000000001,9305.0,606,0,0.0,7943.0127182440965,False,-0.5902565780161086,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,13,2.7960000000000007,27818,716,0,0.0,13589.391989572607,False,-0.24627202659321662,0.375,166493,0.0,0.0,9,0,0,13,14,14.0,21,34,22,170.0,92.0,14,12,22,335,1.585121512413025,97.39697373844683
32,22,0,0,0,10.000000000000002,20,10.0,15.524008108802967,98,13.938775510204081,12.142763680294024,60,7.083333333333333,18.01193217861643,63,14.126984126984127,38.00000000000001,8,38.0,13,2.0130000000000003,19867,23,10,1.0,385.2400810880297,False,0.13755359195554123,65,4.225000000000001,10247.0,319,0,0.0,3190.0000000000005,False,-0.32845639106271973,0,0.37100000000000005,20157,489,35,1.0,8016.236694014941,False,-0.009382702836456832,55,7.572000000000002,-3897.0,169,0,0.0,2623.557370387701,False,-1.1059777533330388,0,0.2,31622,130,105,1.0,3469.8121571929482,False,0.029470590660961537,53,5.581000000000001,6313.0,660,0,0.0,8014.224028994056,False,-0.6814976848806547,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,8,2.863000000000001,26828,779,0,0.0,14031.2951671422,False,-0.2630188671318518,0.375,156984,0.0,0.0,12,0,0,14,24,32.354497354497354,19,33,22,197.0,85.0,14,8,22,780,1.398582935333252,98.79555667378008
33,22,0,0,0,10.000000000000002,20,10.0,15.310246889271198,69,14.289855072463768,12.165631018512917,44,12.340909090909092,17.08746537816203,67,13.164179104477611,38.00000000000001,15,38.0,10,2.1000000000000005,20087,23,10,1.0,383.102468892712,False,0.1499688802566835,49,4.650000000000001,9215.0,329,0,0.0,3290.0000000000005,False,-0.3841442667574005,0,0.37100000000000005,19501,538,43,1.0,8760.03496022396,False,-0.021029044842503106,42,7.937000000000002,-10818.0,179,0,0.0,2740.5341931795447,False,-1.3872974052394125,0,0.2,31476,163,87,1.0,3469.607343917702,False,0.02496153545950401,39,5.918000000000001,4654.0,661,0,0.0,8041.482103237038,False,-0.7322776047275317,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,15,3.005000000000001,25661,846,0,0.0,14455.995709925077,False,-0.28380737217537266,0.375,145623,0.0,0.0,14,0,0,12,21,37.58518518518518,19,31,28,195.0,120.0,12,10,28,847,1.2912580640986562,100.08681473787874
34,28,0,0,0,10.000000000000002,20,10.0,15.51527864273926,32,17.8125,13.541124478941448,37,26.2972972972973,16.81731249526293,36,14.444444444444445,38.00000000000001,11,38.0,12,2.2100000000000004,20253,26,10,1.0,415.15278642739264,False,0.16029127782770206,10,4.701000000000002,9025.0,336,0,0.0,3360.0000000000005,False,-0.39293410457071565,0,0.37100000000000005,20101,550,23,1.0,8844.849116522246,False,0.00530558982787251,7,7.965000000000002,-26380.0,189,0,0.0,2932.3876634777203,False,-2.021308771347919,0,0.2,31413,160,97,1.0,3797.8592286711355,False,0.0280825138675257,36,6.239000000000001,2339.0,691,0,0.0,9356.91701494854,False,-0.7834251432789867,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,11,3.1000000000000005,24982,882,0,0.0,14832.869620821903,False,-0.2944899000389584,0.375,127580,0.0,0.0,13,0,0,14,14,58.934615384615384,18,32,32,227.0,159.0,15,13,32,1110,1.5043193297460675,101.59113406762481
35,32,0,0,1,10.0,20,10.0,14.935063490828114,78,12.320512820512821,14.190437928704467,15,29.0,16.470981009196777,42,13.857142857142858,38.00000000000001,10,38.0,4,2.2380000000000004,20411,22,11,1.0,384.28569839910926,False,0.16837602638082988,65,5.341000000000001,7345.0,350,0,0.0,3500.0,False,-0.4842350005670863,0,0.37100000000000005,19575,618,18,1.0,9485.297120048454,False,-0.0031299270302440453,0,7.958000000000001,-30327.5,189,0,0.0,2822.7269997665135,True,-2.185379048131374,0,0.2,31413,150,107,1.0,3890.9606572897255,False,0.029519175626346088,42,6.623000000000002,105.0,706,0,0.0,10018.449177665354,False,-0.8421633050789249,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,10,3.189000000000001,24259,924,0,0.0,15219.186452497821,False,-0.30602775954337985,0.375,148955,0.0,0.1,12,0,0,14,21,93.96428571428572,20,34,35,245.0,152.0,16,16,35,921,1.796020496636629,103.38715456426144
36,35,0,0,0,10.0,20,10.0,14.46517072692462,25,7.2,14.999458382296929,48,20.416666666666668,16.19143412945135,33,13.454545454545455,38.00000000000001,6,38.0,0,2.2340000000000004,20271,26,21,1.0,563.768585265417,False,0.16552593243919184,25,5.5260000000000025,6860.0,356,0,0.0,3560.0,False,-0.5100374276964954,30,0.671,19655,633,10,1.0,9306.447653966254,False,-0.0035162815863274298,0,7.958000000000001,-30327.5,189,0,0.0,2733.9172673887533,True,-2.187199367315964,0,0.2,30463,187,117,1.0,4699.296510635333,False,0.01267354655014099,33,6.911000000000001,-1153.0,707,0,0.0,10604.617076283928,False,-0.8719428264260859,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,6,3.239000000000001,23749,957,0,0.0,15495.202461884941,False,-0.3141282777112828,0.375,145692,0.0,0.1,11,0,0,12,13,12.652173913043478,17,29,31,235.0,158.0,17,18,31,260,1.73400747962296,105.1211620438844
37,31,0,0,0,10.0,20,10.0,13.632360769696062,45,6.777777777777778,15.044441888974015,1,30.0,15.736049996288381,76,13.81578947368421,38.00000000000001,9,38.0,0,2.2340000000000004,20151,28,31,1.0,702.6031838605779,False,0.1626574567273613,45,5.951000000000002,5680.0,364,0,0.0,3640.0,False,-0.5746852670976522,0,0.6410000000000001,19380,668,19,1.0,9392.261390047475,False,-0.013030634786269672,0,7.958000000000001,-30327.5,189,0,0.0,2576.5161854725557,True,-2.1904255926565432,0,0.2,30580,177,118,1.0,4519.72011391043,False,0.013513365130399807,67,7.548000000000003,-6921.0,708,0,0.0,10651.464857393603,False,-1.0492336143232888,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,9,3.3230000000000004,22580,1033,0,0.0,16255.339646165898,False,-0.33130809147940093,0.375,137297,0.0,0.1,9,0,0,15,28,157.40579710144928,21,36,30,246.0,132.0,17,14,30,317,2.036416517570615,107.15757856145501
38,30,0,0,0,10.0,20,10.0,13.821777652892228,27,16.444444444444443,15.044441888974015,0,,15.736049996288381,0,,38.00000000000001,10,38.0,0,2.2340000000000004,20505,27,14,1.0,463.5048871404912,False,0.17595284357322485,0,5.906000000000002,5570.0,375,0,0.0,3750.0,False,-0.5778042418056029,0,0.6410000000000001,18936,685,29,1.0,9904.206507011422,False,-0.02073857286604455,0,7.958000000000001,-30327.5,189,0,0.0,2612.315976396631,True,-2.1896918099451375,0,0.2,30580,167,128,1.0,4526.636194983574,False,0.013620088188747145,0,7.481000000000002,-7474.0,708,0,0.0,10651.464857393603,False,-1.0663004620487377,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,10,3.4140000000000006,22444,1033,0,0.0,16255.339646165898,False,-0.3342696349661829,0.375,136408,0.0,0.1,13,0,0,12,4,4.0,22,34,28,195.0,119.0,15,15,28,644,1.7565121157094836,108.9140906771645
39,28,0,0,0,10.0,20,10.0,13.463451377649635,20,7.0,15.044441888974015,0,,15.689385044492905,14,14.5,38.00000000000001,9,38.0,0,2.2340000000000004,20450,26,19,1.0,515.805576175343,False,0.17431681910443864,15,6.056000000000002,5255.0,386,0,0.0,3860.0,False,-0.5925484858795509,0,0.6410000000000001,18796,695,39,1.0,9943.831941136485,False,-0.02566549272082302,0,7.958000000000002,-30327.5,189,0,0.0,2544.592310375781,True,-2.191079931327872,0,0.2,30580,157,138,1.0,4527.112512708942,False,0.013627438317217258,14,7.621000000000003,-8407.0,708,0,0.0,10651.464857393603,False,-1.0950949809055985,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,9,3.494000000000001,22124,1047,0,0.0,16426.78614158407,False,-0.3393712584209739,0.375,134645,0.0,0.1,10,0,0,11,11,588.6666666666667,19,30,27,183.0,156.0,11,17,27,235,1.4297552881762385,110.34384596534073
40,27,0,0,0,9.999999999999998,20,10.0,13.593681328835562,36,14.833333333333334,15.094108190721954,1,30.0,15.673247081863135,8,15.0,38.00000000000001,10,38.0,1,2.2440000000000007,20779,22,10,1.0,355.93681328835555,False,0.18844098937530776,16,6.201000000000002,4909.0,400,0,0.0,3999.999999999999,False,-0.6082000680503573,0,0.6410000000000001,18292,721,48,1.0,10525.561431245094,False,-0.0344026926448083,0,7.958000000000002,-30327.5,189,0,0.0,2569.205771149921,True,-2.190575433074733,0,0.2,30580,147,148,1.0,4538.474472151871,False,0.013802766374789603,8,7.687000000000002,-20192.0,709,0,0.0,10701.722707221865,False,-1.4580315612119334,0,0.2,45847,0,5,0.0,190.00000000000003,False,0.0004355211009973433,10,3.585000000000001,21864,1055,0,0.0,16535.27567136561,False,-0.34385179574751085,0.375,122079,0.0,0.1,10,0,0,11,10,311.7047619047619,19,30,29,186.0,149.0,12,15,29,326,1.4956847243010998,111.83953068964183
41,29,0,0,0,9.999999999999998,20,10.0,12.992927115761615,36,7.305555555555555,16.13820540944794,22,29.0,15.673247081863135,0,,38.0,12,38.0,0,2.2430000000000003,20724,21,15,1.0,404.89390673642424,False,0.18671015954226003,31,6.495000000000003,4212.0,411,0,0.0,4109.999999999999,False,-0.6446070091867983,0,0.6410000000000001,18667,747,36,1.0,10286.691950214052,False,-0.023926130396530874,0,7.958000000000001,-30327.5,189,0,0.0,2455.663224878945,True,-2.1929026968746625,0,0.2,29942,159,158,1.0,5042.347699036598,False,0.0018879652341922746,0,7.679,-21807.0,709,0,0.0,11441.98763529859,False,-1.496451027169641,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,12,3.6950000000000007,21676,1055,0,0.0,16535.27567136561,False,-0.34794569409688586,0.375,119261,0.0,0.1,11,0,0,10,12,206.40705128205127,23,33,30,240.0,148.0,15,14,30,873,1.5249915029853582,113.36452219262719
42,30,0,0,0,9.999999999999998,20,10.0,12.737003382570492,16,7.3125,16.190571795002988,1,30.0,15.63430533694006,11,14.545454545454545,38.0,13,38.0,0,2.2430000000000008,20654,22,20,1.0,474.74006765140984,False,0.18472099545342544,11,6.5740000000000025,3988.0,420,0,0.0,4199.999999999999,False,-0.6547578541454009,0,0.6410000000000001,18580,753,45,1.0,10319.539277850714,False,-0.026819314629607367,0,7.958000000000001,-30327.5,189,0,0.0,2407.293639305823,True,-2.1938941206996425,0,0.2,29912,150,168,1.0,5055.149065856378,False,0.001159636223942627,11,7.789000000000002,-23805.0,709,0,0.0,11479.115402657118,False,-1.557540963479768,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,13,3.8130000000000006,21299,1066,0,0.0,16666.169489178104,False,-0.35473009135949973,0.375,116475,0.0,0.1,11,0,0,10,10,103.60339506172839,17,27,26,166.0,164.0,10,20,26,270,1.226234257221222,114.59075644984841
43,26,0,0,1,9.999999999999998,20,10.0,12.449945623411557,15,6.333333333333333,16.24829456867513,1,30.0,15.63430533694006,0,,38.0,13,38.0,0,2.2430000000000003,20534,24,30,1.0,613.4983687023466,False,0.18185035637695215,15,6.713000000000002,3693.0,428,0,0.0,4279.999999999999,False,-0.6692185550640808,0,0.6410000000000001,18515,758,54,1.0,10314.466689254417,False,-0.02958787633732846,0,7.958000000000001,-30327.5,189,0,0.0,2353.0397228247843,True,-2.1950061547342625,0,0.2,29882,141,178,1.0,5073.915884158524,False,0.0005233609678187012,0,7.778000000000002,-35556.22222222222,709,0,0.0,11520.040849190667,True,-1.9195790938098538,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,13,3.930000000000001,21081,1066,0,0.0,16666.169489178104,False,-0.3594772713603708,0.375,139552,0.0,0.2,10,0,0,10,13,1280.998717948718,21,31,20,156.0,102.0,12,14,20,230,1.3992887968197465,115.99004524666816
44,20,0,0,0,9.999999999999998,20,10.0,11.857014199699409,45,7.888888888888889,16.4619139853001,13,20.0,17.214745999721703,18,42.388888888888886,38.0,11,38.0,0,2.2430000000000008,20619,23,25,1.0,526.4253549924852,False,0.18420169431191116,30,6.998000000000001,2983.0,439,0,0.0,4389.999999999999,False,-0.7063627084042191,0,0.6410000000000001,18420,793,51,1.0,10242.169873611936,False,-0.03496413311445568,0,7.958000000000001,-30327.5,189,0,0.0,2240.9756837431883,True,-2.1973031138037387,0,0.2,30385,144,170,1.0,5297.022433835904,False,0.019489883862661202,0,7.778000000000002,-35556.22222222222,709,0,0.0,11671.497015577772,True,-1.9172419515595744,0,0.2,45847,0,5,0.0,190.0,False,0.0004355211009973433,11,4.027000000000001,20159,1084,0,0.0,18660.784663698327,False,-0.3578373691945219,0.375,138413,0.0,0.2,18,0,0,6,13,111.4659090909091,18,24,20,115.0,98.0,7,13,20,1398,0.9940685778856277,116.98411382455379
45,20,0,0,0,10.0,20,10.0,11.587966654060374,15,6.0,16.527479426265433,1,30.0,18.121902366522225,10,43.0,38.0,15,38.0,0,2.2430000000000003,20559,25,25,1.0,539.6991663515093,False,0.18117554628420968,5,7.0180000000000025,2848.0,447,0,0.0,4470.0,False,-0.7117500283543156,0,0.6410000000000001,18360,798,60,1.0,10238.846155516105,False,-0.037491880062390244,0,7.958000000000001,-30327.5,189,0,0.0,2190.1256976174104,True,-2.1983453780106292,0,0.2,30785,135,170,1.0,5311.933124854611,False,0.032064889896528115,0,7.778000000000001,-35556.22222222222,709,0,0.0,11717.982913222193,True,-1.916524620875598,0,0.2,45961,0,2,0.0,76.0,False,0.0016767562388397717,12,4.136000000000001,19537,1094,0,0.0,19825.361188975312,False,-0.35870213417343205,0.375,138050,0.0,0.2,16,0,0,10,9,1410.8324074074073,18,28,25,182.0,90.0,10,10,25,834,1.097130267880857,118.08124409243464
46,25,0,0,0,10.0,20,10.0,11.31881257283577,16,6.375,16.527479426265433,0,,18.73885569383974,7,41.285714285714285,38.0,12,38.0,0,2.2430000000000008,20531,22,29,1.0,548.2455646122373,False,0.1798300318876103,10,7.113000000000001,2588.0,460,0,0.0,4600.0,False,-0.7228082114097766,0,0.6410000000000001,18258,804,70,1.0,10257.24886839854,False,-0.04129603860788426,0,7.958000000000001,-30327.5,189,0,0.0,2139.2555762659604,True,-2.1993880549260894,0,0.2,31074,125,173,1.0,5307.7569633174535,False,0.04091964945554992,0,7.778000000000001,-35556.22222222222,709,0,0.0,11717.982913222193,True,-1.916524620875598,0,0.2,45999,0,1,0.0,38.0,False,0.002090501284787248,11,4.234000000000001,19078,1101,0,0.0,20631.480118917552,False,-0.35992029834373995,0.375,137528,0.0,0.2,17,0,0,11,8,8.0,19,30,29,165.0,134.0,10,15,29,569,1.327818957157433,119.40906304959208
47,29,0,0,0,10.0,20,10.0,11.31881257283577,0,,16.527479426265433,0,,19.81368241656248,12,41.0,38.0,10,38.0,0,2.2430000000000003,20431,22,39,1.0,661.4336903405949,False,0.1773685406130371,0,7.103000000000002,2488.0,470,0,0.0,4700.0,False,-0.7256436429624589,0,0.6410000000000001,18258,794,80,1.0,10309.335536932835,False,-0.040228426315224344,0,7.958000000000002,-30327.5,189,0,0.0,2139.2555762659604,True,-2.1993880549260894,0,0.2,31566,115,171,1.0,5288.799827252709,False,0.05581136700285019,0,7.778000000000001,-35556.22222222222,709,0,0.0,11717.982913222193,True,-1.916524620875598,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,9,4.3130000000000015,18461,1113,0,0.0,22052.62852963404,False,-0.35788262129661125,0.375,137241,0.0,0.2,11,0,0,12,6,1191.2074074074073,17,29,20,192.0,168.0,13,16,20,730,1.2106769075617194,120.6197399571538
48,20,0,0,0,10.0,20,10.0,11.695901729408801,17,17.88235294117647,16.59958906578043,1,30.0,19.81368241656248,0,,38.0,8,38.0,0,2.2430000000000008,20595,22,37,1.0,652.7483639881257,False,0.1864224896219838,5,7.153000000000001,2343.0,480,0,0.0,4800.0,False,-0.7310309629125553,0,0.6410000000000001,17984,801,89,1.0,10845.780712110907,False,-0.04046526375110873,0,7.958000000000002,-30327.5,189,0,0.0,2210.5254268582635,True,-2.1979272479532206,0,0.2,31536,106,181,1.0,5345.8329583705345,False,0.05576558481529743,0,7.778000000000002,-35556.22222222222,709,0,0.0,11769.108647638326,True,-1.9157356921919344,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,4.384,18359,1113,0,0.0,22052.62852963404,False,-0.3601037789116977,0.375,136854,0.0,0.2,11,0,0,9,6,1191.2074074074073,19,28,20,150.0,135.0,10,10,20,494,1.2173597561195493,121.83709971327335
49,20,0,0,0,10.0,20,10.0,12.082441544674685,25,16.2,17.229582931519293,9,29.0,19.81368241656248,0,,38.0,10,38.0,0,2.2430000000000003,20865,22,27,1.0,546.2259217062165,False,0.19871344906731928,5,7.198000000000002,2193.0,490,0,0.0,4900.0,False,-0.7367018260179199,0,0.6410000000000001,17840,816,90,1.0,11409.934764291278,False,-0.03480497736551455,0,7.958000000000001,-30327.5,189,0,0.0,2283.5814519435153,True,-2.1964298300413314,0,0.2,31275,105,191,1.0,5593.519549372959,False,0.051532614489428974,0,7.778000000000001,-35556.22222222222,709,0,0.0,12215.774298447179,True,-1.908843129220376,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,10,4.476000000000001,18223,1113,0,0.0,22052.62852963404,False,-0.36306532239847966,0.375,136433,0.0,0.2,11,0,0,8,5,5.0,19,27,13,150.0,104.0,10,10,13,831,2.1085840240120888,123.94568373728544
50,13,0,0,0,10.0,20,10.0,12.316636408820123,24,14.875,17.791968976850136,8,29.0,19.68793472494313,6,15.0,38.0,11,38.0,0,2.2430000000000008,21057,21,23,1.0,493.28263740286286,False,0.20810033564145589,10,7.293000000000001,1968.0,501,0,0.0,5010.0,False,-0.7463422932970398,0,0.6410000000000001,17715,830,92,1.0,11859.669365190915,False,-0.03071104851211537,0,7.958000000000001,-30327.5,189,0,0.0,2327.844281267003,True,-2.195522581756436,0,0.2,31133,103,195,1.0,5671.720075979474,False,0.048356892722354786,0,7.778000000000002,-35556.22222222222,709,0,0.0,12614.506004586747,True,-1.9026902419581768,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,4.576000000000001,17962,1119,0,0.0,22030.798957211362,False,-0.3689865537518906,0.375,135872,0.0,0.2,11,0,0,9,8,161.2595785440613,18,27,8,108.0,65.0,6,7,8,804,1.0197574542835355,124.96544119156897
