index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,21,0,0,0,10.000000000000002,20,10.0,23.470688530872295,10,10.5,21.712772511265463,44,34.5,30.249282546624727,0,,48.000000000000014,11,48.0,0,0.9830000000000003,37617,11,20,1.0,579.413770617446,False,0.1533363825511524,10,2.9190000000000005,26579,258,0,0.0,2580.0000000000005,False,-0.15206742325128547,0,0.20900000000000002,48428,161,45,1.0,4755.855616477385,False,0.0469404840141505,8,3.1420000000000012,30797.0,218,0,0.0,5116.61009973016,False,-0.3126585672217055,0,0.2,53545,74,124,1.0,5357.65620161511,False,0.023964232913374323,0,1.6310000000000002,45802,230,0,0.0,4993.937677591057,False,-0.12036554165521372,1,0.29100000000000004,78378,32,10,1.0,1447.9770414919913,False,0.04908407740939779,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,396394,0.0,0.0,10,0,0,9,6,5.25,10,19,27,127.0,94.0,9,12,27,1970,7.334233428002335,163.59609100903617
26,27,0,0,0,10.000000000000002,20,10.0,23.30429826225897,9,19.333333333333332,20.826138958938717,21,12.904761904761905,30.82073087047574,4,47.0,48.000000000000014,11,48.0,0,0.9830000000000003,37594,9,27,1.0,719.2160530809922,False,0.15476338048925964,6,2.9690000000000003,26423,270,0,0.0,2700.0000000000005,False,-0.15498828612285878,0,0.20900000000000002,48633,151,50,1.0,4560.25598554804,False,0.04914952177658296,16,3.294000000000001,30058.0,227,0,0.0,5290.075705532787,False,-0.32609961562878353,0,0.2,53683,72,130,1.0,5506.177018205433,False,0.027829979403779334,0,1.6310000000000004,45581,243,0,0.0,5060.751767022109,False,-0.12378203752620644,1,0.30000000000000004,78661,26,10,1.0,1281.3390026323693,False,0.05173233115364757,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,395881,0.0,0.0,10,0,0,13,7,7.0,10,23,39,158.0,114.0,14,13,39,1130,5.225086561986245,168.82117757102242
27,39,0,0,0,10.000000000000002,20,10.0,23.778130117927738,29,27.06896551724138,21.757407166993644,20,30.5,30.82073087047574,0,,48.000000000000014,14,48.0,0,0.9830000000000003,38194,8,13,1.0,389.1156915330606,False,0.16799701359316435,5,3.013000000000001,26282,281,0,0.0,2810.0000000000005,False,-0.1576048924453099,0,0.20900000000000002,48988,146,50,1.0,4559.477355567132,False,0.05645686362066361,10,3.378000000000001,29208.0,251,0,0.0,5968.310659599862,False,-0.3366271981165527,0,0.2,53483,72,140,1.0,5881.435637890146,False,0.02760468090160034,0,1.6310000000000002,45171,253,0,0.0,5504.624013249392,False,-0.1272071099543837,4,0.3390000000000001,79105,16,10,1.0,973.1316939276119,False,0.055577059282553284,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,395679,0.0,0.0,12,0,0,18,4,4.0,13,31,37,285.0,141.0,22,17,37,1780,4.794322306988761,173.61549987801118
28,37,0,0,0,10.000000000000002,20,10.0,24.01304088540128,22,26.227272727272727,20.746813970435266,12,5.0,29.23285998850545,11,14.0,48.00000000000001,9,48.0,4,1.0230000000000004,38515,9,10,1.0,330.13040885401284,False,0.17686631589214136,5,3.0580000000000007,26122,290,0,0.0,2900.0000000000005,False,-0.16110384276021542,0,0.20900000000000002,48411,158,60,1.0,5038.869298119518,False,0.04950615415965546,12,3.4880000000000013,28834.0,251,0,0.0,6027.273262235722,False,-0.34372657782892635,0,0.2,53435,65,150,1.0,5733.47190635411,False,0.025383112719040143,11,1.741,44849,262,0,0.0,5435.66526025404,False,-0.1336994130158261,0,0.3350000000000001,79383,17,11,1.0,1024.9586198045927,False,0.059607688358275006,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,394797,0.0,0.0,7,0,0,13,8,7.235294117647059,19,32,43,305.0,161.0,23,14,43,632,5.298656988015864,178.91415686602704
29,43,0,0,0,10.000000000000002,20,10.0,24.01304088540128,0,,21.89184210052823,19,32.68421052631579,27.873086164764064,11,14.909090909090908,48.000000000000014,9,48.0,0,1.0190000000000001,38465,4,20,1.0,520.2608177080257,False,0.17823745425058607,0,3.053000000000001,25972,305,0,0.0,3050.0000000000005,False,-0.16338576687863207,0,0.20900000000000002,49026,148,55,1.0,4757.981366568442,False,0.05928516904228949,4,3.516000000000002,28706.0,251,0,0.0,6027.273262235722,False,-0.3463642303182109,0,0.2,52820,70,160,1.0,5992.1227333992265,False,0.01653787001347006,11,1.8400000000000005,44540,266,0,0.0,5823.2299987405095,False,-0.13579778904039017,0,0.3350000000000001,79651,18,12,1.0,1077.7155509657534,False,0.06351186026024686,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,394428,0.0,0.0,10,0,0,14,5,5.0,16,30,46,292.0,210.0,20,23,46,1247,6.530975375964772,185.44513224199181
30,46,0,0,0,10.000000000000002,20,10.0,24.48634438090299,15,31.0,20.93819487844472,16,10.3125,26.764193475889627,10,15.2,48.00000000000001,10,48.0,0,1.0190000000000001,38840,3,15,1.0,397.29516571354486,False,0.18777641959584906,0,3.053000000000001,25862,316,0,0.0,3160.0000000000005,False,-0.16505917789880428,0,0.20900000000000002,48696,153,60,1.0,5002.70238298484,False,0.05500641261730169,11,3.6220000000000017,28319.0,251,0,0.0,6146.072439606651,False,-0.3531149806337923,0,0.2,52676,70,170,1.0,6015.586532392367,False,0.014128966019454037,10,1.9290000000000003,44265,272,0,0.0,5695.189006936964,False,-0.14197212603867407,0,0.3350000000000001,79979,18,12,1.0,1057.7554825660134,False,0.06772957575208564,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,393885,0.0,0.0,9,0,0,16,7,7.0,18,34,45,319.0,142.0,25,21,45,1280,7.028435738000553,192.47356797999237
31,45,0,0,0,10.000000000000002,20,10.0,23.66364433823339,15,12.733333333333333,20.337526568012276,6,2.8333333333333335,27.802321479247713,9,39.666666666666664,48.000000000000014,7,48.0,0,1.0190000000000001,38740,8,20,1.0,553.2728867646678,False,0.187106716261975,10,3.1530000000000005,25682,321,0,0.0,3210.0000000000005,False,-0.1697751544101987,0,0.20900000000000002,48596,153,70,1.0,5044.164443510568,False,0.053372943903628525,6,3.671000000000001,28043.0,256,0,0.0,6057.892950587748,False,-0.35971096119160334,0,0.2,52988,66,173,1.0,6152.078369398665,False,0.02105411205469749,2,1.9390000000000007,44219,272,0,0.0,5531.807226499339,False,-0.1442976685865508,0,0.3350000000000001,79958,17,15,1.0,1192.6394651472115,False,0.06834550911226125,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,393474,0.0,0.0,9,0,0,13,6,6.0,17,30,39,276.0,132.0,20,25,39,915,5.549587170011364,198.02315515000373
32,39,0,0,0,10.000000000000002,20,10.0,23.014740339961016,10,10.5,20.424933296281782,23,21.043478260869566,27.574865295872772,12,25.666666666666668,48.000000000000014,13,48.0,0,1.0190000000000001,38705,7,25,1.0,645.3685084990254,False,0.18744285314295536,5,3.193000000000001,25502,332,0,0.0,3320.0000000000005,False,-0.17357836127422643,0,0.20900000000000002,48854,153,68,1.0,4910.150736161197,False,0.057308674746138336,11,3.775000000000001,27758.0,256,0,0.0,5891.77352703002,False,-0.3672954425586258,0,0.2,52908,71,179,1.0,6386.071151997233,False,0.021727900779460546,8,2.017000000000001,43827,280,0,0.0,5718.981322958899,False,-0.14973244952503365,0,0.3350000000000001,80274,19,12,1.0,1099.922440621583,False,0.07192160873610161,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,393076,0.0,0.0,14,0,0,13,5,5.0,17,30,40,291.0,155.0,20,19,40,1430,6.476476508018095,204.49963165802183
33,40,0,0,0,10.000000000000002,20,10.0,23.093668663573283,49,23.387755102040817,22.06266777316839,35,29.885714285714286,27.915957739287794,7,32.857142857142854,48.00000000000002,7,48.0,9,1.1090000000000002,39395,5,10,1.0,280.9366866357328,False,0.20289251660686602,15,3.3380000000000005,25107,344,0,0.0,3440.0000000000005,False,-0.1837709556698208,0,0.20900000000000002,48693,192,53,1.0,5603.305775383995,False,0.061132807609874676,10,3.864000000000001,27457.0,256,0,0.0,5911.97917787476,False,-0.373289861751208,0,0.2,52255,91,185,1.0,7172.154949126565,False,0.01699347043351207,3,2.0390000000000006,43553,285,0,0.0,6287.860315352991,False,-0.14954232247256322,0,0.3350000000000001,80380,16,15,1.0,1166.655323828605,False,0.07376994551682736,0,0.2,75248,0,9,0.0,432.00000000000017,False,0.0008355326852429013,0.5,392088,0.0,0.0,11,0,0,9,8,7.45,19,28,32,252.0,150.0,18,22,32,2115,5.709870607010089,210.20950226503192
34,32,0,0,0,10.000000000000002,20,10.0,23.70324134551963,17,31.176470588235293,22.176460253493232,64,22.5,30.661359469498404,35,38.31428571428572,48.00000000000002,8,48.0,2,1.12,39737,4,10,1.0,277.0324134551963,False,0.21323869555260888,5,3.373,24927,355,0,0.0,3550.0000000000005,False,-0.18757416253384854,0,0.20900000000000002,49483,187,43,1.0,5386.09392251238,False,0.07517406365925211,44,4.2940000000000005,25239.0,268,0,0.0,6352.468680599261,False,-0.4144569250680096,0,0.2,52867,119,170,1.0,7851.429879980423,False,0.03432496066129183,10,2.1360000000000006,42433,311,0,0.0,6896.879138836395,False,-0.16439426733047652,0,0.3350000000000001,79423,41,17,1.0,2073.115738249435,False,0.06708873714041884,0,0.2,75248,0,9,0.0,432.00000000000017,False,0.0008355326852429013,0.5,389357,0.0,0.0,11,0,0,3,11,10.166666666666668,19,22,33,176.0,128.0,12,20,33,2618,4.612116383970715,214.82161864900263
35,33,0,0,0,10.0,20,10.0,23.70324134551963,0,,22.309817740348716,8,26.0,28.810816402265353,17,15.823529411764707,48.00000000000002,13,48.0,0,1.118,39637,4,20,1.0,514.0648269103926,False,0.21380206326878629,0,3.3680000000000008,24827,365,0,0.0,3650.0,False,-0.18909544527945965,0,0.20900000000000002,49688,177,48,1.0,5266.344969693713,False,0.07816461599173381,3,4.280000000000001,25146.0,268,0,0.0,6352.468680599261,False,-0.4163733444547554,0,0.2,52867,109,180,1.0,7617.717086105773,False,0.03219673896432002,17,2.2960000000000007,41732,319,0,0.0,7116.8318591712405,False,-0.17515815674244878,0,0.3350000000000001,79778,48,14,1.0,2054.9191873087375,False,0.07167623232655221,0,0.2,75248,0,9,0.0,432.00000000000017,False,0.0008355326852429013,0.5,388923,0.0,0.0,8,0,0,10,4,4.0,18,28,32,229.0,132.0,19,14,32,1029,5.088648032047786,219.91026668105042
36,32,0,0,0,10.0,20,10.0,23.95636629056724,31,25.612903225806452,21.582037811408107,9,4.888888888888889,28.58927060500304,2,15.0,48.00000000000002,9,48.0,0,1.1180000000000003,40001,6,17,1.0,467.25822693964307,False,0.2241649409276727,18,3.548000000000001,24560,373,0,0.0,3730.0,False,-0.19600206894453404,0,0.20900000000000002,49638,172,58,1.0,5372.253195039235,False,0.07822549038739728,9,4.367000000000002,24124.0,294,0,0.0,7043.171689426768,False,-0.4303168099918937,0,0.2,52823,108,190,1.0,7762.8214985826535,False,0.03271673980642756,2,2.299000000000001,41688,319,0,0.0,6884.670061839186,False,-0.1780735952699134,0,0.3350000000000001,80180,40,15,1.0,1863.570824200122,False,0.07573885508282459,0,0.2,75248,0,9,0.0,432.00000000000017,False,0.0008355326852429013,0.5,388262,0.0,0.0,9,0,0,15,6,6.0,13,28,28,260.0,87.0,18,14,28,1116,4.3468894340330735,224.2571561150835
37,28,0,0,0,10.0,20,10.0,23.312065081736204,18,15.777777777777779,22.728299510551036,23,32.391304347826086,27.5340244451641,12,17.666666666666668,48.000000000000014,13,48.0,0,1.1180000000000003,40120,7,14,1.0,396.3689111443069,False,0.22670716693255102,5,3.580000000000001,24405,382,0,0.0,3820.0,False,-0.19934889098487846,0,0.20900000000000002,50274,172,49,1.0,5123.361870075628,False,0.08876691672926593,4,4.3980000000000015,23821.0,302,0,0.0,7040.243654684334,False,-0.4365907965021809,0,0.2,52870,98,199,1.0,7706.644216621657,False,0.033061158816763116,11,2.407000000000001,40701,342,0,0.0,7773.078432608454,False,-0.1879591459112656,0,0.3350000000000001,80592,42,12,1.0,1732.4290266968924,False,0.08033334456238571,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,388031,0.0,0.0,13,0,0,11,3,3.0,13,24,26,152.0,70.0,14,14,26,1841,6.946198529971298,231.2033546450548
38,26,0,0,0,10.0,20,10.0,23.558660311839738,22,25.863636363636363,22.558642451576016,2,6.0,28.33316200405397,5,46.2,48.00000000000001,9,48.0,1,1.1280000000000003,40470,7,10,1.0,305.58660311839736,False,0.235975090563763,7,3.645000000000001,24222,392,0,0.0,3920.0,False,-0.20339550308820398,0,0.20900000000000002,49785,181,59,1.0,5595.077421085977,False,0.0835505009590956,2,4.4140000000000015,23687.0,305,0,0.0,7185.39139511112,False,-0.4378565838782649,0,0.2,53101,88,204,1.0,7765.1255845657,False,0.037800735635660554,0,2.3960000000000004,40689,344,0,0.0,7760.17300334215,False,-0.18829521196053264,0,0.3350000000000001,80793,37,13,1.0,1672.326994149997,False,0.08260054239433166,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,387995,0.0,0.0,9,0,0,7,5,5.0,13,20,26,132.0,63.0,10,16,26,1297,3.8097147579537705,235.01306940300856
39,26,0,0,0,10.0,20,10.0,23.029903166911275,11,13.181818181818182,20.86934264116706,32,11.5,26.017464122297408,23,15.434782608695652,48.000000000000014,11,48.0,0,1.1270000000000002,40400,8,19,1.0,517.5681601713143,False,0.23707013357123125,10,3.738000000000001,23972,401,0,0.0,4010.0,False,-0.20963276234520947,0,0.20900000000000002,49967,181,62,1.0,5462.311716963298,False,0.08593298422522362,25,4.662000000000002,22639.0,306,0,0.0,7047.1503690748505,False,-0.460876706550086,0,0.2,53151,90,207,1.0,7263.855911020599,False,0.03414671733645914,16,2.5560000000000005,39901,364,0,0.0,7596.440721384809,False,-0.20413745973824576,0,0.3350000000000001,80966,50,12,1.0,1876.8732061148705,False,0.08625133092475473,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,386244,0.0,0.0,11,0,0,5,10,10.0,17,22,31,201.0,61.0,13,13,31,1160,3.6203755699680187,238.63344497297658
40,31,0,0,0,9.999999999999998,20,10.0,21.774845354047358,54,17.25925925925926,21.11266014110263,10,25.7,24.445489725554044,23,16.565217391304348,48.00000000000001,10,48.0,0,1.1270000000000002,40280,10,29,1.0,731.4705152673733,False,0.23667311460229667,54,4.268000000000001,22728,409,0,0.0,4089.999999999999,False,-0.24626525085952475,0,0.20900000000000002,49307,221,67,1.0,6226.789052698342,False,0.08020925087267494,5,4.687000000000001,22455.0,310,0,0.0,6750.202059754681,False,-0.46772788843807,0,0.2,53211,85,210,1.0,6928.128954360072,False,0.03218227721242872,16,2.700000000000001,39236,369,0,0.0,7790.571592066871,False,-0.21448084439365053,0,0.3350000000000001,81065,63,12,1.0,2116.065852709905,False,0.08915044795632618,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,383530,0.0,0.0,10,0,0,7,11,11.0,20,27,27,248.0,78.0,17,14,27,997,4.423506495018955,243.05695146799553
41,27,0,0,0,9.999999999999998,20,10.0,22.200731309429308,44,24.363636363636363,20.47602727153902,52,18.28846153846154,24.445489725554044,0,,48.00000000000001,15,48.0,0,1.1270000000000004,40812,7,21,1.0,536.2153574980155,False,0.2498891799905379,26,4.474000000000001,22339,422,0,0.0,4219.999999999999,False,-0.2561231630510847,0,0.20900000000000002,49015,245,67,1.0,6811.072998003296,False,0.08021217645486411,42,5.102000000000001,20482.0,320,0,0.0,7104.234019017378,False,-0.5047371206415123,0,0.2,52474,119,220,1.0,7814.654984935033,False,0.02683265630632173,0,2.6840000000000006,39022,377,0,0.0,7719.462281370211,False,-0.2190258042419118,3,0.36500000000000005,81614,53,10,1.0,1775.6109554543643,False,0.0941738899713157,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,381006,0.0,0.0,12,0,0,11,8,8.0,16,27,32,264.0,90.0,17,10,32,1788,3.9510080630425364,247.00795953103807
42,32,0,0,0,9.999999999999998,20,10.0,22.00463119384877,44,20.931818181818183,22.029148005857376,19,39.0,23.577156935205647,14,15.857142857142858,48.000000000000014,11,48.0,0,1.1270000000000004,41188,9,15,1.0,420.06946790773156,False,0.25956231885945974,28,4.728000000000001,21742,430,0,0.0,4299.999999999999,False,-0.27307025283719233,0,0.20900000000000002,49331,263,58,1.0,7064.908588321954,False,0.08933923289978932,0,5.060000000000001,19986.0,336,0,0.0,7393.556081133187,False,-0.5119770433447371,0,0.2,52651,109,219,1.0,7564.574501448491,False,0.027778962095218233,3,2.714000000000001,38215,396,0,0.0,8723.54261031952,False,-0.2245798188759423,1,0.372,81863,57,10,1.0,1823.8979453067218,False,0.0977964346978603,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,380224,0.0,0.0,11,0,0,12,6,5.5,16,28,40,257.0,131.0,18,14,40,2046,5.457812794018537,252.4657723250566
43,40,0,0,0,9.999999999999998,20,10.0,22.64675125452574,27,28.74074074074074,22.036960832593458,11,22.181818181818183,23.644070897654625,15,24.2,48.00000000000001,5,48.0,2,1.1470000000000002,41720,8,10,1.0,306.46751254525736,False,0.2740205603271559,10,4.800000000000001,21472,441,0,0.0,4409.999999999999,False,-0.27961176864332005,0,0.20900000000000002,49431,263,63,1.0,7344.424112393657,False,0.09427983960181392,6,5.120000000000001,19150.0,353,0,0.0,7994.303192847586,False,-0.5230145154050488,0,0.2,52640,110,222,1.0,7673.0494308646075,False,0.02856641501115139,8,2.791000000000001,38024,396,0,0.0,8726.636489707009,False,-0.22803019150481701,0,0.37100000000000005,81740,62,15,1.0,2185.932395654587,False,0.09856588371277958,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,379425,0.0,0.0,11,0,0,18,8,7.333333333333333,17,35,39,330.0,151.0,25,15,39,1398,6.294059305975679,258.7598316310323
44,39,0,0,0,9.999999999999998,20,10.0,23.13639151807468,16,30.9375,20.951305248184237,20,10.45,22.28651552701977,23,14.869565217391305,48.000000000000014,13,48.0,1,1.1550000000000002,42016,10,10,1.0,331.3639151807468,False,0.283405298858745,5,4.840000000000001,21327,449,0,0.0,4489.999999999999,False,-0.28280646240910334,0,0.20900000000000002,49376,258,73,1.0,7498.634294780717,False,0.0947353517019114,20,5.314000000000002,18116.0,364,0,0.0,8421.646512579184,False,-0.5399187426580615,0,0.2,52489,118,229,1.0,7575.866074973268,False,0.024931395015054876,20,2.983000000000001,37334,398,0,0.0,8338.619488777327,False,-0.2441300039267745,0,0.37100000000000005,82022,75,12,1.0,2247.4886645264833,False,0.10271407981675636,0,0.2,75248,0,9,0.0,432.0000000000001,False,0.0008355326852429013,0.5,377928,0.0,0.0,9,0,0,21,11,10.09090909090909,15,36,28,371.0,147.0,26,13,28,872,5.117771370976698,263.877603002009
45,28,0,0,0,10.0,20,10.0,22.2523865315957,18,10.277777777777779,20.52130917504129,5,4.0,21.68677613236688,12,15.0,48.00000000000001,11,48.0,0,1.1540000000000004,41951,12,15,1.0,453.78579797393553,False,0.2832900142692356,13,4.965000000000001,21009,457,0,0.0,4570.0,False,-0.29126479447470105,0,0.20900000000000002,49191,266,83,1.0,7622.403478932883,False,0.09219835434113179,5,5.344000000000002,17976.0,364,0,0.0,8099.868697500835,False,-0.5461190580953178,0,0.2,52469,113,239,1.0,7502.04743241535,False,0.023894946386822935,12,3.083000000000001,37016,398,0,0.0,8167.481051666433,False,-0.25147992048821277,0,0.37100000000000005,82370,77,11,1.0,2197.88176219225,False,0.1070004493454479,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,377230,0.0,0.0,9,0,0,12,6,6.0,11,23,32,162.0,103.0,14,14,32,783,4.711934334016405,268.5895373360254
46,32,0,0,0,10.0,20,10.0,22.75559135157974,31,26.580645161290324,19.39546873679687,17,7.647058823529412,21.33988680376001,28,19.714285714285715,48.00000000000001,8,48.0,2,1.1740000000000004,42463,14,10,1.0,367.5559135157974,False,0.29755614923047125,14,5.092000000000001,20672,465,0,0.0,4650.0,False,-0.300301213983631,0,0.20900000000000002,49047,270,93,1.0,7947.788257448638,False,0.09258354205251239,17,5.509000000000002,16749.0,381,0,0.0,8669.880304951881,False,-0.5655304122882472,0,0.2,52562,113,245,1.0,7419.960234179249,False,0.024841191030261972,24,3.3110000000000004,36115,405,0,0.0,7855.164838402733,False,-0.27073318242876504,0,0.37100000000000005,82202,95,13,1.0,2651.289246357201,False,0.10777900323839996,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,375058,0.0,0.0,8,0,0,14,12,11.117647058823529,14,28,26,267.0,160.0,18,14,26,772,4.323286957980599,272.912824294006
47,26,0,0,0,10.0,20,10.0,22.974311169907985,19,25.736842105263158,19.57577018330965,6,24.833333333333332,20.466225506730197,24,15.25,48.00000000000001,10,48.0,4,1.212,42701,14,10,1.0,369.74311169907986,False,0.30483072856815463,5,5.128000000000001,20507,475,0,0.0,4750.0,False,-0.3038001642985365,0,0.20900000000000002,48707,279,97,1.0,8308.682524185364,False,0.08929569036623564,0,5.492000000000002,16749.0,381,0,0.0,8753.212555734943,False,-0.5646718126057643,0,0.2,52599,109,243,1.0,7107.05174811619,False,0.022665656626686414,12,3.4070000000000014,35797,405,0,0.0,7928.186924240408,False,-0.27585973879725717,0,0.37100000000000005,82316,109,13,1.0,2854.8185802335915,False,0.1106405656439144,0,0.2,75248,0,9,0.0,432.00000000000006,False,0.0008355326852429013,0.5,374624,0.0,0.0,10,0,0,9,4,3.2857142857142856,14,23,28,211.0,48.0,14,12,28,1015,4.383278744993731,277.2961030389997
48,28,0,0,0,10.0,20,10.0,23.037075851337004,10,24.5,18.36752977869268,13,3.230769230769231,20.162144062699337,11,16.0,48.0,10,48.0,0,1.2080000000000004,42826,16,10,1.0,390.37075851337005,False,0.3089477402639938,0,5.123000000000001,20427,483,0,0.0,4830.0,False,-0.3050171904950254,0,0.20900000000000002,48622,275,107,1.0,8300.521545437794,False,0.08746003900261488,13,5.622000000000001,16149.0,385,0,0.0,8869.274202764747,False,-0.5758399871953847,0,0.2,52557,112,253,1.0,7158.185783076513,False,0.022366374508965066,11,3.505000000000001,35522,405,0,0.0,7438.849560370536,False,-0.28532409156798155,0,0.37100000000000005,82620,110,13,1.0,2841.8358468969273,False,0.11458625115646294,0,0.2,75248,0,9,0.0,432.0,False,0.0008355326852429013,0.5,373971,0.0,0.0,10,0,0,10,5,5.0,15,25,33,249.0,66.0,16,12,33,925,4.338679034030065,281.6347820730298
49,33,0,0,0,10.0,20,10.0,23.072401584950494,59,23.203389830508474,20.32674713166101,15,41.0,20.162144062699337,0,,48.0,9,48.0,5,1.2580000000000002,43190,16,10,1.0,390.72401584950495,False,0.32002805269494494,44,5.5630000000000015,19691,493,0,0.0,4930.0,False,-0.3258891897648097,0,0.20900000000000002,48452,309,102,1.0,9202.700297179126,False,0.09325235222118285,0,5.609000000000001,15565.0,400,0,0.0,9228.960633980198,False,-0.5841683086673652,0,0.2,52557,102,263,1.0,7375.972095919348,False,0.024349567421134907,0,3.494000000000001,34907,420,0,0.0,8537.233795297623,False,-0.2865226033064615,0,0.37100000000000005,83052,100,14,1.0,2688.2144062699335,False,0.11929692183306537,0,0.2,75248,0,9,0.0,432.0,False,0.0008355326852429013,0.5,372662,0.0,0.0,10,0,0,11,4,3.625,17,28,30,240.0,90.0,18,15,30,1527,4.544187469989993,286.1789695430198
50,30,0,0,0,10.0,20,10.0,22.97294500906851,42,22.38095238095238,21.20124707413189,18,28.77777777777778,21.05431728485341,5,47.0,48.0,11,48.0,20,1.4530000000000005,43300,16,10,1.0,389.7294500906851,False,0.3233597445780066,12,5.639000000000002,19408,503,0,0.0,5030.0,False,-0.33297836735935743,0,0.20900000000000002,48352,329,102,1.0,9720.626109544992,False,0.09652804679303689,8,5.689000000000002,14977.0,412,0,0.0,9464.853343736226,False,-0.5938545443482502,0,0.2,52479,105,268,1.0,7868.687975124563,False,0.02741574975526843,0,3.494000000000001,34702,425,0,0.0,9010.530006506053,False,-0.2859462190709363,0,0.37100000000000005,83345,95,13,1.0,2624.160142061074,False,0.12275805454875312,0,0.2,75248,0,9,0.0,432.0,False,0.0008355326852429013,0.5,371811,0.0,0.0,11,0,0,8,7,6.5,16,24,23,207.0,108.0,14,16,23,1373,3.957585186988581,290.13655473000836
51,23,0,0,0,10.000000000000002,20,10.0,22.74939892013907,5,11.0,22.200228170236112,23,29.0,20.838656211934573,5,15.0,48.0,12,48.0,0,1.4330000000000003,43160,20,20,1.0,654.9879784027814,False,0.32313548511276946,5,5.677000000000001,19283,509,0,0.0,5090.000000000001,False,-0.3358688045760185,0,0.20900000000000002,48707,324,102,1.0,9635.22852348914,False,0.10296353160535306,13,5.811,14801.0,412,0,0.0,9372.752355097296,False,-0.5984302634036299,0,0.2,52017,113,278,1.0,8301.772210154491,False,0.022945401491171535,5,3.5440000000000005,34387,430,0,0.0,9546.098113201528,False,-0.28680612922341436,0,0.37100000000000005,83846,90,11,1.0,2403.4790590741113,False,0.1279391457611577,0,0.2,75248,0,9,0.0,432.0,False,0.0008355326852429013,0.5,371449,0.0,0.0,10,0,0,7,4,4.0,12,19,25,120.0,126.0,9,14,25,1186,4.513645331026055,294.6502000610344
