index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,13,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,15.447370830035643,5,11.0,16.67520358150447,10,6.6,42.0,20,42.0,0,0.263,14732,272,0,0.0,2720.0000000000005,False,-0.08176890156918687,0,0.3440000000000001,14536,268,0,0.0,2680.0000000000005,False,-0.09409415121255349,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,1.9510000000000003,25187,2,0,0.0,21.87025316455696,False,-0.10369099254500491,0,0.2,40227,0,33,0.5,550.2817181896474,False,0.08332149835757956,10,4.314000000000001,17138.0,56,0,0.0,865.0527664819961,False,-0.5300364730189371,0,0.461,52951,47,23,1.0,1749.73456833071,False,0.07925866268653085,0,0.2,55735,56,25,1.0,1983.8114005642503,False,0.1374271790404052,0.3125,249310,0.0,0.0,18,0,0,7,4,4.0,21,28,4,111.0,22.0,10,3,4,1040,0.7982231400092132,31.567096804152243
27,4,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,14.938916775833825,10,11.5,16.800767623071238,37,17.486486486486488,42.0,20,42.0,0,0.263,14612,284,0,0.0,2840.0000000000005,False,-0.0851925820256776,0,0.3440000000000001,14456,276,0,0.0,2760.0000000000005,False,-0.09637660485021397,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.0460000000000007,25012,2,0,0.0,21.87025316455696,False,-0.10991587071524643,0,0.2,40112,0,43,1.0,722.4330077920632,False,0.082547850961458,37,4.674,15999.0,56,0,0.0,836.5793394466941,False,-0.560882401109387,0,0.4610000000000001,52813,73,21,1.0,2108.4560364842005,False,0.0800879838438053,0,0.2,56066,47,27,1.0,1923.636078284348,False,0.1434607510906137,0.375,247874,0.0,0.0,20,0,0,1,5,5.0,19,20,6,41.0,3.0,3,1,6,1040,0.5896767529775389,32.15677355712978
28,6,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,14.675870880191319,5,11.0,17.18301171567659,26,20.346153846153847,42.0,20,42.0,0,0.263,14492,296,0,0.0,2960.0000000000005,False,-0.08861626248216833,0,0.3440000000000001,14376,284,0,0.0,2840.0000000000005,False,-0.09865905848787447,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,2.0860000000000003,24937,2,0,0.0,21.87025316455696,False,-0.11258367564534995,0,0.2,40517,0,38,0.5,652.9544451957104,False,0.09245131255778351,16,4.7970000000000015,15385.0,56,0,0.0,821.8487692907138,False,-0.5775022231084238,0,0.461,53080,79,23,1.0,2323.4579255384506,False,0.08759707582798754,0,0.2,56110,47,25,1.0,1857.6015506367996,False,0.14368096515786896,0.3125,247701,0.0,0.0,20,0,0,2,4,4.0,19,21,8,60.0,21.0,4,2,8,1500,0.6553558289888315,32.81212938611861
29,8,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,14.675870880191319,0,,16.73092546108746,33,13.757575757575758,42.0,20,42.0,0,0.263,14412,304,0,0.0,3040.0000000000005,False,-0.09089871611982882,0,0.3440000000000001,14256,296,0,0.0,2960.0000000000005,False,-0.10208273894436519,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.0810000000000004,24937,2,0,0.0,21.87025316455696,False,-0.11258367564534995,0,0.2,40929,0,21,0.0,351.34943468283666,False,0.09943763119109367,16,4.941000000000002,14710.0,56,0,0.0,821.8487692907138,False,-0.5955566270456213,0,0.4610000000000001,53298,78,26,1.0,2397.0121859648216,False,0.0927055940685824,0,0.2,56278,61,22,1.0,1944.586453126335,False,0.14792158535807287,0.25,247624,0.0,0.0,22,0,0,3,6,6.0,20,23,11,83.0,39.0,5,3,11,1452,0.7311667030444369,33.54329608916305
30,11,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,14.675870880191319,0,,16.81334141191701,19,17.789473684210527,42.0,20,42.0,0,0.263,14352,310,0,0.0,3100.0000000000005,False,-0.09261055634807418,0,0.3440000000000001,14116,310,0,0.0,3100.0000000000005,False,-0.10607703281027105,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.081,24937,2,0,0.0,21.87025316455696,False,-0.11258367564534995,0,0.2,41149,0,16,0.0,269.01346259067213,False,0.10422089847528104,14,5.065000000000001,14229.0,56,0,0.0,821.8487692907138,False,-0.6084220615549427,0,0.4610000000000001,53610,72,26,1.0,2302.5605816580246,False,0.09801456280610772,0,0.2,56468,66,22,1.0,2033.6805331865226,False,0.15262447148944838,0.25,247665,0.0,0.0,18,0,0,3,3,3.0,24,27,13,137.0,54.0,8,3,13,1260,0.813796901027672,34.35709299019072
31,13,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,14.265467630767448,10,11.5,17.965297619848975,29,26.689655172413794,42.0,20,42.0,0,0.263,14282,317,0,0.0,3170.0000000000005,False,-0.0946077032810271,0,0.3440000000000001,13986,323,0,0.0,3230.0000000000005,False,-0.10978601997146933,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.1810000000000005,24762,2,0,0.0,21.87025316455696,False,-0.11880855381559147,0,0.2,41474,0,16,1.0,287.4447619175836,False,0.11316025305477274,19,5.241000000000001,13852.0,56,0,0.0,798.8661873229771,False,-0.6188131411008777,0,0.4610000000000001,53256,91,26,1.0,2726.8420834062567,False,0.09517015302274032,0,0.2,56888,56,22,1.0,1930.0566667115427,False,0.16000698440751057,0.375,247304,0.0,0.0,21,0,0,3,4,4.0,23,26,12,134.0,57.0,9,4,12,1480,0.84744674799731,35.20453973818803
32,12,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,13.918246594491885,10,11.5,18.72339509875917,24,25.791666666666668,42.0,20,42.0,0,0.263,14222,323,0,0.0,3230.0000000000005,False,-0.09631954350927246,0,0.3440000000000001,13846,337,0,0.0,3370.0000000000005,False,-0.11378031383737518,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.2710000000000004,24587,2,0,0.0,21.87025316455696,False,-0.125033431985833,0,0.2,41579,0,21,1.0,393.19129707394256,False,0.11738293119364934,19,5.412000000000001,13425.0,56,0,0.0,779.4218092915455,False,-0.6304942652621025,0,0.461,53165,101,24,1.0,2899.0629049746763,False,0.09507211221477231,0,0.2,57200,50,24,1.0,1944.1697549379585,False,0.16640436463555391,0.375,246828,0.0,0.0,17,0,0,3,5,5.0,22,25,11,109.0,57.0,8,4,11,1260,0.820124665973708,36.02466440416174
33,11,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,13.918246594491885,0,,18.72339509875917,0,,42.0,0,,0,0.263,14122,333,0,0.0,3330.0000000000005,False,-0.09917261055634807,0,0.3440000000000001,13746,347,0,0.0,3470.0000000000005,False,-0.11663338088445079,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.2610000000000006,24587,2,0,0.0,21.87025316455696,False,-0.125033431985833,0,0.2,41579,0,21,0.0,393.19129707394256,False,0.11738293119364934,0,5.393000000000002,13425.0,56,0,0.0,779.4218092915455,False,-0.6304942652621025,0,0.4610000000000001,53165,91,34,1.0,3131.8289539870843,False,0.0974057000179164,0,0.2,57200,40,34,1.0,2176.935803950367,False,0.16873795243869802,0.25,246628,0.0,0.0,8,0,0,3,0,0.0,20,23,8,63.0,31.0,6,5,8,200,0.7355722009669989,36.76023660512874
34,8,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,13.727962150890514,5,11.0,18.00119246209661,38,13.763157894736842,42.0,0,,0,0.263,13992,346,0,0.0,3460.0000000000005,False,-0.10288159771754636,0,0.3440000000000001,13676,354,0,0.0,3540.0000000000005,False,-0.11863052781740371,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,2.3110000000000004,24512,2,0,0.0,21.87025316455696,False,-0.12770123691593652,0,0.2,41754,0,21,0.5,378.0250417040288,False,0.12186087465835749,33,5.723000000000001,12149.0,56,0,0.0,768.7658804498687,False,-0.6647662839964444,0,0.461,52922,109,44,1.0,3810.129978368531,False,0.09933360714583567,0,0.2,56920,40,44,1.0,2568.047698483864,False,0.16704477070242277,0.3125,244729,0.0,0.0,11,0,0,1,6,6.0,21,22,10,66.0,7.0,5,3,10,430,0.6356706690276042,37.39590727415634
35,10,0,0,0,10.0,20,10.0,10.93512658227848,0,,13.611228536432373,5,12.0,18.11691176719346,7,22.0,42.0,0,,0,0.263,13902,355,0,0.0,3550.0,False,-0.10544935805991441,0,0.3440000000000001,13566,365,0,0.0,3650.0,False,-0.12176890156918688,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,2.3560000000000008,24442,2,0,0.0,21.87025316455696,False,-0.1301911881840331,0,0.2,41844,0,21,0.5,380.4551471110627,False,0.12430062785341242,2,5.710000000000003,12080.0,56,0,0.0,762.2287980402128,False,-0.6666992698258724,0,0.4610000000000001,52772,104,54,1.0,4152.15882378812,False,0.09975496585114313,0,0.2,56916,32,54,1.0,2847.7411765501906,False,0.16976862407064133,0.3125,244326,0.0,0.0,12,0,0,1,3,3.0,23,24,12,52.0,34.0,3,7,12,350,0.6556145789800212,38.051521853136364
36,12,0,0,0,10.0,20,10.0,10.93512658227848,0,,13.611228536432373,0,,18.149774311827166,19,18.526315789473685,42.0,0,,0,0.263,13812,364,0,0.0,3640.0,False,-0.10801711840228245,0,0.3440000000000001,13456,376,0,0.0,3760.0,False,-0.12490727532097004,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.3510000000000004,24442,2,0,0.0,21.87025316455696,False,-0.1301911881840331,0,0.2,42138,0,12,0.0,217.797291741926,False,0.12998899740206388,10,5.808000000000002,11750.0,56,0,0.0,762.2287980402128,False,-0.6755258673062801,0,0.461,52484,109,64,1.0,4666.325399989161,False,0.09913505704478535,0,0.2,56852,26,64,1.0,3159.8941321075063,False,0.1716148430223519,0.25,243738,0.0,0.0,11,0,0,6,2,2.0,18,24,12,69.0,54.0,4,8,12,494,0.7520132180070505,38.803535071143415
37,12,0,0,0,10.0,20,10.0,10.93512658227848,0,,13.498731029780943,5,12.0,18.74257946870814,5,44.0,42.0,0,,0,0.263,13752,370,0,0.0,3700.0,False,-0.10972895863052781,0,0.3440000000000001,13316,390,0,0.0,3900.0,False,-0.1289015691868759,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,2.4010000000000007,24372,2,0,0.0,21.87025316455696,False,-0.13268113945212973,0,0.2,42298,0,12,0.5,224.91095362449767,False,0.13436369531688147,0,5.798000000000002,11750.0,56,0,0.0,755.9289376677328,False,-0.6756101193239932,0,0.4610000000000001,52264,104,74,1.0,5057.228264745647,False,0.09864283544949817,0,0.2,56852,16,74,1.0,3407.88127149933,False,0.17410102932949015,0.3125,243408,0.0,0.0,9,0,0,12,1,1.0,13,25,14,74.0,51.0,5,7,14,420,0.7770237700315192,39.580558841174934
38,14,0,0,0,10.0,20,10.0,10.93512658227848,0,,13.230266861815661,10,11.5,19.294152696046662,6,37.333333333333336,42.0,0,,0,0.263,13642,381,0,0.0,3810.0,False,-0.11286733238231099,0,0.3440000000000001,13226,399,0,0.0,3990.0,False,-0.13146932952924395,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.4960000000000004,24197,2,0,0.0,21.87025316455696,False,-0.13890601762237126,0,0.2,42403,0,17,1.0,328.00059583279324,False,0.1385508411457565,1,5.808000000000002,11718.0,56,0,0.0,740.894944261677,False,-0.6766670909104545,0,0.4610000000000001,52264,94,84,1.0,5341.650353428387,False,0.1014942990538807,0,0.2,56628,12,84,1.0,3759.52983235256,False,0.17313506137942938,0.375,242882,0.0,0.0,11,0,0,7,3,3.0,19,26,14,118.0,76.0,8,6,14,420,0.8078638029983267,40.38842264417326
39,14,0,0,0,10.0,20,10.0,10.93512658227848,0,,13.005572966950021,10,11.5,19.37835136664632,15,20.4,42.0,0,,0,0.263,13552,390,0,0.0,3900.0,False,-0.11543509272467903,0,0.3440000000000001,13116,410,0,0.0,4100.0,False,-0.1346077032810271,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.5860000000000007,24022,2,0,0.0,21.87025316455696,False,-0.14513089579261276,0,0.2,42508,0,22,1.0,426.32373006621907,False,0.1426742414484475,10,5.907000000000002,11403.0,56,0,0.0,728.3120861492011,False,-0.6852607579352555,0,0.4610000000000001,52028,90,94,1.0,5692.051622998169,False,0.10027521527678476,0,0.2,56558,11,94,1.0,4161.161865033109,False,0.1757580440823001,0.375,241991,0.0,0.0,10,0,0,6,5,5.0,16,22,17,88.0,69.0,6,8,17,420,0.8541745489928871,41.24259719316615
40,17,0,0,0,9.999999999999998,20,10.0,10.93512658227848,0,,13.005572966950021,0,,19.017009952940032,4,3.0,42.0,0,,0,0.263,13462,399,0,0.0,3989.999999999999,False,-0.11800285306704708,0,0.3440000000000001,13006,421,0,0.0,4209.999999999999,False,-0.13774607703281028,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.5760000000000005,24022,2,0,0.0,21.87025316455696,False,-0.14513089579261276,0,0.2,42508,0,22,0.0,418.3742189646807,False,0.14256792760805476,4,5.937000000000002,11271.0,56,0,0.0,728.3120861492011,False,-0.6887913969274185,0,0.461,52016,84,104,1.0,5965.428836046963,False,0.10277533771827407,0,0.2,56558,1,104,1.0,4387.01700995294,False,0.17802234686055515,0.25,241647,0.0,0.0,11,0,0,11,1,1.0,19,30,14,129.0,66.0,10,7,14,200,0.8961274930043146,42.13872468617046
41,14,0,0,0,9.999999999999998,20,10.0,10.93512658227848,0,,13.005572966950021,0,,19.00980048382571,18,18.944444444444443,42.0,0,,0,0.263,13392,406,0,0.0,4059.999999999999,False,-0.12,0,0.3440000000000001,12876,434,0,0.0,4339.999999999999,False,-0.14145506419400855,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.5760000000000005,24022,2,0,0.0,21.87025316455696,False,-0.14513089579261276,0,0.2,42738,0,17,0.0,323.16660822503707,False,0.1474465269776263,13,6.063000000000001,10831.0,56,0,0.0,728.3120861492011,False,-0.7005601935679621,0,0.4610000000000001,51955,82,114,1.0,6346.803639673708,False,0.10537569065099067,0,0.2,56278,1,114,1.0,4807.0098004838255,False,0.1766187095270369,0.25,240896,0.0,0.0,10,0,0,13,4,4.0,12,25,11,107.0,66.0,7,7,11,430,0.7948377740103751,42.93356246018084
42,11,0,0,0,9.999999999999998,20,10.0,10.93512658227848,0,,12.815726967847741,10,11.5,19.431495115504617,33,21.515151515151516,42.0,0,,0,0.263,13292,416,0,0.0,4159.999999999999,False,-0.1228530670470756,0,0.3440000000000001,12776,444,0,0.0,4439.999999999999,False,-0.14430813124108416,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.6760000000000006,23847,2,0,0.0,21.87025316455696,False,-0.1513557739628543,0,0.2,42917,0,18,1.0,349.7669120790831,False,0.1525900301184781,24,6.290000000000001,10168.0,56,0,0.0,717.6807101994735,False,-0.7184358104394646,0,0.461,51311,99,124,1.0,7131.7180164349575,False,0.10033202350404985,0,0.2,56212,0,121,0.7,5082.0,False,0.17805225272191366,0.3375,239327,0.0,0.0,11,0,0,9,6,6.0,13,22,15,57.0,51.0,4,7,15,494,0.7350631310255267,43.668625591206364
43,15,0,0,0,9.999999999999998,20,10.0,10.93512658227848,0,,12.654039027942554,10,11.5,19.254272221966094,5,13.0,42.0,0,,0,0.263,13172,428,0,0.0,4279.999999999999,False,-0.12627674750356632,0,0.3440000000000001,12696,452,0,0.0,4519.999999999999,False,-0.14659058487874466,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.766000000000001,23672,2,0,0.0,21.87025316455696,False,-0.15758065213309583,0,0.2,42802,0,28,1.0,539.1196222150506,False,0.15204642819984282,5,6.316000000000002,10053.0,56,0,0.0,708.626185564783,False,-0.7216328378104049,0,0.4610000000000001,51311,89,134,1.0,7341.630227754982,False,0.10243649096459992,0,0.2,56147,0,126,0.5,5292.0,False,0.1788542898963367,0.3125,238657,0.0,0.0,9,0,0,12,3,3.0,14,26,11,114.0,66.0,8,7,11,200,0.8180544740171172,44.48668006522348
44,11,0,0,0,9.999999999999998,20,10.0,10.93512658227848,0,,12.54833209718188,5,11.0,19.957310896503188,19,26.0,42.0,0,,0,0.263,13062,439,0,0.0,4389.999999999999,False,-0.1294151212553495,0,0.3440000000000001,12606,461,0,0.0,4609.999999999999,False,-0.1491583452211127,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,2.8060000000000005,23597,2,0,0.0,21.87025316455696,False,-0.16024845706319935,0,0.2,43187,0,23,0.5,459.0181506195733,False,0.16127287761280099,9,6.401000000000002,9783.0,56,0,0.0,702.7065974421853,False,-0.7289337657816596,0,0.461,51037,93,144,1.0,7904.029913374797,False,0.10258085450418854,0,0.2,55927,0,131,0.5,5502.0,False,0.17654843301987047,0.25,238003,0.0,0.0,12,0,0,10,2,2.0,13,23,13,72.0,47.0,5,6,13,640,0.7383348760195076,45.22501494124299
45,13,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.54833209718188,0,,21.28871311659706,40,26.75,42.0,0,,0,0.263,12982,447,0,0.0,4470.0,False,-0.13169757489300998,0,0.3440000000000001,12486,473,0,0.0,4730.0,False,-0.15258202567760343,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.801,23597,2,0,0.0,21.87025316455696,False,-0.16024845706319935,0,0.2,43627,0,13,0.0,276.75327051576176,False,0.17060413072078215,30,6.692000000000002,9333.0,56,0,0.0,702.7065974421853,False,-0.7409700350731245,0,0.4610000000000001,50407,113,154,1.0,8873.624582175467,False,0.09966940611328244,0,0.2,55487,0,141,1.0,5922.0,False,0.17193671926693802,0.25,236723,0.0,0.0,11,0,0,12,1,1.0,13,25,16,74.0,40.0,5,8,16,640,0.9168352879933082,46.1418502292363
46,16,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.54833209718188,0,,19.871988578422275,14,1.2857142857142858,42.0,0,,0,0.263,12902,455,0,0.0,4550.0,False,-0.13398002853067048,0,0.3440000000000001,12366,485,0,0.0,4850.0,False,-0.15600570613409415,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.801,23597,2,0,0.0,21.87025316455696,False,-0.16024845706319935,0,0.2,43627,0,13,0.0,258.33585151948955,False,0.17035782292667886,14,6.802000000000002,8787.0,56,0,0.0,702.7065974421853,False,-0.7555740418134353,0,0.4610000000000001,50397,113,164,1.0,9133.534709361717,False,0.10207461661983154,0,0.2,55479,0,145,0.4,6090.0,False,0.1734605898983418,0.175,235959,0.0,0.0,7,0,0,11,2,2.0,16,27,14,122.0,40.0,8,8,14,200,0.9917027039919049,47.1335529332282
47,14,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.41796412628231,10,11.5,20.24088650210657,14,24.928571428571427,41.99999999999999,6,42.0,0,0.263,12842,461,0,0.0,4610.0,False,-0.13569186875891584,0,0.3440000000000001,12226,499,0,0.0,4990.0,False,-0.16,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.901000000000001,23422,2,0,0.0,21.87025316455696,False,-0.16647333523344085,0,0.2,43732,0,18,1.0,364.33595703791826,False,0.1745838922224025,9,6.878000000000001,8562.0,56,0,0.0,695.4059910718094,False,-0.7616898120861287,0,0.4610000000000001,50584,108,168,1.0,9242.015742227508,False,0.10691171317373636,0,0.2,55195,0,154,0.9,6467.999999999999,False,0.1715557516090871,0.3625,235367,0.0,0.0,14,0,0,13,4,4.0,14,27,15,106.0,33.0,7,7,15,672,0.792568743985612,47.926121677213814
48,15,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.306522824625583,10,11.5,19.380677106999425,12,7.0,41.99999999999999,0,,0,0.263,12752,470,0,0.0,4700.0,False,-0.1382596291012839,0,0.3440000000000001,12116,510,0,0.0,5100.0,False,-0.16313837375178317,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,2.991000000000001,23247,2,0,0.0,21.87025316455696,False,-0.17269821340368238,0,0.2,43617,0,28,1.0,542.6589589959839,False,0.1738927830395054,12,6.9890000000000025,8160.0,56,0,0.0,689.1652781790326,False,-0.7725256736542243,0,0.461,50584,98,178,1.0,9375.306356485942,False,0.10824801351919824,0,0.2,55111,2,164,1.0,6926.761354213998,False,0.17447076929615224,0.375,234391,0.0,0.0,9,0,0,12,4,4.0,15,27,10,103.0,57.0,6,9,10,200,0.8001021280069835,48.7262238052208
49,10,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.306522824625583,0,,18.90057355310723,22,15.272727272727273,41.99999999999999,12,42.0,0,0.263,12672,478,0,0.0,4780.0,False,-0.14054208273894436,0,0.3440000000000001,11996,522,0,0.0,5220.0,False,-0.16656205420827389,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,0,2.9810000000000008,23247,2,0,0.0,21.87025316455696,False,-0.17269821340368238,0,0.2,43847,0,23,0.0,434.7131917214663,False,0.17860102698426555,17,7.147000000000002,7558.0,56,0,0.0,689.1652781790326,False,-0.7886275272396952,0,0.4610000000000001,50940,105,177,1.0,9418.560223076258,False,0.11581978448335031,0,0.2,54923,0,170,0.7,7139.999999999999,False,0.17283901108816394,0.2125,233987,0.0,0.0,17,0,0,11,2,2.0,13,24,13,62.0,47.0,4,6,13,934,0.7009444620343857,49.42716826725518
50,13,0,0,0,10.0,20,10.0,10.93512658227848,0,,12.22397235107106,5,11.0,19.911825348930705,15,31.333333333333332,41.99999999999999,17,42.0,0,0.263,12582,487,0,0.0,4870.0,False,-0.14310984308131242,0,0.3440000000000001,11886,533,0,0.0,5330.0,False,-0.16970042796005705,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,3.0310000000000006,23172,2,0,0.0,21.87025316455696,False,-0.1753660183337859,0,0.2,44232,0,18,0.5,358.4128562807527,False,0.18787831139541478,5,7.180000000000002,7408.0,56,0,0.0,684.5424516599794,False,-0.7927014409867068,0,0.461,51288,100,178,1.0,9467.182534893069,False,0.1232849691706241,0,0.2,54819,0,172,1.0,7223.999999999999,False,0.17159585346780823,0.3125,234191,0.0,0.0,22,0,0,7,2,2.0,17,24,18,106.0,66.0,6,7,18,1354,0.9275075109908357,50.35467577824602
51,18,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,12.134836585099274,10,11.5,19.35876631211804,5,1.0,41.99999999999999,20,42.0,0,0.263,12472,498,0,0.0,4980.000000000001,False,-0.14624821683309558,0,0.3440000000000001,11796,542,0,0.0,5420.000000000001,False,-0.1722681883024251,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,10,3.1260000000000003,22997,2,0,0.0,21.87025316455696,False,-0.18159089650402743,0,0.2,44117,0,28,1.0,542.0454567393051,False,0.1872582108318306,5,7.225000000000001,7233.0,56,0,0.0,679.5508487655593,False,-0.7974489682407581,0,0.4610000000000001,51624,90,180,1.0,9302.288968090623,False,0.12836894680579294,0,0.2,55318,0,165,0.5,6929.999999999999,False,0.17865378060273093,0.3125,234361,0.0,0.0,18,0,0,15,3,3.0,13,28,14,151.0,96.0,11,7,14,1040,1.0993728709872812,51.4540486492333
52,14,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,12.448925855970566,9,15.0,19.327424812425697,30,19.166666666666668,41.99999999999999,10,42.0,0,0.263,12392,506,0,0.0,5060.000000000001,False,-0.14853067047075608,0,0.3440000000000001,11676,554,0,0.0,5540.000000000001,False,-0.17569186875891585,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,9,3.2060000000000004,22898,2,0,0.0,21.87025316455696,False,-0.18511239901176407,0,0.2,44567,0,18,0.0,347.89364662366256,False,0.19669796515665422,20,7.420000000000003,6325.0,65,0,0.0,809.1801806380868,False,-0.8200018698927691,0,0.461,51727,88,182,1.0,9344.81338349346,False,0.13086051955460326,0,0.2,55060,12,173,1.0,7497.929097749107,False,0.17917439393809378,0.25,233449,0.0,0.0,16,0,0,5,4,4.0,22,27,19,111.0,60.0,9,5,19,1070,0.9611785719753243,52.415227221208625
53,19,0,0,0,10.000000000000002,20,10.0,10.93512658227848,0,,12.357092958562495,5,11.0,19.327424812425697,0,,41.99999999999999,20,42.0,0,0.263,12272,518,0,0.0,5180.000000000001,False,-0.1519543509272468,0,0.3440000000000001,11596,562,0,0.0,5620.000000000001,False,-0.17797432239657632,0,0.2,28804,0,0,0.0,0.0,False,0.02457937608935368,5,3.247,22823,2,0,0.0,21.87025316455696,False,-0.18778020394186756,0,0.2,44512,0,23,0.5,444.530770685791,False,0.1965192549641023,0,7.400000000000001,6325.0,65,0,0.0,803.2110423065621,False,-0.8200816989554316,0,0.4610000000000001,52147,78,182,1.0,9151.539135369203,False,0.13734424573786627,0,0.2,55480,2,173,1.0,7304.654849624851,False,0.18565812012135668,0.3125,233959,0.0,0.0,16,0,0,9,1,1.0,19,28,9,115.0,90.0,9,10,9,1040,1.0022734199883416,53.417500641196966
