index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,19,0,0,0,10.000000000000002,20,10.0,26.378926598100037,16,26.1875,4.036427740598106,6,1.0,22.452386626343042,51,19.15686274509804,50.00000000000001,10,50.0,6,0.665,38845,14,10,1.0,403.7892659810004,False,0.14766171804339714,0,0.7220000000000002,31271,246,0,0.0,2460.0000000000005,False,-0.0447344443464715,2,2.0740000000000003,38018,206,0,0.0,5434.058879208607,False,-0.1586800479242368,4,1.9680000000000004,38934,153,0,0.0,4035.975769509306,False,-0.15419910188866434,0,0.23600000000000002,75826,0,31,0.6,696.0239854166343,False,0.04885319297095137,41,2.8600000000000008,61733,290,0,0.0,1170.5640447734509,False,-0.1419287579876804,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,105904,128,17,1.0,3723.9054881719094,False,0.04509438636182506,0.325,493253,0.0,0.0,16,0,0,10,11,10.333333333333332,20,30,20,127.0,55.0,8,11,20,1008,1.4986333090346307,51.53818517312175
26,20,0,0,0,10.000000000000002,20,10.0,26.378926598100037,0,,3.9577851563417377,8,2.625,23.07871853354048,18,28.333333333333332,50.00000000000001,9,50.0,0,0.659,38775,11,20,1.0,637.5785319620007,False,0.14904003956091474,0,0.722,31141,259,0,0.0,2590.0000000000005,False,-0.04664491667401464,7,2.1420000000000003,37835,206,0,0.0,5434.058879208607,False,-0.16245963402857816,1,1.9740000000000004,38910,153,0,0.0,4035.975769509306,False,-0.15469478531218453,0,0.23600000000000002,76105,0,33,0.8,761.5977116068359,False,0.053146240407063755,12,2.9390000000000005,61415,290,0,0.0,1147.757695339104,False,-0.1464643674762543,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,105844,136,18,1.0,4038.7057205615056,False,0.046038954772108585,0.35,492747,0.0,0.0,19,0,0,8,6,6.0,24,32,21,181.0,50.0,12,8,21,950,1.745591237966437,53.28377641108818
27,21,0,0,0,10.000000000000002,20,10.0,26.53650377766898,15,28.0,3.80420171081984,11,2.0,22.34312069376541,23,17.47826086956522,50.00000000000001,11,50.0,0,0.659,39095,11,15,1.0,508.0475566650347,False,0.15654186222063057,0,0.722,31041,269,0,0.0,2690.0000000000005,False,-0.04811451077212474,0,2.1350000000000002,37415,221,0,0.0,5864.567334864844,False,-0.1666883459161382,11,2.083,38601,153,0,0.0,4060.085077983354,False,-0.16082773887827506,0,0.23600000000000002,76083,1,43,1.0,964.5583915427325,False,0.05424061900381907,23,3.1570000000000014,60592,290,0,0.0,1103.2184961377536,False,-0.15810303131015235,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,105992,149,17,1.0,4179.124983371046,False,0.04815511163820872,0.375,491541,0.0,0.0,17,0,0,8,7,7.0,26,34,23,198.0,51.0,14,7,23,1170,1.4673191310139373,54.75109554210212
28,23,0,0,0,10.000000000000002,20,10.0,26.53650377766898,0,,3.7821559218373344,1,1.0,22.75493377770498,20,26.0,50.00000000000001,8,50.0,0,0.659,38995,11,25,1.0,773.4125944417245,False,0.15750246295802423,0,0.722,30941,279,0,0.0,2790.0000000000005,False,-0.04958410487023484,0,2.1350000000000002,37415,221,0,0.0,5864.567334864844,False,-0.1666883459161382,1,2.0820000000000003,38576,153,0,0.0,4060.085077983354,False,-0.16134407577777524,0,0.23600000000000002,76332,0,40,0.2,910.1973511081992,False,0.0572948899230867,15,3.2840000000000007,60192,290,0,0.0,1096.825217332827,False,-0.16365471582261984,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,105872,159,19,1.0,4568.034470655092,False,0.048877160046234734,0.275,491045,0.0,0.0,18,0,0,11,3,3.0,23,34,23,124.0,59.0,10,13,23,850,1.5645117809763178,56.31560732307844
29,23,0,0,0,10.000000000000002,20,10.0,26.652047054569042,26,27.26923076923077,3.6768020627857116,6,1.6666666666666667,22.432961875557872,8,16.0,50.00000000000001,13,50.0,1,0.669,39576,12,10,1.0,386.5204705456905,False,0.1688934025592347,0,0.722,30851,288,0,0.0,2880.0000000000005,False,-0.050906739558533934,6,2.1950000000000003,36869,236,0,0.0,6289.883104878294,False,-0.17357301928127672,0,2.081,38257,164,0,0.0,4370.935716949323,False,-0.16472246151277092,0,0.23600000000000002,76322,0,46,0.6,1031.9162462756622,False,0.05799518248475512,8,3.349000000000001,60008,290,0,0.0,1066.2725982078564,False,-0.1663985859182121,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,106394,157,16,1.0,4321.975014462586,False,0.05274630035330391,0.325,490999,0.0,0.0,17,0,0,8,4,3.090909090909091,23,31,21,159.0,84.0,12,11,21,1240,1.401184850023128,57.71679217310157
30,21,0,0,0,10.000000000000002,20,10.0,26.692466335148325,13,27.153846153846153,3.7007662743861762,2,5.0,22.861241098329607,5,35.8,50.00000000000001,10,50.0,3,0.6980000000000001,39763,13,10,1.0,396.9246633514832,False,0.1745425838895965,0,0.7220000000000002,30761,297,0,0.0,2970.0000000000005,False,-0.05222937424683302,1,2.1990000000000007,36491,249,0,0.0,6646.424117451933,False,-0.17769812758218093,1,2.091,38240,164,0,0.0,4377.564478964326,False,-0.16500511711590393,0,0.23600000000000002,76491,0,43,0.2,983.0333672281731,False,0.05998563439558953,0,3.341000000000001,60008,290,0,0.0,1073.2222195719912,False,-0.1663507406467932,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,106715,152,16,1.0,4274.908646946101,False,0.05563107881873862,0.275,491191,0.0,0.0,16,0,0,7,4,3.090909090909091,25,32,19,157.0,69.0,11,10,19,879,1.3584518450079486,59.075244018109515
31,19,0,0,0,10.000000000000002,20,10.0,26.692466335148325,0,,3.7007662743861762,0,,22.491486607170764,8,16.0,50.00000000000001,11,50.0,0,0.6950000000000001,39643,15,20,1.0,683.8493267029664,False,0.175232185972768,0,0.7220000000000002,30681,305,0,0.0,3050.0000000000005,False,-0.05340504952532111,0,2.1980000000000004,36491,249,0,0.0,6646.424117451933,False,-0.17769812758218093,0,2.0900000000000003,38240,164,0,0.0,4377.564478964326,False,-0.16500511711590393,0,0.23600000000000002,76555,0,39,0.0,877.1679776796598,False,0.06013802204224153,4,3.381000000000001,59916,290,0,0.0,1073.2222195719912,False,-0.16761750461561978,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,107137,150,15,1.0,4123.722991075615,False,0.05899047185245562,0.25,491385,0.0,0.0,17,0,0,13,1,1.0,19,32,20,143.0,45.0,11,8,20,814,1.4949229530175216,60.57016697112704
32,20,0,0,0,10.000000000000002,20,10.0,26.93850447347892,12,29.916666666666668,4.244531332134925,8,11.0,23.291125411684504,4,50.0,50.00000000000001,12,50.0,0,0.6950000000000001,39902,15,18,1.0,634.8930805226206,False,0.18212522529645572,0,0.7220000000000002,30581,315,0,0.0,3150.0000000000005,False,-0.05487464362343121,7,2.2680000000000007,36047,260,0,0.0,7004.011163104518,False,-0.18317556318823047,1,2.1000000000000005,38188,165,0,0.0,4444.853238124021,False,-0.16538422448134968,0,0.23600000000000002,76667,0,43,0.8,1001.5183927024336,False,0.06253627070678854,0,3.3770000000000007,59916,290,0,0.0,1230.9140863191283,False,-0.16653186127337918,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,107537,144,13,1.0,4003.9220592825686,False,0.06228869457350253,0.35,491560,0.0,0.0,18,0,0,10,4,4.0,26,36,20,190.0,61.0,13,7,20,1359,3.3100101349991746,63.88017710612621
33,20,0,0,0,10.000000000000002,20,10.0,26.85505043514678,22,26.318181818181817,3.8547151293704904,16,1.5,23.432739476866406,8,25.625,50.00000000000001,7,50.0,4,0.7350000000000001,40287,17,10,1.0,438.5505043514678,False,0.19055566094041487,0,0.7220000000000002,30501,323,0,0.0,3230.0000000000005,False,-0.05605031890191929,9,2.3510000000000004,35653,265,0,0.0,7116.588365313896,False,-0.19015047745348937,7,2.1690000000000005,37570,182,0,0.0,4887.619179196714,False,-0.17357574477263915,0,0.23600000000000002,76741,6,51,1.0,1218.1980040964097,False,0.06504693914091646,6,3.437000000000001,59779,290,0,0.0,1117.8673875174422,False,-0.16919651786194034,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,107682,142,16,1.0,4127.44900571503,False,0.06429384870298996,0.375,490935,0.0,0.0,17,0,0,7,9,8.1875,21,28,17,138.0,43.0,11,9,17,798,1.3044680419843644,65.18464514811058
34,17,0,0,0,10.000000000000002,20,10.0,26.85505043514678,0,,3.7417722842733174,6,1.8333333333333333,24.29911166842436,4,50.0,50.00000000000001,11,50.0,0,0.7310000000000001,40157,20,20,1.0,737.1010087029356,False,0.1911221968771558,0,0.722,30431,330,0,0.0,3300.0000000000005,False,-0.05707903477059636,2,2.3620000000000005,35606,265,0,0.0,7116.588365313896,False,-0.19112119082454973,4,2.202000000000001,37470,182,0,0.0,4887.619179196714,False,-0.1756410923706399,0,0.23600000000000002,76930,2,57,1.0,1392.532909668735,False,0.06884953673387458,0,3.431000000000001,59779,290,0,0.0,1085.113962439262,False,-0.16942201165946585,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,108032,136,15,1.0,4054.679186905713,False,0.06733523016266003,0.375,491127,0.0,0.0,17,0,0,10,3,3.0,22,32,18,154.0,63.0,10,7,18,950,1.1640024509979412,66.34864759910852
35,18,0,0,0,10.0,20,10.0,27.00985354040561,22,28.045454545454547,3.582365406343271,11,2.1818181818181817,25.50350791194487,12,36.583333333333336,50.00000000000001,0,,2,0.7510000000000001,40618,22,10,1.0,490.0985354040561,False,0.20104192069194457,0,0.722,30351,338,0,0.0,3380.0,False,-0.058254710049084446,6,2.420000000000001,35203,274,0,0.0,7400.699870071137,False,-0.19651059657491904,5,2.248,36980,195,0,0.0,5266.921440379094,False,-0.18184434053059712,0,0.23600000000000002,77255,3,60,1.0,1540.9575709357218,False,0.07434636060732876,5,3.481000000000001,59674,290,0,0.0,1038.8859678395486,False,-0.17118603552557243,0,0.2,102722,0,14,0.0,700.0000000000001,False,-0.0004267039062803057,0,0.2,107593,138,25,1.0,4769.484091848392,False,0.06654391215644709,0.375,490396,0.0,0.0,17,0,0,7,6,5.25,22,29,19,154.0,35.0,11,7,19,942,1.3603012750390917,67.70894887414761
36,19,0,0,0,10.0,20,10.0,27.00985354040561,0,,3.4868802617196555,19,3.0,26.210638840613566,10,34.0,50.00000000000001,2,50.0,0,0.7490000000000001,40508,23,20,1.0,770.1970708081122,False,0.20192512522129305,0,0.722,30261,347,0,0.0,3470.0,False,-0.059577344737383534,7,2.484000000000001,35023,274,0,0.0,7400.699870071137,False,-0.20022822225132036,12,2.363000000000001,36649,195,0,0.0,5266.921440379094,False,-0.1886806410799796,0,0.23600000000000002,77448,12,65,1.0,1745.5340877805174,False,0.0784122358919706,5,3.526000000000001,59569,290,0,0.0,1011.1952758987001,False,-0.17282243772272532,0,0.2,102822,0,12,0.0,600.0000000000001,False,5.8186896310950775e-05,0,0.2,107253,138,35,1.0,5367.068160004672,False,0.06614428488306703,0.375,489533,0.0,0.0,14,0,0,20,8,8.0,13,33,18,129.0,36.0,12,7,18,550,1.989770662970841,69.69871953711845
37,18,0,0,0,10.0,20,10.0,27.104008643426525,16,28.0,3.384374763833023,7,1.8571428571428572,26.210638840613566,0,,50.00000000000001,2,50.0,0,0.7490000000000001,40876,21,14,1.0,589.4561210079713,False,0.21008517945225244,0,0.722,30141,359,0,0.0,3590.0,False,-0.061340857655115655,3,2.507000000000001,34501,290,0,0.0,7860.162506593692,False,-0.2062645864493195,4,2.3910000000000005,36546,195,0,0.0,5285.281685468172,False,-0.1906183476654532,0,0.23600000000000002,77435,9,75,1.0,1996.2572859205145,False,0.07995936225264041,0,3.5210000000000012,59569,290,0,0.0,981.4686815115766,False,-0.17302709304166847,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,107253,128,45,1.0,5604.961771598537,False,0.06729780912563788,0.375,489243,0.0,0.0,13,0,0,16,4,4.0,15,31,20,140.0,45.0,11,7,20,748,1.555245423980523,71.25396496109897
38,20,0,0,0,10.0,20,10.0,27.33296562814275,13,30.0,3.367061893662246,2,2.5,27.05920577879701,4,50.0,50.00000000000001,0,,0,0.7490000000000001,41206,17,11,1.0,470.66262190957025,False,0.21803871824809046,0,0.7220000000000002,30001,373,0,0.0,3730.0,False,-0.0633982893924698,1,2.514000000000001,34089,303,0,0.0,8281.888585327253,False,-0.21041876383444946,1,2.3970000000000007,36521,195,0,0.0,5329.928297487837,False,-0.1906736307004849,0,0.23600000000000002,77630,1,81,1.0,2195.16272997622,False,0.08401373289163822,0,3.5210000000000012,59569,290,0,0.0,976.4479491620514,False,-0.1730616587092636,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,107053,122,55,1.0,6051.223105013236,False,0.06752212607652171,0.375,488991,0.0,0.0,13,0,0,15,2,2.0,16,31,23,134.0,70.0,11,9,23,790,1.5138653609901667,72.76783032208914
39,23,0,0,0,10.0,20,10.0,27.607769426775626,17,30.0,3.5589773054052003,6,6.5,26.74725623892389,6,21.5,50.00000000000001,0,,6,0.8089999999999999,41518,16,10,1.0,436.07769426775627,False,0.22670072736483793,0,0.7220000000000002,29891,384,0,0.0,3840.0,False,-0.06501484290039092,6,2.573000000000001,33962,303,0,0.0,8365.154136313015,False,-0.2121818937552872,0,2.3960000000000004,36011,212,0,0.0,5852.847118476433,False,-0.19580685779589785,0,0.23600000000000002,77640,0,87,0.7,2327.0112927863784,False,0.08505914750080114,5,3.571000000000001,59454,290,0,0.0,1032.103418567508,False,-0.17426194876099807,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106924,118,65,1.0,6406.17623619302,False,0.06799224289243674,0.3375,488322,0.0,0.0,12,0,0,18,4,3.3529411764705883,17,35,18,152.0,49.0,14,9,18,249,1.8743039959808812,74.64213431807002
40,18,0,0,0,9.999999999999998,20,10.0,27.853511833893837,17,30.0,3.513011118306994,4,2.5,26.74725623892389,0,,50.00000000000001,0,,7,0.8730000000000002,41812,15,10,1.0,428.53511833893833,False,0.23523109541102993,0,0.7220000000000002,29781,395,0,0.0,3949.999999999999,False,-0.06663139640831202,3,2.597000000000001,33888,303,0,0.0,8439.614085669833,False,-0.21294132259005089,1,2.406000000000001,35477,229,0,0.0,6378.454209961688,False,-0.20140800724976562,0,0.23600000000000002,77630,0,91,0.4,2434.000317742074,False,0.0856580309926341,0,3.566000000000001,59454,290,0,0.0,1018.7732243090283,False,-0.1743537216402595,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106924,108,75,1.0,6638.7036738037805,False,0.06911974705091242,0.3,487888,0.0,0.0,11,0,0,14,4,3.411764705882353,17,31,18,168.0,34.0,13,5,18,200,1.7262884269584902,76.36842274502851
41,18,0,0,0,9.999999999999998,20,10.0,27.97096499521244,17,29.0,3.6928401141212386,16,4.625,26.6766332561249,13,26.153846153846153,50.00000000000001,0,,7,0.9360000000000002,42109,12,10,1.0,399.70964995212444,False,0.24353686697163873,0,0.7220000000000002,29651,408,0,0.0,4079.999999999999,False,-0.06854186873585516,10,2.694000000000001,33638,303,0,0.0,8475.202393549369,False,-0.21773718045407325,6,2.4650000000000007,34852,246,0,0.0,6880.857388822261,False,-0.20912824374383227,0,0.23600000000000002,77816,6,93,1.0,2503.083933504343,False,0.08869470942571776,5,3.616000000000001,59339,290,0,0.0,1070.9236330951592,False,-0.17557814258602186,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106584,111,85,1.0,7211.106291429865,False,0.06859801723995242,0.375,486911,0.0,0.0,12,0,0,17,6,5.411764705882353,15,32,15,121.0,40.0,12,6,15,460,1.6950155650265515,78.06343831005506
42,15,0,0,0,9.999999999999998,20,10.0,27.97096499521244,0,,3.549670502759376,5,1.0,26.388453856913422,6,21.666666666666668,50.00000000000001,0,,0,0.929,41999,13,20,1.0,689.4192999042489,False,0.2445613158731482,0,0.722,29561,417,0,0.0,4169.999999999999,False,-0.06986450342415425,0,2.6840000000000006,33638,303,0,0.0,8475.202393549369,False,-0.21773718045407325,5,2.509000000000001,34727,246,0,0.0,6880.857388822261,False,-0.2117099282413332,0,0.23600000000000002,77861,1,102,1.0,2695.1719639079283,False,0.09063676895263352,5,3.661000000000001,59224,290,0,0.0,1029.404445800219,False,-0.17744743999531698,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106454,107,95,1.0,7573.564562689737,False,0.06909482797378558,0.375,486386,0.0,0.0,12,0,0,11,2,2.0,21,32,16,141.0,51.0,10,5,16,250,1.3856981540448032,79.44913646409987
43,16,0,0,0,9.999999999999998,20,10.0,27.97096499521244,0,,3.5432520676906885,1,3.0,26.762720146166632,9,30.666666666666668,50.00000000000001,0,,0,0.9290000000000003,41859,17,30,1.0,1009.1289498563732,False,0.24514488654522487,0,0.722,29501,423,0,0.0,4229.999999999999,False,-0.07074625988302032,0,2.6840000000000006,33638,303,0,0.0,8475.202393549369,False,-0.21773718045407325,1,2.5140000000000007,34704,246,0,0.0,6880.857388822261,False,-0.21218495818887334,0,0.23600000000000002,78054,0,100,0.2,2676.2720146166635,False,0.09316410111128706,5,3.7060000000000013,59109,290,0,0.0,1027.5430996302996,False,-0.17904370955559784,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106178,106,105,1.0,8086.848335493663,False,0.0689070965490015,0.275,485965,0.0,0.0,11,0,0,14,2,2.0,15,29,15,136.0,43.0,10,6,15,396,1.1593808520119637,80.60851731611183
44,15,0,0,0,9.999999999999998,20,10.0,27.97096499521244,0,,3.558893047280298,5,3.8,26.211297928509815,5,16.0,50.00000000000001,0,,0,0.9290000000000003,41809,12,40,1.0,1238.8385998084977,False,0.24705109190560062,0,0.722,29351,438,0,0.0,4379.999999999999,False,-0.07295065103018546,1,2.694000000000001,33615,303,0,0.0,8475.202393549369,False,-0.21821221040161343,4,2.553000000000001,34610,246,0,0.0,6880.857388822261,False,-0.21412638493099406,0,0.23600000000000002,78035,0,105,0.5,2752.1862824935306,False,0.09342512517895467,5,3.7510000000000012,58994,290,0,0.0,1032.0789837112866,False,-0.18059593682901934,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,106098,101,115,1.0,8397.341090779493,False,0.06963682207794857,0.3125,485434,0.0,0.0,12,0,0,16,4,4.0,14,30,18,92.0,51.0,8,7,18,200,1.1432786569930613,81.75179597310489
45,18,0,0,0,10.0,20,10.0,27.973774603346552,16,28.0,3.504617283104386,2,1.5,27.20392908470586,4,49.0,50.00000000000001,0,,0,0.929,42177,10,34,1.0,1051.108336513783,False,0.25510843159794533,0,0.722,29231,450,0,0.0,4500.0,False,-0.07471416394791759,1,2.7030000000000007,33143,319,0,0.0,8923.63409846755,False,-0.22332981434107618,1,2.5590000000000006,34585,246,0,0.0,6881.548552423252,False,-0.2146355843650786,0,0.23600000000000002,78228,0,103,0.2,2802.0046957247037,False,0.09642555486826133,0,3.7460000000000004,58994,290,0,0.0,1016.3390121002719,False,-0.18070430002960183,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,105902,95,125,1.0,8834.373263047059,False,0.06985517893948101,0.275,485182,0.0,0.0,11,0,0,17,2,2.0,17,34,20,151.0,64.0,10,8,20,844,1.410398020001594,83.16219399310648
46,20,0,0,0,10.0,20,10.0,28.047404918218263,22,28.545454545454547,3.555069484566361,1,7.0,26.456892345406818,6,16.166666666666668,50.00000000000001,0,,0,0.929,42715,9,22,1.0,707.0429082008018,False,0.2658648988654852,0,0.7220000000000002,29121,461,0,0.0,4610.0,False,-0.07633071745583869,1,2.712000000000001,33124,319,0,0.0,8947.122168911626,False,-0.2234796752353296,0,2.5580000000000003,33957,268,0,0.0,7516.704518082494,False,-0.22104687804037246,0,0.23600000000000002,78221,0,104,0.1,2751.516803922309,False,0.0959815823804306,6,3.806000000000002,58847,290,0,0.0,1030.9701505242447,False,-0.18262763920273564,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,105805,91,135,1.0,9157.577203432022,False,0.07048167696299319,0.2625,484712,0.0,0.0,11,0,0,16,3,3.0,19,35,21,127.0,62.0,12,8,21,828,1.7078371930401772,84.87003118614666
47,21,0,0,0,10.0,20,10.0,28.18064915331426,25,29.0,3.736570807360597,5,6.0,27.821727690780268,5,49.6,50.00000000000001,0,,3,0.9590000000000003,43254,12,10,1.0,401.8064915331426,False,0.27722138687848147,0,0.7220000000000002,29051,468,0,0.0,4680.0,False,-0.07735943332451577,5,2.761000000000001,32299,344,0,0.0,9694.143308740106,False,-0.23280450133483302,0,2.5580000000000007,33957,268,0,0.0,7552.413973088222,False,-0.22067811585476252,0,0.23600000000000002,78439,0,104,0.5,2893.459679841148,False,0.09996048026768066,0,3.8000000000000007,58847,290,0,0.0,1083.6055341345732,False,-0.18226526633619794,0,0.2,102922,0,10,0.0,500.00000000000006,False,0.0005430776989022073,0,0.2,105557,86,145,1.0,9642.668581407104,False,0.070428782058105,0.3125,484326,0.0,0.0,13,0,0,17,3,2.166666666666667,16,33,22,180.0,90.0,13,8,22,796,1.4709834909881465,86.34101467713481
48,22,0,0,0,10.0,20,10.0,28.036040645089606,35,27.37142857142857,3.9554402922880207,6,6.166666666666667,26.78550027630745,9,18.0,50.00000000000001,3,50.0,25,1.2060000000000002,43587,10,10,1.0,380.36040645089605,False,0.2866937131712503,0,0.7220000000000002,28931,480,0,0.0,4800.0,False,-0.07912294624224789,0,2.756000000000001,31341,379,0,0.0,10625.65940448896,False,-0.24297100866941052,6,2.6180000000000008,33828,268,0,0.0,7513.658892884015,False,-0.2237426278152338,0,0.23600000000000002,78402,0,110,0.6,2946.4050303938193,False,0.09981552770628857,9,3.890000000000001,58658,290,0,0.0,1147.0776847635261,False,-0.18443066061215316,0,0.2,103072,0,7,0.0,350.00000000000006,False,0.001270413902789092,0,0.2,105395,85,155,1.0,10026.767523486134,False,0.07072019630070085,0.325,483214,0.0,0.0,14,0,0,16,5,4.375,16,32,24,139.0,99.0,10,12,24,350,1.6728700260282494,88.01388470316306
49,24,0,0,0,10.0,20,10.0,28.129834002450743,19,29.0,3.9554402922880207,0,,26.859552912756634,12,27.333333333333332,50.00000000000001,2,50.0,9,1.2710000000000001,43896,8,10,1.0,361.2983400245074,False,0.2954956696943908,0,0.7220000000000002,28811,492,0,0.0,4920.0,False,-0.08088645915998001,0,2.756000000000001,31341,379,0,0.0,10661.20708692883,False,-0.24260391706670217,0,2.612000000000001,33277,287,0,0.0,8073.262358703363,False,-0.22934381471040358,0,0.23600000000000002,78602,0,106,0.0,2847.112608752203,False,0.10188577512703587,8,3.961000000000001,58474,290,0,0.0,1147.0776847635261,False,-0.18696418854980634,0,0.2,103172,0,5,0.0,250.00000000000003,False,0.0017553047053803484,0,0.2,105067,87,165,1.0,10586.781103409829,False,0.07025476697801421,0.25,482640,0.0,0.0,12,0,0,15,2,1.4736842105263157,19,34,21,178.0,93.0,13,11,21,500,1.7304075339925475,89.7442922371556
50,21,0,0,0,10.0,20,10.0,28.14041516157861,1,30.0,3.896267678530549,14,3.642857142857143,28.406084225113737,6,49.0,50.00000000000001,0,,0,1.2620000000000002,43816,9,19,1.0,624.6678880699935,False,0.2970147824717102,0,0.722,28721,501,0,0.0,5010.0,False,-0.08220909384827911,9,2.846000000000001,31093,379,0,0.0,10665.217346238293,False,-0.2476845662125832,5,2.6620000000000004,33147,288,0,0.0,8104.439566534639,False,-0.23170680773127103,0,0.23600000000000002,78845,4,110,1.0,3140.254335476633,False,0.10724984396412193,0,3.9530000000000016,58474,290,0,0.0,1129.9176267738592,False,-0.18708232845830786,0,0.2,103172,0,5,0.0,250.00000000000003,False,0.0017553047053803484,0,0.2,104773,83,175,1.0,11107.704990684442,False,0.06992952107667304,0.375,482041,0.0,0.0,16,0,0,14,5,5.0,17,31,25,153.0,85.0,11,10,25,524,1.7098542529856786,91.45414649014128
51,25,0,0,0,10.000000000000002,20,10.0,28.14041516157861,0,,3.6478473952826906,7,1.2857142857142858,28.54283264450683,10,29.6,50.00000000000001,8,50.0,0,1.262,43696,11,29,1.0,926.0720396857797,False,0.29791717425985037,0,0.722,28641,509,0,0.0,5090.000000000001,False,-0.08338476912676719,6,2.8970000000000007,30937,379,0,0.0,10665.217346238293,False,-0.25090650846546436,1,2.6670000000000007,33124,288,0,0.0,8104.439566534639,False,-0.2321818376788112,0,0.23600000000000002,79036,1,116,1.0,3314.6164341580748,False,0.11108016711754803,6,4.013000000000001,58336,290,0,0.0,1057.8757446319803,False,-0.18947845300145968,0,0.2,103172,0,5,0.0,250.00000000000003,False,0.0017553047053803484,0,0.2,104877,83,177,1.0,11219.05510949407,False,0.07147802043084524,0.375,481819,0.0,0.0,15,0,0,20,4,4.0,17,37,20,211.0,54.0,16,9,20,800,1.6382046549697407,93.09235114511102
