index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,34,0,0,0,10.000000000000002,20,10.0,23.46466063183625,15,23.0,40.30394520634828,49,38.12244897959184,30.521979905212017,12,11.333333333333334,41.000000000000014,8,41.0,0,0.35300000000000004,21672,7,60,1.0,1477.879637910175,False,0.1307235024699843,0,0.2,21019,3,100,1.0,2376.466063183625,False,0.12044566254247284,29,1.6600000000000001,30143,144,10,1.0,3781.9505830479025,False,0.12018656822477712,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.1450000000000002,41030,34,18,1.0,1919.729775309658,False,0.04621564439154933,10,3.9450000000000007,10507.0,230,0,0.0,9269.907397460105,False,-0.6227244624709094,0,0.2,56379,8,104,1.0,4508.175839241698,False,0.08421176278446066,8,2.1430000000000007,38008,370,0,0.0,11293.132564928446,False,-0.19276306362055104,0.625,247642,0.0,0.0,9,0,0,10,4,3.659090909090909,17,27,40,177.0,111.0,16,18,40,891,1.4033398140454665,42.12388067302527
26,40,0,0,0,10.000000000000002,20,10.0,23.42414494379798,18,23.0,40.39858108456874,10,42.0,31.223415613316337,19,37.94736842105263,41.000000000000014,20,41.0,0,0.35300000000000004,21926,13,52,1.0,1348.055537077495,False,0.14026376228752513,0,0.2,20979,0,107,0.7,2506.3835089863837,False,0.1217049321136828,0,1.6310000000000002,30149,152,10,1.0,3964.4558423029803,False,0.1235873665472424,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.1450000000000002,41603,24,19,1.0,1562.8108426826602,False,0.056045980349852566,10,4.035,9787.0,240,0,0.0,9695.659460296498,False,-0.6353599170263299,0,0.2,56626,3,104,1.0,4357.670246839951,False,0.08738762039645653,10,2.2350000000000008,37304,384,0,0.0,11989.791595513474,False,-0.19933993236271505,0.5875,247258,0.0,0.0,14,0,0,16,5,5.0,17,33,31,256.0,89.0,23,17,31,2017,2.8135233059874736,44.93740397901274
27,31,0,0,0,10.000000000000002,20,10.0,23.541867723388485,15,25.0,40.79222313164725,12,46.083333333333336,31.134213411514065,16,30.125,41.00000000000002,20,41.0,0,0.35300000000000004,21806,15,62,1.0,1609.595798850086,False,0.14080715940590535,0,0.2,21274,0,100,0.8,2354.1867723388486,False,0.1327494140347843,2,1.6510000000000002,30269,157,10,1.0,4103.995463888465,False,0.13022337070127052,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.1450000000000002,41968,15,16,1.0,1110.0307615589338,False,0.05949957345906243,3,4.055000000000001,9225.0,251,0,0.0,10238.84800604346,False,-0.6425956396406695,0,0.2,56924,2,103,1.0,4285.26842682303,False,0.09222866941717693,9,2.3150000000000004,36851,391,0,0.0,12173.477443901998,False,-0.20601825621866163,0.6,247201,0.0,0.0,12,0,0,9,5,4.181818181818182,14,23,26,103.0,82.0,11,20,26,1463,1.2222964169923216,46.159700396005064
28,26,0,0,0,10.000000000000002,20,10.0,23.541867723388485,0,,39.019605615154596,24,27.5,30.271573200288316,33,25.636363636363637,41.000000000000014,16,41.0,0,0.35300000000000004,21716,14,72,1.0,1835.014476083971,False,0.14195293834722422,0,0.2,21164,1,110,1.0,2599.6054495727335,False,0.13339065210829307,14,1.7890000000000004,30469,147,10,1.0,3850.8506114896536,False,0.13279103772230744,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.1450000000000002,42137,23,13,1.0,1290.9813807523037,False,0.06596463661084219,20,4.252000000000001,8231.0,257,0,0.0,10028.038643094731,False,-0.6699883064271243,0,0.2,57175,1,106,1.0,4376.27157320029,False,0.09771141823258828,9,2.3960000000000004,35917,415,0,0.0,12562.702878119651,False,-0.21969061116034266,0.625,245693,0.0,0.0,12,0,0,9,7,6.444444444444445,17,26,35,185.0,86.0,14,12,35,1088,1.145568889041897,47.30526928504696
29,35,0,0,0,10.000000000000002,20,10.0,23.667242593444644,17,25.0,38.11972812141646,23,31.782608695652176,34.45920503003673,53,49.41509433962264,41.000000000000014,20,41.0,0,0.35300000000000004,22061,12,65,1.0,1658.3707685739018,False,0.15490339981266144,0,0.2,21044,3,120,1.0,2870.0691112133572,False,0.13415916022233496,13,1.9050000000000002,30353,154,10,1.0,4025.95264060464,False,0.13179621359940977,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,34,1.485,42335,36,10,1.0,1716.90226267136,False,0.07620408948139225,6,4.292000000000001,8183.0,257,0,0.0,9796.77012720403,False,-0.6740654026759184,0,0.2,55239,37,106,1.0,5620.99058611136,False,0.07342027946255816,10,2.4870000000000005,35502,422,0,0.0,14541.7845226755,False,-0.20906650897136134,0.625,243601,0.0,0.0,9,0,0,11,8,7.161835748792271,19,30,30,279.0,80.0,19,16,30,1035,1.37632370198844,48.6815929870354
30,30,0,0,0,10.000000000000002,20,10.0,23.625088032348508,12,23.0,38.313388498257666,12,41.0,33.96580537212898,12,25.0,41.000000000000014,17,41.0,0,0.35300000000000004,21941,14,75,1.0,1911.881602426138,False,0.15524423820449393,0,0.2,21240,1,118,1.0,2797.760387817124,False,0.1422240259287871,2,1.9120000000000004,30511,156,10,1.0,4068.6476180289437,False,0.1380677626679188,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,42539,26,17,1.0,1573.566792280892,False,0.07950126812359404,9,4.376,7379.0,269,0,0.0,10306.301506031312,False,-0.6877500746725886,0,0.2,55531,33,108,1.0,5548.871577280258,False,0.0781529944828885,9,2.5670000000000006,35114,428,0,0.0,14537.364699271206,False,-0.21628206235996225,0.625,243139,0.0,0.0,9,0,0,5,6,5.166666666666667,21,26,26,228.0,76.0,16,14,26,1008,1.138370961009059,49.81996394804446
31,26,0,0,0,10.000000000000002,20,10.0,23.625088032348508,0,,38.87013746580916,11,47.0,33.54519821715779,13,26.846153846153847,41.000000000000014,18,41.0,0,0.35300000000000004,21871,11,85,1.0,2118.1324827496233,False,0.1569155520370742,0,0.2,21110,4,128,1.0,3064.011268140609,False,0.14238171715793668,1,1.9200000000000004,30999,146,10,1.0,3837.9642273809736,False,0.1510991402486445,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.451,42799,16,22,1.0,1359.9165602304179,False,0.08331775956435047,8,4.447000000000002,6590.0,280,0,0.0,10883.638490426565,False,-0.7002162888946485,0,0.2,55676,33,108,1.0,5534.991541166209,False,0.08070592597095183,8,2.638000000000001,34936,431,0,0.0,14457.980431595008,False,-0.22030750909230012,0.625,242865,0.0,0.0,10,0,0,14,5,4.090909090909091,14,28,26,207.0,44.0,16,10,26,870,1.2218038699938916,51.04176781803835
32,26,0,0,0,10.000000000000002,20,10.0,23.556700355892644,21,23.0,39.30365966886069,10,46.0,33.72402275121419,16,35.9375,41.000000000000014,20,41.0,0,0.35300000000000004,22254,11,74,1.0,1853.1958263360557,False,0.16955589874712557,0,0.2,21010,4,138,1.0,3290.824649113185,False,0.14305813948317828,0,1.9190000000000003,30976,157,10,1.0,4091.438552563752,False,0.15472669427848634,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000005,43278,6,24,1.0,1045.1985040423046,False,0.09133173668920272,8,4.519000000000001,5890.0,290,0,0.0,11398.0613039696,False,-0.7112487691046517,0,0.2,55749,34,110,1.0,5656.616773541285,False,0.08318031743875894,12,2.750000000000001,34450,436,0,0.0,14703.673919529389,False,-0.22702274524742144,0.625,242491,0.0,0.0,12,0,0,9,4,4.0,14,23,24,138.0,57.0,11,15,24,1950,1.2167004899820313,52.25846830802038
33,24,0,0,0,10.000000000000002,20,10.0,23.74804207878153,28,24.928571428571427,39.24083949659833,22,38.81818181818182,32.950746199851395,21,25.857142857142858,41.00000000000001,20,41.0,0,0.35300000000000004,22493,12,70,1.0,1782.3629455147072,False,0.17982752132983626,0,0.2,21269,3,134,1.0,3212.237638556725,False,0.15414323003422617,12,2.0390000000000006,30748,175,10,1.0,4548.315758752751,False,0.15474203165983763,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,42923,14,27,1.0,1439.0419003483644,False,0.08739307213589596,14,4.651000000000001,5262.0,294,0,0.0,11536.80681199991,False,-0.725167474623148,0,0.2,56193,28,104,1.0,5186.62089359584,False,0.08704507196504967,4,2.7780000000000014,34087,453,0,0.0,14926.688028532682,False,-0.2316732185457139,0.625,241859,0.0,0.0,17,0,0,8,5,4.444444444444445,16,24,33,150.0,58.0,13,11,33,1865,1.246833825018257,53.50530213303864
34,33,0,0,0,10.000000000000002,20,10.0,23.74804207878153,0,,37.6659361404805,21,26.19047619047619,32.79787569595887,3,23.0,41.00000000000001,20,41.0,0,0.35300000000000004,22393,12,80,1.0,2019.8433663025226,False,0.18077304153134513,0,0.2,21169,3,144,1.0,3449.7180593445405,False,0.15508875023573504,11,2.1370000000000005,30944,165,10,1.0,4295.086304403758,False,0.15716834465859625,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,42738,14,37,1.0,1740.8445067172051,False,0.08654347211557493,3,4.667000000000001,4840.0,305,0,0.0,11488.110522846551,False,-0.7362886442899396,0,0.2,56603,18,104,1.0,4854.361762527261,False,0.09155459385831155,10,2.8740000000000006,33872,456,0,0.0,14955.831317357246,False,-0.23537943270625147,0.625,241443,0.0,0.0,11,0,0,7,6,5.8,19,26,38,224.0,112.0,15,18,38,906,1.657200740010012,55.16250287304865
35,38,0,0,0,10.0,20,10.0,23.74804207878153,0,,38.22752267154205,9,48.0,32.32867679748023,44,30.454545454545453,41.0,10,41.0,0,0.35300000000000004,22293,12,90,1.0,2257.3237870903376,False,0.18171856173285417,0,0.2,21069,3,154,1.0,3687.1984801323556,False,0.1560342704372441,0,2.126000000000001,31376,155,11,1.0,4101.4492715981,False,0.16888920641322697,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,43882,4,26,1.0,993.4556874206542,False,0.10573633595889699,23,4.894000000000001,3358.0,314,0,0.0,12003.442118864203,False,-0.7667940436169901,0,0.2,55423,48,114,1.0,6225.776486279051,False,0.08241439825328732,10,2.964000000000001,33568,460,0,0.0,14871.191326840904,False,-0.241783397188919,0.625,239853,0.0,0.0,9,0,0,12,6,6.0,18,30,28,250.0,126.0,19,19,28,1776,1.8121892969938926,56.974692170042545
36,28,0,0,0,10.0,20,10.0,23.849890653579266,16,25.0,38.10262867146847,6,35.0,32.518194074708106,1,70.0,41.00000000000001,10,41.0,0,0.35300000000000004,22623,9,84,1.0,2093.3908149006584,False,0.19423286616802876,0,0.2,20939,6,164,1.0,3971.3820671869994,False,0.15664435083720984,0,2.1260000000000003,31186,161,15,1.0,4411.371825298289,False,0.16766394770952014,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000005,43742,0,35,1.0,1138.1367926147836,False,0.10405053933742095,0,4.871,3358.0,314,0,0.0,11964.2254028411,False,-0.7672826036770761,0,0.2,55423,38,124,1.0,6319.691374838909,False,0.08328271024648112,10,3.054000000000001,33364,461,0,0.0,14990.887468440436,False,-0.24444897771371116,0.625,239519,0.0,0.0,9,0,0,16,3,3.0,13,29,23,228.0,44.0,18,10,23,880,1.2513753040111624,58.22606747405371
37,23,0,0,0,10.0,20,10.0,24.016565290825582,30,25.0,38.10262867146847,0,,31.82254031230255,20,25.6,41.000000000000014,15,41.0,0,0.35300000000000004,22908,8,79,1.0,1977.308657975221,False,0.2056838712909995,0,0.2,21204,7,159,1.0,3888.6338812412678,False,0.1679271917568432,0,2.126000000000001,30436,181,25,1.0,5299.564034426143,False,0.15696688524016764,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,43913,0,26,0.0,827.3860481198662,False,0.10443984113765871,11,4.981000000000001,3237.0,314,0,0.0,11964.2254028411,False,-0.7702974286428168,0,0.2,55416,37,130,1.0,6507.433991555196,False,0.08488908810772386,11,3.1540000000000017,32863,472,0,0.0,15020.239027406804,False,-0.25344182559397543,0.5,238861,0.0,0.0,10,0,0,8,4,4.0,15,23,28,156.0,36.0,11,12,28,1285,1.1569036720320582,59.382971146085765
38,28,0,0,0,10.0,20,10.0,23.94197160456616,19,23.210526315789473,37.74106554894153,33,36.21212121212121,30.556850094872225,10,7.9,41.00000000000001,20,41.0,0,0.35300000000000004,22846,9,87,1.0,2172.951529597256,False,0.20749120912202956,0,0.2,21507,6,152,1.0,3699.1796838940563,False,0.17843541079450195,8,2.2060000000000004,30940,190,10,1.0,4926.385260356986,False,0.168066322697433,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,42841,19,36,1.0,1817.1268488452893,False,0.0900601326628291,10,5.07,2737.0,318,0,0.0,12001.658844563406,False,-0.7822890389365466,0,0.2,55737,34,132,1.0,6450.932903225656,False,0.09030245477196,12,3.2630000000000017,32605,475,0,0.0,14514.503795064307,False,-0.2628885168451312,0.625,238097,0.0,0.0,15,0,0,11,7,6.178571428571429,15,26,30,165.0,54.0,15,13,30,1053,1.4735428300336935,60.85651397611946
39,30,0,0,0,10.0,20,10.0,23.94197160456616,0,,37.42832379023721,20,35.0,30.760014613521534,19,32.578947368421055,41.00000000000001,20,41.0,0,0.35300000000000004,22786,5,97,1.0,2372.3712456429175,False,0.20949473374477598,0,0.2,21367,10,162,1.0,3978.599399939718,False,0.178420771946007,10,2.2980000000000005,31350,180,10,1.0,4683.838126724281,False,0.17816271159080113,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.451,42409,29,42,1.0,2377.3420036847833,False,0.08627559491322763,15,5.210000000000001,2362.0,318,0,0.0,11902.206965295432,False,-0.7928714717167631,0,0.2,56106,24,133,1.0,6191.240350724518,False,0.09472475776849164,11,3.361000000000001,31818,494,0,0.0,15195.447219079639,False,-0.27114547958468505,0.625,237082,0.0,0.0,10,0,0,6,6,5.5,17,23,35,141.0,108.0,12,18,35,837,1.542249502032064,62.39876347815152
40,35,0,0,0,9.999999999999998,20,10.0,23.94197160456616,0,,37.722360428386864,5,47.0,29.58250668683753,11,11.363636363636363,41.00000000000001,20,41.0,0,0.35300000000000004,22646,9,107,1.0,2651.790961688579,False,0.20948009489628105,0,0.2,21307,6,172,1.0,4178.019115985379,False,0.18042429656875325,0,2.2880000000000007,31585,170,15,1.0,4635.97057920205,False,0.18554342377176022,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000005,42478,19,51,1.0,2225.4326891680644,False,0.0861023133071891,10,5.295000000000001,1739.0,323,0,0.0,12184.322418368956,False,-0.8048795014529841,0,0.2,56418,22,135,1.0,6185.815147110427,False,0.1004439352346606,12,3.4700000000000006,31531,497,0,0.0,14702.505823358251,False,-0.28101013495665367,0.625,236588,0.0,0.0,10,0,0,11,5,5.0,16,27,30,208.0,96.0,15,20,30,832,1.5499966240022331,63.948760102153756
41,30,0,0,0,9.999999999999998,20,10.0,24.102295187624684,33,25.0,39.16235879223629,25,47.6,29.933997919691393,20,32.8,41.00000000000001,20,41.0,0,0.35300000000000004,22546,9,117,1.0,2909.968536952088,False,0.2109477431118085,0,0.2,22032,6,149,1.0,3651.2419829560777,False,0.2037144798929383,10,2.388000000000001,31630,193,10,1.0,5043.366559133927,False,0.19424006992226323,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.4510000000000003,43089,9,50,1.0,1849.1611251146962,False,0.09663835960028276,9,5.375000000000001,216.0,348,0,0.0,13628.50085969823,False,-0.8248349213940672,0,0.2,56224,30,137,1.0,6515.019937590743,False,0.0999003304202254,12,3.5780000000000007,31213,499,0,0.0,14937.064961926006,False,-0.2847217500145527,0.625,235834,0.0,0.0,14,0,0,8,6,5.25,16,24,23,213.0,73.0,14,16,23,1964,1.2356584090157412,65.1844185111695
42,23,0,0,0,9.999999999999998,20,10.0,24.038701274663666,12,23.0,38.205237525810006,23,31.782608695652176,34.58595626762453,64,46.5625,41.00000000000001,12,41.0,0,0.35300000000000004,22702,11,115,1.0,2874.4506465863215,False,0.21792256928825235,0,0.2,21952,4,159,1.0,3862.153502671523,False,0.20499882700987693,13,2.508000000000001,31663,195,10,1.0,5069.599123817515,False,0.195852696503436,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,1,1.4610000000000003,45196,22,10,1.0,1186.3747882440655,False,0.14087921749400853,13,5.496000000000001,-302.0,348,0,0.0,13295.422658981883,False,-0.8418908351939468,0,0.2,56196,27,147,1.0,6960.8208192258635,False,0.10350432533169864,12,3.6860000000000013,28075,556,0,0.0,19229.79168479924,False,-0.30305856538768056,0.625,234366,0.0,0.0,7,0,0,5,8,6.492063492063492,15,20,29,130.0,42.0,9,14,29,2306,1.0672608140157536,66.25167932518525
43,29,0,0,0,9.999999999999998,20,10.0,24.038701274663666,0,,37.91319597312496,16,35.0,35.44595633862192,29,41.55172413793103,41.00000000000001,20,41.0,0,0.35300000000000004,22632,8,125,1.0,3084.837659332958,False,0.21969822551294044,0,0.2,21822,7,169,1.0,4132.540515418159,False,0.20526086063113413,6,2.5550000000000006,32049,185,10,1.0,4826.291695544028,False,0.20509654326579765,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,13,1.5900000000000003,45269,28,10,1.0,1416.0290506337178,False,0.1455591011664846,6,5.543000000000002,-562.0,348,0,0.0,13193.792198647485,False,-0.84963507912486,0,0.2,55412,45,147,1.0,7622.068035237988,False,0.09512073110854477,10,3.7740000000000005,27930,557,0,0.0,19743.39768061241,False,-0.3009911640321344,0.625,233436,0.0,0.0,10,0,0,8,7,6.025,15,23,30,182.0,71.0,13,16,30,769,1.5620885980315506,67.8137679232168
44,30,0,0,0,9.999999999999998,20,10.0,24.11001419477851,15,25.0,37.91319597312496,0,,35.10341771705659,4,17.0,41.00000000000001,20,41.0,0,0.35300000000000004,22502,11,135,1.0,3364.851916295099,False,0.22020312604175324,0,0.2,22127,4,164,1.0,3994.042327943676,False,0.21715545731442162,0,2.549000000000001,31674,190,20,1.0,5339.166616470416,False,0.20095056503252828,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.5770000000000004,45269,18,20,1.0,1384.505881857381,False,0.14516638696720288,4,5.577000000000002,-706.0,348,0,0.0,13193.792198647485,False,-0.8532229699931795,0,0.2,55699,35,150,1.0,7378.619620096982,False,0.0981769228360083,13,3.894000000000001,27646,561,0,0.0,19693.017339268747,False,-0.306708543618884,0.625,233095,0.0,0.0,9,0,0,9,5,5.0,17,26,24,179.0,45.0,15,15,24,862,1.2322605089866556,69.04602843220346
45,24,0,0,0,10.0,20,10.0,24.11001419477851,0,,37.886047160616606,15,37.6,36.74070558219792,44,43.95454545454545,41.0,20,41.0,0,0.35300000000000004,22412,10,145,1.0,3595.952058242884,False,0.22149223153993142,0,0.2,22017,5,174,1.0,4245.142469891461,False,0.2179400219447897,0,2.549000000000001,32238,180,15,1.0,4908.093262469381,False,0.2131358754846554,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,14,1.717,46521,13,10,1.0,859.925668909995,False,0.16982590842045597,10,5.673000000000002,-5554.0,358,0,0.0,13563.204883500744,False,-0.9694131695091474,0,0.2,54948,49,148,1.0,7868.294573527698,False,0.08881723565087837,8,3.961000000000001,26861,581,0,0.0,21346.34994325699,False,-0.3059380726043659,0.625,228327,0.0,0.0,12,0,0,9,7,17.83488612836439,13,22,30,117.0,68.0,10,14,30,1458,1.032491767022293,70.07852019922575
46,30,0,0,0,10.0,20,10.0,24.00010301476507,16,22.75,37.6033116703738,10,33.2,35.48254301545133,9,5.555555555555555,41.0,20,41.0,0,0.35300000000000004,22396,8,151,1.0,3704.0155552295255,False,0.22341108867884776,0,0.2,22197,7,172,1.0,4198.017718539592,False,0.22583293941825416,0,2.549000000000001,32206,186,15,1.0,5028.06883580191,False,0.21411457208451778,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,46365,9,20,1.0,1048.0806653423906,False,0.1682830530128615,9,5.753000000000002,-13932.0,362,0,0.0,13612.398824675316,False,-1.1775457976245756,0,0.2,55276,39,150,1.0,7533.8191776026015,False,0.09178996632336588,12,4.073000000000001,26625,590,0,0.0,20934.700379116282,False,-0.31410806062319674,0.625,220017,0.0,0.0,11,0,0,6,6,40.07954545454545,17,23,31,174.0,77.0,12,18,31,1048,1.2240716380183585,71.30259183724411
47,31,0,0,0,10.0,20,10.0,23.901947367667976,46,23.52173913043478,37.53834850493892,18,37.0,34.35249912230569,11,13.727272727272727,41.0,11,41.0,0,0.35300000000000004,23378,8,115,1.0,2828.7239472818173,False,0.2508759825247684,0,0.2,22097,7,182,1.0,4420.154420915572,False,0.22639138296961578,3,2.579000000000001,31703,222,10,1.0,5681.6158006716805,False,0.20795215932915492,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,45699,17,30,1.0,1668.726898253132,False,0.1594210402174304,11,5.854000000000002,-15411.0,362,0,0.0,13588.882158787888,False,-1.21468939630263,0,0.2,55251,34,160,1.0,7727.9849701583935,False,0.09312288476264713,11,4.171000000000001,26333,596,0,0.0,20474.08947689419,False,-0.3237662542124097,0.625,217934,0.0,0.0,9,0,0,11,6,5.166666666666667,18,29,31,232.0,65.0,17,14,31,1282,1.1326279990025796,72.43521983624669
48,31,0,0,1,10.0,20,10.0,23.901947367667976,0,,37.39507307650149,9,35.0,34.38719527599667,1,41.0,41.0,13,41.0,0,0.35300000000000004,23308,5,125,1.0,3037.743420958497,False,0.25261713978200045,0,0.2,21967,10,192,1.0,4689.173894592252,False,0.22661891762341713,0,2.576000000000001,32018,212,11,1.0,5478.558645787128,False,0.21541697810586993,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,45425,16,39,1.0,1939.421784987894,False,0.15596638576040728,0,5.843000000000001,-22676.333333333336,362,0,0.0,13537.016453693539,True,-1.3963579196832332,0,0.2,55251,24,170,1.0,7795.2926866239195,False,0.09374519394426592,13,4.290000000000001,26070,597,0,0.0,20529.15557977001,False,-0.3281203833302205,0.625,232923,0.0,0.1,8,0,0,13,8,354.7291666666667,17,30,30,227.0,77.0,18,13,30,556,2.3839460749877617,74.81916591123445
49,30,0,0,0,10.0,20,10.0,23.90243094802426,1,24.0,37.385418870821816,1,36.0,37.27641180995623,21,61.0,41.0,11,41.0,0,0.35300000000000004,23228,3,135,1.0,3256.828177983275,False,0.2541076735111825,0,0.2,21871,12,201,1.0,4924.388620552876,False,0.22770909739033493,0,2.576000000000001,32030,203,20,1.0,5599.901859865362,False,0.21795820994973886,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,46670,7,28,1.0,1305.4374627745271,False,0.1790885444471724,0,5.843000000000002,-22676.333333333336,362,0,0.0,13533.521631237498,True,-1.3964014580220403,0,0.2,55333,14,178,1.0,7819.869765339387,False,0.09548872728174883,9,4.367000000000001,24665,618,0,0.0,23036.82249855295,False,-0.3309156743046936,0.625,232681,0.0,0.1,9,0,0,15,7,105.59275362318841,9,24,22,177.0,57.0,13,17,22,1623,1.0341549380100332,75.85332084924448
50,22,0,0,0,10.0,20,10.0,23.700187332486145,37,22.7027027027027,37.385418870821816,0,,36.936840515352024,14,32.714285714285715,41.0,20,41.0,0,0.35300000000000004,23563,1,125,1.0,2972.523416560768,False,0.2638376240302919,0,0.2,22176,14,194,1.0,4737.836342502312,False,0.23839143144556793,0,2.576000000000001,31190,230,30,1.0,6572.605652596469,False,0.20559159444341132,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,47128,0,21,0.7,775.6736508223925,False,0.18390025726700385,0,5.843000000000002,-22676.333333333336,362,0,0.0,13533.521631237498,True,-1.3964014580220403,0,0.2,55491,13,177,1.0,7737.178926699577,False,0.0976458415161114,9,4.448000000000001,24382,623,0,0.0,23011.651641064313,False,-0.3363814822660893,0.5875,232814,0.0,0.1,14,0,0,9,4,123.34912280701755,5,14,21,122.0,69.0,8,14,21,1949,0.9886966120102443,76.84201746125473
51,21,0,0,0,10.000000000000002,20,10.0,23.700187332486145,0,,37.385418870821816,0,,36.936840515352024,0,,41.0,20,41.0,0,0.35300000000000004,23483,0,134,0.9,3175.8251025531436,False,0.2649299975417039,0,0.2,22056,16,204,1.0,4994.838215827173,False,0.23882033844165415,0,2.576000000000001,31190,220,40,1.0,6709.457967979824,False,0.20798436842990206,0,0.2,28884,0,0,0.0,0.0,False,0.010036017764101129,0,1.7030000000000003,47128,0,21,0.0,775.6736508223925,False,0.18390025726700385,0,5.843000000000002,-22676.333333333336,362,0,0.0,13533.521631237498,True,-1.3964014580220403,0,0.2,55942,3,176,1.0,7326.810521546056,False,0.1021913360227265,9,4.529000000000001,24264,623,0,0.0,23011.651641064313,False,-0.33856347527631514,0.4875,232947,0.0,0.1,8,0,0,8,3,3.0,8,16,29,90.0,71.0,10,11,29,651,1.0589005699730478,77.90091803122777
