index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,5,0,0,0,10.000000000000002,20,10.0,26.315325036367646,19,29.526315789473685,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,9,45.0,2,1.1560000000000004,12804,237,0,0.0,2370.0000000000005,False,-0.13685444560992163,0,0.4970000000000001,20444,13,25,1.0,787.8831259091911,False,0.285737123647473,0,0.7850000000000001,20567,8,69,1.0,3365.487051746985,False,0.058453143326839416,0,0.43400000000000005,21574,0,78,0.1,3566.4815538198754,False,0.11113842238285225,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38550,0,5,0.0,224.99999999999994,False,0.0026321931485179324,9,2.1800000000000006,30574,937,0,0.0,5248.534435196664,False,-0.13907141366670128,0.2625,144513,0.0,0.2,7,0,0,3,6,39.43910256410256,11,14,6,39.0,6.0,3,2,6,739,0.42152419686317444,33.98286873847246
25,6,0,0,0,10.000000000000002,20,10.0,26.870154717511397,19,30.894736842105264,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,14,45.0,1,1.1640000000000001,12710,245,0,0.0,2450.0000000000005,False,-0.14018633923613252,0,0.4970000000000001,20900,15,17,1.0,606.7926301976938,False,0.308286315487064,0,0.7850000000000001,20268,8,79,1.0,3827.166914044837,False,0.05521066823759183,0,0.43400000000000005,21286,0,87,0.9,3977.998656183707,False,0.10722607526244486,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38550,0,5,0.0,224.99999999999994,False,0.0026321931485179324,14,2.3110000000000004,30293,937,0,0.0,5248.534435196664,False,-0.14635856908279526,0.3625,144007,0.0,0.2,7,0,0,2,8,517.8254716981132,11,13,3,36.0,12.0,2,4,3,776,0.4087399374693632,34.391608675941825
26,3,0,0,0,10.000000000000002,20,10.0,26.0170311904011,24,21.0,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,14,45.0,24,1.4030000000000002,12484,258,0,0.0,2580.0000000000005,False,-0.1501203183809465,0,0.49700000000000005,20830,12,27,1.0,822.4598421408297,False,0.3106207145721241,0,0.7850000000000001,20268,0,87,0.8,3977.998656183707,False,0.05879831254896786,0,0.43400000000000005,20782,14,97,1.0,4799.4783176980245,False,0.10278955134622585,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999997,False,0.004382666424625917,11,2.4070000000000005,30107,937,0,0.0,5248.534435196664,False,-0.15118209544362615,0.35,143156,0.0,0.2,6,0,0,4,4,4.0,7,11,4,0.0,9.0,0,3,4,335,0.31190031580626965,34.703508991748095
27,4,0,0,0,10.000000000000002,20,10.0,26.743671589030793,39,29.512820512820515,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,11,45.0,1,1.389,12380,267,0,0.0,2670.0000000000005,False,-0.153760720676251,11,0.6070000000000001,21585,13,10,1.0,397.43671589030794,False,0.344093191703903,0,0.7850000000000001,19687,10,97,1.0,4702.676596922717,False,0.04839628459451786,0,0.43400000000000005,20212,23,107,1.0,5507.585552428819,False,0.09251666315657724,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999997,False,0.004382666424625917,11,2.5060000000000007,29948,937,0,0.0,5248.534435196664,False,-0.15530543249401385,0.375,142497,0.0,0.2,6,0,0,3,4,3.5789473684210527,11,14,8,54.0,3.0,3,1,8,770,0.4772539883852005,35.180762980133295
28,8,0,0,0,10.000000000000002,20,10.0,27.03754720986652,10,32.0,45.7241224848702,0,,5.601424157093558,0,,44.99999999999998,7,45.0,0,1.3880000000000001,12290,276,0,0.0,2760.0000000000005,False,-0.1565372986980934,0,0.5960000000000001,21795,14,10,1.0,410.3754720986652,False,0.3574497276515907,0,0.7850000000000001,19687,0,107,1.0,4892.481105881111,False,0.05291092492938276,0,0.43400000000000005,19892,23,117,1.0,5971.5859165567435,False,0.08833038191705307,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999996,False,0.004382666424625917,7,2.565000000000001,29858,937,0,0.0,5248.534435196664,False,-0.15763939686215783,0.375,142207,0.0,0.2,6,0,0,4,3,253.19212962962962,12,16,11,111.0,3.0,7,1,11,520,0.5616278145462275,35.74239079467952
29,11,0,0,0,10.000000000000002,20,10.0,26.448428717339375,42,24.19047619047619,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,11,45.0,26,1.6480000000000006,12039,287,0,0.0,2870.0000000000005,False,-0.1686308385265626,6,0.6560000000000001,22035,13,10,1.0,394.4842871733938,False,0.3717678869369221,0,0.7850000000000001,19196,7,117,1.0,5534.861331751189,False,0.04483281793804271,0,0.43400000000000005,19367,38,127,1.0,6812.003846837411,False,0.08334531770223613,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999997,False,0.004382666424625917,11,2.6680000000000006,29676,937,0,0.0,5248.534435196664,False,-0.16235919147329345,0.375,140998,0.0,0.2,5,0,0,5,9,265.5719214834781,11,16,10,83.0,15.0,6,5,10,200,0.5794393178075552,36.32183011248708
30,10,0,0,0,10.000000000000002,20,10.0,24.938987158753427,37,17.486486486486488,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,14,45.0,32,1.9420000000000008,11557,295,0,0.0,2950.0000000000005,False,-0.19590300487443696,0,0.6500000000000001,21965,15,15,1.0,524.0848073813014,False,0.3714470539699298,0,0.7850000000000001,19196,0,124,0.7,5669.791188123905,False,0.04804222415974276,0,0.43400000000000005,18720,65,137,1.0,7885.23894574619,False,0.07809426158951026,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999997,False,0.004382666424625917,14,2.7970000000000006,29395,937,0,0.0,5248.534435196664,False,-0.16964634688938743,0.3375,139518,0.0,0.2,6,0,0,5,9,545.800364380553,11,16,13,75.0,30.0,5,5,13,250,0.5536342430859804,36.87546435557306
31,13,0,0,0,10.000000000000002,20,10.0,25.339699545770095,17,30.0,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,9,45.0,0,1.9100000000000004,11477,303,0,0.0,3030.0000000000005,False,-0.19837107422718578,2,0.6700000000000002,22305,17,10,1.0,423.396995457701,False,0.389319337183245,0,0.7850000000000001,18686,7,134,1.0,6304.410309792997,False,0.03887565553001756,0,0.43400000000000005,18720,55,147,1.0,8115.129480293275,False,0.0835623776293534,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38685,0,2,0.0,89.99999999999997,False,0.004382666424625917,9,2.8730000000000007,29270,937,0,0.0,5248.534435196664,False,-0.17288796406736517,0.375,139143,0.0,0.2,5,0,0,6,3,2.1176470588235294,10,16,8,75.0,24.0,5,8,8,200,0.5923613961786032,37.46782575175166
32,8,0,0,0,10.000000000000002,20,10.0,25.10149803988298,20,22.8,45.7241224848702,0,,5.601424157093558,0,,44.99999999999999,15,45.0,1,1.9200000000000004,11353,314,0,0.0,3140.0000000000005,False,-0.2026284938606775,9,0.7580000000000002,22418,16,10,1.0,411.01498039882983,False,0.39590963720610944,0,0.7850000000000001,18472,5,144,1.0,6709.781128020723,False,0.03833740373961097,0,0.43400000000000005,18478,57,157,1.0,8609.472618397951,False,0.08380839680314807,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,13,2.9940000000000007,29032,937,0,0.0,5248.534435196664,False,-0.17906000317423482,0.375,138528,0.0,0.2,7,0,0,2,7,6.636363636363637,5,7,11,18.0,36.0,1,7,11,482,0.3996232971549034,37.867449048906565
33,11,0,0,0,10.000000000000002,20,10.0,25.322691063748,11,29.181818181818183,45.7241224848702,0,,5.601424157093558,0,,44.999999999999986,5,45.0,1,1.9290000000000007,11229,325,0,0.0,3250.0000000000005,False,-0.20688591349416918,0,0.7490000000000001,22638,15,10,1.0,403.22691063748005,False,0.40924374994253965,0,0.7850000000000001,18162,5,154,1.0,7168.128317988751,False,0.03449237234167628,0,0.43400000000000005,18467,48,167,1.0,8851.417626033228,False,0.08903995114488444,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,5,3.031000000000001,28987,937,0,0.0,5248.534435196664,False,-0.1802269853583068,0.375,138258,0.0,0.2,6,0,0,6,2,2.0,4,10,5,90.0,18.0,5,6,5,510,0.486734326928854,38.35418337583542
34,5,0,0,0,10.000000000000002,20,10.0,25.244690987995007,1,11.0,45.7241224848702,0,,5.601424157093558,0,,44.99999999999999,9,45.0,1,1.9380000000000004,11135,333,0,0.0,3330.0000000000005,False,-0.21021780712038007,0,0.7490000000000001,22518,17,20,1.0,674.8938197599001,False,0.4102207015413062,0,0.7850000000000001,18162,0,159,0.5,7270.135475094362,False,0.03691868786200382,0,0.43400000000000005,18456,39,177,1.0,9077.712628353831,False,0.09389925855938897,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,9,3.116000000000001,28862,937,0,0.0,5248.534435196664,False,-0.18346860253628455,0.3125,137908,0.0,0.2,5,0,0,2,3,3.0,3,5,11,0.0,15.0,0,5,11,200,0.3173227645456791,38.6715061403811
35,11,0,0,0,10.0,20,10.0,25.715663618529746,17,30.294117647058822,45.7241224848702,0,,5.601424157093558,0,,44.99999999999999,12,45.0,1,1.9470000000000007,11011,344,0,0.0,3440.0,False,-0.2144752267538718,0,0.7490000000000001,22932,16,14,1.0,520.0192906594165,False,0.4309872058573276,0,0.7850000000000001,17647,7,169,1.0,7907.386345272772,False,0.027576859932276643,0,0.43400000000000005,18456,29,187,1.0,9296.16514960809,False,0.09909531301099112,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,12,3.2270000000000008,28655,937,0,0.0,5248.534435196664,False,-0.1888367205830157,0.375,137476,0.0,0.2,7,0,0,5,4,4.0,4,9,10,75.0,18.0,5,6,10,704,0.5607890021055937,39.23229514248669
36,10,0,0,0,10.0,20,10.0,26.019299174393833,10,31.0,45.7241224848702,0,,5.601424157093558,0,,45.0,6,45.0,0,1.9460000000000006,10931,352,0,0.0,3520.0,False,-0.2169432961066206,0,0.7490000000000001,23122,18,14,1.0,544.2701884415137,False,0.44345869650279246,0,0.7850000000000001,17337,7,179,1.0,8366.753019012524,False,0.023756077708304204,0,0.43400000000000005,18456,19,197,1.0,9502.018813832912,False,0.10399169434929144,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,6,3.275000000000001,28590,937,0,0.0,5248.534435196664,False,-0.19052236151556412,0.375,137211,0.0,0.2,6,0,0,2,2,2.0,2,4,12,42.0,33.0,4,6,12,510,0.6025855652987957,39.83488070778549
37,12,0,0,0,10.0,20,10.0,26.635753485627628,18,32.0,45.7241224848702,0,,5.601424157093558,0,,45.00000000000001,11,45.0,0,1.9460000000000006,10851,360,0,0.0,3600.0,False,-0.2194113654593694,4,0.7890000000000001,23478,20,10,1.0,466.3575348562763,False,0.4630208408359435,0,0.7850000000000001,17049,6,189,1.0,8801.673670554233,False,0.02040040127858416,0,0.43400000000000005,18168,18,207,1.0,9944.33691710943,False,0.10081197176893181,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,11,3.3790000000000004,28410,937,0,0.0,5248.534435196664,False,-0.19519029025185208,0.375,136731,0.0,0.2,6,0,0,1,4,3.4444444444444446,5,6,10,98.0,23.0,6,6,10,488,0.6488559227436781,40.483736630529165
38,10,0,0,0,10.0,20,10.0,26.05272172185166,31,23.096774193548388,45.7241224848702,0,,5.601424157093558,0,,45.00000000000001,12,45.0,21,2.1560000000000006,10517,372,0,0.0,3720.0,False,-0.23631764052569879,0,0.7850000000000001,23718,18,10,1.0,440.5272172185166,False,0.47703236926076736,0,0.7850000000000001,17049,0,195,0.6,8916.20388454969,False,0.023124586949947346,0,0.43400000000000005,17452,39,217,1.0,10938.190726369048,False,0.09039034123897655,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,12,3.4880000000000004,28213,937,0,0.0,5248.534435196664,False,-0.200299078924345,0.325,135724,0.0,0.2,6,0,0,2,5,5.0,3,5,13,90.0,45.0,5,5,13,520,0.6029468644410372,41.0866834949702
39,13,0,0,0,10.0,20,10.0,25.770047185160063,31,24.225806451612904,45.7241224848702,0,,5.601424157093558,0,,45.00000000000001,13,45.0,10,2.2350000000000008,10227,383,0,0.0,3830.0,False,-0.250817547973098,11,0.8950000000000002,23993,17,10,1.0,427.70047185160064,False,0.49360462984672066,0,0.7850000000000001,16718,1,205,1.0,9399.215156583552,False,0.018867207948802436,0,0.43400000000000005,17032,49,227,1.0,11642.108116138379,False,0.08715351591595018,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,13,3.606000000000001,27988,937,0,0.0,5248.534435196664,False,-0.20613398984470496,0.375,134733,0.0,0.2,6,0,0,2,7,7.0,3,5,12,90.0,24.0,5,8,12,520,0.5753667168319225,41.662050211802125
40,12,0,0,0,9.999999999999998,20,10.0,26.04484982538557,10,31.0,45.7241224848702,0,,5.601424157093558,0,,45.00000000000001,12,45.0,0,2.2250000000000005,10137,392,0,0.0,3919.999999999999,False,-0.25359412599494047,0,0.8840000000000001,24193,18,10,1.0,440.44849825385563,False,0.5063382642763576,0,0.7850000000000001,16408,1,215,1.0,9856.73118407248,False,0.015002406737845005,0,0.43400000000000005,17032,39,237,1.0,11852.366172104275,False,0.09215465896256776,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,12,3.7130000000000014,27794,937,0,0.0,5248.534435196664,False,-0.21116497970492643,0.375,134339,0.0,0.2,6,0,0,2,3,3.0,4,6,9,108.0,33.0,6,6,9,510,0.5637036990374327,42.22575391083956
41,9,0,0,0,9.999999999999998,20,10.0,25.957524473765123,1,11.0,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,14,45.0,1,2.2350000000000008,10073,397,0,0.0,3969.999999999999,False,-0.25600049361387056,0,0.8840000000000001,24043,23,20,1.0,749.1504894753025,False,0.5066067282493769,0,0.7850000000000001,16408,0,216,0.1,9876.410456731963,False,0.015470492762760076,0,0.43400000000000005,17021,30,247,1.0,12072.583987975893,False,0.09686941601198547,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,14,3.841000000000001,27506,937,0,0.0,5248.534435196664,False,-0.21863366568298717,0.2625,133826,0.0,0.2,5,0,0,2,5,5.0,1,3,6,39.0,18.0,3,6,6,200,0.4107186757028103,42.63647258654237
42,6,0,0,0,9.999999999999998,20,10.0,25.957524473765123,0,,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,11,45.0,0,2.234000000000001,9973,407,0,0.0,4069.999999999999,False,-0.25908558030480655,0,0.8840000000000001,23943,23,30,1.0,1008.7257342129536,False,0.5084446761958706,0,0.7850000000000001,16408,0,216,0.0,9876.410456731963,False,0.015470492762760076,0,0.43400000000000005,17021,20,257,1.0,12270.249968086944,False,0.10157104724054385,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,11,3.937000000000001,27327,937,0,0.0,5248.534435196664,False,-0.22327566148185132,0.25,133447,0.0,0.2,6,0,0,0,3,3.0,0,0,8,0.0,18.0,0,6,8,200,0.26992532424628735,42.906397910788655
43,8,0,0,0,9.999999999999998,20,10.0,26.21852803932382,7,32.0,45.7241224848702,0,,5.601424157093558,0,,45.00000000000002,9,45.0,0,2.234000000000001,9933,411,0,0.0,4109.999999999999,False,-0.26031961498118095,0,0.8840000000000001,24007,29,33,1.0,1155.211425297686,False,0.5169127977200494,0,0.7850000000000001,16184,0,223,0.7,10196.479314126054,False,0.012427556113554361,0,0.43400000000000005,17021,10,267,1.0,12470.525983853582,False,0.10633476009356324,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,9,4.016000000000001,27201,937,0,0.0,5248.534435196664,False,-0.22654321159725288,0.3375,133121,0.0,0.2,6,0,0,0,2,2.0,2,2,6,36.0,18.0,2,6,6,424,0.4207052234560251,43.32710313424468
44,6,0,0,0,9.999999999999998,20,10.0,26.114895500045485,1,11.0,45.7241224848702,0,,5.601424157093558,0,,45.00000000000002,9,45.0,1,2.244000000000001,9849,418,0,0.0,4179.999999999999,False,-0.26334299993829824,0,0.8840000000000001,23877,32,43,1.0,1442.940506501956,False,0.5177682639138013,0,0.7850000000000001,16173,0,224,0.1,10242.203436610926,False,0.012991851876954693,0,0.43400000000000005,17021,0,277,1.0,12665.581928309046,False,0.11097430969766058,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,9,4.097,27084,937,0,0.0,5248.534435196664,False,-0.22957736527584005,0.2625,132779,0.0,0.2,5,0,0,0,3,3.0,1,1,4,18.0,15.0,1,5,4,200,0.3189924918115139,43.646095626056194
45,4,0,0,0,10.0,20,10.0,26.114895500045485,0,,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,7,45.0,0,2.2430000000000008,9779,425,0,0.0,4250.0,False,-0.2655025606219535,0,0.8840000000000001,23747,35,53,1.0,1734.0894615024106,False,0.5187292361788859,0,0.7850000000000001,16173,0,224,0.0,10242.203436610926,False,0.012991851876954693,0,0.43400000000000005,17021,0,277,0.0,12665.581928309046,False,0.11097430969766058,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,7,4.158000000000001,26994,937,0,0.0,5248.534435196664,False,-0.23191132964398403,0.125,132489,0.0,0.2,5,0,0,2,2,2.0,0,2,6,21.0,6.0,2,2,6,200,0.38240893743932247,44.02850456349552
46,6,0,0,0,10.0,20,10.0,24.341234541511852,95,21.873684210526317,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,10,45.0,61,2.8530000000000015,7808,438,0,0.0,4380.0,False,-0.3831060652804344,0,0.8840000000000001,24659,32,29,1.0,1025.8958017038437,False,0.5531528290770608,0,0.7850000000000001,15693,6,234,1.0,10845.492068708698,False,0.004507208712922784,0,0.43400000000000005,15423,69,287,1.0,14802.368336522066,False,0.08578013264169317,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,10,4.251,26839,937,0,0.0,5248.534435196664,False,-0.23593093494467646,0.375,129197,0.0,0.2,8,0,0,3,9,9.0,2,5,9,90.0,3.0,5,1,9,1182,0.5253608953207731,44.55386545881629
47,9,0,0,0,10.0,20,10.0,24.405121853870586,27,24.88888888888889,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,11,45.0,5,2.8420000000000005,7673,444,0,0.0,4440.0,False,-0.3895847473314,0,0.8840000000000001,25141,36,17,1.0,774.8870715158,False,0.5751492278495649,0,0.7850000000000001,15093,16,244,1.0,11547.167835970258,False,-0.007345800961651291,0,0.43400000000000005,15351,66,297,1.0,15190.802420361908,False,0.09159417773564307,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,11,4.351000000000001,26660,937,0,0.0,5248.534435196664,False,-0.24057293074354058,0.375,128693,0.0,0.2,8,0,0,2,4,4.0,4,6,7,93.0,24.0,6,3,7,822,0.523196829482913,45.0770622882992
48,7,0,0,0,10.0,20,10.0,24.62303704256967,9,29.666666666666668,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,13,45.0,1,2.8470000000000013,7559,454,0,0.0,4540.0,False,-0.3935336582957981,0,0.8840000000000001,25297,36,19,1.0,827.8377038088238,False,0.5864082712349239,0,0.7850000000000001,14837,14,254,1.0,11958.649629753007,False,-0.009736700686146942,0,0.43400000000000005,15340,57,307,1.0,15440.818714281622,False,0.09701771357884079,0,4.430000000000001,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,13,4.470000000000001,26441,937,0,0.0,5248.534435196664,False,-0.2462522440393576,0.375,128249,0.0,0.2,7,0,0,2,4,4.0,1,3,12,39.0,27.0,3,4,12,456,0.45454103872179985,45.531603327021
49,12,0,0,0,10.0,20,10.0,25.12188816887809,20,30.0,45.7241224848702,0,,5.601424157093558,0,,45.000000000000014,13,45.0,0,2.8460000000000005,7459,464,0,0.0,4640.0,False,-0.3966187449867341,1,0.8940000000000001,25772,36,10,1.0,611.2188816887809,False,0.6090337163475282,0,0.7850000000000001,14237,24,264,1.0,12674.093652058806,False,-0.02126222225253776,0,0.43400000000000005,15340,47,317,1.0,15675.275571641123,False,0.1025944429770496,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,13,4.5870000000000015,26216,937,0,0.0,5248.534435196664,False,-0.25208715495971756,0.375,127799,0.0,0.2,6,0,0,4,4,3.05,1,5,13,60.0,36.0,5,7,13,200,1.1517512667924166,46.68335459381342
50,13,0,0,0,10.0,20,10.0,25.467796284462434,19,29.0,45.7241224848702,0,,5.601424157093558,0,,45.00000000000001,5,45.0,1,2.8560000000000008,7345,474,0,0.0,4740.0,False,-0.40056765595113225,8,0.9730000000000001,26012,36,10,1.0,614.6779628446243,False,0.6239488481163887,0,0.7850000000000001,13686,33,274,1.0,13368.846838241696,False,-0.03094888829642506,0,0.43400000000000005,15340,37,327,1.0,15894.096515077666,False,0.10779926062217944,0,4.4300000000000015,-23474.25,155,0,0.0,7087.238985154881,True,-1.6922761551727183,0,4.448000000000001,-27020.75,145,0,0.0,6629.997760306179,True,-1.8234022618911745,0,0.2,38775,0,0,0.0,0.0,False,0.005549648608697907,5,4.6240000000000006,26171,937,0,0.0,5248.534435196664,False,-0.2532541371437895,0.375,127329,0.0,0.2,6,0,0,2,3,2.4444444444444446,2,4,13,72.0,42.0,4,9,13,200,0.5278870370239019,47.21124163083732
