index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,33,0,0,0,10.000000000000002,20,10.0,3.99585788336572,14,5.785714285714286,29.475581064918412,10,31.5,22.551965730302886,32,14.4375,46.0,20,46.0,10,2.5590000000000006,25663.0,266,0,0.0,2660.0000000000005,False,-0.2058780265364361,4,0.5820000000000001,30918,254,0,0.0,2540.0000000000005,False,-0.05304345267865023,0,0.21800000000000003,48979,0,64,0.8,1886.4371881547784,False,0.07094751891188228,0,0.263,48508,0,66,0.6,1945.3883502846152,False,0.06147579481159085,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,14,1.6990000000000003,66235,0,10,1.0,225.51965730302885,False,-0.05604507478407795,10,2.0190000000000006,78947,191,0,0.0,4307.425454487851,False,-0.06692845294134789,10,1.0470000000000002,87699,0,0,0.0,0.0,False,0.008985480567891576,0.3,457306,0.0,0.0,15,0,0,25,17,17.0,20,45,35,295.0,121.0,21,12,35,767,4.225104131037369,73.65738458489068
26,35,0,0,0,10.000000000000002,20,10.0,4.211240213564304,14,6.0,29.679549743894018,10,31.5,22.04836037530973,12,16.0,46.0,20,46.0,9,2.6390000000000007,25428.0,273,0,0.0,2730.0000000000005,False,-0.2117619369833191,5,0.6280000000000001,30723,267,0,0.0,2670.0000000000005,False,-0.05686799446912418,0,0.21800000000000003,49112,0,62,0.3,1840.1320841214292,False,0.07330400176039294,0,0.263,48606,1,71,1.0,2111.4592720300398,False,0.06535942585037051,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,2,1.7050000000000003,66038,0,10,1.0,220.4836037530973,False,-0.058883693970769195,12,2.129,78508,203,0,0.0,4475.817156187875,False,-0.07101050900741003,8,1.1170000000000002,87572,0,0,0.0,0.0,False,0.007524333279642882,0.2875,456344,0.0,0.0,15,0,0,9,20,19.166666666666668,36,45,37,332.0,135.0,21,14,37,515,4.916476437007077,78.57386102189776
27,37,0,0,0,10.000000000000002,20,10.0,4.18472814801734,6,3.6666666666666665,29.679549743894018,0,,21.681835227948486,11,17.0,46.0,20,46.0,4,2.6700000000000004,25258.0,282,0,0.0,2820.0000000000005,False,-0.215439381012621,2,0.643,30589,278,0,0.0,2780.0000000000005,False,-0.059192139095642964,0,0.21800000000000003,49094,0,64,0.2,1899.4911836092172,False,0.07355455522481198,0,0.263,48602,0,76,0.5,2255.6457805359455,False,0.06682018428119638,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,1,1.7130000000000003,66188,0,0,0.0,0.0,False,-0.05831803889766244,10,2.2170000000000005,78144,214,0,0.0,4639.912738780976,False,-0.07425439644963652,10,1.2090000000000003,87397,0,0,0.0,0.0,False,0.005510941347016729,0.0875,455629,0.0,0.0,13,0,0,14,14,13.2,28,42,29,337.0,158.0,21,16,29,302,4.722159116005059,83.29602013790281
28,29,0,0,0,10.000000000000002,20,10.0,4.212558942525689,9,4.555555555555555,29.561494813873846,17,28.941176470588236,21.410120301817724,5,14.0,45.99999999999999,20,46.0,5,2.7160000000000006,25108.0,287,0,0.0,2870.0000000000005,False,-0.21911682504192287,4,0.681,30389,293,0,0.0,2930.0000000000005,False,-0.06286958312494484,0,0.21800000000000003,49247,0,60,0.2,1773.6896888324309,False,0.07548739342306582,0,0.263,48900,0,72,0.7,2128.427626598917,False,0.07184841388607656,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,5,1.7620000000000005,65581,7,10,1.0,421.03166671529414,False,-0.06395897060114046,12,2.3270000000000004,77831,219,0,0.0,4688.816346098081,False,-0.07757417136785195,8,1.2790000000000001,87276,0,0,0.0,0.0,False,0.004118824639315216,0.2375,454689,0.0,0.0,15,0,0,10,16,16.0,21,31,36,209.0,124.0,14,15,36,692,5.403724694973789,88.6997448328766
29,36,0,0,0,10.000000000000002,20,10.0,4.301403676066097,8,5.5,29.682580124639344,5,32.0,20.929440581134056,12,15.833333333333334,46.0,20,46.0,4,2.751000000000001,24949.0,295,0,0.0,2950.0000000000005,False,-0.22261775175781826,4,0.7170000000000001,30218,305,0,0.0,3050.0000000000005,False,-0.0661351534229649,0,0.21800000000000003,49233,0,64,0.4,1899.685127976918,False,0.07653850829107496,0,0.263,49030,0,71,0.4,2107.463188849393,False,0.07441234783706306,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,2,1.7770000000000001,65537,2,10,1.0,268.6595660606192,False,-0.06566890345255445,15,2.4650000000000007,77373,226,0,0.0,4730.053571336297,False,-0.08260628654975787,5,1.3210000000000002,87132,0,5,0.5,230.0,False,0.0037851768333371683,0.2875,453829,0.0,0.0,12,0,0,10,17,16.285714285714285,33,43,32,312.0,166.0,19,17,32,445,4.625648091954645,93.32539292483125
30,32,0,0,0,10.000000000000002,20,10.0,4.093832666125157,7,1.0,29.813504730300536,10,31.0,22.075084496279214,6,46.0,46.0,20,46.0,7,2.8170000000000006,24674.0,308,0,0.0,3080.0000000000005,False,-0.2287958577270454,0,0.7130000000000001,30148,312,0,0.0,3120.0000000000005,False,-0.06716483775116942,0,0.21800000000000003,49541,0,56,0.2,1669.55626489683,False,0.080677424272196,0,0.263,49025,0,76,0.5,2265.8263595028407,False,0.07600371510782838,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.7750000000000006,65503,2,14,1.0,368.6781924085101,False,-0.06544113283815982,12,2.5700000000000007,76855,232,0,0.0,5121.419603136777,False,-0.0863145746385284,3,1.3460000000000003,87331,0,0,0.0,0.0,False,0.004751604960997722,0.2125,453434,0.0,0.0,19,0,0,14,11,10.333333333333332,28,42,35,281.0,114.0,19,13,35,924,5.1317201380152255,98.45711306284647
31,35,0,0,0,10.000000000000002,20,10.0,4.371014394851355,6,9.0,29.92790679055869,5,32.0,22.43427728702567,22,24.363636363636363,46.0,20,46.0,2,2.8300000000000005,24530.0,320,0,0.0,3200.0000000000005,False,-0.23126710011473625,4,0.7530000000000001,30018,320,0,0.0,3200.0000000000005,False,-0.06981259745226677,0,0.21800000000000003,49505,0,60,0.4,1795.6744074335215,False,0.08125790418785278,0,0.263,49167,0,73,0.2,2184.7371957107844,False,0.07818016942733866,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,8,1.8550000000000002,65583,0,7,0.7,157.03994100917967,False,-0.06580847140289675,9,2.6480000000000006,76167,254,0,0.0,5698.30643090452,False,-0.0909115118220362,11,1.4530000000000003,87119,0,0,0.0,0.0,False,0.0023125244483306103,0.1625,452446,0.0,0.0,15,0,0,14,16,15.8,27,41,34,350.0,131.0,21,14,34,726,4.444671949953772,102.90178501280025
32,34,0,0,0,10.000000000000002,20,10.0,4.445393342308244,2,8.0,29.986809324528416,5,31.0,23.194178879004742,11,31.90909090909091,46.0,20,46.0,1,2.838000000000001,24446.0,327,0,0.0,3270.0000000000005,False,-0.2327086581742226,1,0.7590000000000001,29876,333,0,0.0,3330.0000000000005,False,-0.07207790297431674,0,0.21800000000000003,49651,0,56,0.1,1679.2613221735912,False,0.0831412777236254,0,0.263,49160,0,74,0.1,2219.0238900151026,False,0.07839776777877401,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,4,1.8870000000000002,65631,0,5,0.5,115.9708943950237,False,-0.06541770957364075,9,2.7290000000000005,75940,259,0,0.0,6007.292329662228,False,-0.09174571245505984,11,1.552,86634,0,6,0.6,276.0,False,-0.0016797441266481051,0.1625,451695,0.0,0.0,12,0,0,10,14,13.8,29,39,38,231.0,160.0,15,19,38,631,5.29413035599282,108.19591536879307
33,38,0,0,0,10.000000000000002,20,10.0,4.26162066065514,12,2.9166666666666665,29.945316430081068,11,29.636363636363637,22.483419008081814,16,17.0,46.0,20,46.0,10,2.9370000000000007,24096.0,340,0,0.0,3400.0000000000005,False,-0.24109323056103085,2,0.7780000000000002,29782,340,0,0.0,3400.0000000000005,False,-0.07381365655614722,0,0.21800000000000003,49780,0,57,0.6,1706.883036514621,False,0.08620490224728765,0,0.263,49322,0,74,0.6,2215.953415825999,False,0.08184010957659543,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,11,1.9930000000000003,65170,1,10,1.0,254.7795065108992,False,-0.0709890911085201,13,2.8500000000000005,75662,259,0,0.0,5823.20552309319,False,-0.0960030976144573,1,1.5510000000000004,86629,6,10,1.0,594.9005140484909,False,9.722102469278571e-05,0.4,450798,0.0,0.0,17,0,0,9,14,13.1875,33,42,42,286.0,197.0,18,20,42,756,5.296670249023009,113.49258561781608
34,42,0,0,0,10.000000000000002,20,10.0,4.022798102644106,20,2.95,29.945316430081068,0,,22.196685026963618,5,15.0,45.99999999999999,20,46.0,16,3.0870000000000006,23593.0,351,0,0.0,3510.0000000000005,False,-0.2542731899620488,4,0.8160000000000001,29642,349,0,0.0,3490.0000000000005,False,-0.07660851401841665,0,0.21800000000000003,49754,0,65,0.8,1946.4455679552693,False,0.08821672817714538,0,0.263,49289,2,84,1.0,2523.452176332098,False,0.08443046418891018,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.9820000000000002,65245,0,6,0.1,133.1801101617817,False,-0.0707870579896583,12,2.957000000000001,75348,264,0,0.0,5859.924847118395,False,-0.09940446830852999,0,1.5500000000000003,86997,0,8,0.6,367.99999999999994,False,0.003025840447318162,0.3125,450225,0.0,0.0,18,0,0,12,13,13.0,35,47,34,391.0,174.0,24,18,34,643,5.825586014019791,119.31817163183587
35,34,0,0,0,10.0,20,10.0,3.7160757137689746,20,2.2,29.909397235128505,11,29.636363636363637,22.196685026963618,0,,45.99999999999999,20,46.0,18,3.2510000000000003,23047.0,360,0,0.0,3600.0,False,-0.2690123856314907,2,0.8320000000000001,29508,360,0,0.0,3600.0,False,-0.07893265864493543,0,0.21800000000000003,49888,3,69,1.0,2074.896636365174,False,0.09246912620792846,0,0.263,49437,0,88,0.9,2632.0269566913084,False,0.08876999846284785,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,1.9820000000000002,64919,1,16,1.0,385.0563576665464,False,-0.07363341473055797,2,2.9650000000000007,75330,264,0,0.0,5859.924847118395,False,-0.09961156005017154,10,1.6500000000000001,87214,0,0,0.0,0.0,False,0.0034055086403276653,0.3625,449700,0.0,0.0,19,0,0,15,10,10.0,25,40,36,282.0,194.0,18,16,36,894,5.665387330984231,124.9835589628201
36,36,0,0,0,10.0,20,10.0,3.8968780430146754,13,5.384615384615385,29.909397235128505,0,,22.674995917129287,19,25.631578947368425,45.99999999999999,7,46.0,9,3.3230000000000004,22756.0,372,0,0.0,3720.0,False,-0.2758083021976406,4,0.8700000000000003,29377,368,0,0.0,3680.0,False,-0.08160983789826719,0,0.21800000000000003,49875,0,77,0.8,2303.023587104895,False,0.09463717244561722,0,0.263,49380,0,96,0.8,2871.3021345723364,False,0.09011372020350036,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,3,2.0120000000000005,65295,0,1,0.1,22.674995917129287,False,-0.07086178812641648,7,3.0330000000000013,75108,272,0,0.0,6167.5988894591665,False,-0.10039578171691044,0,1.6400000000000003,86847,1,10,1.0,482.67499591712925,False,0.0019597493955056974,0.3375,448995,0.0,0.0,16,0,0,13,10,9.375,32,45,29,344.0,144.0,22,14,29,567,6.759865331987385,131.74342429480748
37,29,0,0,0,10.0,20,10.0,3.946644631627584,7,4.714285714285714,29.969883349254726,5,31.0,23.478993392106904,11,32.45454545454545,45.99999999999999,9,46.0,5,3.3640000000000008,22556.0,383,0,0.0,3830.0,False,-0.2800741372716307,2,0.8860000000000003,29263,377,0,0.0,3770.0,False,-0.08363978700244182,0,0.21800000000000003,49997,0,79,0.7,2367.6207845911235,False,0.09794723570300469,0,0.263,49380,0,96,0.0,2877.1088015284536,False,0.09017600344876593,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,10,2.1090000000000004,65087,0,5,0.5,117.39496696053452,False,-0.07314727498000671,9,3.116000000000001,74673,278,0,0.0,6527.160163005719,False,-0.10333210518531416,0,1.6400000000000003,86772,0,16,0.6,735.9999999999999,False,0.002554131480245749,0.225,448085,0.0,0.0,13,0,0,7,10,9.833333333333334,30,37,23,203.0,167.0,13,16,23,355,5.004502244992182,136.74792653979966
38,23,0,0,0,10.0,20,10.0,3.7075891521219493,18,2.3333333333333335,30.02967801626308,5,31.0,25.86279645985607,15,45.0,46.0,7,46.0,18,3.5390000000000006,21983.0,397,0,0.0,3970.0,False,-0.29487217204554145,0,0.8840000000000001,29203,383,0,0.0,3830.0,False,-0.08452237356947427,0,0.21800000000000003,49963,4,89,1.0,2687.471700055902,False,0.10064862919721015,0,0.263,49527,0,95,0.4,2852.819411544993,False,0.09306896290405436,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,10,2.1990000000000007,65237,0,5,0.5,129.31398229928035,False,-0.0709283794848316,7,3.1770000000000014,73893,293,0,0.0,7577.799362737829,False,-0.10626222783118669,0,1.6400000000000003,86772,0,16,0.0,736.0,False,0.002554131480245749,0.2375,446935,0.0,0.0,11,0,0,7,10,9.666666666666668,32,39,22,234.0,62.0,16,7,22,355,4.829845322004985,141.57777186180465
39,22,0,0,0,10.0,20,10.0,3.5551845009286835,12,2.1666666666666665,30.186986621968305,15,31.0,25.86279645985607,0,,46.0,14,46.0,11,3.631000000000001,21620.0,409,0,0.0,4090.0,False,-0.3037862963725692,1,0.8940000000000001,29111,391,0,0.0,3910.0,False,-0.08605219028566385,0,0.21800000000000003,50106,0,94,1.0,2837.5767424650207,False,0.10532636214163923,0,0.263,49823,0,91,0.6,2747.015782599116,False,0.09828398350959047,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.1890000000000005,64772,5,15,1.0,538.8768800076825,False,-0.0746306082205267,14,3.310000000000001,73577,293,0,0.0,7577.799362737829,False,-0.10989783840667162,0,1.6400000000000003,86772,0,16,0.0,736.0,False,0.002554131480245749,0.325,446138,0.0,0.0,12,0,0,5,12,12.0,29,34,27,241.0,83.0,14,8,27,665,2.9289422719739377,144.5067141337786
40,27,0,0,0,9.999999999999998,20,10.0,3.7779956628963824,15,5.4,30.412842209109307,15,31.666666666666668,25.115802842905705,9,15.0,46.00000000000001,10,46.0,12,3.7400000000000007,21283.0,419,0,0.0,4189.999999999999,False,-0.3122297078638463,3,0.923,28974,401,0,0.0,4009.999999999999,False,-0.08861169133005796,0,0.21800000000000003,50234,0,93,0.4,2828.3943254471656,False,0.10797376730073117,0,0.263,50089,1,91,1.0,2771.3466366918433,False,0.10425127787935047,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.189000000000001,64432,10,16,1.0,705.9812675775843,False,-0.07827918912759407,10,3.3960000000000012,73270,302,0,0.0,7584.972458557523,False,-0.11338863953060634,0,1.6400000000000003,86772,0,16,0.0,736.0000000000001,False,0.002554131480245749,0.3,445411,0.0,0.0,14,0,0,6,11,11.0,28,34,32,179.0,102.0,13,14,32,810,2.3879352030344307,146.89464933681302
41,32,0,0,0,9.999999999999998,20,10.0,3.6783324229972387,12,2.75,30.594653421705974,15,31.666666666666668,24.599655025257338,8,17.0,46.00000000000001,7,46.0,11,3.838000000000001,20958.0,428,0,0.0,4279.999999999999,False,-0.3204671824894825,1,0.9300000000000002,28852,412,0,0.0,4119.999999999999,False,-0.09058280132976376,0,0.21800000000000003,50374,0,93,0.5,2845.3027682186557,False,0.11115845509190873,0,0.263,50391,0,89,0.8,2722.924154531832,False,0.11021049184309596,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.189,64093,15,18,1.0,901.7135917802217,False,-0.08170989235719107,7,3.456000000000001,73031,310,0,0.0,7625.893057829775,False,-0.11590295992872715,0,1.6400000000000003,86772,0,16,0.0,736.0000000000001,False,0.002554131480245749,0.2875,444828,0.0,0.0,16,0,0,10,8,8.0,27,37,29,267.0,143.0,17,15,29,811,3.1623240709886886,150.0569734078017
42,29,0,0,0,9.999999999999998,20,10.0,3.807785737150646,23,4.434782608695652,30.78965982257597,15,32.0,24.157121151310715,7,17.0,46.0,10,46.0,18,4.007000000000001,20443.0,438,0,0.0,4379.999999999999,False,-0.3341472742784855,5,0.9790000000000003,28687,422,0,0.0,4219.999999999999,False,-0.09396604983672148,0,0.21800000000000003,50664,0,93,1.0,2863.438363499565,False,0.11757415385068713,0,0.263,50479,3,94,1.0,2905.651380533593,False,0.11405825786263649,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.1890000000000005,63732,20,21,1.0,1123.0927406290443,False,-0.08527115440530224,10,3.549000000000001,72729,317,0,0.0,7657.807404965497,False,-0.11919391032372172,0,1.6400000000000003,86772,0,16,0.0,736.0,False,0.002554131480245749,0.375,443863,0.0,0.0,14,0,0,6,14,14.0,31,37,32,256.0,152.0,16,13,32,799,2.5188366250367835,152.5758100328385
43,32,0,0,0,9.999999999999998,20,10.0,3.945471770441218,12,5.333333333333333,30.848821999198147,5,32.0,23.600651502338323,7,15.0,46.0,8,46.0,8,4.069,20191.0,448,0,0.0,4479.999999999999,False,-0.34009002382983733,4,1.0140000000000002,28536,432,0,0.0,4319.999999999999,False,-0.0969374246123974,0,0.21800000000000003,50613,0,100,0.7,3084.882199919815,False,0.1188553276833617,0,0.263,50626,0,97,0.8,2992.3357339222202,False,0.11814153956797413,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.1890000000000005,63677,15,24,1.0,1029.1479660440918,False,-0.086721954514746,8,3.6190000000000007,72496,324,0,0.0,7646.611086757616,False,-0.12193900523046078,0,1.6400000000000003,86772,0,16,0.0,736.0,False,0.002554131480245749,0.3125,443268,0.0,0.0,14,0,0,10,10,10.0,29,39,29,291.0,144.0,18,14,29,465,4.0186126549961045,156.5944226878346
44,29,0,0,0,9.999999999999998,20,10.0,3.671796798396686,16,1.625,30.848821999198147,0,,24.469940730365252,4,47.0,46.0,11,46.0,16,4.221000000000001,19707.0,458,0,0.0,4579.999999999999,False,-0.3528581094995734,0,1.0100000000000002,28436,442,0,0.0,4419.999999999999,False,-0.09840840222411815,0,0.21800000000000003,50608,0,105,0.5,3239.1263099158055,False,0.12040251324590592,0,0.263,50605,1,107,1.0,3304.4957507125987,False,0.12103931943272117,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.189000000000001,63865,5,30,1.0,888.3423319069483,False,-0.08504885446877121,11,3.721000000000001,72285,324,0,0.0,7928.260796638342,False,-0.122746377064369,0,1.6400000000000003,86584,0,20,0.4,920.0,False,0.0014496421914908305,0.3625,442447,0.0,0.0,14,0,0,15,10,10.0,22,37,22,249.0,144.0,15,14,22,388,4.406073468970135,161.00049615680473
45,22,0,0,0,10.0,20,10.0,3.7190981178804923,17,4.0588235294117645,30.91262480557569,10,31.5,28.495474057831238,20,48.0,46.00000000000001,11,46.0,13,4.335000000000001,19313.0,469,0,0.0,4690.0,False,-0.3628313377070401,4,1.0500000000000003,28296,451,0,0.0,4510.0,False,-0.10120325968638758,0,0.21800000000000003,50740,0,106,0.6,3276.738229391023,False,0.12363765128597039,0,0.263,50719,2,112,1.0,3469.6521744602383,False,0.12525637857406668,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.189,64510,5,20,1.0,724.4726051845032,False,-0.07703791166798621,11,3.8200000000000007,71120,344,0,0.0,9802.443075893945,False,-0.12536849055492566,0,1.6400000000000003,86584,0,20,0.0,920.0000000000001,False,0.0014496421914908305,0.325,441639,0.0,0.0,14,0,0,12,12,12.0,25,37,27,221.0,71.0,13,9,27,1475,6.7498493090388365,167.75034546584357
46,27,0,0,0,10.0,20,10.0,3.867128582165765,4,8.5,30.91262480557569,0,,33.86811651468879,40,48.0,46.00000000000001,10,46.0,1,4.332000000000001,19209.0,478,0,0.0,4780.0,False,-0.3645670912888706,3,1.0760000000000003,28149,462,0,0.0,4620.0,False,-0.10390985849195375,0,0.21800000000000003,50731,0,107,0.1,3307.6508541965986,False,0.12377615417994856,0,0.263,50694,0,117,0.5,3616.7771022523557,False,0.1262981561970648,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,20,2.3890000000000007,65690,0,5,0.5,169.34058257344395,False,-0.06419863856350792,10,3.909000000000001,69980,364,0,0.0,12327.99441134672,False,-0.12395594461822214,0,1.6400000000000003,85624,10,30,1.0,1718.6811651468881,False,-0.005000798654209287,0.2625,440434,0.0,0.0,10,0,0,13,10,10.0,23,36,24,223.0,110.0,14,13,24,1160,4.270524297025986,172.02086976286955
47,24,0,0,0,10.0,20,10.0,3.9078708498932846,8,4.5,30.971682709595417,15,31.333333333333332,35.74371130415865,20,48.0,46.00000000000001,9,46.0,6,4.391000000000001,18981.0,490,0,0.0,4900.0,False,-0.3695095760642523,2,1.0930000000000002,28045,470,0,0.0,4700.0,False,-0.10579270983495631,0,0.21800000000000003,51028,0,99,0.2,3066.196588249946,False,0.1275576165209691,0,0.263,50831,0,118,0.6,3654.658559732259,False,0.12964344695626145,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,15,2.5190000000000006,65625,5,10,1.0,512.2955265895636,False,-0.0626837428927856,9,3.9890000000000008,69830,364,0,0.0,13010.710914713749,False,-0.12175434941718782,0,1.6400000000000003,84664,20,40,1.0,2554.874226083173,False,-0.011235450504595342,0.35,439361,0.0,0.0,15,0,0,11,9,8.75,25,36,26,203.0,104.0,12,12,26,670,4.121849844988901,176.14271960785845
48,26,0,0,0,10.0,20,10.0,3.9973308708170308,2,9.0,31.0685389576196,10,32.0,35.74371130415865,0,,46.00000000000001,7,46.0,0,4.385000000000001,18881.0,500,0,0.0,5000.0,False,-0.37098055367597305,2,1.1110000000000002,27921,480,0,0.0,4800.0,False,-0.10796975670030302,0,0.21800000000000003,51170,0,96,0.2,2982.5797399314815,False,0.12970695848902153,0,0.263,50991,0,113,0.0,3510.744902211015,False,0.13153217743442033,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.504000000000001,65305,5,20,1.0,870.216920871271,False,-0.06469036293431746,7,4.050000000000001,69730,364,0,0.0,13010.710914713749,False,-0.12290485909297419,0,1.6400000000000003,84664,10,50,1.0,2657.437113041587,False,-0.010645452535484122,0.275,439019,0.0,0.0,15,0,0,17,5,5.0,22,39,36,264.0,87.0,17,9,36,520,5.112563850008883,181.25528345786734
49,36,0,0,0,10.0,20,10.0,3.937543875823475,14,3.5,31.156785198668512,10,32.0,36.06618779991516,4,47.0,46.00000000000001,9,46.0,13,4.5150000000000015,18506.0,510,0,0.0,5100.0,False,-0.38054190815215794,1,1.1190000000000002,27809,490,0,0.0,4900.0,False,-0.10979376893883674,0,0.21800000000000003,51163,0,101,0.5,3146.8353050655196,False,0.1313186238878635,0,0.263,51269,0,112,0.9,3489.5599422508735,False,0.13726868971630235,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.5040000000000004,65173,5,26,1.0,1093.5048087911368,False,-0.06497997632000849,9,4.133,69390,368,0,0.0,13272.35711036878,False,-0.12531145959197873,0,1.6400000000000003,84664,0,60,1.0,2760.0000000000005,False,-0.010055454566372904,0.425,438331,0.0,0.0,12,0,0,19,10,10.0,25,44,31,361.0,112.0,24,12,31,708,5.069992534990888,186.32527599285822
50,31,0,0,0,10.0,20,10.0,3.9691135264825537,10,4.3,31.226316234059492,15,31.666666666666668,34.587043143453435,10,16.0,46.00000000000001,12,46.0,9,4.592000000000001,18195.0,524,0,0.0,5240.0,False,-0.38763202024065196,1,1.1280000000000003,27737,496,0,0.0,4960.0,False,-0.11102939013268218,0,0.21800000000000003,51478,0,91,0.0,2841.5947772994136,False,0.13480204630804904,0,0.263,51386,0,117,1.0,3653.4789993849604,False,0.14153683363064418,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.504000000000001,64858,10,26,1.0,1211.5262840703842,False,-0.0686220333484828,12,4.244000000000001,69142,368,0,0.0,12728.031876790865,False,-0.13129598082795935,0,1.6400000000000003,84504,0,70,1.0,3220.0000000000005,False,-0.009250097793322441,0.375,437657,0.0,0.0,15,0,0,14,11,11.0,23,37,35,210.0,169.0,13,18,35,835,4.123076915973797,190.44835290883202
51,35,0,0,0,10.000000000000002,20,10.0,4.007262057337561,8,4.5,31.263513457250824,5,32.0,33.965699134632324,4,15.0,46.00000000000001,9,46.0,5,4.633000000000001,17986.0,535,0,0.0,5350.000000000001,False,-0.3921626312847519,3,1.1570000000000005,27610,505,0,0.0,5050.000000000001,False,-0.11344179341590421,0,0.21800000000000003,51452,0,97,0.6,3032.5608053533297,False,0.13629261831334694,0,0.263,51536,0,114,0.2,3564.0405341265937,False,0.1437953505752074,0,0.2,70357,0,0,0.0,0.0,False,0.0009959167413604222,0,2.504000000000001,64758,5,32,1.0,1243.2199395944886,False,-0.0698193126780593,9,4.322000000000001,68939,372,0,0.0,12635.240078083225,False,-0.13416530478103939,0,1.6400000000000003,84504,0,70,0.0,3220.0000000000005,False,-0.009250097793322441,0.225,437142,0.0,0.0,12,0,0,17,8,8.0,23,40,34,238.0,182.0,17,18,34,420,4.636513780977111,195.08486668980913
