index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,17,0,0,0,10.000000000000002,20,10.0,19.163841835276052,38,23.55263157894737,13.7024241207379,12,13.0,18.902181898248752,22,18.318181818181817,51.00000000000001,20,51.0,18,2.4500000000000006,38707,13,10,1.0,321.6384183527606,False,0.058117202765262235,10,2.0640000000000005,32809,251,0,0.0,2510.0000000000005,False,-0.07265946151961451,0,3.8000000000000007,34557,145,0,0.0,2778.7570661150276,False,-0.28645257690895626,0,0.2,45737,325,66,1.0,7132.608588433418,False,-0.021313212493465104,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,22,4.8660000000000005,46894,550,0,0.0,7536.333266405845,False,-0.34099709102588655,10,1.5150000000000001,112129,0,4,0.4,204.00000000000003,False,-0.0005966268321786675,10,2.0820000000000003,100079,439,0,0.0,8298.057853331202,False,-0.07186210861577585,0.3,488501,0.0,0.0,10,0,0,8,16,15.923076923076923,19,27,14,150.0,33.0,10,7,14,563,1.2261960160103627,68.17530475719832
26,14,0,0,0,10.000000000000002,20,10.0,19.101198259337746,55,18.8,14.461033363453376,27,20.77777777777778,18.833983604071562,26,18.26923076923077,51.00000000000001,20,51.0,14,2.5720000000000005,38896,12,10,1.0,311.0119825933775,False,0.06311779575032504,31,2.3640000000000003,32461,262,0,0.0,2620.0000000000005,False,-0.08063594043503117,0,3.8000000000000007,34557,145,0,0.0,2769.673747603973,False,-0.28654273033721767,0,0.2,45264,370,49,1.0,7776.033990764182,False,-0.024316315076680077,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,26,5.104000000000002,45243,577,0,0.0,8344.016250712599,False,-0.35721986907194225,3,1.5350000000000001,112208,0,5,0.5,255.00000000000003,False,0.0003339329284582094,13,2.202000000000001,99405,460,0,0.0,8663.632457872918,False,-0.0762362978064039,0.3125,485623,0.0,0.0,13,0,0,4,14,13.23076923076923,21,25,16,123.0,29.0,8,6,16,965,1.1879157090443186,69.36322046624264
27,16,0,0,0,10.000000000000002,20,10.0,19.345920064525167,51,20.725490196078432,14.461033363453376,0,,18.56418322579486,56,17.517857142857142,51.0,20,51.0,12,2.678000000000001,39185,13,10,1.0,323.4592006452517,False,0.07115480903608824,29,2.6230000000000007,32139,271,0,0.0,2710.0000000000005,False,-0.08817684371001552,0,3.8000000000000007,33919,167,0,0.0,3230.768650775703,False,-0.29463079728074615,0,0.2,44845,389,59,1.0,8378.76387354404,False,-0.026651409635904864,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,56,5.638000000000002,41377,577,0,0.0,8344.016250712599,False,-0.4075079916573709,1,1.542,112377,0,4,0.4,204.0,False,0.001611782934691624,14,2.3290000000000006,98167,512,0,0.0,9504.861811606968,False,-0.08351501446327196,0.3,479598,0.0,0.0,10,0,0,7,19,17.59090909090909,22,29,12,138.0,30.0,11,5,12,404,1.2998573489603586,70.663077815203
28,12,0,0,0,10.000000000000002,20,10.0,19.016336185843333,25,15.0,16.71948206801266,28,35.0,18.18455442634345,56,16.517857142857142,51.0,20,51.0,0,2.666000000000001,39355,13,10,1.0,320.16336185843335,False,0.07573793811910857,15,2.744000000000001,31799,281,0,0.0,2810.0000000000005,False,-0.09607165219285112,0,3.8000000000000007,33649,177,0,0.0,3365.89150489427,False,-0.2986492694593339,0,0.2,45720,394,41,1.0,8177.935222010792,False,-0.011275629533211609,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,56,6.142000000000002,36617,605,0,0.0,10115.286651147659,False,-0.4579049218157078,6,1.6010000000000004,112309,1,10,1.0,528.1845544263434,False,0.00244966319269421,10,2.415000000000001,97240,557,0,0.0,10128.7968154733,False,-0.08899180388131002,0.375,474278,0.0,0.0,18,0,0,6,16,16.0,20,26,14,114.0,36.0,10,2,14,1654,1.0666765890200622,71.72975440422306
29,14,0,0,0,10.000000000000002,20,10.0,18.6231998188344,62,16.74193548387097,17.84375472158195,17,33.0,18.066963078895988,44,17.34090909090909,51.0,20,51.0,9,2.756000000000001,39604,13,10,1.0,316.23199818834405,False,0.08246307132807487,43,3.1590000000000007,30900,291,0,0.0,2910.0000000000005,False,-0.1191843846132905,0,3.8000000000000016,33379,186,0,0.0,3463.9151663031985,False,-0.30303595721953275,0,0.2,45513,437,34,1.0,8745.025981364419,False,-0.009756178599713932,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,44,6.526000000000002,33558,622,0,0.0,11098.815436823972,False,-0.49129898775430897,0,1.5950000000000002,112717,0,3,0.1,153.0,False,0.004412367094694474,12,2.525000000000001,96218,601,0,0.0,10858.244810416489,False,-0.09484476655676646,0.2625,469478,0.0,0.0,12,0,0,5,17,17.0,21,26,19,136.0,63.0,8,6,19,1419,1.3189556750003248,73.04871007922338
30,19,0,0,0,10.000000000000002,20,10.0,18.348021017788547,34,15.735294117647058,17.84375472158195,0,,18.08252876747991,7,18.714285714285715,51.00000000000001,20,51.0,4,2.7870000000000013,39843,10,10,1.0,283.48021017788545,False,0.08852367367459629,20,3.316000000000001,30420,304,0,0.0,3040.0000000000005,False,-0.13048212778700352,0,3.8000000000000007,33162,193,0,0.0,3541.1680564331896,False,-0.3065767308847967,0,0.2,45195,454,44,1.0,9115.126749825607,False,-0.012395272149734942,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,7,6.5520000000000005,33370,622,0,0.0,11098.815436823972,False,-0.4937444525877442,10,1.6950000000000005,112692,0,0,0.0,0.0,False,0.0035085219683342536,7,2.5830000000000006,95980,608,0,0.0,10994.177490627786,False,-0.09635889556969937,0.25,468251,0.0,0.0,13,0,0,7,14,13.571428571428571,24,31,12,178.0,48.0,13,6,12,521,1.363417565007694,74.41212764423108
31,12,0,0,0,10.000000000000002,20,10.0,17.846385567137126,71,15.577464788732394,17.84375472158195,0,,18.099710198360125,5,19.0,51.00000000000001,20,51.0,10,2.883000000000001,39974,13,10,1.0,308.46385567137133,False,0.09243002008645328,51,3.806000000000001,29407,311,0,0.0,3110.0000000000005,False,-0.1571066888084284,0,3.8000000000000007,33162,193,0,0.0,3444.3524144574653,False,-0.30753764203448536,0,0.2,44089,515,54,1.0,10154.451322041046,False,-0.024034268395884587,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,5,6.5950000000000015,33250,622,0,0.0,11098.815436823972,False,-0.49530538758780923,10,1.7850000000000004,112408,0,5,0.5,255.00000000000003,False,0.002114908546901993,10,2.676000000000001,95782,608,0,0.0,11004.623800602956,False,-0.09807554987353762,0.3125,465661,0.0,0.0,9,0,0,4,17,16.09090909090909,20,24,14,121.0,57.0,8,4,14,200,1.0572985179605894,75.46942616219167
32,14,0,0,0,10.000000000000002,20,10.0,17.169120371766198,77,14.064935064935066,17.84375472158195,0,,18.119698164546087,10,18.6,51.000000000000014,20,51.0,1,2.883000000000001,40187,15,10,1.0,321.691203717662,False,0.0984086680058485,66,4.415000000000002,27404,319,0,0.0,3190.0000000000005,False,-0.21054637519396727,0,3.8000000000000007,32810,204,0,0.0,3502.5005558403045,False,-0.3139478278198354,0,0.2,43358,571,64,1.0,10945.568034459744,False,-0.03069289522540297,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,10,6.690000000000001,32947,622,0,0.0,11098.815436823972,False,-0.49924674846297346,5,1.8250000000000002,112542,0,3,0.3,153.00000000000006,False,0.002854013428556163,10,2.766000000000001,95455,615,0,0.0,11143.614371195843,False,-0.10036859796614435,0.2875,462292,0.0,0.0,11,0,0,4,20,18.875,20,24,13,130.0,45.0,9,5,13,500,1.9085419440525584,77.37796810624423
33,13,0,0,0,10.000000000000002,20,10.0,17.390744898273013,103,18.223300970873787,17.84375472158195,0,,18.119698164546087,0,,51.00000000000001,20,51.0,39,3.2720000000000007,40161,16,10,1.0,333.90744898273016,False,0.09786714192936505,54,4.889000000000001,25992,328,0,0.0,3280.0000000000005,False,-0.24776086897340266,0,3.8000000000000007,32392,218,0,0.0,3791.182387823517,False,-0.3193800505406881,0,0.2,41899,650,74,1.0,12624.422033274523,False,-0.04299162283110827,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,6.6800000000000015,32947,622,0,0.0,11098.815436823972,False,-0.49924674846297346,6,1.8800000000000003,112610,0,0,0.0,0.0,False,0.0027783219647723022,11,2.866000000000001,95237,615,0,0.0,11143.614371195843,False,-0.10230986139024807,0.25,458827,0.0,0.0,11,0,0,4,19,18.5,17,21,15,123.0,78.0,7,6,15,592,1.0650821140152402,78.44305022025947
34,15,0,0,0,10.000000000000002,20,10.0,16.96224237533131,28,10.214285714285714,20.81848353541586,50,34.0,18.131267588250626,3,19.0,51.00000000000001,6,51.0,0,3.233000000000001,40147,17,17,1.0,458.3581203806323,False,0.09918000327199845,25,5.085000000000002,25417,337,0,0.0,3370.0000000000005,False,-0.2621893120627229,0,3.8000000000000007,32296,221,0,0.0,3748.6555649482198,False,-0.3217077677814457,0,0.2,43409,665,34,1.0,11987.71961979946,False,-0.01933700280088668,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,6.710000000000003,31175,672,0,0.0,13990.020935799459,False,-0.5034924558983866,0,1.874,112553,0,3,0.3,153.00000000000003,False,0.0029519670875705712,6,2.915000000000001,95167,615,0,0.0,11150.729566774135,False,-0.10290152288208994,0.2875,457753,0.0,0.0,14,0,0,3,8,8.0,21,24,19,141.0,81.0,8,7,19,1996,1.1343766210484318,79.5774268413079
35,19,0,0,0,10.0,20,10.0,16.731658214810786,10,7.0,20.81848353541586,0,,18.159892825096225,7,19.0,51.0,5,51.0,0,3.233000000000001,40057,16,27,1.0,611.7547717998912,False,0.09881788544088281,10,5.160000000000001,25167,348,0,0.0,3480.0,False,-0.26749789018049164,0,3.8000000000000007,32296,221,0,0.0,3697.6964654731837,False,-0.3222135452143519,0,0.2,43339,665,44,1.0,12042.56598840747,False,-0.020182166579912755,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,7,6.777000000000002,30987,672,0,0.0,13990.020935799459,False,-0.5059379207318219,0,1.8740000000000003,112496,0,6,0.3,306.0,False,0.0031256122103688402,5,2.9590000000000005,95027,619,0,0.0,11240.973658734563,False,-0.10374639949627529,0.2875,456958,0.0,0.0,9,0,0,7,6,6.0,21,28,20,143.0,114.0,11,8,20,200,1.2815457330434583,80.85897257435136
36,20,0,0,0,10.0,20,10.0,16.11817769311505,30,8.166666666666666,21.567474977330694,14,34.642857142857146,18.17287109986162,3,19.0,51.00000000000001,12,51.0,0,3.233000000000001,39947,17,37,1.0,766.3725746452569,False,0.09792792005342954,30,5.450000000000001,24452,357,0,0.0,3570.0,False,-0.2857376201235946,0,3.8000000000000007,32296,221,0,0.0,3562.117270178426,False,-0.32355919099809016,0,0.2,43579,685,40,1.0,11903.650718877037,False,-0.01679684460292362,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,6.800000000000002,30430,686,0,0.0,14795.287834448856,False,-0.5079458886633919,0,1.874,112439,0,9,0.3,459.00000000000006,False,0.003299257333167109,12,3.0740000000000003,94772,619,0,0.0,11249.007210814343,False,-0.10598137450883215,0.2875,455504,0.0,0.0,10,0,0,9,11,11.0,19,28,22,198.0,129.0,12,8,22,685,1.3139929430326447,82.172965517384
37,22,0,0,0,10.0,20,10.0,15.849496377736672,38,13.18421052631579,22.636925529087517,24,33.0,18.195987152878743,10,18.6,51.0,9,51.0,0,3.233,40198,12,34,1.0,658.8828768430469,False,0.10329789122645923,25,5.670000000000001,23827,372,0,0.0,3720.0,False,-0.3007105327634552,0,3.8000000000000016,32296,221,0,0.0,3502.7386994798044,False,-0.3241485330658852,0,0.2,43870,713,26,1.0,11889.250981082521,False,-0.011163318765681475,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,10,6.897000000000001,29335,710,0,0.0,16072.217125652136,False,-0.5138844054421209,0,1.8740000000000006,112382,0,12,0.3,612.0,False,0.003472902455965378,9,3.1520000000000006,94484,626,0,0.0,11390.687957702094,False,-0.10791515450986622,0.2875,453981,0.0,0.0,11,0,0,11,12,12.0,19,30,24,186.0,150.0,12,10,24,1293,1.3636411809711717,83.53660669835517
38,24,0,0,0,10.0,20,10.0,16.01659001225903,36,17.75,22.636925529087517,0,,18.22846346820567,7,19.0,51.0,8,51.0,0,3.233000000000001,40627,10,23,1.0,468.3815702819577,False,0.11238370906653357,15,5.795000000000002,23492,384,0,0.0,3840.0,False,-0.3081969890833855,0,3.8000000000000007,31832,237,0,0.0,3795.9318329053904,False,-0.33044909549094437,0,0.2,43695,723,36,1.0,12394.92389791043,False,-0.00961823949510266,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,7,6.957000000000001,29147,710,0,0.0,16072.217125652136,False,-0.5163298702755561,0,1.8740000000000006,112325,0,15,0.3,765.0,False,0.003646547578763647,8,3.2230000000000003,94268,630,0,0.0,11483.931984969573,False,-0.10942344482996332,0.2875,452975,0.0,0.0,10,0,0,16,9,9.0,17,33,17,213.0,114.0,16,8,17,709,1.3719497629790567,84.90855646133423
39,17,0,0,0,10.0,20,10.0,15.818008371040253,10,8.5,22.636925529087517,0,,18.25242892468655,5,19.0,51.0,7,51.0,0,3.233000000000001,40517,11,33,1.0,631.9942762443284,False,0.11161617995051214,10,5.880000000000002,23277,393,0,0.0,3930.0,False,-0.3128249802629788,0,3.8000000000000007,31832,237,0,0.0,3748.86798393654,False,-0.3309162119227372,0,0.2,43610,723,46,1.0,12477.718626600128,False,-0.010483766137323356,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,5,7.000000000000002,29027,710,0,0.0,16072.217125652136,False,-0.5178908052756211,0,1.8740000000000003,112325,0,15,0.0,765.0,False,0.003646547578763647,7,3.2850000000000006,94067,635,0,0.0,11590.29236717596,False,-0.11073976220780446,0.25,452244,0.0,0.0,7,0,0,6,6,6.0,18,24,23,144.0,117.0,8,9,23,200,1.2017595520010218,86.11031601333525
40,23,0,0,0,9.999999999999998,20,10.0,16.404227273992344,23,25.08695652173913,22.636925529087517,0,,18.28215901302268,6,19.0,51.00000000000001,10,51.0,0,3.233000000000001,41014,9,20,1.0,418.0845454798469,False,0.12223456490730188,0,5.870000000000001,23157,405,0,0.0,4049.999999999999,False,-0.31445838891459993,0,3.8000000000000007,31295,255,0,0.0,4183.0779548680475,False,-0.3372662330540917,0,0.2,43570,718,56,1.0,13045.903012355404,False,-0.0056384559188180005,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,6,7.0550000000000015,28868,710,0,0.0,16072.217125652136,False,-0.5199590441507074,0,1.874,112268,0,18,0.3,918.0000000000001,False,0.003820192701561916,10,3.378000000000001,93831,638,0,0.0,11664.01745030847,False,-0.11251305699875115,0.2875,451592,0.0,0.0,12,0,0,14,6,6.0,15,29,25,181.0,126.0,11,12,25,777,1.3358148260158487,87.4461308393511
41,25,0,0,0,9.999999999999998,20,10.0,16.292817227892698,5,9.0,22.636925529087517,0,,18.29767604610299,3,19.0,51.000000000000014,11,51.0,0,3.233,40949,10,25,1.0,507.3204306973174,False,0.1216796944259565,0,5.870000000000001,23067,414,0,0.0,4139.999999999999,False,-0.31568344540331583,0,3.8000000000000007,31295,255,0,0.0,4154.668393112638,False,-0.3375482026211105,0,0.2,43525,713,66,1.0,13110.815768407268,False,-0.005887450935870885,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,7.079000000000002,28796,710,0,0.0,16072.217125652136,False,-0.5208956051507464,0,1.8740000000000003,112211,0,21,0.3,1071.0000000000002,False,0.003993837824360184,11,3.478000000000001,93613,638,0,0.0,11673.917317413707,False,-0.11441024186800434,0.2875,451045,0.0,0.0,8,0,0,15,6,6.0,16,31,20,178.0,137.0,14,11,20,245,1.2544653149670921,88.70059615431819
42,20,0,0,0,9.999999999999998,20,10.0,16.723838422351864,25,21.88,22.636925529087517,0,,18.330018581666852,12,18.666666666666668,51.000000000000014,6,51.0,0,3.233000000000001,41436,6,10,1.0,227.2383842235186,False,0.13112512433266427,0,5.870000000000001,22927,428,0,0.0,4279.999999999999,False,-0.31758908883020714,0,3.8000000000000007,31092,262,0,0.0,4381.645666656188,False,-0.33932503258772667,0,0.2,43181,721,76,1.0,13778.293842726345,False,-0.006091134419215679,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,12,7.1960000000000015,28423,710,0,0.0,16072.217125652136,False,-0.5257475114426152,0,1.874,112154,0,24,0.3,1224.0000000000005,False,0.004167482947158453,6,3.5270000000000015,93361,647,0,0.0,11859.522022338453,False,-0.11582787751189484,0.2875,450163,0.0,0.0,11,0,0,7,6,6.0,17,24,24,163.0,119.0,10,10,24,747,1.1256770829786547,89.82627323729685
43,24,0,0,0,9.999999999999998,20,10.0,16.804407041638644,23,17.82608695652174,22.898959451349842,5,35.0,18.351084628021155,4,19.0,51.000000000000014,8,51.0,3,3.263000000000001,41584,8,10,1.0,248.04407041638643,False,0.13543740057191614,10,5.9700000000000015,22722,436,0,0.0,4359.999999999999,False,-0.32208096262216535,0,3.8000000000000007,31092,262,0,0.0,4402.754644909324,False,-0.33911552251117255,0,0.2,42946,734,81,1.0,14189.250484122102,False,-0.006677149451911498,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,4,7.224000000000001,28152,715,0,0.0,16372.756007715137,False,-0.5273179494015431,0,1.8740000000000003,112154,0,24,0.0,1224.0000000000005,False,0.004167482947158453,8,3.601000000000001,93155,651,0,0.0,11946.556092841773,False,-0.11727476850504112,0.25,449394,0.0,0.0,10,0,0,9,7,6.230769230769231,22,31,27,219.0,120.0,14,10,27,375,1.4791060090065002,91.30537924630335
44,27,0,0,0,9.999999999999998,20,10.0,16.492605365469657,27,13.222222222222221,22.898959451349842,0,,18.352646526431062,8,18.375,51.00000000000002,9,51.0,7,3.330000000000001,41623,8,10,1.0,244.92605365469655,False,0.13645667456584942,10,6.060000000000001,22497,446,0,0.0,4459.999999999999,False,-0.3268450711893937,0,3.8000000000000007,31092,262,0,0.0,4321.06260575305,False,-0.3399263294186529,0,0.2,42589,751,91,1.0,14469.751939540549,False,-0.010979693713990966,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,8,7.300000000000002,27930,715,0,0.0,16372.756007715137,False,-0.5302056791516634,0,1.874,112154,0,24,0.0,1224.0000000000005,False,0.004167482947158453,9,3.6830000000000003,92843,659,0,0.0,12094.39406091807,False,-0.11939485092825308,0.25,448317,0.0,0.0,8,0,0,9,9,8.411764705882353,22,31,24,207.0,159.0,14,13,24,200,1.2517899220110849,92.55716916831443
45,24,0,0,0,10.0,20,10.0,16.233502152827402,10,9.0,23.443278061002996,10,35.0,18.369795798679306,3,19.0,51.00000000000002,9,51.0,0,3.3230000000000004,41593,10,10,1.0,262.335021528274,False,0.1358769365628763,0,6.050000000000002,22417,454,0,0.0,4540.0,False,-0.32793401029047453,0,3.8000000000000016,31092,262,0,0.0,4253.1775640407795,False,-0.3406000996085437,0,0.2,42849,751,91,1.0,14324.698420324652,False,-0.007258288302949225,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,7.322000000000001,27508,725,0,0.0,16996.37659422717,False,-0.53163900390086,0,1.8740000000000006,112154,0,24,0.0,1224.0000000000005,False,0.004167482947158453,9,3.7640000000000007,92635,662,0,0.0,12160.8048187257,False,-0.12095137572029017,0.25,447837,0.0,0.0,12,0,0,7,5,5.0,21,28,19,183.0,159.0,11,13,19,640,1.1810219739563763,93.73819114227081
46,19,0,0,0,10.0,20,10.0,15.928847716774246,10,8.0,23.993378496986406,10,35.0,18.369795798679306,0,,51.00000000000002,7,51.0,0,3.323000000000001,41523,11,15,1.0,348.9327157516137,False,0.13515003832727532,5,6.100000000000001,22272,463,0,0.0,4630.0,False,-0.33065635804317645,0,3.8000000000000007,31092,262,0,0.0,4173.358101794853,False,-0.34139232088259674,0,0.2,43119,751,91,1.0,14145.962078523222,False,-0.0036726871536293796,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,7.319000000000002,27158,735,0,0.0,17635.13319528501,False,-0.5320373245880756,0,1.8740000000000006,112154,0,24,0.0,1224.0000000000005,False,0.004167482947158453,7,3.825,92528,662,0,0.0,12160.8048187257,False,-0.1219041976761576,0.25,447435,0.0,0.0,11,0,0,10,4,4.0,16,26,25,135.0,102.0,10,9,25,590,1.2231705539743416,94.96136169624515
47,25,0,0,0,10.0,20,10.0,16.028157570361348,30,16.833333333333336,23.993378496986406,0,,18.5871050327189,27,19.40740740740741,51.00000000000003,8,51.0,10,3.423000000000001,41673,11,10,1.0,270.2815757036135,False,0.1381629811845427,5,6.145000000000001,22122,473,0,0.0,4730.0,False,-0.33337870579587836,0,3.8000000000000007,31092,262,0,0.0,4199.377283434673,False,-0.3411340762308725,0,0.2,42614,771,101,1.0,14781.040714944225,False,-0.007393843272284793,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,27,7.589000000000001,26122,735,0,0.0,17635.13319528501,False,-0.5455133967553039,0,1.8740000000000003,111797,8,34,1.0,1882.6968402617522,False,0.0039212489993666385,8,3.8980000000000006,92228,671,0,0.0,12471.947476954381,False,-0.12319031738341567,0.375,445237,0.0,0.0,10,0,0,10,11,11.0,18,28,21,179.0,159.0,12,13,21,575,1.284187846002169,96.24554954224732
48,21,0,0,0,10.0,20,10.0,15.604934593118648,15,8.666666666666666,24.251180825109984,5,34.0,18.582822162619863,6,18.5,51.00000000000003,8,51.0,0,3.4130000000000003,41673,10,10,1.0,256.0493459311865,False,0.13796925579085814,5,6.190000000000001,21957,484,0,0.0,4840.0,False,-0.3363732883238505,0,3.8000000000000007,31092,262,0,0.0,4088.492863397086,False,-0.3422346223137832,0,0.2,42654,776,106,1.0,14680.054411721729,False,-0.007602135779008913,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,6,7.622000000000002,25790,740,0,0.0,17945.873810581386,False,-0.5478109589956595,0,1.874,111740,1,44,1.0,2262.582822162621,False,0.005105090126995266,8,3.970000000000001,92037,674,0,0.0,12524.822137605788,False,-0.12465572789539539,0.375,444532,0.0,0.0,12,0,0,12,7,7.0,13,25,23,152.0,89.0,11,10,23,460,1.1647046859725378,97.41025422821986
49,23,0,0,0,10.0,20,10.0,16.203316345382174,27,21.40740740740741,24.72192879651075,8,35.0,18.590283410000126,2,19.0,51.00000000000002,10,51.0,12,3.533000000000001,41873,8,10,1.0,242.03316345382174,False,0.1432231666819184,5,6.235000000000001,21782,496,0,0.0,4960.0,False,-0.3395039882394577,0,3.8000000000000007,30599,279,0,0.0,4520.725260361626,False,-0.3477308567365899,0,0.2,42849,776,108,1.0,15243.741794039728,False,0.0018633681445870945,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,2,7.636000000000003,25462,748,0,0.0,18492.00273979004,False,-0.5485255489952129,0,1.8740000000000003,111740,0,45,0.1,2295.000000000001,False,0.0052494256353630515,10,4.062,91812,676,0,0.0,12567.031585160084,False,-0.12647139047373912,0.2625,443706,0.0,0.0,10,0,0,12,8,7.411764705882353,16,28,23,184.0,109.0,12,11,23,480,1.2839165129698813,98.69417074118974
50,23,0,0,0,10.0,20,10.0,16.619199117151688,21,21.285714285714285,24.72192879651075,0,,18.58743278081794,9,18.555555555555557,51.00000000000002,10,51.0,6,3.581000000000001,42051,9,10,1.0,256.19199117151686,False,0.1482616719458188,5,6.280000000000001,21642,505,0,0.0,5050.0,False,-0.34209021860452454,0,3.8000000000000007,30572,280,0,0.0,4653.375752802473,False,-0.34695023767986904,0,0.2,42429,786,118,1.0,15979.878104069494,False,0.0008325039608302248,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,9,7.724000000000003,25206,748,0,0.0,18492.00273979004,False,-0.5518555436620183,0,1.874,111740,0,45,0.0,2295.000000000001,False,0.0052494256353630515,10,4.152,91480,685,0,0.0,12732.39145486029,False,-0.1286915552598431,0.25,442709,0.0,0.0,10,0,0,12,7,6.4,16,28,15,186.0,165.0,13,10,15,227,1.9105052649974823,100.60467600618722
51,15,0,0,0,10.000000000000002,20,10.0,16.775940810237707,50,17.499999999999996,25.809565433865714,20,34.75,18.607329262994142,5,19.0,51.000000000000014,20,51.0,25,3.825000000000001,42086,10,10,1.0,267.75940810237705,False,0.14937194631669576,15,6.425000000000002,21342,514,0,0.0,5140.000000000001,False,-0.34903220537391444,0,3.8000000000000007,30152,295,0,0.0,4948.902539020123,False,-0.3523542237626286,0,0.2,42669,811,108,1.0,16392.721063960278,False,0.00969411699744214,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,5,7.7650000000000015,24391,768,0,0.0,19821.74625320887,False,-0.5538083805741062,0,1.8740000000000003,112410,0,35,0.5,1785.0000000000005,False,0.008944950043633902,5,4.192000000000001,91422,685,0,0.0,12746.020545150986,False,-0.12914735549541845,0.3125,442061,0.0,0.0,19,0,0,9,8,7.5,16,25,15,141.0,93.0,9,6,15,1660,1.024201638996601,101.62887764518382
