index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,58,0,0,0,10.000000000000002,20,10.0,4.305617262990841,12,2.6666666666666665,35.64690745115691,27,32.592592592592595,43.84898126031769,13,18.0,48.000000000000014,6,48.0,2,0.6700000000000002,48996,276,0,0.0,2760.0000000000005,False,-0.03992681671780603,10,2.4150000000000005,43759,264,0,0.0,2640.0000000000005,False,-0.1408778182233996,0,0.398,82992,0,10,0.5,356.46907451156915,False,0.04152872163267701,0,0.4700000000000001,82881,38,52,1.0,2017.2526434538115,False,0.05053756006871166,0,0.398,106407,17,13,1.0,1176.0341830537977,False,0.008530654081693819,0,0.5240000000000001,106227,0,15,0.0,657.7347189047654,False,0.004391246672187634,0,0.2,136096,0,0,0.0,0.0,False,0.0,6,2.1590000000000007,119776,262,0,0.0,11488.433090203236,False,-0.0777082607490182,0.3125,727134,0.0,0.0,14,0,0,24,8,8.0,24,48,54,389.0,240.0,26,32,54,1314,2.2534598149359226,84.5376519402489
27,54,0,0,0,10.000000000000002,20,10.0,4.370704059415749,5,6.0,35.64690745115691,0,,44.69057537783405,15,50.666666666666664,48.00000000000002,8,48.0,1,0.6780000000000002,48903,284,0,0.0,2840.0000000000005,False,-0.040936898477254104,4,2.4450000000000007,43567,276,0,0.0,2760.0000000000005,False,-0.14339349354881745,0,0.398,82992,0,10,0.0,356.46907451156915,False,0.04152872163267701,0,0.4700000000000001,82851,33,62,1.0,2354.341495932448,False,0.052272531719966805,0,0.398,106667,7,18,1.0,1053.9587089591114,False,0.010406064233005503,0,0.5240000000000001,106727,0,5,0.0,223.45287688917026,False,0.007057464779381544,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,2.2330000000000005,118887,277,0,0.0,12379.289379660033,False,-0.08096751785629247,0.25,726690,0.0,0.0,14,0,0,26,6,6.0,24,50,56,397.0,196.0,26,28,56,960,2.4394328454509377,86.97708478569984
28,56,0,0,0,10.000000000000002,20,10.0,4.36076289599447,6,4.166666666666667,34.840896354917824,5,16.0,44.21122911294597,2,18.0,48.00000000000002,10,48.0,1,0.687,48780,295,0,0.0,2950.0000000000005,False,-0.04223285243277239,5,2.491000000000001,43377,285,0,0.0,2850.0000000000005,False,-0.14615692477749614,0,0.398,83062,0,6,0.1,209.04537812950696,False,0.04148223869893489,0,0.4700000000000001,82836,28,72,1.0,2630.645898641929,False,0.05381474878304112,0,0.398,106703,0,23,0.7,1016.8582695977574,False,0.010570545148448265,0,0.5240000000000001,106647,0,10,0.5,442.1122911294597,False,0.0073339253988568736,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,2.3250000000000006,118688,279,0,0.0,12334.932922511925,False,-0.08259268118639815,0.2875,726189,0.0,0.0,12,0,0,19,6,6.0,19,38,49,317.0,180.0,19,37,49,316,2.1474855858832598,89.1245703715831
29,49,0,0,0,10.000000000000002,20,10.0,4.775591071000594,40,5.925,34.019510352562236,5,16.0,44.21122911294597,0,,48.00000000000002,7,48.0,19,0.8760000000000001,48373,301,0,0.0,3010.0000000000005,False,-0.04941777362733701,21,2.696000000000001,42685,299,0,0.0,2990.0000000000005,False,-0.1580110918412075,0,0.398,83012,10,11,1.0,421.97052458819053,False,0.04218931127174714,0,0.4700000000000001,82729,38,82,1.0,2971.072309608126,False,0.05460635853938522,0,0.398,106703,0,23,0.0,1016.8582695977574,False,0.010570545148448265,0,0.5240000000000001,106567,0,15,0.5,663.1684366941896,False,0.00762168176404087,0,0.2,136096,0,0,0.0,0.0,False,0.0,7,2.3850000000000007,118581,279,0,0.0,12334.932922511925,False,-0.08337889092070334,0.3125,724746,0.0,0.0,13,0,0,22,9,9.0,19,41,45,325.0,173.0,21,28,45,280,2.229676738381386,91.35424710996449
30,45,0,0,0,10.000000000000002,20,10.0,4.636302886599196,14,3.2857142857142856,34.57303154854493,5,46.0,43.528253219522796,16,39.25,48.00000000000002,5,48.0,0,0.8570000000000002,48253,313,0,0.0,3130.0000000000005,False,-0.05056126241161785,14,2.8150000000000013,42263,307,0,0.0,3070.0000000000005,False,-0.16529130376779555,0,0.398,83000,7,21,1.0,758.487782725638,False,0.044146115302462166,0,0.4700000000000001,82925,35,87,1.0,3170.1243457543806,False,0.05830718777866099,0,0.398,106581,0,22,0.5,957.6215708295015,False,0.009141396789657395,0,0.5240000000000001,107087,0,5,0.0,217.641266097614,False,0.010423420049475001,0,0.2,136096,0,0,0.0,0.0,False,0.0,5,2.428000000000001,117889,295,0,0.0,12840.834699759225,False,-0.08660491601605032,0.3125,724094,0.0,0.0,13,0,0,19,7,7.0,18,37,47,262.0,139.0,16,29,47,1058,2.100396392866969,93.45464350283146
31,47,0,0,0,10.000000000000002,20,10.0,4.573558914471367,13,3.923076923076923,34.04562439292829,30,32.33333333333333,44.507122217468364,15,51.333333333333336,48.00000000000002,9,48.0,0,0.8570000000000002,48193,319,0,0.0,3190.0000000000005,False,-0.05113300680375826,13,2.931000000000001,41829,321,0,0.0,3210.0000000000005,False,-0.1722284690590993,0,0.398,83485,4,16,1.0,563.0242259447381,False,0.048995818781430736,0,0.4700000000000001,83359,31,82,1.0,2933.5215265687325,False,0.062260635200295185,0,0.398,106321,5,27,1.0,1371.9204218362875,False,0.008643229436498664,5,0.5740000000000001,106942,5,10,1.0,615.2993441393251,False,0.010930810369211608,0,0.2,136096,0,0,0.0,0.0,False,0.0,9,2.513000000000001,116969,310,0,0.0,13797.207887415192,False,-0.08985125247099403,0.5,723194,0.0,0.0,18,0,0,17,8,8.0,25,42,57,281.0,169.0,20,27,57,1690,2.097621576860547,95.552265079692
32,57,0,0,0,10.000000000000002,20,10.0,4.693262689781167,3,10.0,34.46157285323655,5,44.0,44.79712874309975,6,50.0,48.00000000000002,11,48.0,1,0.8670000000000002,48090,328,0,0.0,3280.0000000000005,False,-0.052238379295229745,2,2.9380000000000006,41693,332,0,0.0,3320.0000000000005,False,-0.17377217891787844,0,0.398,83465,0,22,0.6,758.154602771204,False,0.049967156327618015,0,0.4700000000000001,83569,22,87,1.0,3101.408617406765,False,0.06594164736523382,0,0.398,106621,0,26,0.5,1164.7253473205935,False,0.010494511015744215,0,0.5690000000000002,106722,0,20,1.0,895.9425748619949,False,0.010179765175143667,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,2.6140000000000008,116460,316,0,0.0,14155.89268281952,False,-0.09227349561037977,0.3875,722716,0.0,0.0,13,0,0,28,6,6.0,30,58,50,517.0,230.0,33,24,50,720,3.4365267734974623,98.98879185318947
33,50,0,0,0,10.000000000000002,20,10.0,4.445346919160956,12,1.9166666666666667,34.08248682735308,10,30.0,44.79712874309975,0,,48.00000000000002,11,48.0,1,0.8760000000000001,47997,336,0,0.0,3360.0000000000005,False,-0.05324846105467782,11,3.046000000000001,41295,344,0,0.0,3440.0000000000005,False,-0.1802138324026605,0,0.398,83526,0,27,1.0,920.2271443385332,False,0.05174585583902209,0,0.4700000000000001,83785,14,92,1.0,3197.823644984737,False,0.06925027954131757,0,0.398,106541,0,31,0.5,1388.710991036092,False,0.010796074045791727,0,0.5690000000000002,106502,0,25,0.5,1119.9282185774937,False,0.00916169393240406,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,2.713000000000001,116244,316,0,0.0,14155.89268281952,False,-0.0938606105880426,0.375,721986,0.0,0.0,14,0,0,22,10,10.0,21,43,48,352.0,221.0,24,26,48,500,2.234602968208492,101.22339482139796
34,48,0,0,0,10.000000000000002,20,10.0,4.243729353892415,18,2.888888888888889,33.26739936125035,5,16.0,45.79861167133428,22,50.45454545454545,48.000000000000014,7,48.0,2,0.8950000000000002,47900,343,0,0.0,3430.0000000000005,False,-0.054430066131768026,16,3.1950000000000007,40743,357,0,0.0,3570.0000000000005,False,-0.18949514970174,0,0.398,83590,0,29,0.7,964.7545814762601,False,0.05282612381018027,0,0.4700000000000001,83749,15,102,1.0,3456.9306751559216,False,0.07042183657146743,0,0.398,106891,0,24,0.0,1099.1666801120227,False,0.012730543312809952,0,0.5690000000000002,107182,0,15,0.5,686.9791750700142,False,0.01353086612814596,0,0.2,136096,0,0,0.0,0.0,False,0.0,7,2.7720000000000007,115043,338,0,0.0,15479.930744910986,False,-0.09782091044222097,0.275,721194,0.0,0.0,14,0,0,20,8,8.0,25,45,59,312.0,223.0,19,29,59,1390,2.288819393143058,103.51221421454102
35,59,0,0,0,10.0,20,10.0,4.219191951967227,14,4.0,33.26739936125035,0,,46.16385659295418,7,52.0,48.00000000000002,12,48.0,1,0.903,47737,358,0,0.0,3580.0,False,-0.056107183015379924,13,3.3090000000000006,40384,362,0,0.0,3620.0,False,-0.19586057060090337,0,0.398,83590,0,29,0.0,964.7545814762601,False,0.05282612381018027,0,0.4700000000000001,83693,19,112,1.0,3806.1133755474166,False,0.07190693876040918,0,0.398,107255,0,17,0.0,784.7855620802211,False,0.014679920643228461,0,0.5690000000000002,107182,0,15,0.0,692.4578488943127,False,0.013556687005817337,0,0.2,136096,0,0,0.0,0.0,False,0.0,12,2.8850000000000007,114423,345,0,0.0,15926.530524569192,False,-0.10073576547227991,0.125,720360,0.0,0.0,11,0,0,16,11,11.0,29,45,48,346.0,211.0,22,37,48,564,2.454569060355425,105.96678327489644
36,48,0,0,0,10.0,20,10.0,4.502499652038936,17,6.588235294117647,33.125835279548305,9,31.555555555555557,46.33516517455618,5,50.0,48.00000000000002,13,48.0,10,1.0020000000000002,47469,370,0,0.0,3700.0,False,-0.06007127746755351,7,3.366,40154,370,0,0.0,3700.0,False,-0.1994816184177927,0,0.398,83724,4,34,1.0,1144.288398112798,False,0.05562832417983326,0,0.4700000000000001,83731,12,118,1.0,3962.8785588111673,False,0.07336438098787273,0,0.398,107221,0,21,0.9,973.0384686656798,False,0.015246670132272959,0,0.5690000000000002,107182,0,15,0.0,695.0274776183427,False,0.013568797613433575,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,3.003000000000001,113885,350,0,0.0,16217.307811094663,False,-0.10362057734579028,0.3625,719462,0.0,0.0,14,0,0,23,10,10.0,17,40,52,251.0,205.0,17,31,52,734,2.4467810122296214,108.41356428712606
37,52,0,0,0,10.0,20,10.0,4.381844568829522,9,2.6666666666666665,32.33916860263815,9,23.77777777777778,46.602957198712446,5,52.0,48.00000000000002,13,48.0,0,0.9920000000000002,47369,380,0,0.0,3800.0,False,-0.06102418478778754,9,3.4490000000000007,39851,380,0,0.0,3800.0,False,-0.2043033294581769,0,0.398,83772,0,36,0.6,1164.2100696949735,False,0.05635415927627272,0,0.4700000000000001,83873,9,123,1.0,4017.1543392439585,False,0.07548247012825875,0,0.398,107157,0,25,0.4,1165.0739299678112,False,0.015548467951587446,0,0.5690000000000002,107292,0,15,0.5,699.0443579806866,False,0.014624584588465873,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,3.1200000000000006,113331,355,0,0.0,16544.04980554292,False,-0.1064908233690082,0.3125,718741,0.0,0.0,16,0,0,23,12,12.0,22,45,46,345.0,193.0,22,30,46,674,2.5365386810153723,110.95010296814144
38,46,0,0,0,10.0,20,10.0,4.7417527353770605,13,8.153846153846153,30.801412298613023,10,16.0,46.602957198712446,0,,48.00000000000002,8,48.0,10,1.0920000000000003,47131,389,0,0.0,3890.0,False,-0.06470240704389091,3,3.4700000000000006,39687,391,0,0.0,3910.0,False,-0.2063806674162871,0,0.398,83842,0,32,0.1,985.6451935556167,False,0.05611268811553351,0,0.4700000000000001,83857,11,128,1.0,3994.7400543116146,False,0.07514175904971328,0,0.398,107157,0,25,0.0,1165.0739299678112,False,0.015548467951587446,0,0.5690000000000002,107132,0,25,1.0,1165.0739299678112,False,0.015312818974304008,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,3.1870000000000007,113196,355,0,0.0,16544.04980554292,False,-0.10748277023004747,0.2625,718098,0.0,0.0,12,0,0,14,8,8.0,25,39,55,279.0,204.0,17,29,55,360,2.2093296721577644,113.1594326402992
39,55,0,0,0,10.0,20,10.0,4.826140331108713,2,10.0,31.457223371046844,5,44.0,46.77248322619192,5,50.0,48.000000000000014,10,48.0,2,1.1020000000000003,47004,399,0,0.0,3990.0,False,-0.06616988431705133,0,3.4670000000000005,39587,401,0,0.0,4010.0,False,-0.20733357473652111,0,0.398,83832,0,33,0.1,1038.088371244546,False,0.056315828707669935,0,0.4700000000000001,84067,2,133,1.0,4193.4629890114475,False,0.07901584760319745,0,0.398,106937,0,30,0.5,1403.1744967857576,False,0.01459692005271829,0,0.5690000000000002,107382,0,20,0.0,935.4496645238385,False,0.016587094280911607,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,3.2790000000000012,112770,360,0,0.0,16838.09396142909,False,-0.10953263151955574,0.2,717675,0.0,0.0,12,0,0,18,6,6.0,26,44,55,358.0,198.0,22,33,55,670,2.2106848396360874,115.37011747993529
40,55,0,0,0,9.999999999999998,20,10.0,4.896281159920184,18,5.333333333333333,31.312319991868055,10,30.0,47.04711519133591,5,52.0,48.000000000000014,4,48.0,9,1.1900000000000002,46728,414,0,0.0,4139.999999999999,False,-0.07000057174439214,9,3.557000000000001,39327,406,0,0.0,4059.999999999999,False,-0.2118122391416211,0,0.398,83739,5,43,1.0,1370.9111654499272,False,0.057235148930860784,0,0.4700000000000001,84364,0,128,0.5,4007.976958959111,False,0.0815737280471805,0,0.398,107197,0,25,0.0,1176.1778797833979,False,0.015977839003597945,0,0.5690000000000002,107082,0,30,1.0,1411.4134557400773,False,0.016002514165991532,0,0.2,136096,0,0,0.0,0.0,False,0.0,4,3.309000000000001,112467,365,0,0.0,17172.19704483761,False,-0.11053154741933044,0.3125,717000,0.0,0.0,15,0,0,20,5,5.0,27,47,52,347.0,213.0,23,32,52,760,2.108442133292556,117.47855961322784
41,52,0,0,0,9.999999999999998,20,10.0,5.347675701320085,55,6.3090909090909095,33.78953404882055,20,45.0,47.46035558931289,10,51.0,48.00000000000001,10,48.0,24,1.421,46292,424,0,0.0,4239.999999999999,False,-0.07735701625659888,31,3.8580000000000005,38384,416,0,0.0,4159.999999999999,False,-0.22883116388100094,0,0.398,84098,43,38,1.0,1513.9523490119445,False,0.06262649553567719,0,0.4700000000000001,84558,0,130,0.7,4392.639426346672,False,0.08641169776308429,0,0.398,107007,0,30,1.0,1423.8106676793866,False,0.015353995040434457,0,0.5690000000000002,106882,0,35,1.0,1661.112445625951,False,0.01529414857963023,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,3.4050000000000007,111771,375,0,0.0,17797.633345992333,False,-0.11334780836324236,0.4625,715088,0.0,0.0,19,0,0,18,11,11.0,24,42,56,280.0,190.0,19,33,56,1610,2.4237787313759327,119.90233834460378
42,56,0,0,0,9.999999999999998,20,10.0,5.300520381597426,11,4.636363636363637,32.93801623828963,5,16.0,47.82872230040801,10,51.0,48.000000000000014,14,48.0,2,1.4170000000000003,46165,434,0,0.0,4339.999999999999,False,-0.0788244935297593,9,3.9170000000000007,38082,426,0,0.0,4259.999999999999,False,-0.23363381677498046,0,0.398,84166,36,43,1.0,1607.1534319839614,False,0.06406162140897109,0,0.4700000000000001,84519,0,138,0.8,4545.446240883968,False,0.08688009517922685,0,0.398,107257,0,25,0.0,1195.7180575102002,False,0.01663548900702333,0,0.5690000000000002,107062,0,35,0.5,1674.0052805142805,False,0.017051584883185394,0,0.2,136096,0,0,0.0,0.0,False,0.0,14,3.5350000000000015,110932,385,0,0.0,18414.058085657085,False,-0.11724790557526645,0.2875,714279,0.0,0.0,15,0,0,21,13,13.0,25,46,46,329.0,194.0,21,35,46,790,2.4191362150013447,122.32147455960512
43,46,0,0,0,9.999999999999998,20,10.0,5.205222981117879,6,2.8333333333333335,32.422629101678595,20,30.0,48.14966018437229,15,50.0,48.00000000000001,11,48.0,1,1.4250000000000003,46052,444,0,0.0,4439.999999999999,False,-0.08002515675325418,5,3.958000000000001,37870,436,0,0.0,4359.999999999999,False,-0.23672123649253873,0,0.398,84763,27,33,1.0,1210.4877808455765,False,0.06905407231225473,0,0.4700000000000001,84505,0,143,0.5,4636.435961540039,False,0.08727450072344549,0,0.398,107507,0,20,0.0,962.9932036874458,False,0.017895151304022305,0,0.5690000000000002,106962,10,35,1.0,2009.464397469816,False,0.017690000930671253,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,3.631000000000001,109962,400,0,0.0,19259.864073748915,False,-0.12126784007704523,0.3125,713717,0.0,0.0,16,0,0,26,10,10.0,17,43,44,300.0,168.0,22,24,44,1550,2.450456967577338,124.77193152718246
44,44,0,0,0,9.999999999999998,20,10.0,5.079635425362001,7,2.5714285714285716,33.05348443664257,5,46.0,48.245698824752004,5,50.0,48.00000000000001,10,48.0,1,1.4340000000000002,45899,458,0,0.0,4579.999999999999,False,-0.08160698290484268,6,4.013,37672,442,0,0.0,4419.999999999999,False,-0.2399230050885251,0,0.398,84749,22,43,1.0,1533.0518101335945,False,0.07089846350923931,0,0.4700000000000001,84731,0,140,0.2,4627.48782112996,False,0.0900486376457658,0,0.398,107507,0,20,0.0,964.9139764950401,False,0.01790420386697633,0,0.5690000000000002,106982,5,40,1.0,2095.095375173293,False,0.01828209715889004,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,3.7200000000000015,109526,405,0,0.0,19539.508024024562,False,-0.12344408349979216,0.275,713162,0.0,0.0,15,0,0,25,9,9.0,20,45,41,349.0,163.0,24,20,41,680,2.5530317714437842,127.32496329862624
45,41,0,0,0,10.0,20,10.0,5.096936012065066,28,5.178571428571429,33.516425760873574,10,38.0,48.245698824752004,0,,48.00000000000001,11,48.0,12,1.5530000000000004,45592,471,0,0.0,4710.0,False,-0.0862190543347754,16,4.167000000000001,37186,449,0,0.0,4490.0,False,-0.24851822911703608,0,0.398,84724,22,53,1.0,1888.5031575917308,False,0.0728110248553093,0,0.4700000000000001,84991,8,140,1.0,4733.075094618821,False,0.09396570675619778,0,0.398,107127,0,30,1.0,1447.37096474256,False,0.01659614932954358,0,0.5690000000000002,106982,0,45,0.5,2171.05644711384,False,0.018640100137212907,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,3.8200000000000003,109305,405,0,0.0,19539.508024024562,False,-0.12506793725008605,0.4375,712003,0.0,0.0,14,0,0,18,13,13.0,23,41,43,304.0,186.0,19,22,43,580,2.070285494439304,129.39524879306555
46,43,0,0,0,10.0,20,10.0,5.013387583441729,3,1.0,34.503907342305446,10,44.0,48.450404937427926,5,52.0,48.0,10,48.0,0,1.5410000000000004,45512,479,0,0.0,4790.0,False,-0.08698138019096263,3,4.181000000000001,37000,461,0,0.0,4610.0,False,-0.25091955556402584,0,0.398,84724,12,63,1.0,2233.906813566544,False,0.07497374466881147,0,0.4700000000000001,85428,1,140,1.0,4835.560415506204,False,0.10007989841151488,0,0.398,106947,0,35,1.0,1695.7641728099775,False,0.016070148802007654,0,0.5690000000000002,106982,0,45,0.0,2180.2682221842565,False,0.01868351504469917,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,3.9090000000000007,108862,410,0,0.0,19864.66602434545,False,-0.1271284019209035,0.375,711551,0.0,0.0,14,0,0,23,7,7.0,19,42,43,291.0,193.0,19,24,43,900,3.3368223756551743,132.73207116872072
47,43,0,0,0,10.0,20,10.0,4.983301990563994,1,1.0,34.976122904462926,5,44.0,44.75557166163681,33,35.515151515151516,48.0,11,48.0,0,1.5410000000000001,45422,488,0,0.0,4880.0,False,-0.08783899677917326,1,4.188000000000001,36868,472,0,0.0,4720.0,False,-0.2523870328371863,0,0.398,84723,3,73,1.0,2568.206877997485,False,0.07705441729905511,0,0.4700000000000001,85648,0,136,0.1,4756.752715006958,False,0.10234147766553313,0,0.398,107323,0,23,0.0,1029.3781482176466,False,0.016473645716927405,0,0.5690000000000002,107558,0,29,0.5,1297.9115781874675,False,0.019954338666167675,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,4.009,107479,443,0,0.0,19826.718246105105,False,-0.13742976191032397,0.2,711117,0.0,0.0,18,0,0,21,6,6.0,24,45,48,318.0,178.0,21,22,48,1592,2.274144284427166,135.0062154531479
48,48,0,0,0,10.0,20,10.0,4.597157128116323,14,1.2857142857142858,34.88580780840678,16,34.375,41.28990865697544,15,17.266666666666666,48.0,10,48.0,0,1.5410000000000004,45292,501,0,0.0,5010.0,False,-0.0890777762954775,14,4.327000000000002,36452,479,0,0.0,4790.0,False,-0.2596481866173696,0,0.398,84925,7,78,1.0,2753.273108952543,False,0.08074281256388242,0,0.4700000000000001,85978,0,125,0.0,4360.725976050848,False,0.10399432699708756,0,0.398,107480,0,14,0.0,578.0587211976562,False,0.01582646206615917,0,0.5690000000000002,107110,6,33,1.0,1571.8818325306304,False,0.017022725198089523,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,4.098000000000001,107033,458,0,0.0,18910.778164894753,False,-0.14407191186774498,0.25,710366,0.0,0.0,16,0,0,23,9,9.0,23,46,54,413.0,184.0,26,22,54,1009,2.1653293753042817,137.17154482845217
49,54,0,0,0,10.0,20,10.0,4.537285415077827,6,3.3333333333333335,34.50941223619685,8,30.0,37.64530685412569,19,17.105263157894736,47.99999999999999,10,48.0,1,1.5510000000000002,45159,513,0,0.0,5130.0,False,-0.09046902098301919,5,4.363000000000001,36267,487,0,0.0,4870.0,False,-0.2624116178460483,0,0.398,85165,0,77,0.7,2657.2247421871575,False,0.08314689772702155,0,0.4700000000000001,85958,0,131,0.6,4520.733002941787,False,0.10474574224798879,0,0.398,107375,0,13,0.8,489.388989103634,False,0.014418837727889705,0,0.5690000000000002,107300,0,29,0.6,1091.713898769645,False,0.01655063577514204,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,4.188000000000001,106518,477,0,0.0,17956.811369417956,False,-0.1513607623684092,0.33749999999999997,709838,0.0,0.0,15,0,0,25,8,8.0,26,51,47,472.0,167.0,28,26,47,765,2.355469430796802,139.52701425924897
50,47,0,0,0,10.0,20,10.0,4.2800557500535135,19,2.736842105263158,35.09292955780752,5,46.0,31.760849927917032,43,16.232558139534884,47.99999999999999,10,48.0,1,1.5600000000000003,45056,522,0,0.0,5220.0,False,-0.09157439347449067,18,4.538000000000001,35673,498,0,0.0,4980.0,False,-0.2726839587581712,0,0.398,85395,0,72,0.0,2526.6909281621415,False,0.08520982623389019,0,0.4700000000000001,85906,9,141,1.0,4986.623569401342,False,0.10701169364966896,12,0.518,107004,0,5,0.5,158.80424963958515,False,0.009363767789799199,0,0.5690000000000002,107599,0,11,0.0,349.36934920708734,False,0.015870342865524974,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,4.278000000000001,105636,520,0,0.0,16515.641962516856,False,-0.16313616137683382,0.1875,708365,0.0,0.0,15,0,0,23,12,11.333333333333332,20,43,64,300.0,167.0,19,28,64,804,2.1272828113287687,141.65429707057774
51,64,0,0,0,10.000000000000002,20,10.0,4.2488319215945065,11,3.909090909090909,35.99615780672407,10,44.0,31.116779255109254,6,16.0,47.99999999999999,11,48.0,2,1.579,44939,531,0,0.0,5310.000000000001,False,-0.09294658001562768,9,4.61,35353,509,0,0.0,5090.000000000001,False,-0.2777343675554116,0,0.398,85825,0,63,0.1,2267.7579418236164,False,0.08897336352483048,0,0.4700000000000001,85873,9,151,1.0,5473.659316109685,False,0.10964797828605766,1,0.516,106839,0,5,0.5,155.58389627554627,False,0.007793307080193946,0,0.5690000000000002,107379,0,16,0.5,497.86846808174806,False,0.014496505175236842,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,4.378000000000001,105333,526,0,0.0,16367.425888187468,False,-0.16590705866378344,0.2625,707637,0.0,0.0,13,0,0,32,11,10.166666666666668,21,53,59,459.0,209.0,31,33,59,640,2.555132203735411,144.20942927431315
52,59,0,0,0,10.000000000000002,20,10.0,4.204226543913774,11,3.727272727272727,33.971278718551446,10,16.0,29.473793622439157,15,15.0,47.999999999999986,10,48.0,2,1.5970000000000004,44772,545,0,0.0,5450.000000000001,False,-0.0947952202168817,9,4.691000000000002,35081,515,0,0.0,5150.000000000001,False,-0.2823464389853443,0,0.398,85965,0,56,0.3,1902.391608238881,False,0.08843884844991415,0,0.4700000000000001,85852,7,161,1.0,5498.80545949418,False,0.10954244909143047,0,0.5150000000000001,106759,0,10,0.5,294.73793622439155,False,0.007695060496862951,0,0.5690000000000002,107524,0,6,0.5,176.84276173463493,False,0.014350281655833,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,4.4670000000000005,104914,541,0,0.0,15945.322349739583,False,-0.17053652440284953,0.2875,706963,0.0,0.0,14,0,0,20,12,12.0,26,46,52,370.0,219.0,24,35,52,585,2.1729631600901484,146.3823924344033
53,52,0,0,0,10.000000000000002,20,10.0,3.9970982679772673,8,1.0,35.4194399715281,15,44.0,27.761817797223475,18,15.166666666666666,47.999999999999986,10,48.0,0,1.5950000000000002,44702,552,0,0.0,5520.000000000001,False,-0.09546225534104553,8,4.7620000000000005,34760,528,0,0.0,5280.000000000001,False,-0.28722532446494253,0,0.398,86185,0,51,0.0,1806.3914385479331,False,0.09059277831134276,0,0.4700000000000001,86284,5,161,1.0,5722.515326755911,False,0.11635306513609779,8,0.5950000000000001,106477,0,5,0.5,138.8090889861174,False,0.0043020505654920585,0,0.5690000000000002,107084,0,16,1.0,444.1890847555756,False,0.011462857407651884,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,4.557000000000001,104450,559,0,0.0,15518.856148647923,False,-0.17551266698268894,0.3125,706038,0.0,0.0,13,0,0,20,11,10.09090909090909,19,39,51,332.0,192.0,22,30,51,860,2.1036218320950866,148.4860142664984
