index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,24,0,0,0,10.000000000000002,20,10.0,24.11986100766593,0,,26.70089356764445,5,40.0,39.06916601320372,10,19.0,41.0,14,41.0,0,0.5150000000000001,26747,13,35,1.0,974.1951352683075,False,0.18095908970270824,0,1.379,19851,248,0,0.0,2480.0000000000005,False,-0.08542561033779975,0,0.2,35808,10,95,1.0,2777.7834990028823,False,0.052752150949578,0,0.974,27646,157,0,0.0,3786.818178203551,False,-0.16397110097920423,0,0.2,48749,0,5,0.0,195.3458300660186,False,0.01381608756632296,0,0.7490000000000001,48782,4,17,1.0,770.979396495041,False,0.02047466217487222,0,0.6860000000000002,57802,0,19,1.0,779.0,False,-0.00906784279000068,14,2.4370000000000003,48701,161,0,0.0,6290.135728125799,False,-0.11712301845816195,0.5,314086,0.0,0.0,10,0,0,11,6,6.0,14,25,29,112.0,86.0,9,15,29,590,1.2922669276595116,42.03107415884733
26,29,0,0,0,10.000000000000002,20,10.0,24.698981492304753,11,34.0,25.55772921595631,15,19.333333333333332,39.06916601320372,0,,41.0,20,41.0,0,0.5150000000000001,27031,12,34,1.0,959.7653707383616,False,0.19296139306054302,0,1.3790000000000002,19741,259,0,0.0,2590.0000000000005,False,-0.08781058930662157,0,0.2,36078,0,95,1.0,2427.9842755158497,False,0.05544369676387295,5,1.0240000000000002,27137,168,0,0.0,4149.428890707199,False,-0.17324556518400366,0,0.2,48749,0,5,0.0,195.3458300660186,False,0.01381608756632296,0,0.7490000000000001,48492,9,27,1.0,1284.8870453001073,False,0.01978878650609265,0,0.6860000000000002,58130,0,11,0.0,451.0,False,-0.006275117498807983,12,2.5430000000000006,48499,161,0,0.0,6290.135728125799,False,-0.1205628386338993,0.375,313857,0.0,0.0,15,0,0,13,5,5.0,18,31,33,179.0,88.0,15,14,33,1172,1.6550825629383326,43.686156721785665
27,33,0,0,0,10.000000000000002,20,10.0,24.698981492304753,0,,26.342584755219434,5,40.0,37.769562441047334,8,19.0,41.0,20,41.0,0,0.5150000000000001,26961,9,44,1.0,1176.755185661409,False,0.19463065750967887,0,1.3790000000000002,19611,272,0,0.0,2720.0000000000005,False,-0.09062920081522917,0,0.2,36278,0,90,0.0,2370.832627969749,False,0.06029537016344141,0,1.0190000000000001,27137,168,0,0.0,4149.428890707199,False,-0.17324556518400366,0,0.2,48749,0,5,0.0,188.84781220523666,False,0.01374865416040797,0,0.7490000000000001,48444,4,29,1.0,1200.6876498112504,False,0.017918761024171916,2,0.7060000000000002,58563,0,0,0.0,0.0,False,-0.002741638852939173,7,2.601000000000001,48261,169,0,0.0,6383.056052536999,False,-0.12382453466609057,0.25,314004,0.0,0.0,14,0,0,14,5,4.333333333333333,20,34,35,244.0,120.0,18,15,35,921,1.6516971047967672,45.33785382658243
28,35,0,0,0,10.000000000000002,20,10.0,24.71013804417631,41,24.75609756097561,24.220014557585046,8,2.25,36.079803937483746,11,19.0,41.0,13,41.0,0,0.5150000000000001,27522,7,35,1.0,934.8548315461709,False,0.21371264974515794,22,1.5990000000000002,19403,284,0,0.0,2840.0000000000005,False,-0.0970469624040588,0,0.2,35904,12,100,1.0,2718.5231122886203,False,0.054630559424456146,8,1.0990000000000002,26246,187,0,0.0,4620.7958142609705,False,-0.1917924346324828,0,0.2,48749,0,5,0.0,180.39901968741873,False,0.01366097652277269,0,0.7490000000000001,48635,2,28,1.0,1058.674539364715,False,0.020409233301142714,0,0.7040000000000002,58468,0,5,0.5,205.0,False,-0.0026139227573053606,13,2.724000000000001,47907,175,0,0.0,6313.965689059655,False,-0.13044099781128965,0.4375,312834,0.0,0.0,12,0,0,13,9,9.0,23,36,35,263.0,120.0,20,15,35,1050,1.7113426849246025,47.049196511507034
29,35,0,0,0,10.000000000000002,20,10.0,24.510775121624526,15,22.0,24.220014557585046,0,,36.92073869732773,6,52.333333333333336,41.00000000000001,20,41.0,0,0.5150000000000001,27736,5,34,1.0,883.3663541352339,False,0.22187603213510335,4,1.6170000000000004,19235,296,0,0.0,2960.0000000000005,False,-0.10173019383374528,0,0.2,35634,15,110,1.0,3031.863228158723,False,0.05142307797467976,0,1.0910000000000002,26186,189,0,0.0,4632.536497987036,False,-0.19332442054188667,0,0.2,48749,0,5,0.0,184.60369348663863,False,0.013704610671080327,0,0.7490000000000001,48949,0,24,0.2,886.0977287358655,False,0.02513540325788038,7,0.7740000000000002,58375,0,4,0.4,164.00000000000003,False,-0.004546693004563722,8,2.791000000000001,47693,177,0,0.0,6534.970749427008,False,-0.13220343684501215,0.325,312557,0.0,0.0,15,0,0,17,8,8.0,19,36,30,247.0,139.0,18,17,30,1013,1.730346005409956,48.77954251691699
30,30,0,0,0,10.000000000000002,20,10.0,23.36312989653291,43,18.46511627906977,24.220014557585046,0,,34.58506690211575,15,18.333333333333332,41.00000000000001,20,41.0,0,0.5150000000000001,27998,4,27,1.0,670.8045072063886,False,0.2286285180002253,26,1.8730000000000007,19021,307,0,0.0,3070.0000000000005,False,-0.10862495121633928,0,0.2,34840,48,120,1.0,4027.831981943785,False,0.04304519828409404,0,1.0910000000000002,26186,189,0,0.0,4415.63155044472,False,-0.19639385913388732,0,0.2,48749,0,5,0.0,172.92533451057875,False,0.0135834180954171,0,0.7490000000000001,49224,0,9,0.0,311.2656021190417,False,0.024877707001920348,7,0.8370000000000002,58180,5,10,1.0,582.9253345105788,False,-0.004300410951990816,9,2.8730000000000007,47575,177,0,0.0,6121.556841674487,False,-0.1377328107615754,0.375,311773,0.0,0.0,14,0,0,11,7,6.666666666666666,17,28,26,203.0,89.0,14,16,26,950,1.4875359255820513,50.26707844249904
31,26,0,0,0,10.000000000000002,20,10.0,23.22359194820784,2,9.0,25.01448087743252,5,38.0,34.58506690211575,0,,41.00000000000001,20,41.0,0,0.5150000000000001,27918,2,37,1.0,879.27290208369,False,0.22967939165872453,2,1.8670000000000002,18877,319,0,0.0,3190.0000000000005,False,-0.11226746455053987,0,0.2,35012,40,125,1.0,4055.7537876073784,False,0.048308292355692645,0,1.0910000000000002,26186,189,0,0.0,4389.258878211282,False,-0.1967670608466408,0,0.2,48749,0,5,0.0,172.92533451057875,False,0.0135834180954171,0,0.7490000000000001,49034,0,14,0.5,484.19093662962047,False,0.02272878247265122,0,0.8300000000000003,58590,0,5,0.5,205.00000000000003,False,-0.0005364076016620121,10,2.9640000000000004,47431,177,0,0.0,6121.556841674487,False,-0.1401849597977446,0.375,311797,0.0,0.0,13,0,0,8,5,5.0,21,29,19,217.0,63.0,14,12,19,800,2.7466696854680777,53.01374812796712
32,19,0,0,0,10.000000000000002,20,10.0,23.32314594286288,11,25.0,25.682357903982922,13,29.692307692307693,33.22579086423099,9,17.0,41.00000000000001,20,41.0,0,0.5150000000000001,28083,3,36,1.0,869.6332539430637,False,0.2366253253098969,0,1.8650000000000002,18787,328,0,0.0,3280.0000000000005,False,-0.11421881097957591,0,0.2,35117,41,125,1.0,4166.543721655244,False,0.05284781538017205,3,1.1210000000000002,26099,189,0,0.0,4408.074583201084,False,-0.19896308573852933,0,0.2,48749,0,5,0.0,166.12895432115494,False,0.013512888424079623,0,0.7490000000000001,48801,3,15,1.0,575.4339366754136,False,0.0188397286967416,8,0.9100000000000001,58689,0,0,0.0,0.0,False,-0.0005960084462911246,7,3.024000000000001,47192,186,0,0.0,6179.997100746964,False,-0.14375726193083785,0.375,311517,0.0,0.0,14,0,0,7,7,7.0,18,25,21,111.0,39.0,10,9,21,1213,1.0529293064028025,54.06667743436992
33,21,0,0,0,10.000000000000002,20,10.0,23.37090332441608,15,23.933333333333334,27.02200259669632,10,38.0,33.22579086423099,0,,41.00000000000001,12,41.0,0,0.5150000000000001,28284,7,33,1.0,841.2398097057306,False,0.24472572329269612,2,1.8850000000000002,18703,334,0,0.0,3340.0000000000005,False,-0.11656042669441916,0,0.2,35204,44,125,1.0,4406.070070861348,False,0.05869965854670342,0,1.118,26033,191,0,0.0,4463.842534963471,False,-0.20004185131515198,0,0.2,48749,0,5,0.0,166.12895432115494,False,0.013512888424079623,0,0.7490000000000001,48421,3,25,1.0,911.7107793958636,False,0.014442526923433062,0,0.9020000000000001,58689,0,0,0.0,0.0,False,-0.0005960084462911246,12,3.1370000000000013,46994,186,0,0.0,6179.997100746964,False,-0.14712896685557048,0.375,311077,0.0,0.0,11,0,0,7,5,5.0,20,27,20,131.0,63.0,10,11,20,921,1.0675954576581717,55.13427289202809
34,20,0,0,0,10.000000000000002,20,10.0,23.79349220788623,14,29.0,27.647512590433603,5,38.0,32.209777286019076,7,17.0,41.0,8,41.0,0,0.5150000000000001,28552,9,31,1.0,827.5982584444732,False,0.2560513043329533,2,1.9030000000000005,18599,342,0,0.0,3420.0000000000005,False,-0.11933567494904818,0,0.2,35376,36,130,1.0,4450.742356240273,False,0.06419978994481461,0,1.1180000000000003,25645,203,0,0.0,4830.078918200905,False,-0.20584044776553218,0,0.2,48749,0,5,0.0,161.04888643009537,False,0.013460169843196495,0,0.7490000000000001,48350,0,26,0.8,837.454209436496,False,0.012198316861797207,0,0.9020000000000004,58570,0,7,0.7,287.0,False,-0.00017880253388733738,8,3.205000000000001,46888,186,0,0.0,5991.018575199548,False,-0.15054306096996506,0.4375,310729,0.0,0.0,13,0,0,4,5,5.0,21,25,21,125.0,70.0,10,10,21,897,1.0253185983747244,56.15959149040282
35,21,0,0,0,10.0,20,10.0,23.490211593210105,10,18.4,28.757221980911996,15,34.6,29.9363960503002,20,18.5,41.00000000000001,20,41.0,0,0.5150000000000001,28656,7,31,1.0,798.1965593895133,False,0.25992360607496456,0,1.9010000000000005,18479,354,0,0.0,3540.0,False,-0.1219374701877629,0,0.2,35877,28,125,1.0,4252.378672223882,False,0.07557210924948189,0,1.1180000000000003,25479,211,0,0.0,4956.434646167332,False,-0.2087505356724969,0,0.2,48749,0,5,0.0,149.681980251501,False,0.013342209379750261,0,0.7490000000000001,48201,5,16,1.0,622.7684467093632,False,0.006877902562310497,2,0.9220000000000002,58642,1,10,1.0,439.93639605030023,False,0.0023494346097872763,11,3.3070000000000013,46543,195,0,0.0,5837.597229808539,False,-0.1577242930504688,0.5,310626,0.0,0.0,19,0,0,10,5,4.333333333333333,17,27,28,176.0,69.0,13,8,28,1396,1.315433595329523,57.47502508573234
36,28,0,0,0,10.0,20,10.0,23.873017579661127,10,30.0,29.820950500477135,11,38.0,30.55666218105778,3,53.0,41.000000000000014,10,41.0,0,0.5150000000000001,28836,9,31,1.0,830.063544969495,False,0.2684199198857269,0,1.9010000000000005,18399,362,0,0.0,3620.0,False,-0.12367200034690604,0,0.2,36295,18,124,1.0,4127.512178493065,False,0.08563541418069605,0,1.1180000000000003,25179,221,0,0.0,5275.9368851051095,False,-0.21271988105871123,0,0.2,48749,0,5,0.0,152.78331090528891,False,0.01337439354626604,0,0.7490000000000001,47942,6,23,1.0,881.7289331671918,False,0.004189711018525899,0,0.9200000000000002,58642,0,11,0.1,451.00000000000017,False,0.0024436346297936106,10,3.3960000000000012,46246,198,0,0.0,6050.219111849441,False,-0.16097150132952934,0.3875,310288,0.0,0.0,12,0,0,18,4,4.0,16,34,32,229.0,93.0,17,11,32,1077,1.55428278259933,59.02930786833167
37,32,0,0,0,10.0,20,10.0,22.633328765000797,28,15.857142857142858,23.975017695968617,45,12.8,30.55666218105778,0,,41.00000000000001,10,41.0,0,0.5150000000000001,28736,9,41,1.0,1017.9664793650327,False,0.2681576358216259,28,2.1810000000000005,18075,372,0,0.0,3720.0,False,-0.13555353193703656,0,0.2,36291,36,123,1.0,3763.7270121441684,False,0.08037425370254675,34,1.4580000000000004,24071,221,0,0.0,5001.965657065176,False,-0.24795565537790198,0,0.2,48749,0,5,0.0,152.78331090528891,False,0.01337439354626604,0,0.7490000000000001,47366,41,33,1.0,1991.34557750962,False,0.0037498762739422457,0,0.9200000000000002,58642,0,11,0.0,451.00000000000006,False,0.0024436346297936106,10,3.486000000000001,46096,198,0,0.0,6050.219111849441,False,-0.1635258232422056,0.375,308026,0.0,0.0,8,0,0,19,8,8.0,17,36,31,265.0,93.0,20,12,31,640,1.9560067877173424,60.98531465604901
38,31,0,0,0,10.0,20,10.0,22.797354261343997,48,23.354166666666668,23.975017695968617,0,,30.433460726659643,17,29.705882352941178,41.0,9,41.0,0,0.5150000000000001,29353,5,31,1.0,756.7179821016639,False,0.28924847105723217,28,2.433000000000001,17711,386,0,0.0,3860.0,False,-0.14830232860673864,0,0.2,35847,54,133,1.0,4419.734483676402,False,0.07709130959268119,0,1.4240000000000004,23394,241,0,0.0,5494.162376983903,False,-0.2601510998643774,0,0.2,48749,0,5,0.0,152.16730363329822,False,0.013368000909417551,0,0.7490000000000001,47871,31,26,1.0,1534.495527468178,False,0.009490209081050468,0,0.9200000000000002,58483,0,14,0.3,574.0,False,0.0007833253865540495,9,3.566000000000001,45626,212,0,0.0,6451.893674051844,False,-0.16810934478193038,0.4125,307034,0.0,0.0,14,0,0,16,5,5.0,18,34,25,255.0,99.0,18,13,25,1382,1.685737008228898,62.67105166427791
39,25,0,0,0,10.0,20,10.0,22.146726843303604,24,17.0,23.121815142854246,5,3.0,33.37080675088744,53,39.22641509433962,41.0,8,41.0,0,0.5150000000000001,29293,1,41,1.0,918.0158005754478,False,0.2901438749528522,24,2.6450000000000005,17475,400,0,0.0,4000.0,False,-0.15550062876718268,0,0.2,35439,68,143,1.0,4812.396990772802,False,0.07110062817723944,5,1.4740000000000002,23254,241,0,0.0,5337.361169236168,False,-0.2663323073438971,0,0.2,48749,0,5,0.0,166.85403375443718,False,0.013520412961068056,27,1.0190000000000001,48479,26,10,1.0,934.8752612230847,False,0.015886711164391453,0,0.9200000000000002,57118,29,24,1.0,1951.7533957757357,False,-0.010730251721819524,8,3.6370000000000013,44810,226,0,0.0,7541.802325700562,False,-0.1727249308144834,0.5,304617,0.0,0.0,8,0,0,15,7,6.333333333333334,15,30,26,171.0,98.0,12,13,26,200,1.4910947810858488,64.16214644536376
40,26,0,0,0,9.999999999999998,20,10.0,22.787555272629962,11,34.0,23.121815142854246,0,,33.37080675088744,0,,41.0,6,41.0,0,0.5150000000000001,29547,3,40,1.0,941.5022109051985,False,0.3016673650514982,0,2.6210000000000004,17395,408,0,0.0,4079.999999999999,False,-0.15723515892632584,0,0.2,35439,58,153,1.0,4859.315922669237,False,0.07176458159042873,0,1.4690000000000003,22880,252,0,0.0,5742.46392870275,False,-0.27118467256243806,0,0.2,48749,0,5,0.0,166.85403375443718,False,0.013520412961068056,0,0.9920000000000002,48479,16,20,1.0,1037.3651773034167,False,0.016950303826232558,0,0.9200000000000002,57241,19,31,1.0,1905.0453282668614,False,-0.00903339922121398,3,3.659000000000001,44786,226,0,0.0,7541.802325700562,False,-0.17313362232051158,0.5,304516,0.0,0.0,11,0,0,14,1,1.0,19,33,24,248.0,77.0,15,11,24,697,1.431623039767146,65.5937694851309
41,24,0,0,0,9.999999999999998,20,10.0,22.934210548346446,13,25.0,21.833679339273147,9,6.0,33.37080675088744,0,,41.00000000000001,20,41.0,0,0.5150000000000001,29752,5,37,1.0,898.5657902888184,False,0.3096259006610472,0,2.6210000000000004,17315,416,0,0.0,4159.999999999999,False,-0.15896968908546896,0,0.2,35114,61,163,1.0,4957.876575750656,False,0.06396112098817908,9,1.5590000000000004,22630,252,0,0.0,5779.421058183304,False,-0.2777372278297441,0,0.2,48749,0,5,0.0,166.85403375443718,False,0.013520412961068056,0,0.9920000000000004,48425,15,30,1.0,1328.6293926157205,False,0.018852134582259844,0,0.9200000000000002,57446,9,36,1.0,1776.3372607579872,False,-0.0066383653978102615,15,3.806000000000001,44478,226,0,0.0,7541.802325700562,False,-0.17837849664787347,0.5,303909,0.0,0.0,10,0,0,10,9,9.0,15,25,19,117.0,73.0,9,15,19,730,1.5469670426100492,67.14073652774096
42,19,0,0,0,9.999999999999998,20,10.0,23.07592214546027,13,25.0,21.833679339273147,0,,33.37080675088744,0,,41.0,18,41.0,0,0.5150000000000001,29947,8,34,1.0,864.5813529456492,False,0.31734489729295456,0,2.6210000000000004,17245,423,0,0.0,4229.999999999999,False,-0.16048740297471922,0,0.2,34789,64,173,1.0,5254.085543003712,False,0.05895459687832506,0,1.5500000000000003,22630,252,0,0.0,5815.1323806559885,False,-0.2772318741593413,0,0.2,48749,0,5,0.0,166.85403375443718,False,0.013520412961068056,0,0.9920000000000002,48425,5,40,1.0,1444.0006667318632,False,0.020049403984266273,0,0.9200000000000002,57528,0,43,0.9,1763.0,False,-0.005355561610244534,16,3.951000000000001,44142,226,0,0.0,7541.802325700562,False,-0.18410017773226828,0.4875,303455,0.0,0.0,10,0,0,11,6,6.0,15,26,19,81.0,39.0,9,10,19,607,1.2802144158631563,68.42095094360411
43,19,0,0,0,9.999999999999998,20,10.0,24.389780333048453,28,32.392857142857146,21.833679339273147,0,,33.37080675088744,0,,41.0,20,41.0,0,0.5150000000000001,30794,4,16,1.0,430.23648532877525,False,0.34465627000842924,0,2.621000000000001,17105,437,0,0.0,4369.999999999999,False,-0.16352283075321972,0,0.2,34789,54,183,1.0,5312.611457071602,False,0.05978280158876407,0,1.5500000000000003,21723,280,0,0.0,6829.138493253567,False,-0.2885526491770644,0,0.2,48749,0,5,0.0,166.85403375443718,False,0.013520412961068056,0,0.9920000000000002,48425,0,45,0.5,1501.6863037899348,False,0.02064803868526941,0,0.9200000000000002,57979,0,32,0.0,1312.0,False,-0.001515564334854574,9,4.025,44014,226,0,0.0,7541.802325700562,False,-0.18627986576441868,0.3125,303578,0.0,0.0,14,0,0,7,4,4.0,19,26,20,103.0,54.0,9,10,20,1558,1.082539388909936,69.50349033251405
44,20,0,0,0,9.999999999999998,20,10.0,24.86249942148296,18,29.555555555555557,22.551132386896025,5,38.0,32.608379665860106,8,19.0,40.99999999999999,9,41.0,2,0.5350000000000001,31154,7,10,1.0,318.6249942148296,False,0.35784712272266656,0,2.621000000000001,17035,444,0,0.0,4439.999999999999,False,-0.16504054464246998,0,0.2,34719,54,188,1.0,5582.187857496533,False,0.06161644719520756,0,1.5500000000000003,21451,288,0,0.0,7160.399833387092,False,-0.2915631303117894,0,0.2,48749,0,5,0.0,163.04189832930052,False,0.013480852393363626,0,0.9920000000000002,48387,0,42,0.5,1369.5519459661245,False,0.01848811716201542,0,0.9200000000000002,57979,0,32,0.0,1311.9999999999998,False,-0.001515564334854574,9,4.106000000000001,43732,234,0,0.0,7630.360841811264,False,-0.19032796776606437,0.3125,303206,0.0,0.0,12,0,0,6,5,4.25,21,27,21,134.0,75.0,9,11,21,802,1.015903651714325,70.51939398422837
45,21,0,0,0,10.0,20,10.0,24.86249942148296,0,,24.62790872560513,15,38.666666666666664,32.1303894750898,22,29.181818181818183,40.99999999999999,11,41.0,0,0.5330000000000001,31074,5,20,1.0,547.2499884296592,False,0.35933502424937463,0,2.621000000000001,16915,456,0,0.0,4560.0,False,-0.16764233988118468,0,0.2,35299,44,183,1.0,5600.8572713309895,False,0.07829588870646399,0,1.5500000000000003,21451,288,0,0.0,7160.399833387092,False,-0.2915631303117894,0,0.2,48749,0,5,0.0,160.651947375449,False,0.01345605059437792,0,0.9920000000000004,48449,5,30,1.0,1087.0512278807196,False,0.016843270458071796,0,0.9200000000000002,57704,5,42,1.0,1882.6519473754488,False,-0.0013397252624527862,11,4.207000000000001,43195,241,0,0.0,7743.423863496641,False,-0.1985097757007642,0.5,302836,0.0,0.0,14,0,0,8,4,4.0,21,29,20,174.0,58.0,12,9,20,1422,1.1790976598858833,71.69849164411426
46,20,0,0,0,10.0,20,10.0,25.371228134030968,16,31.0,26.30279259481882,15,38.0,32.1303894750898,0,,41.0,20,41.0,0,0.5330000000000001,31470,5,14,1.0,405.1971938764336,False,0.3734269371206026,0,2.6210000000000013,16815,466,0,0.0,4660.0,False,-0.1698105025801136,0,0.2,35869,34,178,1.0,5544.518838434803,False,0.09363086687282145,0,1.5500000000000003,20955,304,0,0.0,7712.853352745415,False,-0.2977831863591343,0,0.2,48749,0,5,0.0,160.651947375449,False,0.01345605059437792,0,0.9920000000000002,47879,10,40,1.0,1548.24350495178,False,0.00979891975002367,0,0.9200000000000002,58114,0,37,0.5,1517.0,False,0.002528778693549486,10,4.296000000000001,43049,241,0,0.0,7743.423863496641,False,-0.20099598236243574,0.4375,302900,0.0,0.0,16,0,0,9,3,3.0,16,25,25,130.0,93.0,9,11,25,1676,0.982757918536663,72.68124956265092
47,25,0,0,0,10.0,20,10.0,24.705884556321386,15,17.0,27.432655936867334,19,33.8421052631579,33.93786702419878,25,44.2,41.0,20,41.0,1,0.543,31604,5,10,1.0,297.0588455632139,False,0.3768929978223671,0,2.621000000000001,16715,476,0,0.0,4760.0,False,-0.17197866527904254,0,0.2,36254,39,172,1.0,5681.946318837716,False,0.10647194292641032,3,1.5800000000000003,20865,304,0,0.0,7510.588905121702,False,-0.3031926399524283,0,0.2,48749,0,5,0.0,169.68933512099392,False,0.013549836399420803,0,0.9920000000000002,48341,19,25,1.0,1369.667138405449,False,0.01753457938197059,0,0.9200000000000002,58480,0,31,0.5,1271.0,False,0.006666780192085008,9,4.376000000000001,41901,261,0,0.0,8857.783293315882,False,-0.21105695036683572,0.4375,302909,0.0,0.0,14,0,0,11,6,5.066666666666666,20,31,33,226.0,105.0,15,10,33,2396,1.3500282559543848,74.0312778186053
48,33,0,0,0,10.0,20,10.0,25.46005475697925,15,34.0,26.65885270076982,5,9.0,33.27288933282257,7,19.0,41.0,20,41.0,5,0.5920000000000001,31939,2,10,1.0,274.6005475697925,False,0.39093275546528317,0,2.6210000000000004,16585,489,0,0.0,4890.0,False,-0.17479727678765014,0,0.2,36254,29,182,1.0,5590.252779492505,False,0.10517438060018272,5,1.6270000000000002,20245,319,0,0.0,8121.757467476381,False,-0.312091281981768,0,0.2,48749,0,5,0.0,166.36444666411285,False,0.013515332254043218,0,0.9920000000000002,48429,14,28,1.0,1304.8648391298095,False,0.01868853738122709,0,0.9200000000000002,58808,0,23,0.0,943.0,False,0.009459505483277706,12,4.487000000000002,41566,268,0,0.0,8917.13434119645,False,-0.2162562636980072,0.375,302575,0.0,0.0,14,0,0,19,6,5.333333333333333,17,36,24,264.0,99.0,20,13,24,661,1.8303257301449776,75.86160354875028
49,24,0,0,0,10.0,20,10.0,25.0735982382686,4,9.0,26.65885270076982,0,,33.27288933282257,0,,41.0,20,41.0,0,0.5870000000000002,31847,3,18,1.0,481.3247682888348,False,0.3914254535425357,2,2.6410000000000005,16471,498,0,0.0,4980.0,False,-0.17778934131217206,0,0.2,36218,23,192,1.0,5695.192478027984,False,0.10564051280712054,0,1.6220000000000003,20245,319,0,0.0,7998.477838007683,False,-0.3138358214982073,0,0.2,48749,0,5,0.0,166.36444666411285,False,0.013515332254043218,0,0.9920000000000004,48429,4,38,1.0,1371.0052054503371,False,0.019374911328639215,0,0.9200000000000002,59177,0,14,0.0,574.0,False,0.012601321435869492,11,4.585000000000001,41402,268,0,0.0,8917.13434119645,False,-0.21904898898919992,0.375,302538,0.0,0.0,13,0,0,15,4,4.0,15,30,25,186.0,90.0,14,10,25,587,1.313057042658329,77.17466059140861
50,25,0,0,0,10.0,20,10.0,25.731240436425526,18,31.333333333333332,26.486395099187032,1,8.0,31.73426501787275,16,18.125,41.00000000000001,20,41.0,0,0.5870000000000002,32311,3,10,1.0,287.31240436425526,False,0.4073394996826732,0,2.6390000000000007,16371,508,0,0.0,5080.0,False,-0.179957504011101,0,0.2,36218,13,202,1.0,5684.757935709312,False,0.10549285279638447,1,1.6320000000000003,19658,337,0,0.0,8671.428027075402,False,-0.32092621590191317,0,0.2,48749,0,5,0.0,158.67132508936376,False,0.013435496617851086,0,0.9920000000000002,48711,0,27,0.5,856.8251554825642,False,0.01989191958949139,0,0.9200000000000002,59669,0,2,0.0,82.00000000000001,False,0.01679040937265854,8,4.654000000000002,41024,284,0,0.0,9012.53126507586,False,-0.2246736320322538,0.3125,302711,0.0,0.0,16,0,0,12,3,3.0,19,31,17,196.0,88.0,15,10,17,1546,1.2713298611342907,78.4459904525429
51,17,0,0,0,10.000000000000002,20,10.0,26.915084519768925,30,33.0,27.1464036439616,5,40.0,34.624128891845885,79,39.81012658227848,41.00000000000001,11,41.0,20,0.7870000000000001,32761,0,9,0.9,242.23576067792033,False,0.4258756289986975,0,2.639000000000001,16231,522,0,0.0,5220.000000000001,False,-0.1829929317896015,0,0.2,36418,3,207,1.0,5700.050807859358,False,0.11136969416493583,0,1.6310000000000004,18668,367,0,0.0,9877.836018755195,False,-0.33187337589851984,0,0.2,48749,0,5,0.0,173.12064445922942,False,0.013585444931188895,52,1.5120000000000005,48352,0,5,0.5,173.12064445922942,False,0.005345682369183126,0,0.9200000000000002,57604,49,12,1.0,2188.5823157004484,False,-0.0004377910590180436,11,4.756000000000001,39770,304,0,0.0,10525.735183121149,False,-0.23314373013485848,0.425,298553,0.0,0.0,9,0,0,9,9,7.875706214689266,11,20,26,168.0,25.0,13,4,26,400,1.3878468964248896,79.83383734896779
