index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,46,0,0,0,10.000000000000002,20,10.0,24.831890896906014,0,,36.11482553569915,49,33.30612244897959,29.484578381806436,0,,49.99999999999998,10,50.0,0,0.893,43499,21,20,1.0,706.6378179381203,False,0.1449392681384052,0,2.513000000000001,27056,243,0,0.0,2430.0000000000005,False,-0.26187305814469597,0,0.6770000000000002,53112,0,19,1.0,686.1816851782838,False,0.0044739621284390204,0,0.20900000000000002,54724,129,48,1.0,4936.825551414435,False,0.07470193313616363,0,4.628000000000001,40348.0,102,0,0.0,3683.712204641313,False,-0.4297126777193747,0,0.254,69654,133,94,1.0,7574.822164137791,False,-0.0072801962412963675,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,85765,352,37,1.0,12228.571590395866,False,0.016262604333616548,0.625,464446,0.0,0.0,24,0,0,22,0,0.0,25,47,45,349.0,177.0,24,22,45,2332,2.50611023203237,61.766489122237545
26,45,0,0,0,10.000000000000002,20,10.0,25.538512395865745,17,33.94117647058823,36.18991287249305,12,37.416666666666664,29.450946101719712,51,29.294117647058822,49.99999999999998,8,50.0,0,0.893,43995,19,14,1.0,547.5391735421205,False,0.15581237008879814,1,2.5230000000000006,26909,255,0,0.0,2550.0000000000005,False,-0.2641445393070677,0,0.677,52868,7,19,1.0,866.3779313484282,False,0.001581993830434133,0,0.20900000000000002,54840,119,56,1.0,5065.718095967635,False,0.07809269684468904,51,5.138000000000002,38650.0,105,0,0.0,3799.9408516117705,False,-0.4518792859447704,0,0.254,69381,132,104,1.0,7839.966893747933,False,-0.009178380009813844,0,0.2,90288,0,5,0.0,249.9999999999999,False,4.424338284905264e-05,0,0.2,84671,393,39,1.0,13524.221817975846,False,0.011327532756560933,0.625,461602,0.0,0.0,20,0,0,15,4,4.0,27,42,37,237.0,171.0,20,25,37,1625,4.386081247008406,66.15257036924595
27,37,0,0,0,10.000000000000002,20,10.0,25.52401123650942,15,25.333333333333332,36.03212104723037,17,34.294117647058826,30.64183004210817,49,36.95918367346939,49.999999999999986,12,50.0,0,0.893,44265,16,14,1.0,517.336157311132,False,0.16246750942940305,5,2.572000000000001,26679,268,0,0.0,2680.0000000000005,False,-0.2684525208219107,0,0.677,53146,0,14,0.7,504.4496946612252,False,0.0034053939028996357,0,0.20900000000000002,54765,124,61,1.0,5362.9367772082205,False,0.0794758890693596,26,5.347000000000001,36966.0,112,0,0.0,4035.5975572898014,False,-0.4730494893397553,0,0.254,70601,132,91,1.0,7544.646512066252,False,0.005316616058841896,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,83460,432,37,1.0,15087.27057819073,False,0.0065771691877509015,0.5875,460170,0.0,0.0,24,0,0,18,5,5.0,20,38,40,201.0,122.0,16,21,40,3103,1.8336968930088915,67.98626726225484
28,40,0,0,0,10.000000000000002,20,10.0,25.93678207516889,45,27.68888888888889,34.969373143945255,21,25.666666666666668,30.74345768677808,1,59.0,49.999999999999986,12,50.0,18,1.0730000000000002,44695,15,10,1.0,409.3678207516889,False,0.17228489883751982,13,2.697000000000001,26341,279,0,0.0,2790.0000000000005,False,-0.2758413618443383,1,0.687,53344,0,0,0.0,0.0,False,0.00238645545596332,0,0.20900000000000002,53823,159,65,1.0,6396.957604308295,False,0.07148991491730361,0,5.3210000000000015,36850.0,114,0,0.0,3986.5085384097592,False,-0.4749492529169386,0,0.254,70237,141,100,1.0,8005.027381974089,False,0.0035078898484326698,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,84001,423,35,1.0,14754.482601507127,False,0.010720628485588439,0.5,459579,0.0,0.0,22,0,0,18,6,4.325,23,41,39,272.0,96.0,23,17,39,1313,2.3824537430191413,70.36872100527398
29,39,0,0,0,10.000000000000002,20,10.0,24.937263499073502,11,5.636363636363637,34.20517467743867,14,24.142857142857142,29.02713210346081,38,17.68421052631579,49.999999999999986,9,50.0,0,1.0550000000000002,44615,13,20,1.0,628.7452699814701,False,0.1730600411213999,11,2.794000000000001,25931,291,0,0.0,2910.0000000000005,False,-0.2849795044515809,9,0.7760000000000002,53208,0,5,0.5,171.02587338719334,False,0.001437753663182712,0,0.20900000000000002,53872,155,70,1.0,6259.6380697771,False,0.07112048846963465,38,5.701000000000002,35169.0,114,0,0.0,3899.3899132280085,False,-0.4982604088048932,0,0.254,69899,145,110,1.0,8152.734859609296,False,-6.261922405172328e-05,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,83779,451,36,1.0,14891.236578660826,False,0.009021428058383641,0.5625,456761,0.0,0.0,15,0,0,17,8,8.0,24,41,38,190.0,117.0,20,19,38,725,2.3439589549670927,72.71267996024108
30,38,0,0,0,10.000000000000002,20,10.0,24.66843737930306,30,22.866666666666667,35.84163162899963,26,47.07692307692308,29.401330283571536,19,34.526315789473685,49.999999999999986,14,50.0,0,1.0550000000000002,44845,14,20,1.0,633.3687475860612,False,0.1791254634028624,20,2.983000000000001,25606,300,0,0.0,3000.0000000000005,False,-0.292290018537375,0,0.7670000000000001,52868,0,15,1.0,537.6244744349945,False,-0.0015068072755416789,0,0.20900000000000002,54750,165,54,1.0,6005.740275550985,False,0.0852334806128773,14,5.803000000000002,34094.0,127,0,0.0,4551.887216882953,False,-0.5083814056712426,0,0.254,69748,148,115,1.0,8685.714463702672,False,0.0014984756941245265,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,83823,460,32,1.0,15124.611930442907,False,0.010798769649276709,0.625,456022,0.0,0.0,27,0,0,12,3,3.0,23,35,38,198.0,127.0,14,24,38,2756,2.0560823879786767,74.76876234821975
31,38,0,0,0,10.000000000000002,20,10.0,25.173569938391097,17,31.352941176470587,36.090572053795384,2,59.0,27.97448545123105,17,6.882352941176471,49.999999999999986,13,50.0,0,1.0550000000000002,45293,12,14,1.0,472.42997913747536,False,0.18872131248710844,1,2.9730000000000008,25463,312,0,0.0,3120.0000000000005,False,-0.2944570637842354,0,0.7670000000000001,52335,7,25,1.0,1078.4792909136222,False,-0.006440805655019864,0,0.20900000000000002,54868,155,62,1.0,6139.518807785934,False,0.08870773256464978,17,5.959000000000002,33278.0,129,0,0.0,4655.683794939605,False,-0.5187098959520168,0,0.254,69748,138,125,1.0,8477.309624827645,False,8.995420943255966e-05,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,84356,467,29,1.0,14514.084705724901,False,0.013317726696041903,0.625,455629,0.0,0.0,19,0,0,19,3,3.0,23,42,42,221.0,67.0,19,19,42,1496,2.2339990450418554,77.00276139326161
32,42,0,0,0,10.000000000000002,20,10.0,25.113525773870503,19,24.473684210526315,39.05710145803754,57,47.771929824561404,27.317219958234602,18,18.5,49.999999999999986,8,50.0,0,1.0550000000000002,45583,8,14,1.0,431.58936083418706,False,0.19575976294136166,9,3.062000000000001,25166,326,0,0.0,3260.0000000000005,False,-0.3003838019895042,0,0.7670000000000001,52525,7,15,1.0,761.6512022876567,False,-0.005847274345719827,0,0.20900000000000002,56936,154,35,1.0,5234.481520207371,False,0.11906422308855596,7,6.012000000000001,30794.0,166,0,0.0,6483.478842034232,False,-0.5399332330222071,0,0.254,69513,148,124,1.0,9167.786290610647,False,0.0015800641430835745,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,84423,475,31,1.0,14525.679480161436,False,0.014122927364318987,0.625,455228,0.0,0.0,20,0,0,15,3,3.0,25,40,34,167.0,81.0,17,25,34,3978,1.916719683969859,78.91948107723147
33,34,0,0,0,10.000000000000002,20,10.0,24.48938366451824,9,10.666666666666666,38.75484109221845,12,33.666666666666664,26.991908923874327,4,8.0,49.999999999999986,11,50.0,0,1.0550000000000002,45453,11,24,1.0,697.7452079484377,False,0.19584012438250223,9,3.1430000000000007,24919,333,0,0.0,3330.0000000000005,False,-0.30591890551160544,0,0.7670000000000001,52600,0,17,0.7,658.8322985677137,False,-0.005403984642429038,0,0.20900000000000002,57169,153,38,1.0,5219.559662175592,False,0.12330232502936653,4,6.045000000000002,30638.0,166,0,0.0,6433.303621308262,False,-0.5423810244572299,0,0.254,69109,150,134,1.0,9430.141959631927,False,-0.0021077185750748044,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,84941,469,30,1.0,14159.20528529706,False,0.017825688179811006,0.5875,455117,0.0,0.0,19,0,0,11,3,3.0,24,35,41,91.0,85.0,11,23,41,1154,1.8534561779815704,80.77293725521304
34,41,0,0,0,10.000000000000002,20,10.0,24.780636662297475,21,27.38095238095238,39.24180273565213,5,58.0,29.481560914694533,93,35.20430107526882,49.99999999999999,8,50.0,0,1.0550000000000002,45917,10,18,1.0,546.0514599213545,False,0.20597440615024867,5,3.1840000000000006,24684,344,0,0.0,3440.0000000000005,False,-0.31061852170961596,0,0.7670000000000001,52435,6,22,1.0,1012.0034801581317,False,-0.005186279946651116,0,0.20900000000000002,57049,148,48,1.0,5551.140757331328,False,0.12416277465219135,67,6.711000000000002,27881.0,171,0,0.0,6710.348267796514,False,-0.5777754239808293,0,0.254,70591,140,118,1.0,8972.676570925254,False,0.014832904642641595,0,0.2,90288,0,5,0.0,249.99999999999997,False,4.424338284905264e-05,0,0.2,82067,552,32,1.0,17873.821624911383,False,0.006580216709129568,0.625,450912,0.0,0.0,22,0,0,12,4,4.0,27,39,36,237.0,96.0,19,22,36,2926,2.039594036003109,82.81253129121615
35,36,0,0,0,10.0,20,10.0,25.08817979143659,26,27.307692307692307,39.83824325467053,19,45.421052631578945,28.30279340053989,18,10.222222222222221,49.99999999999999,12,50.0,2,1.0750000000000002,46447,9,10,1.0,340.8817979143659,False,0.21713377976964524,6,3.239000000000001,24434,355,0,0.0,3550.0,False,-0.31570977259079397,0,0.7670000000000001,53181,0,13,1.0,517.8971623107169,False,0.004189424077933,0,0.20900000000000002,56456,160,58,1.0,6324.7268754007455,False,0.12028794253152895,18,6.8240000000000025,27067.0,171,0,0.0,6812.339596548661,False,-0.5880890808559835,0,0.254,69728,149,128,1.0,9558.655800215016,False,0.007127979185016402,0,0.2,90288,0,5,0.0,249.99999999999997,False,4.424338284905264e-05,0,0.2,82483,560,30,1.0,17349.564304302337,False,0.008282163857040396,0.625,450084,0.0,0.0,25,0,0,20,6,5.333333333333333,27,47,36,220.0,51.0,24,12,36,2223,2.3223196659819223,85.13485095719807
36,36,0,0,0,10.0,20,10.0,23.494932476648327,31,13.612903225806452,40.04075961809636,3,52.0,28.208615583500098,38,27.55263157894737,49.99999999999999,10,50.0,8,1.1530000000000002,46482,7,10,1.0,304.9493247664833,False,0.21757851393914623,13,3.363000000000001,23948,367,0,0.0,3670.0,False,-0.32683219759275217,0,0.7670000000000001,53178,0,14,0.1,560.5706346533491,False,0.004533989464394416,0,0.20900000000000002,56193,180,65,1.0,6831.737220972962,False,0.1201095253487886,38,7.186000000000003,25370.0,174,0,0.0,6967.092173548766,False,-0.609981804720541,0,0.254,69728,139,138,1.0,9458.454537438407,False,0.006450760593663175,0,0.2,90288,0,5,0.0,249.99999999999997,False,4.424338284905264e-05,0,0.2,81936,588,30,1.0,18086.665963098058,False,0.006308365113528839,0.5125,447123,0.0,0.0,18,0,0,19,11,10.23076923076923,23,42,38,223.0,69.0,18,18,38,856,2.183351274987217,87.31820223218529
37,38,0,0,0,10.0,20,10.0,22.954103005290936,7,7.428571428571429,40.10685955514005,12,41.0,28.234759163333308,8,29.125,49.999999999999986,7,50.0,0,1.1450000000000002,46422,3,20,1.0,489.0820601058187,False,0.2184157340553226,7,3.420000000000001,23654,381,0,0.0,3810.0,False,-0.33268060886138745,0,0.7670000000000001,53585,0,7,0.0,280.74801688598035,False,0.009552849811958364,0,0.20900000000000002,56226,177,70,1.0,6870.356400796299,False,0.12109247421685082,6,7.208000000000004,24783.0,181,0,0.0,7259.341579480349,False,-0.6159411896493623,0,0.254,69759,134,146,1.0,9496.59401823543,False,0.007127561626354585,0,0.2,90288,0,5,0.0,249.99999999999994,False,4.424338284905264e-05,0,0.2,82053,586,33,1.0,18195.56886971332,False,0.008204763185707814,0.5,446770,0.0,0.0,18,0,0,21,4,4.0,19,40,37,215.0,88.0,20,18,37,1158,1.7967459100182168,89.1149481422035
38,37,0,0,0,10.0,20,10.0,22.951457192010224,31,22.93548387096774,39.69678275775507,9,32.55555555555556,28.044215081976347,2,4.0,49.99999999999999,10,50.0,0,1.1450000000000002,47057,0,7,0.6,160.66020034407157,False,0.230707555942979,12,3.5330000000000004,23144,398,0,0.0,3980.0,False,-0.34377692488446776,1,0.7770000000000001,53604,0,7,0.7,277.8774793042855,False,0.009882908462561617,0,0.20900000000000002,55752,191,79,1.0,7519.774161536603,False,0.11828714660293323,2,7.222000000000003,24637.0,182,0,0.0,7224.814461911422,False,-0.6181480504061136,0,0.254,69526,132,156,1.0,9614.87287681198,False,0.004777459291781402,0,0.2,90288,0,5,0.0,249.99999999999997,False,4.424338284905264e-05,0,0.2,82545,578,33,1.0,17859.55631738233,False,0.011788407776782828,0.5375,446553,0.0,0.0,20,0,0,13,5,5.0,27,40,36,205.0,93.0,18,19,36,1642,1.7400173030328006,90.8549654452363
39,36,0,0,0,10.0,20,10.0,21.709074333496016,14,4.285714285714286,39.65748034285982,15,39.266666666666666,28.044215081976347,0,,49.99999999999999,0,,0,1.1450000000000002,46927,3,17,1.0,399.05426366943226,False,0.23042550147084187,14,3.661000000000001,22681,405,0,0.0,4050.0,False,-0.35495156784418164,0,0.7760000000000002,53679,0,2,0.0,79.31496068571964,False,0.00942663961408684,0,0.20900000000000002,56206,195,79,1.0,7366.210442117648,False,0.12537544809100146,0,7.2200000000000015,24327.0,187,0,0.0,7415.9488241147865,False,-0.6210465745869507,0,0.254,69247,132,166,1.0,9890.12710886557,False,0.002866498437858631,0,0.2,90288,0,5,0.0,249.99999999999997,False,4.424338284905264e-05,0,0.2,82545,568,43,1.0,18079.114166562566,False,0.013002655524132342,0.5,445900,0.0,0.0,14,0,0,14,3,3.0,22,36,34,170.0,105.0,15,21,34,789,1.6832094370038249,92.53817488224013
40,34,0,0,0,9.999999999999998,20,10.0,20.980799132202968,7,1.2857142857142858,39.800968414519296,1,61.0,29.381379337903873,39,37.230769230769226,50.0,1,50.0,0,1.1450000000000002,46807,5,27,1.0,616.4815765694801,False,0.23013082656548758,7,3.7170000000000005,22404,413,0,0.0,4129.999999999999,False,-0.3611393958382288,0,0.776,53740,0,1,0.0,39.800968414519296,False,0.01020163639827989,0,0.20900000000000002,56197,192,89,1.0,7570.599622275187,False,0.12712666650013327,34,7.560000000000001,23861.0,188,0,0.0,7482.582061929627,False,-0.6268952280215624,0,0.254,69442,122,171,1.0,9879.934013352915,False,0.005433455078081266,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,81093,597,53,1.0,20190.683464728612,False,0.0086201786588095,0.5,443882,0.0,0.0,15,0,0,12,4,4.0,25,37,37,168.0,96.0,15,19,37,506,1.7248246759991162,94.26299955823924
41,37,0,0,0,9.999999999999998,20,10.0,20.254456362760383,17,12.705882352941176,43.35569613487768,51,52.68627450980392,28.223303029707232,37,20.675675675675677,50.0,0,,0,1.1450000000000002,46697,6,37,1.0,809.4148854221341,False,0.22977748473175802,17,3.880000000000001,22006,422,0,0.0,4219.999999999999,False,-0.3703558653821049,9,0.8660000000000001,53687,0,0,0.0,0.0,False,0.008831764285848507,0,0.20900000000000002,58358,199,58,1.0,6545.267192012221,False,0.158100486611536,32,7.846000000000002,20325.0,224,0,0.0,9711.6759342126,False,-0.6596264129885604,0,0.254,69092,127,176,1.0,10473.47474235794,False,0.004713941216260741,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,80328,624,63,1.0,20761.341090537313,False,0.0033146096657264024,0.5,440831,0.0,0.0,13,0,0,18,7,6.8,24,42,32,301.0,66.0,20,17,32,2772,1.7937268550158478,96.05672641325509
42,32,0,0,0,9.999999999999998,20,10.0,21.672312071649802,34,28.941176470588232,44.47012273021232,14,57.714285714285715,28.007526664651174,2,1.0,50.0,0,,0,1.1450000000000002,47529,9,20,1.0,523.446241432996,False,0.24776698051529975,7,3.933000000000001,21752,429,0,0.0,4289.999999999999,False,-0.376073731756351,10,0.9570000000000003,52963,19,10,1.0,856.4751566634694,False,0.003274096216091342,0,0.20900000000000002,58536,194,64,1.0,7050.5163966336495,False,0.16619234827812218,2,7.834000000000002,19613.0,234,0,0.0,10406.008718869682,False,-0.664557929718372,0,0.254,68904,121,186,1.0,10590.284809980807,False,0.0029621844416112693,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,80326,616,73,1.0,20902.636425425124,False,0.004073910923830171,0.625,439961,0.0,0.0,12,0,0,10,4,4.0,25,35,37,193.0,102.0,13,19,37,1350,1.7082157870172523,97.76494220027234
43,37,0,0,0,9.999999999999998,20,10.0,21.118483864109965,7,6.285714285714286,42.950423408845566,26,33.46153846153846,27.92768291387453,12,26.416666666666668,50.0,0,,0,1.1450000000000002,47419,10,30,1.0,733.5545159232989,False,0.2476378490891008,7,3.9960000000000004,21500,438,0,0.0,4379.999999999999,False,-0.38147829038406306,12,1.0670000000000004,53197,11,10,1.0,661.8075565936653,False,0.00584218911807937,0,0.20900000000000002,58684,189,70,1.0,6997.923088935973,False,0.16847927437600743,7,7.902000000000002,19289.0,234,0,0.0,10050.399077669863,False,-0.6713409091803875,0,0.254,68326,137,191,1.0,11218.395443561878,False,-0.0006055998677895022,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,80009,618,83,1.0,21409.30804077446,False,0.0033697311151238067,0.625,438762,0.0,0.0,13,0,0,12,5,4.545454545454545,25,37,39,248.0,72.0,18,19,39,680,1.9646888279821724,99.72963102825452
44,39,0,0,0,9.999999999999998,20,10.0,23.1599868270209,48,30.60416666666666,42.149587424062126,5,15.0,28.93443410261797,25,37.6,50.0,0,,14,1.2850000000000001,48377,8,10,1.0,311.599868270209,False,0.26714184836257804,4,4.029000000000001,21292,450,0,0.0,4499.999999999999,False,-0.3853424192579828,0,1.0550000000000002,52666,20,15,1.0,1095.44354790135,False,-6.160110583696741e-05,0,0.20900000000000002,57821,208,80,1.0,8189.244253945319,False,0.16345570263210363,16,8.055000000000003,18937.0,234,0,0.0,9863.003457230538,False,-0.6773654808243408,0,0.254,68791,132,192,1.0,11119.156887678851,False,0.005009170638543099,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,79069,633,93,1.0,22965.496786957174,False,0.001578917955940062,0.625,437291,0.0,0.0,14,0,0,24,4,3.7222222222222223,18,42,37,185.0,93.0,18,21,37,1654,1.901682769996114,101.63131379825063
45,37,0,0,0,10.0,20,10.0,23.056152032903555,15,21.666666666666668,39.91596187058399,38,30.68421052631579,30.402366110528785,34,39.73529411764706,50.0,0,,4,1.3110000000000002,48457,11,10,1.0,340.56152032903555,False,0.2696086462537406,1,4.035000000000001,21197,457,0,0.0,4570.0,False,-0.386908957990653,0,1.0550000000000002,52839,11,14,1.0,812.4411385501149,False,0.0005302923741484421,0,0.20900000000000002,58489,212,63,1.0,7402.609828822345,False,0.1686172635513308,19,8.229000000000003,17400.0,261,0,0.0,10418.066048222421,False,-0.6943899293848174,0,0.254,69515,133,187,1.0,10994.065391456554,False,0.013950158093110048,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,77718,657,103,1.0,25124.35453461741,False,-0.00142488837053047,0.625,435953,0.0,0.0,17,0,0,15,4,3.2857142857142856,21,36,41,203.0,93.0,16,21,41,2266,1.8166115650092252,103.44792536325986
46,41,0,0,0,10.0,20,10.0,23.056152032903555,0,,39.91596187058399,0,,28.33930370270607,28,11.75,50.0,0,,0,1.3070000000000002,48327,14,20,1.0,601.1230406580711,False,0.26961597661494574,0,4.034000000000001,21127,464,0,0.0,4640.0,False,-0.38782277225137723,0,1.0550000000000002,52839,1,24,1.0,981.0392369269193,False,0.0021143547825593777,0,0.20900000000000002,58489,202,73,1.0,7571.20792719915,False,0.17020132595974174,26,8.470000000000002,16065.0,261,0,0.0,10418.066048222421,False,-0.7124353470652716,0,0.254,69633,123,195,1.0,10435.827532109513,False,0.011772286645779355,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,77389,675,113,1.0,24779.029999326598,False,-0.006973697312620456,0.625,434207,0.0,0.0,12,0,0,27,3,3.0,16,43,46,300.0,109.0,23,18,46,318,4.43341459200019,107.88133995526005
47,46,0,0,0,10.0,20,10.0,20.93122257971232,50,12.68,39.35957483285597,13,31.846153846153847,28.33930370270607,0,,50.0,0,,0,1.3070000000000002,48781,18,12,1.0,431.17467095654786,False,0.2792508638280534,32,4.354000000000001,19898,470,0,0.0,4700.0,False,-0.41912743792590273,0,1.0550000000000002,52450,37,24,1.0,1719.085031437899,False,0.0017389652877643034,0,0.20900000000000002,58658,196,80,1.0,7251.2856122520925,False,0.17037117473976446,0,8.444000000000003,15891.0,264,0,0.0,10390.927755873976,False,-0.7149707505009869,0,0.254,69393,123,205,1.0,10650.78496349603,False,0.009980974341011282,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,77389,665,123,1.0,24995.636962299537,False,-0.005775769213797707,0.625,432798,0.0,0.0,17,0,0,29,5,5.0,20,49,52,304.0,122.0,24,22,52,1208,2.643080844951328,110.52442080021137
48,52,0,0,0,10.0,20,10.0,20.64352652627187,5,8.0,40.29318186127667,19,48.63157894736842,28.497403358235996,8,33.0,50.0,0,,0,1.3070000000000002,48671,19,22,1.0,644.1575835779811,False,0.2791592593349779,5,4.372000000000001,19708,479,0,0.0,4790.0,False,-0.42291323986318896,0,1.0550000000000002,53318,32,16,1.0,1305.2837586211267,False,0.014161675391520797,0,0.20900000000000002,58674,186,89,1.0,7425.789119540192,False,0.17231137718717882,8,8.524000000000003,15184.0,274,0,0.0,11040.331829989807,False,-0.720138335834078,0,0.254,69064,122,215,1.0,11042.709909096493,False,0.008182683894947997,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,77125,663,133,1.0,25543.778426510464,False,-0.005664378399769622,0.625,432082,0.0,0.0,18,0,0,27,2,2.0,24,51,49,377.0,84.0,29,23,49,1124,2.4900568010052666,113.01447760121664
49,49,0,0,0,10.0,20,10.0,20.64352652627187,0,,40.88732564328538,8,53.5,28.40290238466228,20,27.4,50.0,0,,0,1.3070000000000002,48561,20,32,1.0,860.5928488406998,False,0.2791127235429975,0,4.367000000000001,19618,488,0,0.0,4880.0,False,-0.42408814391269156,0,1.0550000000000002,53746,22,18,1.0,1190.129445157118,False,0.021122286535854292,0,0.20900000000000002,58674,176,99,1.0,7681.105907309102,False,0.17471020451462035,11,8.626000000000001,14389.0,278,0,0.0,11366.676528833335,False,-0.7286788555769577,0,0.254,69389,116,216,1.0,10877.956689708157,False,0.011462264731739441,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,76577,673,143,1.0,26265.153304877713,False,-0.007736213734928381,0.625,431292,0.0,0.0,14,0,0,27,3,3.0,26,53,43,331.0,71.0,29,20,43,1141,2.2715728390030563,115.2860504402197
50,43,0,0,0,10.0,20,10.0,23.13486680515943,60,31.53333333333334,39.87576494490823,25,33.4,28.476039002224805,12,29.75,50.0,0,,24,1.5470000000000002,49597,16,10,1.0,391.3486680515943,False,0.30003588245805063,4,4.407000000000001,19374,502,0,0.0,5020.0,False,-0.42863110623743506,3,1.0850000000000002,53672,35,10,1.0,1208.4779876296623,False,0.01990414705479139,0,0.20900000000000002,57580,203,105,1.0,8883.333280662728,False,0.16544838379336235,3,8.645000000000001,14254.0,278,0,0.0,11085.462654684487,False,-0.7324042805171365,0,0.254,68905,131,217,1.0,11403.025671265761,False,0.008468678502742345,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,76220,675,153,1.0,26871.326326501745,False,-0.008332542520646559,0.625,429940,0.0,0.0,15,0,0,19,6,4.406015037593985,17,36,37,225.0,78.0,17,26,37,1329,1.8131668280111626,117.09921726823086
51,37,0,0,0,10.000000000000002,20,10.0,22.088176404103226,12,1.5,39.85216507396027,14,39.57142857142857,26.86527858544461,34,17.441176470588236,50.0,0,,0,1.5230000000000004,49547,11,20,1.0,551.7635280820646,False,0.30082456761027215,12,4.5230000000000015,18852,517,0,0.0,5170.000000000001,False,-0.4403018197958278,0,1.0820000000000003,53912,31,12,1.0,1162.9594494147232,False,0.023986314987830173,0,0.20900000000000002,57876,199,109,1.0,8739.433097478213,False,0.1696585028983051,28,8.922000000000002,12712.0,280,0,0.0,11158.606220708876,False,-0.7527534048343547,0,0.254,68703,133,221,1.0,11237.564522219975,False,0.004619927833333113,0,0.2,90338,0,4,0.0,200.0,False,0.0003207645256556316,0,0.2,75627,699,163,1.0,26928.829731225782,False,-0.014573605884227275,0.625,427567,0.0,0.0,13,0,0,20,8,8.0,16,36,45,137.0,72.0,13,24,45,988,2.131118427030742,119.2303356952616
