index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,27,0,0,0,10.000000000000002,20,10.0,17.359754916383086,21,14.523809523809524,36.783382145622745,40,24.325,4.567015408636466,33,4.848484848484849,56.00000000000001,20,56.0,10,2.4150000000000005,32748,253,0,0.0,2530.0000000000005,False,-0.14683823713848546,1,0.849,43377,14,10,1.0,313.5975491638309,False,0.09197578886251566,1,0.6240000000000001,74433,39,10,1.0,1044.8642631951677,False,0.038350840616698065,0,0.29900000000000004,74640,76,75,1.0,4078.0950345668207,False,0.0622279290908808,0,0.2,93687,0,0,0.0,0.0,False,0.0,33,5.588000000000001,38274.0,418,0,0.0,15375.453736870308,False,-0.5094119048700978,13,1.3290000000000002,134839,0,9,0.9,504.00000000000006,False,0.018025757541503703,7,2.2500000000000004,125907,497,0,0.0,2269.8066580923232,False,-0.042631042215493964,0.4875,617905,0.0,0.0,8,0,0,11,16,14.12316715542522,22,33,28,241.0,57.0,18,9,28,398,1.708927526138723,70.83905233535916
26,28,0,0,0,10.000000000000002,20,10.0,16.725791810870096,8,1.25,37.50294439379962,6,58.0,4.6526882196336405,4,9.0,55.99999999999999,20,56.0,8,2.4850000000000008,32448,266,0,0.0,2660.0000000000005,False,-0.15273283668196755,0,0.8480000000000001,43307,11,20,1.0,444.5158362174019,False,0.09186188873275387,0,0.6230000000000001,74717,33,15,1.0,1114.4952956657075,False,0.04276736320712678,0,0.29900000000000004,74694,70,84,1.0,4321.052755840075,False,0.06465882191973668,0,0.2,93687,0,0,0.0,0.0,False,0.0,4,5.5950000000000015,37770.0,424,0,0.0,15901.24842297104,False,-0.5119853959302195,4,1.3560000000000003,135299,0,0,0.0,0.0,False,0.019593214719025764,7,2.3130000000000006,125751,501,0,0.0,2330.996798036454,False,-0.04357607518505623,0.375,617673,0.0,0.0,14,0,0,12,8,8.0,18,30,28,171.0,73.0,16,12,28,1052,1.9322965536266565,72.77134888898581
27,28,0,0,0,10.000000000000002,20,10.0,16.610024134816527,38,16.05263157894737,38.82369588996775,13,55.0,4.819351535094075,39,5.615384615384615,56.0,20,56.0,7,2.5470000000000006,32209,277,0,0.0,2770.0000000000005,False,-0.15734818270750245,11,0.9580000000000002,43552,10,10,1.0,266.1002413481653,False,0.09576968722688141,0,0.623,74889,32,18,1.0,1230.3472983335485,False,0.045952507365131796,0,0.29900000000000004,74627,89,88,1.0,4894.777386315833,False,0.06770455474196072,0,0.2,93687,0,0,0.0,0.0,False,0.0,39,5.981000000000002,34204.0,437,0,0.0,16965.95510391591,False,-0.5443660534336893,14,1.492,134870,0,8,0.8,448.0,False,0.018048365096948734,6,2.366000000000001,125522,532,0,0.0,2563.895016670048,False,-0.04442424201889218,0.475,613560,0.0,0.0,12,0,0,9,16,15.421052631578947,21,30,29,205.0,69.0,15,13,29,1149,1.6513025360181928,74.422651425004
28,29,0,0,0,10.000000000000002,20,10.0,15.86264845183298,10,1.0,38.94662147195278,1,58.0,4.6307853134913906,40,3.675,56.0,20,56.0,10,2.640000000000001,31909,285,0,0.0,2850.0000000000005,False,-0.16386986730880176,0,0.9470000000000001,43432,12,20,1.0,437.2529690366596,False,0.0949062253121211,0,0.623,74884,27,28,1.0,1518.7969094141683,False,0.04788117603872009,0,0.29900000000000004,74680,84,97,1.0,5110.284752733391,False,0.06993146101606518,0,0.2,93687,0,0,0.0,0.0,False,0.0,40,6.342000000000001,31133.0,438,0,0.0,17058.620204715317,False,-0.576650868291677,3,1.5080000000000002,135282,0,3,0.3,168.0,False,0.020098116790631428,9,2.450000000000001,125213,569,0,0.0,2634.9168433766013,False,-0.04648521524888436,0.4125,610220,0.0,0.0,11,0,0,12,11,11.0,19,31,33,165.0,69.0,17,12,33,706,1.9086472485214472,76.33129867352545
29,33,0,0,0,10.000000000000002,20,10.0,15.229258886862203,9,2.0,38.61617746032859,12,34.75,5.040864788362611,10,14.0,56.0,20,56.0,9,2.7200000000000006,31622,295,0,0.0,2950.0000000000005,False,-0.16981463365690921,0,0.9470000000000001,43332,12,30,1.0,576.8777666058661,False,0.09414901756598013,0,0.623,75191,17,28,1.0,1340.150369965858,False,0.050896632149596534,0,0.29900000000000004,74772,83,105,1.0,5318.727120944065,False,0.07264969538105245,0,0.2,93687,0,0,0.0,0.0,False,0.0,10,6.402000000000002,30344.0,450,0,0.0,17377.279857147867,False,-0.583371866656271,10,1.6050000000000002,135118,0,8,0.8,448.0,False,0.019917256347071192,7,2.511000000000001,125095,571,0,0.0,2878.333794155051,False,-0.046457268727891535,0.475,609161,0.0,0.0,11,0,0,7,11,10.5,26,33,26,239.0,55.0,18,15,26,729,2.0230790646746755,78.35437773820013
30,26,0,0,0,10.000000000000002,20,10.0,14.388799770292676,36,10.25,38.61617746032859,0,,4.745072188163668,36,3.0555555555555554,56.0,20,56.0,24,2.9510000000000005,31012,309,0,0.0,3090.0000000000005,False,-0.18335967090576166,0,0.9470000000000003,43567,8,28,1.0,482.88639356819493,False,0.09886480539754938,0,0.623,75191,7,38,1.0,1568.1363418845353,False,0.05247576670234619,0,0.29900000000000004,74403,109,115,1.0,6009.2395828996905,False,0.07232077509038813,0,0.2,93687,0,0,0.0,0.0,False,0.0,36,6.752000000000001,27760.0,450,0,0.0,17377.279857147867,False,-0.6109530678901669,0,1.5950000000000002,135524,0,7,0.7,392.0,False,0.022765808333144937,12,2.624000000000001,124755,600,0,0.0,2847.043312898201,False,-0.04913735855998087,0.4625,605899,0.0,0.0,12,0,0,11,11,11.0,22,33,25,228.0,21.0,19,7,25,943,1.8227663598954678,80.1771440980956
31,25,0,0,0,10.000000000000002,20,10.0,14.773530817112567,17,19.11764705882353,38.20200243622384,4,24.0,4.94602088405478,50,5.82,56.0,20,56.0,4,2.967000000000001,30812,321,0,0.0,3210.0000000000005,False,-0.18687134722953821,0,0.9470000000000003,43808,6,25,1.0,429.33827042781417,False,0.10423832079699775,0,0.623,74966,10,44,1.0,1828.6234153649748,False,0.05116311396349046,0,0.29900000000000004,74399,103,125,1.0,6296.923978690575,False,0.07425799644458546,0,0.2,93687,0,0,0.0,0.0,False,0.0,50,7.216000000000002,23443.0,454,0,0.0,17343.709106045626,False,-0.6572111973590485,2,1.6150000000000002,135767,3,10,1.0,574.8380626521644,False,0.02528594059733741,11,2.722000000000001,124358,637,0,0.0,3150.6153031428953,False,-0.05098525496370395,0.5,601240,0.0,0.0,12,0,0,6,14,13.666666666666666,21,27,20,180.0,40.0,15,10,20,953,3.957224812358618,84.13436891045421
32,20,0,0,0,10.000000000000002,20,10.0,15.648504251637586,30,21.133333333333333,37.46769289631549,22,33.22727272727273,4.94602088405478,0,,56.0,20,56.0,8,3.043000000000001,30604,333,0,0.0,3330.0000000000005,False,-0.19058369077181628,0,0.9470000000000001,44282,4,13,1.0,243.43055527128863,False,0.1137962544870606,0,0.623,74858,22,37,1.0,1730.5717306996999,False,0.04898784913280584,0,0.29900000000000004,74604,101,130,1.0,6451.299005936409,False,0.07816711461853536,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,7.166000000000002,22712.0,476,0,0.0,17834.621818646174,False,-0.6623938122757363,0,1.6130000000000004,136271,0,4,0.3,224.0,False,0.027762078086496507,11,2.821000000000001,124139,637,0,0.0,3150.6153031428953,False,-0.052635606511191126,0.4125,601157,0.0,0.0,16,0,0,4,4,4.0,19,23,29,154.0,45.0,10,10,29,1989,1.528500490821898,85.66286940127611
33,29,0,0,0,10.000000000000002,20,10.0,16.116333065415905,36,18.666666666666668,37.36203963158871,6,35.0,4.979922207951451,8,6.0,55.99999999999999,20,56.0,13,3.1650000000000014,30289,342,0,0.0,3420.0000000000005,False,-0.19735620939624252,10,1.0470000000000002,44524,5,10,1.0,211.16333065415904,False,0.11946175195843885,0,0.623,74470,32,43,1.0,2122.2903622516233,False,0.0463261415646282,0,0.29900000000000004,74530,107,138,1.0,6880.409107158743,False,0.08011421105710687,0,0.2,93687,0,0,0.0,0.0,False,0.0,8,7.246000000000002,22166.0,482,0,0.0,18008.50310242576,False,-0.667293738179119,9,1.7030000000000003,136335,0,0,0.0,0.0,False,0.02740035719937603,7,2.880000000000001,123978,645,0,0.0,3212.049824128686,False,-0.05361739793017022,0.375,599979,0.0,0.0,10,0,0,9,13,12.0,26,35,26,236.0,55.0,19,10,26,864,1.79685393627733,87.45972333755344
34,26,0,0,0,10.000000000000002,20,10.0,15.53301293931429,13,6.153846153846154,37.80701658360842,11,42.90909090909091,5.0184776303909775,20,5.45,55.99999999999999,20,56.0,13,3.2820000000000005,29958,353,0,0.0,3530.0000000000005,False,-0.20427922843454485,0,1.0370000000000001,44434,4,20,1.0,350.6602587862858,False,0.11895377453515799,0,0.6230000000000001,74542,26,49,1.0,2256.4021490189843,False,0.04825247031334574,0,0.29900000000000004,74850,106,141,1.0,6977.288709856102,False,0.08521817439328483,0,0.2,93687,0,0,0.0,0.0,False,0.0,20,7.438000000000002,20629.0,493,0,0.0,18638.859175718953,False,-0.6803352696974022,9,1.7840000000000003,136126,1,10,1.0,565.0184776303909,False,0.02795431193012153,11,2.983,123690,654,0,0.0,3282.0843702756993,False,-0.05552383827204539,0.5,597916,0.0,0.0,9,0,0,5,12,12.0,22,27,26,143.0,81.0,13,13,26,672,1.800576038658619,89.26029937621206
35,26,0,0,0,10.0,20,10.0,15.035956368118452,9,4.0,40.466427067540266,21,56.095238095238095,5.3316297619009765,34,7.352941176470588,55.999999999999986,20,56.0,6,3.329000000000001,29697,367,0,0.0,3670.0,False,-0.2090701582762686,0,1.0370000000000001,44401,0,27,1.0,405.9708219391982,False,0.11881971081269227,0,0.623,74714,16,56,1.0,2506.69521767215,False,0.052368814451855275,0,0.29900000000000004,75820,105,133,1.0,6960.810218635293,False,0.09854135937658655,0,0.2,93687,0,0,0.0,0.0,False,0.0,34,7.758000000000001,17221.0,514,0,0.0,20799.743512715697,False,-0.7051792483870992,0,1.7750000000000004,136273,7,15,1.0,877.3214083333066,False,0.03023881645051325,15,3.1220000000000008,123188,672,0,0.0,3582.855199997456,False,-0.05817355368164998,0.5,595001,0.0,0.0,14,0,0,5,11,11.0,26,31,30,215.0,60.0,16,10,30,1685,1.950280756689608,91.21058013290167
36,30,0,0,0,10.0,20,10.0,14.670132789171415,25,11.92,40.546853560869714,1,51.0,5.3108326015535035,41,5.195121951219512,55.999999999999986,20,56.0,15,3.4730000000000016,29256,378,0,0.0,3780.0,False,-0.2187523515689668,0,1.0370000000000001,44561,0,26,0.9,381.42345251845677,False,0.12252518941127322,0,0.623,74477,25,65,1.0,3002.298801185817,False,0.05251845069878112,0,0.29900000000000004,75810,101,143,1.0,7279.883470910681,False,0.10061287677082223,0,0.2,93687,0,0,0.0,0.0,False,0.0,41,8.134000000000002,14089.0,515,0,0.0,20881.6295838479,False,-0.7381726942700274,0,1.7750000000000004,136893,18,12,1.0,767.5949868279629,False,0.034497603549491655,7,3.177,122980,692,0,0.0,3675.0961602750244,False,-0.05939345375520909,0.4875,591753,0.0,0.0,13,0,0,6,12,12.0,25,31,28,202.0,69.0,17,13,28,1229,1.9192611733451486,93.12984130624682
37,28,0,0,0,10.0,20,10.0,14.716180607757758,17,15.235294117647058,41.216364925051664,5,57.0,5.3108326015535035,0,,55.99999999999999,20,56.0,8,3.538000000000001,28983,390,0,0.0,3900.0,False,-0.22409511626156972,0,1.0370000000000001,44715,0,25,0.8,367.90451519394395,False,0.1262184828955521,0,0.623,74467,20,75,1.0,3385.55098153403,False,0.055034500543962445,0,0.29900000000000004,75846,103,148,1.0,7615.788611506696,False,0.10343821333139412,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,8.093000000000002,13804.0,520,0,0.0,21432.509761026864,False,-0.7382747352299313,0,1.7750000000000004,137397,8,13,1.0,770.4866608124279,False,0.03830656847757858,11,3.2800000000000002,122751,692,0,0.0,3675.0961602750244,False,-0.06111916382084636,0.475,591650,0.0,0.0,12,0,0,3,6,6.0,23,26,27,167.0,74.0,13,15,27,1223,1.7675569970160723,94.89739830326289
38,27,0,0,0,10.0,20,10.0,14.725569366368719,21,14.80952380952381,41.216364925051664,0,,5.125952397574529,30,3.6333333333333333,55.999999999999986,20,56.0,10,3.6300000000000012,28717,398,0,0.0,3980.0,False,-0.22976396518423758,0,1.0370000000000001,44870,2,24,1.0,373.41366479284926,False,0.13017550436191402,0,0.623,74463,12,85,1.0,3680.097851025816,False,0.05701925451276416,0,0.29900000000000004,75539,112,158,1.0,8161.44942719146,False,0.10296486505320528,0,0.2,93687,0,0,0.0,0.0,False,0.0,30,8.393,11839.0,520,0,0.0,21432.509761026864,False,-0.7592488298214968,0,1.7750000000000004,138021,6,11,1.0,646.755714385447,False,0.042542730971542445,8,3.349000000000001,122548,714,0,0.0,3659.9300118682136,False,-0.06270608666279243,0.5,589684,0.0,0.0,12,0,0,5,9,9.0,22,27,31,175.0,57.0,13,14,31,1147,1.955683990381658,96.85308229364455
39,31,0,0,0,10.0,20,10.0,15.225976262682332,22,19.5,43.941796248200376,24,56.5,5.123174168811312,38,5.105263157894737,55.999999999999986,20,56.0,5,3.670000000000001,28568,406,0,0.0,4060.0,False,-0.23249805603632076,0,1.0370000000000001,45143,4,17,1.0,298.84159646559965,False,0.1360880125977074,0,0.623,74992,9,83,1.0,3784.2028749647725,False,0.06506852255229316,0,0.29900000000000004,75937,117,156,1.0,8636.359437453091,False,0.11176776592359493,0,0.2,93687,0,0,0.0,0.0,False,0.0,38,8.743,7701.0,544,0,0.0,23904.337159021004,False,-0.7902252331752484,1,1.7850000000000004,138626,0,6,0.6,335.9999999999999,False,0.045931016812485397,8,3.421000000000001,122212,752,0,0.0,3852.6269749461067,False,-0.064512064993157,0.45,586866,0.0,0.0,17,0,0,14,11,10.25,22,36,36,209.0,45.0,21,10,36,2397,1.947329525835812,98.80041181948036
40,36,0,0,0,9.999999999999998,20,10.0,15.869062506622702,19,22.263157894736842,43.95108441345475,23,44.0,4.8730055028058405,18,1.3333333333333333,55.99999999999999,20,56.0,4,3.705000000000001,28404,417,0,0.0,4169.999999999999,False,-0.23523214688840394,0,1.0370000000000001,45443,3,12,1.0,220.42875007947242,False,0.1426296028053211,0,0.623,75182,0,86,1.0,3779.7932595571087,False,0.06767003241274124,0,0.29900000000000004,76336,125,150,1.0,8576.29547534605,False,0.11687904661051184,0,0.2,93687,0,0,0.0,0.0,False,0.0,18,8.885000000000002,5675.0,567,0,0.0,24920.264862428845,False,-0.8064285073573237,5,1.8340000000000003,138883,0,2,0.2,111.99999999999999,False,0.04702371532566184,9,3.503000000000001,122027,768,0,0.0,3742.4682261548855,False,-0.06632126758244264,0.4,585637,0.0,0.0,11,0,0,10,12,11.6,25,35,24,270.0,87.0,21,15,24,1826,1.9671563683077693,100.76756818778813
41,24,0,0,0,9.999999999999998,20,10.0,15.222417359404197,9,1.7777777777777777,44.830670739447065,36,48.0,5.317631639313804,50,7.5,55.99999999999999,20,56.0,9,3.7910000000000013,28134,425,0,0.0,4249.999999999999,False,-0.24100132942032257,0,1.0370000000000001,45323,5,22,1.0,384.8931819068923,False,0.14168225828262593,0,0.623,75461,0,89,0.8,3989.929695810789,False,0.0729904947969219,0,0.29900000000000004,77769,116,129,1.0,7548.956939079558,False,0.12961445231883556,0,0.2,93687,0,0,0.0,0.0,False,0.0,50,9.367,-170.0,603,0,0.0,27032.89445588658,False,-0.8575421645698624,9,1.9190000000000003,138833,0,0,0.0,0.0,False,0.04622491503327079,9,3.584000000000001,121485,818,0,0.0,4349.822680958692,False,-0.06811723268088421,0.35,580522,0.0,0.0,11,0,0,8,16,15.5,19,27,25,123.0,33.0,13,11,25,1928,1.518355693668127,102.28592388145626
42,25,0,0,0,9.999999999999998,20,10.0,14.90836107168255,28,12.928571428571429,44.9669832431625,10,47.0,5.227840096638405,17,3.823529411764706,55.99999999999999,20,56.0,14,3.9220000000000015,27776,433,0,0.0,4329.999999999999,False,-0.2489778513557579,0,1.0370000000000001,45537,7,18,1.0,338.35049929028594,False,0.14646638196114944,0,0.6230000000000001,75631,2,89,1.0,4031.878230784828,False,0.0756360440992479,0,0.29900000000000004,77707,122,139,1.0,8069.230721544859,False,0.13235922480186774,0,0.2,93687,0,0,0.0,0.0,False,0.0,17,9.487000000000002,-2394.0,613,0,0.0,27564.760728058613,False,-0.8784422559797058,11,2.0200000000000005,138564,0,7,0.7,391.99999999999994,False,0.045674797850775065,9,3.665000000000001,121278,828,0,0.0,4328.651600016599,False,-0.06975692507096286,0.4625,577786,0.0,0.0,9,0,0,3,14,14.38936170212766,25,28,31,135.0,51.0,13,12,31,534,1.7572340397164226,104.04315792117268
43,31,0,0,0,9.999999999999998,20,10.0,15.967492221822443,29,22.689655172413794,45.17281765389104,3,55.0,5.105968935513192,38,4.2894736842105265,55.99999999999999,20,56.0,4,3.9480000000000017,27590,444,0,0.0,4439.999999999999,False,-0.2522637770587202,7,1.107,45950,6,10,1.0,219.67492221822442,False,0.1553374334940957,0,0.623,74981,17,99,1.0,4743.556315506194,False,0.07156105888529928,0,0.29900000000000004,77864,116,146,1.0,8447.460475199496,False,0.1371539229722769,0,0.2,93687,0,0,0.0,0.0,False,0.0,38,9.850000000000001,-8809.0,616,0,0.0,27826.455674796878,False,-0.9455182913595436,3,2.039,138919,0,0,0.0,0.0,False,0.04687299828936164,10,3.756000000000001,120912,866,0,0.0,4421.769098154425,False,-0.07216418700158096,0.375,571094,0.0,0.0,10,0,0,12,14,28.833333333333336,22,34,23,223.0,48.0,20,11,23,780,1.862427370622754,105.90558529179543
44,23,0,0,1,9.999999999999998,20,10.0,15.611611615142584,38,13.81578947368421,46.007404837406064,22,51.0,5.105968935513192,0,,55.999999999999986,20,56.0,20,4.144000000000001,27063,457,0,0.0,4569.999999999999,False,-0.26385230892718287,8,1.1800000000000002,46114,3,10,1.0,186.11611615142584,False,0.15903022695652333,0,0.623,75930,20,87,1.0,4314.87645315718,False,0.08173823855512187,0,0.29900000000000004,77512,131,156,1.0,9222.276276219025,False,0.13764442542437713,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,11,2.1460000000000004,138682,0,0,0.0,0.0,False,0.04508700140920429,9,3.836000000000001,120757,866,0,0.0,4421.769098154425,False,-0.0733322440329075,0.375,579745,0.0,0.1,10,0,0,6,22,376.36631240731583,21,27,22,122.0,63.0,12,11,22,350,1.4244193602353334,107.33000465203077
45,22,0,0,0,10.0,20,10.0,15.876300450427347,14,19.785714285714285,46.007404837406064,0,,5.105968935513192,0,,55.99999999999999,20,56.0,4,4.1640000000000015,26954,462,0,0.0,4620.0,False,-0.2659593147214488,0,1.1720000000000002,46214,8,10,1.0,238.76300450427348,False,0.16219884872832513,0,0.623,75930,10,97,1.0,4621.481273732662,False,0.08386192301752858,0,0.29900000000000004,77235,135,166,1.0,9780.5297638171,False,0.13767388701440073,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,8,2.2150000000000007,138538,0,0,0.0,0.0,False,0.044001838747842865,12,3.947000000000001,120493,866,0,0.0,4421.769098154425,False,-0.07532170891207011,0.375,579051,0.0,0.1,8,0,0,8,13,13.0,12,20,22,111.0,68.0,8,14,22,450,1.2968311943113804,108.62683584634215
46,22,0,0,0,10.0,20,10.0,16.88545906354496,22,26.0,46.007404837406064,0,,5.105968935513192,0,,55.99999999999999,20,56.0,0,4.160000000000001,26874,470,0,0.0,4700.0,False,-0.2669626508139564,12,1.292,46414,10,10,1.0,268.8545906354496,False,0.16759292887144073,0,0.623,75644,11,107,1.0,5108.532367301444,False,0.08327352824817097,0,0.29900000000000004,76949,136,176,1.0,10393.725684025581,False,0.13795922869786517,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,13,2.3370000000000006,138227,0,0,0.0,0.0,False,0.04165818883337478,7,4.005000000000001,120383,866,0,0.0,4421.769098154425,False,-0.07615065261172121,0.375,578178,0.0,0.1,7,0,0,7,18,1074.24284968408,19,26,15,146.0,41.0,12,10,15,200,1.503780105151236,110.13061595149338
47,15,0,0,0,10.0,20,10.0,17.117092781167226,17,19.823529411764707,46.007404837406064,0,,5.105968935513192,0,,56.0,20,56.0,5,4.210000000000001,26670,482,0,0.0,4820.0,False,-0.2705746607469837,2,1.3000000000000003,46604,8,10,1.0,251.17092781167227,False,0.17213699209636638,0,0.623,75641,4,117,1.0,5451.334737101179,False,0.0856063746734259,0,0.29900000000000004,76615,140,186,1.0,10953.77028912094,False,0.13721148052364646,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,12,2.4440000000000004,137950,0,0,0.0,0.0,False,0.039570757880617036,8,4.078000000000001,120249,866,0,0.0,4421.769098154425,False,-0.07716045675493254,0.375,577416,0.0,0.1,7,0,0,3,14,1289.5782323068026,17,20,14,90.0,27.0,6,9,14,200,1.366570245474577,111.49718619696796
48,14,0,0,0,10.0,20,10.0,16.762511459556332,5,3.0,46.007404837406064,0,,5.105968935513192,0,,56.0,20,56.0,5,4.255000000000001,26470,493,0,0.0,4930.0,False,-0.27421175408232373,0,1.298,46514,7,20,1.0,405.25022919112666,False,0.1718119024405037,0,0.623,75641,0,121,0.4,5566.895985326134,False,0.0864068044476578,0,0.29900000000000004,76600,135,196,1.0,11280.390395171693,False,0.13926600631118974,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,9,2.5220000000000007,137801,0,0,0.0,0.0,False,0.03844791596018056,11,4.180000000000001,120020,866,0,0.0,4421.769098154425,False,-0.0788861668205698,0.3,576733,0.0,0.1,7,0,0,4,8,8.0,15,19,10,55.0,27.0,5,9,10,200,1.2280595134943724,112.72524571046233
49,10,0,0,0,10.0,20,10.0,17.361424526446967,13,25.615384615384617,46.007404837406064,0,,5.105968935513192,0,,56.0,20,56.0,0,4.250000000000001,26360,504,0,0.0,5040.0,False,-0.27559134120952167,0,1.298,46757,6,17,1.0,355.14421694959844,False,0.177278754570818,0,0.623,75308,3,131,1.0,6079.054307279535,False,0.08534122700264263,0,0.29900000000000004,76600,125,206,1.0,11647.70346231152,False,0.14181018370559473,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,11,2.6230000000000007,137567,0,0,0.0,0.0,False,0.03668452663546824,9,4.259,119869,866,0,0.0,4421.769098154425,False,-0.0800240804446363,0.375,576148,0.0,0.1,8,0,0,4,8,221.91245210727968,14,18,10,27.0,18.0,4,6,10,533,1.185918944887817,113.91116465535015
50,10,0,0,0,10.0,20,10.0,18.050876747427626,15,26.0,46.007404837406064,0,,5.105968935513192,0,,56.0,20,56.0,0,4.250000000000001,26250,515,0,0.0,5150.0,False,-0.2769709283367196,0,1.2980000000000003,47057,5,12,1.0,266.6105209691315,False,0.18369341210737114,0,0.6230000000000001,75048,3,141,1.0,6541.196712316538,False,0.08494047898040186,0,0.29900000000000004,76470,120,216,1.0,12103.704654571025,False,0.1431677771244893,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,16,2.772000000000001,137114,0,0,0.0,0.0,False,0.03327078576326875,4,4.290000000000001,119815,866,0,0.0,4421.769098154425,False,-0.08043101644264684,0.375,575441,0.0,0.1,9,0,0,4,9,562.8804563492064,16,20,10,43.0,15.0,5,5,10,590,1.1828389167785645,115.09400357212871
51,10,0,0,0,10.000000000000002,20,10.0,18.050876747427626,0,,46.007404837406064,0,,5.105968935513192,0,,56.0,9,56.0,0,4.250000000000002,26180,522,0,0.0,5220.000000000001,False,-0.27784884741766375,0,1.298,46927,8,22,1.0,477.11928844340775,False,0.18307270785917443,0,0.623,75048,0,144,0.3,6625.066296586473,False,0.08552139787348467,0,0.29900000000000004,76470,110,226,1.0,12383.26993547081,False,0.14510417343476528,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,9,4.376000000000001,119658,866,0,0.0,4421.769098154425,False,-0.08161414517760339,0.2875,575084,0.0,0.1,8,0,0,2,4,73.2350570436508,17,19,11,71.0,33.0,4,6,11,200,1.0296275988221169,116.12363117095083
