index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,17,0,0,0,10.000000000000002,20,10.0,25.31353466486734,0,,17.92653242948173,0,,40.61740028956637,10,57.0,49.00000000000001,8,49.0,0,0.8660000000000001,16510,4,24,1.0,647.5248319568161,False,0.2926178619349156,0,0.6680000000000001,16343,5,27,1.0,733.4654359514182,False,0.2830939659046079,0,0.47900000000000004,12427,298,0,0.0,7543.433330130468,False,-0.213807189620208,0,0.4610000000000001,12748,288,0,0.0,7290.297983481794,False,-0.20437055951558444,9,0.9470000000000003,29967,0,0,0.0,0.0,False,0.06149268534589636,0,0.9380000000000002,25308,36,0,0.0,645.3551674613423,False,-0.09210876045019055,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,38714,10,30,1.0,1876.174002895664,False,0.008958956779843132,0.375,191407,0.0,0.0,12,0,0,12,2,1.8,16,28,25,144.0,102.0,8,9,25,592,0.8323434246703982,35.55770993325859
26,25,0,0,0,10.000000000000002,20,10.0,25.362589132608374,51,25.58823529411765,17.92653242948173,0,,40.61740028956637,0,,49.0,12,49.0,1,0.8760000000000003,17028,7,10,1.0,323.6258913260838,False,0.3199579932168503,0,0.6680000000000001,16909,2,11,1.0,298.9884804586921,False,0.30987439455036053,0,0.47900000000000004,12271,304,0,0.0,7710.227096312946,False,-0.21733092854996736,0,0.4610000000000001,11599,333,0,0.0,8445.742181158588,False,-0.23209711266844815,0,0.9380000000000002,29967,0,0,0.0,0.0,False,0.06149268534589636,0,0.9380000000000004,25308,36,0,0.0,645.3551674613423,False,-0.09210876045019055,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39302,0,28,1.0,1372.0,False,0.017506361323155216,0.375,191774,0.0,0.0,16,0,0,14,1,0.3333333333333333,18,32,23,237.0,109.0,14,11,23,2015,1.2200159467756748,36.77772588003427
27,23,0,0,0,10.000000000000002,20,10.0,25.38339538033858,33,25.545454545454547,17.76248891630888,1,14.0,40.61740028956637,0,,49.0,13,49.0,0,0.8750000000000002,17163,6,11,1.0,339.21734918372437,False,0.3309228806413163,13,0.798,17117,3,10,1.0,283.83395380338584,False,0.32526429984655547,1,0.48900000000000005,11794,322,0,0.0,8173.453312469022,False,-0.22924060103695834,0,0.461,11215,348,0,0.0,8833.421592357827,False,-0.24132640282571766,0,0.9380000000000002,29953,0,1,0.1,40.61740028956637,False,0.061716152461647904,0,0.9380000000000002,25308,36,0,0.0,639.4496009871197,False,-0.0922133540967886,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39939,0,15,0.0,735.0,False,0.025610687022900765,0.2625,191879,0.0,0.0,21,0,0,13,4,3.111111111111111,17,30,28,180.0,143.0,10,13,28,1137,1.0427893763408065,37.820515256375074
28,28,0,0,0,10.000000000000002,20,10.0,25.431323837583193,22,26.0,17.595581181824805,1,14.0,41.54773033736185,5,56.0,49.00000000000001,10,49.0,0,0.8750000000000002,17303,8,11,1.0,359.7445622134151,False,0.34246120564437604,2,0.8050000000000002,17307,1,10,1.0,264.31323837583193,False,0.3391044013812422,1,0.49800000000000005,11776,322,0,0.0,8188.886275701788,False,-0.2297397040452876,0,0.461,10643,370,0,0.0,9409.589819905781,False,-0.2551060517398131,4,0.9780000000000002,30039,0,1,0.1,41.54773033736185,False,0.06477892618641498,0,0.9380000000000004,25308,36,0,0.0,633.440922545693,False,-0.09231977396221014,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40149,0,10,0.5,490.00000000000006,False,0.027837150127226463,0.325,191915,0.0,0.0,13,0,0,9,3,1.9666666666666668,23,32,24,234.0,164.0,13,15,24,950,1.3025912111625075,39.12310646753758
29,24,0,0,0,10.000000000000002,20,10.0,25.41038024026565,13,25.0,17.595581181824805,0,,43.10471346176025,11,53.63636363636363,49.00000000000001,5,49.0,2,0.8950000000000002,17456,11,10,1.0,364.1038024026565,False,0.35437701767652063,0,0.8030000000000002,17237,0,18,0.8,457.3868443247817,False,0.341142088778499,0,0.49700000000000005,11451,335,0,0.0,8512.477380488992,False,-0.23766071198580394,0,0.461,10643,370,0,0.0,9401.84068889829,False,-0.2552941009294727,9,1.064,30164,0,0,0.0,0.0,False,0.06847082993871985,1,0.9480000000000002,25283,36,0,0.0,633.440922545693,False,-0.09320532530647709,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39804,1,15,1.0,778.1047134617604,False,0.022723978542770418,0.35,191428,0.0,0.0,11,0,0,14,4,2.953846153846154,18,32,25,186.0,126.0,12,12,25,445,1.3029391448944807,40.42604561243206
30,25,0,0,0,10.000000000000002,20,10.0,25.496118426246266,41,26.0,17.426680153809727,1,14.0,42.89575257802199,9,41.111111111111114,49.00000000000001,7,49.0,5,0.9430000000000003,17611,14,10,1.0,394.96118426246267,False,0.36746376350543136,8,0.883,17675,0,7,0.7,178.47282898372387,False,0.3640663759880105,1,0.5070000000000001,10809,359,0,0.0,9153.10651502241,False,-0.25327347808623546,0,0.461,10201,387,0,0.0,9866.997830957305,False,-0.2654582160998518,5,1.105,30215,0,1,0.1,42.89575257802199,False,0.07103708250820057,4,0.9870000000000005,25183,36,0,0.0,627.3604855371502,False,-0.09685522146687768,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39777,0,18,1.0,882.0000000000001,False,0.0233587786259542,0.35,190861,0.0,0.0,12,0,0,11,6,4.706293706293707,21,32,24,237.0,124.0,14,11,24,881,1.207682223059237,41.6337278354913
31,24,0,0,0,10.000000000000002,20,10.0,25.445236383407334,29,25.0,17.426680153809727,0,,42.89575257802199,0,,49.000000000000014,4,49.0,15,1.0880000000000003,17786,13,10,1.0,384.45236383407337,False,0.3804980558947276,0,0.8750000000000002,17665,1,13,1.0,340.78807298429535,False,0.36953037214867135,0,0.506,10609,367,0,0.0,9338.401752710492,False,-0.25848374702216825,0,0.4610000000000001,9676,408,0,0.0,10381.656444430193,False,-0.2784494165106244,0,1.1,30215,0,1,0.0,42.89575257802199,False,0.07103708250820057,0,0.9830000000000003,25183,36,0,0.0,627.3604855371502,False,-0.09685522146687768,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39973,0,14,0.0,686.0000000000002,False,0.025852417302798983,0.25,190497,0.0,0.0,14,0,0,11,3,2.5,18,29,25,223.0,138.0,13,11,25,696,1.148158092983067,42.78188592847437
32,25,0,0,0,10.000000000000002,20,10.0,25.507202863630184,32,26.0,17.10278640899752,2,14.0,42.89575257802199,0,,49.00000000000001,9,49.0,13,1.203,17977,14,10,1.0,395.07202863630187,False,0.39557214269508945,0,0.8750000000000002,17809,0,14,1.0,357.10084009082254,False,0.38121403824352396,1,0.516,10253,380,0,0.0,9692.73708817947,False,-0.26716324286110776,1,0.4710000000000001,9164,427,0,0.0,10891.575622770088,False,-0.2909246839747115,0,1.1,30187,0,3,0.2,128.68725773406598,False,0.07156472065697406,0,0.9830000000000003,25183,36,0,0.0,615.7003107239108,False,-0.0970617351364827,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40414,0,5,0.0,245.00000000000003,False,0.031463104325699744,0.275,190377,0.0,0.0,15,0,0,13,4,4.0,20,33,21,237.0,123.0,14,11,21,1135,1.5163826635107398,44.29826859198511
33,21,0,0,0,10.000000000000002,20,10.0,25.475829800120437,17,25.0,17.10278640899752,0,,43.40759532054251,6,50.0,49.00000000000001,0,,0,1.1900000000000002,17962,13,17,1.0,563.0891066020474,False,0.40087111673969317,0,0.8750000000000002,18049,1,10,1.0,264.75829800120437,False,0.3960976080012747,0,0.5150000000000001,9828,397,0,0.0,10113.904430647814,False,-0.2775697818227574,0,0.4700000000000001,9164,427,0,0.0,10878.179324651426,False,-0.29124977371744737,2,1.12,30377,0,0,0.0,0.0,False,0.07601572739187418,1,0.9930000000000001,25158,36,0,0.0,615.7003107239108,False,-0.09794728648074963,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40114,0,11,0.6,539.0000000000001,False,0.027569974554707378,0.325,190042,0.0,0.0,13,0,0,6,2,1.4,22,28,24,180.0,108.0,10,11,24,625,1.2388161681592464,45.53708476014435
34,24,0,0,0,10.000000000000002,20,10.0,25.509058451508913,31,25.774193548387096,16.80789178931193,2,14.0,45.17018117040616,17,52.94117647058823,49.00000000000001,3,49.0,0,1.1900000000000002,18150,18,14,1.0,537.1268183211248,False,0.41431032858485456,8,0.9550000000000001,18292,0,6,0.6,153.0543507090535,False,0.4104681851612169,1,0.5250000000000001,9349,415,0,0.0,10586.2592573762,False,-0.2893549976369588,1,0.48000000000000004,8808,440,0,0.0,11223.985718663922,False,-0.30013624250961174,16,1.278,30335,0,2,0.2,90.34036234081232,False,0.07612802171975516,1,1.0020000000000004,25133,36,0,0.0,605.0841044152295,False,-0.09902086174036993,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39361,7,18,1.0,1198.1912681928432,False,0.016796326567338895,0.35,188818,0.0,0.0,13,0,0,13,9,8.09090909090909,10,23,22,222.0,90.0,14,10,22,685,1.4039465626701713,46.941031322814524
35,22,0,0,0,10.0,20,10.0,25.51486801657205,3,26.0,16.667067838031105,1,14.0,45.78722571729551,5,56.0,49.00000000000001,13,49.0,0,1.1900000000000002,18148,16,21,1.0,695.812228348013,False,0.4202492600916844,0,0.9470000000000003,18172,2,16,1.0,428.2378882651528,False,0.41181900822641304,0,0.524,9297,417,0,0.0,10639.699962910545,False,-0.2905819267396975,1,0.48900000000000005,8764,441,0,0.0,11252.056795308274,False,-0.30159054563899557,3,1.292,30466,0,1,0.1,45.78722571729551,False,0.07997922896314855,0,1.0010000000000003,25133,36,0,0.0,600.0144421691198,False,-0.09911065066471039,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39718,2,15,1.0,826.5744514345911,False,0.02115234671036369,0.3875,189088,0.0,0.0,19,0,0,15,2,1.6,7,22,25,183.0,94.0,11,11,25,915,1.1231444496661425,48.06417577248067
36,25,0,0,0,10.0,20,10.0,25.5272247550534,25,25.64,16.667067838031105,0,,45.3088780646604,9,41.111111111111114,49.0,7,49.0,0,1.1900000000000002,18292,15,22,1.0,711.5989446111748,False,0.4319127291949312,0,0.9470000000000003,18469,3,10,1.0,285.27224755053396,False,0.42913584610114935,0,0.524,9063,426,0,0.0,10874.597745652749,False,-0.29623864915422377,0,0.4880000000000001,8357,457,0,0.0,11665.941713059403,False,-0.3113001913934333,4,1.3290000000000002,30576,0,0,0.0,0.0,False,0.08306471609223903,4,1.0410000000000004,25033,36,0,0.0,600.0144421691198,False,-0.10265285604177815,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39691,1,18,1.0,927.3088780646603,False,0.021746932290899045,0.375,188871,0.0,0.0,15,0,0,15,2,1.8,7,22,25,234.0,141.0,13,12,25,1184,1.2647596010938287,49.328935373574495
37,25,0,0,0,10.0,20,10.0,25.50294383265879,11,25.0,16.526289213655613,1,14.0,44.09184191666456,4,20.0,49.00000000000001,4,49.0,0,1.1900000000000002,18477,14,21,1.0,675.5618204858346,False,0.44473477004092116,0,0.9470000000000003,18359,4,20,1.0,550.0588766531757,False,0.43085536653049117,1,0.534,8770,437,0,0.0,11144.786454871892,False,-0.30390248362279426,0,0.4880000000000001,8357,457,0,0.0,11654.845331525066,False,-0.3115694687554585,0,1.3250000000000002,30562,0,1,0.1,44.09184191666456,False,0.08334971913705967,4,1.0770000000000004,24933,36,0,0.0,594.9464116916021,False,-0.10628482144288905,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39807,0,19,0.5,931.0000000000001,False,0.024745547073791348,0.325,188655,0.0,0.0,14,0,0,14,2,2.0,8,22,21,180.0,78.0,14,11,21,671,1.4772134758532047,50.8061488494277
38,21,0,0,0,10.0,20,10.0,25.51831413754838,38,25.605263157894736,16.386333302035467,1,14.0,44.09184191666456,0,,49.0,4,49.0,5,1.2400000000000002,18945,14,10,1.0,395.1831413754838,False,0.4699064401971698,0,0.9470000000000003,18559,4,18,1.0,499.3296544758708,False,0.44426513301373993,1,0.543,8312,454,0,0.0,11585.314618446964,False,-0.31544082172279736,0,0.4880000000000001,7824,478,0,0.0,12197.754157748126,False,-0.3242633916290981,0,1.3250000000000002,30548,0,2,0.1,88.18368383332913,False,0.0836347221818803,0,1.0730000000000004,24933,36,0,0.0,589.9079988732768,False,-0.10637405690777377,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40003,0,15,0.0,735.0,False,0.027239185750636132,0.2625,188514,0.0,0.0,18,0,0,8,3,3.0,3,11,22,183.0,120.0,11,10,22,1240,1.0828952696174383,51.88904411904514
39,22,0,0,0,10.0,20,10.0,25.47645851575546,20,25.0,16.124753493355165,2,14.0,43.652718319244556,9,40.0,48.99999999999999,5,49.0,0,1.235,19035,15,12,1.0,455.7175021890655,False,0.47914142295128104,0,0.9470000000000003,18769,3,16,1.0,437.62333625208737,False,0.45802132136420515,1,0.552,8094,462,0,0.0,11770.123834279022,False,-0.3215365017889967,1,0.49800000000000005,7506,490,0,0.0,12483.464672720176,False,-0.33276391300912017,3,1.3550000000000002,30665,0,2,0.2,87.30543663848911,False,0.08776354781336987,4,1.1130000000000002,24833,36,0,0.0,580.491125760786,False,-0.11008304477771264,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39888,0,19,0.9,930.9999999999999,False,0.026806615776081424,0.3875,188180,0.0,0.0,17,0,0,9,4,3.6,3,12,27,186.0,105.0,12,10,27,945,2.1741262041032314,54.06317032314837
40,27,0,0,0,9.999999999999998,20,10.0,25.28604212174745,47,24.382978723404257,15.894065211827943,2,14.0,42.949351405485004,18,40.0,48.999999999999986,10,49.0,26,1.495,19187,15,10,1.0,402.8604212174745,False,0.48878370656597847,0,0.9470000000000003,18903,3,17,1.0,459.86271606970666,False,0.46916465929776957,1,0.5610000000000002,8076,462,0,0.0,11682.151460247322,False,-0.3245449558278169,1,0.5070000000000001,6342,537,0,0.0,13578.60461937838,False,-0.3626818913953994,12,1.4720000000000002,30643,0,2,0.2,85.89870281097001,False,0.08695934792977524,4,1.1490000000000002,24733,36,0,0.0,572.186347625806,False,-0.11377233630360582,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39658,8,19,1.0,1274.5948112438798,False,0.025325633730838144,0.4,186932,0.0,0.0,16,0,0,11,8,6.968421052631578,4,15,19,255.0,111.0,15,12,19,924,1.2597905425354838,55.322960865683854
41,19,0,0,0,9.999999999999998,20,10.0,25.311549648053333,9,26.0,15.786318652694078,1,14.0,42.949351405485004,0,,48.999999999999986,5,49.0,0,1.4690000000000003,19057,18,20,1.0,686.2309929610666,False,0.4896809872134325,0,0.9470000000000003,19067,0,18,1.0,455.60789366496,False,0.481594405807608,1,0.5700000000000001,7824,471,0,0.0,11921.73988423312,False,-0.3309614666027684,0,0.506,6342,537,0,0.0,13592.30216100464,False,-0.362349491336521,0,1.4600000000000002,30629,0,3,0.1,128.848054216455,False,0.08722411629443616,0,1.1450000000000002,24733,36,0,0.0,568.3074714969869,False,-0.11384103518300832,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,39903,0,22,0.8,1077.9999999999998,False,0.02905852417302799,0.3625,186945,0.0,0.0,14,0,0,7,1,1.0,3,10,20,165.0,87.0,10,9,20,679,0.9293929589912295,56.25235382467508
42,20,0,0,0,9.999999999999998,20,10.0,25.38876254623015,45,25.77777777777778,15.585845244861396,2,14.0,43.68146712091497,5,56.0,48.99999999999999,11,49.0,0,1.4690000000000003,19273,15,19,1.0,632.3864883783729,False,0.5041997423166081,16,1.1070000000000002,19405,3,10,1.0,283.8876254623015,False,0.5009555258182563,1,0.5790000000000001,7494,483,0,0.0,12262.772309829163,False,-0.3387018950245302,1,0.516,5476,570,0,0.0,14471.594651351186,False,-0.3830422575385559,2,1.4800000000000002,30791,0,2,0.2,87.36293424182993,False,0.09222774493007382,0,1.1450000000000002,24733,36,0,0.0,561.0904288150102,False,-0.11396885641998136,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40162,0,16,0.5,783.9999999999999,False,0.03190839694656489,0.3375,186724,0.0,0.0,16,0,0,8,6,4.9,2,10,21,180.0,105.0,10,10,21,1337,0.7651064470410347,57.01746027171612
43,21,0,0,0,9.999999999999998,20,10.0,25.388396741817793,44,25.386363636363637,15.492773218466644,1,14.0,44.404243907421254,5,56.0,48.999999999999986,12,49.0,2,1.4890000000000003,19676,13,10,1.0,383.8839674181779,False,0.5256040838293089,13,1.2210000000000003,19563,5,10,1.0,303.8839674181779,False,0.5138556387705667,0,0.5780000000000001,6857,508,0,0.0,12897.305544843439,False,-0.35421991980092604,1,0.5250000000000001,4978,589,0,0.0,14953.76568093068,False,-0.39551141329521744,3,1.5080000000000002,30922,0,1,0.1,44.404243907421254,False,0.09610719145456091,0,1.1450000000000002,24733,36,0,0.0,557.7398358647991,False,-0.11402819886180442,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40470,0,9,0.5,440.9999999999999,False,0.03538167938931298,0.325,186589,0.0,0.0,14,0,0,6,6,4.052380952380952,4,10,24,180.0,93.0,10,11,24,1138,0.739497727714479,57.7569579994306
44,24,0,0,0,9.999999999999998,20,10.0,25.46646685738981,38,26.0,15.401388336646738,1,14.0,44.05838732647936,9,41.111111111111114,48.999999999999986,8,49.0,10,1.5870000000000004,19886,13,10,1.0,384.6646685738981,False,0.5417593745133186,8,1.2880000000000003,19757,5,10,1.0,304.6646685738981,False,0.5287823338928779,0,0.5780000000000001,6129,536,0,0.0,13650.02623556094,False,-0.3712864920510353,1,0.5340000000000001,4700,599,0,0.0,15254.413647576497,False,-0.40170807494718264,4,1.5450000000000002,31018,0,1,0.1,44.05838732647936,False,0.09950158314134244,4,1.1850000000000003,24633,36,0,0.0,554.4499801192826,False,-0.11762867096242996,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.35300000000000004,40492,0,10,0.9,489.9999999999999,False,0.036564885496183204,0.375,186005,0.0,0.0,13,0,0,6,6,4.966666666666667,3,9,24,162.0,135.0,9,15,24,852,0.6008773529902101,58.35783535242081
45,24,0,0,0,10.0,20,10.0,25.457921118808844,5,25.0,15.401388336646738,0,,44.05838732647936,0,,48.99999999999999,14,49.0,0,1.5770000000000004,19911,13,15,1.0,511.8688167821327,False,0.5485628817009188,0,1.2800000000000002,19657,5,20,1.0,559.1584223761769,False,0.5308745458948082,0,0.5780000000000001,6004,541,0,0.0,13772.735325275586,False,-0.3743754774491461,0,0.5330000000000001,4700,599,0,0.0,15249.294750166498,False,-0.40183229590937447,0,1.5410000000000001,31018,0,1,0.0,44.05838732647936,False,0.09950158314134244,0,1.1810000000000005,24633,36,0,0.0,554.4499801192826,False,-0.11762867096242996,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,4,0.393,40936,0,0,0.0,0.0,False,0.04162849872773537,0.25,186249,0.0,0.0,14,0,0,5,2,1.6666666666666665,4,9,17,162.0,135.0,9,15,17,766,0.6093735881149769,58.967208940535784
46,17,0,0,0,10.0,0,,25.506171797624713,24,26.0,15.401388336646738,0,,44.85837520752463,12,50.0,48.99999999999999,4,49.0,9,1.6670000000000005,20331,3,10,1.0,285.0617179762471,False,0.5721055716031732,0,1.2800000000000002,19657,0,25,0.5,637.6542949406178,False,0.5338882859149436,0,0.5780000000000001,5380,565,0,0.0,14410.987065657962,False,-0.38917231931523094,0,0.5330000000000001,4700,599,0,0.0,15278.196906777202,False,-0.40113092344260337,9,1.6310000000000002,31133,0,0,0.0,0.0,False,0.10279480004250646,2,1.2010000000000003,24583,36,0,0.0,554.4499801192826,False,-0.11939977365096384,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,4,0.42900000000000005,40286,2,10,1.0,579.7167504150492,False,0.03246458969993692,0.3125,185460,0.0,0.0,1,0,0,6,8,7.371428571428572,1,7,12,111.0,75.0,7,10,12,312,0.45395579282194376,59.42116473335773
47,12,0,0,0,10.0,0,,25.506171797624713,0,,15.233572587576608,2,14.0,43.677636876065016,4,20.0,48.99999999999999,0,,0,1.6580000000000004,20331,0,13,0.3,331.5802333691213,False,0.5738915854015636,0,1.2800000000000002,19657,0,25,0.0,637.6542949406178,False,0.5338882859149436,1,0.5880000000000001,5362,565,0,0.0,14410.987065657962,False,-0.390045936088673,1,0.543,4682,599,0,0.0,15278.196906777202,False,-0.4020045402160454,0,1.622,31105,0,2,0.2,87.35527375213003,False,0.10335013413892762,4,1.2390000000000003,24483,36,0,0.0,548.4086131527579,False,-0.12304897784079986,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.42500000000000004,40206,0,16,0.6,783.9999999999999,False,0.03302798982188295,0.1375,185216,0.0,0.0,0,0,0,5,3,3.0,0,5,5,90.0,51.0,5,7,5,0,0.3418574593961239,59.76302219275385
48,5,0,0,0,10.0,0,,25.496390291389115,35,25.428571428571427,15.233572587576608,0,,43.677636876065016,0,,48.99999999999999,0,,0,1.6580000000000004,20581,0,3,0.0,76.48917087416734,False,0.5832945239527824,0,1.2800000000000002,20297,0,0,0.0,0.0,False,0.5585502572371958,0,0.5870000000000002,5107,575,0,0.0,14660.424417548742,False,-0.3963690444198034,0,0.542,4047,624,0,0.0,15909.747541826808,False,-0.4174978756108812,0,1.622,31105,0,2,0.0,87.35527375213003,False,0.10335013413892762,0,1.235,24483,36,0,0.0,548.4086131527579,False,-0.12304897784079986,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.42500000000000004,40206,0,16,0.0,783.9999999999999,False,0.03302798982188295,0.0,185216,0.0,0.0,7,0,0,2,0,0.0,0,2,2,36.0,8.0,2,3,2,890,0.18467179406434298,59.947693986818194
49,2,0,0,0,10.0,0,,25.48715721515288,15,25.333333333333332,15.233572587576608,0,,43.677636876065016,0,,48.99999999999999,7,49.0,2,1.6780000000000004,20664,0,0,0.0,0.0,False,0.5867311679336559,10,1.3800000000000003,20322,0,0,0.0,0.0,False,0.5604699378023497,0,0.5870000000000002,4977,580,0,0.0,14782.55118478867,False,-0.3997148324405778,0,0.542,3797,634,0,0.0,16158.857674406927,False,-0.423586253290455,0,1.622,31105,0,2,0.0,87.35527375213003,False,0.10335013413892762,0,1.235,24483,36,0,0.0,548.4086131527579,False,-0.12304897784079986,0,0.2,39390,0,0,0.0,0.0,False,0.0022900763358778627,0,0.42500000000000004,40549,0,9,0.0,440.99999999999994,False,0.03739185750636132,0.0,185287,0.0,0.0,2,0,0,1,3,2.4,0,1,0,18.0,3.0,1,1,0,343,0.15199204441159964,60.099686031229794
