index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.000000000000002,20,10.0,22.638653129464117,40,25.875,35.98198309300721,15,28.333333333333332,22.852069081999947,30,39.4,53.000000000000014,5,53.0,5,2.1940000000000004,17088,242,0,0.0,2420.0000000000005,False,-0.21068070054352514,10,1.2630000000000003,27911,18,10,1.0,406.3865312946412,False,0.2127596094231439,0,0.3350000000000001,34148,180,36,1.0,5370.3089546518,False,0.08476378964293627,4,0.9960000000000002,27046,173,0,0.0,3916.4869913972925,False,-0.14580346058905472,0,0.45200000000000007,45597,3,21,1.0,587.8394000010205,False,0.024442354228067415,9,2.576000000000001,25215,146,0,0.0,5253.369531579053,False,-0.3784783291858754,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,5,1.9690000000000003,52452,422,0,0.0,9643.573152603978,False,-0.10158766154820412,0.375,293259,0.0,0.0,14,0,0,12,7,6.416666666666667,21,33,18,199.0,24.0,13,3,18,2278,1.246053485199809,41.159356605261564
26,18,0,0,0,10.000000000000002,20,10.0,22.480385831729226,25,21.12,38.393383763691226,30,48.5,24.113931346556342,18,33.44444444444444,53.000000000000014,12,53.0,10,2.289,16853,250,0,0.0,2500.0000000000005,False,-0.2190923992752998,5,1.3030000000000002,28081,20,10,1.0,424.8038583172923,False,0.2204901185902271,0,0.3350000000000001,35105,194,16,1.0,4975.48899157453,False,0.10713428054151862,0,0.9920000000000002,27016,174,0,0.0,3911.5871347208854,False,-0.14675913510939642,0,0.45200000000000007,45552,8,21,1.0,813.539628387213,False,0.025957000941905645,8,2.6470000000000007,24023,161,0,0.0,6181.334785954287,False,-0.39473016802890565,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,12,2.0840000000000005,51587,440,0,0.0,10610.12979248479,False,-0.10757545260796243,0.375,292019,0.0,0.0,13,0,0,9,12,11.166666666666668,22,31,19,159.0,60.0,11,7,19,2225,1.1113064624369144,42.27066306769848
27,19,0,0,0,10.000000000000002,20,10.0,22.197894607523505,5,10.0,38.393383763691226,0,,24.113931346556342,0,,53.00000000000001,15,53.0,5,2.3290000000000006,16673,261,0,0.0,2610.0000000000005,False,-0.22448451384695023,0,1.2980000000000003,27991,19,20,1.0,633.9578921504701,False,0.2211189261528443,0,0.3350000000000001,35055,189,26,1.0,5193.630058677914,False,0.10887395168131218,0,0.992,27016,174,0,0.0,3862.43366170909,False,-0.14748293827552514,0,0.45200000000000007,45552,0,29,0.8,699.3040090501339,False,0.024681935988147722,0,2.639000000000001,24023,161,0,0.0,6181.334785954287,False,-0.39473016802890565,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,15,2.2220000000000004,51225,440,0,0.0,10610.12979248479,False,-0.11325388398051145,0.35,291337,0.0,0.0,10,0,0,10,7,7.0,22,32,19,199.0,60.0,14,5,19,200,1.2606276329606771,43.531290700659156
28,19,0,0,0,10.000000000000002,20,10.0,21.89864610407618,5,10.0,37.74429723891247,4,15.0,23.432997213843283,6,8.0,53.00000000000001,11,53.0,5,2.3740000000000006,16503,271,0,0.0,2710.0000000000005,False,-0.22966094383573463,0,1.2980000000000003,27891,19,30,1.0,846.9593831222854,False,0.22139934826853352,0,0.3350000000000001,35005,184,36,1.0,5388.1455837508665,False,0.1102657279303618,4,1.032,26940,174,0,0.0,3810.3644221092554,False,-0.15048793370476726,0,0.45200000000000007,45532,0,31,0.4,726.4229136291418,False,0.024538160925407844,4,2.679000000000001,23851,161,0,0.0,6076.831855464909,False,-0.39973622806204895,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,2.3170000000000006,50947,446,0,0.0,10451.116757374104,False,-0.11886182935392854,0.3,290471,0.0,0.0,9,0,0,10,8,8.0,21,31,24,181.0,63.0,13,6,24,240,1.4950685929507017,45.02635929360986
29,24,0,0,0,10.000000000000002,20,10.0,23.035403618077343,42,28.0,37.216236145210075,7,27.428571428571427,21.95732493152519,10,3.1,53.00000000000001,6,53.0,2,2.3890000000000007,16345,284,0,0.0,2840.0000000000005,False,-0.23367267707704253,10,1.3980000000000004,28709,16,10,1.0,390.35403618077345,False,0.24683707264646657,0,0.3350000000000001,34519,198,43,1.0,6161.308070623347,False,0.10733777161866212,4,1.068,26306,192,0,0.0,4422.79749467085,False,-0.1601414004613334,0,0.45200000000000007,45472,0,35,0.4,768.5063726033816,False,0.023668479022718368,10,2.7750000000000012,23258,164,0,0.0,6103.462727814453,False,-0.4126767710530577,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,6,2.366,50856,456,0,0.0,10012.540168775486,False,-0.12372909671548644,0.3,289267,0.0,0.0,11,0,0,14,8,7.333333333333333,21,35,22,213.0,59.0,17,7,22,890,2.605715373530984,47.63207466714084
30,22,0,0,0,10.000000000000002,20,10.0,22.850950410964266,24,21.291666666666668,37.216236145210075,0,,22.84222317791258,11,32.81818181818182,53.000000000000014,5,53.0,10,2.4870000000000005,16075,295,0,0.0,2950.0000000000005,False,-0.24294711414028125,4,1.4280000000000002,28929,15,10,1.0,378.50950410964265,False,0.2560717259966708,0,0.3350000000000001,34008,212,53,1.0,6816.862002820559,False,0.10194171701988754,0,1.0640000000000003,26306,192,0,0.0,4387.38247890514,False,-0.1606628997363401,0,0.45200000000000007,45812,0,27,0.0,616.7400258036397,False,0.029564470329980757,3,2.7950000000000013,23144,164,0,0.0,6103.462727814453,False,-0.4152216411307432,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,5,2.41,50430,467,0,0.0,10667.318224085175,False,-0.12527593549737118,0.25,288506,0.0,0.0,12,0,0,11,6,5.285714285714286,20,31,23,165.0,98.0,13,9,23,540,1.4957524947822094,49.12782716192305
31,23,0,0,0,10.000000000000002,20,10.0,22.38104271293239,13,15.0,37.216236145210075,0,,24.05652536858127,8,42.5,53.0,9,53.0,10,2.5770000000000004,15805,306,0,0.0,3060.0000000000005,False,-0.25222155120351997,0,1.4240000000000002,28929,14,17,1.0,520.4777261198507,False,0.259133761671121,0,0.3350000000000001,33813,215,63,1.0,7156.547060428698,False,0.10120081078528488,0,1.0640000000000003,26306,192,0,0.0,4297.16020088302,False,-0.1619914563262697,0,0.45200000000000007,46152,0,19,0.0,457.07398200304414,False,0.03537228750338248,0,2.7920000000000007,23144,164,0,0.0,6103.462727814453,False,-0.4152216411307432,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,2.4950000000000006,49916,475,0,0.0,11426.849550076104,False,-0.12738157215626583,0.25,287867,0.0,0.0,14,0,0,11,7,7.0,25,36,15,252.0,31.0,17,6,15,630,1.328563529998064,50.456390691921115
32,15,0,0,0,10.000000000000002,20,10.0,23.070634122419076,17,31.0,39.96744980914214,49,46.87755102040816,22.15446682206497,11,2.0,53.00000000000001,9,53.0,0,2.5670000000000006,15675,319,0,0.0,3190.0000000000005,False,-0.2550254507807782,0,1.4240000000000002,29386,11,10,1.0,340.7063412241908,False,0.2749699409288282,0,0.3350000000000001,36050,205,28,1.0,5848.568589751891,False,0.1478216549808848,4,1.1040000000000003,25703,209,0,0.0,4821.762531585587,False,-0.17202529036098388,0,0.45200000000000007,45447,9,29,1.0,1002.1865861221634,False,0.025718664458011423,11,2.902000000000001,21079,194,0,0.0,7753.685262973575,False,-0.44290020020790277,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,2.5760000000000005,49726,486,0,0.0,10767.070875523574,False,-0.13553669901550142,0.375,286868,0.0,0.0,13,0,0,12,7,7.0,17,29,17,161.0,26.0,10,5,17,2964,1.1269700024276972,51.58336069434881
33,17,0,0,0,10.000000000000002,20,10.0,23.20029658238948,16,24.75,39.81667205157614,9,37.22222222222222,22.099600049135663,3,20.0,53.0,6,53.0,5,2.6170000000000004,15490,331,0,0.0,3310.0000000000005,False,-0.2604175653524286,1,1.4340000000000002,29623,9,10,1.0,322.00296582389484,False,0.2847899871845374,0,0.3350000000000001,36270,200,33,1.0,5954.009494179909,False,0.1558534751020454,4,1.1400000000000001,25286,220,0,0.0,5104.065248125686,False,-0.18014923798960855,0,0.45200000000000007,45447,3,36,1.0,915.0356179236123,False,0.024745910549196483,0,2.891000000000001,20804,199,0,0.0,7923.517738263652,False,-0.44714352019975384,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,6,2.6270000000000007,49586,489,0,0.0,10806.704424027339,False,-0.13742192608606008,0.375,286308,0.0,0.0,12,0,0,13,5,4.090909090909091,16,29,14,141.0,25.0,11,6,14,535,1.2258606683462858,52.8092213626951
34,14,0,0,0,10.000000000000002,20,10.0,23.523307697336485,11,29.0,39.81667205157614,0,,20.360975220870184,12,5.0,53.00000000000001,14,53.0,0,2.6120000000000005,15410,339,0,0.0,3390.0000000000005,False,-0.26214304201535676,1,1.4430000000000003,29798,11,10,1.0,345.23307697336486,False,0.29283998526816857,0,0.3350000000000001,36270,190,43,1.0,6181.545360711706,False,0.1592040253381197,0,1.1360000000000003,24967,231,0,0.0,5433.884078084728,False,-0.18468732030504015,0,0.45200000000000007,45447,0,39,0.3,794.0780336139372,False,0.023395816965956148,12,3.011000000000001,20252,199,0,0.0,7923.517738263652,False,-0.45946604899696786,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,14,2.761000000000001,49169,501,0,0.0,10200.848585655962,False,-0.14871491305367876,0.2875,285115,0.0,0.0,10,0,0,8,10,9.09090909090909,18,26,18,118.0,41.0,9,5,18,200,1.1487869583070278,53.958008321002126
35,18,0,0,0,10.0,20,10.0,23.482584565207915,15,23.0,39.84140575586086,23,40.0,20.47698268121619,14,21.357142857142858,53.00000000000001,8,53.0,5,2.6620000000000004,15235,350,0,0.0,3500.0,False,-0.26731947200414113,0,1.4420000000000004,29998,10,10,1.0,334.8258456520791,False,0.301242900648177,0,0.3350000000000001,37135,185,30,1.0,5539.52031723929,False,0.17522486109909136,0,1.1360000000000001,24677,241,0,0.0,5659.3028802151075,False,-0.18990866028250464,0,0.45200000000000007,44817,13,44,1.0,1418.9255127997035,False,0.016306428172154903,9,3.0890000000000004,19856,199,0,0.0,7928.439745416312,False,-0.4682511859829414,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,8,2.8270000000000013,48734,515,0,0.0,10545.646080826336,False,-0.1528341483856758,0.375,284254,0.0,0.0,14,0,0,9,6,6.0,21,30,16,177.0,58.0,11,7,16,1700,1.1292804293334484,55.087288750335574
36,16,0,0,0,10.0,20,10.0,22.802261026308376,10,11.0,39.84140575586086,0,,21.69394859150633,12,32.666666666666664,53.0,11,53.0,10,2.7570000000000006,14980,360,0,0.0,3600.0,False,-0.27616253990164785,0,1.4420000000000004,29898,10,20,1.0,556.0452205261674,False,0.3017005698500166,0,0.3350000000000001,37025,185,40,1.0,5812.074520101484,False,0.17599874127671153,0,1.1360000000000001,24677,241,0,0.0,5495.344907340319,False,-0.19232300239522432,0,0.45200000000000007,45097,3,49,1.0,1182.5276982513928,False,0.01991838220210945,7,3.150000000000001,19653,199,0,0.0,7928.439745416312,False,-0.47278284059496034,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,2.9290000000000003,48117,527,0,0.0,11432.710907723836,False,-0.15555520856687183,0.375,283249,0.0,0.0,10,0,0,10,8,8.0,19,29,14,157.0,43.0,11,5,14,480,1.169606614857912,56.256895365193486
37,14,0,0,0,10.0,20,10.0,22.965547286859604,57,23.43859649122807,39.210231787417634,4,15.0,20.800914350083595,7,7.0,53.0,9,53.0,31,3.057000000000001,14431,370,0,0.0,3700.0,False,-0.2976878612716763,6,1.502,30460,10,10,1.0,329.655472868596,False,0.3210606391352902,0,0.3350000000000001,35689,232,50,1.0,7288.51855992231,False,0.15839373523667066,4,1.1760000000000002,24601,241,0,0.0,5534.696896133164,False,-0.19398178624454182,0,0.45200000000000007,45037,0,56,0.7,1164.8512036046814,False,0.01838167697567516,7,3.213000000000001,19387,199,0,0.0,7802.836125696109,False,-0.48012282206339735,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,3.008000000000001,47899,534,0,0.0,11107.688262944639,False,-0.16152401362396365,0.3375,281306,0.0,0.0,10,0,0,12,11,10.461538461538462,20,32,16,180.0,14.0,13,1,16,603,1.355555472895503,57.61245083808899
38,16,0,0,0,10.0,20,10.0,22.903543739169603,27,22.444444444444443,39.210231787417634,0,,25.97662812880868,22,50.36363636363637,53.00000000000001,11,53.0,10,3.126000000000001,14166,381,0,0.0,3810.0,False,-0.306746613752049,7,1.566,30698,9,10,1.0,319.03543739169606,False,0.3310981674875268,0,0.3350000000000001,35549,233,60,1.0,7689.1395984715755,False,0.16016992487809717,0,1.1720000000000002,24135,257,0,0.0,5886.210740966588,False,-0.20252966071319994,0,0.45200000000000007,46137,0,36,0.0,935.1586126371125,False,0.040373678594485124,2,3.226000000000001,19305,199,0,0.0,7802.836125696109,False,-0.48195334264559214,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,3.1090000000000004,46558,556,0,0.0,14443.005239617627,False,-0.15639995890495975,0.25,280350,0.0,0.0,13,0,0,12,9,8.5,21,33,14,227.0,18.0,15,1,14,1390,1.388807026669383,59.00125786475837
39,14,0,0,0,10.0,20,10.0,22.232408544395362,39,18.71794871794872,38.099391478150906,14,26.857142857142858,30.66363979132478,24,52.75,53.00000000000001,12,53.0,34,3.4560000000000004,13910,393,0,0.0,3930.0,False,-0.31520144940039685,0,1.5590000000000006,30668,7,15,1.0,403.48612816593044,False,0.33162553119156957,0,0.3350000000000001,35135,262,60,1.0,8110.854527320639,False,0.15418722614225652,4,1.212,24059,257,0,0.0,5713.728995909608,False,-0.20730777505655118,0,0.45200000000000007,47077,3,23,1.0,819.5618896349226,False,0.06006743782519554,1,3.2340000000000004,19210,200,0,0.0,7619.878295630181,False,-0.4861161901103873,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,12,3.218000000000001,45030,580,0,0.0,17784.911078968373,False,-0.1541575601649539,0.375,278891,0.0,0.0,15,0,0,13,8,8.0,16,29,21,139.0,54.0,11,3,21,1831,1.1791647002100945,60.18042256496847
40,21,0,0,0,9.999999999999998,20,10.0,22.361422019541777,27,23.40740740740741,37.31377548827881,13,28.846153846153847,30.830028101807464,9,33.111111111111114,53.000000000000014,7,53.0,10,3.5220000000000007,13590,409,0,0.0,4089.999999999999,False,-0.32555430937796564,2,1.5790000000000002,31107,1,10,1.0,233.61422019541777,False,0.3468987624060784,0,0.3350000000000001,35345,262,61,1.0,8134.832873904953,False,0.1607249723738028,4,1.2480000000000002,23456,274,0,0.0,6127.029633354447,False,-0.21898056790819545,0,0.45200000000000007,47247,1,28,1.0,900.5545623388878,False,0.06476643631506038,4,3.273000000000001,18783,205,0,0.0,7649.323975097155,False,-0.495319627030347,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,7,3.276000000000001,44617,589,0,0.0,18158.886551964595,False,-0.15770285057282674,0.375,277947,0.0,0.0,13,0,0,13,9,8.117647058823529,21,34,21,248.0,33.0,15,6,21,805,1.1298568975180387,61.310279462486506
41,21,0,0,0,9.999999999999998,20,10.0,22.236381688179904,24,21.083333333333332,37.294539404873476,9,37.0,30.830028101807464,0,,53.000000000000014,12,53.0,10,3.6120000000000005,13265,425,0,0.0,4249.999999999999,False,-0.33612285393840047,4,1.6170000000000004,31377,0,5,0.5,111.18190844089952,False,0.3559050536718337,0,0.3350000000000001,35112,276,66,1.0,8598.680946659302,False,0.16069328444499037,4,1.2840000000000003,23380,274,0,0.0,6092.768582561293,False,-0.22172333113589612,0,0.45200000000000007,47187,0,33,0.5,1017.3909273596463,False,0.06473112473613325,0,3.269000000000001,18510,210,0,0.0,7831.85327502343,False,-0.4993765818932111,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,12,3.3890000000000007,44353,589,0,0.0,18158.886551964595,False,-0.16184402704341497,0.25,276986,0.0,0.0,12,0,0,14,10,9.285714285714285,20,34,16,255.0,60.0,16,5,16,473,1.3076392207294703,62.617918683215976
42,16,0,0,0,9.999999999999998,20,10.0,22.27856950771239,24,22.666666666666668,37.325356928566,9,37.77777777777778,28.752533788186142,10,4.0,53.00000000000002,15,53.0,10,3.7020000000000013,13030,433,0,0.0,4329.999999999999,False,-0.34453455267017513,9,1.7030000000000003,31475,2,10,1.0,242.7856950771239,False,0.3629709622784299,0,0.3350000000000001,35282,276,71,1.0,8798.985526056806,False,0.16864947027031071,4,1.32,22870,288,0,0.0,6416.228018221169,False,-0.23198014993047902,0,0.45200000000000007,47127,0,37,0.4,1063.8437501628873,False,0.06391021240917598,10,3.369000000000001,17820,215,0,0.0,8024.95173964169,False,-0.51262443365879,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,15,3.5270000000000015,43905,599,0,0.0,17222.767739123497,False,-0.17621358635981577,0.3,275311,0.0,0.0,11,0,0,9,13,12.642857142857142,22,31,14,149.0,30.0,11,5,14,480,1.3229134157299995,63.940832098945975
43,14,0,0,0,9.999999999999998,20,10.0,22.00608086109161,5,10.0,37.325356928566,0,,27.962307054143633,4,5.0,53.00000000000002,10,53.0,5,3.742000000000001,12860,443,0,0.0,4429.999999999999,False,-0.34971098265895956,0,1.6940000000000006,31375,2,20,1.0,460.12161722183225,False,0.36334487139206784,0,0.3350000000000001,35232,271,81,1.0,8987.001824569674,False,0.16994554299174894,0,1.3160000000000003,22870,288,0,0.0,6337.751287994384,False,-0.233135748961944,0,0.45200000000000007,47127,0,37,0.0,1034.6053610033143,False,0.06358386196315868,4,3.3990000000000005,17660,215,0,0.0,8024.95173964169,False,-0.5161961811362433,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,10,3.6120000000000014,43703,603,0,0.0,16861.27115364861,False,-0.182217481147854,0.25,274629,0.0,0.0,9,0,0,9,7,7.0,16,25,20,125.0,45.0,9,5,20,200,1.5506861954927444,65.49151829443872
44,20,0,0,0,9.999999999999998,20,10.0,21.465315034779227,10,10.5,38.6829962714693,14,51.0,27.61983893401327,13,24.76923076923077,53.00000000000002,14,53.0,10,3.8370000000000006,12570,456,0,0.0,4559.999999999999,False,-0.35941678888793027,0,1.6940000000000006,31305,0,29,0.9,622.4941360085976,False,0.3638274121302863,0,0.3350000000000001,35841,271,77,1.0,8795.691087328307,False,0.18506392412499345,0,1.316,22870,288,0,0.0,6182.010730016417,False,-0.23542908658494455,0,0.45200000000000007,47417,0,32,0.0,883.8348458884246,False,0.06837479736905559,8,3.475000000000001,16618,229,0,0.0,8858.40614616647,False,-0.5301544094766668,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,14,3.742000000000001,43031,616,0,0.0,17013.820783352174,False,-0.19156218993449275,0.2375,273454,0.0,0.0,11,0,0,15,9,9.0,19,34,18,225.0,45.0,15,5,18,1204,1.407016582787037,66.89853487722576
45,18,0,0,0,10.0,20,10.0,21.752287717740533,20,24.5,38.6829962714693,0,,25.611245415238166,10,3.7,53.00000000000002,11,53.0,5,3.8770000000000007,12405,466,0,0.0,4660.0,False,-0.36437753429384867,0,1.6940000000000006,31640,0,24,1.0,522.0549052257728,False,0.37611195982283174,0,0.3350000000000001,35786,266,87,1.0,9151.529208536811,False,0.18868398186624669,0,1.316,22435,303,0,0.0,6590.9431784753815,False,-0.24221847771351224,0,0.45200000000000007,47417,0,32,0.0,819.5598532876213,False,0.0676573784856641,10,3.5670000000000006,16188,229,0,0.0,8858.40614616647,False,-0.5397534808223227,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,3.838000000000001,42770,626,0,0.0,16032.639629939093,False,-0.20335184603969342,0.25,272443,0.0,0.0,10,0,0,10,8,8.0,22,32,20,199.0,57.0,14,4,20,635,1.634140769019723,68.53267564624548
46,20,0,0,0,10.0,20,10.0,20.86655529422565,33,15.757575757575758,38.84662843040707,5,43.0,23.03091602668994,18,7.666666666666667,53.000000000000014,9,53.0,23,4.102000000000001,12063,477,0,0.0,4770.0,False,-0.376757829350358,0,1.6940000000000004,31660,0,23,0.9,479.9307717671899,False,0.3760661455389352,0,0.3350000000000001,35481,289,92,1.0,9604.324295628663,False,0.18636908107242925,0,1.316,22435,303,0,0.0,6322.566254150372,False,-0.2461704277109355,0,0.45200000000000007,47282,0,33,0.5,760.0202288807681,False,0.06397915247880127,14,3.697000000000001,15520,229,0,0.0,8895.87791056322,False,-0.5542472775408159,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,3.917000000000001,42467,644,0,0.0,14831.909921188322,False,-0.2175222751279348,0.3,270710,0.0,0.0,13,0,0,11,8,8.0,21,32,21,199.0,59.0,14,6,21,605,1.4861425533890724,70.01881819963455
47,21,0,0,0,10.0,20,10.0,20.754021546150334,30,20.0,39.28474563834048,14,43.0,21.83543883466483,8,5.0,53.00000000000001,11,53.0,10,4.179,11798,488,0,0.0,4880.0,False,-0.38581658183073075,0,1.6940000000000006,32060,0,12,0.9,249.048258553804,False,0.3883411323128678,0,0.3350000000000001,35918,294,88,1.0,9558.73995074216,False,0.1985678096118711,0,1.316,22000,318,0,0.0,6599.778851675806,False,-0.25489944261999986,0,0.45200000000000007,46680,4,43,1.0,1096.0628524439496,False,0.05429126319809752,8,3.763000000000001,15200,229,0,0.0,8996.20675117997,False,-0.5602709309851329,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,11,4.018000000000001,42187,652,0,0.0,14236.70612020147,False,-0.22658269709645903,0.3625,269645,0.0,0.0,13,0,0,12,9,9.0,23,35,21,216.0,63.0,15,6,21,1292,1.4282347057014704,71.44705290533602
48,21,0,0,0,10.0,20,10.0,22.465606802685805,54,29.055555555555557,38.855551619553886,12,34.583333333333336,26.38687688560262,20,51.1,53.00000000000001,9,53.0,5,4.219,11628,498,0,0.0,4980.0,False,-0.3909930118195151,37,2.064000000000001,32176,0,10,1.0,224.65606802685807,False,0.3928189126914602,0,0.3350000000000001,35231,321,90,1.0,10708.459429421993,False,0.19526519554442623,4,1.356,21397,335,0,0.0,7525.9782788997445,False,-0.25901961008835594,0,0.45200000000000007,47437,3,33,1.0,987.3335920835482,False,0.06997648888386857,0,3.7550000000000012,15050,232,0,0.0,9014.487975736502,False,-0.56341539450245,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,9,4.097000000000001,40989,672,0,0.0,17731.98126712496,False,-0.21796093123823554,0.375,267710,0.0,0.0,14,0,0,13,10,9.294117647058822,24,37,22,237.0,75.0,16,5,22,1577,1.173313707113266,72.62036661244929
49,22,0,0,0,10.0,20,10.0,22.20668322758206,5,10.0,38.331566456497164,6,28.0,25.82762734707293,19,22.42105263157895,53.00000000000001,7,53.0,5,4.264000000000001,11488,505,0,0.0,5050.0,False,-0.39552238805970147,0,2.027,32046,3,20,1.0,474.13366455164123,False,0.39259196067103014,0,0.3350000000000001,35349,316,94,1.0,10620.479146826665,False,0.19744484091925582,0,1.3520000000000003,21397,335,0,0.0,7439.23888123999,False,-0.2602968799699604,0,0.45200000000000007,47659,0,32,0.9,826.4840751063338,False,0.07313693270723202,9,3.8450000000000015,14681,232,0,0.0,8892.923417907343,False,-0.5730096055684957,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,7,4.158000000000001,40446,691,0,0.0,17846.890496827396,False,-0.22557732943664785,0.3625,266868,0.0,0.0,11,0,0,12,6,6.0,22,34,22,216.0,76.0,15,7,22,758,2.219933796674013,74.8403004091233
50,22,0,0,0,10.0,20,10.0,22.20668322758206,0,,37.02375853801583,13,25.76923076923077,25.08204830946778,5,7.0,53.000000000000014,8,53.0,0,4.259,11378,516,0,0.0,5160.0,False,-0.39789491847122765,0,2.027000000000001,31956,2,30,1.0,686.2004968274618,False,0.39328359280535463,0,0.3350000000000001,35624,306,95,1.0,10312.502128751614,False,0.20100871931603023,4,1.3920000000000001,21321,335,0,0.0,7439.23888123999,False,-0.26253513648593746,0,0.45200000000000007,47324,3,42,1.0,1164.5173046116943,False,0.06943161559750534,5,3.886000000000001,14491,232,0,0.0,8589.511980819672,False,-0.5806376464324976,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,8,4.231000000000001,40275,696,0,0.0,17457.105623389576,False,-0.23131681864008172,0.375,266171,0.0,0.0,11,0,0,16,6,6.0,18,34,18,223.0,25.0,16,6,18,475,1.5739221293479204,76.41422253847122
51,18,0,0,0,10.000000000000002,20,10.0,21.712229641110653,10,11.0,36.83251883227489,9,34.44444444444444,26.802883146929283,18,37.666666666666664,53.000000000000014,12,53.0,5,4.309000000000001,11223,525,0,0.0,5250.000000000001,False,-0.40263997929428,0,2.0270000000000006,31901,3,35,1.0,789.9280374388728,False,0.3931483055266775,0,0.3350000000000001,35824,306,96,1.0,10179.86407807825,False,0.20494572342921874,0,1.3880000000000003,21321,335,0,0.0,7273.5969297720685,False,-0.2649742758095705,0,0.45200000000000007,47882,0,35,0.8,938.1009101425249,False,0.07936089059450095,3,3.911000000000001,14166,236,0,0.0,8692.474444416875,False,-0.5867435212472445,0,0.2,63802,0,0,0.0,0.0,False,0.0008156862745098039,12,4.343000000000001,39336,714,0,0.0,19137.25856690751,False,-0.23286856025954897,0.35,265455,0.0,0.0,17,0,0,16,7,7.0,19,35,17,191.0,35.0,14,4,17,1225,1.490670258179307,77.90489279665053
