index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,42,0,0,0,10.000000000000002,20,10.0,22.13422390903756,20,25.0,23.912946179109504,16,25.0,62.940844800220205,10,64.0,50.0,10,50.0,0,1.5410000000000004,50046,26,11,1.0,503.47646299941323,False,0.06633039139052574,0,0.281,49421,1,44,1.0,983.9058519976526,False,0.058172802603379904,16,5.931000000000002,37256.0,279,0,0.0,6175.448470621479,False,-0.37416660096626425,0,0.2,60968,95,145,1.0,5570.128467329446,False,-0.01102841533778975,0,0.281,87826,164,104,1.0,10467.57103259686,False,0.02934270041366746,0,0.254,87811,163,122,1.0,11576.593292821715,False,0.03531028179688366,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,2.2620000000000005,117126,194,0,0.0,12210.52389124272,False,-0.07791399579763134,0.625,624098,0.0,0.0,11,0,0,12,5,5.0,20,32,40,222.0,151.0,15,27,40,1340,2.41197967302287,119.23008276807377
27,40,0,0,0,10.000000000000002,20,10.0,22.533266777256088,30,25.333333333333332,25.36842823022935,52,31.346153846153847,63.66221290918327,6,74.0,50.0,10,50.0,9,1.6310000000000002,50247,27,10,1.0,495.33266777256097,False,0.07050533897021938,0,0.281,49591,0,44,1.0,991.4637381992679,False,0.06185697956496073,22,6.135,36636.0,299,0,0.0,6737.44676639957,False,-0.37942536325391246,0,0.2,61798,95,125,1.0,5311.7138726179965,False,-0.00015734462166481852,0,0.281,87106,191,109,1.0,11784.550999074781,False,0.028662332557626992,0,0.254,87345,168,131,1.0,12601.645833781538,False,0.035824913080743426,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,2.3520000000000003,116497,200,0,0.0,12732.442581836654,False,-0.08066788414804758,0.625,622864,0.0,0.0,14,0,0,21,6,5.9,18,39,45,268.0,93.0,21,19,45,2234,2.6194876810186543,121.84957044909243
28,45,0,0,0,10.000000000000002,20,10.0,22.85958323495578,33,25.0,25.67712075829285,21,29.19047619047619,61.6929750684543,39,57.51282051282051,50.0,11,50.0,12,1.7420000000000002,50405,31,10,1.0,538.5958323495579,False,0.0743135940167224,0,0.281,49806,0,39,0.6,891.5237461632755,False,0.06535567582695498,6,6.173,35973.0,321,0,0.0,7337.9262184208055,False,-0.3850526943843013,0,0.2,62063,96,120,1.0,5275.774481550898,False,0.003674721406916203,0,0.281,88773,187,87,1.0,10168.910412756288,False,0.03816579696680727,0,0.254,87308,173,134,1.0,12709.00055035754,False,0.03600938284843838,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,2.4520000000000004,114039,239,0,0.0,14744.621041360579,False,-0.09153190176378823,0.575,622011,0.0,0.0,15,0,0,21,9,8.09090909090909,14,35,42,320.0,97.0,21,24,42,3258,2.380159572989214,124.22973002208164
29,42,0,0,0,10.000000000000002,20,10.0,22.498907838615644,22,18.818181818181817,24.600218579681293,20,12.0,63.480952907583415,25,71.32,49.99999999999999,11,50.0,0,1.73,50401,29,11,1.0,537.4879862247722,False,0.07421704918722864,0,0.281,50024,2,36,1.0,829.9606821901632,False,0.06932477561735641,20,6.367,35085.0,334,0,0.0,7514.635218097625,False,-0.3974572224955198,0,0.2,61987,95,130,1.0,5335.424660027054,False,0.0029584315278842165,0,0.281,89073,182,92,1.0,10317.48744899967,False,0.04230583610229107,0,0.254,88551,178,124,1.0,12250.477067723612,False,0.04722243337199337,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,2.551,112037,264,0,0.0,16758.97156760202,False,-0.0989757431399763,0.625,620802,0.0,0.0,17,0,0,15,9,9.0,23,38,45,342.0,72.0,23,19,45,2397,2.401355089037679,126.63108511111932
30,45,0,0,0,10.000000000000002,20,10.0,22.389886293143984,21,21.238095238095237,24.01776047600458,65,21.96923076923077,62.94825831549467,9,55.77777777777778,49.99999999999999,14,50.0,4,1.7700000000000002,50497,30,10,1.0,523.8988629314399,False,0.07610823700874983,0,0.281,50090,1,40,1.0,905.5954517257594,False,0.07152574203105602,60,6.947000000000001,32454.0,350,0,0.0,7836.460202600395,False,-0.43577453925756704,0,0.2,62137,90,135,1.0,5257.487430643577,False,0.004680809681710577,0,0.281,88672,207,95,1.0,10951.760958504941,False,0.04137821716518052,0,0.254,88026,198,132,1.0,13064.686671894202,False,0.04591838392986267,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,2.6800000000000006,111228,273,0,0.0,17184.874520130044,False,-0.10343571533278692,0.625,616748,0.0,0.0,14,0,0,19,13,12.8,18,37,45,273.0,85.0,20,25,45,1298,2.669147223001346,129.30023233412066
31,45,0,0,0,10.000000000000002,20,10.0,22.51494904289873,11,25.0,23.652478022381317,10,14.0,63.70973058398429,11,71.81818181818181,50.0,12,50.0,0,1.7660000000000005,50427,27,20,1.0,720.2989808579747,False,0.07670608854181743,0,0.281,50235,4,39,1.0,918.0830126730506,False,0.0747321653275779,5,6.937000000000002,32099.0,361,0,0.0,8127.896604486442,False,-0.4390210303077188,0,0.2,62207,80,140,1.0,5112.542846565283,False,0.004642458167079923,0,0.281,88902,207,100,1.0,11267.036009031362,False,0.045665910875437456,0,0.254,88446,188,136,1.0,13111.189227629551,False,0.050821226385288416,0,0.2,133644,0,0,0.0,0.0,False,0.0,12,2.786000000000001,110187,284,0,0.0,18093.563485851537,False,-0.1078254037373487,0.625,616147,0.0,0.0,12,0,0,15,6,6.0,19,34,44,235.0,120.0,17,28,44,1335,2.4385426989756525,131.73877503309632
32,44,0,0,0,10.000000000000002,20,10.0,23.102457542529045,45,25.8,23.652478022381317,0,,63.18376464186222,9,56.44444444444444,50.0,10,50.0,7,1.8360000000000005,50845,28,10,1.0,511.0245754252905,False,0.08334949411080686,0,0.281,50631,3,31,1.0,746.1761838184004,False,0.08130526599905026,0,6.932000000000002,31188.0,396,0,0.0,9148.573186841502,False,-0.4452363087394398,0,0.2,61957,80,150,1.0,5396.068306759521,False,0.002963423823835968,0,0.281,88902,197,110,1.0,11609.752281013964,False,0.04756131870880553,0,0.254,88954,178,137,1.0,12866.316843918998,False,0.05508598252302914,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,2.8740000000000006,109512,293,0,0.0,18512.84304006563,False,-0.11130749214306053,0.625,615633,0.0,0.0,15,0,0,18,5,4.7,21,39,42,314.0,91.0,22,22,42,1619,2.1314537210273556,133.87022875412367
33,42,0,0,0,10.000000000000002,20,10.0,22.671672781722503,44,20.454545454545453,23.125693354587586,32,19.0625,63.18376464186222,0,,49.99999999999999,7,50.0,23,2.059,50907,26,10,1.0,486.7167278172251,False,0.08440624910234718,0,0.281,50786,5,30,1.0,730.150183451675,False,0.08442144399342452,16,7.092000000000002,30363.0,415,0,0.0,9408.74420441484,False,-0.45601619350013317,0,0.2,61920,95,144,1.0,5483.9087573242505,False,0.0030707740546990817,0,0.281,88889,188,120,1.0,11929.682107685932,False,0.04918691090117978,0,0.254,88357,199,147,1.0,13890.026379916675,False,0.0541441834145402,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,2.934000000000001,109417,293,0,0.0,18512.84304006563,False,-0.11201833587716008,0.625,614283,0.0,0.0,10,0,0,16,7,6.92,20,36,40,273.0,72.0,20,22,40,1063,1.988476854050532,135.8587056081742
34,40,0,0,0,10.000000000000002,20,10.0,22.49422041031759,53,21.67924528301887,23.125693354587586,0,,61.142288313587834,24,51.625,49.99999999999999,8,50.0,30,2.3360000000000007,50901,24,10,1.0,464.9422041031759,False,0.08404823299310119,0,0.281,50991,7,27,1.0,677.3439510785748,False,0.08820776305495737,0,7.076000000000003,29830.0,436,0,0.0,9807.480098898468,False,-0.46119167210459744,0,0.2,61304,117,154,1.0,6193.180564613646,False,-0.000983645409735286,0,0.281,89087,178,121,1.0,11514.590303060719,False,0.04908132281272863,0,0.254,89398,189,142,1.0,13052.960984546527,False,0.06102935051791629,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,3.007000000000001,108056,317,0,0.0,19382.105395407343,False,-0.11894995138050583,0.625,613211,0.0,0.0,14,0,0,16,5,4.75,15,31,38,196.0,104.0,14,26,38,1972,2.0759529899805784,137.93465859815478
35,38,0,0,0,10.0,20,10.0,22.888315412677777,37,25.72972972972973,23.125693354587586,0,,61.142288313587834,0,,49.999999999999986,3,50.0,17,2.476000000000001,51066,25,10,1.0,478.88315412677775,False,0.08769406977174385,0,0.281,51161,6,27,1.0,677.9845161423,False,0.09181861515128899,0,7.076000000000001,29320.0,456,0,0.0,10437.071828181066,False,-0.464219782916193,0,0.2,60862,124,164,1.0,6630.764821324408,False,-0.0044461651361658435,0,0.281,89087,168,131,1.0,11894.75625265072,False,0.051183847780872746,0,0.254,89398,179,152,1.0,13433.12693413653,False,0.0631318754860604,0,0.2,133644,0,0,0.0,0.0,False,0.0,3,3.0290000000000004,108029,317,0,0.0,19382.105395407343,False,-0.11915198065230255,0.625,612567,0.0,0.0,11,0,0,15,3,2.7,16,31,45,221.0,120.0,15,23,45,642,2.127925961976871,140.06258456013165
36,45,0,0,0,10.0,20,10.0,23.011936675003465,17,25.0,23.47582716191514,15,29.333333333333332,60.564253341842395,3,37.0,49.999999999999986,10,50.0,0,2.4590000000000005,51206,26,10,1.0,490.11936675003466,False,0.09078122672465003,0,0.281,51246,5,30,1.0,740.3581002501039,False,0.09428181750991224,5,7.126,29055.0,463,0,0.0,10654.526680526604,False,-0.46664396655089196,0,0.2,60992,124,164,1.0,6703.515802254513,False,-0.001865259662334734,0,0.281,88948,168,138,1.0,12301.805924375993,False,0.051897562823542465,0,0.254,89208,174,162,1.0,13896.202967551704,False,0.06359133124399499,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,3.126000000000001,107737,320,0,0.0,19380.561069389565,False,-0.1213426675743409,0.625,612036,0.0,0.0,14,0,0,16,5,5.0,18,34,52,278.0,110.0,19,26,52,1116,2.4929465939640068,142.55553115409566
37,52,0,0,0,10.0,20,10.0,22.59631760527175,48,20.333333333333332,23.516965655364817,68,23.66176470588235,61.35490583962444,8,72.5,49.99999999999998,7,50.0,27,2.7290000000000005,51240,26,10,1.0,485.9631760527175,False,0.09145798274346194,0,0.281,51421,5,29,1.0,705.2932105528807,False,0.09762018709907858,63,7.751,26494.0,483,0,0.0,10914.021403346254,False,-0.504358856079779,0,0.2,60706,142,169,1.0,7183.044295705242,False,-0.002582493362921602,0,0.281,88693,194,140,1.0,13151.978154688197,False,0.05377890071945867,0,0.254,88434,196,172,1.0,15162.369072866908,False,0.062032636150225744,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,3.186000000000001,107058,328,0,0.0,20124.40911539682,False,-0.1236403837231869,0.625,607690,0.0,0.0,13,0,0,17,8,7.964285714285714,20,37,54,296.0,148.0,19,33,54,1470,2.332956982019823,144.88848813611548
38,54,0,0,0,10.0,20,10.0,22.212906253319243,27,18.25925925925926,23.482796211097014,90,23.377777777777776,61.99899395893551,7,72.0,49.99999999999998,10,50.0,7,2.772000000000001,51426,26,10,1.0,482.12906253319244,False,0.09536060826531396,0,0.281,51381,5,29,1.0,694.174281346258,False,0.09665430983639957,75,8.438000000000002,23232.0,483,0,0.0,10728.833720353194,False,-0.556397107530147,0,0.2,60753,159,164,1.0,7383.03067289767,False,-0.0003022565083017494,0,0.281,87898,234,148,1.0,14670.825419319157,False,0.05338538730031498,0,0.254,87629,226,177,1.0,16280.93387443951,False,0.059314731571888824,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,3.2790000000000012,106380,335,0,0.0,20769.662976243395,False,-0.12629948603662197,0.625,602343,0.0,0.0,13,0,0,15,11,10.777777777777779,24,39,49,344.0,167.0,21,33,49,1512,2.521266146970447,147.40975428308593
39,49,0,0,0,10.0,20,10.0,22.523391977778786,28,25.571428571428573,22.67924470310508,37,15.513513513513514,62.39501659221753,7,68.28571428571429,49.99999999999998,9,50.0,6,2.8250000000000006,51646,23,10,1.0,455.23391977778783,False,0.0997395950706798,0,0.281,51551,8,27,1.0,688.1315834000272,False,0.10019431812631206,32,8.683000000000002,21689.0,503,0,0.0,11329.26616482273,False,-0.5756758332959269,0,0.2,60735,157,169,1.0,7368.964895336028,False,-0.0006905800498260257,0,0.281,88112,246,151,1.0,15000.741702388697,False,0.05757707756251568,0,0.254,87319,231,187,1.0,16906.77362916195,False,0.059347028599344834,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,3.3590000000000004,105754,342,0,0.0,21339.095674538396,False,-0.1288531633498758,0.625,600450,0.0,0.0,13,0,0,17,8,7.75,19,36,46,276.0,112.0,19,30,46,1376,2.2277276500244625,149.6374819331104
40,46,0,0,0,9.999999999999998,20,10.0,22.235892112806745,27,19.333333333333332,23.690007198777806,51,30.235294117647058,61.039961075853675,13,50.61538461538461,49.99999999999998,10,50.0,0,2.8190000000000004,51816,22,10,1.0,442.35892112806744,False,0.10320717972744878,0,0.281,51703,9,20,1.0,534.7178422561349,False,0.10179055992554581,25,8.901000000000002,21126.0,510,0,0.0,11340.30497753144,False,-0.5843237700303158,0,0.2,61400,167,153,1.0,7337.965084251731,False,0.009384812331314605,0,0.281,88404,236,157,1.0,15174.11558782059,False,0.06176576807006421,0,0.254,86143,272,188,1.0,17919.194640328053,False,0.05193842645109372,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,3.4500000000000006,104922,355,0,0.0,21669.186181928053,False,-0.13384369600607562,0.625,599158,0.0,0.0,16,0,0,16,6,6.0,16,32,43,266.0,112.0,19,27,43,2385,4.230972567049321,153.86845450015971
41,43,0,0,0,9.999999999999998,20,10.0,22.664056021237187,43,25.348837209302324,23.41560359535453,10,14.0,59.86913416312156,7,42.857142857142854,49.999999999999986,14,50.0,18,2.9990000000000006,51985,22,10,1.0,446.64056021237184,False,0.10683542750760426,0,0.281,51983,9,15,1.0,429.9608403185578,False,0.10661621870633844,10,8.976,20071.0,544,0,0.0,12329.246475553029,False,-0.59301899916579,0,0.2,61175,166,163,1.0,7578.976685568161,False,0.007763842497891586,0,0.281,88704,226,160,1.0,14870.987878649572,False,0.0634076336934617,0,0.254,86003,272,198,1.0,18223.1327422345,False,0.052070817205716956,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,3.580000000000001,104293,362,0,0.0,21672.626567050003,False,-0.13853735832865674,0.625,597858,0.0,0.0,13,0,0,13,10,9.9,18,31,47,221.0,98.0,15,28,47,1105,2.3108225780306384,156.17927707819035
42,47,0,0,0,9.999999999999998,20,10.0,22.918027859544093,30,25.3,23.838288875280625,33,27.909090909090907,59.86913416312156,0,,49.999999999999986,11,50.0,8,3.061000000000001,52176,22,10,1.0,449.1802785954409,False,0.1109116186329521,0,0.281,52183,9,13,1.0,387.9343621740732,False,0.11041080330486198,13,9.096000000000002,19550.0,556,0,0.0,12742.423489906516,False,-0.5978963181783126,0,0.2,61456,174,153,1.0,7634.9950454786085,False,0.012557357947680885,0,0.281,88166,238,170,1.0,15851.265560047454,False,0.06287823708367421,0,0.254,85620,273,208,1.0,18960.632768880896,False,0.05191319681485336,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,3.676000000000001,104075,362,0,0.0,21672.626567050003,False,-0.14016855763427463,0.625,596870,0.0,0.0,12,0,0,14,8,7.888888888888889,18,32,33,207.0,123.0,15,32,33,1465,2.7090463169733994,158.88832339516375
43,33,0,0,0,9.999999999999998,20,10.0,23.222152066628897,35,25.65714285714286,23.102980685969325,21,12.047619047619047,60.15220911524595,2,74.0,49.999999999999986,10,50.0,13,3.1830000000000003,52336,25,10,1.0,482.22152066628894,False,0.11465392016648959,0,0.281,52413,6,11,1.0,315.44367273291783,False,0.11451847264869847,21,9.293000000000001,18315.0,584,0,0.0,13561.736806911276,False,-0.6106994849302613,0,0.2,61274,171,163,1.0,7736.773855206541,False,0.010523500366146547,0,0.281,88314,228,178,1.0,15974.572818914787,False,0.06519723483200845,0,0.254,85367,284,218,1.0,19674.428101938905,False,0.05306241829691792,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,3.765000000000001,103748,364,0,0.0,21895.404117949525,False,-0.14178188277083317,0.625,595411,0.0,0.0,10,0,0,7,9,8.666666666666666,17,24,38,128.0,102.0,9,24,38,830,1.9677992020151578,160.8561225971789
44,38,0,0,0,9.999999999999998,20,10.0,23.376644616040835,27,25.0,23.146585288167035,19,23.842105263157894,57.71119712525754,30,50.4,49.999999999999986,12,50.0,6,3.230000000000001,52530,23,10,1.0,463.76644616040835,False,0.11857116375331694,0,0.281,52568,8,10,1.0,313.76644616040835,False,0.1177867502614049,10,9.372000000000002,17630.0,603,0,0.0,14096.116703472624,False,-0.6171807776164012,0,0.2,61407,169,164,1.0,7746.692927370295,False,0.012663602377841112,0,0.281,88059,237,179,1.0,15816.044998716687,False,0.06149991150417932,0,0.254,86681,274,207,1.0,18288.38217388608,False,0.059931101429568985,0,0.2,133644,0,0,0.0,0.0,False,0.0,12,3.875000000000001,101985,394,0,0.0,22738.211667351472,False,-0.1518204645649955,0.625,594504,0.0,0.0,15,0,0,15,8,7.75,17,32,41,183.0,79.0,15,23,41,2520,2.194993306999095,163.051115904178
45,41,0,0,0,10.0,20,10.0,23.312298337732148,32,22.75,24.339192328715054,54,30.74074074074074,57.48554403709472,11,55.27272727272727,49.999999999999986,12,50.0,17,3.394000000000002,52722,22,10,1.0,453.1229833773215,False,0.12252881111935089,0,0.281,52493,9,15,1.0,439.6844750659822,False,0.1175314769771034,31,9.672,17192.0,612,0,0.0,14267.126582692075,False,-0.622648869270507,0,0.2,61810,182,151,1.0,7918.056339103225,False,0.020244294017616297,0,0.281,87442,258,187,1.0,17029.308355745197,False,0.06138522656290547,0,0.254,86246,287,208,1.0,18942.34135805692,False,0.0587362779323334,0,0.2,133644,0,0,0.0,0.0,False,0.0,12,3.9830000000000014,101135,405,0,0.0,23281.64533502336,False,-0.15614750630397417,0.625,592684,0.0,0.0,18,0,0,13,9,8.88888888888889,18,31,38,255.0,104.0,16,25,38,1974,1.9576267009833828,165.0087426051614
46,38,0,0,0,10.0,20,10.0,23.381543878045758,12,25.0,26.008336462668833,54,35.574074074074076,57.69685307117872,2,69.0,49.999999999999986,7,50.0,0,3.377000000000002,52662,18,20,1.0,647.6308775609152,False,0.12331860838220994,0,0.281,52653,13,13,1.0,433.96007041459484,False,0.12086285558751086,1,9.651,16875.0,624,0,0.0,14590.083379900552,False,-0.6250614034197339,0,0.2,63718,172,108,1.0,6830.525884992105,False,0.04140703249094141,0,0.281,87499,249,196,1.0,17784.658981155568,False,0.06619320949238208,0,0.254,84406,330,217,1.0,21102.9681491265,False,0.05033331572293355,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,4.041000000000001,100899,407,0,0.0,23482.61919996974,False,-0.1571614917243956,0.625,592356,0.0,0.0,15,0,0,14,4,4.0,22,36,42,260.0,105.0,18,20,42,2546,2.0040797700057738,167.01282237516716
47,42,0,0,0,10.0,20,10.0,23.69853821951936,28,26.678571428571427,25.43694630813642,41,20.878048780487806,59.39369765182905,37,63.891891891891895,49.99999999999999,13,50.0,0,3.377000000000001,52826,15,21,1.0,647.6693026099065,False,0.12679587549672358,6,0.341,52910,16,10,1.0,396.9853821951936,False,0.12591941086513597,41,10.06,15299.0,652,0,0.0,15451.446919126623,False,-0.6428281915555455,0,0.2,63718,162,118,1.0,6840.722855922234,False,0.041486122920717315,0,0.281,86713,280,205,1.0,19298.05298490315,False,0.06586908638104991,0,0.254,86700,320,191,1.0,19484.019070103,False,0.06675378604589804,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,4.164000000000001,98240,444,0,0.0,26370.801757412097,False,-0.16625212595622665,0.625,590050,0.0,0.0,13,0,0,16,9,8.31578947368421,19,35,36,246.0,93.0,18,24,36,2798,2.224644649948459,169.23746702511562
48,36,0,0,0,10.0,20,10.0,24.155134597356668,73,25.794520547945204,25.401778197892913,29,25.0,58.16673407884891,31,53.354838709677416,49.99999999999999,10,50.0,34,3.7170000000000005,53044,16,10,1.0,401.55134597356664,False,0.12880865977626796,8,0.41500000000000004,53138,15,10,1.0,391.55134597356664,False,0.13069549222978616,29,10.309000000000001,13982.0,697,0,0.0,16836.1288143576,False,-0.6525182364237591,0,0.2,63007,180,128,1.0,7599.351836854494,False,0.03634084013445105,0,0.281,87457,270,203,1.0,18666.327131437414,False,0.07060474925303034,0,0.254,86885,339,182,1.0,19197.548411436197,False,0.06721574884376323,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,4.251000000000001,96401,475,0,0.0,27629.198687453234,False,-0.17530454533142817,0.625,587558,0.0,0.0,14,0,0,16,10,9.444444444444445,16,32,37,234.0,72.0,15,21,37,2390,1.8999548399588093,171.13742186507443
49,37,0,0,0,10.0,20,10.0,24.191121146896787,6,26.0,25.363651673963837,1,13.0,52.88068582469312,43,36.0,50.0,12,50.0,0,3.683000000000001,53090,17,14,1.0,508.675696056555,False,0.13091941419212358,0,0.4070000000000001,53048,14,20,1.0,623.8224229379357,False,0.1312495751758352,1,10.290000000000001,13965.0,697,0,0.0,16861.21143938706,False,-0.6525874019655384,0,0.2,62851,176,138,1.0,7757.821252860844,False,0.035150015922537046,0,0.281,87559,260,210,1.0,17699.493458416153,False,0.06638586314342992,0,0.254,88318,330,152,1.0,16407.86929776142,False,0.06763784495537631,0,0.2,133644,0,0,0.0,0.0,False,0.0,12,4.3610000000000015,94600,518,0,0.0,27392.195257191033,False,-0.18966734287663112,0.625,587075,0.0,0.0,13,0,0,13,6,6.0,21,34,41,270.0,97.0,18,19,41,1904,1.9846053450019099,173.12202721007634
50,41,0,0,0,10.0,20,10.0,24.30729706406992,19,26.0,24.74127013045662,34,19.38235294117647,55.893169173529735,27,74.0,49.99999999999999,9,50.0,0,3.683000000000001,53214,18,15,1.0,544.6094559610488,False,0.13392916381480474,0,0.4070000000000001,53218,13,20,1.0,616.1459412813984,False,0.13477226506054188,26,10.549000000000003,12837.0,716,0,0.0,17404.024697874065,False,-0.6658753358628532,0,0.2,63147,166,140,1.0,7498.789130899533,False,0.03773260370826765,0,0.281,87209,275,220,1.0,19100.34650405211,False,0.07026196259168047,0,0.254,90007,329,135,1.0,15685.455711346742,False,0.08232468565125892,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,4.439000000000001,92448,545,0,0.0,30461.777199573706,False,-0.19428564993724484,0.625,585724,0.0,0.0,11,0,0,16,7,7.0,18,34,45,251.0,107.0,18,23,45,2988,1.9606491320300847,175.08267634210642
51,45,0,0,0,10.000000000000002,20,10.0,24.420629722886357,40,25.175,24.770003955608065,15,25.333333333333332,54.05735075357615,13,30.0,50.0,10,50.0,14,3.8230000000000017,53490,22,10,1.0,464.2062972288636,False,0.13892817631525864,0,0.4070000000000001,53433,9,19,1.0,553.9919647348408,False,0.13867149997598893,10,10.623000000000001,11970.0,745,0,0.0,18193.369143550335,False,-0.6732023366254782,0,0.2,63057,167,145,1.0,7669.895737285191,False,0.03766362417229153,0,0.281,87474,270,217,1.0,18418.3461815402,False,0.06942131793743957,0,0.254,89752,329,145,1.0,15987.647160663595,False,0.08117539106852119,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,4.530000000000001,91874,558,0,0.0,30164.001720495493,False,-0.19969470488575808,0.625,584694,0.0,0.0,11,0,0,14,8,7.2727272727272725,19,33,47,259.0,125.0,18,27,47,1232,2.0543257739627734,177.1370021160692
52,47,0,0,0,10.000000000000002,20,10.0,24.420629722886357,0,,24.402996899506157,30,21.0,51.49463807799796,18,28.0,49.99999999999999,6,50.0,0,3.809000000000001,53420,19,20,1.0,678.4125944577272,False,0.13971477659540932,0,0.4070000000000001,53303,12,29,1.0,828.1982619637043,False,0.13882208931675144,15,10.763000000000002,11615.0,745,0,0.0,18193.369143550335,False,-0.6787092862407674,0,0.2,63497,157,140,1.0,7250.45843242402,False,0.041235871435406024,0,0.281,87728,270,209,1.0,17351.18852116824,False,0.06632887122218552,0,0.254,89372,339,155,1.0,16254.284851022272,False,0.0784468285145081,0,0.2,133644,0,0,0.0,0.0,False,0.0,6,4.580000000000001,91286,576,0,0.0,29660.911532926824,False,-0.20597665614271182,0.625,583865,0.0,0.0,14,0,0,24,6,6.0,17,41,41,367.0,92.0,25,22,41,1144,2.0596793689765036,179.1966814850457
53,41,0,0,0,10.000000000000002,20,10.0,24.10951065351315,16,18.75,24.355498134201284,68,24.16176470588235,51.49463807799796,0,,49.99999999999999,13,50.0,0,3.809000000000001,53535,15,23,1.0,704.5187450308025,False,0.14242954848556044,0,0.4070000000000001,53288,16,30,1.0,883.2853196053945,False,0.13908801670170443,47,11.218000000000004,10448.0,756,0,0.0,18226.790054055942,False,-0.6965531920602511,0,0.2,64062,152,129,1.0,6806.504878645965,False,0.046557030890465735,0,0.281,86638,301,219,1.0,18608.33067747614,False,0.06122496420341417,0,0.254,88819,356,165,1.0,17167.17261864532,False,0.07737881258445325,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,4.704000000000002,91018,576,0,0.0,29660.911532926824,False,-0.20798198372943477,0.625,581452,0.0,0.0,13,0,0,17,9,9.0,19,36,33,270.0,63.0,20,21,33,1090,2.05380758800311,181.2504890730488
