index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,22,0,0,0,10.000000000000002,20,10.0,18.312525453662943,44,21.545454545454547,34.589486703638855,6,8.166666666666666,6.765043887760822,21,5.095238095238095,46.99999999999999,10,47.0,0,0.42500000000000004,25309,3,10,1.0,213.12525453662943,False,0.21506729584875053,19,2.451000000000001,13789,270,0,0.0,2700.0000000000005,False,-0.27623464167901707,6,1.4120000000000004,23280,121,0,0.0,2215.815579893216,False,-0.1976606201491444,0,0.281,32649,164,55,1.0,4905.6759431008595,False,0.1548176724421117,17,2.0440000000000005,24947.0,152,0,0.0,5257.601978953106,False,-0.31405186464325385,4,1.3920000000000003,29800,161,0,0.0,5568.907359285856,False,-0.18946161340158385,0,0.21800000000000003,61566,81,17,1.0,1346.9685549086264,False,0.17987306927744146,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.375,264041,0.0,0.0,13,0,0,10,10,10.0,16,26,18,156.0,27.0,13,9,18,1460,0.9203542179893702,37.440130265196785
26,18,0,0,0,10.000000000000002,20,10.0,18.19667864745598,6,14.166666666666666,32.15475452063714,17,17.58823529411765,6.437253485876315,25,4.88,46.99999999999999,7,47.0,0,0.42500000000000004,25315,0,18,1.0,327.5402156542076,False,0.21808911927270172,4,2.4720000000000004,13573,283,0,0.0,2830.0000000000005,False,-0.28345365014103363,5,1.4560000000000002,23054,123,0,0.0,2238.1914736370854,False,-0.20472773599096786,0,0.281,32934,158,53,1.0,4579.277215891813,False,0.15882479957711226,4,2.067,24794.0,157,0,0.0,5048.296459740031,False,-0.32046097783960564,21,1.5980000000000003,28445,173,0,0.0,5562.772532070226,False,-0.22324354453781967,0,0.21800000000000003,61773,96,20,1.0,1557.9763346441262,False,0.18579720132930308,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.375,262589,0.0,0.0,10,0,0,5,7,7.0,19,24,20,97.0,24.0,10,8,20,899,1.4752399599528871,38.91537022514967
27,20,0,0,0,10.000000000000002,20,10.0,19.455856379780155,19,32.26315789473684,32.15819184203113,4,32.25,6.477624965053108,10,7.0,46.99999999999999,10,47.0,1,0.43500000000000005,25805,0,10,1.0,194.55856379780155,False,0.23833624716254243,0,2.468000000000001,13473,293,0,0.0,2930.0000000000005,False,-0.2858440502940192,0,1.451,22721,132,0,0.0,2568.1730421309803,False,-0.2102550822126106,0,0.281,32783,158,59,1.0,4971.358626685101,False,0.16030659670162364,7,2.1330000000000005,24427.0,161,0,0.0,5177.468886567012,False,-0.32798352172126305,3,1.6070000000000004,28319,173,0,0.0,5563.3671886713855,False,-0.2263703988871995,0,0.21800000000000003,62173,96,20,1.0,1561.851996645098,False,0.19341673140457147,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.375,262402,0.0,0.0,11,0,0,8,4,3.1,16,24,22,151.0,24.0,12,8,22,1132,1.0471496999962255,39.9625199251459
28,22,0,0,0,10.000000000000002,20,10.0,21.04198107695207,24,33.666666666666664,33.73159945125643,11,48.0,6.373050632953648,3,2.0,46.99999999999999,8,47.0,14,0.5740000000000001,26181,1,10,1.0,220.4198107695207,False,0.2569302436001702,0,2.468000000000001,13383,302,0,0.0,3020.0000000000005,False,-0.2879954104317063,0,1.451,22203,146,0,0.0,3072.129237235002,False,-0.21900695424998357,0,0.281,33021,158,58,1.0,5281.0657783313,False,0.17323111228996096,0,2.1260000000000003,24427.0,161,0,0.0,5430.787511652285,False,-0.32483287092793356,3,1.6340000000000003,27668,184,0,0.0,6206.614299031183,False,-0.2345636389762545,0,0.21800000000000003,62543,89,22,1.0,1601.2015063328745,False,0.20080379050949623,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.375,262127,0.0,0.0,12,0,0,8,2,2.0,19,27,20,144.0,29.0,14,8,20,1394,1.0542362100095488,41.01675613515545
29,20,0,0,0,10.000000000000002,20,10.0,21.395628555836133,9,29.0,35.251311471028885,14,46.07142857142857,6.170726778862379,14,4.5,46.99999999999999,7,47.0,0,0.56,26372,0,9,0.8,192.5606570025252,False,0.2653956269303085,0,2.468000000000001,13253,315,0,0.0,3150.0000000000005,False,-0.29110293063058756,2,1.4710000000000003,22168,146,0,0.0,3123.7617691520754,False,-0.21930909051927766,0,0.281,33377,157,56,1.0,5333.18712564389,False,0.1858005514811799,9,2.2160000000000006,23374.0,175,0,0.0,6168.979507430055,False,-0.3418449851069618,5,1.6810000000000005,27478,184,0,0.0,6486.241310669315,False,-0.23581202817505395,0,0.21800000000000003,62809,93,25,1.0,1748.877590434201,False,0.20724609571794092,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.35,261532,0.0,0.0,11,0,0,9,7,7.0,18,27,23,172.0,18.0,14,6,23,1407,1.0483901319676079,42.065146267123055
30,23,0,0,0,10.000000000000002,20,10.0,20.339572008043245,25,12.64,35.247235106163416,30,35.233333333333334,6.043927797295564,18,5.222222222222222,46.99999999999998,8,47.0,0,0.56,26458,1,12,1.0,254.07486409651892,False,0.2709775508939264,18,2.648000000000001,12745,324,0,0.0,3240.0000000000005,False,-0.3132380360472343,13,1.5990000000000002,21968,146,0,0.0,2969.577513174314,False,-0.22842516263366375,0,0.281,33859,172,49,1.0,5225.520905585446,False,0.1998868421105647,4,2.2470000000000003,22851.0,188,0,0.0,6626.480199958723,False,-0.3491644461585692,14,1.8160000000000005,26134,201,0,0.0,7084.694256338847,False,-0.26180077291188225,0,0.21800000000000003,63091,101,27,1.0,1879.4367075268513,False,0.21382946965485822,0,0.2,52701,0,14,0.0,657.9999999999997,False,0.005288999260677523,0.375,259807,0.0,0.0,14,0,0,12,14,14.0,18,30,22,184.0,29.0,17,6,22,1570,1.070149352948647,43.1352956200717
31,22,0,0,0,10.000000000000002,20,10.0,21.088455444605504,26,26.46153846153846,36.72360177386183,21,45.095238095238095,6.154924007450754,10,7.5,46.999999999999986,7,47.0,8,0.6400000000000001,26846,0,9,0.9,189.79609900144953,False,0.2879905363819249,6,2.690000000000001,12518,336,0,0.0,3360.0000000000005,False,-0.3212219725582062,2,1.6060000000000005,21579,155,0,0.0,3268.7105939138532,False,-0.23630229974480432,0,0.281,34445,179,40,1.0,5243.777595538859,False,0.21946600861196974,7,2.3130000000000006,22247.0,197,0,0.0,7234.54954945078,False,-0.35662608455696654,3,1.832,25416,213,0,0.0,7822.12717783257,False,-0.27048920203685767,0,0.21800000000000003,63345,101,30,1.0,2031.6473247525257,False,0.22008727156596583,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.3625,259097,0.0,0.0,13,0,0,10,7,6.888888888888889,20,30,15,183.0,35.0,18,4,15,1789,0.9241670349729247,44.059462655044626
32,15,0,0,0,10.000000000000002,20,10.0,20.880597394739908,2,1.0,36.72360177386183,0,,6.636180988767986,5,18.0,46.999999999999986,12,47.0,0,0.6320000000000001,26726,2,19,1.0,416.7313505000583,False,0.2876782366137605,2,2.704000000000001,12394,344,0,0.0,3440.0000000000005,False,-0.32523784481522205,0,1.6040000000000003,21579,155,0,0.0,3236.4925961846857,False,-0.2368322707562724,0,0.281,34443,171,50,1.0,5406.762243193616,False,0.22208123179355208,5,2.3560000000000008,22122.0,197,0,0.0,7234.54954945078,False,-0.35973545994563844,0,1.8290000000000004,25416,213,0,0.0,7822.12717783257,False,-0.27048920203685767,0,0.21800000000000003,63819,96,28,1.0,1953.073374921726,False,0.2283281205562144,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.375,259200,0.0,0.0,11,0,0,7,2,2.0,20,27,16,124.0,6.0,13,2,16,764,0.8126660049892962,44.87212866003392
33,16,0,0,0,10.000000000000002,20,10.0,20.817022264083768,27,20.40740740740741,36.36911065177481,10,31.9,6.418463305496722,17,5.0,46.999999999999986,10,47.0,0,0.6320000000000001,27146,1,12,1.0,259.80426716900524,False,0.30400641265881834,10,2.802000000000001,12066,355,0,0.0,3550.0000000000005,False,-0.3382894296505235,7,1.6740000000000004,21544,155,0,0.0,3226.638450932984,False,-0.23814583414046278,0,0.281,34029,188,57,1.0,5986.639492798913,False,0.2179997284642538,12,2.4710000000000005,21509.0,199,0,0.0,7237.453019703187,False,-0.3749477249359072,5,1.8790000000000004,24977,221,0,0.0,8037.573454042234,False,-0.27872971500656407,0,0.21800000000000003,64204,103,28,1.0,1977.101720466162,False,0.23585431290843928,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.375,258176,0.0,0.0,13,0,0,10,9,9.0,15,25,15,133.0,34.0,12,4,15,1317,0.9036780640017241,45.77580672403565
34,15,0,0,0,10.000000000000002,20,10.0,20.813470101987996,18,20.77777777777778,36.955739564289495,19,40.73684210526316,5.905784460126811,43,4.534883720930233,46.999999999999986,9,47.0,0,0.6320000000000001,27366,3,12,1.0,279.761641223856,False,0.3150012344318941,8,2.872000000000001,11819,363,0,0.0,3630.0000000000005,False,-0.3481856862838839,1,1.6770000000000005,21186,165,0,0.0,3434.2225668280194,False,-0.24650903791900214,0,0.281,34756,186,49,1.0,5682.136677619952,False,0.2369084201477161,16,2.6190000000000007,19976.0,218,0,0.0,8056.35122501511,False,-0.4028960570008817,27,2.1440000000000006,23407,221,0,0.0,8167.218443707979,False,-0.3161710101277583,0,0.21800000000000003,64432,136,29,1.0,2166.186686577246,False,0.2419687464368187,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.375,255643,0.0,0.0,12,0,0,7,14,14.0,18,25,13,131.0,12.0,11,4,13,1724,0.7966312959906645,46.57243802002631
35,13,0,0,0,10.0,20,10.0,20.93411564342162,9,23.333333333333332,36.955739564289495,0,,5.677537922178226,11,2.727272727272727,46.99999999999998,9,47.0,0,0.6320000000000001,27441,5,16,1.0,384.9458502947459,False,0.3211011581559197,3,2.8940000000000006,11685,371,0,0.0,3710.0,False,-0.35267963857149687,0,1.6760000000000002,21001,170,0,0.0,3558.7996593816756,False,-0.25054613009307675,0,0.281,34731,180,59,1.0,5948.529450108972,False,0.24046798016365586,4,2.6430000000000007,19812.0,218,0,0.0,8056.35122501511,False,-0.40697555751081926,7,2.1870000000000007,23120,221,0,0.0,8167.218443707979,False,-0.323310136020149,0,0.21800000000000003,64825,137,30,1.0,2187.8226953384165,False,0.24962391893365463,0,0.2,52701,0,14,0.0,657.9999999999997,False,0.005288999260677523,0.375,255316,0.0,0.0,12,0,0,7,4,4.0,16,23,12,114.0,9.0,10,3,12,818,0.7873750440194272,47.35981306404574
36,12,0,0,0,10.0,20,10.0,20.93411564342162,0,,36.955739564289495,0,,5.007966151826547,39,2.641025641025641,46.999999999999986,11,47.0,0,0.6320000000000001,27361,3,26,1.0,574.2870067289621,False,0.321802529204211,0,2.891000000000001,11565,383,0,0.0,3830.0,False,-0.3555481187550796,0,1.6760000000000004,21001,170,0,0.0,3558.7996593816756,False,-0.25054613009307675,0,0.281,34731,170,69,1.0,6108.745689317651,False,0.24310346245094186,20,2.8390000000000004,18756.0,218,0,0.0,8056.35122501511,False,-0.43324356079431964,19,2.370000000000001,22202,221,0,0.0,8167.218443707979,False,-0.34614538887455565,0,0.21800000000000003,65239,166,29,1.0,2194.3223812032065,False,0.25753371861389557,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.375,253556,0.0,0.0,10,0,0,8,6,6.0,12,20,15,73.0,15.0,9,3,15,717,0.7904680909705348,48.15028115501627
37,15,0,0,0,10.0,20,10.0,20.946458240097492,39,21.0,37.97849677032607,10,51.0,4.589787677571383,23,1.6956521739130435,46.999999999999986,10,47.0,0,0.6320000000000001,27979,4,13,1.0,312.3039571212674,False,0.3450854318764944,16,3.051000000000001,11139,392,0,0.0,3920.0,False,-0.37376296792082997,0,1.6760000000000004,20583,181,0,0.0,3791.308941457646,False,-0.2604732704721403,0,0.281,34840,188,69,1.0,6558.450426290827,False,0.2540868934447103,23,3.0490000000000013,17230.0,223,0,0.0,8469.204779782713,False,-0.4660679488099461,0,2.351000000000001,21952,226,0,0.0,8583.14027009369,False,-0.3471911112895987,0,0.21800000000000003,65670,179,29,1.0,2184.571994285277,False,0.265611760860318,0,0.2,52701,0,14,0.0,657.9999999999998,False,0.005288999260677523,0.375,252094,0.0,0.0,17,0,0,10,7,7.0,14,24,8,161.0,9.0,12,3,8,1908,0.8459473609691486,48.99622851598542
38,8,0,0,0,10.0,20,10.0,20.946458240097492,0,,39.540963400484394,22,48.31818181818182,4.6303668553571615,18,5.0,46.99999999999999,9,47.0,0,0.6320000000000001,27879,4,23,1.0,521.7685395222422,False,0.3453116732686868,0,3.0350000000000006,11039,402,0,0.0,4020.0,False,-0.37615336807381555,0,1.6760000000000004,20583,181,0,0.0,3791.308941457646,False,-0.2604732704721403,0,0.281,35903,178,57,1.0,5982.304480564964,False,0.27958126859726556,2,3.046000000000001,17154.0,223,0,0.0,8817.63483830802,False,-0.46362484965165024,16,2.511000000000001,20126,248,0,0.0,9806.15892332013,False,-0.3774015705664022,0,0.21800000000000003,66003,187,30,1.0,2275.878601951789,False,0.27278988646615027,0,0.2,52701,0,14,0.0,657.9999999999999,False,0.005288999260677523,0.375,251388,0.0,0.0,12,0,0,6,4,4.0,13,19,11,70.0,12.0,6,2,11,1686,0.680504165997263,49.676732681982685
39,11,0,0,0,10.0,20,10.0,21.06640095488295,23,22.043478260869566,39.540963400484394,0,,4.551822737805624,7,2.7142857142857144,47.00000000000001,16,47.0,0,0.6320000000000001,28260,3,18,1.0,409.19521718789315,False,0.3608355695651359,8,3.1150000000000007,10774,413,0,0.0,4130.0,False,-0.3861930487163551,0,1.6760000000000004,20431,185,0,0.0,3897.284176653346,False,-0.26373068534258876,0,0.281,35548,187,67,1.0,6588.661526395566,False,0.27787639041971907,7,3.1140000000000003,16852.0,223,0,0.0,8817.63483830802,False,-0.4711371005906816,0,2.4950000000000006,20126,248,0,0.0,9806.15892332013,False,-0.3774015705664022,0,0.21800000000000003,66736,184,24,1.0,1965.5353837562352,False,0.2837437715280871,0,0.2,52701,0,14,0.0,658.0000000000001,False,0.005288999260677523,0.375,251428,0.0,0.0,14,0,0,4,4,4.0,16,20,13,86.0,25.0,7,4,13,1423,0.7705356169608422,50.44726829894353
40,13,0,0,0,9.999999999999998,20,10.0,20.993271910074924,23,20.391304347826086,40.44028734757258,14,48.857142857142854,4.786502222308028,5,12.0,47.00000000000001,8,47.0,0,0.6320000000000001,28629,2,11,1.0,250.92599101082416,False,0.37469345486950384,6,3.167000000000001,10528,424,0,0.0,4239.999999999999,False,-0.39532437730076014,0,1.6760000000000004,20431,185,0,0.0,3883.755303363861,False,-0.2639532289879612,0,0.281,35763,200,63,1.0,6746.392484912058,False,0.2875442901189639,0,3.1070000000000007,16168.0,237,0,0.0,9584.3481013747,False,-0.4786156053161028,5,2.5450000000000013,19971,248,0,0.0,10029.191262198,False,-0.37848323098681624,0,0.21800000000000003,67052,179,26,1.0,2078.783897793137,False,0.2908076045742557,0,0.2,52701,0,14,0.0,658.0000000000001,False,0.005288999260677523,0.375,251243,0.0,0.0,13,0,0,4,3,3.0,14,18,17,77.0,51.0,6,7,17,1719,0.8046335719991475,51.251901870942675
41,17,0,0,0,9.999999999999998,20,10.0,21.774484452550197,19,29.63157894736842,40.44028734757258,0,,4.767127221269963,1,2.0,47.00000000000001,0,,6,0.6920000000000002,28972,0,10,1.0,217.74484452550197,False,0.39029843774263756,2,3.181000000000001,10364,436,0,0.0,4359.999999999999,False,-0.40029640961897023,0,1.6760000000000002,19870,202,0,0.0,4398.44585941514,False,-0.2739431856261492,0,0.281,35761,192,73,1.0,7132.841991262436,False,0.2938354058307415,1,3.1170000000000013,16127.0,237,0,0.0,9584.3481013747,False,-0.4796354804435872,0,2.5400000000000005,19971,248,0,0.0,10029.191262198,False,-0.37848323098681624,0,0.21800000000000003,67050,170,36,1.0,2502.411627615894,False,0.2947850431993317,0,0.2,52701,0,14,0.0,658.0000000000001,False,0.005288999260677523,0.375,250816,0.0,0.0,7,0,0,8,3,2.3529411764705883,16,24,15,184.0,40.0,12,5,15,200,0.8923277269932441,52.14422959793592
42,15,0,0,0,9.999999999999998,20,10.0,21.426978584307417,4,5.0,40.61474124173574,2,52.0,4.701404226734912,5,3.0,47.000000000000014,5,47.0,0,0.6860000000000002,28862,1,20,1.0,438.53957168614835,False,0.39031743490190146,4,3.2190000000000007,10202,445,0,0.0,4449.999999999999,False,-0.40588994597695655,0,1.6760000000000002,19870,202,0,0.0,4328.2496740300985,False,-0.27509788008241054,0,0.281,35845,186,81,1.0,7275.212057261775,False,0.29894084842186097,5,3.166000000000001,15927.0,237,0,0.0,9625.693674291371,False,-0.4840962454380318,0,2.540000000000001,19867,250,0,0.0,10153.685310433935,False,-0.37952183639170745,0,0.21800000000000003,67035,165,46,1.0,2937.731697411261,False,0.2986268667647177,0,0.2,52936,0,9,0.0,423.0000000000001,False,0.0075164451858732535,0.375,250544,0.0,0.0,9,0,0,10,2,2.0,13,23,15,105.0,24.0,9,6,15,539,0.7959477910189889,52.94017738895491
43,15,0,0,0,9.999999999999998,20,10.0,21.71756037496567,23,23.91304347826087,40.98417628867431,4,52.0,4.840244263727248,5,8.2,47.000000000000014,2,47.0,0,0.6860000000000002,29250,5,14,1.0,354.0458452495194,False,0.4068472019230655,7,3.2850000000000006,9993,451,0,0.0,4509.999999999999,False,-0.41444757852464503,0,1.6760000000000002,19342,218,0,0.0,4734.428161742517,False,-0.2857871403845487,0,0.281,36031,183,87,1.0,7539.936885733383,False,0.3094146743935615,1,3.171000000000001,15889.0,237,0,0.0,9713.249780415812,False,-0.48395251635014286,4,2.580000000000001,19523,254,0,0.0,10409.980777323275,False,-0.38489116219343705,0,0.21800000000000003,66994,160,56,1.0,3406.4390821963607,False,0.30229227011996324,0,0.2,53030,0,7,0.0,329.0000000000001,False,0.008407423555951546,0.375,250052,0.0,0.0,10,0,0,7,4,4.0,13,20,14,93.0,18.0,9,6,14,1030,0.760161331971176,53.700338720926084
44,14,0,0,0,9.999999999999998,20,10.0,20.48564646349445,23,11.0,43.47848981852538,34,51.61764705882353,4.844361878144804,3,5.0,47.000000000000014,3,47.0,0,0.6860000000000002,29444,0,14,0.8,286.7990504889223,False,0.4145144870318144,15,3.4280000000000004,9483,468,0,0.0,4679.999999999999,False,-0.4347659798250227,0,1.6760000000000004,19118,226,0,0.0,4629.756100749746,False,-0.29487833759787896,0,0.281,37757,188,63,1.0,6590.446393704056,False,0.35057978671048917,0,3.170000000000001,14745.0,259,0,0.0,11260.928862998075,False,-0.49316025891149384,3,2.606000000000001,18798,266,0,0.0,11565.278291727751,False,-0.3885565248162017,0,0.21800000000000003,66979,153,66,1.0,3843.187367356156,False,0.3061476310151101,0,0.2,53171,0,4,0.0,188.00000000000006,False,0.009743891111068985,0.35,249495,0.0,0.0,11,0,0,5,3,3.0,14,19,14,76.0,30.0,7,7,14,2320,0.7667665440239944,54.46710526495008
45,14,0,0,0,10.0,20,10.0,21.523766078891022,23,29.652173913043477,43.5204943316262,1,49.0,4.640069000108523,10,2.5,47.000000000000014,0,,9,0.7760000000000002,29841,0,7,0.7,150.66636255223716,False,0.4302401482658181,0,3.4130000000000007,9353,481,0,0.0,4810.0,False,-0.437873500023904,0,1.6760000000000004,18588,241,0,0.0,5187.227625012736,False,-0.3031446962591668,0,0.281,37654,186,72,1.0,7136.896082550817,False,0.35618002504524954,7,3.2400000000000007,14385.0,260,0,0.0,11315.328526222813,False,-0.5014386641349368,3,2.633000000000001,18684,266,0,0.0,11576.45149221257,False,-0.39125330847226975,0,0.21800000000000003,66954,153,76,1.0,4281.930557016605,False,0.309832330733224,0,0.2,53171,0,4,0.0,188.00000000000006,False,0.009743891111068985,0.3375,248630,0.0,0.0,8,0,0,6,5,4.142857142857142,16,22,12,100.0,22.0,9,5,12,513,0.7329825689666905,55.20008783391677
46,12,0,0,0,10.0,20,10.0,23.17244053525169,27,34.333333333333336,43.5204943316262,0,,4.4859648809763515,6,1.8333333333333333,47.000000000000014,4,47.0,20,0.9670000000000001,30070,5,10,1.0,281.7244053525169,False,0.44432099262209,0,3.4130000000000007,9303,486,0,0.0,4860.0,False,-0.4390687001003968,0,1.6760000000000004,17661,268,0,0.0,6210.214063447453,False,-0.3168144811250255,0,0.281,37654,176,82,1.0,7647.030069397646,False,0.36457149081125223,1,3.2430000000000008,14343.0,260,0,0.0,11315.328526222813,False,-0.5024834142655306,5,2.6800000000000006,18479,266,0,0.0,11576.45149221257,False,-0.3963526841096917,0,0.21800000000000003,66943,149,86,1.0,4710.408767265478,False,0.3136851317251376,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,247812,0.0,0.0,8,0,0,8,4,3.6315789473684212,13,21,10,90.0,12.0,8,4,10,388,0.7325045370380394,55.93259237095481
47,10,0,0,0,10.0,20,10.0,23.027002018349922,17,21.41176470588235,43.5204943316262,0,,4.280805613216238,22,3.3636363636363638,47.000000000000014,0,,0,0.9470000000000003,30280,3,10,1.0,260.27002018349924,False,0.4538478276087273,7,3.483000000000001,9082,498,0,0.0,4980.0,False,-0.44676578859301047,0,1.6760000000000004,17661,268,0,0.0,6171.236540917779,False,-0.3174556431616367,0,0.281,37290,183,92,1.0,8217.826847867645,False,0.3619855712571991,10,3.3420000000000014,13918.0,260,0,0.0,11315.328526222813,False,-0.513055290587015,12,2.795000000000001,17906,266,0,0.0,11576.45149221257,False,-0.4106060608913638,0,0.21800000000000003,66869,161,96,1.0,5201.209703727816,False,0.31693436810418596,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,246365,0.0,0.0,8,0,0,6,8,8.0,4,10,12,58.0,18.0,4,6,12,490,0.7209288810263388,56.65352125198115
48,12,0,0,0,10.0,20,10.0,23.954852230454705,19,33.0,43.79781678001101,4,52.0,4.280805613216238,0,,47.000000000000014,0,,9,1.0370000000000001,30580,5,10,1.0,289.5485223045471,False,0.4688901018861344,0,3.476000000000001,9002,506,0,0.0,5060.0,False,-0.448678108715399,0,1.6760000000000004,17034,287,0,0.0,6875.042590140501,False,-0.32650607661961273,0,0.281,37498,173,98,1.0,8436.375480309744,False,0.3724235998208603,0,3.3320000000000007,13918.0,260,0,0.0,11387.432362802863,False,-0.5121584990074517,0,2.783000000000001,17698,270,0,0.0,11825.410530602972,False,-0.41268363311107964,0,0.21800000000000003,66869,151,106,1.0,5628.401647595654,False,0.3209835040813981,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,245958,0.0,0.0,8,0,0,7,1,0.47368421052631576,6,13,11,96.0,15.0,7,5,11,408,0.7352643720223568,57.3887856240035
49,11,0,0,0,10.0,20,10.0,22.82380543562017,12,5.5,43.87280566643816,2,48.0,4.280805613216238,0,,47.000000000000014,0,,0,1.0280000000000002,30480,6,19,1.0,493.65230327678324,False,0.46898819867277286,11,3.586000000000001,8681,515,0,0.0,5150.0,False,-0.46187311755987953,0,1.6760000000000002,17034,287,0,0.0,6550.432160022989,False,-0.33184576654785186,0,0.281,37528,175,106,1.0,8644.683351875974,False,0.3768371389636133,0,3.332000000000001,13918.0,260,0,0.0,11406.929473273922,False,-0.511916003665656,0,2.783000000000001,17602,272,0,0.0,11933.40314127118,False,-0.41372847514649913,0,0.21800000000000003,66869,141,116,1.0,6055.593591463491,False,0.32503264005861016,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,245471,0.0,0.0,9,0,0,8,3,3.0,4,12,14,59.0,35.0,6,5,14,306,0.6853082410525531,58.07409386505606
50,14,0,0,0,10.0,20,10.0,22.612562395952565,2,4.0,44.182804719766146,4,52.0,4.280805613216238,0,,47.000000000000014,0,,0,1.0280000000000002,30390,5,29,1.0,705.7643094826244,False,0.4697558041182442,2,3.5950000000000006,8533,526,0,0.0,5260.0,False,-0.46631926184443273,0,1.6760000000000002,17034,287,0,0.0,6489.805407638386,False,-0.3328430483017768,0,0.281,37728,167,112,1.0,8724.772048737887,False,0.3847343737455238,0,3.332000000000001,13918.0,260,0,0.0,11487.529227139197,False,-0.5109135441016492,0,2.783000000000001,17394,276,0,0.0,12194.454102655456,False,-0.4156556540551795,0,0.21800000000000003,66869,131,126,1.0,6482.785535331329,False,0.3290817760358223,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,245225,0.0,0.0,8,0,0,9,1,1.0,8,17,16,160.0,18.0,11,3,16,408,0.9239032359910198,58.997997101047076
51,16,0,0,0,10.000000000000002,20,10.0,22.062729202715428,19,17.42105263157895,44.182804719766146,0,,4.387122837172058,9,5.666666666666667,47.000000000000014,0,,0,1.0280000000000002,30593,7,22,1.0,555.3800424597395,False,0.47586604299038443,2,3.613000000000001,8415,534,0,0.0,5340.000000000001,False,-0.4700482860830903,0,1.6760000000000002,17034,287,0,0.0,6332.003281179328,False,-0.3354388195621245,0,0.281,37397,176,122,1.0,9273.342515489385,False,0.3828685109140903,8,3.4120000000000013,13599.0,260,0,0.0,11487.529227139197,False,-0.51884867009354,1,2.7930000000000015,17352,276,0,0.0,12194.454102655456,False,-0.41670040418577325,0,0.21800000000000003,66818,130,136,1.0,6962.32596883237,False,0.33266029050475215,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,244567,0.0,0.0,8,0,0,1,4,4.0,8,9,13,89.0,28.0,9,7,13,523,0.9767762250266969,59.97477332607377
