index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,20,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,17.004749240134537,0,,28.989222560972305,17,19.647058823529413,46.0,20,46.0,0,0.4700000000000001,18798,247,0,0.0,2470.0000000000005,False,-0.07413227342052965,0,0.47000000000000003,18296,273,0,0.0,2730.0000000000005,False,-0.09132504506169986,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,2.1530000000000005,27397,43,0,0.0,441.37985067177823,False,-0.1612703496921802,0,0.42500000000000004,45505,0,6,0.2,173.93533536583382,False,0.004914537849256509,0,0.44300000000000006,47676,0,0,0.0,0.0,False,0.05084969913376976,14,2.2210000000000005,46446,182,0,0.0,5276.038506096959,False,-0.12005845622974708,5,1.276,54803,0,0,0.0,0.0,False,-0.017532851687850702,0.025,292471,0.0,0.0,11,0,0,6,8,8.0,23,29,22,165.0,30.0,10,10,22,580,1.2198053949978203,53.50544344895752
26,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.808580106600193,6,14.0,28.512546714800383,6,20.0,46.0,20,46.0,0,0.4700000000000001,18708,256,0,0.0,2560.0000000000005,False,-0.07621204418357443,0,0.4700000000000001,18186,284,0,0.0,2840.0000000000005,False,-0.09386698710542127,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,6,2.2130000000000005,27271,43,0,0.0,441.37985067177823,False,-0.16509688030442513,0,0.42500000000000004,45541,0,6,0.6,171.0752802888023,False,0.005676511277400889,0,0.44300000000000006,47676,0,0,0.0,0.0,False,0.05084969913376976,10,2.307000000000001,46271,182,0,0.0,5189.28350209367,False,-0.12397336456774102,10,1.3710000000000002,54507,0,6,0.6,276.0,False,-0.020365357379752962,0.15,291710,0.0,0.0,10,0,0,17,11,11.0,12,29,23,204.0,117.0,13,9,23,320,1.4446516030002385,54.95009505195776
27,23,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.64847869257529,5,14.0,27.031029334427824,28,21.642857142857142,46.0,20,46.0,0,0.4700000000000001,18648,262,0,0.0,2620.0000000000005,False,-0.0775985580256043,0,0.4700000000000001,18046,298,0,0.0,2980.0000000000005,False,-0.0971021860701576,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,2.2570000000000006,27166,43,0,0.0,441.37985067177823,False,-0.1682856558146292,12,0.5450000000000002,45291,0,0,0.0,0.0,False,-0.0017192356014018382,10,0.543,47398,0,5,0.5,135.15514667213913,False,0.04621167698948779,9,2.3870000000000005,45578,209,0,0.0,5649.485130895415,False,-0.13227187455499714,5,1.411,54664,0,1,0.1,46.0,False,-0.019612412828740967,0.075,290341,0.0,0.0,11,0,0,13,13,12.4,20,33,25,259.0,54.0,15,8,25,476,1.2110463179997168,56.16114136995748
28,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.350700348684068,10,14.0,26.340056191677874,11,19.0,45.99999999999999,20,46.0,0,0.4700000000000001,18558,271,0,0.0,2710.0000000000005,False,-0.07967832878864907,0,0.4700000000000001,17936,309,0,0.0,3090.0000000000005,False,-0.099644128113879,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,2.3520000000000008,26921,43,0,0.0,441.37985067177823,False,-0.1757261320051054,11,0.6430000000000001,44946,0,5,0.5,131.70028095838938,False,-0.007872112224664487,0,0.533,47328,0,10,0.5,263.40056191677877,False,0.04608213275492928,11,2.488000000000001,45158,220,0,0.0,5794.812362169132,False,-0.13849866117343598,8,1.4860000000000002,54584,0,0,0.0,0.0,False,-0.02145891970384181,0.125,288981,0.0,0.0,10,0,0,13,13,12.666666666666666,21,34,25,222.0,78.0,14,11,25,200,1.369273116986733,57.53041448694421
29,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.21250052042509,5,14.0,27.810001136877304,6,56.0,46.0,20,46.0,0,0.4700000000000001,18438,283,0,0.0,2830.0000000000005,False,-0.08245135647270879,0,0.4700000000000001,17856,317,0,0.0,3170.0000000000005,False,-0.10149281323658547,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,2.3920000000000003,26816,43,0,0.0,441.37985067177823,False,-0.17891490751530947,0,0.6320000000000001,44876,0,10,0.5,278.10001136877304,False,-0.007801582453120227,0,0.533,47664,0,4,0.0,111.24000454750922,False,0.05181114863174754,8,2.557000000000001,44923,222,0,0.0,6173.820252386761,False,-0.13931428037874216,12,1.598,54122,0,4,0.4,184.0,False,-0.02809200265323318,0.1125,288245,0.0,0.0,13,0,0,6,12,12.0,28,34,32,252.0,63.0,14,11,32,536,1.1669371269526891,58.6973516138969
30,32,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.069197470522553,14,15.285714285714286,28.53857154030783,3,55.0,46.0,20,46.0,0,0.4700000000000001,18328,294,0,0.0,2940.0000000000005,False,-0.08499329851643019,0,0.4700000000000001,17766,326,0,0.0,3260.0000000000005,False,-0.10357258399963026,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,14,2.5270000000000006,26477,43,0,0.0,441.37985067177823,False,-0.18921009701968264,0,0.6320000000000001,44876,0,10,0.0,285.38571540307834,False,-0.007721288595703181,0,0.533,47615,4,11,1.0,378.2010768254764,False,0.05367322485425587,11,2.659000000000001,44567,225,0,0.0,6421.1785965692625,False,-0.14347915422303947,5,1.6360000000000001,54246,0,0,0.0,0.0,False,-0.027518330614366898,0.125,287425,0.0,0.0,14,0,0,11,9,8.5,28,39,29,276.0,60.0,17,15,29,503,1.230366429022979,59.92771804291988
31,29,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.069197470522553,0,,29.896490324742054,8,47.0,46.0,20,46.0,0,0.4700000000000001,18218,305,0,0.0,3050.0000000000005,False,-0.08753524056015159,0,0.4700000000000001,17676,335,0,0.0,3350.0000000000005,False,-0.10565235476267505,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,2.513000000000001,26477,43,0,0.0,441.37985067177823,False,-0.18921009701968264,0,0.6320000000000001,44916,0,8,0.0,239.17192259793643,False,-0.007348939555666509,0,0.5330000000000001,47951,0,9,0.4,269.0684129226785,False,0.0598764400022336,8,2.7280000000000006,44278,228,0,0.0,6816.399794041188,False,-0.14511751497784914,12,1.7510000000000001,53800,0,5,0.5,230.0,False,-0.03345225076638999,0.1125,286866,0.0,0.0,12,0,0,10,11,11.0,27,37,27,273.0,83.0,16,13,27,576,1.2162639719899744,61.14398201490985
32,27,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,16.069197470522553,0,,28.88649714049563,10,19.0,46.0,20,46.0,0,0.4700000000000001,18098,317,0,0.0,3170.0000000000005,False,-0.0903082682442113,0,0.4700000000000001,17596,343,0,0.0,3430.0000000000005,False,-0.10750103988538152,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,2.513000000000001,26477,43,0,0.0,441.37985067177823,False,-0.18921009701968264,2,0.6520000000000001,45018,0,0,0.0,0.0,False,-0.0077365602063082725,0,0.5330000000000001,47951,0,9,0.0,259.97847426446066,False,0.05977626214226074,13,2.8500000000000005,44000,228,0,0.0,6586.121348033004,False,-0.1521654205909449,2,1.7590000000000003,53822,0,10,1.0,460.0,False,-0.030996217349993724,0.125,286512,0.0,0.0,12,0,0,11,9,8.066666666666666,22,33,29,244.0,66.0,15,12,29,474,1.226164888998028,62.37014690390788
33,29,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,15.949574351813755,5,14.0,29.296846575677705,14,32.142857142857146,46.0,20,46.0,0,0.4700000000000001,17968,330,0,0.0,3300.0000000000005,False,-0.09331238156860933,0,0.47000000000000003,17526,350,0,0.0,3500.0000000000005,False,-0.10911863936774968,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,2.5630000000000006,26372,43,0,0.0,441.37985067177823,False,-0.19239887252988674,9,0.7400000000000002,44676,0,5,0.5,146.48423287838853,False,-0.013660382277784553,0,0.5330000000000001,48229,0,4,0.0,117.18738630271082,False,0.06433013055503443,9,2.9270000000000005,43634,232,0,0.0,6796.868405557228,False,-0.1568377368139938,1,1.7670000000000001,54046,0,10,1.0,460.0,False,-0.02698051307792976,0.1875,286001,0.0,0.0,18,0,0,11,9,8.333333333333332,13,24,27,244.0,87.0,15,14,27,846,1.9725528999697417,64.34269980387762
34,27,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,15.727626690536452,10,14.0,30.367566682339113,8,43.75,45.99999999999999,10,46.0,0,0.4700000000000001,17858,341,0,0.0,3410.0000000000005,False,-0.09585432361233073,0,0.4700000000000001,17436,359,0,0.0,3590.0000000000005,False,-0.11119841013079447,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,2.658000000000001,26127,43,0,0.0,441.37985067177823,False,-0.1998393487203629,0,0.7310000000000001,44771,0,7,0.5,212.5729667763738,False,-0.010838094659609197,1,0.543,48300,0,5,0.5,151.83783341169556,False,0.06627694938627367,10,3.0180000000000007,43296,235,0,0.0,7136.378170349692,False,-0.15985390930290158,0,1.7660000000000005,53861,0,15,0.5,689.9999999999999,False,-0.02823542066294975,0.1875,285199,0.0,0.0,10,0,0,13,8,7.2,15,28,18,279.0,104.0,17,10,18,365,1.2819149540155195,65.62461475789314
35,18,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.62485959006554,5,14.0,32.08009153981513,7,55.857142857142854,45.99999999999999,12,46.0,0,0.4700000000000001,17738,353,0,0.0,3530.0,False,-0.09862735129639044,0,0.4700000000000001,17356,367,0,0.0,3670.0,False,-0.11304709525350094,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,2.698000000000001,26022,43,0,0.0,441.37985067177823,False,-0.20302812423056701,0,0.7310000000000001,44939,0,4,0.0,128.32036615926052,False,-0.008063651764869667,0,0.542,48453,0,6,0.5,192.48054923889077,False,0.07009720898894492,12,3.128,42832,239,0,0.0,7667.141878015816,False,-0.16341458670500875,0,1.7660000000000005,53693,0,18,0.3,827.9999999999999,False,-0.030010218533192305,0.1,284583,0.0,0.0,14,0,0,6,8,8.0,13,19,18,147.0,71.0,9,9,18,591,0.9343012719764374,66.55891602986958
36,18,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.576620218474593,15,15.333333333333334,33.488518240696735,6,55.5,46.0,12,46.0,0,0.4700000000000001,17658,361,0,0.0,3610.0,False,-0.10047603641909691,0,0.4700000000000001,17236,379,0,0.0,3790.0,False,-0.11582012293756067,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,15,2.843000000000001,25657,43,0,0.0,441.37985067177823,False,-0.21411291528984785,0,0.7310000000000001,44947,0,11,1.0,368.37370064766407,False,-0.005241754274420214,0,0.542,48548,0,8,0.5,267.9081459255739,False,0.07302241779547233,12,3.236000000000001,42429,242,0,0.0,8104.22141424861,False,-0.1667214516210842,0,1.7660000000000002,53528,0,21,0.3,966.0,False,-0.03173123464979115,0.225,283553,0.0,0.0,13,0,0,8,8,8.0,11,19,17,180.0,24.0,10,8,17,533,0.9005916769965552,67.45950770686613
37,17,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.404471735276468,10,14.0,34.355006127791846,9,43.0,46.0,9,46.0,0,0.4700000000000001,17558,371,0,0.0,3710.0,False,-0.10278689282248,0,0.4700000000000001,17136,389,0,0.0,3890.0,False,-0.11813097934094376,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,2.928000000000001,25412,43,0,0.0,441.37985067177823,False,-0.22155339148032405,0,0.7310000000000001,45099,0,10,0.5,343.5500612779185,False,-0.0021650239009244837,0,0.542,48643,0,10,0.5,343.5500612779185,False,0.07594998855251288,9,3.314000000000001,42121,245,0,0.0,8416.976501309002,False,-0.1694396254879887,0,1.7660000000000002,53306,0,27,0.6,1242.0,False,-0.03323712375181513,0.2,282825,0.0,0.0,14,0,0,6,6,6.0,3,9,13,147.0,54.0,9,8,13,587,0.9431844539940357,68.40269216086017
38,13,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.51121167001307,18,16.0,35.39881644015787,8,47.0,45.99999999999999,6,46.0,0,0.4700000000000001,17468,380,0,0.0,3800.0,False,-0.1048666635855248,0,0.4700000000000001,17026,400,0,0.0,4000.0,False,-0.12067292138466516,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,18,3.0980000000000008,25070,43,0,0.0,441.37985067177823,False,-0.23193968885641733,0,0.7310000000000001,45363,0,4,0.0,141.5952657606315,False,0.001428235863261532,0,0.542,48467,8,18,1.0,761.2683892829463,False,0.07667425322668509,6,3.365,41817,249,0,0.0,8814.305293599311,False,-0.17132800332013304,0,1.7660000000000002,53154,0,31,0.4,1425.9999999999998,False,-0.03431275882468941,0.175,281915,0.0,0.0,14,0,0,9,4,4.0,0,9,15,147.0,27.0,9,4,15,576,0.9181542770238593,69.32084643788403
39,15,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.555475385268453,9,16.0,34.455512023131746,5,18.0,45.99999999999999,9,46.0,0,0.4700000000000001,17378,389,0,0.0,3890.0,False,-0.10694643434856958,0,0.4700000000000001,16916,411,0,0.0,4110.0,False,-0.12321486342838656,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,9,3.170000000000001,24899,43,0,0.0,441.37985067177823,False,-0.237132837544464,0,0.7310000000000001,45219,0,13,0.9,447.9216563007127,False,0.0016302062675032144,0,0.542,48557,0,21,0.8,723.5657524857667,False,0.0782424756164536,9,3.4490000000000007,41666,249,0,0.0,8579.422493759805,False,-0.17614041973288572,0,1.7660000000000005,53064,0,36,0.5,1655.9999999999998,False,-0.033864577544325127,0.275,281249,0.0,0.0,10,0,0,9,6,6.0,1,10,17,150.0,30.0,10,5,17,290,1.011745146010071,70.3325915838941
40,17,0,0,0,9.999999999999998,20,10.0,10.264647690041354,0,,15.555475385268453,0,,35.03254058742918,34,36.44117647058823,45.99999999999999,12,46.0,0,0.4700000000000001,17258,401,0,0.0,4009.999999999999,False,-0.10971946203262929,0,0.4700000000000001,16836,419,0,0.0,4189.999999999999,False,-0.12506354855109303,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.161000000000001,24899,43,0,0.0,441.37985067177823,False,-0.237132837544464,0,0.7310000000000001,45643,0,0,0.0,0.0,False,0.006039366086975688,0,0.542,49372,0,0,0.0,0.0,False,0.08823205272322511,12,3.560000000000001,41315,251,0,0.0,8793.167687444724,False,-0.1805169530176518,0,1.7660000000000005,51937,22,46,1.0,2886.7158929234415,False,-0.043036913170044974,0.125,280810,0.0,0.0,17,0,0,8,6,6.0,4,12,22,201.0,59.0,12,5,22,1439,1.1889057189691812,71.52149730286328
41,22,0,0,0,9.999999999999998,20,10.0,10.264647690041354,0,,15.555475385268453,0,,35.79987397639104,4,56.0,46.0,10,46.0,0,0.4700000000000001,17178,409,0,0.0,4089.999999999999,False,-0.11156814715533576,0,0.47000000000000003,16716,431,0,0.0,4309.999999999999,False,-0.12783657623515274,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.161000000000001,24899,43,0,0.0,441.37985067177823,False,-0.237132837544464,1,0.7410000000000001,45655,0,0,0.0,0.0,False,0.00630386387180674,3,0.5720000000000001,49408,0,0,0.0,0.0,False,0.08902554607771826,10,3.648000000000001,40916,255,0,0.0,9128.967863979715,False,-0.18465993919094567,0,1.7660000000000002,51937,12,56,1.0,3005.5984877166925,False,-0.04197129409909564,0.125,280259,0.0,0.0,12,0,0,7,7,7.0,6,13,22,204.0,86.0,13,9,22,200,1.2369567129644565,72.75845401582774
42,22,0,0,0,9.999999999999998,20,10.0,10.264647690041354,0,,15.555475385268453,0,,36.589169941994776,4,56.0,46.0,9,46.0,0,0.4700000000000001,17038,423,0,0.0,4229.999999999999,False,-0.1148033461200721,0,0.4700000000000001,16656,437,0,0.0,4369.999999999999,False,-0.1292230900771826,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.1610000000000005,24899,43,0,0.0,441.37985067177823,False,-0.237132837544464,1,0.7500000000000002,45667,0,0,0.0,0.0,False,0.006568361656637793,3,0.5990000000000002,49444,0,0,0.0,0.0,False,0.08981903943221142,9,3.728,40725,256,0,0.0,9366.827505150663,False,-0.18595195940238912,0,1.7660000000000005,51769,5,66,1.0,3218.945849709974,False,-0.04307070642593384,0.125,279748,0.0,0.0,8,0,0,11,5,5.0,3,14,24,222.0,23.0,14,8,24,200,1.2417923829634674,74.0002463987912
43,24,0,0,0,9.999999999999998,20,10.0,10.264647690041354,0,,15.473127516769278,5,14.0,35.917078423078806,13,31.153846153846153,46.0,10,46.0,0,0.4700000000000001,16878,439,0,0.0,4389.999999999999,False,-0.11850071636548505,0,0.4700000000000001,16616,441,0,0.0,4409.999999999999,False,-0.13014743263853584,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.2110000000000003,24794,43,0,0.0,441.37985067177823,False,-0.24032161305466807,8,0.8290000000000002,45546,0,5,0.5,179.58539211539403,False,0.00588050642636371,5,0.6460000000000001,49314,0,0,0.0,0.0,False,0.08695364676320835,10,3.819000000000001,40398,262,0,0.0,9410.274546846647,False,-0.19142472753404702,0,1.7660000000000005,51510,2,76,1.0,3567.8341568461574,False,-0.04458656032657928,0.1875,278606,0.0,0.0,10,0,0,10,10,10.0,4,14,20,252.0,30.0,14,10,20,200,1.1641829769941978,75.1644293757854
44,20,0,0,0,9.999999999999998,20,10.0,10.264647690041354,0,,15.391287876690088,5,14.0,36.534254975160884,3,56.0,46.0,9,46.0,0,0.4700000000000001,16748,452,0,0.0,4519.999999999999,False,-0.12150482968988308,0,0.4700000000000001,16546,448,0,0.0,4479.999999999999,False,-0.131765032120904,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.256000000000001,24689,43,0,0.0,441.37985067177823,False,-0.24351038856487214,0,0.8210000000000002,45644,0,7,0.5,255.7397848261262,False,0.008879849509865013,0,0.6410000000000001,49314,0,0,0.0,0.0,False,0.08695364676320835,9,3.8990000000000014,40257,262,0,0.0,9571.974803492152,False,-0.19250304939412927,0,1.7660000000000002,51342,0,81,0.5,3726.0,False,-0.046180599128735594,0.125,278090,0.0,0.0,11,0,0,8,4,4.0,7,15,20,240.0,75.0,15,5,20,368,1.3061213470064104,76.47055072279181
45,20,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.391287876690088,0,,36.249729488837225,8,33.125,45.99999999999999,12,46.0,0,0.4700000000000001,16638,463,0,0.0,4630.0,False,-0.12404677173360447,0,0.4700000000000001,16456,457,0,0.0,4570.0,False,-0.1338448028839488,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.251000000000001,24689,43,0,0.0,441.37985067177823,False,-0.24351038856487214,0,0.8210000000000002,45744,0,2,0.0,72.49945897767445,False,0.00906455353851392,3,0.671,49347,0,0,0.0,0.0,False,0.08768101567149375,12,4.010000000000001,39856,265,0,0.0,9606.178314541865,False,-0.1993852896636681,0,1.7660000000000002,51242,0,86,0.5,3955.9999999999995,False,-0.045911690360517024,0.0625,277522,0.0,0.0,10,0,0,10,6,6.0,4,14,19,222.0,63.0,14,6,19,300,1.0487878429703414,77.51933856576215
46,19,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.310399770449989,5,14.0,35.19763103040904,14,28.714285714285715,45.99999999999999,9,46.0,0,0.4700000000000001,16528,474,0,0.0,4740.0,False,-0.1265887137773259,0,0.4700000000000001,16366,466,0,0.0,4660.0,False,-0.13592457364699356,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.301000000000001,24584,43,0,0.0,441.37985067177823,False,-0.24669916407507625,7,0.8910000000000002,45660,0,5,0.5,175.9881551520452,False,0.008353591165245564,5,0.718,49217,0,0,0.0,0.0,False,0.08481562300249068,9,4.088,39597,267,0,0.0,9397.767485119215,False,-0.20589656437569054,0,1.7660000000000002,50950,2,96,1.0,4486.395262060817,False,-0.04639218316218051,0.1875,276452,0.0,0.0,9,0,0,8,8,8.0,4,12,19,201.0,126.0,12,7,19,312,1.136755640967749,78.6560942067299
47,19,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.230885889601685,5,14.0,37.21293109007459,10,55.4,45.999999999999986,12,46.0,0,0.4700000000000001,16418,485,0,0.0,4850.0,False,-0.12913065582104727,0,0.4700000000000001,16276,475,0,0.0,4750.0,False,-0.13800434441003837,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.346000000000001,24479,43,0,0.0,441.37985067177823,False,-0.24988793958528033,0,0.8840000000000001,45814,0,6,0.5,223.27758654044754,False,0.012269143980917087,6,0.7730000000000001,49265,0,0,0.0,0.0,False,0.0858736141418149,12,4.199000000000001,39089,272,0,0.0,10121.917256500288,False,-0.20851260055843135,0,1.7660000000000005,50673,0,103,0.7,4737.999999999998,False,-0.049102741076710706,0.15,275564,0.0,0.0,12,0,0,13,8,8.0,3,16,19,273.0,54.0,16,3,19,424,1.295929016021546,79.95202322275145
48,19,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.15313979325751,5,14.0,37.785350496654004,3,55.0,45.99999999999999,15,46.0,0,0.4700000000000001,16318,495,0,0.0,4950.0,False,-0.13144151222443037,0,0.4700000000000001,16176,485,0,0.0,4850.0,False,-0.14031520081342144,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.391000000000001,24374,43,0,0.0,441.37985067177823,False,-0.2530767150954844,0,0.8840000000000001,45814,0,6,0.0,226.71210297992403,False,0.012306994897175724,3,0.7970000000000002,49228,0,5,0.5,188.92675248327004,False,0.08714019211888369,15,4.3370000000000015,38738,272,0,0.0,10277.61533508989,False,-0.21340944645049495,0,1.7660000000000005,50508,0,106,0.3,4875.999999999999,False,-0.05082375719330955,0.1,274706,0.0,0.0,9,0,0,9,10,10.0,6,15,21,240.0,72.0,15,4,21,200,1.2624253230169415,81.21444854576839
49,21,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.011205394312118,10,14.0,39.00097810901576,11,48.27272727272727,46.0,18,46.0,0,0.4700000000000001,16268,500,0,0.0,5000.0,False,-0.1325969404261219,0,0.47000000000000003,16026,500,0,0.0,5000.0,False,-0.14378148541849609,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,3.486000000000001,24129,43,0,0.0,441.37985067177823,False,-0.26051719128596057,0,0.8840000000000001,45945,0,6,0.5,234.00586865409457,False,0.01527481175091033,1,0.8040000000000003,49444,0,5,0.5,195.0048905450788,False,0.09196813783139458,10,4.422000000000001,38407,275,0,0.0,10725.268979979335,False,-0.21533076692799225,0,1.7660000000000002,50510,0,106,0.8,4876.0,False,-0.050787902690880404,0.225,274279,0.0,0.0,16,0,0,8,7,6.333333333333334,6,14,21,237.0,51.0,14,7,21,934,1.249316503002774,82.46376504877117
50,21,0,0,0,10.0,20,10.0,10.264647690041354,0,,15.011205394312118,0,,38.553733420420066,13,35.61538461538461,46.0,14,46.0,0,0.4700000000000001,16168,510,0,0.0,5100.0,False,-0.13490779682950502,0,0.4700000000000001,15926,510,0,0.0,5100.0,False,-0.1460923418218792,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.4760000000000004,24129,43,0,0.0,441.37985067177823,False,-0.26051719128596057,2,0.9040000000000001,46114,0,0,0.0,0.0,False,0.01642090414159448,0,0.8030000000000002,49648,0,0,0.0,0.0,False,0.09431550177433931,14,4.552000000000001,38102,275,0,0.0,10602.276690615518,False,-0.22190103538287664,0,1.7660000000000005,50047,3,116,1.0,5451.66120026126,False,-0.053928208527444225,0.125,273684,0.0,0.0,14,0,0,9,9,8.5,3,12,22,186.0,42.0,12,9,22,608,1.275403818988707,83.73916886775987
51,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.946484193818915,5,14.0,39.212029281529844,8,46.5,46.0,10,46.0,0,0.4700000000000001,16078,519,0,0.0,5190.000000000001,False,-0.1369875675925498,0,0.4700000000000001,15816,521,0,0.0,5210.000000000001,False,-0.1486342838656006,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.5260000000000007,24024,43,0,0.0,441.37985067177823,False,-0.26370596679616465,2,0.9220000000000002,46062,0,0,0.0,0.0,False,0.015274747073993256,6,0.8630000000000002,49632,0,5,0.5,196.06014640764923,False,0.09612356616200099,10,4.638000000000001,37767,278,0,0.0,10900.944140265297,False,-0.2252295213400145,0,1.7660000000000005,49843,0,124,0.8,5704.0,False,-0.05532349724816694,0.1625,272772,0.0,0.0,11,0,0,12,8,8.0,3,15,17,240.0,36.0,15,7,17,200,1.1510200750199147,84.89018894277979
52,17,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.883643392888217,5,14.0,37.40922927163591,9,20.0,46.0,9,46.0,0,0.4700000000000001,16038,523,0,0.0,5230.000000000001,False,-0.13791191015390303,0,0.4700000000000001,15656,537,0,0.0,5370.000000000001,False,-0.15233165411101354,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,3.571000000000001,23919,43,0,0.0,441.37985067177823,False,-0.2668947423063687,9,1.0100000000000002,45846,0,0,0.0,0.0,False,0.010513786947034318,0,0.8570000000000002,49562,0,10,0.5,374.0922927163591,False,0.0965427085974604,9,4.718000000000001,37622,278,0,0.0,10399.765737514783,False,-0.2323213483308404,0,1.7660000000000002,49663,0,133,0.9,6118.0,False,-0.05483946146537352,0.175,271856,0.0,0.0,9,0,0,6,6,6.0,4,10,22,165.0,51.0,10,7,22,200,1.1838691050070338,86.07405804778682
