index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,21,0,0,0,10.000000000000002,20,10.0,7.823232560199506,11,10.909090909090908,16.674221088227323,16,19.125,51.113433442726674,5,58.0,52.00000000000001,15,52.0,1,1.191,12896,278,0,0.0,2780.0000000000005,False,-0.1840301576422207,10,1.6950000000000003,13086,262,0,0.0,2620.0000000000005,False,-0.17774731551290837,0,0.2,34373,0,137,0.7,2284.3682890871432,False,0.08073714760341949,11,2.0920000000000005,25818,46,0,0.0,359.8686977691773,False,-0.20887546866031928,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48074,47,104,1.0,6099.485469190258,False,0.1230803966212326,1,1.1280000000000001,57132,0,0,0.0,0.0,False,-0.03036268902428676,0,1.1540000000000004,55853,0,24,0.5,1248.0000000000002,False,-0.04147926885151304,0.275,293654,0.0,0.0,11,0,0,15,5,4.333333333333333,8,23,21,160.0,69.0,13,8,21,1189,1.4069490550318733,40.89831626997329
27,21,0,0,0,10.000000000000002,20,10.0,7.281171973116131,26,5.346153846153846,17.752530467658538,5,41.0,51.81920646189355,10,57.0,52.000000000000014,11,52.0,12,1.3100000000000003,12582,286,0,0.0,2860.0000000000005,False,-0.19968014621887137,14,1.8250000000000002,12781,274,0,0.0,2740.0000000000005,False,-0.1917409184372858,0,0.2,34439,16,142,1.0,2637.3580779773706,False,0.08811633616300554,0,2.0810000000000004,25818,46,0,0.0,334.93391076334206,False,-0.20925485498808133,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48439,42,104,1.0,6134.803751678588,False,0.13148660784779095,0,1.1270000000000002,56842,0,5,0.5,260.00000000000006,False,-0.03307818944009776,0,1.1540000000000004,56145,0,18,0.5,936.0000000000002,False,-0.03917109349807369,0.375,293468,0.0,0.0,11,0,0,12,4,4.0,12,24,23,160.0,69.0,13,8,23,1547,1.5889686570153572,42.48728492698865
28,23,0,0,0,10.000000000000002,20,10.0,7.492498031716659,13,9.23076923076923,17.432283970845035,22,15.954545454545455,52.20519075497876,5,58.0,52.00000000000001,13,52.0,5,1.348,12432,295,0,0.0,2950.0000000000005,False,-0.20567740461503312,8,1.8910000000000005,12589,285,0,0.0,2850.0000000000005,False,-0.19956591272561114,0,0.2,34604,11,147,1.0,2644.9632220631033,False,0.09325304640714355,17,2.2510000000000003,25181,54,0,0.0,404.59489371269956,False,-0.2275790442804349,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48378,54,109,1.0,6631.709126718317,False,0.13560454654684995,0,1.1270000000000002,56656,0,8,0.5,416.00000000000006,False,-0.03491115222077018,0,1.1540000000000004,56717,0,7,0.0,364.00000000000006,False,-0.034317136504811524,0.3125,292979,0.0,0.0,11,0,0,11,6,6.0,14,25,25,174.0,91.0,14,9,25,1371,1.6327621360542253,44.120047063042875
29,25,0,0,0,10.000000000000002,20,10.0,7.514966033189809,5,8.0,19.005703863898024,16,29.9375,52.20519075497876,0,,52.00000000000001,4,52.0,0,1.3430000000000002,12352,303,0,0.0,3030.0000000000005,False,-0.2079620744802376,5,1.9330000000000005,12414,297,0,0.0,2970.0000000000005,False,-0.20613433858807403,0,0.2,35021,6,143,1.0,2762.9054487365565,False,0.10773698266594471,2,2.2540000000000004,25135,54,0,0.0,405.8081657922497,False,-0.22896037724739438,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,47899,60,119,1.0,7352.7599316763535,False,0.13300191045535414,0,1.1270000000000002,56864,0,4,0.0,208.00000000000003,False,-0.033146076950493035,0,1.1540000000000004,56717,0,7,0.0,364.00000000000006,False,-0.034317136504811524,0.25,292824,0.0,0.0,8,0,0,11,2,2.0,15,26,24,238.0,74.0,17,8,24,865,1.3978712459793314,45.51791830902221
30,24,0,0,0,10.000000000000002,20,10.0,7.64798001940379,10,9.0,16.98879276328157,15,1.6,52.66764067296413,10,56.0,52.00000000000001,20,52.0,0,1.3430000000000002,12262,312,0,0.0,3120.0000000000005,False,-0.21053232807859265,10,2.028000000000001,12184,308,0,0.0,3080.0000000000005,False,-0.21612976924834362,0,0.2,34981,1,153,1.0,2606.933272801484,False,0.10414663247522192,15,2.4020000000000006,24485,59,0,0.0,451.2308211448236,False,-0.24804894983347292,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48435,65,119,1.0,7371.720769696034,False,0.14498496045447198,9,1.217,56355,0,10,1.0,520.0000000000001,False,-0.039137149742876055,0,1.1540000000000004,57081,0,0,0.0,0.0,False,-0.031228254781826514,0.375,292205,0.0,0.0,9,0,0,12,9,8.333333333333332,14,26,20,225.0,64.0,16,8,20,1124,1.3780586919747293,46.895977000996936
31,20,0,0,0,10.000000000000002,20,10.0,7.775527532040035,17,8.529411764705882,16.279157307678236,6,2.5,53.00576121371028,5,58.0,51.99999999999999,20,52.0,9,1.4330000000000003,12026,323,0,0.0,3230.0000000000005,False,-0.2208704592186429,8,2.0980000000000008,12014,317,0,0.0,3170.0000000000005,False,-0.2232693625771076,0,0.2,34931,1,163,1.0,2661.2781686835924,False,0.10345198357804752,6,2.447000000000001,24189,66,0,0.0,513.1848171146423,False,-0.25611367510932626,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48710,61,124,1.0,7565.742986268448,False,0.1531572569393077,0,1.2080000000000002,56875,0,0,0.0,0.0,False,-0.03472446156718318,10,1.2540000000000002,56631,0,5,0.5,259.99999999999994,False,-0.036659255613448516,0.3125,291798,0.0,0.0,8,0,0,8,8,8.0,14,22,24,164.0,55.0,12,8,24,1010,1.3688401450053789,48.264817146002315
32,24,0,0,0,10.000000000000002,20,10.0,7.3841766350332865,14,4.428571428571429,16.63621763855152,23,18.347826086956523,53.00576121371028,0,,51.99999999999999,20,52.0,14,1.5640000000000003,11706,329,0,0.0,3290.0000000000005,False,-0.23743431574137538,0,2.0900000000000003,11874,331,0,0.0,3310.0000000000005,False,-0.22726753484121545,0,0.2,34901,1,173,1.0,2885.4498281044466,False,0.10594987870647633,23,2.6710000000000007,23739,70,0,0.0,516.8923644523301,False,-0.2697508921481904,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48288,74,134,1.0,8333.85210788999,False,0.1523236759725181,11,1.318,56672,0,0,0.0,0.0,False,-0.038169752719743384,4,1.2840000000000003,56841,0,0,0.0,0.0,False,-0.03530150540554301,0.25,290443,0.0,0.0,6,0,0,10,10,9.285714285714285,14,24,16,208.0,75.0,14,10,16,200,1.3596342100063339,49.62445135600865
33,16,0,0,0,10.000000000000002,20,10.0,7.340349323683831,8,6.75,15.044828388782152,19,5.0,53.3344695134087,5,58.0,51.99999999999999,17,52.0,3,1.5800000000000003,11558,339,0,0.0,3390.0000000000005,False,-0.24303175691112633,5,2.1400000000000006,11724,341,0,0.0,3410.0000000000005,False,-0.23297920950422665,0,0.2,34907,0,178,0.9,2677.979453203223,False,0.10297576917417114,15,2.798000000000001,23148,70,0,0.0,513.8244526578682,False,-0.2877818688354654,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48483,83,139,1.0,8662.212018632728,False,0.16021409919194132,7,1.3770000000000002,56280,0,5,0.5,259.99999999999994,False,-0.0426163846506339,10,1.3800000000000001,56668,0,0,0.0,0.0,False,-0.03823764023013866,0.3,289190,0.0,0.0,8,0,0,4,12,12.0,14,18,15,90.0,54.0,8,8,15,550,1.0110350440372713,50.63548640004592
34,15,0,0,0,10.000000000000002,20,10.0,7.095343559805832,16,5.5,15.044828388782152,0,,53.92978383161734,10,58.0,52.0,18,52.0,7,1.647,11332,349,0,0.0,3490.0000000000005,False,-0.25308430431802603,9,2.2250000000000005,11534,351,0,0.0,3510.0000000000005,False,-0.2409755540324423,0,0.2,34819,6,188,1.0,2870.9997984498796,False,0.10323473614585048,0,2.783000000000001,23148,70,0,0.0,496.67404918640824,False,-0.2880428146615177,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49063,73,139,1.0,8594.512424975906,False,0.1722118629311297,1,1.3800000000000001,55950,0,10,1.0,520.0,False,-0.04601076017039765,12,1.4900000000000002,56424,0,0,0.0,0.0,False,-0.042378778364250434,0.375,288692,0.0,0.0,7,0,0,8,6,5.166666666666666,12,20,18,157.0,30.0,10,5,18,780,1.1204663190292194,51.75595271907514
35,18,0,0,0,10.0,20,10.0,7.179497568982018,5,9.0,15.120007068566064,5,17.0,53.92978383161734,0,,52.0,10,52.0,0,1.6400000000000003,11242,358,0,0.0,3580.0,False,-0.2556545579163811,5,2.266000000000001,11374,362,0,0.0,3620.0,False,-0.24697281242860405,0,0.2,34774,1,198,1.0,3000.940897145063,False,0.10384244563850437,5,2.8330000000000006,23063,70,0,0.0,502.56482982874127,False,-0.29053975975551183,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48978,68,149,1.0,9063.698271573476,False,0.17549810276107156,0,1.3790000000000002,56470,0,0,0.0,0.0,False,-0.04159807199470478,0,1.4780000000000004,56424,0,0,0.0,0.0,False,-0.042378778364250434,0.25,288747,0.0,0.0,7,0,0,11,2,2.0,11,22,21,139.0,21.0,11,7,21,720,1.3920405819662847,53.147993301041424
36,21,0,0,0,10.0,20,10.0,6.052101285933412,35,2.7714285714285714,13.979267651622106,24,8.416666666666666,53.92978383161734,0,,51.99999999999999,6,52.0,30,1.94,10563,368,0,0.0,3680.0,False,-0.2915809915467215,5,2.311000000000001,11219,372,0,0.0,3720.0,False,-0.2529700708247658,0,0.2,34827,26,198,1.0,2925.2496284554454,False,0.1043035972925484,14,2.9680000000000004,22544,70,0,0.0,423.6470900153388,False,-0.3075338218913131,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48776,82,159,1.0,9721.13557666017,False,0.17828184328837418,0,1.3790000000000002,56470,0,0,0.0,0.0,False,-0.04159807199470478,6,1.5380000000000003,56344,0,0,0.0,0.0,False,-0.04373652857215594,0.25,287165,0.0,0.0,8,0,0,9,9,9.0,12,21,22,152.0,64.0,12,9,22,350,1.3843639440019615,54.532357245043386
37,22,0,0,0,10.0,20,10.0,5.935545304866509,10,4.5,13.748849834020476,3,4.0,54.06682291053621,5,56.0,51.999999999999986,20,52.0,5,1.9600000000000002,10343,381,0,0.0,3810.0,False,-0.30043408727438886,5,2.3560000000000008,11094,379,0,0.0,3790.0,False,-0.2581105780214759,0,0.2,34782,26,208,1.0,3014.0849434027878,False,0.10428587644395945,3,2.9840000000000004,22454,70,0,0.0,415.48817134065564,False,-0.31039668657810454,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49044,75,164,1.0,9898.122694879476,False,0.18611325206914917,9,1.469,56332,0,0,0.0,0.0,False,-0.04394019110334176,11,1.6420000000000003,55857,0,5,0.5,259.99999999999994,False,-0.049795488874934235,0.3125,286328,0.0,0.0,6,0,0,12,8,8.0,13,25,26,190.0,60.0,15,7,26,480,1.3857830840279348,55.91814032907132
38,26,0,0,0,10.0,20,10.0,5.9027513487035534,11,5.545454545454546,15.406067904678576,35,20.942857142857143,54.44296572551864,10,57.0,51.999999999999986,9,52.0,6,2.015,10146,391,0,0.0,3910.0,False,-0.3088302490290153,5,2.4010000000000007,10939,389,0,0.0,3890.0,False,-0.26410783641763763,0,0.2,35432,26,193,1.0,3126.8426406692574,False,0.12578118557405604,10,3.0810000000000004,22099,71,0,0.0,419.0953457579523,False,-0.3211445538044253,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,48881,100,164,1.0,10469.253169452913,False,0.18880575085623028,0,1.4600000000000002,56052,0,5,0.5,259.99999999999994,False,-0.04648597274316458,4,1.6710000000000005,55787,0,5,0.5,259.99999999999994,False,-0.05098352030685155,0.375,285758,0.0,0.0,10,0,0,17,7,6.8,13,30,19,261.0,34.0,20,6,19,1678,1.8333634209702723,57.75150375004159
39,19,0,0,0,10.0,20,10.0,6.028899335861743,5,9.0,15.053477424806424,4,3.0,54.67952612697291,5,58.0,51.999999999999986,20,52.0,0,2.0090000000000003,10086,397,0,0.0,3970.0,False,-0.3105437514279187,5,2.446000000000001,10749,403,0,0.0,4030.0,False,-0.2709618460132511,0,0.2,35387,21,203,1.0,3182.462803288801,False,0.12525809146261335,4,3.111000000000001,21975,71,0,0.0,428.05185284618375,False,-0.3247816345194117,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49159,94,169,1.0,10655.866793390225,False,0.1969625754419962,5,1.5100000000000002,55972,0,5,0.5,259.99999999999994,False,-0.047843722951070075,5,1.7170000000000005,55989,0,0,0.0,0.0,False,-0.0497615451197366,0.3125,285739,0.0,0.0,10,0,0,6,5,4.25,15,21,24,137.0,75.0,11,8,24,854,1.6146053900010884,59.36610914004268
40,24,0,0,0,9.999999999999998,20,10.0,5.984876749881979,9,5.444444444444445,14.966897399644544,1,4.0,54.908007069401584,5,58.0,51.99999999999999,15,52.0,4,2.0490000000000004,9874,411,0,0.0,4109.999999999999,False,-0.31865432944939454,5,2.4910000000000005,10639,409,0,0.0,4089.999999999999,False,-0.27553118574366003,0,0.2,35338,20,213,1.0,3307.6466811219275,False,0.1256716980269297,1,3.1170000000000004,21945,71,0,0.0,424.9262492416205,False,-0.32574209954899846,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49445,85,174,1.0,10826.179509045662,False,0.20511609486880406,5,1.5550000000000002,55884,0,5,0.5,259.99999999999994,False,-0.049337248179766126,5,1.7620000000000005,55929,0,0,0.0,0.0,False,-0.050779857775665724,0.3125,285476,0.0,0.0,8,0,0,8,7,7.0,16,24,22,210.0,87.0,14,10,22,750,1.6739013360347599,61.04001047607744
41,22,0,0,0,9.999999999999998,20,10.0,6.061685022730168,12,6.75,14.25510425189664,7,2.5714285714285716,54.908007069401584,0,,51.99999999999999,6,52.0,5,2.0950000000000006,9714,418,0,0.0,4179.999999999999,False,-0.32579392277815855,7,2.556000000000001,10438,422,0,0.0,4219.999999999999,False,-0.28329906328535526,0,0.2,35289,20,223,1.0,3300.121948627554,False,0.12406612422596847,7,3.186000000000001,21680,73,0,0.0,442.50300665930223,False,-0.33353869200506203,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49427,82,184,1.0,11271.991849425416,False,0.2096174496323172,1,1.5600000000000003,56134,0,0,0.0,0.0,False,-0.04730062286790788,0,1.7570000000000001,55929,0,0,0.0,0.0,False,-0.050779857775665724,0.25,285033,0.0,0.0,6,0,0,8,8,7.333333333333333,15,23,14,194.0,67.0,13,9,14,356,1.4730060890433379,62.51301656512078
42,14,0,0,0,9.999999999999998,20,10.0,6.147768180494898,5,8.0,14.061996785392138,3,7.0,54.908007069401584,0,,51.99999999999999,6,52.0,0,2.0900000000000003,9634,426,0,0.0,4259.999999999999,False,-0.32807859264336303,5,2.599,10263,434,0,0.0,4339.999999999999,False,-0.2898674891478181,0,0.2,35249,15,233,1.0,3368.6617737037914,False,0.12389175603590452,3,3.209000000000001,21599,73,0,0.0,448.7870771761276,False,-0.33590793200085006,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49406,75,194,1.0,11706.803130368318,False,0.21393206575391932,6,1.619,56074,0,0,0.0,0.0,False,-0.048318935523837,0,1.7570000000000001,55929,0,0,0.0,0.0,False,-0.050779857775665724,0.25,284576,0.0,0.0,5,0,0,3,3,3.0,16,19,16,121.0,15.0,9,5,16,200,1.684212296968326,64.1972288620891
43,16,0,0,0,9.999999999999998,20,10.0,6.3072213755775355,6,9.0,13.448410626271784,5,1.0,54.908007069401584,0,,51.99999999999999,5,52.0,0,2.0900000000000003,9564,433,0,0.0,4329.999999999999,False,-0.33007767877541694,6,2.654000000000001,10073,447,0,0.0,4469.999999999999,False,-0.29700708247658214,0,0.2,35195,11,243,1.0,3337.343217315396,False,0.12177200440197491,5,3.256000000000001,21434,73,0,0.0,460.4271604171601,False,-0.34075182337628324,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49401,70,204,1.0,12142.622185996948,False,0.21860923734097396,5,1.6630000000000003,56016,0,0,0.0,0.0,False,-0.04930330442456849,0,1.7570000000000003,55929,0,0,0.0,0.0,False,-0.050779857775665724,0.25,284034,0.0,0.0,5,0,0,4,4,4.0,14,18,19,108.0,48.0,7,9,19,200,1.0937636130256578,65.29099247511476
44,19,0,0,0,9.999999999999998,20,10.0,6.566403633814401,7,10.142857142857142,14.663062476695698,7,31.285714285714285,54.98556589864393,5,56.0,51.99999999999999,6,52.0,0,2.0900000000000003,9494,440,0,0.0,4399.999999999999,False,-0.33207676490747084,7,2.718000000000001,9873,460,0,0.0,4599.999999999999,False,-0.30471784327164725,0,0.2,35355,6,248,1.0,3675.8379160234194,False,0.13179109482112195,2,3.271000000000001,21354,75,0,0.0,492.48027253608007,False,-0.3426985534578529,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,49462,67,209,1.0,12474.408458755192,False,0.22359359920427047,6,1.7180000000000004,55652,0,5,0.5,259.99999999999994,False,-0.05327472378269208,0,1.7570000000000003,55929,0,0,0.0,0.0,False,-0.050779857775665724,0.3125,283541,0.0,0.0,7,0,0,7,5,5.0,17,24,19,203.0,45.0,14,5,19,685,1.2944281960371882,66.58542067115195
45,19,0,0,0,10.0,20,10.0,6.545885605635934,9,6.333333333333333,13.717498875554222,16,8.25,54.005450382250956,18,50.55555555555556,51.99999999999999,0,,4,2.1300000000000003,9320,451,0,0.0,4510.0,False,-0.33887365775645417,5,2.761000000000001,9733,469,0,0.0,4690.0,False,-0.3101439342015079,0,0.2,35298,5,258,1.0,3571.844137921169,False,0.12847428850832532,16,3.429000000000001,20886,75,0,0.0,490.94142042269505,False,-0.3569633403258674,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50240,73,201,1.0,11856.4729447479,False,0.23389724462059164,0,1.7120000000000002,55362,0,10,0.5,519.9999999999999,False,-0.05599022419850308,0,1.7570000000000008,55309,3,10,1.0,682.0163511467528,False,-0.05551487287090549,0.4375,282570,0.0,0.0,9,0,0,10,5,5.0,12,22,22,125.0,55.0,11,8,22,1110,1.5089083339553326,68.09432900510728
46,22,0,0,0,10.0,20,10.0,7.220132247440941,18,10.666666666666666,14.647422429483234,8,26.0,54.26078403794536,5,58.0,51.99999999999999,11,52.0,8,2.2060000000000004,9097,465,0,0.0,4650.0,False,-0.34761251999086135,10,2.8560000000000008,9573,475,0,0.0,4750.0,False,-0.3175691112634224,0,0.2,35460,1,263,1.0,3859.4922312015315,False,0.13778060116854612,3,3.443000000000001,20638,87,0,0.0,628.1515055273619,False,-0.3624223798684291,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50322,71,206,1.0,12217.688504310054,False,0.23966618158992606,1,1.7220000000000002,55582,0,5,0.5,259.99999999999994,False,-0.054462755214609394,0,1.7570000000000008,55309,0,13,0.3,675.9999999999999,False,-0.05556592725853261,0.35,282403,0.0,0.0,10,0,0,11,7,6.2,13,24,17,200.0,57.0,13,9,17,1007,1.3345178830204532,69.42884688812774
47,17,0,0,0,10.0,20,10.0,7.255169223461138,6,7.833333333333333,14.986355937790622,17,16.88235294117647,54.800459370729776,15,57.333333333333336,51.99999999999999,9,52.0,1,2.2080000000000006,8960,477,0,0.0,4770.0,False,-0.35201050948137996,5,2.896000000000001,9443,483,0,0.0,4830.0,False,-0.3227096184601325,0,0.2,35693,0,260,0.7,3896.452543825562,False,0.14543321380052288,7,3.5100000000000007,20393,87,0,0.0,631.199722441119,False,-0.3698314204485254,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50895,78,201,1.0,12183.828096664354,False,0.25188185778722294,2,1.741,55250,0,10,1.0,519.9999999999999,False,-0.05789107448957078,0,1.7570000000000003,55123,0,16,0.5,831.9999999999999,False,-0.057398890039205036,0.4,282179,0.0,0.0,12,0,0,11,6,5.333333333333333,10,21,19,131.0,51.0,10,7,19,1600,1.1527151869959198,70.58156207512366
48,19,0,0,0,10.0,20,10.0,7.125539591585366,2,1.0,14.373145987955716,5,2.0,54.800459370729776,0,,51.99999999999999,13,52.0,2,2.2270000000000008,8854,484,0,0.0,4840.0,False,-0.3560657984921179,0,2.891000000000001,9313,496,0,0.0,4960.0,False,-0.3264222069910898,0,0.2,35691,0,262,0.2,3765.7642488443976,False,0.1433839122519079,5,3.5530000000000004,20233,87,0,0.0,619.9219444679269,False,-0.3748718589180828,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50885,73,211,1.0,12612.13658434475,False,0.2563666943206955,0,1.7390000000000003,55250,0,10,0.0,519.9999999999999,False,-0.05789107448957078,0,1.7570000000000003,55799,0,3,0.0,155.99999999999997,False,-0.0516623954108043,0.15,282447,0.0,0.0,7,0,0,7,2,2.0,15,22,16,199.0,57.0,12,7,16,876,1.2612303960486315,71.84279247117229
49,16,0,0,0,10.0,20,10.0,6.978581649584247,11,5.818181818181818,14.373145987955716,0,,54.800459370729776,0,,51.99999999999999,0,,6,2.2850000000000006,8665,493,0,0.0,4930.0,False,-0.36429061000685403,5,2.9410000000000007,9148,507,0,0.0,5070.0,False,-0.3327050491204021,0,0.2,35627,1,272,1.0,3916.474290373539,False,0.14372944876108493,0,3.5480000000000014,20233,87,0,0.0,607.1366035138295,False,-0.3750663896976169,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50885,63,221,1.0,13016.40971817249,False,0.260807206763609,0,1.7390000000000003,55250,0,10,0.0,519.9999999999999,False,-0.05789107448957078,0,1.7570000000000001,55799,0,3,0.0,155.99999999999997,False,-0.0516623954108043,0.25,282029,0.0,0.0,5,0,0,9,3,3.0,10,19,20,109.0,66.0,9,7,20,200,1.1774628959828988,73.02025536715519
50,20,0,0,0,10.0,20,10.0,6.978581649584247,0,,14.550391314955432,22,15.318181818181818,54.800459370729776,0,,51.99999999999999,7,52.0,0,2.279000000000001,8555,504,0,0.0,5040.0,False,-0.3674320310715102,0,2.936000000000001,9058,516,0,0.0,5160.0,False,-0.33527530271875716,0,0.2,35907,0,263,0.1,3826.7529158332786,False,0.15088480487848085,12,3.668000000000001,19822,87,0,0.0,607.1366035138295,False,-0.3875732365115661,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50548,75,231,1.0,13750.185463260235,False,0.2614637800494303,0,1.739,55250,0,10,0.0,519.9999999999999,False,-0.05789107448957078,4,1.7970000000000002,55909,0,0,0.0,0.0,False,-0.051119295327642096,0.1375,281471,0.0,0.0,7,0,0,12,5,4.25,12,24,14,206.0,76.0,13,7,14,480,1.287597556016408,74.3078529231716
51,14,0,0,0,10.000000000000002,20,10.0,6.725850169714151,10,4.5,14.550391314955432,0,,54.87372723414715,5,56.0,51.99999999999999,17,52.0,5,2.329,8315,519,0,0.0,5190.000000000001,False,-0.3768562942654786,5,2.986000000000001,8953,521,0,0.0,5210.000000000001,False,-0.33984464244916607,0,0.2,35862,0,273,1.0,3972.2568289828328,False,0.1517293048046807,0,3.656000000000001,19822,87,0,0.0,585.1489647651312,False,-0.3879077815597783,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,50828,65,236,1.0,13895.97506273083,False,0.26921613170548564,0,1.7390000000000003,55562,0,4,0.0,207.99999999999997,False,-0.05524346158415506,11,1.9030000000000005,55425,0,5,0.5,259.99999999999994,False,-0.057127339997623934,0.3125,281189,0.0,0.0,7,0,0,10,5,5.0,9,19,18,92.0,42.0,9,5,18,792,1.2826246949844062,75.590477618156
52,18,0,0,0,10.000000000000002,20,10.0,6.847769451781539,5,9.0,13.713031301530869,23,9.869565217391305,53.4061415694959,20,48.0,51.99999999999999,20,52.0,0,2.3240000000000003,8185,532,0,0.0,5320.000000000001,False,-0.3805688827964359,5,3.031000000000001,8833,528,0,0.0,5280.000000000001,False,-0.3446995659127256,0,0.2,35952,0,269,0.5,3688.805420111804,False,0.15015527691728756,14,3.796000000000001,19350,87,0,0.0,595.7559423049938,False,-0.4021094890404571,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,51561,78,226,1.0,13139.40443622548,False,0.27700846242641286,8,1.8190000000000004,55651,0,0,0.0,0.0,False,-0.055498039748137336,3,1.9220000000000004,54695,10,10,1.0,1054.061415694959,False,-0.06277845406820183,0.3125,280649,0.0,0.0,12,0,0,8,7,6.75,14,22,25,179.0,85.0,12,6,25,1711,1.3163668449851684,76.90684446314117
53,25,0,0,0,10.000000000000002,20,10.0,6.522372402706331,14,4.571428571428571,14.41200412034062,10,22.5,54.10003208952133,15,58.0,51.99999999999999,11,52.0,9,2.4140000000000006,7912,543,0,0.0,5430.000000000001,False,-0.39302033356180033,5,3.0760000000000005,8688,537,0,0.0,5370.000000000001,False,-0.3504112405757368,0,0.2,36103,4,274,1.0,3974.9786185841554,False,0.15910441571700065,5,3.8320000000000007,19190,87,0,0.0,567.4463990354508,False,-0.407409068239373,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52206,78,221,1.0,13080.243413170781,False,0.2905279257174797,11,1.9210000000000003,55437,0,0,0.0,0.0,False,-0.059130021554284554,0,1.9190000000000007,53825,15,20,1.0,1851.5004813428197,False,-0.07077696847182817,0.375,279783,0.0,0.0,8,0,0,16,7,7.0,12,28,30,221.0,95.0,17,8,30,1285,1.6343918240163475,78.54123628715752
