index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,13,0,0,0,10.000000000000002,20,10.0,24.267489979077606,0,,33.22231766025406,0,,11.18852706653209,6,10.166666666666666,43.999999999999986,10,44.0,0,0.5960000000000001,31127,10,60,1.0,1556.0493987446564,False,0.14679647386407127,0,2.2700000000000005,22750,256,0,0.0,2560.0000000000005,False,-0.13626397325761117,0,1.2980000000000003,29847,119,0,0.0,2887.831307510235,False,-0.12923568516056444,0,0.31700000000000006,33812,134,76,1.0,5776.739799375708,False,0.021298731033472993,0,1.3790000000000002,39462,152,0,0.0,5049.7922843586175,False,-0.1122339329278083,6,1.6640000000000004,36227,122,0,0.0,4053.1227545509955,False,-0.19117113062109112,0,0.2,65652,46,27,1.0,1702.6722450604757,False,0.12052798858517669,0,0.2,59273,0,7,0.0,307.9999999999999,False,0.0012973883740522326,0.375,318150,0.0,0.0,7,0,0,6,2,2.0,12,18,13,138.0,30.0,8,5,13,640,0.7363894302397966,25.272122177295387
26,13,0,0,0,10.000000000000002,20,10.0,24.29235455563288,15,24.666666666666668,35.20332090705614,17,46.8235294117647,11.18852706653209,0,,43.999999999999986,14,44.0,0,0.5960000000000001,31357,9,60,1.0,1547.5412733379728,False,0.1549107018679769,5,2.3200000000000007,22565,267,0,0.0,2670.0000000000005,False,-0.14093670249092413,0,1.298,29847,119,0,0.0,2890.790192120313,False,-0.1291945152063404,0,0.31700000000000006,34238,139,69,1.0,5805.666425819843,False,0.033555954164739714,0,1.3790000000000004,39134,160,0,0.0,5632.531345128982,False,-0.11300844333302691,0,1.6580000000000004,35759,131,0,0.0,4611.6350388243545,False,-0.1951619088822882,0,0.2,66268,36,23,1.0,1414.7869743951549,False,0.12848177737485392,0,0.2,59273,0,7,0.0,307.9999999999999,False,0.0012973883740522326,0.375,318441,0.0,0.0,11,0,0,8,1,1.0,10,18,14,133.0,20.0,9,4,14,1932,0.8008350562304258,26.072957233525813
27,14,0,0,0,10.000000000000002,20,10.0,23.642264630247798,59,21.25423728813559,35.20332090705614,0,,11.18852706653209,0,,43.99999999999999,14,44.0,0,0.5960000000000001,31599,9,58,1.0,1461.2513485543723,False,0.16205836146354147,47,2.7850000000000006,21491,277,0,0.0,2770.0000000000005,False,-0.1777434312210201,0,1.298,29847,119,0,0.0,2813.429490999488,False,-0.13027091288438172,0,0.31700000000000006,32984,188,79,1.0,7225.808102144021,False,0.018419481037206285,0,1.3790000000000004,39134,160,0,0.0,5632.531345128982,False,-0.11300844333302691,0,1.6580000000000001,35759,131,0,0.0,4611.6350388243545,False,-0.1951619088822882,0,0.2,66884,26,19,1.0,1126.9017037298343,False,0.13643556616453115,0,0.2,59273,0,7,0.0,307.99999999999994,False,0.0012973883740522326,0.375,316971,0.0,0.0,9,0,0,5,4,4.0,13,18,15,137.0,15.0,9,5,15,1158,0.7993829380720854,26.872340171597898
28,15,0,0,0,10.000000000000002,20,10.0,24.127633128111395,20,30.15,36.05257284229104,15,42.0,11.347358455469696,6,14.5,43.99999999999999,0,,0,0.5960000000000001,32062,13,48,1.0,1288.126390149347,False,0.1755890584477435,0,2.738000000000001,21431,283,0,0.0,2830.0000000000005,False,-0.17882175335178463,0,1.298,29244,139,0,0.0,3353.741004807484,False,-0.13953331007642297,0,0.31700000000000006,33614,178,74,1.0,6962.609087133365,False,0.03228898131533842,3,1.4090000000000003,38432,175,0,0.0,6309.200247400932,False,-0.12069774556083164,3,1.6880000000000002,35660,131,0,0.0,4722.887042340127,False,-0.19607900367544007,0,0.2,66797,22,29,1.0,1525.641886020333,False,0.13832891226638871,0,0.2,59273,0,7,0.0,307.99999999999994,False,0.0012973883740522326,0.375,316513,0.0,0.0,8,0,0,7,2,2.0,13,20,15,161.0,15.0,10,5,15,1433,1.3457711609080434,28.21811133250594
29,15,0,0,0,10.000000000000002,20,10.0,24.671439376164592,19,31.57894736842105,36.22717233745456,5,40.0,11.266820878467403,4,9.0,43.99999999999999,6,44.0,0,0.5960000000000001,32562,13,39,1.0,1092.1861356704192,False,0.19003964874861468,0,2.738000000000001,21331,293,0,0.0,2930.0000000000005,False,-0.18061895690305885,0,1.298,28892,150,0,0.0,3700.715906424689,False,-0.1445009613687952,0,0.31700000000000006,33566,176,79,1.0,7204.119944863878,False,0.03431362105000529,0,1.4060000000000004,38232,180,0,0.0,6520.891020741821,False,-0.12268853979551937,4,1.7250000000000003,35524,131,0,0.0,4745.7595762065475,False,-0.1987127648143932,0,0.2,66761,16,39,1.0,1896.2691340554782,False,0.1408447273298692,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.375,316405,0.0,0.0,8,0,0,3,1,1.0,14,17,12,135.0,36.0,8,7,12,1264,0.6802493594586849,28.898360691964626
30,12,0,0,0,10.000000000000002,20,10.0,25.079018932092815,19,30.105263157894736,36.22717233745456,0,,11.481778580904434,3,19.0,43.99999999999999,0,,0,0.5960000000000001,33044,12,30,1.0,872.3705679627844,False,0.20341415779380304,0,2.738000000000001,21221,304,0,0.0,3040.0000000000005,False,-0.1825958808094605,0,1.298,28320,169,0,0.0,4238.354199523686,False,-0.15293788507689315,0,0.31700000000000006,33566,166,89,1.0,7387.335480760863,False,0.03686288410687172,3,1.4360000000000004,38160,180,0,0.0,6520.891020741821,False,-0.12421089945298844,0,1.721,35524,131,0,0.0,4745.7595762065475,False,-0.1987127648143932,0,0.2,66704,9,49,1.0,2259.3360072281394,False,0.14294301606763396,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.375,316076,0.0,0.0,7,0,0,5,1,1.0,9,14,13,67.0,36.0,5,7,13,772,0.605270023457706,29.503630715422332
31,13,0,0,0,10.000000000000002,20,10.0,25.017532075685626,1,11.0,36.22717233745456,0,,11.369024472249425,8,10.0,43.99999999999999,0,,0,0.5960000000000001,32994,7,40,1.0,1070.701283027425,False,0.2051813608969379,1,2.7480000000000007,21057,319,0,0.0,3190.0000000000005,False,-0.18579490313072858,0,1.2980000000000003,28320,169,0,0.0,4227.962920790871,False,-0.15308246944774073,0,0.31700000000000006,33555,157,99,1.0,7514.242597290645,False,0.03832256292320369,3,1.463,38088,180,0,0.0,6520.891020741821,False,-0.12573325911045752,5,1.7710000000000006,35322,131,0,0.0,4745.7595762065475,False,-0.20298382940895923,0,0.2,66624,7,59,1.0,2675.5831713057455,False,0.14510179588294644,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.375,315497,0.0,0.0,4,0,0,7,4,4.0,11,18,11,133.0,15.0,8,5,11,200,0.6822564359754324,30.185887151397765
32,11,0,0,0,10.000000000000002,20,10.0,25.017532075685626,0,,36.58346057808355,15,39.0,11.369024472249425,0,,43.99999999999999,0,,0,0.5960000000000001,32884,8,50,1.0,1330.8766037842813,False,0.20590339318831616,0,2.7470000000000008,20967,328,0,0.0,3280.0000000000005,False,-0.18741238632687537,0,1.2980000000000003,28320,169,0,0.0,4227.962920790871,False,-0.15308246944774073,0,0.31700000000000006,34140,147,94,1.0,7116.422509465641,False,0.04906668303138504,0,1.4600000000000002,37503,195,0,0.0,7133.774812726293,False,-0.13162305938549224,0,1.7660000000000005,35322,131,0,0.0,4792.433335728945,False,-0.20249039712729736,0,0.2,66624,0,66,0.7,2903.9999999999995,False,0.14702611625947767,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.3375,315297,0.0,0.0,6,0,0,8,0,0.0,7,15,13,65.0,24.0,5,6,13,785,0.6164307314902544,30.80231788288802
33,13,0,0,0,10.000000000000002,20,10.0,25.527226968357315,17,31.705882352941178,36.58346057808355,0,,11.336972582334848,9,11.0,43.99999999999999,0,,0,0.5960000000000001,33322,7,44,1.0,1193.1979866077218,False,0.21917253130023573,1,2.7570000000000006,20843,339,0,0.0,3390.0000000000005,False,-0.1898925272276338,0,1.2980000000000003,27792,185,0,0.0,4722.536989146103,False,-0.16089415626622927,0,0.31700000000000006,34129,138,104,1.0,7327.4372217539985,False,0.05169663589472649,3,1.4900000000000002,37431,195,0,0.0,7133.774812726293,False,-0.13314541904296132,6,1.8260000000000003,35092,131,0,0.0,4792.433335728945,False,-0.20735349047754578,0,0.2,66525,0,75,0.9,3299.9999999999995,False,0.14869418702611625,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.3625,314671,0.0,0.0,6,0,0,8,4,4.0,9,17,12,98.0,18.0,7,6,12,728,0.6614127065986395,31.46373058948666
34,12,0,0,0,10.000000000000002,20,10.0,25.775260836501445,8,32.0,37.17013840015568,8,44.875,11.46706056674699,4,14.5,43.99999999999999,0,,0,0.5960000000000001,33488,6,46,1.0,1245.6619984790664,False,0.22608213217495884,0,2.7560000000000007,20733,350,0,0.0,3500.0000000000005,False,-0.19186945113403545,0,1.298,27536,193,0,0.0,4974.625341444779,False,-0.16451056989780466,0,0.31700000000000006,34488,128,106,1.0,7239.268057488687,False,0.060460109329187293,3,1.5170000000000001,37159,200,0,0.0,7434.027680031136,False,-0.13572229960850893,1,1.8300000000000003,34891,134,0,0.0,4980.798545620861,False,-0.20961202510179877,0,0.2,66467,0,79,0.4,3475.9999999999995,False,0.14919966301600673,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.3,314299,0.0,0.0,8,0,0,7,2,2.0,10,17,15,102.0,26.0,7,5,15,815,0.7104597361758351,32.174190325662494
35,15,0,0,0,10.0,20,10.0,24.552012152040742,45,19.444444444444443,37.987408737985845,13,44.38461538461539,11.495858052155384,5,12.0,43.99999999999999,0,,0,0.5960000000000001,33594,4,50,1.0,1267.6006076020371,False,0.2302864851659186,39,3.1460000000000004,19934,362,0,0.0,3620.0,False,-0.21843211962186837,0,1.298,27350,199,0,0.0,4885.850418256107,False,-0.1709217974362584,0,0.31700000000000006,34376,157,103,1.0,7767.369007882939,False,0.06469137342260942,0,1.514,36790,209,0,0.0,7939.368426239042,False,-0.13818195976066133,5,1.8790000000000004,34528,138,0,0.0,5242.262405842047,False,-0.21452307425899092,0,0.2,66407,0,84,0.5,3695.9999999999995,False,0.15004212299915753,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.3125,312516,0.0,0.0,8,0,0,6,5,5.0,12,18,9,145.0,18.0,9,6,9,963,0.7113791322335601,32.885569457896054
36,9,0,0,0,10.0,20,10.0,24.24260908997867,20,21.0,37.987408737985845,0,,11.495858052155384,0,,43.99999999999999,0,,0,0.5960000000000001,33814,3,50,1.0,1242.1304544989337,False,0.2377364302954412,10,3.2070000000000007,19654,373,0,0.0,3730.0,False,-0.22651953560260235,0,1.298,27040,209,0,0.0,5066.705299805542,False,-0.17703206762480111,0,0.31700000000000006,34266,157,113,1.0,8098.666814519052,False,0.0662399723739954,0,1.514,36790,209,0,0.0,7939.368426239042,False,-0.13818195976066133,0,1.8740000000000003,34528,138,0,0.0,5242.262405842047,False,-0.21452307425899092,0,0.2,66407,0,84,0.0,3695.9999999999995,False,0.15004212299915753,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.25,312036,0.0,0.0,6,0,0,6,2,2.0,8,14,14,64.0,15.0,4,5,14,510,0.5824071411043406,33.467976599000394
37,14,0,0,0,10.0,20,10.0,24.087097471202657,36,23.194444444444443,37.987408737985845,0,,10.691465523721687,13,5.538461538461538,43.99999999999999,0,,0,0.5960000000000001,34034,2,49,1.0,1200.2677760889303,False,0.24489176837800464,25,3.4470000000000005,19444,384,0,0.0,3840.0,False,-0.23209086661155243,0,1.298,26752,218,0,0.0,5250.987248722179,False,-0.18248243705687797,0,0.31700000000000006,33719,174,123,1.0,8863.606234761523,False,0.06166141971283599,3,1.5440000000000003,36718,209,0,0.0,7939.368426239042,False,-0.1397043194181304,10,1.9740000000000004,34068,138,0,0.0,5242.262405842047,False,-0.2242492609594878,0,0.2,66335,3,94,1.0,4168.0743965711645,False,0.15280601850523315,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.375,310607,0.0,0.0,7,0,0,9,4,4.0,7,16,17,117.0,60.0,7,7,17,510,0.8541089314967394,34.322085530497134
38,17,0,0,0,10.0,20,10.0,24.33141726194795,11,29.181818181818183,38.126517224433414,5,41.0,10.691465523721687,0,,43.99999999999999,0,,0,0.5960000000000001,34254,1,49,1.0,1202.2394458354497,False,0.25283489892231503,1,3.432000000000001,19320,395,0,0.0,3950.0,False,-0.23457100751231083,0,1.298,26442,228,0,0.0,5547.563135724133,False,-0.18698256385523673,0,0.31700000000000006,33913,165,128,1.0,8894.878052948889,False,0.06749517257477232,0,1.5410000000000001,36513,214,0,0.0,8159.074686028751,False,-0.14171609381510997,0,1.9640000000000004,34068,138,0,0.0,5261.459376971811,False,-0.224046311692866,0,0.2,66335,0,97,0.3,4267.999999999999,False,0.15364785172704296,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.2875,310382,0.0,0.0,7,0,0,7,1,1.0,12,19,19,124.0,58.0,9,8,19,715,0.882301670499146,35.20438720099628
39,19,0,0,0,10.0,20,10.0,24.920406809220182,20,31.0,38.126517224433414,0,,10.501011790563402,3,5.0,43.99999999999999,0,,0,0.5960000000000001,34764,2,39,1.0,991.8958655595872,False,0.26738607285071697,0,3.431000000000001,19230,404,0,0.0,4040.0,False,-0.23618849070845763,0,1.2980000000000003,26132,238,0,0.0,5931.056820594404,False,-0.19027331542236817,0,0.31700000000000006,33603,165,138,1.0,9373.326500493142,False,0.06552562265887221,0,1.5410000000000004,36513,214,0,0.0,8159.074686028751,False,-0.14171609381510997,3,1.9940000000000004,33954,138,0,0.0,5261.459376971811,False,-0.2264567144838587,0,0.2,66320,0,100,0.3,4399.999999999999,False,0.15450716090985678,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.2875,310053,0.0,0.0,7,0,0,8,1,1.0,9,17,17,207.0,34.0,13,6,17,820,0.9296433115378022,36.13403051253408
40,17,0,0,0,9.999999999999998,20,10.0,25.282960337836414,11,32.0,38.126517224433414,0,,10.309233073794507,8,8.375,43.99999999999999,0,,0,0.5960000000000001,35056,0,36,0.8,910.1865721621109,False,0.2764132592674978,0,3.431000000000001,19090,418,0,0.0,4179.999999999999,False,-0.23870457568024153,0,1.2980000000000003,25780,249,0,0.0,6295.457124121267,False,-0.19499850947375444,0,0.31700000000000006,33603,155,148,1.0,9561.583401580789,False,0.06814503132852083,3,1.5710000000000002,36441,214,0,0.0,8159.074686028751,False,-0.14323845347257905,5,2.0410000000000004,33749,138,0,0.0,5261.459376971811,False,-0.23079121073081926,0,0.2,66253,0,108,0.8,4751.999999999999,False,0.15634372367312552,0,0.2,59537,0,1,0.0,43.99999999999999,False,0.0035214827295703454,0.325,309509,0.0,0.0,6,0,0,8,2,2.0,5,13,14,138.0,42.0,8,9,14,552,0.8291836669668555,36.96321417950094
41,14,0,0,0,9.999999999999998,20,10.0,24.998662036238603,30,23.166666666666668,40.20827961083484,15,53.733333333333334,10.624049650554669,3,19.0,43.99999999999999,1,44.0,0,0.5960000000000001,35256,2,36,1.0,919.9518333045897,False,0.2837775750926384,20,3.631000000000001,18805,426,0,0.0,4259.999999999999,False,-0.2475108730814852,0,1.2980000000000003,25780,249,0,0.0,6224.666847023412,False,-0.1959834861969749,0,0.31700000000000006,33714,175,143,1.0,10124.54984069114,False,0.07906706331836838,3,1.5980000000000003,36369,214,0,0.0,8604.571836718656,False,-0.14005104306249447,0,2.0360000000000005,32943,153,0,0.0,6151.866780457731,False,-0.23841984585624562,0,0.2,66196,0,111,0.3,4883.999999999999,False,0.15649536647009268,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.2875,308644,0.0,0.0,9,0,0,7,3,3.0,4,11,9,113.0,21.0,7,7,9,1370,0.7194149624556303,37.68262914195657
42,9,0,0,0,9.999999999999998,20,10.0,24.68313882144825,5,12.0,40.20827961083484,0,,10.141213880555721,7,5.0,43.99999999999999,0,,0,0.5960000000000001,35196,0,44,0.8,1086.058108143723,False,0.2846061987014077,5,3.661000000000001,18600,440,0,0.0,4399.999999999999,False,-0.2523633226699256,0,1.298,25780,249,0,0.0,6146.101566540614,False,-0.19707664440600228,0,0.31700000000000006,33654,170,153,1.0,10348.000380103933,False,0.0805064753040758,0,1.5950000000000002,36369,214,0,0.0,8604.571836718656,False,-0.14005104306249447,7,2.1060000000000003,32677,153,0,0.0,6151.866780457731,False,-0.2440441190352286,0,0.2,66161,0,118,0.7,5191.999999999999,False,0.15850042122999158,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.3125,308018,0.0,0.0,5,0,0,6,2,2.0,4,10,12,81.0,12.0,5,4,12,200,0.5964511008933187,38.279080242849886
43,12,0,0,0,9.999999999999998,20,10.0,24.986037684916194,11,30.09090909090909,40.20827961083484,0,,10.85747537968258,32,12.5,43.99999999999999,0,,0,0.5960000000000001,35427,0,43,1.0,1074.3996204513965,False,0.2926997523534632,0,3.6560000000000006,18500,450,0,0.0,4499.999999999999,False,-0.25416052622119983,0,1.298,25780,249,0,0.0,6221.523383544132,False,-0.19602722438369094,0,0.31700000000000006,33323,171,163,1.0,10826.56202068675,False,0.07795411187820712,18,1.7750000000000004,35833,214,0,0.0,8604.571836718656,False,-0.15138416495698648,14,2.2390000000000003,32065,153,0,0.0,6151.866780457731,False,-0.25698417612371577,0,0.2,65761,22,128,1.0,5870.864458353016,False,0.15747990276624285,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,306270,0.0,0.0,6,0,0,4,4,4.0,4,8,8,136.0,12.0,8,4,8,531,0.7371078319847584,39.016188074834645
44,8,0,0,0,9.999999999999998,20,10.0,25.30367123773985,16,28.8125,41.085681005000914,14,47.42857142857143,11.26523809275283,5,19.0,43.99999999999999,8,44.0,0,0.5960000000000001,35766,0,39,1.0,986.8431782718541,False,0.30331122494288226,2,3.6760000000000006,18372,460,0,0.0,4599.999999999999,False,-0.2569641637611876,0,1.298,25589,255,0,0.0,6452.4361656236615,False,-0.19812945365766443,0,0.31700000000000006,33717,171,159,1.0,10859.55106144866,False,0.08937736275843405,5,1.807,35508,219,0,0.0,8997.7641400952,False,-0.15409912104773021,0,2.2250000000000005,31606,162,0,0.0,6655.880322810148,False,-0.26136081696997415,0,0.2,66018,17,130,1.0,5911.5090475767975,False,0.16215256147916435,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,306157,0.0,0.0,11,0,0,0,2,2.0,4,4,9,69.0,27.0,4,4,9,1655,0.6275848392397165,39.64377291407436
45,9,0,0,0,10.0,20,10.0,25.648759061053997,11,31.09090909090909,43.983701941916536,30,54.0,11.26523809275283,0,,43.99999999999999,8,44.0,0,0.5960000000000001,36028,0,36,0.8,923.3553261979439,False,0.31158756561945905,0,3.674000000000001,18252,472,0,0.0,4720.0,False,-0.25912080802271664,0,1.298,25247,266,0,0.0,6822.569910240363,False,-0.20249659231612133,0,0.31700000000000006,35337,161,139,1.0,10243.184778756093,False,0.12588263223537077,0,1.802,35508,219,0,0.0,9632.43072527972,False,-0.14738946267808736,0,2.2250000000000005,29986,192,0,0.0,8444.870772847975,False,-0.276700805869035,0,0.2,66370,7,132,1.0,5886.856666649269,False,0.16787579331633745,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.35,306309,0.0,0.0,11,0,0,2,0,0.0,4,6,11,97.0,17.0,6,3,11,2514,0.6256610816344619,40.26943399570882
46,11,0,0,0,10.0,20,10.0,25.981272648422895,11,31.0,43.983701941916536,0,,10.537692211340564,10,4.0,43.99999999999999,7,44.0,0,0.5960000000000001,36289,0,33,0.8,857.3819973979555,False,0.3197832931490233,0,3.674000000000001,18132,484,0,0.0,4840.0,False,-0.2612774522842457,0,1.298,24937,276,0,0.0,7170.8312509647185,False,-0.2062775671216819,0,0.31700000000000006,35306,152,149,1.0,10502.725031905844,False,0.12863120957152965,0,1.802,35508,219,0,0.0,9632.43072527972,False,-0.14738946267808736,10,2.325000000000001,29596,192,0,0.0,8444.870772847975,False,-0.28494692068032584,0,0.2,66638,7,135,1.0,6013.763845479383,False,0.17346052102341514,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.35,305987,0.0,0.0,10,0,0,1,1,1.0,6,7,11,116.0,27.0,7,4,11,849,0.7772447634488344,41.04667875915766
47,11,0,0,0,10.0,20,10.0,26.607318136705995,35,29.457142857142856,44.14747549243963,2,54.0,10.537692211340564,0,,43.99999999999999,12,44.0,1,0.6060000000000001,37204,0,8,0.8,212.85854509364796,False,0.34108871976373334,1,3.684000000000001,17998,496,0,0.0,4960.0,False,-0.26393731354013156,0,1.2980000000000003,24427,293,0,0.0,7795.944214054856,False,-0.21177202985870522,0,0.31700000000000006,34893,160,157,1.0,11188.324554185981,False,0.1266776757226378,0,1.8020000000000005,35508,219,0,0.0,9668.29713284428,False,-0.14701028509520794,0,2.3150000000000004,29488,194,0,0.0,8564.61024553329,False,-0.28596458139831604,0,0.2,67166,0,130,0.7,5719.999999999999,False,0.1798820556023589,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.3125,306265,0.0,0.0,9,0,0,1,2,1.0588235294117647,4,5,9,81.0,33.0,5,6,9,1346,0.6513311350718141,41.69800989422947
48,9,0,0,0,10.0,20,10.0,26.607318136705995,0,,44.01073216412354,5,41.0,10.879960826461982,23,12.217391304347826,43.99999999999999,9,44.0,0,0.6050000000000001,37114,0,17,0.9,452.3244083240019,False,0.342157442369505,0,3.6830000000000016,17888,507,0,0.0,5070.0,False,-0.2659142374465332,0,1.2980000000000003,24427,293,0,0.0,7795.944214054856,False,-0.21177202985870522,0,0.31700000000000006,35098,150,162,1.0,11120.836331093913,False,0.13144338849441933,12,1.9220000000000002,34991,224,0,0.0,9858.404004763674,False,-0.15593187435496705,11,2.4250000000000007,29092,194,0,0.0,8538.082039839966,False,-0.29461801416809424,0,0.2,67281,13,131,1.0,5905.439490744005,False,0.18338196706608256,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.3625,305472,0.0,0.0,8,0,0,1,2,2.0,3,4,16,67.0,45.0,4,5,16,801,0.6811204738914967,42.37913036812097
49,16,0,0,0,10.0,20,10.0,26.627804740753344,15,26.866666666666667,43.820142078978876,7,41.0,10.12136221314886,17,5.588235294117647,43.99999999999999,8,44.0,0,0.6050000000000001,37240,3,19,1.0,535.9282900743135,False,0.3481889272505358,7,3.753000000000001,17790,514,0,0.0,5140.0,False,-0.26817871392113873,0,1.2980000000000003,24171,301,0,0.0,8014.969226966757,False,-0.215848487171744,0,0.31700000000000006,35238,147,165,1.0,11144.610739922256,False,0.13567010908476768,0,1.9100000000000004,34704,231,0,0.0,10122.45282024412,False,-0.15920866032092065,17,2.5840000000000005,28328,194,0,0.0,8501.107563321902,False,-0.3111628336682324,0,0.2,67538,20,133,1.0,6054.427244262976,False,0.18896737358267038,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,304590,0.0,0.0,8,0,0,4,3,3.0,5,9,17,131.0,43.0,9,7,17,1095,0.8716961722820997,43.25082654040307
50,17,0,0,0,10.0,20,10.0,26.61121347708142,21,26.476190476190474,43.908777175382355,9,44.888888888888886,10.12136221314886,0,,43.99999999999999,10,44.0,0,0.6050000000000001,37676,0,13,1.0,345.9457752020585,False,0.36044616971356264,5,3.796000000000001,17585,527,0,0.0,5270.0,False,-0.27321088386470654,0,1.298,23985,307,0,0.0,8169.642537463997,False,-0.21887237320907202,0,0.31700000000000006,35272,152,166,1.0,11333.761459629846,False,0.1392481071327376,0,1.9100000000000004,34504,236,0,0.0,10362.471413390236,False,-0.1608999744857783,0,2.5670000000000006,28124,198,0,0.0,8693.937880725705,False,-0.3134375950869468,0,0.2,67978,10,133,1.0,5953.213622131488,False,0.1955283371704423,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,304705,0.0,0.0,11,0,0,1,1,1.0,7,8,10,115.0,34.0,8,9,10,1550,0.7875561015680432,44.03838264197111
51,10,0,0,0,10.000000000000002,20,10.0,25.796418735809283,21,19.095238095238095,44.305802075187025,4,54.0,9.58579610467078,31,7.741935483870968,43.999999999999986,8,44.0,0,0.6050000000000001,37867,1,12,1.0,319.5570248297114,False,0.3668372277206016,10,3.8910000000000005,17315,536,0,0.0,5360.000000000001,False,-0.28129829984544047,0,1.298,23706,316,0,0.0,8151.668320515733,False,-0.22688648503526185,0,0.31700000000000006,35366,154,172,1.0,11593.246442246797,False,0.14547441828644503,11,2.0200000000000005,34218,236,0,0.0,10456.169289744137,False,-0.16595655682689356,20,2.7670000000000003,26921,202,0,0.0,8949.77201918778,False,-0.3361690240068952,0,0.2,68090,31,135,1.0,6237.159679244793,False,0.19980757943761412,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,303064,0.0,0.0,10,0,0,1,5,5.0,4,5,13,77.0,15.0,5,5,13,1069,0.632794201374054,44.671176843345165
