index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,4,0,0,0,10.0,11,10.0,33.958213745845526,8,35.0,28.0171988733757,52,33.0,42.99999999999998,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,31029,9,42,1.0,1516.244977325512,False,0.29690422230366204,42,2.564000000000001,29462,33,10,1.0,1400.7930423466594,False,-0.1435273725424275,0,8.21,-38249.47222222222,127,0,0.0,4312.693145722382,True,-2.024877918316751,0,0.3350000000000001,35714,445,118,1.0,17541.653498652184,False,-0.10893121909087808,13,3.003000000000001,32623,597,0,0.0,16726.267727405295,False,-0.1790130027501823,0.5,153872,0.0,0.125,6,0,0,6,4,3.8076923076923075,9,15,7,72.0,0.0,4,0,7,691,0.5318681339849718,41.06336989509873
33,7,0,0,0,10.0,9,10.0,34.19405867656353,16,36.0,28.0171988733757,0,,42.999999999999986,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,31515,8,36,1.0,1310.986112356287,False,0.3125456163271377,0,2.5220000000000007,28886,39,20,1.0,1893.9122658534916,False,-0.15288195664233906,0,8.210000000000003,-38249.47222222222,127,0,0.0,4342.6454519235685,True,-2.0244526647999668,0,0.3350000000000001,36230,435,116,1.0,17175.481509918427,False,-0.1022626694117097,8,3.0700000000000007,32523,597,0,0.0,16726.267727405295,False,-0.1810160875006981,0.5,154198,0.0,0.125,6,0,0,7,3,3.0,10,17,4,93.0,3.0,6,1,4,1182,0.7751513859839179,41.83852128108265
34,4,0,0,0,10.000000000000002,14,10.0,34.11593715390187,15,33.46666666666667,27.841037253608324,5,18.0,42.999999999999986,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,31877,12,31,1.0,1177.594051770958,False,0.32459392190475234,0,2.5220000000000007,28474,44,25,1.0,2197.1271661118903,False,-0.16027590132447556,0,8.21,-38249.47222222222,127,0,0.0,4332.724018545538,True,-2.0245935262216954,0,0.3350000000000001,36441,430,119,1.0,17088.64601905158,False,-0.09890585482591611,13,3.1920000000000006,32295,597,0,0.0,16621.099240404168,False,-0.18663642769460795,0.5,154131,0.0,0.125,10,0,0,1,3,3.0,12,13,5,54.0,3.0,3,1,5,1033,0.5115954370121472,42.350116718094796
35,5,0,0,0,10.000000000000002,7,10.0,34.11593715390187,0,,27.16200924385998,17,16.941176470588236,42.999999999999986,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,31807,9,41,1.0,1488.7534233099766,False,0.3280855451511624,0,2.5220000000000007,28762,34,18,1.0,1648.8580296221432,False,-0.15988218715929606,0,8.21,-38249.47222222222,127,0,0.0,4332.724018545538,True,-2.0245935262216954,0,0.3350000000000001,36527,420,127,1.0,16869.04388242119,False,-0.09938261039579764,8,3.2590000000000012,31910,614,0,0.0,16677.473675730027,False,-0.19378369012549299,0.5,154050,0.0,0.125,5,0,0,6,2,2.0,9,15,5,90.0,0.0,5,0,5,444,0.5266653719590977,42.876782090053894
36,5,0,0,0,10.000000000000002,8,10.0,34.187076635469616,11,35.0,27.511979954327817,4,49.0,42.999999999999986,11,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,32112,7,40,1.0,1437.4830654187847,False,0.3394835386662338,0,2.5220000000000007,28573,35,24,1.0,1856.8352011453044,False,-0.16229611833567165,0,8.209999999999999,-38249.47222222222,127,0,0.0,4341.758732704641,True,-2.0244652541633275,0,0.3350000000000001,36331,414,137,1.0,17280.959701091713,False,-0.09918314503243274,11,3.361000000000001,31736,614,0,0.0,16892.35569195728,False,-0.1951169231420659,0.5,153796,0.0,0.125,4,0,0,5,3,3.0,8,13,8,57.0,3.0,4,1,8,661,0.5637823790311813,43.440564469085075
37,8,0,0,0,10.000000000000004,6,10.0,34.429601289198274,19,36.0,29.134354815390285,19,48.31578947368421,42.99999999999999,13,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,32736,3,31,1.0,1097.3176399651466,False,0.35800321582956224,0,2.522000000000001,28807,44,15,1.0,1951.9177789555783,False,-0.15430164723066167,0,8.21,-38249.47222222222,127,0,0.0,4372.559363728181,True,-2.0240279563948698,0,0.3350000000000001,36184,407,147,1.0,18178.682409863846,False,-0.09313660627502508,13,3.4800000000000013,30743,630,0,0.0,18354.64353369588,False,-0.20036212233143158,0.5,153514,0.0,0.125,6,0,0,8,3,3.0,10,18,4,111.0,3.0,7,1,4,1662,0.900195797032211,44.340760266117286
38,4,0,0,0,10.000000000000002,10,10.0,34.401343445361775,9,34.0,30.925340509138138,23,48.0,42.99999999999999,11,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,32942,3,32,1.0,1130.8429902515768,False,0.36709186026625007,8,2.602000000000001,29293,43,10,1.0,1788.5111732419377,False,-0.14282149000139224,0,8.21,-38249.47222222222,127,0,0.0,4368.970617560945,True,-2.0240789082954747,0,0.3350000000000001,36184,397,157,1.0,19028.36018212784,False,-0.08462672333265386,11,3.5770000000000013,29490,653,0,0.0,20194.247352467206,False,-0.20703636247353716,0.5,152953,0.0,0.125,4,0,0,5,4,3.3478260869565215,9,14,6,72.0,0.0,4,0,6,406,0.6782538309926167,45.0190140971099
39,6,0,0,0,10.000000000000002,15,10.0,34.39811054657131,1,34.0,32.688876752854426,21,51.0,42.99999999999999,8,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,32826,8,41,1.0,1490.3225324094237,False,0.3696924221217753,11,2.7040000000000006,29901,34,10,1.0,1496.4245261119686,False,-0.12970405590890813,0,8.21,-38249.47222222222,127,0,0.0,4368.560039414557,True,-2.02408473755615,0,0.3350000000000001,35113,408,167,1.0,20518.061715164604,False,-0.09115976889244837,8,3.6460000000000012,29393,653,0,0.0,21345.836519613942,False,-0.19744570118368338,0.5,152277,0.0,0.125,5,0,0,6,3,2.5238095238095237,9,15,7,75.0,3.0,5,1,7,184,0.8880841129575856,45.90709821006749
40,7,0,0,0,10.000000000000002,11,10.0,34.39811054657131,0,,32.309829099190864,5,16.0,42.99999999999999,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,32716,9,51,1.0,1844.3036378751367,False,0.37242561480773445,0,2.693000000000001,29981,24,15,1.0,1310.2020896055744,False,-0.13007635389718636,0,8.21,-38249.47222222222,127,0,0.0,4368.560039414557,True,-2.02408473755615,0,0.3350000000000001,35033,403,177,1.0,20631.861126973916,False,-0.09162248736079644,10,3.738000000000001,29249,653,0,0.0,21098.318401771634,False,-0.20280914206105777,0.5,152023,0.0,0.125,4,0,0,5,3,3.0,10,15,3,90.0,6.0,5,2,3,190,0.7636689909850247,46.67076720105251
41,3,0,0,0,10.000000000000002,8,10.0,34.64132007182365,20,36.0,32.659907718276564,4,50.0,42.99999999999998,11,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,33356,7,41,1.0,1490.2941229447697,False,0.39131566958271674,0,2.6930000000000005,29461,34,21,1.0,1863.6629445258118,False,-0.13698408517866634,0,8.210000000000003,-38249.47222222222,127,0,0.0,4399.447649121604,True,-2.023646204891428,0,0.3350000000000001,35033,393,187,1.0,20876.343733282687,False,-0.08917389045847919,11,3.838000000000001,28877,657,0,0.0,21457.559370907704,False,-0.20666266679779152,0.5,151771,0.0,0.125,4,0,0,5,3,3.0,7,12,4,36.0,3.0,2,1,4,1000,0.44353531597880647,47.11430251703132
42,4,0,0,0,10.000000000000002,11,10.0,34.451942106356675,1,12.0,32.04237276753298,8,18.0,42.99999999999997,9,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,33258,8,50,1.0,1802.5971053178337,False,0.3936882314426323,0,2.693000000000001,29593,25,23,1.0,1598.2731263121755,False,-0.13700381738489686,0,8.21,-38249.47222222222,127,0,0.0,4375.3966475072975,True,-2.023987673523258,0,0.3350000000000001,35033,383,197,1.0,20743.228769965128,False,-0.09050709322391362,9,3.917000000000001,28617,665,0,0.0,21308.17789040943,False,-0.2133668059771105,0.5,151545,0.0,0.125,5,0,0,4,2,2.0,10,14,7,54.0,3.0,3,1,7,266,0.6327744210138917,47.74707693804521
43,7,0,0,0,10.0,11,10.0,34.6523369315698,16,36.0,31.296314980025045,22,25.5,42.99999999999997,6,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,33724,9,44,1.0,1614.7028249890711,False,0.40886786668684355,0,2.693000000000001,29578,31,11,1.0,1418.4819096589392,False,-0.13998236775337278,0,8.21,-38249.47222222222,127,0,0.0,4400.846790309364,True,-2.023626340320514,0,0.3350000000000001,34472,395,207,1.0,21263.044417109886,False,-0.09653822469493126,6,3.968000000000001,28551,665,0,0.0,20812.049461716655,False,-0.21965777836151018,0.5,151369,0.0,0.125,6,0,0,9,2,2.0,7,16,5,75.0,6.0,5,2,5,1247,1.1400544780190103,48.88713141606422
44,5,0,0,0,10.0,10,10.0,34.68101240558802,10,35.0,30.572238243417516,10,18.0,42.99999999999997,9,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,33974,9,44,1.0,1615.9645458458729,False,0.41909352398706384,0,2.693000000000001,29408,31,11,1.0,1411.4060052508212,False,-0.14491004337037763,0,8.209999999999999,-38249.47222222222,127,0,0.0,4404.488575509678,True,-2.0235746353882322,0,0.3350000000000001,34472,385,217,1.0,21101.31172371574,False,-0.09815804615391961,9,4.052000000000001,28257,675,0,0.0,20636.260814306825,False,-0.22730744532272878,0.5,151155,0.0,0.125,4,0,0,6,2,2.0,8,14,6,72.0,3.0,4,1,6,630,0.6957696600002237,49.582901076064445
45,6,0,0,0,10.0,13,10.0,34.61864681962338,11,34.0,29.969210353251988,11,20.90909090909091,42.99999999999998,8,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,34218,12,43,1.0,1608.6018132438053,False,0.42889844580260716,0,2.693000000000001,29264,32,10,1.0,1407.488801760468,False,-0.1490545929272728,0,8.21,-38249.47222222222,127,0,0.0,4396.568146092169,True,-2.0236870871788093,0,0.3350000000000001,34422,376,227,1.0,21029.42309282274,False,-0.09987958363056358,8,4.123000000000001,27983,685,0,0.0,20528.909091977614,False,-0.23387107052883835,0.5,150931,0.0,0.125,6,0,0,8,2,2.0,7,15,6,90.0,3.0,5,1,6,734,0.589705761987716,50.17260683805216
46,6,0,0,0,10.0,10,10.0,34.61864681962338,0,,30.35297848676593,23,33.0,42.999999999999986,17,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,34118,12,53,1.0,1954.788281440039,False,0.43188062589636955,13,2.8230000000000013,29516,22,10,1.0,1065.1400148993737,False,-0.1467595193386806,0,8.21,-38249.47222222222,127,0,0.0,4396.568146092169,True,-2.0236870871788093,0,0.3350000000000001,34050,389,228,1.0,21611.308631351945,False,-0.10150322865861482,8,4.195000000000001,27889,685,0,0.0,20791.79026343466,False,-0.23312110386560636,0.5,150617,0.0,0.125,5,0,0,6,3,2.5652173913043477,10,16,7,72.0,6.0,4,2,7,487,0.5636702409829013,50.73627707903506
47,7,0,0,0,9.999999999999998,9,10.0,34.829351194692535,28,35.642857142857146,31.22292597262694,8,49.0,42.999999999999986,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35026,11,35,1.0,1329.0272918142387,False,0.45616130746255085,0,2.8100000000000005,28910,40,12,1.0,1767.8491594592247,False,-0.1539902723193454,0,8.21,-38249.47222222222,127,0,0.0,4423.327601725952,True,-2.0233071647601797,0,0.3350000000000001,33854,383,238,1.0,22192.380647516115,False,-0.09960959229697623,10,4.287000000000001,27540,689,0,0.0,21512.59599513996,False,-0.23289269479859026,0.5,150374,0.0,0.125,6,0,0,7,3,3.0,9,16,6,75.0,6.0,5,2,6,1480,0.6605347830336541,51.396811862068716
48,6,0,0,0,10.0,11,10.0,34.76675599303423,10,34.0,30.26894536282129,12,18.0,42.999999999999986,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35256,12,35,1.0,1336.836459756198,False,0.4657045381427214,0,2.8100000000000005,28786,40,10,1.0,1693.3596933495821,False,-0.15856887734120484,0,8.21,-38249.47222222222,127,0,0.0,4415.378011115347,True,-2.0234200305722956,0,0.3350000000000001,34284,373,238,1.0,21524.316620332338,False,-0.09768727219585828,10,4.377000000000002,27171,701,0,0.0,21218.530699337727,False,-0.24322926607638032,0.5,150541,0.0,0.125,8,0,0,4,3,3.0,12,16,4,108.0,0.0,6,0,4,1096,0.592750180978328,51.989562043047044
49,4,0,0,0,10.0,11,10.0,34.77792981049792,6,35.0,32.1568241135625,28,42.25,42.99999999999999,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35356,13,39,1.0,1486.339262609419,False,0.4728343382825258,18,2.9900000000000007,28924,36,10,1.0,1573.5737143135502,False,-0.1563509993140593,0,8.210000000000003,-38249.47222222222,127,0,0.0,4416.797085933236,True,-2.0233998829899082,0,0.3350000000000001,34628,363,240,1.0,21992.927153223187,False,-0.08610332759226014,12,4.487000000000001,25790,729,0,0.0,23442.324778787064,False,-0.2486196264368421,0.5,149742,0.0,0.125,6,0,0,5,5,4.523809523809524,8,13,3,57.0,0.0,4,0,3,664,0.5077796609839424,52.49734170403099
50,3,0,0,0,10.0,8,10.0,34.77792981049792,0,,31.667006348347947,5,16.0,43.0,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35276,11,49,1.0,1814.1185607143982,False,0.4762570085825051,0,2.9720000000000013,29004,26,15,1.0,1379.2312702981653,False,-0.15683858264051218,0,8.21,-38249.47222222222,127,0,0.0,4416.797085933236,True,-2.0233998829899082,0,0.3350000000000001,34892,358,242,1.0,21742.788272708567,False,-0.08332043073624815,12,4.595000000000001,25617,729,0,0.0,23085.247627945653,False,-0.2556612420332748,0.5,149833,0.0,0.125,5,0,0,3,2,2.0,9,12,6,36.0,3.0,2,1,6,504,0.4585238060099073,52.955865510040894
51,6,0,0,0,10.0,10,10.0,34.77792981049792,0,,32.12183849394605,4,49.0,43.0,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35176,11,59,1.0,2161.8978588193777,False,0.479271682146458,0,2.9720000000000004,29200,16,21,1.0,1231.0054853408337,False,-0.153377552242655,0,8.21,-38249.47222222222,127,0,0.0,4416.797085933236,True,-2.0233998829899082,0,0.3350000000000001,35255,352,239,1.0,21583.88714986901,False,-0.07764069517187455,7,4.653000000000001,25534,729,0,0.0,23416.820262086672,False,-0.25400296194052174,0.5,150209,0.0,0.125,7,0,0,6,2,2.0,9,15,3,90.0,3.0,5,1,3,855,0.6878979940083809,53.643763504049275
52,3,0,0,0,10.0,9,10.0,34.5776322253635,1,12.0,30.98596360192838,12,18.0,42.99999999999999,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35098,10,68,1.0,2451.278991324718,False,0.48199263548194027,0,2.9720000000000004,29404,7,19,1.0,830.7767340141836,False,-0.153267218473831,0,8.209999999999999,-38249.47222222222,127,0,0.0,4391.359292621165,True,-2.0237610408584388,0,0.3350000000000001,35599,342,241,1.0,20960.199551859503,False,-0.07699657921339356,12,4.766000000000002,25118,741,0,0.0,22960.59902902893,False,-0.2669050434766647,0.5,150263,0.0,0.125,6,0,0,4,3,3.0,8,12,6,36.0,3.0,2,1,6,662,0.43790206604171544,54.08166557009099
53,6,0,0,0,10.0,8,10.0,34.52621785372643,10,34.0,30.98596360192838,0,,43.0,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35358,8,68,1.0,2427.782814053397,False,0.4921212324368298,0,2.9720000000000013,29064,7,29,1.0,1140.276469432008,False,-0.15852746586262306,0,8.21,-38249.47222222222,127,0,0.0,4384.829667423256,True,-2.0238537464437796,0,0.3350000000000001,36158,332,238,1.0,20521.339915840224,False,-0.07019470068064602,7,4.824000000000002,25034,741,0,0.0,22960.59902902893,False,-0.268587634667098,0.5,150658,0.0,0.125,6,0,0,1,2,2.0,9,10,7,72.0,6.0,4,2,7,979,0.5370969829964451,54.618762553087436
54,7,0,0,0,10.0,13,10.0,34.56095466602885,8,35.0,30.447951812092164,5,16.0,43.0,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,35508,11,70,1.0,2529.2668266220194,False,0.5003114407715629,0,2.9720000000000013,28864,5,34,1.0,1208.0351349412776,False,-0.16324452487518412,0,8.21,-38249.47222222222,127,0,0.0,4389.241242585664,True,-2.0237911122733165,0,0.3350000000000001,36422,327,240,1.0,20276.48024255414,False,-0.0673589303271624,12,4.937000000000002,24837,741,0,0.0,22561.932292760295,False,-0.2765265279254022,0.5,150675,0.0,0.125,7,0,0,5,3,3.0,5,10,6,75.0,6.0,5,2,6,834,0.7694619370158762,55.38822449010331
55,6,0,0,0,10.0,9,10.0,34.327904877042904,21,33.23809523809524,30.770020925522935,19,32.89473684210526,43.0,11,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36116,10,59,1.0,2125.3463877455315,False,0.5168777312881586,0,2.9720000000000013,28791,16,25,1.0,1318.4970011707599,False,-0.16374908423246212,0,8.21,-38249.47222222222,127,0,0.0,4359.643919384449,True,-2.024211325852003,0,0.3350000000000001,36222,321,250,1.0,20627.17671709286,False,-0.06785272602715317,11,5.035000000000002,24239,756,0,0.0,23262.13581969534,False,-0.2814921396981818,0.5,150412,0.0,0.125,7,0,0,4,3,3.0,7,11,7,93.0,0.0,6,0,7,1413,1.3748339610174298,56.76305845112074
56,7,0,0,0,10.0,14,10.0,34.38521079168061,10,35.0,29.527715355058284,14,18.0,43.0,11,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36326,14,59,1.0,2168.727436709156,False,0.5263306290638343,0,2.9720000000000004,28693,16,21,1.0,1170.2453951231137,False,-0.1686366613407855,0,8.21,-38249.47222222222,127,0,0.0,4366.921770543438,True,-2.024107997187452,0,0.3350000000000001,36132,316,260,1.0,20510.75805219842,False,-0.07082148456424474,11,5.134000000000002,23913,765,0,0.0,22588.70224661959,False,-0.29476691858843024,0.5,150108,0.0,0.125,7,0,0,6,3,3.0,1,7,6,126.0,0.0,7,0,6,742,0.9042364999768324,57.667294951097574
57,6,0,0,0,10.0,12,10.0,34.38521079168061,0,,31.23271336384798,48,35.833333333333336,43.0,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36206,16,69,1.0,2532.579544625962,False,0.5288571918528348,27,3.2420000000000013,29360,6,10,1.0,518.6383983885635,False,-0.15894825796648548,0,8.210000000000003,-38249.47222222222,127,0,0.0,4366.921770543438,True,-2.024107997187452,0,0.3350000000000001,34612,350,270,1.0,22541.44967734679,False,-0.08093013563541056,10,5.223000000000002,23563,769,0,0.0,24017.956576799097,False,-0.28746312744827934,0.5,148785,0.0,0.125,5,0,0,5,4,3.675,1,6,8,78.0,0.0,6,0,8,520,0.804910684004426,58.472205635102
58,8,0,0,0,10.0,9,10.0,34.38521079168061,0,,31.691102852100332,4,50.0,43.0,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36116,15,79,1.0,2866.4316525427685,False,0.5319957497458746,0,3.2150000000000007,29560,0,12,0.6,380.293234225204,False,-0.15523336408232952,0,8.21,-38249.47222222222,127,0,0.0,4366.921770543438,True,-2.024107997187452,0,0.3350000000000001,34612,340,280,1.0,22814.974969714112,False,-0.07819066392530388,10,5.3130000000000015,23211,773,0,0.0,24497.22250467356,False,-0.28971393441225934,0.43333333333333335,148543,0.0,0.125,3,0,0,3,3,3.0,3,6,6,93.0,6.0,6,2,6,290,0.9335103270132095,59.40571596211521
59,6,0,0,0,10.0,11,10.0,34.38521079168061,0,,31.691102852100332,0,,43.0,9,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36006,16,89,1.0,3220.2837604595748,False,0.534726310902888,0,3.215000000000001,29560,0,12,0.0,380.293234225204,False,-0.15523336408232952,0,8.21,-38249.47222222222,127,0,0.0,4366.921770543438,True,-2.024107997187452,0,0.3350000000000001,34612,330,290,1.0,22928.06394119311,False,-0.07705802995419843,9,5.393000000000001,23095,773,0,0.0,24497.22250467356,False,-0.29203751272285766,0.3333333333333333,148317,0.0,0.125,3,0,0,3,2,2.0,2,5,6,90.0,3.0,5,1,6,110,0.5325786049943417,59.93829456710955
60,6,0,0,0,9.999999999999998,10,10.0,34.028254338900865,24,32.458333333333336,31.691102852100332,0,,43.0,14,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36685,16,75,1.0,2712.119075417565,False,0.5520628126360172,0,3.2150000000000007,28781,14,22,1.0,1173.5998234908193,False,-0.16609024301486755,0,8.209999999999999,-38249.47222222222,127,0,0.0,4321.5883010404095,True,-2.0247516276713524,0,0.3350000000000001,34784,320,296,1.0,22869.152912672107,False,-0.07420274309764924,10,5.484000000000001,22945,773,0,0.0,24497.22250467356,False,-0.29504213984863137,0.5,148239,0.0,0.125,8,0,0,2,3,3.0,1,3,6,54.0,9.0,3,3,6,1051,0.42906847002450377,60.367363037134055
61,6,0,0,0,9.999999999999998,7,10.0,34.028254338900865,0,,30.275273941384906,17,18.0,43.00000000000001,10,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36615,13,85,1.0,3022.4016188065734,False,0.5555365487312642,0,3.2150000000000007,29087,4,15,1.0,590.242126476377,False,-0.16568358851582507,0,8.21,-38249.47222222222,127,0,0.0,4321.5883010404095,True,-2.0247516276713524,0,0.3350000000000001,34478,327,306,1.0,23058.014578832866,False,-0.07844065281700953,10,5.574000000000001,22795,773,0,0.0,23402.786756690533,False,-0.3090080047604257,0.5,148019,0.0,0.125,4,0,0,2,3,3.0,2,4,6,72.0,6.0,4,2,6,376,0.4256667909794487,60.793029828113504
62,6,0,0,0,9.999999999999998,13,10.0,33.89741203024939,17,33.0,29.48262125913246,13,20.46153846153846,43.00000000000001,16,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,37046,16,78,1.0,2803.9981383594527,False,0.5686658126960313,0,3.215000000000001,28792,11,12,1.0,726.6629874423329,False,-0.17212336389467686,0,8.21,-38249.47222222222,127,0,0.0,4304.971327841673,True,-2.024987550282573,0,0.3350000000000001,34693,317,311,1.0,22718.99093914499,False,-0.0775294860170163,11,5.674000000000001,22357,786,0,0.0,23173.340309678115,False,-0.32007951936303797,0.5,147932,0.0,0.125,7,0,0,1,3,3.0,2,3,4,54.0,9.0,3,3,4,1172,0.366565610980615,61.15959543909412
63,4,0,0,0,9.999999999999998,11,10.0,33.89741203024939,0,,29.48262125913246,0,,43.000000000000014,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36936,17,88,1.0,3152.9722586619464,False,0.5712968637017941,0,3.2150000000000007,28792,1,22,1.0,682.5150797311635,False,-0.17275016214142083,0,8.21,-38249.47222222222,127,0,0.0,4304.971327841673,True,-2.024987550282573,0,0.3350000000000001,35080,307,312,1.0,22467.164726553667,False,-0.0722996942636294,11,5.773000000000002,22204,786,0,0.0,23173.340309678115,False,-0.3231442390313271,0.5,148056,0.0,0.125,5,0,0,2,2,2.0,1,3,2,54.0,3.0,3,1,2,497,0.3342394079663791,61.4938348470605
64,2,0,0,0,10.0,12,10.0,33.89741203024939,0,,28.881658181186356,8,18.0,43.00000000000001,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36816,19,98,1.0,3511.9463789644406,False,0.5737239163395438,0,3.2150000000000007,28936,0,15,0.1,433.22487271779534,False,-0.1722005725541955,0,8.21,-38249.47222222222,127,0,0.0,4304.971327841673,True,-2.024987550282573,0,0.3350000000000001,35424,297,314,1.0,22079.852479812347,False,-0.0692881789975328,12,5.8820000000000014,21859,794,0,0.0,22932.036595861966,False,-0.33247164036754634,0.35000000000000003,148079,0.0,0.125,6,0,0,2,3,3.0,0,2,0,36.0,0.0,2,0,0,608,0.16845312400255352,61.66228797106305
65,0,0,0,0,10.0,11,10.0,33.71679778347897,1,12.0,29.615271439566392,5,49.8,43.00000000000001,20,43.0,0,0.2,25044,0,0,0.0,0.0,False,0.021787025703794368,0,0.7850000000000001,36718,20,107,1.0,3807.6973628322494,False,0.5757588201312167,0,3.2150000000000007,29173,0,11,0.1,325.7679858352303,False,-0.1669965075697074,0,8.210000000000003,-38249.47222222222,127,0,0.0,4282.033318501829,True,-2.0253132169966577,0,0.3350000000000001,35725,287,317,1.0,22130.582903155555,False,-0.06275080721155016,13,6.000000000000001,21389,799,0,0.0,23662.601880213548,False,-0.3345692177932661,0.35000000000000003,148049,0.0,0.125,8,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,672,0.08542830997612327,61.747716281039175
