index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,35,0,0,0,10.000000000000002,20,10.0,26.485796632845474,12,26.166666666666668,29.925679777033114,38,24.94736842105263,45.12370846420436,3,52.0,46.99999999999999,20,47.0,0,1.1720000000000004,47958,2,18,1.0,496.74433939121855,False,0.10339838791676652,0,0.8660000000000001,47171,12,20,1.0,649.7159326569094,False,0.08713538799991885,38,4.180000000000001,41261.0,396,0,0.0,10488.375466606807,False,-0.2658891579456123,0,0.3440000000000001,63115,44,59,1.0,2930.9901586901547,False,0.019439850342469134,0,0.2,86669,0,4,0.0,180.49483385681745,False,0.010285148550566055,0,0.3350000000000001,76408,380,26,1.0,12544.974735341897,False,-0.03721077637907036,3,1.4180000000000001,111185,0,3,0.3,140.99999999999997,False,-0.008638895076854534,7,2.412000000000001,99748,147,0,0.0,6633.185144238041,False,-0.08162537249169959,0.5375,573515,0.0,0.0,17,0,0,8,9,8.666666666666668,23,31,30,202.0,99.0,14,21,30,1093,3.473274866992142,66.8044610269717
26,30,0,0,0,10.000000000000002,20,10.0,26.120159271596574,5,9.0,29.676169253041646,5,17.0,50.24785706955161,28,69.71428571428571,46.99999999999999,20,47.0,0,1.1720000000000002,47903,2,23,1.0,620.7636632467212,False,0.10355883246637275,0,0.8660000000000001,47071,12,30,1.0,903.6047781478973,False,0.08775212042102015,5,4.192000000000001,41161.0,396,0,0.0,10343.583071552242,False,-0.26861052998822205,0,0.3440000000000001,63070,39,69,1.0,3066.34189005214,False,0.01979780178102366,0,0.2,86669,0,4,0.0,200.99142827820643,False,0.010404486866401625,2,0.35500000000000004,78191,375,10,1.0,11631.042040586133,False,-0.021769516275873806,5,1.4650000000000003,111266,0,0,0.0,0.0,False,-0.008545333036310982,12,2.525000000000001,97555,175,0,0.0,8793.374987171532,False,-0.09154210297539975,0.5,572886,0.0,0.0,13,0,0,7,9,8.083333333333332,22,29,36,186.0,138.0,13,17,36,658,1.8671906699892133,68.67165169696091
27,36,0,0,0,10.000000000000002,20,10.0,26.110884642810362,18,26.0,29.15477080277137,10,17.0,50.24785706955161,0,,46.99999999999999,7,47.0,0,1.1720000000000004,47763,6,33,1.0,921.6591932127419,False,0.10379797195189577,0,0.8660000000000001,47479,8,22,1.0,654.439462141828,False,0.09423927604364751,10,4.287000000000002,40921.0,396,0,0.0,10339.910318552904,False,-0.2724280547557743,0,0.3440000000000001,62602,47,79,1.0,3530.438471631025,False,0.016073169834022877,0,0.2,86669,0,4,0.0,200.99142827820643,False,0.010404486866401625,0,0.35300000000000004,78021,375,20,1.0,11937.996192430297,False,-0.021961920720397484,0,1.4600000000000002,111266,0,0,0.0,0.0,False,-0.008545333036310982,7,2.5830000000000006,97454,175,0,0.0,8793.374987171532,False,-0.09244208069872344,0.5,572175,0.0,0.0,10,0,0,10,5,5.0,24,34,36,227.0,114.0,17,19,36,668,2.015172265993897,70.6868239629548
28,36,0,0,0,10.000000000000002,20,10.0,26.381852932904007,37,27.91891891891892,28.88322473868831,5,17.0,50.24785706955161,0,,46.99999999999999,7,47.0,0,1.1720000000000002,48175,5,25,1.0,709.5463233226002,False,0.11080073157227911,0,0.8660000000000001,47900,9,13,1.0,432.96408812775206,False,0.10134088773063882,5,4.327000000000002,40290.0,415,0,0.0,10948.468967155162,False,-0.2775855264711743,0,0.3440000000000001,62100,55,89,1.0,4021.60891305298,False,0.012025516685764358,0,0.2,86669,0,4,0.0,200.99142827820643,False,0.010404486866401625,0,0.35300000000000004,77936,370,30,1.0,12194.228865401223,False,-0.021459844046059218,0,1.4600000000000002,111266,0,0,0.0,0.0,False,-0.008545333036310982,7,2.646000000000001,97359,175,0,0.0,8793.374987171532,False,-0.09328859439887936,0.5,571695,0.0,0.0,13,0,0,13,4,4.0,20,33,47,219.0,124.0,17,19,47,1233,1.8442228460335173,72.53104680898832
29,47,0,0,0,10.000000000000002,20,10.0,26.31469009816748,22,25.636363636363637,28.273875947245788,10,16.0,50.24785706955161,0,,46.99999999999999,12,47.0,0,1.1720000000000004,48165,5,30,1.0,839.4407029450243,False,0.11205842091767977,4,0.9060000000000001,48182,9,10,1.0,353.1469009816748,False,0.10688213166908923,10,4.4220000000000015,39566.0,432,0,0.0,11367.94612240835,False,-0.28570343555219224,0,0.3440000000000001,62010,50,99,1.0,4114.848223685707,False,0.011340733268762797,0,0.2,86669,0,4,0.0,200.99142827820643,False,0.010404486866401625,0,0.35300000000000004,77776,370,40,1.0,12471.248383263006,False,-0.02171009139187311,0,1.4600000000000002,111266,0,0,0.0,0.0,False,-0.008545333036310982,12,2.7590000000000012,97121,175,0,0.0,8793.374987171532,False,-0.09540933398453319,0.5,570755,0.0,0.0,11,0,0,14,11,10.133333333333333,26,40,36,363.0,129.0,24,23,36,290,1.9437384749762714,74.4747852839646
30,36,0,0,0,10.000000000000002,20,10.0,26.422366328160884,15,28.0,28.383864887730343,8,31.0,48.395939163506384,10,26.0,46.99999999999999,11,47.0,0,1.1720000000000002,48465,7,25,1.0,730.5591582040221,False,0.11767904001240612,0,0.9020000000000001,48102,7,20,1.0,598.4473265632176,False,0.10785835480971424,8,4.492000000000002,39098.0,447,0,0.0,11810.797748687915,False,-0.28959574935130855,0,0.3440000000000001,62010,40,109,1.0,4150.735925889043,False,0.011623987165456835,0,0.2,86669,0,4,0.0,193.58375665402554,False,0.010361356820613609,0,0.35300000000000004,77788,368,40,1.0,12381.09984522502,False,-0.02209523123326063,0,1.4600000000000002,111181,0,5,0.5,234.99999999999997,False,-0.008255736244152373,11,2.8570000000000007,96750,180,0,0.0,8711.269049431148,False,-0.0990810022302021,0.5625,570063,0.0,0.0,11,0,0,14,5,5.0,18,32,31,233.0,115.0,17,19,31,880,2.0048165660118684,76.47960184997646
31,31,0,0,0,10.000000000000002,20,10.0,25.544803498995837,43,21.232558139534884,28.075356086764366,14,24.142857142857142,48.395939163506384,0,,47.0,5,47.0,8,1.2520000000000002,48977,9,10,1.0,345.4480349899584,False,0.12499082188868998,0,0.9020000000000001,48117,5,20,1.0,560.8960699799168,False,0.10777193423951019,10,4.584000000000001,38110.0,475,0,0.0,12133.781662023022,False,-0.30264264896033866,0,0.3440000000000001,62013,45,115,1.0,4378.1821074327145,False,0.01346652754923295,0,0.2,86669,0,4,0.0,193.58375665402554,False,0.010361356820613609,0,0.35300000000000004,77450,372,50,1.0,12863.829422451663,False,-0.02322051898987102,0,1.4600000000000002,111181,0,5,0.0,235.0,False,-0.008255736244152373,5,2.896000000000001,96697,180,0,0.0,8711.269049431148,False,-0.09955326776818384,0.5,569214,0.0,0.0,14,0,0,12,6,5.214285714285714,21,33,37,212.0,72.0,17,14,37,847,2.138395374000538,78.617997223977
32,37,0,0,0,10.000000000000002,20,10.0,25.259928692177425,20,22.0,27.594234995616617,46,25.782608695652176,48.5426360711323,5,52.0,47.0,14,47.0,0,1.244,48897,7,20,1.0,575.1985738435485,False,0.12578908390949148,0,0.9020000000000001,48437,7,10,1.0,322.59928692177425,False,0.11236923810251749,46,5.034000000000002,36364.0,490,0,0.0,12377.365059166937,False,-0.3282817009016169,0,0.3440000000000001,61963,40,125,1.0,4459.676522139174,False,0.013320466954010077,0,0.2,86669,0,4,0.0,194.1705442845292,False,0.010364773302695406,0,0.35300000000000004,76524,408,55,1.0,13928.292862123857,False,-0.027805831302553288,0,1.4600000000000002,110921,0,10,0.5,470.0,False,-0.009525506794386277,14,3.031000000000001,96391,180,0,0.0,8737.674492803813,False,-0.10216228784671949,0.5625,566166,0.0,0.0,11,0,0,15,10,10.0,20,35,31,218.0,89.0,16,21,31,900,1.979047996981535,80.59704522095853
33,31,0,0,0,10.000000000000002,20,10.0,25.583583734886254,30,28.0,29.28628732693563,60,34.85,49.47107336891165,5,70.0,46.99999999999999,7,47.0,0,1.2440000000000002,48807,6,30,1.0,827.5075120465876,False,0.1266166256042321,20,1.1020000000000003,48667,8,10,1.0,335.8358373488625,False,0.11778520723006775,37,5.358000000000001,34682.0,520,0,0.0,13303.463542140853,False,-0.34752353200412917,0,0.3440000000000001,63067,30,112,1.0,4047.571692663378,False,0.027495080369566813,0,0.2,86669,0,4,0.0,197.8842934756466,False,0.010386396044736911,0,0.35300000000000004,74783,458,60,1.0,16381.383997871217,False,-0.0337964972875354,0,1.4600000000000002,110921,0,10,0.0,469.99999999999994,False,-0.009525506794386277,7,3.0870000000000006,95941,185,0,0.0,9152.148573248654,False,-0.10432546859768925,0.5,563537,0.0,0.0,11,0,0,12,8,7.333333333333333,21,33,27,199.0,77.0,16,15,27,1654,1.8820632089627907,82.47910842992133
34,27,0,0,0,10.000000000000002,20,10.0,25.644276140471693,39,26.0,28.498266307811516,15,16.333333333333332,50.5131937256612,9,62.55555555555556,47.0,11,47.0,0,1.244,49413,3,14,1.0,389.0198659666037,False,0.1354691096839777,3,1.112,48809,11,10,1.0,366.4427614047169,False,0.12138573509813358,15,5.471000000000002,33238.0,559,0,0.0,14335.150362523676,False,-0.3621750117403299,0,0.3440000000000001,63067,20,122,1.0,3989.674012362439,False,0.027038106460736816,0,0.2,86669,0,4,0.0,202.0527749026448,False,0.01041066639633097,0,0.35300000000000004,75101,463,61,1.0,16276.002117782064,False,-0.030707053671677333,0,1.4600000000000004,110762,0,13,0.3,611.0,False,-0.010314101136110492,11,3.190000000000001,95346,191,0,0.0,9648.02000160129,False,-0.10741804410068487,0.5375,562405,0.0,0.0,14,0,0,12,7,6.230769230769231,21,33,26,220.0,76.0,15,12,26,1439,2.0001092230086215,84.47921765292995
35,26,0,0,0,10.0,20,10.0,25.678938716548018,26,26.0,27.907975749276144,11,16.0,50.86973552782356,2,69.0,47.0,8,47.0,0,1.2440000000000002,49333,1,24,1.0,626.2945291971524,False,0.13635348175967812,16,1.2690000000000001,48987,13,10,1.0,386.7893871654802,False,0.12569284473397746,11,5.566000000000002,32278.0,585,0,0.0,15022.17914918059,False,-0.3719065877189806,0,0.3440000000000001,63067,10,132,1.0,3940.642186069931,False,0.02665110882626351,0,0.2,86669,0,4,0.0,203.47894211129423,False,0.010418970038842517,0,0.35300000000000004,75063,464,69,1.0,16459.312499083957,False,-0.030082255233802476,0,1.4600000000000002,110762,0,13,0.0,611.0,False,-0.010314101136110492,8,3.2590000000000012,95089,193,0,0.0,9817.858956869946,False,-0.10895139693976408,0.5,561248,0.0,0.0,10,0,0,15,9,8.23076923076923,18,33,27,196.0,74.0,14,12,27,338,2.02433248097077,86.50355013390072
36,27,0,0,0,10.0,20,10.0,25.568121850453362,31,24.70967741935484,26.823617928267424,21,16.0,52.22321882644912,12,62.75,47.0,10,47.0,7,1.314,49825,2,10,1.0,275.6812185045336,False,0.14360229369526115,0,1.2530000000000001,48897,12,20,1.0,631.3624370090672,False,0.12643185283491348,16,5.715000000000002,31458.0,598,0,0.0,15289.736866571111,False,-0.3827389787796878,0,0.3440000000000001,62724,18,137,1.0,4135.061849480798,False,0.02277117120618163,0,0.2,86669,0,4,0.0,208.89287530579648,False,0.010450491844670132,0,0.35300000000000004,75480,475,67,1.0,16240.174177299117,False,-0.026502316262406796,0,1.4600000000000002,110603,0,16,0.3,752.0,False,-0.011102695477834707,10,3.3510000000000004,94321,202,0,0.0,10549.090202942722,False,-0.11253691154848419,0.5375,559977,0.0,0.0,13,0,0,14,10,9.153846153846153,14,28,28,188.0,103.0,12,15,28,1376,1.7218806250020862,88.2254307589028
37,28,0,0,0,10.0,20,10.0,25.235465710070805,5,9.0,26.54548334404307,5,15.0,52.22321882644912,0,,46.99999999999999,9,47.0,0,1.3070000000000002,49735,1,20,1.0,514.7093142014161,False,0.1442778424111495,0,1.2530000000000003,48832,13,25,1.0,760.8866427517702,False,0.12642640759403698,5,5.749,31348.0,598,0,0.0,15090.80849462234,False,-0.38604549010542916,0,0.3440000000000001,62679,13,147,1.0,4230.247105805252,False,0.022812097316494712,0,0.2,86669,0,4,0.0,208.89287530579648,False,0.010450491844670132,0,0.35300000000000004,75405,470,77,1.0,16497.565021336824,False,-0.025877049342442386,0,1.4600000000000002,110603,0,16,0.0,751.9999999999999,False,-0.011102695477834707,9,3.4310000000000005,94176,202,0,0.0,10549.090202942722,False,-0.11382895877503799,0.5,559447,0.0,0.0,8,0,0,6,5,5.0,24,30,39,214.0,116.0,13,15,39,245,1.699317053949926,89.92474781285273
38,39,0,0,0,10.0,20,10.0,24.54787406390798,44,21.045454545454547,26.097087650492618,8,15.375,52.408785025768786,1,70.0,46.99999999999999,20,47.0,8,1.387,50237,0,6,0.6,147.28724438344787,False,0.15156317659346116,0,1.2530000000000001,48880,18,19,1.0,646.4096072142515,False,0.12621494663661628,8,5.824000000000001,31147.0,598,0,0.0,14679.628690216972,False,-0.39246374299344133,0,0.3440000000000001,61753,47,157,1.0,5250.992842131016,False,0.016251186618028837,0,0.2,86669,0,4,0.0,209.63514010307514,False,0.010454813569001143,0,0.35300000000000004,75352,468,86,1.0,16720.59253264666,False,-0.02519567438721722,0,1.4600000000000002,110791,0,12,0.0,563.9999999999999,False,-0.010265092448206727,16,3.5820000000000007,93720,203,0,0.0,10638.983360231063,False,-0.11749172038212935,0.45,558549,0.0,0.0,15,0,0,18,11,10.5,17,35,35,255.0,121.0,18,21,35,968,2.249104358954355,92.17385217180708
39,35,0,0,0,10.0,20,10.0,24.988808189121606,36,27.944444444444443,26.553066960666765,4,47.0,53.77749958775253,27,58.148148148148145,47.0,20,47.0,0,1.3790000000000002,50147,0,15,0.9,374.8321228368241,False,0.15210730530381594,17,1.423,49402,19,10,1.0,439.8880818912161,False,0.13579949280014667,0,5.816000000000002,30644.0,616,0,0.0,15393.105844498908,False,-0.39477256275159117,0,0.3440000000000001,61438,55,163,1.0,5702.534364990372,False,0.0148426523306632,0,0.2,86669,0,4,0.0,215.10999835101012,False,0.010486690101722373,0,0.35300000000000004,76734,462,69,1.0,15978.16440738297,False,-0.013425378409666372,0,1.4600000000000002,110181,10,12,1.0,1101.7749958775253,False,-0.01330463356704155,10,3.6660000000000013,93048,210,0,0.0,11293.274913428031,False,-0.12056460274703483,0.6125,558263,0.0,0.0,19,0,0,13,6,6.0,19,32,39,232.0,137.0,15,20,39,2958,2.176165951008443,94.35001812281553
40,39,0,0,0,9.999999999999998,20,10.0,24.56776588891208,16,18.0,26.9514622159021,36,28.77777777777778,53.77749958775253,0,,47.0,20,47.0,1,1.3890000000000002,50293,2,10,1.0,265.6776588891208,False,0.15419988622867453,0,1.4060000000000001,49322,17,20,1.0,661.3553177782416,False,0.13650295632514187,36,6.176000000000002,30108.0,616,0,0.0,15133.743787569842,False,-0.40528071644722224,0,0.3440000000000001,61150,61,173,1.0,6161.2366825747,False,0.013916847010802863,0,0.2,86669,0,4,0.0,215.10999835101012,False,0.010486690101722373,0,0.35300000000000004,75698,488,79,1.0,17400.736028792675,False,-0.017206576757227365,0,1.4600000000000002,110557,0,14,1.0,658.0,False,-0.01193138783693473,12,3.776000000000001,92808,210,0,0.0,11293.274913428031,False,-0.12270316367374456,0.625,556605,0.0,0.0,13,0,0,6,9,8.0625,31,37,36,289.0,119.0,19,20,36,576,2.5055623429943807,96.85558046580991
41,36,0,0,0,9.999999999999998,20,10.0,24.854942480594186,32,27.0,27.477176976518162,27,31.0,53.77749958775253,0,,46.99999999999999,20,47.0,6,1.4480000000000002,50499,3,10,1.0,278.54942480594184,False,0.1590623432077404,0,1.4060000000000004,49648,16,14,1.0,507.9691947283186,False,0.14220935698606416,27,6.410000000000001,29082.0,648,0,0.0,16106.002727425033,False,-0.41380287986057374,0,0.3440000000000001,61150,51,183,1.0,6295.925453213127,False,0.014979916440773578,0,0.2,86669,0,4,0.0,215.10999835101012,False,0.010486690101722373,0,0.35300000000000004,74861,505,89,1.0,18662.171836451646,False,-0.019608669264685963,0,1.4600000000000002,111168,0,1,0.0,46.99999999999999,False,-0.009209177990643795,7,3.8340000000000005,92711,210,0,0.0,11293.274913428031,False,-0.12356749871495643,0.5,555788,0.0,0.0,15,0,0,13,5,4.375,22,35,27,272.0,87.0,17,19,27,1227,2.080075173988007,98.93565563979791
42,27,0,0,0,9.999999999999998,20,10.0,25.104093452353116,31,27.06451612903226,27.219142816505315,15,24.0,54.030284093949795,8,57.25,46.999999999999986,8,47.0,5,1.4920000000000004,50687,2,10,1.0,271.0409345235311,False,0.1632795547451707,2,1.4260000000000004,49942,17,10,1.0,421.0409345235311,False,0.14794388672804967,11,6.493000000000002,27959.0,679,0,0.0,17045.679454147765,False,-0.4241134078347901,0,0.3440000000000001,61334,41,189,1.0,6173.6858238659825,False,0.016919650064452296,0,0.2,86669,0,4,0.0,216.12113637579918,False,0.0104925772996867,0,0.35300000000000004,74959,510,91,1.0,18798.518688967142,False,-0.01767363006563457,0,1.4600000000000004,110850,0,7,0.6,328.9999999999999,False,-0.010786366674092225,8,3.907000000000001,92461,212,0,0.0,11454.420227917357,False,-0.12507720994467655,0.575,554861,0.0,0.0,11,0,0,7,9,7.410714285714286,22,29,22,152.0,88.0,12,15,22,842,1.6520403739996254,100.58769601379754
43,22,0,0,0,9.999999999999998,20,10.0,25.259174701411805,14,28.0,26.58246789236024,10,15.0,53.9325863444177,5,52.0,46.99999999999999,15,47.0,4,1.5270000000000001,50881,3,10,1.0,282.591747014118,False,0.1678522253543697,0,1.4240000000000002,49852,16,20,1.0,665.183494028236,False,0.14867796807008907,10,6.582000000000002,27307.0,693,0,0.0,17504.60806807838,False,-0.43078337410157713,0,0.3440000000000001,61334,31,199,1.0,6072.945526323453,False,0.016124528613896478,0,0.2,86669,0,4,0.0,215.7303453776708,False,0.010490301978304004,0,0.35300000000000004,75069,510,96,1.0,18734.58691416782,False,-0.016764946468350722,0,1.4600000000000002,110731,0,9,0.5,422.99999999999994,False,-0.011427934952105145,12,4.019000000000001,92229,212,0,0.0,11433.708305016553,False,-0.12723676406764728,0.5625,554072,0.0,0.0,12,0,0,10,8,7.285714285714286,17,27,20,143.0,48.0,11,11,20,601,1.885570143989753,102.4732661577873
44,20,0,0,0,9.999999999999998,20,10.0,25.43368992344539,16,28.0,26.312887165238514,5,17.0,54.26350370163381,4,62.0,46.99999999999999,16,47.0,0,1.5230000000000004,50791,2,20,1.0,528.6737984689078,False,0.16860850326705704,0,1.4240000000000002,50190,17,14,1.0,526.0716589282354,False,0.15482239990533359,5,6.622000000000001,27207.0,693,0,0.0,17625.547116947655,False,-0.43140738514461435,0,0.3440000000000001,60886,37,209,1.0,6440.439944702329,False,0.01195314799525116,0,0.2,86669,0,4,0.0,217.05401480653524,False,0.010498008843021033,0,0.35300000000000004,75232,505,102,1.0,18822.885396012098,False,-0.014352756322999994,0,1.4600000000000002,110966,0,4,0.0,187.99999999999997,False,-0.010380931165070172,11,4.117000000000001,91775,216,0,0.0,11720.916799552902,False,-0.13000259835351788,0.5,553716,0.0,0.0,13,0,0,7,6,6.0,21,28,21,113.0,81.0,8,12,21,1131,1.4773458350100555,103.95061199279735
45,21,0,0,0,10.0,20,10.0,25.07228302899684,24,21.666666666666668,25.647251669010334,10,15.0,55.05780258636721,5,69.0,46.99999999999999,20,47.0,0,1.5230000000000004,51171,1,11,1.0,285.7951133189652,False,0.17452671282609997,0,1.4240000000000002,50130,18,19,1.0,656.37337755094,False,0.15494029821638108,5,6.667000000000002,27097.0,693,0,0.0,17375.09213909481,False,-0.43512058486246974,0,0.3440000000000001,60441,51,214,1.0,6767.19829164705,False,0.007507603053300322,0,0.2,86669,0,4,0.0,220.23121034546884,False,0.010516507582709143,0,0.35300000000000004,75427,505,107,1.0,18843.04696959151,False,-0.011964652699290118,4,1.5000000000000002,111111,0,0,0.0,0.0,False,-0.009926486968144353,12,4.226000000000001,91184,221,0,0.0,12167.774371587153,False,-0.1332779043368806,0.5,553230,0.0,0.0,16,0,0,4,9,9.0,26,30,26,208.0,42.0,12,9,26,1328,1.5702142180525698,105.52082621084992
46,26,0,0,0,10.0,20,10.0,25.171746358354316,21,26.238095238095237,24.99388799269061,10,15.0,55.44012371497086,7,60.0,46.99999999999999,20,47.0,0,1.5230000000000004,51236,0,14,0.8,352.4044490169604,False,0.1767768139464964,0,1.4240000000000002,50416,21,13,1.0,537.2327026586061,False,0.1601230596106411,10,6.762000000000002,26313.0,713,0,0.0,17947.455153506628,False,-0.4429789329467977,0,0.3440000000000001,60414,42,224,1.0,6655.844257413578,False,0.0062024993086993024,0,0.2,86669,0,4,0.0,221.76049485988344,False,0.010525411610111609,0,0.35300000000000004,75697,505,110,1.0,18720.327044955553,False,-0.009535102677374691,11,1.606,110745,0,3,0.3,140.99999999999997,False,-0.012559590109155715,9,4.304,90773,225,0,0.0,12474.027835868443,False,-0.13557572806474294,0.5125,552263,0.0,0.0,17,0,0,10,11,11.0,25,35,32,308.0,39.0,18,8,32,1171,3.0825696130050346,108.60339582385495
47,32,0,0,0,10.0,20,10.0,25.69000964536324,51,27.941176470588236,24.664414477985268,5,15.0,55.44012371497086,0,,46.99999999999999,20,47.0,0,1.5230000000000004,51227,0,20,0.9,513.8001929072648,False,0.17841791060572756,35,1.774,50576,22,10,1.0,476.9000964536324,False,0.1630948304659484,5,6.802000000000002,25253.0,747,0,0.0,19190.43720508634,False,-0.4499010465430682,0,0.3440000000000001,59939,49,234,1.0,7030.283460471351,False,0.0016597220198531714,0,0.2,86669,0,4,0.0,221.76049485988344,False,0.010525411610111609,0,0.35300000000000004,75622,500,120,1.0,18985.02208478914,False,-0.008867308183956245,8,1.6750000000000003,110764,0,0,0.0,0.0,False,-0.01301848964134551,9,4.385000000000001,90625,225,0,0.0,12474.027835868443,False,-0.1368945073028806,0.4875,550675,0.0,0.0,13,0,0,9,11,9.7875,29,38,34,247.0,92.0,18,14,34,328,1.8730436039622873,110.47643942781724
48,34,0,0,0,10.0,20,10.0,25.269701081720473,30,21.833333333333332,25.70630631562959,45,28.866666666666667,55.74117907080273,2,68.0,46.99999999999999,20,47.0,1,1.5330000000000004,51628,0,7,0.7,176.8879075720433,False,0.18374062015120565,0,1.739,50608,25,11,1.0,527.9667118989253,False,0.16441171361096535,41,7.207000000000002,24327.0,747,0,0.0,18876.466708045195,False,-0.46699658472868405,0,0.3440000000000001,59472,69,240,1.0,7913.122890389814,False,0.0012559226695750166,0,0.2,86669,0,4,0.0,222.96471628321092,False,0.010532423006912275,0,0.35300000000000004,74459,535,128,1.0,20887.744799924578,False,-0.011331776049626334,12,1.7870000000000001,110520,0,0,0.0,0.0,False,-0.015192693250167075,8,4.456000000000001,90361,227,0,0.0,12653.24764907222,False,-0.13844843996849082,0.4625,548044,0.0,0.0,11,0,0,5,14,13.2,30,35,32,247.0,78.0,18,16,32,1134,1.7403750499943271,112.21681447781157
49,32,0,0,0,10.0,20,10.0,25.463532148818956,28,27.178571428571427,26.26097870342374,36,28.77777777777778,55.63587747224048,3,53.0,46.99999999999999,20,47.0,5,1.582,51708,2,10,1.0,274.63532148818956,False,0.18669041774231726,5,1.7890000000000001,50866,23,10,1.0,484.63532148818956,False,0.16982118292348414,36,7.526000000000001,23478.0,759,0,0.0,19326.82090095359,False,-0.47684398411219125,0,0.3440000000000001,59024,75,250,1.0,8475.009587017355,False,-0.001381161604623959,0,0.2,86669,0,4,0.0,222.54350988896192,False,0.010529970596493535,0,0.35300000000000004,73582,561,135,1.0,22243.252511373183,False,-0.013651937029128062,10,1.8750000000000002,110184,0,3,0.3,140.99999999999997,False,-0.01755847627533972,10,4.548000000000001,90179,227,0,0.0,12629.344186198588,False,-0.14017667994565125,0.5375,545690,0.0,0.0,10,0,0,9,14,12.676136363636363,26,35,33,178.0,93.0,16,16,33,359,2.039373419014737,114.2561878968263
50,33,0,0,0,10.0,20,10.0,25.645936878673904,29,27.20689655172414,27.54116550168033,32,34.71875,56.033304548446814,2,70.0,47.0,20,47.0,3,1.6070000000000002,51903,0,10,1.0,256.45936878673905,False,0.19094576860064028,6,1.844,51062,25,10,1.0,506.45936878673905,False,0.17455720397338856,11,7.600000000000001,22473.0,785,0,0.0,20132.060449759014,False,-0.48635289862697906,0,0.3440000000000001,59888,68,239,1.0,8326.262262651424,False,0.01108353930331513,0,0.2,86669,0,4,0.0,224.13321819378726,False,0.010539226432261493,0,0.35300000000000004,72611,583,143,1.0,24069.262037907527,False,-0.014327273988614261,9,1.9550000000000003,110173,0,0,0.0,0.0,False,-0.018284695923368233,8,4.618000000000002,89913,229,0,0.0,12831.62674159432,False,-0.14164568170374553,0.5,544692,0.0,0.0,12,0,0,9,14,12.708333333333332,22,31,26,220.0,113.0,15,18,26,1592,1.7466723539982922,116.0028602508246
51,26,0,0,0,10.000000000000002,20,10.0,25.645936878673904,0,,26.570461646523288,17,15.705882352941176,56.33056487142548,2,66.0,47.0,20,47.0,0,1.604,51783,2,20,1.0,532.9187375734781,False,0.19136302888110826,0,1.838,50982,23,20,1.0,742.9187375734781,False,0.17543224538869598,17,7.759000000000001,21945.0,785,0,0.0,20132.060449759014,False,-0.49468767897078875,0,0.3440000000000001,59888,58,249,1.0,8103.509288947385,False,0.009325398103737935,0,0.2,86669,0,4,0.0,225.32225948570192,False,0.010546149445046884,0,0.35300000000000004,72476,590,151,1.0,24182.487667033987,False,-0.015240069012098999,10,2.0460000000000003,110000,0,0,0.0,0.0,False,-0.019826241924704835,10,4.710000000000001,89607,231,0,0.0,13012.360485299287,False,-0.1435671174635808,0.5,543350,0.0,0.0,9,0,0,6,14,14.0,24,30,25,212.0,102.0,12,14,25,332,1.964482222974766,117.96734247379936
