index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,40,0,0,0,10.000000000000002,20,10.0,7.382989939563944,11,1.5454545454545454,15.481144410970371,24,24.75,41.728363794483364,10,56.0,46.999999999999986,0,,11,1.1470000000000002,16280,266,0,0.0,2660.0000000000005,False,-0.15173410404624277,0,1.5230000000000004,16425,274,0,0.0,2740.0000000000005,False,-0.1428227360308285,0,0.2,37199,1,56,1.0,874.3270769539047,False,0.12139215596439289,9,3.0890000000000013,21516,54,0,0.0,398.681456736453,False,-0.35297834669065525,0,0.506,43746,8,40,1.0,1792.9837070670974,False,0.05757822073186642,0,0.2,41659,64,163,1.0,7792.516540802892,False,0.07920160784614445,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,57610,19,50,1.0,3142.838912095183,False,-0.02482501555418554,0.5,295123,0.0,0.0,16,0,0,19,5,5.0,24,43,37,289.0,147.0,20,20,37,1330,1.8903766599833034,51.03246121300617
27,37,0,0,0,10.000000000000002,20,10.0,7.458220053732724,11,8.0,16.218093361106988,35,19.485714285714284,41.728363794483364,0,,46.999999999999986,0,,1,1.1460000000000004,16164,276,0,0.0,2760.0000000000005,False,-0.15491329479768787,10,1.6230000000000004,16200,284,0,0.0,2840.0000000000005,False,-0.151252408477842,0,0.2,37301,2,61,1.0,1004.2201351349917,False,0.1263664283286901,30,3.380000000000001,20727,54,0,0.0,402.7438829015671,False,-0.3764265555851623,0,0.506,43542,5,50,1.0,2167.5086565297033,False,0.05718170966229638,0,0.2,41181,82,173,1.0,8548.890592056396,False,0.07683704387444802,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,57610,9,60,1.0,3195.5552741503493,False,-0.024390692771632375,0.5,293413,0.0,0.0,13,0,0,17,8,8.0,27,44,37,292.0,92.0,21,16,37,390,1.6495294669875875,52.68199067999376
28,37,0,0,0,10.000000000000002,20,10.0,7.232528633140784,10,5.4,16.29704829338127,5,19.0,37.840091959795956,35,24.857142857142858,46.999999999999986,0,,5,1.1950000000000003,15944,289,0,0.0,2890.0000000000005,False,-0.1623795761078998,5,1.6630000000000003,16080,291,0,0.0,2910.0000000000005,False,-0.15534682080924855,0,0.2,37247,2,71,1.0,1171.5554860963516,False,0.12725039458459486,5,3.400000000000001,20667,54,0,0.0,390.55654618960233,False,-0.37839585623339483,0,0.506,44412,0,20,0.5,756.8018391959191,False,0.06108217851790865,0,0.2,41086,77,183,1.0,8179.609547233018,False,0.07021237500276012,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56740,34,70,1.0,4576.563126633062,False,-0.027348379196603444,0.4375,292864,0.0,0.0,15,0,0,21,4,4.0,19,40,42,212.0,147.0,17,20,42,1070,1.8828335329890251,54.564824212982785
29,42,0,0,0,10.000000000000002,20,10.0,7.334018110434673,5,9.0,16.005823508831007,30,14.466666666666667,37.840091959795956,0,,46.999999999999986,0,,0,1.1900000000000004,15864,297,0,0.0,2970.0000000000005,False,-0.1643063583815029,5,1.7080000000000004,15910,303,0,0.0,3030.0000000000005,False,-0.16064547206165702,0,0.2,37202,0,78,0.7,1248.4542336888185,False,0.1270552147322688,30,3.6950000000000007,19750,54,0,0.0,396.03697796347234,False,-0.4056367770400532,0,0.506,44404,0,24,0.4,908.1622070351029,False,0.06268551841934877,0,0.2,40660,93,193,1.0,8791.679334561903,False,0.0673704081133553,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56740,24,80,1.0,4668.162207035102,False,-0.026593707099961273,0.38749999999999996,291218,0.0,0.0,11,0,0,27,7,7.0,23,50,32,327.0,85.0,24,18,32,200,3.50607573002344,58.070899943006225
30,32,0,0,0,10.000000000000002,20,10.0,7.134743664167834,12,5.833333333333333,15.77326208019938,20,13.8,37.9735307455453,9,40.0,46.999999999999986,9,47.0,7,1.2600000000000002,15624,309,0,0.0,3090.0000000000005,False,-0.17297687861271677,5,1.7530000000000001,15780,311,0,0.0,3110.0000000000005,False,-0.16498073217726397,0,0.2,37353,0,82,0.9,1293.4074905763491,False,0.13222405533901965,15,3.815000000000001,19248,57,0,0.0,406.6803888575665,False,-0.42043560591058987,0,0.506,44657,0,27,0.8,1025.285330129723,False,0.07006639498400608,0,0.2,40491,95,199,1.0,9055.192515982455,False,0.06648811375891288,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56803,23,81,1.0,4680.391207147541,False,-0.025454857573593337,0.46249999999999997,290644,0.0,0.0,20,0,0,18,6,6.0,19,37,30,227.0,89.0,14,18,30,1183,1.9409112200373784,60.0118111630436
31,30,0,0,0,10.000000000000002,20,10.0,7.101423863971483,7,6.714285714285714,15.333916432605603,15,10.333333333333334,39.321866960248876,10,57.0,46.99999999999998,3,47.0,2,1.2730000000000004,15508,317,0,0.0,3170.0000000000005,False,-0.1766377649325626,5,1.7980000000000005,15610,323,0,0.0,3230.0000000000005,False,-0.17027938342967244,0,0.2,37306,0,89,0.7,1364.7185625018988,False,0.1318860402017446,15,3.950000000000001,18920,57,0,0.0,404.78116024637455,False,-0.4302368577521248,0,0.506,44936,0,23,0.1,904.4029400857241,False,0.07524404126890133,0,0.2,40627,99,204,1.0,9539.718586718725,False,0.07544914463563349,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,56374,23,88,1.0,5040.402940085723,False,-0.029557713715349612,0.35,289969,0.0,0.0,15,0,0,19,4,4.0,21,40,31,238.0,86.0,16,14,31,911,2.5640993760316633,62.57591053907527
32,31,0,0,0,10.000000000000002,20,10.0,7.1878748357403355,6,8.333333333333334,14.79921633885566,28,11.607142857142858,39.44027313051666,9,41.111111111111114,46.99999999999998,10,47.0,1,1.2810000000000004,15384,328,0,0.0,3280.0000000000005,False,-0.17996146435452795,5,1.8430000000000004,15470,332,0,0.0,3320.0000000000005,False,-0.17485549132947978,0,0.2,37526,0,85,0.6,1257.933388802731,False,0.1368502084024005,18,4.115000000000001,18258,57,0,0.0,409.7088656371991,False,-0.44988813441336634,0,0.506,45016,0,19,0.0,749.3651894798165,False,0.07530281897896107,0,0.2,40592,117,209,1.0,9974.525395924093,False,0.07977027143850202,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56474,22,88,1.0,5003.686008871365,False,-0.028212447198199327,0.325,289408,0.0,0.0,19,0,0,25,6,6.0,15,40,29,256.0,133.0,20,11,29,1310,2.076564689981751,64.65247522905702
33,29,0,0,0,10.000000000000002,20,10.0,7.422361117607359,7,10.0,15.502220304751589,11,26.727272727272727,39.44027313051666,0,,46.99999999999998,9,47.0,0,1.2800000000000002,15234,343,0,0.0,3430.0000000000005,False,-0.1835741811175337,7,1.9080000000000004,15347,337,0,0.0,3370.0000000000005,False,-0.17957610789980732,0,0.2,37676,0,85,0.5,1317.6887259038851,False,0.1422097718536424,6,4.157000000000001,18136,59,0,0.0,437.91930593883416,False,-0.4531029243498773,0,0.506,44826,0,24,0.5,946.5665551323998,False,0.07313757409187441,0,0.2,40488,113,219,1.0,10389.170710020077,False,0.08221797960319427,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56897,12,89,1.0,4656.283277566198,False,-0.02410457357660332,0.375,289292,0.0,0.0,17,0,0,16,4,4.0,23,39,31,208.0,76.0,17,12,31,813,2.177024106029421,66.82949933508644
34,31,0,0,0,10.000000000000002,20,10.0,7.060218878342381,6,2.5,16.921963409597804,19,29.473684210526315,37.79381628035622,12,21.0,46.99999999999998,0,,6,1.34,14990,357,0,0.0,3570.0000000000005,False,-0.19195568400770713,0,1.9010000000000005,15287,343,0,0.0,3430.0000000000005,False,-0.18102119460500962,0,0.2,38041,0,81,0.6,1370.6790361774222,False,0.15387460574723524,9,4.241000000000001,18037,59,0,0.0,416.5529138222005,False,-0.45637100122426855,0,0.506,44888,0,17,0.5,642.4948767660557,False,0.07100462992473767,0,0.2,40118,117,229,1.0,10634.653647124516,False,0.0763604383483905,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,56645,14,99,1.0,5182.113427924985,False,-0.02392471800088171,0.3875,288694,0.0,0.0,16,0,0,16,3,3.0,27,43,31,310.0,108.0,20,11,31,832,1.733300437044818,68.56279977213126
35,31,0,0,0,10.0,20,10.0,7.0391308594730715,14,6.928571428571429,18.1042738874141,10,38.0,39.802446246080066,15,56.0,46.999999999999986,14,47.0,4,1.374,14816,368,0,0.0,3680.0,False,-0.1976878612716763,10,2.001000000000001,15072,352,0,0.0,3520.0,False,-0.18921001926782274,0,0.2,38324,4,81,1.0,1494.6027083184342,False,0.16415295137832117,0,4.232000000000001,18037,59,0,0.0,415.3087207089112,False,-0.45638953696578105,0,0.506,45168,0,12,0.0,477.6293549529608,False,0.07568498714764718,0,0.2,40298,117,229,1.0,11232.960235179784,False,0.08771155400336136,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,56463,19,95,1.0,5221.246478675521,False,-0.026601251658684457,0.375,288866,0.0,0.0,23,0,0,18,3,3.0,24,42,31,253.0,128.0,19,12,31,2078,1.916115618951153,70.47891539108241
36,31,0,0,0,10.0,20,10.0,6.733188273420409,11,4.545454545454546,18.864676378271536,37,22.16216216216216,38.915981019736996,42,36.333333333333336,46.999999999999986,10,47.0,6,1.4300000000000004,14608,378,0,0.0,3780.0,False,-0.20529865125240848,5,2.041000000000001,14917,362,0,0.0,3620.0,False,-0.19426782273603083,0,0.2,38844,5,76,1.0,1467.3813461157388,False,0.17924112606691706,22,4.452000000000002,17450,59,0,0.0,397.25810813180414,False,-0.47414846987468257,0,0.506,45173,0,9,0.8,350.24382917763296,False,0.07429455876501509,0,0.2,40999,136,208,1.0,10660.120039550224,False,0.09753292949339315,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,55407,51,95,1.0,6449.715032006586,False,-0.033880544489795474,0.475,288086,0.0,0.0,22,0,0,15,6,6.0,24,39,25,272.0,132.0,17,14,25,2766,2.0080201950040646,72.48693558608647
37,25,0,0,0,10.0,20,10.0,6.667083730837842,2,4.0,18.268848130253257,7,3.142857142857143,39.03069478366768,1,56.0,46.999999999999986,9,47.0,2,1.4440000000000004,14478,388,0,0.0,3880.0,False,-0.20915221579961465,0,2.0360000000000005,14817,372,0,0.0,3720.0,False,-0.19667630057803467,0,0.2,38836,0,83,0.7,1516.3143948110203,False,0.1797317560754875,7,4.500000000000001,17241,59,0,0.0,393.35794011943267,False,-0.4804338546552734,0,0.506,45209,0,13,0.5,507.3990321876798,False,0.07700889595598026,0,0.2,40997,128,218,1.0,10847.10402351197,False,0.09970036984165608,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,55774,42,96,1.0,6151.28918091404,False,-0.030291909595685788,0.4,288040,0.0,0.0,20,0,0,10,3,3.0,29,39,24,240.0,66.0,18,7,24,679,1.5310698529938236,74.0180054390803
38,24,0,0,0,10.0,20,10.0,6.750904465887328,13,7.230769230769231,17.61589817525349,9,5.555555555555555,40.8728141312885,15,57.333333333333336,46.999999999999986,11,47.0,3,1.4720000000000002,14328,398,0,0.0,3980.0,False,-0.21396917148362235,10,2.136,14592,382,0,0.0,3820.0,False,-0.20510597302504818,0,0.2,38768,3,91,1.0,1623.2994473457297,False,0.1792994971596707,7,4.5630000000000015,17034,59,0,0.0,398.3033634873523,False,-0.48652786837066697,0,0.506,45465,0,15,0.7,613.0922119693275,False,0.0843254549887393,0,0.2,41551,120,218,1.0,11024.181261651313,False,0.11492207502192867,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,55431,47,95,1.0,6386.022264170559,False,-0.0340098350236409,0.4625,287857,0.0,0.0,22,0,0,13,6,6.0,20,33,25,146.0,71.0,11,13,25,1603,1.5780706170480698,75.59607605612837
39,25,0,0,0,10.0,20,10.0,8.302748700614465,36,11.694444444444445,17.105304101643753,5,1.0,40.8728141312885,0,,46.999999999999986,3,47.0,31,1.7790000000000004,13865,411,0,0.0,4110.0,False,-0.23314065510597304,5,2.1760000000000006,14467,389,0,0.0,3890.0,False,-0.2094412331406551,0,0.2,38722,4,101,1.0,1760.846709068477,False,0.1799780512047624,5,4.606000000000002,16509,84,0,0.0,697.4308908516151,False,-0.4977142171078658,0,0.506,45465,0,15,0.0,613.0922119693275,False,0.0843254549887393,0,0.2,41546,115,228,1.0,11286.111593622809,False,0.11790618300036484,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,55572,37,102,1.0,6306.294122857673,False,-0.03234334528360082,0.375,286834,0.0,0.0,12,0,0,12,5,5.0,22,34,23,191.0,50.0,13,12,23,341,1.5094096109969541,77.10548566712532
40,23,0,0,0,9.999999999999998,20,10.0,8.334965277380391,5,9.0,16.838555975358503,12,13.583333333333334,41.611294070502474,13,49.23076923076923,46.999999999999986,11,47.0,0,1.7480000000000004,13735,424,0,0.0,4239.999999999999,False,-0.23627167630057805,5,2.221000000000001,14347,396,0,0.0,3959.999999999999,False,-0.21353564547206166,0,0.2,38835,0,103,0.9,1734.3712654619258,False,0.1829505283573972,5,4.651000000000002,16359,84,0,0.0,700.1370832999528,False,-0.5021432411164419,0,0.506,45497,0,14,0.2,582.5581169870346,False,0.08472185772987571,0,0.2,41991,115,228,1.0,11423.808985240792,False,0.13007923084953077,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,55449,40,101,1.0,6411.451762820097,False,-0.0335037259192913,0.3875,286901,0.0,0.0,23,0,0,8,2,2.0,25,33,30,150.0,74.0,10,13,30,1515,1.4048231869819574,78.51030885410728
41,30,0,0,0,9.999999999999998,20,10.0,8.235869796994942,7,6.857142857142857,15.595784726991175,44,11.568181818181818,41.8551408714311,2,58.0,46.999999999999986,0,,2,1.7680000000000005,13645,430,0,0.0,4299.999999999999,False,-0.23916184971098267,5,2.266000000000001,14152,410,0,0.0,4099.999999999999,False,-0.2195568400770713,0,0.2,38787,0,110,0.7,1715.5363199690291,False,0.18123974018188774,44,5.086000000000001,14793,84,0,0.0,691.8130629475752,False,-0.5489271637127171,0,0.506,45613,0,12,0.0,502.26169045717313,False,0.08651878246064125,0,0.2,41482,149,238,1.0,12285.295451722286,False,0.12822533227189287,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,55333,32,111,1.0,6556.3645078857935,False,-0.03422122571277851,0.3375,284493,0.0,0.0,10,0,0,18,6,6.0,18,36,35,191.0,89.0,14,16,35,316,1.5362917069578543,80.04660056106513
42,35,0,0,0,9.999999999999998,20,10.0,8.221710902455778,6,8.0,16.812049486376768,12,33.833333333333336,41.75993097206309,27,41.333333333333336,46.999999999999986,0,,1,1.7760000000000005,13499,443,0,0.0,4429.999999999999,False,-0.2430635838150289,5,2.311000000000001,14032,417,0,0.0,4169.999999999999,False,-0.22365125240847783,0,0.2,39119,0,106,0.6,1782.0772455559375,False,0.1921231935754117,2,5.062000000000001,14757,84,0,0.0,690.6237158062853,False,-0.5500175240479368,6,0.5660000000000001,45557,0,10,1.0,417.5993097206309,False,0.08418932187198708,0,0.2,41978,141,239,1.0,12351.122479902202,False,0.14075526485243772,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,54217,49,121,1.0,7733.23661763109,False,-0.042914277800956614,0.45,283847,0.0,0.0,17,0,0,15,4,3.4615384615384617,25,40,35,254.0,119.0,18,17,35,1202,2.144067814981099,82.19066837604623
43,35,0,0,0,9.999999999999998,20,10.0,8.228690403777314,6,8.333333333333334,19.351216519233446,82,24.36585365853659,40.972546834964156,5,20.0,46.999999999999986,11,47.0,1,1.7850000000000006,13395,452,0,0.0,4519.999999999999,False,-0.24590558766859344,5,2.3560000000000008,13872,428,0,0.0,4279.999999999999,False,-0.22870905587668594,0,0.2,39449,0,102,0.6,1973.8240849618114,False,0.20481234856328312,72,5.780000000000001,11909,84,0,0.0,691.2099939172944,False,-0.6348666647709121,0,0.56,45272,5,15,1.0,711.3442851206296,False,0.08091708856629198,0,0.2,40365,198,249,1.0,14033.705032714297,False,0.12247352687285953,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,54634,44,120,1.0,7442.792060738421,False,-0.038436000026871746,0.45,279584,0.0,0.0,22,0,0,24,7,7.0,21,45,36,287.0,100.0,22,13,36,1197,2.062047446030192,84.25271582207642
44,36,0,0,0,9.999999999999998,20,10.0,7.387132515639738,25,4.48,19.692130524581795,6,32.166666666666664,39.832262925401345,25,34.16,46.999999999999986,0,,15,1.9340000000000004,12977,461,0,0.0,4609.999999999999,False,-0.2638728323699422,10,2.451000000000001,13637,439,0,0.0,4389.999999999999,False,-0.2373795761078998,0,0.2,39527,15,107,1.0,2217.8649538648483,False,0.21077207785389498,1,5.718000000000002,11881,84,0,0.0,620.5191313137381,False,-0.6367540800412113,0,0.56,45353,1,10,1.0,418.01475977859525,False,0.07936149388537143,0,0.2,40945,188,249,1.0,13620.354007046311,False,0.131317563809418,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,53780,59,130,1.0,8460.103512598678,False,-0.044126487010622516,0.5,278788,0.0,0.0,15,0,0,15,7,7.0,22,37,48,294.0,170.0,17,19,48,1244,1.640909128007479,85.8936249500839
45,48,0,0,0,10.0,20,10.0,7.215925939552906,10,5.5,19.193179113668503,17,13.235294117647058,40.95172094799787,10,56.0,46.999999999999986,0,,5,1.9690000000000003,12772,473,0,0.0,4730.0,False,-0.27085741811175335,5,2.491000000000001,13507,447,0,0.0,4470.0,False,-0.24171483622350676,0,0.2,39662,15,112,1.0,2257.874949824166,False,0.21539054510792216,12,5.8370000000000015,11473,84,0,0.0,606.1377789224441,False,-0.6491249362534646,0,0.56,45711,1,10,1.0,428.7103885936472,False,0.08796918398315233,0,0.2,40922,185,259,1.0,14157.23386156012,False,0.13713202242916847,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,53220,59,140,1.0,8996.151535931873,False,-0.04893758621200342,0.5,277955,0.0,0.0,12,0,0,32,7,7.0,20,52,50,417.0,146.0,30,18,50,950,3.1903716750093736,89.08399662509328
46,50,0,0,0,10.0,20,10.0,7.077821227057883,9,5.555555555555555,19.136930406246687,1,8.0,41.40504679669362,15,45.333333333333336,46.999999999999986,0,,4,2.0040000000000004,12608,482,0,0.0,4820.0,False,-0.27658959537572253,5,2.5360000000000005,13347,458,0,0.0,4580.0,False,-0.24677263969171484,0,0.2,39612,14,122,1.0,2433.795006740906,False,0.21652158701419627,1,5.835000000000001,11450,84,0,0.0,594.5369830728622,False,-0.6499830614523441,0,0.56,46001,0,6,0.1,248.4302807801617,False,0.09270385531105085,0,0.2,41304,176,259,1.0,14092.006871843063,False,0.14540896986452986,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,52540,64,150,1.0,9699.92299498839,False,-0.05434416198434296,0.3875,277550,0.0,0.0,14,0,0,31,4,4.0,16,47,39,349.0,132.0,26,24,39,880,2.1213470229995437,91.20534364809282
47,39,0,0,0,10.0,20,10.0,6.837761803256253,10,4.5,18.86161246068977,5,9.0,41.40504679669362,0,,46.99999999999999,10,47.0,5,2.0500000000000007,12408,493,0,0.0,4930.0,False,-0.28357418111753374,5,2.581000000000001,13202,467,0,0.0,4670.0,False,-0.25158959537572256,0,0.2,39567,14,132,1.0,2585.461510056637,False,0.2174402823141742,5,5.884000000000002,11340,84,0,0.0,574.3719914735252,False,-0.6535609917246659,0,0.56,46001,0,6,0.0,248.4302807801617,False,0.09270385531105085,0,0.2,41259,171,269,1.0,14363.293319088534,False,0.14755630293623304,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,53010,54,150,1.0,9285.872527021455,False,-0.05001093686543098,0.375,277475,0.0,0.0,18,0,0,26,3,3.0,16,42,38,293.0,140.0,19,20,38,670,1.8491420219652355,93.05448567005806
48,38,0,0,0,10.0,20,10.0,6.719063035007446,9,5.444444444444445,18.623329913467238,12,15.333333333333334,41.943669581597625,5,56.0,46.99999999999999,11,47.0,4,2.0850000000000004,12246,502,0,0.0,5020.0,False,-0.28921001926782275,5,2.626000000000001,13042,478,0,0.0,4780.0,False,-0.2566473988439306,0,0.2,39658,13,132,1.0,2545.627368032772,False,0.21955824098731858,2,5.899000000000001,11322,84,0,0.0,564.4012949406255,False,-0.6542458540173317,0,0.56,46211,0,6,0.5,251.66201748958576,False,0.0977170238023498,0,0.2,41145,168,279,1.0,14831.003238728234,False,0.15039566046063016,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,53247,49,149,1.0,9058.239809498282,False,-0.047981151055412286,0.4375,277559,0.0,0.0,21,0,0,21,3,3.0,21,42,32,275.0,81.0,19,19,32,1137,2.0988515600329265,95.15333723009098
49,32,0,0,0,10.0,20,10.0,6.719063035007446,0,,18.623329913467238,0,,43.38224135138584,12,58.0,46.99999999999999,0,,0,2.081000000000001,12176,509,0,0.0,5090.0,False,-0.29089595375722543,0,2.621000000000001,12912,491,0,0.0,4910.0,False,-0.25977842003853563,0,0.2,39658,3,142,1.0,2664.67003681737,False,0.22133171498744678,0,5.897000000000002,11322,84,0,0.0,564.4012949406255,False,-0.6542458540173317,6,0.6200000000000001,46637,0,0,0.0,0.0,False,0.10482801099213494,0,0.2,41145,158,289,1.0,15479.95387687833,False,0.15808246324360756,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,52551,51,159,1.0,9685.494308920677,False,-0.05428178298081434,0.375,277089,0.0,0.0,10,0,0,22,1,0.5,17,39,30,191.0,48.0,16,16,30,200,2.253701064037159,97.40703829412814
50,30,0,0,0,10.0,20,10.0,6.725097277843912,13,6.769230769230769,17.83692184427557,26,13.0,43.38224135138584,0,,46.99999999999999,0,,3,2.1110000000000007,12012,520,0,0.0,5200.0,False,-0.29614643545279384,10,2.721000000000001,12697,500,0,0.0,5000.0,False,-0.26796724470134875,0,0.2,39570,6,152,1.0,2751.56270399695,False,0.22000421166791245,26,6.157000000000002,10614,84,0,0.0,564.9081713388887,False,-0.6753335890093128,0,0.6140000000000001,46637,0,0,0.0,0.0,False,0.10482801099213494,0,0.2,40807,174,299,1.0,16074.914564968314,False,0.15712255478262485,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,52551,41,169,1.0,9721.671895406818,False,-0.05398372087227442,0.375,275576,0.0,0.0,14,0,0,15,6,6.0,20,35,33,170.0,69.0,12,18,33,200,1.7184730489971116,99.12551134312525
51,33,0,0,0,10.000000000000002,20,10.0,6.512890212520025,11,4.636363636363637,18.448733486690283,17,24.470588235294116,43.16788122274377,5,38.0,46.999999999999986,8,47.0,6,2.1680000000000006,11760,534,0,0.0,5340.000000000001,False,-0.30491329479768786,5,2.761000000000001,12587,506,0,0.0,5060.000000000001,False,-0.2718208092485549,0,0.2,39899,7,152,1.0,2849.7977214645634,False,0.2312704505313236,7,6.201000000000002,10419,84,0,0.0,547.0827778516821,False,-0.6814092905987176,0,0.6140000000000001,46447,0,5,0.5,215.83940611371887,False,0.10288353319096137,0,0.2,40771,176,304,1.0,16370.012985371597,False,0.15976514954718554,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.5060000000000001,52737,36,171,1.0,9591.043724018773,False,-0.051995091912579304,0.4375,275308,0.0,0.0,18,0,0,19,5,5.0,15,34,35,220.0,93.0,15,18,35,1146,1.816905504965689,100.94241684809094
52,35,0,0,0,10.000000000000002,20,10.0,6.579811531963154,6,7.666666666666667,19.53114379325113,14,32.357142857142854,41.70596355754429,30,36.2,46.999999999999986,0,,1,2.172,11642,544,0,0.0,5440.000000000001,False,-0.3081888246628131,5,2.806000000000001,12437,516,0,0.0,5160.000000000001,False,-0.27663776493256265,0,0.2,40233,3,152,1.0,2988.473291170061,False,0.24328814270857005,4,6.234000000000003,10364,84,0,0.0,552.704168684905,False,-0.6829643023555673,22,0.8340000000000001,46293,0,5,0.5,208.52981778772144,False,0.09914869963266046,0,0.2,40568,175,311,1.0,16388.50483021522,False,0.15517512591461213,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,51651,56,181,1.0,10842.533959222477,False,-0.059579043968968515,0.4375,273876,0.0,0.0,15,0,0,21,5,4.814814814814815,17,38,42,279.0,97.0,18,17,42,640,1.7032078919583,102.64562474004924
53,42,0,0,0,10.000000000000002,20,10.0,6.479730465848504,9,5.444444444444445,18.782692061199757,36,15.416666666666666,42.3153641274028,5,58.0,46.999999999999986,0,,4,2.2110000000000007,11440,557,0,0.0,5570.000000000001,False,-0.31478805394990367,5,2.851000000000001,12317,523,0,0.0,5230.000000000001,False,-0.28073217726396915,0,0.2,40374,2,157,1.0,2961.842114540059,False,0.24709257664233455,31,6.540000000000002,9336,84,0,0.0,544.2973591312743,False,-0.7137194243619082,0,0.812,45846,14,15,1.0,897.6881507678387,False,0.09672235561887418,0,0.2,40750,177,316,1.0,16696.191559091643,False,0.16313123707822003,0,0.2,60688,0,0,0.0,0.0,False,0.0,0,0.506,51361,51,191,1.0,11135.083570497542,False,-0.06194730778327225,0.5,272112,0.0,0.0,12,0,0,27,6,6.0,19,46,45,353.0,126.0,23,19,45,680,2.1154325649840757,104.76105730503332
