index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,14,0,0,0,10.000000000000002,20,10.0,6.098692021792485,30,2.0,16.641795746851525,22,14.772727272727273,29.758536729396393,10,36.0,44.00000000000001,20,44.0,30,2.6060000000000008,33594,257,0,0.0,2570.0000000000005,False,-0.16927070928404706,0,2.3780000000000006,34891,263,0,0.0,2630.0000000000005,False,-0.13766493593102463,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,22,3.3090000000000006,51067,483,0,0.0,2945.6682465257704,False,-0.1640174051161073,3,0.5990000000000001,79288,0,4,0.4,119.03414691758557,False,0.03201515325883501,5,7.054000000000002,45628.0,272,0,0.0,4526.568443143615,False,-0.3771130736210519,1,0.47100000000000003,104886,33,10,1.0,1422.031712070081,False,0.018764865666220036,0,0.31700000000000006,91833,439,16,1.0,13767.997624205016,False,-0.04761124906318731,0.3,504855,0.0,0.0,17,0,0,11,7,6.1,19,30,10,144.0,48.0,8,6,10,992,2.5564718769746833,109.84518879884854
26,10,0,0,0,10.000000000000002,20,10.0,6.098692021792485,0,,16.350063354876788,24,14.75,29.758536729396393,0,,44.00000000000001,20,44.0,0,2.576000000000001,33474,269,0,0.0,2690.0000000000005,False,-0.17069975706187776,0,2.3780000000000006,34811,271,0,0.0,2710.0000000000005,False,-0.13861763444957842,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,24,3.5270000000000015,50425,483,0,0.0,2945.6682465257704,False,-0.17423252731569996,0,0.5960000000000001,79228,0,8,0.4,238.06829383517115,False,0.03200887218632249,0,7.049000000000001,45334.0,292,0,0.0,4774.218499624022,False,-0.3793264150845146,0,0.4700000000000001,105194,23,13,1.0,1256.4463447761173,False,0.020937590904064118,0,0.31700000000000006,92405,429,13,1.0,13338.412256911053,False,-0.04416503175572566,0.3,504539,0.0,0.0,22,0,0,13,3,3.0,16,29,9,108.0,27.0,6,4,9,1080,2.336226929037366,112.1814157278859
27,9,0,0,0,10.000000000000002,20,10.0,6.141138546254187,2,10.0,16.260100768355723,10,15.0,30.000994781623476,13,36.0,44.00000000000001,20,44.0,0,2.5760000000000005,33414,275,0,0.0,2750.0000000000005,False,-0.1714142809507931,2,2.3980000000000006,34645,285,0,0.0,2850.0000000000005,False,-0.14090411089410756,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,10,3.6030000000000015,50185,485,0,0.0,2978.4521949332807,False,-0.17779044524142945,0,0.5960000000000001,79168,0,12,0.4,360.0119373794817,False,0.032021511961732224,13,7.179000000000002,45153.0,298,0,0.0,4845.510028970006,False,-0.3812169313726166,0,0.4700000000000001,105678,13,12,1.0,918.0129321611053,False,0.023974515359863304,0,0.31700000000000006,92333,432,14,1.0,13576.429745661342,False,-0.04371150703478308,0.3,504244,0.0,0.0,22,0,0,9,4,4.0,14,23,9,104.0,20.0,7,2,9,1080,1.9038002430461347,114.08521597093204
28,9,0,0,0,10.000000000000002,20,10.0,6.141138546254187,0,,15.901380217489535,36,14.555555555555555,30.528786157171346,36,34.94444444444444,44.0,20,44.0,0,2.5760000000000005,33334,283,0,0.0,2830.0000000000005,False,-0.17236697946934693,0,2.3960000000000004,34525,297,0,0.0,2970.0000000000005,False,-0.14233315867193827,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,36,3.9530000000000016,48981,485,0,0.0,2978.4521949332807,False,-0.19694777721698953,0,0.5960000000000001,79658,0,6,0.4,183.1727169430281,False,0.03724457454506037,26,7.426000000000001,43979.0,330,0,0.0,5247.455471771546,False,-0.39387238592350005,0,0.4700000000000001,105480,13,14,1.0,1012.8742200432275,False,0.022521872322980824,0,0.31700000000000006,92153,448,12,1.0,14204.896198412764,False,-0.04241646954032362,0.3,501778,0.0,0.0,22,0,0,13,5,5.0,14,27,13,108.0,39.0,6,3,13,1630,2.3141661699628457,116.39938214089489
29,13,0,0,0,10.000000000000002,20,10.0,6.553192333280089,25,9.28,15.715531655371839,33,14.848484848484848,30.139424732370397,37,26.945945945945947,43.99999999999999,20,44.0,0,2.576000000000001,33234,293,0,0.0,2930.0000000000005,False,-0.17355785261753917,25,2.646000000000001,33926,307,0,0.0,3070.0000000000005,False,-0.1554089458390892,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,33,4.247000000000002,47762,510,0,0.0,3342.1280899728454,False,-0.21345048299092378,4,0.6360000000000001,79941,0,5,0.5,150.69712366185198,False,0.04071415552676587,27,7.670000000000003,42408.0,358,0,0.0,5626.160332623118,False,-0.4118424659065167,0,0.47000000000000003,105117,24,16,1.0,1427.3461935768894,False,0.021019112962494216,0,0.31700000000000006,92399,454,10,1.0,14123.298828496161,False,-0.04043675554501524,0.3125,498455,0.0,0.0,24,0,0,5,11,10.8,24,29,20,121.0,45.0,8,5,20,1345,2.4306377400062047,118.83001988090109
30,20,0,0,0,10.000000000000002,20,10.0,6.775044606235752,9,11.0,15.698916559101049,4,15.0,30.82235256649403,24,39.541666666666664,43.99999999999999,20,44.0,0,2.576000000000001,33134,303,0,0.0,3030.0000000000005,False,-0.17474872576573144,9,2.7110000000000007,33718,317,0,0.0,3170.0000000000005,False,-0.15917210498737674,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,4.254000000000002,47587,519,0,0.0,3516.248150636355,False,-0.214849731489973,0,0.6320000000000001,80146,0,4,0.4,123.28941026597612,False,0.043202204629360204,19,7.833000000000001,42275.0,358,0,0.0,5620.212128158176,False,-0.41361098166013205,0,0.4700000000000001,105116,19,20,1.0,1465.6246987633863,False,0.02119411443466307,4,0.35700000000000004,92116,463,10,1.0,14710.749238286735,False,-0.040333282337597205,0.3,497760,0.0,0.0,18,0,0,12,5,5.0,22,34,18,220.0,66.0,13,7,18,1169,3.318996264017187,122.14901614491828
31,18,0,0,0,10.000000000000002,20,10.0,6.622687679494103,6,2.5,15.745379203095725,44,15.909090909090908,28.96182436410742,45,16.666666666666668,43.99999999999999,20,44.0,5,2.626000000000001,32928,312,0,0.0,3120.0000000000005,False,-0.17858333730291048,1,2.7120000000000006,33595,328,0,0.0,3280.0000000000005,False,-0.16079169246891822,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,44,4.690000000000001,46032,525,0,0.0,3476.911031734404,False,-0.23990492114518838,8,0.7120000000000002,79910,0,4,0.4,115.84729745642969,False,0.040084328079601196,33,8.144000000000002,40099.0,398,0,0.0,6266.660922832099,False,-0.43770867958515136,0,0.4700000000000001,105031,41,20,1.0,2067.4347989284042,False,0.02327709450337868,0,0.35300000000000004,92331,466,10,1.0,13936.21015367406,False,-0.04199528154944397,0.3,493594,0.0,0.0,24,0,0,11,12,11.333333333333332,21,32,14,210.0,46.0,13,5,14,1080,2.962410598003771,125.11142674292205
32,14,0,0,0,10.000000000000002,20,10.0,6.231693713409396,14,2.0,15.729098424427775,4,15.0,27.868425442749764,31,17.0,43.99999999999999,20,44.0,14,2.761000000000001,32534,322,0,0.0,3220.0000000000005,False,-0.1867765445624732,0,2.7110000000000007,33495,338,0,0.0,3380.0000000000005,False,-0.16198256561711047,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,4.686000000000002,45928,539,0,0.0,3358.8829115276644,False,-0.24249870392432807,0,0.7040000000000002,79850,0,8,0.4,222.9474035419981,False,0.04000043833430013,31,8.421000000000001,38655.0,398,0,0.0,6260.1811729222545,False,-0.4565318707377009,0,0.4700000000000001,105267,43,20,1.0,2078.3422940382397,False,0.02560655990255009,0,0.35300000000000004,92448,475,10,1.0,13677.502085306138,False,-0.0421144691597551,0.3,491845,0.0,0.0,20,0,0,3,6,6.0,27,30,20,129.0,48.0,8,6,20,1080,2.898055265948642,128.0094820088707
33,20,0,0,0,10.000000000000002,20,10.0,6.128415336799932,3,1.0,15.685457495951164,28,15.428571428571429,27.87466414208875,87,27.896551724137932,43.99999999999999,20,44.0,3,2.7770000000000006,32398,329,0,0.0,3290.0000000000005,False,-0.18918210832182156,0,2.7110000000000007,33365,351,0,0.0,3510.0000000000005,False,-0.1635307007097604,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,28,4.9620000000000015,45121,542,0,0.0,3321.6011125455634,False,-0.2556358109045191,0,0.7040000000000002,79790,0,12,0.4,334.495969705065,False,0.039945477523249034,87,9.260000000000002,32376.0,422,0,0.0,6619.2630632913915,False,-0.5358630760912819,0,0.4700000000000001,105663,33,21,1.0,1843.8639166889286,False,0.028295951436966574,1,0.36300000000000004,90453,552,10,1.0,15826.81460643299,False,-0.050993639261987335,0.3,482834,0.0,0.0,21,0,0,4,10,9.5,27,31,20,200.0,57.0,11,9,20,992,3.22553021798376,131.23501222685445
34,20,0,0,0,10.000000000000002,20,10.0,6.073474761069536,7,5.0,15.709310235258135,28,15.857142857142858,27.032971783647724,34,18.294117647058822,43.99999999999999,20,44.0,7,2.8440000000000003,32142,342,0,0.0,3420.0000000000005,False,-0.19373124374791598,0,2.7110000000000007,33295,358,0,0.0,3580.0000000000005,False,-0.164364311913495,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,28,5.214000000000001,44458,549,0,0.0,3334.3376438271753,False,-0.26608374455967426,0,0.7040000000000002,79730,0,16,0.4,432.5275485383636,False,0.03980261392541149,34,9.513000000000002,30349.0,446,0,0.0,7006.352364925128,False,-0.5597094896019749,0,0.4700000000000001,105877,46,17,1.0,1991.5167020477952,False,0.03107280468320815,0,0.36200000000000004,90497,553,14,1.0,15565.233396357191,False,-0.051830966134965135,0.3,480016,0.0,0.0,21,0,0,9,8,8.0,23,32,15,183.0,28.0,11,9,15,1080,2.8710926600033417,134.1061048868578
35,15,0,0,0,10.0,20,10.0,6.554464483271247,14,11.0,15.55383830474043,13,13.384615384615385,27.058491622566574,19,27.526315789473685,43.999999999999986,20,44.0,0,2.837000000000001,32022,354,0,0.0,3540.0,False,-0.19516029152574668,14,2.851000000000001,33047,366,0,0.0,3660.0,False,-0.16931834420997474,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,13,5.316000000000002,43962,563,0,0.0,3690.1635040817123,False,-0.2711449568476188,0,0.7040000000000002,80021,0,11,0.4,297.6434078482323,False,0.042710268500430686,10,9.579000000000002,29933.0,455,0,0.0,7076.996428656896,False,-0.5646606896661492,0,0.4700000000000001,105990,47,16,1.0,1975.7491062606289,False,0.03208693081783578,0,0.36200000000000004,90741,551,15,1.0,15569.228884034183,False,-0.04945766177191864,0.3,479384,0.0,0.0,23,0,0,2,6,6.0,28,30,9,162.0,16.0,9,6,9,1431,2.272177615959663,136.37828250281746
36,9,0,0,0,10.0,20,10.0,6.554464483271247,0,,15.379956630542885,9,12.0,27.353314157956262,27,30.962962962962962,43.99999999999999,20,44.0,0,2.837000000000001,31932,363,0,0.0,3630.0,False,-0.1962320773591197,0,2.837000000000001,32937,377,0,0.0,3770.0,False,-0.17062830467298623,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,9,5.393000000000002,43764,563,0,0.0,3690.1635040817123,False,-0.27429541509609134,0,0.7040000000000002,80561,0,1,0.0,27.353314157956262,False,0.047975920935917814,17,9.739000000000003,29216.0,464,0,0.0,7136.2998765718985,False,-0.573600526255938,0,0.4700000000000001,105682,64,14,1.0,2366.612106109201,False,0.031000907392569426,0,0.3620000000000001,91093,541,17,1.0,15546.142959454339,False,-0.04617304557821205,0.25,478853,0.0,0.0,24,0,0,1,4,4.0,25,26,11,90.0,27.0,5,4,11,1620,2.171705282002222,138.54998778481968
37,11,0,0,0,10.0,20,10.0,7.010494768561251,14,11.214285714285714,15.266788118001367,14,13.928571428571429,27.171873427857186,43,25.813953488372093,43.99999999999999,20,44.0,9,2.9270000000000005,31702,377,0,0.0,3770.0,False,-0.20004287143333493,5,2.8870000000000005,32802,383,0,0.0,3830.0,False,-0.17312913828418997,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,14,5.524000000000002,43240,577,0,0.0,4045.0554814598418,False,-0.27980957642677695,9,0.794,80669,0,0,0.0,0.0,False,0.04920271570897172,33,10.052000000000003,27411.0,478,0,0.0,7297.524720404654,False,-0.596028374994117,0,0.47000000000000003,105470,81,10,1.0,2640.921747656432,False,0.030278826012312462,0,0.3620000000000001,91075,547,21,1.0,15787.01476503788,False,-0.045184778079352575,0.25,476037,0.0,0.0,21,0,0,2,13,12.8,26,28,12,126.0,27.0,7,4,12,1080,2.440000684990082,140.98998846980976
38,12,0,0,0,10.0,20,10.0,7.010494768561251,0,,15.072602258794563,19,13.421052631578947,27.04029580113731,5,18.4,43.99999999999999,20,44.0,0,2.918000000000001,31612,386,0,0.0,3860.0,False,-0.20111465726670796,0,2.8820000000000006,32692,394,0,0.0,3940.0,False,-0.17443909874720145,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,19,5.700000000000002,42765,577,0,0.0,4045.0554814598418,False,-0.2873674939420519,0,0.7850000000000001,80609,0,4,0.4,108.16118320454925,False,0.04912572629090185,5,10.069,27083.0,493,0,0.0,7430.792913585719,False,-0.5994277702469518,1,0.4800000000000001,105810,76,10,1.0,2495.062480886436,False,0.03285543202681298,0,0.36200000000000004,91471,537,22,1.0,15488.638845210737,False,-0.04280361765710865,0.3,475710,0.0,0.0,19,0,0,3,5,4.333333333333333,24,27,13,111.0,15.0,7,5,13,948,2.5395121840410866,143.52950065385085
39,13,0,0,0,10.0,20,10.0,7.010494768561251,0,,14.987816447078762,18,14.222222222222221,27.264249993635364,22,30.318181818181817,43.999999999999986,20,44.0,0,2.918000000000001,31552,392,0,0.0,3920.0,False,-0.20182918115562332,0,2.8820000000000006,32552,408,0,0.0,4080.0,False,-0.1761063211546706,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,18,5.8610000000000015,42267,577,0,0.0,4045.0554814598418,False,-0.2952913737791191,0,0.7850000000000001,80549,0,8,0.4,218.1139999490829,False,0.0490603881067364,22,10.284000000000002,26405.0,507,0,0.0,7598.822938668933,False,-0.6071532987886681,0,0.47900000000000004,106142,72,10,1.0,2403.025999541746,False,0.035614488864381504,0,0.36200000000000004,91352,543,22,1.0,15772.487746544002,False,-0.042582450186470076,0.3,474487,0.0,0.0,18,0,0,4,6,6.0,22,26,11,111.0,18.0,7,6,11,1080,1.8029312639846466,145.3324319178355
40,11,0,0,0,9.999999999999998,20,10.0,7.010494768561251,0,,14.955291780004583,16,14.625,28.25760807029406,82,31.768292682926823,43.99999999999998,20,44.0,0,2.918000000000001,31452,402,0,0.0,4019.999999999999,False,-0.20302005430381556,0,2.882000000000001,32452,418,0,0.0,4179.999999999999,False,-0.17729719430286286,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,16,6.003000000000001,41843,577,0,0.0,4045.0554814598418,False,-0.30203780962433296,0,0.7850000000000001,80489,0,12,0.4,339.09129684352877,False,0.049066743599897995,82,11.082000000000003,22950.0,519,0,0.0,7761.796433822378,False,-0.651030119697849,0,0.4790000000000001,106354,72,11,1.0,2518.547781061172,False,0.03821705216040779,0,0.3620000000000001,89415,605,21,1.0,18019.852882527906,False,-0.05042906609362134,0.3,468623,0.0,0.0,17,0,0,1,7,7.0,24,25,13,90.0,18.0,5,6,13,1080,2.1591804439667612,147.49161236180225
41,13,0,0,0,9.999999999999998,20,10.0,7.010494768561251,0,,14.926454293505326,5,14.0,29.15159408623498,65,33.753846153846155,43.99999999999998,20,44.0,0,2.918,31362,411,0,0.0,4109.999999999999,False,-0.2040918401371886,0,2.8820000000000006,32342,429,0,0.0,4289.999999999999,False,-0.17860715476587433,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,5,6.037000000000002,41743,577,0,0.0,4045.0554814598418,False,-0.30362895015386454,0,0.7850000000000001,80754,0,7,0.0,204.06115860364486,False,0.051635285738649686,60,11.600000000000001,21161.0,524,0,0.0,7821.462049796791,False,-0.6739103214512603,0,0.47900000000000004,106790,65,10,1.0,2334.8536156052733,False,0.04153732497011767,0,0.3620000000000001,87665,657,22,1.0,20120.59731465638,False,-0.057178842112760045,0.25,465485,0.0,0.0,25,0,0,3,4,4.0,24,27,18,126.0,32.0,7,6,18,1345,2.3384782790089957,149.83009064081125
42,18,0,0,0,9.999999999999998,20,10.0,7.010494768561251,0,,14.931077765174473,10,15.0,28.598381865675663,20,18.65,43.999999999999986,20,44.0,0,2.918000000000001,31242,423,0,0.0,4229.999999999999,False,-0.2055208879150193,0,2.882000000000001,32262,437,0,0.0,4369.999999999999,False,-0.17955985328442814,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,10,6.1320000000000014,41523,577,0,0.0,4045.0554814598418,False,-0.307129459318834,0,0.7850000000000001,80694,0,11,0.4,314.5822005224323,False,0.051573642799224946,20,11.740000000000002,20408.0,530,0,0.0,7913.47121554247,False,-0.683105694043503,1,0.4890000000000001,107222,55,10,1.0,2012.9110026121612,False,0.04415211960508311,0,0.36200000000000004,87688,667,23,1.0,20087.12070440567,False,-0.057118431364538653,0.3,464707,0.0,0.0,20,0,0,9,5,4.5,22,31,19,150.0,40.0,10,8,19,992,2.9633012160193175,152.79339185683057
43,19,0,0,0,9.999999999999998,20,10.0,7.010494768561251,0,,14.886314835717016,14,14.428571428571429,28.647926440165524,14,29.857142857142858,43.999999999999986,20,44.0,0,2.918000000000001,31132,434,0,0.0,4339.999999999999,False,-0.20683084837803078,0,2.8820000000000006,32172,446,0,0.0,4459.999999999999,False,-0.18063163911780117,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,14,6.262000000000002,41185,577,0,0.0,4045.0554814598418,False,-0.3125075143086507,0,0.7850000000000001,80959,0,6,0.0,171.88755864099315,False,0.0540923416398369,9,11.810000000000002,19972.0,544,0,0.0,8098.155270630057,False,-0.6875754020847095,0,0.4880000000000001,107397,50,10,1.0,1872.396322008276,False,0.045162641926872034,0,0.36200000000000004,87975,666,23,1.0,20091.519009150237,False,-0.054328334189643016,0.25,464460,0.0,0.0,21,0,0,4,3,3.0,29,33,14,195.0,33.0,12,7,14,1345,2.6099838309455663,155.40337568777613
44,14,0,0,0,9.999999999999998,20,10.0,7.010494768561251,0,,14.854203602313042,10,14.4,28.968886000351315,24,33.25,43.999999999999986,20,44.0,0,2.918000000000001,31012,446,0,0.0,4459.999999999999,False,-0.2082598961558615,0,2.882000000000001,32092,454,0,0.0,4539.999999999999,False,-0.18158433763635498,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,10,6.348000000000002,40959,577,0,0.0,4045.0554814598418,False,-0.31610349190539205,4,0.8250000000000002,81277,0,4,0.4,115.87554400140526,False,0.05786408152330338,14,11.941000000000003,19454.0,550,0,0.0,8169.811981272173,False,-0.6938466562100242,2,0.5080000000000001,107543,45,10,1.0,1743.5998700158088,False,0.04594990868490627,0,0.3620000000000001,87804,675,25,1.0,20653.998050237136,False,-0.05326477998380575,0.3,463809,0.0,0.0,18,0,0,7,7,6.8,23,30,12,147.0,30.0,9,5,12,1267,4.644891200994607,160.04826688877074
45,12,0,0,0,10.0,20,10.0,6.896403517983641,3,2.0,14.859362628181461,5,15.0,28.570443954994886,27,24.0,43.99999999999999,20,44.0,3,2.948000000000001,30849,456,0,0.0,4560.0,False,-0.21095126947077597,0,2.8820000000000006,31992,464,0,0.0,4640.0,False,-0.18277521078454723,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,5,6.388000000000002,40858,580,0,0.0,3999.9140404305117,False,-0.31806967572213507,1,0.8310000000000002,81424,0,5,0.5,142.85221977497443,False,0.05995143602069928,22,12.147,18683.0,550,0,0.0,8172.649445499804,False,-0.7038560372141885,1,0.5160000000000001,107548,49,10,1.0,1839.9517537947495,False,0.046462932474987166,0,0.3620000000000001,87979,678,26,1.0,20514.76100148653,False,-0.05224809457855838,0.3125,463001,0.0,0.0,16,0,0,6,6,4.7,24,30,13,162.0,24.0,9,3,13,992,2.770453509001527,162.81872039777227
46,13,0,0,0,10.0,20,10.0,6.896403517983641,0,,14.859362628181461,0,,27.518951680402292,34,18.147058823529413,43.99999999999999,20,44.0,0,2.9450000000000007,30729,468,0,0.0,4680.0,False,-0.21238031724860668,0,2.8820000000000006,31912,472,0,0.0,4720.0,False,-0.18372790930310104,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,6.383000000000002,40858,580,0,0.0,3999.9140404305117,False,-0.31806967572213507,0,0.8300000000000001,81424,0,5,0.0,137.59475840201145,False,0.059917246042205365,34,12.465,17162.0,550,0,0.0,8172.649445499804,False,-0.7236385723961463,0,0.5150000000000001,107852,47,10,1.0,1733.3907289789076,False,0.04888179065034397,0,0.36200000000000004,87938,694,26,1.0,20242.15246619919,False,-0.053958667144873296,0.25,461543,0.0,0.0,20,0,0,3,3,3.0,25,28,15,129.0,30.0,8,5,15,1080,2.328118388017174,165.14683878578944
47,15,0,0,0,10.0,20,10.0,6.9223588117637815,1,10.0,14.859362628181461,0,,26.94391431950458,28,20.714285714285715,43.999999999999986,20,44.0,0,2.9450000000000007,30639,477,0,0.0,4770.0,False,-0.2134521030819797,1,2.892000000000001,31789,483,0,0.0,4830.0,False,-0.1853474967846425,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,6.383000000000001,40848,581,0,0.0,4021.890469634757,False,-0.3180539518390819,0,0.8300000000000001,81555,0,0,0.0,0.0,False,0.06072627006216996,23,12.661000000000001,16309.0,550,0,0.0,8172.649445499804,False,-0.7347329198716294,0,0.5150000000000001,108007,52,10,1.0,1841.0835446142378,False,0.05089667128764631,0,0.36200000000000004,88083,697,26,1.0,19923.90828069469,False,-0.05409491239583084,0.25,460898,0.0,0.0,22,0,0,2,5,5.0,27,29,17,144.0,51.0,8,7,17,1211,2.6676365140010603,167.8144752997905
48,17,0,0,0,10.0,20,10.0,6.9223588117637815,0,,15.000764856224865,23,15.782608695652174,26.701155510469864,79,25.78481012658228,43.99999999999999,20,44.0,0,2.9450000000000007,30539,487,0,0.0,4870.0,False,-0.21464297623017195,0,2.891000000000001,31689,493,0,0.0,4930.0,False,-0.18653836993283476,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,23,6.613000000000001,40303,581,0,0.0,4021.890469634757,False,-0.326725667725029,5,0.8800000000000001,81540,0,5,0.5,133.50577755234931,False,0.061399382056241354,74,13.378000000000004,10425.0,568,0,0.0,8520.434438335724,False,-0.809000114205865,0,0.5150000000000001,108151,46,15,1.0,1888.2531534816135,False,0.052513473707606256,0,0.3620000000000001,86782,762,21,1.0,21270.280498978038,False,-0.06015185187464766,0.3125,453097,0.0,0.0,22,0,0,4,10,10.0,26,30,13,134.0,62.0,8,9,13,1080,2.694921746966429,170.50939704675693
49,13,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.929387904523752,5,13.0,26.21446708478041,43,22.372093023255815,43.99999999999999,20,44.0,0,2.9450000000000007,30439,497,0,0.0,4970.0,False,-0.21583384937836422,0,2.891000000000001,31589,503,0,0.0,5030.0,False,-0.187729243081027,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,5,6.6400000000000015,40198,581,0,0.0,4021.890469634757,False,-0.3283963652810371,0,0.8750000000000002,81805,0,0,0.0,0.0,False,0.06397783731758708,38,13.684000000000003,8486.0,573,0,0.0,8554.53926929211,False,-0.8339974815357014,0,0.5150000000000001,108154,53,14,1.0,2005.3667554933618,False,0.053107353237242715,0,0.3620000000000001,86697,778,22,1.0,21362.855391959158,False,-0.06052533770713944,0.25,451036,0.0,0.0,22,0,0,4,5,5.0,26,30,18,126.0,48.0,7,6,18,1345,2.3985405449639075,172.90793759172084
50,18,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.93409052362208,9,15.0,25.479862924708918,31,17.322580645161292,43.99999999999999,20,44.0,0,2.9450000000000007,30339,507,0,0.0,5070.0,False,-0.21702472252655647,0,2.891000000000001,31489,513,0,0.0,5130.0,False,-0.18892011622921925,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,9,6.725000000000002,39999,581,0,0.0,4021.890469634757,False,-0.3315627349348049,5,0.925,81625,0,4,0.4,101.91945169883567,False,0.06229950479735476,26,13.906000000000004,7338.0,578,0,0.0,8631.904322653563,False,-0.8484255630241294,0,0.5150000000000001,108241,56,17,1.0,2174.8723237836994,False,0.05476436693833065,0,0.36200000000000004,86953,786,19,1.0,20863.17225882121,False,-0.060465923190960134,0.3,449652,0.0,0.0,19,0,0,3,7,7.0,27,30,19,170.0,84.0,10,8,19,1080,2.220816606946755,175.1287541986676
51,19,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.93409052362208,0,,24.928270864172777,24,17.166666666666668,43.99999999999999,20,44.0,0,2.9450000000000007,30229,518,0,0.0,5180.000000000001,False,-0.21833468298956796,0,2.891000000000001,31399,522,0,0.0,5220.000000000001,False,-0.18999190206259228,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,6.716000000000003,39999,581,0,0.0,4021.890469634757,False,-0.3315627349348049,0,0.9200000000000002,81625,0,4,0.0,99.71308345669111,False,0.06228515648789557,24,14.120000000000003,6318.0,578,0,0.0,8631.904322653563,False,-0.8616919574262312,0,0.5150000000000001,108401,70,14,1.0,2360.9789604920943,False,0.05720574113616764,0,0.36200000000000004,87261,776,22,1.0,20312.338190598075,False,-0.060151573579872726,0.25,448900,0.0,0.0,21,0,0,6,5,5.0,25,31,17,183.0,69.0,11,8,17,1080,2.535605501034297,177.6643596997019
