index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,10,0,0,0,10.000000000000002,20,10.0,4.2922153633701114,8,1.0,27.841740680105243,4,17.0,70.29375971105655,10,73.0,58.00000000000001,20,58.0,8,1.7200000000000002,38309,281,0,0.0,2810.0000000000005,False,-0.12427783902976847,0,1.4150000000000003,39802,239,0,0.0,2390.0000000000005,False,-0.09598676957001102,0,0.2,72128,0,121,0.8,3368.8506222927344,False,0.05609261877105194,4,1.6260000000000006,66599,98,0,0.0,420.6371056102709,False,-0.04410635619519917,0,0.29000000000000004,99797,31,98,1.0,7751.882412766805,False,0.048949675786749657,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,2.2140000000000004,127548,68,0,0.0,4779.975660351845,False,-0.0560193838663854,13,1.734,133055,0,7,0.7,406.00000000000006,False,-0.031899977478950084,0.3125,676661,0.0,0.0,12,0,0,5,10,10.0,20,25,10,118.0,16.0,8,2,10,930,1.092783035011962,50.79386778315529
26,10,0,0,0,10.000000000000002,20,10.0,4.194961726020782,12,3.5,27.841740680105243,0,,69.98565250361051,4,65.0,58.0,20,58.0,2,1.7320000000000002,38185,289,0,0.0,2890.0000000000005,False,-0.1261300992282249,10,1.5150000000000001,39444,251,0,0.0,2510.0000000000005,False,-0.10255788313120176,0,0.2,72086,2,131,1.0,3655.6579525458287,False,0.057543481031776325,0,1.622,66599,98,0,0.0,411.10624915003666,False,-0.04417453893757487,0,0.29000000000000004,100057,21,104,1.0,7863.184414657703,False,0.05214339259704409,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,2.3270000000000004,127002,72,0,0.0,5038.9669802599565,False,-0.05904522742533563,1,1.731,133450,0,0,0.0,0.0,False,-0.03050512535506978,0.25,676246,0.0,0.0,11,0,0,6,8,7.333333333333333,21,27,16,90.0,13.0,9,1,16,750,3.2300442160340026,54.023911999189295
27,16,0,0,0,10.000000000000002,20,10.0,4.182514100614171,6,4.0,26.6342848717876,13,17.0,71.51208623080808,7,85.0,58.0,20,58.0,6,1.7900000000000003,37969,298,0,0.0,2980.0000000000005,False,-0.1299007717750827,0,1.5050000000000001,39334,262,0,0.0,2620.0000000000005,False,-0.10377067254685778,0,0.2,72130,0,135,0.8,3595.628457691326,False,0.0577435790769424,9,1.7120000000000002,66378,98,0,0.0,409.88638186018875,False,-0.0473452871440209,0,0.29000000000000004,100431,24,107,1.0,8291.016063619367,False,0.058091850374965226,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,2.4050000000000007,126373,77,0,0.0,5506.430639772222,False,-0.06191679329391347,11,1.8400000000000003,133057,0,2,0.2,116.0,False,-0.03293885171704843,0.25,675095,0.0,0.0,11,0,0,11,12,12.0,16,27,15,153.0,32.0,11,5,15,863,1.438278246030677,55.46219024521997
28,15,0,0,0,10.000000000000002,20,10.0,4.116509269114187,5,3.0,26.196578706176933,5,17.0,69.44772262919405,11,57.81818181818182,58.0,20,58.0,2,1.8040000000000003,37847,306,0,0.0,3060.0000000000005,False,-0.13170893054024255,3,1.5350000000000001,39144,274,0,0.0,2740.0000000000005,False,-0.10663726571113562,0,0.2,72200,0,135,0.5,3536.538125333886,False,0.05832239830977723,0,1.703,66378,98,0,0.0,403.4179083731903,False,-0.047391561921441644,0,0.29000000000000004,100982,19,106,1.0,7859.19359411193,False,0.061482236020194994,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,2.5160000000000005,125649,85,0,0.0,5903.056423481494,False,-0.06573583381106475,6,1.8890000000000002,132879,0,3,0.3,174.0,False,-0.034021315084018046,0.225,674502,0.0,0.0,13,0,0,5,10,9.666666666666668,20,25,20,107.0,78.0,8,7,20,979,1.3378640239825472,56.80005426920252
29,20,0,0,0,10.000000000000002,20,10.0,4.116509269114187,0,,27.072350911701704,45,29.0,70.19708473985621,4,82.5,58.0,20,58.0,0,1.8020000000000005,37737,317,0,0.0,3170.0000000000005,False,-0.13292171995589858,0,1.532,39054,283,0,0.0,2830.0000000000005,False,-0.10762954796030871,0,0.2,72285,0,130,0.0,3519.4056185212216,False,0.05941599624078014,40,2.1030000000000006,65846,98,0,0.0,403.4179083731903,False,-0.055003305754784515,0,0.29000000000000004,100007,54,112,1.0,9323.980440095787,False,0.05902757343094953,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,6,2.564000000000001,125220,89,0,0.0,6247.540541847203,False,-0.06760114297289771,11,1.993,132803,0,0,0.0,0.0,False,-0.03520548641835393,0.125,672375,0.0,0.0,13,0,0,8,10,10.0,22,30,21,193.0,65.0,14,6,21,789,1.524260480015073,58.32431474921759
30,21,0,0,0,10.000000000000002,20,10.0,3.9691915157598014,4,1.0,26.661179394531864,5,16.0,66.86893259445495,10,46.0,58.0,20,58.0,4,1.8420000000000005,37571,324,0,0.0,3240.0000000000005,False,-0.1358103638368247,0,1.532,38924,296,0,0.0,2960.0000000000005,False,-0.10906284454244763,0,0.2,72281,0,134,0.4,3572.5980388672697,False,0.0597392980517603,5,2.1130000000000004,65736,98,0,0.0,388.98076854446055,False,-0.0566804443388052,0,0.29000000000000004,100387,49,112,1.0,8795.718240911016,False,0.060199920275767815,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,13,2.688000000000001,124471,99,0,0.0,6620.024326851039,False,-0.07168949891807773,7,2.0520000000000005,132695,0,0,0.0,0.0,False,-0.0359900907380366,0.175,671488,0.0,0.0,10,0,0,13,10,10.0,18,31,17,208.0,55.0,15,6,17,660,1.7969655050546862,60.12128025427228
31,17,0,0,0,10.000000000000002,20,10.0,3.7375901253071193,9,1.7777777777777777,27.546379125534106,5,49.0,66.86893259445495,0,,58.0,20,58.0,3,1.8680000000000003,37385,336,0,0.0,3360.0000000000005,False,-0.13858875413450938,6,1.592,38696,304,0,0.0,3040.0000000000005,False,-0.11320837927232635,0,0.2,72510,0,138,0.9,3801.4003193237068,False,0.06465260916359311,0,2.1080000000000005,65736,98,0,0.0,366.28383228009767,False,-0.056842815828134045,0,0.29000000000000004,100142,44,122,1.0,9370.050458047004,False,0.060626551616568096,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,2.7850000000000006,124218,99,0,0.0,6620.024326851039,False,-0.0735275071854825,9,2.1350000000000002,132515,0,0,0.0,0.0,False,-0.03729776460417439,0.2375,670625,0.0,0.0,9,0,0,3,12,12.0,23,26,24,112.0,79.0,9,8,24,445,1.5155558779952116,61.63683613226749
32,24,0,0,0,10.000000000000002,20,10.0,3.538835358994101,6,1.0,27.059443233944656,5,16.0,67.18700947489577,1,88.0,57.99999999999999,20,58.0,1,1.8750000000000002,37271,345,0,0.0,3450.0000000000005,False,-0.14011025358324145,5,1.6360000000000001,38466,315,0,0.0,3150.0000000000005,False,-0.11706725468577729,0,0.2,72504,0,144,0.6,3896.5598256880303,False,0.06524752350546571,5,2.1580000000000004,65626,98,0,0.0,346.8058651814219,False,-0.058556015959040836,0,0.29000000000000004,100150,39,131,1.0,9856.816527335188,False,0.06317001329152212,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,2.8440000000000003,124017,100,0,0.0,6718.700947489578,False,-0.07462930734153685,13,2.2560000000000007,132187,0,0,0.0,0.0,False,-0.0396806369824699,0.2,669644,0.0,0.0,9,0,0,12,10,10.0,22,34,22,250.0,65.0,18,6,22,288,1.4884905349463224,63.12532666721381
33,22,0,0,0,10.000000000000002,20,10.0,3.278745773687314,12,1.6666666666666667,27.65980406378578,9,34.77777777777778,65.88806950937133,3,40.0,57.99999999999999,20,58.0,5,1.9240000000000004,37048,355,0,0.0,3550.0000000000005,False,-0.1439250275633958,7,1.7010000000000003,38205,325,0,0.0,3250.0000000000005,False,-0.1217199558985667,0,0.2,72797,2,145,1.0,4017.2290807963127,False,0.0703029608595855,0,2.1530000000000005,65626,98,0,0.0,321.3170858213568,False,-0.05873835999956106,0,0.29000000000000004,99957,38,138,1.0,10143.626146717104,False,0.06266821544350237,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,2.917000000000001,123749,103,0,0.0,6786.471159465247,False,-0.07633011805583309,12,2.363000000000001,131914,0,0,0.0,0.0,False,-0.04166394234611221,0.25,668719,0.0,0.0,9,0,0,13,11,11.0,18,31,26,193.0,48.0,16,6,26,633,1.742605471983552,64.86793213919736
34,26,0,0,0,10.000000000000002,20,10.0,3.114110607190828,7,1.2857142857142858,27.265489003119377,4,17.0,68.23438659036499,6,90.33333333333333,57.99999999999999,20,58.0,2,1.9390000000000003,36902,365,0,0.0,3650.0000000000005,False,-0.14604189636163176,5,1.7440000000000002,37985,335,0,0.0,3350.0000000000005,False,-0.12546857772877618,0,0.2,72792,0,152,0.7,4144.354328474145,False,0.07114086253415373,4,2.1930000000000005,65538,100,0,0.0,311.4110607190828,False,-0.06006831210496851,0,0.29000000000000004,100431,32,142,1.0,10561.77854393165,False,0.0695794938226927,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,2.9790000000000005,123086,109,0,0.0,7437.5481383497845,False,-0.07878172693463163,13,2.4810000000000008,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.2125,667738,0.0,0.0,10,0,0,9,12,12.0,23,32,22,218.0,68.0,17,9,22,742,1.6639763129642233,66.53190845216159
35,22,0,0,0,10.0,20,10.0,2.9507573634530337,11,1.8181818181818181,26.714993761842585,5,16.0,70.17411152993404,5,92.0,57.99999999999999,9,58.0,6,1.9970000000000006,36627,378,0,0.0,3780.0,False,-0.15067254685777287,5,1.7890000000000001,37800,342,0,0.0,3420.0,False,-0.12877618522601986,0,0.2,72787,0,153,0.1,4087.3940455619154,False,0.07066183572913853,5,2.2390000000000003,65413,110,0,0.0,324.5833099798337,False,-0.061762552867425116,0,0.29000000000000004,100811,27,147,1.0,11036.899226470054,False,0.07582789106323704,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,3.062000000000001,122455,114,0,0.0,7999.84871441248,False,-0.08132333429806071,0,2.468000000000001,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.1375,666897,0.0,0.0,9,0,0,11,7,7.0,20,31,24,184.0,65.0,14,8,24,660,1.613283989019692,68.14519244118128
36,24,0,0,0,10.0,20,10.0,2.780565625087743,12,1.6666666666666667,27.664243604224193,34,30.235294117647058,71.75943569596213,10,80.5,57.99999999999999,8,58.0,4,2.0310000000000006,36425,389,0,0.0,3890.0,False,-0.15391400220507168,8,1.864,37500,351,0,0.0,3510.0,False,-0.13439911797133408,0,0.2,73730,0,132,0.9,3651.6801557575936,False,0.08103702967262048,4,2.2740000000000005,65326,113,0,0.0,314.20391563491495,False,-0.0630815836173316,0,0.29000000000000004,100588,51,147,1.0,11959.513471121867,False,0.07823905231508003,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,3.1330000000000005,121514,124,0,0.0,8898.170026299304,False,-0.08489647572340042,0,2.468000000000001,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.2375,666087,0.0,0.0,12,0,0,10,8,8.0,25,35,21,220.0,63.0,18,6,21,1965,1.65749902499374,69.80269146617502
37,21,0,0,0,10.0,20,10.0,2.7711025742717426,1,2.0,27.562354982733083,1,16.0,71.75943569596213,0,,57.99999999999999,6,58.0,1,2.037000000000001,36282,401,0,0.0,4010.0,False,-0.15574421168687982,0,1.8560000000000003,37420,359,0,0.0,3590.0,False,-0.1352811466372657,0,0.2,73728,0,133,0.1,3665.7932127035,False,0.08110937741589515,1,2.2800000000000007,65304,113,0,0.0,313.1345908927069,False,-0.06340400481533864,0,0.29000000000000004,100572,42,157,1.0,12423.850313540843,False,0.08042621699570415,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,6,3.185,121424,124,0,0.0,8898.170026299304,False,-0.08555031265646931,0,2.468000000000001,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.1375,665734,0.0,0.0,8,0,0,10,4,4.0,18,28,19,138.0,78.0,10,11,19,200,1.5350945310201496,71.33778599719517
38,19,0,0,0,10.0,20,10.0,2.7270480241378623,10,2.4,27.073503279853732,5,17.0,71.75943569596213,0,,58.0,10,58.0,8,2.1160000000000005,35970,412,0,0.0,4120.0,False,-0.16141124586549063,2,1.8760000000000003,37288,368,0,0.0,3680.0,False,-0.13719955898566705,0,0.2,73704,0,143,1.0,3871.510969019084,False,0.08223767361800412,5,2.3290000000000006,65199,113,0,0.0,308.15642672757843,False,-0.06494193593882287,0,0.29000000000000004,100487,37,167,1.0,12985.545382580263,False,0.08240777752102117,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,10,3.2790000000000004,121209,124,0,0.0,8898.170026299304,False,-0.08711225644102277,0,2.4680000000000004,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.25,664861,0.0,0.0,8,0,0,6,8,8.0,20,26,10,136.0,54.0,11,8,10,200,1.2864528270438313,72.624238824239
39,10,0,0,0,10.0,20,10.0,2.7374378362008733,3,3.0,27.073503279853732,0,,71.75943569596213,0,,58.0,9,58.0,0,2.1080000000000005,35880,421,0,0.0,4210.0,False,-0.16240352811466371,3,1.9040000000000001,37112,379,0,0.0,3790.0,False,-0.13986769570011026,0,0.2,73695,0,146,0.3,3952.731478858645,False,0.08268994648070345,0,2.3240000000000003,65199,113,0,0.0,309.3304754906987,False,-0.06493353691773951,0,0.29000000000000004,100487,27,177,1.0,13432.404706741348,False,0.08466841051622064,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,3.3590000000000004,121028,124,0,0.0,8898.170026299304,False,-0.08842719516197244,0,2.468000000000001,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.1625,664405,0.0,0.0,9,0,0,3,5,5.0,18,21,8,80.0,27.0,6,4,8,200,1.0748661130201072,73.69910493725911
40,8,0,0,0,9.999999999999998,20,10.0,2.420317633570641,44,1.9090909090909092,26.13406557971635,10,17.0,71.75943569596213,0,,58.0,8,58.0,20,2.3080000000000007,35330,432,0,0.0,4319.999999999999,False,-0.1733186328555678,24,2.1410000000000005,36446,388,0,0.0,3879.999999999999,False,-0.153561190738699,0,0.2,73712,0,145,0.0,3789.4395090588705,False,0.08176500535868816,9,2.4140000000000006,64894,157,0,0.0,379.98986847059064,False,-0.0687919227631876,0,0.29000000000000004,100317,27,187,1.0,14124.634245797259,False,0.086450317427011,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,3.4300000000000006,120889,124,0,0.0,8898.170026299304,False,-0.08943700998082328,0,2.468000000000001,131581,0,0,0.0,0.0,False,-0.044083138998467115,0.125,662592,0.0,0.0,9,0,0,2,7,7.0,20,22,15,55.0,24.0,5,3,15,217,1.0243127039866522,74.72341764124576
41,15,0,0,0,9.999999999999998,20,10.0,2.420317633570641,0,,25.43484821995378,8,17.0,71.46397927677663,5,68.0,57.99999999999999,7,58.0,0,2.2880000000000007,35250,440,0,0.0,4399.999999999999,False,-0.17420066152149946,0,2.1170000000000004,36326,400,0,0.0,3999.999999999999,False,-0.15488423373759647,0,0.2,73712,0,145,0.0,3688.052991893298,False,0.08103969690303102,8,2.4850000000000008,64698,157,0,0.0,379.98986847059064,False,-0.07159624943862972,0,0.29000000000000004,100521,25,192,1.0,14356.955226639957,False,0.08968966068012321,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,3.4920000000000013,120780,124,0,0.0,8861.533430320302,False,-0.09036195893061229,0,2.468000000000001,131241,0,5,0.5,289.99999999999994,False,-0.04549978568678305,0.1875,661951,0.0,0.0,9,0,0,12,5,5.0,16,28,8,167.0,24.0,12,3,8,540,1.3111959969974123,76.03461363824317
42,8,0,0,0,9.999999999999998,20,10.0,2.6477250110173896,10,5.0,25.43484821995378,0,,68.11546105025212,15,55.333333333333336,58.0,14,58.0,4,2.3280000000000007,35048,451,0,0.0,4509.999999999999,False,-0.17744211686879824,6,2.1770000000000005,36128,409,0,0.0,4089.999999999999,False,-0.158257993384785,0,0.2,73662,0,155,1.0,3942.4014740928355,False,0.08214388967330184,0,2.4770000000000003,64698,157,0,0.0,415.69282672973014,False,-0.07134083423904214,0,0.29000000000000004,101351,15,187,1.0,13119.113939696454,False,0.09182533484947872,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,14,3.625000000000001,119568,139,0,0.0,9468.049085985045,False,-0.09696383887283942,0,2.468000000000001,131241,0,5,0.0,290.0,False,-0.04549978568678305,0.25,661119,0.0,0.0,10,0,0,8,8,8.0,14,22,12,38.0,6.0,6,2,12,1030,1.2262083580135368,77.26082199625671
43,12,0,0,0,9.999999999999998,20,10.0,2.916323125250528,17,4.529411764705882,23.053940048785638,73,19.986301369863014,69.12458540403986,3,91.0,58.0,10,58.0,7,2.3940000000000006,34816,463,0,0.0,4629.999999999999,False,-0.1812348401323043,10,2.271000000000001,35782,417,0,0.0,4169.999999999999,False,-0.16500551267916208,0,0.2,73820,7,160,1.0,3709.0446696824556,False,0.08273511038232166,68,3.1570000000000005,61468,157,0,0.0,457.8627306643329,False,-0.11725331417998962,0,0.29000000000000004,100165,78,194,1.0,15208.376892189013,False,0.09039498604840897,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,10,3.711000000000001,119091,142,0,0.0,9815.69112737366,False,-0.09916639013950823,0,2.468000000000001,131241,0,5,0.0,290.0,False,-0.04549978568678305,0.25,655806,0.0,0.0,9,0,0,11,9,9.0,15,26,14,137.0,34.0,10,2,14,708,1.1253144450020045,78.38613644125871
44,14,0,0,0,9.999999999999998,20,10.0,2.918601381088348,3,3.0,23.97157522268909,34,28.029411764705884,69.12458540403986,0,,58.0,12,58.0,3,2.4170000000000007,34638,474,0,0.0,4739.999999999999,False,-0.1839470782800441,0,2.2610000000000006,35692,426,0,0.0,4259.999999999999,False,-0.16599779492833516,0,0.2,73896,0,165,1.0,3955.3099117437,False,0.08558425793898951,29,3.3790000000000013,61074,157,0,0.0,458.22041683087065,False,-0.12288802426006648,0,0.29000000000000004,99212,102,204,1.0,16546.51609513842,False,0.08752221427196043,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,3.821000000000001,118802,142,0,0.0,9815.69112737366,False,-0.10126593318014057,0,2.468000000000001,131241,0,5,0.0,290.0,False,-0.04549978568678305,0.25,653978,0.0,0.0,7,0,0,8,9,9.0,17,25,16,148.0,37.0,10,4,16,285,1.3536646459833719,79.73980108724209
45,16,0,0,0,10.0,20,10.0,2.82203414487775,8,1.625,23.76762660900871,5,17.0,70.04909370697506,8,77.125,58.0,8,58.0,5,2.464000000000001,34419,484,0,0.0,4840.0,False,-0.18767364939360529,3,2.2910000000000004,35520,436,0,0.0,4360.0,False,-0.16868798235942667,0,0.2,73968,0,168,0.8,3992.961270313463,False,0.08688377260854946,0,3.350000000000001,61074,157,0,0.0,443.05936074580677,False,-0.12299648485702369,0,0.29000000000000004,99744,97,206,1.0,16735.573084710704,False,0.09386135015283396,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,3.8890000000000007,118386,145,0,0.0,10157.118587511382,False,-0.10304790231853704,0,2.468000000000001,130891,0,10,0.5,580.0,False,-0.04698908092321775,0.2875,653425,0.0,0.0,11,0,0,13,6,6.0,17,30,16,182.0,47.0,13,3,16,902,1.4113332509878092,81.1511343382299
46,16,0,0,0,10.0,20,10.0,2.7567443866916355,7,1.8571428571428572,23.76762660900871,0,,70.04909370697506,0,,58.0,6,58.0,5,2.509000000000001,34189,495,0,0.0,4950.0,False,-0.19153252480705624,2,2.3080000000000003,35382,445,0,0.0,4450.0,False,-0.17073869900771776,0,0.2,73968,0,168,0.0,3992.961270313463,False,0.08688377260854946,0,3.350000000000001,61061,164,0,0.0,452.1060794174282,False,-0.12311776684443551,0,0.29000000000000004,99744,87,216,1.0,17198.387755690368,False,0.09620270023620366,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,6,3.9410000000000007,118287,145,0,0.0,10157.118587511382,False,-0.10376712294491283,0,2.4680000000000004,130891,0,10,0.0,580.0,False,-0.04698908092321775,0.125,652945,0.0,0.0,7,0,0,12,6,6.0,17,29,8,180.0,39.0,13,3,8,200,1.3911113959620707,82.54224573419197
47,8,0,0,0,10.0,20,10.0,2.764337804554609,3,3.0,24.37620807129649,9,34.77777777777778,62.23304723352543,30,46.0,58.0,3,58.0,2,2.524000000000001,34027,507,0,0.0,5070.0,False,-0.19378169790518193,1,2.3160000000000007,35278,453,0,0.0,4530.0,False,-0.17214994487320837,0,0.2,74204,0,166,0.3,4046.450539835217,False,0.09064306744573918,4,3.390000000000001,60977,164,0,0.0,453.3513999469559,False,-0.12431071224212387,0,0.29000000000000004,100811,86,196,1.0,14294.031151902484,False,0.09230551500937159,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,3,3.9650000000000007,118254,145,0,0.0,9023.791848861189,False,-0.10812359025906045,0,2.468000000000001,129511,20,20,1.0,2404.660944670509,False,-0.05038663214164107,0.2875,652485,0.0,0.0,9,0,0,9,4,4.0,14,23,12,113.0,0.0,8,0,12,1825,1.195483312010765,83.73772904620273
48,12,0,0,0,10.0,20,10.0,2.6229478360827256,10,1.4,24.180216256338326,4,17.0,62.23304723352543,0,,58.0,6,58.0,4,2.5620000000000007,33841,516,0,0.0,5160.0,False,-0.19689084895259096,6,2.3750000000000004,35023,464,0,0.0,4640.0,False,-0.1765600882028666,0,0.2,74190,0,176,1.0,4255.718061115545,False,0.09193983618379453,4,3.426000000000001,60893,164,0,0.0,430.163445117567,False,-0.1256784507159792,0,0.29000000000000004,100743,80,206,1.0,14754.425030613305,False,0.0939466030789362,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,6,4.022000000000001,118152,145,0,0.0,9023.791848861189,False,-0.10886460544987187,0,2.468000000000001,129511,10,30,1.0,2362.3304723352544,False,-0.05054039450945794,0.375,651776,0.0,0.0,9,0,0,11,7,7.0,14,25,16,125.0,16.0,10,2,16,200,1.296290417027194,85.03401946322992
49,16,0,0,0,10.0,20,10.0,2.608924617527492,2,2.0,23.779889273772458,8,17.0,62.23304723352543,0,,58.00000000000001,7,58.0,2,2.5780000000000007,33715,524,0,0.0,5240.0,False,-0.19878721058434398,0,2.369,34903,476,0,0.0,4760.0,False,-0.17788313120176405,0,0.2,74254,0,174,0.2,4137.700733636408,False,0.09201125117063769,4,3.462000000000001,60809,164,0,0.0,427.8636372745087,False,-0.12689675758831834,0,0.29000000000000004,100607,78,216,1.0,15297.169565795744,False,0.0953162825203407,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,4.086000000000001,118034,145,0,0.0,9023.791848861189,False,-0.1097218583176733,0,2.468000000000001,129511,0,40,1.0,2320.0000000000005,False,-0.050694156877274806,0.275,651256,0.0,0.0,9,0,0,12,5,5.0,19,31,16,190.0,17.0,15,1,16,268,1.6154510900378227,86.64947055326775
50,16,0,0,0,10.0,20,10.0,2.587649237212527,8,2.375,23.779889273772458,0,,62.23304723352543,0,,58.00000000000001,9,58.0,5,2.626000000000001,33520,532,0,0.0,5320.0,False,-0.2022050716648291,3,2.3990000000000005,34715,488,0,0.0,4880.0,False,-0.1807056229327453,0,0.2,74236,0,181,0.7,4304.159958552815,False,0.09294454271270533,0,3.458000000000001,60808,165,0,0.0,426.9621241400669,False,-0.12691751470740528,0,0.29000000000000004,100607,68,226,1.0,15681.701145393274,False,0.09726160340665391,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,4.169000000000001,117855,145,0,0.0,9023.791848861189,False,-0.11102226732899921,0,2.468000000000001,129511,0,40,0.0,2320.0000000000005,False,-0.050694156877274806,0.2125,650675,0.0,0.0,8,0,0,13,7,7.0,17,30,20,118.0,28.0,12,4,20,200,1.5252706250175834,88.17474117828533
51,20,0,0,0,10.000000000000002,20,10.0,2.7998717492047254,4,7.0,23.52716921262151,5,17.0,61.311510412491586,5,46.0,58.00000000000001,12,58.0,0,2.6210000000000004,33410,543,0,0.0,5430.000000000001,False,-0.20341786108048512,4,2.4360000000000004,34553,497,0,0.0,4970.000000000001,False,-0.18328555678059538,0,0.2,74208,0,185,0.4,4352.526304334979,False,0.09288993235516929,5,3.508000000000001,60703,165,0,0.0,461.97883861877966,False,-0.12816932668532316,0,0.29000000000000004,100752,63,231,1.0,15645.170565680712,False,0.09854388913684786,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,4.280000000000001,117565,145,0,0.0,8890.16900981128,False,-0.11361445048706756,0,2.468000000000001,129281,0,45,0.5,2610.0000000000005,False,-0.05131166953628432,0.2375,649895,0.0,0.0,9,0,0,11,7,7.0,20,31,14,187.0,45.0,15,5,14,430,1.800258475006558,89.97499965329189
