index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,30,0,0,0,10.000000000000002,20,10.0,23.077510725825114,21,22.142857142857142,16.497232027484625,5,14.0,41.51094086331842,90,42.93333333333333,57.0,20,57.0,0,0.5870000000000002,28814,0,36,0.8,830.7903861297041,False,0.15773736258030066,0,1.046,26136,17,19,1.0,608.4727037906772,False,0.04726250057018017,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,5,4.138000000000001,11631.0,570,0,0.0,13154.181113720315,False,-0.5570346537681509,0,0.37100000000000005,61630,0,33,0.0,1369.8610484895078,False,0.0716976322403046,80,8.281,13866,333,0,0.0,5493.57826515238,False,-0.7142917976717884,0,0.6680000000000001,60270,369,16,1.0,16229.537178564497,False,-0.06597324879762005,12,2.1200000000000006,49047,433,0,0.0,17974.237393816875,False,-0.20734659978271613,0.35,293039,0.0,0.0,20,0,0,16,11,11.0,20,36,34,189.0,45.0,15,15,34,1699,2.4993574898689985,112.63599753845483
26,34,0,0,0,10.000000000000002,20,10.0,24.150741768792745,50,29.0,16.497232027484625,0,,41.38130588423056,36,40.0,56.99999999999999,20,57.0,0,0.5870000000000002,29602,4,14,1.0,378.1103847630984,False,0.17998396611009432,0,1.046,26598,13,11,1.0,395.6581594567202,False,0.06134705429272226,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,4.133,10181.0,620,0,0.0,14973.459896651502,False,-0.5701805145766755,0,0.37100000000000005,61630,0,33,0.0,1365.5830941796085,False,0.07166084592387784,36,8.561000000000002,12546,333,0,0.0,5493.57826515238,False,-0.7369932732677021,0,0.6680000000000001,60166,376,15,1.0,16414.37101247069,False,-0.06613145521771027,9,2.1980000000000004,48150,452,0,0.0,18704.35025967221,False,-0.21461209957199884,0.375,290518,0.0,0.0,19,0,0,13,10,10.0,27,40,32,253.0,102.0,18,16,32,2277,2.7509457767009735,115.3869433151558
27,32,0,0,0,10.000000000000002,20,10.0,25.12604384754191,54,29.61111111111111,16.412243358750334,27,15.814814814814815,41.21908989655246,24,38.666666666666664,56.99999999999999,20,57.0,26,0.8470000000000002,29838,8,10,1.0,331.2604384754191,False,0.18840377942875225,3,1.076,26871,9,10,1.0,341.2604384754191,False,0.07108290962243863,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,27,4.4030000000000005,7660.0,674,0,0.0,16934.95355324325,False,-0.6076517023081954,0,0.37100000000000005,62055,0,28,0.0,1154.1345171034689,False,0.07715177756942405,19,8.715000000000002,11461,360,0,0.0,5908.40760915012,False,-0.7520860625911489,0,0.6680000000000001,60666,374,13,1.0,16156.939621310621,False,-0.06106030443685977,8,2.2690000000000006,47264,468,0,0.0,19290.534071586553,False,-0.22271027745962876,0.375,287460,0.0,0.0,16,0,0,7,13,11.278846153846153,29,36,32,270.0,62.0,16,16,32,1309,2.2324224459007382,117.61936576105654
28,32,0,0,0,10.000000000000002,20,10.0,25.54136770559205,24,30.25,16.25294215718116,28,15.142857142857142,41.55745960144782,12,51.75,56.99999999999999,20,57.0,0,0.8210000000000002,29738,8,20,1.0,590.827354111841,False,0.1895834624730035,14,1.2130000000000003,27161,9,10,1.0,345.4136770559205,False,0.0826516749921955,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,28,4.6560000000000015,5881.0,698,0,0.0,17827.874658503253,False,-0.6400696428840378,0,0.37100000000000005,62232,0,30,0.5,1246.7237880434345,False,0.08099201826474255,9,8.786000000000001,11022,383,0,0.0,6224.8768462003845,False,-0.7569146902091255,0,0.6680000000000001,61407,364,10,1.0,15696.915294927006,False,-0.05408102646365485,7,2.3310000000000004,46517,480,0,0.0,19947.580608694952,False,-0.22842600144304473,0.4375,285603,0.0,0.0,19,0,0,10,10,9.933333333333334,24,34,23,230.0,78.0,16,16,23,1454,1.9428420029580593,119.5622077640146
29,23,0,0,0,10.000000000000002,20,10.0,25.690401343087924,12,29.0,16.121890289137184,19,14.736842105263158,41.103891999676264,14,30.214285714285715,56.99999999999999,20,57.0,0,0.8210000000000002,29976,9,18,1.0,552.4272241755826,False,0.19824983610281582,0,1.1990000000000003,27071,8,20,1.0,593.8080268617584,False,0.08400617948393385,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,19,4.818000000000001,4923.0,710,0,0.0,18240.184953592427,False,-0.658360479824931,0,0.37100000000000005,62296,0,29,0.0,1192.0128679906118,False,0.08162223427226813,13,8.907000000000002,10350,402,0,0.0,6480.999896233148,False,-0.7662693917360339,0,0.6680000000000001,61729,363,10,1.0,15490.712795882484,False,-0.051091219040616774,10,2.424000000000001,46127,485,0,0.0,19935.38761984299,False,-0.23383604712256373,0.375,284117,0.0,0.0,19,0,0,5,10,10.0,26,31,24,149.0,52.0,10,13,24,1182,1.6108016576617956,121.1730094216764
30,24,0,0,0,10.000000000000002,20,10.0,25.707527647545064,1,30.0,15.856278361043527,31,14.161290322580646,41.24843473427165,30,42.766666666666666,57.0,20,57.0,0,0.8210000000000002,29876,9,28,1.0,809.8107741312617,False,0.1993862790456542,0,1.1990000000000003,27001,8,29,1.0,825.5183017788069,False,0.08582244032516353,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,31,5.109000000000002,3870.0,711,0,0.0,18278.05215740454,False,-0.6835171857753979,0,0.37100000000000005,62651,0,29,0.5,1196.2046072938779,False,0.08776360031037288,25,9.144000000000002,9095,428,0,0.0,6786.48713852663,False,-0.7852260934670774,0,0.6680000000000001,61921,362,13,1.0,15672.933373806336,False,-0.047224384526351644,13,2.5440000000000005,44724,506,0,0.0,20871.707975541452,False,-0.24660446646492218,0.4375,280783,0.0,0.0,16,0,0,7,13,13.0,27,34,27,200.0,48.0,13,11,27,1059,1.6932341707870364,122.86624359246343
31,27,0,0,0,10.000000000000002,20,10.0,25.924787480065763,16,29.0,15.928127645017499,25,16.52,41.21017074211779,28,40.785714285714285,57.0,20,57.0,0,0.8210000000000002,30260,7,22,1.0,640.3453245614468,False,0.21123985670696407,0,1.1990000000000003,26881,10,39,1.0,1111.0667117225648,False,0.086724496211878,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,25,5.328000000000002,2647.0,727,0,0.0,18847.32049800781,False,-0.7063456939787396,0,0.37100000000000005,62780,0,27,0.0,1112.6746100371804,False,0.08926387550336379,26,9.379000000000001,7844,453,0,0.0,7215.441823192927,False,-0.8030523009046802,0,0.6680000000000001,62305,354,14,1.0,15386.400442709697,False,-0.04393634881711596,11,2.6410000000000005,43448,532,0,0.0,21923.810834806663,False,-0.2568475665177446,0.375,277810,0.0,0.0,17,0,0,9,13,13.0,27,36,26,186.0,70.0,14,13,26,1306,1.9698260249570012,124.83606961742043
32,26,0,0,0,10.000000000000002,20,10.0,26.467796411182874,31,30.29032258064516,15.819361646841742,52,15.384615384615385,40.670580745773265,111,39.189189189189186,57.0,20,57.0,0,0.8210000000000002,30789,3,13,1.0,374.08135334537735,False,0.22691966081802545,0,1.1990000000000003,27091,14,37,1.0,1119.3084672137663,False,0.09520553862268315,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,52,5.823000000000002,-841.0,758,0,0.0,20062.589679676617,False,-0.7764190526739251,0,0.37100000000000005,62541,9,35,1.0,1565.84458092364,False,0.0890503609958006,109,10.443000000000003,-2805,486,0,0.0,7688.209760365086,False,-0.9821293832734402,0,0.6680000000000001,60388,410,11,1.0,17301.93810576704,False,-0.057037915005346995,7,2.7000000000000006,41632,577,0,0.0,23466.925090311175,False,-0.2711129885248161,0.5,260440,0.0,0.0,23,0,0,8,16,16.0,25,33,29,183.0,57.0,13,13,29,1952,1.8517978293821216,126.68786744680256
33,29,0,0,0,10.000000000000002,20,10.0,26.97077020010039,28,31.0,15.598163178426177,38,14.236842105263158,41.24491822208765,29,48.6551724137931,56.99999999999999,20,57.0,0,0.8210000000000002,30739,0,21,0.8,566.3861742021081,False,0.22874769624514024,0,1.1990000000000003,27809,19,19,1.0,702.4446338019075,False,0.11538885082983927,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,38,6.1510000000000025,-8803.0,786,0,0.0,21199.025377278907,False,-0.9562945459520872,0,0.37100000000000005,63028,0,38,0.9,1567.3068924393306,False,0.0974384041244396,23,10.564000000000002,-17544,524,0,0.0,8173.437505495316,False,-1.2314395013801867,0,0.6680000000000001,60893,401,11,1.0,17166.212207057146,False,-0.0510673208559917,10,2.793,40086,605,0,0.0,24953.17552436303,False,-0.2820789761362902,0.4625,237853,0.0,0.0,17,0,0,13,11,85.88733499845847,23,36,28,221.0,68.0,15,14,28,1257,2.387497790157795,129.07536523696035
34,28,0,0,1,10.000000000000002,20,10.0,27.31897874544671,28,30.142857142857142,15.598163178426177,0,,40.72802277794313,134,39.32835820895522,56.99999999999999,20,57.0,0,0.8210000000000002,31125,1,15,1.0,419.78468118170065,False,0.24113329665270528,1,1.2090000000000003,28043,18,18,1.0,671.7416174180408,False,0.12404922599552501,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,63258,0,28,0.0,1140.3846377824077,False,0.09772284110499783,124,11.781000000000002,-30698,524,0,0.0,8173.437505495316,False,-1.4576631453109816,0,0.6680000000000001,58137,473,11,1.0,19891.3547739671,False,-0.07009933228186102,10,2.8830000000000005,37925,657,0,0.0,26758.310965108638,False,-0.2992671517782651,0.375,229435,0.0,0.1,17,0,0,11,16,283.8895300333704,29,40,26,264.0,64.0,16,12,26,1000,2.480870264582336,131.5562355015427
35,26,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,40.896771457466684,111,41.57657657657658,56.99999999999999,20,57.0,0,0.8210000000000002,31025,1,25,1.0,692.9744686361678,False,0.24258277158941985,0,1.2080000000000002,27943,18,28,1.0,944.9314048725079,False,0.1254987009322396,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,63340,0,26,0.0,1063.3160578941338,False,0.09847036819294648,109,12.747000000000005,-41577,524,0,0.0,8173.437505495316,False,-1.6447611400139706,0,0.6680000000000001,55840,531,10,1.0,22286.18564391481,False,-0.08511790176934511,9,2.963,36054,700,0,0.0,28627.74002022668,False,-0.3120553163953651,0.375,214270,0.0,0.1,14,0,0,12,14,2547.2837644235497,20,32,21,170.0,31.0,16,10,21,909,2.615435602143407,134.1716711036861
36,21,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,40.78850729316963,36,39.27777777777778,56.99999999999999,20,57.0,0,0.8210000000000002,30925,1,35,1.0,966.1642560906348,False,0.24403224652613445,0,1.2080000000000002,27843,18,38,1.0,1218.121192326975,False,0.12694817586895418,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,63749,0,21,0.0,856.5586531565623,False,0.1037264700336787,31,12.948000000000004,-46283,524,0,0.0,8173.437505495316,False,-1.7256953401309176,0,0.6680000000000001,56055,529,13,1.0,22318.120358086733,False,-0.08196325644958859,13,3.0840000000000005,34495,728,0,0.0,29694.03330942749,False,-0.32606683528356556,0.375,208429,0.0,0.1,13,0,0,7,12,12.0,23,30,17,186.0,27.0,12,9,17,1008,1.5871791616082191,135.7588502652943
37,17,2,22,1,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,41.02769431668118,4,70.0,57.0,20,57.0,0,0.8210000000000002,30835,0,45,1.0,1229.354043545102,False,0.24567976479473005,0,1.2080000000000002,27733,19,48,1.0,1501.310979781442,False,0.12819960747378778,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64029,0,17,0.0,697.47080338358,False,0.10717393116795289,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,56511,519,15,1.0,22148.37335035753,False,-0.07689426107793812,12,3.1910000000000003,33920,732,0,0.0,30032.272239810623,False,-0.331610515332851,0.375,254673,0.0,0.2,15,0,0,4,12,2687.451280722399,18,22,10,86.0,27.0,8,9,10,936,1.381623763591051,137.14047402888536
38,10,3,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,41.02769431668118,0,,56.99999999999999,20,57.0,0,0.8210000000000002,30735,0,55,1.0,1502.543830999569,False,0.24712923973144466,0,1.2080000000000002,27633,19,58,1.0,1774.5007672359093,False,0.12964908241050235,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64029,0,17,0.0,697.47080338358,False,0.10717393116795289,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,57081,509,15,1.0,21738.09640719072,False,-0.0719108351622569,10,3.2790000000000004,33711,732,0,0.0,30032.272239810623,False,-0.3344651216293749,0.375,254834,0.0,0.2,15,0,0,2,4,4.0,20,22,8,15.0,21.0,3,7,8,770,1.0621542613953352,138.2026282902807
39,8,5,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,41.12975062319848,1,86.0,56.99999999999999,20,57.0,0,0.8210000000000002,30635,0,65,1.0,1775.733618454036,False,0.24857871466815923,0,1.2080000000000002,27533,19,68,1.0,2047.6905546903763,False,0.13109855734721695,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64115,0,16,0.0,658.0760099711757,False,0.10831420914569512,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,57480,499,18,1.0,21549.745560976044,False,-0.06774741814535248,13,3.3990000000000005,33280,733,0,0.0,30148.10720680449,False,-0.33956083311613405,0.375,254688,0.0,0.2,15,0,0,3,10,411.0826844642195,23,26,10,67.0,9.0,5,3,10,685,0.9616374606266618,139.16426575090736
40,10,7,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,41.52786039979436,4,81.0,56.99999999999999,20,57.0,0,0.8210000000000002,30555,0,73,0.8,1994.2854484176098,False,0.24973829461753105,0,1.2080000000000002,27413,21,78,1.0,2340.8803421448433,False,0.13215194562016966,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64439,0,12,0.0,498.33432479753236,False,0.11251276377392708,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,57936,489,20,1.0,21447.123735499445,False,-0.062220011367209914,12,3.506000000000001,32666,737,0,0.0,30606.033114648446,False,-0.34481982438947995,0.35,254654,0.0,0.2,18,0,0,3,7,343.40593123351744,20,23,9,54.0,32.0,4,6,9,980,1.0040943287312984,140.16836007963866
41,9,2,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,41.74631585826806,3,68.0,56.999999999999986,20,57.0,0,0.8210000000000002,30455,0,83,1.0,2267.475235872077,False,0.25118776955424565,0,1.2080000000000002,27313,21,88,1.0,2614.0701295993103,False,0.13360142055688423,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64643,0,9,0.0,375.7168427244126,False,0.11496678054143379,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58677,479,17,1.0,20965.4852961104,False,-0.055388340530558015,7,3.5640000000000005,32338,740,0,0.0,30892.273735118364,False,-0.3473449857603062,0.375,255071,0.0,0.2,17,0,0,2,4,4.0,22,24,12,46.0,25.0,3,6,12,1145,1.04527741484344,141.2136374944821
42,12,1,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,42.1059990499388,3,81.33333333333333,56.99999999999999,20,57.0,0,0.8210000000000002,30355,0,93,1.0,2540.665023326544,False,0.25263724449096026,0,1.2080000000000002,27213,21,98,1.0,2887.2599170537774,False,0.13505089549359883,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64887,0,6,0.0,252.6359942996328,False,0.11810473630429982,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59361,469,15,1.0,20602.713554421298,False,-0.048523434033864,8,3.6370000000000013,31942,743,0,0.0,31284.75729410453,False,-0.3500733641050022,0.375,255403,0.0,0.2,20,0,0,4,5,166.54719235364396,14,18,10,85.0,21.0,7,5,10,1128,1.2447236981242895,142.4583611926064
43,10,1,0,0,9.999999999999998,18,10.0,27.31897874544671,0,,15.598163178426177,0,,42.18278226326228,1,65.0,56.99999999999999,20,57.0,0,0.8210000000000002,30235,2,103,1.0,2833.854810781011,False,0.2536906327639128,0,1.2080000000000002,27153,17,108,1.0,3120.449704508245,False,0.13729254375783748,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64952,0,5,0.0,210.9139113163114,False,0.11886384197809231,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59866,460,15,1.0,20259.07984110065,False,-0.04397268427849047,10,3.7290000000000005,31733,743,0,0.0,31341.807221603874,False,-0.3525383649415839,0.375,255584,0.0,0.2,15,0,0,4,6,407.0826844642195,13,17,8,75.0,12.0,6,4,8,815,1.0865982314571738,143.54495942406356
44,8,1,0,0,9.999999999999998,6,10.0,27.31897874544671,0,,15.598163178426177,0,,42.18278226326228,0,,56.999999999999986,20,57.0,0,0.8210000000000002,30175,0,111,0.8,3032.406640744585,False,0.2552462993770465,0,1.2080000000000002,27153,7,118,1.0,3293.639491962712,False,0.14072245201336223,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,64952,0,5,0.0,210.9139113163114,False,0.11886384197809231,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60550,450,13,1.0,19723.25201846803,False,-0.0382896126581437,8,3.799000000000001,31584,743,0,0.0,31341.807221603874,False,-0.3545734670381488,0.35,256059,0.0,0.2,11,0,0,2,7,2529.4440177504694,11,13,9,21.0,18.0,2,6,9,744,0.8107097567990422,144.3556691808626
45,9,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,42.597201259797885,3,79.66666666666667,56.999999999999986,12,57.0,0,0.8210000000000002,30085,0,120,0.9,3278.277449453605,False,0.2565508268200896,0,1.2080000000000002,27043,8,128,1.0,3576.829279417179,False,0.14197388361819582,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,0,0.37100000000000005,65191,0,2,0.0,85.19440251959577,False,0.12189311734701956,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60550,440,23,1.0,20053.76855431107,False,-0.036032448580816286,12,3.9110000000000005,31069,746,0,0.0,31777.512139809223,False,-0.3586320280010296,0.3625,255583,0.0,0.2,14,0,0,2,9,1056.2714538787952,14,16,12,52.0,15.0,4,5,12,439,1.0358223728835583,145.39149155374616
46,12,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,43.347619685889576,5,80.0,56.99999999999999,6,57.0,0,0.8210000000000002,30005,0,128,0.8,3496.829279417179,False,0.25771040676946133,0,1.2080000000000002,26923,10,138,1.0,3870.019066871646,False,0.14302727189114836,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,3,0.401,65438,0,0,0.0,0.0,False,0.12540845457985073,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60550,430,33,1.0,20520.47646493252,False,-0.03284520613991312,6,3.9590000000000005,30579,751,0,0.0,32554.062384103072,False,-0.36002142741171156,0.35,255140,0.0,0.2,12,0,0,4,7,697.2470946019333,3,7,13,95.0,15.0,7,5,13,372,1.0619377819821239,146.4534293357283
47,13,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,43.439289214768955,1,64.0,56.99999999999999,14,57.0,0,0.8210000000000002,29895,1,138,1.0,3780.019066871646,False,0.2589618383742949,0,1.2080000000000002,26833,9,148,1.0,4133.2088543261125,False,0.14467479015974397,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,0.40800000000000003,65451,0,0,0.0,0.0,False,0.12563202971829532,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60486,421,43,1.0,20738.940759417732,False,-0.032227407229271886,14,4.093,30207,751,0,0.0,32622.906200291487,False,-0.36463220514722744,0.375,254517,0.0,0.2,11,0,0,4,12,694.8845628066986,3,7,17,102.0,18.0,7,6,17,200,1.022058254107833,147.47548758983612
48,17,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,44.43948684480044,5,85.0,57.0,12,57.0,0,0.8210000000000002,29815,0,147,0.9,4015.8898755806663,False,0.26046440914921903,0,1.2080000000000002,26713,11,158,1.0,4426.39864178058,False,0.14572817843269653,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,0.4570000000000001,65621,0,0,0.0,0.0,False,0.12855570460564786,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60486,411,53,1.0,21285.62909321298,False,-0.028493962349156746,12,4.199000000000001,29486,756,0,0.0,33596.25205466913,False,-0.3678327388194418,0.3625,253766,0.0,0.2,10,0,0,5,12,1888.5470412941677,2,7,15,87.0,40.0,7,10,15,200,2.3562371181324124,149.83172470796853
49,15,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,46.144653823132835,8,86.0,56.99999999999999,9,57.0,0,0.8210000000000002,29685,3,157,1.0,4319.079663035133,False,0.26131975409029057,0,1.2080000000000002,26643,8,168,1.0,4669.588429235047,False,0.14777178336505417,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,8,0.532,65866,0,0,0.0,0.0,False,0.13276923606095004,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60486,401,63,1.0,22095.006183076268,False,-0.022966562978376893,9,4.277000000000001,28609,764,0,0.0,35254.51552087349,False,-0.3684865429155673,0.375,252934,0.0,0.2,10,0,0,5,9,527.0651340996169,2,7,14,72.0,24.0,7,8,14,200,1.0801203483715653,150.9118450563401
50,14,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,46.77657141562293,4,74.5,56.99999999999999,11,57.0,0,0.8210000000000002,29585,3,167,1.0,4592.269450489601,False,0.26276922902700517,0,1.2080000000000002,26543,8,178,1.0,4942.778216689514,False,0.14922125830176877,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,4,0.5640000000000001,65949,0,0,0.0,0.0,False,0.13419667732948096,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60421,392,73,1.0,22497.41599492419,False,-0.02110622143738167,11,4.378000000000001,28125,767,0,0.0,35877.63027578279,False,-0.3708418338060317,0.375,252268,0.0,0.2,10,0,0,6,9,9.0,1,7,12,67.0,21.0,7,7,12,200,0.9009928535670042,151.8128379099071
51,12,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,47.24402519454004,2,85.0,56.999999999999986,9,57.0,0,0.8210000000000002,29505,1,177,1.0,4845.459237944067,False,0.2646147906274818,0,1.2080000000000002,26423,10,188,1.0,5235.9680041439815,False,0.15027464657472134,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,2,0.5800000000000001,66017,0,0,0.0,0.0,False,0.13536614728442198,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60421,382,83,1.0,22778.217624314297,False,-0.019188570482043952,9,4.457000000000002,27785,769,0,0.0,36330.655374601294,False,-0.3723918911793943,0.375,251796,0.0,0.2,10,0,0,4,5,5.0,1,5,13,63.0,21.0,5,7,13,200,1.0158656314015388,152.82870354130864
