index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,2,0,0,0,10.000000000000002,20,10.0,12.376459779290933,54,12.314814814814815,10.059286996603248,13,14.461538461538462,24.908593920873635,1,23.0,54.000000000000014,20,54.0,27,2.9360000000000004,43839,256,0,0.0,2560.0000000000005,False,-0.11747677261613691,27,3.341000000000001,42089,264,0,0.0,2640.0000000000005,False,-0.1509242053789731,0,2.2160000000000006,64621,321,0,0.0,3972.8435891523895,False,-0.14744682639066914,13,2.4630000000000005,67982,326,0,0.0,4034.725888048844,False,-0.10403109112055467,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,4.134,93076,455,0,0.0,4576.975583454478,False,-0.17441921365981683,0,0.2,159793,0,3,0.1,162.00000000000006,False,0.04128022092538558,0,0.227,158990,3,13,1.0,776.7257817626212,False,0.03805207176741163,0.1375,746961,0.0,0.0,20,0,0,8,8,8.0,12,20,8,36.0,0.0,2,0,8,1280,1.0278418762609363,76.103077233769
26,8,0,0,0,10.000000000000002,20,10.0,12.81558414969501,67,14.537313432835822,9.998139140342362,3,6.333333333333333,24.574154509542897,30,23.066666666666666,54.00000000000001,20,54.0,26,3.1690000000000005,43313,269,0,0.0,2690.0000000000005,False,-0.12649388753056234,41,3.724000000000002,41171,271,0,0.0,2710.0000000000005,False,-0.1681955990220049,2,2.2360000000000007,63837,362,0,0.0,4639.241462189593,False,-0.15321693228852004,1,2.4600000000000004,67706,352,0,0.0,4511.085620692644,False,-0.10451517643905027,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,30,4.433000000000001,91535,458,0,0.0,4579.147726276802,False,-0.18775041672606826,6,0.26,159455,8,10,1.0,736.5932360763433,False,0.04094998318334578,0,0.227,159296,5,12,1.0,770.8707725477146,False,0.04002602247208384,0.25,742884,0.0,0.0,15,0,0,10,15,14.4,17,27,6,129.0,0.0,8,0,6,794,1.1485456675291061,77.2516229012981
27,6,0,0,0,10.000000000000002,20,10.0,12.935794021694932,26,14.307692307692308,9.969595835298273,10,9.5,24.368190323931916,18,22.666666666666668,54.00000000000001,20,54.0,23,3.373000000000001,42822,282,0,0.0,2820.0000000000005,False,-0.13482640586797065,3,3.7130000000000014,41089,278,0,0.0,2780.0000000000005,False,-0.16911491442542786,5,2.2840000000000003,63409,377,0,0.0,4876.794346178989,False,-0.15717489250720623,5,2.509000000000001,67507,363,0,0.0,4695.69322987526,False,-0.10588085277896717,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,18,4.583000000000001,90732,468,0,0.0,4665.770850919592,False,-0.19432712250277204,0,0.254,159995,0,8,0.8,432.00000000000006,False,0.043475145894122554,0,0.227,159428,13,12,1.0,964.7864742111151,False,0.041517254826917274,0.225,741553,0.0,0.0,17,0,0,11,8,8.0,13,24,4,96.0,0.0,6,0,4,1280,1.0456375731155276,78.29726047441363
28,4,0,0,0,10.000000000000002,20,10.0,12.958040485872372,11,13.545454545454545,9.969595835298273,0,,23.98347914322122,17,20.58823529411765,54.00000000000001,20,54.0,6,3.4100000000000006,42638,295,0,0.0,2950.0000000000005,False,-0.13715403422982886,5,3.7600000000000016,40969,285,0,0.0,2850.0000000000005,False,-0.17077750611246945,0,2.279000000000001,63260,388,0,0.0,5027.719708518481,False,-0.1581161460921418,0,2.504000000000001,67507,363,0,0.0,4703.7686963716715,False,-0.10582917111644073,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,17,4.735000000000001,90038,468,0,0.0,4665.770850919592,False,-0.2003351563001264,0,0.254,160287,0,7,0.7,378.00000000000006,False,0.04520112546894539,0,0.227,159866,13,10,1.0,851.785228861876,False,0.04400201004605403,0.2125,741136,0.0,0.0,19,0,0,11,4,4.0,14,25,3,66.0,0.0,4,0,3,1280,1.0764530273154378,79.37371350172907
29,3,0,0,0,10.000000000000002,20,10.0,12.52126858087455,47,10.0,9.830033685783482,24,8.916666666666666,23.60028919031491,16,20.0,54.0,20,54.0,18,3.5840000000000005,42314,304,0,0.0,3040.0000000000005,False,-0.14261124694376529,29,4.045000000000002,40295,296,0,0.0,2960.0000000000005,False,-0.18288508557457211,18,2.4590000000000005,62700,388,0,0.0,4858.252209379325,False,-0.1663685268256856,6,2.5640000000000005,66923,410,0,0.0,5133.720118158565,False,-0.11055256109822113,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,16,4.878000000000002,89124,492,0,0.0,4836.376573405473,False,-0.20750927793906493,7,0.32400000000000007,160225,6,10,1.0,681.6017351418894,False,0.045786010235846594,0,0.227,160190,3,14,1.0,826.8008675709448,False,0.04603090111625603,0.25,738342,0.0,0.0,16,0,0,10,13,12.666666666666666,11,21,6,52.0,0.0,3,0,6,848,1.0226916866376996,80.39640518836677
30,6,0,0,0,10.000000000000002,20,10.0,12.523766841431968,33,12.545454545454545,9.89391562790645,51,10.098039215686274,23.60028919031491,0,,54.0,20,54.0,10,3.6660000000000004,42094,312,0,0.0,3120.0000000000005,False,-0.1461320293398533,23,4.246000000000001,39850,308,0,0.0,3080.0000000000005,False,-0.19041564792176038,24,2.6810000000000005,61642,401,0,0.0,5022.030503414219,False,-0.17886242590004595,27,2.8280000000000007,65883,430,0,0.0,5385.219741815747,False,-0.12225466393298245,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,4.862000000000002,88609,543,0,0.0,5372.396185953203,False,-0.20964749902194924,0,0.31700000000000006,160603,0,9,0.6,486.0,False,0.047610983743226344,0,0.227,160892,0,4,0.3,216.0,False,0.048614005835764904,0.11249999999999999,736144,0.0,0.0,19,0,0,8,8,8.0,16,24,1,103.0,0.0,6,0,1,1280,1.148533602245152,81.54493879061192
31,1,0,0,0,10.000000000000002,20,10.0,12.341392057638856,13,8.307692307692308,9.89391562790645,0,,23.422293868208204,11,21.0,54.0,20,54.0,12,3.776000000000001,41776,325,0,0.0,3250.0000000000005,False,-0.15108068459657703,1,4.233000000000001,39767,315,0,0.0,3150.0000000000005,False,-0.19135452322738386,0,2.657000000000001,61642,401,0,0.0,4948.898215113181,False,-0.17933046056348523,0,2.801000000000001,65775,443,0,0.0,5467.236681534014,False,-0.12311213356756302,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,4.972000000000001,88268,543,0,0.0,5372.396185953203,False,-0.2125995732653179,2,0.3370000000000001,160838,1,10,1.0,563.4222938682082,False,0.04939370015458331,5,0.277,161046,0,0,0.0,0.0,False,0.048913609837432266,0.125,735683,0.0,0.0,18,0,0,9,7,7.0,10,19,4,18.0,0.0,1,0,4,902,0.9135631080716848,82.45850189868361
32,4,0,0,0,10.000000000000002,20,10.0,12.066362337607801,36,10.0,9.746701848878871,46,9.130434782608695,23.197142692574324,13,20.692307692307693,54.00000000000001,20,54.0,18,3.944000000000001,41470,334,0,0.0,3340.0000000000005,False,-0.15618581907090465,18,4.412000000000002,39405,326,0,0.0,3260.0000000000005,False,-0.197359413202934,22,2.8770000000000007,60769,401,0,0.0,4838.6112973807285,False,-0.19121039271070991,24,3.041000000000001,64697,479,0,0.0,5779.7875597141365,False,-0.13490990592423785,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,13,5.091000000000001,87360,589,0,0.0,5740.807388989655,False,-0.21886554042441625,0,0.3350000000000001,161190,0,7,0.5,378.00000000000006,False,0.05108248228428512,12,0.392,160584,0,9,0.9,486.00000000000006,False,0.047487234264276784,0.175,732046,0.0,0.0,14,0,0,10,14,14.0,12,22,8,66.0,0.0,4,0,8,632,1.0886629382148385,83.54716483689845
33,8,0,0,0,10.000000000000002,20,10.0,12.17140061025382,41,12.878048780487806,9.985326249385052,16,13.1875,23.197142692574324,0,,54.00000000000001,20,54.0,15,4.0760000000000005,41084,345,0,0.0,3450.0000000000005,False,-0.1626601466992665,26,4.654000000000001,39039,335,0,0.0,3350.0000000000005,False,-0.20363814180929096,6,2.915000000000001,60251,423,0,0.0,5148.5024581373655,False,-0.19585737031924064,10,3.1170000000000004,64303,498,0,0.0,6061.357503906402,False,-0.138150975310031,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,5.078000000000001,87149,605,0,0.0,6041.122380877956,False,-0.21939226062712983,7,0.405,161448,0,0,0.0,0.0,False,0.05153188828678616,0,0.38000000000000006,160908,0,3,0.0,162.00000000000003,False,0.04854236140058358,0.0,730753,0.0,0.0,15,0,0,11,12,11.333333333333334,16,27,4,130.0,0.0,8,0,4,794,1.1183661874383688,84.66553102433681
34,4,0,0,0,10.000000000000002,20,10.0,11.996370018742686,25,10.0,9.731121291821442,38,8.342105263157896,22.83300432375888,26,20.846153846153847,54.00000000000001,20,54.0,0,4.061,40994,354,0,0.0,3540.0000000000005,False,-0.1635403422982885,25,4.878000000000001,38604,346,0,0.0,3460.0000000000005,False,-0.21107090464547676,22,3.129000000000001,59422,423,0,0.0,5074.464517928156,False,-0.20694212936674805,16,3.2670000000000012,63749,523,0,0.0,6274.101519802425,False,-0.14388046693331108,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,26,5.338000000000002,85449,643,0,0.0,6257.110990641187,False,-0.2331744278055909,11,0.508,160863,7,10,1.0,699.8310302663123,False,0.050000752365133586,6,0.44000000000000006,160791,0,9,0.9,486.00000000000006,False,0.048835452271779906,0.2375,726443,0.0,0.0,11,0,0,10,17,16.75,13,23,6,66.0,0.0,4,0,6,308,1.0105012161657214,85.67603224050254
35,6,0,0,0,10.0,20,10.0,12.243830747831572,12,18.0,9.896764381984026,6,16.0,22.529983940289966,26,20.76923076923077,54.00000000000001,20,54.0,7,4.131000000000001,40814,368,0,0.0,3680.0,False,-0.16569193154034229,5,4.903000000000001,38514,352,0,0.0,3520.0,False,-0.21224449877750612,0,3.1070000000000007,59206,435,0,0.0,5326.066375306734,False,-0.20809664792385005,6,3.311000000000001,63635,523,0,0.0,6403.523481115912,False,-0.14451135023029232,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,26,5.572000000000002,84052,649,0,0.0,6423.000083907633,False,-0.24455034938401368,1,0.5070000000000001,161273,3,10,1.0,607.58995182087,False,0.05237074676890386,0,0.43400000000000005,160857,10,10,1.0,765.2998394028998,False,0.05017487703015221,0.25,724922,0.0,0.0,18,0,0,9,8,7.333333333333333,13,22,6,93.0,0.0,6,0,6,1118,1.0490220561623573,86.7250542966649
36,6,0,0,0,10.0,20,10.0,12.542643148475761,40,14.5,9.994755945189704,5,14.0,22.551637242758872,30,22.666666666666668,54.000000000000014,20,54.0,0,4.1240000000000006,40674,382,0,0.0,3820.0,False,-0.16706112469437653,40,5.298000000000001,37666,358,0,0.0,3580.0,False,-0.2282444987775061,0,3.1070000000000007,58658,471,0,0.0,5907.584922932084,False,-0.21138924492856445,5,3.355000000000001,63498,527,0,0.0,6609.972939246726,False,-0.14494366263105768,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,30,5.846000000000002,82331,654,0,0.0,6536.570388154067,False,-0.2589576390844498,3,0.536,161097,23,10,1.0,1058.687656583454,False,0.05269346490915303,0,0.43400000000000005,161235,0,13,1.0,702.0000000000002,False,0.05243070029178824,0.25,721730,0.0,0.0,18,0,0,8,11,11.0,15,23,4,104.0,0.0,6,0,4,1118,1.033970570191741,87.75902486685663
37,4,0,0,0,10.0,20,10.0,12.597866710277696,5,15.6,10.417463030762724,20,14.4,22.55425262721015,1,23.0,54.000000000000014,20,54.0,4,4.164000000000001,40520,395,0,0.0,3950.0,False,-0.16880195599022005,1,5.268000000000002,37583,365,0,0.0,3650.0,False,-0.22918337408312958,2,3.1270000000000007,58537,475,0,0.0,5983.9866873819055,False,-0.21244904650516522,18,3.5300000000000007,63128,528,0,0.0,6651.673623026623,False,-0.14941266384843518,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,5.826000000000001,82014,674,0,0.0,7021.370082734075,False,-0.2596034607541465,1,0.543,161604,14,10,1.0,855.7595367809422,False,0.055334773397707836,0,0.43400000000000005,161721,0,4,0.0,216.00000000000006,False,0.05401339099624844,0.125,721678,0.0,0.0,19,0,0,11,7,6.5,13,24,4,73.0,0.0,4,0,4,1172,0.9789846800267696,88.7380095468834
38,4,0,0,0,10.0,20,10.0,12.559112026520635,28,12.214285714285714,10.490015111113474,11,11.727272727272727,22.45466511802491,14,21.357142857142858,54.000000000000014,20,54.0,18,4.340000000000001,40130,404,0,0.0,4040.0,False,-0.17555012224938876,10,5.367000000000002,37333,376,0,0.0,3760.0,False,-0.23299755501222494,5,3.1750000000000007,58175,489,0,0.0,6141.405780968591,False,-0.21607507147997113,6,3.5720000000000005,62888,542,0,0.0,6807.038718374184,False,-0.1514902740513895,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,14,5.965000000000002,81357,685,0,0.0,7185.66035111273,False,-0.2645800421120199,0,0.542,161926,9,12,1.0,850.0919860622244,False,0.05741354466073832,8,0.514,161608,0,9,0.9,486.0000000000001,False,0.05415667986661109,0.2375,719988,0.0,0.0,18,0,0,4,14,14.0,20,24,7,69.0,0.0,4,0,7,848,1.0292848059907556,89.76729435287416
39,7,0,0,0,10.0,20,10.0,12.103924507723724,34,8.764705882352942,10.396363609887656,17,9.411764705882353,22.34553710370383,16,21.3125,54.000000000000014,20,54.0,17,4.492000000000001,39728,413,0,0.0,4130.0,False,-0.18253300733496333,17,5.527,36911,387,0,0.0,3870.0,False,-0.2401760391198044,8,3.250000000000001,57895,489,0,0.0,5918.819084276901,False,-0.2210834981230759,9,3.656000000000001,62381,576,0,0.0,6971.8605164488645,False,-0.15692487541791664,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,16,6.1110000000000015,80585,702,0,0.0,7298.247254141134,False,-0.2707759918703635,0,0.542,162464,4,10,1.0,629.3821484148154,False,0.060198852869733456,0,0.506,161809,1,11,1.0,616.3455371037039,False,0.05589029783602449,0.25,718344,0.0,0.0,19,0,0,5,12,12.0,23,28,9,122.0,0.0,7,0,9,1280,1.2122117625549436,90.9795061154291
40,9,0,0,0,9.999999999999998,20,10.0,12.087556592860984,2,10.0,10.013362886400243,35,8.085714285714285,22.349850882245605,1,23.0,54.000000000000014,20,54.0,1,4.485000000000001,39615,423,0,0.0,4229.999999999999,False,-0.18376528117359414,1,5.520000000000001,36798,397,0,0.0,3969.999999999999,False,-0.2414083129584352,34,3.582000000000001,56435,489,0,0.0,5910.815173909022,False,-0.23982224343755024,1,3.657000000000001,62341,578,0,0.0,6986.607710673649,False,-0.15734248268413192,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,6.105000000000001,80273,737,0,0.0,7379.848447276979,False,-0.2731237947257559,0,0.542,162981,0,5,0.5,270.00000000000006,False,0.06239578991246353,0,0.506,162349,0,2,0.1,108.00000000000003,False,0.057751927886619425,0.075,717363,0.0,0.0,18,0,0,2,8,8.0,24,26,6,144.0,0.0,9,0,6,1280,1.2370434096083045,92.21654952503741
41,6,0,0,0,9.999999999999998,20,10.0,12.042499163062427,10,11.0,9.992771147932432,12,9.666666666666666,22.255832974767795,15,21.4,54.000000000000014,20,54.0,0,4.484000000000001,39505,434,0,0.0,4339.999999999999,False,-0.18484107579462103,10,5.619000000000001,36588,406,0,0.0,4059.999999999999,False,-0.2446356968215159,5,3.5980000000000008,56265,489,0,0.0,5888.782090737527,False,-0.2421391958558659,7,3.7260000000000013,62091,588,0,0.0,7080.989507880707,False,-0.1599383727272217,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,15,6.254000000000001,79572,749,0,0.0,7484.5855898013915,False,-0.2787390678466246,5,0.5920000000000001,163057,0,6,0.6,324.0000000000001,False,0.06306664235097957,8,0.5860000000000001,162142,0,9,0.9,486.0000000000001,False,0.057634691538140895,0.1875,715791,0.0,0.0,11,0,0,1,11,10.333333333333332,24,25,7,101.0,0.0,6,0,7,470,1.211347515694797,93.4278970407322
42,7,0,0,0,9.999999999999998,20,10.0,11.520714953243715,41,8.756097560975608,9.56504238528684,35,7.3428571428571425,22.165522631107976,14,21.285714285714285,54.000000000000014,20,54.0,25,4.734000000000001,39005,444,0,0.0,4439.999999999999,False,-0.19364303178484107,16,5.769000000000001,36242,416,0,0.0,4159.999999999999,False,-0.25042542787286065,19,3.7830000000000004,55511,495,0,0.0,5702.753901855639,False,-0.2529806987222366,16,3.8790000000000004,61378,623,0,0.0,7177.405415870834,False,-0.16844749308260376,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,14,6.379000000000002,78795,784,0,0.0,7498.993230064883,False,-0.2854032774514124,3,0.6170000000000001,163257,0,4,0.4,216.00000000000006,False,0.0640175593997499,2,0.5980000000000001,162398,0,10,1.0,540.0000000000001,False,0.05947790746144227,0.175,713157,0.0,0.0,16,0,0,2,14,14.0,24,26,3,120.0,0.0,7,0,3,1010,1.2832257766276598,94.71112281735986
43,3,0,0,0,9.999999999999998,20,10.0,11.550400334112046,2,15.0,9.56504238528684,0,,22.16675089597512,5,22.2,54.00000000000001,20,54.0,2,4.729000000000001,38919,451,0,0.0,4509.999999999999,False,-0.194640586797066,0,5.753000000000002,36112,429,0,0.0,4289.999999999999,False,-0.2516968215158924,0,3.7640000000000007,55481,497,0,0.0,5740.548966053687,False,-0.2531228066734056,0,3.8630000000000004,61378,623,0,0.0,7195.899408151805,False,-0.16832913456198367,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,5,6.415000000000002,78637,784,0,0.0,7498.993230064883,False,-0.28677110070787065,6,0.6740000000000002,163276,0,5,0.5,270.00000000000006,False,0.06431716340141726,0,0.5960000000000001,162938,0,0,0.0,0.0,False,0.06123645268862026,0.0625,713312,0.0,0.0,14,0,0,1,6,5.25,21,22,7,54.0,0.0,3,0,7,794,1.0995180122554302,95.8106408296153
44,7,0,0,0,9.999999999999998,20,10.0,11.215125664873378,22,8.0,9.56504238528684,0,,22.293501388311014,17,23.235294117647058,54.00000000000001,20,54.0,11,4.837000000000001,38633,462,0,0.0,4619.999999999999,False,-0.19915892420537898,11,5.863000000000002,35868,438,0,0.0,4379.999999999999,False,-0.25558924205378974,0,3.764000000000001,55481,497,0,0.0,5573.917455442069,False,-0.2541892210411121,0,3.8630000000000004,61202,645,0,0.0,7233.756053843329,False,-0.1703396005616283,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,17,6.580000000000002,77974,784,0,0.0,7498.993230064883,False,-0.29251076411946425,7,0.738,163288,0,7,0.7,378.00000000000006,False,0.06474703001250522,8,0.6760000000000002,162554,0,10,1.0,540.0000000000001,False,0.06049395581492288,0.2125,711571,0.0,0.0,12,0,0,6,11,11.0,19,25,4,120.0,0.0,7,0,4,470,1.2132722055539489,97.02391303516924
45,4,0,0,0,10.0,20,10.0,11.103884190670671,32,10.375,9.49848969078584,8,7.875,22.282548488304812,5,22.0,54.00000000000001,20,54.0,21,5.0360000000000005,38162,472,0,0.0,4720.0,False,-0.20739364303178484,11,5.9620000000000015,35636,448,0,0.0,4480.0,False,-0.2591491442542787,3,3.7940000000000014,55379,497,0,0.0,5518.630442763323,False,-0.2558486154417594,5,3.9130000000000003,60755,677,0,0.0,7517.3295970840445,False,-0.17424622987517732,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,5,6.613000000000002,77761,792,0,0.0,7522.803835102385,False,-0.2942516628787382,2,0.7510000000000001,163533,0,5,0.5,270.00000000000006,False,0.06599103793247187,1,0.6780000000000002,163084,0,0,0.0,0.0,False,0.06218736973739058,0.0625,710881,0.0,0.0,16,0,0,1,9,7.666666666666666,21,22,3,59.0,0.0,4,0,3,902,0.9621725706383586,97.9860856058076
46,3,0,0,0,10.0,20,10.0,10.89480718990381,24,9.0,9.27275309149646,12,5.833333333333333,21.914708819041042,31,20.483870967741936,54.0,20,54.0,0,5.015000000000001,38102,478,0,0.0,4780.0,False,-0.2079804400977995,24,6.191000000000002,35160,462,0,0.0,4620.0,False,-0.26709046454767726,8,3.8710000000000004,55092,497,0,0.0,5414.719173382194,False,-0.2601871364996596,4,3.9480000000000004,60455,701,0,0.0,7637.2598401225705,False,-0.17731859766711527,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,31,6.918000000000002,75928,804,0,0.0,7455.293485563154,False,-0.31041236631015323,7,0.8190000000000002,163066,21,10,1.0,1000.2088851998619,False,0.06532737887270691,8,0.7570000000000001,162943,0,0,0.0,0.0,False,0.06126901834097541,0.125,707317,0.0,0.0,11,0,0,1,15,15.0,20,21,7,54.0,0.0,3,0,7,470,1.0917960153892636,99.07788162119687
47,7,0,0,0,10.0,20,10.0,10.89480718990381,0,,9.415408402523486,12,11.5,21.943712597197674,17,22.176470588235293,54.0,20,54.0,0,5.0150000000000015,38002,488,0,0.0,4880.0,False,-0.20895843520782395,0,6.167000000000002,35060,472,0,0.0,4720.0,False,-0.2680684596577017,2,3.883000000000001,55040,497,0,0.0,5414.719173382194,False,-0.26085271946073574,10,4.0440000000000005,60225,701,0,0.0,7637.2598401225705,False,-0.1802625223026446,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,17,7.057000000000002,75109,816,0,0.0,7682.973256459164,False,-0.3165170144380706,3,0.8420000000000001,163193,28,10,1.0,1154.423952721535,False,0.0666567578702113,7,0.8190000000000002,162827,0,0,0.0,0.0,False,0.06051349520633598,0.125,706027,0.0,0.0,14,0,0,6,11,11.0,18,24,4,126.0,0.0,7,0,4,740,1.1708167120814323,100.2486983332783
48,4,0,0,0,10.0,20,10.0,11.023201811644602,4,18.0,9.770643475878304,17,13.294117647058824,21.840845943141353,5,19.0,54.0,20,54.0,4,5.0550000000000015,37882,498,0,0.0,4980.0,False,-0.2103276283618582,0,6.167000000000002,34960,482,0,0.0,4820.0,False,-0.26904645476772615,1,3.891000000000001,54935,501,0,0.0,5522.624107633946,False,-0.2615061111546972,16,4.194000000000001,59809,701,0,0.0,7727.264469962866,False,-0.18501117110625728,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,5,7.090000000000002,74718,833,0,0.0,8138.946015406627,False,-0.3179282411550028,2,0.8590000000000002,163618,23,10,1.0,1042.3394566922511,False,0.06905982784718985,8,0.8920000000000001,162691,0,0,0.0,0.0,False,0.05962770946227595,0.125,705184,0.0,0.0,14,0,0,0,9,8.666666666666666,21,21,2,71.0,0.0,4,0,2,686,1.0440744552761316,101.29277278855443
49,2,0,0,0,10.0,20,10.0,11.38534794669069,10,18.6,9.949388043162353,17,11.705882352941176,21.72295107613273,21,21.0,54.00000000000001,20,54.0,6,5.1110000000000015,37728,511,0,0.0,5110.0,False,-0.2120684596577017,4,6.207000000000002,34870,489,0,0.0,4890.0,False,-0.27012224938875307,3,3.920000000000001,54647,511,0,0.0,5817.9128007589425,False,-0.263302617528134,14,4.3180000000000005,59515,701,0,0.0,7981.128910630174,False,-0.187149583942618,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,21,7.295000000000002,73628,850,0,0.0,8456.979836688,False,-0.32598786343978114,1,0.8670000000000002,164148,13,10,1.0,822.3983639897256,False,0.07179553448047923,9,0.9740000000000002,162076,11,10,1.0,778.9524618374601,False,0.05815884372993123,0.25,703183,0.0,0.0,14,0,0,1,12,11.25,19,20,3,36.0,0.0,2,0,3,578,1.0128007074818015,102.30557349603623
50,3,0,0,0,10.0,20,10.0,11.38534794669069,0,,10.156331693201498,11,13.272727272727273,21.625562281944372,5,19.0,54.00000000000001,20,54.0,0,5.105000000000001,37578,526,0,0.0,5260.0,False,-0.21353545232273838,0,6.203000000000001,34820,494,0,0.0,4940.0,False,-0.27061124694376526,0,3.9170000000000007,54647,511,0,0.0,5817.9128007589425,False,-0.263302617528134,11,4.414000000000001,59234,701,0,0.0,7981.128910630174,False,-0.19074629186689512,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,5,7.3240000000000025,73317,861,0,0.0,8744.60158784649,False,-0.3274352379499684,3,0.8960000000000001,164557,8,10,1.0,713.0044982555551,False,0.07410315658300189,0,0.9650000000000001,162454,1,13,1.0,723.6255622819444,False,0.060440631390299114,0.25,703178,0.0,0.0,20,0,0,0,5,5.0,23,23,5,54.0,0.0,3,0,5,1118,1.076890354976058,103.38246385101229
51,5,0,0,0,10.000000000000002,20,10.0,11.49955049544446,9,13.88888888888889,10.364912827417871,16,12.4375,21.800387029013894,10,24.0,54.00000000000001,20,54.0,8,5.185000000000001,37402,536,0,0.0,5360.000000000001,False,-0.216,1,6.213000000000002,34707,504,0,0.0,5040.000000000001,False,-0.2718435207823961,4,3.9570000000000007,54410,518,0,0.0,5956.7671566402305,False,-0.26544749474163715,12,4.523000000000001,58969,703,0,0.0,8084.183998297455,False,-0.1934786693569608,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,10,7.419000000000002,72838,877,0,0.0,9090.028549645473,False,-0.3300867937978501,3,0.923,165061,0,8,0.8,432.00000000000006,False,0.07647066486035849,0,0.9650000000000001,162592,1,16,1.0,885.800387029014,False,0.061867576291648255,0.225,702550,0.0,0.0,18,0,0,2,9,8.666666666666668,22,24,5,79.0,0.0,5,0,5,1064,1.1084032021462917,104.49086705315858
