index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,37,0,0,0,10.000000000000002,20,10.0,2.4130830784080417,13,1.4615384615384615,33.119385503217735,3,36.0,34.3845543907636,15,43.266666666666666,43.000000000000014,11,43.0,1,1.7220000000000002,8575,274,0,0.0,2740.0000000000005,False,-0.3311138014527845,12,1.7870000000000001,8539,266,0,0.0,2660.0000000000005,False,-0.3362254506322303,0,0.2,21819,0,135,0.6,4471.117042934395,False,0.12873907941754004,0,0.2,21789,0,159,0.9,5265.9822950116195,False,0.14598053341024872,14,1.3840000000000003,28363,0,3,0.3,103.15366317229079,False,-0.038033149448637484,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,2.3080000000000007,28144,130,0,0.0,4469.992070799268,False,-0.15915203754879362,0,1.8380000000000003,32744,0,18,0.8,774.0000000000002,False,-0.0829804312325279,0.325,179511,0.0,0.0,13,0,0,3,13,12.857142857142858,29,32,34,191.0,72.0,13,24,34,308,1.1933761816471815,39.83153384458274
27,34,0,0,0,10.000000000000002,20,10.0,2.412919632706733,17,2.411764705882353,33.37491917618609,2,36.0,34.29989773101233,2,31.0,43.000000000000014,9,43.0,3,1.7510000000000001,8425,283,0,0.0,2830.0000000000005,False,-0.33817594834543985,14,1.9150000000000005,8123,277,0,0.0,2770.0000000000005,False,-0.3605057842345978,0,0.2,21873,0,141,0.8,4705.863603842238,False,0.1367806204270621,0,0.2,21766,0,168,0.9,5606.986421599263,False,0.15290193847307174,0,1.37,28353,0,3,0.2,102.899693193037,False,-0.038375995443275815,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,2.387000000000001,27952,132,0,0.0,4527.586500493628,False,-0.16366926152822348,0,1.8380000000000003,32744,0,18,0.0,774.0000000000002,False,-0.0829804312325279,0.23750000000000002,178774,0.0,0.0,14,0,0,12,7,7.0,22,34,35,176.0,78.0,12,22,35,334,1.2145036403089762,41.04603748489171
28,35,0,0,0,10.000000000000002,20,10.0,2.4354063608683383,12,2.6666666666666665,33.610444499210985,2,36.0,34.29989773101233,0,,43.000000000000014,8,43.0,12,1.868,8119,288,0,0.0,2880.0000000000005,False,-0.35707559860102234,0,1.9010000000000002,7973,292,0,0.0,2920.0000000000005,False,-0.36555017487220876,0,0.2,21905,0,144,0.4,4839.904007886382,False,0.14142705663475164,0,0.2,21774,0,175,0.8,5881.827787361923,False,0.1597256765839689,0,1.3700000000000003,28281,0,5,0.2,171.49948865506164,False,-0.039652320931426246,0,0.2,29538,0,0,0.0,0.0,False,0.0,8,2.4580000000000006,27832,132,0,0.0,4527.586500493628,False,-0.1669906930652159,0,1.8380000000000003,32744,0,18,0.0,774.0000000000002,False,-0.0829804312325279,0.17500000000000002,178166,0.0,0.0,12,0,0,13,8,8.0,19,32,35,156.0,87.0,11,24,35,272,1.16085007134825,42.20688755623996
29,35,0,0,0,10.000000000000002,20,10.0,2.427275370230719,7,2.2857142857142856,33.8270648180929,2,36.0,33.04076784911326,15,27.0,43.000000000000014,8,43.0,5,1.9060000000000001,7910,299,0,0.0,2990.0000000000005,False,-0.36743341404358354,2,1.9210000000000003,7851,301,0,0.0,3010.0000000000005,False,-0.37072908259348936,0,0.2,21925,0,150,0.7,5074.059722713935,False,0.14785931497146865,0,0.2,21810,0,174,0.0,5885.909278348165,False,0.16151070523082353,10,1.4700000000000004,28194,0,2,0.2,66.08153569822652,False,-0.04438212580915723,0,0.2,29538,0,0,0.0,0.0,False,0.0,8,2.5300000000000002,27719,132,0,0.0,4361.38135608295,False,-0.17241853696361717,0,1.8380000000000003,32339,5,28,1.0,1369.2038392455668,False,-0.08595305932567228,0.2375,177286,0.0,0.0,11,0,0,6,9,8.5,28,34,34,175.0,80.0,12,23,34,272,1.0135347861796618,43.220422342419624
30,34,0,0,0,10.000000000000002,20,10.0,2.387693883805717,17,2.1176470588235294,34.02590643754878,2,36.0,32.85468667128748,3,28.0,43.000000000000014,9,43.0,7,1.9709999999999999,7666,309,0,0.0,3090.0000000000005,False,-0.38048157115953724,10,2.0190000000000006,7546,311,0,0.0,3110.0000000000005,False,-0.3878800107613667,0,0.2,21907,0,159,0.9,5410.119123570255,False,0.15489932719183186,0,0.2,21864,0,180,0.8,6124.66315875878,False,0.16964626621835616,1,1.4700000000000004,28168,0,2,0.2,65.70937334257496,False,-0.045268647617601535,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,2.6120000000000005,27498,135,0,0.0,4435.38270062381,False,-0.17751138004617048,0,1.8380000000000003,32339,0,33,0.5,1419.0000000000005,False,-0.08526391541421019,0.30000000000000004,176526,0.0,0.0,13,0,0,9,9,8.333333333333332,23,32,36,199.0,63.0,13,21,36,272,1.8163885967805982,45.03681093920022
31,36,0,0,0,10.000000000000002,20,10.0,2.3771424057987827,6,2.1666666666666665,34.20809952485705,2,36.0,33.540192720337046,9,39.111111111111114,43.000000000000014,9,43.0,1,1.9740000000000004,7558,318,0,0.0,3180.0000000000005,False,-0.3847188592951305,5,2.059,7341,322,0,0.0,3220.0000000000005,False,-0.39796879203658864,0,0.2,21979,0,157,0.0,5370.671625402557,False,0.15735234445597485,0,0.2,21851,0,186,0.6,6362.706511623411,False,0.1746212404772983,7,1.539,28182,0,2,0.2,67.08038544067409,False,-0.044771474279899165,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,2.693000000000001,27011,144,0,0.0,4829.787751728534,False,-0.18553256730426337,0,1.8380000000000003,32339,0,33,0.0,1419.0000000000005,False,-0.08526391541421019,0.1,175799,0.0,0.0,12,0,0,11,7,7.0,20,31,35,187.0,85.0,12,24,35,400,1.1507164416834712,46.187527380883694
32,35,0,0,0,10.000000000000002,20,10.0,2.235642969759299,17,1.2941176470588236,34.374762276422125,2,36.0,33.866643564458045,1,58.0,43.00000000000002,10,43.0,7,2.0430000000000006,7326,327,0,0.0,3270.0000000000005,False,-0.3972962066182405,10,2.154000000000001,7013,333,0,0.0,3330.0000000000005,False,-0.4163303739574926,0,0.2,22007,0,162,0.6,5568.711488780385,False,0.16331264344189347,0,0.2,21873,1,195,1.0,6705.314286872073,False,0.18369185601032506,0,1.532,28168,0,3,0.2,101.59993069337413,False,-0.04466111566975805,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,2.784000000000001,26780,145,0,0.0,4910.663316846417,False,-0.19080706196066294,0,1.8380000000000003,32339,0,33,0.0,1419.0000000000007,False,-0.08526391541421019,0.225,175044,0.0,0.0,14,0,0,12,13,13.0,13,25,38,156.0,73.0,13,22,38,330,1.2070782389491796,47.39460561983287
33,38,0,0,0,10.000000000000002,20,10.0,2.3005073799761337,8,3.25,34.52698812433649,2,36.0,36.39498003414238,19,45.36842105263158,43.00000000000002,8,43.0,6,2.0960000000000005,7044,343,0,0.0,3430.0000000000005,False,-0.41088243206887276,2,2.164,6947,337,0,0.0,3370.0000000000005,False,-0.419424266881894,0,0.2,22004,0,163,0.1,5627.899064266848,False,0.16456053362739548,0,0.2,21922,0,201,0.8,6939.924612991635,False,0.19149558005235878,16,1.6920000000000002,28210,0,2,0.2,72.78996006828476,False,-0.04372689484615941,0,0.2,29538,0,0,0.0,0.0,False,0.0,8,2.854000000000001,26233,152,0,0.0,5532.036965189642,False,-0.1973478789173567,0,1.8380000000000003,31911,2,43,1.0,1921.7899600682856,False,-0.09015209443842499,0.2625,173809,0.0,0.0,14,0,0,10,11,10.571428571428571,13,23,36,209.0,84.0,14,24,36,272,1.2489544227719307,48.643560042604804
34,36,0,0,0,10.000000000000002,20,10.0,2.2441328743876587,26,2.0,34.59984572949593,1,36.0,35.765676516276706,13,32.0,43.000000000000014,11,43.0,13,2.2200000000000006,6646,353,0,0.0,3530.0000000000005,False,-0.43428840462738766,13,2.2920000000000007,6562,347,0,0.0,3470.0000000000005,False,-0.44195587839655637,0,0.2,22016,4,172,1.0,5960.14999697085,False,0.1729189150431902,0,0.2,21894,2,211,1.0,7305.055714672417,False,0.19874843307851384,11,1.7860000000000005,28172,0,1,0.1,35.765676516276706,False,-0.04564009620630585,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,2.956000000000001,26037,152,0,0.0,5436.382830474059,False,-0.20409666984314456,0,1.8380000000000003,31495,5,53,1.0,2457.8283825813846,False,-0.09424799492677094,0.3875,172360,0.0,0.0,12,0,0,9,14,13.846153846153847,13,22,34,177.0,81.0,12,24,34,236,1.0848496602848172,49.72840970288962
35,34,0,0,0,10.0,20,10.0,2.1604061181496874,9,1.0,34.79801896666353,3,36.0,35.765676516276706,0,,43.000000000000014,8,43.0,7,2.2770000000000006,6388,364,0,0.0,3640.0,False,-0.44794188861985473,2,2.299000000000001,6432,356,0,0.0,3560.0,False,-0.4476728544525155,0,0.2,22079,3,180,1.0,6270.1246323538835,False,0.18314777890183193,0,0.2,21930,0,212,0.2,7377.1800209326675,False,0.20212988646550298,0,1.7750000000000004,28064,0,4,0.3,143.06270606510682,False,-0.04748014919654158,0,0.2,29538,0,0,0.0,0.0,False,0.0,8,3.025000000000001,25921,152,0,0.0,5436.382830474059,False,-0.20730738699557058,0,1.8380000000000003,31495,0,58,0.5,2494.000000000001,False,-0.09374740513161173,0.25,171847,0.0,0.0,14,0,0,9,7,7.0,14,23,30,205.0,60.0,14,20,30,308,1.0802823966369033,50.808692099526525
36,30,0,0,0,10.0,20,10.0,2.0951343303334586,9,1.2222222222222223,34.857889545513956,1,36.0,34.995198992457375,9,28.0,43.000000000000014,9,43.0,8,2.3500000000000005,6106,375,0,0.0,3750.0,False,-0.4632095776163573,1,2.307000000000001,6324,365,0,0.0,3650.0,False,-0.4519101425881087,0,0.2,22068,2,190,1.0,6627.189282308319,False,0.1910090864414696,0,0.2,21966,0,211,0.0,7355.0146941034445,False,0.20329911064951076,5,1.8250000000000002,28090,0,1,0.1,34.995198992457375,False,-0.04842922339033687,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,3.107000000000001,25528,161,0,0.0,5634.227037785638,False,-0.21544705032265438,0,1.8380000000000003,31495,0,58,0.0,2494.000000000001,False,-0.09374740513161173,0.1375,171115,0.0,0.0,11,0,0,4,9,8.555555555555555,4,8,35,119.0,82.0,8,22,35,236,0.9671944277361035,51.77588652726263
37,35,0,0,0,10.0,20,10.0,2.015217452296637,20,1.55,35.020516237621365,3,36.0,34.53029970247242,15,32.0,43.000000000000014,12,43.0,8,2.422,5868,382,0,0.0,3820.0,False,-0.4768630616088243,12,2.4260000000000006,5922,378,0,0.0,3780.0,False,-0.4745762711864407,0,0.2,22087,5,199,1.0,6979.158818548134,False,0.20015857581878227,0,0.2,22024,0,216,0.7,7564.431507326215,False,0.21093406004706985,14,1.96,27930,0,3,0.3,103.59089910741726,False,-0.05268483141872474,0,0.2,29538,0,0,0.0,0.0,False,0.0,12,3.2180000000000013,25300,161,0,0.0,5559.378252098059,False,-0.222793624898308,0,1.8380000000000003,31015,5,68,1.0,3096.651498512363,False,-0.09869285755885349,0.375,169684,0.0,0.0,14,0,0,4,13,12.933333333333334,9,13,33,191.0,78.0,13,22,33,308,1.0042778020724654,52.78016432933509
38,33,0,0,0,10.0,20,10.0,1.8824857337406748,23,1.173913043478261,35.113970309377194,2,36.0,34.53029970247242,0,,43.000000000000014,20,43.0,12,2.5340000000000003,5500,391,0,0.0,3910.0,False,-0.4985875706214689,11,2.5240000000000005,5565,389,0,0.0,3890.0,False,-0.4948883508205542,0,0.2,22112,2,208,1.0,7307.470795817938,False,0.2090345548265669,0,0.2,22044,6,225,1.0,7911.938234012313,False,0.22002576683431824,0,1.9460000000000006,27858,0,5,0.2,172.65149851236208,False,-0.05395335671825505,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,3.316000000000001,25113,161,0,0.0,5559.378252098059,False,-0.2279695223767879,0,1.8380000000000003,31402,0,64,0.5,2752.000000000001,False,-0.09275097567051399,0.3375,169132,0.0,0.0,18,0,0,3,11,11.0,8,11,38,147.0,67.0,11,22,38,659,1.0107792783528566,53.79094360768795
39,38,0,0,0,10.0,20,10.0,1.955797499900952,14,2.642857142857143,35.235534974511495,3,36.0,34.53029970247242,0,,43.00000000000001,20,43.0,3,2.552000000000001,5296,406,0,0.0,4060.0,False,-0.5072639225181598,11,2.6230000000000007,5283,394,0,0.0,3940.0,False,-0.5121737960721011,0,0.2,22169,0,213,0.7,7505.168949570949,False,0.21634763618720262,0,0.2,22058,5,234,1.0,8254.894171535196,False,0.22872915798261925,0,1.9460000000000006,27750,0,8,0.3,276.24239761977935,False,-0.055856144667550574,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,3.4050000000000007,24950,161,0,0.0,5559.378252098059,False,-0.23248113354786928,0,1.8380000000000003,31832,0,54,0.0,2322.0000000000005,False,-0.0868000775000692,0.25,168876,0.0,0.0,18,0,0,5,9,9.0,8,13,40,190.0,75.0,13,25,40,738,1.1921179872006178,54.98306159488857
40,40,0,0,0,9.999999999999998,20,10.0,1.987281566751824,9,2.4444444444444446,35.235534974511495,0,,33.25359316743073,12,24.0,43.00000000000001,7,43.0,4,2.589000000000001,5110,417,0,0.0,4169.999999999999,False,-0.5160747914985203,5,2.6620000000000004,5098,403,0,0.0,4029.999999999999,False,-0.5215899919289749,0,0.2,22147,0,222,0.9,7822.2887643415515,False,0.2227555901727172,0,0.2,22058,0,239,0.5,8421.292858908248,False,0.23263321427685804,4,1.9860000000000004,27886,0,0,0.0,0.0,False,-0.055927957207664705,0,0.2,29538,0,0,0.0,0.0,False,0.0,7,3.4650000000000007,24670,167,0,0.0,5553.350058960932,False,-0.2403145664291714,0,1.8380000000000003,31730,0,60,0.6,2580.0000000000005,False,-0.0860527554042459,0.25,168237,0.0,0.0,12,0,0,4,8,7.666666666666666,8,12,39,175.0,90.0,12,28,39,302,1.1587101388722658,56.141771733760834
41,39,0,0,0,9.999999999999998,20,10.0,2.00295539782568,10,2.2,35.36467262451117,4,36.0,34.72823274745191,5,61.0,43.00000000000001,20,43.0,10,2.685000000000001,4812,426,0,0.0,4259.999999999999,False,-0.533091202582728,0,2.6570000000000005,4988,414,0,0.0,4139.999999999999,False,-0.5252892117298897,0,0.2,22216,0,221,0.1,7815.592650016969,False,0.22583625005905322,0,0.2,22111,0,246,0.9,8699.709465629749,False,0.24165242047838553,5,2.0320000000000005,27857,0,4,0.4,138.91293098980765,False,-0.054558315881410295,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,3.5680000000000014,24183,172,0,0.0,5973.256032561729,False,-0.24798283881976071,0,1.8380000000000003,32117,0,51,0.0,2193.0000000000005,False,-0.08069694705084558,0.175,167822,0.0,0.0,20,0,0,6,8,8.0,6,12,38,174.0,105.0,12,27,38,731,1.3027659012004733,57.44453763496131
42,38,0,0,0,9.999999999999998,20,10.0,2.0351284079872665,2,4.0,35.41918103770448,2,36.0,35.95002196440097,9,47.44444444444444,43.00000000000001,20,43.0,1,2.6850000000000005,4712,434,0,0.0,4339.999999999999,False,-0.5371267150928168,1,2.6670000000000007,4854,426,0,0.0,4259.999999999999,False,-0.5302663438256658,0,0.2,22252,0,220,0.0,7792.219828294987,False,0.22697714392320828,0,0.2,22139,0,247,0.2,8748.537716313007,False,0.24411190737912353,5,2.0770000000000004,28012,0,2,0.2,71.90004392880194,False,-0.0504451885041506,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,3.6570000000000014,24016,172,0,0.0,6183.403777876966,False,-0.24969686708908406,0,1.8380000000000003,32120,0,50,0.9,2150.0000000000005,False,-0.08120900107946524,0.1625,167643,0.0,0.0,18,0,0,6,10,9.428571428571429,10,16,35,221.0,72.0,16,22,35,702,1.2273392649367452,58.67187689989805
43,35,0,0,0,9.999999999999998,20,10.0,2.0449776066882266,20,2.1,35.46973087923891,2,36.0,39.22806402539352,16,56.5,43.0,20,43.0,11,2.794000000000001,4361,446,0,0.0,4459.999999999999,False,-0.5566989507667474,9,2.7560000000000007,4577,434,0,0.0,4339.999999999999,False,-0.5462066182405165,0,0.2,22316,0,222,0.4,7874.280255191038,False,0.23190559465043958,0,0.2,22105,6,257,1.0,9127.990701604529,False,0.25141923658215315,14,2.2120000000000006,28232,0,2,0.2,78.45612805078704,False,-0.042886178345677026,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,3.7370000000000014,23369,180,0,0.0,7061.051524570834,False,-0.2554588900250375,0,1.8380000000000003,32201,0,47,0.8,2021.0,False,-0.08075230424312879,0.3,166699,0.0,0.0,18,0,0,4,13,12.75,6,10,35,152.0,88.0,10,25,35,745,1.1021825559437275,59.77405945584178
44,35,0,0,0,9.999999999999998,20,10.0,2.1225782285749384,31,2.4193548387096775,35.516487607274556,2,36.0,39.48851188071894,1,63.0,43.0,20,43.0,22,3.003,3702,456,0,0.0,4559.999999999999,False,-0.5976594027441485,9,2.8370000000000006,4290,444,0,0.0,4439.999999999999,False,-0.5621468926553672,0,0.2,22271,16,232,1.0,8273.786376544896,False,0.23916724641135798,0,0.2,22147,1,265,1.0,9413.991794156333,False,0.26010022509868924,0,2.1980000000000004,28223,0,3,0.2,118.46553564215682,False,-0.042513617447996525,0,0.2,29538,0,0,0.0,0.0,False,0.0,12,3.8480000000000016,23079,181,0,0.0,7147.420650410128,False,-0.262290394829498,0,1.8380000000000003,32545,0,39,0.0,1677.0,False,-0.07599158570677295,0.275,165795,0.0,0.0,17,0,0,3,14,14.0,10,13,35,192.0,76.0,13,22,35,679,1.094890907406807,60.86895036324859
45,35,0,0,0,10.0,20,10.0,2.2506438527291803,19,3.1578947368421053,35.57843973084097,3,36.0,39.48851188071894,0,,43.0,20,43.0,8,3.061000000000001,3422,468,0,0.0,4680.0,False,-0.6124562819478073,11,2.938,3990,452,0,0.0,4520.0,False,-0.5796341135324187,0,0.2,22328,15,240,1.0,8572.58519319277,False,0.24885235777750384,0,0.2,22138,1,274,1.0,9750.743130103154,False,0.2675787886561671,0,2.1980000000000004,28115,0,6,0.3,236.93107128431365,False,-0.04416461725092568,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,3.926000000000001,22942,181,0,0.0,7147.420650410128,False,-0.26608236250089773,0,1.8380000000000003,33018,0,28,0.0,1204.0,False,-0.06944559771928367,0.2875,165491,0.0,0.0,20,0,0,4,10,10.0,9,13,34,186.0,72.0,13,22,34,781,1.187036664225161,62.05598702747375
46,34,0,0,0,10.0,20,10.0,2.3711552084730854,9,4.222222222222222,35.57843973084097,0,,39.48851188071894,0,,43.0,20,43.0,0,3.053000000000001,3322,478,0,0.0,4780.0,False,-0.615819209039548,9,3.017000000000001,3724,462,0,0.0,4620.0,False,-0.5941619585687382,0,0.2,22298,10,250,1.0,8918.321484794973,False,0.25555632032271997,0,0.2,22130,0,279,0.5,9926.384684904631,False,0.27132430868811014,0,2.1980000000000004,28115,0,6,0.0,236.93107128431365,False,-0.04416461725092568,0,0.2,29538,0,0,0.0,0.0,False,0.0,8,3.9970000000000008,22828,181,0,0.0,7147.420650410128,False,-0.26923772246104055,0,1.8380000000000003,33534,0,16,0.0,688.0,False,-0.062304519914749924,0.1875,165489,0.0,0.0,14,0,0,5,6,6.0,7,12,33,189.0,85.0,12,22,33,716,0.9877469073981047,63.04373393487185
47,33,0,0,0,10.0,20,10.0,2.288978592879379,10,1.2,35.59753865893136,1,36.0,38.71152036194474,11,32.90909090909091,43.0,20,43.0,5,3.103,3134,487,0,0.0,4870.0,False,-0.6254371805219263,5,3.0580000000000007,3514,473,0,0.0,4730.0,False,-0.6045870325531343,0,0.2,22295,1,260,1.0,9257.649029915034,False,0.26337687180130054,0,0.2,22157,0,287,0.9,10216.493595113301,False,0.2793978132211839,5,2.2480000000000007,28251,0,1,0.1,38.71152036194474,False,-0.0429157099268409,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,4.089,22676,181,0,0.0,7006.785185511999,False,-0.2753911651926154,0,1.8380000000000003,33602,1,16,1.0,726.7115203619447,False,-0.05988663510805797,0.375,165167,0.0,0.0,19,0,0,3,7,7.0,8,11,36,159.0,81.0,11,22,36,948,1.6948730582371354,64.73860699310899
48,36,0,0,0,10.0,20,10.0,2.206972446668242,17,1.588235294117647,35.63435159756957,2,36.0,38.85089423804622,18,39.5,43.0,20,43.0,15,3.2480000000000007,2720,493,0,0.0,4930.0,False,-0.6512644605864945,2,3.0730000000000004,3336,487,0,0.0,4870.0,False,-0.6118509550712941,0,0.2,22282,0,270,1.0,9621.274931343783,False,0.2712982715814317,0,0.2,22215,0,293,0.8,10440.865018087883,False,0.2873836285976229,17,2.4130000000000007,28124,0,2,0.2,77.70178847609245,False,-0.046555254443833474,0,0.2,29538,0,0,0.0,0.0,False,0.0,10,4.179,22449,182,0,0.0,7070.862751324413,False,-0.28078741798383,0,1.8380000000000003,33383,8,16,1.0,998.8071539043698,False,-0.06218263508671187,0.375,164047,0.0,0.0,15,0,0,5,14,13.857142857142858,7,12,37,165.0,82.0,12,24,37,702,0.9036222286522388,65.64222922176123
49,37,0,0,0,10.0,20,10.0,2.1969986737559726,32,2.15625,35.682720581791585,3,36.0,38.85089423804622,0,,43.0,20,43.0,9,3.3230000000000004,2443,503,0,0.0,5030.0,False,-0.666532149582997,23,3.301000000000001,2614,497,0,0.0,4970.0,False,-0.6570486951842884,0,0.2,22328,3,278,1.0,9926.387317759329,False,0.2806153469513239,0,0.2,22208,9,302,1.0,10795.954603764862,False,0.29538629355180096,0,2.3960000000000004,28016,0,5,0.3,194.25447119023113,False,-0.048238633773609756,0,0.2,29538,0,0,0.0,0.0,False,0.0,7,4.239000000000001,22365,182,0,0.0,7070.862751324413,False,-0.2831124200597247,0,1.8380000000000003,33942,0,11,0.8,473.0,False,-0.053987101774198014,0.3875,163454,0.0,0.0,22,0,0,4,12,12.0,7,11,38,161.0,89.0,11,26,38,867,0.9778654761612415,66.62009469792247
50,38,0,0,0,10.0,20,10.0,2.194863795209086,17,2.176470588235294,35.72337862826466,3,36.0,38.85089423804622,0,,43.0,20,43.0,2,3.334000000000001,2326,511,0,0.0,5110.0,False,-0.6717110573042776,15,3.4280000000000004,2150,509,0,0.0,5090.0,False,-0.6842211460855528,0,0.2,22330,9,287,1.0,10272.36344046884,False,0.28882650838695606,0,0.2,22277,0,310,1.0,11074.247374762046,False,0.30515338029097755,0,2.3960000000000004,27908,0,8,0.3,310.8071539043698,False,-0.04992201310338603,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,4.3420000000000005,22172,182,0,0.0,7070.862751324413,False,-0.2884543891150542,0,1.8380000000000003,34329,0,2,0.0,86.0,False,-0.048631293420797694,0.2875,163030,0.0,0.0,15,0,0,6,13,13.0,8,14,37,185.0,87.0,14,24,37,695,1.00253661070019,67.62263130862266
51,37,0,0,0,10.000000000000002,20,10.0,2.1783672869585518,8,1.875,35.76751492681442,4,36.0,36.81929047489302,10,18.2,43.00000000000001,11,43.0,3,3.3620000000000005,2128,525,0,0.0,5250.000000000001,False,-0.6803201506591338,5,3.463000000000001,1995,515,0,0.0,5150.000000000001,False,-0.6926284638149045,0,0.2,22400,1,295,1.0,10553.595270697213,False,0.29870947563927586,0,0.2,22336,0,314,0.6,11230.999687019728,False,0.31159963603349744,2,2.416000000000001,27870,0,4,0.4,147.2771618995721,False,-0.05397662059212581,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,4.441000000000001,21914,184,0,0.0,6774.749447380316,False,-0.29969346719560025,0,1.8380000000000003,34209,0,10,0.8,430.00000000000006,False,-0.047192006421434306,0.35000000000000003,162390,0.0,0.0,15,0,0,7,11,11.0,4,11,34,167.0,102.0,11,26,34,464,0.9690571371465921,68.59168844576925
52,34,0,0,0,10.000000000000002,20,10.0,2.355103035811188,15,4.0,35.78644480477219,2,36.0,35.65530951312551,16,29.0,43.00000000000001,9,43.0,10,3.4590000000000005,1833,536,0,0.0,5360.000000000001,False,-0.6964622006994888,5,3.5080000000000005,1815,524,0,0.0,5240.000000000001,False,-0.7017083669626043,0,0.2,22442,0,299,0.6,10700.146996626885,False,0.3041186944917387,0,0.2,22306,0,324,1.0,11594.80811674619,False,0.31872760820107443,12,2.5340000000000003,27750,0,2,0.2,71.31061902625102,False,-0.059325096163818675,0,0.2,29538,0,0,0.0,0.0,False,0.0,9,4.520000000000001,21777,184,0,0.0,6560.576950415094,False,-0.30644943189106955,0,1.8380000000000003,33745,6,20,1.0,1073.9318570787532,False,-0.05112331012374051,0.35,161206,0.0,0.0,13,0,0,5,9,8.555555555555555,7,12,31,171.0,66.0,12,22,31,272,0.7857325468212366,69.37742099259049
53,31,0,0,0,10.000000000000002,20,10.0,2.4075273019333965,14,2.9285714285714284,35.81196273343472,3,36.0,35.87949925025173,14,37.42857142857143,43.00000000000001,16,43.0,5,3.4990000000000006,1633,546,0,0.0,5460.000000000001,False,-0.7065509819747108,9,3.593000000000001,1545,534,0,0.0,5340.000000000001,False,-0.7165052461662631,0,0.2,22476,1,307,1.0,10996.680086466393,False,0.31267139239046493,0,0.2,22339,0,326,0.3,11674.699851099718,False,0.32215052909529635,12,2.6420000000000003,27650,0,3,0.3,107.63849775075519,False,-0.062095631089600596,0,0.2,29538,0,0,0.0,0.0,False,0.0,11,4.621000000000001,21451,190,0,0.0,6817.104857547829,False,-0.31192248806294354,0,1.8380000000000003,33568,4,25,1.0,1218.5179970010072,False,-0.054021450953513704,0.325,160200,0.0,0.0,17,0,0,7,12,11.75,3,10,23,136.0,75.0,10,21,23,523,0.713311935774982,70.09073292836547
