index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
47,38,0,0,0,10.0,20,10.0,21.182431560598776,24,18.291666666666664,40.30876629115508,0,,43.85689286481656,10,57.0,51.0,20,51.0,8,3.2680000000000007,43350,482,0,0.0,4820.0,False,-0.11341883984965319,0,0.2,54046,5,212,1.0,4540.67549084694,False,0.09110585781810114,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79903,144,62,1.0,5549.413654777839,False,0.06998455839768236,0,1.8830000000000005,95155,0,0,0.0,0.0,False,0.009366513917175832,5,1.8880000000000001,94037,0,0,0.0,0.0,False,-0.0024927868295994567,0,0.812,122156,106,12,1.0,5260.830643670555,False,-0.01200751112930593,0,1.5050000000000001,124821,2,10,1.0,597.7137857296332,False,-0.00936749805733184,0.5,691163,0.0,0.0,17,0,0,11,3,2.5,16,27,44,198.0,143.0,14,24,44,1584,2.4536165734753013,136.8380057681352
48,44,0,0,0,10.0,20,10.0,21.221862425881305,15,21.666666666666668,38.533139452174,16,28.0,44.09741582725273,4,55.75,51.0,20,51.0,5,3.310000000000001,43190,491,0,0.0,4910.0,False,-0.11564691750300306,0,0.2,54216,6,212,1.0,4559.0348342868365,False,0.09457739018761226,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80026,149,56,1.0,5319.913310778058,False,0.0700913246459044,0,1.883,94707,6,10,1.0,672.1729949855713,False,0.008179379852902057,4,1.9230000000000005,94078,0,0,0.0,0.0,False,-0.0020578750848608282,0,0.812,122717,96,11,1.0,4794.351919416262,False,-0.009412476665573063,0,1.5050000000000001,125057,0,7,0.6,357.0,False,-0.008451897421280571,0.575,691686,0.0,0.0,17,0,0,11,3,3.0,20,31,35,222.0,126.0,16,28,35,1948,2.678766748867929,139.51677251700312
49,35,0,0,0,10.0,20,10.0,21.221862425881305,0,,38.83656158432074,14,41.0,43.38440567050207,5,18.0,51.00000000000001,17,51.0,0,3.305,43080,502,0,0.0,5020.0,False,-0.11671251985895299,0,0.2,54126,5,222,1.0,4761.25345854565,False,0.09479262853630455,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80600,139,52,1.0,4969.34007958218,False,0.07525132703236818,0,1.8830000000000005,94797,0,11,0.6,477.2284623755228,False,0.008100117014466257,0,1.9190000000000003,93504,4,10,1.0,589.1903030423036,False,-0.005021690941943004,0,0.812,123227,86,11,1.0,4292.058887663178,False,-0.0073630124080062195,0,1.5050000000000001,125324,0,5,0.5,255.00000000000003,False,-0.006741724266248624,0.6375,692353,0.0,0.0,15,0,0,9,0,0.0,18,27,36,171.0,114.0,12,23,36,1731,5.067453122697771,144.5842256397009
50,36,0,0,0,10.0,20,10.0,21.57811573773074,12,26.5,36.38188157169637,30,28.0,44.53385267306744,20,54.0,51.00000000000001,20,51.0,1,3.315000000000001,42977,511,0,0.0,5110.0,False,-0.11783624597977294,0,0.2,54324,6,221,1.0,4828.7635780384935,False,0.09928278740301553,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,81122,141,32,1.0,4206.734529314318,False,0.07707217891364261,0,1.883,94797,0,11,0.0,489.8723794037419,False,0.008167177843918322,10,2.0190000000000006,93304,24,10,1.0,1318.5036844513872,False,-0.00327507804835266,0,0.812,123533,76,15,1.0,4149.572803153126,False,-0.005504331634430169,9,1.5950000000000002,124345,10,10,1.0,955.3385267306744,False,-0.011720471696116928,0.625,692097,0.0,0.0,14,0,0,16,5,4.75,12,28,32,177.0,96.0,14,22,32,2398,2.603753810748458,147.18797945044935
51,32,0,0,0,10.000000000000002,20,10.0,21.61800088396909,1,28.0,35.38991095751914,16,28.0,42.94348343036931,11,18.90909090909091,51.00000000000001,20,51.0,0,3.314,42897,519,0,0.0,5190.000000000001,False,-0.11861122951137289,0,0.2,54232,8,230,1.0,5052.140203312891,False,0.09966424035448603,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,81542,132,26,1.0,3773.7138015794176,False,0.07970566715141325,0,1.8830000000000005,94625,0,15,1.0,644.1522514555397,False,0.007160939894430613,0,2.0090000000000003,93236,20,15,1.0,1351.9504706059224,False,-0.0038189999649634924,0,0.812,123892,71,16,1.0,3864.9873235562213,False,-0.003788558769165373,1,1.596,124737,6,10,1.0,767.6609005822158,False,-0.009359789947260912,0.75,692856,0.0,0.0,19,0,0,11,1,0.25,17,28,37,180.0,99.0,14,18,37,1700,2.148230125196278,149.33620957564563
52,37,0,0,0,10.000000000000002,20,10.0,21.328734072989302,18,19.0,35.38991095751914,0,,42.532344225030926,18,38.888888888888886,51.00000000000001,20,51.0,18,3.494,42725,529,0,0.0,5290.000000000001,False,-0.12097492928275275,0,0.2,54132,8,240,1.0,5198.896177517433,False,0.09914844981514162,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,81200,140,36,1.0,4260.059564689192,False,0.0784266828309124,0,1.883,94785,0,7,0.0,297.7264095752165,False,0.007020782467621369,0,2.0090000000000003,93776,10,15,1.0,991.8842729506553,False,-6.137933286489739e-07,0,0.812,124191,69,17,1.0,3801.731751527134,False,-0.001671647737871854,1,1.6050000000000002,124697,6,10,1.0,765.1940653501856,False,-0.009686254224562381,0.625,693201,0.0,0.0,16,0,0,11,2,2.0,18,29,41,222.0,143.0,14,23,41,1869,2.2715039029717445,151.60771347861737
53,41,0,0,0,10.000000000000002,20,10.0,20.791195655865934,44,19.0,35.38991095751914,0,,42.532344225030926,0,,51.0,20,51.0,44,3.916,42009,541,0,0.0,5410.000000000001,False,-0.13368465920099198,0,0.2,54052,6,250,1.0,5257.798913966483,False,0.098169090885869,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80364,174,46,1.0,5245.603948166553,False,0.07398475442064556,0,1.883,94785,0,7,0.0,297.7264095752165,False,0.007020782467621369,0,2.0090000000000003,93776,0,25,1.0,1063.3086056257732,False,0.00037820670838509745,0,0.812,124752,59,16,1.0,3325.4083092768246,False,0.0008844141044821853,0,1.6040000000000003,125156,0,7,0.6,357.0,False,-0.0076680680585575955,0.575,692589,0.0,0.0,13,0,0,7,2,2.0,21,28,43,207.0,155.0,14,27,43,1220,2.555569591000676,154.16328306961805
54,43,0,0,0,10.000000000000002,20,10.0,20.869521571699035,57,21.105263157894736,35.38991095751914,0,,42.48991746952449,22,42.18181818181818,51.00000000000001,20,51.0,45,4.322,41729,551,0,0.0,5510.000000000001,False,-0.13814081450769172,0,0.2,54300,6,248,1.0,5235.641349781361,False,0.10275934193999073,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79161,221,56,1.0,6593.999280966559,False,0.06714118856585063,9,1.973,94965,0,0,0.0,0.0,False,0.007351069246435845,0,2.009000000000001,94112,0,19,0.0,807.3084319209654,False,0.0025845873213731214,0,0.812,124604,68,14,1.0,3603.3143879276654,False,0.0008127850800364039,1,1.614,125335,0,3,0.3,153.00000000000003,False,-0.007058422998661948,0.4125,691901,0.0,0.0,16,0,0,15,4,2.4583333333333335,12,27,51,210.0,129.0,15,28,51,1751,2.6989446505904198,156.86222772020847
55,51,0,0,0,10.000000000000002,20,10.0,20.37154095497369,55,18.509090909090908,34.25835139376479,22,28.0,42.96790846215324,6,56.0,51.0,20,51.0,55,4.827000000000002,41195,565,0,0.0,5650.000000000001,False,-0.14713062347425118,0,0.2,54240,2,258,1.0,5275.857566383212,False,0.10198645296221195,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78759,266,44,1.0,6926.197355348652,False,0.06408824482560273,6,2.024,95019,0,0,0.0,0.0,False,0.007923879837067209,0,2.0090000000000003,93496,12,29,1.0,1657.1695621276215,False,0.0005577985092477925,0,0.812,124895,61,15,1.0,3386.0424161913475,False,0.0022566463828703185,8,1.6930000000000003,125210,0,3,0.3,153.0,False,-0.008048106537453584,0.5375,690509,0.0,0.0,13,0,0,15,6,5.666666666666667,20,35,44,273.0,166.0,21,30,44,1377,2.6305953292176127,159.49282304942608
56,44,0,0,0,10.000000000000002,20,10.0,20.523758731069677,12,23.5,33.99574342963605,10,30.6,41.55817631278762,20,30.8,51.00000000000001,20,51.0,3,4.802000000000001,41056,575,0,0.0,5750.000000000001,False,-0.14885496183206107,0,0.2,54392,2,259,1.0,5335.653511347046,False,0.1055106512898346,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78783,268,44,1.0,6996.18005083066,False,0.06485168921205285,13,2.1480000000000006,94827,0,0,0.0,0.0,False,0.005887219959266802,0,2.0090000000000003,93330,12,32,1.0,1737.8105631648366,False,-0.0007753597931260053,0,0.812,125237,54,15,1.0,3009.141520890532,False,0.0034723700976640446,7,1.7550000000000003,124817,7,10,1.0,800.9072341895135,False,-0.008594779086048993,0.625,690137,0.0,0.0,17,0,0,18,6,6.0,16,34,33,267.0,150.0,19,25,33,1561,2.4577333480119705,161.95055639743805
57,33,0,0,0,10.000000000000002,20,10.0,20.87676397973321,11,28.0,33.99574342963605,0,,41.36166025693309,7,37.0,51.00000000000001,20,51.0,0,4.799000000000001,40986,582,0,0.0,5820.000000000001,False,-0.14953307242221103,0,0.2,54570,5,258,1.0,5436.205106771168,False,0.10993340088707688,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78475,269,54,1.0,7451.61965574858,False,0.06381273233951448,0,2.1350000000000002,94827,0,0,0.0,0.0,False,0.005887219959266802,0,2.0090000000000003,93589,2,35,1.0,1515.6495958519304,False,0.0007937117906267112,0,0.812,125386,51,17,1.0,2976.444673103588,False,0.0045226347478033,2,1.7680000000000005,125307,0,7,0.7,357.00000000000006,False,-0.0064725303436972996,0.5875,690835,0.0,0.0,15,0,0,9,1,1.0,17,26,31,118.0,109.0,12,21,31,1685,1.8698464687913656,163.82040286622941
58,31,0,0,0,10.000000000000002,20,10.0,20.825134711516988,1,10.0,34.26435764287587,5,41.0,41.66312913184692,15,44.6,51.0,20,51.0,1,4.809000000000001,40843,595,0,0.0,5950.000000000001,False,-0.15104429030883093,0,0.2,54500,2,268,1.0,5601.1361026865525,False,0.11017491477783692,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78670,260,59,1.0,7436.132125924093,False,0.06623613385482127,6,2.1950000000000003,94676,0,5,0.5,208.3156456592346,False,0.005390336715351462,0,2.0090000000000003,93922,0,28,0.2,1166.5676156917139,False,0.002474582143646671,0,0.812,125548,53,14,1.0,2922.145843987887,False,0.005590309984671294,0,1.7660000000000005,125496,0,3,0.3,153.0,False,-0.005783710600698321,0.5,691350,0.0,0.0,16,0,0,5,3,3.0,18,23,34,117.0,126.0,9,22,34,1758,1.8372911410406232,165.65769400727004
59,34,0,0,0,10.000000000000002,20,10.0,20.825134711516988,0,,34.53964168672588,5,41.0,41.66312913184692,0,,51.0,20,51.0,0,4.808000000000002,40763,603,0,0.0,6030.000000000001,False,-0.1518192738404309,0,0.2,54380,4,278,1.0,5829.387449801723,False,0.11006110212153412,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78875,250,64,1.0,7416.820745829704,False,0.06876420826860163,0,2.1890000000000005,94471,0,10,0.5,416.6312913184692,False,0.00432064288080491,0,2.0090000000000003,93922,0,28,0.0,1166.5676156917139,False,0.002474582143646671,0,0.812,125854,43,18,1.0,2709.5145526694178,False,0.007171304532233696,11,1.8760000000000006,125433,0,0,0.0,0.0,False,-0.006888197429989786,0.4375,691393,0.0,0.0,11,0,0,8,4,3.5,19,27,39,182.0,138.0,13,21,39,813,2.029695915058255,167.6873899223283
60,39,0,0,0,10.000000000000002,20,10.0,20.76834070026577,1,10.0,33.75683670478405,28,30.678571428571427,41.081628163646755,4,20.0,51.0,20,51.0,1,4.818,40670,611,0,0.0,6110.000000000001,False,-0.15284612701980083,0,0.2,54260,6,288,1.0,6041.282121676542,False,0.10978883754094378,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79724,241,46,1.0,6557.984597184117,False,0.0741942836623794,0,2.189000000000001,93907,13,16,1.0,1096.1449277805407,False,0.0019419601142468144,0,2.0090000000000003,93707,0,33,0.5,1355.6937294003428,False,0.0011970348003667245,0,0.812,126364,33,18,1.0,2273.693729400343,False,0.009483914591895458,10,1.9650000000000003,125167,0,4,0.4,204.0,False,-0.008186662232884412,0.6125,691494,0.0,0.0,14,0,0,11,5,5.0,16,27,33,192.0,122.0,13,26,33,1649,2.0189222283661366,169.70631215069443
61,33,0,0,0,10.000000000000002,20,10.0,20.76834070026577,0,,34.11428064005712,5,43.0,41.677645627186386,6,55.0,51.0,20,51.0,0,4.817000000000001,40560,622,0,0.0,6220.000000000001,False,-0.15391172937575076,0,0.2,54170,5,298,1.0,6238.965528679199,False,0.10996014190606422,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79939,231,51,1.0,6537.315014404307,False,0.07684298572799471,0,2.189,94022,8,20,1.0,1106.4671576641847,False,0.003216581581297654,0,2.0090000000000003,93707,0,33,0.0,1375.3623056971508,False,0.0013013530300467848,0,0.812,126709,26,18,1.0,2001.618786306846,False,0.011138368788971157,6,2.0150000000000006,125116,0,3,0.3,153.0,False,-0.008792348558624895,0.5375,691918,0.0,0.0,14,0,0,8,3,2.6666666666666665,20,28,41,177.0,117.0,14,19,41,1408,2.1285553527995944,171.83486750349402
62,41,0,0,0,10.000000000000002,20,10.0,20.5592773394658,23,19.0,35.068519483079804,14,43.0,35.79991168009168,44,18.954545454545453,51.0,20,51.0,23,5.047,40378,631,0,0.0,6310.000000000001,False,-0.1565660479714806,0,0.2,54060,6,308,1.0,6392.2574205554665,False,0.10931392084081325,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80104,244,47,1.0,6664.684086534407,False,0.0798025371200621,1,2.1990000000000003,93761,12,10,1.0,778.8213505978745,False,-0.0012897713499349552,0,2.009000000000001,94156,0,10,0.0,357.9991168009168,False,0.0006682743380904679,0,0.812,126943,30,18,1.0,1991.9973504027505,False,0.012952967666653834,7,2.079,124616,20,10,1.0,1225.9982336018336,False,-0.008503367957998506,0.625,691713,0.0,0.0,18,0,0,14,4,2.6,19,33,35,273.0,144.0,18,23,35,2056,2.2891537053510547,174.12402120884508
63,35,0,0,0,10.0,20,10.0,20.920928205641697,42,22.428571428571427,35.068519483079804,0,,36.22363743879004,14,40.857142857142854,51.0,20,51.0,24,5.264000000000001,40182,641,0,0.0,6410.0,False,-0.15939473786182043,0,0.2,54446,6,300,1.0,6336.278461692509,False,0.11625022728031643,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79162,276,57,1.0,7773.081795292657,False,0.07478375692566742,0,2.1980000000000004,93997,2,12,1.0,504.82068823164013,False,-0.00023962211350324352,0,2.0090000000000003,94492,0,4,0.0,144.89454975516017,False,0.0031021647453917745,0,0.812,127049,28,19,1.0,1983.2618482861212,False,0.013757637776957453,1,2.0820000000000003,124897,16,10,1.0,1089.5781990206406,False,-0.006818610013140444,0.625,691920,0.0,0.0,19,0,0,11,2,1.5,22,33,32,286.0,92.0,19,16,32,2176,2.13779591396451,176.2618171228096
64,32,0,0,0,10.0,20,10.0,21.314300248736643,10,29.0,35.068519483079804,0,,37.75975668393384,25,47.0,50.99999999999999,20,51.0,0,5.240000000000001,40092,650,0,0.0,6500.0,False,-0.1602665943348704,0,0.2,54626,7,300,1.0,6464.2900746209925,False,0.1209777393209303,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,78872,276,67,1.0,8232.33767401766,False,0.07400244385930922,13,2.3280000000000007,94540,0,2,0.2,75.51951336786767,False,0.0032433782743968463,0,2.0090000000000003,94492,0,4,0.0,151.03902673573535,False,0.0031347538332470344,0,0.812,127019,28,19,1.0,2026.2731871501474,False,0.013690384183868,0,2.081000000000001,124772,21,10,1.0,1302.9548903626105,False,-0.006963591956000261,0.525,692108,0.0,0.0,17,0,0,7,2,1.3,22,29,29,195.0,97.0,14,18,29,1605,1.9479736033827066,178.2097907261923
65,29,0,0,0,10.0,20,10.0,21.72187803754403,12,28.0,33.62918764108661,30,28.0,38.432648354331256,18,44.333333333333336,51.0,20,51.0,0,5.24,39972,662,0,0.0,6620.0,False,-0.16142906963227033,0,0.2,54882,5,298,1.0,6523.119655188121,False,0.12650753337455065,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79376,278,47,1.0,7619.253913568311,False,0.0765578744245393,11,2.4250000000000007,94324,5,10,1.0,552.4724217487457,False,0.003481799589213861,1,2.0190000000000006,94118,5,10,1.0,552.4724217487457,False,0.0012966332619905076,0,0.812,127565,21,15,1.0,1572.0856154409564,False,0.016215314028332543,0,2.0810000000000004,124448,26,14,1.0,1713.2488572126126,False,-0.0079046069483203,0.75,692380,0.0,0.0,17,0,0,10,3,1.5333333333333332,18,28,31,202.0,57.0,15,14,31,2396,1.9004207542166114,180.1102114804089
66,31,0,0,0,10.0,20,10.0,21.894204565763093,5,28.0,33.897029663183105,5,41.0,40.13744209856068,16,57.0,51.0,20,51.0,0,5.240000000000001,39872,672,0,0.0,6720.0,False,-0.16239779904677026,0,0.2,54922,5,303,1.0,6683.9439834262175,False,0.12884046947946504,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79441,273,52,1.0,7739.763388938845,False,0.0781788753004973,6,2.474000000000001,94767,0,10,1.0,401.37442098560683,False,0.007379574109945735,0,2.0180000000000007,94118,0,15,0.5,602.0616314784103,False,0.001559644600084852,0,0.812,127163,27,15,1.0,1848.7109366611385,False,0.014127577874876845,0,2.081000000000001,124958,16,14,1.0,1356.199073576971,False,-0.005280163283623589,0.6875,692936,0.0,0.0,17,0,0,8,1,0.375,19,27,28,177.0,99.0,13,18,28,1565,1.8535934975370765,181.96380497794598
67,28,0,0,0,10.000000000000002,20,10.0,21.894204565763093,0,,34.5245160696565,12,41.0,38.263183419570986,15,18.666666666666668,51.00000000000001,20,51.0,0,5.24,39752,684,0,0.0,6840.000000000001,False,-0.1635602743441702,0,0.2,54842,3,313,1.0,6882.886029083848,False,0.12921771253035852,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79933,263,50,1.0,7484.401604278519,False,0.08289375957213994,0,2.468000000000001,94275,2,20,1.0,834.3127005307327,False,0.004456851984315316,0,2.0180000000000002,94398,0,0,0.0,0.0,False,0.0013365580448065173,0,0.812,127546,32,12,1.0,1836.4218694262718,False,0.01711131908753659,0,2.081000000000001,125315,6,17,1.0,1096.579100517426,False,-0.0034813935515488957,0.625,693756,0.0,0.0,19,0,0,8,0,0.0,19,27,32,178.0,109.0,12,16,32,1992,1.797085465863347,183.76089044380933
68,32,0,0,0,10.0,20,10.0,21.54442211739086,19,18.526315789473685,35.014144673910316,10,41.0,38.18646444976534,10,37.0,51.00000000000001,20,51.0,19,5.430000000000002,39540,695,0,0.0,6950.0,False,-0.1666020847057,0,0.2,54752,2,323,1.0,6978.848343917248,False,0.12840361475488474,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79991,272,50,1.0,7610.79004962583,False,0.08446221075207598,0,2.468000000000001,94255,0,22,0.7,840.1022178948374,False,0.004275406366125855,5,2.0680000000000005,94158,0,5,0.5,190.9323222488267,False,-0.00019659961468507887,0,0.812,127686,32,12,1.0,1833.9668623924908,False,0.01821004593078745,0,2.0810000000000004,125825,0,13,0.6,663.0000000000001,False,-0.0011599091074637974,0.6,693902,0.0,0.0,17,0,0,7,3,3.0,13,20,32,208.0,87.0,13,19,32,1815,1.9597101043909788,185.7206005482003
69,32,0,0,0,10.0,20,10.0,21.54442211739086,0,,35.014144673910316,0,,38.49403501002974,13,42.0,51.00000000000001,0,,0,5.411000000000002,39400,709,0,0.0,7090.0,False,-0.16795830588599991,0,0.2,54692,0,331,0.8,7131.203720856374,False,0.1287170508084664,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79991,262,60,1.0,7745.487275191024,False,0.08533381179753481,0,2.4680000000000004,94355,0,17,0.0,654.3985951705056,False,0.004351231517155127,3,2.0930000000000004,94468,0,0,0.0,0.0,False,0.0020790902919212493,0,0.812,127518,25,22,1.0,2084.3508752507437,False,0.01787111499826106,0,2.0810000000000004,125447,0,23,1.0,1173.0000000000002,False,-0.002133757709634767,0.475,693566,0.0,0.0,9,0,0,13,2,1.3333333333333333,12,25,32,269.0,75.0,17,15,32,468,2.0470111574977636,187.76761170569807
70,32,0,0,0,10.0,20,10.0,20.945361256194417,25,17.0,35.745518884941816,12,43.0,37.61640760446852,7,19.428571428571427,51.00000000000001,0,,25,5.661000000000002,39075,717,0,0.0,7170.0,False,-0.1734800635486496,0,0.2,54572,2,341,1.0,7162.368188362296,False,0.12669399957726868,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80082,277,58,1.0,7875.105163292478,False,0.08735023400603381,0,2.4680000000000004,93975,2,20,1.0,823.819189859254,False,0.0012189154248306133,0,2.0900000000000007,94468,0,0,0.0,0.0,False,0.0020790902919212493,0,0.812,127382,22,32,1.0,2459.560967298308,False,0.018279696314807692,0,2.0810000000000004,125447,0,23,0.0,1173.0000000000002,False,-0.002133757709634767,0.5,692696,0.0,0.0,10,0,0,13,2,2.0,8,21,33,192.0,58.0,13,19,33,852,2.1880526123568416,189.95566431805491
71,33,0,0,0,10.0,20,10.0,21.30609965257817,21,24.238095238095237,35.745518884941816,0,,37.52506425789485,20,36.9,51.00000000000001,0,,5,5.686000000000002,38895,728,0,0.0,7280.0,False,-0.17590188708489946,0,0.2,54946,1,335,1.0,7147.543383613686,False,0.13379648335348626,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79573,288,68,1.0,8566.851984118555,False,0.08523910951286753,0,2.468000000000001,94345,0,12,0.2,450.30077109473814,False,0.003162661082265902,10,2.1900000000000004,94337,0,0,0.0,0.0,False,0.0006894942294636795,0,0.812,126789,26,42,1.0,3117.6516707052665,False,0.016189843751554852,0,2.081000000000001,125302,0,29,0.6,1479.0000000000002,False,-0.0020704179631521025,0.475,691882,0.0,0.0,11,0,0,13,5,5.0,7,20,38,219.0,75.0,13,20,38,1034,2.308858858421445,192.26452317647636
72,38,0,0,0,10.0,20,10.0,21.703503266195632,12,27.416666666666668,33.933994804319205,36,28.0,40.9799535216614,37,54.16216216216216,51.00000000000001,0,,1,5.691000000000002,38812,735,0,0.0,7350.0,False,-0.17683186732281939,0,0.2,55135,4,334,1.0,7288.970090909341,False,0.1388283226538278,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,80252,290,42,1.0,7719.24372897814,False,0.08854176089671381,25,2.718000000000001,94994,0,0,0.0,0.0,False,0.007658689748811948,0,2.1800000000000006,93329,26,10,1.0,1292.0834001289134,False,-0.003150015910721614,0,0.812,124785,53,52,1.0,4823.937536648054,False,0.0070779693936330376,0,2.081000000000001,125302,0,29,0.0,1479.0000000000002,False,-0.0020704179631521025,0.5,690304,0.0,0.0,12,0,0,7,3,2.4705882352941178,6,13,40,189.0,120.0,13,25,40,1695,2.2819805471226573,194.54650372359902
73,40,0,0,0,10.0,20,10.0,22.44721364730973,19,28.94736842105263,33.933994804319205,0,,41.19123518399118,32,42.25,51.00000000000001,0,,1,5.700000000000001,38699,745,0,0.0,7450.0,False,-0.17805246638508931,0,0.2,55575,4,326,1.0,7357.791649022972,False,0.14801983617839123,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79702,299,52,1.0,8476.284610370209,False,0.08632253533305424,29,2.983000000000001,94634,0,0,0.0,0.0,False,0.0038399524779361848,0,2.1800000000000006,93494,16,17,1.0,1243.1949149969573,False,-0.0016590561619730985,0,0.812,123601,72,62,1.0,6127.768933247366,False,0.0028652087964948078,0,2.0810000000000004,125134,0,32,0.3,1632.0000000000002,False,-0.00279486631354758,0.5375,688534,0.0,0.0,10,0,0,10,4,4.0,8,18,46,279.0,111.0,18,22,46,905,2.382725400850177,196.9292291244492
74,46,0,0,0,10.0,20,10.0,22.79121971263402,11,28.0,34.18014146841854,5,41.0,41.19123518399118,0,,51.00000000000001,0,,0,5.6990000000000025,38589,756,0,0.0,7560.0,False,-0.17911806874103925,0,0.2,55793,3,325,1.0,7437.146406606057,False,0.15301222930412348,0,0.2,77695,0,0,0.0,0.0,False,0.005500194124498512,0,0.45200000000000007,79599,300,57,1.0,8785.633977490063,False,0.08699129013517581,0,2.954000000000001,94429,0,5,0.5,205.9561759199559,False,0.002757744483621554,0,2.1800000000000006,93494,6,27,1.0,1317.2441987782731,False,-0.0012663134399489464,0,0.812,123601,62,72,1.0,6225.856581407454,False,0.0032535117194660997,0,2.081000000000001,125134,0,32,0.0,1632.0000000000002,False,-0.00279486631354758,0.5625,688334,0.0,0.0,9,0,0,11,0,0.0,13,24,36,372.0,96.0,24,22,36,713,2.766131912358105,199.6953610368073
