index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.000000000000002,20,10.0,16.859148382552636,33,16.757575757575758,34.4260547499104,0,,5.627949125390212,21,6.619047619047619,48.00000000000001,20,48.0,21,1.4270000000000003,21581,11,10,1.0,278.5914838255264,False,0.15465928137327964,2,2.3890000000000002,12028,260,0,0.0,2600.0000000000005,False,-0.2914783903035458,0,0.254,27656,277,85,1.0,7596.198755709464,False,0.10249209175796463,0,1.802,22721,99,0,0.0,1669.055689872711,False,-0.17435934647962306,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,21,5.621000000000001,-2733.0,328,0,0.0,11291.74595797061,False,-0.9278634725362729,12,2.2820000000000005,42898,422,0,0.0,2374.9945309146697,False,-0.10548053596588476,0,0.533,55363,4,12,1.0,598.511796501561,False,0.12941838929978863,0.375,220386,0.0,0.0,14,0,0,7,12,11.4,22,29,16,68.0,18.0,10,6,16,759,1.0059901885688305,54.172915326431394
26,16,0,0,1,10.000000000000002,20,10.0,17.2243467762884,10,26.0,35.74293354481278,12,50.416666666666664,5.627949125390212,0,,48.0,20,48.0,0,1.4060000000000001,21781,7,10,1.0,242.243467762884,False,0.16432522108773814,0,2.387000000000001,11888,274,0,0.0,2740.0000000000005,False,-0.29519961724522886,0,0.254,28001,277,83,1.0,7737.807541251347,False,0.11706637822031808,3,1.832,22628,99,3,0.0,1812.43913148699,False,-0.17510621921684216,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,2.380000000000001,42677,422,0,0.0,2374.9945309146697,False,-0.10996474990955815,0,0.5330000000000001,55795,0,7,0.4,336.0,False,0.13552065579092606,0.3,223642,0.0,0.1,19,0,0,5,14,589.6935014005603,27,32,13,97.0,21.0,9,7,13,892,1.0521451141685247,55.22506044059992
27,13,0,0,0,10.000000000000002,20,10.0,17.247063875387262,40,17.375,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,25,1.6560000000000001,21831,8,10,1.0,252.4706387538726,False,0.16725508050486088,5,2.4370000000000003,11703,283,0,0.0,2830.0000000000005,False,-0.302642071128595,0,0.254,27306,307,93,1.0,8618.941429411478,False,0.10814829003525195,0,1.829,22628,99,3,0.0,1814.6881242977772,False,-0.17506680469159172,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,2.4490000000000007,42548,422,0,0.0,2374.9945309146697,False,-0.11258223225677023,5,0.5830000000000001,56069,0,0,0.0,0.0,False,0.1376714552390228,0.25,222957,0.0,0.1,16,0,0,9,14,70.9640022675737,17,26,11,49.0,27.0,4,9,11,748,0.9174981191754341,56.14255855977535
28,11,0,0,0,10.000000000000002,20,10.0,17.738040093465003,39,20.743589743589745,35.74293354481278,0,,5.627949125390212,0,,48.000000000000014,20,48.0,29,1.9210000000000005,21836,10,10,1.0,277.38040093465,False,0.1681829887016812,0,2.4320000000000004,11623,291,0,0.0,2910.0000000000005,False,-0.3047684865238424,0,0.254,26621,332,103,1.0,9570.551466146097,False,0.10081583361630035,2,1.849,22442,103,5,0.0,2005.7327973509591,False,-0.1782381213222755,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,2.521000000000001,42419,422,0,0.0,2374.9945309146697,False,-0.11519971460398232,12,0.6980000000000001,55815,0,0,0.0,0.0,False,0.13251765278792305,0.25,221628,0.0,0.1,12,0,0,6,18,931.6328913357175,25,31,10,43.0,15.0,6,5,10,460,0.9909217497333884,57.13348030950874
29,10,0,0,0,10.000000000000002,20,10.0,18.286054377653233,42,21.547619047619047,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,16,2.0520000000000005,22143,12,10,1.0,302.8605437765324,False,0.1851804939603564,16,2.592000000000001,11214,299,0,0.0,2990.0000000000005,False,-0.32438466854500025,0,0.254,26384,344,113,1.0,10329.354196476555,False,0.10580711876054248,0,1.8470000000000002,21774,123,5,0.0,2427.8993561754114,False,-0.1942534287386013,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,2.613000000000001,42229,422,0,0.0,2374.9945309146697,False,-0.11905492116189158,10,0.786,55626,0,0,0.0,0.0,False,0.1286827367908449,0.25,220242,0.0,0.1,13,0,0,5,25,24.166666666666668,25,30,10,51.0,15.0,5,5,10,200,0.9654305344447494,58.09891084395349
30,10,0,0,0,10.000000000000002,20,10.0,18.651053346592946,37,21.243243243243242,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,17,2.2060000000000004,22367,12,10,1.0,306.5105334659295,False,0.1971854376020927,10,2.6760000000000006,10929,309,0,0.0,3090.0000000000005,False,-0.3368773589920791,0,0.254,25854,363,123,1.0,11166.713190825212,False,0.10190524344243274,0,1.8470000000000002,21518,131,5,0.0,2622.00265612774,False,-0.19982469933179564,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,2.7130000000000005,42017,422,0,0.0,2374.9945309146697,False,-0.12335652005808506,9,0.8660000000000003,55471,0,0,0.0,0.0,False,0.12553769986202418,0.25,219028,0.0,0.1,12,0,0,4,21,193.1025542195198,25,29,9,57.0,15.0,5,5,9,425,0.8914083736017346,58.990319217555225
31,9,0,0,0,10.000000000000002,20,10.0,18.486843902734865,15,15.533333333333331,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,2.189,22461,13,14,1.0,388.8158146382881,False,0.20437020399336253,9,2.7560000000000007,10663,318,0,0.0,3180.0000000000005,False,-0.34862580405082133,0,0.254,25825,362,133,1.0,11446.04765425012,False,0.10578422106992849,0,1.8470000000000002,21314,137,5,0.0,2711.4122823987404,False,-0.20540812684194285,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,15,2.852000000000001,41643,422,0,0.0,2374.9945309146697,False,-0.13094518980891698,5,0.9070000000000003,55407,0,0,0.0,0.0,False,0.1242391039688337,0.25,218185,0.0,0.1,14,0,0,5,17,110.33395319407225,22,27,9,67.0,12.0,5,4,9,404,0.9693625792860985,59.95968179684132
32,9,0,0,0,10.000000000000002,20,10.0,19.823066228296284,48,26.958333333333332,35.74293354481278,0,,5.627949125390212,0,,48.000000000000014,20,48.0,29,2.4790000000000005,22819,12,10,1.0,318.23066228296284,False,0.22152545484777428,5,2.797000000000001,10453,329,0,0.0,3290.0000000000005,False,-0.35686566370740525,0,0.254,25335,376,143,1.0,12564.71239874763,False,0.10821437782593112,0,1.8470000000000004,20510,161,5,0.0,3370.2283304797656,False,-0.22204296651805525,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,2.9270000000000005,41485,422,0,0.0,2374.9945309146697,False,-0.13415109842023099,11,1.0120000000000002,55186,0,0,0.0,0.0,False,0.1197548900251603,0.25,216660,0.0,0.1,12,0,0,5,17,71.74809368191723,27,32,13,64.0,9.0,6,3,13,596,0.9796473747119308,60.939329171553254
33,13,0,0,0,10.000000000000002,20,10.0,20.426337092274874,37,24.89189189189189,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,20,2.650000000000001,23039,13,10,1.0,334.2633709227488,False,0.23364689200262484,7,2.862000000000001,10307,338,0,0.0,3380.0000000000005,False,-0.3622348625804051,0,0.254,24734,393,153,1.0,13496.219309620381,False,0.10347387503716061,0,1.8470000000000002,20190,171,5,0.0,3671.6183105030673,False,-0.22797724657372828,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,3.0180000000000007,41296,422,0,0.0,2374.9945309146697,False,-0.13798601441730915,10,1.1010000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,215442,0.0,0.1,12,0,0,5,14,14.0,27,32,14,105.0,15.0,8,5,14,520,0.9543606350198388,61.89368980657309
34,14,0,0,0,10.000000000000002,20,10.0,20.370721895608863,15,19.333333333333332,35.74293354481278,0,,5.627949125390212,0,,48.0,8,48.0,0,2.630000000000001,23249,8,10,1.0,283.70721895608864,False,0.24346678057934415,5,2.9050000000000007,10082,353,0,0.0,3530.0000000000005,False,-0.37020892031258307,0,0.254,24444,398,163,1.0,13933.64548225681,False,0.10097520999398549,0,1.8470000000000002,20190,171,5,0.0,3662.1081118731795,False,-0.22814391672146545,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,3.088000000000001,41168,422,0,0.0,2374.9945309146697,False,-0.14058320620369014,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,215009,0.0,0.1,12,0,0,3,5,5.0,27,30,16,82.0,35.0,8,6,16,460,1.1033364133909345,62.99702621996403
35,16,0,0,0,10.0,20,10.0,20.481161936326696,16,22.3125,35.74293354481278,0,,5.627949125390212,0,,48.0,13,48.0,1,2.6400000000000006,23490,7,10,1.0,274.81161936326697,False,0.2560419865866585,5,2.9500000000000006,9872,364,0,0.0,3640.0,False,-0.378448779969167,0,0.254,24439,393,173,1.0,14232.624144229001,False,0.10603968006009472,0,1.8470000000000002,19838,182,5,0.0,3906.2861401355226,False,-0.2362024861525495,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,13,3.210000000000001,40880,422,0,0.0,2374.9945309146697,False,-0.14642688772304732,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,214395,0.0,0.1,11,0,0,5,10,9.09090909090909,25,30,13,123.0,39.0,11,5,13,200,1.1338823027908802,64.13090852275491
36,13,0,0,0,10.0,20,10.0,20.061578740973616,20,14.75,35.74293354481278,0,,5.627949125390212,0,,48.0,7,48.0,0,2.639000000000001,23670,5,10,1.0,250.61578740973616,False,0.2649677259956869,10,3.045000000000001,9557,376,0,0.0,3760.0,False,-0.3920046781138695,0,0.254,24144,403,183,1.0,14625.773071313106,False,0.10258978393468458,0,1.8470000000000002,19838,182,5,0.0,3829.921998581262,False,-0.23754079918364424,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,7,3.267000000000001,40774,422,0,0.0,2374.9945309146697,False,-0.14857768717114406,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,213859,0.0,0.1,12,0,0,2,6,6.0,28,30,12,78.0,24.0,5,8,12,460,0.90353430993855,65.03444283269346
37,12,0,0,0,10.0,20,10.0,19.079480157211364,31,11.290322580645162,35.74293354481278,0,,5.627949125390212,0,,48.0,15,48.0,0,2.639000000000001,23827,9,11,1.0,299.874281729325,False,0.2746232066803818,22,3.255000000000001,8936,382,0,0.0,3820.0,False,-0.42342246557865076,0,0.254,24091,415,193,1.0,14816.370439391583,False,0.1040723876514473,0,1.8470000000000002,19541,191,5,0.0,3822.8953777514344,False,-0.2480740382448049,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,15,3.4100000000000006,40410,422,0,0.0,2374.9945309146697,False,-0.15596345131366496,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,212681,0.0,0.1,12,0,0,6,13,13.0,23,29,11,62.0,12.0,8,4,11,497,0.9610336264595389,65.995476459153
38,11,0,0,0,10.0,20,10.0,19.06317389220109,1,15.0,35.74293354481278,0,,5.627949125390212,0,,48.0,11,48.0,0,2.6390000000000007,23747,7,21,1.0,470.32665173622286,False,0.2749010326866254,1,3.2430000000000008,8810,394,0,0.0,3940.0,False,-0.4269310509808091,0,0.254,24076,406,203,1.0,14995.464109830637,False,0.10668531562969924,0,1.8470000000000002,19541,191,5,0.0,3819.780881134472,False,-0.24812862108071376,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,3.505000000000001,40189,422,0,0.0,2374.9945309146697,False,-0.16044766525733836,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,212239,0.0,0.1,10,0,0,9,8,8.0,16,25,11,52.0,18.0,5,6,11,200,0.9610616900026798,66.95653814915568
39,11,0,0,0,10.0,20,10.0,18.490584611553114,8,2.375,35.74293354481278,0,,5.627949125390212,0,,48.0,6,48.0,0,2.6390000000000002,23657,6,31,1.0,633.2081229581465,False,0.27444601889740433,8,3.3220000000000014,8539,405,0,0.0,4050.0,False,-0.4384136941151454,0,0.254,24057,404,213,1.0,15083.44102811258,False,0.10756118170544307,0,1.8470000000000002,19541,191,5,0.0,3710.4163285307086,False,-0.25004527990657716,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,6,3.5540000000000007,40105,422,0,0.0,2374.9945309146697,False,-0.16215207236715087,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,211775,0.0,0.1,13,0,0,11,5,5.0,23,34,12,74.0,22.0,7,4,12,200,1.0449252976104617,68.00146344676614
40,12,0,0,0,9.999999999999998,20,10.0,18.455894803192578,5,17.0,35.74293354481278,0,,5.627949125390212,0,,48.0,6,48.0,0,2.639000000000001,23652,5,36,1.0,714.4122129149328,False,0.27633863731101305,0,3.3140000000000005,8429,416,0,0.0,4159.999999999999,False,-0.44133751528361065,0,0.254,23972,399,223,1.0,15334.57620696709,False,0.10898310913016279,0,1.8470000000000004,19541,191,5,0.0,3703.7905751338462,False,-0.25016139896365497,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,6,3.6080000000000005,40019,422,0,0.0,2374.9945309146697,False,-0.1638970605986256,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,211489,0.0,0.1,13,0,0,12,4,4.0,23,35,15,93.0,6.0,10,2,15,285,1.062073877081275,69.06353732384741
41,15,0,0,0,9.999999999999998,20,10.0,19.141622139121296,17,26.941176470588236,35.74293354481278,0,,5.627949125390212,0,,48.0,10,48.0,0,2.639000000000001,23886,9,35,1.0,759.9567748692454,False,0.2899887505945788,6,3.374000000000001,8327,422,0,0.0,4219.999999999999,False,-0.4451650629950561,0,0.254,23888,395,233,1.0,15889.044260894289,False,0.11575612094101455,0,1.8470000000000002,19167,202,5,0.0,4045.322339826566,False,-0.2572849221902109,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,3.7020000000000013,39832,422,0,0.0,2374.9945309146697,False,-0.16769139547404155,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,210976,0.0,0.1,13,0,0,9,7,7.0,22,31,14,105.0,31.0,9,6,14,574,1.074209370650351,70.13774669449776
42,14,0,0,0,9.999999999999998,20,10.0,19.761661546338605,31,23.548387096774192,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,9,48.0,0,2.6390000000000007,24503,10,16,1.0,416.1865847414177,False,0.3136512302573339,2,3.3880000000000003,8198,431,0,0.0,4309.999999999999,False,-0.44963053532507574,0,0.254,23498,406,243,1.0,16708.76743920298,False,0.11645228600075325,0,1.8470000000000002,18827,212,5,0.0,4368.186915547848,False,-0.2635438675859122,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,3.782000000000001,39674,422,0,0.0,2374.9945309146697,False,-0.17089730408535558,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,210576,0.0,0.1,16,0,0,12,7,7.0,21,33,14,108.0,26.0,9,5,14,927,0.9217005548998713,71.05944724939764
43,14,0,0,0,9.999999999999998,20,10.0,20.97970329306112,26,30.26923076923077,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,7,48.0,9,2.7290000000000005,24985,10,10,1.0,309.7970329306112,False,0.33644668100926617,1,3.3960000000000012,8078,441,0,0.0,4409.999999999999,False,-0.45335176226675883,0,0.254,23419,400,253,1.0,17434.843504062083,False,0.12640805299793345,0,1.8470000000000002,18119,234,5,0.0,5087.965238300366,False,-0.2757454392166077,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,7,3.843000000000001,39570,422,0,0.0,2374.9945309146697,False,-0.17300752241179013,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,210047,0.0,0.1,12,0,0,6,7,6.666666666666666,12,18,13,108.0,28.0,7,7,13,629,0.9380626389756799,71.99750988837332
44,13,0,0,0,9.999999999999998,20,10.0,21.357916360079646,13,27.23076923076923,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,10,48.0,3,2.7500000000000013,25186,9,10,1.0,303.57916360079645,False,0.3469666462070278,0,3.395000000000001,7968,452,0,0.0,4519.999999999999,False,-0.45627558343522406,0,0.254,23133,401,263,1.0,17964.9159826777,False,0.12567325591794082,0,1.8470000000000002,18051,236,5,0.0,5219.1829287028595,False,-0.27582925116188467,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,3.9360000000000004,39378,422,0,0.0,2374.9945309146697,False,-0.1769033100913616,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,209592,0.0,0.1,12,0,0,14,9,8.09090909090909,6,20,14,102.0,29.0,8,5,14,200,1.0348072107881308,73.03231709916145
45,14,0,0,0,10.0,20,10.0,21.125193532533338,16,18.3125,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,8,48.0,1,2.7570000000000006,25331,11,10,1.0,321.25193532533336,False,0.35514464768819654,5,3.4450000000000007,7787,460,0,0.0,4600.0,False,-0.46377119770347136,0,0.254,22840,407,273,1.0,18355.774625474958,False,0.12225332326454535,0,1.8470000000000002,18051,236,5,0.0,5164.260341401931,False,-0.27679179212404603,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,4.006,39245,422,0,0.0,2374.9945309146697,False,-0.17960195468189807,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,209130,0.0,0.1,12,0,0,12,8,7.5,6,18,11,96.0,18.0,8,6,11,434,0.9175661019980907,73.94988320115954
46,11,0,0,0,10.0,20,10.0,20.987351896199243,2,8.0,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,13,48.0,0,2.756000000000001,25230,12,19,1.0,518.7596860277856,False,0.35502524283737663,1,3.4500000000000006,7683,469,0,0.0,4690.0,False,-0.46690766041146137,0,0.254,22824,399,283,1.0,18489.203599765515,False,0.1240309078122243,0,1.8470000000000002,18051,236,5,0.0,5131.729715227085,False,-0.2773619047454069,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,13,4.128,38963,422,0,0.0,2374.9945309146697,False,-0.18532389283626866,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,208627,0.0,0.1,13,0,0,8,7,7.0,6,14,13,27.0,21.0,4,7,13,209,0.7450688648968935,74.69495206605643
47,13,0,0,0,10.0,20,10.0,20.172896625824233,15,10.866666666666667,35.74293354481278,0,,5.627949125390212,0,,48.000000000000014,11,48.0,0,2.756000000000001,25240,16,22,1.0,603.8037257681331,False,0.3578173336284125,8,3.5290000000000012,7456,475,0,0.0,4750.0,False,-0.47738025623305513,0,0.254,22715,402,293,1.0,18582.183972211486,False,0.12183988735035896,0,1.8470000000000002,17997,238,5,0.0,4979.864064670231,False,-0.2819161572963506,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,4.2250000000000005,38744,422,0,0.0,2374.9945309146697,False,-0.18976752565827984,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,208028,0.0,0.1,17,0,0,4,9,9.0,1,5,14,52.0,24.0,5,8,14,350,0.8870872212573886,75.58203928731382
48,14,0,0,0,10.0,20,10.0,20.172896625824233,0,,35.74293354481278,0,,5.627949125390212,0,,48.000000000000014,12,48.0,0,2.756000000000001,25130,17,32,1.0,815.5326920263755,False,0.3575974879598739,0,3.5210000000000012,7366,484,0,0.0,4840.0,False,-0.4797724735527085,0,0.254,22715,392,303,1.0,18737.88434140137,False,0.12456860044516944,0,1.8470000000000004,17997,238,5,0.0,4979.864064670231,False,-0.2819161572963506,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,12,4.3340000000000005,38495,422,0,0.0,2374.9945309146697,False,-0.1948198753052241,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,207579,0.0,0.1,10,0,0,3,6,6.0,2,5,14,58.0,27.0,5,9,14,200,0.9477702425792813,76.5298095298931
49,14,0,0,0,10.0,20,10.0,21.932045035268594,31,31.451612903225808,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,10,48.0,0,2.756000000000001,25945,23,11,1.0,471.2524953879545,False,0.3917721677579064,0,3.5210000000000012,7326,488,0,0.0,4880.0,False,-0.48083568125033227,0,0.254,22715,382,313,1.0,19565.579402999003,False,0.13907429728354376,0,1.8470000000000002,17022,269,5,0.0,6078.434782211315,False,-0.2968378061301908,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,4.422000000000001,38309,422,0,0.0,2374.9945309146697,False,-0.19859391961980896,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,207193,0.0,0.1,13,0,0,6,6,6.0,3,9,16,95.0,15.0,9,5,16,1175,0.9918790180236101,77.52168854791671
50,16,0,0,0,10.0,20,10.0,20.973337686942106,19,11.947368421052632,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,12,48.0,2,2.7760000000000007,26034,22,10,1.0,429.733376869421,False,0.3953998558521456,6,3.5810000000000004,7096,499,0,0.0,4990.0,False,-0.4901387486045399,0,0.254,22488,391,323,1.0,19745.54257056889,False,0.13427168893390976,0,1.8470000000000002,17022,269,5,0.0,5820.54250551149,False,-0.3013574744915617,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,12,4.532000000000002,38063,422,0,0.0,2374.9945309146697,False,-0.2035853975842599,0,1.0910000000000002,55004,0,0,0.0,0.0,False,0.11606200795389984,0.25,206579,0.0,0.1,10,0,0,4,9,8.153846153846153,4,8,16,94.0,24.0,8,8,16,200,2.0607567112892866,79.582445259206
51,16,0,0,0,10.000000000000002,20,10.0,20.722219417461208,37,19.513513513513512,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,16,48.0,27,3.0440000000000005,26007,20,10,1.0,407.2221941746121,False,0.39336617389226014,0,3.5750000000000006,6976,511,0,0.0,5110.000000000001,False,-0.4933283716974111,0,0.254,21766,418,333,1.0,20564.28458692144,False,0.12331378525975177,0,1.8470000000000002,17022,269,5,0.0,5752.991691021129,False,-0.3025413303361176,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,12,4.6400000000000015,37809,422,0,0.0,2374.9945309146697,False,-0.20873920003535965,4,1.1310000000000002,54961,0,0,0.0,0.0,False,0.11518951383816249,0.25,205413,0.0,0.1,11,0,0,5,12,11.23076923076923,4,9,16,64.0,31.0,9,7,16,200,1.1720296302810311,80.75447488948703
