index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.000000000000002,20,10.0,9.40967462951299,46,8.978260869565217,17.778108344877403,18,20.055555555555557,19.36778315708719,11,18.0,47.00000000000001,8,47.0,24,5.147000000000002,20233.0,244,0,0.0,2440.0000000000005,False,-0.3779936213395187,22,4.254000000000001,22696.0,276,0,0.0,2760.0000000000005,False,-0.3019425920556683,0,0.2,48130,160,170,1.0,4527.8263593512365,False,0.0231227932123768,13,3.7590000000000012,32888,595,0,0.0,5598.756404560229,False,-0.2754567414012767,11,1.633,54827,243,0,0.0,4320.080327805209,False,-0.10383644969487967,0,1.3610000000000002,55697,221,0,0.0,3928.961944217906,False,-0.09323036684842027,0,0.389,96680,63,19,1.0,2113.170338896493,False,0.0519943294238073,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,423940,0.0,0.0,12,0,0,9,13,13.0,17,26,14,198.0,90.0,11,5,14,776,1.0030284660169855,70.6670197720523
26,14,0,0,0,10.000000000000002,20,10.0,9.412624946330709,24,9.458333333333334,17.40422871465776,34,15.852941176470589,19.39635217844307,5,20.0,47.00000000000001,14,47.0,13,5.253000000000001,19935.0,253,0,0.0,2530.0000000000005,False,-0.3853290808930125,11,4.3420000000000005,22415.0,287,0,0.0,2870.0000000000005,False,-0.30849521600463903,0,0.2,48190,165,175,1.0,4598.823141209675,False,0.02506164999705288,29,4.036000000000001,31963,604,0,0.0,5685.2254675837485,False,-0.29335879131475234,0,1.622,54536,255,0,0.0,4438.078322237729,False,-0.10748483784999421,5,1.411,55324,243,0,0.0,4229.227577661835,False,-0.0967351189050021,0,0.389,97238,58,15,1.0,1829.9884263496983,False,0.05647637626391034,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,422390,0.0,0.0,15,0,0,9,10,10.0,16,25,16,162.0,90.0,9,5,16,1058,1.0037806570180692,71.67080042907037
27,16,0,0,0,10.000000000000002,20,10.0,9.280777246180273,64,8.546875,18.2625227112952,41,21.5609756097561,19.45143830857885,10,20.0,47.000000000000014,9,47.0,32,5.560000000000001,19192.0,262,0,0.0,2620.0000000000005,False,-0.4055668309654972,32,4.651000000000002,21657.0,298,0,0.0,2980.0000000000005,False,-0.32887793563351697,0,0.2,48565,175,170,1.0,4728.764879001732,False,0.03399416180084993,26,4.267000000000002,30851,648,0,0.0,6013.943655524817,False,-0.31259827778372945,5,1.6720000000000002,53924,273,0,0.0,4985.66870018359,False,-0.1128033598035572,5,1.4560000000000002,54802,266,0,0.0,4857.831041204524,False,-0.10000132850130111,0,0.38900000000000007,97461,58,16,1.0,1880.1834218975737,False,0.05914679042202649,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,419241,0.0,0.0,16,0,0,12,12,12.0,16,28,20,180.0,108.0,10,6,20,1193,1.1225845799781382,72.7933850090485
28,20,0,0,0,10.000000000000002,20,10.0,9.260990796260312,44,9.090909090909092,18.586839172894056,12,23.416666666666668,19.472819667675545,4,20.0,47.00000000000001,11,47.0,17,5.698,18755.0,276,0,0.0,2760.0000000000005,False,-0.416207596404755,27,4.889000000000001,20992.0,304,0,0.0,3040.0000000000005,False,-0.34728906929544795,0,0.2,48615,180,175,1.0,4919.675198583316,False,0.03694726625300285,7,4.311000000000002,30465,677,0,0.0,6269.690769068232,False,-0.31783889179709446,0,1.6669999999999998,53833,280,0,0.0,5204.3149684103355,False,-0.11251521490477795,4,1.491,54512,271,0,0.0,5037.033415854289,False,-0.10315274873522344,0,0.389,97898,52,15,1.0,1717.5866227191284,False,0.06297540859965518,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,417859,0.0,0.0,14,0,0,13,10,10.0,18,31,16,234.0,111.0,13,7,16,907,1.1983077159966342,73.99169272504514
29,16,0,0,0,10.000000000000002,20,10.0,9.26938027656687,29,9.379310344827585,18.71194624209157,19,19.842105263157894,19.483993256962403,2,20.0,47.00000000000001,11,47.0,14,5.8210000000000015,18409.0,287,0,0.0,2870.0000000000005,False,-0.4246448245868368,15,5.012000000000002,20652.0,313,0,0.0,3130.0000000000005,False,-0.35584227312264427,0,0.2,48565,195,180,1.0,5175.679477507022,False,0.03853090526349625,14,4.444000000000002,30100,681,0,0.0,6312.447968342039,False,-0.3248152678069025,1,1.6769999999999998,53548,290,0,0.0,5426.464410206556,False,-0.11525031915233094,1,1.497,54370,280,0,0.0,5239.34494778564,False,-0.10379505466436835,0,0.38900000000000007,98375,44,14,1.0,1515.2957033063458,False,0.06702094430556885,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,416808,0.0,0.0,15,0,0,10,11,11.0,13,23,16,162.0,126.0,9,7,16,907,1.0182392020360567,75.0099319270812
30,16,0,0,0,10.000000000000002,20,10.0,9.27188433309148,15,9.333333333333334,18.672273252292516,25,18.4,19.452055527797434,6,19.0,47.00000000000001,8,47.0,10,5.907000000000003,18174.0,296,0,0.0,2960.0000000000005,False,-0.43015366772977676,5,5.0470000000000015,20477.0,324,0,0.0,3240.0000000000005,False,-0.35932154247608,0,0.2,48660,195,185,1.0,5262.387996626954,False,0.041339843636452746,20,4.630000000000002,29548,686,0,0.0,6360.512652500755,False,-0.33553433506749814,3,1.706,53280,295,0,0.0,5508.320609426292,False,-0.11882119350977917,3,1.5260000000000002,54022,300,0,0.0,5601.681975687755,False,-0.10641860374518201,0,0.38900000000000007,98637,40,16,1.0,1530.0822211118975,False,0.06992057682556506,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,415587,0.0,0.0,12,0,0,12,8,8.0,13,25,23,180.0,108.0,10,6,23,766,1.062620431999676,76.07255235908087
31,23,0,0,0,10.000000000000002,20,10.0,9.130827389480988,66,8.393939393939394,17.351747236494944,70,14.014285714285714,19.185043376620428,10,17.0,47.00000000000001,7,47.0,34,6.237000000000002,17342.0,304,0,0.0,3040.0000000000005,False,-0.4531168454624529,32,5.362,19693.0,336,0,0.0,3360.0000000000005,False,-0.38031313424180924,0,0.2,48805,190,190,1.0,5031.689178935427,False,0.041941824981579806,65,5.260000000000001,25610,747,0,0.0,6820.728059942298,False,-0.41081384570152985,5,1.7530000000000003,52587,331,0,0.0,5743.428335279827,False,-0.12787051159553528,5,1.5730000000000004,53454,334,0,0.0,5795.483576989312,False,-0.11382698870113768,0,0.38900000000000007,98796,40,19,1.0,1660.4017350648173,False,0.07233333549536525,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,409076,0.0,0.0,12,0,0,13,15,15.0,18,31,20,277.0,126.0,16,7,20,719,1.2919601799803786,77.36451253906125
32,20,0,0,0,10.000000000000002,20,10.0,9.194976543724811,63,9.571428571428571,17.274801591634226,4,13.0,18.787095675441865,24,17.416666666666668,47.00000000000001,10,47.0,30,6.503000000000002,16591.0,312,0,0.0,3120.0000000000005,False,-0.47373151638155986,33,5.660000000000001,18798.0,348,0,0.0,3480.0000000000005,False,-0.4045230501594665,0,0.2,48480,213,200,1.0,5413.49032214023,False,0.039219270349611556,4,5.235000000000001,25260,777,0,0.0,7144.496774474179,False,-0.414633064922605,9,1.8380000000000003,52295,331,0,0.0,5717.959326830929,False,-0.1326626881048048,15,1.7180000000000004,52849,338,0,0.0,5838.882937972368,False,-0.12299981964167027,0,0.389,98848,54,19,1.0,1907.5031664738608,False,0.07422288746945219,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,405910,0.0,0.0,11,0,0,10,15,15.0,18,28,25,198.0,147.0,11,9,25,670,1.1890909050125629,78.55360344407381
33,25,0,0,0,10.000000000000002,20,10.0,9.202937098515,34,9.294117647058824,16.608559593122013,29,11.931034482758621,18.654351874192077,21,18.047619047619047,47.000000000000014,9,47.0,9,6.563000000000002,16379.0,320,0,0.0,3200.0000000000005,False,-0.47871846912148447,25,5.877000000000001,18163.0,360,0,0.0,3600.0000000000005,False,-0.42119454914467963,0,0.2,48290,223,210,1.0,5540.052487524468,False,0.03664655859836031,29,5.521,24197,791,0,0.0,7279.523244925364,False,-0.43484394229088047,16,1.989,51500,348,0,0.0,5779.77873840646,False,-0.14467857573198256,5,1.7530000000000003,52568,350,0,0.0,5812.995857592705,False,-0.12762230022336293,0,0.389,98892,65,20,1.0,2152.5328718224855,False,0.07601518132210233,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,402778,0.0,0.0,11,0,0,13,14,14.0,18,31,22,295.0,144.0,17,8,22,623,1.4403309950139374,79.99393443908775
34,22,0,0,0,10.000000000000002,20,10.0,9.230215653063926,20,9.75,16.196233341556727,22,12.272727272727273,18.441863080227147,28,17.642857142857142,47.00000000000001,12,47.0,5,6.604000000000003,16229.0,329,0,0.0,3290.0000000000005,False,-0.4817628298057408,15,6.002000000000002,17803.0,371,0,0.0,3710.0000000000005,False,-0.43003769208466225,0,0.2,48238,233,209,1.0,5535.653015549251,False,0.03554616805958025,11,5.602000000000002,23950,791,0,0.0,7301.100581573565,False,-0.4396396245906653,9,2.063,51065,359,0,0.0,5814.447769618865,False,-0.15124667581680398,19,1.9380000000000004,51666,361,0,0.0,5846.840236301979,False,-0.1415408064451802,0,0.389,98962,83,18,1.0,2376.6746356588533,False,0.07797491354519007,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,400702,0.0,0.0,15,0,0,9,12,12.0,20,29,27,252.0,144.0,14,8,27,907,1.714637334982399,81.70857177407015
35,27,0,0,0,10.0,20,10.0,9.26968074519204,51,9.549019607843137,16.00382361141923,16,13.5,18.448704845783386,16,18.5,47.0,10,47.0,37,6.969000000000001,15171.0,340,0,0.0,3400.0,False,-0.5108437228182082,14,6.127000000000002,17495.0,380,0,0.0,3800.0,False,-0.4376630907509423,0,0.2,47993,248,219,1.0,5803.718195708438,False,0.03329325140298893,16,5.751000000000001,23320,817,0,0.0,7573.329168821897,False,-0.449666742779191,7,2.124,50699,371,0,0.0,5937.418559836534,False,-0.1560353942456634,9,2.0090000000000003,51324,365,0,0.0,5841.395618168019,False,-0.14696182089819135,0,0.38900000000000007,99136,89,18,1.0,2487.9347312747213,False,0.08044655205947263,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,397927,0.0,0.0,13,0,0,12,16,16.0,21,33,22,324.0,147.0,18,9,22,670,1.5123413460096344,83.22091312007979
36,22,0,0,0,10.0,20,10.0,9.205097339724931,68,8.852941176470589,15.900236119599375,11,14.0,18.474473941809087,6,19.0,47.00000000000001,11,47.0,20,7.132000000000002,14721.0,346,0,0.0,3460.0,False,-0.5230211655552334,48,6.593000000000001,16236.0,394,0,0.0,3940.0,False,-0.4721368512612351,0,0.2,47848,253,229,1.0,5970.043698338664,False,0.03203780020646291,11,5.8450000000000015,22636,870,0,0.0,8008.43468556069,False,-0.4591367913352889,3,2.1470000000000002,50551,376,0,0.0,5978.4887809693655,False,-0.15803987434369113,3,2.0300000000000002,51162,371,0,0.0,5898.987600371368,False,-0.14905655291420528,0,0.389,99539,85,17,1.0,2369.3302850537725,False,0.08414596627265063,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,395482,0.0,0.0,13,0,0,10,11,11.0,17,27,22,234.0,132.0,13,9,22,717,1.3885648270370439,84.60947794711683
37,22,0,0,0,10.0,20,10.0,9.251773149269573,38,9.736842105263158,16.15655018932427,25,18.12,18.423465590663533,21,18.142857142857142,47.0,13,47.0,19,7.302000000000003,14288.0,356,0,0.0,3560.0,False,-0.5341258335749492,19,6.735000000000003,15803.0,404,0,0.0,4040.0,False,-0.483241519280951,0,0.2,47848,263,234,1.0,6213.849082559776,False,0.03451273051019981,20,6.034000000000001,21912,888,0,0.0,8215.57455655138,False,-0.47173307728604835,12,2.2640000000000002,49916,393,0,0.0,6349.524224404438,False,-0.16510831715360563,9,2.1170000000000004,50646,379,0,0.0,6123.332521753899,False,-0.15540704103039868,0,0.38900000000000007,99769,96,14,1.0,2426.652696703699,False,0.08693008361517936,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,392971,0.0,0.0,12,0,0,7,15,15.0,22,29,22,234.0,132.0,13,9,22,1001,1.2268019120092504,85.83627985912608
38,22,0,0,0,10.0,20,10.0,9.267774852042788,29,9.482758620689655,17.222826158145146,10,38.0,18.287272010402372,13,17.0,47.0,12,47.0,14,7.423000000000003,13931.0,369,0,0.0,3690.0,False,-0.5425920556683097,15,6.866000000000003,15478.0,411,0,0.0,4110.0,False,-0.4916497535517541,0,0.2,48083,268,234,1.0,6513.904981353431,False,0.042329763286503265,0,6.014000000000002,21782,902,0,0.0,8359.532916542594,False,-0.47291104541120094,5,2.302,49586,398,0,0.0,6854.684810941768,False,-0.16632579956799998,8,2.1880000000000006,50202,384,0,0.0,6613.565244727736,False,-0.15853463402478582,0,0.38900000000000007,100112,99,12,1.0,2374.4399290298347,False,0.09034098943571915,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,391963,0.0,0.0,15,0,0,9,9,9.0,19,28,23,216.0,150.0,12,10,23,1144,1.4915032610297203,87.3277831201558
39,23,0,0,0,10.0,20,10.0,9.300893618947818,25,9.8,16.902675225570576,10,11.0,18.27243695467167,14,18.142857142857142,47.0,11,47.0,15,7.559000000000003,13571.0,380,0,0.0,3800.0,False,-0.5514351986082923,10,6.9510000000000005,15248.0,420,0,0.0,4200.0,False,-0.49701362713830094,0,0.2,47838,283,244,1.0,6756.405649201453,False,0.03981733478024008,10,6.1140000000000025,21582,902,0,0.0,8389.406044290932,False,-0.4766682971851494,11,2.4070000000000005,49216,398,0,0.0,6727.264739777089,False,-0.17314621214202633,3,2.2100000000000004,50008,394,0,0.0,6659.654038874807,False,-0.16122303790788794,0,0.38900000000000007,100375,103,11,1.0,2399.061006331182,False,0.09330431299556098,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,390627,0.0,0.0,14,0,0,7,10,10.0,22,29,22,234.0,165.0,13,10,22,717,1.377619564998895,88.7054026851547
40,22,0,0,0,9.999999999999998,20,10.0,9.317276136441963,16,9.6875,17.31348693387856,10,24.5,18.269599789240598,5,18.2,47.00000000000001,10,47.0,6,7.604000000000003,13359.0,394,0,0.0,3939.999999999999,False,-0.5555523340098579,10,7.041,15043.0,426,0,0.0,4259.999999999999,False,-0.5020875616120615,0,0.2,47933,283,249,1.0,6947.847393148837,False,0.04368944668712659,5,6.154000000000003,21422,908,0,0.0,8460.086731889303,False,-0.479199200772619,1,2.406000000000001,49001,403,0,0.0,6977.3352343530605,False,-0.1745609747259549,4,2.2470000000000003,49838,399,0,0.0,6908.081286617546,False,-0.16194306269368186,0,0.389,100754,98,11,1.0,2307.4207793455785,False,0.09689051718589535,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,390139,0.0,0.0,12,0,0,11,7,7.0,19,30,24,234.0,162.0,13,9,24,860,1.360649571986869,90.06605225714156
41,24,0,0,0,9.999999999999998,20,10.0,9.35035559077162,25,9.8,17.645813622706502,15,21.333333333333332,18.357249861791665,11,19.272727272727273,47.00000000000001,12,47.0,5,7.6480000000000015,13194.0,404,0,0.0,4039.999999999999,False,-0.5588866338069005,20,7.231000000000002,14573.0,436,0,0.0,4359.999999999999,False,-0.5142650043490867,0,0.2,47878,298,254,1.0,7268.442626217395,False,0.04582725232176829,10,6.249000000000001,21242,908,0,0.0,8490.122876420632,False,-0.48254874757465605,4,2.4450000000000007,48767,413,0,0.0,7287.7210261777855,False,-0.1758002749946707,7,2.3130000000000006,49445,404,0,0.0,7128.9087035734265,False,-0.16638694210116822,1,0.399,101050,99,10,1.0,2287.367736317375,False,0.09996861201815471,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,388938,0.0,0.0,12,0,0,11,10,9.25,19,30,22,270.0,162.0,15,9,22,766,1.4135748369735666,91.47962709411513
42,22,0,0,0,9.999999999999998,20,10.0,9.092318466074254,62,7.725806451612903,17.486914978961092,4,11.0,18.4266799990859,5,20.0,47.00000000000001,10,47.0,53,8.173,11624.0,414,0,0.0,4139.999999999999,False,-0.6029573789504205,9,7.301000000000001,14322.0,446,0,0.0,4459.999999999999,False,-0.5200927805160916,0,0.2,47728,303,264,1.0,7371.518049666227,False,0.04382822098940434,4,6.279000000000003,20833,955,0,0.0,8683.164135100913,False,-0.4888928622972194,5,2.4910000000000005,48642,413,0,0.0,7222.095886310931,False,-0.17828199491814023,0,2.3060000000000005,49401,408,0,0.0,7134.6613114161255,False,-0.16703364277861196,0,0.398,101420,94,10,1.0,2202.1079199140745,False,0.10349228209111395,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,386759,0.0,0.0,12,0,0,11,9,9.0,18,29,26,234.0,162.0,13,9,26,670,1.4806734280427918,92.96030052215792
43,26,0,0,0,9.999999999999998,20,10.0,9.135595155077912,28,9.678571428571429,16.983871022536064,16,12.25,18.4836471198282,4,20.0,47.00000000000001,6,47.0,4,8.160000000000002,11472.0,424,0,0.0,4239.999999999999,False,-0.6059147579008408,24,7.532000000000001,13728.0,456,0,0.0,4559.999999999999,False,-0.5358654682516671,0,0.2,47533,313,274,1.0,7513.021943714268,False,0.04130567397943626,16,6.435000000000001,20347,963,0,0.0,8797.578134340029,False,-0.4975984353432136,0,2.486,48577,418,0,0.0,7099.258087420075,False,-0.1802700260463903,4,2.3460000000000005,49170,419,0,0.0,7116.241958442611,False,-0.17081111842709065,0,0.39800000000000013,101622,88,14,1.0,2284.5609465448815,False,0.1061102670793323,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,385238,0.0,0.0,9,0,0,12,10,10.0,21,33,18,324.0,144.0,18,8,18,482,1.437947729951702,94.39824825210962
44,18,0,0,0,9.999999999999998,20,10.0,9.141926798489404,20,9.25,17.66220230797875,5,38.0,18.5422926660149,4,20.0,47.00000000000001,12,47.0,10,8.256,11187.0,438,0,0.0,4379.999999999999,False,-0.6121484488257466,10,7.608000000000002,13518.0,462,0,0.0,4619.999999999999,False,-0.5410843722818208,0,0.2,47538,323,279,1.0,7880.596799838148,False,0.04513853212707494,0,6.419000000000001,20347,963,0,0.0,8803.675506945296,False,-0.4975365393671171,0,2.4860000000000007,48577,418,0,0.0,7382.800564735117,False,-0.17804056797660697,4,2.3820000000000006,48880,424,0,0.0,7488.7737785829895,False,-0.172442414069956,0,0.398,102106,82,12,1.0,2084.467998613222,False,0.11024297676475807,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,384942,0.0,0.0,15,0,0,9,5,5.0,19,28,24,198.0,126.0,11,7,24,954,1.2852412469801493,95.68348949908977
45,24,0,0,0,10.0,20,10.0,9.172166283970101,30,9.5,17.469840060414477,6,13.0,18.60235326508419,4,20.0,47.00000000000001,8,47.0,15,8.396,10827.0,449,0,0.0,4490.0,False,-0.6209915917657292,15,7.748000000000004,13173.0,471,0,0.0,4710.0,False,-0.5497825456654103,0,0.2,47353,333,289,1.0,8103.1151500218275,False,0.043641408486669635,6,6.479,20139,973,0,0.0,8924.517794302908,False,-0.5005327601837082,0,2.486,48499,424,0,0.0,7407.212185615738,False,-0.17907523049523721,4,2.4180000000000006,48780,424,0,0.0,7407.212185615738,False,-0.17465629670061542,0,0.39800000000000013,102402,76,14,1.0,2071.7788481463986,False,0.11336070247425574,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,383962,0.0,0.0,11,0,0,10,8,8.0,21,31,23,270.0,147.0,15,9,23,576,1.415862146008294,97.09935164509807
46,23,0,0,0,10.0,20,10.0,9.1767485970323,20,9.25,17.469840060414477,0,,18.60235326508419,0,,47.0,10,47.0,5,8.431000000000001,10702.0,455,0,0.0,4550.0,False,-0.6237460133371991,15,7.883000000000004,12778.0,485,0,0.0,4850.0,False,-0.5592055668309655,0,0.2,47168,343,299,1.0,8371.106946846008,False,0.04260589733880829,0,6.473000000000001,20139,973,0,0.0,8928.976384912428,False,-0.5004874998993765,0,2.486,48499,424,0,0.0,7407.212185615738,False,-0.17907523049523721,0,2.4140000000000006,48780,424,0,0.0,7407.212185615738,False,-0.17465629670061542,0,0.398,102872,66,14,1.0,1885.7553154955565,False,0.11741844076537343,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,383727,0.0,0.0,12,0,0,8,4,4.0,22,30,23,234.0,150.0,13,10,23,670,1.367632166016847,98.46698381111491
47,23,0,0,0,10.0,20,10.0,9.199660359143536,15,9.666666666666666,18.43573436521615,22,24.181818181818183,18.719588058625348,8,20.0,47.0,8,47.0,5,8.476,10527.0,466,0,0.0,4660.0,False,-0.6272252826906349,10,7.968000000000001,12548.0,494,0,0.0,4940.0,False,-0.5645694404175123,0,0.2,47403,348,299,1.0,8713.76638018158,False,0.05085540940190417,12,6.593000000000002,19879,973,0,0.0,8951.269529446661,False,-0.5055398484473996,4,2.5260000000000007,48247,436,0,0.0,8037.980183234241,False,-0.17807847001702914,4,2.4540000000000006,48300,434,0,0.0,8001.108714503809,False,-0.17753492125724324,0,0.39800000000000013,103088,64,16,1.0,1950.0536357520223,False,0.12008941099472603,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,382781,0.0,0.0,14,0,0,7,7,7.0,21,28,26,234.0,150.0,13,10,26,956,1.3527780080330558,99.81976181914797
48,26,0,0,0,10.0,20,10.0,9.2095248363064,58,9.258620689655173,18.7205764421796,15,21.333333333333332,18.719588058625348,0,,47.0,14,47.0,53,9.001000000000001,9003.0,479,0,0.0,4790.0,False,-0.6695273992461583,5,8.008000000000001,12413.0,501,0,0.0,5010.0,False,-0.5674688315453754,0,0.2,47353,363,304,1.0,9034.11275400182,False,0.05309220133998397,10,6.681000000000002,19402,1006,0,0.0,9264.781985324238,False,-0.5120415999865573,0,2.5220000000000007,48057,441,0,0.0,8255.774211001202,False,-0.17935387473658435,0,2.4500000000000006,48170,444,0,0.0,8311.935940327741,False,-0.17713527331083712,0,0.398,103746,54,12,1.0,1574.8577551657688,False,0.12515261530560878,0,0.2,92789,0,6,0.0,282.0,False,0.0002583256194433083,0.25,380933,0.0,0.0,14,0,0,9,7,7.0,20,29,28,270.0,168.0,15,11,28,1048,1.4929224599618465,101.31268427910982
49,28,0,0,0,10.0,20,10.0,9.230494564571536,15,9.666666666666666,18.231385578153684,44,16.704545454545453,18.498484832716446,14,17.142857142857142,47.00000000000001,8,47.0,5,8.998000000000001,8853.0,488,0,0.0,4880.0,False,-0.6725717599304146,10,8.103000000000002,12158.0,512,0,0.0,5120.0,False,-0.5732676138011018,0,0.2,47398,368,309,1.0,9030.320143411813,False,0.053967314418960605,39,7.061000000000001,18050,1006,0,0.0,9285.877531958966,False,-0.5392764436914125,5,2.5720000000000005,47392,469,0,0.0,8550.519836154079,False,-0.18749394687722848,9,2.5400000000000005,47670,460,0,0.0,8386.437365950695,False,-0.18441234969373568,0,0.398,103882,58,14,1.0,1730.9121202975539,False,0.12745631132702706,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,378192,0.0,0.0,11,0,0,12,10,10.0,20,32,27,288.0,186.0,16,12,27,766,1.5551736140041612,102.86785789311398
50,27,0,0,0,10.0,20,10.0,9.263552379957709,20,9.75,16.69349010076199,49,11.571428571428571,18.498484832716446,0,,47.00000000000001,11,47.0,5,9.043000000000001,8683.0,499,0,0.0,4990.0,False,-0.6759060597274572,15,8.243,11818.0,521,0,0.0,5210.0,False,-0.5818208176282981,0,0.2,47203,378,319,1.0,8826.84614176709,False,0.04794280927588155,49,7.512000000000002,15818,1006,0,0.0,9319.133694237455,False,-0.5842540483784646,0,2.5670000000000006,46995,502,0,0.0,8380.13203058252,False,-0.19507680428854757,0,2.531000000000001,47500,476,0,0.0,7946.101287962708,False,-0.19054803201790604,0,0.398,104399,48,13,1.0,1498.9272719703895,False,0.1317725834282522,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,375205,0.0,0.0,12,0,0,12,10,10.0,21,33,25,288.0,183.0,16,11,25,717,1.4973985539982095,104.36525644711219
51,25,0,0,0,10.000000000000002,20,10.0,9.283852153913712,15,9.666666666666666,16.63823276946486,4,14.0,18.745080825484695,32,19.4375,47.000000000000014,8,47.0,5,9.088000000000001,8493.0,512,0,0.0,5120.000000000001,False,-0.6795302986372862,10,8.328000000000001,11603.0,528,0,0.0,5280.000000000001,False,-0.5870397216584518,0,0.2,47058,383,329,1.0,9029.69395610289,False,0.04705810533045259,4,7.503000000000001,15750,1006,0,0.0,9339.555266837195,False,-0.5854273143149203,15,2.7170000000000005,46467,502,0,0.0,8352.39285027136,False,-0.2035981062252605,17,2.701000000000001,46813,480,0,0.0,7986.351729343133,False,-0.20103513343809454,0,0.39800000000000013,104153,70,15,1.0,2017.155657783929,False,0.13191373892850805,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,373126,0.0,0.0,10,0,0,10,11,11.0,19,29,22,252.0,183.0,14,11,22,576,1.3459919709712267,105.71124841808341
