index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,39,0,0,0,10.000000000000002,20,10.0,17.808191539824925,36,16.75,40.35222603672598,15,44.666666666666664,51.537879830707695,0,,44.00000000000001,20,44.0,0,0.227,39564,0,32,0.8,569.8621292743976,False,0.08444268939849768,36,4.016000000000001,28604,268,0,0.0,2680.0000000000005,False,-0.18510858324715615,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59511,387,35,1.0,8304.098037197655,False,0.0191305791541082,0,0.9650000000000001,77104,0,5,0.5,257.6893991535385,False,0.015366595230026998,0,0.7040000000000002,76019,0,37,1.0,1906.9015537361847,False,0.01194324222849301,3,0.7340000000000002,88570,0,0,0.0,0.0,False,-0.020189169754964324,11,2.2540000000000004,76599,193,0,0.0,9946.810807326585,False,-0.09760047122447826,0.4125,508967,0.0,0.0,11,0,0,5,6,6.0,25,30,36,239.0,121.0,17,22,36,1134,3.250950046000071,85.94254283158807
26,36,0,0,0,10.000000000000002,20,10.0,17.53199817711545,10,9.5,40.35222603672598,0,,51.754890603021046,10,55.0,44.00000000000001,20,44.0,0,0.227,39454,1,42,1.0,746.343923438849,False,0.08385054051378177,10,4.080000000000001,28369,277,0,0.0,2770.0000000000005,False,-0.19027921406411583,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59416,387,45,1.0,8600.733466196349,False,0.019984099588560175,5,1.0150000000000001,77439,0,0,0.0,0.0,False,0.01807688262515776,0,0.7040000000000002,76019,0,37,0.0,1914.9309523117788,False,0.011996022772348184,7,0.8010000000000002,87937,0,10,1.0,440.00000000000006,False,-0.024758006526909675,13,2.3730000000000007,76364,193,0,0.0,9988.693886383062,False,-0.0999685055236293,0.375,507994,0.0,0.0,7,0,0,8,9,8.5,21,29,34,262.0,88.0,16,20,34,200,1.913658439007122,87.8562012705952
27,34,0,0,0,10.000000000000002,20,10.0,17.263697375661916,10,10.0,40.639226060918645,9,45.111111111111114,51.209528326342294,11,44.09090909090909,44.00000000000001,20,44.0,0,0.227,39324,4,52,1.0,937.7122635344197,False,0.08291667478820025,10,4.170000000000001,28159,284,0,0.0,2840.0000000000005,False,-0.19504163718499973,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59722,387,46,1.0,8550.455283183419,False,0.02448017611563853,5,1.0600000000000003,77093,0,9,0.9,460.88575493708066,False,0.016557673504792498,0,0.7040000000000002,76229,0,31,0.0,1587.4953781166112,False,0.01260448686708963,0,0.7940000000000003,88102,0,5,0.5,220.00000000000003,False,-0.024149565794568284,10,2.4600000000000004,76005,199,0,0.0,10190.696136942117,False,-0.10282263323777806,0.425,507630,0.0,0.0,12,0,0,6,6,6.0,19,25,32,152.0,90.0,13,21,32,1256,1.85998046095483,89.71618173155002
28,32,0,0,0,10.000000000000002,20,10.0,18.71694052957096,43,27.25581395348837,40.639226060918645,0,,50.835570244038855,12,46.5,44.0,20,44.0,0,0.227,40386,5,19,1.0,405.6218700618482,False,0.10457766654958156,0,4.160000000000001,28069,293,0,0.0,2930.0000000000005,False,-0.19626626027322702,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58550,420,56,1.0,10136.911681831247,False,0.01841672281673214,0,1.0550000000000002,77321,0,2,0.0,101.67114048807771,False,0.017193883706405736,0,0.7040000000000002,76559,0,26,0.0,1321.7248263450103,False,0.015195919399091663,4,0.8340000000000001,88290,0,0,0.0,0.0,False,-0.023286686210520494,11,2.560000000000001,75259,211,0,0.0,10726.305321492198,False,-0.10811269803920462,0.25,507430,0.0,0.0,15,0,0,12,5,5.0,15,27,33,140.0,100.0,15,17,33,2150,2.0423152839648537,91.75849701551488
29,33,0,0,0,10.000000000000002,20,10.0,19.03121433328782,12,26.0,41.01070236026165,10,46.0,50.20876953978378,6,36.0,43.99999999999999,20,44.0,0,0.227,40588,6,17,1.0,383.53064366589297,False,0.10977426990238238,0,4.160000000000001,27979,302,0,0.0,3020.0000000000005,False,-0.19749088336145432,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58698,422,56,1.0,10327.771780822113,False,0.02231359880916714,0,1.0550000000000002,77091,0,7,0.5,351.4613867784865,False,0.01581208841750683,0,0.7040000000000002,76545,0,25,0.5,1255.2192384945945,False,0.01457469524673026,9,0.9200000000000002,88168,0,0,0.0,0.0,False,-0.024636318380441394,11,2.659000000000001,74873,217,0,0.0,10895.302990133081,False,-0.111448072403711,0.375,506938,0.0,0.0,11,0,0,10,6,6.0,19,29,28,196.0,84.0,17,16,28,1188,1.8766791530069895,93.63517616852187
30,28,0,0,0,10.000000000000002,20,10.0,19.449945662417587,16,26.0,41.12151642056537,5,44.0,51.39529965542545,11,65.18181818181819,43.99999999999999,20,44.0,0,0.227,40864,10,11,1.0,313.94940228659345,False,0.11633850490239207,0,4.160000000000001,27919,308,0,0.0,3080.0000000000005,False,-0.19830729875360584,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58502,428,61,1.0,10832.989245169216,False,0.02321980250023383,2,1.0750000000000002,77578,0,0,0.0,0.0,False,0.01990429112326462,0,0.7040000000000002,76469,0,28,0.5,1439.0683903519125,False,0.0147840528393979,7,0.9810000000000001,88084,0,0,0.0,0.0,False,-0.025565573317108247,13,2.778000000000001,73916,228,0,0.0,11718.128321437001,False,-0.11748366435401852,0.3125,506328,0.0,0.0,10,0,0,8,7,7.0,19,27,29,181.0,82.0,14,14,29,1463,1.578809194965288,95.21398536348715
31,29,0,0,0,10.000000000000002,20,10.0,19.590359337633398,26,20.884615384615383,41.75133659090898,34,44.0,53.01074347260157,17,64.88235294117646,43.99999999999999,20,44.0,5,0.277,41082,12,10,1.0,315.903593376334,False,0.1222977139467743,10,4.260000000000001,27694,316,0,0.0,3160.0000000000005,False,-0.20334186033854024,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59455,444,37,1.0,10242.91899977286,False,0.03375263334645633,9,1.1630000000000003,76966,7,10,1.0,822.3667908623785,False,0.017264190621465975,0,0.7040000000000002,76265,7,30,1.0,1882.5816603144099,False,0.015017496189487832,12,1.094,87596,0,5,0.5,219.99999999999997,False,-0.029747220532109077,8,2.8450000000000006,72975,240,0,0.0,12722.578433424376,False,-0.12233763795882306,0.5625,505029,0.0,0.0,10,0,0,11,12,11.3125,17,28,26,203.0,93.0,15,14,26,2240,1.6267003730172291,96.84068573650438
32,26,0,0,0,10.000000000000002,20,10.0,19.39390670037529,5,10.0,40.02884303106536,31,32.25806451612903,53.48546526518225,44,54.86363636363637,43.99999999999999,20,44.0,0,0.272,40972,13,20,1.0,517.8781340075058,False,0.12205244290545239,5,4.300000000000001,27544,325,0,0.0,3250.0000000000005,False,-0.2061993142110706,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60405,439,16,1.0,9154.386529961797,False,0.04024769906161398,22,1.3740000000000003,76725,28,10,1.0,1655.6622575216525,False,0.019573400409665848,0,0.7040000000000002,76778,0,25,0.7,1337.1366316295562,False,0.01817638193908778,8,1.1620000000000001,86576,11,10,1.0,1028.3401179170046,False,-0.036559875447109806,7,2.9070000000000014,71607,263,0,0.0,14066.67736474293,False,-0.13003663164587126,0.5875,503603,0.0,0.0,15,0,0,9,8,7.215384615384615,16,25,25,190.0,87.0,12,14,25,2120,1.5489826139528304,98.38966835045721
33,25,0,0,0,10.000000000000002,20,10.0,18.963136574008782,10,9.5,39.2721090719527,5,16.0,53.84944749147021,15,57.6,43.99999999999999,20,44.0,0,0.272,40872,13,30,1.0,698.8940972202635,False,0.12179412857481453,10,4.395000000000001,27299,335,0,0.0,3350.0000000000005,False,-0.21150601426005552,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60390,439,21,1.0,9149.531246500863,False,0.03996871395355111,2,1.3720000000000003,77299,18,10,1.0,1245.3924382098508,False,0.024422804731606598,0,0.7040000000000002,76902,0,27,0.5,1453.9350822696956,False,0.020574352402382777,1,1.1640000000000001,86348,13,10,1.0,1140.0428173891125,False,-0.038464280007803935,9,2.9900000000000007,71272,266,0,0.0,14323.953032731075,False,-0.13231952523518403,0.5625,503378,0.0,0.0,10,0,0,6,7,5.499999999999999,17,23,31,117.0,123.0,9,16,31,836,1.5640040900325403,99.95367244048975
34,31,0,0,0,10.000000000000002,20,10.0,18.50295796013118,42,16.238095238095237,39.2721090719527,0,,52.79627310561834,21,45.142857142857146,43.99999999999999,20,44.0,0,0.272,41234,11,23,1.0,535.5680330830172,False,0.1294231757617567,25,4.635000000000001,26649,347,0,0.0,3470.0000000000005,False,-0.22756218363903555,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59708,471,31,1.0,9932.32858045232,False,0.035316710799547915,0,1.3700000000000003,77515,8,17,1.0,1211.7135153711333,False,0.027041133225777912,0,0.7040000000000002,77634,0,9,0.0,475.1664579505651,False,0.02376397808391995,3,1.1930000000000003,86248,15,10,1.0,1231.944096584275,False,-0.03906220423372819,7,3.051000000000001,70757,275,0,0.0,14518.975104045043,False,-0.13693802143898978,0.5,502741,0.0,0.0,14,0,0,15,8,7.75,14,29,29,235.0,150.0,16,15,29,1986,1.5766755510121584,101.53034799150191
35,29,0,0,0,10.0,20,10.0,17.7850327799332,20,9.75,37.98656819684911,23,30.0,50.823189229509325,21,36.142857142857146,43.999999999999986,20,44.0,0,0.272,41134,11,33,1.0,696.9060817377956,False,0.12889710555894235,20,4.810000000000001,26174,357,0,0.0,3570.0,False,-0.23912806836118217,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60203,481,18,1.0,9238.358994691152,False,0.03768616727517411,0,1.3700000000000003,77856,0,14,0.8,711.5246492131305,False,0.02823625268992642,1,0.7140000000000002,77319,13,10,1.0,1002.0572788541317,False,0.023086198982791677,0,1.1900000000000002,86644,5,11,1.0,738.1159461475464,False,-0.03741293242907499,11,3.1540000000000012,69808,296,0,0.0,15043.66401193476,False,-0.14453418877186364,0.6,502134,0.0,0.0,11,0,0,11,9,8.5,18,29,38,244.0,159.0,16,13,38,1915,1.7196605390054174,103.25000853050733
36,38,0,0,0,10.0,20,10.0,17.328215530586796,16,11.0625,37.98656819684911,0,,49.57841565529369,20,39.65,43.99999999999999,20,44.0,0,0.272,41121,10,37,1.0,741.1439746317114,False,0.1291452671669257,10,4.8900000000000015,25924,368,0,0.0,3680.0,False,-0.2444347684101671,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60026,487,28,1.0,9502.464872907543,False,0.036966645905964185,1,1.3800000000000003,78341,0,0,0.0,0.0,False,0.029935317627261253,0,0.7130000000000001,77584,3,15,1.0,857.6359394199526,False,0.02562076632454209,0,1.1900000000000002,86643,0,15,1.0,659.9999999999999,False,-0.037856076110404334,14,3.283000000000001,69002,311,0,0.0,15418.887268796338,False,-0.15137514647493594,0.5,501637,0.0,0.0,13,0,0,15,8,7.333333333333334,16,31,34,269.0,150.0,18,20,34,1226,1.9342942200019024,105.18430275050923
37,34,0,0,0,10.0,20,10.0,16.941823984298345,88,16.011363636363633,37.98656819684911,0,,49.170825486168894,5,36.0,43.99999999999999,20,44.0,0,0.272,41111,6,42,1.0,771.5566073405305,False,0.12928695106053087,83,5.710000000000001,23455,382,0,0.0,3820.0,False,-0.3097207859358842,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58617,565,38,1.0,11015.62014260883,False,0.026522540681699614,0,1.3790000000000002,78341,0,0,0.0,0.0,False,0.029935317627261253,0,0.7130000000000003,77764,0,13,0.3,639.2207313201957,False,0.02655146147533793,0,1.1900000000000002,87215,0,2,0.0,87.99999999999999,False,-0.034692184302229104,7,3.3390000000000004,68741,316,0,0.0,15537.980853629371,False,-0.15360373442320174,0.2875,498240,0.0,0.0,13,0,0,13,7,7.0,15,28,31,212.0,127.0,15,19,31,1002,1.7296991220209748,106.9140018725302
38,31,0,0,0,10.0,20,10.0,16.50251553583652,31,12.67741935483871,37.62094144934342,9,31.555555555555557,47.44594571834323,17,32.23529411764706,43.99999999999999,20,44.0,0,0.272,41209,6,41,1.0,736.6031369692972,False,0.13147829882122264,20,5.827000000000001,22980,392,0,0.0,3920.0,False,-0.3212866706580308,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58508,586,39,1.0,11137.690820524595,False,0.025754712977241148,12,1.4990000000000006,78157,0,0,0.0,0.0,False,0.02751630206142196,0,0.7130000000000003,77640,0,17,0.9,806.5810772118349,False,0.02602138381633774,10,1.29,87138,0,0,0.0,0.0,False,-0.03603075391338016,8,3.412000000000001,68083,333,0,0.0,15799.499924208296,False,-0.15943636304990155,0.3625,496711,0.0,0.0,10,0,0,9,13,12.6,17,26,38,204.0,125.0,14,17,38,842,1.8319944159593433,108.74599628848955
39,38,0,0,0,10.0,20,10.0,16.253162784559148,10,9.5,37.62094144934342,0,,47.44594571834323,0,,43.999999999999986,20,44.0,0,0.272,41139,3,51,1.0,858.9113020125166,False,0.1312375673816541,10,5.907000000000002,22705,405,0,0.0,4050.0,False,-0.3270015784030915,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58413,586,49,1.0,11367.77952276949,False,0.026075586882639813,0,1.4870000000000003,78157,0,0,0.0,0.0,False,0.02751630206142196,0,0.7130000000000001,77640,0,17,0.0,806.5810772118349,False,0.02602138381633774,9,1.37,87007,0,0,0.0,0.0,False,-0.03747994911222966,11,3.5140000000000007,67911,333,0,0.0,15799.499924208296,False,-0.1613391231583146,0.25,495968,0.0,0.0,6,0,0,11,8,8.0,19,30,37,238.0,164.0,16,22,37,200,2.5770434850128368,111.32303977350239
40,37,0,0,0,9.999999999999998,20,10.0,15.97710938135314,10,9.0,37.83722326931194,5,44.0,45.785550949981925,12,25.0,43.99999999999998,20,44.0,0,0.272,41019,5,61,1.0,1024.6036722625415,False,0.13022646917028444,10,5.997000000000002,22475,413,0,0.0,4129.999999999999,False,-0.33217220922005114,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58543,586,54,1.0,11405.796154015785,False,0.028460941234038105,12,1.6070000000000004,77941,0,0,0.0,0.0,False,0.024676588136306268,0,0.7130000000000001,77420,0,22,0.5,1007.2821208996023,False,0.024448373217945338,14,1.5010000000000001,86736,0,0,0.0,0.0,False,-0.04047790253885724,6,3.5630000000000015,67543,345,0,0.0,15796.015077743765,False,-0.1654294204450259,0.3125,494673,0.0,0.0,8,0,0,7,9,9.0,22,29,30,228.0,128.0,15,22,30,420,1.75362152204616,113.07666129554855
41,30,0,0,0,9.999999999999998,20,10.0,15.734601201037387,10,10.0,37.83722326931194,0,,44.90185693369669,10,32.0,43.99999999999998,20,44.0,0,0.272,40909,6,71,1.0,1177.1566852736546,False,0.12930872319808492,10,6.0870000000000015,22245,422,0,0.0,4219.999999999999,False,-0.33720677080498557,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58443,586,64,1.0,11642.058593043874,False,0.028751189353299837,0,1.5950000000000002,77941,0,0,0.0,0.0,False,0.024676588136306268,0,0.7130000000000001,77740,0,12,0.0,538.8222832043602,False,0.02557597735593943,14,1.6270000000000002,86449,0,0,0.0,0.0,False,-0.04365285690580231,6,3.6170000000000013,67157,355,0,0.0,15940.159211462325,False,-0.16890226665489055,0.25,493880,0.0,0.0,7,0,0,9,9,9.0,20,29,35,232.0,89.0,15,15,35,520,1.8129276249674149,114.88958892051596
42,35,0,0,0,9.999999999999998,20,10.0,17.38242134015885,64,23.09375,37.83722326931194,0,,44.48678776028386,17,41.05882352941177,43.999999999999986,20,44.0,0,0.272,42167,3,32,1.0,586.2374828850832,False,0.1555031497698401,15,6.227000000000002,21870,435,0,0.0,4349.999999999999,False,-0.3456430631905513,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,56965,640,74,1.0,13924.704179630748,False,0.023361594573467582,0,1.5950000000000002,77941,0,0,0.0,0.0,False,0.024676588136306268,5,0.7630000000000001,78223,0,0,0.0,0.0,False,0.028383992427429533,9,1.7030000000000003,86039,0,5,0.5,219.99999999999994,False,-0.04697162453675535,11,3.721000000000001,66546,367,0,0.0,16326.651108024176,False,-0.17352369540337312,0.3125,492747,0.0,0.0,11,0,0,10,11,10.555555555555555,18,28,30,183.0,111.0,14,21,30,1911,1.8470663459738716,116.73665526648983
43,30,0,0,0,9.999999999999998,20,10.0,17.087465847558786,10,9.5,38.409151136211236,10,46.0,42.229169971358864,21,27.0,43.999999999999986,20,44.0,0,0.272,42077,2,42,1.0,737.673565597469,False,0.15511448274094408,10,6.312,21615,446,0,0.0,4459.999999999999,False,-0.35108583247156155,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,57330,640,74,1.0,13778.255326517254,False,0.028032395198479592,10,1.6950000000000003,77551,0,5,0.5,211.1458498567943,False,0.020937275517043417,11,0.8680000000000003,77817,0,5,0.5,211.1458498567943,False,0.02443433062852848,7,1.7640000000000002,86175,0,0,0.0,0.0,False,-0.04668399800873942,8,3.790000000000001,65866,388,0,0.0,16384.91794888724,False,-0.18072394519117624,0.375,491427,0.0,0.0,11,0,0,6,9,9.0,20,26,30,176.0,130.0,13,17,30,880,1.8148780929623172,118.55153335945215
44,30,0,0,0,9.999999999999998,20,10.0,16.63226319674638,15,9.333333333333334,38.409151136211236,0,,41.268935879553815,17,33.0,43.999999999999986,20,44.0,0,0.272,41967,3,52,1.0,894.8776862308117,False,0.15426002403296707,15,6.452000000000001,21270,455,0,0.0,4549.999999999999,False,-0.3592499863930768,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,57190,645,84,1.0,13954.17845734316,False,0.02719935372785398,12,1.8050000000000002,77556,0,0,0.0,0.0,False,0.019615061001262094,0,0.8570000000000002,77817,0,5,0.0,206.34467939776908,False,0.02440277055767356,9,1.8470000000000004,86043,0,0,0.0,0.0,False,-0.04814425576635876,11,3.8920000000000012,65117,405,0,0.0,16713.919031219295,False,-0.1871900048054688,0.25,489956,0.0,0.0,7,0,0,11,12,11.285714285714285,17,28,27,209.0,107.0,15,15,27,200,1.9313659589970484,120.4828993184492
45,27,0,0,0,10.0,20,10.0,16.185326537937215,15,9.333333333333334,39.6570122790976,30,45.0,39.24671811224104,38,31.42105263157895,43.99999999999999,20,44.0,0,0.272,41827,7,62,1.0,1073.4902453521072,False,0.15288045291122987,15,6.587000000000001,20955,461,0,0.0,4610.0,False,-0.36700593261851633,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58400,650,64,1.0,13058.511035521435,False,0.03940026121791499,0,1.7930000000000004,76656,10,10,1.0,789.0373039133865,False,0.012969586821054537,33,1.1870000000000003,76486,0,10,1.0,392.4671811224104,False,0.008127808037457905,8,1.9180000000000004,85933,0,0,0.0,0.0,False,-0.04936113723104154,12,4.001,63714,443,0,0.0,17386.296123722783,False,-0.1989916692089011,0.5,486967,0.0,0.0,13,0,0,7,13,12.666666666666666,19,26,37,186.0,109.0,12,15,37,1550,1.7400799079914577,122.22297922644066
46,37,0,0,0,10.0,20,10.0,16.39534462247091,22,18.5,40.07035106269719,15,44.0,38.33395906839583,30,33.266666666666666,43.99999999999999,20,44.0,0,0.272,42059,5,60,1.0,1033.7206773482544,False,0.15865292381957574,10,6.672000000000001,20690,473,0,0.0,4730.0,False,-0.37258477113155175,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58653,662,59,1.0,13217.868852774876,False,0.044725850457633304,10,1.8930000000000005,76468,10,10,1.0,784.0431013109302,False,0.010465155009669052,0,1.1540000000000004,76582,0,5,0.5,191.66979534197912,False,0.008069979197399515,11,2.0200000000000005,85761,0,0,0.0,0.0,False,-0.05126389733945461,9,4.079000000000001,62586,473,0,0.0,18131.962639351226,False,-0.2073457456753624,0.4375,485795,0.0,0.0,13,0,0,20,9,8.90909090909091,16,36,31,319.0,70.0,23,14,31,1785,2.0801509540178813,124.30313018045854
47,31,0,0,0,10.0,20,10.0,16.80204504945116,24,20.5,40.44616454939405,15,44.0,38.33395906839583,0,,43.999999999999986,20,44.0,0,0.272,42371,3,56,1.0,970.914522769265,False,0.16628904537594927,10,6.762000000000002,20430,485,0,0.0,4850.0,False,-0.3780275404125619,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,58821,676,54,1.0,13542.275339096263,False,0.050011808758854616,0,1.8830000000000005,75808,15,20,1.0,1373.3716496088273,False,0.005662150620588129,0,1.1540000000000004,76582,0,5,0.0,191.66979534197912,False,0.008069979197399515,7,2.079,85678,0,0,0.0,0.0,False,-0.052182089717351623,13,4.200000000000001,62340,473,0,0.0,18131.962639351226,False,-0.21006713513274392,0.375,485026,0.0,0.0,9,0,0,13,8,8.0,18,31,31,213.0,87.0,17,14,31,1252,1.6782542840228416,125.98138446448138
48,31,0,0,0,10.0,20,10.0,16.80204504945116,0,,41.4162519609935,53,44.0,37.54989319600983,34,33.470588235294116,43.99999999999999,20,44.0,0,0.272,42291,1,66,1.0,1118.9349732637766,False,0.16612604056582728,0,6.752000000000002,20310,497,0,0.0,4970.0,False,-0.37966037119686497,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,61153,666,11,1.0,11645.7407745054,False,0.07216287358731985,3,1.9130000000000005,76465,5,10,1.0,582.5801917650658,False,0.009101415858783839,6,1.2140000000000002,74344,43,10,1.0,2156.397766282819,False,-0.008437646151380344,10,2.172,85537,0,0,0.0,0.0,False,-0.05374191050389955,10,4.287000000000001,61045,507,0,0.0,19037.795850376984,False,-0.219382732173367,0.5,484141,0.0,0.0,10,0,0,15,8,7.1454545454545455,14,29,35,239.0,99.0,18,13,35,3138,2.0117880449979566,127.99317250947934
49,35,0,0,0,10.0,20,10.0,16.72407204262575,29,16.137931034482758,41.4162519609935,0,,38.09611298425036,45,40.4,43.99999999999999,20,44.0,0,0.272,42231,0,73,0.7,1220.8572591116797,False,0.1658800584976825,29,7.042000000000002,19880,511,0,0.0,5110.0,False,-0.38945735590268327,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,60685,685,21,1.0,12325.730640379503,False,0.0701137433596362,8,1.9900000000000002,77121,0,5,0.5,190.4805649212518,False,0.01514829988510498,17,1.3780000000000003,74323,33,10,1.0,1747.6974445552892,False,-0.011400284993194603,9,2.2520000000000007,85402,0,0,0.0,0.0,False,-0.05523535593782842,11,4.3870000000000005,59042,552,0,0.0,21029.0543673062,False,-0.230526830204623,0.4,481680,0.0,0.0,8,0,0,12,12,11.3,20,32,32,249.0,119.0,18,17,32,660,1.7822838390129618,129.7754563484923
50,32,0,0,0,10.0,20,10.0,17.694697244140773,32,24.4375,41.4162519609935,0,,42.9599384535317,46,65.30434782608695,43.99999999999999,20,44.0,0,0.272,42849,1,57,1.0,1018.5977429160241,False,0.17994608587214972,6,7.073000000000002,19712,520,0,0.0,5200.0,False,-0.39280465901050454,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59903,707,31,1.0,13794.054762398324,False,0.06934794424664091,7,2.0520000000000005,77636,0,0,0.0,0.0,False,0.02066680689945309,24,1.6010000000000002,75467,23,10,1.0,1382.1731796381673,False,0.0012369398114624828,6,2.303000000000001,85257,0,4,0.4,175.99999999999997,False,-0.055865921787709494,14,4.516000000000001,55864,594,0,0.0,25518.20344139783,False,-0.240852904245822,0.425,479684,0.0,0.0,10,0,0,11,10,8.966666666666667,20,31,35,278.0,86.0,18,14,35,1004,1.6390661349869333,131.41452248347923
51,35,0,0,0,10.000000000000002,20,10.0,17.53018905119772,5,10.0,41.4162519609935,0,,42.9599384535317,0,,43.99999999999999,20,44.0,0,0.272,42709,5,67,1.0,1224.5226664302472,False,0.1789381519951865,5,7.117000000000001,19592,526,0,0.0,5260.000000000001,False,-0.39525390518695913,0,0.2,62996,0,0,0.0,0.0,False,0.008452327591726963,0,0.44300000000000006,59853,702,41,1.0,14004.259044341534,False,0.07023003013015895,0,2.0450000000000004,77636,0,0,0.0,0.0,False,0.02066680689945309,0,1.5770000000000004,75467,13,20,1.0,1397.6100445635493,False,0.0013384126825011727,6,2.3570000000000007,85364,0,0,0.0,0.0,False,-0.055655733171082473,10,4.602000000000001,55710,594,0,0.0,25518.20344139783,False,-0.2425565382963779,0.375,479327,0.0,0.0,8,0,0,9,6,5.6,22,31,40,273.0,93.0,19,16,40,288,1.6154600660083815,133.0299825494876
