index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,36,0,0,0,10.000000000000002,20,10.0,24.00608164888253,24,29.75,22.728357841782458,22,29.5,34.9268647784978,4,59.0,53.99999999999999,13,54.0,5,2.1850000000000005,17648,249,0,0.0,2490.0000000000005,False,-0.22426606446314926,9,0.8750000000000002,30214,14,10,1.0,380.06081648882537,False,0.24836914014553121,0,0.2,33123,117,61,1.0,4195.141381267986,False,0.07353604884887804,11,2.4430000000000005,18635.0,200,0,0.0,4801.216329776506,False,-0.3588268664689023,0,2.1980000000000004,37380,140,0,0.0,3181.970097849544,False,-0.19162428075826568,0,0.263,49745,67,63,1.0,3723.1924564447863,False,0.07047638881168229,0,0.2,64146,131,14,1.0,5331.419285983212,False,0.034044908731994256,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,315254,0.0,0.0,18,0,0,15,5,4.285714285714286,23,38,35,235.0,124.0,18,18,35,1589,1.8854692580061965,54.674472496903036
26,35,0,0,0,10.000000000000002,20,10.0,23.94782600437504,3,20.0,24.02058147516815,25,31.48,33.003137589579694,23,20.956521739130434,53.99999999999999,9,54.0,1,2.1900000000000004,17509,261,0,0.0,2610.0000000000005,False,-0.22750975159104905,0,0.8660000000000001,30188,12,18,1.0,551.0608680787508,False,0.25081217138326317,0,0.2,33596,107,60,1.0,4003.6522709782184,False,0.08503493463451314,14,2.5720000000000005,18389.0,203,0,0.0,4861.408678888133,False,-0.36540769509131715,23,2.428000000000001,36439,140,0,0.0,3362.881406523541,False,-0.2092671346997082,0,0.263,48958,82,73,1.0,4378.916725003106,False,0.060952485272491676,0,0.2,64150,144,15,1.0,5562.451812899476,False,0.03589466208211685,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,313592,0.0,0.0,17,0,0,18,7,7.0,18,36,41,233.0,81.0,18,17,41,1213,1.833227815979626,56.50770031288266
27,41,0,0,0,10.000000000000002,20,10.0,22.922891759259528,35,17.485714285714284,25.35526181055184,13,41.0,34.22944655542036,29,40.58620689655172,53.99999999999999,9,54.0,15,2.339000000000001,17061,271,0,0.0,2710.0000000000005,False,-0.24385136522274686,2,0.8860000000000001,30541,12,10,1.0,349.2289175925953,False,0.26116257272824056,0,0.2,33685,128,57,1.0,4379.380068386675,False,0.09347384888421531,0,2.5580000000000007,18221.0,207,0,0.0,4745.038594166723,False,-0.37230189901599126,13,2.535000000000001,35492,153,0,0.0,3879.3550570144316,False,-0.22355415942029053,0,0.263,49870,72,67,1.0,4118.951769572896,False,0.07717388630310627,0,0.2,63459,163,16,1.0,6443.399788533518,False,0.03201727069687916,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,312692,0.0,0.0,19,0,0,15,8,7.0625,30,45,44,302.0,113.0,24,17,44,2257,2.171963561035227,58.67966387391789
28,44,0,0,0,10.000000000000002,20,10.0,24.82350964254601,31,37.0,21.67055785296625,29,2.7586206896551726,34.05956973823007,7,30.142857142857142,53.99999999999999,10,54.0,3,2.3540000000000005,16923,280,0,0.0,2800.0000000000005,False,-0.24766988298090742,18,1.0640000000000003,31045,13,10,1.0,378.23509642546014,False,0.2824519625626249,0,0.2,33658,121,67,1.0,4455.572042896806,False,0.09381205868838097,29,2.8480000000000008,15998.0,235,0,0.0,5833.524765998312,False,-0.4234710319739345,5,2.572000000000001,35352,153,0,0.0,3315.5953515038364,False,-0.23230521944549937,0,0.263,49906,91,75,1.0,4526.488494987184,False,0.08214740499685927,0,0.2,63788,160,16,1.0,6313.531158116811,False,0.036104215611007406,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,311033,0.0,0.0,16,0,0,14,7,6.285714285714286,28,42,46,283.0,146.0,23,21,46,856,2.153395752015058,60.83305962593295
29,46,0,0,0,10.000000000000002,20,10.0,23.450349903717097,15,4.533333333333333,20.75055036148232,11,7.363636363636363,33.88665082112625,7,30.142857142857142,53.99999999999999,9,54.0,15,2.501000000000001,16435,292,0,0.0,2920.0000000000005,False,-0.2652432765345925,0,1.0460000000000003,30965,11,20,1.0,579.0069980743419,False,0.2832889960598305,0,0.2,33590,126,77,1.0,4552.536465702493,False,0.09321714925784094,11,2.9290000000000003,15659.0,235,0,0.0,5510.8322273735175,False,-0.4387217717115716,5,2.617000000000001,35212,153,0,0.0,3174.8342053067945,False,-0.23666914678476228,0,0.263,49941,92,83,1.0,4721.642651409852,False,0.08489745329098153,0,0.2,64063,157,17,1.0,6238.204178916822,False,0.03977747306163572,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,310228,0.0,0.0,18,0,0,19,10,10.0,24,43,37,261.0,173.0,23,23,37,802,2.197249507997185,63.03030913393013
30,37,0,0,0,10.000000000000002,20,10.0,22.523445328572173,17,11.647058823529411,20.75374938399564,2,21.0,33.72494888197094,7,30.428571428571427,53.99999999999999,0,,17,2.656000000000001,15973,305,0,0.0,3050.0000000000005,False,-0.2815438308355574,0,1.046,30895,8,30,1.0,755.7033598571652,False,0.2840423600873982,0,0.2,33437,128,87,1.0,4688.577198464859,False,0.09062693852817696,2,2.9380000000000006,15587.0,240,0,0.0,5405.626878857322,False,-0.4425197074058565,5,2.6620000000000013,35072,153,0,0.0,3175.323655751333,False,-0.23956809251642505,0,0.263,50017,84,91,1.0,4812.285296514989,False,0.08741402327900386,0,0.2,63850,154,27,1.0,6651.642127823525,False,0.0396802616218622,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,309194,0.0,0.0,11,0,0,15,7,7.0,21,36,31,229.0,93.0,17,20,31,318,2.9009611689834855,65.93127030291362
31,31,0,0,0,10.000000000000002,20,10.0,23.019417443437607,19,28.105263157894736,19.992142448340665,13,11.76923076923077,33.01171072296224,8,21.0,53.99999999999999,0,,9,2.729000000000001,15756,313,0,0.0,3130.0000000000005,False,-0.2888113323752823,0,1.046,31194,10,30,1.0,790.5825233031283,False,0.2970351575303455,0,0.2,33462,127,92,1.0,4762.743120563917,False,0.09251925019147639,8,3.016000000000001,14888.0,250,0,0.0,5754.854360859402,False,-0.45850319493935315,8,2.737000000000001,34837,153,0,0.0,3058.797794596122,False,-0.2456512498226875,0,0.263,49864,87,101,1.0,5073.499176024824,False,0.08694952369915185,0,0.2,63682,152,37,1.0,7015.780029890261,False,0.039898006793554396,0,0.2,64363,0,9,0.0,485.99999999999994,False,-9.286200705751254e-05,0.5,308046,0.0,0.0,12,0,0,14,7,7.0,17,31,35,159.0,81.0,13,18,35,759,1.4416425839881413,67.37291288690176
32,35,0,0,0,10.000000000000002,20,10.0,22.03055270135292,10,3.0,19.992142448340665,0,,33.01171072296224,0,,53.99999999999999,3,54.0,10,2.8200000000000007,15410,322,0,0.0,3220.0000000000005,False,-0.3011701909258879,0,1.046,31084,11,40,1.0,991.2221080541168,False,0.29663769468392776,0,0.2,33432,127,102,1.0,4837.078722802569,False,0.09273772742627671,0,3.008000000000001,14888.0,250,0,0.0,5507.63817533823,False,-0.4622708154209609,0,2.7290000000000005,34837,153,0,0.0,3058.797794596122,False,-0.2456512498226875,0,0.263,49864,77,111,1.0,5203.69485877104,False,0.08829984918553627,0,0.2,63682,142,47,1.0,7225.662922660638,False,0.041522185682695514,0,0.2,64525,0,6,0.0,323.99999999999994,False,0.0011607750882189067,0.5,307722,0.0,0.0,10,0,0,17,3,3.0,17,34,36,153.0,109.0,13,22,36,362,1.904488978034351,69.27740186493611
33,36,0,0,0,10.000000000000002,20,10.0,24.6302793576522,37,37.432432432432435,20.59654221597022,6,34.5,32.737587317593544,3,21.0,53.99999999999999,0,,3,2.8400000000000007,15220,334,0,0.0,3340.0000000000005,False,-0.30650790392116606,0,1.0460000000000003,32382,9,16,1.0,484.0844697224352,False,0.3395213399655602,0,0.2,33619,121,107,1.0,5184.09381938473,False,0.1037261311171776,1,3.0180000000000007,13489.0,283,0,0.0,6970.369058215572,False,-0.48262056421885563,3,2.7590000000000012,34759,153,0,0.0,3151.270959043444,False,-0.24631011886739573,0,0.263,49657,73,121,1.0,5464.795647194645,False,0.08671405388199961,0,0.2,63619,135,57,1.0,7497.574287875128,False,0.042651320868221994,0,0.2,64525,0,6,0.0,323.99999999999994,False,0.0011607750882189067,0.5,307270,0.0,0.0,17,0,0,19,4,4.0,17,36,35,214.0,114.0,18,18,35,1783,1.8370718940277584,71.11447375896387
34,35,0,0,0,10.000000000000002,20,10.0,25.2897498569215,10,38.3,20.092044165055434,26,17.576923076923077,34.499912029088335,13,50.53846153846154,54.00000000000001,2,54.0,0,2.8370000000000006,15120,344,0,0.0,3440.0000000000005,False,-0.30856087045781155,0,1.046,32665,9,16,1.0,494.635997710744,False,0.3513577499016783,0,0.2,33933,114,107,1.0,5032.880209349983,False,0.1109924440586135,16,3.1770000000000005,12590.0,290,0,0.0,7334.027458507235,False,-0.5044801960115333,3,2.786000000000001,34265,163,0,0.0,3275.003198904036,False,-0.2552738783328421,0,0.263,50210,79,121,1.0,5761.760844559068,False,0.10126491780123083,0,0.2,62962,138,67,1.0,8378.987860014191,False,0.0393037505418049,0,0.2,64633,0,4,0.0,216.00000000000003,False,0.0019965331517365196,0.5,306378,0.0,0.0,14,0,0,15,4,4.0,22,37,38,211.0,126.0,18,17,38,1701,1.9129019799875095,73.02737573895138
35,38,0,0,0,10.0,20,10.0,25.12799624874012,17,23.352941176470587,20.806696101717424,16,27.0625,34.90763775798203,2,59.0,54.00000000000001,0,,7,2.9070000000000005,14912,355,0,0.0,3550.0,False,-0.3148429480599466,0,1.046,32895,8,16,1.0,482.04793997984194,False,0.3605429673574181,0,0.2,33818,114,112,1.0,5194.941535748725,False,0.10995704608249102,11,3.271000000000001,12344.0,297,0,0.0,7463.014885875816,False,-0.5100125748921632,0,2.783000000000001,34265,163,0,0.0,3391.4914645799404,False,-0.25406571942396705,0,0.263,49895,85,129,1.0,6271.654439425663,False,0.10001923333221663,0,0.2,62844,130,77,1.0,8695.992908537664,False,0.03993060815744505,0,0.2,64633,0,4,0.0,216.00000000000003,False,0.0019965331517365196,0.5,305606,0.0,0.0,13,0,0,16,4,4.0,28,44,50,271.0,157.0,22,16,50,843,1.8288136839983054,74.85618942294968
36,50,0,0,0,10.0,20,10.0,26.039245526613687,27,32.22222222222222,20.930750484306486,35,21.428571428571427,36.13882672294936,6,58.333333333333336,54.00000000000001,0,,5,2.9500000000000006,14732,364,0,0.0,3640.0,False,-0.32038595770888934,6,1.106,33465,9,10,1.0,350.3924552661369,False,0.3812439428303456,0,0.2,34243,114,107,1.0,5208.064291854755,False,0.12311119684002,20,3.460000000000001,10995.0,314,0,0.0,8176.323095356698,False,-0.5402596455840543,0,2.783000000000001,34060,168,0,0.0,3516.3660813634897,False,-0.2570228994444658,0,0.263,49700,105,133,1.0,7004.192755004446,False,0.10357187200527339,0,0.2,62494,126,87,1.0,9251.49216709162,False,0.038812389084779984,0,0.2,64633,0,4,0.0,216.00000000000003,False,0.0019965331517365196,0.5,304322,0.0,0.0,15,0,0,16,6,5.0588235294117645,27,43,37,312.0,187.0,23,27,37,1165,2.1365385209792294,76.99272794392891
37,37,0,0,0,10.0,20,10.0,23.494787769123107,27,5.666666666666667,20.082761505609895,23,14.26086956521739,35.34295055261476,11,27.90909090909091,54.00000000000001,0,,27,3.2150000000000007,13905,372,0,0.0,3720.0,False,-0.3526996509956888,0,1.1,33345,11,20,1.0,579.8957553824621,False,0.38102844909428163,0,0.2,34295,131,112,1.0,5327.086486383436,False,0.12651009641525587,18,3.620000000000001,10361.0,314,0,0.0,7377.363359504656,False,-0.5717604950087684,9,2.8730000000000007,33826,168,0,0.0,3373.9039329424622,False,-0.2633543121311119,0,0.263,49490,118,141,1.0,7353.121885580649,False,0.10283475995748358,0,0.2,62187,127,97,1.0,9726.554720182075,False,0.03773722157015793,0,0.2,64633,0,4,0.0,216.00000000000003,False,0.0019965331517365196,0.5,302042,0.0,0.0,12,0,0,21,9,9.0,19,40,36,279.0,129.0,19,18,36,523,1.7929518410237506,78.78567978495266
38,36,0,0,0,10.0,20,10.0,24.370953038436753,23,31.782608695652176,19.514200908471036,5,1.0,35.34295055261476,0,,54.00000000000001,0,,3,3.2180000000000004,13744,383,0,0.0,3830.0,False,-0.35705194005337715,0,1.1,33960,10,10,1.0,343.70953038436755,False,0.4014311133316438,0,0.2,34164,129,122,1.0,5524.585452791807,False,0.12552708870994594,5,3.6520000000000006,9596.0,329,0,0.0,8018.043549645691,False,-0.5853138937203473,0,2.864000000000001,33826,168,0,0.0,3278.385752623134,False,-0.2643449796446397,0,0.263,49485,113,151,1.0,7541.8902361020555,False,0.10468885722688771,0,0.2,62187,117,107,1.0,9913.125214655927,False,0.03918099745137081,0,0.2,64633,0,4,0.0,216.00000000000003,False,0.0019965331517365196,0.5,301595,0.0,0.0,12,0,0,20,3,3.0,16,36,32,226.0,114.0,16,20,32,905,1.8766307670157403,80.6623105519684
39,32,0,0,0,10.0,20,10.0,24.44096355484564,12,25.583333333333332,18.933321850093662,34,16.352941176470587,36.38745141440748,26,40.5,54.00000000000001,10,54.0,2,3.2350000000000008,13622,391,0,0.0,3910.0,False,-0.3604188051734757,0,1.1,34139,12,10,1.0,364.40963554845644,False,0.4092056997649035,0,0.2,33857,131,132,1.0,5700.964709897142,False,0.11885766748806918,34,3.9870000000000014,8796.0,329,0,0.0,8041.077009544216,False,-0.6093471560359636,13,2.994000000000001,33413,168,0,0.0,3180.798070815735,False,-0.2739239761163295,0,0.263,49709,137,148,1.0,7979.207902795139,False,0.11387093595381713,0,0.2,61566,133,109,1.0,10725.531038116194,False,0.03585658266356248,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,299843,0.0,0.0,20,0,0,16,5,5.0,15,31,28,132.0,103.0,11,21,28,1819,1.5494305160245858,82.21174106799299
40,28,0,0,0,9.999999999999998,20,10.0,23.421880592266053,18,12.833333333333334,18.933321850093662,0,,36.79277836488976,4,48.5,54.00000000000001,10,54.0,12,3.353000000000001,13170,404,0,0.0,4039.999999999999,False,-0.37630876616711145,0,1.1,34264,9,14,1.0,417.9063282917247,False,0.4154363853067485,0,0.2,33666,138,142,1.0,5920.751224446016,False,0.11638550390828492,0,3.953000000000001,8756.0,330,0,0.0,7729.220595447798,False,-0.6153191204058797,1,2.991000000000001,33385,168,0,0.0,3180.798070815735,False,-0.2745047805304431,0,0.263,49884,127,155,1.0,8107.412521519809,False,0.11883063869318815,0,0.2,61912,127,109,1.0,10558.682852341,False,0.03992047028679663,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,299778,0.0,0.0,19,0,0,15,5,5.0,12,27,32,135.0,93.0,12,16,32,1110,1.4150997720425949,83.62684084003558
41,32,0,0,0,9.999999999999998,20,10.0,23.421880592266053,0,,18.61550953196269,21,16.095238095238095,37.588877011936745,4,59.0,54.00000000000001,8,54.0,0,3.341000000000001,13090,412,0,0.0,4119.999999999999,False,-0.3779511393964278,0,1.1,34144,11,24,1.0,672.1251342143853,False,0.4157282926342513,0,0.2,33666,128,152,1.0,5827.558164668384,False,0.11496522440667499,21,4.163000000000001,8232.0,330,0,0.0,7729.220595447798,False,-0.6312908346219246,0,2.9900000000000007,33385,168,0,0.0,3127.405601369732,False,-0.27505854092213355,0,0.263,49782,138,161,1.0,8620.749514332667,False,0.12203892960165806,0,0.2,62108,121,111,1.0,10542.254118444347,False,0.04282682875042051,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,299148,0.0,0.0,16,0,0,20,3,3.0,16,36,28,228.0,85.0,19,13,28,868,2.0321124219917692,85.65895326202735
42,28,0,0,0,9.999999999999998,20,10.0,23.897524001322974,27,27.14814814814815,18.84872384114864,9,23.22222222222222,37.588877011936745,0,,54.00000000000001,0,,6,3.4010000000000002,12879,422,0,0.0,4219.999999999999,False,-0.3845616916444262,0,1.1,34729,11,13,1.0,420.6678120171987,False,0.43458566643435026,0,0.2,33343,140,157,1.0,6304.903003245553,False,0.11239488849130622,4,4.182,7895.0,335,0,0.0,8005.670540443197,False,-0.6373495711344306,0,2.990000000000001,33180,173,0,0.0,3260.829224518715,False,-0.2779270548598942,0,0.263,49778,132,171,1.0,8915.729516072804,False,0.12501534481189,0,0.2,62108,111,121,1.0,10706.36534832498,False,0.044096803599370044,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,298653,0.0,0.0,13,0,0,12,3,3.0,23,35,31,245.0,111.0,15,13,31,1090,1.8107581340009347,87.46971139602829
43,31,0,0,0,9.999999999999998,20,10.0,24.77609744731025,19,33.578947368421055,21.842133757389178,25,41.0,39.434947620409645,29,45.827586206896555,54.00000000000001,0,,0,3.395,12799,430,0,0.0,4299.999999999999,False,-0.38620406487374254,6,1.1600000000000001,35097,13,10,1.0,377.76097447310246,False,0.4488146371273476,0,0.2,34242,136,142,1.0,6471.132246383457,False,0.14233010616897482,0,4.178000000000002,7383.0,348,0,0.0,8622.081911663967,False,-0.6435612973716172,9,3.080000000000001,32126,193,0,0.0,4215.531815176111,False,-0.2898884874693925,0,0.263,50713,127,161,1.0,9122.97755407438,False,0.14655953819903308,0,0.2,60779,130,131,1.0,12200.543190653254,False,0.03509056514775322,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,297880,0.0,0.0,20,0,0,20,2,2.0,20,40,35,215.0,69.0,18,13,35,2877,2.186945964000188,89.65665736002848
44,35,0,0,0,9.999999999999998,20,10.0,24.96816047876046,6,31.0,23.974771288130942,43,32.23255813953488,38.11270882032476,9,21.0,54.0,4,54.0,0,3.395000000000001,12719,438,0,0.0,4379.999999999999,False,-0.3878464381030589,0,1.1540000000000004,35163,15,14,1.0,499.5542467026464,False,0.4540249280784778,0,0.2,35326,132,122,1.0,6220.719280348356,False,0.17155448793508235,13,4.308000000000001,6980.0,348,0,0.0,8688.91984660864,False,-0.6548262642250573,9,3.161000000000001,30827,218,0,0.0,5226.500140812545,False,-0.30634839821597065,0,0.263,50392,135,171,1.0,9753.867332173211,False,0.14644430845042633,0,0.2,60806,129,137,1.0,12314.539437821895,False,0.03639060420527063,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,296954,0.0,0.0,20,0,0,20,4,4.0,21,41,34,275.0,117.0,21,14,34,1872,2.2165177860297263,91.8731751460582
45,34,0,0,0,10.0,20,10.0,25.95045643169728,18,35.5,24.714887662130465,37,28.486486486486488,38.11270882032476,0,,53.99999999999999,6,54.0,0,3.395000000000001,12619,448,0,0.0,4480.0,False,-0.38989940463970435,4,1.1940000000000002,35602,15,10,1.0,409.5045643169728,False,0.47020128442449133,0,0.2,36060,131,103,1.0,5945.143221751781,False,0.1897272497828546,8,4.375000000000001,6367.0,357,0,0.0,9264.31294611593,False,-0.6647416339594623,0,3.1520000000000006,30827,218,0,0.0,5387.845510344441,False,-0.30467500352274013,0,0.263,49338,162,181,1.0,10902.212097743917,False,0.1364912370900031,0,0.2,61130,119,141,1.0,12149.412349618646,False,0.04012731651719999,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,296684,0.0,0.0,17,0,0,18,4,3.4444444444444446,15,33,30,198.0,117.0,15,19,30,1897,1.7768072100006975,93.6499823560589
46,30,0,0,0,10.0,20,10.0,25.64248309370295,21,23.095238095238095,24.391887268293697,4,8.0,37.07732554733768,12,27.333333333333332,53.99999999999999,11,54.0,11,3.5050000000000003,12439,455,0,0.0,4550.0,False,-0.3958530075959762,0,1.1900000000000002,35792,18,10,1.0,436.42483093702947,False,0.47855522132902956,0,0.2,35575,142,113,1.0,6397.515860623007,False,0.1818385128722112,4,4.407000000000001,6263.0,357,0,0.0,9154.366464451952,False,-0.6695871972620709,10,3.2520000000000007,30567,218,0,0.0,5317.431424488026,False,-0.31079848758024414,0,0.263,49424,156,189,1.0,10812.748942300637,False,0.13734726858367352,0,0.2,61396,121,140,1.0,12046.356391227859,False,0.04344670023546603,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,296197,0.0,0.0,19,0,0,20,3,3.0,17,37,25,184.0,68.0,16,14,25,1232,3.0350726189790294,96.68505497503793
47,25,0,0,0,10.0,20,10.0,25.08901758686224,11,16.272727272727273,24.391887268293697,0,,35.52694172157424,12,21.0,54.0,11,54.0,6,3.5540000000000007,12234,462,0,0.0,4620.0,False,-0.4028330938205707,0,1.1900000000000002,35817,21,15,1.0,586.3352638029336,False,0.4826593156190296,0,0.2,35396,143,123,1.0,6587.931648921425,False,0.1792844984290634,0,4.403000000000001,6263.0,357,0,0.0,8956.779278509819,False,-0.6725984625928154,12,3.3620000000000005,30255,218,0,0.0,5317.431424488026,False,-0.31727030819465224,0,0.263,49424,146,199,1.0,10631.076943764154,False,0.13546305610740897,0,0.2,61738,123,139,1.0,11875.813831753632,False,0.04742009094095231,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,295868,0.0,0.0,14,0,0,13,3,3.0,18,31,24,128.0,67.0,12,13,24,949,1.5443767710239626,98.22943174606189
48,24,0,0,0,10.0,20,10.0,24.293775952643813,35,20.485714285714284,22.852469108555702,15,3.7333333333333334,32.43972905317447,29,20.517241379310345,53.99999999999999,9,54.0,15,3.6980000000000004,11724,474,0,0.0,4740.0,False,-0.4213097926503798,5,1.2400000000000002,36278,19,10,1.0,432.93775952643813,False,0.498438467656055,0,0.2,35134,155,133,1.0,6804.913664097699,False,0.17460548744357618,15,4.553000000000002,5294.0,370,0,0.0,8988.69710247821,False,-0.7016475081919317,18,3.5300000000000007,29626,218,0,0.0,4981.838265665143,False,-0.33379827142582147,0,0.263,49599,151,198,1.0,9873.789187920454,False,0.13123886813582997,0,0.2,61629,142,140,1.0,12166.441525550774,False,0.04798212039211573,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,294025,0.0,0.0,16,0,0,8,8,7.428571428571429,21,29,27,141.0,56.0,10,14,27,1302,1.4733103420003317,99.70274208806222
49,27,0,0,0,10.0,20,10.0,23.42879702329045,25,17.12,22.545369220993123,3,4.0,32.43972905317447,0,,53.999999999999986,15,54.0,13,3.813000000000001,11297,480,0,0.0,4800.0,False,-0.4376103469513447,2,1.2550000000000003,36497,23,10,1.0,464.2879702329045,False,0.5080740704215337,0,0.2,34828,167,143,1.0,7136.596901491522,False,0.1703334080329724,3,4.568000000000001,5082.0,373,0,0.0,8738.941289687338,False,-0.7119156716397321,0,3.512000000000001,29626,218,0,0.0,4914.890490176501,False,-0.3344926207743731,0,0.263,49587,144,208,1.0,9993.996810883298,False,0.1322366862088334,0,0.2,62439,132,135,1.0,11572.044235019028,False,0.05591874756251945,0,0.2,64741,0,2,0.0,107.99999999999997,False,0.0028322912152541325,0.5,294097,0.0,0.0,17,0,0,13,6,5.111111111111111,20,33,20,163.0,54.0,14,13,20,1090,1.8994805560214445,101.60222264408367
50,20,0,0,0,10.0,20,10.0,24.247539555391736,13,36.0,22.23657281310147,5,12.0,34.23381896209887,10,57.0,53.999999999999986,14,54.0,2,3.8200000000000007,11195,488,0,0.0,4880.0,False,-0.44015602545678506,1,1.2630000000000001,36792,25,10,1.0,492.47539555391734,False,0.5207652513971242,0,0.2,34800,159,153,1.0,7257.55442971181,False,0.17132337280102114,5,4.615000000000001,4532.0,384,0,0.0,9311.055189270426,False,-0.7199607536382829,0,3.5120000000000013,29626,218,0,0.0,4847.572873256121,False,-0.3351908059360688,0,0.263,50097,139,208,1.0,10211.51796513767,False,0.14507164601150893,0,0.2,62625,132,131,1.0,11592.86410299705,False,0.05895858434189516,0,0.2,64741,0,2,0.0,107.99999999999997,False,0.0028322912152541325,0.5,294408,0.0,0.0,16,0,0,11,3,2.090909090909091,19,30,26,156.0,78.0,9,11,26,1526,1.4344678219640628,103.03669046604773
51,26,0,0,0,10.000000000000002,20,10.0,22.75241506165007,38,15.68421052631579,23.970216413796845,14,43.0,37.51832266555892,18,60.0,53.99999999999999,8,54.0,22,4.038000000000001,10477,500,0,0.0,5000.000000000001,False,-0.4671730650790392,6,1.3220000000000003,37023,23,10,1.0,457.5241506165007,False,0.5295324194337201,0,0.2,35046,181,149,1.0,7689.749371814392,False,0.1854082749910753,0,4.610000000000001,4292.0,390,0,0.0,8873.441874043527,False,-0.7339453506150401,0,3.512000000000001,29626,218,0,0.0,5225.507178207712,False,-0.3312710574974827,0,0.263,50575,143,200,1.0,10931.405480284733,False,0.16245312576785184,0,0.2,61977,140,133,1.0,12434.56517317825,False,0.0554429918063072,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,293757,0.0,0.0,16,0,0,11,6,5.125,20,31,25,168.0,115.0,13,13,25,2431,2.1903955889865756,105.2270860550343
