index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,21,0,0,0,10.0,10,10.0,20.058563937151256,13,22.53846153846154,24.176137397590033,32,18.53125,13.058107382253905,39,15.41025641025641,51.00000000000001,20,51.0,3,0.8420000000000001,41412,6,10,1.0,260.58563937151257,False,0.07388824371020974,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,4,3.948000000000001,44605,181,0,0.0,3630.6000726243774,False,-0.1780962829314933,28,4.071000000000001,45856,162,0,0.0,3249.4873578185034,False,-0.15932039025285055,9,1.2710000000000001,71065,0,1,0.1,13.058107382253905,False,0.00946706986280974,29,6.187000000000002,8900.0,823,0,0.0,19896.9610782166,False,-0.732284915288569,0,0.2,117821,32,34,1.0,2151.859436232125,False,0.06596732728566748,10,2.3160000000000007,101762,527,0,0.0,6881.622590447808,False,-0.05680693483692787,0.2625,470426,0.0,0.0,12,0,0,10,17,15.89090909090909,17,27,30,182.0,90.0,11,10,30,610,4.270428020041436,199.7113908578176
26,30,0,0,0,10.0,9,10.0,20.446821953651558,12,25.0,24.294039912623262,53,24.88679245283019,12.612822487806266,21,6.809523809523809,51.00000000000001,20,51.0,2,0.8590000000000002,41580,5,10,1.0,254.46821953651556,False,0.07815205536573928,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,42,4.364000000000001,43479,193,0,0.0,3946.2366370547506,False,-0.195238614024197,11,4.1530000000000005,45715,162,0,0.0,3312.385156491552,False,-0.16126006872915993,3,1.2920000000000003,71014,0,0,0.0,0.0,False,0.008649953838505788,17,6.328000000000003,6790.0,876,0,0.0,21281.578963457978,False,-0.752421142223862,0,0.2,118268,33,34,1.0,2150.223142097607,False,0.06996755906946278,10,2.4060000000000006,101491,537,0,0.0,6773.085675951965,False,-0.05972312072032219,0.25,467342,0.0,0.0,11,0,0,11,18,16.916666666666668,25,36,31,254.0,132.0,16,14,31,600,3.1978154370444827,202.9092062948621
27,31,0,0,0,10.0,9,10.0,20.251942492029546,19,18.842105263157894,24.3445455225969,13,25.46153846153846,14.274086780412523,27,30.59259259259259,51.0,20,51.0,9,0.9470000000000003,41659,4,10,1.0,242.51942492029545,False,0.08003980230741767,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,13,4.452,43266,201,0,0.0,4070.640440897939,False,-0.19790859929444624,0,4.142,45429,173,0,0.0,3503.5860511211113,False,-0.1646312253127613,15,1.4390000000000003,71034,0,0,0.0,0.0,False,0.008934024572118457,12,6.431000000000002,5973.0,889,0,0.0,21642.300969588643,False,-0.7614636675691453,0,0.2,118259,39,33,1.0,2239.6893844360884,False,0.07028792343680726,9,2.4860000000000007,101079,548,0,0.0,7822.199555666062,False,-0.05871399440704117,0.25,465704,0.0,0.0,11,0,0,21,12,11.818181818181818,18,39,26,296.0,141.0,19,12,26,723,3.307734598987736,206.21694089384982
28,26,0,0,0,9.999999999999998,9,10.0,20.251942492029546,0,,24.35744708204671,35,24.457142857142856,13.115161385787179,59,7.949152542372881,51.0,20,51.0,0,0.9380000000000002,41569,3,20,1.0,435.0388498405909,False,0.08020161888430094,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,16,4.599000000000001,43065,201,0,0.0,4070.640440897939,False,-0.20146744417484425,19,4.332000000000002,45140,173,0,0.0,3503.5860511211113,False,-0.16974817143432863,5,1.4740000000000002,71051,0,2,0.2,26.230322771574357,False,0.009361766371504581,54,6.959000000000001,1063.0,922,0,0.0,22457.566209647066,False,-0.8254132078002481,0,0.2,118735,44,32,1.0,2209.0671009746357,False,0.07441821739918165,9,2.5670000000000006,100549,592,0,0.0,7764.17554038601,False,-0.06372580200474273,0.275,460177,0.0,0.0,11,0,0,9,17,17.0,24,33,30,226.0,126.0,14,12,30,651,3.7080292479950003,209.92497014184482
29,30,0,0,0,9.999999999999996,9,10.0,20.737772732614633,13,26.0,24.1146388106677,24,21.333333333333332,12.654744665685877,48,9.875,51.0,20,51.0,0,0.9380000000000002,41817,2,17,1.0,372.5421364544488,False,0.08580475308208103,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,4,4.623000000000001,43016,201,0,0.0,4168.292319255542,False,-0.2014705260428164,20,4.513000000000001,44412,186,0,0.0,3857.2257282663218,False,-0.1795071997710094,3,1.4989999999999999,71150,0,2,0.2,25.309489331371754,False,0.01076137695711514,43,7.335000000000002,-2121.0,944,0,0.0,22764.219037270308,False,-0.8684594912487018,0,0.2,119094,40,30,1.0,2036.189786627435,False,0.07686185902073456,8,2.638000000000001,100196,634,0,0.0,8023.108118044846,False,-0.06572988767137569,0.275,456569,0.0,0.0,11,0,0,9,16,15.6,25,34,25,253.0,162.0,16,14,25,1040,3.18869367899606,213.11366382084088
30,25,0,0,1,9.999999999999998,8,10.0,21.15755449442543,12,26.0,23.83442574234961,46,22.195652173913043,12.654744665685877,0,,51.00000000000001,20,51.0,0,0.9380000000000002,42049,0,15,1.0,317.36331741638145,False,0.09108886513049819,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,40,5.019000000000001,41809,201,0,0.0,4252.668453379511,False,-0.2220943319341746,13,4.623000000000001,43742,198,7,0.0,4356.036770092683,False,-0.18695411772435164,0,1.4960000000000002,70987,1,12,1.0,175.69136173058013,False,0.009514177698533976,0,7.292000000000002,-78907.25,979,0,0.0,23333.90280176027,True,-1.955050047569347,0,0.2,119451,30,33,1.0,2062.6423399705764,False,0.08018111306346017,13,2.7600000000000007,99892,634,0,0.0,8023.108118044846,False,-0.06845539175514909,0.375,456935,0.0,0.1,11,0,0,13,15,516.8381604506604,23,36,21,259.0,102.0,16,9,21,763,2.8731881250278093,215.9868519458687
31,21,0,0,0,9.999999999999998,7,10.0,21.551824191917326,12,26.0,23.765537950835192,2,14.0,12.654744665685877,0,,51.00000000000001,20,51.0,0,0.9380000000000002,42291,0,10,0.7,215.51824191917325,False,0.09602830940336017,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,2,4.9990000000000006,41757,201,1,0.0,4355.6822005262175,False,-0.22210306308073602,0,4.610000000000001,43444,210,6,0.0,4668.47630800765,False,-0.18946443538299498,0,1.4960000000000002,70959,0,15,0.3,189.82116998528815,False,0.009216825296394317,0,7.292000000000002,-78907.25,979,0,0.0,23266.461653867653,True,-1.9555289989782856,0,0.2,119859,20,35,1.0,2038.0948933137179,False,0.0837289866921602,12,2.8670000000000004,99625,634,0,0.0,8023.108118044846,False,-0.07084917330241058,0.25,456940,0.0,0.1,8,0,0,17,12,3770.4880952380954,10,27,15,190.0,87.0,12,9,15,804,2.3324036030098796,218.31925554887857
32,15,0,0,0,10.0,8,10.0,21.705723335461872,15,23.066666666666666,23.366031900594265,10,13.1,13.291362191722492,5,52.0,51.000000000000014,20,51.0,5,0.9880000000000002,42447,0,8,0.8,173.64578668369498,False,0.09951977286066205,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,6,5.057000000000001,41539,202,7,0.0,4548.118337067458,False,-0.2242592969327763,8,4.690000000000001,42999,224,4,0.0,4955.546154745836,False,-0.19480208436103827,0,1.4960000000000002,71088,0,20,1.0,265.82724383444986,False,0.01158885905712977,0,7.292000000000002,-78907.25,979,0,0.0,22875.345230681785,True,-1.9583066172098442,0,0.2,120165,10,39,1.0,2121.9136219172256,False,0.0868481590381715,14,2.9950000000000006,99020,639,0,0.0,8493.180440510672,False,-0.07416607446493746,0.35,456263,0.0,0.1,10,0,0,12,17,716.8388558201059,14,26,16,126.0,69.0,7,8,16,803,2.7115507659618743,221.03080631484045
33,16,0,0,0,10.0,13,10.0,22.44753982467319,30,25.733333333333334,23.288713360914926,2,14.0,14.634870034265166,10,52.0,51.00000000000001,20,51.0,22,1.2030000000000003,42495,3,10,1.0,254.47539824673188,False,0.10180533810162777,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,5.051000000000001,41167,217,6,0.0,5010.848422119572,False,-0.22674933672586653,4,4.722000000000001,42499,239,7,0.0,5527.983011623297,False,-0.19858723586091032,0,1.4960000000000002,71580,0,12,0.2,175.618440411182,False,0.017936357079832186,0,7.292000000000002,-78907.25,979,0,0.0,22799.65038033571,True,-1.9588441845015572,0,0.2,120415,5,39,1.0,2062.174350171326,False,0.08882173208550964,10,3.081000000000001,98570,644,0,0.0,9424.856302066766,False,-0.07402407990897011,0.275,455731,0.0,0.1,16,0,0,10,15,1020.382521991897,13,23,17,151.0,66.0,9,7,17,1188,2.3397675330052152,223.37057384784566
34,17,0,0,0,10.0,12,10.0,22.481894763540296,2,25.0,22.76070799499774,12,13.166666666666666,15.303892296826909,5,50.0,51.00000000000001,20,51.0,0,1.1810000000000003,42425,5,18,1.0,454.67410574372536,False,0.10258342086836589,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,5.051000000000001,41181,217,5,0.0,4992.374703663233,False,-0.22666500200372505,4,4.758000000000001,42465,241,0,0.0,5418.136638013211,False,-0.20016168276692922,0,1.4960000000000002,71672,2,17,1.0,305.68758503605295,False,0.020166803387799633,0,7.292000000000002,-78907.25,979,0,0.0,22282.733127102787,True,-1.9625152110851305,0,0.2,120675,0,39,1.0,1989.0000000000002,False,0.09082473394956024,10,3.171000000000001,98378,644,0,0.0,9855.70663915653,False,-0.07381406217037749,0.375,455801,0.0,0.1,15,0,0,9,7,590.8981481481482,14,23,18,128.0,102.0,8,9,18,958,2.5102335869451053,225.88080743479077
35,18,0,0,0,9.999999999999998,6,10.0,22.500584200202994,1,25.0,21.98897462189721,20,14.0,16.053256719897533,14,28.785714285714285,51.00000000000001,20,51.0,0,1.1810000000000003,42390,1,27,1.0,617.5157734054808,False,0.10378342174291026,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,5,5.101000000000001,41151,217,0,0.0,4882.62677144405,False,-0.22816775463938768,10,4.854000000000001,42270,242,0,0.0,5445.141376449124,False,-0.20337522462818808,0,1.4960000000000002,71795,12,13,1.0,472.56003282143445,False,0.023098927866070842,0,7.292000000000002,-78907.25,979,0,0.0,21527.206154837368,True,-1.9678807886170202,0,0.2,120884,0,35,0.5,1785.0000000000002,False,0.0917840396632568,11,3.271000000000001,98005,653,0,0.0,10482.77663809309,False,-0.07434719408416302,0.3125,455500,0.0,0.1,11,0,0,14,7,6.5,12,26,18,154.0,114.0,10,8,18,947,3.129025405040011,229.00983283983078
36,18,0,0,0,9.999999999999998,11,10.0,22.500584200202994,0,,21.98897462189721,0,,16.053256719897533,0,,51.00000000000001,20,51.0,0,1.1810000000000003,42280,2,37,1.0,852.5216154075108,False,0.10397737585833312,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,5.096,41151,217,0,0.0,4882.62677144405,False,-0.22816775463938768,11,4.954000000000001,41918,242,11,0.0,5687.020097289994,False,-0.20746631405221416,0,1.4960000000000002,71795,2,23,1.0,413.20285380143764,False,0.022677386931336037,0,7.292000000000001,-78907.25,979,0,0.0,21527.206154837368,True,-1.9678807886170202,0,0.2,121241,0,28,0.0,1428.0000000000002,False,0.09338437676507769,13,3.390000000000001,97703,653,0,0.0,10482.77663809309,False,-0.07705476722001683,0.25,455093,0.0,0.1,8,0,0,14,10,286.8994755244755,14,28,13,187.0,93.0,12,6,13,467,2.5788308879709803,231.58866372780176
37,13,0,0,0,9.999999999999998,10,10.0,22.500584200202994,0,,21.494984707530946,12,13.083333333333334,16.053256719897533,0,,51.00000000000001,20,51.0,0,1.1810000000000003,42180,2,47,1.0,1077.5274574095406,False,0.10430058237785052,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,11,5.206,40942,217,0,0.0,4882.62677144405,False,-0.23186824508716472,0,4.943000000000001,41932,242,10,0.0,5660.091223524434,False,-0.20745683153451341,0,1.4960000000000002,71638,4,33,1.0,615.7374105867423,False,0.02188578517567456,0,7.292000000000001,-78907.25,979,0,0.0,21043.590028672796,True,-1.9713153183106822,0,0.2,121751,0,18,0.0,918.0000000000001,False,0.09567057262482181,10,3.4770000000000008,97508,653,0,0.0,10482.77663809309,False,-0.07880303464217411,0.25,454956,0.0,0.1,12,0,0,15,7,7.0,11,26,10,154.0,57.0,9,4,10,624,2.5995217119925655,234.18818543979432
38,10,0,0,0,9.999999999999998,12,10.0,22.632002862019363,27,23.22222222222222,20.43321322473396,34,14.352941176470589,15.875658240338593,14,13.0,51.00000000000001,20,51.0,0,1.1810000000000003,42687,4,30,1.0,718.9600858605809,False,0.11277220667279217,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,22,5.415000000000001,40081,229,0,0.0,5182.728655402434,False,-0.24445609292478238,2,4.963000000000001,41721,257,0,0.0,5816.424735538976,False,-0.2098087365610317,0,1.4960000000000002,71332,28,29,1.0,1032.5240592623702,False,0.020499425177631984,0,7.292000000000002,-78907.25,979,0,0.0,20004.115747014548,True,-1.9786974238547368,0,0.2,122057,0,12,0.0,612.0000000000001,False,0.09704229014066829,14,3.6070000000000007,96982,667,0,0.0,10589.06404630584,False,-0.08304241544972683,0.25,453865,0.0,0.1,11,0,0,8,11,10.166666666666668,17,25,11,133.0,36.0,8,2,11,1235,2.3873183300020173,236.57550376979634
39,11,0,0,0,10.0,8,10.0,22.880926153995766,27,24.11111111111111,20.43321322473396,0,,15.875658240338593,0,,51.0,20,51.0,0,1.1810000000000003,43258,2,13,1.0,317.45204000194497,False,0.12234324320134861,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,5.393000000000001,39742,244,0,0.0,5582.945981574967,False,-0.24691526070242947,0,4.961000000000001,41409,269,0,0.0,6154.969135424861,False,-0.21233583158851196,0,1.4960000000000002,71332,18,39,1.0,986.9485094184164,False,0.020175758180657664,0,7.292000000000002,-78907.25,979,0,0.0,20004.115747014548,True,-1.9786974238547368,0,0.2,122516,0,3,0.0,153.0,False,0.09909986641443799,11,3.7030000000000003,96749,667,0,0.0,10589.06404630584,False,-0.08513137088235578,0.25,454011,0.0,0.1,12,0,0,9,8,8.0,17,26,9,135.0,39.0,8,3,9,1190,2.5764452680014074,239.15194903779775
40,9,0,0,0,10.0,7,10.0,23.138551500678886,13,26.0,20.11044609413357,13,15.0,15.840727859154903,9,15.0,51.00000000000001,20,51.0,0,1.1810000000000003,43526,0,9,0.9,208.24696350610998,False,0.12785967019318212,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,13,5.523000000000001,39183,257,0,0.0,5946.607735674474,False,-0.25359330250469664,8,5.041000000000001,41153,269,8,0.0,6385.153922435688,False,-0.21483069882225533,0,1.4960000000000002,71272,21,40,1.0,1055.9484823430012,False,0.019813567803018222,0,7.292000000000002,-78907.25,979,0,0.0,19688.126726156766,True,-1.9809415046789518,6,0.26,122589,0,0,0.0,0.0,False,0.09906848725557876,11,3.802000000000001,96394,676,0,0.0,10708.332032788714,False,-0.0877794671245541,0.2375,453122,0.0,0.1,8,0,0,6,11,460.13664772727276,18,24,11,96.0,39.0,6,3,11,645,2.1525836379732937,241.30453267577104
41,11,0,0,0,9.999999999999998,12,10.0,23.49257709092991,20,26.0,19.704378899377403,17,15.0,15.81271109988664,7,15.0,51.0,20,51.0,11,1.2910000000000001,43695,2,10,1.0,254.9257709092991,False,0.13283173625929703,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,17,5.6800000000000015,38535,267,0,0.0,6272.518083278286,False,-0.26218135870608283,0,5.033000000000001,40893,279,8,0.0,6712.064039564464,False,-0.2165400941981581,0,1.4960000000000002,71122,28,43,1.0,1231.6691864776928,False,0.01893096503428517,0,7.292000000000002,-78907.25,979,0,0.0,19290.586942490478,True,-1.9837647401286096,9,0.3440000000000001,122436,0,0,0.0,0.0,False,0.09769676973973229,11,3.901000000000001,96057,683,0,0.0,10800.081681222575,False,-0.09038954230707391,0.25,451743,0.0,0.1,5,0,0,6,16,380.9407543572985,19,25,13,123.0,57.0,7,4,13,225,2.576744271966163,243.8812769477372
42,13,0,0,0,9.999999999999998,7,10.0,23.847637939368404,24,26.0,19.64573829986944,2,14.0,15.96920421778583,19,17.526315789473685,51.00000000000001,20,51.0,14,1.4200000000000004,43943,0,9,0.9,214.62874145431564,False,0.13872180670890186,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,5.673000000000001,38205,279,0,0.0,6653.490985083785,False,-0.2646515431834506,0,5.033,40595,291,7,0.0,7077.182808455292,False,-0.21858405063425965,0,1.4960000000000002,71427,20,34,1.0,935.867709402107,False,0.021162330156964074,0,7.292000000000002,-78907.25,979,0,0.0,19233.17779557218,True,-1.9841724465906383,10,0.43500000000000005,122239,0,0,0.0,0.0,False,0.09593057136965545,10,3.990000000000001,95552,702,0,0.0,11210.381360885653,False,-0.09307784110990032,0.2375,450966,0.0,0.1,7,0,0,7,16,15.166666666666668,20,27,10,131.0,75.0,8,5,10,417,2.6328830600250512,246.51416000776226
43,10,0,0,0,9.999999999999996,8,10.0,23.847637939368404,0,,18.51606886353436,50,14.56,15.863177256296611,23,15.0,51.00000000000001,20,51.0,0,1.4060000000000004,43863,0,17,0.8,405.40984496926285,False,0.13911965987190142,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,39,6.062,36871,279,0,0.0,6653.490985083785,False,-0.28827094154390315,4,5.073,40610,291,0,0.0,6939.662640356206,False,-0.21953591033520237,0,1.4960000000000002,71044,60,21,1.0,1444.0908541942904,False,0.019331658647782666,0,7.292000000000002,-78907.25,979,0,0.0,18127.23141740014,True,-1.9920266215652285,9,0.5150000000000001,122074,0,0,0.0,0.0,False,0.09445126816629161,11,4.090000000000001,94983,725,0,0.0,11500.803510815043,False,-0.09687730968174786,0.225,448450,0.0,0.1,7,0,0,9,15,14.363636363636363,15,24,13,122.0,54.0,7,3,13,425,2.263997367990669,248.77815737575293
44,13,0,0,0,9.999999999999996,10,10.0,23.847637939368404,0,,18.51606886353436,0,,15.863177256296611,0,,51.0,20,51.0,0,1.4060000000000004,43763,0,27,1.0,643.8862243629469,False,0.13961697632565068,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.023000000000001,36871,279,0,0.0,6653.490985083785,False,-0.28827094154390315,0,5.069000000000001,40610,291,0,0.0,6939.662640356206,False,-0.21953591033520237,0,1.4960000000000002,71044,50,31,1.0,1417.561938121913,False,0.01914325643151704,0,7.292000000000001,-78907.25,979,0,0.0,18127.23141740014,True,-1.9920266215652285,9,0.5960000000000001,121907,0,0,0.0,0.0,False,0.09295403401500821,11,4.189000000000001,94755,725,0,0.0,11500.803510815043,False,-0.0989214377445779,0.25,447955,0.0,0.1,6,0,0,9,12,12.0,19,28,14,126.0,93.0,7,6,14,100,2.442908574012108,251.22106594976503
45,14,0,0,0,9.999999999999998,14,10.0,23.847637939368404,0,,17.743826703998582,49,14.551020408163266,15.920414397323563,23,16.391304347826086,50.99999999999999,20,51.0,0,1.4060000000000004,43623,4,37,1.0,922.362603756631,False,0.13959728316302125,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,27,6.293000000000001,36170,279,0,0.0,6653.490985083785,False,-0.3006826343854903,22,5.2890000000000015,40049,291,0,0.0,6939.662640356206,False,-0.22946880574765655,0,1.4960000000000002,70708,89,18,1.0,1865.768035807698,False,0.01755392398130605,0,7.292000000000001,-78907.25,979,0,0.0,17371.206343214613,True,-1.997395736501565,10,0.687,121714,0,0,0.0,0.0,False,0.09122369754077049,10,4.278000000000001,94180,748,0,0.0,11908.469969198026,False,-0.1022491237629976,0.25,445449,0.0,0.1,9,0,0,7,16,16.0,18,25,17,126.0,96.0,7,7,17,517,1.752916399971582,252.97398234973662
46,17,0,0,0,9.999999999999996,7,10.0,24.196801489508044,19,27.0,17.543182507447582,10,13.0,15.979204033380853,11,17.0,50.99999999999999,20,51.0,0,1.4060000000000004,44066,1,28,1.0,687.5104417062253,False,0.14801352551062746,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,10,6.366000000000001,35467,298,0,0.0,7210.646843873397,False,-0.30819732251037196,0,5.267000000000001,40049,291,0,0.0,7041.269233446841,False,-0.22856929802717077,0,1.4960000000000002,70765,89,17,1.0,1832.9897117303094,False,0.018130741507920635,0,7.292000000000002,-78907.25,979,0,0.0,17174.775674791184,True,-1.998790741603642,5,0.7270000000000001,121645,0,0,0.0,0.0,False,0.09060507983754561,15,4.418000000000001,93615,759,0,0.0,12128.215861336068,False,-0.10632955351340757,0.25,444612,0.0,0.1,5,0,0,12,11,11.0,16,28,20,144.0,117.0,8,9,20,770,2.413480205985252,255.38746255572187
47,20,0,0,0,9.999999999999996,10,10.0,24.196801489508044,0,,17.526609069833743,1,14.0,15.881569702855298,19,14.947368421052632,51.0,20,51.0,0,1.4060000000000004,43966,1,38,1.0,929.4784566013057,False,0.14855597219265473,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.366000000000001,35449,298,0,0.0,7210.646843873397,False,-0.3085160250369748,0,5.267000000000001,40049,291,0,0.0,7041.269233446841,False,-0.22856929802717077,2,1.5160000000000002,70953,80,10,1.0,1560.9444226152523,False,0.01886900378251016,0,7.292000000000002,-78907.25,979,0,0.0,17158.550279367235,True,-1.9989059706031727,11,0.8320000000000001,121420,0,0,0.0,0.0,False,0.08858784819659492,9,4.493,93170,778,0,0.0,12355.861228821423,False,-0.10929871511838271,0.25,444012,0.0,0.1,6,0,0,13,15,14.333333333333334,17,30,26,180.0,120.0,10,10,26,282,3.8596687259851024,259.24713128170697
48,26,0,0,0,9.999999999999998,8,10.0,24.306495532790407,10,26.0,17.526609069833743,0,,15.923275697670261,7,17.0,51.0,20,51.0,0,1.4060000000000004,44146,0,37,0.9,899.340334713245,False,0.15281951626917123,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.365000000000001,35449,298,0,0.0,7243.335668771541,False,-0.3082266358401216,0,5.267000000000001,39789,301,0,0.0,7316.255155369912,False,-0.23073837040873674,0,1.5140000000000002,71072,70,13,1.0,1433.8652189580753,False,0.019656737582260213,0,7.292000000000002,-78907.25,979,0,0.0,17158.550279367235,True,-1.9989059706031727,8,0.901,121285,0,0,0.0,0.0,False,0.08737750921202449,12,4.604000000000001,92787,785,0,0.0,12499.771422671156,False,-0.1120873800972254,0.2375,443533,0.0,0.1,6,0,0,10,13,13.0,19,29,23,234.0,174.0,13,13,23,459,2.7079547269968316,261.9550860087038
49,23,0,0,0,9.999999999999998,9,10.0,24.423696079155654,11,26.0,17.490328602129544,2,14.0,15.923275697670261,0,,51.00000000000001,20,51.0,0,1.4060000000000004,44342,0,35,0.9,854.8293627704479,False,0.15731089549646438,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.375000000000002,35431,298,0,0.0,7278.261431588385,False,-0.3082361458985784,1,5.277000000000001,39485,312,0,0.0,7620.1931766965645,False,-0.2334301848767102,0,1.514,71044,62,23,1.0,1450.6357143784476,False,0.019378138728630357,0,7.292000000000002,-78907.25,979,0,0.0,17123.031701484822,True,-1.9991582153150713,11,1.0030000000000003,121055,0,0,0.0,0.0,False,0.08531545020127489,9,4.682000000000001,92625,785,0,0.0,12499.771422671156,False,-0.1135397868787099,0.2375,442987,0.0,0.1,5,0,0,14,16,16.0,18,32,15,234.0,120.0,13,10,15,376,2.619699386006687,264.5747853947105
50,15,0,0,0,9.999999999999998,8,10.0,24.69076608057169,33,25.848484848484848,17.450882578590488,2,14.0,15.923275697670261,0,,51.00000000000001,20,51.0,0,1.4060000000000004,45115,0,10,0.8,246.90766080571692,False,0.16943578302147816,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.384000000000001,34924,317,0,0.0,7826.972847541227,False,-0.31235527499122484,1,5.2860000000000005,39103,326,0,0.0,8049.1897422663715,False,-0.2363959193481969,0,1.5140000000000002,71016,54,33,1.0,1467.815757267005,False,0.019102448386243892,0,7.292000000000002,-78907.25,979,0,0.0,17084.414044440087,True,-1.9994324689692486,11,1.1020000000000003,120828,0,0,0.0,0.0,False,0.08328028761240464,9,4.763000000000001,92464,785,0,0.0,12499.771422671156,False,-0.11498322818623462,0.225,442455,0.0,0.1,9,0,0,12,11,11.0,12,24,9,126.0,69.0,7,8,9,933,2.066040289006196,266.6408256837167
51,9,0,0,0,9.999999999999998,11,10.0,24.65470950066497,24,24.416666666666668,17.408086399125697,2,14.0,16.96027787918111,5,52.0,51.00000000000001,20,51.0,14,1.5460000000000005,45262,1,10,1.0,256.5470950066497,False,0.1733603957063211,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.393000000000001,34776,322,0,0.0,7938.816459214121,False,-0.31398558349816635,1,5.295000000000002,38629,345,0,0.0,8505.874777729416,False,-0.2407454560302996,0,1.514,71248,46,38,1.0,1445.262533768664,False,0.022237501127538258,0,7.292000000000002,-78907.25,979,0,0.0,17042.51658474406,True,-1.9997300150220574,11,1.201,120343,0,5,0.5,255.00000000000003,False,0.08007513067178296,9,4.844000000000001,92298,785,0,0.0,13313.818135157171,False,-0.11282233956213894,0.3125,441561,0.0,0.1,7,0,0,7,15,14.473684210526315,15,22,11,72.0,15.0,4,5,11,370,1.6226170299923979,268.2634427137091
