index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,25,0,0,0,10.000000000000002,20,10.0,27.531385741127924,22,23.09090909090909,30.634673693141288,0,,19.654118193040578,25,19.92,49.000000000000014,11,49.0,0,0.37100000000000005,51447,4,10,1.0,315.31385741127923,False,0.09003964616420178,0,0.47900000000000004,51410,8,17,1.0,548.0335575991747,False,0.09171595578555171,0,2.2430000000000003,71756,135,20,1.0,4329.430548915096,False,-0.05188524133009846,0,0.9560000000000002,77964,9,36,1.0,1350.6307246232377,False,0.008636012650535145,12,3.182000000000001,71948.0,309,0,0.0,9466.114171180658,False,-0.1964090723872616,13,3.3450000000000006,70465.0,333,0,0.0,10201.34633981605,False,-0.2080979096244299,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,11,2.2000000000000006,115835,672,0,0.0,13207.567425723268,False,-0.07633105974892584,0.5,643265,0.0,0.0,9,0,0,10,8,8.0,19,29,28,288.0,117.0,16,9,28,708,2.9530657967552543,223.49821636639535
26,28,0,0,0,10.000000000000002,20,10.0,27.576007222379143,21,28.0,29.78280216702448,23,19.73913043478261,19.50226724872026,20,18.0,49.00000000000001,9,49.0,0,0.37100000000000005,51609,3,11,1.0,333.3360794461706,False,0.09365189556256788,0,0.47900000000000004,51636,9,15,1.0,503.64010833568716,False,0.09602087056245713,0,2.2430000000000008,71402,146,12,1.0,4383.490680471648,False,-0.056078991608703506,0,0.9560000000000002,78184,0,40,0.9,1191.3120866809793,False,0.010436036776806502,15,3.320000000000001,71209.0,327,0,0.0,9738.976308617006,False,-0.20272378614895248,5,3.3820000000000006,70115.0,338,0,0.0,10066.587132454275,False,-0.2124719033542528,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,9,2.279000000000001,115335,692,0,0.0,13495.56893611442,False,-0.07901669117393109,0.4875,641930,0.0,0.0,13,0,0,14,6,6.0,20,34,27,327.0,102.0,19,9,27,1242,3.230484541505575,226.72870090790093
27,27,0,0,0,10.000000000000002,20,10.0,27.710455599589388,30,28.6,29.78280216702448,0,,19.468528753415768,44,19.318181818181817,49.000000000000014,8,49.0,7,0.44100000000000006,51870,3,10,1.0,307.10455599589386,False,0.09888792780190832,0,0.47900000000000004,51872,9,13,1.0,450.23592279466203,False,0.10044184786019453,0,2.2430000000000008,70805,157,22,1.0,5005.763176810073,False,-0.05974550972981759,0,0.9560000000000002,77923,0,49,0.9,1459.3573061841996,False,0.008807411603674608,27,3.5750000000000015,70064.0,327,0,0.0,9738.976308617006,False,-0.21472298969526732,17,3.5470000000000006,69575.0,338,0,0.0,10066.587132454275,False,-0.21813091638046242,0,0.2,132440,0,6,0.0,294.0000000000001,False,0.000226317735012108,8,2.3500000000000005,114362,736,0,0.0,14328.837162514006,False,-0.08321387341855196,0.4875,638911,0.0,0.0,9,0,0,13,9,8.777777777777779,17,30,33,273.0,123.0,16,11,33,797,3.006009394302964,229.7347103022039
28,33,0,0,0,10.000000000000002,20,10.0,27.569271829121533,51,27.0,30.142726104362282,47,32.170212765957444,19.29761666775751,30,18.066666666666666,49.00000000000001,5,49.0,0,0.43400000000000005,51780,2,20,1.0,571.3854365824307,False,0.09977805581283467,38,0.8590000000000002,51857,10,10,1.0,375.69271829121533,False,0.09933772039934116,1,2.2530000000000006,70699,181,10,1.0,5291.46546211462,False,-0.05927285315320375,0,0.9560000000000002,78128,7,35,1.0,1247.9803164565305,False,0.01008119126578588,17,3.718000000000001,68372.0,355,0,0.0,10700.66776704861,False,-0.2274154670936325,13,3.66,68711.0,357,0,0.0,10760.953219257335,False,-0.22354697913890087,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,5,2.392000000000001,113760,766,0,0.0,14781.974367502253,False,-0.08604609953641731,0.5,635747,0.0,0.0,12,0,0,17,11,9.378151260504202,18,35,36,348.0,126.0,21,12,36,1600,3.1010213755071163,232.835731677711
29,36,0,0,0,10.000000000000002,20,10.0,27.317207874842406,7,19.0,30.37230558219625,15,34.666666666666664,18.94028934436947,48,17.291666666666664,49.00000000000001,11,49.0,0,0.43400000000000005,51743,9,23,1.0,718.2957811213754,False,0.10054809451566654,0,0.8210000000000002,51827,3,20,1.0,576.3441574968481,False,0.10082320304905629,0,2.2520000000000007,70699,171,20,1.0,5278.688658241977,False,-0.05935479145882841,0,0.9560000000000002,78515,4,30,1.0,1020.4379989652572,False,0.01358565271378079,23,3.931000000000001,67144.0,365,0,0.0,11085.891537501631,False,-0.23826597603564328,25,3.8970000000000007,67425.0,362,0,0.0,10994.774620755043,False,-0.2357986302005017,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,11,2.4970000000000008,112729,814,0,0.0,15417.39552631675,False,-0.09142710107230571,0.5,632522,0.0,0.0,10,0,0,14,11,11.0,20,34,33,360.0,153.0,20,16,33,853,3.839182272553444,236.67491395026445
30,33,0,0,0,10.000000000000002,20,10.0,27.50136112453476,43,28.41860465116279,30.46528872440123,50,30.96,18.769880768947086,29,17.344827586206897,48.99999999999999,9,49.0,2,0.45400000000000007,52297,9,10,1.0,365.0136112453476,False,0.10851900649788082,0,0.8210000000000002,52249,3,12,1.0,360.01633349441715,False,0.10745232915270186,12,2.3720000000000003,70566,177,10,1.0,5172.393806286665,False,-0.06174233764534123,0,0.9560000000000002,78542,21,22,1.0,1247.764935552057,False,0.015389816942975497,12,4.0280000000000005,66116.0,393,0,0.0,11972.858468689683,False,-0.2443915069286771,17,4.042000000000001,65988.0,384,0,0.0,11698.670870170072,False,-0.24716959815678566,0,0.2,132440,0,6,0.0,293.99999999999994,False,0.000226317735012108,9,2.576000000000001,112081,843,0,0.0,15823.009488222393,False,-0.09478560359610434,0.5,630279,0.0,0.0,16,0,0,20,8,6.9523809523809526,18,38,32,384.0,118.0,23,10,32,2522,3.3613187167793512,240.0362326670438
31,32,0,0,0,10.000000000000002,20,10.0,27.557452644600673,9,29.0,30.63243715822816,45,31.68888888888889,18.615059820602198,42,17.714285714285715,48.99999999999999,5,49.0,0,0.45200000000000007,52428,12,11,1.0,423.1319790906074,False,0.11189991951217326,0,0.8210000000000002,52179,0,22,1.0,606.2639581812148,False,0.10857445775612787,20,2.5600000000000005,70165,176,10,1.0,5156.436037032,False,-0.06698794322504686,0,0.9560000000000002,79202,11,17,1.0,823.8834107804861,False,0.0211366711821851,26,4.276000000000002,64321.0,416,0,0.0,12743.093857822914,False,-0.25916658532102893,16,4.1850000000000005,64675.0,406,0,0.0,12436.769486240633,False,-0.25706187456776336,0,0.2,132440,0,6,0.0,293.99999999999994,False,0.000226317735012108,5,2.6170000000000004,111282,885,0,0.0,16474.327941232947,False,-0.09835645065431119,0.5,626692,0.0,0.0,13,0,0,13,11,10.571428571428571,16,29,35,240.0,127.0,15,17,35,1226,2.9486100813373923,242.9848427483812
32,35,0,0,0,10.000000000000002,20,10.0,27.815128542040107,42,29.142857142857142,29.41441326940868,22,13.0,18.649613518481974,14,19.285714285714285,49.0,11,49.0,19,0.6420000000000001,52685,13,10,1.0,408.1512854204011,False,0.1171702852163027,0,0.8210000000000002,52437,0,19,0.9,528.4874422987621,False,0.11320273163679992,12,2.660000000000001,69683,178,10,1.0,5245.237013177226,False,-0.07260063993806776,0,0.9560000000000002,78314,31,27,1.0,1656.4581430772778,False,0.015086436030303381,5,4.300000000000001,64074.0,425,0,0.0,12501.125639498689,False,-0.2630229313713743,9,4.259000000000001,64236.0,419,0,0.0,12324.639159882237,False,-0.2622499860626776,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,11,2.722000000000001,110808,899,0,0.0,16766.002553115293,False,-0.10083208524213995,0.4875,624677,0.0,0.0,10,0,0,11,10,9.645299145299145,22,33,34,309.0,125.0,18,17,34,833,3.024126839824021,246.00896958820522
33,34,0,0,0,10.000000000000002,20,10.0,27.958438627477395,32,29.0,27.376194978305847,75,19.586666666666666,18.595841757725758,12,17.5,49.0,9,49.0,22,0.8430000000000002,52906,7,10,1.0,349.584386274774,False,0.12121989339566105,0,0.8210000000000002,52277,6,29,1.0,870.7947201968444,False,0.11343832875878553,26,2.908000000000001,68441,186,10,1.0,5474.0315344938535,False,-0.08706338958973243,12,1.076,78397,35,10,1.0,1252.3073017447673,False,0.013559162338357493,9,4.385000000000001,62936.0,467,0,0.0,12784.68305486883,False,-0.2734629855754439,3,4.280000000000001,63575.0,452,0,0.0,12374.040130194242,False,-0.26891818466096096,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,9,2.801000000000001,110483,911,0,0.0,16940.811841288167,False,-0.10262448666879842,0.5,621455,0.0,0.0,8,0,0,15,14,11.457575757575757,16,31,33,306.0,126.0,17,17,33,586,2.947415418922901,248.95638500712812
34,33,0,0,0,10.000000000000002,20,10.0,28.00784591657498,30,28.4,25.031287489620105,70,14.128571428571428,18.42516897949423,48,17.604166666666668,49.0,8,49.0,0,0.8210000000000002,52806,7,20,1.0,630.1569183314996,False,0.12207085588200224,1,0.8310000000000002,53006,6,10,1.0,340.0784591657498,False,0.12323178635424932,50,3.3820000000000014,65512,197,10,1.0,5767.858520461472,False,-0.12274671959276172,0,1.0640000000000003,78285,34,10,1.0,1202.5796360597503,False,0.011803732627425798,23,4.606000000000002,61657.0,490,0,0.0,12265.330869913852,False,-0.28958777826145765,25,4.527000000000001,61824.0,499,0,0.0,12490.612457320432,False,-0.2866572395684455,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,8,2.872000000000001,109512,959,0,0.0,17669.737051334967,False,-0.10720015898317344,0.5,615042,0.0,0.0,12,0,0,17,14,13.011111111111111,16,33,27,315.0,99.0,20,13,27,1075,2.939661850221455,251.89604685734957
35,27,0,0,0,10.0,20,10.0,28.07314357010603,17,29.0,24.442040767660163,22,14.909090909090908,18.472824611827363,17,19.176470588235293,49.0,5,49.0,0,0.8210000000000002,53169,10,13,1.0,464.9508664113784,False,0.12799365115976705,0,0.8300000000000001,52936,3,20,1.0,591.4628714021206,False,0.12440816686454019,2,3.3520000000000008,65115,204,10,1.0,5971.341695978232,False,-0.12653373460240222,0,1.0640000000000003,78445,24,10,1.0,918.1758533591463,False,0.01203201301438534,7,4.653000000000001,61307.0,502,0,0.0,12269.904465365402,False,-0.29323169222637413,10,4.602000000000001,61365.0,509,0,0.0,12440.998750739023,False,-0.2917273678738929,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,5,2.9140000000000006,109125,976,0,0.0,18029.476821143508,False,-0.10876273293321552,0.5,613902,0.0,0.0,12,0,0,10,6,5.166666666666667,14,24,21,198.0,76.0,11,16,21,853,2.3467317456379533,254.24277860298753
36,21,0,0,0,10.0,20,10.0,28.15327317812359,22,29.0,23.36050165196657,44,15.0,18.430036327507423,24,18.0,49.0,11,49.0,0,0.8210000000000002,53059,11,23,1.0,757.5252830968426,False,0.128760141978548,2,0.8500000000000001,53438,2,10,1.0,301.5327317812359,False,0.13194977748913475,16,3.5100000000000007,64502,205,10,1.0,6005.0260180350015,False,-0.1341801168584061,8,1.1440000000000003,78126,25,10,1.0,937.4368459727555,False,0.008064007682661389,12,4.766000000000001,60704.0,520,0,0.0,12147.460859022616,False,-0.3001925067382988,12,4.712000000000001,60660.0,535,0,0.0,12497.868383802115,False,-0.2988175367374631,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,11,3.0190000000000006,108486,1000,0,0.0,18430.036327507423,False,-0.1120724053520092,0.5,611415,0.0,0.0,10,0,0,7,10,8.945707070707071,16,23,23,180.0,48.0,10,11,23,780,2.505552027374506,256.74833063036203
37,23,0,0,0,10.0,20,10.0,28.15327317812359,0,,22.00329442256021,63,14.555555555555555,18.414609762295083,33,18.303030303030305,48.99999999999999,8,49.0,0,0.8210000000000002,52939,13,33,1.0,1059.0580148780787,False,0.12941001663299048,0,0.8480000000000001,53358,0,20,1.0,563.0654635624718,False,0.13302211000340572,25,3.7440000000000007,63873,195,10,1.0,5709.921213959703,False,-0.14414025848472609,18,1.316,77773,15,10,1.0,642.332041897456,False,0.0016438706737389487,16,4.914000000000002,59589.0,562,0,0.0,12365.851465478838,False,-0.3107329917028451,17,4.87,59799.0,556,0,0.0,12233.831698943477,False,-0.30922402513574565,0,0.2,132440,0,6,0.0,293.99999999999994,False,0.000226317735012108,8,3.088,107764,1033,0,0.0,19022.29188445082,False,-0.11528515323803788,0.5,607535,0.0,0.0,9,0,0,10,11,11.0,15,25,29,183.0,81.0,11,12,29,490,2.6754067232832313,259.42373735364527
38,29,0,0,0,10.0,20,10.0,28.31165545638715,28,29.607142857142858,21.750454966653685,12,14.0,18.45474799481954,18,19.0,48.99999999999999,13,49.0,0,0.8210000000000002,53329,15,26,1.0,886.103041866066,False,0.13582129020601227,0,0.8480000000000001,53597,0,17,0.8,481.29814275858155,False,0.13720690024458806,0,3.7190000000000007,63044,213,20,1.0,6465.391711543536,False,-0.1499282269736581,2,1.318,77869,5,10,1.0,359.06282694847255,False,0.0010585564665910347,9,4.988000000000002,59187.0,574,0,0.0,12484.761150859214,False,-0.31432274634595847,9,4.9430000000000005,59565.0,556,0,0.0,12093.252961459448,False,-0.3124128723606497,0,0.2,132440,0,6,0.0,293.99999999999994,False,0.000226317735012108,13,3.210000000000001,107146,1051,0,0.0,19395.940142555337,False,-0.11853791145486343,0.475,606177,0.0,0.0,9,0,0,16,8,7.166666666666667,16,32,30,324.0,93.0,18,11,30,1029,2.940173286013305,262.36391063965857
39,30,0,0,0,10.0,20,10.0,27.33929746277261,44,22.227272727272727,21.432252509632395,18,15.38888888888889,18.483184525817524,13,19.0,49.0,7,49.0,8,0.9010000000000002,53713,18,10,1.0,453.3929746277261,False,0.13936243689142547,0,0.8480000000000001,53807,0,14,0.7,382.75016447881654,False,0.14060189857292482,0,3.7190000000000007,62604,238,12,1.0,6763.93982625547,False,-0.15365710805828528,0,1.3160000000000003,77608,4,20,1.0,538.0022400437383,False,-0.0011415088625571102,4,5.019000000000001,58918.0,585,0,0.0,12537.86771813495,False,-0.31686350398680113,9,5.024000000000001,59219.0,563,0,0.0,12066.358162923038,False,-0.31617975664712367,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,7,3.2670000000000012,106806,1064,0,0.0,19666.108335469846,False,-0.12008378156012188,0.4625,605115,0.0,0.0,12,0,0,16,5,4.5,18,34,31,309.0,126.0,18,12,31,1279,2.9060167837888002,265.26992742344737
40,31,0,0,0,9.999999999999998,20,10.0,27.632663490730216,40,29.45,20.563523015016866,45,14.311111111111112,18.492237967269393,4,19.0,49.0,13,49.0,8,0.9730000000000003,53939,21,10,1.0,486.32663490730215,False,0.14448403779843805,8,0.9280000000000002,54191,0,7,0.7,193.42864443511152,False,0.14671358037720328,7,3.7890000000000006,61721,257,10,1.0,7307.229747267834,False,-0.1614984111839274,6,1.3760000000000001,77489,5,10,1.0,343.79854760381977,False,-0.003913253548958327,4,5.0550000000000015,58378.0,617,0,0.0,12687.693700265407,False,-0.3217374548051025,0,5.0150000000000015,59011.0,576,0,0.0,11844.589256649715,False,-0.3195215553029683,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,13,3.390000000000001,106448,1068,0,0.0,19749.710149043713,False,-0.12246916364641737,0.4625,603617,0.0,0.0,10,0,0,12,10,8.001676685887212,22,34,33,324.0,99.0,18,13,33,727,2.9014695724472404,268.1713969958946
41,33,0,0,0,9.999999999999998,20,10.0,26.726852663293602,49,21.93877551020408,18.99043302628099,79,12.379746835443038,18.52102497468807,4,20.0,49.0,13,49.0,8,1.0450000000000002,54141,21,10,1.0,477.26852663293596,False,0.14865519545681355,24,1.1600000000000001,54128,0,10,1.0,267.268526632936,False,0.1461626940838255,69,4.472000000000001,58077,247,10,1.0,6791.43693809633,False,-0.21154453904204185,0,1.3700000000000003,76414,44,20,1.0,1555.790177710538,False,-0.009928749854356201,4,5.091000000000002,57858.0,652,0,0.0,12381.762333135204,False,-0.3287899021560043,0,5.0150000000000015,58453.0,620,0,0.0,11774.068476294213,False,-0.32573871877694993,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,13,3.5070000000000014,106093,1072,0,0.0,19854.538772865613,False,-0.12475184723226383,0.5,597604,0.0,0.0,8,0,0,16,11,9.932923707117256,19,35,28,330.0,84.0,20,13,28,200,3.120906909927726,271.29230390582234
42,28,0,0,0,9.999999999999998,20,10.0,26.968668501376506,33,29.0,18.614879818260942,21,12.0,18.64297814147193,42,19.19047619047619,49.0,12,49.0,1,1.0470000000000002,54347,20,10,1.0,469.686685013765,False,0.15292643619844704,12,1.2560000000000002,54369,1,10,1.0,279.68668501376504,False,0.15138446501007308,11,4.513000000000001,57614,248,10,1.0,6874.378586523982,False,-0.21695111595744312,0,1.37,75776,56,30,1.0,2068.6918306249127,False,-0.01482253911560864,26,5.347000000000001,56541.0,673,0,0.0,12527.814117689613,False,-0.3418263200816909,16,5.175000000000001,57949.0,620,0,0.0,11541.225487321784,False,-0.33224052121961273,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,12,3.614000000000001,105049,1114,0,0.0,20768.277649599728,False,-0.12918111586110226,0.5,594085,0.0,0.0,7,0,0,11,13,10.705627705627705,20,31,27,276.0,78.0,17,11,27,200,3.533327299170196,274.82563120499253
43,27,0,0,0,9.999999999999998,20,10.0,26.968668501376506,0,,20.598513765682007,27,46.44444444444444,18.553856626768,37,18.054054054054053,49.0,9,49.0,0,1.046,54277,17,20,1.0,709.3733700275301,False,0.15397927178855492,0,1.2440000000000002,54239,4,20,1.0,579.3733700275301,False,0.15180361381043822,0,4.502000000000001,57614,238,20,1.0,6830.513378641248,False,-0.21723242580970392,0,1.37,77030,46,13,1.0,1508.3394300171854,False,-0.002332174088595073,0,5.3210000000000015,55287.0,700,0,0.0,14418.959635977406,False,-0.34505853077362164,37,5.529000000000001,56013.0,620,0,0.0,12771.078534722845,False,-0.34608491383249923,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,9,3.6920000000000006,104240,1151,0,0.0,21355.48897740997,False,-0.13306921182053774,0.5,591140,0.0,0.0,10,0,0,8,7,7.0,20,28,22,207.0,67.0,14,13,22,1454,2.5411321418359876,277.3667633468285
44,22,0,0,0,9.999999999999998,20,10.0,27.025253593356222,8,29.0,19.9268030314037,41,14.341463414634147,18.46341224279475,71,18.183098591549296,49.0,9,49.0,0,1.046,54409,17,22,1.0,764.5555790538369,False,0.15735029761156938,0,1.2440000000000002,54139,4,30,1.0,850.7576078006866,False,0.15255753461831653,0,4.502000000000002,57382,236,30,1.0,6975.763938974179,False,-0.21927658249125143,28,1.6500000000000001,76610,36,10,1.0,1172.1771596748608,False,-0.009874963704211624,42,5.741000000000001,52785.0,707,0,0.0,14088.249743202416,False,-0.3730114870460874,29,5.782000000000002,54219.0,654,0,0.0,13032.12918253802,False,-0.3635175524635674,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,9,3.7730000000000006,102799,1222,0,0.0,22562.289760695185,False,-0.13938800002755347,0.5,584783,0.0,0.0,9,0,0,12,12,11.823529411764707,16,28,25,207.0,39.0,14,8,25,544,2.5406604120507836,279.9074237588793
45,25,0,0,0,10.0,20,10.0,27.141436354943178,21,28.571428571428573,20.097121808021974,15,24.0,18.33135573855811,38,17.42105263157895,49.00000000000001,10,49.0,0,1.046,54919,16,11,1.0,458.55579990437496,False,0.164891172742009,0,1.2440000000000002,54029,5,40,1.0,1135.657454197727,False,0.1532429708736189,0,4.502000000000001,57150,234,40,1.0,7154.980979377582,False,-0.22110291037517907,5,1.6720000000000002,76422,39,10,1.0,1259.4872359230035,False,-0.011726347151816134,19,5.889000000000002,51731.0,722,0,0.0,14510.121945391866,False,-0.38184650479762816,19,5.943000000000002,53525.0,654,0,0.0,13143.517662446371,False,-0.3702067758169081,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,10,3.8640000000000008,101957,1260,0,0.0,23097.50823058322,False,-0.14372116059286488,0.5,582173,0.0,0.0,12,0,0,8,9,9.0,19,27,19,219.0,93.0,13,12,19,930,2.2827418614178896,282.1901656202972
46,19,0,0,0,10.0,20,10.0,26.716867256374783,29,23.03448275862069,20.960971554429225,23,33.08695652173913,18.181832056512146,24,16.5,49.00000000000001,10,49.0,2,1.066,55157,14,10,1.0,407.1686725637478,False,0.16937569887799142,0,1.2440000000000002,54213,7,34,1.0,978.3734867167426,False,0.15546843697685708,0,4.502000000000002,56786,237,50,1.0,7379.9461174822845,False,-0.22432889902340586,13,1.7970000000000002,76411,45,10,1.0,1411.8687420811575,False,-0.010890203793440974,11,5.980000000000001,50768.0,736,0,0.0,15427.27506405991,False,-0.3871326878003211,13,6.054000000000002,52975.0,663,0,0.0,13897.124140586577,False,-0.37202181790246286,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,10,3.954000000000001,101382,1284,0,0.0,23345.472360561595,False,-0.14712360584291437,0.5,580132,0.0,0.0,10,0,0,10,9,8.15079365079365,14,24,25,216.0,66.0,12,7,25,733,2.3337456677109003,284.5239112880081
47,25,0,0,0,10.0,20,10.0,26.820461100511903,12,29.0,21.383049433533685,46,24.23913043478261,18.048952766318735,44,17.25,49.00000000000001,14,49.0,2,1.0840000000000003,55369,13,10,1.0,398.20461100511903,False,0.17375907873563765,0,1.2440000000000002,54103,8,44,1.0,1260.1002884225238,False,0.15612036129042425,0,4.502000000000001,57098,239,45,1.0,7372.327427531361,False,-0.22037601372693635,21,1.994,75902,35,10,1.0,1152.5466328532534,False,-0.019081736700271596,29,6.259000000000002,48602.0,759,0,0.0,16229.734520052067,False,-0.4056268692031687,15,6.191000000000001,52130.0,686,0,0.0,14668.771911404108,False,-0.37683382459467785,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,14,4.084000000000001,100316,1328,0,0.0,23969.00927367128,False,-0.15281347166248752,0.5,575960,0.0,0.0,11,0,0,11,15,14.0,18,29,25,270.0,105.0,15,10,25,1157,2.337009304203093,286.8609205922112
48,25,0,0,0,10.0,20,10.0,26.27371653715954,48,23.5625,20.885557597727534,44,17.25,17.915233213191144,81,17.45679012345679,49.0,12,49.0,1,1.092,55504,18,10,1.0,442.7371653715954,False,0.17708099747973888,0,1.2440000000000002,54876,3,17,1.0,476.6531811317122,False,0.16417402286692273,0,4.502000000000002,57201,252,11,1.0,6850.717700939207,False,-0.22240003526576196,0,1.9730000000000003,75427,50,20,1.0,1731.3969788125278,False,-0.021461938673187513,27,6.500000000000002,46816.0,789,0,0.0,16478.704944607023,False,-0.42303896888272735,54,6.716,48274.0,700,0,0.0,14619.890318409274,False,-0.41749950054803725,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,12,4.19,98664,1409,0,0.0,25242.56359738632,False,-0.16047223610451986,0.5,569202,0.0,0.0,14,0,0,10,13,12.09090909090909,21,31,26,273.0,102.0,16,9,26,1782,2.4610497877001762,289.32197037991136
49,26,0,0,0,10.0,20,10.0,26.362824479469555,36,27.0,21.488583445797254,34,27.323529411764707,17.928143110546674,58,18.0,49.00000000000001,10,49.0,0,1.0910000000000002,55394,19,20,1.0,717.2564895893911,False,0.17765680040544748,19,1.4340000000000002,55303,2,10,1.0,283.62824479469555,False,0.17115487563679926,14,4.642000000000001,57023,260,10,1.0,7069.220199120056,False,-0.22328181387322643,0,1.9730000000000003,75058,58,21,1.0,1980.3040721709767,False,-0.02459851683957761,35,6.823000000000001,44969.0,798,0,0.0,17147.88958974621,False,-0.4388884776744275,23,6.892000000000001,46591.0,725,0,0.0,15579.22299820301,False,-0.4301100206543338,0,0.2,132440,0,6,0.0,294.00000000000006,False,0.000226317735012108,10,4.278000000000001,97440,1467,0,0.0,26300.585943171973,False,-0.16571517934484037,0.5,564218,0.0,0.0,9,0,0,13,12,10.930555555555555,19,32,26,288.0,105.0,16,10,26,425,2.4568943297490478,291.7788647096604
50,26,0,0,0,10.0,20,10.0,26.59089108209101,25,29.0,22.96162908048976,32,38.0,17.897325727135538,14,17.142857142857142,49.0,9,49.0,0,1.0910000000000002,55710,18,16,1.0,605.4542573134561,False,0.18315084129645404,1,1.4250000000000003,55489,3,10,1.0,295.9089108209101,False,0.1752134353303717,13,4.758000000000002,56911,275,10,1.0,7542.111338379925,False,-0.22168566209386192,0,1.9730000000000003,75193,48,22,1.0,1781.5186117111432,False,-0.02414181430552337,14,6.928000000000003,44368.0,807,0,0.0,18530.03466795524,False,-0.43794454865202703,0,6.8690000000000015,45510.0,748,0,0.0,17175.298552206343,False,-0.43307536677632047,0,0.2,132440,0,6,0.0,294.0,False,0.000226317735012108,9,4.358000000000001,97071,1481,0,0.0,26505.939401887732,False,-0.16772430199126515,0.5,562692,0.0,0.0,10,0,0,14,6,4.6561264822134385,17,31,23,276.0,87.0,17,9,23,741,2.3884076941758394,294.16727240383625
