index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,25,0,0,0,10.000000000000002,20,10.0,25.353357447602395,21,30.142857142857142,23.052651835742495,1,14.0,10.489062883291536,34,3.9411764705882355,45.0,20,45.0,0,1.1990000000000003,16414,267,0,0.0,2670.0000000000005,False,-0.1671828078078078,0,0.40700000000000003,25336,9,23,1.0,673.1272212948551,False,0.2046060252743725,0,0.2,27774,0,10,0.0,230.52651835742495,False,0.008945201475244607,1,3.828000000000001,11874.0,331,0,0.0,8391.961315156394,False,-0.41863900377765006,0,0.5510000000000002,37509,34,22,1.0,1014.5495458476587,False,0.004154224171896581,34,5.508000000000002,-2194,275,0,0.0,6339.479254829186,False,-0.9742270100262924,0,0.2,57546,15,24,1.0,1237.335943249373,False,0.1470511156351007,8,2.2240000000000006,42411,456,0,0.0,4783.012674780941,False,-0.11646078848721167,0.375,216670,0.0,0.0,20,0,0,9,10,10.0,25,34,20,199.0,138.0,14,11,20,1373,1.6131798271089792,57.899703016504645
26,20,0,0,0,10.000000000000002,20,10.0,25.47300813070254,3,32.0,22.994939492847088,1,14.0,10.459476484349304,33,10.242424242424242,45.0,20,45.0,0,1.199,16284,280,0,0.0,2800.0000000000005,False,-0.17023273273273273,0,0.40700000000000003,25362,6,30,1.0,824.1902439210762,False,0.20937007892082102,0,0.2,27774,0,10,0.0,229.9493949284709,False,0.008934762226475532,1,3.8370000000000015,11760.0,334,0,0.0,8507.984715654648,False,-0.4206644831116662,0,0.5510000000000002,37801,25,15,1.0,731.7656345864168,False,0.00813235471864581,16,5.634000000000001,-3098,275,0,0.0,6323.6083605329495,False,-0.9983146892346213,0,0.2,57951,5,25,1.0,1177.2973824217465,False,0.15444601820641465,11,2.326000000000001,41868,489,0,0.0,5114.68400084681,False,-0.12389875363998962,0.375,215702,0.0,0.0,16,0,0,8,10,10.0,23,31,27,181.0,66.0,13,7,27,1007,1.4926583170890808,59.392361333593726
27,27,0,0,0,10.000000000000002,20,10.0,25.47300813070254,0,,22.931671635549215,1,14.0,9.952302220810417,30,5.766666666666667,45.0,20,45.0,0,1.199,16184,290,0,0.0,2900.0000000000005,False,-0.17257882882882883,0,0.40700000000000003,25262,6,40,1.0,1078.9203252281015,False,0.21065409922175535,0,0.2,27774,0,10,0.0,229.31671635549213,False,0.008923318073140328,1,3.846000000000001,11742.0,334,0,0.0,8507.984715654648,False,-0.4213156660940843,0,0.5510000000000002,37787,16,25,1.0,615.7143016890478,False,0.006229883273317411,30,5.918000000000001,-4974,275,0,0.0,6306.209699776034,False,-1.0480967577091835,0,0.2,58446,0,19,0.5,855.0,False,0.16102981778023193,9,2.4050000000000007,41552,519,0,0.0,5165.2448526006065,False,-0.12963196287961856,0.3125,213773,0.0,0.0,17,0,0,7,10,10.0,29,36,22,198.0,144.0,14,13,22,695,1.5291146039962769,60.92147593759
28,22,0,0,0,10.000000000000002,20,10.0,25.47300813070254,0,,23.78575500280678,34,27.0,9.631654543829278,16,4.625,45.0,20,45.0,0,1.199,16064,302,0,0.0,3020.0000000000005,False,-0.17539414414414414,0,0.40700000000000003,25182,4,50,1.0,1313.6504065351269,False,0.21240733874190892,0,0.2,27774,0,10,0.0,237.8575500280678,False,0.009077808227119443,34,4.1850000000000005,11572.0,334,0,0.0,8507.984715654648,False,-0.42746572759469925,0,0.5510000000000002,37787,6,35,1.0,479.8224390508654,False,0.004435173129914544,16,6.048000000000002,-14557,309,0,0.0,7349.798295867296,False,-1.2874376199071913,0,0.2,58778,5,20,1.0,948.1582727191463,False,0.16849568384396094,11,2.5060000000000007,41354,520,0,0.0,5008.460362791225,False,-0.13508262638251134,0.375,203954,0.0,0.0,15,0,0,6,9,15.850762527233115,30,36,19,199.0,118.0,13,9,19,605,1.246851297095418,62.16832723468542
29,19,0,0,0,10.000000000000002,20,10.0,25.47300813070254,0,,23.78575500280678,0,,9.969369464319488,26,13.076923076923077,45.0,20,45.0,0,1.1990000000000003,15984,310,0,0.0,3100.0000000000005,False,-0.17727102102102102,0,0.40700000000000003,25062,6,60,1.0,1588.3804878421524,False,0.21322213982362404,0,0.2,27774,0,10,0.0,237.8575500280678,False,0.009077808227119443,0,4.151000000000001,11572.0,334,0,0.0,8507.984715654648,False,-0.42746572759469925,0,0.5510000000000002,38047,0,36,0.6,358.89730071550156,False,0.009705714634769803,21,6.242000000000001,-16807,309,0,0.0,7349.798295867296,False,-1.3468686666860286,0,0.2,59309,4,18,1.0,849.877477857278,False,0.1779983185873756,8,2.5750000000000006,40909,537,0,0.0,5353.551402339565,False,-0.14045563419638354,0.325,201850,0.0,0.0,19,0,0,4,9,9.0,26,30,21,167.0,114.0,11,8,21,1000,1.171046731993556,63.33937396667898
30,21,0,0,0,10.000000000000002,20,10.0,25.47300813070254,0,,23.71907619500837,1,14.0,10.057401913507542,52,10.461538461538462,44.99999999999999,20,45.0,0,1.199,15884,320,0,0.0,3200.0000000000005,False,-0.17961711711711711,0,0.40700000000000003,24962,6,70,1.0,1843.1105691491778,False,0.21450616012455836,0,0.2,27774,0,10,0.0,237.1907619500837,False,0.009065747086862117,1,4.1610000000000005,11554.0,334,0,0.0,8507.984715654648,False,-0.4281169105771173,0,0.5510000000000002,38403,0,27,0.1,271.5498516647036,False,0.017955437962765865,42,6.641000000000002,-20902,309,0,0.0,7329.194544257586,False,-1.455305283495898,0,0.2,59402,8,18,1.0,890.4592153080603,False,0.1802324999537357,10,2.6670000000000007,40545,575,0,0.0,5783.006100266836,False,-0.1433994034445567,0.2625,197622,0.0,0.0,18,0,0,8,14,14.0,29,37,24,212.0,82.0,14,7,24,1020,1.3686650842428207,64.7080390509218
31,24,0,0,0,10.000000000000002,20,10.0,25.47300813070254,0,,23.646046359403368,1,14.0,8.65188204714932,107,5.214953271028038,44.999999999999986,20,45.0,0,1.1990000000000003,15764,332,0,0.0,3320.0000000000005,False,-0.18243243243243243,0,0.40700000000000003,24882,4,80,1.0,2077.840650456203,False,0.2162593996447119,0,0.2,27774,0,10,0.0,236.46046359403368,False,0.00905253714626355,1,4.170000000000001,11536.0,334,0,0.0,8507.984715654648,False,-0.4287680935595354,0,0.5510000000000002,38644,0,11,0.1,95.17070251864251,False,0.021991741759141127,90,7.499000000000002,-32133,309,0,0.0,7306.628325055641,False,-1.7522566850015102,0,0.2,59940,21,15,1.0,856.6895229901355,False,0.19050928377169424,7,2.727000000000001,39937,659,0,0.0,5701.590269071402,False,-0.15619241274481938,0.2625,186344,0.0,0.0,20,0,0,8,18,18.0,28,36,22,205.0,103.0,15,9,22,1040,1.5009193699806929,66.20895842090249
32,22,3,5,1,10.000000000000002,20,10.0,25.880980659532867,10,32.0,23.646046359403368,0,,8.65188204714932,0,,44.99999999999999,20,45.0,0,1.199,15664,342,0,0.0,3420.0000000000005,False,-0.18477852852852852,0,0.40700000000000003,25102,4,80,1.0,2110.4784527626293,False,0.2273479366732975,0,0.2,27774,0,10,0.0,236.46046359403368,False,0.00905253714626355,0,4.1690000000000005,11216.0,344,0,0.0,8903.057346879306,False,-0.4331984417393946,0,0.5510000000000002,38644,0,11,0.0,95.17070251864251,False,0.021991741759141127,0,7.4090000000000025,-34703,309,0,0.0,7306.628325055641,True,-1.8201401473222267,0,0.2,60165,11,20,1.0,995.1707025186424,False,0.1963119300950407,15,2.8700000000000006,39587,659,0,0.0,5701.590269071402,False,-0.16309467668739253,0.25,218152,0.0,0.1,14,0,0,6,9,9.0,24,30,16,191.0,138.0,11,11,16,745,1.2146683521568775,67.42362677305937
33,16,2,0,0,10.000000000000002,20,10.0,26.315268789583843,11,32.0,23.566178634548347,1,14.0,8.65188204714932,0,,44.99999999999999,20,45.0,0,1.1990000000000003,15524,356,0,0.0,3560.0000000000005,False,-0.18806306306306306,0,0.40700000000000003,25394,0,79,1.0,2078.906234377124,False,0.2403084232915053,0,0.2,27774,0,10,0.0,235.66178634548348,False,0.009038090339799602,1,4.179,10846.0,355,0,0.0,9341.920420302264,False,-0.43864553179396815,0,0.5510000000000002,38630,0,12,0.1,103.82258456579183,False,0.021736213113999144,0,7.409000000000002,-34703,309,0,0.0,7281.949198075439,True,-1.8204660820666756,0,0.2,60885,1,14,1.0,638.6518820471492,False,0.20699546306349248,4,2.895000000000001,39545,659,0,0.0,5701.590269071402,False,-0.1639229483605013,0.2625,218598,0.0,0.1,22,0,0,6,3,3.0,25,31,14,126.0,87.0,7,9,14,1272,1.0536405500024557,68.47726732306182
34,14,0,0,0,10.000000000000002,20,10.0,26.93998137865608,19,31.526315789473685,23.566178634548347,0,,9.295443317267676,5,52.0,44.99999999999999,20,45.0,0,1.199,15434,365,0,0.0,3650.0000000000005,False,-0.19017454954954954,0,0.40700000000000003,25883,1,70,1.0,1895.7986965059256,False,0.2589573643136713,0,0.2,27774,0,10,0.0,235.66178634548348,False,0.009038090339799602,0,4.178,10247.0,374,0,0.0,10075.553035617373,False,-0.4470452023077677,0,0.5510000000000002,38890,0,7,0.0,65.06810322087372,False,0.028091974209842663,0,7.409000000000002,-34703,309,0,0.0,7281.949198075439,True,-1.8204660820666756,0,0.2,61425,0,3,0.1,134.99999999999997,False,0.21267847282480082,8,2.971000000000001,39171,664,0,0.0,6172.174362665737,False,-0.1666583738003299,0.1375,218824,0.0,0.1,21,0,0,6,3,3.0,24,30,14,99.0,48.0,8,6,14,1599,1.2266561146825552,69.70392343774438
35,14,0,0,0,10.0,20,10.0,27.39112387918237,17,31.176470588235293,23.478973756372884,1,14.0,10.214267750799731,7,50.0,44.99999999999999,6,45.0,0,1.199,15284,380,0,0.0,3800.0,False,-0.19369369369369369,0,0.40700000000000003,26363,0,59,0.6,1616.07630887176,False,0.2749173308200018,0,0.2,27774,0,10,0.0,234.78973756372883,False,0.009022316358507448,1,4.188000000000001,9699.0,391,0,0.0,10709.929436760307,False,-0.45539524208160936,0,0.5510000000000002,39226,0,1,0.1,10.214267750799731,False,0.03624256144841114,0,7.409000000000002,-34703,309,0,0.0,7255.002890719221,True,-1.8208219592340102,0,0.2,61375,0,4,0.1,179.99999999999997,False,0.21213615208645578,6,3.023000000000001,38790,670,0,0.0,6843.55939303582,False,-0.16755187156823562,0.1,218511,0.0,0.1,17,0,0,5,5,5.0,21,26,19,96.0,67.0,7,7,19,1080,1.231301972642541,70.93522541038692
36,19,0,0,0,10.0,20,10.0,27.826811724758667,15,32.0,23.478973756372884,0,,11.590487396390316,10,50.0,44.99999999999999,11,45.0,0,1.199,15204,388,0,0.0,3880.0,False,-0.19557057057057056,0,0.40700000000000003,26723,2,54,1.0,1522.647833136968,False,0.2896173008900377,0,0.2,27774,0,10,0.0,234.78973756372883,False,0.009022316358507448,0,4.187,9219.0,406,0,0.0,11297.685560252019,False,-0.46212854423970734,9,0.6410000000000001,39327,0,0,0.0,0.0,False,0.038775456298370266,0,7.409000000000002,-34703,309,0,0.0,7255.002890719221,True,-1.8208219592340102,0,0.2,61125,0,9,0.5,404.99999999999994,False,0.20942454839473063,11,3.127000000000001,38340,675,0,0.0,7823.578992563463,False,-0.16676284814463735,0.1875,217712,0.0,0.1,13,0,0,9,8,7.8,21,30,17,168.0,100.0,11,8,17,680,1.3798723760992289,72.31509778648615
37,17,0,0,0,10.0,20,10.0,27.826811724758667,0,,23.478973756372884,0,,13.01208832975247,10,50.0,44.99999999999999,9,45.0,0,1.1990000000000003,15074,401,0,0.0,4010.0,False,-0.19862049549549549,0,0.40700000000000003,26653,0,63,0.9,1753.089138659796,False,0.2917391408281671,0,0.2,27774,0,10,0.0,234.78973756372883,False,0.009022316358507448,0,4.187,9219.0,406,0,0.0,11297.685560252019,False,-0.46212854423970734,10,0.7320000000000002,39377,0,0,0.0,0.0,False,0.04009614622678887,0,7.409000000000002,-34703,309,0,0.0,7255.002890719221,True,-1.8208219592340102,0,0.2,60875,0,14,0.5,629.9999999999999,False,0.20671294470300544,9,3.206000000000001,37942,680,0,0.0,8848.220064231678,False,-0.16450836096639904,0.175,216914,0.0,0.1,11,0,0,5,7,7.0,24,29,20,162.0,114.0,9,8,20,200,1.2202628497034311,73.53536063618958
38,20,0,0,0,10.0,20,10.0,27.826811724758667,0,,23.478973756372884,0,,13.797607805967385,5,52.0,44.99999999999999,10,45.0,0,1.199,14974,411,0,0.0,4110.0,False,-0.20096659159159158,0,0.40700000000000003,26553,0,73,1.0,2031.3572559073828,False,0.2935753860714006,0,0.2,27774,0,10,0.0,234.78973756372883,False,0.009022316358507448,0,4.187,9219.0,406,0,0.0,11297.685560252019,False,-0.46212854423970734,5,0.7720000000000002,39432,0,0,0.0,0.0,False,0.04154890514804934,0,7.409000000000002,-34703,309,0,0.0,7255.002890719221,True,-1.8208219592340102,0,0.2,60875,0,14,0.0,629.9999999999999,False,0.20671294470300544,10,3.297000000000002,37515,685,0,0.0,9451.361347087659,False,-0.16698192250643232,0.125,216342,0.0,0.1,10,0,0,5,5,5.0,24,29,23,180.0,135.0,10,10,23,200,1.1801357939839363,74.71549643017352
39,23,0,0,0,10.0,20,10.0,27.826811724758667,0,,23.383925460835286,1,14.0,13.797607805967385,0,,44.99999999999999,11,45.0,0,1.1990000000000003,14894,419,0,0.0,4190.0,False,-0.20284346846846846,0,0.40700000000000003,26433,2,83,1.0,2329.625373154969,False,0.29494241209541494,0,0.2,27774,0,10,0.0,233.83925460835286,False,0.009005123627240359,1,4.197000000000001,9201.0,406,0,0.0,11297.685560252019,False,-0.4627797272221254,0,0.7670000000000001,39418,0,1,0.1,13.797607805967385,False,0.04136133558474831,0,7.4090000000000025,-34703,309,0,0.0,7225.632967398104,True,-1.8212098448532965,0,0.2,60875,0,14,0.0,629.9999999999999,False,0.20671294470300544,11,3.397000000000001,37311,685,0,0.0,9451.361347087659,False,-0.1710049563472464,0.1375,215906,0.0,0.1,9,0,0,13,7,7.0,18,31,23,183.0,171.0,11,12,23,200,1.3623716477304697,76.07786807790399
40,23,0,0,0,9.999999999999998,20,10.0,27.826811724758667,0,,23.280527219565073,1,14.0,13.797607805967385,0,,45.0,12,45.0,0,1.199,14804,428,0,0.0,4279.999999999999,False,-0.20495495495495494,0,0.40700000000000003,26323,3,93,1.0,2617.893490402556,False,0.29654404772903903,0,0.2,27774,0,10,0.0,232.80527219565073,False,0.00898642052303828,1,4.206000000000001,9183.0,406,0,0.0,11297.685560252019,False,-0.46343091020454347,0,0.7670000000000001,39404,0,2,0.1,27.59521561193477,False,0.041173766021447095,0,7.4090000000000025,-34703,309,0,0.0,7193.682910845608,True,-1.8216318060323091,0,0.2,60875,0,14,0.0,630.0,False,0.20671294470300544,12,3.506000000000001,37080,685,0,0.0,9451.361347087659,False,-0.1755604505493447,0.1375,215443,0.0,0.1,10,0,0,12,7,7.0,18,30,20,168.0,127.0,11,12,20,200,1.9894538167864084,78.0673218946904
41,20,0,0,0,9.999999999999998,20,10.0,27.826811724758667,0,,23.168280416420867,1,14.0,14.634096287067498,5,52.0,45.0,12,45.0,0,1.1990000000000003,14714,437,0,0.0,4369.999999999999,False,-0.20706644144144143,0,0.40700000000000003,26213,4,103,1.0,2906.1616076501427,False,0.29814568336266295,0,0.2,27774,0,10,0.0,231.68280416420868,False,0.008966116854138765,1,4.215000000000001,9165.0,406,0,0.0,11297.685560252019,False,-0.46408209318696153,3,0.7970000000000002,39527,0,1,0.1,14.634096287067498,False,0.04425148704782317,0,7.409000000000002,-34703,309,0,0.0,7158.998648674048,True,-1.8220898775895553,0,0.2,60875,0,14,0.0,630.0,False,0.20671294470300544,12,3.6140000000000008,36592,690,0,0.0,10097.526438076573,False,-0.17881274712001485,0.1375,214860,0.0,0.1,9,0,0,12,8,7.6,16,28,18,129.0,97.0,8,12,18,200,1.224460393190384,79.29178228788078
42,18,0,0,0,9.999999999999998,20,10.0,27.826811724758667,0,,23.168280416420867,0,,16.329355924233514,17,36.8235294117647,45.0,7,45.0,0,1.199,14574,451,0,0.0,4509.999999999999,False,-0.21035097597597596,0,0.40700000000000003,26153,0,113,1.0,3144.429724897729,False,0.3009203670443349,0,0.2,27774,0,10,0.0,231.68280416420868,False,0.008966116854138765,0,4.214000000000001,9165.0,406,0,0.0,11297.685560252019,False,-0.46408209318696153,16,0.9540000000000002,39341,0,0,0.0,0.0,False,0.039145249478327475,0,7.409000000000002,-34703,309,0,0.0,7158.998648674048,True,-1.8220898775895553,0,0.2,60821,0,17,0.3,765.0,False,0.20697917488364756,7,3.6720000000000015,35920,704,0,0.0,11495.866570660393,False,-0.1782769329232035,0.1625,213748,0.0,0.1,9,0,0,10,8,7.8,7,17,20,111.0,93.0,7,11,20,200,1.0540091879665852,80.34579147584736
43,20,0,0,0,9.999999999999998,20,10.0,28.0999113591043,10,32.0,23.046704037174766,1,14.0,17.149537623690247,5,50.0,45.0,9,45.0,0,1.199,14494,459,0,0.0,4589.999999999999,False,-0.21222785285285287,0,0.40700000000000003,26353,2,113,1.0,3195.289983578786,False,0.3114979819720998,0,0.2,27774,0,10,0.0,230.46704037174766,False,0.008944125612686246,1,4.224000000000001,8827.0,416,0,0.0,11689.563125387389,False,-0.46922141803437906,5,0.9880000000000002,39372,0,1,0.1,17.149537623690247,False,0.040190569450113386,0,7.409000000000002,-34703,309,0,0.0,7121.431547487003,True,-1.8225860225113315,0,0.2,60821,0,17,0.0,765.0,False,0.20697917488364756,9,3.755000000000001,35521,709,0,0.0,12159.022175196385,False,-0.1796065495070168,0.1375,213162,0.0,0.1,11,0,0,11,7,7.0,7,18,20,144.0,125.0,8,12,20,520,1.093622013926506,81.43941348977387
44,20,0,0,0,9.999999999999998,20,10.0,28.388753435001203,11,32.0,22.91534589267752,1,14.0,18.015221810812598,5,50.0,44.99999999999999,8,45.0,0,1.199,14384,470,0,0.0,4699.999999999999,False,-0.21480855855855857,0,0.40700000000000003,26615,1,112,1.0,3189.5403847201346,False,0.3236566344012795,0,0.2,27774,0,10,0.0,229.15345892677522,False,0.008920365004825551,1,4.233000000000001,8457.0,427,0,0.0,12121.997716745513,False,-0.47478478914793587,4,1.0230000000000001,39444,0,1,0.1,18.015221810812598,False,0.04210379595090748,0,7.409000000000002,-34703,309,0,0.0,7080.841880837354,True,-1.8231220861507522,0,0.2,60821,0,17,0.0,764.9999999999999,False,0.20697917488364756,8,3.826000000000001,35151,714,0,0.0,12862.868372920195,False,-0.17996303962964225,0.1375,212646,0.0,0.1,13,0,0,13,6,5.8,9,22,18,172.0,102.0,11,9,18,552,1.2753598596900702,82.71477334946394
45,18,0,0,0,10.0,20,10.0,28.75418727232056,36,30.11111111111111,22.91534589267752,0,,18.015221810812598,0,,44.99999999999999,12,45.0,0,1.1990000000000003,14254,483,0,0.0,4830.0,False,-0.2178584834834835,0,0.40700000000000003,27629,0,84,0.8,2415.351730874927,False,0.353072253445827,0,0.2,27774,0,10,0.0,229.15345892677522,False,0.008920365004825551,0,4.232000000000001,7373.0,463,0,0.0,13313.18870708442,False,-0.4924537170413787,0,1.0190000000000001,39444,0,1,0.0,18.015221810812598,False,0.04210379595090748,0,7.409000000000002,-34703,309,0,0.0,7080.841880837354,True,-1.8231220861507522,0,0.2,60821,0,17,0.0,764.9999999999999,False,0.20697917488364756,12,3.9380000000000015,34922,714,0,0.0,12862.868372920195,False,-0.18447909232349727,0.1,212217,0.0,0.1,15,0,0,8,5,5.0,12,20,12,150.0,84.0,10,8,12,1284,1.277628816664219,83.99240216612816
46,12,0,0,0,10.0,20,10.0,28.897266327795226,18,30.11111111111111,22.773795326060597,1,14.0,18.015221810812598,0,,44.99999999999999,10,45.0,0,1.199,14164,492,0,0.0,4920.0,False,-0.21996996996996998,0,0.40700000000000003,28061,1,76,1.0,2206.1922409124372,False,0.3684354410874727,0,0.2,27774,0,10,0.0,227.73795326060596,False,0.008894760749233168,1,4.242000000000001,6813.0,481,0,0.0,13899.585103669504,False,-0.5021057610941773,0,1.0190000000000001,39430,0,2,0.1,36.030443621625196,False,0.04197192799098794,0,7.409000000000002,-34703,309,0,0.0,7037.102755752724,True,-1.823699744370523,0,0.2,60821,0,17,0.0,764.9999999999999,False,0.20697917488364756,10,4.026000000000001,34749,714,0,0.0,12862.868372920195,False,-0.18789078278654056,0.1375,211812,0.0,0.1,13,0,0,5,6,6.0,1,6,12,93.0,78.0,6,6,12,742,0.9989498257637024,84.99135199189186
47,12,0,0,0,10.0,20,10.0,29.08735543386433,32,30.0,22.62169726604152,1,14.0,18.98199871885283,5,52.0,45.0,15,45.0,0,1.1990000000000003,14054,503,0,0.0,5030.0,False,-0.22255067567567569,0,0.40700000000000003,28931,0,54,1.0,1570.717193428674,False,0.3943486578788634,0,0.2,27774,0,10,0.0,226.2169726604152,False,0.008867248619137885,1,4.251000000000001,5835.0,513,0,0.0,14921.813337572403,False,-0.5189962134148687,3,1.0490000000000002,39553,0,1,0.1,18.98199871885283,False,0.04499566812011481,0,7.4090000000000025,-34703,309,0,0.0,6990.10445520683,True,-1.8243204461923608,0,0.2,60821,0,17,0.0,765.0,False,0.20697917488364756,15,4.166000000000001,34144,719,0,0.0,13648.057078855183,False,-0.192079582325716,0.1375,211112,0.0,0.1,14,0,0,4,10,9.6,3,7,12,126.0,75.0,7,5,12,1160,0.9739807359874249,85.96533272787929
48,12,0,0,0,10.0,20,10.0,29.18832948517641,6,32.0,22.62169726604152,0,,19.86385162570725,11,32.54545454545455,45.00000000000001,14,45.0,0,1.199,13954,513,0,0.0,5130.0,False,-0.22489677177177178,0,0.40700000000000003,29023,0,58,1.0,1692.9231101402318,False,0.40153254293684854,0,0.2,27774,0,10,0.0,226.2169726604152,False,0.008867248619137885,0,4.250000000000001,5643.0,519,0,0.0,15148.743002806557,False,-0.5218373669993749,10,1.1460000000000004,39465,0,0,0.0,0.0,False,0.04242056050080562,0,7.4090000000000025,-34703,309,0,0.0,6990.10445520683,True,-1.8243204461923608,0,0.2,60571,0,22,0.5,990.0000000000001,False,0.20426757119192238,14,4.291000000000001,33728,725,0,0.0,14401.292428637758,False,-0.1928562314759234,0.1875,210158,0.0,0.1,13,0,0,8,10,9.8,0,8,13,99.0,57.0,8,4,13,392,1.1833277698606253,87.14866049773991
49,13,0,0,0,10.0,20,10.0,29.18832948517641,0,,22.45876738207658,1,14.0,21.721032279851194,10,50.0,45.00000000000001,12,45.0,0,1.1990000000000003,13844,524,0,0.0,5240.0,False,-0.22747747747747749,0,0.40700000000000003,28933,0,67,0.9,1955.6180755068194,False,0.40347264629098206,0,0.2,27774,0,10,0.0,224.58767382076581,False,0.00883777718364746,1,4.260000000000001,5625.0,519,0,0.0,15148.743002806557,False,-0.522488549981793,10,1.2360000000000002,39501,0,1,0.1,21.721032279851194,False,0.04365832473493554,0,7.409000000000002,-34703,309,0,0.0,6939.759121061663,True,-1.824985351949845,0,0.2,60571,0,22,0.0,990.0000000000001,False,0.20426757119192238,12,4.397000000000001,32988,735,0,0.0,15964.958725690627,False,-0.1920312502396996,0.125,209236,0.0,0.1,10,0,0,6,10,10.0,2,8,15,114.0,61.0,8,5,15,200,1.0829083789139986,88.23156887665391
50,15,0,0,0,10.0,20,10.0,29.18832948517641,0,,22.45876738207658,0,,21.721032279851194,0,,45.00000000000001,13,45.0,0,1.199,13764,532,0,0.0,5320.0,False,-0.22935435435435436,0,0.40700000000000003,28813,2,77,1.0,2267.5013703585837,False,0.4051590974652446,0,0.2,27774,0,10,0.0,224.58767382076581,False,0.00883777718364746,0,4.259,5625.0,519,0,0.0,15148.743002806557,False,-0.522488549981793,0,1.2260000000000002,39501,0,1,0.0,21.721032279851194,False,0.04365832473493554,0,7.409000000000002,-34703,309,0,0.0,6939.759121061663,True,-1.824985351949845,0,0.2,60571,0,22,0.0,990.0000000000001,False,0.20426757119192238,13,4.5150000000000015,32731,735,0,0.0,15964.958725690627,False,-0.1970994840489605,0.125,208779,0.0,0.1,9,0,0,4,6,6.0,4,8,14,144.0,81.0,8,7,14,200,1.0745026152580976,89.30607149191201
51,14,0,0,0,10.000000000000002,20,10.0,29.563394949635644,17,33.0,22.284807975999225,1,14.0,22.657165035596925,5,50.0,45.00000000000001,12,45.0,0,1.199,13654,543,0,0.0,5430.000000000001,False,-0.23193506006006007,0,0.40700000000000003,29284,1,70,1.0,2079.437646474495,False,0.4228471670062522,0,0.2,27774,0,10,0.0,222.84807975999226,False,0.008806310682294902,1,4.269000000000001,5046.0,536,0,0.0,15845.979693004705,False,-0.5308230284891704,4,1.266,39573,0,1,0.1,22.657165035596925,False,0.04557248164288004,0,7.409000000000002,-34703,309,0,0.0,6886.00566458376,True,-1.8256952684357253,0,0.2,60321,0,27,0.5,1215.0000000000002,False,0.20155596750019722,12,4.622000000000002,32504,735,0,0.0,16653.01630116374,False,-0.19479158810085456,0.2,208156,0.0,0.1,11,0,0,7,7,6.8,0,7,13,111.0,52.0,7,7,13,761,1.063179051503539,90.36925054341555
