index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,25,0,0,0,10.000000000000002,20,10.0,3.5320290854803056,5,1.0,18.31741538780575,44,21.5,46.02691418881817,10,56.5,43.000000000000014,20,43.0,5,1.6090000000000002,11264,247,0,0.0,2470.0000000000005,False,-0.26058920965451965,0,1.6490000000000002,11038,273,0,0.0,2730.0000000000005,False,-0.26626833885470896,0,0.2,25563,0,79,0.5,1447.0758156366542,False,0.08492046340411609,44,2.566000000000001,19048,147,0,0.0,519.2082755656049,False,-0.2031200570480497,0,0.2,34078,0,1,0.0,46.02691418881817,False,0.015455108602656378,0,0.227,31356,136,123,1.0,8152.478937966216,False,0.05509616666616358,8,2.0620000000000003,35131,48,0,0.0,2209.291881063272,False,-0.11783898284809537,12,2.3180000000000005,35780,44,0,0.0,2025.1842243079993,False,-0.10428006348831431,0.1875,203258,0.0,0.0,9,0,0,11,11,11.0,19,30,21,232.0,130.0,16,9,21,765,1.2366236187517643,31.62095388583839
26,21,0,0,0,10.000000000000002,20,10.0,3.529590421877125,10,3.5,19.219038071111896,42,22.19047619047619,46.09845777016244,5,47.0,43.000000000000014,20,43.0,5,1.654,11089,257,0,0.0,2570.0000000000005,False,-0.2679839091339328,5,1.6990000000000003,10838,283,0,0.0,2830.0000000000005,False,-0.27514197823000475,0,0.2,25564,0,88,1.0,1691.2753502578469,False,0.09000114223157887,41,2.932,18425,147,0,0.0,518.8497920159374,False,-0.22884044343522358,0,0.2,34078,0,1,0.0,46.09845777016244,False,0.015456173809930323,0,0.227,30659,168,128,1.0,9129.40099052759,False,0.04888632288916069,11,2.1640000000000006,34955,48,0,0.0,2212.725972967797,False,-0.12208192164563486,9,2.3960000000000004,35420,49,0,0.0,2258.8244307379596,False,-0.1102003063743066,0.25,201028,0.0,0.0,8,0,0,10,11,11.0,17,27,22,220.0,79.0,15,6,22,471,1.09400431253016,32.71495819836855
27,22,0,0,0,10.000000000000002,20,10.0,2.964982515996963,36,1.1111111111111112,18.766408263896817,15,13.866666666666667,48.12097993372562,10,60.5,43.000000000000014,20,43.0,0,1.649,10959,270,0,0.0,2700.0000000000005,False,-0.2718291528632276,36,2.0540000000000003,10018,290,0,0.0,2900.0000000000005,False,-0.32158069096071934,0,0.2,25714,0,79,0.2,1482.5462528478486,False,0.091884647588589,4,2.9310000000000005,18327,181,0,0.0,536.6618353954503,False,-0.2325176062694406,0,0.2,34078,0,1,0.0,48.12097993372562,False,0.015486286998000759,0,0.227,31056,173,128,1.0,9406.074061171028,False,0.06482749778409617,10,2.2530000000000006,34198,58,0,0.0,2791.016836156086,False,-0.1334718955575509,10,2.487000000000001,35268,49,0,0.0,2357.9280167525553,False,-0.11269441989540659,0.15,199618,0.0,0.0,10,0,0,11,9,9.0,17,28,17,254.0,78.0,16,6,17,961,1.0709757199510932,33.78593391831964
28,17,0,0,0,10.000000000000002,20,10.0,2.8453159539237802,9,1.0,18.374190991126937,15,14.2,48.12097993372562,0,,43.000000000000014,20,43.0,4,1.6890000000000003,10759,282,0,0.0,2820.0000000000005,False,-0.2801112162801704,5,2.068,9838,298,0,0.0,2980.0000000000005,False,-0.3298627543776621,0,0.2,25741,0,87,0.9,1598.5546162280436,False,0.09539301284056388,14,3.0670000000000006,18020,181,0,0.0,515.0021876602042,False,-0.24563535045482265,0,0.2,34078,0,1,0.0,48.12097993372562,False,0.015486286998000759,0,0.227,30843,178,138,1.0,9911.301227274731,False,0.06600710540281593,10,2.343000000000001,34056,58,0,0.0,2791.016836156086,False,-0.1369289020820421,10,2.5770000000000004,35116,49,0,0.0,2357.9280167525553,False,-0.11639487758359435,0.2375,198451,0.0,0.0,8,0,0,4,11,11.0,21,25,18,162.0,72.0,11,6,18,236,0.8955943798646331,34.681528298184276
29,18,0,0,0,10.000000000000002,20,10.0,2.804612219741315,3,1.0,18.02280996294153,10,12.5,48.12097993372562,0,,43.000000000000014,20,43.0,0,1.6850000000000005,10679,290,0,0.0,2900.0000000000005,False,-0.28247752011358257,3,2.0930000000000004,9658,310,0,0.0,3100.0000000000005,False,-0.3369616658778987,0,0.2,25738,0,90,0.3,1622.0528966647378,False,0.09575411483480004,10,3.1530000000000005,17825,181,0,0.0,507.634811773178,False,-0.25383559346706064,0,0.2,34078,0,1,0.0,48.12097993372562,False,0.015486286998000759,0,0.227,30718,178,148,1.0,10329.965203594984,False,0.0685183313024088,9,2.423000000000001,33925,58,0,0.0,2791.016836156086,False,-0.14011811232646704,11,2.6770000000000005,34930,49,0,0.0,2357.9280167525553,False,-0.1209230692283504,0.1625,197551,0.0,0.0,7,0,0,6,10,10.0,18,24,21,162.0,75.0,11,7,21,200,0.8206882365047932,35.50221653468907
30,21,0,0,0,10.000000000000002,20,10.0,2.7337905144568935,5,1.0,17.70795828258139,9,12.444444444444445,49.45184617210054,6,63.666666666666664,43.000000000000014,20,43.0,5,1.7350000000000005,10519,296,0,0.0,2960.0000000000005,False,-0.29016800757217226,0,2.0900000000000003,9518,324,0,0.0,3240.0000000000005,False,-0.3411026975863701,0,0.2,25785,0,91,0.5,1611.4242037149065,False,0.09747460076179183,5,3.193000000000001,17740,181,0,0.0,494.8160831166977,False,-0.25760831889230473,0,0.2,34078,0,1,0.0,49.45184617210054,False,0.015506102170390414,0,0.227,30988,177,152,1.0,10650.989234176188,False,0.08133805661032976,9,2.504000000000001,33424,64,0,0.0,3164.9181550144344,False,-0.14776368006847762,11,2.7760000000000007,34745,49,0,0.0,2423.140462432926,False,-0.12463311346731754,0.1875,196797,0.0,0.0,9,0,0,9,9,9.0,17,26,22,151.0,101.0,12,9,22,634,1.0346241164952517,36.53684065118432
31,22,0,0,0,10.000000000000002,20,10.0,2.704067909735088,2,1.0,17.549453185081966,5,13.0,49.63206996619734,1,61.0,43.000000000000014,20,43.0,2,1.7500000000000002,10329,311,0,0.0,3110.0000000000005,False,-0.29697113109323237,0,2.0900000000000003,9468,329,0,0.0,3290.0000000000005,False,-0.34258163748225273,0,0.2,25848,0,88,0.2,1544.351880287213,False,0.0986906574825047,0,3.188000000000001,17740,181,0,0.0,489.4362916620509,False,-0.25771933856820234,0,0.2,34078,0,1,0.0,49.63206996619734,False,0.01550878550959149,0,0.227,30984,172,161,1.0,11009.269212391871,False,0.08655335019343499,12,2.6150000000000007,33157,65,0,0.0,3226.0845478028273,False,-0.15351927466400306,8,2.8450000000000006,34639,49,0,0.0,2431.9714283436697,False,-0.1271062003561243,0.15,196243,0.0,0.0,9,0,0,10,8,8.0,17,27,24,161.0,104.0,13,9,24,326,1.1510863285511732,37.687926979735494
32,24,0,0,0,10.000000000000002,20,10.0,2.705270021575179,14,2.7142857142857144,17.549453185081966,0,,47.02854717526578,5,17.0,43.00000000000001,20,43.0,5,1.7980000000000005,10169,318,0,0.0,3180.0000000000005,False,-0.30436583057264555,9,2.1800000000000006,9157,342,0,0.0,3420.0000000000005,False,-0.35713440605773783,0,0.2,25810,4,98,1.0,1730.6674922243333,False,0.10096717760172381,0,3.188,17740,181,0,0.0,489.6538739051074,False,-0.2577148484480352,0,0.2,34078,0,1,0.0,47.02854717526578,False,0.015470021844667862,0,0.227,31069,162,166,1.0,10649.750247077398,False,0.08373161585190586,8,2.6830000000000007,33050,65,0,0.0,3056.8555663922757,False,-0.15818415173833536,12,2.957000000000001,34347,54,0,0.0,2539.541547464352,False,-0.1329055708021186,0.25,195420,0.0,0.0,7,0,0,12,10,10.0,18,30,19,251.0,76.0,17,7,19,285,1.2026491379365325,38.890576117672026
33,19,0,0,0,10.000000000000002,20,10.0,2.5867440296921758,8,1.0,18.52786098988088,44,21.5,47.02854717526578,0,,43.00000000000001,20,43.0,5,1.8430000000000004,9939,331,0,0.0,3310.0000000000005,False,-0.3141268338854709,3,2.2010000000000005,9027,349,0,0.0,3490.0000000000005,False,-0.3627543776620918,0,0.2,25867,2,103,1.0,1913.5431700171152,False,0.10709363097975809,39,3.5780000000000003,17285,181,0,0.0,468.2006693742838,False,-0.27693671490003136,0,0.2,34078,0,1,0.0,47.02854717526578,False,0.015470021844667862,0,0.227,30123,196,176,1.0,11908.48505686343,False,0.07430297565456835,11,2.7850000000000006,32878,65,0,0.0,3056.8555663922757,False,-0.16237151175391623,9,3.0350000000000006,34215,54,0,0.0,2539.541547464352,False,-0.13611912616291322,0.25,193412,0.0,0.0,7,0,0,9,10,10.0,10,19,20,173.0,63.0,13,6,20,265,1.0236605452373624,39.91423666290939
34,20,0,0,0,10.000000000000002,20,10.0,2.605772541297633,5,3.0,19.102469516977614,50,20.94,47.02854717526578,0,,43.00000000000001,20,43.0,5,1.8880000000000001,9739,342,0,0.0,3420.0000000000005,False,-0.32270468528159013,0,2.1980000000000004,8937,358,0,0.0,3580.0000000000005,False,-0.36541646947468054,0,0.2,26018,0,99,0.7,1891.1444821807838,False,0.11286360316523138,39,3.9290000000000007,16830,181,0,0.0,471.6448299748716,False,-0.29564478868350175,0,0.2,34078,0,1,0.0,47.02854717526578,False,0.015470021844667862,0,0.227,29076,236,186,1.0,13255.492580606151,False,0.06318105801629073,11,2.8840000000000003,32705,65,0,0.0,3056.8555663922757,False,-0.16658321688586675,9,3.116000000000001,34091,54,0,0.0,2539.541547464352,False,-0.1391379205927506,0.2125,191474,0.0,0.0,10,0,0,10,10,10.0,12,22,17,230.0,75.0,15,5,17,366,0.9149823393672705,40.82921900227666
35,17,0,0,0,10.0,20,10.0,2.605772541297633,0,,18.975930986909862,4,13.0,47.74693120780109,6,54.5,43.0,20,43.0,0,1.883,9629,353,0,0.0,3530.0,False,-0.32595835305253196,0,2.1980000000000004,8847,367,0,0.0,3670.0,False,-0.3680785612872693,0,0.2,26018,0,99,0.0,1878.6171677040763,False,0.11260508414924422,4,3.930000000000001,16766,181,0,0.0,471.6448299748716,False,-0.29828625139347736,0,0.2,34078,0,1,0.0,47.74693120780109,False,0.015480717813230344,0,0.227,29351,230,190,1.0,13436.381056471477,False,0.07406320434267584,7,2.943,32295,71,0,0.0,3390.0321157538774,False,-0.17250910366450153,13,3.2370000000000014,33847,54,0,0.0,2578.334285221259,False,-0.14460592212945192,0.125,190831,0.0,0.0,9,0,0,6,7,7.0,10,16,19,136.0,95.0,10,7,19,527,0.9945536628365517,41.82377266511321
36,19,0,0,0,10.0,20,10.0,2.542633788340673,4,1.0,18.503349398422785,14,12.642857142857142,48.6873208504818,9,54.55555555555556,43.0,20,43.0,0,1.883,9569,359,0,0.0,3590.0,False,-0.3277330809275911,4,2.2380000000000004,8627,381,0,0.0,3810.0,False,-0.3769522006625651,0,0.2,26014,0,103,0.4,1905.8449880375467,False,0.1130018776680331,14,4.066000000000001,16459,181,0,0.0,460.21671568966184,False,-0.31119285328140533,0,0.2,34078,0,1,0.0,48.6873208504818,False,0.015494719207469537,0,0.227,29665,234,191,1.0,13629.062041672954,False,0.08628226492872597,12,3.056000000000001,31833,75,0,0.0,3651.549063786135,False,-0.18057321716104127,8,3.3040000000000007,33504,59,0,0.0,2872.551930178426,False,-0.14937491564199992,0.175,189749,0.0,0.0,8,0,0,9,11,11.0,12,21,20,212.0,82.0,14,5,20,691,0.8041566740721464,42.62792933918536
37,20,0,0,0,10.0,20,10.0,2.475165767638256,13,2.0,18.13973479817638,10,12.0,48.6873208504818,0,,43.0,20,43.0,5,1.9330000000000005,9389,368,0,0.0,3680.0,False,-0.3357193563653573,8,2.3140000000000005,8348,392,0,0.0,3920.0,False,-0.3902035021296735,0,0.2,25988,3,113,1.0,2057.2155294968456,False,0.11505253063471144,10,4.152000000000001,16259,181,0,0.0,448.00500394252435,False,-0.3196994303532435,0,0.2,34078,0,1,0.0,48.6873208504818,False,0.015494719207469537,0,0.227,29545,234,201,1.0,14030.849433720114,False,0.08869110585611506,10,3.1440000000000006,31691,75,0,0.0,3651.549063786135,False,-0.18403022368553246,10,3.3960000000000012,33357,59,0,0.0,2872.551930178426,False,-0.1529536477483394,0.25,188655,0.0,0.0,7,0,0,7,11,11.0,5,12,23,189.0,127.0,12,8,23,200,0.9208878139033914,43.54881715308875
38,23,0,0,0,10.0,20,10.0,2.359581062642701,8,1.0,17.984893223003425,5,13.0,50.480975795751164,10,61.0,42.99999999999999,20,43.0,4,1.9680000000000002,9159,383,0,0.0,3830.0,False,-0.3448887837198296,4,2.346000000000001,8216,397,0,0.0,3970.0,False,-0.3965333648840511,0,0.2,26045,1,118,1.0,2124.5769813770466,False,0.11879518307352853,0,4.142,16259,181,0,0.0,427.0841723383289,False,-0.3201311615762448,0,0.2,34078,0,1,0.0,50.480975795751164,False,0.015521424807869626,0,0.227,30090,229,201,1.0,14265.216683013768,False,0.10840951526135686,9,3.224000000000001,30950,85,0,0.0,4290.882942638849,False,-0.19428762607558117,11,3.4960000000000004,33176,59,0,0.0,2978.3775719493187,False,-0.1560719450293442,0.25,187973,0.0,0.0,10,0,0,9,10,10.0,5,14,20,176.0,125.0,14,9,20,875,1.0402027424424887,44.58901989553124
39,20,0,0,0,10.0,20,10.0,2.2907395367960324,8,1.5,17.79104522631128,5,12.0,50.480975795751164,0,,42.99999999999999,20,43.0,8,2.0440000000000005,8891,393,0,0.0,3930.0,False,-0.35778513961192615,0,2.342000000000001,8116,407,0,0.0,4070.0,False,-0.39949124467581637,0,0.2,26093,0,122,0.9,2170.5075176099763,False,0.12172412228342024,0,4.142000000000001,16259,181,0,0.0,414.62385616008186,False,-0.3203882979867084,0,0.2,34078,0,1,0.0,50.480975795751164,False,0.015521424807869626,0,0.227,30030,224,211,1.0,14636.680023597222,False,0.1121535349829852,4,3.255000000000001,30918,85,0,0.0,4290.882942638849,False,-0.19506666979941018,16,3.645000000000001,32826,59,0,0.0,2978.3775719493187,False,-0.1645927357587239,0.2375,187211,0.0,0.0,7,0,0,5,8,8.0,6,11,21,170.0,111.0,11,9,21,260,0.8074478292837739,45.39646772481501
40,21,0,0,0,9.999999999999998,20,10.0,2.2783547159881388,4,2.0,17.274506501047362,21,13.857142857142858,50.480975795751164,0,,43.0,20,43.0,0,2.0360000000000005,8791,403,0,0.0,4029.999999999999,False,-0.3607430194036914,4,2.3820000000000006,7940,417,0,0.0,4169.999999999999,False,-0.40694510175106485,0,0.2,26251,0,115,0.4,1986.5682476204468,False,0.12444938395353596,10,4.242000000000002,16064,181,0,0.0,412.3822035938531,False,-0.3284827643816531,0,0.2,34078,0,1,0.0,50.480975795751164,False,0.015521424807869626,0,0.227,29739,235,221,1.0,15215.804678607137,False,0.11211072417674849,9,3.341000000000001,30787,85,0,0.0,4290.882942638849,False,-0.19825588004383515,11,3.7390000000000008,32652,59,0,0.0,2978.3775719493187,False,-0.1688287860070441,0.175,186302,0.0,0.0,9,0,0,8,9,9.0,5,13,22,175.0,80.0,13,8,22,366,1.4895079489797354,46.885975673794746
41,22,0,0,0,9.999999999999998,20,10.0,2.2783547159881388,0,,17.146242095224892,10,15.3,50.22035027295796,5,47.0,42.99999999999999,20,43.0,0,2.0360000000000005,8701,412,0,0.0,4119.999999999999,False,-0.36340511121628016,0,2.3780000000000006,7830,428,0,0.0,4279.999999999999,False,-0.4101987695220066,0,0.2,26352,0,109,0.0,1868.9403883795133,False,0.1261905235127227,4,4.272000000000001,16000,181,0,0.0,412.3822035938531,False,-0.33112422709162875,0,0.2,34078,0,1,0.0,50.22035027295796,False,0.015517544373071191,0,0.227,29821,235,226,1.0,15379.166054066349,False,0.11698478431996819,8,3.4120000000000013,30675,85,0,0.0,4268.729773201427,False,-0.2012521938211921,12,3.848000000000001,32201,64,0,0.0,3214.1024174693093,False,-0.1769390590920572,0.125,185658,0.0,0.0,10,0,0,8,8,8.0,4,12,22,195.0,114.0,12,10,22,536,0.7773407446220517,47.6633164184168
42,22,0,0,0,9.999999999999998,20,10.0,2.3633517155684025,5,3.8,17.02989415291855,4,13.0,49.77849280016134,2,36.5,42.99999999999999,20,43.0,4,2.0760000000000005,8553,420,0,0.0,4199.999999999999,False,-0.36979413156649316,1,2.388000000000001,7692,440,0,0.0,4399.999999999999,False,-0.41481306199716045,0,0.2,26333,0,114,0.5,1941.4079334327148,False,0.12690181050461674,4,4.308000000000001,15936,181,0,0.0,427.76666051788084,False,-0.33344820957286964,0,0.2,34078,0,1,0.0,49.77849280016134,False,0.015510965588710676,0,0.227,29842,229,234,1.0,15548.013076256102,False,0.12012407057733461,6,3.4640000000000004,30534,87,0,0.0,4330.728873614036,False,-0.20393016757213417,14,3.9760000000000013,31933,64,0,0.0,3185.8235392103256,False,-0.18380777657013433,0.1875,184901,0.0,0.0,9,0,0,9,9,9.0,4,13,18,190.0,57.0,13,9,18,273,0.7525689210742712,48.41588533949107
43,18,0,0,0,9.999999999999998,20,10.0,2.268017504756101,10,1.5,16.685192784299176,12,13.0,49.77849280016134,0,,42.99999999999999,20,43.0,1,2.0820000000000003,8425,431,0,0.0,4309.999999999999,False,-0.3741126360624704,9,2.4770000000000003,7404,449,0,0.0,4489.999999999999,False,-0.4291883577851396,0,0.2,26409,0,117,1.0,1952.1675557630035,False,0.13026058763801643,5,4.354000000000001,15856,181,0,0.0,410.51116836085424,False,-0.33710612967186315,0,0.2,34078,0,1,0.0,49.77849280016134,False,0.015510965588710676,0,0.227,29686,231,244,1.0,16000.231776412475,False,0.12221177679132385,11,3.5680000000000014,30351,87,0,0.0,4330.728873614036,False,-0.20838532386778127,9,4.0520000000000005,31809,64,0,0.0,3185.8235392103256,False,-0.18682657099997171,0.25,184018,0.0,0.0,9,0,0,6,12,12.0,4,10,16,157.0,69.0,10,8,16,291,0.599904085509479,49.01578942500055
44,16,0,0,0,9.999999999999998,20,10.0,2.268017504756101,0,,16.691913081348073,6,16.833333333333332,50.30706695182808,8,54.0,42.99999999999999,20,43.0,0,2.0810000000000004,8345,439,0,0.0,4389.999999999999,False,-0.37647893989588266,0,2.4680000000000004,7284,461,0,0.0,4609.999999999999,False,-0.4327378135352579,0,0.2,26510,0,111,0.0,1852.802352029636,False,0.13237860316211222,0,4.349000000000001,15856,181,0,0.0,410.51116836085424,False,-0.33710612967186315,0,0.2,34078,0,1,0.0,50.30706695182808,False,0.01551883549151085,0,0.227,30017,227,246,1.0,16164.602739615719,False,0.13451555505353635,12,3.677000000000001,29971,90,0,0.0,4527.636025664527,False,-0.2152396043229072,8,4.123000000000001,31456,69,0,0.0,3471.1876196761373,False,-0.1919467862051302,0.125,183517,0.0,0.0,13,0,0,4,7,7.0,3,7,9,106.0,53.0,7,9,9,733,0.39421473536640406,49.41000416036695
45,9,0,0,0,10.0,20,10.0,2.268017504756101,0,,16.514752631070085,6,13.0,50.21173149239419,7,49.42857142857143,43.0,20,43.0,0,2.0810000000000004,8235,450,0,0.0,4500.0,False,-0.37973260766682443,0,2.4680000000000004,7194,470,0,0.0,4700.0,False,-0.43539990534784667,0,0.2,26549,0,108,0.0,1783.593284155569,False,0.13256001659489805,3,4.379000000000001,15808,181,0,0.0,410.51116836085424,False,-0.3390872267043449,0,0.2,34078,0,1,0.0,50.21173149239419,False,0.015517416048662918,0,0.227,30285,223,249,1.0,16185.510978334783,False,0.1428073220525101,14,3.805000000000001,29679,91,0,0.0,4569.2675658078715,False,-0.22184161595812793,6,4.175000000000001,31116,75,0,0.0,3765.8798619295644,False,-0.19663696730536603,0.125,182944,0.0,0.0,10,0,0,2,7,7.0,3,5,5,69.0,12.0,5,4,5,585,0.2601078860461712,49.670112046413124
46,5,0,0,0,10.0,0,,2.268017504756101,0,,16.560920550935002,5,17.6,50.05481272690025,2,45.5,43.0,20,43.0,0,2.0810000000000004,8235,450,0,0.0,4500.0,False,-0.37973260766682443,0,2.468000000000001,7194,470,0,0.0,4700.0,False,-0.43539990534784667,0,0.2,26585,0,107,0.0,1772.0184989500451,False,0.13380697715444403,4,4.416,15744,181,0,0.0,410.51116836085424,False,-0.34172868941432055,0,0.2,34078,0,1,0.0,50.05481272690025,False,0.015515079696368582,0,0.227,30288,218,257,1.0,16474.367550917195,False,0.14719742050677748,10,3.8910000000000005,29449,93,0,0.0,4655.097583601723,False,-0.2263962218375484,10,4.269000000000001,30964,75,0,0.0,3754.110954517519,False,-0.2004806827037989,0.125,182537,0.0,0.0,3,0,0,0,7,7.0,0,0,5,0.0,15.0,0,5,5,127,0.13989133667200804,49.81000338308513
47,5,0,0,0,10.0,0,,2.255479331343846,4,2.0,16.43117228315418,4,13.0,50.96407602090231,4,63.25,42.99999999999999,20,43.0,0,2.081000000000001,8235,450,0,0.0,4500.0,False,-0.37973260766682443,4,2.508000000000001,7118,470,0,0.0,4700.0,False,-0.43989588263132984,0,0.2,26577,0,111,0.4,1823.8601234301138,False,0.13454662023670222,4,4.452000000000002,15680,181,0,0.0,408.24175897323613,False,-0.3444169846264139,0,0.2,34078,0,1,0.0,50.96407602090231,False,0.015528617652624924,0,0.227,30489,212,263,1.0,16886.960517525993,False,0.15932583701873018,8,3.961000000000001,29089,97,0,0.0,4943.515374027525,False,-0.23164968139512698,12,4.3790000000000004,30759,75,0,0.0,3822.305701567673,False,-0.2046413270332107,0.175,182025,0.0,0.0,2,0,0,0,9,9.0,0,0,4,0.0,15.0,0,5,4,253,0.123283919878304,49.933287302963436
48,4,0,0,0,10.0,0,,2.255479331343846,0,,16.43117228315418,0,,51.05757831016213,2,53.5,42.99999999999999,20,43.0,0,2.0810000000000004,8235,450,0,0.0,4500.0,False,-0.37973260766682443,0,2.504000000000001,7118,470,0,0.0,4700.0,False,-0.43989588263132984,0,0.2,26577,0,111,0.0,1823.8601234301138,False,0.13454662023670222,0,4.448000000000001,15680,181,0,0.0,408.24175897323613,False,-0.3444169846264139,0,0.2,34078,0,1,0.0,51.05757831016213,False,0.015530009801533065,0,0.227,30596,202,271,1.0,17155.700523251082,False,0.16651331849280993,13,4.083000000000001,28803,98,0,0.0,5003.642674395888,False,-0.23788048161461817,7,4.437000000000001,30630,76,0,0.0,3880.375951572322,False,-0.20707498354790727,0.125,181717,0.0,0.0,2,0,0,0,6,6.0,0,0,2,0.0,12.0,0,4,2,107,0.107183956541121,50.04047125950456
49,2,0,0,0,10.0,0,,2.255479331343846,0,,16.43117228315418,0,,51.17003310962885,3,53.0,42.99999999999999,20,43.0,0,2.0810000000000004,8235,450,0,0.0,4500.0,False,-0.37973260766682443,0,2.504000000000001,7118,470,0,0.0,4700.0,False,-0.43989588263132984,0,0.2,26577,0,111,0.0,1823.8601234301138,False,0.13454662023670222,0,4.448000000000001,15680,181,0,0.0,408.24175897323613,False,-0.3444169846264139,0,0.2,34078,0,1,0.0,51.17003310962885,False,0.015531684133012057,0,0.227,30755,192,278,1.0,17380.054282842422,False,0.1745883848913469,12,4.19,28529,99,0,0.0,5065.833277853256,False,-0.24379402476076958,8,4.510000000000001,30426,78,0,0.0,3991.26258255105,False,-0.21069161331980904,0.125,181398,0.0,0.0,3,0,0,0,7,7.0,0,0,0,0.0,6.0,0,2,0,159,0.09757896233350039,50.13805022183806
