index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,23,0,0,0,10.000000000000002,20,10.0,29.140247775107305,23,29.956521739130434,18.20231550182667,0,,22.379484295693572,132,22.386363636363637,62.00000000000001,20,62.0,0,0.8210000000000002,53300,5,20,1.0,632.8049555021461,False,0.09122812060388064,0,0.8300000000000001,53620,13,14,1.0,537.9634688515023,False,0.09677579139548487,0,3.341000000000001,55247.0,364,31,1.0,11171.321970695686,False,-0.2524587907474121,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,56,8.401000000000002,39227.0,293,0,0.0,5333.2784420352145,False,-0.6327760801790151,76,8.583,34551.0,268,0,0.0,4878.220554489548,False,-0.6757585747335708,13,2.2650000000000006,126068,992,0,0.0,22200.448421328023,False,-0.10842303680450299,7,2.1150000000000007,130158,836,0,0.0,18709.248871199827,False,-0.09318471725133136,0.375,573818,0.0,0.0,10,0,0,4,26,26.0,26,30,28,219.0,75.0,13,10,28,889,6.254316014004871,146.77698933624197
26,28,0,0,0,10.000000000000002,20,10.0,29.120462509957957,38,29.0,18.20231550182667,0,,22.27831218782209,123,21.634146341463413,62.00000000000001,20,62.0,0,0.8210000000000002,53664,5,14,1.0,457.6864751394114,False,0.0968543826590489,8,0.9100000000000001,53966,13,10,1.0,421.20462509957963,False,0.10262959076301112,0,3.341000000000001,54145.0,392,41,1.0,12161.516239478413,False,-0.25991670718090853,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,74,9.085000000000003,31508.0,293,0,0.0,5333.2784420352145,False,-0.700437937439582,49,8.997,30740.0,268,0,0.0,4878.220554489548,False,-0.7091643705646397,10,2.3520000000000003,124947,1033,0,0.0,23013.49649002022,False,-0.11306704466710786,10,2.2080000000000006,128156,918,0,0.0,20451.490588420682,False,-0.10053529568466271,0.375,558773,0.0,0.0,13,0,0,3,31,30.727272727272727,35,38,24,273.0,91.0,16,12,24,983,5.617385816003662,152.39437515224563
27,24,0,0,0,10.000000000000002,20,10.0,28.895668485479582,24,26.625,18.20231550182667,0,,22.212445157053818,154,21.863636363636363,62.0,20,62.0,5,0.8710000000000002,54043,4,10,1.0,328.9566848547958,False,0.1032579953276224,0,0.9020000000000001,53906,14,15,1.0,573.4350272821938,False,0.1029575754801379,0,3.341000000000001,53506.0,406,51,1.0,12659.95949569787,False,-0.2647064926471984,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,73,9.741000000000003,24247.0,293,0,0.0,5333.2784420352145,False,-0.764085138575607,81,9.758000000000001,21937.0,268,0,0.0,4878.220554489548,False,-0.7863281650282711,10,2.4420000000000006,122731,1121,0,0.0,24900.15102105733,False,-0.12133926440517218,10,2.2980000000000005,126530,984,0,0.0,21857.046034540956,False,-0.10653612946934662,0.375,538547,0.0,0.0,10,0,0,6,30,29.263157894736842,30,36,22,258.0,69.0,16,8,22,250,6.958839698985685,159.35321485123131
28,22,0,0,0,10.000000000000002,20,10.0,28.901810838486067,15,29.0,23.193465996024617,76,43.13157894736842,22.085725637207332,100,20.98,62.0,20,62.0,0,0.8660000000000003,53983,0,20,1.0,578.0362167697214,False,0.10457154126236126,0,0.9020000000000001,54201,18,10,1.0,469.01810838486074,False,0.10789899161868419,25,3.591000000000001,55189.0,411,10,1.0,12110.57891457802,False,-0.24740050066617095,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,57,10.238000000000001,17746.0,331,0,0.0,7677.037244684148,False,-0.8107982098635886,43,10.107000000000001,17278.0,306,0,0.0,7097.200594783533,False,-0.8174418374731179,13,2.5620000000000007,121497,1162,0,0.0,25663.61319043492,False,-0.12687890987125386,7,2.3580000000000005,125170,1043,0,0.0,23035.411839607248,False,-0.11154634791384009,0.375,526711,0.0,0.0,12,0,0,6,29,28.454545454545453,28,34,27,270.0,34.0,15,7,27,2054,6.925023493007757,166.27823834423907
29,27,0,0,0,10.000000000000002,20,10.0,29.038664777511485,16,31.0,25.51950584900394,43,44.0,22.02634295497822,189,21.75132275132275,62.00000000000001,20,62.0,0,0.8660000000000001,54409,0,11,0.7,319.42531255262634,False,0.11061001864851865,0,0.9020000000000001,54071,21,20,1.0,790.7732955502297,False,0.10852742800861144,33,3.8960000000000012,55397.0,417,10,1.0,12364.318270712329,False,-0.2432854598307118,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,78,10.961,9333.0,331,0,0.0,8446.956436020304,False,-0.8811689993337236,111,11.174,-511.0,349,0,0.0,8906.307541302376,False,-0.9654445594339932,12,2.669000000000001,118853,1268,0,0.0,27929.40286691238,False,-0.13670091171566806,8,2.4310000000000005,123230,1126,0,0.0,24801.662167305476,False,-0.11841590726197286,0.3375,496429,0.0,0.0,10,0,0,6,41,40.76744186046511,29,35,25,261.0,73.0,17,10,25,696,6.718138615950011,172.99637696018908
30,25,0,0,0,10.000000000000002,20,10.0,29.03560094319755,19,29.0,27.545307226352133,38,46.0,22.02724470642559,5,22.2,62.0,20,62.0,0,0.8660000000000001,54289,2,21,1.0,629.7476198071486,False,0.11132563621735614,0,0.9020000000000001,54542,19,11,1.0,509.39161037517306,False,0.11525004691634275,28,4.143000000000002,55586.0,426,10,1.0,12644.619074065678,False,-0.23924070023430652,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,2,10.902999999999999,9273.0,331,0,0.0,9117.496691922555,False,-0.8787560846938056,3,11.092999999999998,-5153.0,387,0,0.0,10660.033896598276,False,-0.998448335861055,11,2.7670000000000003,118575,1268,0,0.0,27930.54628774765,False,-0.13850416223781883,9,2.513000000000001,122918,1131,0,0.0,24912.813762967344,False,-0.12008263374163186,0.375,491677,0.0,0.0,11,0,0,8,14,15.052059496567505,24,32,22,240.0,90.0,15,10,22,751,5.343481560004875,178.33985852019396
31,22,0,0,0,10.000000000000002,20,10.0,29.26831402023777,29,31.0,29.69950749100155,56,43.0,22.01912910349048,54,21.88888888888889,62.00000000000001,20,62.0,0,0.8660000000000003,54603,4,17,1.0,537.5613383440422,False,0.11677821201554968,4,0.9420000000000002,54831,17,10,1.0,462.6831402023778,False,0.12065660377948449,46,4.575000000000001,54683.0,445,10,1.0,13321.394813915824,False,-0.2461789276213437,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,27,11.171000000000003,6720.0,359,0,0.0,10662.123189269556,False,-0.8943649165106259,27,11.360000000000001,-16241.0,415,0,0.0,12325.295608765644,False,-1.0883430532039864,6,2.8160000000000007,118095,1285,0,0.0,28294.58089798527,False,-0.14044101392279035,14,2.6440000000000006,121696,1168,0,0.0,25718.342792876883,False,-0.1254075658831813,0.375,476034,0.0,0.0,11,0,0,8,19,23.531616832779623,25,33,25,212.0,83.0,14,8,25,634,7.223778761981521,185.56363728217548
32,25,0,0,0,10.000000000000002,20,10.0,29.534402084607326,40,31.0,29.69950749100155,0,,22.05528256020382,37,22.864864864864863,62.00000000000001,20,62.0,7,0.9360000000000002,55069,5,10,1.0,345.34402084607325,False,0.12430642753333808,6,0.9980000000000002,55093,16,10,1.0,455.34402084607325,False,0.12591427545941777,0,4.529000000000001,53443.0,475,20,1.0,14622.83114000851,False,-0.25342030831802287,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,13,11.274000000000003,6283.0,359,0,0.0,10662.123189269556,False,-0.8981954945159203,24,11.573000000000004,-18608.0,415,0,0.0,12325.295608765644,False,-1.109091286930604,14,2.9500000000000006,116892,1320,0,0.0,29112.972979469043,False,-0.1456006442048078,6,2.690000000000001,121544,1170,0,0.0,25804.68059543847,False,-0.12611495493815864,0.375,471363,0.0,0.0,12,0,0,12,18,16.958333333333336,23,35,26,246.0,70.0,17,8,26,572,4.287600671988912,189.8512379541644
33,26,0,0,0,10.000000000000002,20,10.0,29.48486251422744,26,29.03846153846154,29.69950749100155,0,,22.021145728254343,28,21.071428571428573,62.0,20,62.0,3,0.9590000000000003,55263,6,10,1.0,354.8486251422744,False,0.12835153483476078,3,1.022,55308,15,10,1.0,444.8486251422744,False,0.13018326032016803,0,4.529000000000001,52688.0,491,30,1.0,15368.052719215719,False,-0.25811929218811386,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,17,11.431000000000001,5596.0,359,0,0.0,10662.123189269556,False,-0.9042174787027333,11,11.659000000000002,-20475.0,415,0,0.0,12325.295608765644,False,-1.1254567082941846,10,3.036000000000001,116487,1328,0,0.0,29244.08152712177,False,-0.147807000607343,10,2.7840000000000003,120885,1190,0,0.0,26205.16341662267,False,-0.12909683060461014,0.375,467399,0.0,0.0,8,0,0,9,17,15.397435897435898,26,35,24,291.0,102.0,17,9,24,200,4.574076076969504,194.4253140311339
34,24,0,0,0,10.000000000000002,20,10.0,29.48486251422744,0,,29.69950749100155,0,,22.021145728254343,0,,61.99999999999999,20,62.0,0,0.9560000000000002,55183,4,20,1.0,629.6972502845488,False,0.12952026346607792,0,1.0190000000000001,55188,17,20,1.0,759.6972502845488,False,0.1309449388436169,0,4.529000000000002,52688.0,481,40,1.0,15370.19916898346,False,-0.25810610388080507,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,11.414,5596.0,359,0,0.0,10662.123189269556,False,-0.9042174787027333,0,11.648000000000001,-22113.0,415,0,0.0,12325.295608765644,False,-1.1398148015954943,9,3.116000000000001,116292,1328,0,0.0,29244.08152712177,False,-0.1490744771590268,11,2.8840000000000003,120614,1190,0,0.0,26205.16341662267,False,-0.130858298017463,0.375,465095,0.0,0.0,10,0,0,5,10,10.0,25,30,21,186.0,95.0,12,12,21,200,4.993680209037848,199.41899424017174
35,21,0,0,0,10.0,20,10.0,29.48486251422744,0,,29.69950749100155,0,,22.023042835555987,27,22.074074074074073,61.99999999999999,20,62.0,0,0.9560000000000002,55063,6,30,1.0,944.5458754268233,False,0.13028194198952678,0,1.0190000000000001,55108,15,30,1.0,1034.5458754268234,False,0.13211366747493405,0,4.529000000000001,52688.0,471,50,1.0,15372.345618751202,False,-0.2580929155734962,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,18,11.594,4868.0,359,0,0.0,10662.123189269556,False,-0.9105988535033153,9,11.738000000000001,-24178.0,415,0,0.0,12325.295608765644,False,-1.1579158166548376,9,3.1970000000000014,115713,1345,0,0.0,29620.992613822804,False,-0.15161296916514633,11,2.983000000000001,120121,1200,0,0.0,26427.651402667183,False,-0.1333396661575078,0.375,461030,0.0,0.0,9,0,0,4,15,15.0,29,33,27,201.0,70.0,12,9,27,200,4.823752117983531,204.24274635815527
36,27,0,0,0,10.0,20,10.0,29.43269270572325,19,28.789473684210527,29.921839264745937,5,46.0,22.028924670935176,35,22.142857142857142,61.999999999999986,20,62.0,0,0.9560000000000002,55530,4,21,1.0,658.0865468201882,False,0.13687147949302092,0,1.0190000000000001,54988,17,40,1.0,1347.30770822893,False,0.1328541102722038,0,4.529000000000001,52371.0,480,55,1.0,15773.393658308189,False,-0.2595242288465525,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,23,11.806,3855.0,359,0,0.0,10741.940296043791,False,-0.9191286079484766,12,11.849,-58325.0,420,0,0.0,12567.172491193294,False,-1.4561755031854575,12,3.3080000000000003,115207,1354,0,0.0,29827.16400444623,False,-0.15423186369607134,8,3.0520000000000014,119370,1226,0,0.0,27007.461646566524,False,-0.13633672741920155,0.375,424643,0.0,0.0,12,0,0,6,14,127.5304347826087,27,33,25,255.0,63.0,15,12,25,747,5.133415330026764,209.37616168818204
37,25,0,0,0,10.0,20,10.0,29.014737224862316,18,23.72222222222222,29.921839264745937,0,,22.036457246593827,32,22.1875,62.0,20,62.0,0,0.9560000000000002,55827,2,18,1.0,542.2652700475217,False,0.14173754701477098,0,1.0190000000000001,54918,19,45,1.0,1495.6631751188042,False,0.13293913761467427,0,4.529000000000001,51944.0,488,65,1.0,16104.111317941297,False,-0.262739402300765,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,23,12.012999999999998,2811.0,359,0,0.0,10741.940296043791,False,-0.928279920162498,9,11.927000000000001,-63270.0,420,0,0.0,12567.172491193294,False,-1.4995215174558945,11,3.4060000000000006,114554,1372,0,0.0,30234.01934232673,False,-0.15715402978788703,9,3.1340000000000012,118846,1240,0,0.0,27325.206985776345,False,-0.1387100111610203,0.375,417277,0.0,0.0,9,0,0,4,15,15.0,27,31,29,216.0,66.0,12,13,29,627,4.637033709033858,214.0131953972159
38,29,0,0,0,10.0,20,10.0,29.241279141614765,45,30.355555555555554,29.921839264745937,0,,22.0393663900673,6,22.333333333333332,62.0,20,62.0,11,1.066,56352,3,10,1.0,322.4127914161476,False,0.15018533796776318,0,1.0190000000000001,55295,18,39,1.0,1320.4098865229757,False,0.13882861039731118,0,4.529000000000002,50578.0,523,75,1.0,17537.326935920468,False,-0.27071944814922844,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,3,12.02,2716.0,359,0,0.0,10741.940296043791,False,-0.9291126545114752,3,11.948,-68426.0,420,0,0.0,12567.172491193294,False,-1.5447170785435331,10,3.495000000000001,114183,1378,0,0.0,30370.24688551274,False,-0.1591227538511373,10,3.225000000000001,118606,1240,0,0.0,27328.81432368345,False,-0.1402582586702434,0.375,410951,0.0,0.0,16,0,0,10,16,15.6875,26,36,24,228.0,69.0,16,13,24,1070,6.295948212035,220.3091436092509
39,24,0,0,1,10.0,20,10.0,29.241279141614765,0,,31.157425627305788,34,43.14705882352941,22.111339354276403,21,24.0,61.99999999999999,20,62.0,0,1.0550000000000002,56282,0,20,1.0,584.8255828322953,False,0.1514310414665232,0,1.0190000000000001,55165,21,49,1.0,1642.8226779391234,False,0.1394637387342688,0,4.529000000000001,52045.0,513,51,1.0,16589.80490664097,False,-0.25851404631135966,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,21,12.227000000000002,429.0,393,0,0.0,12244.868271531175,False,-0.9425725869482864,0,11.945000000000002,-82650.0,420,0,0.0,13086.11876346843,True,-1.6671248805093333,12,3.605000000000001,113544,1391,0,0.0,30756.873041798477,False,-0.1620196652503478,8,3.295000000000001,118249,1248,0,0.0,27594.951514136952,False,-0.14171378587401615,0.375,477361,0.0,0.1,12,0,0,7,18,77.26222935044106,26,33,16,240.0,42.0,15,9,16,1667,5.303120424039662,225.61226403329056
40,16,0,0,0,9.999999999999998,20,10.0,29.339246983223045,31,30.096774193548388,31.157425627305788,0,,22.113062033389134,1,23.0,62.0,20,62.0,0,1.0550000000000002,56152,3,30,1.0,910.1774094966913,False,0.15209607816885148,0,1.0190000000000001,56028,18,28,1.0,1001.4989155302453,False,0.1505016782221094,0,4.529000000000001,51112.0,534,61,1.0,17567.760852306757,False,-0.2639704040926382,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,1,12.216000000000003,400.0,393,0,0.0,12244.868271531175,False,-0.9428267900653425,0,11.945000000000002,-82650.0,420,0,0.0,13086.11876346843,True,-1.6671248805093333,7,3.6630000000000016,113392,1392,0,0.0,30781.382350477674,False,-0.16292799319307347,13,3.417000000000001,117883,1248,0,0.0,27597.10141766964,False,-0.14408575480610983,0.375,476614,0.0,0.1,12,0,0,3,11,11.0,24,27,16,129.0,53.0,8,8,16,1133,3.8348609350505285,229.4471249683411
41,16,0,0,0,9.999999999999998,20,10.0,29.299861793070377,32,29.0,31.157425627305788,0,,22.08940475400939,11,21.09090909090909,61.99999999999999,20,62.0,0,1.0550000000000002,56554,5,22,1.0,694.5969594475483,False,0.15808398420083392,0,1.0190000000000001,56354,16,24,1.0,863.196683033689,False,0.15572919651395867,0,4.529000000000001,50184.0,556,71,1.0,18502.900376485843,False,-0.2696283939166728,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,11,12.325000000000001,38.0,393,0,0.0,12244.868271531175,False,-0.9459999462161814,0,11.945000000000002,-82650.0,420,0,0.0,13086.11876346843,True,-1.6671248805093333,12,3.776000000000001,113055,1393,0,0.0,30770.54082233508,False,-0.16515368698420177,8,3.4840000000000013,117523,1258,0,0.0,27788.471180543813,False,-0.14580377129346364,0.375,475355,0.0,0.1,11,0,0,5,15,374.3478260869565,21,26,19,129.0,54.0,8,8,19,1128,4.422329988970887,233.86945495731197
42,19,0,0,0,9.999999999999998,20,10.0,29.303134718075174,60,29.316666666666666,31.90281676830799,22,43.0,22.13274767669331,11,23.818181818181817,62.0,20,62.0,0,1.0550000000000002,56911,5,14,1.0,460.24388605305245,False,0.1629649925311704,18,1.1990000000000003,57068,16,10,1.0,453.0313471807517,False,0.16608693925978696,0,4.529000000000002,49371.0,606,59,1.0,19639.965828483724,False,-0.2726325262145095,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,11,12.424,-2330.0,415,0,0.0,13239.668958847815,False,-0.962396920816396,0,11.945000000000002,-82650.0,420,0,0.0,13399.183042689356,True,-1.6657527785159387,8,3.844000000000001,112893,1393,0,0.0,30830.91751363378,False,-0.16601044688742278,12,3.596000000000001,116937,1269,0,0.0,28086.45680172381,False,-0.14864426547548634,0.375,472497,0.0,0.1,14,0,0,5,16,1851.9122118191885,27,32,22,150.0,87.0,10,9,22,1091,4.644077457021922,238.5135324143339
43,22,0,0,0,9.999999999999998,20,10.0,29.441425409544017,40,30.4,31.90281676830799,0,,22.195363428440405,27,23.11111111111111,61.99999999999999,20,62.0,14,1.1950000000000003,57315,3,10,1.0,324.4142540954402,False,0.1698051680516082,2,1.201,57272,18,10,1.0,474.4142540954401,False,0.17045644822419745,0,4.529000000000001,48155.0,636,69,1.0,20926.040917483246,False,-0.2796733664457817,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,27,12.683000000000002,-3836.0,415,0,0.0,13239.668958847815,False,-0.9755979516538638,0,11.945000000000002,-82650.0,420,0,0.0,13399.183042689356,True,-1.6657527785159387,15,3.9860000000000007,112017,1411,0,0.0,31317.657797529413,False,-0.17012246489242888,5,3.6340000000000012,116637,1278,0,0.0,28365.674461546838,False,-0.14968678879438005,0.375,469207,0.0,0.1,9,0,0,4,17,15.291666666666666,24,28,20,180.0,111.0,10,12,20,200,4.5685026299906895,243.08203504432458
44,20,0,0,0,9.999999999999998,20,10.0,29.441425409544017,0,,32.09208539529023,5,44.0,22.1719455623218,11,21.363636363636363,61.99999999999999,20,62.0,0,1.181,57215,3,20,1.0,618.8285081908804,False,0.17076595135945458,0,1.199,57172,18,20,1.0,768.8285081908804,False,0.17141723153204383,0,4.529000000000001,48375.0,626,74,1.0,20805.146625626032,False,-0.27771270367778345,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,11,12.765999999999998,-9979.0,420,0,0.0,13478.675866021898,False,-1.028397661918524,0,11.945000000000002,-82650.0,420,0,0.0,13478.675866021898,True,-1.665404376387064,8,4.051,111806,1413,0,0.0,31328.959079560704,False,-0.17145721103302358,12,3.749000000000001,116130,1287,0,0.0,28535.293938708157,False,-0.1524309747261661,0.375,462366,0.0,0.1,10,0,0,5,13,31.827272727272728,24,29,20,147.0,78.0,9,11,20,200,4.946474441967439,248.02850948629202
45,20,0,0,0,10.0,20,10.0,29.172839280487338,4,10.0,32.09208539529023,0,,22.264947700775597,20,23.9,61.99999999999999,20,62.0,0,1.1810000000000003,57135,1,30,1.0,885.1851784146202,False,0.17184826371163173,0,1.199,57092,20,26,1.0,958.4938212926708,False,0.1717191132544945,0,4.529000000000001,48335.0,620,84,1.0,20782.895527106528,False,-0.2783409591954328,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,20,12.955,-11579.0,420,0,0.0,13478.675866021898,False,-1.0424226614802428,0,11.945000000000002,-82650.0,420,0,0.0,13478.675866021898,True,-1.665404376387064,10,4.143000000000001,111300,1424,0,0.0,31705.28552590445,False,-0.1735231118632411,10,3.8370000000000015,115683,1296,0,0.0,28855.372220205172,False,-0.1542961858048958,0.375,459613,0.0,0.1,12,0,0,6,14,14.0,23,29,13,135.0,43.0,10,10,13,240,5.073092876991723,253.10160236328375
46,13,0,0,0,10.0,20,10.0,29.164626394481505,13,29.0,33.091169932446775,29,43.0,22.264947700775597,0,,61.99999999999999,20,62.0,0,1.181,57412,1,27,1.0,797.4449126510007,False,0.1765930405895205,0,1.199,56992,20,36,1.0,1249.9265502013343,False,0.17264955580861857,0,4.529000000000002,49205.0,623,65,1.0,20320.48828937102,False,-0.2704911197920112,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,12.934999999999997,-30255.0,449,0,0.0,14857.935299668601,False,-1.2000844335667828,0,11.945000000000004,-82650.0,420,0,0.0,13898.291371627645,True,-1.6635652803613732,8,4.213000000000001,111135,1424,0,0.0,31705.28552590445,False,-0.17459559202235814,12,3.9470000000000014,115366,1296,0,0.0,28855.372220205172,False,-0.156356647686351,0.375,441502,0.0,0.1,10,0,0,2,11,21.028067361668004,23,25,14,108.0,47.0,6,7,14,577,3.9693575340206735,257.0709598973044
47,14,0,0,0,10.0,20,10.0,29.25952584897652,14,30.928571428571427,33.13281539585478,1,45.0,22.268519017931027,3,22.666666666666668,61.99999999999999,20,62.0,0,1.181,57735,2,23,1.0,692.9690945264599,False,0.18210372750566267,0,1.199,56902,19,46,1.0,1535.9381890529198,False,0.17372835703436437,0,4.529000000000001,48817.0,627,74,1.0,20797.55104660153,False,-0.2723278626233363,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,3,12.965000000000003,-72077.0,450,0,0.0,14909.76692813465,False,-1.5664532225586216,0,11.945000000000002,-82650.0,420,0,0.0,13915.782466259006,True,-1.66348862017558,6,4.265000000000001,110993,1426,0,0.0,31754.908119569645,False,-0.17535730450126535,14,4.075000000000001,114923,1297,0,0.0,28882.26916625654,False,-0.15914868095906853,0.375,398940,0.0,0.1,13,0,0,5,13,739.1111111111111,26,31,15,165.0,42.0,10,4,15,633,4.096795426972676,261.1677553242771
48,15,0,0,1,10.0,20,10.0,29.232960125437923,31,29.032258064516128,33.13281539585478,0,,22.268519017931027,0,,61.99999999999999,20,62.0,0,1.181,57645,1,33,1.0,974.6876841394514,False,0.18313884157751714,0,1.199,57692,20,25,1.0,930.824003135948,False,0.18364904142890814,0,4.529000000000001,47917.0,648,84,1.0,21726.114654535577,False,-0.2776821789047546,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,12.962000000000002,-87218.0,450,0,0.0,14909.76692813465,True,-1.6991735465361115,0,11.945000000000002,-82650.0,420,0,0.0,13915.782466259006,True,-1.66348862017558,14,4.399000000000001,110571,1426,0,0.0,31754.908119569645,False,-0.17810025375670413,6,4.121000000000001,114818,1297,0,0.0,28882.26916625654,False,-0.1598311683330521,0.375,470290,0.0,0.2,14,0,0,4,13,44.59212662337662,24,28,13,144.0,66.0,8,7,13,1100,4.25237412500428,265.4201294492814
49,13,0,0,0,10.0,20,10.0,29.567140690862278,78,30.58974358974359,33.13281539585478,0,,22.268519017931027,0,,62.0,20,62.0,0,1.1810000000000003,58444,4,12,1.0,394.80568829034735,False,0.19349946766282358,22,1.4190000000000003,58446,17,10,1.0,465.67140690862277,False,0.19426132013380362,0,4.529000000000001,45531.0,716,94,1.0,24284.55738186774,False,-0.29128281097934466,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,12.962000000000002,-87218.0,450,0,0.0,14909.76692813465,True,-1.6991735465361115,0,11.945000000000002,-82650.0,420,0,0.0,13915.782466259006,True,-1.66348862017558,9,4.475000000000001,110370,1426,0,0.0,31754.908119569645,False,-0.1794067295869013,11,4.2250000000000005,114548,1297,0,0.0,28882.26916625654,False,-0.16158613586615275,0.375,468986,0.0,0.2,12,0,0,8,15,410.9121212121212,20,28,11,99.0,45.0,8,5,11,1656,3.381082954991143,268.8012124042725
50,11,0,0,0,10.0,20,10.0,29.51150596737625,31,29.0,33.13281539585478,0,,22.268519017931027,0,,62.00000000000001,20,62.0,6,1.241,58722,4,10,1.0,335.1150596737625,False,0.19855003724176493,3,1.4270000000000003,58651,17,10,1.0,465.1150596737625,False,0.19842792220940444,0,4.529000000000002,44632.0,737,104,1.0,25195.792699125195,False,-0.2967313079916611,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,12.962000000000002,-87218.0,450,0,0.0,14909.76692813465,True,-1.6991735465361115,0,11.945000000000002,-82650.0,420,0,0.0,13915.782466259006,True,-1.66348862017558,10,4.566000000000001,110130,1426,0,0.0,31754.908119569645,False,-0.18096670072743518,10,4.314000000000001,114304,1297,0,0.0,28882.26916625654,False,-0.16317210652569553,0.375,468086,0.0,0.2,11,0,0,5,14,12.564102564102564,22,27,16,78.0,61.0,6,5,16,200,4.00837627297733,272.80958867724985
51,16,0,0,0,10.000000000000002,20,10.0,29.66204290842487,32,31.0,33.13281539585478,0,,22.268519017931027,0,,62.00000000000001,20,62.0,0,1.235,58642,2,20,1.0,613.2408581684974,False,0.19975211521724776,22,1.644,58890,19,10,1.0,486.6204290842487,False,0.2035110150718875,0,4.529000000000001,43640.0,759,114,1.0,26290.63152262192,False,-0.30219452964214755,0,0.2,81647,0,0,0.0,0.0,False,0.0033178908045270778,0,12.962000000000002,-87218.0,450,0,0.0,14909.76692813465,True,-1.6991735465361115,0,11.945000000000002,-82650.0,420,0,0.0,13915.782466259006,True,-1.66348862017558,6,4.616000000000001,110025,1426,0,0.0,31754.908119569645,False,-0.18164918810141875,14,4.444000000000001,113888,1297,0,0.0,28882.26916625654,False,-0.16587605650262097,0.375,466732,0.0,0.2,10,0,0,8,13,12.411764705882353,22,30,21,135.0,64.0,10,6,21,200,4.502606575959362,277.3121952532092
