index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,10.000000000000002,20,10.0,9.582474206001258,8,9.0,18.176907712405065,35,15.714285714285714,19.583795497659946,16,18.5,48.00000000000001,20,48.0,0,2.1170000000000004,29639,271,0,0.0,2710.0000000000005,False,-0.13451174220211667,8,2.5660000000000007,29214,249,0,0.0,2490.0000000000005,False,-0.14945128591773477,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,35,3.6550000000000007,39675,437,0,0.0,4187.54122802255,False,-0.2808407263427811,12,2.597000000000001,68033,235,0,0.0,4271.57331241519,False,-0.13633101537069858,4,2.8590000000000004,65869,183,0,0.0,3326.3741113701267,False,-0.16878346906658795,0,0.44300000000000006,98743,41,11,1.0,1330.935615404058,False,0.048778475578435634,0,0.3620000000000001,98540,94,19,1.0,2752.876776780035,False,0.05413766300986459,0.25,489223,0.0,0.0,24,0,0,4,6,6.0,31,35,13,216.0,42.0,12,4,13,1160,1.345996358024422,48.799751391110476
26,13,0,0,0,10.000000000000002,20,10.0,9.544342603934828,12,9.0,17.797931473689506,20,14.4,19.595120812797514,6,20.0,48.0,20,48.0,6,2.1770000000000005,29451,282,0,0.0,2820.0000000000005,False,-0.13822568484543854,6,2.6180000000000003,29046,258,0,0.0,2580.0000000000005,False,-0.1528859847532881,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,20,3.8200000000000007,38991,449,0,0.0,4285.409829166738,False,-0.2917750531235646,3,2.615000000000001,67894,239,0,0.0,4253.705622211792,False,-0.13815185166956861,3,2.8850000000000007,65570,199,0,0.0,3541.7883632642115,False,-0.1711379877945461,0,0.44300000000000006,99067,34,13,1.0,1290.2341076351154,False,0.05198203358988832,0,0.36200000000000004,99056,87,17,1.0,2520.7755107133835,False,0.05835720583801957,0.25,488585,0.0,0.0,20,0,0,3,6,6.0,30,33,14,162.0,42.0,9,4,14,1160,1.2409223800059408,50.04067377111642
27,14,0,0,0,10.000000000000002,20,10.0,9.52523995457118,6,9.0,17.618138391209786,36,16.72222222222222,19.522740483519737,16,18.625,48.00000000000001,20,48.0,0,2.1710000000000003,29361,291,0,0.0,2910.0000000000005,False,-0.13948228198039708,6,2.6720000000000006,28858,269,0,0.0,2690.0000000000005,False,-0.15659992739660997,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,36,4.16,37551,455,0,0.0,4333.984179329887,False,-0.31615027393827577,5,2.6620000000000013,67559,253,0,0.0,4457.389012976076,False,-0.14102166894592846,11,2.9920000000000013,64881,221,0,0.0,3893.6085844573627,False,-0.17745332891588794,0,0.44300000000000006,99351,29,15,1.0,1286.1594740220726,False,0.05495679418696036,0,0.36200000000000004,99434,88,15,1.0,2438.001162549737,False,0.061908535963231225,0.25,486505,0.0,0.0,22,0,0,9,6,6.0,24,33,8,216.0,6.0,12,2,8,1160,1.3116958520258777,51.352369623142295
28,8,0,0,0,10.000000000000002,20,10.0,9.52523995457118,0,,17.419147766497073,30,16.133333333333333,19.53479220882759,5,20.0,48.000000000000014,20,48.0,0,2.1710000000000003,29291,298,0,0.0,2980.0000000000005,False,-0.14045963530758707,0,2.666000000000001,28728,282,0,0.0,2820.0000000000005,False,-0.15841501214710563,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,30,4.424,36527,455,0,0.0,4333.984179329887,False,-0.33378112793276615,5,2.707000000000001,67238,267,0,0.0,4650.912453654719,False,-0.14378169454332748,0,2.9810000000000008,64593,237,0,0.0,4128.338020659806,False,-0.1795535847088448,0,0.44300000000000006,99971,24,10,1.0,948.8350130118622,False,0.059718494556163154,0,0.36200000000000004,99674,78,20,1.0,2483.713792288552,False,0.06468172069572485,0.25,485532,0.0,0.0,22,0,0,1,3,3.0,24,25,13,72.0,12.0,4,4,13,1160,0.9447457380010746,52.29711536114337
29,13,0,0,0,10.000000000000002,20,10.0,9.564832381583503,14,10.0,17.364947028802217,8,16.0,19.32974122276597,35,18.285714285714285,48.00000000000001,20,48.0,14,2.3110000000000004,28981,308,0,0.0,3080.0000000000005,False,-0.14771997430956968,0,2.666000000000001,28628,292,0,0.0,2920.0000000000005,False,-0.15981123118594845,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,8,4.474000000000001,36187,469,0,0.0,4485.906386962663,False,-0.3383272521783517,24,2.942000000000001,66137,270,0,0.0,4688.535697776599,False,-0.1571017558140403,11,3.091000000000001,64160,242,0,0.0,4202.317180970136,False,-0.18442785906227996,0,0.44300000000000006,100303,19,11,1.0,895.2650832325536,False,0.06293857194298963,0,0.3620000000000001,99662,98,19,1.0,2806.3146398310655,False,0.0662568689129666,0.25,483568,0.0,0.0,22,0,0,4,10,10.0,30,34,11,162.0,27.0,9,4,11,1160,1.191871981951408,53.48898734309478
30,11,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.322844786766993,6,16.0,19.346762910357445,5,20.0,48.00000000000001,20,48.0,0,2.297,28861,320,0,0.0,3200.0000000000005,False,-0.14939543715618106,0,2.6660000000000004,28548,300,0,0.0,3000.0000000000005,False,-0.1609282064170227,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,6,4.526000000000001,36055,469,0,0.0,4485.906386962663,False,-0.34059997945107895,0,2.918000000000001,66137,270,0,0.0,4677.168092427088,False,-0.15717171461365576,5,3.1300000000000012,63939,248,0,0.0,4296.065507118215,False,-0.1865710781763911,2,0.463,100713,14,10,1.0,750.8546807450043,False,0.06650237210922097,0,0.36200000000000004,99998,88,22,1.0,2758.5151361114554,False,0.06954958662294387,0.25,483761,0.0,0.0,24,0,0,4,3,2.6666666666666665,26,30,11,126.0,27.0,7,4,11,1016,1.1317739799851552,54.62076132307993
31,11,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,16.94938582647223,32,14.90625,19.290177168262755,38,19.026315789473685,48.00000000000001,20,48.0,0,2.2970000000000006,28761,330,0,0.0,3300.0000000000005,False,-0.15079165619502388,0,2.666000000000001,28448,310,0,0.0,3100.0000000000005,False,-0.1623244254558655,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,32,4.840000000000001,34854,469,0,0.0,4485.906386962663,False,-0.3612783541067263,4,2.9580000000000006,65668,294,0,0.0,4983.119432982836,False,-0.16106148419605612,34,3.4650000000000007,62117,256,0,0.0,4339.042771576891,False,-0.20873258187225743,2,0.4810000000000001,100902,17,10,1.0,807.9330118604669,False,0.06879745219106646,0,0.36200000000000004,99932,103,24,1.0,3138.888248331064,False,0.07085977870090762,0.25,480192,0.0,0.0,23,0,0,3,10,10.0,26,29,10,126.0,27.0,7,4,10,1064,1.1109689109725878,55.73173023405252
32,10,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,16.919773092011912,6,16.0,19.299010898156574,11,19.454545454545453,48.000000000000014,20,48.0,0,2.2970000000000006,28651,341,0,0.0,3410.0000000000005,False,-0.15232749713775098,0,2.666000000000001,28358,319,0,0.0,3190.0000000000005,False,-0.16358102259082405,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,6,4.868000000000002,34722,469,0,0.0,4485.906386962663,False,-0.3635510813794536,11,3.0640000000000005,65327,294,0,0.0,4974.413289051502,False,-0.16531224512861406,0,3.431000000000001,62021,262,0,0.0,4432.9805501071205,False,-0.2093360788349614,1,0.4890000000000001,101273,12,10,1.0,711.588130777879,False,0.07220334510090139,0,0.3620000000000001,100250,99,25,1.0,3110.6020789175013,False,0.07406552766216962,0.25,480112,0.0,0.0,21,0,0,4,4,4.0,25,29,14,108.0,42.0,6,4,14,1112,1.1077510280301794,56.8394812620827
33,14,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,16.919773092011912,0,,19.0537822105941,59,18.28813559322034,48.00000000000001,20,48.0,0,2.2970000000000006,28511,355,0,0.0,3550.0000000000005,False,-0.15428220379213092,0,2.666000000000001,28298,325,0,0.0,3250.0000000000005,False,-0.16441875401412973,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,4.862000000000001,34722,469,0,0.0,4485.906386962663,False,-0.3635510813794536,32,3.373000000000001,63704,294,0,0.0,4974.413289051502,False,-0.18528885907408763,27,3.701000000000001,60802,262,0,0.0,4432.9805501071205,False,-0.22434007908113038,0,0.4880000000000001,101363,13,14,1.0,919.6991687377234,False,0.07425066818978591,0,0.3620000000000001,100041,137,21,1.0,3618.368162851392,False,0.0745390523967474,0.25,476951,0.0,0.0,21,0,0,10,9,9.0,25,35,8,198.0,24.0,11,3,8,1160,1.279737354023382,58.11921861610608
34,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,16.919773092011912,0,,19.199979770964045,40,20.0,48.0,20,48.0,0,2.2970000000000006,28391,367,0,0.0,3670.0000000000005,False,-0.15595766663874228,0,2.6660000000000004,28218,333,0,0.0,3330.0000000000005,False,-0.165535729245204,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,4.862000000000001,34722,469,0,0.0,4485.906386962663,False,-0.3635510813794536,14,3.481000000000001,63341,294,0,0.0,4974.413289051502,False,-0.1897568263336113,26,3.934000000000001,59814,262,0,0.0,4432.9805501071205,False,-0.23650082743487522,0,0.4880000000000001,101589,17,14,1.0,998.3996561063888,False,0.07705016435146066,0,0.36200000000000004,99975,153,21,1.0,3945.5969049574987,False,0.07556890280612698,0.25,475560,0.0,0.0,21,0,0,2,4,4.0,25,27,11,90.0,24.0,5,3,11,1160,0.9184395810007118,59.03765819710679
35,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,16.92202508444103,5,17.0,19.188353765248355,25,19.08,48.0,20,48.0,0,2.2970000000000006,28271,379,0,0.0,3790.0,False,-0.15763312948535366,0,2.666000000000001,28138,341,0,0.0,3410.0,False,-0.16665270447627825,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,5,4.912000000000001,34617,469,0,0.0,4485.906386962663,False,-0.365358932619123,12,3.5870000000000006,62938,294,0,0.0,4975.075374825663,False,-0.19471305695842409,13,4.038000000000001,59280,267,0,0.0,4518.180697545756,False,-0.24254919873502517,0,0.4880000000000001,101837,21,13,1.0,1026.9554290702154,False,0.07981724655309501,0,0.36200000000000004,100210,154,22,1.0,4011.0064798482467,False,0.07839323985782684,0.25,474801,0.0,0.0,23,0,0,4,7,7.0,23,27,11,126.0,27.0,7,4,11,1160,1.0439896429888904,60.081647840095684
36,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,16.92202508444103,0,,19.111666622279294,52,18.769230769230766,48.00000000000001,20,48.0,0,2.297,28151,391,0,0.0,3910.0,False,-0.15930859233196504,0,2.666000000000001,28058,349,0,0.0,3490.0,False,-0.1677696797073525,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,4.907000000000001,34617,469,0,0.0,4485.906386962663,False,-0.365358932619123,24,3.8150000000000013,61903,294,0,0.0,4975.075374825663,False,-0.20745230245045437,28,4.305000000000001,58008,267,0,0.0,4518.180697545756,False,-0.25820554681798413,0,0.4880000000000001,101997,33,11,1.0,1158.684998535217,False,0.0822001635202576,0,0.36200000000000004,100034,174,24,1.0,4477.429992276598,False,0.07899683490149598,0.25,472278,0.0,0.0,24,0,0,5,8,8.0,29,34,11,126.0,27.0,7,4,11,1160,1.034827187017072,61.116475027112756
37,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,46,18.0,19.069177606792884,27,18.666666666666668,48.00000000000001,20,48.0,0,2.2970000000000006,28061,400,0,0.0,4000.0,False,-0.16056518946692358,0,2.666000000000001,27948,360,0,0.0,3600.0,False,-0.1693055206500796,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,46,5.367000000000001,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,13,3.9210000000000007,61038,317,0,0.0,5440.472581456333,False,-0.21523495241887913,14,4.417000000000001,57101,290,0,0.0,4977.088481458475,False,-0.26654508904265817,0,0.48800000000000004,102345,32,10,1.0,1090.2136834173723,False,0.08551043774551542,0,0.3620000000000001,100142,182,25,1.0,4670.590324436305,False,0.0811551950437111,0.25,468991,0.0,0.0,19,0,0,4,8,8.0,25,29,11,126.0,27.0,7,4,11,1160,0.9291955049848184,62.045670532097574
38,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.26055044455936,28,21.0,48.00000000000001,20,48.0,0,2.297,28011,405,0,0.0,4050.0,False,-0.16126329898634498,0,2.6660000000000004,27798,375,0,0.0,3750.0,False,-0.1713998492083438,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,14,4.048000000000001,60702,317,0,0.0,5440.472581456333,False,-0.21937059153513244,14,4.543000000000001,56765,290,0,0.0,4977.088481458475,False,-0.2706807281589115,2,0.508,102219,50,10,1.0,1443.0275222279681,False,0.08604224045064071,0,0.36200000000000004,100526,172,27,1.0,4608.814676464211,False,0.08488059648923467,0.25,468377,0.0,0.0,24,0,0,3,3,2.6666666666666665,29,32,11,126.0,27.0,7,4,11,1016,0.9265625069965608,62.972233039094135
39,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.097050728591583,78,18.564102564102566,48.00000000000001,20,48.0,0,2.2970000000000006,27921,414,0,0.0,4140.0,False,-0.16251989612130352,0,2.666000000000001,27688,386,0,0.0,3860.0,False,-0.1729356901510709,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,42,4.454000000000001,58177,317,0,0.0,5440.472581456333,False,-0.25044942715578605,36,4.889000000000001,54827,290,0,0.0,4977.088481458475,False,-0.29453450377587254,0,0.506,102357,51,13,1.0,1597.9495871581707,False,0.08831539582823317,0,0.36200000000000004,99900,229,24,1.0,5525.224616847472,False,0.08311032661733116,0.25,463226,0.0,0.0,23,0,0,4,15,15.0,25,29,9,126.0,27.0,7,4,9,1160,0.880572664027568,63.8528057031217
40,9,0,0,0,9.999999999999998,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.05999724165879,18,18.444444444444443,48.00000000000001,20,48.0,0,2.2970000000000006,27811,425,0,0.0,4249.999999999999,False,-0.1640557370640306,0,2.666000000000001,27598,395,0,0.0,3949.999999999999,False,-0.17419228728602942,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.452000000000001,58077,317,0,0.0,5440.472581456333,False,-0.2516802721308614,14,4.993000000000001,54449,290,0,0.0,4977.088481458475,False,-0.29918709778165753,0,0.506,102633,55,12,1.0,1624.2998482912335,False,0.09136624913378297,0,0.3620000000000001,100252,223,25,1.0,5450.37938488991,False,0.0864291785878035,0.25,463176,0.0,0.0,22,0,0,3,2,2.0,26,29,8,108.0,9.0,6,3,8,1160,0.7998024330008775,64.65260813612258
41,8,0,0,0,9.999999999999998,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.06654041361081,2,20.0,48.0,20,48.0,0,2.2970000000000006,27731,433,0,0.0,4329.999999999999,False,-0.16517271229510486,0,2.666000000000001,27478,407,0,0.0,4069.999999999999,False,-0.1758677501326408,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.448000000000001,58077,317,0,0.0,5440.472581456333,False,-0.2516802721308614,2,4.9990000000000006,54399,290,0,0.0,4977.088481458475,False,-0.2998025202691952,0,0.506,103065,45,13,1.0,1481.9943186124865,False,0.09517325694262,0,0.3620000000000001,100740,215,24,1.0,5251.3061889263245,False,0.09052754227423292,0.25,463846,0.0,0.0,23,0,0,2,1,1.0,25,27,8,72.0,12.0,4,4,8,1160,0.7549697210197337,65.40757785714231
42,8,0,0,0,9.999999999999998,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.080759633780442,4,20.0,48.00000000000001,20,48.0,0,2.2970000000000006,27621,444,0,0.0,4439.999999999999,False,-0.16670855323783196,0,2.6660000000000004,27388,416,0,0.0,4159.999999999999,False,-0.17712434726759935,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.468000000000001,58027,317,0,0.0,5440.472581456333,False,-0.2522956946183991,2,5.017000000000001,54349,290,0,0.0,4977.088481458475,False,-0.3004179427567329,1,0.5160000000000001,103640,37,10,1.0,1185.9881064498763,False,0.0996781563878771,0,0.36200000000000004,100988,207,28,1.0,5293.717244192551,False,0.09336771242386743,0.25,464369,0.0,0.0,23,0,0,2,3,2.5,24,26,8,72.0,12.0,4,4,8,1064,0.7555593569995835,66.1631372141419
43,8,0,0,0,9.999999999999998,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.09605915221511,4,20.0,48.00000000000001,0,,0,2.2970000000000006,27521,454,0,0.0,4539.999999999999,False,-0.16810477227667475,0,2.666000000000001,27288,426,0,0.0,4259.999999999999,False,-0.17852056630644214,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.486000000000001,57977,317,0,0.0,5440.472581456333,False,-0.25291111710593683,2,5.035000000000002,54299,290,0,0.0,4977.088481458475,False,-0.3010333652442706,0,0.5150000000000001,103600,29,20,1.0,1513.7857154142382,False,0.10098531263076563,0,0.36200000000000004,100948,199,38,1.0,5624.115771290807,False,0.09468858876030394,0.25,463989,0.0,0.0,12,0,0,0,2,2.0,23,23,8,72.0,12.0,4,4,8,200,0.7694972030003555,66.93263441714225
44,8,0,0,0,9.999999999999998,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.120457163048336,6,20.0,48.00000000000001,0,,0,2.297,27381,468,0,0.0,4679.999999999999,False,-0.1700594789310547,0,2.666000000000001,27228,432,0,0.0,4319.999999999999,False,-0.17935829772974785,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.524000000000002,57869,317,0,0.0,5440.472581456333,False,-0.2542404296790182,2,5.053000000000002,54249,290,0,0.0,4977.088481458475,False,-0.3016487877318083,0,0.5150000000000001,103520,23,30,1.0,1879.770514750112,False,0.10207190227752348,0,0.36200000000000004,100908,191,48,1.0,5956.007318142232,False,0.096017340919672,0.25,463511,0.0,0.0,13,0,0,6,3,3.0,19,25,8,72.0,12.0,4,4,8,200,0.7546632809680887,67.68729769811034
45,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.137697287306285,4,20.0,48.00000000000001,0,,0,2.2970000000000006,27311,475,0,0.0,4750.0,False,-0.17103683225824468,0,2.666000000000001,27098,445,0,0.0,4450.0,False,-0.1811733824802435,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.520000000000001,57869,317,0,0.0,5440.472581456333,False,-0.2542404296790182,4,5.091000000000001,54141,290,0,0.0,4977.088481458475,False,-0.3029781003048897,0,0.5150000000000001,103480,15,40,1.0,2207.0654593095946,False,0.1033764069172843,0,0.3620000000000001,100868,183,58,1.0,6286.198603577051,False,0.09733712403638255,0.25,463123,0.0,0.0,12,0,0,8,2,2.0,18,26,8,72.0,12.0,4,4,8,200,0.7577612249879166,68.44505892309826
46,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.156077206723197,4,20.0,48.00000000000001,0,,0,2.297,27241,482,0,0.0,4820.0,False,-0.17201418558543463,0,2.6660000000000004,26968,458,0,0.0,4580.0,False,-0.18298846723073917,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.520000000000001,57869,317,0,0.0,5440.472581456333,False,-0.2542404296790182,4,5.127000000000002,54033,290,0,0.0,4977.088481458475,False,-0.30430741287797114,0,0.5150000000000001,103440,7,50,1.0,2534.0925404470627,False,0.1046794985517069,0,0.36200000000000004,100828,175,68,1.0,6616.3135111765605,False,0.09865650425265896,0.25,462735,0.0,0.0,13,0,0,7,2,2.0,21,28,8,72.0,12.0,4,4,8,200,0.7643444060231559,69.20940332912141
47,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.19424309484368,8,20.0,48.00000000000001,0,,0,2.2970000000000006,27131,493,0,0.0,4930.0,False,-0.17355002652816173,0,2.666000000000001,26878,467,0,0.0,4670.0,False,-0.18424506436569768,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.560000000000001,57761,317,0,0.0,5440.472581456333,False,-0.25556974225209966,4,5.163000000000001,53925,290,0,0.0,4977.088481458475,False,-0.3056367254510525,0,0.5150000000000001,103360,1,60,1.0,2899.1942430948443,False,0.10576142977841882,0,0.36200000000000004,100748,169,78,1.0,6987.827083028583,False,0.09977225870669722,0.25,462159,0.0,0.0,10,0,0,10,4,4.0,17,27,8,72.0,12.0,4,4,8,200,0.7547864280059002,69.96418975712731
48,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.19424309484368,0,,48.00000000000001,0,,0,2.2970000000000006,27061,500,0,0.0,5000.0,False,-0.17452737985535172,0,2.666000000000001,26748,480,0,0.0,4800.0,False,-0.18606014911619334,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.556000000000001,57761,317,0,0.0,5440.472581456333,False,-0.25556974225209966,0,5.159000000000001,53925,290,0,0.0,4977.088481458475,False,-0.3056367254510525,0,0.5150000000000001,103360,0,61,0.1,2928.0000000000005,False,0.10591338291923827,0,0.3620000000000001,100748,159,88,1.0,7275.884652080146,False,0.10129179011489244,0.1375,461959,0.0,0.0,12,0,0,11,0,0.0,13,24,8,72.0,12.0,4,4,8,200,0.7522241449914873,70.7164139021188
49,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.20423969739037,2,20.0,48.00000000000001,0,,0,2.2970000000000006,26931,513,0,0.0,5130.0,False,-0.17634246460584738,0,2.666000000000001,26678,487,0,0.0,4870.0,False,-0.18703750244338332,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.576000000000001,57711,317,0,0.0,5440.472581456333,False,-0.2561851647396373,0,5.159000000000001,53925,290,0,0.0,4977.088481458475,False,-0.3056367254510525,0,0.5150000000000001,103360,0,61,0.0,2928.0000000000005,False,0.10591338291923827,0,0.3620000000000001,100708,151,98,1.0,7603.840194305947,False,0.10259977947093928,0.125,461669,0.0,0.0,9,0,0,14,1,1.0,13,27,8,72.0,12.0,4,4,8,200,0.7506556570297107,71.46706955914851
50,8,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.235841411040326,6,20.0,48.00000000000001,0,,0,2.2970000000000006,26811,525,0,0.0,5250.0,False,-0.17801792745245873,0,2.6660000000000004,26598,495,0,0.0,4950.0,False,-0.18815447767445756,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.594000000000001,57661,317,0,0.0,5440.472581456333,False,-0.256800587227175,4,5.199000000000002,53817,290,0,0.0,4977.088481458475,False,-0.30696603802413397,0,0.5150000000000001,103280,0,65,0.4,3120.0000000000005,False,0.1060821859998945,0,0.36200000000000004,100668,143,108,1.0,7934.7253217787675,False,0.10392322267119673,0.175,461191,0.0,0.0,13,0,0,12,3,3.0,14,26,8,72.0,12.0,4,4,8,200,0.7557550820056349,72.22282464115415
51,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.257678103915676,4,20.0,48.00000000000001,0,,0,2.2970000000000006,26731,533,0,0.0,5330.000000000001,False,-0.179134902683533,0,2.666000000000001,26478,507,0,0.0,5070.000000000001,False,-0.18982994052106894,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.612000000000001,57611,317,0,0.0,5440.472581456333,False,-0.25741600971471273,2,5.215000000000002,53767,290,0,0.0,4977.088481458475,False,-0.3075814605116717,0,0.5150000000000001,103240,0,67,0.2,3216.0000000000005,False,0.10616658754022261,0,0.36200000000000004,100628,135,118,1.0,8263.786544028617,False,0.1052370445958148,0.15,460811,0.0,0.0,10,0,0,12,2,2.0,15,27,8,72.0,12.0,4,4,8,200,0.7573529409710318,72.98017758212518
