index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,36,0,0,0,9.999999999999998,8,10.0,35.84359546561025,34,37.0,40.87725860073864,48,53.541666666666664,59.511463239181595,16,59.125,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,14,1.2580000000000002,62472,4,10,1.0,398.43595465610247,False,0.12155224641328677,0,1.0550000000000002,93271,17,19,1.0,1386.0090363294084,False,0.012663187642551381,2,4.261000000000001,70039.0,171,0,0.0,6129.254824619353,False,-0.2121520071095746,0,0.4700000000000001,119898,149,47,1.0,8887.750303751593,False,-0.0016870451548285643,0,0.2,119322,178,60,1.0,10846.839825282374,False,0.0015529249842731073,15,2.204000000000001,138436,188,0,0.0,11188.15508896614,False,-0.08203797565051392,5,2.1760000000000006,145650,145,0,0.0,8629.16216968133,False,-0.04421498078519924,0.5,805785,0.0,0.0,8,0,0,20,8,7.823529411764706,10,30,34,341.0,78.0,20,16,34,4185,2.323745761066675,117.87827076483518
26,34,0,0,0,9.999999999999996,13,10.0,35.84359546561025,0,,40.74032877582003,2,20.0,62.16768081684363,34,74.26470588235294,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.2440000000000002,62342,7,20,1.0,786.8719093122049,False,0.12270147917207005,0,1.0550000000000002,93271,7,29,1.0,1432.3747027580525,False,0.012913032270840506,2,4.279000000000001,69989.0,171,0,0.0,6129.254824619353,False,-0.2126908640861559,0,0.4700000000000001,120666,139,49,1.0,8709.122059864323,False,0.0037619711440374792,0,0.2,121039,170,44,1.0,9661.233847830525,False,0.01057884998968516,6,2.2490000000000006,136196,217,0,0.0,13490.386737255067,False,-0.08897787556164011,14,2.3110000000000004,144921,150,0,0.0,9325.152122526544,False,-0.04664328012859446,0.5,805121,0.0,0.0,9,0,0,9,7,7.0,20,29,32,255.0,106.0,17,17,32,2655,2.2425939748063684,120.12086473964155
27,32,0,0,0,9.999999999999996,7,10.0,35.79184879812868,13,35.0,40.74032877582003,0,,61.143827178803946,14,48.714285714285715,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.2440000000000002,62727,4,17,1.0,648.4614295681877,False,0.12835288238486894,0,1.0550000000000002,92816,10,39,1.0,1946.7913102382681,False,0.010781403562050856,0,4.277000000000001,69989.0,171,0,0.0,6120.4061444800045,False,-0.21273854581642213,0,0.4700000000000001,121252,129,47,1.0,8129.26228948457,False,0.006139051518580815,0,0.2,121135,160,52,1.0,9697.93161742901,False,0.011496931472112107,10,2.343000000000001,135669,226,0,0.0,13818.504942409692,False,-0.09129104491207986,10,2.3970000000000007,144360,155,0,0.0,9477.293212714612,False,-0.049733931967997205,0.5,804645,0.0,0.0,6,0,0,15,6,6.0,12,27,34,219.0,126.0,17,15,34,1207,2.6337420092895627,122.75460674893111
28,34,0,0,0,9.999999999999995,11,10.0,35.87021181925547,15,36.86666666666667,40.74032877582003,0,,63.70704135601227,32,76.96875,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.2440000000000002,63170,5,12,1.0,480.4425418310657,False,0.13477730938126192,0,1.055,92299,14,49,1.0,2498.459075484758,False,0.008182322664781088,0,4.277000000000001,69953.0,172,0,0.0,6169.676432911941,False,-0.21286102645296345,0,0.4700000000000001,121617,119,52,1.0,8160.8652748352215,False,0.009196421072464643,0,0.2,123233,150,35,1.0,8340.795763833434,False,0.02289323240025631,8,2.4130000000000007,135069,231,0,0.0,14716.326553238834,False,-0.09225399754866462,12,2.5070000000000006,142134,182,0,0.0,11594.681526794233,False,-0.057173644928700036,0.5,804172,0.0,0.0,9,0,0,18,5,5.0,11,29,34,253.0,169.0,18,16,34,3126,2.7533493731170893,125.5079561220482
29,34,0,0,0,9.999999999999995,8,10.0,35.87021181925547,0,,42.33823340801041,28,58.0,64.3761505298026,24,69.33333333333333,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.2440000000000002,63090,3,22,1.0,819.1446600236204,False,0.13637631901093097,0,1.055,93923,4,31,1.0,1455.9660829253446,False,0.020066851043363736,0,4.277000000000001,69953.0,172,0,0.0,6169.676432911941,False,-0.21286102645296345,0,0.4700000000000001,122469,123,38,1.0,7653.89642931778,False,0.014001768053976535,0,0.2,122421,154,45,1.0,9417.01471867472,False,0.02069422698421023,11,2.515000000000001,134652,235,0,0.0,15128.39537450361,False,-0.0935985667024524,9,2.5850000000000004,140477,202,0,0.0,13003.982407020125,False,-0.06324335442817773,0.5,803682,0.0,0.0,6,0,0,18,6,6.0,10,28,31,303.0,176.0,18,16,31,3368,2.9883805997669697,128.49633672181517
30,31,0,0,0,9.999999999999995,9,10.0,34.63424938044645,25,25.48,40.686040404833015,20,18.2,64.3761505298026,0,,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,3,1.2740000000000002,63550,2,10,1.0,366.3424938044645,False,0.1405567609818041,0,1.055,94156,1,23,1.0,970.4131786916058,False,0.01996148885477595,2,4.297000000000001,69357.0,190,0,0.0,6580.507382284825,False,-0.21707041038116145,0,0.4700000000000001,122105,133,48,1.0,8501.298599273316,False,0.014481094640284041,0,0.2,122421,144,55,1.0,9399.478097435098,False,0.02062382818997321,7,2.5740000000000007,134539,235,0,0.0,15128.39537450361,False,-0.09431876147371089,13,2.7060000000000004,140159,202,0,0.0,13003.982407020125,False,-0.06527009723579014,0.5,802984,0.0,0.0,6,0,0,17,8,7.428571428571429,14,31,29,303.0,104.0,20,11,29,960,3.3506373185664415,131.8469740403816
31,29,0,0,0,9.999999999999996,10,10.0,34.63424938044645,0,,40.686040404833015,0,,64.87375832756376,3,95.0,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.2710000000000001,63450,2,20,1.0,712.684987608929,False,0.14186621975705477,0,1.0550000000000002,94156,0,24,0.1,976.4649697159923,False,0.019994099352919018,0,4.295000000000001,69357.0,190,0,0.0,6580.507382284825,False,-0.21707041038116145,0,0.4700000000000001,122105,123,58,1.0,8767.06095279316,False,0.015547967727508055,0,0.2,122706,134,62,1.0,9474.102430556577,False,0.023211600096973876,13,2.6970000000000005,133941,238,0,0.0,15439.954481960176,False,-0.09713721150157373,7,2.763000000000001,140052,202,0,0.0,13104.49918216788,False,-0.06563173451527747,0.3875,802464,0.0,0.0,5,0,0,18,6,6.0,13,31,23,300.0,96.0,19,10,23,385,2.463608371093869,134.31058241147548
32,23,0,0,0,9.999999999999996,6,10.0,34.994707631551016,34,37.0,39.96474923951331,9,18.88888888888889,65.53297730139987,14,73.35714285714286,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,14,1.411,64242,0,8,0.8,279.9576610524081,False,0.1521676986081749,0,1.0550000000000002,93607,7,30,1.0,1443.9054306062562,False,0.01659628528492734,5,4.345000000000001,68593.0,207,0,0.0,7243.904479731061,False,-0.22172938344129667,0,0.4700000000000001,122853,113,57,1.0,8251.396370244796,False,0.019483414036887383,0,0.2,122815,133,69,1.0,9837.087082651862,False,0.0255438976598202,7,2.754000000000001,132801,252,0,0.0,16514.310279952766,False,-0.10097924092760842,13,2.886000000000001,139731,202,0,0.0,13237.661414882774,False,-0.06725324911447034,0.475,801339,0.0,0.0,7,0,0,14,8,7.823529411764706,14,28,24,244.0,59.0,16,7,24,1796,1.958754774183035,136.26933718565851
33,24,0,0,0,9.999999999999996,5,10.0,34.994707631551016,0,,38.89215348643183,32,30.6875,62.99266727945948,13,31.307692307692307,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.397,64192,0,13,0.5,454.9311992101632,False,0.15283855472726926,0,1.0550000000000002,94409,0,14,0.7,544.4901488100456,False,0.020392989194894108,9,4.430000000000001,68328.0,207,0,0.0,7243.904479731061,False,-0.2245853254171774,0,0.4700000000000001,122363,126,55,1.0,8365.008039660683,False,0.016005395496100798,0,0.2,122730,132,78,1.0,10047.19230800684,False,0.025704895577778105,12,2.8670000000000004,132434,253,0,0.0,15937.144821703248,False,-0.10515753520763516,8,2.9530000000000007,139283,214,0,0.0,13480.430797804329,False,-0.06933490077308026,0.4,800436,0.0,0.0,6,0,0,13,7,7.0,15,28,26,270.0,84.0,16,8,26,1259,2.1394428769126534,138.40878006257117
34,26,0,0,0,9.999999999999996,11,10.0,35.14267705728706,16,37.0,39.629620319967934,10,58.0,63.91521666490527,5,93.0,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,3,1.4270000000000003,64587,1,10,1.0,361.4267705728706,False,0.15907073113846767,0,1.0550000000000002,94397,6,14,1.0,765.6707468232734,False,0.02145551060375302,0,4.421,68328.0,207,0,0.0,7274.5341508584215,False,-0.22442027529740374,0,0.4700000000000001,122073,121,65,1.0,8949.673141934963,False,0.01602412302466025,0,0.2,122905,127,83,1.0,10337.924763823066,False,0.028277043980919913,13,2.9850000000000008,131656,258,0,0.0,16490.12589954556,False,-0.10835385814219844,7,3.0150000000000006,139170,214,0,0.0,13677.856366289729,False,-0.06942595898621522,0.5,799813,0.0,0.0,6,0,0,16,7,6.1875,13,29,25,227.0,129.0,17,9,25,1155,3.162884371355176,141.57166443392634
35,25,0,0,0,9.999999999999995,12,10.0,35.26700189973144,14,37.0,38.02356184498982,22,21.0,65.40534468875734,17,78.23529411764706,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,4,1.4640000000000002,64869,3,10,1.0,382.6700189973144,False,0.16430743230012457,8,1.135,93981,10,10,1.0,732.9056374472126,False,0.016795663480839315,0,4.421,68328.0,207,0,0.0,7300.269393244408,False,-0.22428159914836668,0,0.4700000000000001,123257,111,60,1.0,8144.93604611931,False,0.02229966618809539,0,0.2,122589,139,91,1.0,11237.161463130502,False,0.02934983566354012,12,3.0920000000000014,130803,265,0,0.0,17332.416342520693,False,-0.11110624357076175,8,3.088,138320,224,0,0.0,14650.797210281644,False,-0.07174288023644805,0.5,798844,0.0,0.0,6,0,0,15,7,5.64935064935065,15,30,22,272.0,81.0,18,7,22,1450,2.666295289993286,144.23795972391963
36,22,0,0,0,9.999999999999996,13,10.0,35.26700189973144,0,,36.676793651928655,64,31.84375,64.68371955062288,6,47.0,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.4600000000000002,64739,6,20,1.0,765.3400379946288,False,0.16540507201269372,0,1.127,94001,0,19,1.0,696.8590793866445,False,0.01681696687854504,63,5.051000000000001,65057.0,207,0,0.0,7300.269393244408,False,-0.25953362255631374,0,0.4700000000000001,122801,113,70,1.0,8672.33805121154,False,0.020755740779801024,0,0.2,121289,181,95,1.0,12783.45300830826,False,0.025119841545331468,7,3.150000000000001,130408,271,0,0.0,17529.287998218802,False,-0.11299636716479462,13,3.210000000000001,138024,224,0,0.0,14489.153179339526,False,-0.07414451957483162,0.5,793016,0.0,0.0,5,0,0,9,11,11.0,17,26,21,255.0,96.0,15,7,21,432,2.073048743419349,146.31100846733898
37,21,0,0,0,9.999999999999996,11,10.0,34.69083768907903,5,13.0,33.04451002209046,113,24.548672566371682,60.587542041276876,19,30.894736842105264,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.46,64694,7,25,1.0,937.2709422269758,False,0.1661381819845288,2,1.147,94357,0,5,0.5,165.22255011045232,False,0.01778886802374449,92,5.908000000000001,57449.0,207,0,0.0,7181.003401639359,False,-0.3421687732293733,0,0.4700000000000001,121057,177,72,1.0,10211.181300881948,False,0.012931070158977612,0,0.2,120846,210,94,1.0,12634.576056519025,False,0.02096544437872948,8,3.2230000000000003,130092,273,0,0.0,16540.398977268585,False,-0.11816165830496551,12,3.317000000000001,137355,241,0,0.0,14601.597631947727,False,-0.07805000053553263,0.4375,782547,0.0,0.0,9,0,0,9,11,10.105263157894736,16,25,16,214.0,84.0,13,8,16,874,1.736890216358006,148.04789868369699
38,16,0,0,0,9.999999999999996,9,10.0,34.73888357327972,32,35.0,30.863800780648695,77,21.246753246753247,50.6686654995744,60,27.35,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,7,1.5300000000000002,65521,6,10,1.0,407.38883573279725,False,0.17619668243645015,0,1.145,93797,6,15,1.0,671.3903131494087,False,0.014481190190374941,77,6.585999999999999,51135.0,223,0,0.0,7746.771036841378,False,-0.4071669538585318,0,0.4700000000000001,120417,232,64,1.0,10403.19637308326,False,0.008563476993879065,0,0.2,121491,212,62,1.0,9684.583026471137,False,0.014301589000863656,8,3.2950000000000004,129513,284,0,0.0,14389.90100187913,False,-0.12870485716600447,12,3.425000000000001,135893,290,0,0.0,14693.912994876577,False,-0.08707373712611514,0.5,774464,0.0,0.0,10,0,0,7,10,9.4375,13,20,15,144.0,84.0,8,8,15,2291,1.4896519286558032,149.5375506123528
39,15,0,0,0,9.999999999999996,11,10.0,34.73888357327972,0,,29.776045188607853,41,19.829268292682926,50.301642047551354,8,42.0,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.5230000000000001,65411,7,20,1.0,764.7776714655945,False,0.1774260247272284,3,1.1750000000000003,93992,0,6,0.6,178.65627113164712,False,0.013927600637638357,23,6.739000000000002,50583.0,223,0,0.0,7746.771036841378,False,-0.4131159348799891,0,0.4700000000000001,120423,240,66,1.0,10466.159220404275,False,0.008864406916004089,0,0.2,121008,225,72,1.0,10321.328394860464,False,0.012979833301996218,8,3.3670000000000013,129044,292,0,0.0,14688.079477884996,False,-0.13074377803378867,12,3.5330000000000004,135625,290,0,0.0,14587.476193789893,False,-0.08912099210402061,0.45,772783,0.0,0.0,5,0,0,8,7,6.2,10,18,18,126.0,99.0,7,8,18,506,1.4266223479062319,150.96417296025902
40,18,0,0,0,9.999999999999996,7,10.0,34.80125453068092,33,35.15151515151515,29.30357567322539,16,18.25,43.475559187139645,69,26.652173913043477,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,13,1.6530000000000002,66124,4,10,1.0,388.0125453068092,False,0.18681447901095954,8,1.2520000000000002,93250,8,10,1.0,571.4457929777013,False,0.008047536846919884,2,6.7360000000000015,50007.0,238,0,0.0,8282.69857830206,False,-0.416435684303624,0,0.4700000000000001,121360,244,33,1.0,8584.765917442603,False,0.008834727332530162,0,0.2,121618,217,56,1.0,8793.50723556973,False,0.011744119867885436,7,3.4290000000000007,128667,298,0,0.0,12955.716637767615,False,-0.13866707678115123,13,3.6510000000000007,133753,353,0,0.0,15346.872393060294,False,-0.09863203657996615,0.5,771476,0.0,0.0,14,0,0,10,9,8.5,12,22,19,177.0,113.0,10,8,19,2579,1.5440261689946055,152.50819912925363
41,19,0,0,0,9.999999999999996,9,10.0,34.9668163152589,16,37.0,29.30357567322539,0,,42.48545877278295,33,36.03030303030303,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,6,1.7000000000000002,66452,3,10,1.0,379.66816315258905,False,0.19260964014345805,0,1.2440000000000002,93250,0,18,0.8,527.464362118057,False,0.007810539838332366,0,6.734000000000001,49415.0,254,0,0.0,8881.57134407576,False,-0.41958868322712956,0,0.4700000000000001,121696,234,35,1.0,8344.027764582144,False,0.010565979528960327,0,0.2,122471,207,41,1.0,7807.743974041756,False,0.014635429274687467,8,3.5020000000000007,127348,331,0,0.0,14062.686853791156,False,-0.14354601326372138,12,3.758000000000001,133493,353,0,0.0,14997.366946792381,False,-0.10140289178343041,0.475,770822,0.0,0.0,6,0,0,13,6,5.375,12,25,21,243.0,60.0,14,5,21,1279,1.568598611280322,154.07679774053395
42,21,0,0,0,9.999999999999996,8,10.0,35.273726421678525,34,37.0,29.04388140177797,28,25.785714285714285,42.1810226590257,11,36.0,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,24,1.9340000000000006,66798,1,10,1.0,362.73726421678526,False,0.19865009452761137,1,1.2540000000000002,93118,7,10,1.0,537.3548989695294,False,0.006441253268003354,9,6.824000000000002,48521.0,271,0,0.0,9559.17986027488,False,-0.4255721052049549,0,0.4700000000000001,122092,224,34,1.0,7939.984204405138,False,0.01212338703676028,0,0.2,121749,225,51,1.0,8686.105471010353,False,0.012364737101814299,10,3.5940000000000007,126751,342,0,0.0,14425.90974938679,False,-0.1461934527622759,10,3.846000000000001,133287,353,0,0.0,14889.900998636072,False,-0.10305827523347029,0.5,769013,0.0,0.0,5,0,0,13,11,9.611764705882353,13,26,25,253.0,63.0,15,6,25,918,1.6351994508877397,155.7119971914217
43,25,0,0,0,9.999999999999996,8,10.0,35.273726421678525,0,,28.862153991386407,7,20.0,39.727455998784734,35,24.942857142857143,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.9100000000000004,66718,0,19,0.9,670.2008020118919,False,0.1999695842983221,0,1.2530000000000003,93198,0,13,0.7,375.2080018880233,False,0.006429684563299728,3,6.845000000000001,48446.0,271,0,0.0,9559.17986027488,False,-0.42638039066982686,0,0.4700000000000001,122690,214,20,1.0,6971.050074132386,False,0.013034917440636812,0,0.2,121884,222,50,1.0,8393.770986027019,False,0.012275077823025829,8,3.664000000000001,126405,349,0,0.0,13864.882143575873,False,-0.15018647900098192,12,3.9560000000000004,132368,381,0,0.0,15136.160735536983,False,-0.10813067795331797,0.45,768406,0.0,0.0,7,0,0,16,6,6.0,13,29,35,272.0,66.0,18,7,35,1033,1.8883716873824596,157.60036887880415
44,35,0,0,0,9.999999999999996,11,10.0,35.273726421678525,0,,30.452644512443435,109,35.027522935779814,38.89526975234306,27,32.074074074074076,57.99999999999999,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.9100000000000004,66608,1,29,1.0,1032.9380662286771,False,0.2012467838206542,0,1.2530000000000001,93378,0,4,0.0,121.81057804977374,False,0.007004119982162604,100,7.842000000000001,45987.0,271,0,0.0,9559.17986027488,False,-0.452881376778094,0,0.4700000000000001,119415,308,12,1.0,9846.157746860694,False,-0.0017175246207981436,0,0.2,122207,217,51,1.0,8591.882616569721,False,0.015663669056176235,8,3.736000000000001,125874,358,0,0.0,13924.506571338816,False,-0.15338075177072694,12,4.064,131667,399,0,0.0,15519.212631184882,False,-0.11137776245304426,0.375,761833,0.0,0.0,8,0,0,19,8,8.0,13,32,35,332.0,128.0,21,14,35,1156,2.342015310190618,159.94238418899477
45,35,0,0,0,9.999999999999998,12,10.0,34.753023974810866,18,28.88888888888889,30.97654989391982,95,33.07368421052632,37.79987951154275,16,22.5,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,1.9100000000000004,67008,3,21,1.0,759.8135034710282,False,0.20596121533555564,4,1.2930000000000001,93293,0,5,0.5,154.8827494695991,False,0.006266274824977107,87,8.612,42007.0,284,0,0.0,9869.858808846286,False,-0.4941002769248171,0,0.4700000000000001,119155,311,22,1.0,10465.304366263004,False,-0.001319511664754448,0,0.2,119685,289,45,1.0,10653.217497362251,False,0.003690095290971885,13,3.858000000000001,125562,358,0,0.0,13532.356865132304,False,-0.1566189186080092,7,4.122000000000001,131200,415,0,0.0,15686.949997290241,False,-0.11381961352535254,0.4375,754607,0.0,0.0,8,0,0,15,12,12.0,17,32,38,313.0,96.0,20,15,38,1080,2.835318310186267,162.77770249918103
46,38,0,0,0,9.999999999999998,5,10.0,34.30736118803078,31,31.451612903225808,31.881098033078136,75,37.04,37.79987951154275,0,,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,10,2.0100000000000002,67643,0,8,0.8,274.45888950424626,False,0.21298214794023027,66,1.9490000000000003,92606,5,10,1.0,490.3477862709353,False,0.0006700567215452587,4,8.565,41347.0,300,0,0.0,10292.208356409235,False,-0.49893732901308757,0,0.4700000000000001,119155,301,32,1.0,10805.806652325888,False,4.7396478281661046e-05,0,0.2,116907,354,55,1.0,13364.902076844512,False,-0.007728089164186427,9,3.9350000000000005,125391,358,0,0.0,13532.356865132304,False,-0.15770877087248,11,4.225000000000001,130963,415,0,0.0,15686.949997290241,False,-0.11533011052347876,0.475,750709,0.0,0.0,4,0,0,14,9,8.929577464788732,16,30,30,306.0,175.0,19,19,30,675,1.8523791208863258,164.63008162006736
47,30,0,0,0,9.999999999999998,12,10.0,34.4667037851699,13,37.0,31.881098033078136,0,,37.79987951154275,0,,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,5,2.0500000000000003,67859,2,10,1.0,364.667037851699,False,0.21765481699611394,0,1.8830000000000005,92606,0,15,0.5,478.216470496172,False,0.0006046862801419136,0,8.561000000000002,40866.0,313,0,0.0,10788.078284758178,False,-0.5014491034241226,0,0.4700000000000001,119155,291,42,1.0,10864.994467110533,False,0.00028499930595473255,0,0.2,116907,344,65,1.0,13424.089891629157,False,-0.007490486336513472,5,3.9760000000000013,125324,358,0,0.0,13532.356865132304,False,-0.1581357890111908,15,4.364000000000001,130557,415,0,0.0,15686.949997290241,False,-0.11791771297596502,0.4375,749971,0.0,0.0,3,0,0,9,7,6.384615384615385,19,28,25,268.0,87.0,16,14,25,120,1.6538113057613373,166.2838929258287
48,25,0,0,0,9.999999999999998,10,10.0,34.6229972992036,13,37.0,31.828812774884607,2,20.0,37.270206254770706,8,23.0,58.0,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,3,2.0750000000000006,68153,2,10,1.0,366.229972992036,False,0.2229301703054102,0,1.8830000000000005,92125,3,25,1.0,899.5893112697261,False,-0.0023085208846429905,2,8.581000000000001,40816.0,313,0,0.0,10836.998154650726,False,-0.5017243522688534,0,0.4700000000000001,119299,283,44,1.0,10647.443090502255,False,0.0005678073836721209,0,0.2,116907,334,75,1.0,13426.08893591926,False,-0.007482461397973331,9,4.061000000000001,125156,358,0,0.0,13342.733839207913,False,-0.15981079323651734,11,4.459000000000001,130153,423,0,0.0,15765.297245768008,False,-0.12024289924357874,0.5,749306,0.0,0.0,4,0,0,7,8,7.230769230769231,14,21,30,153.0,100.0,10,15,30,284,1.482616363093257,167.76650928892195
49,30,0,0,0,9.999999999999998,11,10.0,34.15567753729193,4,12.0,31.828812774884607,0,,37.36598184254716,2,47.0,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,0,2.0720000000000005,68091,3,16,1.0,576.4908405966709,False,0.22370202437943298,0,1.8830000000000005,92077,0,32,0.7,1018.5220087963074,False,-0.002184946444102696,0,8.579,40816.0,313,0,0.0,10690.727069172373,False,-0.5025125442176747,0,0.4700000000000001,119393,273,52,1.0,10632.29694335595,False,0.0012617097411360832,0,0.2,116907,324,85,1.0,13488.643795679121,False,-0.007231341946820928,13,4.182000000000001,124764,360,0,0.0,13451.753463316976,False,-0.1619617549065117,7,4.518000000000001,130040,423,0,0.0,15805.810319397448,False,-0.12083399090069781,0.4625,748785,0.0,0.0,5,0,0,9,6,6.0,16,25,25,189.0,114.0,13,17,25,252,1.65725773666054,169.4237670255825
50,25,0,0,0,9.999999999999998,9,10.0,34.5969220685167,32,37.0,31.77125513982297,2,20.0,39.33633180920861,11,72.0909090909091,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,16,2.232000000000001,68721,2,10,1.0,365.969220685167,False,0.2330926575340035,0,1.8830000000000005,91485,6,42,1.0,1541.9742482836648,False,-0.005744354135276492,2,8.599000000000002,40174.0,329,0,0.0,11382.387360541994,False,-0.5057044080626907,0,0.4700000000000001,119708,265,57,1.0,10661.553525177977,False,0.003908221165368543,0,0.2,117345,314,89,1.0,13477.107644923977,False,-0.0037610490199918,8,4.2490000000000006,124196,366,0,0.0,14397.09744217035,False,-0.16256931893101945,12,4.631000000000001,129419,428,0,0.0,16835.950014341284,False,-0.12150912667033793,0.5,747745,0.0,0.0,6,0,0,13,7,7.0,13,26,26,242.0,84.0,15,10,26,1475,1.8534305393695831,171.27719756495208
51,26,0,0,0,9.999999999999996,10,10.0,34.78759644998761,16,37.0,31.64533326211115,4,20.0,40.21845107198515,5,71.0,58.00000000000001,20,58.0,0,0.2,56697,0,0,0.0,0.0,False,0.0146387730632259,6,2.2760000000000007,69039,2,10,1.0,367.8759644998761,False,0.23880058666493553,0,1.8830000000000007,90933,12,50,1.0,1999.717820505409,False,-0.009226751982964533,2,8.617,40124.0,329,0,0.0,11445.119232045923,False,-0.505905229973133,0,0.4700000000000001,119983,259,62,1.0,10689.685281349868,False,0.006229066098295772,0,0.2,117345,304,99,1.0,13601.80796780832,False,-0.0032604535944491843,11,4.351000000000001,123995,366,0,0.0,14719.953092346565,False,-0.1628215284306556,9,4.7090000000000005,128896,433,0,0.0,17414.58931416957,False,-0.12299846619491912,0.5,747012,0.0,0.0,5,0,0,9,7,6.375,16,25,24,233.0,92.0,14,12,24,495,1.6197926355525851,172.89699020050466
