index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,35,0,0,0,10.000000000000002,20,10.0,18.847704767920828,15,23.333333333333332,17.45151358077416,16,12.5625,27.672401140979858,25,30.6,37.00000000000001,0,,0,0.9110000000000003,17138,5,17,1.0,370.4109810546541,False,0.27292273425874974,5,2.851000000000001,7927,270,0,0.0,2700.0000000000005,False,-0.318318759644353,11,3.136000000000001,5784,186,0,0.0,3505.673086833274,False,-0.6307825139167865,0,0.2,20931,190,30,1.0,4104.609313328182,False,0.12591508630108714,0,0.2,25038,0,36,0.8,996.2064410752748,False,0.04472050159708857,0,0.2,22563,106,145,1.0,5862.35860500414,False,0.043005330871908956,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,31665,43,53,1.0,3150.913249062134,False,-0.016903566055510744,0.6,164858,0.0,0.0,12,0,0,12,3,3.0,16,28,33,257.0,146.0,16,19,33,1450,1.4155229200259782,46.540838644024916
27,33,0,0,0,10.000000000000002,20,10.0,18.983184842542094,31,19.838709677419356,16.591193161949857,16,6.0,28.99031398006633,10,43.0,37.00000000000001,0,,6,0.9710000000000001,17449,5,10,1.0,239.83184842542096,False,0.29097772975330366,8,2.926000000000001,7748,280,0,0.0,2800.0000000000005,False,-0.3277977808802998,16,3.2850000000000006,5172,194,0,0.0,3682.7378594531665,False,-0.65642634939859,0,0.2,20521,203,40,1.0,4517.234249514039,False,0.11593676210047617,0,0.2,25438,0,31,0.5,898.6997333820563,False,0.05909053171423423,0,0.2,22497,107,155,1.0,6268.756335238915,False,0.04861834339563293,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,31235,43,63,1.0,3577.5835011428526,False,-0.02331149442294367,0.5625,163872,0.0,0.0,8,0,0,16,6,5.2,17,33,39,236.0,103.0,19,14,39,955,1.6083149940241128,48.14915363804903
28,39,0,0,0,10.000000000000002,20,10.0,18.90478281084031,21,18.142857142857142,17.361566502569804,12,29.666666666666668,28.903953301000442,10,28.0,37.00000000000001,0,,6,1.0250000000000001,17547,7,10,1.0,259.0478281084031,False,0.29888484929489306,5,2.968000000000001,7613,288,0,0.0,2880.0000000000005,False,-0.33477845543390405,1,3.2790000000000012,4924,202,0,0.0,3818.7661277897423,False,-0.6652435671437382,0,0.2,20716,206,39,1.0,4571.4863526333265,False,0.12681835968827043,0,0.2,25343,0,31,0.5,896.0225523310137,False,0.055149174658000545,0,0.2,22516,104,160,1.0,6430.235444427331,False,0.05269883902195577,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30955,43,73,1.0,3943.869991943019,False,-0.026176061872367474,0.5625,163426,0.0,0.0,13,0,0,13,4,3.6,13,26,36,219.0,142.0,15,24,36,1056,1.3996654459624551,49.548819084011484
29,36,0,0,0,10.000000000000002,20,10.0,19.296234791414847,26,22.346153846153847,17.472474767613118,12,19.166666666666668,28.261469355929453,5,15.0,37.00000000000001,0,,6,1.0790000000000002,17829,7,10,1.0,262.9623479141485,False,0.319750251595053,10,3.063000000000001,7388,298,0,0.0,2980.0000000000005,False,-0.3476375927694908,7,3.3480000000000008,4275,218,0,0.0,4206.579184528437,False,-0.6875378635054025,0,0.2,20806,206,44,1.0,4743.813256806436,False,0.13544832353907882,0,0.2,25228,0,34,0.8,960.8899581016015,False,0.051771262899431354,0,0.2,22476,98,170,1.0,6516.752317734093,False,0.05283214658049527,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30880,38,83,1.0,4144.93583552532,False,-0.025420918083441962,0.6,162694,0.0,0.0,9,0,0,16,5,4.75,12,28,45,237.0,81.0,16,20,45,698,1.4767054689582437,51.02552455296973
30,45,0,0,0,10.000000000000002,20,10.0,19.671760701637265,16,24.5,17.265455776115946,9,13.222222222222221,27.613836792605674,5,15.0,37.00000000000001,0,,1,1.0830000000000004,18052,8,10,1.0,276.71760701637265,False,0.33664184021663496,5,3.1030000000000006,7243,307,0,0.0,3070.0000000000005,False,-0.3549856712469689,4,3.381000000000001,3815,229,0,0.0,4504.833200674933,False,-0.7027670307971652,0,0.2,20881,201,49,1.0,4800.031234058772,False,0.14049946686079384,0,0.2,25303,0,29,0.0,800.8012669855646,False,0.051564891113725135,0,0.2,22357,97,180,1.0,6645.239832952268,False,0.05059198610956653,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30805,33,93,1.0,4352.256614155987,False,-0.02457327850828138,0.5,162268,0.0,0.0,8,0,0,17,3,2.090909090909091,13,30,42,233.0,118.0,18,27,42,390,1.6906272229971364,52.716151775966864
31,42,0,0,0,10.000000000000002,20,10.0,18.840403682165505,32,13.65625,15.270062702114238,29,3.8275862068965516,28.841910250232367,20,34.5,37.00000000000001,6,37.0,12,1.2020000000000002,18056,10,10,1.0,288.40403682165504,False,0.33736512737238783,10,3.198000000000001,7038,315,0,0.0,3150.0000000000005,False,-0.3671100007348079,29,3.6670000000000007,2894,229,0,0.0,4314.4524432159005,False,-0.7525485611322221,0,0.2,20444,223,59,1.0,5102.3437205476475,False,0.1264964414967827,0,0.2,25563,10,29,1.0,989.116024277881,False,0.06605400368771998,0,0.2,22676,96,180,1.0,6657.469864444793,False,0.06389293180961406,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30337,43,97,1.0,4829.202140759993,False,-0.03136161509582402,0.625,160820,0.0,0.0,10,0,0,20,6,5.545454545454545,13,33,37,301.0,108.0,21,21,37,1112,1.6025257399887778,54.31867751595564
32,37,0,0,0,10.000000000000002,20,10.0,18.63041166555212,25,16.88,15.551248570025056,21,17.904761904761905,29.592039461525005,14,35.0,37.00000000000001,0,,0,1.1900000000000002,18018,10,18,1.0,435.34740997993816,False,0.3399716147395082,23,3.418000000000001,6843,325,0,0.0,3250.0000000000005,False,-0.37776471452715116,11,3.748000000000001,2520,231,0,0.0,4303.62509474254,False,-0.7711354260828261,0,0.2,20424,236,59,1.0,5314.300818701779,False,0.13070839216924943,0,0.2,25448,10,35,1.0,1191.2338668536258,False,0.06548365312878175,0,0.2,22905,97,180,1.0,6835.038214366931,False,0.07689396175524554,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29847,47,107,1.0,5349.825854691676,False,-0.038154710536323244,0.625,159817,0.0,0.0,11,0,0,15,5,5.0,14,29,35,228.0,121.0,16,21,35,1092,1.3217989139957353,55.64047642995138
33,35,0,0,0,10.000000000000002,20,10.0,19.092139331347617,11,27.90909090909091,16.458483828650177,16,26.5,28.667138653080382,7,15.0,37.00000000000001,0,,0,1.1900000000000002,18255,7,17,1.0,394.5663686329095,False,0.3558882492700752,0,3.395000000000001,6713,338,0,0.0,3380.0000000000005,False,-0.38254096553751193,6,3.7970000000000015,2180,239,0,0.0,4563.02130019208,False,-0.7814377773920521,0,0.2,20702,229,59,1.0,5343.150452768965,False,0.14503381307913998,0,0.2,25203,10,38,1.0,1253.9361071035562,False,0.05674295518356079,0,0.2,22831,93,190,1.0,6977.395340149739,False,0.07677853250725651,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29742,44,117,1.0,5590.354100735538,False,-0.03770326953839557,0.625,159438,0.0,0.0,11,0,0,12,3,3.0,17,29,41,246.0,147.0,16,19,41,962,1.367647073988337,57.008123503939714
34,41,0,0,0,10.000000000000002,20,10.0,18.52671719577398,37,15.486486486486486,16.55566096418856,11,18.09090909090909,28.667138653080382,0,,37.00000000000001,0,,0,1.1900000000000002,18540,6,12,1.0,282.32060634928774,False,0.37270631958076605,22,3.6150000000000007,6383,349,0,0.0,3490.0000000000005,False,-0.40274818135057683,6,3.8510000000000013,2027,239,0,0.0,4427.885409789981,False,-0.792243045858277,0,0.2,20304,256,64,1.0,5802.401903826207,False,0.1367854284971882,0,0.2,25197,3,48,1.0,1425.689638240424,False,0.06001083414966295,0,0.2,22638,91,200,1.0,7239.992878357236,False,0.07425424208070285,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29742,34,127,1.0,5673.682714204734,False,-0.03647103522115324,0.625,158643,0.0,0.0,9,0,0,21,3,3.0,7,28,37,287.0,147.0,21,20,37,750,1.6465547580155544,58.65467826195527
35,37,0,0,0,10.0,20,10.0,17.89817172015187,15,9.0,16.130813756166678,5,2.0,28.606153868338573,10,28.0,37.00000000000001,8,37.0,0,1.1900000000000002,18470,3,22,1.0,423.7597778433411,False,0.37275919530617024,15,3.7430000000000003,6043,362,0,0.0,3620.0,False,-0.4229553971636417,5,3.8950000000000014,1897,239,0,0.0,4277.663041116297,False,-0.8022911124989884,0,0.2,20169,261,74,1.0,5865.103036915973,False,0.1317078096535534,0,0.2,25187,0,56,0.8,1601.9446166269602,False,0.06320714758063582,0,0.2,22918,81,200,1.0,7027.826687917216,False,0.08136944499278352,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29758,34,129,1.0,5745.609231523513,False,-0.034934206324329906,0.6,158254,0.0,0.0,9,0,0,17,4,4.0,8,25,39,285.0,206.0,18,19,39,776,1.7408814940135926,60.39555975596886
36,39,0,0,0,10.0,20,10.0,17.087286819708567,22,9.545454545454545,15.498499763647429,9,4.666666666666667,28.883151480435636,28,29.857142857142858,37.00000000000001,6,37.0,0,1.1900000000000002,18455,0,26,0.9,444.26945731242273,False,0.3724105172059822,17,3.8980000000000006,5661,376,0,0.0,3760.0,False,-0.4458814020133735,9,3.9800000000000013,1637,241,0,0.0,4118.036123549765,False,-0.8189380266607122,0,0.2,19989,271,84,1.0,5932.528708287406,False,0.12454143703246474,0,0.2,25788,0,38,0.5,1097.5597562565542,False,0.07747739140564891,0,0.2,23111,75,205,1.0,7083.433535762862,False,0.09040284612696597,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29144,52,133,1.0,6422.923876982654,False,-0.04307754825235634,0.55,157597,0.0,0.0,13,0,0,19,6,6.0,10,29,38,315.0,138.0,23,16,38,1303,1.4321729320217855,61.82773268799065
37,38,0,0,0,10.0,20,10.0,18.08050767430617,55,21.763636363636362,16.31755622789364,18,23.0,30.294172541549916,15,41.0,37.00000000000001,0,,9,1.2800000000000002,19216,0,9,0.9,162.72456906875553,False,0.4179853247508544,20,4.081000000000001,5226,387,0,0.0,3870.0,False,-0.47380410022779046,0,3.971000000000001,965,262,0,0.0,4737.093010668216,False,-0.8366949245415124,0,0.2,19878,295,76,1.0,6573.884037240237,False,0.1348132081820466,0,0.2,25993,0,33,0.0,999.7076938711472,False,0.08386261289267166,0,0.2,23107,83,205,1.0,7564.662537932905,False,0.10008310227739854,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,28529,57,143,1.0,7017.767834868346,False,-0.05247001308901651,0.4875,156726,0.0,0.0,11,0,0,18,5,4.642857142857142,5,23,39,251.0,151.0,17,21,39,1901,2.4920009690104052,64.31973365700105
38,39,0,0,0,10.0,20,10.0,18.310707084877066,14,22.142857142857142,14.808903850895485,27,6.518518518518518,28.859541695082807,12,15.0,37.00000000000001,12,37.0,0,1.2710000000000001,19406,0,8,0.8,146.48565667901653,False,0.4313500498449195,5,4.111000000000001,5051,399,0,0.0,3990.0,False,-0.4822543904768903,26,4.231000000000001,-180,271,0,0.0,4962.201620001685,False,-0.8872727766618898,0,0.2,19850,290,85,1.0,6568.8618819404655,False,0.13331851961839183,0,0.2,26043,5,37,1.0,1141.8475619725411,False,0.08881576651745987,0,0.2,23061,85,209,1.0,7290.401041598423,False,0.09259094713411657,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,28793,59,141,1.0,6919.712960009887,False,-0.04611213533642072,0.6,155836,0.0,0.0,16,0,0,12,7,7.0,7,19,40,257.0,142.0,19,20,40,1106,1.535164000990335,65.85489765799139
39,40,0,0,0,10.0,20,10.0,18.616675265743964,34,20.61764705882353,14.79121932415863,1,12.0,29.364823214561692,5,41.0,37.0,12,37.0,4,1.3110000000000002,19594,2,10,1.0,206.16675265743964,False,0.44735714426693507,22,4.3260000000000005,4800,407,0,0.0,4070.0,False,-0.49775883606436916,0,4.205000000000001,-1272,283,0,0.0,5268.519100205542,False,-0.9332650982166868,0,0.2,19545,302,94,1.0,7012.610546725588,False,0.12924632701527436,0,0.2,26031,0,43,0.6,1262.6873982261527,False,0.09079669840498615,0,0.2,23266,75,214,1.0,7393.4136172281,False,0.10308500628458249,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29032,54,139,1.0,6728.700453586332,False,-0.04186826491206775,0.575,154808,0.0,0.0,12,0,0,11,3,3.8385416666666665,9,20,39,327.0,135.0,20,20,39,861,1.6645163820357993,67.51941404002719
40,39,0,0,0,9.999999999999998,20,10.0,19.33195914579866,21,27.19047619047619,14.152057763349774,9,4.0,28.68569716163219,5,14.0,37.0,12,37.0,6,1.3670000000000004,19866,3,10,1.0,223.3195914579866,False,0.46797411975376535,5,4.354000000000001,4690,416,0,0.0,4159.999999999999,False,-0.5025350870747299,9,4.295000000000001,-9428,304,0,0.0,5876.915580322792,False,-1.3179122230852205,0,0.2,19545,292,104,1.0,7116.746077961585,False,0.1317970430108653,0,0.2,26101,0,38,0.0,1090.0564921420232,False,0.09012920861068655,0,0.2,23230,74,224,1.0,7472.848438693494,False,0.10323709116502668,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29406,49,137,1.0,6474.599160919977,False,-0.03456466401100235,0.5,147222,0.0,0.0,12,0,0,11,3,61.96981182795699,6,17,40,250.0,124.0,17,22,40,714,1.3888412700034678,68.90825531003065
41,40,0,0,0,9.999999999999998,20,10.0,18.71614488248053,44,15.545454545454545,16.344100045732958,21,30.61904761904762,28.68569716163219,0,,37.0,11,37.0,0,1.3610000000000002,19807,2,19,1.0,375.6067527671301,False,0.4692338435141132,43,4.779000000000001,4261,427,0,0.0,4269.999999999999,False,-0.5300169005804982,2,4.306000000000001,-22510,305,0,0.0,5708.424189156562,False,-1.962905398786152,0,0.2,19519,325,95,1.0,7635.436591150804,False,0.14322825138761588,0,0.2,26101,0,38,0.0,1090.0564921420232,False,0.09012920861068655,0,0.2,22587,85,234,1.0,8101.701639709234,False,0.0897946577692844,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29813,39,136,1.0,6150.742189303655,False,-0.027316600773340062,0.5,133390,0.0,0.0,11,0,0,12,5,333.4516129032258,8,20,50,257.0,84.0,20,20,50,1234,1.7543093099957332,70.66256462002639
42,50,3,14,1,9.999999999999998,20,10.0,18.11364100633749,15,8.333333333333334,16.344100045732958,0,,28.55489074881507,24,28.0,37.0,9,37.0,0,1.3610000000000002,19747,0,27,0.8,489.0683071711123,False,0.4689936184573117,15,4.886000000000001,3901,441,0,0.0,4409.999999999999,False,-0.5513263281651848,0,4.304000000000001,-24310,305,0,0.0,5524.660506932935,True,-2.0555856437825666,0,0.2,19394,330,105,1.0,7693.632036893333,False,0.13853015325756454,0,0.2,26101,0,38,0.0,1085.0858484549726,False,0.09002753034519034,0,0.2,23259,75,220,1.0,7507.883468169287,False,0.10514019286031358,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29474,53,137,1.0,6582.409209687199,False,-0.030959286500544227,0.475,155688,0.0,0.1,10,0,0,18,3,3.0,7,25,44,355.0,120.0,29,21,44,1205,2.0817750669666566,72.74433968699304
43,44,5,0,0,9.999999999999998,20,10.0,17.95802662254009,19,16.05263157894737,18.91462837293188,23,34.78260869565217,28.55489074881507,0,,36.99999999999999,12,37.0,0,1.3610000000000002,19842,3,28,1.0,532.8247454311224,False,0.4775819217220634,10,4.971000000000001,3701,448,0,0.0,4479.999999999999,False,-0.5634506576530237,0,4.304000000000001,-24310,305,0,0.0,5477.198119874727,True,-2.056748196740442,0,0.2,19889,339,92,1.0,7827.916835350823,False,0.1660686042068981,0,0.2,25476,8,48,1.0,1521.9517829265783,False,0.07339425976612067,0,0.2,23084,70,230,1.0,7891.648858332697,False,0.10583088938208692,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29918,43,135,1.0,6222.8603021990475,False,-0.023144737043075802,0.625,155722,0.0,0.1,15,0,0,14,2,2.0,8,22,27,336.0,199.0,22,22,27,1669,1.6027001820039004,74.34703986899694
44,27,0,0,0,9.999999999999998,20,10.0,17.536929549162647,10,8.0,19.438643371200037,5,35.0,28.55489074881507,0,,36.99999999999999,12,37.0,0,1.3610000000000004,19742,3,38,1.0,696.4033228681806,False,0.47624378436579395,10,5.061000000000002,3471,458,0,0.0,4579.999999999999,False,-0.5766771989124844,0,4.304000000000002,-24310,305,0,0.0,5348.763512494607,True,-2.059894099042409,0,0.2,19984,339,97,1.0,7830.56752417254,False,0.17078742772185715,0,0.2,25301,3,58,1.0,1714.4995935448742,False,0.07017345648130088,0,0.2,23084,60,240,1.0,8019.4923819876185,False,0.10844602507850142,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30362,33,133,1.0,5863.311394710896,False,-0.015330187585607268,0.625,155756,0.0,0.1,11,0,0,4,2,2.0,7,11,33,187.0,153.0,11,16,33,819,0.9869309299974702,75.33397079899441
45,33,1,0,0,10.0,20,10.0,17.542141781304604,33,17.575757575757574,19.438643371200037,0,,28.188781237823864,13,25.0,36.99999999999999,8,37.0,0,1.3610000000000002,20082,4,30,1.0,566.2642534391381,False,0.4964458907134669,15,5.201000000000001,3166,467,0,0.0,4670.0,False,-0.5957822029539276,0,4.304000000000001,-24310,305,0,0.0,5350.353243297905,True,-2.0598551598663133,0,0.2,19404,362,107,1.0,8430.19016555067,False,0.15706143549577883,0,0.2,25301,0,61,0.3,1719.5156555072558,False,0.07027606381187361,0,0.2,23409,50,237,1.0,7652.673321924258,False,0.114238704781006,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30333,36,135,1.0,6009.796124561658,False,-0.014021706427279358,0.5375,155507,0.0,0.1,12,0,0,9,3,3.0,6,15,27,244.0,144.0,15,18,27,1271,1.2233885960304178,76.55735939502483
46,27,2,0,0,10.0,20,10.0,16.813251462392042,20,8.75,19.89216745081678,6,30.333333333333332,27.425139961409513,30,24.533333333333335,37.0,10,37.0,0,1.3610000000000002,19982,4,40,1.0,712.5300584956817,False,0.4944716753066235,20,5.386,2741,477,0,0.0,4770.0,False,-0.6233374972444705,0,4.304000000000001,-24310,305,0,0.0,5128.041696029572,True,-2.0653005022282476,0,0.2,19411,372,111,1.0,8462.560131050503,False,0.15819723046711656,0,0.2,25855,0,37,0.6,1014.730178572152,False,0.07852412098703412,0,0.2,23409,40,247,1.0,7569.696268500821,False,0.11254134657163234,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29967,56,135,1.0,6530.807837838933,False,-0.0171417272294018,0.575,155177,0.0,0.1,14,0,0,9,4,4.0,5,14,22,207.0,113.0,14,13,22,1488,1.4211232250090688,77.9784826200339
47,22,0,0,0,10.0,20,10.0,16.813251462392042,0,,20.007511248400867,5,23.0,26.66454319425099,14,19.642857142857142,37.0,11,37.0,0,1.3610000000000002,19852,7,50,1.0,910.6625731196021,False,0.49219863961788535,0,5.366000000000001,2671,484,0,0.0,4840.0,False,-0.6259093247115879,0,4.304000000000001,-24310,305,0,0.0,5128.041696029572,True,-2.0653005022282476,0,0.2,19526,362,116,1.0,8407.26833420042,False,0.16247656724147397,0,0.2,25930,0,32,0.0,853.2653822160316,False,0.0782895999307783,0,0.2,23494,35,248,1.0,7313.069605868275,False,0.11076933285333783,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30099,60,134,1.0,6557.872591655059,False,-0.012837563710294257,0.5,155384,0.0,0.1,14,0,0,9,0,0.0,3,12,28,175.0,60.0,12,10,28,997,1.2934093970106915,79.27189201704459
48,28,1,0,0,10.0,20,10.0,16.813251462392042,0,,21.073618938203683,10,34.0,26.66454319425099,0,,37.0,10,37.0,0,1.3610000000000004,19752,7,60,1.0,1078.7950877435226,False,0.49102781570076864,0,5.366000000000001,2571,494,0,0.0,4940.0,False,-0.629583363950327,0,4.304000000000001,-24310,305,0,0.0,5128.041696029572,True,-2.0653005022282476,0,0.2,19866,352,116,1.0,8362.804311593627,False,0.17804350932233456,0,0.2,25760,0,37,0.5,986.5880981872866,False,0.0740618602092068,0,0.2,23324,30,258,1.0,7511.660712262866,False,0.1078767072835344,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,30469,50,134,1.0,6291.227159712549,False,-0.005837762337150258,0.5625,155554,0.0,0.1,11,0,0,9,0,0.0,4,13,22,147.0,104.0,13,15,22,910,1.366547885001637,80.63843990204623
49,22,2,0,0,10.0,20,10.0,16.277291741527957,41,13.439024390243903,22.60524691553027,15,34.666666666666664,28.68345998469393,23,40.0,37.0,0,,0,1.3610000000000002,19707,6,65,1.0,1118.0239631993172,False,0.4891624646630655,36,5.726000000000002,2053,505,0,0.0,5050.0,False,-0.6636049673010508,0,4.304000000000001,-24310,305,0,0.0,4964.573981166027,True,-2.069304512292019,0,0.2,19835,383,111,1.0,8743.385144629068,False,0.18584689033040377,0,0.2,26160,5,24,1.0,801.4292742103057,False,0.08663890018022145,0,0.2,23324,20,268,1.0,8139.272214208579,False,0.12071497390272423,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29549,63,144,1.0,7135.057979035718,False,-0.020568762879514445,0.625,154440,0.0,0.1,12,0,0,5,3,3.0,5,10,28,165.0,96.0,10,12,28,1685,0.9617492650286295,81.60018916707486
50,28,0,0,0,10.0,20,10.0,15.906054741017734,40,13.75,22.60524691553027,0,,28.68345998469393,0,,37.0,0,,0,1.3610000000000002,19992,6,55,1.0,934.8330107559754,False,0.50337398084929,20,5.8900000000000015,1618,515,0,0.0,5150.0,False,-0.6918950694393416,0,4.304000000000001,-24310,305,0,0.0,4851.346696010409,True,-2.0720779234798803,0,0.2,19285,413,121,1.0,9304.435484819487,False,0.17264575233477406,0,0.2,26160,0,29,0.5,831.8203395561239,False,0.08726057234292274,0,0.2,23324,10,278,1.0,8200.054344900214,False,0.12195831822812696,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29549,53,154,1.0,7218.223379188778,False,-0.01933894210356109,0.5625,153740,0.0,0.1,8,0,0,9,4,4.0,3,12,26,186.0,153.0,12,16,26,585,0.9233369010034949,82.52352606807835
51,26,0,0,0,10.000000000000002,20,10.0,15.596109760446293,10,8.0,23.52155888030713,10,34.5,29.52286879622314,10,41.0,37.0,0,,0,1.3610000000000002,19912,8,60,1.0,1015.7665856267776,False,0.5004690493653751,5,5.920000000000002,1483,523,0,0.0,5230.000000000001,False,-0.6988757439929458,0,4.304000000000001,-24310,305,0,0.0,4756.8134769361195,True,-2.074393438570124,0,0.2,19550,413,121,1.0,9287.301955581483,False,0.1852080036148896,0,0.2,25985,0,34,0.5,1003.7775390715867,False,0.08361857257848021,0,0.2,23564,5,278,1.0,8324.965319751569,False,0.13433222844478118,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,29139,53,164,1.0,7632.712046199827,False,-0.025335501505385254,0.5625,153445,0.0,0.1,10,0,0,8,1,1.0,4,12,33,175.0,87.0,12,14,33,995,0.9414659540052526,83.4649920220836
52,33,0,0,0,10.000000000000002,20,10.0,15.299909514569975,10,8.5,23.99264300919518,5,35.0,30.47158927423233,10,43.0,37.0,0,,0,1.3610000000000004,19812,8,70,1.0,1150.9936660198982,False,0.49808926688294153,10,6.0150000000000015,1258,533,0,0.0,5330.000000000001,False,-0.7117348813285326,0,4.304000000000002,-24310,305,0,0.0,4666.472401943843,True,-2.076606270466275,0,0.2,19640,413,126,1.0,9341.935648675993,False,0.19095516701797857,0,0.2,25985,0,34,0.0,1036.0340353238992,False,0.08427840353728881,0,0.2,23819,0,278,1.0,8471.101818236588,False,0.14775399538183914,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,28709,53,174,1.0,8052.994231534313,False,-0.03183789436391941,0.5,153035,0.0,0.1,8,0,0,7,2,2.0,4,11,34,183.0,94.0,11,22,34,805,0.9032450820086524,84.36823710409226
53,34,0,0,0,10.000000000000002,20,10.0,14.448992669425945,30,8.333333333333332,23.99264300919518,0,,31.23534619648287,10,41.0,37.0,0,,0,1.3610000000000002,19797,8,70,1.0,1091.4294868598163,False,0.4947986437967454,20,6.205000000000001,823,543,0,0.0,5430.000000000001,False,-0.7400249834668234,0,4.304000000000001,-24310,305,0,0.0,4406.9427641749135,True,-2.082963239989837,0,0.2,19390,433,136,1.0,9519.41327511198,False,0.18305524114809132,0,0.2,25985,0,34,0.0,1062.0017706804176,False,0.08480959314896741,0,0.2,24229,0,268,0.0,8371.072780657409,False,0.16248154442289012,0,0.2,33812,0,0,0.0,0.0,False,0.0,0,0.6500000000000001,28299,53,184,1.0,8463.473348413592,False,-0.03789374558716441,0.375,152335,0.0,0.1,10,0,0,10,4,4.0,4,14,24,237.0,120.0,14,20,24,695,0.8009349160129204,85.16917202010518
