index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
44,23,0,0,0,9.999999999999998,20,10.0,15.880614272312854,42,20.19047619047619,38.48272502439796,0,,16.65949669351128,13,26.23076923076923,41.00000000000001,8,41.0,4,3.2820000000000005,38914,443,0,0.0,4429.999999999999,False,-0.1886170842375222,0,0.5960000000000002,56892,7,16,1.0,324.0898283570057,False,0.12554833131147167,0,0.6320000000000001,68097,377,30,1.0,7141.473331393885,False,0.08238165716244451,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,3,1.9940000000000004,81889,5,10,1.0,359.00859205710253,False,-0.07482578071349683,0,10.325000000000001,13899.0,266,0,0.0,10236.404856489857,False,-0.7856153763190209,0,0.254,119161,178,120,1.0,7885.390411445009,False,0.07638233776687971,8,3.772000000000001,100775,906,0,0.0,15093.50400432122,False,-0.052866606024756894,0.5,546752,0.0,0.0,10,0,0,12,5,4.6,17,29,20,186.0,29.0,16,7,20,1300,1.3504166239872575,92.91998180188239
45,20,0,0,0,10.0,20,10.0,15.616604885448659,5,5.0,38.066256471075086,18,35.0,15.545058335596144,22,3.6363636363636362,41.00000000000001,9,41.0,5,3.3280000000000007,38729,453,0,0.0,4530.0,False,-0.19128033142631684,0,0.5960000000000002,56792,7,26,1.0,476.0317270216651,False,0.12507429204006373,0,0.6320000000000001,68702,372,22,1.0,6646.834659750553,False,0.08778362753349452,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.9910000000000003,81259,13,20,1.0,805.762500835899,False,-0.07940972143464983,22,10.545000000000002,12911.0,266,0,0.0,10125.624221305972,False,-0.7973777184107841,0,0.254,119156,173,130,1.0,8019.295092058133,False,0.07692403072563189,9,3.8540000000000014,100576,923,0,0.0,14348.08884375524,False,-0.05786544818587695,0.5,545250,0.0,0.0,7,0,0,9,7,7.0,17,26,27,149.0,47.0,12,8,27,830,1.4401469649747014,94.36012876685709
46,27,0,0,0,10.0,20,10.0,15.616604885448659,0,,38.48755637459211,6,48.0,15.272775903770762,11,9.545454545454545,41.0,9,41.0,0,3.323000000000001,38619,464,0,0.0,4640.0,False,-0.1923653580587887,0,0.5960000000000001,56702,6,36,1.0,622.1977758761517,False,0.12474055805756706,0,0.6320000000000001,68990,362,26,1.0,6653.88743427181,False,0.09218648478600731,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.9910000000000003,81327,3,26,1.0,512.5548426218161,False,-0.08029583769631245,7,10.593,12370.0,272,0,0.0,10468.615333889054,False,-0.8015432139094928,0,0.254,119051,174,140,1.0,8397.463007256112,False,0.07765923600682052,9,3.935000000000001,100452,923,0,0.0,14096.772159180413,False,-0.06004838696497097,0.5,544636,0.0,0.0,10,0,0,7,6,6.0,19,26,33,196.0,92.0,14,13,33,556,1.5453440342098475,95.90547280106694
47,33,0,0,0,10.0,20,10.0,14.944402182649883,24,9.75,37.59113010420822,7,21.285714285714285,16.028512409983982,5,49.0,41.0,11,41.0,24,3.563000000000001,38130,475,0,0.0,4750.0,False,-0.2009272045768396,0,0.5960000000000001,56612,5,46,1.0,737.4425004018946,False,0.1241018198895433,0,0.6320000000000001,68905,376,29,1.0,6709.237993698394,False,0.09132072246914044,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.9910000000000003,81507,0,29,0.8,464.82685988953546,False,-0.07853568608724594,0,10.586,12286.0,274,0,0.0,10299.969648553051,False,-0.8034407500701584,0,0.254,118806,169,150,1.0,8858.818597287293,False,0.0775340068781796,11,4.036000000000001,100288,923,0,0.0,14794.316954415215,False,-0.058432791714399114,0.475,543659,0.0,0.0,10,0,0,16,6,6.0,18,34,38,288.0,81.0,21,12,38,594,1.806740271858871,97.7122130729258
48,38,0,0,0,10.0,20,10.0,15.759260741161144,15,26.0,37.59113010420822,0,,17.493262147051777,24,29.75,41.0,10,41.0,0,3.539000000000001,38050,483,0,0.0,4830.0,False,-0.201716314855001,0,0.5960000000000002,56882,7,41,1.0,716.129690387607,False,0.12921808729914783,0,0.6320000000000001,68515,381,39,1.0,7470.332416446516,False,0.09117795913526446,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.9910000000000003,82144,0,16,0.0,279.8921943528284,False,-0.07239706336463801,11,10.696000000000003,11902.0,274,0,0.0,10299.969648553051,False,-0.8077696567957463,0,0.254,118800,161,160,1.0,9376.415205675336,False,0.07974440055642891,10,4.125000000000001,99438,945,0,0.0,16531.13272896393,False,-0.058271838587000226,0.375,542856,0.0,0.0,9,0,0,19,6,6.0,16,35,36,291.0,114.0,23,15,36,1227,1.9444774370640516,99.65669050998986
49,36,0,0,0,10.0,20,10.0,17.316559859770077,34,25.705882352941178,38.08330264399398,6,48.0,18.05922444606068,25,22.64,41.00000000000001,12,41.0,3,3.5690000000000013,37870,495,0,0.0,4950.0,False,-0.20408364568948512,0,0.5960000000000002,57670,5,20,1.0,396.33119719540156,False,0.1416091063049457,0,0.6320000000000001,67929,405,43,1.0,8650.788756898623,False,0.09124181623622728,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,1.9910000000000003,82614,0,6,0.0,108.35534667636406,False,-0.06806554603591432,15,10.835,11045.0,280,0,0.0,10663.324740318314,False,-0.8153826982373328,0,0.254,118487,162,170,1.0,9895.594360261832,False,0.07927739560131258,12,4.235000000000001,98995,959,0,0.0,17318.79624377219,False,-0.058701751172652306,0.375,541735,0.0,0.0,12,0,0,14,7,7.0,18,32,33,265.0,112.0,19,17,33,1826,1.9814311461523175,101.63812165614218
50,33,0,0,0,10.0,20,10.0,16.989320884451633,4,1.0,39.37653383461054,38,43.26315789473684,16.067830326916713,51,8.07843137254902,41.00000000000001,12,41.0,4,3.606000000000001,37696,504,0,0.0,5040.0,False,-0.20662852633655554,0,0.5960000000000001,57560,6,30,1.0,569.679626533549,False,0.14114894088117522,0,0.6320000000000001,69569,399,15,1.0,7369.38704041536,False,0.10633400571198534,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,3,2.0210000000000004,82601,0,4,0.4,64.27132130766685,False,-0.06846058146400659,42,11.240000000000002,7044.0,314,0,0.0,12364.23162406771,False,-0.8508994226767767,0,0.254,118250,171,180,1.0,10127.59898590276,False,0.07821942757547025,12,4.343000000000002,98622,991,0,0.0,15923.219853974462,False,-0.06806440676599018,0.425,538467,0.0,0.0,11,0,0,13,12,11.75,20,33,35,193.0,103.0,19,14,35,1929,1.7866103611886501,103.42473201733083
51,35,0,0,0,10.000000000000002,20,10.0,16.742921994402153,3,2.0,39.48623719167125,2,47.0,16.011271651838953,1,3.0,41.000000000000014,11,41.0,3,3.6320000000000014,37526,515,0,0.0,5150.000000000001,False,-0.20889721838626948,0,0.5960000000000001,57470,5,40,1.0,719.7168797760861,False,0.14085339198832197,0,0.6320000000000001,69657,392,23,1.0,7471.408877214083,False,0.10843345624887935,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.0180000000000007,82601,0,4,0.0,64.04508660735581,False,-0.06846185665790722,1,11.208000000000004,6915.0,316,0,0.0,12477.650952568116,False,-0.8517143656992305,0,0.254,118247,162,190,1.0,10383.826007597912,False,0.07931338314737472,11,4.441000000000002,98444,991,0,0.0,15867.170206972403,False,-0.06986582694909241,0.375,537985,0.0,0.0,7,0,0,12,6,6.0,21,33,32,237.0,142.0,20,15,32,294,1.7540901927277446,105.17882221005857
52,32,0,0,0,10.000000000000002,20,10.0,17.568544086500182,13,28.0,39.69816650188759,5,45.0,14.691138923072673,21,1.619047619047619,41.000000000000014,10,41.0,0,3.6290000000000013,37436,524,0,0.0,5240.000000000001,False,-0.20978496744920103,0,0.5960000000000002,57724,6,37,1.0,710.0361312005067,False,0.1457687525271307,0,0.6320000000000001,69518,395,28,1.0,8051.123576220425,False,0.11071182076193811,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.0180000000000007,82565,0,5,0.1,73.45569461536337,False,-0.06881464785575173,21,11.417000000000002,5769.0,320,0,0.0,12703.413280604029,False,-0.8633609153799967,0,0.254,118216,170,200,1.0,10697.493616922358,False,0.08041363675557127,10,4.530000000000002,98315,994,0,0.0,14602.992089534237,False,-0.07652056480163054,0.3875,536668,0.0,0.0,11,0,0,14,6,6.0,20,34,33,260.0,78.0,20,12,33,789,1.668469506315887,106.84729171637446
53,33,0,0,0,10.000000000000002,20,10.0,17.831977762676324,18,20.166666666666668,39.698434016552206,20,39.7,14.232162859121088,24,10.291666666666666,41.00000000000001,16,41.0,5,3.679000000000001,37251,534,0,0.0,5340.000000000001,False,-0.21244821463799565,0,0.5960000000000002,57962,6,34,1.0,666.287243930995,False,0.1500324249746597,0,0.6320000000000001,69949,403,18,1.0,7900.858850656498,False,0.11608640939586248,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,2,2.0380000000000007,82054,5,10,1.0,340.81379867397186,False,-0.07306826032808393,17,11.566000000000003,4898.0,325,0,0.0,12901.991055379467,False,-0.8720605649258253,0,0.254,118088,177,210,1.0,11129.092826064434,False,0.08118133055603159,16,4.6800000000000015,97876,1001,0,0.0,14246.395021980208,False,-0.08191804078946811,0.5,535203,0.0,0.0,10,0,0,19,10,9.285714285714285,18,37,32,329.0,40.0,24,9,32,1332,1.928557399660349,108.7758491160348
54,32,0,0,0,10.000000000000002,20,10.0,17.442594227956427,5,5.0,39.12940890425724,17,35.0,13.44849188511879,63,10.873015873015873,41.00000000000001,8,41.0,5,3.724000000000001,37076,543,0,0.0,5430.000000000001,False,-0.21501282304202013,0,0.5960000000000001,57852,7,44,1.0,837.4741460300828,False,0.14955093850887835,0,0.6320000000000001,70519,398,11,1.0,7372.576000673487,False,0.12070572244629825,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,4,2.0760000000000005,82440,0,5,0.5,67.24245942559395,False,-0.07025881868517583,49,12.039,943.0,342,0,0.0,13382.257845255976,False,-0.9139389790698713,0,0.254,117750,202,219,1.0,11695.595360793997,False,0.08070262381432738,7,4.734000000000001,97490,1029,0,0.0,13838.498149787234,False,-0.08707637560424585,0.4375,531195,0.0,0.0,11,0,0,17,12,12.0,16,33,29,202.0,83.0,19,13,29,1306,1.766357807442546,110.54220692347735
55,29,0,0,0,10.000000000000002,20,10.0,17.601451825673596,29,18.413793103448278,39.10321099070221,3,38.0,14.181311075323501,27,20.77777777777778,41.0,13,41.0,13,3.849000000000001,36733,552,0,0.0,5520.000000000001,False,-0.22089169461432234,0,0.5960000000000001,58190,8,38,1.0,748.8551693755967,False,0.15534479354286448,0,0.6320000000000001,70099,417,18,1.0,8043.663209138529,False,0.11943019655610322,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,5,2.1220000000000003,82720,0,0,0.0,0.0,False,-0.0674813428629405,17,12.160000000000002,164.0,345,0,0.0,13490.607791792261,False,-0.9221100726456369,0,0.254,117424,214,229,1.0,12423.800570119229,False,0.081035781731425,13,4.857000000000001,97033,1034,0,0.0,14663.4756518845,False,-0.08746556881345958,0.375,529488,0.0,0.0,10,0,0,15,11,11.0,15,30,27,221.0,77.0,17,12,27,997,1.6041036928072572,112.14631061628461
56,27,0,0,0,10.000000000000002,20,10.0,18.174894983796854,20,22.75,38.36430789519392,11,30.545454545454547,14.113361519205764,31,13.580645161290322,41.00000000000001,20,41.0,5,3.886000000000001,36608,560,0,0.0,5600.000000000001,False,-0.22256855395541528,0,0.5960000000000002,58460,10,33,1.0,699.7715344652962,False,0.16018713291048822,0,0.6320000000000001,69980,427,17,1.0,8412.873392299553,False,0.12042101545240018,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,6,2.1770000000000005,82673,0,6,0.6,84.68016911523458,False,-0.06753387499653224,25,12.393000000000004,-1303.0,350,0,0.0,13427.507763317872,False,-0.9390035185707963,0,0.254,117925,223,225,1.0,12372.279618782886,False,0.08519113571446074,6,4.904000000000001,96621,1046,0,0.0,14762.57614908923,False,-0.0906347223476443,0.45,528089,0.0,0.0,16,0,0,13,9,8.50354609929078,18,31,27,243.0,87.0,18,9,27,1359,1.4791530687361956,113.6254636850208
57,27,0,0,0,10.000000000000002,20,10.0,18.83562701289061,23,23.47826086956522,38.60485266104118,4,45.5,13.928072505659369,32,12.5,41.0,20,41.0,3,3.911000000000001,36492,568,0,0.0,5680.000000000001,False,-0.22406786348392188,0,0.5960000000000002,58850,12,23,1.0,553.219421296484,False,0.16643538588771437,0,0.6320000000000001,69622,440,23,1.0,9175.587496875814,False,0.12077377174328163,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.1710000000000007,82758,0,1,0.0,13.928072505659369,False,-0.06697445453235598,27,12.638000000000002,-8540.0,354,0,0.0,13666.117842008578,False,-1.0192426789506426,0,0.254,118017,245,223,1.0,12555.377763886545,False,0.08679603457211177,8,4.978000000000001,96519,1046,0,0.0,14568.7638409197,False,-0.0923738989887044,0.375,520843,0.0,0.0,13,0,0,12,10,60.97799806576403,18,30,25,237.0,57.0,18,9,25,1287,1.596010422334075,115.22147410735488
58,25,0,0,0,10.000000000000002,20,10.0,17.456081666247602,18,4.722222222222222,38.0848927273301,18,35.0,13.155271295341901,18,2.388888888888889,41.0,20,41.0,14,4.048000000000001,36044,579,0,0.0,5790.000000000001,False,-0.23182087196685736,0,0.5960000000000001,58814,11,29,1.0,616.2263683211805,False,0.1663466795060286,0,0.6320000000000001,70167,448,15,1.0,8391.597977388878,False,0.12308457536578075,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.1710000000000003,82758,0,1,0.0,13.155271295341901,False,-0.06697881050157069,18,12.791,-22460.0,372,0,0.0,14167.580094566798,False,-1.1733390069749126,0,0.254,118494,246,221,1.0,12297.196738654107,False,0.08983805233393129,8,5.050000000000001,96393,1053,0,0.0,13852.500673995022,False,-0.09660700250946491,0.375,507335,0.0,0.0,13,0,0,10,11,25.63968253968254,15,25,31,123.0,80.0,12,13,31,746,2.3765191212296486,117.59799322858453
59,31,0,0,0,10.000000000000002,20,10.0,17.456081666247602,0,,37.94226917426575,17,37.0,12.550791875737328,24,6.458333333333333,41.00000000000001,12,41.0,0,4.034000000000001,35984,585,0,0.0,5850.000000000001,False,-0.2324127046754784,0,0.5960000000000001,58674,15,39,1.0,830.7871849836565,False,0.16570119535395197,2,0.6520000000000001,70738,438,10,1.0,8025.186461559108,False,0.12894134430972104,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,3,2.201000000000001,82083,7,10,1.0,391.1038029772336,False,-0.07245787318232562,20,12.973000000000004,-25137.0,372,0,0.0,14114.52413282686,False,-1.2038164040040873,0,0.254,118487,243,231,1.0,12520.842425804172,False,0.09075459230643265,12,5.162000000000001,96059,1070,0,0.0,13429.347307038941,False,-0.10137736382974727,0.5,504013,0.0,0.0,6,0,0,13,8,6.867647058823529,18,31,30,232.0,103.0,19,12,30,200,1.743809513747692,119.34180274233222
60,30,0,0,1,10.000000000000002,20,10.0,17.414872516010515,2,14.0,37.53843113175107,13,33.92307692307692,14.218205524023706,32,26.6875,41.00000000000001,20,41.0,2,4.054,35878,594,0,0.0,5940.000000000001,False,-0.2336160978496745,0,0.5960000000000002,58564,16,49,1.0,1013.3287532845152,False,0.16533170993573204,3,0.6800000000000002,71064,430,10,1.0,7863.779493202032,False,0.13264600224428752,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,22,2.4180000000000006,81846,2,10,1.0,217.25891750373918,False,-0.07610951391391942,0,12.953000000000001,-66884.33333333333,380,0,0.0,14264.603830065405,True,-1.6735962777974505,0,0.254,118043,265,231,1.0,13238.824463866284,False,0.09001129889421111,10,5.250000000000002,95913,1070,0,0.0,15213.479910705364,False,-0.0948539805246863,0.5,528433,0.0,0.1,9,0,0,8,14,729.5044970986461,23,31,27,203.0,106.0,17,13,27,610,1.4865432158112526,120.82834595814347
61,27,0,0,0,10.000000000000002,20,10.0,18.90400408388197,50,23.4,37.53843113175107,0,,14.218205524023706,0,,41.00000000000001,20,41.0,6,4.112000000000001,35615,609,0,0.0,6090.000000000001,False,-0.23732491615703294,0,0.5960000000000002,59660,11,15,1.0,393.56006125822955,False,0.18084000849534657,0,0.677,69894,470,20,1.0,9635.650542059546,False,0.12835584056046045,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.3960000000000004,81846,0,12,0.2,170.61846628828448,False,-0.07637240735526184,0,12.953000000000001,-66884.33333333333,380,0,0.0,14264.603830065405,True,-1.6735962777974505,0,0.254,118576,255,228,1.0,12973.642408626047,False,0.09351235664095743,7,5.310000000000001,95833,1070,0,0.0,15213.479910705364,False,-0.09555347688730521,0.4,528549,0.0,0.1,15,0,0,11,6,6.0,14,25,21,233.0,86.0,17,10,21,1879,1.5568559719249606,122.38520193006843
62,21,0,0,0,10.000000000000002,20,10.0,19.455776962051388,18,25.0,37.469838135807066,17,37.0,14.274026094607116,5,17.0,41.00000000000001,20,41.0,2,4.126,35473,619,0,0.0,6190.000000000001,False,-0.2391398697968041,1,0.6060000000000001,59986,11,10,1.0,304.5577696205139,False,0.18639334947347125,0,0.6770000000000002,70073,478,13,1.0,9786.969283626055,False,0.13220190358106465,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.3960000000000004,81302,7,17,1.0,504.9473105589704,False,-0.08062054815593671,0,12.953,-66884.33333333333,380,0,0.0,14238.538491606685,True,-1.6737431976138029,0,0.254,119109,245,225,1.0,12722.136393178745,False,0.09707320401326748,7,5.373000000000001,95680,1075,0,0.0,15344.57805170265,False,-0.09631812197597824,0.5,528748,0.0,0.1,11,0,0,12,5,86.02859477124183,13,25,22,132.0,42.0,12,9,22,1447,1.2216055365279317,123.60680746659636
63,22,0,0,0,10.0,20,10.0,18.099765643670302,17,3.823529411764706,37.469838135807066,0,,15.987676808680522,24,32.0,41.00000000000001,20,41.0,17,4.294000000000001,34999,630,0,0.0,6300.0,False,-0.2474057999605445,0,0.6050000000000001,59896,10,20,1.0,461.9953128734061,False,0.1861707961419748,0,0.6770000000000002,70008,485,23,1.0,9640.192614303658,False,0.13011185578590057,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,7,2.4660000000000006,81804,0,7,0.7,111.91373766076366,False,-0.07717677644319004,0,12.953000000000003,-66884.33333333333,380,0,0.0,14238.538491606685,True,-1.6737431976138029,0,0.254,118710,259,226,1.0,13406.808293448257,False,0.09657775030361757,11,5.476000000000002,95514,1075,0,0.0,17186.752569331562,False,-0.08971586208847075,0.4625,528056,0.0,0.1,10,0,0,13,8,7.291666666666666,12,25,24,162.0,39.0,14,8,24,569,1.4152053883299232,125.02201285492629
64,24,0,0,0,10.0,20,10.0,18.099765643670302,0,,36.48792417179198,6,16.833333333333332,15.987676808680522,0,,41.00000000000001,20,41.0,0,4.277000000000001,34919,638,0,0.0,6380.0,False,-0.24819491023870585,0,0.6050000000000002,59776,12,30,1.0,662.9929693101091,False,0.18578608176474762,0,0.6770000000000002,70109,475,27,1.0,9582.562633381778,False,0.13120204969856206,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.4590000000000005,81703,0,13,0.6,207.83979851284678,False,-0.07777467252207945,0,12.953000000000003,-66884.33333333333,380,0,0.0,13865.411185280953,True,-1.6758463659808,0,0.254,119202,249,224,1.0,13164.931525361451,False,0.09982220343698177,8,5.545000000000001,95408,1075,0,0.0,17186.752569331562,False,-0.09064269476894081,0.45,528242,0.0,0.1,12,0,0,8,4,4.0,15,23,23,158.0,69.0,11,13,23,793,1.482774286530912,126.5047871414572
65,23,0,0,0,10.0,20,10.0,18.66671786060551,18,24.22222222222222,36.48792417179198,0,,16.666491295632465,5,47.0,41.00000000000001,20,41.0,1,4.287000000000002,34768,651,0,0.0,6510.0,False,-0.2498914973367528,0,0.6050000000000001,60141,9,23,1.0,519.3345107939267,False,0.19156968347597084,0,0.677,69673,483,37,1.0,10366.077921028764,False,0.13053386737520406,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.4590000000000005,81938,0,8,0.0,133.33193036505972,False,-0.07554544263992817,0,12.953000000000003,-66884.33333333333,380,0,0.0,13865.411185280953,True,-1.6758463659808,0,0.254,119694,239,222,1.0,13085.291419656161,False,0.10377593129046657,8,5.617000000000002,95069,1080,0,0.0,17999.81059928306,False,-0.09005224101460613,0.375,528408,0.0,0.1,14,0,0,9,7,359.0228070175438,17,26,24,174.0,60.0,13,10,24,1362,1.3022948494181037,127.8070819908753
66,24,0,0,0,10.0,20,10.0,18.714081643239837,1,27.0,36.48792417179198,0,,18.073510479039438,10,47.0,41.0,20,41.0,0,4.286000000000001,34688,659,0,0.0,6590.0,False,-0.2506806076149142,0,0.6050000000000001,60048,11,32,1.0,708.8506125836748,False,0.19160436587673774,0,0.6770000000000002,69646,474,47,1.0,10585.407134969906,False,0.13178233228346317,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,2,2.4790000000000005,82332,0,0,0.0,0.0,False,-0.07185534236691994,0,12.953000000000001,-66884.33333333333,380,0,0.0,13865.411185280953,True,-1.6758463659808,0,0.254,119992,234,219,1.0,13208.201452095229,False,0.10691889974510019,7,5.679000000000002,94754,1085,0,0.0,19609.758869757792,False,-0.08576805194740754,0.375,528585,0.0,0.1,12,0,0,8,3,2.4,16,24,26,135.0,72.0,10,14,26,995,1.2779854154214263,129.08506740629673
67,26,0,0,0,10.000000000000002,20,10.0,19.636147350474346,33,24.060606060606062,35.49678640974989,5,13.0,18.073510479039438,0,,40.99999999999999,20,41.0,5,4.336000000000001,34442,673,0,0.0,6730.000000000001,False,-0.25415269283882425,0,0.6050000000000001,60772,7,14,1.0,344.90606290664084,False,0.20229735710107158,0,0.6770000000000002,68917,497,52,1.0,11604.998126492745,False,0.12847173611294418,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.4770000000000003,82267,0,5,0.5,90.3675523951972,False,-0.07207873451403957,0,12.953000000000003,-66884.33333333333,380,0,0.0,13488.778835704958,True,-1.6779692908651147,0,0.254,120279,224,222,1.0,13150.466347304831,False,0.10917593359726865,13,5.802000000000001,94524,1085,0,0.0,19609.758869757792,False,-0.08777910398993692,0.4375,528326,0.0,0.1,12,0,0,9,8,305.2637037037037,16,25,27,189.0,69.0,13,13,27,1336,1.5234897648915648,130.6085571711883
68,27,0,0,0,10.0,20,10.0,19.636147350474346,0,,34.4892336314831,5,13.0,18.041309725436403,6,17.0,40.99999999999999,20,41.0,0,4.331000000000001,34342,683,0,0.0,6830.0,False,-0.25513908068652597,0,0.6050000000000002,60672,7,24,1.0,541.2675364113843,False,0.20226146711788698,0,0.6770000000000002,68982,487,57,1.0,11528.690076675543,False,0.12887718481775148,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,1,2.4870000000000005,82266,0,5,0.5,90.20654862718202,False,-0.07209091522204149,0,12.953000000000001,-66884.33333333333,380,0,0.0,13105.908779963578,True,-1.6801273751871524,0,0.254,120648,214,223,1.0,13003.840281243389,False,0.11176133307062892,11,5.899000000000001,94264,1091,0,0.0,19683.068910451115,False,-0.08973196650089574,0.4375,528299,0.0,0.1,10,0,0,9,4,3.166666666666667,16,25,20,171.0,89.0,12,15,20,634,1.446824410930276,132.05538158211857
69,20,0,0,0,10.0,20,10.0,19.636147350474346,0,,34.50412145253547,1,36.0,18.041309725436403,0,,41.0,20,41.0,0,4.331000000000001,34222,695,0,0.0,6950.0,False,-0.256322746103768,0,0.6050000000000001,60592,5,34,1.0,717.6290099161278,False,0.20242285470424273,0,0.677,69018,477,66,1.0,11643.714302043605,False,0.13028947715738304,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.4860000000000007,82230,0,6,0.1,108.24785835261841,False,-0.07239505862989758,0,12.953000000000001,-66884.33333333333,380,0,0.0,13111.56615196348,True,-1.6800954868594187,0,0.254,121058,204,223,1.0,12823.427183989026,False,0.11455751252093692,10,5.988,94118,1091,0,0.0,19683.068910451115,False,-0.09100854736267526,0.3875,528363,0.0,0.1,10,0,0,5,3,3.0,17,22,21,124.0,45.0,9,11,21,646,1.1537819970399141,133.20916357915848
70,21,0,0,0,10.0,20,10.0,19.845258307925814,13,22.615384615384617,34.520323064504694,1,36.0,18.041309725436403,0,,41.0,20,41.0,2,4.351000000000001,34066,707,0,0.0,7070.0,False,-0.25821661077135527,0,0.6050000000000001,60798,3,33,1.0,684.8935241615519,False,0.20616387378340456,0,0.6770000000000002,68760,480,75,1.0,12114.748217642244,False,0.12994992084365797,0,0.2,67125,0,0,0.0,0.0,False,0.01377373023424403,0,2.486,82194,0,7,0.1,126.28916807805481,False,-0.07269920203775368,0,12.953,-66884.33333333333,380,0,0.0,13117.722764511784,True,-1.680060784513758,0,0.254,121386,194,225,1.0,12725.014086734662,False,0.1169952000854026,12,6.098000000000001,93920,1091,0,0.0,19683.068910451115,False,-0.09273980086015708,0.3875,528249,0.0,0.1,12,0,0,5,5,5.0,20,25,24,129.0,30.0,11,10,24,850,1.2221573209390044,134.4313209000975
