index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,32,0,0,0,10.000000000000002,20,10.0,25.86053371783328,0,,31.49194247721691,50,18.4,25.59587494705607,23,29.565217391304348,48.99999999999999,20,49.0,0,0.3440000000000001,38763,0,92,1.0,2379.169102040662,False,0.07564237005681633,0,0.2,38906,5,92,1.0,2429.169102040662,False,0.08016542958351046,15,1.5830000000000004,54770,116,10,1.0,3314.74133604083,False,-0.017749044022831267,0,0.2,57575,0,1,0.0,31.49194247721691,False,0.0025022363437361686,5,0.673,87466,0,10,1.0,255.95874947056072,False,0.004967581541460991,18,4.997000000000001,54963,263,0,0.0,8282.380871508047,False,-0.3218963706731907,0,0.4970000000000001,111686,0,14,0.9,685.9999999999999,False,0.021286487866246102,10,2.2890000000000006,93547,492,0,0.0,12593.170473951586,False,-0.08979902969190848,0.6125,537676,0.0,0.0,11,0,0,10,10,9.25,19,29,27,237.0,95.0,14,18,27,890,2.2669221200048923,87.98097295913612
26,27,0,0,0,10.000000000000002,20,10.0,26.16786648637562,29,28.0,31.31825261356821,35,30.428571428571427,25.929473633753283,18,30.333333333333332,48.99999999999999,20,49.0,0,0.3440000000000001,39101,1,86,1.0,2260.4365178283033,False,0.08314401795531196,0,0.2,39180,4,89,1.0,2368.94011728743,False,0.08673155261135927,25,1.8180000000000003,54013,135,10,1.0,3845.844501796391,False,-0.026303858323355467,0,0.2,57575,0,1,0.0,31.31825261356821,False,0.0025007246036656766,0,0.6680000000000001,86706,25,15,1.0,1171.8984198455046,False,0.0015023830603452233,13,5.109,54516,263,0,0.0,8236.70043736844,False,-0.3272868574398616,0,0.49700000000000005,112008,0,8,0.1,391.99999999999994,False,0.022881834922602876,13,2.4090000000000007,92744,509,0,0.0,13198.102079580422,False,-0.094362034023828,0.5125,535843,0.0,0.0,13,0,0,7,10,9.5,21,28,27,218.0,102.0,13,14,27,1660,2.2238920889794827,90.20486504811561
27,27,0,0,0,10.000000000000002,20,10.0,26.316147938384024,16,28.0,31.31825261356821,0,,25.842802399074213,64,25.53125,48.99999999999999,20,49.0,0,0.3440000000000001,39021,0,95,0.9,2500.034054146482,False,0.08421551913074446,0,0.2,39508,6,83,1.0,2244.240278885874,False,0.0938836426632996,0,1.7930000000000004,53565,141,20,1.0,4336.941911583512,False,-0.029827998750295886,0,0.2,57575,0,1,0.0,31.31825261356821,False,0.0025007246036656766,0,0.6680000000000001,87316,15,15,1.0,857.4158251896363,False,0.006696893250362227,54,5.636,50556,263,0,0.0,8236.70043736844,False,-0.37272002135491533,1,0.5070000000000001,111697,4,10,1.0,593.3712095962968,False,0.020964552343775793,11,2.5060000000000007,91607,559,0,0.0,14446.126541082485,False,-0.09903856846736155,0.6125,530845,0.0,0.0,13,0,0,7,10,9.5,24,31,30,243.0,78.0,16,11,30,1601,2.195852044969797,92.4007170930854
28,30,0,0,0,10.000000000000002,20,10.0,26.29006356644667,16,26.0,31.31825261356821,0,,24.729673373866593,57,19.56140350877193,48.99999999999999,20,49.0,0,0.3440000000000001,39317,2,89,1.0,2359.8156574137533,False,0.09029717116837296,0,0.2,39428,4,93,1.0,2484.9759116795403,False,0.09497046430928502,0,1.7930000000000004,53149,147,30,1.0,4804.186922674707,False,-0.033002707515843235,0,0.2,57575,0,1,0.0,31.31825261356821,False,0.0025007246036656766,3,0.6980000000000001,87514,5,10,1.0,403.887996806507,False,0.00636688425331571,39,5.972,48271,263,0,0.0,8236.70043736844,False,-0.3989358747755966,0,0.506,112057,0,9,0.8,440.99999999999994,False,0.023551880686272723,11,2.605000000000001,90369,612,0,0.0,15134.560104806355,False,-0.10718653661637667,0.6,527680,0.0,0.0,12,0,0,9,11,10.25,20,29,32,195.0,75.0,15,15,32,1171,2.1801398770185187,94.58085697010392
29,32,0,0,0,10.000000000000002,20,10.0,26.29006356644667,0,,32.49824161474268,35,39.0,24.189758116902077,49,21.0,49.0,20,49.0,0,0.3440000000000001,39237,0,99,1.0,2602.71629307822,False,0.09141313697168002,0,0.2,39308,6,103,1.0,2767.876547344007,False,0.09554797064512828,5,1.8430000000000004,54354,137,10,1.0,3926.72112475062,False,-0.01966402836744634,0,0.2,57575,0,1,0.0,32.49824161474268,False,0.0025109948440714008,0,0.6950000000000001,86347,30,11,1.0,1241.0345877282032,False,-0.002219831187525333,40,6.333,45938,263,0,0.0,8547.037544677325,False,-0.423922181109227,1,0.516,112399,0,5,0.5,245.0,False,0.025776250296278738,10,2.694000000000001,89250,656,0,0.0,15868.481324687762,False,-0.11404232991463628,0.5625,524408,0.0,0.0,11,0,0,7,11,9.476190476190476,19,26,32,207.0,105.0,12,20,32,741,1.8753839010023512,96.45624087110627
30,32,0,0,0,10.000000000000002,20,10.0,25.83637958537464,5,10.0,33.248219140490875,25,39.4,23.454227143507644,64,19.953125,49.0,20,49.0,0,0.3440000000000001,39147,0,108,0.9,2790.3289952204614,False,0.0915156152602168,0,0.2,39248,7,108,1.0,2860.3289952204614,False,0.09517713963896919,15,1.9880000000000004,54809,132,10,1.0,3742.8842966743614,False,-0.013343740346107118,0,0.2,57575,0,1,0.0,33.248219140490875,False,0.002517522404481393,5,0.7450000000000001,86421,20,10,1.0,899.506654244894,False,-0.003330006228445602,48,6.773000000000001,41728,288,0,0.0,9575.487112461371,False,-0.4663238884795874,4,0.5550000000000002,112538,0,3,0.3,147.0,False,0.026596714496690793,11,2.7940000000000005,87831,717,0,0.0,16816.68086189498,False,-0.12265629450154533,0.525,519297,0.0,0.0,11,0,0,8,15,14.016666666666666,21,29,22,237.0,67.0,14,18,22,840,1.8294203979894519,98.28566126909573
31,22,0,0,0,10.000000000000002,20,10.0,26.042348832511667,17,28.0,32.2112927151362,27,24.25925925925926,23.609139092188467,88,24.193181818181817,48.99999999999999,20,49.0,0,0.3440000000000001,39067,0,116,0.8,3020.912464571353,False,0.09246577369317718,0,0.2,39604,9,101,1.0,2720.2772320836784,False,0.1028764132149218,17,2.1430000000000007,54359,139,10,1.0,3941.9994148704836,False,-0.019444014353486812,0,0.2,57575,0,1,0.0,32.2112927151362,False,0.002508497334196146,10,0.8400000000000001,86491,15,10,1.0,719.2607816489277,False,-0.003560877103010991,68,7.405000000000001,35260,310,0,0.0,9985.500741692224,False,-0.5381793420125273,8,0.6310000000000002,112060,6,10,1.0,631.6548345531307,False,0.024448259861766065,9,2.8730000000000007,86062,789,0,0.0,18627.6107437367,False,-0.13052851229904688,0.6,510478,0.0,0.0,10,0,0,4,20,19.205882352941178,18,22,34,111.0,60.0,7,15,34,1086,1.4808996830252,99.76656095212093
32,34,0,0,0,10.000000000000002,20,10.0,26.21805910501138,31,27.129032258064516,32.2112927151362,0,,22.946494207583612,87,20.06896551724138,49.0,20,49.0,0,0.3440000000000001,39473,0,106,0.7,2779.1142651312066,False,0.10014153764008307,0,0.2,39839,12,97,1.0,2663.151733186104,False,0.10843431781474451,0,2.126000000000001,53518,160,20,1.0,4839.115311104545,False,-0.026275390263159587,0,0.2,57575,0,1,0.0,32.2112927151362,False,0.002508497334196146,2,0.8500000000000001,86647,5,10,1.0,390.52140565151717,False,-0.003656902710779333,75,8.087000000000002,28148,310,0,0.0,9985.500741692224,False,-0.6197754687205732,4,0.663,112279,8,10,1.0,673.5719536606689,False,0.026635786613947266,6,2.9240000000000013,84475,864,0,0.0,19825.770995352243,False,-0.13953465551738362,0.5875,501954,0.0,0.0,11,0,0,6,16,14.416666666666666,21,27,41,197.0,123.0,13,21,41,1384,2.0336131029762328,101.80017405509716
33,41,0,0,0,10.000000000000002,20,10.0,25.73317465763515,5,9.0,32.2112927151362,0,,22.71708378935982,39,20.256410256410255,49.0,20,49.0,0,0.3440000000000001,39343,3,116,1.0,3015.0482602856773,False,0.09981757343625554,0,0.2,39814,9,102,1.0,2714.783815078785,False,0.10845628806341419,0,2.126000000000001,53473,155,30,1.0,4954.980853387535,False,-0.02605026499741037,0,0.2,57575,0,1,0.0,32.2112927151362,False,0.002508497334196146,0,0.8480000000000003,86815,0,7,0.5,159.01958652551872,False,-0.0030574477890024884,31,8.322000000000001,26582,310,0,0.0,9985.500741692224,False,-0.6377422199051627,0,0.659,112648,2,11,1.0,584.4341675787197,False,0.029593387822391057,11,3.028000000000001,83551,899,0,0.0,20422.65832663448,False,-0.14523739526941096,0.5625,499801,0.0,0.0,13,0,0,9,8,8.0,26,35,41,312.0,141.0,19,22,41,854,2.229900992999319,104.03007504809648
34,41,0,0,0,10.000000000000002,20,10.0,25.320121892889105,25,22.68,32.56427704555168,10,40.0,22.31867818425014,47,18.829787234042552,48.99999999999999,20,49.0,0,0.3440000000000001,39718,5,105,1.0,2708.612798753356,False,0.10578861156548144,0,0.2,39806,7,108,1.0,2804.5731644320235,False,0.10944960240734483,0,2.126000000000001,53306,170,30,1.0,5281.349033157699,False,-0.026116689877994457,0,0.2,57575,0,1,0.0,32.56427704555168,False,0.0025115695949792433,6,0.9080000000000004,86367,0,10,1.0,223.18678184250138,False,-0.007829265486613885,34,8.631,24627,310,0,0.0,10094.92588412102,False,-0.6595442578439841,0,0.6590000000000001,112797,2,14,1.0,730.6373563685001,False,0.03161812567856266,13,3.147000000000001,82604,936,0,0.0,20890.28278045813,False,-0.15173900678041582,0.625,496800,0.0,0.0,17,0,0,12,12,12.0,23,35,35,333.0,119.0,21,20,35,1636,2.156930652970914,106.18700570106739
35,35,0,0,0,10.0,20,10.0,24.422851800083244,10,9.5,31.08452992319657,22,17.727272727272727,21.960335122741096,53,19.169811320754718,49.0,20,49.0,0,0.3440000000000001,39698,2,110,1.0,2706.513698009157,False,0.1052218950812961,0,0.2,39721,10,113,1.0,2859.7822534094066,False,0.10790434608687237,0,2.126000000000001,53601,170,18,1.0,4711.40634463169,False,-0.025942117563739736,0,0.2,57575,0,1,0.0,31.08452992319657,False,0.0024986903574007553,4,0.9420000000000002,86295,0,5,0.5,109.80167561370548,False,-0.009305757875576762,39,8.986999999999998,22047,327,0,0.0,10164.641284885278,False,-0.6887447293807708,0,0.6590000000000001,112781,10,17,1.0,1052.603351227411,False,0.03293982966811045,13,3.2640000000000007,81669,971,0,0.0,21323.485404181603,False,-0.15828812239419834,0.5625,493387,0.0,0.0,14,0,0,8,13,12.09090909090909,24,32,31,266.0,119.0,17,18,31,1028,3.2865826299530454,109.47358833102044
36,31,0,0,0,10.0,20,10.0,25.25360951152829,48,28.0,33.0648321748929,44,42.0,21.800011049854046,44,20.272727272727273,48.99999999999999,20,49.0,0,0.3440000000000001,39598,2,120,1.0,3050.4331413833947,False,0.1071592647522198,0,0.2,40965,10,75,1.0,1994.0207133646218,False,0.12974208751803326,26,2.386000000000001,53141,208,10,1.0,5583.399100146813,False,-0.026359957002569243,0,0.2,57575,0,1,0.0,33.0648321748929,False,0.0025159262639901873,4,0.9780000000000002,85356,12,10,1.0,614.7780965972553,False,-0.017182122184249474,35,9.298,19200,349,0,0.0,11539.626429037622,False,-0.7135208038627504,0,0.6590000000000001,113219,12,13,1.0,898.6001325982484,False,0.03623078806770767,6,3.3110000000000004,80951,1003,0,0.0,21865.411083003608,False,-0.16236343335549974,0.625,490005,0.0,0.0,15,0,0,11,12,10.348484848484848,18,29,25,255.0,93.0,15,16,25,2230,2.0307799309957772,111.50436826201621
37,25,0,0,0,10.0,20,10.0,25.25360951152829,0,,33.0648321748929,0,,21.59786276947417,64,20.28125,49.0,20,49.0,0,0.3440000000000001,39478,4,130,1.0,3322.9692364986777,False,0.10759724896344781,0,0.2,40885,8,85,1.0,2226.5568084799047,False,0.13071853119672483,0,2.3600000000000008,53141,198,20,1.0,5661.511326780459,False,-0.0256800935925248,0,0.2,57575,0,1,0.0,33.0648321748929,False,0.0025159262639901873,6,1.0340000000000003,85386,2,10,1.0,282.1082920445275,False,-0.018746295407094236,48,9.743,15828,349,0,0.0,11539.626429037622,False,-0.7522078313176901,0,0.659,113203,22,15,1.0,1210.1529809284316,False,0.037505027535363944,12,3.4250000000000007,79828,1047,0,0.0,22612.962319639453,False,-0.1691935642804554,0.625,485324,0.0,0.0,11,0,0,6,18,17.75,20,26,25,216.0,84.0,12,13,25,781,1.605511037982069,113.10987929999828
38,25,0,0,0,10.0,20,10.0,25.25360951152829,0,,33.22013693903567,5,40.0,21.52540673866698,14,19.285714285714285,48.99999999999999,20,49.0,0,0.3440000000000001,39358,6,140,1.0,3595.5053316139606,False,0.10803523317467581,0,0.2,40805,6,95,1.0,2459.0929035951876,False,0.13169497487541643,0,2.3600000000000008,53341,188,25,1.0,5578.18201164321,False,-0.02292389496715924,0,0.2,57575,0,1,0.0,33.22013693903567,False,0.0025172779861353826,0,1.028,85186,0,17,0.7,365.93191455733864,False,-0.020560044546544184,14,9.835,15346,349,0,0.0,11593.827791723448,False,-0.7574269008402643,0,0.6590000000000001,113454,22,16,1.0,1257.5589482506734,False,0.04000929380025645,11,3.523000000000001,79551,1051,0,0.0,22623.202482338995,False,-0.17167209472560488,0.5875,484616,0.0,0.0,12,0,0,8,6,6.0,13,21,20,147.0,107.0,9,16,20,841,1.778259350976441,114.88813865097472
39,20,0,0,0,10.0,20,10.0,25.309306335718137,15,26.0,34.85559431119355,46,42.0,21.515156882593846,8,21.0,48.999999999999986,20,49.0,0,0.3440000000000001,39648,6,135,1.0,3476.7563553219484,False,0.1142443576894967,0,0.2,40705,6,105,1.0,2717.4771652504046,False,0.13248091383639446,21,2.5700000000000007,54211,193,10,1.0,5233.252065905536,False,-0.010781659043069875,0,0.2,57575,0,1,0.0,34.85559431119355,False,0.0025315124750744213,0,1.0280000000000002,84304,13,23,1.0,947.9713343451746,False,-0.027340373938199578,4,9.861000000000002,14272,372,0,0.0,12966.281083764,False,-0.761875832747651,0,0.6590000000000001,113944,12,16,1.0,1042.181882591126,False,0.043494547936036305,10,3.6120000000000014,79205,1059,0,0.0,22784.551138666884,False,-0.17409087489440217,0.625,483864,0.0,0.0,15,0,0,3,6,5.913043478260869,19,22,29,111.0,99.0,7,13,29,2130,1.7557923109852709,116.64393096196
40,29,0,0,0,9.999999999999998,20,10.0,25.692027479638377,30,28.0,34.85559431119355,0,,24.294444599754076,28,60.92857142857143,48.999999999999986,20,49.0,0,0.3440000000000001,39998,3,130,1.0,3369.963572352989,False,0.12222980874394898,0,0.2,40995,9,100,1.0,2659.2027479638377,False,0.13950411582214461,0,2.549000000000001,53371,213,20,1.0,6169.513739386845,False,-0.017254915492655405,0,0.2,57575,0,1,0.0,34.85559431119355,False,0.0025315124750744213,5,1.0780000000000003,85770,3,10,1.0,347.5112289311214,False,-0.013965470629460956,0,9.857000000000001,14272,372,0,0.0,12966.281083764,False,-0.761875832747651,0,0.6590000000000001,113942,12,14,1.0,977.5333351970487,False,0.0431816386274411,8,3.6820000000000013,77971,1077,0,0.0,26165.11683393514,False,-0.16993127776389255,0.625,483894,0.0,0.0,15,0,0,7,4,3.2777777777777777,18,25,29,198.0,144.0,11,18,29,2218,2.463194930984173,119.10712589294417
41,29,0,0,0,9.999999999999998,20,10.0,25.881734639226114,17,28.0,34.85559431119355,0,,25.681630537659608,18,53.22222222222222,48.999999999999986,9,49.0,0,0.3440000000000001,40324,8,123,1.0,3263.453360624812,False,0.12957291226644072,0,0.2,40945,4,110,1.0,2886.9908103148723,False,0.14122433312218827,0,2.549000000000001,52895,220,30,1.0,6739.649449965551,False,-0.020578538044061893,0,0.2,57575,0,1,0.0,34.85559431119355,False,0.0025315124750744213,5,1.1230000000000002,86425,0,3,0.3,77.04489161297883,False,-0.008002174759278906,3,9.887000000000002,14191,372,0,0.0,12966.281083764,False,-0.7628051474640952,0,0.659,113647,7,24,1.0,1355.7714137636167,False,0.04221639931884883,9,3.7640000000000007,77162,1090,0,0.0,27992.977286048972,False,-0.16897470560810546,0.5375,483164,0.0,0.0,11,0,0,10,5,5.0,18,28,32,208.0,183.0,13,16,32,1276,1.8822627919726074,120.98938868491678
42,32,0,0,0,9.999999999999998,20,10.0,25.881734639226114,0,,34.96752429220654,27,35.888888888888886,28.416318151107557,58,44.3448275862069,48.999999999999986,6,49.0,0,0.3440000000000001,40214,9,133,1.0,3532.270707017073,False,0.13023006632497472,0,0.2,40855,3,120,1.0,3135.8081567071335,False,0.14215071691445408,0,2.549000000000001,53864,210,13,1.0,5889.742090036169,False,-0.011108133670721049,0,0.2,57575,0,1,0.0,34.96752429220654,False,0.002532486677217343,33,1.4480000000000002,85420,17,10,1.0,878.6110944785868,False,-0.01493436804030142,22,10.104000000000001,13379,372,0,0.0,13007.919036700832,False,-0.7718823841127291,0,0.6590000000000001,112603,15,34,1.0,2092.244772266613,False,0.03605595917856321,6,3.815000000000001,75565,1130,0,0.0,32110.43951075154,False,-0.16476544063143134,0.625,479475,0.0,0.0,9,0,0,9,6,5.833333333333334,21,30,29,222.0,144.0,14,18,29,1169,2.097004524024669,123.08639320894144
43,29,0,0,0,9.999999999999998,20,10.0,25.881734639226114,0,,35.20727063605488,30,37.0,28.29347889992161,6,21.0,48.99999999999999,10,49.0,0,0.3440000000000001,40094,11,143,1.0,3811.0880534093344,False,0.13075260551664283,0,0.2,40775,1,130,1.0,3374.625503099395,False,0.14321171557358578,17,2.719000000000001,54345,200,10,1.0,5528.419634205772,False,-0.005880031731806975,0,0.2,57575,0,1,0.0,35.20727063605488,False,0.0025345733514025854,0,1.4150000000000003,85355,12,20,1.0,988.3568256310907,False,-0.01505055686814583,6,10.142000000000001,12156,397,0,0.0,13977.286442513787,False,-0.7803531026347003,0,0.6590000000000001,112561,7,44,1.0,2354.054352299451,False,0.036866439150270096,10,3.9090000000000007,75332,1134,0,0.0,32084.805072511106,False,-0.1670063764995756,0.625,478193,0.0,0.0,8,0,0,12,8,7.6,18,30,25,273.0,81.0,16,13,25,405,1.8912584990030155,124.97765170794446
44,25,0,0,0,9.999999999999998,20,10.0,26.24085971316607,38,28.0,35.20727063605488,0,,28.205078595166917,4,21.0,48.99999999999999,9,49.0,0,0.3440000000000001,40554,11,133,1.0,3600.0343418510874,False,0.14029607654000875,0,0.2,41179,1,122,1.0,3211.3848850062604,False,0.1518911354091789,0,2.7020000000000004,53281,228,20,1.0,6687.061427322961,False,-0.014317010224006837,0,0.2,57575,0,1,0.0,35.20727063605488,False,0.0025345733514025854,0,1.4150000000000003,85355,2,30,1.0,916.5668991271173,False,-0.01546238054217412,4,10.176,12048,397,0,0.0,13977.286442513787,False,-0.7815921889232926,0,0.6590000000000001,112561,0,51,0.7,2498.9999999999995,False,0.037527120899958064,9,3.9890000000000008,75101,1138,0,0.0,32097.379441299952,False,-0.16905491895044422,0.5875,477654,0.0,0.0,7,0,0,10,4,4.0,22,32,25,273.0,72.0,16,9,25,1264,1.7642808790551499,126.74193258699961
45,25,0,0,0,10.0,20,10.0,26.24085971316607,0,,35.37916504015019,7,41.0,28.205078595166917,0,,48.99999999999999,10,49.0,0,0.3440000000000001,40454,11,143,1.0,3862.4429389827483,False,0.1411361890394252,0,0.2,41079,1,132,1.0,3473.7934821379213,False,0.15273124790859538,0,2.7020000000000013,53568,218,23,1.0,6534.228213393658,False,-0.010651311527202001,0,0.2,57575,0,1,0.0,35.37916504015019,False,0.002536069464377204,0,1.4150000000000003,85355,0,32,0.2,902.5625150453413,False,-0.015542716839840402,0,10.172,11761,404,0,0.0,14293.182676220677,False,-0.783072803913329,0,0.659,112561,0,51,0.0,2498.9999999999995,False,0.037527120899958064,10,4.080000000000001,74928,1138,0,0.0,32097.379441299952,False,-0.17063203346901407,0.4,477281,0.0,0.0,9,0,0,6,4,4.0,19,25,24,143.0,102.0,11,14,24,487,1.609118458989542,128.35105104598915
46,24,0,0,0,10.0,20,10.0,26.22948367465878,10,26.0,35.37916504015019,0,,28.71489709256115,5,59.0,48.99999999999999,11,49.0,0,0.3440000000000001,40374,9,153,1.0,4103.111002222793,False,0.14222210109876418,0,0.2,41219,3,132,1.0,3492.291845054959,False,0.156749479646972,0,2.702000000000001,53308,218,33,1.0,6885.53988740057,False,-0.012119519840891806,0,0.2,57575,0,1,0.0,35.37916504015019,False,0.002536069464377204,0,1.4150000000000003,85650,0,27,0.0,775.302221499151,False,-0.012888205610885885,0,10.172000000000002,11761,404,0,0.0,14293.182676220677,False,-0.783072803913329,0,0.6590000000000001,112266,0,56,0.5,2743.9999999999995,False,0.03595456451583496,11,4.180000000000001,74738,1138,0,0.0,32677.552891334588,False,-0.16971961597108967,0.4375,476891,0.0,0.0,10,0,0,8,4,4.0,14,22,28,144.0,61.0,8,16,28,755,2.313690312032122,130.66474135802127
47,28,0,0,0,10.0,20,10.0,26.22948367465878,0,,35.61810527896075,15,39.0,29.948584662353287,26,42.84615384615385,48.99999999999999,14,49.0,0,0.3440000000000001,40304,6,163,1.0,4335.405838969381,False,0.14346452681486932,0,0.2,41089,6,142,1.0,3784.586681801547,False,0.15718421616188177,0,2.702000000000001,53893,208,28,1.0,6453.039552139928,False,-0.00570056267394352,0,0.2,57575,0,1,0.0,35.61810527896075,False,0.0025381491224864797,0,1.4150000000000003,85970,5,22,1.0,836.9593889665761,False,-0.008863141835416156,11,10.282000000000002,11442,404,0,0.0,14389.714532700142,False,-0.7861789416556709,0,0.6590000000000001,111971,0,61,0.5,2988.9999999999995,False,0.034382008131711855,14,4.309000000000001,73610,1159,0,0.0,34710.40962366746,False,-0.1707367329859999,0.5625,475854,0.0,0.0,12,0,0,12,6,6.0,15,27,21,186.0,93.0,12,16,21,1690,1.991046486014966,132.65578784403624
48,21,0,0,0,10.0,20,10.0,26.436655475138362,47,27.27659574468085,35.61810527896075,0,,31.061633114116734,27,42.111111111111114,49.0,11,49.0,0,0.3440000000000001,41034,7,143,1.0,3850.441732944786,False,0.1565899595205663,0,0.2,41441,5,135,1.0,3618.948489143679,False,0.16443136646398612,0,2.7020000000000004,52611,245,38,1.0,7830.468592009407,False,-0.016028090309246738,0,0.2,57575,0,1,0.0,35.61810527896075,False,0.0025381491224864797,0,1.4150000000000003,86981,0,6,0.5,186.3697986847004,False,-0.0009960314895154,6,10.331000000000003,11264,404,0,0.0,14389.714532700142,False,-0.7882211394276102,0,0.6590000000000001,111297,4,71,1.0,3603.246532456467,False,0.031037461175891363,11,4.405000000000001,72944,1172,0,0.0,36404.23400974481,False,-0.1690874887881525,0.5625,475147,0.0,0.0,15,0,0,8,6,6.0,14,22,27,129.0,84.0,8,13,27,2493,1.6655548930284567,134.3213427370647
49,27,0,0,0,10.0,20,10.0,26.528345731420586,14,27.928571428571427,35.74650530086291,5,41.0,31.537059191405586,7,49.57142857142857,48.99999999999999,12,49.0,0,0.3440000000000001,41335,6,139,1.0,3747.4400566674612,False,0.1633072188119896,0,0.2,41331,6,145,1.0,3906.610131055985,False,0.16534219275578158,0,2.7020000000000013,52425,249,43,1.0,8142.657815060831,False,-0.016548663854850335,0,0.2,57575,0,1,0.0,35.74650530086291,False,0.0025392666745074908,0,1.4150000000000003,87286,0,1,0.0,31.537059191405586,False,0.001615040323031004,2,10.345,11005,409,0,0.0,14620.32066805293,False,-0.7898697773771931,0,0.659,111297,0,75,0.4,3674.9999999999995,False,0.031364523127974185,12,4.514000000000001,72350,1179,0,0.0,37182.19278666718,False,-0.1709565118116434,0.425,474604,0.0,0.0,11,0,0,13,6,6.0,13,26,30,153.0,108.0,11,16,30,1101,2.1390922449645586,136.46043498202926
50,30,0,0,0,10.0,20,10.0,26.528345731420586,0,,36.303958663717744,39,39.0,31.409737655331707,3,21.0,48.99999999999999,10,49.0,0,0.3440000000000001,41195,10,149,1.0,4052.7235139816676,False,0.16364757173601568,0,0.2,41271,2,155,1.0,4131.893588370191,False,0.16675946461473484,0,2.702000000000001,53946,239,14,1.0,6848.5300511015685,False,-0.0013357525101261455,0,0.2,57575,0,1,0.0,36.303958663717744,False,0.002544118567233423,0,1.4150000000000003,85765,29,11,1.0,1398.3219154564633,False,-0.007994849098470232,3,10.373000000000001,10924,409,0,0.0,14848.319093460557,False,-0.7894911767105669,0,0.6590000000000001,111297,0,75,0.0,3674.9999999999995,False,0.031364523127974185,10,4.602000000000001,72112,1182,0,0.0,37126.30990860208,False,-0.1733809054797797,0.5,474085,0.0,0.0,8,0,0,12,5,5.0,15,27,37,168.0,132.0,11,19,37,1721,1.9277954429853708,138.38823042501463
51,37,0,0,0,10.000000000000002,20,10.0,26.49009754942957,16,26.0,36.41584589646403,5,41.0,30.51336858695143,22,21.40909090909091,48.999999999999986,7,49.0,0,0.3440000000000001,41065,13,159,1.0,4341.925510359301,False,0.16404067402147515,0,0.2,41617,0,148,0.9,3920.5344373155763,False,0.17322960500384435,0,2.702000000000001,53735,245,19,1.0,7181.9749716430615,False,-0.002106507114008852,0,0.2,57575,0,1,0.0,36.41584589646403,False,0.002545092397309404,3,1.4450000000000003,85927,19,10,1.0,997.0347579023307,False,-0.008438207696662946,8,10.450000000000001,10458,414,0,0.0,15076.160201136106,False,-0.7935305916571855,0,0.6590000000000001,111213,0,79,0.4,3870.999999999999,False,0.03149215089248272,7,4.662000000000002,71627,1200,0,0.0,36616.04230434172,False,-0.1801281642371428,0.5375,473217,0.0,0.0,11,0,0,9,7,6.25,18,27,35,234.0,162.0,13,24,35,863,2.415146926010493,140.80337735102512
