index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,54,0,0,0,10.000000000000002,20,10.0,11.629055243071011,43,11.767441860465116,31.83948359400698,0,,47.45034689892692,6,23.0,58.0,20,58.0,19,3.4770000000000008,30525.0,253,0,0.0,2530.0000000000005,False,-0.21315776446710558,24,3.4010000000000002,30362.0,287,0,0.0,2870.0000000000005,False,-0.21298450571753874,0,0.2,55025,110,175,1.0,6851.105705689032,False,0.03751624780951265,0,0.2,54401,107,186,1.0,7166.4528594938965,False,0.02923880273615833,0,0.8390000000000002,78743,0,16,1.0,759.2055503828307,False,0.015890130001815786,0,0.2,77885,0,0,0.0,0.0,False,0.0,7,1.6650000000000003,107092,0,0,0.0,0.0,False,-0.031209856886975085,13,2.1480000000000006,100424,109,0,0.0,5172.087811983034,False,-0.06813660051390853,0.375,534457,0.0,0.0,13,0,0,10,19,19.0,29,39,52,312.0,240.0,19,35,52,338,7.113265285966918,249.923008658865
27,52,0,0,0,10.000000000000002,20,10.0,11.647118852845795,42,11.761904761904763,31.83948359400698,0,,47.824583923540246,2,64.0,58.0,20,58.0,29,3.748,29636.0,261,0,0.0,2610.0000000000005,False,-0.23417157566457106,13,3.5070000000000006,29996.0,299,0,0.0,2990.0000000000005,False,-0.22055838819860402,0,0.2,54814,118,185,1.0,7264.664489527095,False,0.03744133064883724,0,0.2,54118,121,196,1.0,7649.840165619708,False,0.028505601697105892,0,0.8390000000000002,78871,0,14,0.0,669.5441749295635,False,0.016957977626818752,0,0.2,77885,0,0,0.0,0.0,False,0.0,9,1.7480000000000004,106849,0,1,0.1,58.0,False,-0.033145772647500495,11,2.2450000000000006,100113,110,0,0.0,5260.704231589427,False,-0.07054918387766902,0.2625,532282,0.0,0.0,12,0,0,15,17,17.0,29,44,50,357.0,225.0,22,30,50,328,7.795297919015866,257.71830657788087
28,50,0,0,0,10.000000000000002,20,10.0,11.672996668521893,22,12.0,32.53638039111852,4,44.0,44.446333985090305,11,20.0,58.0,20,58.0,13,3.849000000000001,29290.0,271,0,0.0,2710.0000000000005,False,-0.24149794564625512,9,3.584000000000001,29746.0,309,0,0.0,3090.0000000000005,False,-0.2255086381862284,0,0.2,54658,121,195,1.0,7757.02677315926,False,0.039042075129659556,0,0.2,54186,120,202,1.0,7973.108439228568,False,0.03258168201385031,0,0.8390000000000002,78915,0,7,0.4,311.12433789563215,False,0.015221957616329381,0,0.2,77885,0,0,0.0,0.0,False,0.0,9,1.8290000000000004,106719,0,0,0.0,0.0,False,-0.03458413996490022,10,2.3340000000000005,99665,121,0,0.0,5378.006412195927,False,-0.07407136467498365,0.3,531064,0.0,0.0,12,0,0,16,17,16.75,30,46,50,402.0,228.0,24,26,50,596,7.382080313982442,265.1003868918633
29,50,0,0,0,10.000000000000002,20,10.0,11.678942153161081,5,12.0,32.53638039111852,0,,40.928388255393536,16,23.0,58.0,20,58.0,5,3.886000000000001,29130.0,280,0,0.0,2800.0000000000005,False,-0.24434433938913916,0,3.5750000000000015,29636.0,320,0,0.0,3200.0000000000005,False,-0.2268699569328251,0,0.2,54598,116,205,1.0,8024.715269945982,False,0.0403528344599995,0,0.2,54186,110,212,1.0,8182.3962797648455,False,0.034439145497318295,9,0.929,78782,0,0,0.0,0.0,False,0.011516980163060924,0,0.2,77885,0,0,0.0,0.0,False,0.0,12,1.9400000000000004,106411,0,0,0.0,0.0,False,-0.037370411246404084,8,2.404000000000001,99146,137,0,0.0,5607.189190988915,False,-0.07772978057666352,0.25,529774,0.0,0.0,12,0,0,14,15,14.3,27,41,56,369.0,261.0,22,28,56,200,7.1210843389853835,272.2214712308487
30,56,0,0,0,10.000000000000002,20,10.0,11.698888262389817,33,11.848484848484848,33.506787038290796,6,43.666666666666664,40.928388255393536,0,,58.0,20,58.0,4,3.9210000000000007,28954.0,292,0,0.0,2920.0000000000005,False,-0.24721548438196128,29,3.8650000000000015,28752.0,328,0,0.0,3280.0000000000005,False,-0.24776001188059998,0,0.2,54546,125,211,1.0,8532.293097878086,False,0.04393465305108613,0,0.2,54109,114,220,1.0,8705.166410336415,False,0.037712040136468186,0,0.9200000000000002,78520,0,6,0.6,245.5703295323612,False,0.009729539253594065,0,0.2,77885,0,0,0.0,0.0,False,0.0,8,2.0080000000000005,106262,0,0,0.0,0.0,False,-0.038718315210508225,12,2.516000000000001,98841,137,0,0.0,5607.189190988915,False,-0.0804889128521787,0.325,527869,0.0,0.0,13,0,0,18,18,18.0,29,47,60,423.0,285.0,26,30,60,462,8.857309009996243,281.07878024084494
31,60,0,0,0,10.000000000000002,20,10.0,11.721068399080623,38,11.868421052631579,34.781715690275476,9,43.55555555555556,41.19950699169242,1,65.0,58.0,20,58.0,19,4.107000000000001,28445.0,301,0,0.0,3010.0000000000005,False,-0.2587000643532498,19,4.026000000000001,28218.0,339,0,0.0,3390.0000000000005,False,-0.25961586060096037,0,0.2,54502,133,217,1.0,9106.534401867502,False,0.04825012338132586,0,0.2,54094,124,225,1.0,9279.298511797979,False,0.04254130067094435,0,0.9200000000000002,78193,0,14,0.9,576.7930978836938,False,0.007657399357281221,0,0.2,77885,0,0,0.0,0.0,False,0.0,5,2.0500000000000003,106186,0,0,0.0,0.0,False,-0.03940583669555463,15,2.654000000000001,98336,138,0,0.0,5685.531964853553,False,-0.08470295469209191,0.3625,525859,0.0,0.0,15,0,0,15,18,18.0,29,44,54,417.0,309.0,24,36,54,657,8.133407464949414,289.21218770579435
32,54,0,0,0,10.000000000000002,20,10.0,11.726721309972323,42,11.761904761904763,35.75253345945189,8,43.5,38.65296007452038,13,23.0,57.99999999999999,20,58.0,14,4.228000000000001,28080.0,310,0,0.0,3100.0000000000005,False,-0.2666204643334488,28,4.287000000000001,27344.0,350,0,0.0,3500.0000000000005,False,-0.27988713430028217,0,0.2,54403,146,223,1.0,9684.91627271373,False,0.05162607409618661,0,0.2,54047,133,231,1.0,9818.489163359705,False,0.0464924398118439,0,0.9200000000000002,78144,0,9,0.8,347.8766406706834,False,0.00555868678609919,0,0.2,77885,0,0,0.0,0.0,False,0.0,12,2.1650000000000005,105736,0,6,0.6,347.99999999999994,False,-0.041902625246512636,8,2.7190000000000003,98015,145,0,0.0,5604.679210805455,False,-0.08797253889559872,0.425,523654,0.0,0.0,13,0,0,20,22,22.0,30,50,47,426.0,276.0,27,27,47,847,8.681083325005602,297.89327103079995
33,47,0,0,0,10.000000000000002,20,10.0,11.728309944321323,20,11.75,36.550509067334794,8,43.0,35.75473974155369,19,23.0,57.99999999999999,20,58.0,5,4.264000000000001,27920.0,319,0,0.0,3190.0000000000005,False,-0.26946685807633286,15,4.409000000000001,26934.0,361,0,0.0,3610.0000000000005,False,-0.2886738280283154,0,0.2,54400,151,229,1.0,10141.041378012187,False,0.05562100731324164,0,0.2,54159,128,237,1.0,10163.694321831475,False,0.05154422778841143,10,1.0200000000000002,77687,0,8,0.8,286.03791793242954,False,-0.0007059259296884043,0,0.2,77885,0,0,0.0,0.0,False,0.0,3,2.1830000000000007,105861,0,8,0.8,463.99999999999994,False,-0.040247145881203525,11,2.821000000000001,97501,156,0,0.0,5577.739399682376,False,-0.09274420853755866,0.45,522347,0.0,0.0,16,0,0,14,14,12.681818181818182,31,45,51,348.0,237.0,21,26,51,776,7.184512352978345,305.0777833837783
34,51,0,0,0,10.000000000000002,20,10.0,11.728883263385594,19,11.736842105263158,37.148566864789935,6,43.666666666666664,33.144805431305116,21,21.666666666666668,57.99999999999999,20,58.0,14,4.399000000000001,27595.0,324,0,0.0,3240.0000000000005,False,-0.27689223305776944,5,4.444000000000002,26714.0,376,0,0.0,3760.0000000000005,False,-0.2922627592693431,0,0.2,54461,151,235,1.0,10500.974585996859,False,0.059898242593649405,0,0.2,54137,127,245,1.0,10590.967056323505,False,0.05494583538636697,13,1.1400000000000001,77136,0,6,0.6,198.8688325878307,False,-0.008340060136176303,0,0.2,77885,0,0,0.0,0.0,False,0.0,5,2.2300000000000004,106039,0,9,0.9,521.9999999999999,False,-0.03837455446798502,7,2.880000000000001,97124,168,0,0.0,5568.32731245926,False,-0.0961972494053877,0.4375,521091,0.0,0.0,19,0,0,19,13,12.5,30,49,52,408.0,255.0,26,25,52,1014,7.872283942997456,312.95006732677575
35,52,0,0,0,10.0,20,10.0,11.73333645499725,23,11.782608695652174,38.07127646386652,10,44.0,33.144805431305116,0,,57.99999999999999,20,58.0,14,4.525000000000001,27240.0,332,0,0.0,3320.0,False,-0.2846888767882778,9,4.529000000000001,26444.0,388,0,0.0,3880.0,False,-0.2974605217563487,0,0.2,54397,150,244,1.0,11049.391925433018,False,0.06362951457685899,0,0.2,54370,131,246,1.0,10902.601085715803,False,0.061847463351933994,0,1.127,76696,0,16,1.0,530.3168869008819,False,-0.011861610792187872,0,0.2,77885,0,0,0.0,0.0,False,0.0,2,2.2450000000000006,106539,0,0,0.0,0.0,False,-0.036212480324220656,9,2.963000000000001,96936,168,0,0.0,5568.32731245926,False,-0.0978979604473446,0.375,520507,0.0,0.0,20,0,0,9,11,11.0,33,42,46,396.0,243.0,22,30,46,1162,7.177939666027669,320.1280069928034
36,46,0,0,0,10.0,20,10.0,11.738450622498778,24,11.791666666666666,38.07127646386652,0,,32.49342158488517,7,23.0,57.99999999999999,20,58.0,14,4.651000000000002,26880.0,341,0,0.0,3410.0,False,-0.2924855205187862,10,4.620000000000002,26159.0,399,0,0.0,3990.0,False,-0.30315330924211675,0,0.2,54174,159,254,1.0,11536.517870799402,False,0.06399451400322528,0,0.2,54310,126,256,1.0,11225.291553184674,False,0.06364637408084102,0,1.1270000000000002,76857,0,9,0.0,292.4407942639665,False,-0.011321558745175795,0,0.2,77885,0,0,0.0,0.0,False,0.0,9,2.3330000000000006,106345,0,0,0.0,0.0,False,-0.03796746937815491,11,3.0640000000000005,96533,175,0,0.0,5686.348777354905,False,-0.1010098027113907,0.25,519143,0.0,0.0,14,0,0,9,15,15.0,30,39,44,309.0,212.0,18,28,44,361,6.404601607995573,326.532608600799
37,44,0,0,0,10.0,20,10.0,11.75144859476088,33,11.848484848484848,38.24355279993477,2,44.0,31.36945728355045,17,24.88235294117647,58.0,20,58.0,24,4.877000000000001,26151.0,354,0,0.0,3540.0,False,-0.3089203504776991,9,4.700000000000001,25939.0,406,0,0.0,4060.0,False,-0.30773229048066925,0,0.2,53931,177,262,1.0,12099.817234855585,False,0.06468055837953371,0,0.2,54250,121,266,1.0,11594.710324748714,False,0.06586000607725571,8,1.2070000000000003,76752,0,2,0.2,62.7389145671009,False,-0.01414432230489116,0,0.2,77885,0,0,0.0,0.0,False,0.0,5,2.3740000000000006,106290,0,0,0.0,0.0,False,-0.038465017821280596,15,3.2030000000000003,95671,192,0,0.0,6022.9357984416865,False,-0.10728530423530558,0.275,516869,0.0,0.0,12,0,0,11,19,18.1,31,42,50,330.0,192.0,20,24,50,288,6.981401294993702,333.5140098957927
38,50,0,0,0,10.0,20,10.0,11.761869848696387,32,11.84375,38.787572191733084,8,43.0,34.405391064543714,11,63.0,58.0,20,58.0,19,5.043000000000001,25622.0,365,0,0.0,3650.0,False,-0.32065244294836887,13,4.8210000000000015,25597.0,415,0,0.0,4150.0,False,-0.3150834117122915,0,0.2,53940,181,268,1.0,12523.96778999851,False,0.06860471617230693,0,0.2,54206,129,272,1.0,12067.500846633231,False,0.06927508428415816,9,1.2890000000000001,76642,0,8,0.8,275.2431285163497,False,-0.014192443162891685,0,0.2,77885,0,0,0.0,0.0,False,0.0,11,2.4790000000000005,106046,0,0,0.0,0.0,False,-0.04067232364169275,9,3.278000000000001,94799,203,0,0.0,6984.294386102374,False,-0.11082532256471576,0.35,514737,0.0,0.0,12,0,0,13,17,16.81818181818182,34,47,50,372.0,213.0,24,26,50,544,7.159794581006281,340.673804476799
39,50,0,0,0,10.0,20,10.0,11.76776086524326,28,11.821428571428571,38.787572191733084,0,,33.86458813560451,9,27.666666666666668,57.99999999999999,20,58.0,18,5.204000000000001,25192.0,369,0,0.0,3690.0,False,-0.33080045542299885,10,4.908000000000001,25262.0,431,0,0.0,4310.0,False,-0.32139498044651255,0,0.2,53837,180,278,1.0,12901.142025045583,False,0.07012391523373258,0,0.2,53978,138,282,1.0,12562.0463574723,False,0.06961718193613696,1,1.2900000000000003,76840,0,0,0.0,0.0,False,-0.013417217692752134,0,0.2,77885,0,0,0.0,0.0,False,0.0,7,2.5380000000000007,105858,0,1,0.1,57.99999999999999,False,-0.04211069095909247,13,3.3990000000000005,94306,211,0,0.0,7145.428096612551,False,-0.11455633109310245,0.2625,513158,0.0,0.0,11,0,0,14,16,15.125,30,44,49,387.0,243.0,24,26,49,265,7.165440647047944,347.8392451238469
40,49,0,0,0,9.999999999999998,20,10.0,11.776240188635695,32,11.84375,39.039245479108,4,43.0,33.2573714820449,5,21.0,57.99999999999999,20,58.0,4,5.226000000000002,25056.0,377,0,0.0,3769.9999999999995,False,-0.3331765754170586,28,5.178000000000002,24379.0,443,0,0.0,4429.999999999999,False,-0.34176525914558686,0,0.2,53853,183,284,1.0,13242.197670587004,False,0.073434844512372,0,0.2,53755,147,292,1.0,13130.566987628983,False,0.0707045723736531,5,1.3390000000000002,76518,0,4,0.4,133.0294859281796,False,-0.016697506028579407,0,0.2,77885,0,0,0.0,0.0,False,0.0,12,2.6510000000000007,105526,0,5,0.5,289.99999999999994,False,-0.044064699390277,7,3.456000000000001,94178,211,0,0.0,7017.3053827114745,False,-0.11629378253192695,0.3625,511150,0.0,0.0,12,0,0,16,17,17.0,24,40,50,351.0,217.0,22,27,50,430,6.887548037979286,354.7267931618262
41,50,0,0,0,9.999999999999998,20,10.0,11.795277035457815,24,12.0,39.56207444321336,8,43.5,34.98026341691117,13,47.61538461538461,57.99999999999999,11,58.0,5,5.272000000000001,24926.0,383,0,0.0,3829.9999999999995,False,-0.3356517004108707,19,5.340000000000001,23820.0,457,0,0.0,4569.999999999999,False,-0.35386862036532846,0,0.2,53921,182,290,1.0,13619.742008985198,False,0.07799263369530854,0,0.2,53747,152,298,1.0,13582.38029346717,False,0.07457248605239158,9,1.4240000000000002,76285,0,8,0.8,279.84210733528937,False,-0.01874660006846453,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,104907,3,15,1.0,974.9407902507334,False,-0.046566278924523155,11,3.5590000000000006,93919,211,0,0.0,7380.835580968257,False,-0.11699247534435658,0.475,509410,0.0,0.0,12,0,0,15,13,12.5,31,46,54,424.0,225.0,25,25,54,548,12.304773310024757,367.03156647185097
42,54,0,0,0,9.999999999999998,20,10.0,11.797155084809999,27,11.814814814814815,40.015817229925126,8,43.5,38.050808967691246,12,63.0,58.0,9,58.0,13,5.397000000000002,24564.0,394,0,0.0,3939.999999999999,False,-0.34325033414187417,14,5.461000000000003,23460.0,466,0,0.0,4659.999999999999,False,-0.3616652640958368,0,0.2,53929,186,296,1.0,14038.952745832497,False,0.08185519947665391,0,0.2,53768,155,304,1.0,13993.367476042788,False,0.0785928206688569,4,1.4550000000000003,76489,0,8,0.8,304.40647174152997,False,-0.015969657368289585,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,104151,5,25,1.0,1640.2540448384561,False,-0.0503959850335689,9,3.638000000000001,93730,211,0,0.0,8028.720692182853,False,-0.11577173973610545,0.475,507976,0.0,0.0,12,0,0,11,12,11.333333333333332,34,45,50,399.0,225.0,23,31,50,548,7.092811523005366,374.12437799485633
43,50,0,0,0,9.999999999999998,20,10.0,11.823661779550665,38,12.0,40.062821794358804,1,43.0,36.92079992351236,8,23.0,58.00000000000001,13,58.0,14,5.524000000000002,24224.0,401,0,0.0,4009.999999999999,False,-0.35079946537300133,24,5.687000000000002,22736.0,479,0,0.0,4789.999999999999,False,-0.3779763378050592,0,0.2,53744,195,305,1.0,14524.774694291815,False,0.0828831380291089,0,0.2,53540,164,314,1.0,14518.806575274974,False,0.07920910392171192,0,1.451,76630,0,1,0.1,36.92079992351236,False,-0.015876479425284022,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,104151,0,30,0.5,1740.0000000000002,False,-0.0499448173544897,13,3.759000000000001,93192,219,0,0.0,8085.655183249208,False,-0.1203811438944057,0.325,506102,0.0,0.0,12,0,0,16,16,16.0,30,46,52,321.0,229.0,22,28,52,427,7.167577902961057,381.2919558978174
44,52,0,0,0,9.999999999999998,20,10.0,11.817785526334191,19,11.736842105263158,40.37962909095407,5,44.0,36.13184624813628,5,21.0,58.00000000000001,11,58.0,4,5.5500000000000025,24098.0,408,0,0.0,4079.999999999999,False,-0.35305182911737043,15,5.813000000000002,22306.0,492,0,0.0,4919.999999999999,False,-0.38701054403247365,0,0.2,53613,200,314,1.0,15042.760639826416,False,0.0851550547582088,0,0.2,53668,158,320,1.0,14788.691422266103,False,0.08387641711722403,4,1.491,76311,0,5,0.5,180.65923124068138,False,-0.019049500987091954,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,104046,0,35,0.5,2030.0000000000002,False,-0.04958296394130737,11,3.856000000000001,92927,219,0,0.0,7912.874328341844,False,-0.12355993953274837,0.375,504854,0.0,0.0,13,0,0,14,11,10.8,30,44,53,372.0,215.0,23,29,53,420,6.615854092000518,387.9078099898179
45,53,0,0,0,10.0,20,10.0,11.838836271994287,33,12.0,40.7304145130678,6,44.0,39.21250762513606,20,53.2,58.00000000000001,8,58.0,14,5.686000000000003,23718.0,419,0,0.0,4190.0,False,-0.36109598534726006,19,5.988000000000002,21797.0,501,0,0.0,5010.0,False,-0.3984951240037622,0,0.2,53473,209,322,1.0,15589.510254054638,False,0.08752250079037432,0,0.2,53676,162,326,1.0,15196.006607323177,False,0.08763340794968823,15,1.637,76236,0,6,0.6,235.2750457508164,False,-0.019661840882385515,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103866,0,41,0.6,2378.0000000000005,False,-0.04963724195328473,8,3.9250000000000007,91895,233,0,0.0,9136.514276656702,False,-0.12736102894530268,0.4,502546,0.0,0.0,15,0,0,10,12,11.76923076923077,31,41,54,342.0,218.0,19,34,54,594,7.17989857197972,395.0877085617976
46,54,0,0,0,10.0,20,10.0,11.841910952198875,5,12.0,40.7304145130678,0,,38.008543753435426,8,23.0,58.0,10,58.0,0,5.672000000000003,23638.0,427,0,0.0,4270.0,False,-0.3620860353447849,5,6.019000000000004,21607.0,513,0,0.0,5130.0,False,-0.401712786495718,0,0.2,53473,199,332,1.0,15879.037897826085,False,0.09009210552413233,0,0.2,53616,157,336,1.0,15544.599295886004,False,0.08966220508623107,2,1.6420000000000001,76318,0,0,0.0,0.0,False,-0.02011940681774411,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000002,103866,0,41,0.0,2378.0,False,-0.04963724195328473,10,4.017,91486,241,0,0.0,9160.059044577938,False,-0.13095448316215585,0.25,501889,0.0,0.0,10,0,0,12,8,7.25,28,40,53,309.0,234.0,18,36,53,200,7.428754045977257,402.5164626077749
47,53,0,0,0,10.0,20,10.0,11.830428446752606,43,11.767441860465114,40.951005036699385,6,43.0,38.008543753435426,0,,57.99999999999999,12,58.0,28,5.952000000000002,22785.0,436,0,0.0,4360.0,False,-0.3820850452947874,15,6.1640000000000015,21197.0,524,0,0.0,5240.0,False,-0.4104994802237513,0,0.2,53362,213,338,1.0,16361.320961562697,False,0.09240215987328664,0,0.2,53479,166,344,1.0,16050.996854785522,False,0.09172477106329344,0,1.6400000000000003,76060,0,6,0.6,228.05126252061257,False,-0.021967957485262868,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103866,0,41,0.0,2377.9999999999995,False,-0.04963724195328473,12,4.127000000000001,91202,241,0,0.0,9160.059044577938,False,-0.13352364239575032,0.325,499836,0.0,0.0,14,0,0,19,14,14.0,26,45,48,361.0,223.0,25,28,48,458,7.342164252011571,409.85862685978645
48,48,0,0,0,10.0,20,10.0,11.812276053831106,29,11.655172413793103,41.24818345938117,6,44.0,38.008543753435426,0,,58.0,12,58.0,20,6.124000000000002,22245.0,444,0,0.0,4440.0,False,-0.39446067026384835,9,6.2390000000000025,20927.0,536,0,0.0,5360.0,False,-0.4156972427107569,0,0.2,53243,217,347,1.0,16876.383564086616,False,0.0948611353469888,0,0.2,53524,171,349,1.0,16415.515232529146,False,0.09575869528488508,0,1.6400000000000003,75796,0,12,0.6,456.10252504122514,False,-0.023893544809390543,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103866,0,41,0.0,2378.0,False,-0.04963724195328473,12,4.235000000000001,90893,241,0,0.0,9160.059044577938,False,-0.13631896001258373,0.325,498379,0.0,0.0,15,0,0,13,13,13.0,26,39,49,312.0,239.0,19,29,49,464,7.667817067995202,417.52644392778166
49,49,0,0,0,10.0,20,10.0,11.813191345308756,28,11.821428571428571,41.24818345938117,0,,40.55503602760123,11,63.0,58.0,8,58.0,20,6.304000000000002,21690.0,454,0,0.0,4540.0,False,-0.4069600514825999,8,6.310000000000001,20695.0,546,0,0.0,5460.0,False,-0.42020197019949507,0,0.2,53075,221,357,1.0,17336.31678231231,False,0.0959610627324166,0,0.2,53361,175,359,1.0,16875.40634734687,False,0.09694700061546471,0,1.6400000000000003,76489,0,1,0.0,40.55503602760123,False,-0.017663510072365697,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103173,1,51,1.0,2998.555036027601,False,-0.05309947786349263,8,4.303000000000001,90742,241,0,0.0,9773.763682651897,False,-0.134909067672686,0.375,497110,0.0,0.0,8,0,0,13,11,11.0,29,42,46,348.0,200.0,21,28,46,893,7.157752379018348,424.6841963068
50,46,0,0,0,10.0,20,10.0,11.78938730153282,19,11.473684210526315,41.46922244518099,8,43.0,43.521508399518495,13,65.6923076923077,58.0,11,58.0,10,6.384000000000002,21415.0,464,0,0.0,4640.0,False,-0.4125290827186773,9,6.392000000000002,20440.0,556,0,0.0,5560.0,False,-0.42527597643681003,0,0.2,53084,225,363,1.0,17705.939890445585,False,0.09940128060107557,0,0.2,53478,170,365,1.0,17140.46203375164,False,0.10137620066520793,12,1.7600000000000002,76365,0,8,0.8,348.17206719614796,False,-0.01728078534251693,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103109,0,53,0.2,3074.0,False,-0.05333719310307394,11,4.405000000000001,89693,253,0,0.0,11010.94162507818,False,-0.13880271016863194,0.375,495469,0.0,0.0,14,0,0,12,11,11.0,31,43,46,330.0,183.0,20,26,46,608,6.932893517019693,431.6170898238197
51,46,0,0,0,10.000000000000002,20,10.0,11.782303984150392,38,11.736842105263158,41.63500469688643,4,44.0,43.521508399518495,0,,58.0,11,58.0,14,6.514000000000002,21035.0,475,0,0.0,4750.000000000001,False,-0.4205732389485669,24,6.623000000000001,19745.0,565,0,0.0,5650.000000000001,False,-0.4413642888965893,0,0.2,53037,234,369,1.0,18120.375865442285,False,0.10224520178073278,0,0.2,53255,179,375,1.0,17722.159174495333,False,0.1025805347684056,0,1.748,76189,0,12,0.4,522.258100794222,False,-0.01842294343715593,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103109,0,53,0.0,3074.0,False,-0.05333719310307394,11,4.5040000000000004,89437,253,0,0.0,11010.94162507818,False,-0.14111857201299877,0.3,493692,0.0,0.0,10,0,0,20,14,14.0,25,45,40,351.0,177.0,22,24,40,376,6.603090972988866,438.22018079680856
52,40,0,0,0,10.000000000000002,20,10.0,11.767618587661659,27,11.62962962962963,41.808457416627554,8,43.0,45.48498019674675,11,63.18181818181818,58.0,14,58.0,14,6.640000000000002,20640.0,487,0,0.0,4870.000000000001,False,-0.42886490767783775,13,6.729000000000003,19414.0,573,0,0.0,5730.000000000001,False,-0.44856690262858273,0,0.2,53106,233,375,1.0,18420.0266621605,False,0.10612942348865308,0,0.2,53216,187,381,1.0,18129.56695162783,False,0.10550408214519613,0,1.748,76540,0,9,0.8,409.3648217707207,False,-0.014641042422990799,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,102414,1,63,1.0,3699.4849801967466,False,-0.05679522271988588,14,4.633000000000001,89042,253,0,0.0,11507.699989776927,False,-0.14244495309576025,0.475,492257,0.0,0.0,14,0,0,15,14,14.0,26,41,44,318.0,170.0,19,21,44,1239,6.155477992026135,444.3756587888347
53,44,0,0,0,10.000000000000002,20,10.0,11.768869435528828,23,11.782608695652174,42.14566371828685,13,43.61538461538461,47.51563403254008,13,63.0,57.99999999999999,10,58.0,13,6.756000000000004,20289.0,497,0,0.0,4970.000000000001,False,-0.4363150339092124,10,6.8160000000000025,19144.0,583,0,0.0,5830.000000000001,False,-0.45401217761496954,0,0.2,53393,232,376,1.0,18577.147267118544,False,0.11261823727850744,0,0.2,53225,191,387,1.0,18558.225921163015,False,0.1094682528459362,4,1.7880000000000005,76588,3,10,1.0,601.5933314802613,False,-0.012790695695703581,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,101595,4,73,1.0,4424.062536130159,False,-0.060926785583171265,10,4.719000000000001,88823,253,0,0.0,12021.45541023264,False,-0.14210229862752324,0.5,490942,0.0,0.0,12,0,0,19,12,11.307692307692307,27,46,39,375.0,147.0,25,19,39,767,6.827196025988087,451.2028548148228
