index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,27,0,0,0,10.000000000000002,20,10.0,36.66174016381894,4,37.0,6.765989367433588,8,4.5,30.109874811042317,24,39.25,45.0,9,45.0,0,0.37100000000000005,28970,0,48,0.7,1759.7635278633093,False,0.26076540648469565,0,0.272,20889,268,0,0.0,2680.0000000000005,False,-0.06111674269302247,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,8,2.2330000000000005,15053.0,215,0,0.0,7882.274135221072,False,-0.38147979199548876,0,0.31700000000000006,43488,0,9,0.3,270.9888732993809,False,0.03719761374853641,0,0.49700000000000005,44980,0,7,0.5,210.76912367729622,False,0.07195569466317905,0,1.667,53330,4,19,1.0,975.4394992441693,False,-0.04466716814673051,9,2.0810000000000004,47231,205,0,0.0,6172.524336263675,False,-0.10680473305407331,0.3125,285108,0.0,0.0,13,0,0,10,7,7.0,19,29,24,187.0,76.0,14,13,24,1290,1.3545179162174463,45.803814144805074
26,24,0,0,0,10.000000000000002,20,10.0,37.182557773583774,10,41.9,6.188666511099089,13,2.769230769230769,31.840519673326458,17,42.470588235294116,44.99999999999999,7,45.0,0,0.37100000000000005,29349,0,42,0.4,1561.6674264905184,False,0.2725896989882268,0,0.272,20729,284,0,0.0,2840.0000000000005,False,-0.0644956918398378,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,13,2.355000000000001,14214.0,225,0,0.0,8366.07549905635,False,-0.4009235810502401,0,0.31700000000000006,43488,0,9,0.0,286.5646770599381,False,0.037382779869468384,10,0.5970000000000002,45211,3,10,1.0,336.97119626656183,False,0.07894827737543167,0,1.6670000000000005,53008,3,29,1.0,1400.5215590199791,False,-0.04661020379326889,7,2.1420000000000003,46748,213,0,0.0,6782.030690418535,False,-0.10996884039462365,0.3,283914,0.0,0.0,11,0,0,7,7,6.25,22,29,30,189.0,89.0,13,11,30,819,1.183177225291729,46.9869913700968
27,30,0,0,0,10.000000000000002,20,10.0,37.277692030225154,5,39.0,5.9697953284641905,9,4.0,31.39773131734668,6,23.333333333333332,45.0,12,45.0,0,0.37100000000000005,29474,0,44,0.7,1640.218449329907,False,0.27952818147765474,0,0.272,20599,297,0,0.0,2970.0000000000005,False,-0.06724108802162528,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,9,2.432000000000001,13739.0,230,0,0.0,8573.869166951785,False,-0.41300808937197914,0,0.31700000000000006,43502,0,17,0.9,533.7614323948935,False,0.04065433596132688,0,0.5870000000000002,45301,0,8,0.3,251.18185053877343,False,0.08006825947524641,0,1.667,52918,0,37,0.8,1665.0,False,-0.04586040401888735,12,2.255000000000001,46470,214,0,0.0,6719.11450191219,False,-0.11546211433670438,0.3375,283170,0.0,0.0,11,0,0,13,7,7.0,19,32,27,218.0,103.0,16,14,27,535,1.3273043762892485,48.31429574638605
28,27,0,0,0,10.000000000000002,20,10.0,37.00909256484057,10,34.7,5.828014093264577,3,2.0,31.39773131734668,0,,45.0,7,45.0,0,0.37100000000000005,29751,0,41,0.7,1517.3727951584635,False,0.28863348528379934,0,0.272,20469,310,0,0.0,3100.0000000000005,False,-0.06998648420341273,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,3,2.453000000000001,13302.0,240,0,0.0,8882.182215561737,False,-0.4222185317730675,0,0.31700000000000006,43502,0,17,0.0,533.7614323948935,False,0.04065433596132688,0,0.5870000000000002,45295,0,11,0.3,345.3750444908135,False,0.08104537726159451,0,1.6670000000000005,52918,0,37,0.0,1665.0,False,-0.04586040401888735,7,2.313,46373,214,0,0.0,6719.11450191219,False,-0.11718398745063204,0.125,282777,0.0,0.0,10,0,0,11,4,4.0,20,31,19,203.0,83.0,16,11,19,547,1.14060203358531,49.45489777997136
29,19,0,0,0,10.000000000000002,20,10.0,37.432180398157044,8,42.0,5.268526430141934,16,2.625,31.539997997519887,6,34.0,45.0,8,45.0,0,0.37100000000000005,29997,0,42,0.9,1572.1515767225958,False,0.3001805958929421,0,0.272,20359,321,0,0.0,3210.0000000000005,False,-0.07230951174184828,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,16,2.6100000000000008,12419.0,248,0,0.0,9283.180738742947,False,-0.4444433107762717,0,0.31700000000000006,43480,1,27,1.0,856.8484723631789,False,0.04397213999813577,0,0.5870000000000002,45479,0,10,0.5,315.39997997519885,False,0.08506383865492767,0,1.6670000000000005,52714,0,43,0.6,1935.0,False,-0.04708524159477403,8,2.3860000000000006,46266,214,0,0.0,6749.559571469255,False,-0.11881315394371729,0.375,281881,0.0,0.0,8,0,0,12,5,5.0,14,26,22,138.0,40.0,11,8,22,740,1.0901195965707302,50.54501737654209
30,22,0,0,0,10.000000000000002,20,10.0,37.432180398157044,0,,5.269871653938343,7,5.285714285714286,30.88761896571189,5,18.0,44.99999999999999,12,45.0,0,0.37100000000000005,29897,0,52,1.0,1946.4733807041662,False,0.3038619990856598,0,0.272,20259,331,0,0.0,3310.0000000000005,False,-0.07442135495860787,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,7,2.664000000000001,12218.0,248,0,0.0,9283.180738742947,False,-0.45098862322539085,0,0.31700000000000006,43570,0,23,0.1,710.4152362113734,False,0.04437118376817527,0,0.5870000000000002,45442,0,17,0.7,525.0895224171021,False,0.08667692434933184,0,1.6670000000000005,52714,0,43,0.0,1934.9999999999998,False,-0.04708524159477403,12,2.4980000000000007,45960,219,0,0.0,6764.388553490904,False,-0.1241134256977056,0.22499999999999998,281227,0.0,0.0,8,0,0,14,6,6.0,15,29,21,239.0,49.0,15,7,21,290,1.293905908241868,51.83892328478396
31,21,0,0,0,10.000000000000002,20,10.0,37.432180398157044,0,,5.346722071011504,11,5.909090909090909,31.983161242306384,19,37.36842105263158,44.99999999999999,5,45.0,0,0.37100000000000005,29837,0,58,0.6,2171.0664630931087,False,0.30607084100129045,0,0.272,20119,345,0,0.0,3450.0000000000005,False,-0.07737793546207129,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,11,2.7670000000000003,11898.0,248,0,0.0,9283.180738742947,False,-0.4614090211543368,0,0.31700000000000006,44054,0,17,0.8,543.7137411192085,False,0.0538970700815427,0,0.5870000000000002,45603,0,15,0.3,479.74741863459576,False,0.08996585057460464,0,1.667,52204,5,53,1.0,2544.9158062115316,False,-0.05072499905730526,5,2.536000000000001,45703,223,0,0.0,7132.244957034323,False,-0.1254105428601348,0.3375,280585,0.0,0.0,10,0,0,13,4,4.0,14,27,21,162.0,56.0,11,10,21,910,1.1420014277100563,52.980924712494016
32,21,0,0,0,10.000000000000002,20,10.0,38.078565740047736,14,42.0,5.164705229362277,6,2.6666666666666665,31.983161242306384,0,,44.99999999999999,11,45.0,0,0.37100000000000005,30335,0,53,0.9,2018.16398422253,False,0.3238757388119304,0,0.272,20009,356,0,0.0,3560.0000000000005,False,-0.07970096300050684,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,6,2.8160000000000007,11127.0,262,0,0.0,9976.584223892507,False,-0.4752257607884902,0,0.31700000000000006,44053,0,18,0.1,575.696902361515,False,0.05425351176159097,0,0.5870000000000002,45588,0,20,0.5,639.6632248461277,False,0.09151029773468371,0,1.667,52204,0,58,0.5,2609.9999999999995,False,-0.05014733553449072,11,2.6410000000000005,45517,223,0,0.0,7132.244957034323,False,-0.12871227893426412,0.25,280000,0.0,0.0,9,0,0,11,6,6.0,19,30,28,207.0,49.0,14,7,28,788,1.316988231614232,54.29791294410825
33,28,0,0,0,10.000000000000002,20,10.0,37.66028471368226,14,35.0,5.049640060062733,3,2.0,32.43523610135746,19,34.8421052631579,45.0,12,45.0,0,0.37100000000000005,30725,0,49,1.0,1845.3539509704308,False,0.3366986389375407,0,0.272,19909,366,0,0.0,3660.0000000000005,False,-0.08181280621726643,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,3,2.8400000000000007,10547.0,276,0,0.0,10394.238580976304,False,-0.48731253735099966,0,0.31700000000000006,44137,0,16,0.3,518.9637776217194,False,0.0555762592741353,0,0.5870000000000002,46160,0,6,0.0,194.61141660814476,False,0.09981943717882188,0,1.667,51792,4,68,1.0,3189.7409444054297,False,-0.052315289661612564,12,2.750000000000001,45039,228,0,0.0,7395.233831109501,False,-0.13486319246716452,0.2875,279476,0.0,0.0,12,0,0,18,6,6.0,14,32,31,225.0,61.0,17,11,31,1352,1.5648463163524866,55.862759260460734
34,31,0,0,0,10.000000000000002,20,10.0,38.06262004025219,11,41.45454545454545,4.931222294554654,3,2.0,33.92516291753549,15,44.666666666666664,45.0,3,45.0,0,0.37100000000000005,31081,0,48,1.0,1827.005761932105,False,0.35134747765526486,0,0.272,19809,376,0,0.0,3760.0000000000005,False,-0.08392464943402601,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,3,2.8670000000000004,10001.0,287,0,0.0,10923.97195155238,False,-0.4964672905084441,0,0.31700000000000006,44307,0,11,0.0,373.17679209289037,False,0.0578850756329547,4,0.6270000000000001,46490,0,3,0.3,101.77548875260646,False,0.10656191883725968,0,1.6670000000000005,51372,4,78,1.0,3645.700651670142,False,-0.05572389097463222,3,2.7680000000000007,44762,233,0,0.0,7904.562959785769,False,-0.13525967479864948,0.2875,278989,0.0,0.0,10,0,0,13,3,2.8,19,32,35,242.0,99.0,17,14,35,1076,1.599298045039177,57.46205730549991
35,35,0,0,0,10.0,20,10.0,38.05445445607492,14,38.0,4.848035546043181,8,4.125,33.92516291753549,0,,44.99999999999999,8,45.0,0,0.37100000000000005,31513,0,44,1.0,1674.3959960672964,False,0.3663709240595391,0,0.272,19709,386,0,0.0,3860.0,False,-0.08603649265078561,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,8,2.9440000000000004,9225.0,301,0,0.0,11454.39079127855,False,-0.5131005439565184,0,0.31700000000000006,44307,0,11,0.0,373.17679209289037,False,0.0578850756329547,0,0.623,46457,0,11,0.8,373.17679209289037,False,0.10900374226791987,0,1.667,51372,0,82,0.4,3689.9999999999995,False,-0.055330706145489406,8,2.8450000000000006,44649,233,0,0.0,7904.562959785769,False,-0.13726556822002908,0.275,278399,0.0,0.0,8,0,0,19,5,5.0,17,36,30,267.0,82.0,21,14,30,732,1.857979167252779,59.32003647275269
36,30,0,0,0,10.0,20,10.0,38.07438289625901,1,40.0,4.590746332519152,5,1.0,33.23770899604756,5,18.0,44.99999999999999,7,45.0,0,0.37100000000000005,31463,0,52,0.9,1979.8679106054685,False,0.3707101687490596,0,0.272,19599,397,0,0.0,3970.0,False,-0.08835952018922115,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,5,2.986000000000001,9030.0,302,0,0.0,11498.463634670221,False,-0.5187328855600928,0,0.31700000000000006,44392,0,11,0.5,365.61479895652315,False,0.05981614873102691,0,0.623,46457,0,11,0.0,365.61479895652315,False,0.10891384482460974,0,1.6670000000000005,51372,0,82,0.0,3689.9999999999995,False,-0.055330706145489406,7,2.9070000000000005,44463,238,0,0.0,7910.574741059319,False,-0.14051394592023186,0.175,277943,0.0,0.0,10,0,0,13,4,4.0,16,29,21,227.0,70.0,15,15,21,330,1.5629204381257296,60.88295691087842
37,21,0,0,0,10.0,20,10.0,38.118558494722045,1,42.0,4.542392089603608,6,4.0,33.333599146422934,15,34.0,44.99999999999999,11,45.0,0,0.37100000000000005,31405,0,61,1.0,2325.2320681780448,False,0.37555398015243385,0,0.272,19499,407,0,0.0,4070.0,False,-0.09047136340598073,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,6,3.041000000000001,8808.0,303,0,0.0,11549.92322390078,False,-0.5251241781904201,4,0.35700000000000004,44714,0,6,0.6,200.00159487853762,False,0.06550324062481923,0,0.6230000000000001,46457,0,11,0.0,366.6695906106523,False,0.10892638425319964,0,1.6670000000000005,50862,5,92,1.0,4306.667995732114,False,-0.05891053364103279,11,3.0100000000000002,44273,238,0,0.0,7933.396596848658,False,-0.14368412861816435,0.325,277185,0.0,0.0,8,0,0,13,7,6.266666666666667,14,27,23,159.0,80.0,11,10,23,242,1.361799605190754,62.244756516069174
38,23,0,0,0,10.0,20,10.0,38.396640512898855,12,40.25,4.405550111132355,5,2.6,35.45913925162999,15,50.666666666666664,44.99999999999999,10,45.0,0,0.37100000000000005,31818,0,56,0.7,2150.211868722336,False,0.3893016529127036,0,0.272,19369,420,0,0.0,4200.0,False,-0.0932167595877682,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,5,3.085000000000001,8169.0,315,0,0.0,12094.94176156314,False,-0.5370584883655746,0,0.35300000000000004,44714,0,6,0.0,212.75483550977995,False,0.06565485194024802,4,0.6630000000000001,47040,0,5,0.5,177.29569625814997,False,0.12053657595589709,0,1.6670000000000005,50612,0,102,1.0,4589.999999999999,False,-0.06083359960237157,10,3.0990000000000006,43603,248,0,0.0,8793.866534404238,False,-0.14794026223591225,0.275,276492,0.0,0.0,13,0,0,11,7,6.8,19,30,19,207.0,53.0,14,9,19,1183,1.5251612551510334,63.76991777122021
39,19,0,0,0,10.0,20,10.0,38.67012515811335,8,41.5,4.143643811354648,19,3.263157894736842,36.753262198566794,10,51.0,44.99999999999999,20,45.0,0,0.37100000000000005,32050,0,58,1.0,2242.8672591705745,False,0.4010573420166111,0,0.272,19269,430,0,0.0,4300.0,False,-0.09532860280452779,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,19,3.270000000000001,7196.0,323,0,0.0,12490.450426070613,False,-0.5623033894612228,0,0.35300000000000004,44672,4,16,1.0,604.6267704224873,False,0.06931485259305367,5,0.7090000000000001,47325,0,5,0.5,183.76631099283398,False,0.12738969436972872,0,1.667,50882,0,96,0.0,4319.999999999999,False,-0.058437178258245466,14,3.2290000000000005,42793,258,0,0.0,9482.341647230232,False,-0.1562081367626102,0.3125,275354,0.0,0.0,14,0,0,11,9,9.0,17,28,26,165.0,72.0,13,6,26,1062,1.4630742967128754,65.23299206793308
40,26,0,0,0,9.999999999999998,20,10.0,38.90020970822258,8,41.25,4.166006662648396,2,5.0,38.20352810969299,16,48.0,44.99999999999999,20,45.0,0,0.37100000000000005,32290,0,59,0.9,2295.1123727851323,False,0.4122975243450147,0,0.272,19159,441,0,0.0,4409.999999999999,False,-0.09765163034296334,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,2,3.271000000000001,6812.0,331,0,0.0,12875.969413421675,False,-0.5685308962613294,0,0.35300000000000004,44680,0,21,0.6,802.2740903035527,False,0.07185470517967094,10,0.804,47625,0,0,0.0,0.0,False,0.13233790627451913,0,1.667,50974,0,94,0.6,4229.999999999999,False,-0.057602868605105266,12,3.335000000000001,42067,268,0,0.0,10238.54553339772,False,-0.16238376883056665,0.2625,274774,0.0,0.0,13,0,0,13,8,8.0,15,28,24,213.0,96.0,14,12,24,1158,1.3879689071327448,66.62096097506583
41,24,0,0,0,9.999999999999998,20,10.0,39.24185358421974,10,42.0,4.135032138231446,1,2.0,37.82659541574133,11,34.0,45.0,20,45.0,0,0.37100000000000005,32630,0,57,0.8,2236.785654300525,False,0.42542628937110405,0,0.272,19039,453,0,0.0,4529.999999999999,False,-0.10018584220307485,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,1,3.2790000000000004,6362.0,341,0,0.0,13381.472072218932,False,-0.5749540513820227,0,0.35300000000000004,45052,0,11,0.1,416.09254957315466,False,0.07610847321112188,0,0.7940000000000003,47625,0,0,0.0,0.0,False,0.13233790627451913,0,1.667,51050,1,94,1.0,4267.826595415741,False,-0.055918037105338346,10,3.423000000000001,41908,268,0,0.0,10137.527571418677,False,-0.1661028191552289,0.23750000000000002,274833,0.0,0.0,14,0,0,14,4,4.0,16,30,29,176.0,46.0,14,10,29,1444,1.6190223917365074,68.23998336680233
42,29,0,0,0,9.999999999999998,20,10.0,39.24185358421974,0,,4.078620031168803,7,3.5714285714285716,38.83764080179236,10,50.0,45.0,20,45.0,0,0.37100000000000005,32560,0,64,0.7,2511.4786293900634,False,0.42827079382898436,0,0.272,18909,466,0,0.0,4659.999999999999,False,-0.1029312383848623,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,7,3.3480000000000008,6149.0,341,0,0.0,13381.472072218932,False,-0.5818901287534773,0,0.35300000000000004,45292,0,8,0.2,310.7011264143389,False,0.08056184320138778,5,0.8440000000000001,47655,0,5,0.5,194.1882040089618,False,0.13535971140551314,0,1.6670000000000005,51000,1,94,1.0,4268.837640801792,False,-0.05679662689670719,10,3.513000000000001,41742,268,0,0.0,10408.487734880353,False,-0.16664458644086735,0.3,274474,0.0,0.0,13,0,0,10,7,7.0,21,31,25,206.0,59.0,15,14,25,900,2.214895535260439,70.45487890206277
43,25,0,0,0,9.999999999999998,20,10.0,39.01704088615758,21,38.142857142857146,3.9575842616371775,9,3.111111111111111,38.83764080179236,0,,45.00000000000001,20,45.0,0,0.37100000000000005,33251,1,53,1.0,2077.903166966352,False,0.4483000330918726,0,0.272,18819,475,0,0.0,4749.999999999999,False,-0.10483189727994593,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,9,3.431000000000001,5058.0,362,0,0.0,14124.168800789044,False,-0.6053246800483727,0,0.35300000000000004,45284,0,12,0.4,466.05168962150833,False,0.08221845133766272,0,0.8390000000000002,47635,0,10,0.5,388.3764080179236,False,0.1371927103356942,0,1.667,51540,0,83,0.1,3735.0000000000005,False,-0.05194908935988923,8,3.5830000000000015,41625,268,0,0.0,10408.487734880353,False,-0.16872148493911,0.25,274379,0.0,0.0,15,0,0,13,5,5.0,9,22,23,187.0,48.0,14,11,23,1541,1.2200659289956093,71.67494483105838
44,23,0,0,0,9.999999999999998,20,10.0,39.01704088615758,0,,3.9575842616371775,0,,37.26642493990219,16,26.625,45.00000000000001,20,45.0,0,0.37100000000000005,33131,3,63,1.0,2488.0735758279275,False,0.45189376532834796,0,0.272,18739,483,0,0.0,4829.999999999999,False,-0.10652137185335361,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,3.4220000000000006,5058.0,362,0,0.0,14124.168800789044,False,-0.6053246800483727,0,0.35300000000000004,45460,0,1,0.0,37.26642493990219,False,0.08130562334981686,0,0.8390000000000002,47885,0,5,0.0,186.33212469951093,False,0.14073482637128204,0,1.6670000000000005,51634,1,87,1.0,3952.2664249399027,False,-0.04835209265328301,14,3.7150000000000016,41084,273,0,0.0,10173.734008593297,False,-0.18040850988219106,0.25,274158,0.0,0.0,11,0,0,8,5,5.0,11,19,27,167.0,75.0,11,12,27,896,1.1832317356020212,72.8581765666604
45,27,0,0,0,10.0,20,10.0,39.1477755554182,13,40.07692307692308,3.829475891219472,10,3.0,35.522236703469204,10,16.0,45.00000000000001,20,45.0,0,0.37100000000000005,33582,0,60,1.0,2348.866533325092,False,0.4680027566591717,0,0.272,18609,496,0,0.0,4960.0,False,-0.10926676803514107,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,10,3.522000000000001,4212.0,375,0,0.0,14680.415833281824,False,-0.6238168642208827,9,0.44300000000000006,45236,0,5,0.5,177.61118351734603,False,0.07764819876265901,0,0.8390000000000002,47870,0,10,0.5,355.22236703469207,False,0.1423859621844871,0,1.6670000000000005,51969,1,86,1.0,3905.52223670347,False,-0.04282030180083544,9,3.7910000000000004,40945,273,0,0.0,9697.570620047092,False,-0.18710218855356367,0.375,273590,0.0,0.0,14,0,0,5,7,6.9,17,22,26,188.0,113.0,14,13,26,1216,1.251146275550127,74.10932284221053
46,26,0,0,0,10.0,20,10.0,39.135801268356516,1,38.0,3.882006674830317,13,4.153846153846154,34.39004420934123,16,26.625,45.00000000000001,20,45.0,0,0.37100000000000005,33500,2,69,1.0,2720.3702875165995,False,0.47238491061658655,0,0.272,18529,504,0,0.0,5040.0,False,-0.11095624260854874,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,13,3.642000000000001,3728.0,376,0,0.0,14715.06127690205,False,-0.6390136234181828,0,0.43400000000000005,45446,0,9,0.9,309.51039788407104,False,0.08420921084528969,1,0.8490000000000002,47991,0,4,0.4,137.5601768373649,False,0.1426752915765634,0,1.6670000000000005,52243,2,86,1.0,3938.7800884186827,False,-0.03766126949605312,10,3.8820000000000006,40552,278,0,0.0,9560.43229019686,False,-0.19529562706183784,0.4125,273156,0.0,0.0,13,0,0,11,9,8.09090909090909,11,22,28,173.0,50.0,14,12,28,938,1.3232794646173716,75.4326023068279
47,28,0,0,0,10.0,20,10.0,39.135801268356516,0,,4.106951566796652,7,6.428571428571429,35.05058091445702,5,50.0,45.0,20,45.0,0,0.37100000000000005,33430,0,78,0.9,3052.592498931808,False,0.4764443423494636,0,0.272,18399,517,0,0.0,5170.0,False,-0.1137016387903362,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,7,3.699000000000001,3535.0,376,0,0.0,14715.06127690205,False,-0.6452984259190783,0,0.43400000000000005,45446,0,9,0.0,315.4552282301132,False,0.0842798833570712,1,0.8580000000000003,48155,0,7,0.7,245.35406640119916,False,0.14785603635846306,0,1.667,52783,0,76,0.2,3420.0,False,-0.032680086626193774,8,3.9520000000000013,40188,283,0,0.0,9919.314398791337,False,-0.1985717825931823,0.22499999999999998,273103,0.0,0.0,12,0,0,10,6,5.2,6,16,25,157.0,59.0,16,12,25,740,1.4378455746918917,76.8704478815198
48,25,0,0,0,10.0,20,10.0,39.27100658582577,16,40.0,4.034432372549543,5,3.0,35.72189143459745,5,50.0,45.0,20,45.0,0,0.37100000000000005,33970,0,72,1.0,2827.5124741794557,False,0.49449891185545397,0,0.272,18299,527,0,0.0,5270.0,False,-0.11581348200709579,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,5,3.742000000000001,2750.0,392,0,0.0,15394.234581643703,False,-0.659802751935203,0,0.43400000000000005,45431,0,14,0.5,500.1064800843643,False,0.0861183870287496,0,0.8570000000000002,48405,0,2,0.0,71.4437828691949,False,0.15173261112804856,0,1.667,52938,0,72,0.5,3240.0,False,-0.03152625412717009,11,4.054,40000,283,0,0.0,10109.295275991079,False,-0.20022282035723468,0.25,272960,0.0,0.0,13,0,0,8,5,5.0,7,15,23,213.0,40.0,15,10,23,1495,1.1629901137202978,78.03343799524009
49,23,0,0,0,10.0,20,10.0,39.38466584786186,4,42.0,3.949296799914192,3,2.0,35.03206131097943,4,17.75,45.0,20,45.0,0,0.37100000000000005,34018,2,78,1.0,3092.003936133225,False,0.5021119263417222,0,0.272,18219,535,0,0.0,5350.0,False,-0.11750295658050346,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,3,3.7670000000000012,2492.0,396,0,0.0,15596.327675753297,False,-0.6649137439227377,0,0.43400000000000005,45479,0,14,0.3,490.448858353712,False,0.08714483057554527,0,0.8570000000000002,48422,0,1,0.0,35.03206131097943,False,0.15170394043261823,0,1.667,53506,0,60,0.1,2700.0,False,-0.026236375900876914,7,4.113,39854,286,0,0.0,10019.169534940116,False,-0.20361442880906636,0.175,273157,0.0,0.0,16,0,0,10,4,4.0,3,13,27,166.0,64.0,13,10,27,1024,1.230644129216671,79.26408212445676
50,27,0,0,0,10.0,20,10.0,39.650147790404084,17,41.0,4.24799468286871,11,6.0,35.70341438379293,10,42.0,45.0,9,45.0,0,0.37100000000000005,34615,2,71,1.0,2835.16049311869,False,0.5219032035208373,0,0.272,18119,545,0,0.0,5450.0,False,-0.11961479979726306,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,11,3.8740000000000014,1455.0,413,0,0.0,16375.511037436887,False,-0.6859957823856705,0,0.43400000000000005,45669,0,17,0.8,606.9580445244799,False,0.09304736256835017,4,0.8970000000000002,48422,0,3,0.3,107.1102431513788,False,0.1525608103277702,0,1.6670000000000005,53086,0,70,1.0,3150.0,False,-0.029697873397947952,9,4.196000000000001,39719,286,0,0.0,10211.176513764778,False,-0.20430666636698286,0.3875,272252,0.0,0.0,10,0,0,7,8,7.8,4,11,21,170.0,75.0,11,16,21,1147,1.0500405076891184,80.31412263214588
51,21,0,0,0,10.000000000000002,20,10.0,39.857298038298644,9,42.0,4.189887554133842,5,3.4,37.182624016315906,10,51.0,45.0,20,45.0,0,0.37100000000000005,34873,4,72,1.0,2909.7254587575026,False,0.5343750096882391,0,0.272,18039,553,0,0.0,5530.000000000001,False,-0.12130427437067072,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,5,3.9130000000000016,922.0,422,0,0.0,16819.779772162026,False,-0.6961187311185315,0,0.43400000000000005,45913,0,16,0.4,594.9219842610545,False,0.09870565139757302,2,0.913,48589,0,1,0.1,37.182624016315906,False,0.15570011916612758,0,1.667,53466,0,61,0.5,2745.0,False,-0.02654702311215252,6,4.247000000000001,39394,291,0,0.0,10820.14358874793,False,-0.20467085961632467,0.25,272363,0.0,0.0,15,0,0,7,6,5.4,4,11,22,145.0,46.0,11,10,22,1458,1.0366533268243074,81.35077595897019
