index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,17,0,0,0,10.000000000000002,20,10.0,16.297082562280178,53,9.320754716981131,32.16397234631754,10,27.3,13.830111167314582,50,14.22,57.00000000000002,12,57.0,1,0.6780000000000002,55336,13,10,1.0,292.97082562280184,False,0.09775009720255237,42,3.0770000000000013,39249,249,0,0.0,2490.0000000000005,False,-0.19880495429543746,0,0.21800000000000003,66710,77,26,1.0,2091.13863829983,False,0.02889115635050667,0,0.272,67108,110,50,1.0,3400.8776991666964,False,0.04487933502776419,17,4.501000000000002,64420.0,150,0,0.0,4824.595851947632,False,-0.34936137847335597,33,4.481000000000002,73564,213,0,0.0,6850.926109765636,False,-0.25047739388536755,0,0.2,140255,0,9,0.0,513.0000000000002,False,0.001314786177998532,12,2.2190000000000007,123482,939,0,0.0,12986.474386108393,False,-0.07376885992678388,0.375,630124,0.0,0.0,10,0,0,7,15,14.09090909090909,19,26,20,166.0,46.0,11,6,20,473,2.1760567193850875,137.5863944478333
26,20,0,0,0,10.000000000000002,20,10.0,16.491553008320427,55,17.363636363636363,32.41913913051285,5,41.0,14.134762899147228,11,23.0,57.000000000000014,12,57.0,10,0.7770000000000001,55666,7,10,1.0,234.91553008320426,False,0.10370499317481705,35,3.3850000000000007,38389,265,0,0.0,2650.0000000000005,False,-0.21423766372521863,0,0.21800000000000003,66395,82,36,1.0,2519.396355380738,False,0.027359394069979656,0,0.272,66673,140,55,1.0,4091.870073343067,False,0.04352018946246241,0,4.484000000000002,64420.0,150,0,0.0,4862.870869576928,False,-0.34917506732229536,11,4.558000000000001,73062,218,0,0.0,7067.372330451802,False,-0.2543109662841382,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,12,2.327000000000001,122975,950,0,0.0,13428.024754189866,False,-0.075808558744255,0.375,627835,0.0,0.0,9,0,0,12,7,7.0,16,28,25,162.0,26.0,15,5,25,715,2.3647271702066064,139.9511216180399
27,25,0,0,0,10.000000000000002,20,10.0,16.45084687476688,60,16.266666666666666,30.89785149627998,19,18.42105263157895,14.263326784233026,33,15.424242424242422,57.00000000000001,11,57.0,10,0.8670000000000002,55976,5,10,1.0,214.50846874766881,False,0.10963662368671266,40,3.7500000000000013,37333,277,0,0.0,2770.0000000000005,False,-0.2339440465355546,0,0.21800000000000003,66425,82,27,1.0,2183.2114341304436,False,0.025262413512903287,0,0.272,66017,180,65,1.0,4969.512784716238,False,0.040222258550986566,12,4.604000000000001,63557.0,164,0,0.0,5067.247645389917,False,-0.35658186663783403,21,4.757000000000001,72135,223,0,0.0,6890.220883670436,False,-0.26419799410195666,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,11,2.4250000000000007,122230,983,0,0.0,14020.850228901065,False,-0.07900528683396253,0.375,623928,0.0,0.0,12,0,0,10,11,11.0,21,31,17,216.0,42.0,16,9,17,870,2.585307720117271,142.53642933815718
28,17,0,0,0,10.000000000000002,20,10.0,16.196159820407996,5,1.0,29.791052603084694,28,23.571428571428573,14.252229506064923,25,14.12,57.0,7,57.0,0,0.8570000000000002,55876,5,20,1.0,373.9231964081599,False,0.10923512322828692,5,3.7600000000000007,37113,287,0,0.0,2870.0000000000005,False,-0.2373075857702505,0,0.21800000000000003,66560,72,28,1.0,2000.272979955747,False,0.025923442971130715,0,0.272,66537,175,56,1.0,4502.626914344142,False,0.04457372416096568,13,4.722000000000001,62566.0,170,0,0.0,5064.478942524398,False,-0.3662431173575985,12,4.856000000000002,71481,245,0,0.0,7298.80788775575,False,-0.26857606316441257,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,7,2.484000000000001,121759,1008,0,0.0,14366.247342113442,False,-0.08113104626296638,0.375,622147,0.0,0.0,12,0,0,6,7,7.0,19,25,19,139.0,45.0,10,7,19,860,2.0864795250818133,144.622908863239
29,19,0,0,0,10.000000000000002,20,10.0,14.378790187744478,69,7.188405797101449,30.017395799721914,14,32.714285714285715,12.969035134455734,68,7.485294117647059,57.0,9,57.0,12,0.9770000000000001,55764,5,10,1.0,193.78790187744477,False,0.10523710875981797,37,4.125000000000001,35867,297,0,0.0,2970.0000000000005,False,-0.2609710735625816,0,0.21800000000000003,66482,121,32,1.0,2700.390278308183,False,0.0300547452531258,0,0.272,66577,175,58,1.0,4257.297239239155,False,0.04331843074149358,50,5.209000000000001,58037.0,172,0,0.0,5162.99207755217,False,-0.4098551759304495,18,5.024000000000002,70389,257,0,0.0,7714.470720528532,False,-0.27718379095908924,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,9,2.5670000000000006,121068,1076,0,0.0,13954.68180467437,False,-0.08752171070188076,0.375,614439,0.0,0.0,11,0,0,9,16,15.375,20,29,18,200.0,33.0,13,6,18,658,2.091512767598033,146.71442163083702
30,18,0,0,0,10.000000000000002,20,10.0,14.622239261624227,21,18.19047619047619,27.608081785318234,33,15.727272727272727,12.599152520661407,29,8.482758620689655,57.0,9,57.0,1,0.9750000000000001,55991,5,10,1.0,196.22239261624227,False,0.10975250675296032,10,4.188000000000001,35547,307,0,0.0,3070.0000000000005,False,-0.2663131652882751,0,0.21800000000000003,66741,111,29,1.0,2423.702929814518,False,0.031886952225521396,0,0.272,66455,186,48,1.0,4044.924428357381,False,0.03985334326725733,21,5.369000000000001,56597.0,185,0,0.0,5107.495130283874,False,-0.4241442827436093,8,5.086000000000001,69857,277,0,0.0,7647.438654533151,False,-0.2826893112476238,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,9,2.6480000000000006,120648,1105,0,0.0,13922.063535330855,False,-0.09063094224443319,0.375,612091,0.0,0.0,12,0,0,6,9,8.09090909090909,20,26,14,154.0,27.0,11,7,14,719,1.882617105729878,148.5970387365669
31,14,0,0,0,10.000000000000002,20,10.0,13.880885953708487,22,3.909090909090909,25.777118008035032,29,14.655172413793103,12.448482323664363,35,11.085714285714285,57.0,13,57.0,0,0.9740000000000002,55871,7,20,1.0,347.61771907416977,False,0.10887596176520689,22,4.3980000000000015,34812,315,0,0.0,3150.0000000000005,False,-0.28006410510070834,0,0.21800000000000003,67094,108,15,1.0,1885.792453121042,False,0.03316320025755125,0,0.272,66441,191,53,1.0,4017.436471584178,False,0.03943204160466619,16,5.508000000000002,55683.0,185,0,0.0,4768.766831486481,False,-0.4346912574646776,19,5.268000000000002,68667,306,0,0.0,7887.79811045872,False,-0.2931044310127791,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,13,2.769000000000001,119945,1140,0,0.0,14191.269848977374,False,-0.09468145884620437,0.375,608768,0.0,0.0,9,0,0,6,13,13.0,18,24,12,125.0,11.0,10,4,12,625,1.6338630309328437,150.23090176749974
32,12,0,0,0,10.000000000000002,20,10.0,14.403535142378965,16,23.75,26.057054500274997,23,28.304347826086957,12.035489697861289,19,5.157894736842105,56.99999999999999,10,57.0,0,0.9740000000000002,56163,5,18,1.0,309.2636325628214,False,0.11427390717188503,4,4.416000000000001,34600,327,0,0.0,3270.0000000000005,False,-0.28307150488702465,1,0.228,67364,110,10,1.0,1844.959410664436,False,0.03695320950195452,0,0.272,66408,185,56,1.0,4123.849053355509,False,0.039738880942064264,19,5.682000000000001,54246.0,197,0,0.0,5133.239736554175,False,-0.44690687252207906,0,5.2490000000000006,68412,317,0,0.0,8260.086276587173,False,-0.29377477035871424,0,0.2,140255,0,9,0.0,512.9999999999999,False,0.001314786177998532,10,2.8560000000000008,119645,1159,0,0.0,13949.132559821233,False,-0.09768208342007867,0.375,607093,0.0,0.0,14,0,0,9,8,7.333333333333333,15,24,13,139.0,6.0,10,2,13,1070,1.7322663376107812,151.96316810511053
33,13,0,0,0,10.000000000000002,20,10.0,14.87687965598354,22,20.727272727272727,24.823988573559795,43,19.465116279069765,11.723262169039009,28,8.357142857142858,57.0,12,57.0,0,0.9740000000000002,56511,5,14,1.0,258.27631518376955,False,0.12065486442150856,8,4.492000000000002,34293,337,0,0.0,3370.0000000000005,False,-0.28815638478888844,20,0.42700000000000005,66703,113,10,1.0,1929.327286861738,False,0.027556279037111064,0,0.272,66631,184,53,1.0,4053.017251099641,False,0.04258740870651022,19,5.853000000000001,52536.0,221,0,0.0,5486.101474756715,False,-0.46183676923831896,9,5.339000000000001,67905,336,0,0.0,8340.86016071609,False,-0.2983174314106774,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,12,2.966000000000001,119129,1187,0,0.0,13915.512194649304,False,-0.10147900192176375,0.375,603963,0.0,0.0,12,0,0,8,13,12.09090909090909,18,26,13,135.0,17.0,10,3,13,1004,1.5262042190879583,153.48937232419848
34,13,0,0,0,10.000000000000002,20,10.0,13.917231373032742,26,4.153846153846154,24.28099763354531,19,18.36842105263158,11.59867754551858,10,7.9,57.00000000000001,11,57.0,0,0.9740000000000002,56411,5,24,1.0,384.0135529527858,False,0.11992020055550622,26,4.7440000000000015,33429,347,0,0.0,3470.0000000000005,False,-0.3042618020656088,0,0.40700000000000003,66883,107,12,1.0,1780.5157285170471,False,0.02915976286970265,0,0.272,66692,196,52,1.0,3990.3892260587736,False,0.043038200431709715,7,5.904000000000001,52002.0,229,0,0.0,5560.348458081877,False,-0.4666740568445556,3,5.360000000000001,67656,347,0,0.0,8425.506178840224,False,-0.3003295129439814,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,11,3.0640000000000005,118814,1197,0,0.0,13883.61702198574,False,-0.10383740469765003,0.375,602142,0.0,0.0,9,0,0,9,10,10.0,16,25,16,142.0,24.0,10,3,16,549,1.831404773518443,155.32077709771693
35,16,0,0,0,10.0,20,10.0,14.354483735891936,16,21.5,24.05826399908977,22,22.0,11.650241375819444,35,12.057142857142857,57.0,7,57.0,0,0.9740000000000002,56631,7,21,1.0,371.44415845373067,False,0.12414867000171864,3,4.748000000000002,33276,355,0,0.0,3550.0,False,-0.30649756638043607,0,0.40700000000000003,66770,113,11,1.0,1886.6975661457761,False,0.028250023280228458,0,0.272,66945,186,51,1.0,3896.9054388294785,False,0.04617029929410563,17,6.067000000000002,50508.0,251,0,0.0,6038.624263771532,False,-0.4788906313218154,18,5.537000000000002,66972,347,0,0.0,8348.21760768415,False,-0.3073647383726117,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,7,3.1230000000000007,118287,1232,0,0.0,14353.097375009555,False,-0.10592011026028648,0.375,599644,0.0,0.0,12,0,0,10,10,10.0,18,28,13,233.0,18.0,15,1,13,1024,1.9411702994257212,157.26194739714265
36,13,0,0,0,10.0,20,10.0,14.804592903891342,43,17.41860465116279,22.479106925932427,38,14.052631578947368,12.030852041164907,13,20.23076923076923,57.0,8,57.0,0,0.9740000000000002,57052,11,14,1.0,317.2643006544788,False,0.13194238752576554,26,5.005000000000002,32584,361,0,0.0,3610.0,False,-0.3195955838708401,15,0.5570000000000002,66071,129,10,1.0,2134.5835538613073,False,0.019517588825575926,0,0.272,66919,193,49,1.0,3958.762669821718,False,0.04624514198154758,0,6.0500000000000025,50508.0,251,0,0.0,5642.255838409039,False,-0.4808200323292459,13,5.649000000000001,65988,385,0,0.0,8654.456166483984,False,-0.3154536879296521,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,8,3.1960000000000006,117879,1245,0,0.0,14978.41079125031,False,-0.10659954680407087,0.375,597256,0.0,0.0,9,0,0,8,8,7.576923076923077,20,28,18,176.0,18.0,12,1,18,905,1.8995942799374461,159.1615416770801
37,18,0,0,0,10.0,20,10.0,16.84197177554973,87,23.01149425287356,21.929246794915745,12,12.0,11.942794368567814,31,11.193548387096774,57.0,9,57.0,64,1.614,55922,9,10,1.0,258.4197177554973,False,0.10900260889711036,9,5.069000000000001,32275,373,0,0.0,3730.0,False,-0.3245221795734241,0,0.542,65051,153,20,1.0,3015.406617557424,False,0.01071634259302861,0,0.272,66081,236,47,1.0,5005.379938390776,False,0.04146644753003489,18,6.230000000000001,49453.0,251,0,0.0,5504.240945523852,False,-0.491762685481007,13,5.766000000000002,65373,397,0,0.0,8705.91097758155,False,-0.3211904876575598,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,9,3.278000000000001,117349,1276,0,0.0,15239.00561429253,False,-0.10944791232516722,0.375,591759,0.0,0.0,9,0,0,9,16,15.681818181818182,18,27,23,204.0,68.0,13,5,23,344,3.9365699691697955,163.0981116462499
38,23,0,0,0,10.0,20,10.0,16.474829605969024,8,2.0,20.176690455093564,55,13.618181818181819,12.760143536221836,41,18.048780487804876,57.0,10,57.0,0,1.5500000000000003,55832,8,20,1.0,409.49659211938047,False,0.10871647928573641,8,5.1400000000000015,31981,384,0,0.0,3840.0,False,-0.3292509200269083,35,0.8920000000000001,64198,151,10,1.0,2689.466175052258,False,-0.004711507637827813,0,0.272,66081,226,57,1.0,4873.3828468893325,False,0.040464237368755554,14,6.352000000000002,48536.0,263,0,0.0,5306.469589689607,False,-0.5016527308276563,27,6.023000000000001,63566,440,0,0.0,8877.743800241167,False,-0.33794591113416744,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,10,3.369000000000001,116411,1317,0,0.0,16805.109037204158,False,-0.11055210673211802,0.375,586860,0.0,0.0,9,0,0,14,13,12.619047619047619,18,32,23,242.0,57.0,17,6,23,476,2.1135109635069966,165.2116226097569
39,23,0,0,0,10.0,20,10.0,16.39422427353658,24,15.416666666666666,18.89674336778096,44,12.068181818181818,13.251504608162852,34,17.235294117647058,57.0,9,57.0,0,1.5500000000000003,56134,3,19,1.0,341.490261197195,False,0.11401893733130063,13,5.262000000000001,31476,399,0,0.0,3990.0,False,-0.33775869573819794,34,1.197,62699,152,10,1.0,2680.8895232553696,False,-0.02753944753272154,0,0.272,66063,229,67,1.0,5020.359164281201,False,0.04130684376020223,14,6.478000000000002,47850.0,263,0,0.0,4969.843505726392,False,-0.5099698032198524,20,6.1960000000000015,62288,484,0,0.0,9146.023790005986,False,-0.3490818367277109,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,9,3.449000000000001,115644,1351,0,0.0,17902.782725628014,False,-0.11210678370652832,0.375,582409,0.0,0.0,8,0,0,11,14,13.565217391304348,20,31,19,238.0,69.0,15,8,19,552,1.94198390096426,167.15360651072115
40,19,0,0,0,9.999999999999998,20,10.0,16.549762843571948,18,19.0,18.89674336778096,0,,13.332863200397126,16,14.75,57.00000000000001,9,57.0,0,1.5500000000000003,56374,1,19,1.0,324.445494027867,False,0.11859884347698811,8,5.329000000000002,31171,411,0,0.0,4109.999999999999,False,-0.34260614934114203,0,1.1630000000000003,62678,149,20,1.0,2843.8495310478393,False,-0.02662103828946417,0,0.272,65742,230,77,1.0,5261.494693340682,False,0.038263212711195205,6,6.524000000000003,47556.0,263,0,0.0,4969.843505726392,False,-0.5128320084808583,10,6.276000000000002,62018,484,0,0.0,9146.023790005986,False,-0.3517103925796551,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,9,3.5300000000000007,115229,1367,0,0.0,18226.023994942872,False,-0.11391241886827601,0.375,581023,0.0,0.0,9,0,0,9,8,8.0,19,28,16,217.0,14.0,14,5,16,520,1.8429769165813923,168.99658342730254
41,16,0,0,0,9.999999999999998,20,10.0,16.568267199328645,7,17.285714285714285,17.976055993027696,43,12.604651162790697,12.209142489819582,48,6.0,57.00000000000001,10,57.0,0,1.5500000000000003,56347,3,26,1.0,460.7749471825448,False,0.11941330920009648,4,5.3610000000000015,31015,419,0,0.0,4189.999999999999,False,-0.3449012702306992,0,1.1630000000000003,62805,142,10,1.0,2532.4545022349444,False,-0.02705681971789479,0,0.272,66036,224,64,1.0,4861.759436203389,False,0.03969264449761894,37,6.888000000000001,44709.0,263,0,0.0,4727.702726166284,False,-0.5417273373402602,11,6.376,61124,527,0,0.0,9473.381508325596,False,-0.3588203552039292,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,10,3.621000000000001,114737,1415,0,0.0,17275.93662309471,False,-0.12080377752287615,0.375,577028,0.0,0.0,12,0,0,8,12,12.0,17,25,15,146.0,36.0,9,7,15,835,1.6582118282094598,170.654795255512
42,15,0,0,0,9.999999999999998,20,10.0,16.568267199328645,0,,17.976055993027696,0,,12.773801926822479,45,16.31111111111111,57.00000000000001,9,57.0,0,1.5500000000000003,56207,7,36,1.0,666.4576191758313,False,0.11867810552783649,0,5.357000000000002,30955,425,0,0.0,4249.999999999999,False,-0.3454948359779985,0,1.1630000000000003,62805,132,20,1.0,2546.532390171935,False,-0.02694993098133769,0,0.272,66036,214,74,1.0,4875.83732414038,False,0.039799533234176045,14,6.9910000000000005,43967.0,263,0,0.0,4727.702726166284,False,-0.5489509982370846,31,6.675000000000002,59575,527,0,0.0,9473.381508325596,False,-0.37390047748045335,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,9,3.701000000000001,113823,1460,0,0.0,18649.75081316082,False,-0.12242208978613944,0.375,573623,0.0,0.0,7,0,0,3,9,9.0,22,25,24,146.0,45.0,10,5,24,200,1.6900480315089226,172.34484328702092
43,24,0,0,0,9.999999999999998,20,10.0,17.540366961206573,23,28.130434782608695,17.53153343580144,18,11.0,12.337201351935407,31,8.193548387096774,57.00000000000001,8,57.0,0,1.5500000000000003,56725,9,26,1.0,546.0495409913709,False,0.12773583891606358,3,5.387000000000001,30809,433,0,0.0,4329.999999999999,False,-0.34759210161845594,0,1.1630000000000003,62983,126,12,1.0,2420.4646383416457,False,-0.025204131639092825,0,0.272,65409,223,84,1.0,5384.150640956386,False,0.0341377814295202,21,7.187000000000001,42716.0,263,0,0.0,4610.793293615779,False,-0.5616990532642002,10,6.7440000000000015,59057,545,0,0.0,9554.685722511784,False,-0.37854764635939275,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,8,3.772000000000001,113432,1491,0,0.0,18394.767215735694,False,-0.12611697244387862,0.375,571386,0.0,0.0,11,0,0,16,8,8.0,18,34,24,260.0,60.0,19,5,24,1036,2.356260361149907,174.70110364817083
44,24,0,0,0,9.999999999999998,20,10.0,17.34605005850007,40,16.15,18.44905618910807,15,34.0,12.481347067350878,37,13.621621621621621,57.00000000000001,11,57.0,4,1.5900000000000003,57155,9,10,1.0,263.46050058500066,False,0.13344802837823,10,5.484000000000002,30447,443,0,0.0,4429.999999999999,False,-0.3537651853903684,0,1.1630000000000003,63201,122,12,1.0,2337.606781406305,False,-0.0225228404066155,0,0.272,65055,247,89,1.0,5926.440365280135,False,0.032879598236072324,14,7.306000000000002,41436.0,278,0,0.0,5128.837620572043,False,-0.571638672771218,23,6.964000000000001,58104,545,0,0.0,10054.735623063898,False,-0.3853913840657728,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,11,3.8740000000000006,112685,1528,0,0.0,19071.49831891214,False,-0.12902898829550927,0.375,568338,0.0,0.0,10,0,0,11,11,10.133333333333333,22,33,25,292.0,63.0,18,6,25,710,2.281619703397155,176.98272335156798
45,25,0,0,0,10.0,20,10.0,17.64723201383002,47,19.29787234042553,18.34619623142202,20,17.1,12.496971999465234,45,12.6,57.0,10,57.0,33,1.9160000000000001,57173,5,10,1.0,226.4723201383002,False,0.13343825254380814,4,5.514000000000001,30211,457,0,0.0,4570.0,False,-0.3570495825254244,6,1.223,63249,112,10,1.0,2159.9519478631823,False,-0.023142818490705173,0,0.272,64238,284,97,1.0,6791.394926375662,False,0.027040491142208033,21,7.5020000000000024,40201.0,280,0,0.0,5136.934944798166,False,-0.5836224666329263,24,7.181000000000001,56787,563,0,0.0,10328.908478290597,False,-0.39687830527127377,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,10,3.963000000000001,111911,1573,0,0.0,19657.736955158813,False,-0.13245584614807265,0.375,564025,0.0,0.0,8,0,0,10,11,10.10077519379845,23,33,31,250.0,61.0,18,7,31,290,2.4905461743474007,179.47326952591538
46,31,0,0,0,10.0,20,10.0,18.092228392067017,11,29.181818181818183,18.633252262338903,13,23.846153846153847,12.729299390159174,46,14.282608695652174,57.0,11,57.0,0,1.8830000000000005,57363,8,10,1.0,260.92228392067017,False,0.1375383075849854,1,5.520000000000002,30117,464,0,0.0,4640.0,False,-0.358216928495113,0,1.217,63043,112,14,1.0,2287.1951115842508,False,-0.025304882757169356,0,0.272,64433,275,100,1.0,6838.68803405232,False,0.030360712754561828,15,7.631000000000002,39106.0,293,0,0.0,5459.542912865299,False,-0.5927123633985022,31,7.4670000000000005,55159,563,0,0.0,10490.521023696803,False,-0.4119408427748944,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,11,4.063000000000001,111017,1619,0,0.0,20608.7357126677,False,-0.13543817044236783,0.375,560493,0.0,0.0,10,0,0,10,10,10.0,24,34,25,310.0,79.0,21,10,25,830,2.6509462650865316,182.12421579100192
47,25,0,0,0,10.0,20,10.0,18.506558213644357,27,22.444444444444443,19.12124579333466,5,41.0,13.147407993605873,54,15.61111111111111,56.99999999999999,12,57.0,7,1.9530000000000005,57588,9,10,1.0,275.0655821364436,False,0.14212996697930877,10,5.619000000000002,29849,473,0,0.0,4730.0,False,-0.3626291005500376,0,1.217,62497,123,24,1.0,2735.2165593182876,False,-0.030194398438049237,0,0.272,64578,271,105,1.0,7023.00808419776,False,0.03396206766736338,15,7.766000000000002,38248.0,293,0,0.0,5602.525017447055,False,-0.6003693363507513,39,7.826000000000002,52621,568,0,0.0,10860.867610614087,False,-0.43484653317522687,0,0.2,140255,0,9,0.0,512.9999999999999,False,0.001314786177998532,12,4.172000000000001,109910,1673,0,0.0,21995.613573302624,False,-0.13838529444332653,0.375,555546,0.0,0.0,8,0,0,9,14,13.411764705882353,25,34,20,284.0,47.0,19,6,20,405,2.344695471227169,184.46891126222908
48,20,0,0,0,10.0,20,10.0,18.236450307753767,4,1.0,19.12124579333466,0,,12.995270898446844,8,6.625,57.0,12,57.0,0,1.9460000000000002,57458,12,20,1.0,484.72900615507535,False,0.1416319991903276,4,5.649000000000002,29680,480,0,0.0,4800.0,False,-0.36528036088797433,0,1.217,62494,116,34,1.0,2765.550592672815,False,-0.030009638189051207,0,0.272,64577,262,115,1.0,6976.893246864973,False,0.033596747656636436,6,7.811000000000002,37946.0,293,0,0.0,5602.525017447055,False,-0.6033094247481111,2,7.807000000000002,52565,568,0,0.0,10860.867610614087,False,-0.4353917151297042,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,12,4.280000000000001,109577,1681,0,0.0,21845.050380289144,False,-0.14129479579735493,0.375,554552,0.0,0.0,8,0,0,8,10,10.0,24,32,24,216.0,11.0,16,4,24,200,2.1681639002636075,186.6370751624927
49,24,0,0,0,10.0,20,10.0,18.319774401899743,8,20.75,19.606954617817713,3,53.0,13.730463913580277,48,18.458333333333332,57.0,14,57.0,0,1.9460000000000002,57535,10,25,1.0,557.9943600474935,False,0.14388028135063408,3,5.675000000000002,29494,492,0,0.0,4920.0,False,-0.36777333702663134,0,1.217,62622,107,41,1.0,2764.1010003337988,False,-0.02807692132223436,0,0.272,64442,259,125,1.0,7195.690897319248,False,0.03320798518912755,4,7.8450000000000015,37589.0,296,0,0.0,5803.658566874044,False,-0.6058059027294435,44,8.245000000000001,49690,568,0,0.0,11136.750222920462,False,-0.46203805456239183,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,14,4.408,108340,1729,0,0.0,23739.9721065803,False,-0.1433581131693106,0.375,549967,0.0,0.0,13,0,0,9,13,13.0,20,29,25,218.0,70.0,14,10,25,516,2.357085702009499,188.9941608645022
50,25,0,0,0,10.0,20,10.0,18.23876215130464,36,17.75,21.393278705936662,32,31.90625,14.529916349972526,146,16.28767123287671,57.0,7,57.0,0,1.9460000000000002,57921,6,19,1.0,406.5364808747882,False,0.15001915714529288,20,5.872000000000001,28964,506,0,0.0,5060.0,False,-0.3768746784852202,0,1.217,62897,113,28,1.0,2659.991926863651,False,-0.02469141932133962,0,0.272,64549,269,126,1.0,7601.780135648967,False,0.03791611722813665,53,8.371,32451.0,319,0,0.0,6824.455907193796,False,-0.6508574158998724,93,9.131000000000002,38509,577,0,0.0,12343.921813325454,False,-0.5650133286603835,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,7,4.464000000000001,105841,1875,0,0.0,27243.593156198487,False,-0.14868274403287152,0.375,531387,0.0,0.0,13,0,0,12,20,20.0,20,32,25,272.0,60.0,18,7,25,1667,2.140365053899586,191.13452591840178
51,25,0,0,0,10.000000000000002,20,10.0,18.443215885160452,28,20.107142857142858,21.494365683255662,8,24.0,15.365238280821757,112,18.5,57.0,6,57.0,0,1.9460000000000006,58110,5,20,1.0,418.86431770320905,False,0.15388057771460573,19,6.042000000000002,28573,517,0,0.0,5170.000000000001,False,-0.3835226148549721,0,1.217,62889,105,38,1.0,2753.323563905563,False,-0.02410426583522722,0,0.272,64186,285,128,1.0,8007.5953347274535,False,0.035485060169828726,24,8.558000000000002,31060.0,327,0,0.0,7028.6575784246015,False,-0.6634053545706468,88,9.918000000000001,28644,577,0,0.0,12402.248999238516,False,-0.6607690521659373,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,6,4.517000000000001,103683,1987,0,0.0,30530.72846399283,False,-0.1523486981693016,0.375,517400,0.0,0.0,10,0,0,9,17,17.0,24,33,21,261.0,51.0,17,8,21,671,2.0853050453588367,193.21983096376061
