index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,11,0,0,0,10.000000000000002,20,10.0,9.437976684098171,2,8.0,37.08356561311939,10,38.0,20.22190305864023,11,20.0,49.000000000000014,10,49.0,2,0.49900000000000005,25804,259,0,0.0,2590.0000000000005,False,-0.05657290071020749,0,0.36200000000000004,25734,281,0,0.0,2810.0000000000005,False,-0.055180337000417766,7,0.7110000000000001,54546,0,2,0.2,74.16713122623878,False,0.03651886755816781,0,0.2,52660,0,0,0.0,0.0,False,0.0,7,1.2780000000000002,70422,45,0,0.0,1668.7604525903726,False,-0.05495516941253078,4,0.9240000000000002,70879,60,0,0.0,2225.0139367871634,False,-0.0452054778727641,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,108605,5,10,1.0,591.1095152932013,False,0.04588376014566047,0.15,512653,0.0,0.0,14,0,0,8,6,5.4,17,25,9,126.0,27.0,7,4,9,690,0.8841027700109407,25.84155649598688
27,9,0,0,0,10.000000000000002,20,10.0,9.250204164335054,4,8.0,37.08356561311939,0,,20.199935278074374,9,20.0,49.000000000000014,5,49.0,2,0.5170000000000001,25714,266,0,0.0,2660.0000000000005,False,-0.05848767581116836,2,0.38200000000000006,25584,294,0,0.0,2940.0000000000005,False,-0.05813953488372093,0,0.7040000000000002,54514,0,6,0.4,222.50139367871634,False,0.037319610650196684,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.2710000000000004,70422,45,0,0.0,1668.7604525903726,False,-0.05495516941253078,9,1.0100000000000002,70614,60,0,0.0,2225.0139367871634,False,-0.048720066732180545,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,108670,4,15,1.0,815.7997411122977,False,0.04758698722238269,0.175,512181,0.0,0.0,14,0,0,6,4,4.0,21,27,12,72.0,45.0,4,5,12,445,0.8513351429719478,26.692891638958827
28,12,0,0,0,10.000000000000002,20,10.0,9.165642584167598,2,8.0,37.16072012507916,5,38.0,20.19061651252795,4,20.0,49.00000000000003,8,49.0,2,0.535,25594,276,0,0.0,2760.0000000000005,False,-0.060924662303300375,0,0.3800000000000001,25484,304,0,0.0,3040.0000000000005,False,-0.059880239520958084,0,0.7040000000000002,54688,0,3,0.2,111.48216037523747,False,0.03956971287861029,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,1.3110000000000002,70322,45,0,0.0,1672.2324056285622,False,-0.056258405798219016,0,1.0010000000000001,70424,65,0,0.0,2415.446808130145,False,-0.049977143182160934,0,0.2,104003,0,6,0.0,294.00000000000017,False,0.0002593087022079656,0,0.5510000000000002,108982,0,15,0.8,735.0000000000005,False,0.05019544192925674,0.125,512157,0.0,0.0,14,0,0,13,2,2.0,16,29,12,162.0,24.0,9,3,12,782,0.9875559430220164,27.680447581980843
29,12,0,0,0,10.000000000000002,20,10.0,9.084163799715482,2,8.0,37.29299309207248,10,38.0,19.888608762667843,24,18.916666666666668,49.00000000000003,9,49.0,2,0.553,25474,286,0,0.0,2860.0000000000005,False,-0.0633616487954324,0,0.3800000000000001,25384,314,0,0.0,3140.0000000000005,False,-0.06162094415819524,7,0.7740000000000002,54820,0,2,0.2,74.58598618414496,False,0.04172603480995201,0,0.2,52660,0,0,0.0,0.0,False,0.0,7,1.377,69933,50,0,0.0,1864.649654603624,False,-0.06014158053976378,17,1.171,69679,70,0,0.0,2610.5095164450736,False,-0.05856426050102735,0,0.2,104003,0,6,0.0,294.00000000000017,False,0.0002593087022079656,0,0.551,108969,14,16,1.0,1062.4405226773501,False,0.0516429632390411,0.15,510922,0.0,0.0,16,0,0,11,7,6.4,18,29,9,162.0,24.0,9,3,9,641,0.934592415986117,28.61503999796696
30,9,0,0,0,10.000000000000002,20,10.0,9.084163799715482,0,,37.29299309207248,0,,19.469328622003825,26,18.0,49.00000000000003,10,49.0,0,0.551,25344,299,0,0.0,2990.0000000000005,False,-0.06562456482384069,0,0.38000000000000006,25314,321,0,0.0,3210.0000000000005,False,-0.06283943740426125,0,0.7670000000000001,54820,0,2,0.0,74.58598618414496,False,0.04172603480995201,0,0.2,52660,0,0,0.0,0.0,False,0.0,26,1.63,68906,50,0,0.0,1864.649654603624,False,-0.0737622701949362,0,1.1540000000000001,69679,70,0,0.0,2610.5095164450736,False,-0.05856426050102735,0,0.2,104003,0,6,0.0,294.00000000000017,False,0.0002593087022079656,0,0.551,108991,30,16,1.0,1368.0798586601152,False,0.05332193587708823,0.125,509717,0.0,0.0,14,0,0,8,2,2.0,17,25,9,90.0,27.0,5,4,9,690,0.8175556300557218,29.432595628022682
31,9,0,0,0,10.000000000000002,20,10.0,9.006028562007812,2,8.0,37.29299309207248,0,,19.493361967374593,5,20.0,49.00000000000003,5,49.0,0,0.5510000000000002,25274,306,0,0.0,3060.0000000000005,False,-0.0668430580699067,2,0.4,25164,334,0,0.0,3340.0000000000005,False,-0.06579863528756441,0,0.7670000000000001,54804,0,4,0.2,149.17197236828991,False,0.042130383330500294,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.6040000000000003,68906,50,0,0.0,1864.649654603624,False,-0.0737622701949362,5,1.2040000000000002,69554,70,0,0.0,2610.5095164450736,False,-0.06022208543471435,0,0.2,104003,0,6,0.0,294.00000000000017,False,0.0002593087022079656,0,0.5510000000000002,109136,25,21,1.0,1516.3340491843655,False,0.05542643819897799,0.15,509501,0.0,0.0,12,0,0,7,2,2.0,20,27,11,108.0,9.0,6,3,11,445,0.819536889961455,30.252132517984137
32,11,0,0,0,10.000000000000002,20,10.0,8.867150402626548,4,8.0,37.349912888326564,5,38.0,19.535440439394268,9,20.0,49.000000000000014,13,49.0,2,0.571,25144,317,0,0.0,3170.0000000000005,False,-0.06945411502576243,2,0.41800000000000004,25054,343,0,0.0,3430.0000000000005,False,-0.0680615513159727,1,0.7770000000000001,54931,0,4,0.4,149.39965155330626,False,0.04454424279864515,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.6040000000000005,68906,50,0,0.0,1867.495644416328,False,-0.07374339758344602,9,1.2890000000000001,69099,75,0,0.0,2801.243466624492,False,-0.06499175420010282,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,109593,24,18,1.0,1350.8505705454627,False,0.05902082426815148,0.175,509390,0.0,0.0,19,0,0,10,5,4.2,17,27,8,144.0,9.0,8,3,8,837,0.8535245989914984,31.105657116975635
33,8,0,0,0,10.000000000000002,20,10.0,8.867150402626548,0,,37.349912888326564,0,,19.558096013769788,5,20.0,49.00000000000002,14,49.0,0,0.5690000000000001,25084,323,0,0.0,3230.0000000000005,False,-0.07049853780810472,0,0.41600000000000004,24914,357,0,0.0,3570.0000000000005,False,-0.07049853780810472,0,0.7760000000000002,54931,0,4,0.0,149.39965155330626,False,0.04454424279864515,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.6040000000000003,68906,50,0,0.0,1867.495644416328,False,-0.07374339758344602,5,1.33,68974,75,0,0.0,2801.243466624492,False,-0.06664957913378981,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,110179,19,14,1.0,1057.6038242616264,False,0.06324060881967306,0.125,509651,0.0,0.0,14,0,0,6,1,1.0,15,21,9,54.0,30.0,3,5,9,886,0.7319626160315238,31.83761973300716
34,9,0,0,0,10.000000000000002,20,10.0,8.867150402626548,0,,37.349912888326564,0,,19.42020925319463,16,18.625,49.000000000000014,10,49.0,0,0.5690000000000001,25014,330,0,0.0,3300.0000000000005,False,-0.07171703105417072,0,0.41600000000000004,24784,370,0,0.0,3700.0000000000005,False,-0.07276145383651302,0,0.776,54931,0,4,0.0,149.39965155330626,False,0.04454424279864515,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.6040000000000003,68906,50,0,0.0,1867.495644416328,False,-0.07374339758344602,16,1.485,68447,75,0,0.0,2801.243466624492,False,-0.07363896905421422,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,110371,25,14,1.0,1171.505231329866,False,0.06563153785105058,0.125,509116,0.0,0.0,13,0,0,8,2,2.0,18,26,10,108.0,9.0,6,3,10,690,0.7981038480065763,32.635723581013735
35,10,0,0,0,10.0,20,10.0,8.805383758875015,2,8.0,37.40329061107383,5,38.0,19.46923027863714,9,20.0,49.000000000000014,10,49.0,0,0.5690000000000001,24924,339,0,0.0,3390.0,False,-0.07328366522768416,2,0.43600000000000005,24654,381,0,0.0,3810.0,False,-0.07537251079236876,1,0.786,55074,0,2,0.2,74.80658122214766,False,0.046551524698273325,0,0.2,52660,0,0,0.0,0.0,False,0.0,9,1.694,68451,55,0,0.0,2057.1809836090606,False,-0.07852002000259248,0,1.4690000000000003,68447,75,0,0.0,2805.246795830537,False,-0.07361242177831201,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.5510000000000002,110681,24,14,1.0,1153.2615266872917,False,0.06852117940650626,0.15,508894,0.0,0.0,16,0,0,8,4,3.2,19,27,10,108.0,12.0,6,4,10,690,0.7943615049589425,33.43008508597268
36,10,0,0,0,10.0,20,10.0,8.746317345643407,2,8.0,37.495367598942856,10,38.0,19.510136656205574,8,20.0,49.00000000000001,12,49.0,2,0.5890000000000001,24814,348,0,0.0,3480.0,False,-0.07554658125609247,0,0.43400000000000005,24544,392,0,0.0,3920.0,False,-0.07728728589332962,8,0.8650000000000002,55170,0,2,0.2,74.99073519788571,False,0.04837628878843421,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,1.7250000000000003,68161,60,0,0.0,2249.7220559365715,False,-0.0810893762868927,4,1.509,68157,80,0,0.0,2999.6294079154286,False,-0.07616956626050775,0,0.2,104003,0,6,0.0,294.00000000000006,False,0.0002593087022079656,0,0.5510000000000002,111109,22,12,1.0,1017.2230064365227,False,0.07197844379453394,0.15,508618,0.0,0.0,17,0,0,8,5,4.6,19,27,11,90.0,30.0,5,5,11,788,0.8142322879866697,34.24431737395935
37,11,0,0,0,10.0,20,10.0,8.690083609970205,2,8.0,37.69312795423922,5,40.0,19.557502295998038,10,20.0,49.00000000000001,11,49.0,0,0.587,24664,363,0,0.0,3630.0,False,-0.0781576382119482,2,0.45400000000000007,24474,397,0,0.0,3970.0,False,-0.07885392006684305,3,0.8870000000000002,55261,0,2,0.2,75.38625590847845,False,0.05010811105116294,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,1.7710000000000001,68036,60,0,0.0,2261.5876772543534,False,-0.08266851672908261,5,1.555,67832,85,0,0.0,3203.915876110334,False,-0.07912522628574041,0,0.2,104003,0,6,0.0,294.00000000000006,False,0.0002593087022079656,0,0.551,111448,22,11,1.0,969.2650505119569,False,0.07500391388315719,0.15,508378,0.0,0.0,16,0,0,10,4,3.6,20,30,10,144.0,9.0,8,3,10,739,0.9064168090117164,35.150734182971064
38,10,0,0,0,10.0,20,10.0,8.636772787159117,2,8.0,37.7178787166074,5,38.0,19.575734680861483,4,20.0,49.000000000000014,8,49.0,2,0.607,24514,376,0,0.0,3760.0,False,-0.08111683609525136,0,0.45200000000000007,24404,404,0,0.0,4040.0,False,-0.08007241331290907,3,0.9140000000000001,55342,0,2,0.2,75.4357574332148,False,0.05164675045037229,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,1.7660000000000002,67846,65,0,0.0,2451.6621165794813,False,-0.0839279700492077,4,1.5899999999999999,67732,85,0,0.0,3206.0196909116294,False,-0.08043753520615626,0,0.2,104003,0,6,0.0,294.0000000000001,False,0.0002593087022079656,0,0.551,111760,16,13,1.0,950.211754893784,False,0.07790887582423574,0.15,508261,0.0,0.0,16,0,0,9,3,2.6,18,27,11,108.0,12.0,6,4,11,592,0.7986977589898743,35.94943194196094
39,11,0,0,0,10.0,20,10.0,8.586435328176094,2,8.0,37.76075872372412,10,38.0,19.594307872053932,4,20.0,49.00000000000001,10,49.0,0,0.6050000000000001,24434,384,0,0.0,3840.0,False,-0.08250939980504109,2,0.47200000000000003,24264,416,0,0.0,4160.0,False,-0.08285754073248851,8,0.9910000000000003,55438,0,2,0.2,75.52151744744825,False,0.053470580302387424,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,1.8060000000000003,67556,70,0,0.0,2643.2531106606884,False,-0.08650362658713079,0,1.5860000000000005,67542,90,0,0.0,3398.4682851351713,False,-0.08168124479353336,0,0.2,104003,0,6,0.0,294.00000000000006,False,0.0002593087022079656,0,0.5510000000000002,112170,10,13,1.0,832.9430787205395,False,0.08128340077946532,0.15,508067,0.0,0.0,17,0,0,7,4,3.6,20,27,9,144.0,9.0,8,3,9,690,0.8654704069485888,36.81490234890953
40,9,0,0,0,9.999999999999998,20,10.0,8.539085146487551,2,8.0,37.76075872372412,0,,19.406207906243083,11,18.0,49.0,10,49.0,2,0.6250000000000001,24274,398,0,0.0,3979.999999999999,False,-0.08564266815206796,0,0.4700000000000001,24204,422,0,0.0,4219.999999999999,False,-0.0839019635148308,0,0.9830000000000003,55422,0,4,0.2,151.0430348948965,False,0.053883811573252005,0,0.2,52660,0,0,0.0,0.0,False,0.0,11,1.9120000000000001,67259,70,0,0.0,2643.2531106606884,False,-0.0904426186295711,0,1.586,67542,90,0,0.0,3398.4682851351713,False,-0.08168124479353336,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.5510000000000002,112462,11,13,1.0,850.468286968674,False,0.08417193265161722,0.15,507826,0.0,0.0,13,0,0,9,2,2.0,16,25,8,108.0,9.0,6,3,8,690,0.7793809169670567,37.594283265876584
41,8,0,0,0,9.999999999999998,20,10.0,8.494703444837398,2,8.0,37.76075872372412,0,,19.43322579441284,4,20.0,49.0,7,49.0,2,0.643,24154,408,0,0.0,4079.999999999999,False,-0.08807965464419998,0,0.4700000000000001,24104,432,0,0.0,4319.999999999999,False,-0.08564266815206796,0,0.9830000000000001,55406,0,6,0.2,226.56455234234474,False,0.05429704284411645,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,1.9410000000000003,67159,70,0,0.0,2643.2531106606884,False,-0.09176887857652072,0,1.586,67542,90,0,0.0,3398.4682851351713,False,-0.08168124479353336,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.5510000000000002,112725,5,16,1.0,881.1661289720641,False,0.08684520292813332,0.15,507753,0.0,0.0,15,0,0,10,2,2.0,14,24,9,72.0,12.0,4,4,9,543,0.7083012249786407,38.302584490855224
42,9,0,0,0,9.999999999999998,20,10.0,8.453242893080196,2,8.0,37.76075872372412,0,,19.513209249108037,13,20.0,49.00000000000001,12,49.0,0,0.6410000000000001,24074,416,0,0.0,4159.999999999999,False,-0.08947221835398969,2,0.4900000000000001,23964,444,0,0.0,4439.999999999999,False,-0.0884277955716474,0,0.9830000000000003,55390,0,8,0.2,302.086069789793,False,0.054710274114980896,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,1.977,67059,70,0,0.0,2643.2531106606884,False,-0.09309513852347032,9,1.6760000000000002,67277,90,0,0.0,3398.4682851351713,False,-0.08519583365294982,0,0.2,104003,0,6,0.0,294.00000000000006,False,0.0002593087022079656,0,0.5510000000000002,113053,8,14,1.0,842.1056739928645,False,0.0898077546459133,0.15,507480,0.0,0.0,15,0,0,8,4,4.0,18,26,8,108.0,9.0,6,3,8,788,0.7583164849784225,39.06090097583365
43,8,0,0,0,9.999999999999998,20,10.0,8.382082992091014,4,8.0,37.76075872372412,0,,19.560877817148942,9,20.0,49.0,8,49.0,2,0.661,23964,425,0,0.0,4249.999999999999,False,-0.091735134382398,2,0.5080000000000001,23834,455,0,0.0,4549.999999999999,False,-0.09103885252750313,0,0.9830000000000001,55358,0,12,0.4,453.1291046846895,False,0.055536736656709926,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,2.0230000000000006,66934,70,0,0.0,2643.2531106606884,False,-0.09475296345715732,4,1.707,67177,90,0,0.0,3398.4682851351713,False,-0.08652209359989942,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.5510000000000002,113265,7,16,1.0,920.9261447200427,False,0.09222230508494787,0.175,507195,0.0,0.0,15,0,0,6,4,4.0,17,23,8,72.0,12.0,4,4,8,592,0.6824188999598846,39.74331987579353
44,8,0,0,0,9.999999999999998,20,10.0,8.382082992091014,0,,37.935116768518725,5,40.0,19.560877817148942,0,,49.0,11,49.0,0,0.659,23834,438,0,0.0,4379.999999999999,False,-0.09399805041080629,0,0.506,23764,462,0,0.0,4619.999999999999,False,-0.09225734577356914,0,0.9830000000000001,55558,0,7,0.0,265.5458173796311,False,0.05755360631769499,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.0180000000000002,66934,70,0,0.0,2655.458173796311,False,-0.09467202802522347,0,1.703,66977,95,0,0.0,3603.836093009279,False,-0.08781275800391727,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.5510000000000002,113804,0,12,0.7,588.0,False,0.09580015942683173,0.0875,507534,0.0,0.0,17,0,0,4,0,0.0,20,24,10,72.0,12.0,4,4,10,939,0.6956151410122402,40.43893501680577
45,10,0,0,0,10.0,20,10.0,8.382082992091014,0,,37.94468762665899,10,38.0,19.576246591300087,3,20.0,49.0,9,49.0,0,0.659,23714,450,0,0.0,4500.0,False,-0.09608689597549087,0,0.506,23684,470,0,0.0,4700.0,False,-0.09364990948335887,3,1.0130000000000001,55845,0,0,0.0,0.0,False,0.060482339536650206,0,0.2,52660,0,0,0.0,0.0,False,0.0,3,2.048,66669,75,0,0.0,2845.8515719994243,False,-0.09692406119363772,0,1.703,66787,100,0,0.0,3794.468762665899,False,-0.08906850953139324,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.551,114185,0,6,0.3,294.0,False,0.0980475015126341,0.0375,507547,0.0,0.0,15,0,0,7,2,1.6,16,23,10,108.0,12.0,6,4,10,831,0.7511603879975155,41.19009540480329
46,10,0,0,0,10.0,20,10.0,8.382082992091014,0,,37.95247664907597,10,38.0,19.597135194857056,4,20.0,49.0,8,49.0,0,0.659,23604,461,0,0.0,4610.0,False,-0.09800167107645175,0,0.5060000000000001,23594,479,0,0.0,4790.0,False,-0.09521654365687231,10,1.1100000000000003,55880,0,0,0.0,0.0,False,0.06114698063045955,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.0650000000000004,66429,80,0,0.0,3036.1981319260776,False,-0.09884483997396508,2,1.723,66547,105,0,0.0,3985.0100481529767,False,-0.09098799702816335,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,2,0.5710000000000002,114381,0,4,0.4,196.0,False,0.09945929333576635,0.05,507098,0.0,0.0,12,0,0,8,5,4.666666666666667,18,26,10,108.0,12.0,6,4,10,445,0.7500455590197816,41.94014096382307
47,10,0,0,0,10.0,20,10.0,8.351430143704848,2,8.0,37.95592477187356,5,38.0,19.618054857857413,4,20.0,49.0,7,49.0,2,0.679,23474,472,0,0.0,4720.0,False,-0.10061272803230747,0,0.506,23504,488,0,0.0,4880.0,False,-0.09678317783038574,5,1.1500000000000001,55899,0,2,0.2,75.91184954374712,False,0.06222855914872525,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.083,66379,80,0,0.0,3036.473981749885,False,-0.0995061407045764,2,1.7410000000000005,66307,110,0,0.0,4175.151724906092,False,-0.0929101344502249,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,3,0.5990000000000001,114465,0,4,0.4,196.0,False,0.10026603152041336,0.07500000000000001,506691,0.0,0.0,10,0,0,10,6,5.666666666666667,14,24,10,108.0,12.0,6,4,10,347,0.7517102949786931,42.69185125880176
48,10,0,0,0,10.0,20,10.0,8.298257111700481,4,8.0,37.96204456968587,10,38.0,19.63888981375287,4,20.0,49.0,0,,2,0.6970000000000001,23344,483,0,0.0,4830.0,False,-0.1032237849881632,2,0.526,23394,497,0,0.0,4970.0,False,-0.09904609385879404,8,1.225,55979,0,4,0.4,151.8481782787435,False,0.0644687445715794,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1010000000000004,66139,85,0,0.0,3226.7737884232993,False,-0.10142722951973934,2,1.7590000000000003,66067,115,0,0.0,4365.635125513875,False,-0.09483000579897953,0,0.2,104003,0,6,0.0,294.0,False,0.0002593087022079656,0,0.5960000000000001,114385,0,8,0.4,392.0,False,0.100438903988552,0.1,505971,0.0,0.0,10,0,0,7,6,5.6,17,24,10,108.0,12.0,6,4,10,200,0.753044452983886,43.44489571178565
49,10,0,0,0,10.0,20,10.0,8.298257111700481,0,,37.96476271365442,5,38.0,19.64951148560732,2,20.0,49.0,5,49.0,0,0.6950000000000001,23284,489,0,0.0,4890.0,False,-0.1042682077705055,0,0.5240000000000001,23254,511,0,0.0,5110.0,False,-0.10148308035092606,1,1.227,56138,0,0,0.0,0.0,False,0.06604633497911128,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1190000000000007,65899,90,0,0.0,3416.828644228898,False,-0.10334994267752722,0,1.7570000000000001,66067,115,0,0.0,4365.947712070259,False,-0.09482793294383123,0,0.2,104248,0,1,0.0,49.0,False,0.001435801888151513,0,0.5960000000000001,114345,0,10,0.2,490.0,False,0.10052534022262133,0.025,505895,0.0,0.0,12,0,0,7,2,1.2,19,26,10,108.0,12.0,6,4,10,445,0.7436986590037122,44.18859437078936
50,10,0,0,0,10.0,20,10.0,8.298257111700481,0,,37.96476271365442,0,,19.671015338350994,4,20.0,49.0,1,49.0,0,0.6950000000000001,23224,495,0,0.0,4950.0,False,-0.1053126305528478,0,0.524,23114,525,0,0.0,5250.0,False,-0.10392006684305807,0,1.2260000000000002,56138,0,0,0.0,0.0,False,0.06604633497911128,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1370000000000005,65849,90,0,0.0,3416.828644228898,False,-0.10401307265100201,2,1.7770000000000001,66017,115,0,0.0,4365.947712070259,False,-0.09549106291730604,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114265,0,14,0.4,686.0,False,0.10069821269075997,0.05,505564,0.0,0.0,11,0,0,13,2,2.0,14,27,8,108.0,12.0,6,4,8,249,0.7397964760311879,44.92839084682055
51,8,0,0,0,10.000000000000002,20,10.0,8.275130173888721,2,8.0,37.96476271365442,0,,19.681859329965956,2,20.0,49.0,0,,2,0.7150000000000001,23064,509,0,0.0,5090.000000000001,False,-0.10844589889987467,0,0.5240000000000001,23054,531,0,0.0,5310.000000000001,False,-0.10496448962540036,0,1.2260000000000002,56122,0,2,0.2,75.92952542730885,False,0.0664634402338331,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1550000000000002,65799,90,0,0.0,3416.828644228898,False,-0.10467620262447683,0,1.7750000000000004,66017,115,0,0.0,4365.947712070259,False,-0.09549106291730604,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114225,0,16,0.2,784.0,False,0.10078464892482929,0.05,505238,0.0,0.0,8,0,0,13,2,2.0,10,23,10,72.0,12.0,4,4,10,200,0.6861971450271085,45.61458799184766
52,10,0,0,0,10.000000000000002,20,10.0,8.253306347968177,2,8.0,38.11477256414637,5,40.0,19.693099393352465,2,20.0,49.0,0,,0,0.7130000000000001,22914,524,0,0.0,5240.000000000001,False,-0.1110569558557304,2,0.544,22984,536,0,0.0,5360.000000000001,False,-0.1065311237989138,3,1.256,56213,0,2,0.2,76.22954512829274,False,0.06819435572662647,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1730000000000005,65549,95,0,0.0,3620.903393593905,False,-0.10663857166051785,0,1.775,66017,115,0,0.0,4383.1988448768325,False,-0.0953766654849016,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114185,0,18,0.2,882.0,False,0.10087108515889862,0.05,504819,0.0,0.0,9,0,0,12,3,2.6,11,23,8,108.0,12.0,6,4,8,200,0.7342712880345061,46.34885927988216
53,8,0,0,0,10.000000000000002,20,10.0,8.253306347968177,0,,38.11477256414637,0,,19.70469203010043,2,20.0,49.0,0,,0,0.7130000000000001,22794,536,0,0.0,5360.000000000001,False,-0.11314580142041498,0,0.542,22904,544,0,0.0,5440.000000000001,False,-0.10792368750870353,0,1.2530000000000003,56213,0,2,0.0,76.22954512829274,False,0.06819435572662647,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.1910000000000003,65499,95,0,0.0,3620.903393593905,False,-0.10730170163399265,0,1.775,66017,115,0,0.0,4383.1988448768325,False,-0.0953766654849016,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114145,0,20,0.2,980.0,False,0.10095752139296793,0.025,504529,0.0,0.0,11,0,0,12,1,1.0,14,26,8,72.0,12.0,4,4,8,200,0.6711492580361664,47.02000853791833
