index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,34,0,0,0,10.000000000000002,20,10.0,18.73417731911903,21,20.0,15.775618002172699,9,9.0,16.69864080369137,76,16.723684210526315,40.00000000000001,20,40.0,0,0.38000000000000006,50589,3,34,1.0,666.9620288500471,False,0.04195615105633128,0,0.5780000000000001,50788,8,12,1.0,304.8101278294284,False,0.042322906038523435,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,2.9990000000000006,56633,299,11,1.0,5775.05081644049,False,-0.1377835582306721,43,4.914000000000001,94710,284,0,0.0,4480.275512617047,False,-0.18475174480278062,33,4.886000000000001,96281,242,0,0.0,3817.699556525793,False,-0.17432707614077497,0,1.0280000000000002,145146,0,5,0.4,200.00000000000003,False,0.014613632870894282,8,2.1250000000000004,125613,896,0,0.0,14961.982160107465,False,-0.07027403299905184,0.425,689123,0.0,0.0,11,0,0,10,11,11.0,19,29,29,312.0,76.0,19,15,29,1181,2.0426812693476677,78.98326973803341
26,29,0,0,0,10.000000000000002,20,10.0,18.878275075224774,24,20.0,15.196910084559612,30,11.1,16.64282599592422,74,16.35135135135135,40.00000000000001,20,40.0,0,0.38000000000000006,50749,3,31,1.0,615.226527331968,False,0.04470071336687637,0,0.5780000000000001,50908,8,11,1.0,287.66102582747254,False,0.04460285056706779,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,19,3.1890000000000005,56011,313,10,1.0,6060.869199390951,False,-0.14472368467239147,41,5.2810000000000015,92778,284,0,0.0,4315.92246401493,False,-0.20168884190338573,33,5.183000000000001,94583,272,0,0.0,4133.559543000214,False,-0.18727743820267145,4,1.0680000000000003,145229,0,5,0.5,200.00000000000003,False,0.015193428056498596,11,2.2270000000000003,124330,965,0,0.0,16060.327086066873,False,-0.07540017363794625,0.4375,683951,0.0,0.0,8,0,0,9,14,13.904761904761905,19,28,25,327.0,74.0,19,10,25,961,1.72919418849051,80.71246392652392
27,25,0,0,0,10.000000000000002,20,10.0,18.92767886328636,19,19.42105263157895,14.951373421930706,9,9.0,16.48455130048437,59,15.372881355932204,40.00000000000001,20,40.0,0,0.38000000000000006,51018,3,22,1.0,446.4089349922999,False,0.04847774732968061,0,0.5780000000000001,50808,8,21,1.0,477.48125612901356,False,0.04449870330791677,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,3.170000000000001,55723,322,11,1.0,6259.1777016194455,False,-0.14745931088756345,35,5.590000000000002,91158,293,0,0.0,4380.752412625697,False,-0.21503875508688244,24,5.3900000000000015,93743,272,0,0.0,4066.773570765152,False,-0.19462175069682747,3,1.0940000000000003,145316,0,5,0.5,200.00000000000003,False,0.015801165178758538,12,2.3360000000000007,123324,1019,0,0.0,16797.75777519357,False,-0.07985191550640029,0.4375,680453,0.0,0.0,7,0,0,5,13,12.166666666666666,17,22,26,234.0,65.0,13,12,26,650,1.5726566249504685,82.28512055147439
28,26,0,0,0,10.000000000000002,20,10.0,19.14702121045652,53,19.92452830188679,15.515818339548536,7,32.0,16.49339178794647,116,16.525862068965512,40.00000000000001,20,40.0,0,0.38000000000000006,51324,2,12,1.0,249.76425452547824,False,0.05272716744276353,12,0.6980000000000001,51146,9,10,1.0,281.4702121045652,False,0.04940937768154127,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,3.170000000000001,54891,365,14,1.0,7205.884198570308,False,-0.15265468044841302,52,6.075000000000001,88225,293,0,0.0,4546.134773487721,False,-0.23900684162810723,64,6.006000000000001,89283,279,0,0.0,4328.9133167340415,False,-0.23102348064372966,5,1.1410000000000002,145306,0,10,1.0,400.00000000000006,False,0.016429858753510204,10,2.424000000000001,121465,1125,0,0.0,18555.06576143978,False,-0.08670010701258857,0.5,671003,0.0,0.0,10,0,0,9,20,19.5,15,24,28,222.0,81.0,14,12,28,1300,1.593359618447721,83.87848016992211
29,28,0,0,0,10.000000000000002,20,10.0,19.19051051725708,24,19.583333333333332,14.210360355992814,59,10.0,16.446812649537833,71,16.12676056338028,40.00000000000001,20,40.0,0,0.38000000000000006,51214,3,22,1.0,452.1912313796558,False,0.052547381234445585,14,0.8260000000000001,51262,8,10,1.0,271.9051051725708,False,0.05168506614393282,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,45,3.620000000000001,53358,379,10,1.0,7415.307089600362,False,-0.17334491909838654,38,6.403000000000001,86282,317,0,0.0,4504.684232849722,False,-0.2555196969717303,33,6.272,87574,314,0,0.0,4462.0531517817435,False,-0.24483458282480922,0,1.1360000000000001,145638,0,4,0.4,160.00000000000003,False,0.017910781396258575,10,2.5140000000000007,120260,1192,0,0.0,19604.600678249095,False,-0.09145186065967738,0.425,664951,0.0,0.0,7,0,0,8,16,14.885714285714286,17,25,26,291.0,63.0,17,11,26,600,1.6793523831292987,85.55783255305141
30,26,0,0,0,10.000000000000002,20,10.0,19.258907056527857,20,20.0,14.652528319456346,38,17.263157894736842,16.333457554769666,111,15.81981981981982,40.00000000000001,20,40.0,0,0.38000000000000006,51214,7,25,1.0,551.4726764131965,False,0.05356311053786618,3,0.8420000000000001,51414,4,10,1.0,232.58907056527858,False,0.05439299671146347,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,28,3.855000000000001,52707,389,10,1.0,7638.2401281839,False,-0.18116062023276236,44,6.8050000000000015,84031,319,0,0.0,4674.156533906575,False,-0.2737356878351738,67,6.909,82429,350,0,0.0,5128.384911809721,False,-0.28529702528649387,7,1.2060000000000002,145618,0,6,0.6,240.00000000000006,False,0.018050491079536723,9,2.594000000000001,118494,1297,0,0.0,21184.494448536258,False,-0.09827006423663939,0.45,655270,0.0,0.0,7,0,0,9,22,19.93076923076923,15,24,26,240.0,93.0,15,11,26,628,1.8499110443517566,87.40774359740317
31,26,0,0,0,10.000000000000002,20,10.0,19.2564990032598,2,19.0,15.803357031196404,19,30.105263157894736,16.25058337881667,75,15.64,40.00000000000001,20,40.0,0,0.38000000000000006,51152,7,33,1.0,705.4644671075735,False,0.05386995076022651,0,0.8390000000000002,51314,4,20,1.0,425.12998006519604,False,0.05431668419611629,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,9,3.917000000000001,53000,381,10,1.0,7494.7596905539485,False,-0.17795544319624265,32,7.081000000000003,82799,319,0,0.0,5041.270892951653,False,-0.2825519845403601,43,7.272000000000002,79708,369,0,0.0,5831.438744511473,False,-0.3052217911701403,2,1.2190000000000003,145842,0,0,0.0,0.0,False,0.018776981432583092,12,2.7050000000000005,117131,1372,0,0.0,22295.800395736474,False,-0.10390977410433355,0.375,650309,0.0,0.0,7,0,0,5,14,13.07843137254902,19,24,25,237.0,49.0,14,12,25,438,1.5886124251410365,88.9963560225442
32,25,0,0,0,10.000000000000002,20,10.0,19.296485681088573,11,20.0,17.58575295593236,32,30.375,16.18579979646109,57,15.543859649122806,40.00000000000001,20,40.0,0,0.38000000000000006,51232,11,32,1.0,727.4875417948343,False,0.05573219370800085,0,0.8390000000000002,51254,0,30,1.0,578.8945704326571,False,0.054662123203804446,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,22,4.128,53034,382,10,1.0,7547.115059735159,False,-0.17708370712325322,28,7.3290000000000015,80934,345,0,0.0,6067.084769796665,False,-0.29392165904341255,29,7.519000000000001,78419,375,0,0.0,6594.657358474635,False,-0.3128519884693426,11,1.3270000000000002,145684,0,0,0.0,0.0,False,0.017673274934685724,9,2.7830000000000004,116137,1429,0,0.0,23129.5079091429,False,-0.10794142004714187,0.375,646057,0.0,0.0,6,0,0,6,15,14.5,16,22,26,204.0,64.0,13,12,26,420,1.7669283244758844,90.76328434702009
33,26,0,0,0,10.000000000000002,20,10.0,19.264834116298275,22,19.0,20.237070081467323,58,31.0,16.186195633945115,74,16.18918918918919,40.00000000000001,20,40.0,0,0.38000000000000006,51122,12,42,1.0,929.1230328845276,False,0.05554430996157848,0,0.8390000000000002,51582,0,17,0.9,327.5021799770707,False,0.05880158557023527,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,48,4.586000000000001,53214,394,10,1.0,7792.715342636193,False,-0.17269733353635858,43,7.731000000000002,78737,345,0,0.0,6981.789178106226,False,-0.3085502595079665,31,7.800000000000002,75352,433,0,0.0,8762.651345275352,False,-0.32952694921302655,11,1.4260000000000004,145346,0,10,1.0,400.00000000000006,False,0.016709278120066503,9,2.8640000000000003,114997,1493,0,0.0,24165.990081480057,False,-0.11228470709347953,0.4875,639713,0.0,0.0,7,0,0,7,18,17.82758620689655,18,25,21,225.0,78.0,15,11,21,618,1.4453720767050982,92.20865642372519
34,21,0,0,0,10.000000000000002,20,10.0,19.410933512004974,46,20.0,20.237070081467323,0,,16.20975330770408,17,17.0,40.00000000000001,20,40.0,4,0.42000000000000004,51888,11,10,1.0,304.10933512004976,False,0.06482351177688711,0,0.8390000000000002,51472,1,27,1.0,534.0952048241343,False,0.05866442139491049,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,52294,430,20,1.0,8751.442811791485,False,-0.17908040610302844,11,7.798000000000003,78458,345,0,0.0,6981.789178106226,False,-0.310896354814935,6,7.8290000000000015,75226,433,0,0.0,8762.651345275352,False,-0.330586476125851,1,1.4250000000000003,145534,2,10,1.0,432.41950661540824,False,0.018135782117913,9,2.9450000000000007,114804,1498,0,0.0,24282.210454940712,False,-0.11322697774794728,0.5,639039,0.0,0.0,12,0,0,5,7,6.142857142857143,17,22,27,216.0,72.0,12,9,27,1200,1.4293577009811997,93.63801412470639
35,27,0,0,0,10.0,20,10.0,19.45336488602464,18,19.944444444444443,20.237070081467323,0,,16.230853045965933,21,16.761904761904763,40.00000000000001,20,40.0,7,0.4860000000000001,51996,13,10,1.0,324.53364886024644,False,0.06724232330230243,0,0.8390000000000002,51411,0,35,0.9,680.8677710108624,False,0.058917864738611686,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000001,51935,438,30,1.0,9127.685922522813,False,-0.18155575731166118,11,7.897000000000002,78172,345,0,0.0,6981.789178106226,False,-0.3133013127281715,10,7.923,74976,433,0,0.0,8762.651345275352,False,-0.3326887120639948,0,1.4240000000000002,145786,0,8,0.6,320.00000000000006,False,0.019503471785629462,12,3.056000000000001,114330,1515,0,0.0,24589.742364638387,False,-0.11546396759909469,0.4375,637969,0.0,0.0,8,0,0,7,8,7.411764705882353,17,24,23,270.0,66.0,15,12,23,539,1.5267038336023688,95.16471795830876
36,23,0,0,0,10.0,20,10.0,19.550469634473465,44,20.0,20.237070081467323,0,,16.24609613592817,10,17.0,40.00000000000001,20,40.0,9,0.5690000000000002,52112,15,10,1.0,345.50469634473467,False,0.06983042126723624,0,0.8390000000000002,51831,0,18,0.8,351.9084534205224,False,0.06414622333258838,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,51055,472,40,1.0,10037.304470730167,False,-0.18771508524503014,0,7.886000000000002,78172,345,0,0.0,6981.789178106226,False,-0.3133013127281715,10,8.013000000000002,74726,433,0,0.0,8762.651345275352,False,-0.33479094800213866,3,1.4540000000000002,146010,0,4,0.4,160.00000000000003,False,0.020509381505232127,9,3.1340000000000012,114120,1521,0,0.0,24710.312222746747,False,-0.116509799856285,0.39999999999999997,637389,0.0,0.0,8,0,0,8,7,5.640350877192983,16,24,22,192.0,72.0,14,9,22,820,1.3722378872334957,96.53695584554225
37,22,0,0,0,10.0,20,10.0,19.52013708414953,13,19.0,20.237070081467323,0,,16.27483887790545,18,17.0,40.00000000000001,11,40.0,0,0.56,52022,14,20,1.0,530.4027416829906,False,0.06988053222379882,0,0.8390000000000002,51968,1,15,1.0,302.8020562622429,False,0.06644706638015879,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000002,50808,475,50,1.0,10283.918619044392,False,-0.18950690535516582,11,7.996,77897,345,0,0.0,6981.789178106226,False,-0.3156137722601297,7,8.073,74579,433,0,0.0,8762.651345275352,False,-0.3360270627337672,0,1.451,145942,0,8,0.4,320.00000000000006,False,0.020593207315199015,11,3.2350000000000003,113714,1535,0,0.0,24981.877677584864,False,-0.11839739833471348,0.425,636293,0.0,0.0,6,0,0,9,6,6.0,13,22,19,189.0,42.0,13,9,19,447,1.3982932260259986,97.93524907156825
38,19,0,0,0,10.0,20,10.0,19.52013708414953,0,,20.237070081467323,0,,16.300242014153437,24,16.75,40.0,10,40.0,0,0.56,51932,13,30,1.0,715.6041125244858,False,0.06993374644504502,0,0.8390000000000002,51858,2,25,1.0,508.0034271037382,False,0.066295664461284,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,50808,465,60,1.0,10291.08794901757,False,-0.1894549777710513,9,8.075,77676,345,0,0.0,6981.789178106226,False,-0.3174721488294488,15,8.216,74133,433,0,0.0,8762.651345275352,False,-0.33977745164741574,0,1.451,145806,0,16,0.8,640.0,False,0.020760858935132794,10,3.324000000000001,113326,1551,0,0.0,25281.67536395198,False,-0.12006065019506275,0.475,634902,0.0,0.0,5,0,0,7,7,7.0,13,20,17,171.0,36.0,12,7,17,200,1.4967637406662107,99.43201281223446
39,17,0,0,0,10.0,20,10.0,19.551800129558337,15,20.0,20.437047159746378,5,31.0,16.31171649938128,14,16.642857142857142,40.00000000000001,12,40.0,0,0.56,51862,10,40,1.0,882.0720051823334,False,0.0702045343466845,0,0.8390000000000002,52028,5,20,1.0,441.0360025911667,False,0.0690890080474624,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000001,50663,470,65,1.0,10517.754126275933,False,-0.18991370577213515,0,8.066,77676,345,0,0.0,7050.7812701125,False,-0.31718207351892225,14,8.341000000000001,73572,438,0,0.0,8951.426655968913,False,-0.3437011686078619,0,1.4510000000000003,145738,0,20,0.4,800.0000000000001,False,0.020844684745099682,12,3.4340000000000006,112971,1561,0,0.0,25462.589455534177,False,-0.12190861081236228,0.425,633873,0.0,0.0,7,0,0,8,6,6.0,10,18,16,147.0,54.0,9,8,16,655,1.4768598498776555,100.90887266211212
40,16,0,0,0,9.999999999999998,20,10.0,19.370412706738037,3,7.0,20.437047159746378,0,,16.33465425223412,28,16.642857142857146,40.00000000000001,9,40.0,0,0.56,51783,10,47,1.0,1010.4093972166877,False,0.0699010619292917,0,0.8390000000000002,51928,5,30,1.0,631.1123812021411,False,0.06898748139223011,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,50642,463,75,1.0,10501.27962020069,False,-0.1903372376564442,12,8.186000000000002,77364,345,0,0.0,7050.7812701125,False,-0.3198056639697257,16,8.487000000000002,73092,438,0,0.0,8951.426655968913,False,-0.347737461609098,0,1.451,145670,0,24,0.4,960.0000000000002,False,0.02092851055506657,9,3.512000000000001,112465,1585,0,0.0,25890.42698979108,False,-0.12394893963916108,0.425,632307,0.0,0.0,5,0,0,9,7,7.0,11,20,18,135.0,18.0,10,6,18,221,1.3463690532371402,102.25524171534926
41,18,0,0,0,9.999999999999998,20,10.0,19.370412706738037,0,,21.200067036028383,21,30.0,16.342521701388787,15,16.533333333333335,40.0,9,40.0,0,0.56,51683,10,57,1.0,1204.113524284068,False,0.06983665006838341,0,0.8390000000000002,51828,5,40,1.0,824.8165082695215,False,0.06892306953132181,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000002,51272,453,64,1.0,10131.601246458147,False,-0.18388862233125114,11,8.284,77077,345,0,0.0,7314.023127429792,False,-0.3211122378409625,4,8.511000000000001,72378,459,0,0.0,9730.830769537028,False,-0.35046446477267673,0,1.451,145534,0,32,0.8,1280.0,False,0.02109616217500035,9,3.593000000000001,112253,1592,0,0.0,26017.29454861095,False,-0.1249867466203845,0.475,631388,0.0,0.0,5,0,0,9,5,5.0,13,22,19,199.0,33.0,12,6,19,830,1.6943114958703518,103.94955321121961
42,19,0,0,0,9.999999999999998,20,10.0,19.485965174462397,42,20.0,22.981452544233573,52,31.096153846153847,16.348864801642552,11,16.545454545454547,40.0,12,40.0,0,0.56,51593,9,67,1.0,1395.5596666889805,False,0.06995375334229187,2,0.8590000000000002,52526,6,10,1.0,254.85965174462393,False,0.077374157510892,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,52049,485,22,1.0,9956.2850655874,False,-0.17390279098398276,11,8.383000000000001,75174,397,0,0.0,9123.636660060729,False,-0.3295059885972169,0,8.507000000000001,72378,459,0,0.0,10548.48671780321,False,-0.3470266533337123,0,1.451,145534,0,32,0.0,1280.0,False,0.02109616217500035,12,3.7040000000000006,111887,1603,0,0.0,26207.23027703301,False,-0.12688003731284841,0.375,630504,0.0,0.0,9,0,0,12,6,5.153846153846153,11,23,20,204.0,34.0,13,6,20,2397,1.3842632472515106,105.33381645847112
43,20,0,0,0,9.999999999999998,20,10.0,19.522175971772853,47,19.680851063829788,22.981452544233573,0,,16.359137958395962,16,16.5625,40.0,13,40.0,0,0.56,52068,8,48,1.0,1017.064446645097,False,0.07580070844906174,8,0.9370000000000003,52648,7,10,1.0,265.2217597177285,False,0.07997648714721847,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000001,51124,522,32,1.0,10925.982338680902,False,-0.18027883924353272,12,8.492,74859,397,0,0.0,9123.636660060729,False,-0.33215480587927815,4,8.547,72294,459,0,0.0,10548.48671780321,False,-0.34773300460892864,0,1.4510000000000003,145466,0,36,0.4,1440.0,False,0.021179987984967237,13,3.8220000000000014,111474,1615,0,0.0,26420.00780280948,False,-0.12902186525416867,0.425,629296,0.0,0.0,7,0,0,10,7,6.444444444444445,12,22,19,201.0,54.0,12,8,19,765,1.361597421579063,106.69541388005018
44,19,0,0,0,9.999999999999998,20,10.0,19.57226949368141,29,19.96551724137931,22.981452544233573,0,,16.36758550163887,4,17.0,40.0,11,40.0,0,0.56,52508,10,30,1.0,687.1680848104423,False,0.08142871260446108,0,0.9290000000000003,52587,5,19,1.0,421.8731203799468,False,0.08033099853065089,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,50545,541,42,1.0,11553.818802939453,False,-0.18411882313318859,4,8.520000000000001,74775,397,0,0.0,9123.636660060729,False,-0.33286115715449444,0,8.543000000000001,72294,459,0,0.0,10548.48671780321,False,-0.34773300460892864,0,1.4510000000000003,145398,0,40,0.4,1600.0,False,0.02126381379493413,11,3.9190000000000014,111310,1615,0,0.0,26433.650585146777,False,-0.13011983393706508,0.425,628780,0.0,0.0,8,0,0,7,4,4.0,14,21,22,183.0,54.0,11,8,22,779,2.290024194866419,108.9854380749166
45,22,0,0,0,10.0,20,10.0,19.655731406032583,56,20.0,23.742026342144925,30,30.333333333333332,16.3839622433043,17,16.647058823529413,39.99999999999999,9,40.0,0,0.56,52948,8,14,1.0,355.1802396844562,False,0.08703531919795034,11,1.0390000000000001,52891,7,10,1.0,266.55731406032584,False,0.08496232315088724,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000002,50335,587,22,1.0,12060.238914868314,False,-0.18349288073018083,6,8.576,74043,417,0,0.0,9900.424984674433,False,-0.3357505193167126,11,8.653,71709,469,0,0.0,11135.01035446597,False,-0.3501862145690585,0,1.451,145330,0,44,0.4,1759.9999999999998,False,0.021347639604901016,9,3.998000000000001,110995,1628,0,0.0,26673.0905320994,False,-0.13148395946987373,0.425,627614,0.0,0.0,10,0,0,8,6,5.733333333333333,16,24,17,207.0,37.0,14,8,17,1930,1.5215077819302678,110.50694585684687
46,17,0,0,0,10.0,20,10.0,19.655731406032583,0,,23.742026342144925,0,,16.395699239216743,15,16.6,39.99999999999999,9,40.0,0,0.56,52898,3,24,1.0,501.73755374478196,False,0.08751163809282186,0,1.0280000000000002,52741,12,20,1.0,513.1146281206517,False,0.08441556134515311,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538,50335,577,32,1.0,12101.101864229438,False,-0.18319690966342106,6,8.629999999999999,73911,417,0,0.0,9900.424984674433,False,-0.3368604998920526,9,8.732000000000001,71485,469,0,0.0,11135.01035446597,False,-0.3520698179696354,0,1.451,145262,0,48,0.4,1919.9999999999995,False,0.021431465414867904,9,4.079000000000001,110706,1639,0,0.0,26872.55105307624,False,-0.13280610023793876,0.425,626701,0.0,0.0,4,0,0,6,5,5.0,13,19,18,148.0,51.0,10,7,18,200,1.8710139263421297,112.377959783189
47,18,0,0,0,10.0,20,10.0,19.655731406032583,0,,23.742026342144925,0,,16.408715548765603,19,16.57894736842105,39.99999999999999,12,40.0,0,0.56,52828,0,34,1.0,668.2948678051079,False,0.08778334084757226,0,1.0280000000000002,52611,15,30,1.0,739.6719421809775,False,0.08407341567954026,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,4.538000000000001,50335,567,42,1.0,12141.96481359056,False,-0.18290093859666126,4,8.664000000000001,73823,417,0,0.0,9900.424984674433,False,-0.3376004869422792,15,8.873000000000001,71050,469,0,0.0,11135.01035446597,False,-0.35572770850200564,0,1.4510000000000003,145194,0,52,0.4,2079.9999999999995,False,0.021515291224834792,12,4.19,110269,1654,0,0.0,27140.015517658307,False,-0.1349245724266932,0.425,625473,0.0,0.0,5,0,0,9,7,7.0,13,22,20,171.0,48.0,12,6,20,200,1.8535146340727806,114.23147441726178
48,20,0,0,0,10.0,20,10.0,19.510426281169764,3,7.0,25.633686146642642,92,31.0,16.427732516307234,8,17.0,39.99999999999999,8,40.0,0,0.56,52758,0,41,0.7,799.9274775279603,False,0.08769773569250248,0,1.0280000000000002,52502,18,37,1.0,901.8857724032813,False,0.08350267814293753,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,50,5.038000000000001,51732,560,10,1.0,11182.175578921495,False,-0.16961571750114807,4,8.700000000000001,72313,463,0,0.0,11868.396685895543,False,-0.34202371033755374,4,8.898000000000001,69540,515,0,0.0,13201.34836552096,False,-0.35973735351400943,0,1.451,145194,0,52,0.0,2079.9999999999995,False,0.021515291224834792,8,4.258000000000001,110039,1662,0,0.0,27302.891442102624,False,-0.13596235018894823,0.3375,623441,0.0,0.0,6,0,0,8,6,5.086956521739131,16,24,21,237.0,48.0,14,6,21,221,1.8756970260292292,116.10717144329101
49,21,0,0,0,10.0,20,10.0,19.4876175095934,11,19.0,26.350776407638413,49,31.0,16.442798814629423,24,16.583333333333332,39.99999999999999,12,40.0,0,0.56,52887,0,38,0.8,740.5294653645492,False,0.08972959430107785,0,1.0280000000000002,52382,20,47,1.0,1115.9180229508897,False,0.08323700710990846,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,39,5.378000000000002,52067,561,10,1.0,11196.06118695828,False,-0.16466232191622523,9,8.786000000000001,70565,512,0,0.0,13491.597520710868,False,-0.3498978417575076,15,9.044,69100,515,0,0.0,13570.649849933783,False,-0.3618845710600576,0,1.451,145058,0,60,0.8,2399.9999999999995,False,0.02168294284476857,12,4.370000000000001,109593,1678,0,0.0,27591.016410948174,False,-0.1380715299225024,0.44999999999999996,621015,0.0,0.0,6,0,0,13,9,8.795918367346939,10,23,17,179.0,84.0,13,8,17,409,1.7508476031944156,117.85801904648542
50,17,0,0,0,10.0,20,10.0,19.45211195419609,55,19.30909090909091,26.350776407638413,0,,16.456449613910358,24,16.583333333333332,39.99999999999999,6,40.0,0,0.56,52797,0,47,0.9,914.2492618472163,False,0.08966534275093323,8,1.108,53206,21,10,1.0,404.5211195419609,False,0.09281921263240664,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.339000000000001,51005,606,20,1.0,12314.995372395599,False,-0.17194203143183162,9,8.867,70336,512,0,0.0,13491.597520710868,False,-0.35182348987684736,15,9.179000000000002,68658,515,0,0.0,13570.649849933783,False,-0.3656013241986959,0,1.451,144922,0,68,0.8,2719.9999999999995,False,0.021850594464702347,6,4.418000000000002,109267,1694,0,0.0,27877.225645964147,False,-0.13934914272055215,0.4625,619554,0.0,0.0,7,0,0,7,8,7.444444444444445,13,20,22,165.0,52.0,10,7,22,920,1.6900144685059786,119.5480335149914
51,22,0,0,0,10.000000000000002,20,10.0,19.4484838807334,31,19.419354838709676,26.350776407638413,0,,16.45598263058905,9,16.444444444444443,39.99999999999999,11,40.0,0,0.56,52947,1,44,1.0,865.7332907522696,False,0.09223822731576634,8,1.1800000000000002,53330,20,10,1.0,394.484838807334,False,0.09525377351865413,0,0.2,69363,0,0,0.0,0.0,False,0.0047948777378607026,0,5.339000000000002,50403,627,30,1.0,12984.722685448993,False,-0.1758117779765254,9,8.948,70107,512,0,0.0,13491.597520710868,False,-0.35374913799618707,0,9.164000000000001,68658,515,0,0.0,13570.649849933783,False,-0.3656013241986959,0,1.4510000000000003,144854,0,72,0.4,2879.9999999999995,False,0.02193442027466924,11,4.522000000000001,109023,1699,0,0.0,27958.7144893708,False,-0.14076898134396948,0.425,618685,0.0,0.0,6,0,0,12,6,5.444444444444445,13,25,21,240.0,67.0,15,7,21,460,2.018222347833216,121.56625586282462
