index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,33,0,0,0,10.000000000000002,20,10.0,9.3723163064206,18,9.055555555555555,14.58997366937478,18,18.22222222222222,52.46557351019948,4,52.0,43.000000000000014,15,43.0,10,1.9740000000000004,45022,234,0,0.0,2340.0000000000005,False,-0.06368832853610086,8,1.1260000000000001,44874,286,0,0.0,2860.0000000000005,False,-0.06141808894474399,0,0.24500000000000002,76889,14,138,1.0,2144.628794663608,False,0.009508519006717954,16,4.284000000000001,62971.0,122,0,0.0,1143.4225893833132,False,-0.17719565314343877,0,0.2,115735,0,6,0.0,314.79344106119686,False,0.009550826862700758,0,0.2,112829,230,153,1.0,11382.926691016719,False,0.03244419096055919,11,2.1910000000000003,140305,0,4,0.4,172.00000000000006,False,-0.027736225380204437,4,1.9410000000000003,137465,66,0,0.0,3462.7278516731653,False,-0.03600955756505324,0.3,736090,0.0,0.0,11,0,0,10,14,14.0,16,26,31,137.0,84.0,12,21,31,480,1.7867773659527302,75.29083036351949
26,31,0,0,0,10.000000000000002,20,10.0,9.169240039621844,8,6.0,13.627743836452977,27,7.444444444444445,52.46557351019948,0,,43.00000000000001,20,43.0,5,2.0140000000000007,44872,244,0,0.0,2440.0000000000005,False,-0.06571532817124093,3,1.1480000000000004,44720,296,0,0.0,2960.0000000000005,False,-0.06352616856528966,0,0.24500000000000002,76913,12,146,1.0,2099.681480597597,False,0.009528283376264702,25,4.518000000000002,62108.0,122,0,0.0,1118.647284833865,False,-0.1885309070348851,0,0.2,115699,0,7,0.1,367.25901457139634,False,0.009465743643382199,0,0.2,112664,246,163,1.0,11904.313465929947,False,0.033277786098513625,6,2.2400000000000007,140404,0,0,0.0,0.0,False,-0.0276461951854622,10,2.0370000000000004,137315,66,0,0.0,3462.7278516731653,False,-0.03704836750438673,0.2625,734695,0.0,0.0,10,0,0,12,12,12.0,17,29,34,152.0,75.0,14,17,34,444,1.78458044026047,77.07541080377996
27,34,0,0,0,10.000000000000002,20,10.0,9.521944207602864,15,12.333333333333334,13.677266146602971,6,15.166666666666666,54.70152916592247,11,65.0909090909091,43.000000000000014,20,43.0,15,2.1590000000000007,44652,252,0,0.0,2520.0000000000005,False,-0.06936392751449305,0,1.1450000000000002,44600,308,0,0.0,3080.0000000000005,False,-0.0647423683463737,0,0.24500000000000002,76904,7,155,1.0,2186.629862176681,False,0.009974684127162074,5,4.543000000000001,61870.0,132,0,0.0,1256.896635403578,False,-0.1907176464487577,0,0.2,115699,0,7,0.0,382.9107041614573,False,0.009533915398452246,0,0.2,113289,242,162,1.0,12171.546132357358,False,0.039886172568544875,9,2.3240000000000007,140265,0,0,0.0,0.0,False,-0.02860882572924458,11,2.1370000000000005,136410,77,0,0.0,4212.01774577603,False,-0.04072128817357806,0.25,733689,0.0,0.0,11,0,0,9,14,14.0,21,30,39,138.0,94.0,13,21,39,952,2.0177811570465565,79.09319196082652
28,39,0,0,0,10.000000000000002,20,10.0,9.280475213189474,8,5.625,14.101492320363892,8,23.0,55.99112231664235,10,63.2,43.000000000000014,20,43.0,5,2.1940000000000004,44547,257,0,0.0,2570.0000000000005,False,-0.0709855272226051,3,1.1750000000000003,44396,323,0,0.0,3230.0000000000005,False,-0.06735719787570438,0,0.24500000000000002,76859,5,165,1.0,2373.1486089259897,False,0.010599586989822116,8,4.618000000000001,61822.0,132,0,0.0,1225.0227281410105,False,-0.19154555577621166,0,0.2,115699,0,7,0.0,391.9378562164964,False,0.009573233632776871,0,0.2,113737,240,162,1.0,12454.919972183394,False,0.045022997195822964,8,2.3950000000000005,139952,0,4,0.4,172.00000000000006,False,-0.03018089143743594,12,2.2460000000000004,135777,83,0,0.0,4647.263152281314,False,-0.04359794193647577,0.3,732789,0.0,0.0,10,0,0,15,12,12.0,23,38,38,220.0,94.0,21,18,38,832,6.042034944519401,85.13522690534592
29,38,0,0,0,10.000000000000002,20,10.0,9.145138845577936,5,6.0,14.261901823813144,10,16.8,56.42939685774663,7,60.142857142857146,43.000000000000014,20,43.0,0,2.1890000000000005,44457,266,0,0.0,2660.0000000000005,False,-0.07189767705841812,5,1.2220000000000002,44221,334,0,0.0,3340.0000000000005,False,-0.06978959743787246,0,0.24500000000000002,76931,0,168,0.5,2395.999506400608,False,0.01167984970541784,8,4.690000000000001,61656.0,137,0,0.0,1252.8840218441771,False,-0.19351467736773295,0,0.2,115699,0,7,0.0,395.00577800422644,False,0.009586596127061225,0,0.2,113990,240,165,1.0,12733.706919243348,False,0.04844117791231121,4,2.427000000000001,139868,0,4,0.4,172.00000000000006,False,-0.0307626250034627,12,2.3540000000000005,135358,86,0,0.0,4852.92812976621,False,-0.04578752829106694,0.2375,732180,0.0,0.0,13,0,0,13,9,8.2,18,31,40,182.0,98.0,16,22,40,693,2.035127225331962,87.17035413067788
30,40,0,0,0,10.000000000000002,20,10.0,8.91601543163625,12,6.833333333333333,12.834042502923658,23,3.4347826086956523,56.21398020371284,4,53.0,43.000000000000014,20,43.0,10,2.2890000000000006,44247,274,0,0.0,2740.0000000000005,False,-0.07534357643815624,2,1.237,44065,346,0,0.0,3460.0000000000005,False,-0.07173551708760692,0,0.24500000000000002,76849,2,178,1.0,2302.2915963836836,False,0.01001134056990218,23,4.912000000000001,60912.0,137,0,0.0,1221.4941141341662,False,-0.20335184511806642,0,0.2,115699,0,7,0.0,393.4978614259899,False,0.009580028317302012,0,0.2,114123,253,171,1.0,12859.603368074582,False,0.050148103453406805,7,2.493000000000001,139733,0,4,0.4,172.00000000000006,False,-0.03169755394886285,9,2.4320000000000004,135223,86,0,0.0,4834.402297519305,False,-0.04678660663204202,0.3,730851,0.0,0.0,10,0,0,14,13,13.0,21,35,35,248.0,73.0,20,20,35,584,1.9446949232369661,89.11504905391484
31,35,0,0,0,10.000000000000002,20,10.0,8.465836243281505,13,4.6923076923076925,12.46430039026311,13,8.0,56.00429779363354,4,53.0,43.00000000000001,20,43.0,5,2.3290000000000006,44087,285,0,0.0,2850.0000000000005,False,-0.0774719260550533,8,1.3150000000000002,43827,355,0,0.0,3550.0000000000005,False,-0.07564762638342726,0,0.24500000000000002,76824,5,187,1.0,2373.153354195609,False,0.010146408342908671,12,5.009000000000001,60575.0,137,0,0.0,1159.819565329566,False,-0.20811491081273667,0,0.2,115699,0,7,0.0,392.03008455543477,False,0.009573635338145252,0,0.2,114231,256,177,1.0,13103.621609380494,False,0.05215173703517761,7,2.556000000000001,139598,0,4,0.4,172.00000000000003,False,-0.032632482894263,9,2.5130000000000003,135095,86,0,0.0,4816.369610252485,False,-0.047735499562825495,0.3,729936,0.0,0.0,8,0,0,6,15,14.333333333333332,23,29,37,108.0,100.0,12,23,37,448,1.925831075757742,91.04088012967259
32,37,0,0,0,10.000000000000002,20,10.0,8.398505878492086,6,7.166666666666667,11.689715789513182,50,9.32,56.00429779363354,0,,43.0,20,43.0,5,2.3740000000000006,43912,297,0,0.0,2970.0000000000005,False,-0.07980297563546439,1,1.317,43731,363,0,0.0,3630.0000000000005,False,-0.07678274617910569,0,0.24500000000000002,76853,1,195,1.0,2287.893084833562,False,0.009969913921514322,48,5.477000000000002,58878.0,137,0,0.0,1150.5953053534158,False,-0.2301488125567909,0,0.2,115663,0,8,0.1,448.0343823490683,False,0.009503965218078395,0,0.2,113801,295,187,1.0,13921.269845315861,False,0.05196727170509367,8,2.629000000000001,139676,0,0,0.0,0.0,False,-0.032687886091027456,8,2.584000000000001,134984,86,0,0.0,4816.369610252485,False,-0.04850421891793229,0.2625,727498,0.0,0.0,11,0,0,6,10,9.5,26,32,34,174.0,77.0,15,22,34,358,1.993856955319643,93.03473708499223
33,34,0,0,0,10.000000000000002,20,10.0,7.936736024977555,14,4.5,12.618598780735597,28,18.678571428571427,56.57127892759247,3,67.0,43.0,20,43.0,5,2.4190000000000005,43752,308,0,0.0,3080.0000000000005,False,-0.08193132525236145,9,1.4060000000000004,43472,372,0,0.0,3720.0000000000005,False,-0.08112052539830543,0,0.24500000000000002,76862,5,203,1.0,2601.259232614214,False,0.012115317392972785,26,5.689000000000002,58423.0,137,0,0.0,1087.332835421925,False,-0.23645012213719344,0,0.2,115663,0,8,0.0,452.5702314207398,False,0.009523721346652952,0,0.2,113479,313,194,1.0,14924.449530323182,False,0.05353169766508929,11,2.7310000000000008,139485,0,0,0.0,0.0,False,-0.03401063741377878,9,2.666000000000001,134664,89,0,0.0,5034.84382455573,False,-0.04996383617082278,0.25,725800,0.0,0.0,11,0,0,5,13,13.0,22,27,35,133.0,78.0,11,23,35,473,2.035538266412914,95.07027535140514
34,35,0,0,0,10.000000000000002,20,10.0,7.913417709936139,6,7.5,14.774201403549961,74,20.2972972972973,51.522577794684615,16,35.0,43.0,20,43.0,5,2.464000000000001,43587,319,0,0.0,3190.0000000000005,False,-0.08416102485101552,1,1.4070000000000003,43368,381,0,0.0,3810.0000000000005,False,-0.08231645518303807,0,0.24500000000000002,76853,1,212,1.0,3140.044115262528,False,0.015487097228058279,73,6.393000000000001,55777.0,137,0,0.0,1084.138226261251,False,-0.2707334337326243,0,0.2,115663,0,8,0.0,412.1806223574769,False,0.009347802285608678,0,0.2,112537,377,188,1.0,15256.118554539044,False,0.04677043866745813,10,2.8200000000000007,139327,0,0,0.0,0.0,False,-0.03510485054987673,10,2.757000000000001,133946,105,0,0.0,5409.870668441885,False,-0.05363766770394653,0.25,721058,0.0,0.0,11,0,0,6,14,14.0,22,28,33,138.0,81.0,13,22,33,796,2.176937478594482,97.24721282999963
35,33,0,0,0,10.0,20,10.0,7.555304496296148,13,4.769230769230769,14.985326994507524,6,23.333333333333332,49.2762151574222,8,32.0,43.0,20,43.0,5,2.509000000000001,43457,327,0,0.0,3270.0,False,-0.08598532452264158,8,1.4860000000000002,43099,393,0,0.0,3930.0,False,-0.0865528844204808,0,0.24500000000000002,76863,4,220,1.0,3326.99315677684,False,0.016826972152076677,4,6.360000000000001,55726.0,137,0,0.0,1035.0767159925722,False,-0.2717114693307226,0,0.2,115663,0,8,0.0,394.2097212593776,False,0.009269529083153443,0,0.2,112653,373,190,1.0,14952.007848861524,False,0.04645635670607648,10,2.9100000000000006,139177,0,0,0.0,0.0,False,-0.03614366048921023,10,2.8470000000000013,133534,113,0,0.0,5568.212312788709,False,-0.055942642757456224,0.25,720172,0.0,0.0,10,0,0,15,14,14.0,20,35,31,205.0,47.0,21,12,31,528,2.051148084923625,99.29836091492325
36,31,0,0,0,10.0,20,10.0,7.556333150471067,7,7.571428571428571,14.637929853884408,33,12.333333333333334,49.2762151574222,0,,42.99999999999999,20,43.0,5,2.5540000000000007,43307,337,0,0.0,3370.0,False,-0.08801232415778165,2,1.498,42969,403,0,0.0,4030.0,False,-0.08817448412859286,0,0.24500000000000002,76882,1,228,1.0,3345.004339836116,False,0.017189612051718508,31,6.666000000000001,55126.0,137,0,0.0,1035.2176416145362,False,-0.27947986040106093,0,0.2,115663,0,8,0.0,394.2097212593776,False,0.009269529083153443,0,0.2,112246,396,200,1.0,15651.863253622665,False,0.045959193933685256,8,2.980000000000001,139067,0,0,0.0,0.0,False,-0.03690545444472146,12,2.957000000000001,133316,113,0,0.0,5568.212312788709,False,-0.05745237986928758,0.25,718576,0.0,0.0,10,0,0,9,12,12.0,22,31,34,125.0,65.0,15,16,34,272,1.7680712658911943,101.06643218081445
37,34,0,0,0,10.0,20,10.0,7.625906104711882,5,9.0,14.048746645052395,53,11.528301886792454,49.2762151574222,0,,43.0,20,43.0,5,2.599000000000001,43167,346,0,0.0,3460.0,False,-0.08993797381116471,0,1.4960000000000002,42859,414,0,0.0,4140.0,False,-0.08928933392791989,0,0.24500000000000002,76873,0,233,0.6,3273.357968297208,False,0.01660920382960108,52,7.155000000000003,53057.0,137,0,0.0,1044.7491363455279,False,-0.30620929767862576,0,0.2,115663,0,8,0.0,394.2097212593776,False,0.009269529083153443,0,0.2,111635,439,210,1.0,16515.404960236665,False,0.0443979100327392,11,3.0820000000000007,138887,0,0,0.0,0.0,False,-0.03815202637192166,9,3.0350000000000006,133179,113,0,0.0,5568.212312788709,False,-0.05840115961387884,0.2,715320,0.0,0.0,9,0,0,8,15,15.0,25,33,27,183.0,51.0,17,17,27,236,1.7803341895341873,102.84676637034863
38,27,0,0,0,10.0,20,10.0,7.55678528165574,8,6.75,14.048746645052395,0,,49.2762151574222,0,,43.0,20,43.0,5,2.6440000000000006,42987,359,0,0.0,3590.0,False,-0.09226902339157579,3,1.5260000000000002,42739,421,0,0.0,4210.0,False,-0.09101228361778894,0,0.24500000000000002,76819,0,241,0.8,3385.7479414576273,False,0.01663762635773523,0,7.103000000000002,53057.0,137,0,0.0,1035.2795835868365,False,-0.30627060753630964,0,0.2,115663,0,8,0.0,394.2097212593776,False,0.009269529083153443,0,0.2,111635,429,220,1.0,16867.67964536036,False,0.04593226090351737,9,3.161000000000001,138757,0,0,0.0,0.0,False,-0.03905232831934403,11,3.136000000000001,132994,113,0,0.0,5568.212312788709,False,-0.05968235853905682,0.225,714651,0.0,0.0,8,0,0,4,10,10.0,21,25,28,106.0,54.0,9,18,28,200,1.7580255679786205,104.60479193832725
39,28,0,0,0,10.0,20,10.0,7.441364258413201,8,6.125,14.098047598992123,6,16.166666666666668,49.2762151574222,0,,43.0,20,43.0,5,2.6890000000000005,42832,369,0,0.0,3690.0,False,-0.09439737300847285,3,1.5530000000000004,42591,431,0,0.0,4310.0,False,-0.09299874326022621,0,0.24500000000000002,76806,0,248,0.8,3496.3158045500463,False,0.017185154185388827,5,7.153000000000001,52967.0,137,0,0.0,1019.4669034026085,False,-0.3075383809846128,0,0.2,115663,0,8,0.0,394.2097212593776,False,0.009269529083153443,0,0.2,111538,425,230,1.0,17325.19971577876,False,0.0470800363940327,8,3.2320000000000007,138660,0,0,0.0,0.0,False,-0.03972409208011302,12,3.2450000000000006,132782,113,0,0.0,5568.212312788709,False,-0.061150543253314836,0.225,713839,0.0,0.0,9,0,0,8,11,11.0,22,30,31,157.0,36.0,16,12,31,236,2.000599229708314,106.60539116803557
40,31,0,0,0,9.999999999999998,20,10.0,7.195544506893033,10,5.0,12.919705171662324,33,4.636363636363637,49.89212202088127,5,57.6,43.0,20,43.0,5,2.734000000000001,42667,380,0,0.0,3799.9999999999995,False,-0.09662707260712693,5,1.6000000000000003,42416,440,0,0.0,4399.999999999999,False,-0.0956338427859083,0,0.24500000000000002,76756,0,258,1.0,3333.2839342888797,False,0.015482175497487219,33,7.478000000000002,51989.0,137,0,0.0,985.7895974443455,False,-0.32042038666888295,0,0.2,115663,0,8,0.0,399.13697616705014,False,0.009290990000379088,0,0.2,111673,448,235,1.0,17512.676591811818,False,0.049072600926041925,12,3.3440000000000007,138302,0,3,0.3,129.0,False,-0.041756696861408905,8,3.313000000000001,132539,115,0,0.0,5737.594032401345,False,-0.06224689730878509,0.2875,712005,0.0,0.0,11,0,0,8,13,13.0,19,27,22,177.0,48.0,15,16,22,488,1.8613996263593435,108.46679079439491
41,22,0,0,0,9.999999999999998,20,10.0,7.291135988241712,5,9.0,12.698168508527255,37,11.27027027027027,49.89212202088127,0,,43.0,20,43.0,5,2.779000000000001,42517,390,0,0.0,3899.999999999999,False,-0.098654072242267,0,1.5950000000000002,42316,450,0,0.0,4499.999999999999,False,-0.09664734260347833,0,0.24500000000000002,76747,0,262,0.5,3326.920149234141,False,0.015324434130771315,36,7.8050000000000015,51069.0,137,0,0.0,998.8856303891146,False,-0.3322485294625642,0,0.2,115663,0,8,0.0,399.13697616705014,False,0.009290990000379088,0,0.2,111256,475,245,1.0,18255.199936666355,False,0.048674169555848426,8,3.412000000000001,138322,0,0,0.0,0.0,False,-0.04206487714341117,9,3.395000000000001,132408,115,0,0.0,5737.594032401345,False,-0.06315412465580302,0.1875,710298,0.0,0.0,8,0,0,4,11,11.0,19,23,21,92.0,42.0,8,14,21,365,1.5980109879747033,110.06480178236961
42,21,0,0,0,9.999999999999998,20,10.0,7.126210130566394,8,5.375,12.54725047759042,30,11.3,51.88591906244424,11,62.90909090909091,43.00000000000001,20,43.0,5,2.8240000000000003,42362,400,0,0.0,3999.999999999999,False,-0.10078242185916407,3,1.6250000000000002,42162,460,0,0.0,4599.999999999999,False,-0.098755422224024,0,0.24500000000000002,76776,0,268,0.8,3362.6631279942326,False,0.015931365506844906,28,8.049000000000001,50207.0,137,0,0.0,976.2907878875959,False,-0.34355671728872283,0,0.2,115663,0,8,0.0,415.0873524995539,False,0.009360462701224521,0,0.2,111609,495,244,1.0,18871.053237643653,False,0.054431570950397426,12,3.5240000000000005,137888,0,4,0.4,172.00000000000003,False,-0.044474916202664895,8,3.466000000000001,131820,122,0,0.0,6330.082125618197,False,-0.06517465121742229,0.275,708487,0.0,0.0,12,0,0,5,14,14.0,19,24,21,87.0,36.0,9,12,21,964,1.612016293220222,111.67681807558984
43,21,0,0,0,9.999999999999998,20,10.0,7.184689692458956,6,8.0,13.285696831296665,15,25.6,53.08364664282689,7,64.14285714285714,43.0,20,43.0,5,2.8690000000000007,42192,412,0,0.0,4119.999999999999,False,-0.10301212145781814,1,1.6320000000000001,42066,468,0,0.0,4679.999999999999,False,-0.09989054201970243,0,0.24500000000000002,76800,0,272,0.6,3613.709538112693,False,0.01786751743634147,13,8.151,50142.0,137,0,0.0,984.302487866877,False,-0.3443465207254789,0,0.2,115627,0,9,0.1,477.75281978544206,False,0.009319805654314789,0,0.2,111710,499,247,1.0,19741.223439595276,False,0.05910146450919581,5,3.562000000000001,137896,0,2,0.2,86.0,False,-0.044717305188509374,11,3.568000000000001,131294,127,0,0.0,6741.623123639015,False,-0.06739236847406081,0.2375,707727,0.0,0.0,12,0,0,11,12,11.2,17,28,20,130.0,24.0,13,8,20,721,1.7240148289129138,113.40083290450275
44,20,0,0,0,9.999999999999998,20,10.0,7.264193700742631,6,8.333333333333334,13.285696831296665,0,,53.08364664282689,0,,42.99999999999999,20,43.0,5,2.9140000000000006,42022,424,0,0.0,4239.999999999999,False,-0.10524182105647222,1,1.6410000000000002,41972,476,0,0.0,4759.999999999999,False,-0.10098512182267808,0,0.24500000000000002,76750,0,278,0.6,3693.4237191004727,False,0.017736178532770142,0,8.138000000000002,50142.0,137,0,0.0,995.1945370017404,False,-0.34427600102942146,0,0.2,115627,0,9,0.0,477.75281978544206,False,0.009319805654314789,0,0.2,111710,489,257,1.0,20139.20293771058,False,0.060834885090554396,4,3.597000000000001,137940,0,0,0.0,0.0,False,-0.04471037978891382,14,3.6970000000000014,131012,127,0,0.0,6741.623123639015,False,-0.0693453311600078,0.2,707175,0.0,0.0,8,0,0,3,9,8.5,21,24,21,76.0,39.0,7,13,21,200,1.6551027074456215,115.05593561194837
45,21,0,0,0,10.0,20,10.0,7.2189162928540815,7,6.714285714285714,13.30446135366386,5,14.2,53.265656251154745,1,65.0,42.99999999999999,20,43.0,5,2.959000000000001,41857,435,0,0.0,4350.0,False,-0.10747152065512629,2,1.6600000000000001,41850,485,0,0.0,4850.0,False,-0.10254591154173592,0,0.24500000000000002,76739,0,284,0.7,3778.4670244405365,False,0.018144347342513162,4,8.178000000000003,50058.0,137,0,0.0,988.9915321210092,False,-0.3454038643730754,0,0.2,115627,0,9,0.0,479.3909062603927,False,0.009326940425887692,0,0.2,111704,484,266,1.0,20608.02385798047,False,0.0628245925728269,13,3.723000000000001,137689,0,0,0.0,0.0,False,-0.046448655087398545,7,3.753000000000001,130858,128,0,0.0,6818.004000147807,False,-0.07014735865208245,0.2125,706382,0.0,0.0,9,0,0,7,13,13.0,17,24,22,72.0,52.0,9,12,22,301,1.7290585916489363,116.78499420359731
46,22,0,0,0,10.0,20,10.0,7.078938668990855,9,5.888888888888889,14.28234085995983,80,16.9625,48.96208951612294,11,25.90909090909091,42.999999999999986,20,43.0,5,3.0040000000000004,41717,444,0,0.0,4440.0,False,-0.10939717030850934,4,1.6980000000000004,41672,496,0,0.0,4960.0,False,-0.10503912109295821,0,0.24500000000000002,76686,0,293,0.9,4184.7258719682295,False,0.02008834910049742,80,8.974000000000004,47531.0,137,0,0.0,969.8145976517471,False,-0.3782497403909789,0,0.2,115627,0,9,0.0,440.65880564510644,False,0.009158240729838583,0,0.2,110632,554,265,1.0,20887.370558190323,False,0.05470299730909759,12,3.830000000000001,137410,0,4,0.4,171.99999999999994,False,-0.04778525720934098,8,3.826000000000001,130537,135,0,0.0,6609.882084676597,False,-0.07309107563687156,0.2875,701812,0.0,0.0,9,0,0,7,11,11.0,17,24,23,133.0,36.0,10,12,23,485,1.6149555519223213,118.39994975551963
47,23,0,0,0,10.0,20,10.0,7.135125690434682,5,8.0,12.739102500691383,55,5.181818181818182,45.21968810871714,16,30.5,42.99999999999999,20,43.0,5,3.0490000000000004,41552,455,0,0.0,4550.0,False,-0.11162686990716342,0,1.6940000000000004,41582,505,0,0.0,5050.0,False,-0.10595127092877123,0,0.24500000000000002,76646,0,298,0.5,3796.252545206032,False,0.017055256226488288,55,9.444000000000003,45710.0,137,0,0.0,977.5122195895515,False,-0.401779738824572,0,0.2,115627,0,9,0.0,406.9771929784543,False,0.009011538698989782,0,0.2,110835,599,259,1.0,19342.621618071877,False,0.049743116563607886,3,3.848000000000001,137558,0,0,0.0,0.0,False,-0.04735588243441646,13,3.9480000000000017,129814,151,0,0.0,6828.1729044162885,False,-0.07734226396708954,0.1875,699324,0.0,0.0,12,0,0,6,9,9.0,20,26,29,135.0,43.0,11,12,29,860,1.6273550121113658,120.027304767631
48,29,0,0,0,10.0,20,10.0,7.238372693229741,10,8.0,13.962597437071045,84,18.214285714285715,45.21968810871714,0,,42.99999999999999,20,43.0,10,3.1440000000000006,41302,467,0,0.0,4670.0,False,-0.11547816921392955,0,1.6940000000000004,41502,513,0,0.0,5130.0,False,-0.10676207078282726,0,0.24500000000000002,76602,0,307,1.0,4286.517413180811,False,0.01965968775933816,83,10.219000000000001,44797.0,137,0,0.0,991.6570589724745,False,-0.4135104493313707,0,0.2,115627,0,9,0.0,406.9771929784543,False,0.009011538698989782,0,0.2,109305,673,269,1.0,21560.924176393724,False,0.04607705920238387,10,3.9450000000000007,137400,0,0,0.0,0.0,False,-0.04845009557051442,10,4.035000000000001,129664,151,0,0.0,6828.1729044162885,False,-0.07838107390642304,0.25,696199,0.0,0.0,9,0,0,8,11,11.0,20,28,29,119.0,78.0,11,18,29,236,1.6551409270614386,121.68244569469243
49,29,0,0,0,10.0,20,10.0,7.347939238327996,5,9.0,14.292775509567221,42,16.952380952380953,42.10228910131346,24,32.875,42.99999999999999,20,43.0,5,3.184000000000001,41142,478,0,0.0,4780.0,False,-0.11760651883082661,0,1.6940000000000004,41412,522,0,0.0,5220.0,False,-0.10767422061864029,0,0.24500000000000002,76629,0,310,0.5,4430.760407965839,False,0.02094319608404984,40,10.536,44277.0,137,0,0.0,1006.6676756509354,False,-0.4201466606520327,0,0.2,115591,0,10,0.1,421.0228910131346,False,0.008759115696597122,0,0.2,109418,704,255,1.0,20798.197679570258,False,0.04373931878972379,15,4.085000000000001,137079,0,0,0.0,0.0,False,-0.05067314884068811,5,4.075000000000001,128826,175,0,0.0,7367.900592729856,False,-0.08231564381032072,0.2,694374,0.0,0.0,13,0,0,7,10,10.0,25,32,33,176.0,59.0,15,14,33,1061,1.6908269859850407,123.37327268067747
50,33,0,0,0,10.0,20,10.0,7.347939238327996,0,,14.116984925735343,10,8.1,39.58135326535918,20,28.8,43.0,20,43.0,0,3.1790000000000007,41042,488,0,0.0,4880.0,False,-0.11862001864839665,0,1.6940000000000004,41312,532,0,0.0,5320.0,False,-0.10868772043621032,0,0.24500000000000002,76665,0,309,0.0,4362.148342052221,False,0.020965130990794754,9,10.586000000000002,44061.0,137,0,0.0,1006.6676756509354,False,-0.42294360990553215,0,0.2,115591,0,10,0.0,395.81353265359184,False,0.008649315013822715,0,0.2,109913,704,245,1.0,19635.788937730682,False,0.04298838347037652,10,4.170000000000001,136926,0,0,0.0,0.0,False,-0.05173273497880828,10,4.170000000000001,128092,195,0,0.0,7718.363886745041,False,-0.08618533793614414,0.125,693602,0.0,0.0,11,0,0,5,8,8.0,25,30,35,177.0,77.0,14,19,35,812,1.706034468486905,125.07930714916438
51,35,0,0,0,10.000000000000002,20,10.0,7.108758792227435,12,5.666666666666667,14.388131543824773,31,17.161290322580644,39.58135326535918,0,,43.00000000000001,20,43.0,5,3.2290000000000005,40867,500,0,0.0,5000.000000000001,False,-0.12095106822880772,7,1.764,41117,540,0,0.0,5400.000000000001,False,-0.11182956987067742,0,0.24500000000000002,76653,0,315,0.7,4532.261436304803,False,0.02191112846740651,30,10.877000000000002,43383.0,142,0,0.0,1009.4437484962957,False,-0.43170494937977455,0,0.2,115591,0,10,0.0,395.81353265359184,False,0.008649315013822715,0,0.2,109381,725,255,1.0,20524.64045193955,False,0.042225515052525975,6,4.220000000000001,136854,0,0,0.0,0.0,False,-0.052231363749688356,14,4.300000000000002,127809,195,0,0.0,7718.363886745041,False,-0.08814522602168666,0.2125,691655,0.0,0.0,8,0,0,10,15,15.0,21,31,34,163.0,92.0,17,18,34,236,1.880183270201087,126.95949041936547
