index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
45,26,0,0,0,10.0,20,10.0,6.025955386088218,5,4.0,15.746907022619597,10,14.1,29.95498681740115,0,,41.000000000000014,20,41.0,0,2.1620000000000004,9034,464,0,0.0,4640.0,False,-0.3161476841534662,5,2.2300000000000004,7246,456,0,0.0,4560.0,False,-0.4262482683852316,0,0.2,19271,15,370,1.0,5916.744929160574,False,0.10346847677241433,9,2.0900000000000003,16813,0,0,0.0,0.0,False,-0.16540084388185655,0,0.2,26711,0,15,0.0,449.3248022610172,False,0.0035267836939946447,0,0.8480000000000001,27512,0,23,1.0,688.9646968002264,False,0.03783325317238976,7,4.1850000000000005,28448,180,0,0.0,5391.897627132207,False,-0.204029217329054,0,1.6670000000000005,37310,0,29,0.0,1189.0000000000005,False,-0.031244409231476984,0.25,172345,0.0,0.0,10,0,0,8,4,4.0,14,22,22,207.0,40.0,16,10,22,766,1.4972108660149388,62.91938941919943
46,22,0,0,0,10.0,20,10.0,6.075673689777719,10,6.5,16.04583164608109,6,19.0,29.95498681740115,0,,41.000000000000014,20,41.0,5,2.2120000000000006,8899,471,0,0.0,4710.0,False,-0.3221706920436066,5,2.275000000000001,7026,469,0,0.0,4690.0,False,-0.4355839306149491,0,0.2,19272,15,378,1.0,6156.459467565318,False,0.10946784481422984,4,2.121000000000001,16757,0,0,0.0,0.0,False,-0.168180689997518,0,0.2,26678,0,16,0.1,479.2797890784184,False,0.002855329329727291,0,0.8480000000000001,27431,0,28,0.5,838.7396308872321,False,0.037605521979196636,15,4.328000000000002,28178,180,0,0.0,5391.897627132207,False,-0.21092982304888938,0,1.6670000000000005,37515,0,24,0.0,984.0000000000003,False,-0.028624734837835765,0.2,171756,0.0,0.0,10,0,0,6,7,7.0,7,13,23,194.0,40.0,13,9,23,471,1.1534926349995658,64.072882054199
47,23,0,0,0,10.0,20,10.0,5.680318164789805,19,3.8947368421052633,16.25382833931331,7,18.0,27.79076732489203,14,14.642857142857142,41.000000000000014,20,41.0,5,2.2570000000000006,8704,484,0,0.0,4840.0,False,-0.33000060230078904,14,2.4100000000000006,6621,476,0,0.0,4760.0,False,-0.45786905980846837,0,0.2,19264,24,386,1.0,6410.305374929892,False,0.11537119322238502,5,2.1670000000000003,16687,0,0,0.0,0.0,False,-0.1716554976420948,0,0.2,26645,0,17,0.1,472.44304452316453,False,0.0014985105719452112,0,0.8480000000000001,27543,0,20,0.6,555.8153464978407,False,0.03650786756264369,9,4.403000000000001,28058,180,0,0.0,5002.338118480566,False,-0.21897490072736778,0,1.667,37761,4,23,1.0,1054.1630692995684,False,-0.021440909483226828,0.3375,171283,0.0,0.0,13,0,0,4,8,8.0,7,11,28,172.0,44.0,11,12,28,922,1.0994578899699263,65.17233994416893
48,28,0,0,0,10.0,20,10.0,5.564002827395234,23,5.086956521739131,16.5065834751012,6,19.0,28.492291919914315,5,41.0,41.000000000000014,20,41.0,10,2.3520000000000003,8449,495,0,0.0,4950.0,False,-0.3420466180810697,13,2.5260000000000007,6220,485,0,0.0,4850.0,False,-0.47931096789736793,0,0.2,19213,37,394,1.0,6709.461993803496,False,0.12026463126839156,4,2.2020000000000004,16631,0,0,0.0,0.0,False,-0.17443534375775627,0,0.2,26612,0,18,0.1,512.8612545584576,False,0.0010219674110214722,0,0.8480000000000001,27667,0,20,0.5,569.8458383982863,False,0.04138902869487514,9,4.484000000000001,27950,180,0,0.0,5128.612545584577,False,-0.22012149480429657,0,1.667,38007,0,21,0.9,861.0000000000003,False,-0.017622102384542645,0.3125,170749,0.0,0.0,12,0,0,4,8,8.0,9,13,26,181.0,54.0,13,15,26,922,1.3405065719853155,66.51284651615424
49,26,0,0,0,10.0,20,10.0,5.4028776142462265,5,2.0,16.482507773360844,5,16.2,27.60006210058729,6,15.0,41.000000000000014,20,41.0,0,2.3420000000000005,8349,505,0,0.0,5050.0,False,-0.34505812202613984,5,2.5630000000000006,6020,495,0,0.0,4950.0,False,-0.48834547973257847,0,0.2,19236,32,403,1.0,6815.3427163203,False,0.12403431909457188,4,2.238000000000001,16575,0,0,0.0,0.0,False,-0.17721518987341772,0,0.2,26612,0,18,0.0,496.8011178105712,False,0.0007227956821760271,0,0.8480000000000001,27676,0,19,0.5,524.4011799111586,False,0.04087778361296452,10,4.575000000000001,27718,186,0,0.0,5133.611550709236,False,-0.2259870223795687,0,1.667,38417,0,11,0.0,451.00000000000017,False,-0.012382753597260205,0.1875,170603,0.0,0.0,11,0,0,4,5,5.0,6,10,25,156.0,59.0,10,16,25,733,1.2351035489700735,67.74795006512431
50,25,0,0,0,10.0,20,10.0,5.503037071146983,10,6.5,16.054223767813266,10,13.6,26.815371501544107,5,14.0,41.000000000000014,20,41.0,5,2.3920000000000003,8229,511,0,0.0,5110.0,False,-0.35047882912726613,5,2.6080000000000005,5785,509,0,0.0,5090.0,False,-0.49828344275131,0,0.2,19204,32,412,1.0,6790.437378615769,False,0.12182768375814759,9,2.3240000000000007,16419,0,0,0.0,0.0,False,-0.1849590469099032,0,0.2,26612,0,18,0.0,482.67668702779395,False,0.000459682706080127,0,0.8480000000000001,27610,0,24,1.0,643.5689160370586,False,0.04063874140376775,11,4.675000000000001,27558,186,0,0.0,4987.659099287203,False,-0.2319413819192987,0,1.667,38716,0,7,0.5,287.0000000000001,False,-0.006836711222429524,0.3125,170133,0.0,0.0,11,0,0,8,7,7.0,4,12,26,173.0,38.0,12,13,26,672,1.2880381170543842,69.0359881821787
51,26,0,0,0,10.000000000000002,20,10.0,5.703658719615733,6,9.0,16.259631342254533,6,18.333333333333332,26.815371501544107,0,,41.00000000000002,11,41.0,6,2.4470000000000005,8067,519,0,0.0,5190.000000000001,False,-0.35782689875323737,0,2.6030000000000006,5665,521,0,0.0,5210.000000000001,False,-0.5018972474853942,0,0.2,19216,28,420,1.0,6988.7476078961445,False,0.12734543578794114,4,2.355000000000001,16359,0,0,0.0,0.0,False,-0.18793745346239762,0,0.2,26612,0,18,0.0,482.67668702779395,False,0.000459682706080127,0,0.8480000000000001,27500,0,30,0.6,804.4611450463232,False,0.03953766895880034,10,4.764000000000001,27424,186,0,0.0,4987.659099287203,False,-0.23536612698025403,0,1.667,38757,0,6,0.0,246.0000000000001,False,-0.00631277634370128,0.2,169600,0.0,0.0,9,0,0,10,6,6.0,3,13,22,185.0,49.0,13,13,22,307,1.3130665119970217,70.34905469417572
52,22,0,0,0,10.000000000000002,20,10.0,5.7993453581351115,10,6.7,16.36696867691128,7,17.285714285714285,26.23896186440649,4,15.0,41.000000000000014,12,41.0,5,2.4910000000000005,7912,528,0,0.0,5280.000000000001,False,-0.36445220743239176,5,2.653000000000001,5463,532,0,0.0,5320.000000000001,False,-0.5107510690839006,0,0.2,19215,28,428,1.0,7167.444263745811,False,0.13173105643449523,5,2.4010000000000007,16284,0,0,0.0,0.0,False,-0.19166046165301565,0,0.2,26579,0,19,0.1,498.5402754237233,False,-0.00047426930025479583,0,0.8480000000000001,27472,0,32,0.6,839.6467796610077,False,0.03914993442235775,8,4.8340000000000005,27276,190,0,0.0,4985.402754237233,False,-0.23917751483327068,0,1.6670000000000005,38921,0,2,0.0,82.00000000000003,False,-0.004217036828788305,0.2125,169122,0.0,0.0,11,0,0,7,6,6.0,6,13,20,175.0,27.0,13,9,20,490,1.1198172909789719,71.46887198515469
53,20,0,0,0,10.000000000000002,20,10.0,5.9614647434660615,5,9.0,16.78989896940073,7,20.428571428571427,27.307453376542476,7,38.57142857142857,41.00000000000002,10,41.0,5,2.536000000000001,7717,541,0,0.0,5410.000000000001,False,-0.3722821176895742,0,2.6480000000000006,5393,539,0,0.0,5390.000000000001,False,-0.5128591218454496,0,0.2,19269,23,435,1.0,7440.719740789038,False,0.14119433459391995,4,2.4360000000000004,16224,0,0,0.0,0.0,False,-0.19463886820551005,0,0.2,26546,0,20,0.1,546.1490675308495,False,-0.0008168647306200899,0,0.8480000000000001,27632,0,31,0.6,846.5310546728167,False,0.04523920596611181,8,4.9060000000000015,26966,195,0,0.0,5324.953408425783,False,-0.242761348832957,0,1.6670000000000005,38947,0,2,0.2,82.00000000000004,False,-0.0035525340557671175,0.2375,168694,0.0,0.0,14,0,0,3,4,4.0,6,9,22,142.0,33.0,9,11,22,651,1.0094392760074697,72.47831126116216
54,22,0,0,0,10.000000000000002,20,10.0,6.079885471466501,6,7.833333333333333,16.84131538683663,7,17.285714285714285,28.453016234487908,17,33.35294117647059,41.000000000000014,20,41.0,5,2.581000000000001,7522,554,0,0.0,5540.000000000001,False,-0.38011202794675664,1,2.658000000000001,5303,546,0,0.0,5460.000000000001,False,-0.5161717761850269,0,0.2,19288,19,443,1.0,7576.220540326491,False,0.14550063391229806,5,2.4820000000000007,16149,0,0,0.0,0.0,False,-0.19836187639612807,0,0.2,26513,0,21,0.1,597.5133409242461,False,-0.0010895022367972869,0,0.8480000000000001,28111,0,20,0.6,569.0603246897582,False,0.05791625358015273,4,4.9380000000000015,26688,201,0,0.0,5719.05626313207,False,-0.24483021617895478,14,1.8070000000000004,38450,1,10,1.0,438.453016234488,False,-0.011699682875833964,0.3375,168024,0.0,0.0,12,0,0,3,8,8.0,7,10,24,143.0,36.0,10,12,24,915,1.2286705970182084,73.70698185818037
55,24,0,0,0,10.000000000000002,20,10.0,6.238829142638265,6,8.5,17.102987143742904,1,33.0,30.07647153394633,12,41.0,41.000000000000014,17,41.0,5,2.626000000000001,7352,565,0,0.0,5650.000000000001,False,-0.387038487020418,1,2.6670000000000007,5192,555,0,0.0,5550.000000000001,False,-0.5201469613925194,0,0.2,19270,15,452,1.0,7824.132626111366,False,0.15076030345275165,0,2.4770000000000003,16149,0,0,0.0,0.0,False,-0.19836187639612807,0,0.2,26513,0,21,0.0,631.6059022128729,False,-0.00045441857209351996,0,0.8480000000000001,28570,0,9,0.1,270.68824380551695,False,0.06945881755160982,10,5.034000000000002,26298,207,0,0.0,6225.82960752689,False,-0.2483217521465115,0,1.7930000000000004,38491,0,10,0.7,410.0000000000001,False,-0.011015411352774299,0.22499999999999998,167835,0.0,0.0,11,0,0,5,5,5.0,6,11,25,164.0,38.0,11,13,25,1012,1.3366815509507433,75.04366340913111
56,25,0,0,0,10.000000000000002,20,10.0,6.259115300060564,9,6.444444444444445,17.102987143742904,0,,30.07647153394633,0,,41.000000000000014,10,41.0,5,2.6710000000000007,7172,577,0,0.0,5770.000000000001,False,-0.3942660964885864,4,2.7060000000000004,5032,563,0,0.0,5630.000000000001,False,-0.5273745708606878,0,0.2,19212,14,462,1.0,7989.20767461007,False,0.15197834883618944,0,2.4770000000000003,16149,0,0,0.0,0.0,False,-0.19836187639612807,0,0.2,26513,0,21,0.0,631.6059022128729,False,-0.00045441857209351996,0,0.8480000000000001,28570,0,9,0.0,270.68824380551695,False,0.06945881755160982,10,5.1240000000000006,26162,207,0,0.0,6225.82960752689,False,-0.2517976128053916,0,1.7930000000000004,38491,0,10,0.0,410.0000000000001,False,-0.011015411352774299,0.125,167301,0.0,0.0,6,0,0,5,5,5.0,8,13,21,180.0,42.0,13,12,21,200,2.5486293639987707,77.59229277312988
57,21,0,0,0,10.000000000000002,20,10.0,6.269404783506988,8,6.375,16.58405368137988,10,13.7,30.07647153394633,0,,41.000000000000014,14,41.0,5,2.7160000000000006,6987,589,0,0.0,5890.000000000001,False,-0.40179485635126183,3,2.7320000000000007,4892,571,0,0.0,5710.000000000001,False,-0.5333975787508282,0,0.2,19194,12,471,1.0,7886.322141332008,False,0.1485312023165055,9,2.5670000000000006,15995,0,0,0.0,0.0,False,-0.20600645321419708,0,0.2,26513,0,21,0.0,631.6059022128729,False,-0.00045441857209351996,0,0.8480000000000001,28433,0,19,1.0,571.4529591449802,False,0.06995739650432142,14,5.254000000000001,25904,207,0,0.0,6225.82960752689,False,-0.25839152493767875,0,1.7930000000000004,38491,0,10,0.0,410.0000000000001,False,-0.011015411352774299,0.25,166409,0.0,0.0,7,0,0,7,8,8.0,6,13,18,187.0,24.0,13,8,18,233,1.118041111039929,78.71033388416981
58,18,0,0,0,10.000000000000002,20,10.0,6.304757054371187,7,6.714285714285714,16.554058347480616,5,16.2,30.57601250822239,4,41.0,41.000000000000014,12,41.0,5,2.761000000000001,6802,601,0,0.0,6010.000000000001,False,-0.40932361621393726,2,2.7490000000000006,4770,579,0,0.0,5790.000000000001,False,-0.5383364452207432,0,0.2,19180,9,480,1.0,8002.690820280037,False,0.15072451775328966,4,2.598000000000001,15939,0,0,0.0,0.0,False,-0.20878629932985854,0,0.2,26513,0,21,0.0,642.0962626726703,False,-0.0002590018502911838,0,0.8480000000000001,28516,0,20,0.5,611.5202501644478,False,0.07379606292918381,12,5.360000000000001,25716,207,0,0.0,6329.234589202035,False,-0.2618749892759215,0,1.7930000000000004,38327,0,14,0.4,574.0000000000002,False,-0.013111150867687275,0.2375,165763,0.0,0.0,8,0,0,4,7,7.0,3,7,14,95.0,33.0,7,11,14,397,0.9366494020214304,79.64698328619124
59,14,0,0,0,10.000000000000002,20,10.0,6.464654016792075,5,9.0,16.8346243571717,1,33.0,30.57601250822239,0,,41.000000000000014,12,41.0,5,2.806000000000001,6647,610,0,0.0,6100.000000000001,False,-0.4159489248930916,0,2.7470000000000008,4660,590,0,0.0,5900.000000000001,False,-0.5416490995603205,0,0.2,19168,4,489,1.0,8257.989926724127,False,0.15646537420511608,0,2.5940000000000007,15939,0,0,0.0,0.0,False,-0.20878629932985854,0,0.2,26480,0,22,0.1,672.6722751808926,False,-0.000918887612590961,0,0.8480000000000001,28516,0,20,0.0,611.5202501644478,False,0.07379606292918381,12,5.468000000000002,25526,207,0,0.0,6329.234589202035,False,-0.26673097107876864,0,1.7930000000000004,38327,0,14,0.0,574.0000000000002,False,-0.013111150867687275,0.1375,165263,0.0,0.0,7,0,0,2,4,4.0,2,4,18,67.0,40.0,4,10,18,233,0.5868406080408022,80.23382389423205
60,18,0,0,0,10.000000000000002,20,10.0,6.046726200222304,15,3.933333333333333,17.055749108764072,6,19.0,28.820408545630187,10,15.0,41.00000000000002,11,41.0,5,2.851000000000001,6502,618,0,0.0,6180.000000000001,False,-0.422273083177739,10,2.8470000000000004,4310,602,0,0.0,6020.000000000001,False,-0.5591158224417274,0,0.2,19175,9,497,1.0,8531.127842857744,False,0.16359215296246568,4,2.634000000000001,15883,0,0,0.0,0.0,False,-0.21156614544552,0,0.2,26447,0,23,0.1,662.8693965494942,False,-0.002330960162633718,0,0.8480000000000001,28585,0,15,0.5,432.3061281844528,False,0.07302831727924536,11,5.566000000000002,25268,213,0,0.0,6138.74702021923,False,-0.27575910470750087,0,1.7930000000000004,38267,0,18,0.4,738.0000000000003,False,-0.012548879290515501,0.25,164437,0.0,0.0,10,0,0,5,8,8.0,4,9,23,121.0,27.0,9,9,23,416,0.7775931149953976,81.01141700922744
61,23,0,0,0,10.000000000000002,20,10.0,5.926232255926537,2,1.0,17.6368101318526,2,33.0,28.820408545630187,0,,41.000000000000014,10,41.0,0,2.846000000000001,6392,629,0,0.0,6290.000000000001,False,-0.42558573751731615,2,2.857000000000001,4178,611,0,0.0,6110.000000000001,False,-0.5643558393061495,0,0.2,19239,1,505,1.0,8912.515348841489,False,0.1762351786756388,0,2.630000000000001,15883,0,0,0.0,0.0,False,-0.21156614544552,0,0.2,26447,0,23,0.0,662.8693965494942,False,-0.002330960162633718,0,0.8480000000000001,28519,0,17,0.2,489.9469452757132,False,0.07164313820788554,10,5.655000000000001,25122,213,0,0.0,6138.74702021923,False,-0.2794905433560045,0,1.7930000000000004,38267,0,18,0.0,738.0000000000002,False,-0.012548879290515501,0.15,164047,0.0,0.0,8,0,0,4,4,4.0,4,8,24,125.0,56.0,8,15,24,266,0.9384819359984249,81.94989894522587
62,24,0,0,0,10.000000000000002,20,10.0,6.046530885687372,20,6.5,17.21913675667516,12,15.5,30.672950831853356,12,43.0,41.000000000000014,9,41.0,10,2.946000000000001,6137,640,0,0.0,6400.000000000001,False,-0.4376317532975968,10,2.9550000000000005,3883,620,0,0.0,6200.000000000001,False,-0.5794133590315004,0,0.2,19175,11,513,1.0,8899.928995916918,False,0.1727458177194569,10,2.730000000000001,15743,0,0,0.0,0.0,False,-0.2185157607346736,0,0.2,26447,0,23,0.0,705.4778691326272,False,-0.001537240245657236,0,0.8480000000000001,28849,2,15,1.0,494.53253599115067,False,0.0840231834877827,9,5.735000000000001,24744,219,0,0.0,6717.376232175885,False,-0.28175714682730746,0,1.7930000000000004,38009,0,24,0.6,984.0000000000003,False,-0.015999182150433205,0.325,162987,0.0,0.0,10,0,0,4,8,8.0,5,9,20,149.0,44.0,9,15,20,782,0.7195174939697608,82.66941643919563
63,20,0,0,0,10.0,20,10.0,6.046530885687372,0,,16.594097284792724,11,13.454545454545455,32.086762207810054,13,41.07692307692308,41.00000000000001,10,41.0,0,2.936000000000001,6007,653,0,0.0,6530.0,False,-0.44154670842618804,0,2.9450000000000007,3813,627,0,0.0,6270.0,False,-0.5815214117930495,0,0.2,19208,1,522,1.0,8668.16531354749,False,0.1686315540716677,10,2.8200000000000007,15568,0,0,0.0,0.0,False,-0.22720277984611567,0,0.2,26414,0,24,0.1,770.0822929874413,False,-0.0015632373423598008,0,0.8480000000000001,29268,2,12,1.0,418.2293410633061,False,0.09821223764135663,10,5.8260000000000005,24318,226,0,0.0,7251.608258965072,False,-0.2858178718153056,0,1.7930000000000004,37763,0,30,0.6,1230.0000000000002,False,-0.019142791422802667,0.3375,162359,0.0,0.0,10,0,0,6,5,5.0,1,7,13,89.0,47.0,7,13,13,767,0.6342968060052954,83.30371324520092
64,13,0,0,0,10.0,20,10.0,6.27034890204158,14,7.642857142857143,16.340993340974066,12,15.083333333333334,30.047567324803065,12,15.416666666666666,41.000000000000014,16,41.0,10,3.036000000000001,5772,662,0,0.0,6620.0,False,-0.45299042341745466,4,2.9850000000000008,3627,638,0,0.0,6380.0,False,-0.5894115521291333,0,0.2,19167,5,530,1.0,8692.078215226464,False,0.16718982911954494,10,2.9100000000000006,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26456,0,23,0.0,691.0940484704705,False,-0.001469877268535641,0,0.8480000000000001,29230,4,11,1.0,395.88721393673,False,0.09638029905623356,8,5.896000000000002,24188,227,0,0.0,6820.797782730296,False,-0.29464566945165366,0,1.7930000000000004,37948,1,32,1.0,1342.0475673248036,False,-0.012982754014813297,0.375,161781,0.0,0.0,12,0,0,2,7,7.0,2,4,10,55.0,40.0,4,9,10,779,0.415791162988171,83.7195044081891
65,10,0,0,0,10.0,20,10.0,5.992571363158054,5,1.0,16.340993340974066,0,,29.0526226775623,16,23.5625,41.000000000000014,17,41.0,0,3.026000000000001,5682,671,0,0.0,6710.0,False,-0.4557007769680178,5,3.031000000000001,3412,649,0,0.0,6490.0,False,-0.5990483647533579,0,0.2,19162,0,540,1.0,8824.136404125995,False,0.17021932003291126,0,2.9000000000000012,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26498,0,22,0.0,639.1576989063706,False,-0.0008725885975491086,4,0.8880000000000001,29429,0,4,0.4,116.2104907102492,False,0.09858445085336327,9,5.978000000000001,24026,228,0,0.0,6623.997970484204,False,-0.3013009179021621,0,1.7930000000000004,37941,6,34,1.0,1568.3157360653743,False,-0.01027020042342409,0.3,161543,0.0,0.0,10,0,0,0,5,4.4,3,3,7,48.0,36.0,3,7,7,775,0.2900637289858423,84.00956813717494
66,7,0,0,0,10.0,0,,6.047258692253517,7,6.714285714285714,16.59546675785164,1,33.0,29.0526226775623,0,,41.000000000000014,20,41.0,5,3.076000000000001,5617,671,0,0.0,6710.0,False,-0.45961573209660905,2,3.046000000000001,3370,649,0,0.0,6490.0,False,-0.6015780280672167,0,0.2,19148,0,546,0.7,9061.124849786995,False,0.17540642466584752,0,2.900000000000001,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26498,0,22,0.0,639.1576989063706,False,-0.0008725885975491086,0,0.8840000000000001,29396,0,5,0.1,145.2631133878115,False,0.09789618705316139,7,6.0390000000000015,23946,228,0,0.0,6623.997970484204,False,-0.3033455418191504,0,1.7930000000000004,38474,0,27,0.6,1107.0000000000005,False,-0.0025430009967541594,0.175,161842,0.0,0.0,5,0,0,1,4,4.0,0,1,6,3.0,18.0,1,6,6,566,0.22995991498464718,84.23952805215959
67,6,0,0,0,10.0,0,,5.9991582124769405,1,2.0,16.59546675785164,0,,29.1891127759299,1,42.0,41.000000000000014,20,41.0,0,3.071000000000001,5617,671,0,0.0,6710.0,False,-0.45961573209660905,1,3.054000000000001,3350,649,0,0.0,6490.0,False,-0.6027826296452449,0,0.2,19146,0,547,0.1,9077.720316544846,False,0.1757190448385417,0,2.900000000000001,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26540,0,21,0.0,612.9713682945279,False,0.00020437704061937678,0,0.8840000000000001,29396,0,5,0.0,145.9455638796495,False,0.09790889988971442,11,6.142000000000002,23778,228,0,0.0,6655.117712912017,False,-0.3072415759844606,0,1.7930000000000004,38801,0,19,0.1,779.0000000000002,False,0.0016229202341094386,0.025,162021,0.0,0.0,4,0,0,0,4,4.0,0,0,3,0.0,18.0,0,6,3,411,0.13930564501788467,84.37883369717747
68,3,0,0,0,10.0,0,,5.9991582124769405,0,,16.59546675785164,0,,29.1891127759299,0,,41.000000000000014,7,41.0,0,3.071000000000001,5617,671,0,0.0,6710.0,False,-0.45961573209660905,0,3.053000000000001,3350,649,0,0.0,6490.0,False,-0.6027826296452449,0,0.2,19146,0,547,0.0,9077.720316544846,False,0.1757190448385417,0,2.900000000000001,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26540,0,21,0.0,612.9713682945279,False,0.00020437704061937678,0,0.8840000000000001,29396,0,5,0.0,145.9455638796495,False,0.09790889988971442,7,6.201000000000001,23702,228,0,0.0,6655.117712912017,False,-0.3091839687055995,0,1.7930000000000004,38801,0,19,0.0,779.0000000000002,False,0.0016229202341094386,0.0,161945,0.0,0.0,0,0,0,0,2,2.0,0,0,2,0.0,9.0,0,3,2,0,0.12061121099395677,84.49944490817143
69,2,0,0,0,10.0,0,,5.9991582124769405,0,,16.59546675785164,0,,29.337432397783424,1,42.0,41.00000000000001,12,41.0,0,3.071000000000001,5617,671,0,0.0,6710.0,False,-0.45961573209660905,0,3.053000000000001,3350,649,0,0.0,6490.0,False,-0.6027826296452449,0,0.2,19146,0,547,0.0,9077.720316544846,False,0.1757190448385417,0,2.900000000000001,15393,0,0,0.0,0.0,False,-0.2358897989575577,0,0.2,26540,0,21,0.0,616.0860803534518,False,0.00026239857593704437,0,0.8840000000000001,29438,0,4,0.0,117.3497295911337,False,0.0989409807680626,12,6.314000000000001,23460,229,0,0.0,6718.272019092404,False,-0.3145619135240064,0,1.7930000000000004,38801,0,19,0.0,779.0000000000001,False,0.0016229202341094386,0.0,161745,0.0,0.0,1,0,0,0,4,4.0,0,0,0,0.0,6.0,0,2,0,42,0.11313268699450418,84.61257759516593
