index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
26,23,0,0,0,10.000000000000002,20,10.0,3.6738160657647403,43,4.372093023255814,34.775937588171274,0,,50.11158162152994,1,67.0,47.99999999999999,20,48.0,37,2.3610000000000007,13472,297,0,0.0,2970.0000000000005,False,-0.31830819014630146,6,2.3570000000000007,14101,243,0,0.0,2430.0000000000005,False,-0.30194612825304223,0,0.227,32865,5,120,1.0,4191.481590909377,False,0.15097089038533948,0,0.2,32516,18,163,1.0,5734.606516055683,False,0.1648824117869247,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45330,0,14,0.0,701.5621427014192,False,0.05083345382785549,10,2.487000000000001,46684,109,0,0.0,5462.162396746764,False,-0.1379236021986117,7,0.81,56743,0,0,0.0,0.0,False,-0.010083564487709565,0.25,285182,0.0,0.0,11,0,0,10,14,14.0,19,29,26,169.0,40.0,13,10,26,411,0.9943629913032055,36.566542791202664
27,26,0,0,0,10.000000000000002,20,10.0,3.66069816083399,23,3.5652173913043477,34.775937588171274,0,,50.11158162152994,0,,47.99999999999999,9,48.0,5,2.374000000000001,13297,306,0,0.0,3060.0000000000005,False,-0.3242331707761725,18,2.531000000000001,13559,254,0,0.0,2540.0000000000005,False,-0.3241420172280206,0,0.227,32816,11,130,1.0,4561.13956623144,False,0.15544262660463287,0,0.2,32483,15,173,1.0,6071.14767516614,False,0.16933576420026566,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45330,0,14,0.0,701.5621427014192,False,0.05083345382785549,9,2.5670000000000006,46539,109,0,0.0,5462.162396746764,False,-0.14045321612718933,0,0.8030000000000002,56743,0,0,0.0,0.0,False,-0.010083564487709565,0.25,284238,0.0,0.0,9,0,0,6,8,8.0,24,30,35,165.0,81.0,13,13,35,200,1.6546352775767446,38.22117806877941
28,35,0,0,0,10.000000000000002,20,10.0,3.661431361503076,24,3.6666666666666665,33.54592635231414,5,13.0,50.76899727400023,4,66.0,47.999999999999986,20,48.0,18,2.5490000000000004,12787,317,0,0.0,3170.0000000000005,False,-0.344970602980721,6,2.573000000000001,13337,263,0,0.0,2630.0000000000005,False,-0.33220910623946037,0,0.227,32747,18,140,1.0,4762.335453831035,False,0.15648288812890598,0,0.2,32529,12,178,1.0,6015.112067049954,False,0.16992777065102802,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45529,0,15,0.5,761.5349591100035,False,0.05610102090025545,7,2.6280000000000006,46178,113,0,0.0,5736.896691962026,False,-0.1443546283913223,13,0.933,56474,0,0,0.0,0.0,False,-0.014776434465553637,0.3125,283052,0.0,0.0,9,0,0,9,13,13.0,26,35,32,265.0,113.0,18,17,32,529,1.1034165006130934,39.3245945693925
29,32,0,0,0,10.000000000000002,20,10.0,3.617459012499373,19,3.210526315789474,34.37722947009001,10,41.0,49.07051925104988,11,35.63636363636363,47.999999999999986,20,48.0,15,2.681000000000001,12357,326,0,0.0,3260.0000000000005,False,-0.3625176609999544,4,2.607000000000001,13141,274,0,0.0,2740.0000000000005,False,-0.33863543138416663,0,0.227,32952,8,145,1.0,5013.637945263046,False,0.16736852584795145,0,0.2,32673,21,183,1.0,6366.999632288958,False,0.18046089929693768,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45511,0,14,1.0,686.9872695146984,False,0.05482951012761026,7,2.6910000000000003,45859,119,0,0.0,5839.391790874935,False,-0.14902573410377573,13,1.0500000000000003,56042,0,5,0.5,239.99999999999994,False,-0.020219465815320737,0.4375,282006,0.0,0.0,14,0,0,16,13,13.0,19,35,38,258.0,90.0,19,13,38,1002,1.274692114442587,40.59928668383509
30,38,0,0,0,10.000000000000002,20,10.0,3.5154542729792846,25,2.8,34.33563884578669,10,34.0,49.946523895184306,5,65.4,47.999999999999986,20,48.0,6,2.726000000000001,12150,335,0,0.0,3350.0000000000005,False,-0.36990109840025526,19,2.7930000000000006,12546,285,0,0.0,2850.0000000000005,False,-0.3632468893851693,0,0.227,33083,2,150,1.0,5157.376735413962,False,0.17404735366936552,0,0.2,32812,32,188,1.0,6567.594639743235,False,0.18833900641552662,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45498,0,19,1.0,948.9839540085018,False,0.057543925306624055,11,2.7940000000000005,45340,124,0,0.0,6193.368963002854,False,-0.15499233297567339,4,1.0770000000000002,56237,0,0,0.0,0.0,False,-0.01891104481778057,0.375,281137,0.0,0.0,15,0,0,15,12,11.333333333333334,23,38,34,296.0,105.0,23,15,34,1011,1.3219519760459661,41.921238659881055
31,34,0,0,0,10.000000000000002,20,10.0,3.3933655739107267,28,2.607142857142857,33.92133316570766,15,31.666666666666668,50.26160662698519,6,54.666666666666664,47.999999999999986,12,48.0,16,2.880000000000001,11656,346,0,0.0,3460.0000000000005,False,-0.3899093022195889,12,2.894000000000001,12175,294,0,0.0,2940.0000000000005,False,-0.3781049177339228,0,0.227,33336,0,149,0.9,5054.278641690441,False,0.18067948381383445,0,0.2,32961,43,193,1.0,6692.73202065974,False,0.19530423079275286,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45351,5,23,1.0,1325.6236182491978,False,0.05849444018137608,12,2.903000000000001,45032,125,0,0.0,6282.700828373149,False,-0.15958635728290543,0,1.0730000000000004,55977,0,5,0.5,239.99999999999994,False,-0.02135343067985555,0.425,279959,0.0,0.0,12,0,0,15,12,12.0,23,38,32,304.0,121.0,21,13,32,1003,1.3394289510324597,43.260667610913515
32,32,0,0,0,10.000000000000002,20,10.0,3.3234119049099187,22,2.727272727272727,34.306179319439146,5,41.0,49.27568235900006,10,41.3,47.999999999999986,8,48.0,8,2.9440000000000004,11431,353,0,0.0,3530.0000000000005,False,-0.3985688892940158,14,3.022000000000001,11702,307,0,0.0,3070.0000000000005,False,-0.3967002415569026,0,0.227,33515,2,154,1.0,5289.798439003448,False,0.19044935702063298,0,0.2,32927,43,203,1.0,7107.061113757273,False,0.20100512121411146,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.6230000000000001,45559,0,23,1.0,1133.3406942570014,False,0.06106761627587357,8,2.971000000000001,44715,131,0,0.0,6455.114389029008,False,-0.16361268654568997,0,1.0730000000000004,55769,0,9,0.4,431.9999999999999,False,-0.023307339369515536,0.425,279089,0.0,0.0,12,0,0,11,9,9.0,20,31,26,238.0,98.0,16,16,26,818,1.2527176775038242,44.51338528841734
33,26,0,0,0,10.000000000000002,20,10.0,3.3675649726945807,10,4.2,34.306179319439146,0,,49.67480246956012,2,66.0,47.99999999999999,12,48.0,10,3.036000000000001,11129,363,0,0.0,3630.0000000000005,False,-0.41005423636115035,0,3.008000000000001,11602,317,0,0.0,3170.0000000000005,False,-0.39897908026069917,0,0.227,33493,0,161,0.7,5523.294870429702,False,0.19356863984246422,0,0.2,32907,38,213,1.0,7435.183664002932,False,0.20574787924284668,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,45691,0,21,0.0,1043.1708518607625,False,0.06306699698489525,12,3.083000000000001,44357,133,0,0.0,6606.748728451496,False,-0.16853553908295832,0,1.0730000000000004,55769,0,9,0.0,431.99999999999994,False,-0.023307339369515536,0.2125,278419,0.0,0.0,9,0,0,9,7,7.0,22,31,24,207.0,57.0,15,11,24,332,1.2223518854007125,45.73573717381805
34,24,0,0,0,10.000000000000002,20,10.0,3.3745839819366505,10,3.5,33.20637205906149,5,15.0,50.254133749573924,13,53.61538461538461,48.0,7,48.0,5,3.076000000000001,10954,371,0,0.0,3710.0000000000005,False,-0.416207100861401,5,3.0580000000000007,11392,329,0,0.0,3290.0000000000005,False,-0.4058155963720888,0,0.227,33548,0,161,0.5,5346.2259015089,False,0.19246462389315075,0,0.2,32892,33,223,1.0,7516.382240574622,False,0.20659065416583733,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,46313,0,13,0.5,653.303738744461,False,0.07289116582025332,7,3.141000000000001,44078,136,0,0.0,6834.562189942054,False,-0.17141569241689739,0,1.0730000000000004,55249,0,19,1.0,912.0,False,-0.028192111093665498,0.375,277897,0.0,0.0,10,0,0,9,5,5.0,19,28,25,175.0,60.0,13,11,25,972,1.2602612245827913,46.99599839840084
35,25,0,0,0,10.0,20,10.0,3.267748546684729,8,1.0,33.610785171251756,5,40.0,50.68917309866734,2,68.0,48.00000000000001,7,48.0,6,3.131000000000001,10688,385,0,0.0,3850.0,False,-0.4251401485802835,2,3.073000000000001,11290,335,0,0.0,3350.0,False,-0.4090971241055558,0,0.227,33742,0,162,0.6,5444.947197742785,False,0.20047649708218584,0,0.2,32890,25,233,1.0,7913.006658568777,False,0.2130536075484572,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.623,46249,0,16,0.5,811.0267695786774,False,0.07323303776746193,7,3.204000000000001,43849,138,0,0.0,6995.105887616093,False,-0.17401034622899028,0,1.0730000000000004,55249,0,19,0.0,912.0000000000001,False,-0.028192111093665498,0.2625,277428,0.0,0.0,9,0,0,15,4,4.0,14,29,24,179.0,50.0,15,10,24,536,1.5390375824645162,48.53503598086536
36,24,0,0,0,10.0,20,10.0,3.185946818869049,22,2.590909090909091,33.610785171251756,0,,46.32487280516654,26,34.0,48.0,20,48.0,5,3.1750000000000007,10493,395,0,0.0,3950.0,False,-0.4317487808212935,17,3.241000000000001,10763,345,0,0.0,3450.0,False,-0.43083724533977485,0,0.227,33722,0,172,1.0,5781.055049455302,False,0.20535070040255643,0,0.2,32853,27,243,1.0,8253.44136072364,False,0.21743936396252897,0,0.2,43471,0,0,0.0,0.0,False,0.0,10,0.7230000000000001,46723,0,0,0.0,0.0,False,0.07480849301833406,8,3.277000000000001,43726,138,0,0.0,6392.832447112983,False,-0.18140967143705633,0,1.0730000000000004,54941,16,17,1.0,1557.1979648826646,False,-0.027937422891412683,0.375,276692,0.0,0.0,12,0,0,12,9,8.384615384615385,18,30,24,178.0,45.0,14,10,24,776,1.3579374933615327,49.89297347422689
37,24,0,0,0,10.0,20,10.0,3.1646204322099094,3,2.0,34.47406869743976,10,41.0,47.02798614781158,3,68.0,48.0,9,48.0,3,3.2000000000000006,10343,404,0,0.0,4040.0,False,-0.4365343420992662,0,3.2240000000000006,10653,356,0,0.0,3560.0,False,-0.4333439679139511,0,0.227,33722,0,172,0.0,5929.539815959639,False,0.20779489408987056,0,0.2,33257,20,243,1.0,8440.49110212206,False,0.2338187835740257,0,0.2,43471,0,0,0.0,0.0,False,0.0,3,0.7430000000000001,46394,0,10,1.0,470.27986147811583,False,0.0726493508485901,9,3.3590000000000004,43370,141,0,0.0,6630.946046841433,False,-0.18554329088081653,0,1.0730000000000002,54941,6,27,1.0,1578.1679168868695,False,-0.027754506054614606,0.375,276151,0.0,0.0,10,0,0,13,6,6.0,17,30,26,202.0,55.0,15,9,26,610,1.2691746708005667,51.16214814502746
38,26,0,0,0,10.0,20,10.0,3.214974392394676,16,3.6875,35.223875225337736,10,41.0,47.02798614781158,0,,48.00000000000001,7,48.0,6,3.2570000000000006,10116,414,0,0.0,4140.0,False,-0.444601431110706,10,3.3240000000000007,10354,366,0,0.0,3660.0,False,-0.44469258465885786,0,0.227,33902,0,172,0.5,6058.506538758091,False,0.21584372903305488,0,0.2,33428,21,248,1.0,8803.035518124047,False,0.24541622252056042,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,45984,0,20,1.0,940.5597229562317,False,0.06862689750588008,7,3.4200000000000004,43268,141,0,0.0,6630.946046841433,False,-0.18732274343747116,0,1.0730000000000002,54941,0,33,0.6,1584.0000000000002,False,-0.0277036339212505,0.3875,275464,0.0,0.0,10,0,0,8,9,9.0,21,29,30,213.0,76.0,15,11,30,610,1.0737777035683393,52.2359258485958
39,30,0,0,0,10.0,20,10.0,3.4301711449954873,67,3.91044776119403,35.87779058700313,10,41.0,47.688005727336225,3,66.0,48.00000000000001,20,48.0,30,3.551000000000001,9371,424,0,0.0,4240.0,False,-0.47627728909347794,37,3.6840000000000006,9270,376,0,0.0,3760.0,False,-0.4918189690533704,0,0.227,33702,40,182,1.0,6666.964732634389,False,0.2192751396318417,0,0.2,33776,28,248,1.0,8993.736857636652,False,0.2600121293438133,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,45772,0,27,1.0,1287.5761546380782,False,0.0677414385985839,12,3.533000000000001,42869,144,0,0.0,6867.072824736417,False,-0.19222385491585617,0,1.0730000000000004,55325,0,25,0.0,1200.0000000000002,False,-0.02435407616754767,0.375,273556,0.0,0.0,14,0,0,11,9,9.0,18,29,37,207.0,98.0,14,16,37,1192,1.1454334063455462,53.381359254941344
40,37,0,0,0,9.999999999999998,20,10.0,3.327956526189754,15,2.0,33.72783678657384,15,22.333333333333332,47.688005727336225,0,,48.0,6,48.0,10,3.621000000000001,9022,437,0,0.0,4369.999999999999,False,-0.4892210929310423,5,3.6970000000000014,9095,383,0,0.0,3829.9999999999995,False,-0.4981997174240007,0,0.227,33829,33,182,1.0,6248.288860520701,False,0.2165644256875835,0,0.2,33954,30,253,1.0,8632.981402788873,False,0.25993385025166876,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,45437,5,37,1.0,1933.0953958443095,False,0.06745986284930544,5,3.571000000000001,42812,144,0,0.0,6867.072824736417,False,-0.1932182548739867,0,1.0730000000000004,55373,0,24,0.0,1152.0,False,-0.023935381448334816,0.375,272993,0.0,0.0,12,0,0,14,6,6.0,25,39,33,291.0,75.0,22,15,33,583,1.5105247106403112,54.891883965581656
41,33,0,0,0,9.999999999999998,20,10.0,3.1755270403191993,33,2.303030303030303,32.34516892592417,22,27.0,47.688005727336225,0,,47.99999999999999,20,48.0,8,3.691000000000001,8781,444,0,0.0,4439.999999999999,False,-0.4986099083906841,25,3.9420000000000015,8243,396,0,0.0,3959.999999999999,False,-0.5340686386217584,0,0.227,34401,41,170,1.0,5628.875326060196,False,0.22519959384461227,0,0.2,33900,35,263,1.0,8617.922873929228,False,0.2579081954556252,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,44843,17,47,1.0,2791.2041409255135,False,0.06366547975576267,11,3.676000000000001,42601,144,0,0.0,6867.072824736417,False,-0.1968992792803997,0,1.0730000000000004,55805,0,15,0.0,719.9999999999999,False,-0.02016712897541913,0.375,272045,0.0,0.0,13,0,0,16,13,13.0,22,38,33,294.0,49.0,21,12,33,1226,2.0112179908901453,56.9031019564718
42,33,0,0,0,9.999999999999998,20,10.0,3.1849914498204828,6,3.5,32.34516892592417,0,,47.951900438528,10,50.0,47.999999999999986,20,48.0,3,3.7130000000000014,8623,455,0,0.0,4549.999999999999,False,-0.503304316120505,3,3.9470000000000014,8090,405,0,0.0,4049.999999999999,False,-0.5389909302219589,0,0.227,34383,34,180,1.0,5930.420115960247,False,0.22957070149728812,0,0.2,33897,28,273,1.0,8919.410877372273,False,0.26277219551230074,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,45343,7,47,1.0,2480.155503092285,False,0.07158974377277139,13,3.795000000000001,42313,144,0,0.0,6905.073663148032,False,-0.2015921419449413,0,1.0730000000000004,55641,0,18,1.0,863.9999999999998,False,-0.021772125399068403,0.5,271761,0.0,0.0,12,0,0,10,8,8.0,14,24,28,174.0,78.0,16,17,28,1036,1.8456686520949006,58.7487706085667
43,28,0,0,0,9.999999999999998,20,10.0,3.2127017697648617,37,3.3513513513513513,32.34516892592417,0,,50.46790066208965,12,67.0,47.999999999999986,8,48.0,19,3.900000000000001,8040,467,0,0.0,4669.999999999999,False,-0.5271409689622168,18,4.1240000000000006,7584,413,0,0.0,4129.999999999999,False,-0.5602297069413427,0,0.227,34326,40,190,1.0,6274.090166716187,False,0.2333512784644639,0,0.2,33830,39,283,1.0,9278.97817505737,False,0.2664852374495041,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46147,0,42,0.7,2119.651827807765,False,0.08593834772385925,8,3.8620000000000014,41389,156,0,0.0,7872.992503285985,False,-0.20926891973896136,0,1.0730000000000004,55641,0,18,0.0,863.9999999999998,False,-0.021772125399068403,0.3375,270428,0.0,0.0,9,0,0,7,11,11.0,11,18,28,129.0,78.0,10,18,28,1004,1.2158825350925326,59.964653143659234
44,28,0,0,0,9.999999999999998,20,10.0,3.254877677872011,14,3.857142857142857,32.34516892592417,0,,52.107185959093464,9,67.0,47.99999999999998,20,48.0,9,3.971000000000001,7717,479,0,0.0,4789.999999999999,False,-0.5391276605441867,5,4.156000000000001,7434,421,0,0.0,4209.999999999999,False,-0.5652431520896951,0,0.227,34284,37,200,1.0,6589.464259266098,False,0.23715990550232258,0,0.2,33818,36,293,1.0,9594.310091699175,False,0.2712808245547191,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46750,0,33,0.0,1719.5371366500842,False,0.09520757673679109,7,3.9240000000000013,40685,165,0,0.0,8597.685683250422,False,-0.21522927301294092,0,1.0730000000000004,56265,0,5,0.0,239.9999999999999,False,-0.0163290940493013,0.25,270424,0.0,0.0,13,0,0,15,7,7.0,13,28,17,214.0,39.0,19,9,17,1427,1.3491397313773632,61.3137928750366
45,17,0,0,0,10.0,20,10.0,3.120962556967165,23,2.0,32.15671099811972,1,14.0,52.107185959093464,0,,47.99999999999998,20,48.0,13,4.0920000000000005,7330,488,0,0.0,4880.0,False,-0.554714917278155,10,4.251,7109,432,0,0.0,4320.0,False,-0.5775488810901964,0,0.227,34279,32,210,1.0,6852.78011142809,False,0.2413297137683636,0,0.2,33791,44,302,1.0,9848.64907393871,False,0.274578585579238,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.74,46736,0,34,0.1,1771.6443226091778,False,0.09548485568090427,11,4.027000000000001,40481,165,0,0.0,8597.685683250422,False,-0.21878817812625018,4,1.1130000000000002,56460,0,0,0.0,0.0,False,-0.015020673051761135,0.2625,269657,0.0,0.0,12,0,0,10,10,9.333333333333332,13,23,18,128.0,27.0,14,3,18,358,0.8167030056938529,62.13049588073045
46,18,0,0,0,10.0,20,10.0,3.018915334825492,42,2.5476190476190474,32.15671099811972,0,,51.35948230352497,3,31.0,47.99999999999998,20,48.0,38,4.459000000000001,6160,498,0,0.0,4980.0,False,-0.6057609042431976,4,4.281000000000001,6925,442,0,0.0,4420.0,False,-0.5836561688163712,0,0.227,34246,34,220,1.0,7177.119540970405,False,0.24558221466617958,0,0.2,33717,64,312,1.0,10226.104412842184,False,0.278355628194933,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46829,0,31,0.0,1592.143951409274,False,0.09555961389672746,13,4.146000000000001,40104,168,0,0.0,8628.393026992195,False,-0.22509732011834932,7,1.179,56367,0,0,0.0,0.0,False,-0.016643115088710945,0.25,267819,0.0,0.0,8,0,0,6,13,13.0,4,10,24,124.0,53.0,10,8,24,293,0.8826210014522076,63.01311688218266
47,24,0,0,0,10.0,20,10.0,2.9216010688837417,17,1.7058823529411764,31.628409367908063,10,27.0,50.09266327565073,6,34.0,47.99999999999998,20,48.0,5,4.471000000000001,5945,509,0,0.0,5090.0,False,-0.6130531880953466,12,4.397000000000001,6565,451,0,0.0,4510.0,False,-0.5980128526502894,0,0.227,34222,36,230,1.0,7379.71179309867,False,0.24812694309627442,0,0.2,33982,59,312,1.0,10040.438185851457,False,0.2840236738411762,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46763,0,35,1.0,1753.2432146477754,False,0.09589431131843966,12,4.253000000000002,39858,168,0,0.0,8415.567430309322,False,-0.23124537752037364,8,1.2520000000000002,56040,0,6,0.6,287.9999999999999,False,-0.019835662322708954,0.45,266846,0.0,0.0,11,0,0,9,11,11.0,7,16,29,222.0,66.0,16,8,29,674,1.013296166434884,64.02641304861754
48,29,0,0,0,10.0,20,10.0,2.7426837892676468,43,1.8837209302325582,32.586176731758094,10,41.0,48.885672993990845,6,34.0,47.999999999999986,20,48.0,22,4.686000000000002,5300,516,0,0.0,5160.0,False,-0.6408550202816644,21,4.595000000000001,5882,464,0,0.0,4640.0,False,-0.6261792990292148,0,0.227,34370,57,235,1.0,7814.084507951408,False,0.26014953922553763,0,0.2,34163,61,317,1.0,10497.121735112643,False,0.29749994625699816,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46557,0,39,1.0,1906.5412467656429,False,0.09291874176768009,10,4.341000000000001,39678,168,0,0.0,8212.793062990462,False,-0.2361543495142229,4,1.2840000000000003,56081,0,6,0.6,287.9999999999999,False,-0.019120392177386997,0.45,265502,0.0,0.0,12,0,0,11,14,14.0,6,17,27,240.0,83.0,17,12,27,1102,1.0378554668277502,65.06426851544529
49,27,0,0,0,10.0,20,10.0,2.76276229696692,19,3.0,30.73186939600738,25,24.2,48.453993605814446,20,46.9,47.999999999999986,9,48.0,13,4.7940000000000005,4931,524,0,0.0,5240.0,False,-0.6558497789526457,6,4.634000000000001,5633,476,0,0.0,4760.0,False,-0.6347933093295657,0,0.227,34413,54,240,1.0,7524.837819077985,False,0.2568039147173332,0,0.2,34668,63,307,1.0,9608.737929283181,False,0.29950185891824155,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,46890,15,29,1.0,1866.1438555087298,False,0.10011437343871474,8,4.411000000000001,39422,170,0,0.0,8237.178912988456,False,-0.24040771346462503,0,1.2800000000000002,55325,8,15,1.0,1107.6319488465153,False,-0.02515978481842162,0.5,264753,0.0,0.0,13,0,0,10,9,9.0,4,14,34,204.0,51.0,14,13,34,1791,1.0481732850894332,66.11244180053473
50,34,0,0,0,10.0,20,10.0,2.815610614152234,14,3.642857142857143,29.652894173313467,15,22.333333333333332,48.997757046716785,10,53.5,47.999999999999986,7,48.0,2,4.801000000000001,4819,531,0,0.0,5310.0,False,-0.6593591905564924,12,4.748000000000001,5250,489,0,0.0,4890.0,False,-0.6492867234857117,0,0.227,34748,44,235,1.0,7092.3169977513635,False,0.2607130370000224,0,0.2,34617,67,317,1.0,9588.61336408857,False,0.29749157800968834,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,47090,20,29,1.0,2013.9928378210561,False,0.10641568905501439,7,4.473000000000002,39041,175,0,0.0,8574.607483175438,False,-0.24411116795611174,0,1.2800000000000002,55075,3,25,1.0,1346.9932711401498,False,-0.02743328560963566,0.5,264111,0.0,0.0,11,0,0,9,7,7.0,4,13,34,171.0,101.0,13,21,34,1070,0.9694554237648845,67.08189722429961
51,34,0,0,0,10.000000000000002,20,10.0,2.8173515276003447,2,3.0,29.652894173313467,0,,51.84339675809603,17,65.82352941176471,47.999999999999986,6,48.0,2,4.819000000000002,4691,540,0,0.0,5400.000000000001,False,-0.6631420628047947,0,4.7360000000000015,5140,500,0,0.0,5000.000000000001,False,-0.6517934460598879,0,0.227,34748,34,245,1.0,7360.749024400211,False,0.2651316711835426,0,0.2,34611,59,327,1.0,9862.720134801924,False,0.3018060927539412,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,48209,10,22,1.0,1437.083670411247,False,0.12552142428758534,6,4.526000000000002,37838,192,0,0.0,9953.932177554438,False,-0.2530666581396483,0,1.2800000000000002,55075,0,28,0.3,1343.9999999999995,False,-0.027459395335043005,0.4125,263783,0.0,0.0,11,0,0,9,4,4.0,5,14,43,164.0,80.0,14,20,43,1319,0.9150880901142955,67.9969853144139
52,43,0,0,0,10.000000000000002,20,10.0,2.78972747965014,13,2.3846153846153846,29.652894173313467,0,,51.84339675809603,0,,47.99999999999999,20,48.0,10,4.917000000000002,4346,553,0,0.0,5530.000000000001,False,-0.6759035595460553,3,4.766000000000001,5010,507,0,0.0,5070.000000000001,False,-0.6561232395971013,0,0.227,34717,37,255,1.0,7664.70793094199,False,0.26911453384266654,0,0.2,34611,49,337,1.0,10129.721982909494,False,0.30620118490386006,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.7400000000000002,48209,0,32,1.0,1658.9886962590729,False,0.1280737583246195,10,4.620000000000002,37667,192,0,0.0,9953.932177554438,False,-0.2560498580140399,0,1.2800000000000002,55555,0,18,0.0,863.9999999999999,False,-0.023272448142914463,0.375,263586,0.0,0.0,11,0,0,7,6,6.0,11,18,32,243.0,83.0,18,25,32,680,1.0025367876514792,68.99952210206538
53,32,0,0,0,10.000000000000002,20,10.0,2.6820601777812425,26,1.9230769230769231,29.652894173313467,0,,51.27067454455829,3,34.0,48.0,11,48.0,11,5.017000000000001,3981,564,0,0.0,5640.000000000001,False,-0.690032359509594,15,4.913000000000001,4549,516,0,0.0,5160.000000000001,False,-0.6750831776126885,0,0.227,34711,33,265,1.0,7946.52494179485,False,0.2735559661200799,0,0.2,34567,59,347,1.0,10447.795828628867,False,0.3099884087017097,0,0.2,43471,0,0,0.0,0.0,False,0.0,0,0.74,48311,0,29,0.0,1486.8495617921903,False,0.12844021947726286,10,4.710000000000001,37387,195,0,0.0,9997.781536188866,False,-0.26055214026108353,0,1.2800000000000002,55603,0,17,0.0,816.0,False,-0.02285375342370161,0.25,262580,0.0,0.0,10,0,0,4,11,11.0,5,9,19,109.0,65.0,9,23,19,350,0.6628247322514653,69.66234683431685
