index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
24,18,0,0,0,9.999999999999996,8,10.0,7.398755735305087,13,6.153846153846154,15.728000036504055,23,23.82608695652174,13.676815592684505,18,10.666666666666666,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,13,2.6880000000000006,44028,254,0,0.0,2539.999999999999,False,-0.11704968520359434,2,0.382,68100,0,3,0.3,47.18400010951216,False,0.04440786790830121,16,6.921000000000003,40955,214,0,0.0,1583.3337273552886,False,-0.35997873788956036,3,5.0630000000000015,68168.0,390,0,0.0,6133.920014236582,False,-0.2956726880123563,15,4.9940000000000015,71783.0,449,0,0.0,7061.872016390321,False,-0.25534229122104074,0,0.2,132219,76,25,1.0,2014.4379850440223,False,0.06150429053775499,10,2.1450000000000005,108878,765,0,0.0,10462.763928403647,False,-0.09081260834693028,0.1625,585699,0.0,0.0,5,0,0,8,18,17.4,17,25,16,179.0,9.0,15,3,16,556,1.630472678982187,156.68142562301364
25,16,0,0,0,9.999999999999996,13,10.0,7.327510070607715,1,1.0,15.541745068690616,6,7.0,12.785153169586627,71,8.774647887323946,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,2.685000000000001,43880,267,0,0.0,2669.999999999999,False,-0.11866752431631679,0,0.38000000000000006,68099,0,4,0.1,62.166980274762466,False,0.044507389426730874,6,6.965000000000002,40829,214,0,0.0,1568.087155110051,False,-0.3620273264513924,26,5.320000000000001,66859.0,390,0,0.0,6061.280576789341,False,-0.3089743789399275,45,5.429000000000001,68810.0,455,0,0.0,7071.49400625423,False,-0.284689911872501,0,0.2,132444,102,26,1.0,2318.085623297836,False,0.06450670330458795,11,2.2450000000000006,108220,800,0,0.0,10228.122535669301,False,-0.09699011793896235,0.1375,580709,0.0,0.0,5,0,0,8,22,22.0,15,23,17,147.0,31.0,13,3,17,481,1.8111151359626092,158.49254075897625
26,17,0,0,0,9.999999999999998,13,10.0,7.30344954111606,13,7.153846153846154,15.377062278443606,23,13.565217391304348,12.26263276032752,25,4.92,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,13,2.8140000000000005,43559,280,0,0.0,2799.9999999999995,False,-0.1236574859170029,2,0.4,68250,0,3,0.3,46.13118683533082,False,0.046699458712153884,17,7.129000000000002,40286,224,0,0.0,1635.9726972099975,False,-0.36983172078119486,13,5.424000000000001,66115.0,394,0,0.0,6058.562537706781,False,-0.3163440288231702,12,5.504000000000001,68154.0,474,0,0.0,7288.72751998227,False,-0.29010209948693255,0,0.2,132880,113,23,1.0,2282.6775019170095,False,0.06783955278158589,7,2.3040000000000007,108091,804,0,0.0,9859.156739303326,False,-0.09948785032188118,0.1625,578903,0.0,0.0,7,0,0,9,19,18.5,16,25,14,176.0,15.0,15,2,14,681,1.7274500090279616,160.2199907680042
27,14,0,0,0,9.999999999999996,13,10.0,6.754905109427589,15,3.6666666666666665,15.59423800679642,27,17.59259259259259,11.979176002241681,48,9.979166666666666,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,15,2.951000000000001,43153,293,0,0.0,2929.999999999999,False,-0.13030427070541684,0,0.398,68307,0,3,0.3,46.782714020389264,False,0.04757832426771431,24,7.352000000000002,39793,236,0,0.0,1594.157605824911,False,-0.3777104756785924,34,5.751000000000001,63981.0,407,0,0.0,6346.854868766143,False,-0.33601847522337497,14,5.632000000000001,67469.0,488,0,0.0,7609.988147316653,False,-0.2952867432577114,0,0.2,133291,114,21,1.0,2184.6260642555517,False,0.07072364913612604,8,2.3770000000000007,107580,841,0,0.0,10074.487017885254,False,-0.1027014946660933,0.1625,575142,0.0,0.0,7,0,0,8,18,18.0,14,22,17,139.0,14.0,13,1,17,658,1.8442869499558583,162.06427771796007
28,17,0,0,0,9.999999999999998,9,10.0,6.754905109427589,0,,15.491865261721957,15,13.8,11.503233733530337,41,7.463414634146342,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,2.936000000000001,43063,302,0,0.0,3019.9999999999995,False,-0.13118141239303743,0,0.398,68385,0,1,0.0,15.491865261721957,False,0.04853428691540098,13,7.458000000000002,39535,236,0,0.0,1594.157605824911,False,-0.38166589291378644,5,5.767,63924.0,408,0,0.0,6320.681026782559,False,-0.33671145143425113,36,5.978000000000002,65041.0,502,0,0.0,7776.916361384422,False,-0.3184680669109621,0,0.2,133752,120,17,1.0,2043.3880480236403,False,0.07383408115891395,6,2.429000000000001,107311,866,0,0.0,9961.800413237272,False,-0.10529372699037794,0.125,572579,0.0,0.0,6,0,0,6,13,13.0,18,24,20,185.0,21.0,14,3,20,714,1.984027847996913,164.04830556595698
29,20,0,0,0,9.999999999999996,10,10.0,7.0223038842408,3,15.0,16.37611661933528,26,24.423076923076923,10.855887897865784,58,6.948275862068965,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,2.966000000000001,42951,312,0,0.0,3119.999999999999,False,-0.1323899187182036,12,0.518,68466,0,0,0.0,0.0,False,0.0496573504836954,13,7.575000000000002,39271,239,0,0.0,1678.3306283335512,False,-0.38506806515451,38,6.142,61453.0,415,0,0.0,6796.088397024142,False,-0.3587929068063549,20,6.142000000000002,63767.0,521,0,0.0,8531.956758673681,False,-0.32733190579957444,0,0.2,133910,144,19,1.0,2304.247857292673,False,0.07613219922909738,12,2.543000000000001,106882,890,0,0.0,9661.740229100547,False,-0.10990725525627837,0.125,568268,0.0,0.0,4,0,0,11,21,20.5,16,27,19,225.0,18.0,17,3,19,412,1.9190764770028181,165.9673820429598
30,19,0,0,0,9.999999999999996,6,10.0,6.950825096790749,1,1.0,16.496848588005008,11,19.09090909090909,11.726032918727272,46,18.67391304347826,38.999999999999986,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,2.9730000000000008,42873,318,0,0.0,3179.999999999999,False,-0.13332553651833226,2,0.526,68501,0,1,0.1,16.496848588005008,False,0.05032039530093362,9,7.652000000000002,39143,239,0,0.0,1661.247198132989,False,-0.3871613963685821,16,6.264,60783.0,426,0,0.0,7027.657498490134,False,-0.3642726470575637,30,6.4220000000000015,62491.0,521,0,0.0,8594.858114350609,False,-0.3396372412504048,0,0.2,134403,142,16,1.0,2289.0966744592724,False,0.079999907074742,7,2.601000000000001,105960,928,0,0.0,10881.758548578908,False,-0.11239309939454008,0.1375,565722,0.0,0.0,5,0,0,11,16,16.0,16,27,14,211.0,16.0,17,2,14,567,1.8602873419877142,167.8276693849475
31,14,0,0,0,9.999999999999998,7,10.0,6.9017331438744876,13,6.615384615384615,16.515592205994405,21,16.714285714285715,11.4899403287738,18,6.611111111111111,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,13,3.1020000000000008,42606,325,0,0.0,3249.9999999999995,False,-0.13784768921895404,4,0.5640000000000001,68612,0,0,0.0,0.0,False,0.051895687368727676,16,7.803000000000001,38747,252,0,0.0,1739.236752256371,False,-0.39263467005797925,4,6.288000000000001,60517.0,442,0,0.0,7299.891755049527,False,-0.365556848717856,14,6.532000000000002,61670.0,526,0,0.0,8687.201500353058,False,-0.347298265256958,0,0.2,134923,145,12,1.0,2134.041347672201,False,0.08352538642335557,6,2.6540000000000004,105807,933,0,0.0,10720.114326745956,False,-0.11425611987082007,0.125,564450,0.0,0.0,5,0,0,8,14,13.8,12,20,16,125.0,20.0,11,3,16,616,1.8419360430561937,169.6696054280037
32,16,0,0,0,10.0,12,10.0,6.304559280989989,9,1.0,16.748379445092212,24,18.875,12.2798770811738,42,18.88095238095238,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,9,3.1790000000000007,42306,337,0,0.0,3370.0,False,-0.1425257782195973,8,0.6400000000000001,68729,0,9,0.9,150.7354150058299,False,0.05484489103443224,16,7.947000000000002,38337,252,0,0.0,1588.7489388094773,False,-0.4000739805693234,26,6.544000000000001,59624.0,457,0,0.0,7654.009406407141,False,-0.3726356331068769,16,6.678000000000001,60708.0,535,0,0.0,8960.383003124334,False,-0.35545940239114326,0,0.2,135389,137,10,1.0,2072.3431601208104,False,0.08699253093501091,8,2.7280000000000006,104924,973,0,0.0,11948.320399982107,False,-0.11639860565553277,0.2375,561585,0.0,0.0,6,0,0,8,17,17.0,14,22,11,154.0,9.0,13,3,11,588,5.415124629042111,175.08473005704582
33,11,0,0,0,10.0,9,10.0,6.3454432910947975,5,7.0,16.175852115026316,19,9.578947368421053,12.304564014147072,37,12.54054054054054,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,5,3.2200000000000006,42156,346,0,0.0,3460.0,False,-0.14457244215737872,0,0.6320000000000001,68771,0,8,0.0,129.40681692021053,False,0.055325301002040625,18,8.111,37841,257,0,0.0,1630.778925811363,False,-0.40735601111647507,12,6.638000000000001,59177.0,473,0,0.0,7651.178050407448,False,-0.3770692905288393,25,6.912000000000001,59472.0,538,0,0.0,8702.608437884159,False,-0.36895456531167914,0,0.2,135722,133,11,1.0,2065.507013881561,False,0.08961853527644506,11,2.8300000000000005,104326,1004,0,0.0,12353.782270203661,False,-0.11954798429488529,0.125,559033,0.0,0.0,5,0,0,7,16,16.0,11,18,17,99.0,6.0,9,2,17,483,1.5642983139841817,176.64902837103
34,17,0,0,0,10.0,10,10.0,6.3454432910947975,0,,15.985956748434894,24,14.291666666666666,12.642439974071742,33,16.242424242424242,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,3.2150000000000007,42056,356,0,0.0,3560.0,False,-0.14554704403251273,0,0.6320000000000001,68771,0,8,0.0,127.88765398747915,False,0.05531365580194916,24,8.333,37321,257,0,0.0,1630.778925811363,False,-0.41532816988508314,19,6.816000000000001,58420.0,481,0,0.0,7689.245195997184,False,-0.38436584702242865,14,7.027000000000001,58766.0,554,0,0.0,8856.220038632931,False,-0.3751756491628702,2,0.22000000000000003,136129,129,10,1.0,2020.8747566552547,False,0.09268357444865724,7,2.8890000000000007,103720,1031,0,0.0,13034.355613267966,False,-0.12166510388556821,0.125,556751,0.0,0.0,4,0,0,8,16,15.285714285714286,15,23,15,163.0,21.0,13,4,15,334,1.7578504459816031,178.4068788170116
35,15,0,0,0,10.0,10,10.0,6.312756165998163,8,6.0,16.216836313837142,7,23.285714285714285,13.123035029673245,54,16.203703703703702,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,8,3.2950000000000013,41852,366,0,0.0,3660.0,False,-0.14854881780792548,0,0.6320000000000001,68894,0,5,0.0,81.08418156918572,False,0.056840604209676945,4,8.349000000000002,37209,265,0,0.0,1672.8803839895131,False,-0.41672251993814285,29,7.087000000000002,57235.0,481,0,0.0,7800.298266955665,False,-0.395533383427977,25,7.263000000000003,57507.0,561,0,0.0,9097.645172062637,False,-0.3864303326507943,0,0.21800000000000003,136432,126,12,1.0,2121.502413738829,False,0.09549866706135439,12,3.002000000000001,102671,1078,0,0.0,14146.631761987757,False,-0.12559207151000443,0.125,553368,0.0,0.0,5,0,0,8,15,15.0,14,22,19,143.0,15.0,12,3,19,535,1.7446255199611187,180.15150433697272
36,19,0,0,0,10.0,15,10.0,6.020643816736805,11,4.0,16.0785075968495,58,15.60344827586207,13.140687759250353,33,13.333333333333334,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,11,3.397000000000001,41505,381,0,0.0,3810.0,False,-0.15385065200865447,4,0.6720000000000002,69004,0,9,0.9,144.70656837164552,False,0.05901472218844689,49,8.835,35533,267,0,0.0,1607.511899068727,False,-0.4429184854502834,20,7.258000000000001,55680.0,514,0,0.0,8264.352904780644,False,-0.40861412064198455,13,7.368000000000002,56927.0,586,0,0.0,9422.005451753808,False,-0.39056147751236514,2,0.23800000000000002,136859,125,10,1.0,2032.5859699062942,False,0.09854663871300526,6,3.050000000000001,102196,1102,0,0.0,14481.037910693889,False,-0.12804449986576893,0.2375,549272,0.0,0.0,6,0,0,10,22,20.75,13,23,15,183.0,23.0,14,5,15,584,1.6922886619577184,181.84379299893044
37,15,0,0,0,10.0,9,10.0,6.204199256991432,3,11.0,16.455891785628143,8,27.375,12.563297001614497,52,8.634615384615383,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,3.416000000000001,41391,390,0,0.0,3900.0,False,-0.15519560259633938,0,0.6680000000000001,69136,0,6,0.0,98.73535071376887,False,0.060686029947060065,5,8.836000000000002,35449,270,0,0.0,1675.1337993876866,False,-0.4436879375152339,26,7.498000000000001,54241.0,522,0,0.0,8589.975512097892,False,-0.4212322866940651,26,7.615000000000002,55559.0,586,0,0.0,9643.152586378092,False,-0.40299413388318006,1,0.24600000000000002,137180,139,10,1.0,2136.298283224415,False,0.10151743840273611,9,3.1340000000000003,101706,1130,0,0.0,14196.525611824381,False,-0.1330821164882262,0.125,546230,0.0,0.0,5,0,0,7,20,19.333333333333332,14,21,15,148.0,25.0,12,3,15,534,1.6228334929910488,183.4666264919215
38,15,0,0,0,10.0,10,10.0,6.322671427682704,1,15.0,17.215341361571078,34,22.029411764705884,12.29824424424089,53,10.471698113207546,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,3.423000000000001,41287,400,0,0.0,4000.0,False,-0.15624817262148413,10,0.7680000000000002,69420,0,0,0.0,0.0,False,0.06428319560918025,18,9.011,35037,271,0,0.0,1713.4439569020128,False,-0.4497106722913669,26,7.732000000000002,52603.0,545,0,0.0,9382.361042056238,False,-0.43351051007990865,27,7.859000000000002,53940.0,597,0,0.0,10277.558792857933,False,-0.4158654980133384,0,0.24500000000000002,137515,141,11,1.0,2163.052438437965,False,0.10429319654855083,11,3.2350000000000008,101015,1171,0,0.0,14401.244010006081,False,-0.13777221983631957,0.125,542385,0.0,0.0,5,0,0,8,22,21.8,15,23,18,166.0,14.0,13,2,18,556,1.7177556410315447,185.18438213295303
39,18,0,0,0,10.0,8,10.0,6.931546032232616,10,11.0,16.52385494782548,33,11.818181818181818,12.431687163268153,18,15.222222222222221,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,10,3.522000000000001,41096,408,0,0.0,4080.0,False,-0.15919147028438882,3,0.788,69465,0,1,0.1,16.52385494782548,False,0.06509975819022662,30,9.293000000000001,34006,280,0,0.0,1940.8328890251323,False,-0.46377395182190556,14,7.846000000000002,51868.0,564,0,0.0,9319.454190573571,False,-0.44108872843031094,4,7.8720000000000026,53751.0,611,0,0.0,10096.075373121368,False,-0.418631411359014,0,0.24500000000000002,137936,135,10,1.0,2068.2777670412006,False,0.10727002385142333,9,3.3140000000000005,100641,1185,0,0.0,14731.549288472761,False,-0.1394362494184676,0.1375,540331,0.0,0.0,5,0,0,7,18,18.0,17,24,14,178.0,12.0,14,4,14,509,1.7347434820258059,186.91912561497884
40,14,0,0,0,10.0,9,10.0,6.531508224483371,5,1.0,16.325989500864793,18,13.777777777777779,12.373450092880686,50,11.96,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,5,3.5620000000000007,40916,417,0,0.0,4170.0,False,-0.16182289534725064,0,0.7850000000000001,69460,0,6,0.5,97.95593700518876,False,0.06564732347804744,18,9.443000000000001,33644,280,0,0.0,1828.8223028553439,False,-0.47018242213458117,31,8.142000000000001,50127.0,576,0,0.0,9403.769952498122,False,-0.45788583062667165,19,8.058000000000002,52973.0,617,0,0.0,10073.135522033577,False,-0.42643720265163004,4,0.28500000000000003,138226,144,10,1.0,2171.7768133748186,False,0.10999297574388214,6,3.3650000000000007,100048,1216,0,0.0,15046.115312942915,False,-0.14290790428843445,0.1875,536962,0.0,0.0,4,0,0,5,19,19.0,16,21,14,155.0,6.0,12,2,14,480,1.8096008909633383,188.72872650594218
41,14,0,0,0,10.0,9,10.0,6.545142314363781,2,7.0,16.26612424386382,13,15.23076923076923,13.341075799418446,42,21.738095238095237,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,2,3.5770000000000013,40801,426,0,0.0,4260.0,False,-0.16318733797243826,0,0.7850000000000001,69479,0,6,0.1,97.59674546318293,False,0.06593586049843758,12,9.545000000000002,33475,281,0,0.0,1839.1849903362224,False,-0.47269393816719907,17,8.281,49436.0,589,0,0.0,9580.747179635791,False,-0.4638430912920051,25,8.289000000000001,52155.0,617,0,0.0,10036.198658463978,False,-0.4347076861622916,0,0.281,138493,140,13,1.0,2374.7506119185828,False,0.11292896257546818,13,3.489000000000001,98933,1252,0,0.0,16703.026900871893,False,-0.14519099770980148,0.1375,534340,0.0,0.0,5,0,0,7,15,15.0,16,23,8,145.0,0.0,14,0,8,383,1.7423573599662632,190.47108386590844
42,8,0,0,0,10.0,11,10.0,5.928474057522912,12,2.75,16.104867363748706,24,14.666666666666666,13.305807752109793,52,13.057692307692308,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,12,3.6950000000000007,40468,437,0,0.0,4370.0,False,-0.16860612439818334,0,0.7850000000000001,69482,2,15,1.0,253.42995857127642,False,0.06717639902625655,23,9.763,33105,281,0,0.0,1665.9012101639382,False,-0.47969474902905285,25,8.514000000000001,48412.0,591,0,0.0,9517.976611975486,False,-0.47427808950070943,27,8.534,50557.0,639,0,0.0,10291.010245435424,False,-0.4492480138945638,0,0.281,138779,146,13,1.0,2449.64793180803,False,0.11550609898972974,10,3.576000000000001,98234,1288,0,0.0,17137.880384717413,False,-0.1490280208087301,0.25,530605,0.0,0.0,6,0,0,5,16,16.0,13,18,11,107.0,0.0,8,0,11,536,1.6422788460040465,192.1133627119125
43,11,0,0,0,9.999999999999998,14,10.0,6.10430913363666,3,10.0,16.81080777797625,33,21.393939393939394,13.218388383191762,4,5.0,39.00000000000001,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,3.713000000000001,40301,451,0,0.0,4509.999999999999,False,-0.1704968520359433,0,0.7850000000000001,69711,0,11,0.2,184.91888555773875,False,0.0701620409152478,27,10.010000000000002,32573,284,0,0.0,1733.6237939528114,False,-0.48733175070175844,2,8.509,47793.0,618,0,0.0,10389.079206789324,False,-0.4760919170310695,2,8.527000000000001,50325.0,645,0,0.0,10842.971016794681,False,-0.44881316298957535,0,0.281,139048,138,16,1.0,2448.137596880463,False,0.11764338880253865,13,3.696000000000001,98012,1290,0,0.0,17051.721014317372,False,-0.15114009173067097,0.15,529331,0.0,0.0,7,0,0,8,11,11.0,13,21,9,141.0,0.0,11,0,9,642,1.5721947050187737,193.68555741693126
44,9,0,0,0,9.999999999999998,12,10.0,6.212869362881883,1,13.0,17.01925613416274,32,18.46875,13.638547527737764,49,16.57142857142857,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,1,3.7200000000000006,40175,463,0,0.0,4629.999999999999,False,-0.17178332651112022,4,0.8250000000000002,70043,0,0,0.0,0.0,False,0.07383445505695495,17,10.153,32145,285,0,0.0,1770.6677684213366,False,-0.49360948864410953,32,8.827000000000002,46262.0,628,0,0.0,10688.092852254202,False,-0.48975126878724234,17,8.695,49244.0,667,0,0.0,11351.843841486549,False,-0.4569857135156243,0,0.281,139398,138,16,1.0,2506.1195588278115,False,0.12066306882814438,10,3.783000000000001,97115,1329,0,0.0,18125.62966436349,False,-0.15400882156228943,0.125,525950,0.0,0.0,7,0,0,7,18,17.4,12,19,14,135.0,0.0,9,0,14,726,1.3814119420130737,195.06696935894433
45,14,0,0,0,9.999999999999998,12,10.0,6.212869362881883,0,,16.813694089733247,21,14.571428571428571,13.47666249341745,44,12.181818181818182,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,0,3.719000000000001,40055,475,0,0.0,4749.999999999999,False,-0.17295284876128103,7,0.891,70015,0,0,0.0,0.0,False,0.0734051849694145,14,10.276000000000002,31852,285,0,0.0,1770.6677684213366,False,-0.49810149348872906,21,9.005,45167.0,641,0,0.0,10777.57791151901,False,-0.5001355663417721,23,8.908000000000001,48192.0,675,0,0.0,11349.24351056994,False,-0.46740009536098864,0,0.281,139678,144,16,1.0,2564.639399052113,False,0.12312715386015176,10,3.873000000000001,96570,1357,0,0.0,18287.83100356748,False,-0.1577050244067363,0.125,523097,0.0,0.0,5,0,0,6,16,16.0,16,22,13,153.0,3.0,13,1,13,510,1.4160275670001283,196.48299692594446
46,13,0,0,0,9.999999999999998,8,10.0,6.430113579741038,6,8.5,16.872747262172055,18,17.61111111111111,13.495359202460254,35,13.685714285714285,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,6,3.7790000000000012,39903,483,0,0.0,4829.999999999999,False,-0.17513595696158119,9,0.9740000000000002,69967,0,3,0.3,50.618241786516165,False,0.07305730941011024,9,10.352,31669,288,0,0.0,1851.872710965419,False,-0.5002846006181074,9,9.074000000000002,44894.0,645,0,0.0,10882.921984100976,False,-0.5023140332408815,26,9.145000000000001,46725.0,689,0,0.0,11625.322863636546,False,-0.4805400346867354,0,0.281,139974,138,18,1.0,2564.359569939515,False,0.12548447325623072,12,3.9830000000000005,95940,1388,0,0.0,18731.55857301483,False,-0.16095692442248308,0.1625,520640,0.0,0.0,4,0,0,3,17,17.0,16,19,18,134.0,32.0,10,3,18,392,1.6015544009860605,198.08455132693052
47,18,0,0,0,9.999999999999998,9,10.0,6.07198447982359,5,2.0,17.481893166025177,14,27.0,13.551748653519676,51,13.941176470588236,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,5,3.823000000000001,39728,492,0,0.0,4919.999999999999,False,-0.17766992183692962,5,1.0150000000000001,70101,0,5,0.5,87.40946583012588,False,0.07539369789987377,6,10.403,31603,288,0,0.0,1748.731530189194,False,-0.5020870841048247,17,9.235000000000003,44189.0,648,0,0.0,11328.266771584314,False,-0.5070829908760008,34,9.459000000000001,44750.0,700,0,0.0,12237.325216217623,False,-0.4970420648008304,0,0.281,140272,142,20,1.0,2704.348308799794,False,0.1284165357661317,12,4.091000000000001,95061,1425,0,0.0,19311.24183126554,False,-0.1656511516040319,0.1875,517272,0.0,0.0,5,0,0,5,16,16.0,20,25,18,204.0,27.0,15,3,18,456,1.8309566229581833,199.9155079498887
48,18,0,0,0,10.0,11,10.0,5.8637546100340705,3,2.0,17.505707395235433,2,20.0,13.713584879594253,20,16.65,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,3,3.848000000000001,39567,503,0,0.0,5030.0,False,-0.1797360778122137,0,1.0100000000000002,70095,0,8,0.3,140.04565916188346,False,0.07570519615467422,2,10.417,31591,288,0,0.0,1688.7613276898123,False,-0.5027307608222836,17,9.388,43638.0,648,0,0.0,11343.698392112561,False,-0.5124546495807129,3,9.455000000000002,44602.0,702,0,0.0,12289.006591455274,False,-0.4982499006740463,0,0.281,140473,138,24,1.0,2828.4747133840065,False,0.13051253999133117,14,4.219,94534,1439,0,0.0,19733.84864173613,False,-0.16816652201974336,0.1625,516068,0.0,0.0,5,0,0,9,10,10.0,16,25,17,177.0,29.0,15,3,17,344,1.7381613929755986,201.6536693428643
49,17,0,0,0,10.0,12,10.0,5.68624253267534,2,1.0,17.25084415810949,10,12.4,13.616793449167801,33,12.606060606060606,38.99999999999999,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,2,3.865000000000001,39411,515,0,0.0,5150.0,False,-0.181607313412471,0,1.0100000000000002,70093,0,10,0.2,172.5084415810949,False,0.07592337867433041,10,10.515,31437,288,0,0.0,1637.637849410498,False,-0.5054836352322619,21,9.581000000000001,42792.0,648,0,0.0,11178.54701445495,False,-0.5216358327922218,12,9.572000000000001,44079.0,712,0,0.0,12282.601040573958,False,-0.5034526688983777,0,0.281,140825,146,24,1.0,2924.051843578499,False,0.1336979285760098,10,4.305000000000001,94034,1454,0,0.0,19798.817675089984,False,-0.17189153722465683,0.15,514239,0.0,0.0,5,0,0,6,11,11.0,19,25,11,189.0,17.0,15,2,11,510,1.8099688990041614,203.46363824186847
50,11,0,0,0,10.0,12,10.0,5.5815549630794,2,3.0,17.26605822754994,16,17.4375,13.461927627975538,36,12.0,39.0,20,39.0,0,0.2,51568,0,0,0.0,0.0,False,0.0051653899382102415,2,3.883000000000001,39259,527,0,0.0,5270.0,False,-0.18340058086271757,1,1.0200000000000002,70300,0,2,0.2,34.53211645509988,False,0.07803924844355185,5,10.555000000000001,31338,288,0,0.0,1607.4878293668671,False,-0.5072325277157705,16,9.72,41855.0,659,0,0.0,11378.332371955412,False,-0.5299126332475335,20,9.760000000000002,43366.0,717,0,0.0,12379.763749153308,False,-0.5100220303287886,0,0.281,141289,140,22,1.0,2742.669867916575,False,0.13667233647492394,8,4.375000000000001,93517,1486,0,0.0,20004.424455171647,False,-0.17519172454456064,0.15,512492,0.0,0.0,7,0,0,5,13,12.125,14,19,14,133.0,11.0,10,1,14,651,1.6371975269867107,205.10083576885518
