index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,28,0,0,0,10.000000000000002,20,10.0,16.394138152470223,0,,29.488427307575446,5,14.0,25.457963026403846,8,28.250000000000004,49.00000000000002,0,,0,0.6680000000000001,30059,1,20,1.0,337.88276304940445,False,0.1746305036731446,0,3.2780000000000014,16652,260,0,0.0,2600.0000000000005,False,-0.3024014921893215,0,0.2,38790,109,94,1.0,4558.873225531346,False,0.07514428683383532,5,3.121000000000001,28791,289,0,0.0,4737.905926063894,False,-0.18427307094342918,5,1.4650000000000003,37362,126,0,0.0,3715.541840754506,False,-0.19918793424446649,0,0.281,43749,129,140,1.0,7368.121946373771,False,-0.031484206775152984,0,0.30800000000000005,73357,0,9,0.8,441.00000000000017,False,0.08665632845960715,0,0.2,67507,0,8,0.0,392.00000000000017,False,-0.00010338207059518534,0.475,336267,0.0,0.0,8,0,0,8,4,4.0,19,27,30,165.0,87.0,14,14,30,368,1.356085614010226,48.63835291401483
26,30,0,0,0,10.000000000000002,20,10.0,16.608134126209166,36,18.13888888888889,29.488427307575446,0,,27.520350785655236,5,56.0,49.00000000000002,0,,9,0.758,30303,1,10,1.0,176.08134126209166,False,0.18096839475522833,7,3.3480000000000008,16483,270,0,0.0,2700.0000000000005,False,-0.30702572472215744,0,0.2,38137,135,104,1.0,5308.894547026084,False,0.06786688849218671,0,3.116000000000001,28791,289,0,0.0,4799.7507624744485,False,-0.18346356236453248,0,1.4600000000000004,37362,126,0,0.0,3715.541840754506,False,-0.19918793424446649,0,0.281,44029,119,145,1.0,7499.573713521488,False,-0.024424974849193593,0,0.30800000000000005,73133,0,13,0.4,637.0000000000002,False,0.08479545118889381,0,0.2,67451,0,9,0.1,441.00000000000017,False,-0.0005686013882735194,0.4375,335689,0.0,0.0,11,0,0,14,3,2.310344827586207,18,32,33,222.0,96.0,18,12,33,480,1.537556939991191,50.17590985400602
27,33,0,0,0,10.000000000000002,20,10.0,15.865562714568554,36,10.416666666666666,30.506225362009367,9,46.77777777777778,26.747622277287668,2,1.0,49.00000000000002,0,,0,0.7490000000000001,30454,2,11,1.0,194.52118986025408,False,0.1871943963212143,27,3.611000000000001,15768,279,0,0.0,2790.0000000000005,False,-0.33306131965493124,0,0.2,38532,130,105,1.0,5265.676815904895,False,0.0776417814066454,0,3.116000000000001,28442,320,0,0.0,5076.980068661937,False,-0.18897117635720917,2,1.4800000000000002,37060,130,0,0.0,3965.809297061218,False,-0.20279929252617437,0,0.281,43824,114,155,1.0,7623.591144248656,False,-0.02734465396377076,0,0.30800000000000005,73131,0,15,0.2,735.0000000000003,False,0.08548958794860434,0,0.2,67451,0,9,0.0,441.00000000000017,False,-0.0005686013882735194,0.4,334662,0.0,0.0,10,0,0,12,5,5.0,20,32,28,220.0,117.0,19,14,28,882,2.5628892529639415,52.738799106969964
28,28,0,0,0,10.000000000000002,20,10.0,14.385358612174265,36,3.2777777777777777,30.87147924276253,2,56.0,28.10238576975807,3,56.0,49.00000000000002,0,,0,0.7490000000000001,30364,1,21,1.0,312.09253085565956,False,0.18598143566596062,36,3.944000000000001,14699,290,0,0.0,2900.0000000000005,False,-0.37246444392632316,0,0.2,38607,129,113,1.0,5344.188415402646,False,0.08063284922907207,0,3.116000000000001,28361,347,0,0.0,4991.71943842447,False,-0.1922076567655636,0,1.4780000000000004,36948,132,0,0.0,4075.035260044654,False,-0.20397105400669066,0,0.281,43992,104,162,1.0,7763.22033594811,False,-0.022488817397160733,0,0.30800000000000005,72963,0,18,0.3,882.0000000000003,False,0.08409392999556933,0,0.2,67451,0,9,0.0,441.00000000000017,False,-0.0005686013882735194,0.4125,333385,0.0,0.0,9,0,0,15,3,3.0,15,30,27,206.0,108.0,16,12,27,480,1.3736463209497742,54.11244542791974
29,27,0,0,0,10.000000000000002,20,10.0,14.547559103015336,17,17.176470588235293,31.005517829159214,29,31.586206896551722,28.994866895067595,6,37.666666666666664,49.00000000000002,0,,0,0.7490000000000001,30520,4,15,1.0,258.21338654523004,False,0.1909966073394192,1,3.918000000000001,14612,297,0,0.0,2970.0000000000005,False,-0.3744851169658817,0,0.2,38531,136,119,1.0,5668.124659680032,False,0.08288338254509324,25,3.3660000000000005,28211,347,0,0.0,5048.003008746322,False,-0.1953977458998099,2,1.4980000000000002,36648,136,0,0.0,4216.750424765653,False,-0.2086498170008612,0,0.281,43514,119,168,1.0,8560.794260041303,False,-0.024106235221630343,0,0.30800000000000005,72737,0,24,0.6,1176.0000000000005,False,0.08292718948456654,0,0.2,67451,0,9,0.0,441.00000000000017,False,-0.0005686013882735194,0.45,332224,0.0,0.0,11,0,0,12,3,3.0,12,24,36,150.0,132.0,12,15,36,924,1.4007588859531097,55.51320431387285
30,36,0,0,0,10.000000000000002,20,10.0,15.443977851699907,18,28.555555555555557,29.805560769635484,36,25.166666666666668,30.625607097792283,9,41.111111111111114,49.000000000000014,3,49.0,3,0.7790000000000001,30865,4,10,1.0,194.43977851699907,False,0.20316390336747106,0,3.917000000000001,14512,307,0,0.0,3070.0000000000005,False,-0.3764280718116111,0,0.2,38438,134,123,1.0,5735.577006792952,False,0.08133167107506682,30,3.6410000000000005,27501,357,0,0.0,5513.500093056867,False,-0.20789156662403643,3,1.5260000000000005,36496,137,0,0.0,4083.3618254400612,False,-0.21311524425278136,0,0.281,42998,144,172,1.0,9559.605171647781,False,-0.024445072264953738,0,0.30800000000000005,72422,0,32,0.8,1568.0000000000005,False,0.08116969428444838,0,0.2,67543,0,7,0.1,343.0000000000001,False,6.645990252547629e-05,0.4875,330775,0.0,0.0,16,0,0,19,4,3.375,15,34,37,284.0,123.0,20,16,37,1102,1.74762166000437,57.26082597387722
31,37,0,0,0,10.000000000000002,20,10.0,16.032640815708422,30,21.0,29.477540470927735,35,28.0,31.334488251672084,4,42.0,49.000000000000014,0,,11,0.8860000000000001,31084,5,10,1.0,210.32640815708422,False,0.2119827156321808,9,4.007000000000001,14227,316,0,0.0,3160.0000000000005,False,-0.38575425507111216,0,0.2,38013,154,128,1.0,6242.1518658978475,False,0.07683645993216898,30,3.911000000000001,27081,357,0,0.0,5723.652771207907,False,-0.21613585733647603,1,1.5330000000000004,36455,137,0,0.0,4038.4230445170997,False,-0.2144111991371404,0,0.281,42183,169,179,1.0,10590.57773663609,False,-0.030560717339090503,0,0.30800000000000005,72254,0,36,0.4,1764.0000000000005,False,0.08013587357849652,0,0.2,67543,0,7,0.0,343.0000000000001,False,6.645990252547629e-05,0.425,328840,0.0,0.0,9,0,0,16,7,6.333333333333333,15,31,36,217.0,129.0,19,18,36,744,1.7581118119996972,59.018937785876915
32,36,0,0,0,10.000000000000002,20,10.0,16.576165931245665,13,27.23076923076923,28.671151286699022,34,24.558823529411764,28.085356658630882,8,4.625,49.000000000000014,0,,2,0.8950000000000002,31254,7,10,1.0,235.7616593124567,False,0.21908295755250748,1,4.008000000000001,14142,324,0,0.0,3240.0000000000005,False,-0.3875029144322686,0,0.2,37719,157,134,1.0,6444.392323623239,False,0.07178711908195551,30,4.181000000000001,26661,357,0,0.0,5917.691237454703,False,-0.22459107257448227,8,1.6120000000000003,36126,137,0,0.0,3927.947726277766,False,-0.2222567868680167,0,0.281,41348,193,189,1.0,10841.664606814149,False,-0.04504681361088151,0,0.30800000000000005,72217,0,44,0.8,2156.0000000000005,False,0.08248412346773003,0,0.2,67543,0,7,0.0,343.0000000000001,False,6.645990252547629e-05,0.475,327010,0.0,0.0,7,0,0,12,6,5.166666666666667,12,24,38,188.0,159.0,13,23,38,260,1.6233247370109893,60.642262522887904
33,38,0,0,0,10.000000000000002,20,10.0,17.06065341330998,20,22.9,29.304499065399757,19,35.526315789473685,27.593792926109348,17,25.88235294117647,49.000000000000014,0,,5,0.9430000000000003,31458,8,10,1.0,250.60653413309979,False,0.2272986425377535,5,4.057000000000001,13956,333,0,0.0,3330.0000000000005,False,-0.39298204709722545,0,0.2,37963,164,129,1.0,6578.227539219405,False,0.0799265365483311,4,4.191000000000001,26498,360,0,0.0,6141.835228791592,False,-0.225924301306427,5,1.6540000000000004,35941,137,0,0.0,4014.7163719597665,False,-0.2251483780300176,0,0.281,41078,202,187,1.0,11079.5480883932,False,-0.04813120889848695,0,0.30800000000000005,71832,6,54,1.0,2811.562757556657,False,0.08163906924794452,0,0.2,67488,0,8,0.1,392.0000000000001,False,-0.0003839905479249742,0.5125,326214,0.0,0.0,10,0,0,15,6,5.166666666666667,17,32,35,236.0,155.0,19,19,35,1220,1.749169702990912,62.391432225878816
34,35,0,0,0,10.000000000000002,20,10.0,17.573712111366888,13,26.846153846153847,29.304499065399757,0,,25.130389482299915,7,1.0,49.000000000000014,0,,1,0.9480000000000002,31634,10,10,1.0,275.7371211136689,False,0.23462611955222024,2,4.072000000000001,13860,341,0,0.0,3410.0000000000005,False,-0.39515815652444236,0,0.2,37614,167,139,1.0,7008.135292688836,False,0.0764173838672326,0,4.187000000000001,26498,360,0,0.0,6326.536360092079,False,-0.22350668394340056,7,1.7190000000000003,35616,137,0,0.0,4014.7163719597665,False,-0.23178441682532136,0,0.281,41078,192,197,1.0,10577.150548569836,False,-0.053260331306076276,0,0.30800000000000005,71825,3,64,1.0,3211.391168446901,False,0.0844881935345362,0,0.2,67488,0,8,0.0,392.0000000000001,False,-0.0003839905479249742,0.5,325613,0.0,0.0,7,0,0,12,4,3.090909090909091,19,31,32,196.0,99.0,17,18,32,200,1.475845321023371,63.86727754690219
35,32,0,0,0,10.0,20,10.0,17.399068940986037,30,16.1,29.00189478864859,4,15.0,23.931744267765023,7,12.285714285714286,49.000000000000014,2,49.0,6,1.0070000000000001,31860,10,10,1.0,273.99068940986035,False,0.24337434307550052,14,4.210000000000001,13417,351,0,0.0,3510.0,False,-0.4104297816118753,0,0.2,37595,171,149,1.0,7296.523112417252,False,0.07969479714674804,4,4.227000000000001,25958,376,0,0.0,6542.04992181075,False,-0.2348222476791179,6,1.7720000000000002,35382,137,0,0.0,3973.2595860448564,False,-0.2369856091266478,0,0.281,41074,186,206,1.0,10324.291749848231,False,-0.05592351454978839,0,0.30800000000000005,71837,0,72,1.0,3528.000000000001,False,0.08700339683946241,0,0.2,67488,0,8,0.0,392.0000000000001,False,-0.0003839905479249742,0.5,324611,0.0,0.0,9,0,0,11,5,4.75,16,27,29,169.0,93.0,15,17,29,586,1.4381433230009861,65.30542086990317
36,29,0,0,0,10.0,20,10.0,17.827539896363355,21,22.476190476190474,29.001883719451264,1,29.0,23.931744267765023,0,,49.00000000000001,8,49.0,5,1.0510000000000002,32086,9,10,1.0,268.27539896363356,False,0.25204545346552487,6,4.256000000000001,13201,362,0,0.0,3620.0,False,-0.416686096215124,0,0.2,37152,182,158,1.0,7826.90988881143,False,0.07504005194915343,0,4.223000000000001,25958,376,0,0.0,6703.155001032622,False,-0.23271348725054813,0,1.7660000000000002,35353,138,0,0.0,4002.2599532842746,False,-0.23728167480056894,0,0.281,41074,176,216,1.0,10273.588296460668,False,-0.05644116083245869,0,0.30800000000000005,72229,0,64,0.0,3136.0000000000005,False,0.08989809481612761,0,0.2,67488,0,8,0.0,392.00000000000006,False,-0.0003839905479249742,0.375,324541,0.0,0.0,12,0,0,13,4,3.8,16,29,32,176.0,81.0,16,13,32,882,1.4979246630100533,66.80334553291323
37,32,0,0,0,10.0,20,10.0,18.330769220858596,13,27.0,32.81624347168905,47,45.319148936170215,25.25359588893966,3,55.0,49.00000000000001,7,49.0,2,1.0660000000000003,32278,10,10,1.0,283.307692208586,False,0.2597984707431528,1,4.260000000000002,13091,371,0,0.0,3710.0,False,-0.41921193751457214,0,0.2,39219,173,125,1.0,7273.253509169668,False,0.12190441515706776,4,4.263000000000001,25534,388,0,0.0,7112.338457693135,False,-0.23845730964563033,0,1.7660000000000002,33928,166,0,0.0,5447.496416300382,False,-0.25162331376926605,0,0.281,40534,185,223,1.0,11702.556925496017,False,-0.052878438739193324,0,0.30800000000000005,72407,0,60,0.3,2940.0000000000005,False,0.09107960419435829,0,0.2,67488,0,8,0.0,392.00000000000006,False,-0.0003839905479249742,0.4125,324479,0.0,0.0,14,0,0,13,3,2.166666666666667,18,31,32,212.0,90.0,17,15,32,2778,1.5242595730233006,68.32760510593653
38,32,0,0,0,10.0,20,10.0,18.416032754987615,26,19.11538461538462,32.310302971131016,5,14.0,26.192995553083062,2,56.0,49.00000000000001,3,49.0,2,1.0840000000000003,32478,9,10,1.0,274.1603275498761,False,0.2673925609611774,14,4.399000000000001,12765,382,0,0.0,3820.0,False,-0.42974275277842544,0,0.2,38722,189,135,1.0,7842.521091795346,False,0.1163449447864519,5,4.309000000000001,25434,388,0,0.0,7145.420708935195,False,-0.2406421541279196,0,1.7660000000000002,33928,166,0,0.0,5363.510293207749,False,-0.2524807524940506,0,0.281,40576,180,231,1.0,11866.43650756577,False,-0.050347764088149366,0,0.30800000000000005,72442,0,59,0.2,2891.0000000000005,False,0.09123467730025107,0,0.2,67488,0,8,0.0,392.00000000000006,False,-0.0003839905479249742,0.4,323833,0.0,0.0,9,0,0,11,7,6.166666666666667,15,26,27,183.0,104.0,15,17,27,459,1.691743167990353,70.01934827392688
39,27,0,0,0,10.0,20,10.0,18.501885163039617,7,21.142857142857142,34.087232426024144,30,44.0,37.34319216498672,44,52.27272727272727,49.0,9,49.0,0,1.0820000000000003,32560,5,15,1.0,327.52827744559426,False,0.2716159220767388,2,4.405000000000001,12585,396,0,0.0,3960.0,False,-0.4340172534390301,0,0.2,39928,183,115,1.0,7305.876713829026,False,0.14089212693825792,0,4.304000000000001,25400,391,0,0.0,7234.23709874849,False,-0.24036968115986687,4,1.8060000000000003,33097,181,0,0.0,6169.78906911037,False,-0.26121705901878134,0,0.281,42211,185,201,1.0,13812.119623976796,False,0.002900659764949349,0,0.30800000000000005,70583,34,60,1.0,4209.668533609549,False,0.07351697336884906,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,323852,0.0,0.0,18,0,0,11,2,2.0,16,27,35,193.0,115.0,13,14,35,4383,1.5120664939749986,71.53141476790188
40,35,0,0,0,9.999999999999998,20,10.0,18.093658289881205,18,13.555555555555555,34.25550997691805,20,35.75,37.73753469590735,2,56.0,49.0,10,49.0,0,1.0820000000000003,32674,6,17,1.0,367.5921909279805,False,0.2768242828733968,10,4.503000000000001,12257,405,0,0.0,4049.999999999999,False,-0.4450143778658584,0,0.2,40441,187,110,1.0,7151.620197668771,False,0.15230268066793337,5,4.354000000000001,25188,395,0,0.0,7146.995024503076,False,-0.24706150652499964,0,1.802,33097,181,0,0.0,6200.247305822167,False,-0.26090610203346437,0,0.281,41608,195,209,1.0,14566.969196943657,False,-0.0017052659832194638,0,0.30800000000000005,70961,26,60,1.0,3921.175902093591,False,0.07696925049544813,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,323714,0.0,0.0,16,0,0,17,4,4.0,17,34,31,300.0,81.0,23,12,31,1671,2.7214899050304666,74.25290467293235
41,31,0,0,0,9.999999999999998,20,10.0,17.918024367636278,43,17.11627906976744,33.70165651029831,5,14.0,38.20715138491837,29,39.58620689655172,49.0,8,49.0,7,1.1520000000000001,33125,2,10,1.0,199.18024367636278,False,0.29107756749196334,19,4.683000000000002,11684,419,0,0.0,4189.999999999999,False,-0.464560503613896,0,0.2,40041,208,120,1.0,7771.147849704143,False,0.1499404153211359,5,4.399000000000001,24752,407,0,0.0,7292.635917627965,False,-0.2565690735670048,8,1.8820000000000006,32753,181,0,0.0,6099.999828363993,False,-0.26895354948071476,0,0.281,42678,190,198,1.0,13968.330711170514,False,0.01403094141062284,0,0.30800000000000005,70205,45,62,1.0,4757.321812321326,False,0.07197845083681373,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,322726,0.0,0.0,12,0,0,11,6,5.583333333333334,14,25,23,154.0,98.0,12,19,23,2068,1.3725596260046586,75.625464298937
42,23,0,0,0,9.999999999999998,20,10.0,17.585396200267727,25,14.72,33.70165651029831,0,,35.69369107306608,9,7.0,49.0,9,49.0,0,1.1450000000000002,33175,1,15,1.0,273.7809430040159,False,0.29446998024022736,20,4.864000000000001,11308,430,0,0.0,4299.999999999999,False,-0.4770342737234787,0,0.2,39813,218,130,1.0,8214.831717997144,False,0.14977920518858018,0,4.394000000000001,24612,412,0,0.0,7245.183234510304,False,-0.2608552156534163,9,1.9640000000000004,32420,181,0,0.0,6099.999828363993,False,-0.2757529369232875,0,0.281,42678,180,208,1.0,13490.585915051439,False,0.009153506024006578,0,0.30800000000000005,70583,44,63,1.0,4657.522407214908,False,0.07682412056723463,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,322077,0.0,0.0,11,0,0,13,3,3.0,12,25,22,133.0,51.0,11,12,22,781,1.4044278099900112,77.02989210892702
43,22,0,0,0,9.999999999999998,20,10.0,17.992730558343993,16,23.5,33.150225467232765,5,15.0,34.36658793899998,4,1.0,49.0,12,49.0,0,1.1450000000000002,33443,0,12,0.9,215.91276670012792,False,0.3037598656777052,4,4.884000000000002,11124,442,0,0.0,4419.999999999999,False,-0.4818528017408875,0,0.2,39785,212,140,1.0,8455.490443781513,False,0.1521962674910536,5,4.444000000000001,24169,424,0,0.0,7628.917756737853,False,-0.2674295432244581,4,1.9950000000000003,32248,181,0,0.0,6000.190809569131,False,-0.28028391210240805,0,0.281,42603,175,218,1.0,13293.205627467729,False,0.005606999769961518,0,0.30800000000000005,71167,38,61,1.0,4294.930341681999,False,0.08277160199144874,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.4875,322027,0.0,0.0,11,0,0,14,3,3.0,7,21,20,200.0,50.0,15,7,20,1136,1.2424146240227856,78.2723067329498
44,20,0,0,0,9.999999999999998,20,10.0,18.86520066012934,18,29.0,32.57445357931287,5,15.0,31.738034242186234,10,7.0,49.00000000000001,12,49.0,6,1.205,33737,0,9,0.9,169.78680594116406,False,0.31428823358088853,0,4.880000000000001,11014,453,0,0.0,4529.999999999999,False,-0.4839900520711899,0,0.2,39524,211,150,1.0,8866.725376184222,False,0.1507464249873585,5,4.489000000000002,23813,433,0,0.0,8168.631885836004,False,-0.269684652924998,10,2.091,31878,181,0,0.0,5895.97609785563,False,-0.2889027453000957,0,0.281,42528,170,228,1.0,12773.92891570165,False,-0.0012258405747662432,0,0.30800000000000005,71685,38,59,1.0,4097.0453012030775,False,0.08896060627088385,0,0.2,67488,0,8,0.0,392.00000000000006,False,-0.0003839905479249742,0.4875,321667,0.0,0.0,12,0,0,13,3,2.6666666666666665,7,20,14,138.0,18.0,13,7,14,1049,1.2020408569951542,79.47434758994495
45,14,0,0,0,10.0,20,10.0,16.443448564980148,36,2.6944444444444446,34.04435173548825,11,53.0,28.41479499054772,13,4.461538461538462,49.0,7,49.0,0,1.1990000000000003,33685,1,17,1.0,289.5386256046625,False,0.3145942843243309,34,5.2200000000000015,10046,462,0,0.0,4620.0,False,-0.5198569985233543,0,0.2,40039,208,149,1.0,8492.84571010362,False,0.15933461229487184,0,4.484000000000002,23784,462,0,0.0,7596.873237020828,False,-0.27792778296525,13,2.2110000000000003,30704,192,0,0.0,6536.515533213744,False,-0.30633470614381075,0,0.281,42528,160,238,1.0,12209.817485428477,False,-0.006985018015023242,0,0.30800000000000005,71970,41,62,1.0,4203.006594612456,False,0.09395219756765963,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,320244,0.0,0.0,9,0,0,10,4,4.0,7,17,18,88.0,12.0,10,4,18,1184,1.2967926490237005,80.77114023896866
46,18,0,0,0,10.0,20,10.0,16.918916900621568,23,21.391304347826086,34.70913874850094,5,53.0,28.680884512331605,8,31.875,49.0,13,49.0,0,1.1990000000000003,34005,5,11,1.0,236.10808590683723,False,0.3259910640768406,7,5.256000000000001,9847,468,0,0.0,4680.0,False,-0.5264241859019196,0,0.2,39986,215,154,1.0,8982.774500902782,False,0.16435998980212552,0,4.484000000000002,23610,468,0,0.0,7918.053109490894,False,-0.2782788409449083,0,2.1980000000000004,30439,197,0,0.0,6837.700333454685,False,-0.3086707469785126,0,0.281,42783,150,240,1.0,12089.783095234727,False,-0.003003745837317728,0,0.30800000000000005,72352,39,59,1.0,4009.5544959809326,False,0.09816537066888889,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,320510,0.0,0.0,18,0,0,9,2,2.0,8,17,22,123.0,51.0,11,7,22,1817,1.5945721039897762,82.36571234295843
47,22,0,0,0,10.0,20,10.0,16.74755929574771,36,15.722222222222221,34.760693013724826,36,34.94444444444444,30.04556127620342,5,55.6,49.00000000000001,9,49.0,0,1.1990000000000003,34040,1,16,1.0,277.96094873196336,False,0.32816431469518864,31,5.559000000000002,9361,482,0,0.0,4820.0,False,-0.5425895702183882,0,0.2,40678,241,128,1.0,8485.530496031975,False,0.1759670475147514,0,4.484000000000002,23610,468,0,0.0,7837.8577504099285,False,-0.2793285458989773,0,2.1980000000000004,29909,207,0,0.0,7195.463453841039,False,-0.315840087250219,0,0.281,42333,166,245,1.0,13131.437552948159,False,-0.001557554334373025,0,0.30800000000000005,72515,34,60,1.0,3961.5490833909166,False,0.10021820324465303,0,0.2,67488,0,8,0.0,392.00000000000006,False,-0.0003839905479249742,0.5,319934,0.0,0.0,17,0,0,10,2,2.0,5,15,29,190.0,51.0,15,7,29,2272,1.5077360419672914,83.87344838492572
48,29,0,0,0,10.0,20,10.0,17.375646312074878,13,28.307692307692307,34.64917286700234,10,33.0,29.239093474014112,15,24.466666666666665,49.0,12,49.0,0,1.1990000000000003,34318,0,13,1.0,225.8834020569734,False,0.3379553004207853,0,5.5280000000000005,9251,493,0,0.0,4930.0,False,-0.5447268205486905,0,0.2,40698,242,128,1.0,8640.00053449842,False,0.17851253350216528,0,4.484000000000002,23552,470,0,0.0,8166.5537666751925,False,-0.27654449374754325,2,2.218000000000001,29568,212,0,0.0,7345.624647804497,False,-0.32126978409592144,0,0.281,42623,161,242,1.0,12654.377452298791,False,-0.0005066110025646238,0,0.30800000000000005,72736,39,58,1.0,3982.3246454865503,False,0.10363553866110282,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,320234,0.0,0.0,18,0,0,15,1,1.0,6,21,34,270.0,69.0,21,8,34,1851,1.7991984839900397,85.67264686891576
49,34,0,0,0,10.0,20,10.0,17.210002555080923,27,15.88888888888889,33.70209416483857,35,29.857142857142858,29.496319979934928,6,33.5,48.99999999999999,10,49.0,2,1.2190000000000003,34513,0,8,0.8,137.68002044064738,False,0.3438190724419182,12,5.648000000000001,8963,505,0,0.0,5050.0,False,-0.5535866946452165,0,0.2,40586,255,133,1.0,8870.929175469166,False,0.17860322489422714,30,4.784000000000002,23260,474,0,0.0,8157.541211108358,False,-0.28430664138971756,3,2.246000000000001,29468,212,0,0.0,7144.843962945777,False,-0.3253614705161228,0,0.281,41743,186,249,1.0,13613.173189663772,False,-0.008686338033039665,0,0.30800000000000005,73025,35,58,1.0,3874.3711992977223,False,0.10710656623318357,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.475,319046,0.0,0.0,14,0,0,16,5,4.181818181818182,8,24,28,282.0,62.0,24,10,28,1172,1.9227890489855781,87.59543591790134
50,28,0,0,0,10.0,20,10.0,16.934139125194154,43,15.534883720930232,34.4528605397113,14,43.0,30.356364248203057,3,56.0,48.99999999999999,8,49.0,12,1.337,34657,4,10,1.0,209.34139125194153,False,0.3508071304743131,23,5.8660000000000005,8422,511,0,0.0,5110.0,False,-0.5734436931685708,0,0.2,40810,278,129,1.0,9152.109686426731,False,0.18814772227580212,0,4.754000000000001,22970,484,0,0.0,8196.12333659397,False,-0.2913934483023905,0,2.2430000000000008,29468,212,0,0.0,7304.006434418796,False,-0.3237365346154283,0,0.281,41309,190,256,1.0,14317.27275008513,False,-0.010359645226287571,0,0.30800000000000005,73249,28,60,1.0,3789.978198949685,False,0.10979159798367807,0,0.2,67488,0,8,0.0,391.99999999999994,False,-0.0003839905479249742,0.5,318373,0.0,0.0,12,0,0,10,4,3.2,5,15,26,175.0,69.0,15,13,26,1362,1.5083534289733507,89.10378934687469
51,26,0,0,0,10.000000000000002,20,10.0,16.934139125194154,0,,33.361792371316774,9,14.444444444444445,27.771957228579662,13,11.23076923076923,49.0,9,49.0,0,1.3250000000000002,34567,3,20,1.0,368.68278250388306,False,0.3504057430345822,0,5.843000000000002,8312,522,0,0.0,5220.000000000001,False,-0.5755809434988731,0,0.2,40810,268,139,1.0,9175.638425165065,False,0.18845569812253016,9,4.844000000000001,22769,484,0,0.0,8196.12333659397,False,-0.2966553661536432,6,2.303000000000001,29210,212,0,0.0,7072.699982719156,False,-0.33136600323921234,0,0.281,41319,189,259,1.0,13498.315680381002,False,-0.018516430011424216,0,0.30800000000000005,73544,31,61,1.0,3849.9306740859693,False,0.11459112888853917,0,0.2,67488,0,8,0.0,392.0,False,-0.0003839905479249742,0.5,318019,0.0,0.0,10,0,0,9,3,3.0,6,15,24,197.0,48.0,15,11,24,781,1.419267316989135,90.52305666386383
