index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,15,0,0,0,10.000000000000002,20,10.0,13.619118838999125,17,20.823529411764707,15.431583201253602,29,14.827586206896552,16.052078601563405,22,20.09090909090909,46.0,12,46.0,0,1.1630000000000003,49495,7,12,1.0,233.42942606798948,False,0.05149664518320534,0,2.7110000000000007,40356,260,0,0.0,2600.0000000000005,False,-0.11712093595015048,0,0.2,83815,14,37,1.0,761.636242192371,False,0.03584825817642519,8,4.384,64152,373,0,0.0,5079.931326946674,False,-0.17949895839825128,14,3.391000000000001,106036,292,0,0.0,4506.022294766051,False,-0.11103713707357042,8,4.087000000000001,100579,375,0,0.0,5786.843700470101,False,-0.15057733571206292,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,12,2.1650000000000005,145087,773,0,0.0,12408.256759008513,False,-0.06066528182001804,0.25,750440,0.0,0.0,12,0,0,7,13,13.0,23,30,15,198.0,0.0,15,0,15,939,1.4168010809808038,68.53420581616228
26,15,0,0,0,10.000000000000002,20,10.0,13.522168494956007,24,12.708333333333334,15.375173380129741,1,3.0,16.229330433580426,38,17.31578947368421,46.0,13,46.0,11,1.2730000000000004,49478,11,10,1.0,245.22168494956009,False,0.05126130393952736,1,2.721000000000001,40283,266,0,0.0,2660.0000000000005,False,-0.1180323004535628,0,0.2,83510,28,47,1.0,1101.253866724866,False,0.03418502169437805,1,4.386000000000001,64130,373,0,0.0,5043.768848618591,False,-0.17999207174639786,11,3.4870000000000014,105967,293,0,0.0,4504.925800378014,False,-0.11160807043312389,27,4.349000000000001,99389,375,0,0.0,5765.690017548653,False,-0.16043307467245965,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,13,2.283000000000001,144166,811,0,0.0,13161.986981633725,False,-0.06404370061953253,0.25,747843,0.0,0.0,8,0,0,7,16,15.4,22,29,14,190.0,15.0,14,1,14,218,1.4622843269607984,69.99649014312308
27,14,0,0,0,10.000000000000002,20,10.0,13.207426348644992,9,6.111111111111111,15.757067528890744,36,17.86111111111111,16.14063854519629,40,15.6,45.99999999999999,13,46.0,0,1.2620000000000002,49440,9,13,1.0,261.6965425323849,False,0.05063050042953231,2,2.740000000000001,40146,278,0,0.0,2780.0000000000005,False,-0.1196642787503709,0,0.2,83829,26,48,1.0,1099.7323264515255,False,0.03810027021020346,27,4.655000000000001,63544,374,0,0.0,4939.577454393227,False,-0.18784246540197563,18,3.656000000000001,105185,306,0,0.0,4821.662663840568,False,-0.11672756777145436,22,4.542000000000001,98219,398,0,0.0,6271.312876498516,False,-0.1679624312420535,0,0.2,160920,0,11,0.0,505.99999999999994,False,0.000689175596975078,13,2.400000000000001,143291,851,0,0.0,13735.683401962042,False,-0.06769541107783945,0.25,744574,0.0,0.0,10,0,0,6,15,15.0,19,25,15,140.0,29.0,12,2,15,606,1.418842951010447,71.41533309413353
28,15,0,0,0,10.000000000000002,20,10.0,12.901690472837336,7,4.571428571428571,15.59109834691718,22,14.0,15.952010149037982,17,13.117647058823529,46.0,13,46.0,0,1.2620000000000002,49400,6,18,1.0,292.23042851107203,False,0.05010629507556985,2,2.758000000000001,39988,291,0,0.0,2910.0000000000005,False,-0.12163536942054173,0,0.2,83854,23,55,1.0,1154.2492899557037,False,0.0387431983093164,19,4.818000000000001,63189,374,0,0.0,4825.232236841163,False,-0.1929133618953694,4,3.678000000000001,104877,320,0,0.0,4989.151471013498,False,-0.11856852000569103,13,4.65,97757,406,0,0.0,6329.985928848375,False,-0.17151423909679273,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,13,2.5170000000000012,142811,868,0,0.0,13846.344809364968,False,-0.07033209320210543,0.25,742796,0.0,0.0,10,0,0,7,12,12.0,21,28,13,172.0,16.0,13,2,13,287,1.3788133450434543,72.79414643917698
29,13,0,0,0,10.000000000000002,20,10.0,12.350135225622592,9,1.4444444444444444,15.623316023892984,2,19.0,15.906609764271163,20,15.35,46.0,13,46.0,0,1.2620000000000002,49280,8,28,1.0,425.8037863174326,False,0.04897846409984146,9,2.8460000000000005,39776,299,0,0.0,2990.0000000000005,False,-0.125280827434191,0,0.2,83879,22,63,1.0,1255.971884468955,False,0.03967650823348926,0,4.799000000000001,63189,374,0,0.0,4618.9505743828495,False,-0.1941822877489306,13,3.804000000000001,104594,320,0,0.0,4999.461127645755,False,-0.1208493981543909,7,4.707000000000001,97516,408,0,0.0,6374.312937748337,False,-0.17331070501273108,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,13,2.634000000000001,142257,888,0,0.0,14125.069470672794,False,-0.07290649106967252,0.25,741411,0.0,0.0,8,0,0,6,9,9.0,19,25,14,142.0,17.0,11,2,14,238,1.3136538519756868,74.10780029115267
30,14,0,0,0,10.000000000000002,20,10.0,12.971147960632189,17,19.11764705882353,15.710504319110925,9,17.555555555555557,16.665203447448924,42,20.976190476190474,46.0,12,46.0,0,1.2620000000000002,49474,10,22,1.0,385.36525513390814,False,0.05266166393045975,1,2.8470000000000004,39692,307,0,0.0,3070.0000000000005,False,-0.1262133864609385,0,0.2,83882,15,71,1.0,1310.0130260663586,False,0.04004584671923893,7,4.869000000000001,62826,388,0,0.0,5032.805408725289,False,-0.1961024248374469,28,4.071000000000001,103515,323,0,0.0,5074.492895072829,False,-0.12939911794494593,14,4.840000000000001,97150,414,0,0.0,6504.148788111923,False,-0.17578233884122677,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,12,2.741000000000001,141145,930,0,0.0,15498.6392061275,False,-0.07554656217441887,0.25,738604,0.0,0.0,12,0,0,8,17,17.0,19,27,14,147.0,26.0,12,2,14,571,1.3766927620163187,75.48449305316899
31,14,0,0,0,10.000000000000002,20,10.0,13.042995033507065,47,13.297872340425531,15.85772112271369,3,24.666666666666668,15.636326856857139,58,11.155172413793103,46.0,8,46.0,7,1.332,49896,8,10,1.0,210.42995033507066,False,0.05975191757804965,18,3.026000000000001,39320,319,0,0.0,3190.0000000000005,False,-0.1328260777415116,0,0.2,83619,38,80,1.0,1764.2515010903637,False,0.03960441119245564,2,4.882000000000001,62488,402,0,0.0,5243.28400346984,False,-0.1989660441212701,10,4.143000000000001,103143,324,0,0.0,5137.901643759235,False,-0.1321926624645601,48,5.306000000000002,94390,416,0,0.0,6596.8119870488945,False,-0.1980593030946563,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,8,2.8090000000000006,140390,988,0,0.0,15448.690934574854,False,-0.08038925713521851,0.25,734166,0.0,0.0,10,0,0,6,13,12.466666666666667,20,26,16,160.0,36.0,11,3,16,562,1.3752610890078358,76.85975414217683
32,16,0,0,0,10.000000000000002,20,10.0,12.95374808916408,18,12.0,15.89552099953793,2,19.0,16.272735585902847,37,21.08108108108108,46.0,9,46.0,2,1.3450000000000002,49970,8,10,1.0,209.53748089164083,False,0.0613108545726298,6,3.0680000000000014,39142,329,0,0.0,3290.0000000000005,False,-0.1355389767284134,0,0.2,83441,46,88,1.0,1994.6782600608853,False,0.03883195701422745,0,4.880000000000001,62488,402,0,0.0,5207.40673184396,False,-0.1991867404108907,32,4.453000000000001,101955,324,0,0.0,5150.148803850289,False,-0.14189488649242588,5,5.308000000000002,94302,418,0,0.0,6644.327777806854,False,-0.1985866774296809,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,9,2.891000000000001,139468,1025,0,0.0,16679.553975550418,False,-0.08229267618820578,0.25,731686,0.0,0.0,9,0,0,10,12,11.166666666666668,18,28,17,187.0,45.0,13,3,17,238,1.3545025960193016,78.21425673819613
33,17,0,0,0,10.000000000000002,20,10.0,13.895245777080913,31,19.64516129032258,17.05720586749478,38,21.63157894736842,16.517343484060557,18,20.38888888888889,46.0,11,46.0,21,1.5530000000000004,50118,9,10,1.0,228.95245777080913,False,0.06465338961649365,0,3.062000000000001,39052,338,0,0.0,3380.0000000000005,False,-0.13649273027849604,0,0.2,83618,48,85,1.0,2116.83429603694,False,0.0417609944147348,25,5.130000000000001,61688,421,0,0.0,5849.898472151064,False,-0.20507677916296926,7,4.491000000000001,101308,350,0,0.0,5970.022053623173,False,-0.14384097995475448,11,5.413000000000001,93739,430,0,0.0,7334.598523022755,False,-0.20037516511504022,0,0.2,160920,0,11,0.0,506.0,False,0.000689175596975078,11,2.9920000000000004,138906,1043,0,0.0,17227.58925387516,False,-0.08408069794900369,0.25,729349,0.0,0.0,10,0,0,13,15,14.166666666666668,20,33,17,230.0,0.0,17,0,17,581,1.3669288689852692,79.5811856071814
34,17,0,0,0,10.000000000000002,20,10.0,14.329425040866962,24,17.916666666666668,17.632695224970767,25,21.52,16.455280925135966,13,15.153846153846153,46.00000000000001,11,46.0,7,1.602,50294,10,10,1.0,243.29425040866965,False,0.06853560945284926,7,3.1320000000000006,38891,347,0,0.0,3470.0000000000005,False,-0.13895129498537578,0,0.2,84057,43,82,1.0,2062.046285204882,False,0.046824919940484246,12,5.2250000000000005,61007,440,0,0.0,6304.947017981463,False,-0.21065582159653143,7,4.554000000000001,101105,350,0,0.0,6171.443328739769,False,-0.14468069068366066,6,5.4620000000000015,93087,455,0,0.0,8022.876327361699,False,-0.2029024490934544,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,11,3.091000000000001,138507,1056,0,0.0,17376.77665694358,False,-0.08609486825898223,0.25,727868,0.0,0.0,10,0,0,10,14,13.411764705882353,23,33,9,212.0,0.0,17,0,9,654,1.2905444290372543,80.87173003621865
35,9,0,0,0,10.0,20,10.0,14.198510196960955,6,9.833333333333334,18.748920545322285,11,36.45454545454545,17.159082971911033,32,22.8125,46.00000000000001,12,46.0,0,1.5950000000000002,50263,9,14,1.0,288.77914275745337,False,0.06836059453560103,0,3.1250000000000013,38781,358,0,0.0,3580.0,False,-0.14011699376881015,0,0.2,84402,38,82,1.0,2076.9548722009436,False,0.05116111114515474,1,5.223000000000002,60979,441,0,0.0,6261.542996859781,False,-0.2112672978220284,26,4.807000000000001,100100,355,0,0.0,6655.866793589411,False,-0.15094254897348683,6,5.516000000000002,92791,461,0,0.0,8643.252371393573,False,-0.20278597721383418,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,12,3.2000000000000006,137544,1088,0,0.0,18669.082273439206,False,-0.08806210566912365,0.25,725780,0.0,0.0,12,0,0,9,12,12.0,16,25,10,107.0,0.0,9,0,10,639,1.1021107120322995,81.97384074825095
36,10,0,0,0,10.0,20,10.0,13.967524374510006,5,5.4,18.440043725546836,49,17.387755102040817,17.15131843148176,53,17.113207547169814,46.00000000000001,8,46.0,0,1.5950000000000002,50132,14,23,1.0,461.25306061373016,False,0.06741186321705026,4,3.165000000000001,38679,363,0,0.0,3630.0,False,-0.14174897206561823,0,0.2,85030,32,67,1.0,1682.4437095959581,False,0.05646049377227396,24,5.462000000000001,60440,442,0,0.0,6173.6457735334225,False,-0.21843922532951068,20,4.981000000000002,98490,396,0,0.0,7302.257315316547,False,-0.16150614737381866,33,5.8400000000000025,91513,469,0,0.0,8648.380507281467,False,-0.21325624714821056,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,8,3.2680000000000007,136524,1141,0,0.0,19569.654330320685,False,-0.09159933960114534,0.25,721728,0.0,0.0,13,0,0,5,15,15.0,19,24,12,111.0,10.0,9,1,12,855,1.149948737991508,83.12378948624246
37,12,0,0,0,10.0,20,10.0,14.53341190756757,15,21.0,18.343421562356895,11,16.636363636363637,17.78862264163602,36,22.77777777777778,46.00000000000001,12,46.0,0,1.5950000000000004,50337,15,18,1.0,411.6014143362163,False,0.0712305690129309,0,3.161000000000001,38589,372,0,0.0,3720.0,False,-0.1427027256157009,0,0.2,85209,22,68,1.0,1567.0877282067554,False,0.05795309987578287,2,5.458000000000001,60079,457,0,0.0,6641.769241758379,False,-0.2200009273777812,26,5.221000000000001,97599,407,0,0.0,7465.772575879256,False,-0.16814935526873018,10,5.907000000000002,91253,469,0,0.0,8603.064712745383,False,-0.21557663377767364,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,12,3.3800000000000012,135478,1177,0,0.0,20937.208849205595,False,-0.09384830422692635,0.25,719464,0.0,0.0,10,0,0,2,13,13.0,24,26,15,130.0,24.0,10,2,15,694,2.6506306679802947,85.77442015422275
38,15,0,0,0,10.0,20,10.0,15.214201216580886,13,24.0,18.35771909303731,1,21.0,17.89675009367321,9,21.333333333333332,46.00000000000001,11,46.0,0,1.5950000000000002,50549,15,15,1.0,378.2130182487133,False,0.07536998238998682,0,3.161000000000001,38489,382,0,0.0,3820.0,False,-0.14376245178245942,0,0.2,85209,12,78,1.0,1614.4725038558809,False,0.05824458369538079,1,5.466000000000001,59763,470,0,0.0,7150.674571793016,False,-0.22075813481586934,0,5.195000000000001,97578,408,0,0.0,7489.949389959223,False,-0.16822251204712382,9,5.987000000000003,91062,469,0,0.0,8609.770254634499,False,-0.21711706171393302,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,11,3.478000000000001,135088,1186,0,0.0,21225.545611096426,False,-0.09537462091897397,0.25,718658,0.0,0.0,8,0,0,8,8,8.0,21,29,15,174.0,21.0,13,2,15,512,1.290815377025865,87.06523553124862
39,15,0,0,0,10.0,20,10.0,15.320894807579442,2,24.0,18.35771909303731,0,,17.88994031178252,29,17.82758620689655,46.00000000000001,12,46.0,0,1.5950000000000002,50527,12,23,1.0,472.38058057432715,False,0.07590162117517625,0,3.161000000000001,38359,395,0,0.0,3950.0,False,-0.14514009579924547,0,0.2,85209,2,88,1.0,1646.1210698024422,False,0.05843926742576731,0,5.465000000000002,59715,472,0,0.0,7231.462349177496,False,-0.22085171163863157,12,5.315000000000001,97197,408,0,0.0,7489.949389959223,False,-0.17135020568091278,17,6.148000000000001,90633,469,0,0.0,8609.770254634499,False,-0.22063879549056153,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,12,3.587000000000001,134340,1215,0,0.0,21736.277478815762,False,-0.09843328196962736,0.25,716900,0.0,0.0,8,0,0,6,11,11.0,24,30,12,205.0,0.0,15,0,12,248,1.23314530600328,88.2983808372519
40,12,0,0,0,9.999999999999998,20,10.0,15.914386655217047,23,19.73913043478261,18.17214480207862,6,13.0,17.022577533346013,41,11.414634146341463,46.00000000000001,8,46.0,0,1.5950000000000002,50871,13,10,1.0,289.14386655217044,False,0.0812507297968735,0,3.161000000000001,38269,404,0,0.0,4039.999999999999,False,-0.14609384934932812,0,0.2,84971,6,98,1.0,1876.356510535007,False,0.056927465555319745,6,5.525000000000001,59427,481,0,0.0,7654.8199811593995,False,-0.2217906794791012,24,5.543000000000001,96177,408,0,0.0,7414.2350792480765,False,-0.18003433452674922,17,6.301000000000002,90065,475,0,0.0,8631.768780987344,False,-0.2252113090301386,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,8,3.6550000000000007,133762,1256,0,0.0,21380.357381882593,False,-0.10312687852540446,0.25,714462,0.0,0.0,11,0,0,4,9,9.0,23,27,13,144.0,9.0,11,1,13,654,1.2126752539770678,89.51105609122897
41,13,0,0,0,9.999999999999998,20,10.0,15.433508249647558,21,11.904761904761905,18.64682307169367,17,23.0,17.17315447534768,3,31.0,46.000000000000014,9,46.0,9,1.6850000000000003,50860,14,10,1.0,294.33508249647554,False,0.08107260271392133,2,3.181000000000001,38153,413,0,0.0,4129.999999999999,False,-0.14759866050612522,0,0.2,85048,17,99,1.0,2108.4051243416816,False,0.059302214047031884,8,5.599000000000002,59291,481,0,0.0,7423.517468080475,False,-0.22488670635515565,1,5.529000000000001,95817,423,0,0.0,7887.606159326423,False,-0.18104664384793984,2,6.304000000000002,90013,477,0,0.0,8894.534605197881,False,-0.22455964123795152,0,0.2,160920,0,11,0.0,506.00000000000017,False,0.000689175596975078,9,3.7370000000000014,133524,1259,0,0.0,21621.00148446273,False,-0.10385751609795371,0.25,713626,0.0,0.0,10,0,0,8,11,10.166666666666668,19,27,12,161.0,3.0,12,1,12,527,1.1694013840169646,90.68045747524593
42,12,0,0,0,9.999999999999998,20,10.0,15.481452999316524,3,18.0,18.64682307169367,0,,17.289108076545624,24,18.5,46.000000000000014,7,46.0,0,1.6760000000000002,50794,16,17,1.0,423.1847009883809,False,0.08103921729672733,0,3.1790000000000007,38073,421,0,0.0,4209.999999999999,False,-0.14844644143953203,0,0.2,84994,10,109,1.0,2187.318244807775,False,0.05912328833448839,0,5.591000000000001,59291,481,0,0.0,7446.578892671248,False,-0.22474484576738243,10,5.628000000000002,95542,423,0,0.0,7887.606159326423,False,-0.18330416549962478,14,6.442000000000002,89687,477,0,0.0,8894.534605197881,False,-0.22723583054140348,0,0.2,160920,0,11,0.0,506.00000000000017,False,0.000689175596975078,7,3.7980000000000014,132984,1283,0,0.0,22181.925662208036,False,-0.10546893226767314,0.25,712285,0.0,0.0,9,0,0,6,8,8.0,21,27,13,143.0,3.0,11,1,13,254,1.1294043340021744,91.8098618092481
43,13,0,0,0,9.999999999999998,20,10.0,15.710860111962669,4,24.0,20.54994867903327,27,31.51851851851852,17.60889208466359,18,22.0,46.00000000000001,11,46.0,0,1.6760000000000002,50790,16,23,1.0,521.3497825751414,False,0.0819947202595814,0,3.1790000000000007,37973,431,0,0.0,4309.999999999999,False,-0.14950616760629054,0,0.2,85733,0,100,1.0,2054.9948679033273,False,0.06740111505562933,8,5.671000000000001,59085,485,0,0.0,7619.767154301894,False,-0.22621387789238764,0,5.618000000000001,94817,444,0,0.0,9124.177213490771,False,-0.18418020271111618,18,6.608000000000002,89092,483,0,0.0,9925.62521197307,False,-0.22788808762478732,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,11,3.901000000000001,132397,1301,0,0.0,22909.168602147332,False,-0.10685584246393527,0.25,710807,0.0,0.0,10,0,0,9,11,11.0,18,27,13,163.0,3.0,12,1,13,1035,1.1888335430412553,92.99869535228936
44,13,0,0,0,9.999999999999998,20,10.0,15.340759608433302,19,12.736842105263158,21.099988565646935,6,36.166666666666664,17.564490887530514,17,16.941176470588236,46.00000000000001,5,46.0,0,1.6760000000000004,50934,15,16,1.0,395.45215373493284,False,0.08371256150369775,2,3.1990000000000007,37841,442,0,0.0,4419.999999999999,False,-0.15113814590309865,0,0.2,85696,9,105,1.0,2353.565635868828,False,0.06878254494149266,1,5.673000000000001,59072,485,0,0.0,7440.2684100901515,False,-0.2274779876842957,1,5.628000000000002,94616,448,0,0.0,9452.794877409828,False,-0.18448140673394156,16,6.750000000000002,88589,485,0,0.0,10233.494454338763,False,-0.23075362453581755,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,5,3.940000000000001,132050,1318,0,0.0,23149.998989765216,False,-0.10826265975287393,0.25,709718,0.0,0.0,13,0,0,7,8,8.0,18,25,15,154.0,3.0,12,1,15,639,1.1886490899487399,94.1873444422381
45,15,0,0,0,10.0,20,10.0,16.217242027257637,21,21.952380952380953,21.590948969244174,8,31.0,17.43908000977276,27,16.37037037037037,46.00000000000001,9,46.0,5,1.7260000000000004,51190,18,10,1.0,342.17242027257635,False,0.0885737402004215,0,3.1970000000000005,37771,449,0,0.0,4490.0,False,-0.15187995421982958,0,0.2,85860,0,110,0.9,2375.004386616859,False,0.07093209066347328,4,5.712000000000001,58595,506,0,0.0,8205.924465792365,False,-0.2286365710379151,17,5.7970000000000015,94077,452,0,0.0,9759.108934098367,False,-0.18764885714362614,10,6.834000000000002,88097,489,0,0.0,10557.974045960402,False,-0.2334606819933489,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,9,4.025000000000001,131465,1345,0,0.0,23455.56261314436,False,-0.11094621135604817,0.2375,707975,0.0,0.0,10,0,0,7,15,14.076923076923077,23,30,10,201.0,3.0,14,1,10,460,1.1885280149872415,95.37587245722534
46,10,0,0,0,10.0,20,10.0,16.217242027257637,0,,22.096670582566958,37,24.08108108108108,17.077633186424055,21,13.095238095238095,46.00000000000001,7,46.0,0,1.7210000000000005,51060,21,20,1.0,534.3448405451527,False,0.08785495358977098,0,3.1970000000000005,37701,456,0,0.0,4560.0,False,-0.15262176253656054,0,0.2,86574,0,93,0.0,2054.990364178727,False,0.07774778157635592,20,5.908000000000001,58122,506,0,0.0,8205.924465792365,False,-0.23445581761157225,13,5.910000000000003,93634,464,0,0.0,10252.855150311068,False,-0.18925889607063548,8,6.904000000000003,87063,514,0,0.0,11357.688679439416,False,-0.2386664668577785,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,7,4.086000000000001,131099,1366,0,0.0,23328.04693265526,False,-0.11361448717681616,0.125,706173,0.0,0.0,8,0,0,7,9,9.0,17,24,12,115.0,3.0,9,1,12,914,1.0058516929857433,96.38172415021108
47,12,0,0,0,10.0,20,10.0,16.985035400404662,31,20.516129032258064,20.56176254227119,19,7.315789473684211,17.08348232132914,32,17.125,46.00000000000001,11,46.0,11,1.8310000000000002,51381,25,10,1.0,419.8503540040466,False,0.09344506754698868,0,3.1970000000000014,37641,462,0,0.0,4620.0,False,-0.15325759823661567,0,0.2,86450,2,101,1.0,2110.7080875701995,False,0.07656497187304821,17,6.058000000000002,57259,525,0,0.0,8917.143585212447,False,-0.24069816450621023,19,6.0870000000000015,92901,466,0,0.0,9581.781344698375,False,-0.19803069677503443,13,7.0260000000000025,86686,531,0,0.0,10918.295909946002,False,-0.24356484870522513,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,11,4.189000000000001,130361,1398,0,0.0,23882.708285218137,False,-0.11647468588115706,0.25,703599,0.0,0.0,11,0,0,7,16,15.75,17,24,10,147.0,3.0,11,1,10,666,1.0587549029733054,97.44047905318439
48,10,0,0,0,10.0,20,10.0,17.14901553091192,16,18.75,20.691165920639175,1,42.0,16.746170319821577,21,13.0,46.00000000000001,10,46.0,6,1.8800000000000003,51467,27,10,1.0,441.49015530911925,False,0.09549711919067778,0,3.1970000000000014,37561,470,0,0.0,4700.0,False,-0.15410537917002246,0,0.2,86288,4,110,1.0,2344.624313393957,False,0.07601082843307225,0,6.041000000000001,57163,529,0,0.0,9071.829215852405,False,-0.24092770099251742,14,6.208000000000002,92523,466,0,0.0,9642.083319017856,False,-0.20088624833141294,7,7.083000000000001,86420,532,0,0.0,11007.700269780042,False,-0.24538152005179972,0,0.2,160920,0,11,0.0,506.00000000000006,False,0.000689175596975078,10,4.278000000000001,129916,1419,0,0.0,23762.81568382682,False,-0.1196097910002769,0.25,702258,0.0,0.0,9,0,0,8,10,9.166666666666668,16,24,12,111.0,20.0,8,2,12,242,1.049890226975549,98.49036928015994
49,12,0,0,0,10.0,20,10.0,17.012781824759497,9,14.666666666666666,22.422120720574505,14,40.857142857142854,15.731574734543265,33,8.696969696969697,46.000000000000014,8,46.0,0,1.8740000000000003,51527,24,13,1.0,461.16616372187343,False,0.09697730240051163,2,3.2170000000000014,37403,483,0,0.0,4830.0,False,-0.1560764698401933,0,0.2,86750,2,106,1.0,2410.7703600304167,False,0.08210163603276499,0,6.041000000000001,57141,530,0,0.0,9016.774367122533,False,-0.24153702931077894,21,6.404000000000003,91171,478,0,0.0,10717.773704434614,False,-0.20756978325971914,12,7.196000000000003,85923,534,0,0.0,11973.412464786785,False,-0.24549762974680137,0,0.2,160920,0,11,0.0,506.00000000000017,False,0.000689175596975078,8,4.348000000000001,129512,1452,0,0.0,22842.24651455682,False,-0.12497595176218844,0.25,700347,0.0,0.0,14,0,0,4,10,10.0,22,26,7,124.0,20.0,10,2,7,902,1.0246699699782766,99.51503925013822
50,7,0,0,0,10.0,20,10.0,17.012781824759497,0,,22.747527558320073,7,29.571428571428573,15.972197107831027,61,16.901639344262296,46.000000000000014,10,46.0,0,1.8740000000000003,51437,23,23,1.0,621.2939819694684,False,0.09676671169057557,0,3.2150000000000007,37293,494,0,0.0,4940.0,False,-0.15724216862362767,0,0.2,86957,0,101,0.2,2297.5002833903272,False,0.08395155313224541,0,6.041,57141,530,0,0.0,9016.774367122533,False,-0.24153702931077894,35,6.733000000000002,89572,478,0,0.0,10873.318172876994,False,-0.22005780005386452,26,7.444000000000003,84855,541,0,0.0,12306.41240905116,False,-0.2528981964082783,0,0.2,160920,0,11,0.0,506.00000000000017,False,0.000689175596975078,10,4.440000000000001,128317,1513,0,0.0,24165.934224148343,False,-0.12828620585815295,0.15,696492,0.0,0.0,9,0,0,5,14,14.0,14,19,10,73.0,16.0,5,2,10,407,0.8730179889826104,100.38805723912083
51,10,0,0,0,10.000000000000002,20,10.0,17.01160263271608,15,17.0,23.41875087910696,5,42.0,16.62085530521088,40,20.95,46.00000000000002,8,46.0,0,1.8740000000000003,51622,20,18,1.0,506.20884738888947,False,0.09946811122238233,0,3.2150000000000007,37163,507,0,0.0,5070.000000000001,False,-0.15861981264041372,0,0.2,86912,5,106,1.0,2567.445606348918,False,0.0850584730097003,0,6.041,57141,530,0,0.0,9016.149395339522,False,-0.24154087377685388,27,6.968000000000002,88432,483,0,0.0,11311.256674608661,False,-0.22761869771945717,13,7.548000000000003,84567,541,0,0.0,12669.544225596865,False,-0.2537719319230109,0,0.2,160920,0,11,0.0,506.0000000000002,False,0.000689175596975078,8,4.510000000000001,127358,1553,0,0.0,25812.1882889925,False,-0.12912981246665103,0.25,694115,0.0,0.0,10,0,0,3,11,11.0,21,24,11,125.0,15.0,9,1,11,665,1.030544692010153,101.41860193113098
