index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,21,0,0,0,10.000000000000002,20,10.0,27.69496566291889,47,27.5531914893617,28.967327794175088,3,29.0,13.91212382935685,47,11.574468085106384,50.00000000000002,20,50.0,0,0.2,55465,0,37,0.6,1024.713729527999,False,0.07423586836753725,0,0.37100000000000005,55628,15,32,1.0,1036.2389012134045,False,0.07747451401114402,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,3,2.3270000000000004,56795.0,447,0,0.0,12379.649651324744,False,-0.16300348399805492,23,4.867000000000002,70548,114,0,0.0,3302.27536853596,False,-0.25578640521710294,24,5.210000000000002,65901,130,0,0.0,3765.7526132427615,False,-0.301297995066471,15,2.2490000000000006,108342,729,0,0.0,10141.938271601142,False,-0.09975417418796186,0,0.23600000000000002,134957,104,27,1.0,2796.860878253113,False,0.08235775868492269,0.325,623287,0.0,0.0,12,0,0,5,14,14.0,23,28,19,210.0,18.0,15,6,19,1745,1.4949229449848644,75.33504216896836
26,19,0,0,0,10.000000000000002,20,10.0,27.842615248609306,29,28.79310344827586,28.967327794175088,0,,14.001344786201912,46,14.673913043478262,50.00000000000002,20,50.0,0,0.2,55523,1,41,1.0,1151.5472251929816,False,0.0765659216756508,0,0.37100000000000005,56205,14,19,1.0,669.0096897235768,False,0.08502379329601008,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.3240000000000007,55960.0,476,0,0.0,13253.08485833803,False,-0.1682962029850897,18,5.024000000000002,69757,114,0,0.0,3302.27536853596,False,-0.2639398676039749,28,5.466000000000001,64733,130,0,0.0,3765.7526132427615,False,-0.3133374945201581,10,2.3340000000000005,107579,760,0,0.0,10641.022037513452,False,-0.10382988554725577,0,0.23600000000000002,135390,109,27,1.0,2876.146581696009,False,0.086109487941324,0.375,620798,0.0,0.0,13,0,0,4,10,10.0,21,25,17,168.0,18.0,13,6,17,1535,1.3303639690275304,76.66540613799589
27,17,0,0,0,10.000000000000002,20,10.0,27.96689794586414,34,28.676470588235293,29.091720121023084,6,31.0,14.890700586106332,40,22.75,50.000000000000014,20,50.0,0,0.2,55952,5,31,1.0,916.9738363217883,False,0.08254786923872835,0,0.37100000000000005,56551,10,15,1.0,519.5034691879621,False,0.09022916837003161,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,6,2.384000000000001,54949.0,510,0,0.0,14263.117952390712,False,-0.17502014622801876,27,5.276000000000002,68748,114,0,0.0,3316.4560937966316,False,-0.27426734237431377,13,5.5680000000000005,64169,136,0,0.0,3956.473936459139,False,-0.3181681307004188,9,2.4140000000000006,106538,797,0,0.0,11867.888367126747,False,-0.10722381184661552,0,0.23600000000000002,135931,102,26,1.0,2818.851459782846,False,0.09017642268527885,0.375,618489,0.0,0.0,13,0,0,2,13,13.0,21,23,16,157.0,32.0,11,6,16,1725,1.3023126169573516,77.96771875495324
28,16,0,0,0,10.000000000000002,20,10.0,28.036412502529164,20,28.75,29.091720121023084,0,,15.054162897780385,39,16.53846153846154,50.00000000000002,20,50.0,0,0.2,56427,5,21,1.0,638.7646625531124,False,0.08899388457419179,0,0.37100000000000005,56451,10,25,1.0,800.9103125632291,False,0.09101028913012363,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.3780000000000006,54374.0,530,0,0.0,14859.298626340456,False,-0.17869995995840282,32,5.569000000000002,67259,114,0,0.0,3316.4560937966316,False,-0.2896156426196392,7,5.625000000000001,63938,136,0,0.0,3956.473936459139,False,-0.320549230335523,9,2.4950000000000006,105759,824,0,0.0,12404.630227771037,False,-0.11127706688454106,0,0.23600000000000002,136469,104,25,1.0,2815.6329413691606,False,0.09443416788922504,0.375,616328,0.0,0.0,11,0,0,2,9,9.0,20,22,19,143.0,46.0,9,7,19,1325,1.2258150299894623,79.1935337849427
29,19,0,0,0,10.000000000000002,20,10.0,28.126275234324478,22,28.954545454545453,29.022213624478905,6,28.0,15.103563157685903,34,15.617647058823529,50.00000000000002,20,50.0,0,0.2,56586,8,21,1.0,670.6517799208141,False,0.092351146442273,0,0.37100000000000005,56729,7,23,1.0,716.904330389463,False,0.09553919985405072,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,6,2.438000000000001,53683.0,552,0,0.0,15525.703929347112,False,-0.18345467881259309,11,5.647000000000002,66834,114,0,0.0,3308.532353190595,False,-0.29403729176618537,23,5.848000000000002,62904,142,0,0.0,4121.1543346760045,False,-0.3303587403123467,11,2.5960000000000005,105083,844,0,0.0,12747.407305086903,False,-0.11528255554418597,0,0.23600000000000002,136865,108,26,1.0,2931.1848210300777,False,0.09803613597805233,0.375,614335,0.0,0.0,12,0,0,3,10,10.0,20,23,16,152.0,47.0,11,8,16,1287,1.2282649360131472,80.42179872095585
30,16,0,0,0,10.000000000000002,20,10.0,28.126275234324478,0,,29.1266738321384,9,30.11111111111111,15.270342610873882,51,16.41176470588235,50.000000000000014,20,50.0,0,0.2,56476,9,31,1.0,961.9145322640588,False,0.09303493189529692,0,0.37100000000000005,56639,6,33,1.0,988.1670827327077,False,0.09641489073607921,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,9,2.522000000000001,53605.0,552,0,0.0,15525.703929347112,False,-0.18449120988859208,19,5.826000000000001,65928,122,0,0.0,3553.454207520885,False,-0.30211384847794714,32,6.145000000000001,61313,143,0,0.0,4165.114357995792,False,-0.34653186984354944,13,2.7150000000000007,104105,872,0,0.0,13315.738756682025,False,-0.12079005097363857,0,0.23600000000000002,137089,121,29,1.0,3297.7114559157403,False,0.10126889766596191,0.375,610806,0.0,0.0,8,0,0,2,13,13.0,20,22,19,138.0,42.0,10,6,19,550,1.1847988850204274,81.60659760597628
31,19,0,0,0,10.000000000000002,20,10.0,28.19450743999157,37,28.56756756756757,29.1266738321384,0,,15.202496050709598,91,14.934065934065934,50.000000000000014,20,50.0,0,0.2,56687,4,32,1.0,942.2242380797302,False,0.09689520272966018,0,0.37100000000000005,57285,11,15,1.0,532.9176115998736,False,0.10444373919668264,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,52548.0,589,0,0.0,16606.564882155035,False,-0.19135582994142908,57,6.377000000000002,61654,122,0,0.0,3553.454207520885,False,-0.34616934562268903,34,6.453000000000001,59723,143,0,0.0,4165.114357995792,False,-0.3629212569423187,11,2.812000000000001,102649,941,0,0.0,14305.548783717732,False,-0.12841899990586705,0,0.23600000000000002,137447,133,30,1.0,3521.931974744377,False,0.10500052379244469,0.375,603644,0.0,0.0,17,0,0,4,15,15.0,21,25,19,194.0,33.0,13,6,19,1707,1.2713209069916047,82.87791851296788
32,19,0,0,0,10.000000000000002,20,10.0,28.199222826659266,20,28.25,29.1266738321384,0,,15.086092997127388,61,14.311475409836065,50.000000000000014,20,50.0,0,0.2,57172,2,22,1.0,640.3829021865039,False,0.10330636648358738,0,0.37100000000000005,57165,13,25,1.0,834.9805706664816,False,0.1050392501359312,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,51983.0,609,0,0.0,17173.326701435493,False,-0.1950982265921018,28,6.600000000000001,60348,122,0,0.0,3553.454207520885,False,-0.35963132018306176,33,6.749000000000001,57970,143,0,0.0,4165.114357995792,False,-0.3809908139134775,11,2.911000000000001,101650,977,0,0.0,14739.112858193457,False,-0.13462806454122297,0,0.23600000000000002,137834,148,31,1.0,3782.741763574854,False,0.10910756375446432,0.375,599773,0.0,0.0,13,0,0,6,15,15.0,17,23,21,163.0,47.0,11,8,21,1215,1.447028941998724,84.3249474549666
33,21,0,0,0,10.000000000000002,20,10.0,28.393207769735906,43,29.348837209302324,29.1266738321384,0,,14.861701660918772,34,12.088235294117647,50.000000000000014,20,50.0,0,0.2,57463,3,18,1.0,541.0777398552464,False,0.10793795447864328,4,0.41100000000000003,57844,12,10,1.0,403.9320776973591,False,0.1139336014670917,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,50721.0,652,0,0.0,18512.37146586781,False,-0.20297157867757368,8,6.652000000000002,60220,122,0,0.0,3553.454207520885,False,-0.36095071738346585,26,6.976000000000001,56606,143,0,0.0,4165.114357995792,False,-0.3950506403302833,13,3.0300000000000007,101011,998,0,0.0,14831.978257596935,False,-0.13933172623592266,0,0.23600000000000002,138148,151,34,1.0,3944.116950798735,False,0.11224050226543389,0.375,597664,0.0,0.0,11,0,0,6,10,9.2,18,24,21,176.0,71.0,11,10,21,1212,2.2050737350364216,86.53002119000303
34,21,0,0,0,10.000000000000002,20,10.0,28.40339126803747,19,28.526315789473685,29.1266738321384,0,,14.677222469466654,8,5.25,50.000000000000014,20,50.0,1,0.21000000000000002,57872,4,10,1.0,324.0339126803747,False,0.11370429208659132,0,0.4070000000000001,57754,11,20,1.0,678.0678253607495,False,0.11483685951909217,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,50179.0,671,0,0.0,19058.675540853143,False,-0.20654426159882827,8,6.724000000000001,59891,122,0,0.0,3553.454207520885,False,-0.36434198050012945,0,6.950000000000001,56606,143,0,0.0,4165.114357995792,False,-0.3950506403302833,8,3.0970000000000013,100874,1003,0,0.0,14721.254136875054,False,-0.14085865162376948,0,0.23600000000000002,138721,144,32,1.0,3713.5200356031987,False,0.11587363087634228,0.375,597548,0.0,0.0,11,0,0,5,6,5.111111111111111,19,24,24,163.0,72.0,12,9,24,1090,1.434800585033372,87.9648217750364
35,24,0,0,0,10.0,20,10.0,28.366919102067598,74,28.256756756756758,29.1266738321384,0,,14.606356085998794,29,13.689655172413794,50.00000000000001,20,50.0,54,0.7490000000000001,57194,2,10,1.0,303.66919102067595,False,0.10049769896774714,0,0.4070000000000001,57924,13,20,1.0,697.3383820413519,False,0.11828415803451763,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,48088.0,745,0,0.0,21133.35473104036,False,-0.2205462071531251,12,6.836000000000002,59402,122,0,0.0,3553.454207520885,False,-0.36938249011729807,17,7.120000000000002,56004,143,0,0.0,4165.114357995792,False,-0.4012559302884337,12,3.2090000000000005,100283,1019,0,0.0,14883.876851632771,False,-0.14490444176999212,0,0.23600000000000002,139076,147,34,1.0,3847.134344641823,False,0.11922183816733536,0.375,593622,0.0,0.0,12,0,0,3,16,15.88888888888889,19,22,23,145.0,95.0,10,14,23,1151,1.449407327978406,89.4142291030148
36,23,0,0,0,10.0,20,10.0,28.266361844111856,26,27.23076923076923,29.1266738321384,0,,14.252948647357645,14,5.071428571428571,50.00000000000001,10,50.0,0,0.6950000000000001,57312,0,11,0.7,310.9299802852304,False,0.10283185227393764,0,0.4070000000000001,58314,18,10,1.0,462.66361844111856,False,0.1235167017064338,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,47380.0,771,0,0.0,21793.364981810242,False,-0.22556932810321298,8,6.904000000000003,59079,122,0,0.0,3553.454207520885,False,-0.3727119064901927,6,7.163000000000001,55748,143,0,0.0,4165.114357995792,False,-0.4038947246892418,10,3.297000000000001,100079,1021,0,0.0,14552.260568952155,False,-0.14783989296335864,0,0.23600000000000002,139035,149,44,1.0,4323.68934845629,False,0.12078778118930097,0.3375,592598,0.0,0.0,9,0,0,4,8,8.0,19,23,19,176.0,77.0,12,11,19,908,1.340818468015641,90.75504757103045
37,19,0,0,0,10.0,20,10.0,28.253878492466995,13,28.0,29.1266738321384,0,,13.810383090547386,24,7.541666666666667,50.000000000000014,9,50.0,0,0.6950000000000001,57362,0,15,0.9,423.80817738700495,False,0.10487447636096459,0,0.4070000000000001,58428,19,12,1.0,529.046541909604,False,0.12634138576742598,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,47016.0,784,0,0.0,22151.040738094125,False,-0.2280299216083897,10,6.996000000000001,58743,122,0,0.0,3553.454207520885,False,-0.3761753241412534,14,7.297000000000001,55100,143,0,0.0,4165.114357995792,False,-0.4105741730162874,9,3.3770000000000007,99763,1040,0,0.0,14362.798414169281,False,-0.15110018092487185,0,0.23600000000000002,139028,144,54,1.0,4688.695165038825,False,0.12218088254103353,0.3625,591091,0.0,0.0,9,0,0,8,8,8.0,15,23,20,122.0,62.0,11,8,20,564,1.3504382619867101,92.10548583301716
38,20,0,0,0,10.0,20,10.0,28.292666575275142,25,28.68,29.1266738321384,0,,14.10356396439305,19,19.157894736842106,50.00000000000001,9,50.0,0,0.6950000000000001,57523,0,16,1.0,452.68266520440227,False,0.10824121231653262,4,0.44700000000000006,58692,19,10,1.0,472.92666575275143,False,0.1308692036476688,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,46299.0,809,0,0.0,22888.76725939759,False,-0.23265626198058773,13,7.1160000000000005,58284,122,0,0.0,3553.454207520885,False,-0.3809066000395773,6,7.343000000000001,55025,143,0,0.0,4165.114357995792,False,-0.41134725731339916,9,3.458,99270,1054,0,0.0,14865.156418470275,False,-0.15301969987906697,0,0.23600000000000002,139008,139,64,1.0,5160.395391050634,False,0.12389425063919118,0.375,589752,0.0,0.0,9,0,0,7,8,7.5,14,21,23,149.0,72.0,10,10,23,693,1.3495295980246738,93.45501543104183
39,23,0,0,0,10.0,20,10.0,28.386917356590008,38,29.0,29.1266738321384,0,,13.936161284373316,28,12.071428571428571,50.000000000000014,10,50.0,11,0.8050000000000002,57955,0,7,0.7,198.70842149613006,False,0.1140945750397833,1,0.4530000000000001,58858,22,10,1.0,503.8691735659001,False,0.1343517355309629,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,45197.0,847,0,0.0,24043.719001031735,False,-0.23962658967301603,13,7.233000000000002,57908,122,0,0.0,3553.454207520885,False,-0.3847823293157643,15,7.487000000000002,54334,143,0,0.0,4165.114357995792,False,-0.4184699406374555,10,3.549000000000001,98808,1069,0,0.0,14897.756412995075,False,-0.15655756305367885,0,0.23600000000000002,138980,142,74,1.0,5678.934902381012,False,0.12573001628187425,0.3375,587691,0.0,0.0,8,0,0,10,11,9.662337662337663,19,29,17,181.0,22.0,16,7,17,577,1.4789453459670767,94.9339607770089
40,17,0,0,0,9.999999999999998,20,10.0,28.562685832140218,62,29.29032258064516,29.1266738321384,0,,13.68881722267767,30,11.166666666666666,50.00000000000001,11,50.0,37,1.1640000000000001,57785,0,10,1.0,285.6268583214022,False,0.11166618874207332,8,0.532,59114,22,10,1.0,505.6268583214022,False,0.1392813799758333,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,43381.0,909,0,0.0,25963.481421415458,False,-0.2510034323702312,24,7.460000000000002,56801,122,0,0.0,3553.454207520885,False,-0.3961930535411338,6,7.532000000000002,54082,143,0,0.0,4165.114357995792,False,-0.421067503875751,11,3.6490000000000005,98326,1087,0,0.0,14879.744321050628,False,-0.16045505508393945,0,0.23600000000000002,138926,144,84,1.0,6171.189680065585,False,0.1272550789016733,0.375,584066,0.0,0.0,6,0,0,6,15,13.569444444444445,16,22,22,108.0,60.0,8,9,22,200,1.1897853550035506,96.12374613201246
41,22,0,0,0,9.999999999999998,20,10.0,28.454884360134265,24,27.166666666666668,29.1266738321384,0,,13.27119507951806,12,2.75,50.0,8,50.0,0,1.1270000000000002,57725,0,16,0.6,455.27814976214825,False,0.11214260636130176,14,0.6640000000000001,59268,26,10,1.0,544.5488436013426,False,0.14261019059664684,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,42729.0,933,0,0.0,26548.40710800527,False,-0.25578127129204087,7,7.506000000000002,56499,122,0,0.0,3553.454207520885,False,-0.3993060063108372,5,7.5760000000000005,53871,143,0,0.0,4165.114357995792,False,-0.42324244769829206,8,3.718000000000001,98203,1087,0,0.0,14425.789051436132,False,-0.16323309631911367,0,0.23600000000000002,138893,146,94,1.0,6637.594481609637,False,0.12884423909195764,0.325,582839,0.0,0.0,5,0,0,9,9,8.5,17,26,19,174.0,52.0,13,9,19,200,1.4032079830067232,97.52695411501918
42,19,0,0,0,9.999999999999998,20,10.0,28.477308027162756,12,29.0,29.1266738321384,0,,13.628919819844782,14,20.857142857142858,50.00000000000001,8,50.0,0,1.1270000000000002,57585,4,26,1.0,780.4100087062317,False,0.11257565879892366,2,0.6700000000000002,59510,22,10,1.0,504.7730802716276,False,0.14687264273226913,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,42381.0,945,0,0.0,26911.056085668806,False,-0.2579961988168343,10,7.599000000000001,56224,122,0,0.0,3553.454207520885,False,-0.40214064873358024,4,7.611000000000001,53781,143,0,0.0,4165.114357995792,False,-0.4241701488548262,8,3.790000000000001,97803,1097,0,0.0,14950.925042369727,False,-0.16432399967308411,0,0.23600000000000002,138886,140,104,1.0,7108.04877477827,False,0.13065585320994705,0.375,581821,0.0,0.0,6,0,0,8,9,8.166666666666668,14,22,19,144.0,51.0,10,9,19,200,1.3719125910429284,98.89886670606211
43,19,0,0,0,9.999999999999998,20,10.0,28.477308027162756,0,,29.1266738321384,0,,13.298198986439479,18,8.38888888888889,50.0,11,50.0,0,1.1270000000000004,57495,3,36,1.0,1055.1830889778591,False,0.11348503223030441,0,0.6680000000000001,59400,23,20,1.0,799.5461605432552,False,0.14759011073464517,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,42381.0,945,0,0.0,26911.056085668806,False,-0.2579961988168343,9,7.679000000000001,55929,122,0,0.0,3553.454207520885,False,-0.4051814469688865,9,7.697000000000002,53375,143,0,0.0,4165.114357995792,False,-0.4283551118498578,11,3.892000000000001,97493,1104,0,0.0,14681.211681029185,False,-0.16785516875286086,0,0.23600000000000002,138850,141,114,1.0,7575.046057087967,False,0.13222355158393376,0.375,580574,0.0,0.0,6,0,0,10,8,8.0,12,22,16,114.0,44.0,11,8,16,200,1.4634148569894023,100.36228156305151
44,16,0,0,0,9.999999999999998,20,10.0,28.477308027162756,0,,29.1266738321384,0,,14.125104141736905,22,23.772727272727273,50.000000000000014,12,50.0,0,1.1270000000000002,57415,1,46,1.0,1319.9561692494867,False,0.11449035837618732,0,0.6680000000000001,59280,25,30,1.0,1104.3192408148827,False,0.14821162602251906,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,42381.0,945,0,0.0,26911.056085668806,False,-0.2579961988168343,7,7.740000000000002,55807,122,0,0.0,3553.454207520885,False,-0.40643899742552164,15,7.838000000000001,52952,143,0,0.0,4165.114357995792,False,-0.4327153072855681,12,4.001000000000001,96746,1124,0,0.0,15876.617055312281,False,-0.16904025617037508,0,0.23600000000000002,138843,133,124,1.0,8078.63885085101,False,0.13416668856505393,0.375,579075,0.0,0.0,6,0,0,5,9,9.0,19,24,15,156.0,30.0,11,5,15,200,1.2541626440361142,101.61644420708762
45,15,0,0,0,10.0,20,10.0,28.55022448109654,27,29.25925925925926,29.1266738321384,0,,13.952152236608297,13,10.615384615384615,50.000000000000014,10,50.0,0,1.1270000000000002,57605,0,46,1.0,1313.3103261304407,False,0.11807279285853149,0,0.6680000000000001,59680,26,23,1.0,916.6551630652203,False,0.15408715541523754,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,41591.0,972,0,0.0,27750.818195625834,False,-0.2629146576415873,2,7.753000000000002,55793,122,0,0.0,3553.454207520885,False,-0.40658330649431584,11,7.933000000000002,52503,143,0,0.0,4165.114357995792,False,-0.4373435052776105,10,4.089,96466,1134,0,0.0,15821.740636313809,False,-0.1714806293208692,0,0.23600000000000002,138825,126,134,1.0,8457.971181812647,False,0.1355293347428665,0.375,578114,0.0,0.0,8,0,0,9,6,6.0,16,25,13,175.0,6.0,13,2,13,990,1.3289404309471138,102.94538463803474
46,13,0,0,0,10.0,20,10.0,28.56844128464314,11,29.0,29.1266738321384,0,,13.772215345628473,10,9.5,50.000000000000014,9,50.0,0,1.1270000000000002,57814,1,45,1.0,1295.5798578089414,False,0.12191348766824296,0,0.6680000000000001,59590,25,33,1.0,1192.7585623932237,False,0.15500929361907947,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,41272.0,983,0,0.0,28082.777782804205,False,-0.26494812173390253,10,7.851000000000002,55413,122,0,0.0,3553.454207520885,False,-0.4105002669330154,0,7.922000000000002,52503,143,0,0.0,4165.114357995792,False,-0.4373435052776105,9,4.169000000000001,96319,1134,0,0.0,15617.692201942687,False,-0.17345732575828426,0,0.23600000000000002,138730,126,144,1.0,8935.29913354919,False,0.13666970603885226,0.375,577292,0.0,0.0,7,0,0,8,5,5.0,14,22,19,116.0,33.0,9,4,19,519,1.2302058649947867,104.17559050302953
47,19,0,0,0,10.0,20,10.0,28.583766980614246,9,29.0,29.1266738321384,0,,12.987631776503738,23,5.391304347826087,50.000000000000014,8,50.0,0,1.1270000000000004,58005,0,44,0.8,1257.6857471470269,False,0.12521527708406444,0,0.6680000000000001,59460,28,43,1.0,1509.1019801664127,False,0.15554992400704684,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,41011.0,992,0,0.0,28355.096844769334,False,-0.2666071092426059,10,7.941000000000002,54963,122,0,0.0,3553.454207520885,False,-0.41513877271568594,13,8.052000000000001,51948,143,0,0.0,4165.114357995792,False,-0.4430643290762375,8,4.240000000000001,96178,1137,0,0.0,14766.93732988475,False,-0.1779530983890906,0,0.23600000000000002,138630,136,154,1.0,9466.31792160451,False,0.13798348119385814,0.35,575846,0.0,0.0,7,0,0,9,8,8.0,16,25,20,159.0,52.0,13,6,20,461,1.559925405017566,105.73551590804709
48,20,0,0,0,10.0,20,10.0,28.672230396274635,28,29.392857142857142,29.1266738321384,0,,12.861946593281592,16,11.125,50.000000000000014,12,50.0,0,1.1270000000000002,58198,0,43,0.9,1232.9059070398093,False,0.12868128257153089,0,0.6680000000000001,59890,29,35,1.0,1293.5280638696122,False,0.16173336720978732,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,40188.0,1020,0,0.0,29245.67500420013,False,-0.2716264567633644,12,8.051000000000002,54516,122,0,0.0,3553.454207520885,False,-0.419746355126472,4,8.079000000000002,51796,143,0,0.0,4165.114357995792,False,-0.44463111325171734,12,4.352000000000001,95805,1143,0,0.0,14701.20495612086,False,-0.1811747699788821,0,0.23600000000000002,138604,136,164,1.0,9949.224736686298,False,0.13969370033610998,0.3625,574648,0.0,0.0,9,0,0,7,9,9.0,20,27,19,212.0,59.0,14,6,19,1023,1.4107730980031192,107.14628900605021
49,19,0,0,0,10.0,20,10.0,28.7019711758281,23,29.0,29.1266738321384,0,,12.178177993251435,22,5.545454545454546,50.00000000000002,13,50.0,0,1.1270000000000002,58417,0,42,1.0,1205.48278938478,False,0.13262087920881982,0,0.6680000000000001,60138,29,33,1.0,1237.1650488023274,False,0.1659518034197771,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.513000000000001,39521.0,1043,0,0.0,29936.155936388706,False,-0.275902274146598,4,8.079000000000002,54360,122,0,0.0,3553.454207520885,False,-0.42135437046446444,18,8.255,50915,143,0,0.0,4165.114357995792,False,-0.45371227679512344,13,4.470000000000001,95470,1149,0,0.0,13992.726514245898,False,-0.18664579094203085,0,0.23600000000000002,138554,142,174,1.0,10429.301275041707,False,0.1412021800088971,0.375,573026,0.0,0.0,8,0,0,9,9,9.0,16,25,19,183.0,34.0,13,6,19,867,1.404631696001161,108.55092070205137
50,19,0,0,0,10.0,20,10.0,28.66968074613104,11,28.0,29.1266738321384,0,,12.010917190004108,40,11.125,50.000000000000014,8,50.0,0,1.1270000000000002,58655,0,38,0.7,1089.4478683529794,False,0.13607484185412283,0,0.6680000000000001,60008,32,43,1.0,1552.7962720836347,False,0.16648560010826954,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,39213.0,1054,0,0.0,30217.843506422116,False,-0.2781235896770667,8,8.155000000000001,54036,122,0,0.0,3553.454207520885,False,-0.42469409462798724,32,8.557000000000002,49204,143,0,0.0,4165.114357995792,False,-0.4713489065598997,8,4.537000000000002,94976,1172,0,0.0,14076.794946684815,False,-0.1902333904322717,0,0.23600000000000002,138485,149,184,1.0,10989.626661310615,False,0.1428783404560669,0.3375,570228,0.0,0.0,7,0,0,8,11,11.0,14,22,16,122.0,46.0,10,9,16,508,1.5180090540088713,110.06892975606024
51,16,0,0,0,10.000000000000002,20,10.0,28.654258182185,28,28.535714285714285,29.1266738321384,0,,11.770521457468853,24,9.5,50.000000000000014,13,50.0,0,1.1270000000000004,58934,0,32,0.6,916.93626182992,False,0.13977370763044694,0,0.6680000000000001,60328,36,37,1.0,1420.207552740845,False,0.17135434908308397,0,0.2,75651,0,0,0.0,0.0,False,0.0053155439794820005,0,2.5130000000000012,38414.0,1082,0,0.0,31003.90735312417,False,-0.28351844259129994,16,8.307,53445,122,0,0.0,3553.454207520885,False,-0.4307859988892279,8,8.605000000000002,48892,143,0,0.0,4165.114357995792,False,-0.4745649372358846,13,4.659000000000002,94497,1196,0,0.0,14077.543663132748,False,-0.19403260968751881,0,0.23600000000000002,138485,139,194,1.0,11336.102482588174,False,0.1442534627821406,0.325,568646,0.0,0.0,10,0,0,6,7,7.0,15,21,18,136.0,49.0,9,7,18,999,1.2741834539920092,111.34311321005225
